"Smarter Balanced Assessments, 2014-15"
"All Districts, ELA, All Grades, All Students"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Kent School District","=""0680011""",03,25,23,92.0,23,"*","*","*","*","*","*",12,52.2,"*","*",2460
"Kent School District","=""0680011""",04,27,27,100.0,27,"*","*","*","*","*","*",17,63.0,"*","*",2547
"Kent School District","=""0680011""",05,32,32,100.0,32,"*","*","*","*",13,40.6,15,46.9,28,87.5,2572
"Kent School District","=""0680011""",06,31,31,100.0,31,"*","*","*","*",16,51.6,11,35.5,27,87.1,2594
"Kent School District","=""0680011""",07,20,20,100.0,20,"*","*",0,0.0,14,70.0,"*","*","*","*",2623
"Kent School District","=""0680011""",08,29,29,100.0,29,"*","*","*","*",18,62.1,"*","*","*","*",2627
"Killingly School District","=""0690011""",03,174,171,98.3,171,43,25.1,46,26.9,44,25.7,38,22.2,82,48.0,2423
"Killingly School District","=""0690011""",04,166,165,99.4,165,37,22.4,40,24.2,61,37.0,27,16.4,88,53.3,2469
"Killingly School District","=""0690011""",05,166,166,100.0,166,36,21.7,40,24.1,63,38.0,27,16.3,90,54.2,2509
"Killingly School District","=""0690011""",06,166,166,100.0,166,17,10.2,40,24.1,75,45.2,34,20.5,109,65.7,2555
"Killingly School District","=""0690011""",07,176,174,98.9,174,23,13.2,52,29.9,82,47.1,17,9.8,99,56.9,2559
"Killingly School District","=""0690011""",08,192,189,98.4,189,34,18.0,47,24.9,91,48.1,17,9.0,108,57.1,2574
"Killingly School District","=""0690011""",11,177,170,96.0,168,50,29.8,53,31.5,48,28.6,17,10.1,65,38.7,2547
"Learn","=""2450014""",03,86,84,97.7,84,26,31.0,32,38.1,17,20.2,9,10.7,26,31.0,2409
"Learn","=""2450014""",04,87,86,98.9,86,13,15.1,16,18.6,21,24.4,36,41.9,57,66.3,2495
"Learn","=""2450014""",05,74,68,91.9,68,9,13.2,12,17.6,29,42.6,18,26.5,47,69.1,2530
"Learn","=""2450014""",06,51,51,100.0,51,"*","*",21,41.2,17,33.3,"*","*","*","*",2516
"Learn","=""2450014""",07,50,50,100.0,50,15,30.0,11,22.0,18,36.0,6,12.0,24,48.0,2533
"Learn","=""2450014""",08,38,38,100.0,38,"*","*",14,36.8,16,42.1,"*","*","*","*",2558
"Learn","=""2450014""",11,196,190,96.9,187,19,10.2,41,21.9,69,36.9,58,31.0,127,67.9,2620
"Lebanon School District","=""0710011""",03,68,67,98.5,67,18,26.9,15,22.4,16,23.9,18,26.9,34,50.7,2431
"Lebanon School District","=""0710011""",04,64,62,96.9,62,7,11.3,12,19.4,24,38.7,19,30.6,43,69.4,2498
"Lebanon School District","=""0710011""",05,80,79,98.8,79,"*","*","*","*",32,40.5,34,43.0,66,83.5,2566
"Lebanon School District","=""0710011""",06,77,74,96.1,74,"*","*",23,31.1,33,44.6,"*","*","*","*",2551
"Lebanon School District","=""0710011""",07,87,85,97.7,85,13,15.3,17,20.0,34,40.0,21,24.7,55,64.7,2577
"Lebanon School District","=""0710011""",08,96,93,96.9,93,20,21.5,25,26.9,35,37.6,13,14.0,48,51.6,2563
"Lebanon School District","=""0710011""",11,105,99,94.3,99,16,16.2,28,28.3,40,40.4,15,15.2,55,55.6,2583
"Ledyard School District","=""0720011""",03,182,180,98.9,178,36,20.2,50,28.1,51,28.7,41,23.0,92,51.7,2434
"Ledyard School District","=""0720011""",04,170,168,98.8,168,27,16.1,37,22.0,50,29.8,54,32.1,104,61.9,2497
"Ledyard School District","=""0720011""",05,176,174,98.9,174,34,19.5,35,20.1,62,35.6,43,24.7,105,60.3,2520
"Ledyard School District","=""0720011""",06,168,166,98.8,166,26,15.7,37,22.3,76,45.8,27,16.3,103,62.0,2543
"Ledyard School District","=""0720011""",07,163,160,98.2,160,25,15.6,42,26.3,68,42.5,25,15.6,93,58.1,2563
"Ledyard School District","=""0720011""",08,180,177,98.3,177,20,11.3,35,19.8,83,46.9,39,22.0,122,68.9,2596
"Ledyard School District","=""0720011""",11,229,213,93.0,213,23,10.8,43,20.2,79,37.1,68,31.9,147,69.0,2627
"Lisbon School District","=""0730011""",03,39,39,100.0,39,6,15.4,8,20.5,13,33.3,12,30.8,25,64.1,2456
"Lisbon School District","=""0730011""",04,39,39,100.0,39,12,30.8,6,15.4,10,25.6,11,28.2,21,53.8,2473
"Lisbon School District","=""0730011""",05,39,37,94.9,37,"*","*","*","*",16,43.2,10,27.0,26,70.3,2546
"Lisbon School District","=""0730011""",06,50,50,100.0,50,"*","*",11,22.0,30,60.0,"*","*","*","*",2569
"Lisbon School District","=""0730011""",07,42,42,100.0,42,"*","*",14,33.3,16,38.1,"*","*","*","*",2549
"Lisbon School District","=""0730011""",08,49,48,98.0,48,7,14.6,7,14.6,25,52.1,9,18.8,34,70.8,2598
"Litchfield School District","=""0740011""",03,70,70,100.0,70,"*","*","*","*",19,27.1,36,51.4,55,78.6,2488
"Litchfield School District","=""0740011""",04,70,69,98.6,69,"*","*","*","*",19,27.5,29,42.0,48,69.6,2516
"Litchfield School District","=""0740011""",05,77,77,100.0,77,8,10.4,12,15.6,25,32.5,32,41.6,57,74.0,2564
"Litchfield School District","=""0740011""",06,85,84,98.8,84,8,9.5,14,16.7,36,42.9,26,31.0,62,73.8,2573
"Litchfield School District","=""0740011""",07,91,89,97.8,88,15,17.0,14,15.9,38,43.2,21,23.9,59,67.0,2575
"Litchfield School District","=""0740011""",08,88,84,95.5,84,9,10.7,26,31.0,33,39.3,16,19.0,49,58.3,2583
"Litchfield School District","=""0740011""",11,84,84,100.0,83,15,18.1,16,19.3,22,26.5,30,36.1,52,62.7,2620
"Madison School District","=""0760011""",03,191,183,95.8,183,13,7.1,29,15.8,53,29.0,88,48.1,141,77.0,2482
"Madison School District","=""0760011""",04,192,161,83.9,160,11,6.9,19,11.9,49,30.6,81,50.6,130,81.3,2532
"Madison School District","=""0760011""",05,213,205,96.2,205,20,9.8,31,15.1,82,40.0,72,35.1,154,75.1,2548
"Madison School District","=""0760011""",06,272,247,90.8,245,16,6.5,47,19.2,91,37.1,91,37.1,182,74.3,2582
"Madison School District","=""0760011""",07,281,262,93.2,261,9,3.4,43,16.5,125,47.9,84,32.2,209,80.1,2613
"Madison School District","=""0760011""",08,263,228,86.7,227,"*","*",48,21.1,110,48.5,"*","*","*","*",2608
"Madison School District","=""0760011""",11,303,42,13.9,42,20,47.6,"*","*",11,26.2,"*","*","*","*",2504
"Manchester School District","=""0770011""",03,472,466,98.7,465,141,30.3,127,27.3,114,24.5,83,17.8,197,42.4,2415
"Manchester School District","=""0770011""",04,493,482,97.8,482,189,39.2,106,22.0,111,23.0,76,15.8,187,38.8,2443
"Manchester School District","=""0770011""",05,479,475,99.2,475,191,40.2,96,20.2,119,25.1,69,14.5,188,39.6,2472
"Manchester School District","=""0770011""",06,415,414,99.8,413,122,29.5,131,31.7,113,27.4,47,11.4,160,38.7,2507
"Manchester School District","=""0770011""",07,375,356,94.9,355,112,31.5,95,26.8,126,35.5,22,6.2,148,41.7,2523
"Manchester School District","=""0770011""",08,433,423,97.7,423,151,35.7,125,29.6,118,27.9,29,6.9,147,34.8,2530
"Manchester School District","=""0770011""",11,376,189,50.3,185,72,38.9,53,28.6,40,21.6,20,10.8,60,32.4,2533
"Mansfield School District","=""0780011""",03,135,127,94.1,127,15,11.8,22,17.3,20,15.7,70,55.1,90,70.9,2482
"Mansfield School District","=""0780011""",04,132,128,97.0,128,"*","*","*","*",29,22.7,79,61.7,108,84.4,2544
"Mansfield School District","=""0780011""",05,114,112,98.2,111,"*","*","*","*",36,32.4,58,52.3,94,84.7,2574
"Mansfield School District","=""0780011""",06,126,118,93.7,118,11,9.3,24,20.3,48,40.7,35,29.7,83,70.3,2573
"Mansfield School District","=""0780011""",07,140,114,81.4,114,"*","*","*","*",49,43.0,48,42.1,97,85.1,2631
"Mansfield School District","=""0780011""",08,135,124,91.9,124,10,8.1,17,13.7,48,38.7,49,39.5,97,78.2,2638
"Marlborough School District","=""0790011""",03,97,96,99.0,96,10,10.4,16,16.7,27,28.1,43,44.8,70,72.9,2472
"Marlborough School District","=""0790011""",04,95,95,100.0,95,14,14.7,17,17.9,21,22.1,43,45.3,64,67.4,2512
"Marlborough School District","=""0790011""",05,77,77,100.0,77,"*","*","*","*",37,48.1,29,37.7,66,85.7,2558
"Marlborough School District","=""0790011""",06,98,98,100.0,98,"*","*","*","*",39,39.8,37,37.8,76,77.6,2583
"Meriden School District","=""0800011""",03,676,656,97.0,656,231,35.2,160,24.4,148,22.6,117,17.8,265,40.4,2405
"Meriden School District","=""0800011""",04,641,635,99.1,634,258,40.7,134,21.1,133,21.0,109,17.2,242,38.2,2441
"Meriden School District","=""0800011""",05,654,631,96.5,629,221,35.1,144,22.9,174,27.7,90,14.3,264,42.0,2480
"Meriden School District","=""0800011""",06,474,456,96.2,456,144,31.6,144,31.6,136,29.8,32,7.0,168,36.8,2496
"Meriden School District","=""0800011""",07,470,452,96.2,449,155,34.5,132,29.4,132,29.4,30,6.7,162,36.1,2516
"Meriden School District","=""0800011""",08,502,479,95.4,474,182,38.4,137,28.9,135,28.5,20,4.2,155,32.7,2519
"Meriden School District","=""0800011""",11,441,411,93.2,409,102,24.9,136,33.3,121,29.6,50,12.2,171,41.8,2564
"Middletown School District","=""0830011""",03,364,363,99.7,363,63,17.4,95,26.2,95,26.2,110,30.3,205,56.5,2443
"Middletown School District","=""0830011""",04,375,369,98.4,368,104,28.3,83,22.6,90,24.5,91,24.7,181,49.2,2469
"Middletown School District","=""0830011""",05,389,386,99.2,386,111,28.8,61,15.8,120,31.1,94,24.4,214,55.4,2503
"Middletown School District","=""0830011""",06,357,354,99.2,354,67,18.9,105,29.7,108,30.5,74,20.9,182,51.4,2536
"Middletown School District","=""0830011""",07,315,313,99.4,312,76,24.4,70,22.4,125,40.1,41,13.1,166,53.2,2551
"Middletown School District","=""0830011""",08,344,335,97.4,335,60,17.9,115,34.3,127,37.9,33,9.9,160,47.8,2563
"Middletown School District","=""0830011""",11,303,295,97.4,295,46,15.6,98,33.2,105,35.6,46,15.6,151,51.2,2582
"Milford School District","=""0840011""",03,427,421,98.6,421,76,18.1,116,27.6,133,31.6,96,22.8,229,54.4,2436
"Milford School District","=""0840011""",04,458,455,99.3,453,84,18.5,94,20.8,116,25.6,159,35.1,275,60.7,2492
"Milford School District","=""0840011""",05,453,446,98.5,446,84,18.8,95,21.3,173,38.8,94,21.1,267,59.9,2516
"Milford School District","=""0840011""",06,499,494,99.0,493,53,10.8,102,20.7,197,40.0,141,28.6,338,68.6,2567
"Milford School District","=""0840011""",07,491,482,98.2,482,63,13.1,98,20.3,207,42.9,114,23.7,321,66.6,2582
"Milford School District","=""0840011""",08,520,505,97.1,503,65,12.9,154,30.6,196,39.0,88,17.5,284,56.5,2584
"Milford School District","=""0840011""",11,464,419,90.3,418,29,6.9,88,21.1,184,44.0,117,28.0,301,72.0,2631
"Monroe School District","=""0850011""",03,213,207,97.2,207,"*","*","*","*",49,23.7,137,66.2,186,89.9,2513
"Monroe School District","=""0850011""",04,219,219,100.0,218,11,5.0,22,10.1,51,23.4,134,61.5,185,84.9,2545
"Monroe School District","=""0850011""",05,264,262,99.2,262,9,3.4,18,6.9,91,34.7,144,55.0,235,89.7,2585
"Monroe School District","=""0850011""",06,253,250,98.8,250,"*","*","*","*",104,41.6,98,39.2,202,80.8,2590
"Monroe School District","=""0850011""",07,248,246,99.2,246,17,6.9,28,11.4,123,50.0,78,31.7,201,81.7,2612
"Monroe School District","=""0850011""",08,254,251,98.8,250,20,8.0,34,13.6,121,48.4,75,30.0,196,78.4,2621
"Monroe School District","=""0850011""",11,286,280,97.9,279,12,4.3,24,8.6,91,32.6,152,54.5,243,87.1,2677
"Montville School District","=""0860011""",03,141,140,99.3,140,20,14.3,33,23.6,31,22.1,56,40.0,87,62.1,2460
"Montville School District","=""0860011""",04,190,189,99.5,189,42,22.2,40,21.2,49,25.9,58,30.7,107,56.6,2484
"Montville School District","=""0860011""",05,181,181,100.0,181,34,18.8,28,15.5,73,40.3,46,25.4,119,65.7,2526
"Montville School District","=""0860011""",06,173,170,98.3,170,26,15.3,48,28.2,56,32.9,40,23.5,96,56.5,2546
"Montville School District","=""0860011""",07,182,181,99.5,181,32,17.7,40,22.1,91,50.3,18,9.9,109,60.2,2558
"Montville School District","=""0860011""",08,195,192,98.5,192,35,18.2,67,34.9,66,34.4,24,12.5,90,46.9,2568
"Montville School District","=""0860011""",11,177,170,96.0,170,30,17.6,42,24.7,63,37.1,35,20.6,98,57.6,2592
"Naugatuck School District","=""0880011""",03,331,328,99.1,328,86,26.2,79,24.1,87,26.5,76,23.2,163,49.7,2425
"Naugatuck School District","=""0880011""",04,305,299,98.0,299,84,28.1,77,25.8,77,25.8,61,20.4,138,46.2,2462
"Naugatuck School District","=""0880011""",05,324,322,99.4,322,101,31.4,74,23.0,94,29.2,53,16.5,147,45.7,2489
"Naugatuck School District","=""0880011""",06,329,325,98.8,325,71,21.8,83,25.5,128,39.4,43,13.2,171,52.6,2527
"Naugatuck School District","=""0880011""",07,338,335,99.1,334,97,29.0,84,25.1,114,34.1,39,11.7,153,45.8,2537
"Naugatuck School District","=""0880011""",08,330,327,99.1,327,70,21.4,103,31.5,122,37.3,32,9.8,154,47.1,2559
"Naugatuck School District","=""0880011""",11,305,284,93.1,283,59,20.8,76,26.9,93,32.9,55,19.4,148,52.3,2584
"New Beginnings Inc., Family Academy District","=""2800013""",03,45,45,100.0,45,24,53.3,"*","*",9,20.0,"*","*","*","*",2379
"New Beginnings Inc., Family Academy District","=""2800013""",04,46,46,100.0,46,13,28.3,12,26.1,14,30.4,7,15.2,21,45.7,2457
"New Beginnings Inc., Family Academy District","=""2800013""",05,40,40,100.0,40,11,27.5,10,25.0,13,32.5,6,15.0,19,47.5,2487
"New Beginnings Inc., Family Academy District","=""2800013""",06,39,39,100.0,39,13,33.3,15,38.5,"*","*","*","*",11,28.2,2484
"New Beginnings Inc., Family Academy District","=""2800013""",07,37,37,100.0,37,"*","*",13,35.1,15,40.5,"*","*","*","*",2521
"New Beginnings Inc., Family Academy District","=""2800013""",08,35,35,100.0,35,"*","*",9,25.7,20,57.1,"*","*","*","*",2563
"New Britain School District","=""0890011""",03,788,764,97.0,760,352,46.3,226,29.7,127,16.7,55,7.2,182,23.9,2375
"New Britain School District","=""0890011""",04,774,755,97.5,752,442,58.8,137,18.2,112,14.9,61,8.1,173,23.0,2403
"New Britain School District","=""0890011""",05,794,776,97.7,774,409,52.8,171,22.1,129,16.7,65,8.4,194,25.1,2445
"New Britain School District","=""0890011""",06,630,622,98.7,621,335,53.9,181,29.1,79,12.7,26,4.2,105,16.9,2450
"New Britain School District","=""0890011""",07,638,622,97.5,620,364,58.7,132,21.3,96,15.5,28,4.5,124,20.0,2472
"New Britain School District","=""0890011""",08,693,672,97.0,669,368,55.0,158,23.6,113,16.9,30,4.5,143,21.4,2490
"New Britain School District","=""0890011""",11,493,468,94.9,467,186,39.8,131,28.1,112,24.0,38,8.1,150,32.1,2530
"New Canaan School District","=""0900011""",03,329,322,97.9,322,12,3.7,33,10.2,76,23.6,201,62.4,277,86.0,2509
"New Canaan School District","=""0900011""",04,357,350,98.0,350,14,4.0,32,9.1,79,22.6,225,64.3,304,86.9,2553
"New Canaan School District","=""0900011""",05,303,300,99.0,300,11,3.7,29,9.7,97,32.3,163,54.3,260,86.7,2585
"New Canaan School District","=""0900011""",06,373,362,97.1,362,15,4.1,66,18.2,158,43.6,123,34.0,281,77.6,2585
"New Canaan School District","=""0900011""",07,312,310,99.4,309,10,3.2,45,14.6,139,45.0,115,37.2,254,82.2,2622
"New Canaan School District","=""0900011""",08,303,287,94.7,286,19,6.6,58,20.3,115,40.2,94,32.9,209,73.1,2619
"New Canaan School District","=""0900011""",11,272,265,97.4,265,12,4.5,35,13.2,99,37.4,119,44.9,218,82.3,2661
"New Fairfield School District","=""0910011""",03,173,166,96.0,164,16,9.8,32,19.5,61,37.2,55,33.5,116,70.7,2463
"New Fairfield School District","=""0910011""",04,154,143,92.9,143,24,16.8,21,14.7,49,34.3,49,34.3,98,68.5,2498
"New Fairfield School District","=""0910011""",05,195,189,96.9,189,26,13.8,26,13.8,72,38.1,65,34.4,137,72.5,2542
"New Fairfield School District","=""0910011""",06,204,201,98.5,200,28,14.0,57,28.5,77,38.5,38,19.0,115,57.5,2541
"New Fairfield School District","=""0910011""",07,203,193,95.1,193,15,7.8,37,19.2,90,46.6,51,26.4,141,73.1,2596
"New Fairfield School District","=""0910011""",08,217,201,92.6,201,22,10.9,43,21.4,90,44.8,46,22.9,136,67.7,2601
"New Fairfield School District","=""0910011""",11,235,108,46.0,108,37,34.3,26,24.1,24,22.2,21,19.4,45,41.7,2554
"New Hartford School District","=""0920011""",03,73,72,98.6,71,13,18.3,11,15.5,23,32.4,24,33.8,47,66.2,2452
"New Hartford School District","=""0920011""",04,68,66,97.1,66,"*","*","*","*",25,37.9,31,47.0,56,84.8,2529
"New Hartford School District","=""0920011""",05,79,73,92.4,73,"*","*","*","*",24,32.9,34,46.6,58,79.5,2561
"New Hartford School District","=""0920011""",06,85,82,96.5,81,8,9.9,13,16.0,37,45.7,23,28.4,60,74.1,2571
"New Haven School District","=""0930011""",03,1631,1586,97.2,1579,753,47.7,447,28.3,226,14.3,153,9.7,379,24.0,2378
"New Haven School District","=""0930011""",04,1458,1425,97.7,1425,782,54.9,318,22.3,209,14.7,116,8.1,325,22.8,2409
"New Haven School District","=""0930011""",05,1440,1405,97.6,1402,627,44.7,338,24.1,304,21.7,133,9.5,437,31.2,2459
"New Haven School District","=""0930011""",06,1447,1412,97.6,1408,482,34.2,474,33.7,361,25.6,91,6.5,452,32.1,2492
"New Haven School District","=""0930011""",07,1411,1369,97.0,1363,522,38.3,402,29.5,364,26.7,75,5.5,439,32.2,2508
"New Haven School District","=""0930011""",08,1422,1361,95.7,1358,451,33.2,438,32.3,371,27.3,98,7.2,469,34.5,2529
"New Haven School District","=""0930011""",11,1259,860,68.3,825,422,51.2,185,22.4,163,19.8,55,6.7,218,26.4,2504
"New London School District","=""0950011""",03,261,252,96.6,249,90,36.1,87,34.9,47,18.9,25,10.0,72,28.9,2394
"New London School District","=""0950011""",04,273,267,97.8,267,123,46.1,57,21.3,57,21.3,30,11.2,87,32.6,2428
"New London School District","=""0950011""",05,275,267,97.1,267,91,34.1,76,28.5,78,29.2,22,8.2,100,37.5,2474
"New London School District","=""0950011""",06,207,205,99.0,202,88,43.6,77,38.1,"*","*","*","*",37,18.3,2464
"New London School District","=""0950011""",07,182,171,94.0,170,79,46.5,46,27.1,"*","*","*","*",45,26.5,2485
"New London School District","=""0950011""",08,198,192,97.0,188,90,47.9,56,29.8,"*","*","*","*",42,22.3,2499
"New London School District","=""0950011""",11,205,197,96.1,193,43,22.3,65,33.7,55,28.5,30,15.5,85,44.0,2567
"New Milford School District","=""0960011""",03,314,305,97.1,305,41,13.4,82,26.9,99,32.5,83,27.2,182,59.7,2446
"New Milford School District","=""0960011""",04,335,318,94.9,318,92,28.9,73,23.0,72,22.6,81,25.5,153,48.1,2468
"New Milford School District","=""0960011""",05,333,323,97.0,323,65,20.1,54,16.7,124,38.4,80,24.8,204,63.2,2517
"New Milford School District","=""0960011""",06,336,321,95.5,319,65,20.4,77,24.1,118,37.0,59,18.5,177,55.5,2536
"New Milford School District","=""0960011""",07,362,321,88.7,321,89,27.7,93,29.0,103,32.1,36,11.2,139,43.3,2535
"New Milford School District","=""0960011""",08,317,276,87.1,276,54,19.6,97,35.1,100,36.2,25,9.1,125,45.3,2557
"New Milford School District","=""0960011""",11,304,254,83.6,247,36,14.6,78,31.6,81,32.8,52,21.1,133,53.8,2593
"Newington School District","=""0940011""",03,303,303,100.0,303,28,9.2,72,23.8,85,28.1,118,38.9,203,67.0,2466
"Newington School District","=""0940011""",04,307,304,99.0,304,53,17.4,70,23.0,88,28.9,93,30.6,181,59.5,2492
"Newington School District","=""0940011""",05,320,319,99.7,319,69,21.6,55,17.2,115,36.1,80,25.1,195,61.1,2519
"Newington School District","=""0940011""",06,325,324,99.7,324,32,9.9,93,28.7,128,39.5,71,21.9,199,61.4,2554
"Newington School District","=""0940011""",07,326,322,98.8,322,31,9.6,68,21.1,163,50.6,60,18.6,223,69.3,2583
"Newington School District","=""0940011""",08,326,324,99.4,324,38,11.7,81,25.0,143,44.1,62,19.1,205,63.3,2590
"Newington School District","=""0940011""",11,296,265,89.5,254,55,21.7,90,35.4,90,35.4,19,7.5,109,42.9,2556
"Newtown School District","=""0970011""",03,298,296,99.3,296,18,6.1,57,19.3,92,31.1,129,43.6,221,74.7,2474
"Newtown School District","=""0970011""",04,331,329,99.4,329,28,8.5,54,16.4,100,30.4,147,44.7,247,75.1,2519
"Newtown School District","=""0970011""",05,339,336,99.1,334,33,9.9,45,13.5,135,40.4,121,36.2,256,76.6,2547
"Newtown School District","=""0970011""",06,389,388,99.7,387,16,4.1,71,18.3,170,43.9,130,33.6,300,77.5,2583
"Newtown School District","=""0970011""",07,412,408,99.0,408,16,3.9,62,15.2,213,52.2,117,28.7,330,80.9,2612
"Newtown School District","=""0970011""",08,412,394,95.6,394,21,5.3,91,23.1,197,50.0,85,21.6,282,71.6,2609
"Newtown School District","=""0970011""",11,416,329,79.1,328,40,12.2,71,21.6,124,37.8,93,28.4,217,66.2,2612
"Norfolk School District","=""0980011""",03,17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Norfolk School District","=""0980011""",04,12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Norfolk School District","=""0980011""",05,20,20,100.0,20,"*","*","*","*",8,40.0,"*","*","*","*",2509
"Norfolk School District","=""0980011""",06,14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""",03,145,136,93.8,136,11,8.1,32,23.5,39,28.7,54,39.7,93,68.4,2465
"North Branford School District","=""0990011""",04,145,142,97.9,142,24,16.9,29,20.4,34,23.9,55,38.7,89,62.7,2497
"North Branford School District","=""0990011""",05,144,142,98.6,142,16,11.3,34,23.9,44,31.0,48,33.8,92,64.8,2542
"North Branford School District","=""0990011""",06,180,164,91.1,164,43,26.2,49,29.9,50,30.5,22,13.4,72,43.9,2519
"North Branford School District","=""0990011""",07,162,161,99.4,161,36,22.4,45,28.0,60,37.3,20,12.4,80,49.7,2545
"North Branford School District","=""0990011""",08,160,155,96.9,155,56,36.1,51,32.9,40,25.8,8,5.2,48,31.0,2525
"North Branford School District","=""0990011""",11,141,139,98.6,139,35,25.2,32,23.0,46,33.1,26,18.7,72,51.8,2582
"North Canaan School District","=""1000011""",03,21,20,95.2,20,"*","*",9,45.0,"*","*",0,0.0,"*","*",2396
"North Canaan School District","=""1000011""",04,24,23,95.8,23,"*","*","*","*",8,34.8,6,26.1,14,60.9,2484
"North Canaan School District","=""1000011""",05,31,30,96.8,30,"*","*","*","*",10,33.3,8,26.7,18,60.0,2519
"North Canaan School District","=""1000011""",06,28,26,92.9,26,"*","*",6,23.1,9,34.6,"*","*","*","*",2535
"North Canaan School District","=""1000011""",07,18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""",08,39,37,94.9,37,7,18.9,6,16.2,17,45.9,7,18.9,24,64.9,2579
"North Haven School District","=""1010011""",03,220,212,96.4,"*","*","*","*","*","*","*",87,41.0,"*","*","*"
"North Haven School District","=""1010011""",04,231,229,99.1,229,40,17.5,41,17.9,64,27.9,84,36.7,148,64.6,2497
"North Haven School District","=""1010011""",05,265,257,97.0,257,47,18.3,54,21.0,94,36.6,62,24.1,156,60.7,2520
"North Haven School District","=""1010011""",06,238,223,93.7,222,45,20.3,79,35.6,72,32.4,26,11.7,98,44.1,2518
"North Haven School District","=""1010011""",07,274,249,90.9,249,75,30.1,79,31.7,"*","*","*","*","*","*",2528
"North Haven School District","=""1010011""",08,256,247,96.5,247,55,22.3,76,30.8,87,35.2,29,11.7,116,47.0,2559
"North Haven School District","=""1010011""",11,260,20,7.7,"*","*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""",03,51,51,100.0,51,0,0.0,6,11.8,16,31.4,29,56.9,45,88.2,2500
"North Stonington School District","=""1020011""",04,62,62,100.0,62,0,0.0,9,14.5,13,21.0,40,64.5,53,85.5,2552
"North Stonington School District","=""1020011""",05,60,60,100.0,60,"*","*","*","*",26,43.3,18,30.0,44,73.3,2550
"North Stonington School District","=""1020011""",06,62,60,96.8,60,"*","*",21,35.0,26,43.3,"*","*","*","*",2543
"North Stonington School District","=""1020011""",07,54,52,96.3,52,"*","*",12,23.1,30,57.7,"*","*","*","*",2588
"North Stonington School District","=""1020011""",08,48,48,100.0,48,14,29.2,"*","*",17,35.4,"*","*","*","*",2538
"North Stonington School District","=""1020011""",11,44,41,93.2,41,15,36.6,6,14.6,10,24.4,10,24.4,20,48.8,2567
"Norwalk School District","=""1030011""",03,888,868,97.7,866,201,23.2,223,25.8,224,25.9,218,25.2,442,51.0,2431
"Norwalk School District","=""1030011""",04,819,804,98.2,800,177,22.1,187,23.4,218,27.3,218,27.3,436,54.5,2478
"Norwalk School District","=""1030011""",05,883,863,97.7,862,206,23.9,192,22.3,282,32.7,182,21.1,464,53.8,2508
"Norwalk School District","=""1030011""",06,834,814,97.6,814,164,20.1,263,32.3,273,33.5,114,14.0,387,47.5,2526
"Norwalk School District","=""1030011""",07,783,748,95.5,748,223,29.8,187,25.0,254,34.0,84,11.2,338,45.2,2536
"Norwalk School District","=""1030011""",08,738,712,96.5,710,151,21.3,228,32.1,251,35.4,80,11.3,331,46.6,2559
"Norwalk School District","=""1030011""",11,792,747,94.3,743,266,35.8,232,31.2,180,24.2,65,8.7,245,33.0,2536
"Norwich Free Academy District","=""9010022""",11,547,494,90.3,479,139,29.0,128,26.7,127,26.5,85,17.7,212,44.3,2563
"Norwich School District","=""1040011""",03,369,362,98.1,360,172,47.8,100,27.8,"*","*","*","*","*","*",2378
"Norwich School District","=""1040011""",04,372,363,97.6,362,163,45.0,94,26.0,65,18.0,40,11.0,105,29.0,2423
"Norwich School District","=""1040011""",05,349,347,99.4,346,145,41.9,"*","*",86,24.9,"*","*","*","*",2457
"Norwich School District","=""1040011""",06,383,371,96.9,368,148,40.2,114,31.0,85,23.1,21,5.7,106,28.8,2479
"Norwich School District","=""1040011""",07,375,369,98.4,369,145,39.3,106,28.7,"*","*","*","*",118,32.0,2506
"Norwich School District","=""1040011""",08,392,380,96.9,380,"*","*",127,33.4,97,25.5,"*","*","*","*",2523
"Norwich School District","=""1040011""",11,14,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Odyssey Community School District","=""2630013""",03,37,37,100.0,37,6,16.2,12,32.4,11,29.7,8,21.6,19,51.4,2431
"Odyssey Community School District","=""2630013""",04,35,34,97.1,34,6,17.6,10,29.4,10,29.4,8,23.5,18,52.9,2488
"Odyssey Community School District","=""2630013""",05,37,37,100.0,37,9,24.3,"*","*",17,45.9,"*","*","*","*",2504
"Odyssey Community School District","=""2630013""",06,33,32,97.0,32,"*","*",8,25.0,16,50.0,"*","*","*","*",2525
"Odyssey Community School District","=""2630013""",07,36,36,100.0,36,"*","*",11,30.6,15,41.7,"*","*","*","*",2581
"Odyssey Community School District","=""2630013""",08,36,34,94.4,34,"*","*",11,32.4,15,44.1,"*","*","*","*",2606
"Old Saybrook School District","=""1060011""",03,98,97,99.0,97,8,8.2,23,23.7,34,35.1,32,33.0,66,68.0,2456
"Old Saybrook School District","=""1060011""",04,88,88,100.0,83,6,7.2,18,21.7,21,25.3,38,45.8,59,71.1,2520
