"Smarter Balanced Assessments, 2015-16"
"All Districts, Math, All Grades Combined, Free/Reduced Price Mea"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Wallingford School District","=""1480011""","N",2145,2119,98.8,2119,356,16.8,678,32.0,665,31.4,420,19.8,1085,51.2
"Wallingford School District","=""1480011""","R",86,86,100.0,86,21,24.4,37,43.0,20,23.3,8,9.3,28,32.6
"Waterbury School District","=""1510011""","F",6200,6172,99.5,6172,3833,62.1,1570,25.4,621,10.1,148,2.4,769,12.5
"Waterbury School District","=""1510011""","N",1620,1613,99.6,1613,711,44.1,455,28.2,324,20.1,123,7.6,447,27.7
"Waterbury School District","=""1510011""","R",617,613,99.4,613,269,43.9,217,35.4,95,15.5,32,5.2,127,20.7
"Waterford School District","=""1520011""","F",221,221,100.0,221,84,38.0,80,36.2,43,19.5,14,6.3,57,25.8
"Waterford School District","=""1520011""","N",936,935,99.9,935,131,14.0,264,28.2,273,29.2,267,28.6,540,57.8
"Waterford School District","=""1520011""","R",58,58,100.0,58,15,25.9,23,39.7,13,22.4,7,12.1,20,34.5
"Watertown School District","=""1530011""","F",294,292,99.3,292,107,36.6,111,38.0,"*","*","*","*",74,25.3
"Watertown School District","=""1530011""","N",936,925,98.8,925,184,19.9,326,35.2,270,29.2,145,15.7,415,44.9
"Watertown School District","=""1530011""","R",88,88,100.0,88,36,40.9,29,33.0,"*","*","*","*",23,26.1
"West Hartford School District","=""1550011""","F",768,759,98.8,759,312,41.1,240,31.6,161,21.2,46,6.1,207,27.3
"West Hartford School District","=""1550011""","N",3493,3461,99.1,3458,378,10.9,820,23.7,1063,30.7,1197,34.6,2260,65.4
"West Hartford School District","=""1550011""","R",160,160,100.0,160,43,26.9,49,30.6,42,26.3,26,16.3,68,42.5
"West Haven School District","=""1560011""","F",1494,1479,99.0,1479,535,36.2,523,35.4,302,20.4,119,8.0,421,28.5
"West Haven School District","=""1560011""","N",919,909,98.9,909,189,20.8,267,29.4,266,29.3,187,20.6,453,49.8
"West Haven School District","=""1560011""","R",219,219,100.0,219,63,28.8,68,31.1,52,23.7,36,16.4,88,40.2
"Westbrook School District","=""1540011""","F",34,34,100.0,34,"*","*","*","*","*","*","*","*","*","*"
"Westbrook School District","=""1540011""","N",281,280,99.6,280,25,8.9,73,26.1,75,26.8,107,38.2,182,65.0
"Westbrook School District","=""1540011""","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Weston School District","=""1570011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Weston School District","=""1570011""","N",1083,1058,97.7,1058,67,6.3,220,20.8,374,35.3,397,37.5,771,72.9
"Weston School District","=""1570011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""","F",89,89,100.0,88,"*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""","N",2554,2492,97.6,2487,177,7.1,416,16.7,738,29.7,1156,46.5,1894,76.2
"Westport School District","=""1580011""","R",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
"Wethersfield School District","=""1590011""","F",240,239,99.6,239,87,36.4,78,32.6,55,23.0,19,7.9,74,31.0
"Wethersfield School District","=""1590011""","N",1330,1310,98.5,1310,159,12.1,318,24.3,392,29.9,441,33.7,833,63.6
"Wethersfield School District","=""1590011""","R",56,56,100.0,56,14,25.0,12,21.4,18,32.1,12,21.4,30,53.6
"Willington School District","=""1600011""","F",44,41,93.2,41,"*","*","*","*","*","*","*","*","*","*"
"Willington School District","=""1600011""","N",227,216,95.2,216,27,12.5,74,34.3,72,33.3,43,19.9,115,53.2
"Willington School District","=""1600011""","R",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"Wilton School District","=""1610011""","F",30,30,100.0,29,12,41.4,8,27.6,"*","*","*","*",9,31.0
"Wilton School District","=""1610011""","N",1958,1919,98.0,1919,"*","*",462,24.1,616,32.1,"*","*","*","*"
"Winchester School District","=""1620011""","F",157,152,96.8,152,77,50.7,37,24.3,"*","*","*","*",38,25.0
"Winchester School District","=""1620011""","N",146,141,96.6,141,40,28.4,54,38.3,33,23.4,14,9.9,47,33.3
"Winchester School District","=""1620011""","R",30,30,100.0,30,8,26.7,12,40.0,"*","*","*","*",10,33.3
"Windham School District","=""1630011""","F",1189,1178,99.1,1175,593,50.5,375,31.9,148,12.6,59,5.0,207,17.6
"Windham School District","=""1630011""","N",318,313,98.4,313,63,20.1,88,28.1,100,31.9,62,19.8,162,51.8
"Windham School District","=""1630011""","R",70,70,100.0,70,24,34.3,22,31.4,17,24.3,7,10.0,24,34.3
"Windsor Locks School District","=""1650011""","F",257,249,96.9,249,117,47.0,83,33.3,"*","*","*","*",49,19.7
"Windsor Locks School District","=""1650011""","N",423,412,97.4,412,92,22.3,125,30.3,120,29.1,75,18.2,195,47.3
"Windsor Locks School District","=""1650011""","R",40,39,97.5,39,13,33.3,"*","*",13,33.3,"*","*","*","*"
"Windsor School District","=""1640011""","F",407,405,99.5,405,187,46.2,120,29.6,"*","*","*","*",98,24.2
"Windsor School District","=""1640011""","N",877,861,98.2,861,200,23.2,256,29.7,234,27.2,171,19.9,405,47.0
"Windsor School District","=""1640011""","R",87,86,98.9,86,35,40.7,25,29.1,"*","*","*","*",26,30.2
"Wolcott School District","=""1660011""","F",166,165,99.4,165,30,18.2,53,32.1,53,32.1,29,17.6,82,49.7
"Wolcott School District","=""1660011""","N",873,868,99.4,868,87,10.0,270,31.1,263,30.3,248,28.6,511,58.9
"Wolcott School District","=""1660011""","R",51,51,100.0,51,7,13.7,11,21.6,13,25.5,20,39.2,33,64.7
"Woodbridge School District","=""1670011""","F",23,23,100.0,23,"*","*","*","*","*","*","*","*","*","*"
"Woodbridge School District","=""1670011""","N",399,378,94.7,378,28,7.4,69,18.3,119,31.5,162,42.9,281,74.3
"Woodbridge School District","=""1670011""","R",16,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Woodstock School District","=""1690011""","F",63,59,93.7,59,17,28.8,21,35.6,"*","*","*","*",21,35.6
"Woodstock School District","=""1690011""","N",498,481,96.6,481,66,13.7,157,32.6,161,33.5,97,20.2,258,53.6
"Woodstock School District","=""1690011""","R",26,23,88.5,23,7,30.4,"*","*",7,30.4,"*","*","*","*"

