"Smarter Balanced Assessments, 2015-16"
"All Districts, ELA, All Grades, All Students"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Manchester School District","=""0770011""",03,526,519,98.7,518,179,34.6,135,26.1,111,21.4,93,18.0,204,39.4,2405
"Manchester School District","=""0770011""",04,469,467,99.6,467,200,42.8,88,18.8,90,19.3,89,19.1,179,38.3,2440
"Manchester School District","=""0770011""",05,479,478,99.8,478,180,37.7,83,17.4,133,27.8,82,17.2,215,45.0,2480
"Manchester School District","=""0770011""",06,421,418,99.3,418,153,36.6,106,25.4,115,27.5,44,10.5,159,38.0,2491
"Manchester School District","=""0770011""",07,413,405,98.1,405,145,35.8,96,23.7,116,28.6,48,11.9,164,40.5,2524
"Manchester School District","=""0770011""",08,370,357,96.5,357,119,33.3,93,26.1,109,30.5,36,10.1,145,40.6,2535
"Mansfield School District","=""0780011""",03,146,140,95.9,140,13,9.3,11,7.9,37,26.4,79,56.4,116,82.9,2495
"Mansfield School District","=""0780011""",04,139,133,95.7,133,22,16.5,13,9.8,27,20.3,71,53.4,98,73.7,2520
"Mansfield School District","=""0780011""",05,139,127,91.4,127,15,11.8,17,13.4,38,29.9,57,44.9,95,74.8,2559
"Mansfield School District","=""0780011""",06,122,119,97.5,119,"*","*","*","*",42,35.3,48,40.3,90,75.6,2588
"Mansfield School District","=""0780011""",07,129,113,87.6,113,9,8.0,20,17.7,46,40.7,38,33.6,84,74.3,2607
"Mansfield School District","=""0780011""",08,140,128,91.4,128,"*","*","*","*",51,39.8,57,44.5,108,84.4,2645
"Marlborough School District","=""0790011""",03,81,80,98.8,80,"*","*","*","*",23,28.8,32,40.0,55,68.8,2470
"Marlborough School District","=""0790011""",04,98,98,100.0,98,14,14.3,17,17.3,28,28.6,39,39.8,67,68.4,2507
"Marlborough School District","=""0790011""",05,92,92,100.0,92,9,9.8,14,15.2,22,23.9,47,51.1,69,75.0,2562
"Marlborough School District","=""0790011""",06,70,70,100.0,70,"*","*","*","*",28,40.0,31,44.3,59,84.3,2603
"Meriden School District","=""0800011""",03,701,698,99.6,698,210,30.1,208,29.8,163,23.4,117,16.8,280,40.1,2410
"Meriden School District","=""0800011""",04,655,654,99.8,654,276,42.2,113,17.3,148,22.6,117,17.9,265,40.5,2440
"Meriden School District","=""0800011""",05,648,644,99.4,644,229,35.6,129,20.0,204,31.7,82,12.7,286,44.4,2481
"Meriden School District","=""0800011""",06,448,441,98.4,441,166,37.6,109,24.7,113,25.6,53,12.0,166,37.6,2493
"Meriden School District","=""0800011""",07,471,470,99.8,470,149,31.7,141,30.0,135,28.7,45,9.6,180,38.3,2523
"Meriden School District","=""0800011""",08,491,486,99.0,486,164,33.7,137,28.2,154,31.7,31,6.4,185,38.1,2531
"Middletown School District","=""0830011""",03,379,379,100.0,379,91,24.0,86,22.7,111,29.3,91,24.0,202,53.3,2430
"Middletown School District","=""0830011""",04,358,357,99.7,357,88,24.6,70,19.6,93,26.1,106,29.7,199,55.7,2477
"Middletown School District","=""0830011""",05,360,360,100.0,360,107,29.7,70,19.4,110,30.6,73,20.3,183,50.8,2497
"Middletown School District","=""0830011""",06,317,316,99.7,314,67,21.3,87,27.7,99,31.5,61,19.4,160,51.0,2531
"Middletown School District","=""0830011""",07,368,368,100.0,368,108,29.3,75,20.4,126,34.2,59,16.0,185,50.3,2544
"Middletown School District","=""0830011""",08,310,310,100.0,310,81,26.1,74,23.9,113,36.5,42,13.5,155,50.0,2557
"Milford School District","=""0840011""",03,440,432,98.2,432,65,15.0,108,25.0,136,31.5,123,28.5,259,60.0,2447
"Milford School District","=""0840011""",04,420,410,97.6,410,61,14.9,86,21.0,122,29.8,141,34.4,263,64.1,2497
"Milford School District","=""0840011""",05,457,452,98.9,452,71,15.7,70,15.5,157,34.7,154,34.1,311,68.8,2538
"Milford School District","=""0840011""",06,450,440,97.8,440,49,11.1,114,25.9,170,38.6,107,24.3,277,63.0,2557
"Milford School District","=""0840011""",07,490,483,98.6,483,62,12.8,99,20.5,199,41.2,123,25.5,322,66.7,2585
"Milford School District","=""0840011""",08,495,480,97.0,480,53,11.0,130,27.1,213,44.4,84,17.5,297,61.9,2590
"Monroe School District","=""0850011""",03,214,212,99.1,212,19,9.0,39,18.4,59,27.8,95,44.8,154,72.6,2476
"Monroe School District","=""0850011""",04,220,217,98.6,217,12,5.5,26,12.0,55,25.3,124,57.1,179,82.5,2544
"Monroe School District","=""0850011""",05,227,224,98.7,224,14,6.3,15,6.7,63,28.1,132,58.9,195,87.1,2586
"Monroe School District","=""0850011""",06,277,276,99.6,276,25,9.1,53,19.2,105,38.0,93,33.7,198,71.7,2578
"Monroe School District","=""0850011""",07,256,255,99.6,255,18,7.1,38,14.9,101,39.6,98,38.4,199,78.0,2617
"Monroe School District","=""0850011""",08,254,252,99.2,252,13,5.2,37,14.7,133,52.8,69,27.4,202,80.2,2624
"Montville School District","=""0860011""",03,167,166,99.4,166,18,10.8,49,29.5,41,24.7,58,34.9,99,59.6,2455
"Montville School District","=""0860011""",04,148,148,100.0,148,29,19.6,21,14.2,33,22.3,65,43.9,98,66.2,2508
"Montville School District","=""0860011""",05,185,185,100.0,185,26,14.1,39,21.1,60,32.4,60,32.4,120,64.9,2534
"Montville School District","=""0860011""",06,189,188,99.5,188,26,13.8,49,26.1,78,41.5,35,18.6,113,60.1,2543
"Montville School District","=""0860011""",07,173,171,98.8,171,30,17.5,40,23.4,72,42.1,29,17.0,101,59.1,2567
"Montville School District","=""0860011""",08,186,186,100.0,186,32,17.2,54,29.0,78,41.9,22,11.8,100,53.8,2572
"Naugatuck School District","=""0880011""",03,315,315,100.0,315,81,25.7,83,26.3,79,25.1,72,22.9,151,47.9,2424
"Naugatuck School District","=""0880011""",04,331,329,99.4,329,99,30.1,83,25.2,72,21.9,75,22.8,147,44.7,2466
"Naugatuck School District","=""0880011""",05,303,302,99.7,302,75,24.8,78,25.8,89,29.5,60,19.9,149,49.3,2502
"Naugatuck School District","=""0880011""",06,332,332,100.0,332,73,22.0,90,27.1,113,34.0,56,16.9,169,50.9,2527
"Naugatuck School District","=""0880011""",07,340,336,98.8,336,75,22.3,88,26.2,123,36.6,50,14.9,173,51.5,2550
"Naugatuck School District","=""0880011""",08,337,337,100.0,337,99,29.4,87,25.8,116,34.4,35,10.4,151,44.8,2547
"New Beginnings Inc., Family Academy District","=""2800013""",03,63,63,100.0,63,30,47.6,18,28.6,"*","*","*","*",15,23.8,2374
"New Beginnings Inc., Family Academy District","=""2800013""",04,36,36,100.0,36,18,50.0,11,30.6,"*","*","*","*",7,19.4,2416
"New Beginnings Inc., Family Academy District","=""2800013""",05,45,45,100.0,45,19,42.2,12,26.7,"*","*","*","*",14,31.1,2461
"New Beginnings Inc., Family Academy District","=""2800013""",06,34,34,100.0,34,"*","*",12,35.3,13,38.2,"*","*","*","*",2534
"New Beginnings Inc., Family Academy District","=""2800013""",07,30,30,100.0,30,7,23.3,14,46.7,"*","*","*","*",9,30.0,2533
"New Beginnings Inc., Family Academy District","=""2800013""",08,29,29,100.0,29,"*","*",9,31.0,12,41.4,"*","*","*","*",2548
"New Britain School District","=""0890011""",03,826,822,99.5,822,391,47.6,225,27.4,137,16.7,69,8.4,206,25.1,2379
"New Britain School District","=""0890011""",04,790,789,99.9,789,461,58.4,161,20.4,100,12.7,67,8.5,167,21.2,2406
"New Britain School District","=""0890011""",05,787,784,99.6,784,449,57.3,155,19.8,119,15.2,61,7.8,180,23.0,2432
"New Britain School District","=""0890011""",06,701,695,99.1,694,408,58.8,152,21.9,95,13.7,39,5.6,134,19.3,2449
"New Britain School District","=""0890011""",07,624,622,99.7,622,352,56.6,132,21.2,111,17.8,27,4.3,138,22.2,2474
"New Britain School District","=""0890011""",08,625,620,99.2,620,332,53.5,153,24.7,112,18.1,23,3.7,135,21.8,2488
"New Canaan School District","=""0900011""",03,358,355,99.2,355,17,4.8,31,8.7,68,19.2,239,67.3,307,86.5,2515
"New Canaan School District","=""0900011""",04,337,334,99.1,334,12,3.6,22,6.6,69,20.7,231,69.2,300,89.8,2565
"New Canaan School District","=""0900011""",05,348,345,99.1,345,13,3.8,34,9.9,114,33.0,184,53.3,298,86.4,2583
"New Canaan School District","=""0900011""",06,313,312,99.7,312,18,5.8,51,16.3,114,36.5,129,41.3,243,77.9,2591
"New Canaan School District","=""0900011""",07,372,368,98.9,368,22,6.0,65,17.7,160,43.5,121,32.9,281,76.4,2609
"New Canaan School District","=""0900011""",08,303,302,99.7,302,11,3.6,40,13.2,134,44.4,117,38.7,251,83.1,2639
"New Fairfield School District","=""0910011""",03,164,156,95.1,156,12,7.7,26,16.7,41,26.3,77,49.4,118,75.6,2481
"New Fairfield School District","=""0910011""",04,171,164,95.9,164,28,17.1,20,12.2,44,26.8,72,43.9,116,70.7,2509
"New Fairfield School District","=""0910011""",05,153,145,94.8,145,11,7.6,28,19.3,52,35.9,54,37.2,106,73.1,2551
"New Fairfield School District","=""0910011""",06,189,171,90.5,171,19,11.1,26,15.2,71,41.5,55,32.2,126,73.7,2574
"New Fairfield School District","=""0910011""",07,199,180,90.5,180,15,8.3,38,21.1,75,41.7,52,28.9,127,70.6,2597
"New Fairfield School District","=""0910011""",08,195,169,86.7,169,10,5.9,42,24.9,64,37.9,53,31.4,117,69.2,2617
"New Hartford School District","=""0920011""",03,77,76,98.7,76,11,14.5,18,23.7,15,19.7,32,42.1,47,61.8,2458
"New Hartford School District","=""0920011""",04,71,69,97.2,69,8,11.6,13,18.8,17,24.6,31,44.9,48,69.6,2515
"New Hartford School District","=""0920011""",05,68,64,94.1,64,"*","*","*","*",25,39.1,26,40.6,51,79.7,2563
"New Hartford School District","=""0920011""",06,79,74,93.7,74,"*","*","*","*",27,36.5,24,32.4,51,68.9,2572
"New Haven School District","=""0930011""",03,1630,1614,99.0,1614,695,43.1,452,28.0,277,17.2,190,11.8,467,28.9,2389
"New Haven School District","=""0930011""",04,1579,1565,99.1,1563,766,49.0,332,21.2,278,17.8,187,12.0,465,29.8,2423
"New Haven School District","=""0930011""",05,1468,1458,99.3,1456,654,44.9,341,23.4,312,21.4,149,10.2,461,31.7,2459
"New Haven School District","=""0930011""",06,1481,1463,98.8,1462,549,37.6,415,28.4,367,25.1,131,9.0,498,34.1,2488
"New Haven School District","=""0930011""",07,1488,1470,98.8,1468,543,37.0,430,29.3,389,26.5,106,7.2,495,33.7,2512
"New Haven School District","=""0930011""",08,1417,1401,98.9,1397,472,33.8,435,31.1,400,28.6,90,6.4,490,35.1,2527
"New London School District","=""0950011""",03,301,300,99.7,300,147,49.0,70,23.3,45,15.0,38,12.7,83,27.7,2382
"New London School District","=""0950011""",04,279,277,99.3,276,123,44.6,62,22.5,52,18.8,39,14.1,91,33.0,2433
"New London School District","=""0950011""",05,278,278,100.0,277,107,38.6,61,22.0,76,27.4,33,11.9,109,39.4,2474
"New London School District","=""0950011""",06,208,206,99.0,206,98,47.6,67,32.5,"*","*","*","*",41,19.9,2461
"New London School District","=""0950011""",07,200,197,98.5,197,106,53.8,50,25.4,34,17.3,7,3.6,41,20.8,2478
"New London School District","=""0950011""",08,187,183,97.9,183,82,44.8,55,30.1,"*","*","*","*",46,25.1,2498
"New Milford School District","=""0960011""",03,316,307,97.2,307,81,26.4,72,23.5,85,27.7,69,22.5,154,50.2,2427
"New Milford School District","=""0960011""",04,310,307,99.0,307,71,23.1,78,25.4,90,29.3,68,22.1,158,51.5,2474
"New Milford School District","=""0960011""",05,335,316,94.3,316,53,16.8,78,24.7,106,33.5,79,25.0,185,58.5,2521
"New Milford School District","=""0960011""",06,327,319,97.6,319,60,18.8,79,24.8,125,39.2,55,17.2,180,56.4,2538
"New Milford School District","=""0960011""",07,333,310,93.1,310,55,17.7,56,18.1,133,42.9,66,21.3,199,64.2,2573
"New Milford School District","=""0960011""",08,356,309,86.8,309,91,29.4,95,30.7,79,25.6,44,14.2,123,39.8,2548
"Newington School District","=""0940011""",03,315,313,99.4,313,42,13.4,72,23.0,99,31.6,100,31.9,199,63.6,2450
"Newington School District","=""0940011""",04,305,305,100.0,305,53,17.4,51,16.7,82,26.9,119,39.0,201,65.9,2502
"Newington School District","=""0940011""",05,307,306,99.7,306,77,25.2,64,20.9,99,32.4,66,21.6,165,53.9,2507
"Newington School District","=""0940011""",06,321,320,99.7,320,60,18.8,75,23.4,122,38.1,63,19.7,185,57.8,2539
"Newington School District","=""0940011""",07,332,332,100.0,332,62,18.7,95,28.6,114,34.3,61,18.4,175,52.7,2562
"Newington School District","=""0940011""",08,321,319,99.4,319,58,18.2,93,29.2,125,39.2,43,13.5,168,52.7,2571
"Newtown School District","=""0970011""",03,290,287,99.0,287,23,8.0,37,12.9,81,28.2,146,50.9,227,79.1,2485
"Newtown School District","=""0970011""",04,296,295,99.7,295,29,9.8,42,14.2,86,29.2,138,46.8,224,75.9,2521
"Newtown School District","=""0970011""",05,340,336,98.8,336,33,9.8,48,14.3,125,37.2,130,38.7,255,75.9,2556
"Newtown School District","=""0970011""",06,352,346,98.3,346,29,8.4,72,20.8,144,41.6,101,29.2,245,70.8,2569
"Newtown School District","=""0970011""",07,391,389,99.5,389,34,8.7,69,17.7,176,45.2,110,28.3,286,73.5,2598
"Newtown School District","=""0970011""",08,413,412,99.8,412,14,3.4,83,20.1,183,44.4,132,32.0,315,76.5,2628
"Norfolk School District","=""0980011""",03,13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Norfolk School District","=""0980011""",04,16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Norfolk School District","=""0980011""",05,10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Norfolk School District","=""0980011""",06,18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""",03,117,115,98.3,115,11,9.6,32,27.8,30,26.1,42,36.5,72,62.6,2457
"North Branford School District","=""0990011""",04,137,130,94.9,130,19,14.6,32,24.6,34,26.2,45,34.6,79,60.8,2495
"North Branford School District","=""0990011""",05,144,141,97.9,141,23,16.3,23,16.3,52,36.9,43,30.5,95,67.4,2532
"North Branford School District","=""0990011""",06,141,141,100.0,141,23,16.3,34,24.1,42,29.8,42,29.8,84,59.6,2552
"North Branford School District","=""0990011""",07,180,158,87.8,158,33,20.9,35,22.2,61,38.6,29,18.4,90,57.0,2562
"North Branford School District","=""0990011""",08,158,157,99.4,157,24,15.3,46,29.3,65,41.4,22,14.0,87,55.4,2572
"North Canaan School District","=""1000011""",03,39,38,97.4,38,6,15.8,11,28.9,10,26.3,11,28.9,21,55.3,2443
"North Canaan School District","=""1000011""",04,21,21,100.0,21,6,28.6,"*","*","*","*","*","*","*","*",2460
"North Canaan School District","=""1000011""",05,20,20,100.0,20,"*","*","*","*",9,45.0,"*","*","*","*",2526
"North Canaan School District","=""1000011""",06,31,31,100.0,31,7,22.6,6,19.4,10,32.3,8,25.8,18,58.1,2543
"North Canaan School District","=""1000011""",07,25,24,96.0,24,"*","*","*","*",9,37.5,8,33.3,17,70.8,2602
"North Canaan School District","=""1000011""",08,21,21,100.0,21,"*","*",6,28.6,"*","*",6,28.6,"*","*",2586
"North Haven School District","=""1010011""",03,256,254,99.2,254,17,6.7,47,18.5,67,26.4,123,48.4,190,74.8,2481
"North Haven School District","=""1010011""",04,217,211,97.2,211,24,11.4,25,11.8,46,21.8,116,55.0,162,76.8,2527
"North Haven School District","=""1010011""",05,229,228,99.6,228,31,13.6,32,14.0,79,34.6,86,37.7,165,72.4,2545
"North Haven School District","=""1010011""",06,269,265,98.5,265,41,15.5,58,21.9,92,34.7,74,27.9,166,62.6,2556
"North Haven School District","=""1010011""",07,235,226,96.2,226,21,9.3,50,22.1,99,43.8,56,24.8,155,68.6,2590
"North Haven School District","=""1010011""",08,275,260,94.5,260,19,7.3,52,20.0,118,45.4,71,27.3,189,72.7,2618
"North Stonington School District","=""1020011""",03,62,61,98.4,61,0,0.0,7,11.5,19,31.1,35,57.4,54,88.5,2502
"North Stonington School District","=""1020011""",04,47,47,100.0,47,"*","*","*","*",13,27.7,26,55.3,39,83.0,2539
"North Stonington School District","=""1020011""",05,56,56,100.0,56,"*","*","*","*",15,26.8,38,67.9,53,94.6,2605
"North Stonington School District","=""1020011""",06,61,61,100.0,61,11,18.0,14,23.0,26,42.6,10,16.4,36,59.0,2534
"North Stonington School District","=""1020011""",07,62,61,98.4,61,8,13.1,13,21.3,27,44.3,13,21.3,40,65.6,2580
"North Stonington School District","=""1020011""",08,52,52,100.0,52,"*","*",9,17.3,30,57.7,"*","*","*","*",2601
"Norwalk School District","=""1030011""",03,890,885,99.4,884,187,21.2,240,27.1,213,24.1,244,27.6,457,51.7,2435
"Norwalk School District","=""1030011""",04,882,874,99.1,871,252,28.9,195,22.4,204,23.4,220,25.3,424,48.7,2470
"Norwalk School District","=""1030011""",05,824,822,99.8,819,228,27.8,172,21.0,243,29.7,176,21.5,419,51.2,2499
"Norwalk School District","=""1030011""",06,845,839,99.3,838,239,28.5,244,29.1,255,30.4,100,11.9,355,42.4,2509
"Norwalk School District","=""1030011""",07,835,832,99.6,830,221,26.6,220,26.5,253,30.5,136,16.4,389,46.9,2546
"Norwalk School District","=""1030011""",08,806,793,98.4,792,253,31.9,215,27.1,237,29.9,87,11.0,324,40.9,2543
"Norwich School District","=""1040011""",03,365,363,99.5,363,137,37.7,106,29.2,68,18.7,52,14.3,120,33.1,2399
"Norwich School District","=""1040011""",04,376,362,96.3,362,174,48.1,66,18.2,65,18.0,57,15.7,122,33.7,2430
"Norwich School District","=""1040011""",05,364,356,97.8,355,136,38.3,79,22.3,93,26.2,47,13.2,140,39.4,2472
"Norwich School District","=""1040011""",06,349,344,98.6,344,152,44.2,83,24.1,81,23.5,28,8.1,109,31.7,2478
"Norwich School District","=""1040011""",07,369,363,98.4,362,151,41.7,97,26.8,96,26.5,18,5.0,114,31.5,2503
"Norwich School District","=""1040011""",08,383,379,99.0,379,145,38.3,119,31.4,99,26.1,16,4.2,115,30.3,2518
"Odyssey Community School District","=""2630013""",03,37,37,100.0,37,11,29.7,"*","*","*","*",11,29.7,"*","*",2426
"Odyssey Community School District","=""2630013""",04,38,38,100.0,38,7,18.4,10,26.3,9,23.7,12,31.6,21,55.3,2481
"Odyssey Community School District","=""2630013""",05,38,38,100.0,38,9,23.7,"*","*",15,39.5,"*","*","*","*",2502
"Odyssey Community School District","=""2630013""",06,33,33,100.0,33,"*","*",9,27.3,"*","*",8,24.2,"*","*",2541
"Odyssey Community School District","=""2630013""",07,32,32,100.0,32,"*","*","*","*",22,68.8,"*","*","*","*",2561
"Odyssey Community School District","=""2630013""",08,38,37,97.4,37,"*","*",14,37.8,18,48.6,"*","*","*","*",2581
"Old Saybrook School District","=""1060011""",03,89,88,98.9,88,10,11.4,18,20.5,28,31.8,32,36.4,60,68.2,2460
"Old Saybrook School District","=""1060011""",04,103,103,100.0,103,14,13.6,21,20.4,33,32.0,35,34.0,68,66.0,2502
"Old Saybrook School District","=""1060011""",05,90,90,100.0,90,9,10.0,20,22.2,26,28.9,35,38.9,61,67.8,2546
"Old Saybrook School District","=""1060011""",06,106,105,99.1,105,11,10.5,24,22.9,45,42.9,25,23.8,70,66.7,2557
"Old Saybrook School District","=""1060011""",07,108,106,98.1,106,8,7.5,20,18.9,51,48.1,27,25.5,78,73.6,2595
"Old Saybrook School District","=""1060011""",08,121,118,97.5,118,10,8.5,19,16.1,58,49.2,31,26.3,89,75.4,2619
"Orange School District","=""1070011""",03,178,177,99.4,177,20,11.3,38,21.5,46,26.0,73,41.2,119,67.2,2467
"Orange School District","=""1070011""",04,173,166,96.0,166,13,7.8,27,16.3,43,25.9,83,50.0,126,75.9,2527
"Orange School District","=""1070011""",05,171,169,98.8,169,16,9.5,22,13.0,56,33.1,75,44.4,131,77.5,2563
"Orange School District","=""1070011""",06,212,208,98.1,208,12,5.8,15,7.2,94,45.2,87,41.8,181,87.0,2600
"Oxford School District","=""1080011""",03,147,146,99.3,146,17,11.6,38,26.0,39,26.7,52,35.6,91,62.3,2459
"Oxford School District","=""1080011""",04,154,152,98.7,152,28,18.4,32,21.1,31,20.4,61,40.1,92,60.5,2499
"Oxford School District","=""1080011""",05,174,173,99.4,173,17,9.8,35,20.2,65,37.6,56,32.4,121,69.9,2546
"Oxford School District","=""1080011""",06,159,155,97.5,155,21,13.5,34,21.9,71,45.8,29,18.7,100,64.5,2546
"Oxford School District","=""1080011""",07,162,160,98.8,160,18,11.3,43,26.9,61,38.1,38,23.8,99,61.9,2582
"Oxford School District","=""1080011""",08,167,163,97.6,163,18,11.0,40,24.5,80,49.1,25,15.3,105,64.4,2589
"Park City Prep Charter School District","=""2830013""",05,93,93,100.0,93,36,38.7,"*","*",24,25.8,"*","*","*","*",2469
"Park City Prep Charter School District","=""2830013""",06,91,91,100.0,91,44,48.4,28,30.8,"*","*","*","*",19,20.9,2459
"Park City Prep Charter School District","=""2830013""",07,81,81,100.0,81,17,21.0,24,29.6,26,32.1,14,17.3,40,49.4,2552
"Park City Prep Charter School District","=""2830013""",08,83,81,97.6,81,17,21.0,18,22.2,32,39.5,14,17.3,46,56.8,2578
"Plainfield School District","=""1090011""",03,171,171,100.0,171,26,15.2,39,22.8,50,29.2,56,32.7,106,62.0,2451
"Plainfield School District","=""1090011""",04,166,166,100.0,166,37,22.3,33,19.9,44,26.5,52,31.3,96,57.8,2480
"Plainfield School District","=""1090011""",05,163,163,100.0,163,36,22.1,46,28.2,55,33.7,26,16.0,81,49.7,2500
"Plainfield School District","=""1090011""",06,161,158,98.1,158,14,8.9,38,24.1,67,42.4,39,24.7,106,67.1,2564
"Plainfield School District","=""1090011""",07,180,177,98.3,177,42,23.7,48,27.1,58,32.8,29,16.4,87,49.2,2554
"Plainfield School District","=""1090011""",08,187,182,97.3,182,32,17.6,44,24.2,83,45.6,23,12.6,106,58.2,2575
"Plainville School District","=""1100011""",03,164,164,100.0,164,28,17.1,35,21.3,53,32.3,48,29.3,101,61.6,2446
"Plainville School District","=""1100011""",04,170,170,100.0,170,34,20.0,33,19.4,55,32.4,48,28.2,103,60.6,2484
"Plainville School District","=""1100011""",05,168,168,100.0,168,35,20.8,32,19.0,62,36.9,39,23.2,101,60.1,2516
"Plainville School District","=""1100011""",06,189,189,100.0,189,34,18.0,49,25.9,68,36.0,38,20.1,106,56.1,2542
"Plainville School District","=""1100011""",07,181,181,100.0,181,31,17.1,47,26.0,75,41.4,28,15.5,103,56.9,2561
"Plainville School District","=""1100011""",08,171,170,99.4,170,37,21.8,43,25.3,65,38.2,25,14.7,90,52.9,2567
"Plymouth School District","=""1110011""",03,97,96,99.0,96,15,15.6,28,29.2,26,27.1,27,28.1,53,55.2,2444
"Plymouth School District","=""1110011""",04,124,124,100.0,124,28,22.6,24,19.4,38,30.6,34,27.4,72,58.1,2483
"Plymouth School District","=""1110011""",05,106,106,100.0,106,12,11.3,10,9.4,39,36.8,45,42.5,84,79.2,2557
"Plymouth School District","=""1110011""",06,110,110,100.0,110,33,30.0,30,27.3,30,27.3,17,15.5,47,42.7,2516
"Plymouth School District","=""1110011""",07,116,114,98.3,114,22,19.3,34,29.8,44,38.6,14,12.3,58,50.9,2543
"Plymouth School District","=""1110011""",08,111,107,96.4,107,31,29.0,28,26.2,35,32.7,13,12.1,48,44.9,2552
"Pomfret School District","=""1120011""",03,37,37,100.0,37,"*","*",9,24.3,"*","*",18,48.6,"*","*",2479
"Pomfret School District","=""1120011""",04,36,36,100.0,36,"*","*",10,27.8,"*","*",14,38.9,"*","*",2508
"Pomfret School District","=""1120011""",05,53,53,100.0,53,6,11.3,8,15.1,17,32.1,22,41.5,39,73.6,2549
"Pomfret School District","=""1120011""",06,50,50,100.0,49,"*","*","*","*",18,36.7,16,32.7,34,69.4,2567
"Pomfret School District","=""1120011""",07,47,47,100.0,47,6,12.8,7,14.9,21,44.7,13,27.7,34,72.3,2592
"Pomfret School District","=""1120011""",08,55,55,100.0,53,"*","*","*","*",24,45.3,18,34.0,42,79.2,2626
"Portland School District","=""1130011""",03,108,103,95.4,103,9,8.7,16,15.5,27,26.2,51,49.5,78,75.7,2483
"Portland School District","=""1130011""",04,94,93,98.9,93,11,11.8,11,11.8,24,25.8,47,50.5,71,76.3,2524
"Portland School District","=""1130011""",05,114,112,98.2,112,10,8.9,19,17.0,37,33.0,46,41.1,83,74.1,2556
"Portland School District","=""1130011""",06,107,105,98.1,105,"*","*","*","*",41,39.0,46,43.8,87,82.9,2597
"Portland School District","=""1130011""",07,111,108,97.3,108,7,6.5,17,15.7,38,35.2,46,42.6,84,77.8,2619
"Portland School District","=""1130011""",08,110,108,98.2,108,"*","*",28,25.9,48,44.4,"*","*","*","*",2605
"Preston School District","=""1140011""",03,44,43,97.7,43,"*","*","*","*",11,25.6,20,46.5,31,72.1,2479
"Preston School District","=""1140011""",04,41,41,100.0,41,"*","*","*","*",13,31.7,16,39.0,29,70.7,2516
"Preston School District","=""1140011""",05,43,41,95.3,41,"*","*","*","*",16,39.0,15,36.6,31,75.6,2547
"Preston School District","=""1140011""",06,40,40,100.0,40,"*","*",7,17.5,16,40.0,"*","*","*","*",2566
"Preston School District","=""1140011""",07,58,57,98.3,57,"*","*",18,31.6,27,47.4,"*","*","*","*",2555
"Preston School District","=""1140011""",08,55,47,85.5,47,8,17.0,10,21.3,17,36.2,12,25.5,29,61.7,2586
"Putnam School District","=""1160011""",03,86,86,100.0,86,31,36.0,19,22.1,15,17.4,21,24.4,36,41.9,2409
"Putnam School District","=""1160011""",04,83,81,97.6,81,21,25.9,19,23.5,20,24.7,21,25.9,41,50.6,2474
"Putnam School District","=""1160011""",05,94,93,98.9,93,36,38.7,15,16.1,24,25.8,18,19.4,42,45.2,2482
"Putnam School District","=""1160011""",06,85,82,96.5,82,18,22.0,21,25.6,31,37.8,12,14.6,43,52.4,2529
"Putnam School District","=""1160011""",07,93,91,97.8,91,14,15.4,24,26.4,38,41.8,15,16.5,53,58.2,2565
"Putnam School District","=""1160011""",08,96,90,93.8,89,27,30.3,21,23.6,32,36.0,9,10.1,41,46.1,2548
"Redding School District","=""1170011""",03,101,99,98.0,99,"*","*","*","*",23,23.2,61,61.6,84,84.8,2507
"Redding School District","=""1170011""",04,94,94,100.0,94,"*","*","*","*",19,20.2,63,67.0,82,87.2,2550
"Redding School District","=""1170011""",05,99,99,100.0,99,9,9.1,12,12.1,35,35.4,43,43.4,78,78.8,2566
"Redding School District","=""1170011""",06,130,128,98.5,128,7,5.5,26,20.3,51,39.8,44,34.4,95,74.2,2581
"Redding School District","=""1170011""",07,117,115,98.3,115,7,6.1,14,12.2,47,40.9,47,40.9,94,81.7,2615
"Redding School District","=""1170011""",08,121,119,98.3,119,14,11.8,20,16.8,53,44.5,32,26.9,85,71.4,2605
"Regional School District 01","=""2010012""",04,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""",05,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""",07,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""",08,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""",07,148,146,98.6,146,25,17.1,33,22.6,57,39.0,31,21.2,88,60.3,2575
"Regional School District 04","=""2040012""",08,163,162,99.4,162,13,8.0,29,17.9,77,47.5,43,26.5,120,74.1,2615
"Regional School District 05","=""2050012""",07,375,370,98.7,370,24,6.5,45,12.2,142,38.4,159,43.0,301,81.4,2624
"Regional School District 05","=""2050012""",08,381,368,96.6,368,31,8.4,60,16.3,164,44.6,113,30.7,277,75.3,2619
