"Smarter Balanced Assessments, 2015-16"
"All Districts, Math, All Grades, All Students"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Manchester School District","=""0770011""",03,526,518,98.5,517,170,32.9,137,26.5,151,29.2,59,11.4,210,40.6,2412
"Manchester School District","=""0770011""",04,469,467,99.6,467,180,38.5,142,30.4,113,24.2,32,6.9,145,31.0,2441
"Manchester School District","=""0770011""",05,479,478,99.8,478,206,43.1,146,30.5,73,15.3,53,11.1,126,26.4,2468
"Manchester School District","=""0770011""",06,421,417,99.0,417,154,36.9,133,31.9,66,15.8,64,15.3,130,31.2,2500
"Manchester School District","=""0770011""",07,413,406,98.3,406,185,45.6,119,29.3,63,15.5,39,9.6,102,25.1,2493
"Manchester School District","=""0770011""",08,370,355,95.9,355,194,54.6,91,25.6,41,11.5,29,8.2,70,19.7,2494
"Mansfield School District","=""0780011""",03,147,140,95.2,140,10,7.1,22,15.7,40,28.6,68,48.6,108,77.1,2489
"Mansfield School District","=""0780011""",04,139,133,95.7,133,7,5.3,24,18.0,44,33.1,58,43.6,102,76.7,2534
"Mansfield School District","=""0780011""",05,139,128,92.1,128,15,11.7,29,22.7,34,26.6,50,39.1,84,65.6,2548
"Mansfield School District","=""0780011""",06,122,119,97.5,119,15,12.6,29,24.4,30,25.2,45,37.8,75,63.0,2585
"Mansfield School District","=""0780011""",07,129,113,87.6,113,9,8.0,27,23.9,43,38.1,34,30.1,77,68.1,2601
"Mansfield School District","=""0780011""",08,140,128,91.4,128,12,9.4,25,19.5,28,21.9,63,49.2,91,71.1,2644
"Marlborough School District","=""0790011""",03,81,80,98.8,80,"*","*","*","*",29,36.3,30,37.5,59,73.8,2474
"Marlborough School District","=""0790011""",04,98,98,100.0,98,"*","*","*","*",37,37.8,31,31.6,68,69.4,2516
"Marlborough School District","=""0790011""",05,92,91,98.9,91,6,6.6,18,19.8,22,24.2,45,49.5,67,73.6,2575
"Marlborough School District","=""0790011""",06,70,70,100.0,70,"*","*","*","*",19,27.1,39,55.7,58,82.9,2607
"Meriden School District","=""0800011""",03,698,690,98.9,689,218,31.6,218,31.6,176,25.5,77,11.2,253,36.7,2411
"Meriden School District","=""0800011""",04,655,653,99.7,653,208,31.9,254,38.9,129,19.8,62,9.5,191,29.2,2445
"Meriden School District","=""0800011""",05,647,639,98.8,639,291,45.5,195,30.5,91,14.2,62,9.7,153,23.9,2468
"Meriden School District","=""0800011""",06,448,441,98.4,441,244,55.3,116,26.3,48,10.9,33,7.5,81,18.4,2458
"Meriden School District","=""0800011""",07,472,462,97.9,462,206,44.6,146,31.6,75,16.2,35,7.6,110,23.8,2491
"Meriden School District","=""0800011""",08,490,469,95.7,469,298,63.5,100,21.3,49,10.4,22,4.7,71,15.1,2476
"Middletown School District","=""0830011""",03,378,378,100.0,378,121,32.0,87,23.0,109,28.8,61,16.1,170,45.0,2420
"Middletown School District","=""0830011""",04,358,356,99.4,356,65,18.3,116,32.6,105,29.5,70,19.7,175,49.2,2479
"Middletown School District","=""0830011""",05,360,360,100.0,359,141,39.3,97,27.0,55,15.3,66,18.4,121,33.7,2486
"Middletown School District","=""0830011""",06,317,314,99.1,314,89,28.3,111,35.4,64,20.4,50,15.9,114,36.3,2519
"Middletown School District","=""0830011""",07,368,366,99.5,366,137,37.4,98,26.8,75,20.5,56,15.3,131,35.8,2519
"Middletown School District","=""0830011""",08,310,310,100.0,310,132,42.6,85,27.4,59,19.0,34,11.0,93,30.0,2525
"Milford School District","=""0840011""",03,441,433,98.2,433,76,17.6,101,23.3,159,36.7,97,22.4,256,59.1,2447
"Milford School District","=""0840011""",04,420,410,97.6,410,35,8.5,126,30.7,158,38.5,91,22.2,249,60.7,2499
"Milford School District","=""0840011""",05,456,448,98.2,448,75,16.7,156,34.8,130,29.0,87,19.4,217,48.4,2519
"Milford School District","=""0840011""",06,449,438,97.6,438,85,19.4,139,31.7,97,22.1,117,26.7,214,48.9,2549
"Milford School District","=""0840011""",07,490,483,98.6,483,91,18.8,145,30.0,127,26.3,120,24.8,247,51.1,2568
"Milford School District","=""0840011""",08,495,477,96.4,477,133,27.9,140,29.4,110,23.1,94,19.7,204,42.8,2565
"Monroe School District","=""0850011""",03,214,212,99.1,212,17,8.0,22,10.4,72,34.0,101,47.6,173,81.6,2490
"Monroe School District","=""0850011""",04,220,217,98.6,217,10,4.6,41,18.9,83,38.2,83,38.2,166,76.5,2530
"Monroe School District","=""0850011""",05,228,225,98.7,225,14,6.2,52,23.1,59,26.2,100,44.4,159,70.7,2561
"Monroe School District","=""0850011""",06,277,276,99.6,276,38,13.8,80,29.0,83,30.1,75,27.2,158,57.2,2557
"Monroe School District","=""0850011""",07,256,255,99.6,255,36,14.1,62,24.3,87,34.1,70,27.5,157,61.6,2580
"Monroe School District","=""0850011""",08,254,251,98.8,251,42,16.7,63,25.1,85,33.9,61,24.3,146,58.2,2589
"Montville School District","=""0860011""",03,167,166,99.4,166,21,12.7,38,22.9,70,42.2,37,22.3,107,64.5,2456
"Montville School District","=""0860011""",04,148,148,100.0,148,19,12.8,44,29.7,54,36.5,31,20.9,85,57.4,2495
"Montville School District","=""0860011""",05,185,185,100.0,185,38,20.5,56,30.3,36,19.5,55,29.7,91,49.2,2524
"Montville School District","=""0860011""",06,189,188,99.5,188,45,23.9,79,42.0,43,22.9,21,11.2,64,34.0,2523
"Montville School District","=""0860011""",07,172,170,98.8,170,47,27.6,56,32.9,43,25.3,24,14.1,67,39.4,2534
"Montville School District","=""0860011""",08,186,186,100.0,186,48,25.8,67,36.0,50,26.9,21,11.3,71,38.2,2551
"Naugatuck School District","=""0880011""",03,315,315,100.0,315,66,21.0,78,24.8,100,31.7,71,22.5,171,54.3,2442
"Naugatuck School District","=""0880011""",04,331,329,99.4,329,59,17.9,143,43.5,89,27.1,38,11.6,127,38.6,2470
"Naugatuck School District","=""0880011""",05,303,302,99.7,302,125,41.4,107,35.4,46,15.2,24,7.9,70,23.2,2471
"Naugatuck School District","=""0880011""",06,332,332,100.0,332,104,31.3,119,35.8,73,22.0,36,10.8,109,32.8,2504
"Naugatuck School District","=""0880011""",07,340,336,98.8,336,134,39.9,104,31.0,70,20.8,28,8.3,98,29.2,2506
"Naugatuck School District","=""0880011""",08,337,337,100.0,337,191,56.7,94,27.9,38,11.3,14,4.2,52,15.4,2492
"New Beginnings Inc., Family Academy District","=""2800013""",03,63,63,100.0,63,28,44.4,19,30.2,"*","*","*","*",16,25.4,2387
"New Beginnings Inc., Family Academy District","=""2800013""",04,36,36,100.0,36,"*","*",20,55.6,"*","*",0,0.0,"*","*",2407
"New Beginnings Inc., Family Academy District","=""2800013""",05,45,45,100.0,45,25,55.6,10,22.2,"*","*","*","*",10,22.2,2456
"New Beginnings Inc., Family Academy District","=""2800013""",06,34,34,100.0,34,12,35.3,12,35.3,"*","*","*","*",10,29.4,2506
"New Beginnings Inc., Family Academy District","=""2800013""",07,30,30,100.0,30,14,46.7,11,36.7,"*","*","*","*","*","*",2498
"New Beginnings Inc., Family Academy District","=""2800013""",08,29,29,100.0,29,15,51.7,9,31.0,"*","*","*","*","*","*",2498
"New Britain School District","=""0890011""",03,823,818,99.4,818,429,52.4,233,28.5,122,14.9,34,4.2,156,19.1,2379
"New Britain School District","=""0890011""",04,785,782,99.6,782,429,54.9,251,32.1,81,10.4,21,2.7,102,13.0,2408
"New Britain School District","=""0890011""",05,780,777,99.6,777,559,71.9,148,19.0,50,6.4,20,2.6,70,9.0,2417
"New Britain School District","=""0890011""",06,701,692,98.7,691,464,67.1,159,23.0,53,7.7,15,2.2,68,9.8,2428
"New Britain School District","=""0890011""",07,621,616,99.2,615,384,62.4,148,24.1,63,10.2,20,3.3,83,13.5,2448
"New Britain School District","=""0890011""",08,624,619,99.2,619,440,71.1,115,18.6,40,6.5,24,3.9,64,10.3,2454
"New Canaan School District","=""0900011""",03,358,355,99.2,355,10,2.8,24,6.8,115,32.4,206,58.0,321,90.4,2508
"New Canaan School District","=""0900011""",04,338,335,99.1,335,6,1.8,25,7.5,90,26.9,214,63.9,304,90.7,2568
"New Canaan School District","=""0900011""",05,348,345,99.1,345,15,4.3,81,23.5,88,25.5,161,46.7,249,72.2,2570
"New Canaan School District","=""0900011""",06,313,312,99.7,312,21,6.7,73,23.4,71,22.8,147,47.1,218,69.9,2598
"New Canaan School District","=""0900011""",07,373,368,98.7,368,21,5.7,75,20.4,116,31.5,156,42.4,272,73.9,2619
"New Canaan School District","=""0900011""",08,303,302,99.7,302,14,4.6,57,18.9,80,26.5,151,50.0,231,76.5,2651
"New Fairfield School District","=""0910011""",03,164,155,94.5,155,"*","*","*","*",67,43.2,56,36.1,123,79.4,2484
"New Fairfield School District","=""0910011""",04,171,159,93.0,158,"*","*","*","*",58,36.7,49,31.0,107,67.7,2513
"New Fairfield School District","=""0910011""",05,153,145,94.8,145,23,15.9,48,33.1,37,25.5,37,25.5,74,51.0,2528
"New Fairfield School District","=""0910011""",06,189,170,89.9,170,20,11.8,50,29.4,52,30.6,48,28.2,100,58.8,2565
"New Fairfield School District","=""0910011""",07,199,178,89.4,178,31,17.4,59,33.1,46,25.8,42,23.6,88,49.4,2562
"New Fairfield School District","=""0910011""",08,195,165,84.6,165,29,17.6,31,18.8,46,27.9,59,35.8,105,63.6,2605
"New Hartford School District","=""0920011""",03,77,76,98.7,76,11,14.5,22,28.9,30,39.5,13,17.1,43,56.6,2445
"New Hartford School District","=""0920011""",04,71,69,97.2,69,12,17.4,16,23.2,27,39.1,14,20.3,41,59.4,2488
"New Hartford School District","=""0920011""",05,68,64,94.1,64,9,14.1,21,32.8,20,31.3,14,21.9,34,53.1,2533
"New Hartford School District","=""0920011""",06,79,74,93.7,74,14,18.9,29,39.2,21,28.4,10,13.5,31,41.9,2535
"New Haven School District","=""0930011""",03,1631,1612,98.8,1612,674,41.8,491,30.5,328,20.3,119,7.4,447,27.7,2393
"New Haven School District","=""0930011""",04,1579,1560,98.8,1556,698,44.9,586,37.7,202,13.0,70,4.5,272,17.5,2422
"New Haven School District","=""0930011""",05,1469,1457,99.2,1455,856,58.8,412,28.3,122,8.4,65,4.5,187,12.9,2442
"New Haven School District","=""0930011""",06,1483,1463,98.7,1461,747,51.1,462,31.6,156,10.7,96,6.6,252,17.2,2464
"New Haven School District","=""0930011""",07,1489,1467,98.5,1466,741,50.5,468,31.9,173,11.8,84,5.7,257,17.5,2480
"New Haven School District","=""0930011""",08,1418,1398,98.6,1393,814,58.4,341,24.5,151,10.8,87,6.2,238,17.1,2488
"New London School District","=""0950011""",03,302,300,99.3,299,144,48.2,72,24.1,59,19.7,24,8.0,83,27.8,2390
"New London School District","=""0950011""",04,280,276,98.6,275,134,48.7,82,29.8,42,15.3,17,6.2,59,21.5,2424
"New London School District","=""0950011""",05,278,278,100.0,277,153,55.2,82,29.6,31,11.2,11,4.0,42,15.2,2449
"New London School District","=""0950011""",06,207,203,98.1,202,116,57.4,59,29.2,20,9.9,7,3.5,27,13.4,2456
"New London School District","=""0950011""",07,200,198,99.0,198,96,48.5,77,38.9,"*","*","*","*",25,12.6,2478
"New London School District","=""0950011""",08,187,183,97.9,183,113,61.7,51,27.9,"*","*","*","*",19,10.4,2456
"New Milford School District","=""0960011""",03,316,306,96.8,306,58,19.0,73,23.9,105,34.3,70,22.9,175,57.2,2445
"New Milford School District","=""0960011""",04,310,304,98.1,304,44,14.5,99,32.6,109,35.9,52,17.1,161,53.0,2486
"New Milford School District","=""0960011""",05,335,317,94.6,317,57,18.0,100,31.5,95,30.0,65,20.5,160,50.5,2520
"New Milford School District","=""0960011""",06,327,313,95.7,313,74,23.6,117,37.4,84,26.8,38,12.1,122,39.0,2517
"New Milford School District","=""0960011""",07,333,299,89.8,299,56,18.7,97,32.4,73,24.4,73,24.4,146,48.8,2562
"New Milford School District","=""0960011""",08,356,296,83.1,296,134,45.3,69,23.3,48,16.2,45,15.2,93,31.4,2530
"Newington School District","=""0940011""",03,315,313,99.4,313,45,14.4,76,24.3,122,39.0,70,22.4,192,61.3,2450
"Newington School District","=""0940011""",04,305,304,99.7,304,31,10.2,90,29.6,101,33.2,82,27.0,183,60.2,2503
"Newington School District","=""0940011""",05,307,306,99.7,306,89,29.1,99,32.4,63,20.6,55,18.0,118,38.6,2501
"Newington School District","=""0940011""",06,320,319,99.7,319,59,18.5,95,29.8,94,29.5,71,22.3,165,51.7,2544
"Newington School District","=""0940011""",07,332,332,100.0,332,62,18.7,109,32.8,91,27.4,70,21.1,161,48.5,2559
"Newington School District","=""0940011""",08,321,318,99.1,318,84,26.4,93,29.2,84,26.4,57,17.9,141,44.3,2566
"Newtown School District","=""0970011""",03,290,287,99.0,287,26,9.1,43,15.0,92,32.1,126,43.9,218,76.0,2485
"Newtown School District","=""0970011""",04,296,295,99.7,295,14,4.7,85,28.8,105,35.6,91,30.8,196,66.4,2514
"Newtown School District","=""0970011""",05,340,336,98.8,336,38,11.3,79,23.5,98,29.2,121,36.0,219,65.2,2552
"Newtown School District","=""0970011""",06,352,346,98.3,346,27,7.8,72,20.8,112,32.4,135,39.0,247,71.4,2588
"Newtown School District","=""0970011""",07,391,388,99.2,388,26,6.7,73,18.8,122,31.4,167,43.0,289,74.5,2615
"Newtown School District","=""0970011""",08,413,410,99.3,410,34,8.3,86,21.0,102,24.9,188,45.9,290,70.7,2633
"Norfolk School District","=""0980011""",03,13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Norfolk School District","=""0980011""",04,16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Norfolk School District","=""0980011""",05,10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Norfolk School District","=""0980011""",06,18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""",03,117,115,98.3,115,15,13.0,29,25.2,50,43.5,21,18.3,71,61.7,2452
"North Branford School District","=""0990011""",04,137,130,94.9,130,18,13.8,51,39.2,38,29.2,23,17.7,61,46.9,2487
"North Branford School District","=""0990011""",05,144,141,97.9,141,24,17.0,46,32.6,36,25.5,35,24.8,71,50.4,2527
"North Branford School District","=""0990011""",06,141,141,100.0,141,27,19.1,48,34.0,39,27.7,27,19.1,66,46.8,2541
"North Branford School District","=""0990011""",07,180,158,87.8,158,40,25.3,54,34.2,41,25.9,23,14.6,64,40.5,2539
"North Branford School District","=""0990011""",08,158,157,99.4,157,42,26.8,53,33.8,32,20.4,30,19.1,62,39.5,2558
"North Canaan School District","=""1000011""",03,39,38,97.4,38,"*","*",13,34.2,18,47.4,"*","*","*","*",2435
"North Canaan School District","=""1000011""",04,21,21,100.0,21,"*","*",10,47.6,"*","*","*","*","*","*",2456
"North Canaan School District","=""1000011""",05,20,20,100.0,20,"*","*",7,35.0,7,35.0,"*","*","*","*",2506
"North Canaan School District","=""1000011""",06,31,31,100.0,31,7,22.6,9,29.0,9,29.0,6,19.4,15,48.4,2537
"North Canaan School District","=""1000011""",07,25,24,96.0,24,"*","*","*","*",10,41.7,7,29.2,17,70.8,2598
"North Canaan School District","=""1000011""",08,21,21,100.0,21,9,42.9,"*","*","*","*","*","*","*","*",2530
"North Haven School District","=""1010011""",03,256,254,99.2,254,26,10.2,47,18.5,80,31.5,101,39.8,181,71.3,2476
"North Haven School District","=""1010011""",04,217,211,97.2,211,14,6.6,62,29.4,74,35.1,61,28.9,135,64.0,2507
"North Haven School District","=""1010011""",05,229,228,99.6,228,31,13.6,74,32.5,59,25.9,64,28.1,123,53.9,2532
"North Haven School District","=""1010011""",06,269,264,98.1,264,43,16.3,84,31.8,65,24.6,72,27.3,137,51.9,2553
"North Haven School District","=""1010011""",07,235,226,96.2,226,24,10.6,60,26.5,83,36.7,59,26.1,142,62.8,2587
"North Haven School District","=""1010011""",08,275,257,93.5,257,43,16.7,67,26.1,60,23.3,87,33.9,147,57.2,2607
"North Stonington School District","=""1020011""",03,62,61,98.4,61,0,0.0,"*","*","*","*",45,73.8,"*","*",2533
"North Stonington School District","=""1020011""",04,47,47,100.0,47,0,0.0,"*","*","*","*",28,59.6,"*","*",2567
"North Stonington School District","=""1020011""",05,56,56,100.0,56,"*","*","*","*",11,19.6,38,67.9,49,87.5,2605
"North Stonington School District","=""1020011""",06,61,61,100.0,61,15,24.6,19,31.1,18,29.5,9,14.8,27,44.3,2535
"North Stonington School District","=""1020011""",07,62,60,96.8,60,8,13.3,26,43.3,19,31.7,7,11.7,26,43.3,2559
"North Stonington School District","=""1020011""",08,52,52,100.0,52,"*","*",19,36.5,16,30.8,"*","*","*","*",2596
"Norwalk School District","=""1030011""",03,890,884,99.3,883,184,20.8,240,27.2,304,34.4,155,17.6,459,52.0,2435
"Norwalk School District","=""1030011""",04,882,874,99.1,872,189,21.7,321,36.8,219,25.1,143,16.4,362,41.5,2471
"Norwalk School District","=""1030011""",05,824,819,99.4,819,304,37.1,264,32.2,130,15.9,121,14.8,251,30.6,2484
"Norwalk School District","=""1030011""",06,845,837,99.1,837,362,43.2,268,32.0,128,15.3,79,9.4,207,24.7,2485
"Norwalk School District","=""1030011""",07,834,827,99.2,826,321,38.9,263,31.8,144,17.4,98,11.9,242,29.3,2513
"Norwalk School District","=""1030011""",08,804,791,98.4,790,422,53.4,186,23.5,101,12.8,81,10.3,182,23.0,2505
"Norwich School District","=""1040011""",03,363,361,99.4,361,129,35.7,106,29.4,80,22.2,46,12.7,126,34.9,2409
"Norwich School District","=""1040011""",04,376,362,96.3,362,134,37.0,146,40.3,58,16.0,24,6.6,82,22.7,2433
"Norwich School District","=""1040011""",05,363,355,97.8,355,174,49.0,118,33.2,39,11.0,24,6.8,63,17.7,2454
"Norwich School District","=""1040011""",06,349,344,98.6,344,175,50.9,104,30.2,52,15.1,13,3.8,65,18.9,2462
"Norwich School District","=""1040011""",07,369,363,98.4,362,178,49.2,122,33.7,49,13.5,13,3.6,62,17.1,2480
"Norwich School District","=""1040011""",08,382,378,99.0,377,210,55.7,110,29.2,37,9.8,20,5.3,57,15.1,2491
"Odyssey Community School District","=""2630013""",03,37,37,100.0,37,"*","*",9,24.3,15,40.5,"*","*","*","*",2438
"Odyssey Community School District","=""2630013""",04,38,38,100.0,38,"*","*",14,36.8,12,31.6,"*","*","*","*",2467
"Odyssey Community School District","=""2630013""",05,38,38,100.0,38,20,52.6,12,31.6,6,15.8,0,0.0,6,15.8,2457
"Odyssey Community School District","=""2630013""",06,33,33,100.0,33,15,45.5,"*","*","*","*",6,18.2,"*","*",2505
"Odyssey Community School District","=""2630013""",07,32,32,100.0,32,"*","*",11,34.4,12,37.5,"*","*","*","*",2553
"Odyssey Community School District","=""2630013""",08,38,37,97.4,37,13,35.1,14,37.8,"*","*","*","*",10,27.0,2548
"Old Saybrook School District","=""1060011""",03,89,87,97.8,87,13,14.9,20,23.0,37,42.5,17,19.5,54,62.1,2453
"Old Saybrook School District","=""1060011""",04,103,102,99.0,102,"*","*","*","*",32,31.4,37,36.3,69,67.6,2519
"Old Saybrook School District","=""1060011""",05,90,90,100.0,90,"*","*","*","*",28,31.1,34,37.8,62,68.9,2555
"Old Saybrook School District","=""1060011""",06,106,105,99.1,105,18,17.1,53,50.5,21,20.0,13,12.4,34,32.4,2527
"Old Saybrook School District","=""1060011""",07,108,107,99.1,107,13,12.1,31,29.0,34,31.8,29,27.1,63,58.9,2579
"Old Saybrook School District","=""1060011""",08,121,117,96.7,117,29,24.8,39,33.3,25,21.4,24,20.5,49,41.9,2570
"Orange School District","=""1070011""",03,178,177,99.4,177,16,9.0,40,22.6,78,44.1,43,24.3,121,68.4,2462
"Orange School District","=""1070011""",04,173,165,95.4,165,8,4.8,48,29.1,66,40.0,43,26.1,109,66.1,2509
"Orange School District","=""1070011""",05,171,169,98.8,169,16,9.5,44,26.0,50,29.6,59,34.9,109,64.5,2547
"Orange School District","=""1070011""",06,212,208,98.1,208,15,7.2,36,17.3,74,35.6,83,39.9,157,75.5,2592
"Oxford School District","=""1080011""",03,147,146,99.3,146,19,13.0,36,24.7,58,39.7,33,22.6,91,62.3,2452
"Oxford School District","=""1080011""",04,154,152,98.7,152,11,7.2,46,30.3,53,34.9,42,27.6,95,62.5,2507
"Oxford School District","=""1080011""",05,174,172,98.9,172,29,16.9,47,27.3,48,27.9,48,27.9,96,55.8,2530
"Oxford School District","=""1080011""",06,159,154,96.9,154,26,16.9,47,30.5,46,29.9,35,22.7,81,52.6,2542
"Oxford School District","=""1080011""",07,162,160,98.8,160,27,16.9,51,31.9,53,33.1,29,18.1,82,51.3,2561
"Oxford School District","=""1080011""",08,167,163,97.6,163,46,28.2,59,36.2,37,22.7,21,12.9,58,35.6,2555
"Park City Prep Charter School District","=""2830013""",05,93,93,100.0,93,48,51.6,35,37.6,"*","*","*","*",10,10.8,2453
"Park City Prep Charter School District","=""2830013""",06,91,91,100.0,91,54,59.3,29,31.9,"*","*","*","*",8,8.8,2441
"Park City Prep Charter School District","=""2830013""",07,81,81,100.0,81,28,34.6,35,43.2,"*","*","*","*",18,22.2,2513
"Park City Prep Charter School District","=""2830013""",08,83,81,97.6,81,19,23.5,22,27.2,25,30.9,15,18.5,40,49.4,2573
"Plainfield School District","=""1090011""",03,171,171,100.0,171,28,16.4,45,26.3,60,35.1,38,22.2,98,57.3,2448
"Plainfield School District","=""1090011""",04,166,166,100.0,166,25,15.1,63,38.0,54,32.5,24,14.5,78,47.0,2478
"Plainfield School District","=""1090011""",05,163,163,100.0,163,44,27.0,68,41.7,37,22.7,14,8.6,51,31.3,2490
"Plainfield School District","=""1090011""",06,161,158,98.1,158,21,13.3,71,44.9,47,29.7,19,12.0,66,41.8,2539
"Plainfield School District","=""1090011""",07,180,177,98.3,177,52,29.4,62,35.0,43,24.3,20,11.3,63,35.6,2534
"Plainfield School District","=""1090011""",08,187,182,97.3,182,51,28.0,57,31.3,47,25.8,27,14.8,74,40.7,2556
"Plainville School District","=""1100011""",03,164,164,100.0,164,23,14.0,35,21.3,60,36.6,46,28.0,106,64.6,2454
"Plainville School District","=""1100011""",04,170,170,100.0,170,23,13.5,56,32.9,60,35.3,31,18.2,91,53.5,2487
"Plainville School District","=""1100011""",05,168,167,99.4,167,42,25.1,64,38.3,38,22.8,23,13.8,61,36.5,2502
"Plainville School District","=""1100011""",06,189,189,100.0,189,42,22.2,70,37.0,46,24.3,31,16.4,77,40.7,2529
"Plainville School District","=""1100011""",07,182,182,100.0,182,55,30.2,70,38.5,40,22.0,17,9.3,57,31.3,2522
"Plainville School District","=""1100011""",08,171,170,99.4,170,58,34.1,55,32.4,34,20.0,23,13.5,57,33.5,2541
"Plymouth School District","=""1110011""",03,97,96,99.0,96,12,12.5,30,31.3,37,38.5,17,17.7,54,56.3,2448
"Plymouth School District","=""1110011""",04,124,124,100.0,124,17,13.7,48,38.7,40,32.3,19,15.3,59,47.6,2480
"Plymouth School District","=""1110011""",05,106,106,100.0,106,16,15.1,33,31.1,24,22.6,33,31.1,57,53.8,2534
"Plymouth School District","=""1110011""",06,110,110,100.0,110,35,31.8,39,35.5,23,20.9,13,11.8,36,32.7,2513
"Plymouth School District","=""1110011""",07,116,114,98.3,114,35,30.7,40,35.1,22,19.3,17,14.9,39,34.2,2530
"Plymouth School District","=""1110011""",08,111,107,96.4,107,35,32.7,21,19.6,31,29.0,20,18.7,51,47.7,2561
"Pomfret School District","=""1120011""",03,37,37,100.0,37,"*","*","*","*",12,32.4,19,51.4,31,83.8,2502
"Pomfret School District","=""1120011""",04,36,36,100.0,36,"*","*",12,33.3,14,38.9,"*","*","*","*",2511
"Pomfret School District","=""1120011""",05,53,53,100.0,53,"*","*",17,32.1,"*","*",17,32.1,"*","*",2544
"Pomfret School District","=""1120011""",06,50,50,100.0,49,"*","*","*","*",13,26.5,21,42.9,34,69.4,2584
"Pomfret School District","=""1120011""",07,47,47,100.0,47,7,14.9,15,31.9,11,23.4,14,29.8,25,53.2,2579
"Pomfret School District","=""1120011""",08,55,55,100.0,53,9,17.0,17,32.1,15,28.3,12,22.6,27,50.9,2586
"Portland School District","=""1130011""",03,108,103,95.4,103,"*","*",30,29.1,38,36.9,"*","*","*","*",2463
"Portland School District","=""1130011""",04,94,93,98.9,93,11,11.8,23,24.7,38,40.9,21,22.6,59,63.4,2502
"Portland School District","=""1130011""",05,114,112,98.2,112,20,17.9,25,22.3,32,28.6,35,31.3,67,59.8,2533
"Portland School District","=""1130011""",06,107,105,98.1,105,"*","*","*","*",32,30.5,48,45.7,80,76.2,2594
"Portland School District","=""1130011""",07,111,108,97.3,108,12,11.1,22,20.4,36,33.3,38,35.2,74,68.5,2597
"Portland School District","=""1130011""",08,110,108,98.2,108,21,19.4,36,33.3,23,21.3,28,25.9,51,47.2,2585
"Preston School District","=""1140011""",03,44,43,97.7,43,"*","*",13,30.2,17,39.5,"*","*","*","*",2473
"Preston School District","=""1140011""",04,41,41,100.0,41,"*","*",10,24.4,19,46.3,"*","*","*","*",2501
"Preston School District","=""1140011""",05,43,41,95.3,41,8,19.5,15,36.6,8,19.5,10,24.4,18,43.9,2519
"Preston School District","=""1140011""",06,40,39,97.5,39,"*","*",12,30.8,12,30.8,"*","*","*","*",2562
"Preston School District","=""1140011""",07,58,57,98.3,57,"*","*",26,45.6,15,26.3,"*","*","*","*",2574
"Preston School District","=""1140011""",08,55,47,85.5,47,12,25.5,10,21.3,7,14.9,18,38.3,25,53.2,2583
"Putnam School District","=""1160011""",03,86,86,100.0,86,29,33.7,22,25.6,25,29.1,10,11.6,35,40.7,2414
"Putnam School District","=""1160011""",04,83,80,96.4,80,10,12.5,23,28.8,26,32.5,21,26.3,47,58.8,2500
"Putnam School District","=""1160011""",05,94,93,98.9,93,31,33.3,31,33.3,18,19.4,13,14.0,31,33.3,2490
"Putnam School District","=""1160011""",06,85,82,96.5,82,29,35.4,27,32.9,14,17.1,12,14.6,26,31.7,2506
"Putnam School District","=""1160011""",07,92,90,97.8,90,28,31.1,38,42.2,18,20.0,6,6.7,24,26.7,2514
"Putnam School District","=""1160011""",08,96,90,93.8,89,44,49.4,19,21.3,17,19.1,9,10.1,26,29.2,2511
"Redding School District","=""1170011""",03,101,99,98.0,99,"*","*","*","*",38,38.4,53,53.5,91,91.9,2504
"Redding School District","=""1170011""",04,94,94,100.0,94,"*","*","*","*",28,29.8,54,57.4,82,87.2,2552
"Redding School District","=""1170011""",05,99,99,100.0,99,9,9.1,29,29.3,30,30.3,31,31.3,61,61.6,2548
"Redding School District","=""1170011""",06,130,128,98.5,128,10,7.8,40,31.3,33,25.8,45,35.2,78,60.9,2578
"Redding School District","=""1170011""",07,117,115,98.3,115,6,5.2,17,14.8,39,33.9,53,46.1,92,80.0,2620
"Redding School District","=""1170011""",08,121,119,98.3,119,21,17.6,18,15.1,33,27.7,47,39.5,80,67.2,2608
"Regional School District 01","=""2010012""",04,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""",05,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""",07,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""",08,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""",07,148,146,98.6,146,31,21.2,38,26.0,50,34.2,27,18.5,77,52.7,2557
"Regional School District 04","=""2040012""",08,163,162,99.4,162,30,18.5,42,25.9,40,24.7,50,30.9,90,55.6,2595
"Regional School District 05","=""2050012""",07,375,370,98.7,370,23,6.2,87,23.5,99,26.8,161,43.5,260,70.3,2618
"Regional School District 05","=""2050012""",08,381,368,96.6,368,47,12.8,79,21.5,99,26.9,143,38.9,242,65.8,2618
