"Smarter Balanced Assessments, 2014-15"
"All Districts, Math, All Grades, All Students"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Kent School District","=""0680011""",03,25,23,92.0,23,"*","*","*","*",15,65.2,"*","*","*","*",2442
"Kent School District","=""0680011""",04,27,27,100.0,27,0,0.0,"*","*",16,59.3,"*","*","*","*",2515
"Kent School District","=""0680011""",05,32,32,100.0,32,"*","*",10,31.3,12,37.5,"*","*","*","*",2542
"Kent School District","=""0680011""",06,31,31,100.0,31,"*","*",10,32.3,12,38.7,"*","*","*","*",2554
"Kent School District","=""0680011""",07,20,20,100.0,20,"*","*","*","*",10,50.0,"*","*","*","*",2587
"Kent School District","=""0680011""",08,29,29,100.0,29,"*","*","*","*",12,41.4,8,27.6,20,69.0,2592
"Killingly School District","=""0690011""",03,174,171,98.3,171,41,24.0,58,33.9,62,36.3,10,5.8,72,42.1,2417
"Killingly School District","=""0690011""",04,166,165,99.4,165,30,18.2,89,53.9,38,23.0,8,4.8,46,27.9,2452
"Killingly School District","=""0690011""",05,165,164,99.4,164,67,40.9,58,35.4,23,14.0,16,9.8,39,23.8,2475
"Killingly School District","=""0690011""",06,166,166,100.0,166,36,21.7,61,36.7,53,31.9,16,9.6,69,41.6,2528
"Killingly School District","=""0690011""",07,176,174,98.9,174,53,30.5,70,40.2,"*","*","*","*",51,29.3,2511
"Killingly School District","=""0690011""",08,192,188,97.9,187,81,43.3,76,40.6,"*","*","*","*",30,16.0,2512
"Killingly School District","=""0690011""",11,178,167,93.8,167,93,55.7,42,25.1,24,14.4,8,4.8,32,19.2,2531
"Learn","=""2450014""",03,86,85,98.8,85,37,43.5,26,30.6,"*","*","*","*",22,25.9,2395
"Learn","=""2450014""",04,87,86,98.9,86,12,14.0,39,45.3,25,29.1,10,11.6,35,40.7,2473
"Learn","=""2450014""",05,74,70,94.6,70,17,24.3,26,37.1,15,21.4,12,17.1,27,38.6,2503
"Learn","=""2450014""",06,51,51,100.0,51,24,47.1,18,35.3,"*","*","*","*",9,17.6,2473
"Learn","=""2450014""",07,50,50,100.0,50,26,52.0,17,34.0,"*","*","*","*","*","*",2461
"Learn","=""2450014""",08,38,38,100.0,38,21,55.3,12,31.6,"*","*","*","*","*","*",2499
"Learn","=""2450014""",11,196,190,96.9,188,88,46.8,51,27.1,33,17.6,16,8.5,49,26.1,2557
"Lebanon School District","=""0710011""",03,68,67,98.5,67,17,25.4,14,20.9,23,34.3,13,19.4,36,53.7,2431
"Lebanon School District","=""0710011""",04,64,60,93.8,60,"*","*",23,38.3,26,43.3,"*","*","*","*",2492
"Lebanon School District","=""0710011""",05,80,79,98.8,79,7,8.9,29,36.7,24,30.4,19,24.1,43,54.4,2535
"Lebanon School District","=""0710011""",06,77,73,94.8,73,"*","*",28,38.4,25,34.2,"*","*","*","*",2552
"Lebanon School District","=""0710011""",07,87,84,96.6,84,20,23.8,28,33.3,20,23.8,16,19.0,36,42.9,2543
"Lebanon School District","=""0710011""",08,96,90,93.8,90,30,33.3,31,34.4,9,10.0,20,22.2,29,32.2,2544
"Lebanon School District","=""0710011""",11,105,98,93.3,98,35,35.7,25,25.5,23,23.5,15,15.3,38,38.8,2582
"Ledyard School District","=""0720011""",03,182,182,100.0,181,47,26.0,57,31.5,55,30.4,22,12.2,77,42.5,2423
"Ledyard School District","=""0720011""",04,170,169,99.4,168,30,17.9,71,42.3,41,24.4,26,15.5,67,39.9,2472
"Ledyard School District","=""0720011""",05,176,175,99.4,175,39,22.3,76,43.4,31,17.7,29,16.6,60,34.3,2504
"Ledyard School District","=""0720011""",06,168,167,99.4,167,35,21.0,54,32.3,52,31.1,26,15.6,78,46.7,2528
"Ledyard School District","=""0720011""",07,164,161,98.2,160,40,25.0,52,32.5,39,24.4,29,18.1,68,42.5,2548
"Ledyard School District","=""0720011""",08,180,178,98.9,178,36,20.2,39,21.9,50,28.1,53,29.8,103,57.9,2592
"Ledyard School District","=""0720011""",11,229,212,92.6,212,58,27.4,60,28.3,54,25.5,40,18.9,94,44.3,2610
"Lisbon School District","=""0730011""",03,39,39,100.0,39,"*","*",17,43.6,10,25.6,"*","*","*","*",2409
"Lisbon School District","=""0730011""",04,39,39,100.0,39,11,28.2,16,41.0,"*","*","*","*",12,30.8,2447
"Lisbon School District","=""0730011""",05,39,37,94.9,37,17,45.9,15,40.5,"*","*","*","*","*","*",2472
"Lisbon School District","=""0730011""",06,50,50,100.0,50,"*","*",28,56.0,11,22.0,"*","*","*","*",2522
"Lisbon School District","=""0730011""",07,42,42,100.0,42,18,42.9,"*","*","*","*",0,0.0,"*","*",2493
"Lisbon School District","=""0730011""",08,49,48,98.0,48,16,33.3,21,43.8,"*","*","*","*",11,22.9,2534
"Litchfield School District","=""0740011""",03,70,70,100.0,70,"*","*","*","*",30,42.9,24,34.3,54,77.1,2476
"Litchfield School District","=""0740011""",04,70,70,100.0,70,"*","*","*","*",32,45.7,16,22.9,48,68.6,2508
"Litchfield School District","=""0740011""",05,77,77,100.0,77,12,15.6,17,22.1,25,32.5,23,29.9,48,62.3,2537
"Litchfield School District","=""0740011""",06,85,84,98.8,84,11,13.1,22,26.2,23,27.4,28,33.3,51,60.7,2564
"Litchfield School District","=""0740011""",07,91,88,96.7,88,11,12.5,22,25.0,29,33.0,26,29.5,55,62.5,2581
"Litchfield School District","=""0740011""",08,88,84,95.5,84,24,28.6,19,22.6,22,26.2,19,22.6,41,48.8,2571
"Litchfield School District","=""0740011""",11,84,84,100.0,84,21,25.0,23,27.4,16,19.0,24,28.6,40,47.6,2621
"Madison School District","=""0760011""",03,191,183,95.8,183,"*","*",33,18.0,"*","*",76,41.5,"*","*",2483
"Madison School District","=""0760011""",04,192,159,82.8,159,"*","*","*","*",69,43.4,58,36.5,127,79.9,2526
"Madison School District","=""0760011""",05,213,205,96.2,205,27,13.2,62,30.2,66,32.2,50,24.4,116,56.6,2536
"Madison School District","=""0760011""",06,272,244,89.7,244,"*","*",92,37.7,70,28.7,"*","*","*","*",2538
"Madison School District","=""0760011""",07,281,264,94.0,264,19,7.2,81,30.7,77,29.2,87,33.0,164,62.1,2597
"Madison School District","=""0760011""",08,263,229,87.1,228,26,11.4,64,28.1,68,29.8,70,30.7,138,60.5,2603
"Madison School District","=""0760011""",11,303,41,13.5,41,35,85.4,"*","*","*","*","*","*","*","*",2429
"Manchester School District","=""0770011""",03,473,468,98.9,467,168,36.0,122,26.1,134,28.7,43,9.2,177,37.9,2406
"Manchester School District","=""0770011""",04,492,484,98.4,484,141,29.1,199,41.1,106,21.9,38,7.9,144,29.8,2449
"Manchester School District","=""0770011""",05,477,472,99.0,470,214,45.5,137,29.1,73,15.5,46,9.8,119,25.3,2463
"Manchester School District","=""0770011""",06,415,414,99.8,414,165,39.9,132,31.9,71,17.1,46,11.1,117,28.3,2491
"Manchester School District","=""0770011""",07,375,359,95.7,359,151,42.1,119,33.1,59,16.4,30,8.4,89,24.8,2496
"Manchester School District","=""0770011""",08,433,423,97.7,423,211,49.9,119,28.1,59,13.9,34,8.0,93,22.0,2504
"Manchester School District","=""0770011""",11,377,184,48.8,182,116,63.7,28,15.4,25,13.7,13,7.1,38,20.9,2513
"Mansfield School District","=""0780011""",03,136,131,96.3,131,10,7.6,30,22.9,36,27.5,55,42.0,91,69.5,2476
"Mansfield School District","=""0780011""",04,133,130,97.7,130,9,6.9,24,18.5,37,28.5,60,46.2,97,74.6,2535
"Mansfield School District","=""0780011""",05,114,112,98.2,112,11,9.8,20,17.9,33,29.5,48,42.9,81,72.3,2560
"Mansfield School District","=""0780011""",06,126,119,94.4,119,20,16.8,41,34.5,26,21.8,32,26.9,58,48.7,2555
"Mansfield School District","=""0780011""",07,140,115,82.1,114,6,5.3,21,18.4,20,17.5,67,58.8,87,76.3,2634
"Mansfield School District","=""0780011""",08,135,128,94.8,127,14,11.0,29,22.8,31,24.4,53,41.7,84,66.1,2623
"Marlborough School District","=""0790011""",03,97,96,99.0,96,7,7.3,18,18.8,36,37.5,35,36.5,71,74.0,2474
"Marlborough School District","=""0790011""",04,95,95,100.0,95,"*","*","*","*",33,34.7,36,37.9,69,72.6,2522
"Marlborough School District","=""0790011""",05,77,77,100.0,77,"*","*",29,37.7,"*","*",23,29.9,"*","*",2540
"Marlborough School District","=""0790011""",06,98,98,100.0,98,14,14.3,18,18.4,39,39.8,27,27.6,66,67.3,2560
"Meriden School District","=""0800011""",03,675,668,99.0,668,299,44.8,171,25.6,163,24.4,35,5.2,198,29.6,2390
"Meriden School District","=""0800011""",04,641,631,98.4,631,237,37.6,247,39.1,107,17.0,40,6.3,147,23.3,2433
"Meriden School District","=""0800011""",05,653,629,96.3,629,348,55.3,176,28.0,61,9.7,44,7.0,105,16.7,2449
"Meriden School District","=""0800011""",06,473,467,98.7,467,259,55.5,153,32.8,37,7.9,18,3.9,55,11.8,2453
"Meriden School District","=""0800011""",07,470,460,97.9,458,259,56.6,148,32.3,45,9.8,6,1.3,51,11.1,2460
"Meriden School District","=""0800011""",08,500,487,97.4,485,321,66.2,99,20.4,48,9.9,17,3.5,65,13.4,2465
"Meriden School District","=""0800011""",11,441,414,93.9,411,265,64.5,93,22.6,44,10.7,9,2.2,53,12.9,2503
"Middletown School District","=""0830011""",03,364,364,100.0,364,90,24.7,90,24.7,115,31.6,69,19.0,184,50.5,2432
"Middletown School District","=""0830011""",04,372,369,99.2,369,98,26.6,145,39.3,84,22.8,42,11.4,126,34.1,2456
"Middletown School District","=""0830011""",05,390,387,99.2,387,132,34.1,110,28.4,84,21.7,61,15.8,145,37.5,2492
"Middletown School District","=""0830011""",06,358,356,99.4,356,128,36.0,101,28.4,55,15.4,72,20.2,127,35.7,2511
"Middletown School District","=""0830011""",07,315,314,99.7,314,100,31.8,113,36.0,69,22.0,32,10.2,101,32.2,2522
"Middletown School District","=""0830011""",08,344,338,98.3,338,147,43.5,107,31.7,50,14.8,34,10.1,84,24.9,2523
"Middletown School District","=""0830011""",11,302,294,97.4,293,194,66.2,60,20.5,32,10.9,7,2.4,39,13.3,2502
"Milford School District","=""0840011""",03,427,421,98.6,421,71,16.9,125,29.7,139,33.0,86,20.4,225,53.4,2443
"Milford School District","=""0840011""",04,458,455,99.3,454,65,14.3,165,36.3,153,33.7,71,15.6,224,49.3,2482
"Milford School District","=""0840011""",05,453,446,98.5,446,99,22.2,164,36.8,104,23.3,79,17.7,183,41.0,2508
"Milford School District","=""0840011""",06,499,494,99.0,493,91,18.5,167,33.9,110,22.3,125,25.4,235,47.7,2548
"Milford School District","=""0840011""",07,491,483,98.4,482,104,21.6,154,32.0,135,28.0,89,18.5,224,46.5,2553
"Milford School District","=""0840011""",08,520,505,97.1,505,161,31.9,152,30.1,118,23.4,74,14.7,192,38.0,2551
"Milford School District","=""0840011""",11,467,420,89.9,420,152,36.2,121,28.8,99,23.6,48,11.4,147,35.0,2583
"Monroe School District","=""0850011""",03,213,207,97.2,207,11,5.3,27,13.0,82,39.6,87,42.0,169,81.6,2490
"Monroe School District","=""0850011""",04,219,218,99.5,218,15,6.9,50,22.9,90,41.3,63,28.9,153,70.2,2513
"Monroe School District","=""0850011""",05,264,262,99.2,262,42,16.0,78,29.8,68,26.0,74,28.2,142,54.2,2531
"Monroe School District","=""0850011""",06,253,250,98.8,250,36,14.4,86,34.4,82,32.8,46,18.4,128,51.2,2547
"Monroe School District","=""0850011""",07,248,246,99.2,246,36,14.6,71,28.9,79,32.1,60,24.4,139,56.5,2570
"Monroe School District","=""0850011""",08,254,250,98.4,249,62,24.9,65,26.1,63,25.3,59,23.7,122,49.0,2573
"Monroe School District","=""0850011""",11,287,279,97.2,279,48,17.2,63,22.6,97,34.8,71,25.4,168,60.2,2643
"Montville School District","=""0860011""",03,141,141,100.0,141,24,17.0,45,31.9,53,37.6,19,13.5,72,51.1,2437
"Montville School District","=""0860011""",04,190,189,99.5,189,48,25.4,70,37.0,47,24.9,24,12.7,71,37.6,2463
"Montville School District","=""0860011""",05,181,181,100.0,181,45,24.9,72,39.8,39,21.5,25,13.8,64,35.4,2499
"Montville School District","=""0860011""",06,173,170,98.3,170,47,27.6,57,33.5,35,20.6,31,18.2,66,38.8,2519
"Montville School District","=""0860011""",07,182,181,99.5,181,48,26.5,78,43.1,42,23.2,13,7.2,55,30.4,2525
"Montville School District","=""0860011""",08,195,194,99.5,194,53,27.3,73,37.6,42,21.6,26,13.4,68,35.1,2553
"Montville School District","=""0860011""",11,177,167,94.4,167,82,49.1,41,24.6,26,15.6,18,10.8,44,26.3,2546
"Naugatuck School District","=""0880011""",03,333,331,99.4,331,77,23.3,112,33.8,102,30.8,40,12.1,142,42.9,2423
"Naugatuck School District","=""0880011""",04,305,304,99.7,304,74,24.3,121,39.8,85,28.0,24,7.9,109,35.9,2458
"Naugatuck School District","=""0880011""",05,324,322,99.4,322,139,43.2,113,35.1,48,14.9,22,6.8,70,21.7,2467
"Naugatuck School District","=""0880011""",06,329,324,98.5,324,120,37.0,108,33.3,62,19.1,34,10.5,96,29.6,2495
"Naugatuck School District","=""0880011""",07,338,334,98.8,332,137,41.3,106,31.9,67,20.2,22,6.6,89,26.8,2500
"Naugatuck School District","=""0880011""",08,331,328,99.1,328,147,44.8,112,34.1,54,16.5,15,4.6,69,21.0,2510
"Naugatuck School District","=""0880011""",11,305,283,92.8,283,137,48.4,73,25.8,48,17.0,25,8.8,73,25.8,2544
"New Beginnings Inc., Family Academy District","=""2800013""",03,45,45,100.0,45,22,48.9,16,35.6,7,15.6,0,0.0,7,15.6,2380
"New Beginnings Inc., Family Academy District","=""2800013""",04,46,46,100.0,46,14,30.4,26,56.5,6,13.0,0,0.0,6,13.0,2431
"New Beginnings Inc., Family Academy District","=""2800013""",05,40,40,100.0,40,21,52.5,"*","*",10,25.0,"*","*","*","*",2463
"New Beginnings Inc., Family Academy District","=""2800013""",06,39,39,100.0,39,19,48.7,12,30.8,8,20.5,0,0.0,8,20.5,2472
"New Beginnings Inc., Family Academy District","=""2800013""",07,37,37,100.0,37,17,45.9,"*","*","*","*",0,0.0,"*","*",2482
"New Beginnings Inc., Family Academy District","=""2800013""",08,35,35,100.0,35,18,51.4,12,34.3,"*","*","*","*","*","*",2507
"New Britain School District","=""0890011""",03,791,775,98.0,773,404,52.3,206,26.6,134,17.3,29,3.8,163,21.1,2375
"New Britain School District","=""0890011""",04,776,770,99.2,768,389,50.7,261,34.0,90,11.7,28,3.6,118,15.4,2411
"New Britain School District","=""0890011""",05,792,787,99.4,787,524,66.6,159,20.2,64,8.1,40,5.1,104,13.2,2427
"New Britain School District","=""0890011""",06,632,628,99.4,628,401,63.9,159,25.3,49,7.8,19,3.0,68,10.8,2429
"New Britain School District","=""0890011""",07,640,636,99.4,634,412,65.0,138,21.8,64,10.1,20,3.2,84,13.2,2448
"New Britain School District","=""0890011""",08,694,682,98.3,682,480,70.4,123,18.0,52,7.6,27,4.0,79,11.6,2457
"New Britain School District","=""0890011""",11,496,471,95.0,471,318,67.5,89,18.9,45,9.6,19,4.0,64,13.6,2496
"New Canaan School District","=""0900011""",03,329,322,97.9,322,14,4.3,42,13.0,110,34.2,156,48.4,266,82.6,2497
"New Canaan School District","=""0900011""",04,357,352,98.6,352,14,4.0,54,15.3,113,32.1,171,48.6,284,80.7,2542
"New Canaan School District","=""0900011""",05,303,300,99.0,300,24,8.0,49,16.3,77,25.7,150,50.0,227,75.7,2573
"New Canaan School District","=""0900011""",06,373,361,96.8,361,31,8.6,89,24.7,94,26.0,147,40.7,241,66.8,2587
"New Canaan School District","=""0900011""",07,312,310,99.4,310,21,6.8,67,21.6,76,24.5,146,47.1,222,71.6,2619
"New Canaan School District","=""0900011""",08,303,286,94.4,286,30,10.5,51,17.8,83,29.0,122,42.7,205,71.7,2630
"New Canaan School District","=""0900011""",11,272,265,97.4,265,29,10.9,54,20.4,75,28.3,107,40.4,182,68.7,2675
"New Fairfield School District","=""0910011""",03,173,162,93.6,162,17,10.5,40,24.7,60,37.0,45,27.8,105,64.8,2460
"New Fairfield School District","=""0910011""",04,154,142,92.2,142,16,11.3,58,40.8,45,31.7,23,16.2,68,47.9,2488
"New Fairfield School District","=""0910011""",05,195,189,96.9,188,29,15.4,55,29.3,59,31.4,45,23.9,104,55.3,2530
"New Fairfield School District","=""0910011""",06,204,199,97.5,198,65,32.8,76,38.4,36,18.2,21,10.6,57,28.8,2505
"New Fairfield School District","=""0910011""",07,203,189,93.1,189,40,21.2,63,33.3,47,24.9,39,20.6,86,45.5,2555
"New Fairfield School District","=""0910011""",08,217,201,92.6,201,37,18.4,59,29.4,60,29.9,45,22.4,105,52.2,2580
"New Fairfield School District","=""0910011""",11,235,97,41.3,97,59,60.8,19,19.6,12,12.4,7,7.2,19,19.6,2514
"New Hartford School District","=""0920011""",03,73,70,95.9,70,16,22.9,11,15.7,34,48.6,9,12.9,43,61.4,2436
"New Hartford School District","=""0920011""",04,68,66,97.1,66,"*","*",22,33.3,26,39.4,"*","*","*","*",2501
"New Hartford School District","=""0920011""",05,79,72,91.1,72,"*","*",24,33.3,23,31.9,"*","*","*","*",2537
"New Hartford School District","=""0920011""",06,85,80,94.1,80,15,18.8,27,33.8,25,31.3,13,16.3,38,47.5,2538
"New Haven School District","=""0930011""",03,1631,1612,98.8,1609,928,57.7,412,25.6,196,12.2,73,4.5,269,16.7,2369
"New Haven School District","=""0930011""",04,1458,1437,98.6,1435,861,60.0,412,28.7,127,8.9,35,2.4,162,11.3,2401
"New Haven School District","=""0930011""",05,1439,1434,99.7,1434,880,61.4,380,26.5,117,8.2,57,4.0,174,12.1,2437
"New Haven School District","=""0930011""",06,1444,1429,99.0,1428,771,54.0,463,32.4,138,9.7,56,3.9,194,13.6,2457
"New Haven School District","=""0930011""",07,1411,1389,98.4,1389,815,58.7,401,28.9,124,8.9,49,3.5,173,12.5,2460
"New Haven School District","=""0930011""",08,1420,1383,97.4,1381,868,62.9,308,22.3,123,8.9,82,5.9,205,14.8,2476
"New Haven School District","=""0930011""",11,1258,813,64.6,795,552,69.4,152,19.1,69,8.7,22,2.8,91,11.4,2488
"New London School District","=""0950011""",03,259,258,99.6,257,105,40.9,63,24.5,60,23.3,29,11.3,89,34.6,2402
"New London School District","=""0950011""",04,269,266,98.9,266,102,38.3,100,37.6,52,19.5,12,4.5,64,24.1,2433
"New London School District","=""0950011""",05,275,275,100.0,274,152,55.5,90,32.8,26,9.5,6,2.2,32,11.7,2447
"New London School District","=""0950011""",06,203,202,99.5,200,117,58.5,57,28.5,"*","*","*","*",26,13.0,2452
"New London School District","=""0950011""",07,181,177,97.8,176,96,54.5,60,34.1,"*","*","*","*",20,11.4,2464
"New London School District","=""0950011""",08,199,191,96.0,187,136,72.7,36,19.3,"*","*","*","*",15,8.0,2455
"New London School District","=""0950011""",11,205,193,94.1,193,110,57.0,45,23.3,25,13.0,13,6.7,38,19.7,2533
"New Milford School District","=""0960011""",03,314,306,97.5,306,55,18.0,90,29.4,113,36.9,48,15.7,161,52.6,2435
"New Milford School District","=""0960011""",04,335,316,94.3,316,70,22.2,123,38.9,89,28.2,34,10.8,123,38.9,2464
"New Milford School District","=""0960011""",05,333,319,95.8,319,89,27.9,113,35.4,69,21.6,48,15.0,117,36.7,2498
"New Milford School District","=""0960011""",06,336,320,95.2,319,91,28.5,92,28.8,83,26.0,53,16.6,136,42.6,2522
"New Milford School District","=""0960011""",07,362,332,91.7,324,85,26.2,122,37.7,68,21.0,49,15.1,117,36.1,2537
"New Milford School District","=""0960011""",08,317,284,89.6,283,85,30.0,109,38.5,58,20.5,31,11.0,89,31.4,2545
"New Milford School District","=""0960011""",11,304,256,84.2,253,67,26.5,82,32.4,71,28.1,33,13.0,104,41.1,2601
"Newington School District","=""0940011""",03,303,303,100.0,303,32,10.6,57,18.8,128,42.2,86,28.4,214,70.6,2465
"Newington School District","=""0940011""",04,307,304,99.0,304,38,12.5,116,38.2,90,29.6,60,19.7,150,49.3,2487
"Newington School District","=""0940011""",05,319,318,99.7,318,76,23.9,108,34.0,67,21.1,67,21.1,134,42.1,2514
"Newington School District","=""0940011""",06,324,324,100.0,324,43,13.3,106,32.7,97,29.9,78,24.1,175,54.0,2553
"Newington School District","=""0940011""",07,326,322,98.8,322,62,19.3,104,32.3,86,26.7,70,21.7,156,48.4,2562
"Newington School District","=""0940011""",08,326,324,99.4,324,88,27.2,102,31.5,73,22.5,61,18.8,134,41.4,2562
"Newington School District","=""0940011""",11,296,267,90.2,262,106,40.5,81,30.9,68,26.0,7,2.7,75,28.6,2564
"Newtown School District","=""0970011""",03,298,297,99.7,297,29,9.8,68,22.9,123,41.4,77,25.9,200,67.3,2458
"Newtown School District","=""0970011""",04,331,329,99.4,329,26,7.9,118,35.9,111,33.7,74,22.5,185,56.2,2497
"Newtown School District","=""0970011""",05,339,336,99.1,335,59,17.6,107,31.9,96,28.7,73,21.8,169,50.4,2524
"Newtown School District","=""0970011""",06,389,387,99.5,387,24,6.2,91,23.5,129,33.3,143,37.0,272,70.3,2587
"Newtown School District","=""0970011""",07,412,407,98.8,407,26,6.4,93,22.9,123,30.2,165,40.5,288,70.8,2610
"Newtown School District","=""0970011""",08,412,395,95.9,395,67,17.0,108,27.3,108,27.3,112,28.4,220,55.7,2593
"Newtown School District","=""0970011""",11,416,285,68.5,285,100,35.1,67,23.5,74,26.0,44,15.4,118,41.4,2590
"Norfolk School District","=""0980011""",03,17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Norfolk School District","=""0980011""",04,12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Norfolk School District","=""0980011""",05,20,20,100.0,20,"*","*",9,45.0,"*","*",0,0.0,"*","*",2479
"Norfolk School District","=""0980011""",06,14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""",03,145,136,93.8,136,27,19.9,31,22.8,51,37.5,27,19.9,78,57.4,2444
"North Branford School District","=""0990011""",04,145,142,97.9,142,26,18.3,50,35.2,55,38.7,11,7.7,66,46.5,2473
"North Branford School District","=""0990011""",05,144,142,98.6,142,32,22.5,52,36.6,30,21.1,28,19.7,58,40.8,2512
"North Branford School District","=""0990011""",06,180,166,92.2,165,43,26.1,60,36.4,36,21.8,26,15.8,62,37.6,2524
"North Branford School District","=""0990011""",07,162,160,98.8,160,51,31.9,58,36.3,32,20.0,19,11.9,51,31.9,2524
"North Branford School District","=""0990011""",08,160,155,96.9,155,79,51.0,52,33.5,11,7.1,13,8.4,24,15.5,2501
"North Branford School District","=""0990011""",11,141,139,98.6,139,67,48.2,37,26.6,28,20.1,7,5.0,35,25.2,2546
"North Canaan School District","=""1000011""",03,21,20,95.2,20,"*","*",8,40.0,"*","*",0,0.0,"*","*",2405
"North Canaan School District","=""1000011""",04,24,23,95.8,23,"*","*",11,47.8,"*","*",0,0.0,"*","*",2451
"North Canaan School District","=""1000011""",05,31,30,96.8,30,10,33.3,"*","*",11,36.7,"*","*","*","*",2508
"North Canaan School District","=""1000011""",06,28,26,92.9,26,"*","*",8,30.8,9,34.6,"*","*","*","*",2554
"North Canaan School District","=""1000011""",07,18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""",08,39,37,94.9,37,14,37.8,8,21.6,9,24.3,6,16.2,15,40.5,2547
"North Haven School District","=""1010011""",03,220,"*","*","*",34,16.0,"*","*",80,37.7,"*","*","*","*","*"
"North Haven School District","=""1010011""",04,231,230,99.6,230,"*","*",85,37.0,80,34.8,"*","*","*","*",2483
"North Haven School District","=""1010011""",05,265,258,97.4,258,84,32.6,73,28.3,62,24.0,39,15.1,101,39.1,2496
"North Haven School District","=""1010011""",06,238,224,94.1,224,65,29.0,108,48.2,"*","*","*","*","*","*",2506
"North Haven School District","=""1010011""",07,274,252,92.0,252,65,25.8,106,42.1,48,19.0,33,13.1,81,32.1,2532
"North Haven School District","=""1010011""",08,256,249,97.3,249,59,23.7,88,35.3,58,23.3,44,17.7,102,41.0,2565
"North Haven School District","=""1010011""",11,260,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""",03,51,51,100.0,51,"*","*","*","*",15,29.4,32,62.7,47,92.2,2514
"North Stonington School District","=""1020011""",04,62,62,100.0,62,"*","*","*","*",22,35.5,35,56.5,57,91.9,2547
"North Stonington School District","=""1020011""",05,60,60,100.0,60,10,16.7,18,30.0,13,21.7,19,31.7,32,53.3,2536
"North Stonington School District","=""1020011""",06,62,60,96.8,60,13,21.7,25,41.7,16,26.7,6,10.0,22,36.7,2524
"North Stonington School District","=""1020011""",07,54,52,96.3,52,9,17.3,19,36.5,13,25.0,11,21.2,24,46.2,2559
"North Stonington School District","=""1020011""",08,48,48,100.0,48,18,37.5,19,39.6,"*","*","*","*",11,22.9,2528
"North Stonington School District","=""1020011""",11,44,41,93.2,41,13,31.7,"*","*",14,34.1,"*","*","*","*",2581
"Norwalk School District","=""1030011""",03,888,880,99.1,880,240,27.3,289,32.8,234,26.6,117,13.3,351,39.9,2420
"Norwalk School District","=""1030011""",04,820,817,99.6,817,196,24.0,292,35.7,224,27.4,105,12.9,329,40.3,2465
"Norwalk School District","=""1030011""",05,883,874,99.0,874,329,37.6,280,32.0,151,17.3,114,13.0,265,30.3,2482
"Norwalk School District","=""1030011""",06,834,827,99.2,826,363,43.9,262,31.7,132,16.0,69,8.4,201,24.3,2486
"Norwalk School District","=""1030011""",07,784,770,98.2,770,371,48.2,216,28.1,120,15.6,63,8.2,183,23.8,2490
"Norwalk School District","=""1030011""",08,738,726,98.4,726,351,48.3,200,27.5,115,15.8,60,8.3,175,24.1,2512
"Norwalk School District","=""1030011""",11,792,745,94.1,740,500,67.6,129,17.4,79,10.7,32,4.3,111,15.0,2492
"Norwich Free Academy District","=""9010022""",11,549,494,90.0,490,251,51.2,122,24.9,81,16.5,36,7.3,117,23.9,2544
"Norwich School District","=""1040011""",03,368,366,99.5,366,181,49.5,109,29.8,62,16.9,14,3.8,76,20.8,2375
"Norwich School District","=""1040011""",04,372,366,98.4,365,"*","*",135,37.0,54,14.8,"*","*","*","*",2424
"Norwich School District","=""1040011""",05,349,346,99.1,345,201,58.3,100,29.0,"*","*","*","*","*","*",2442
"Norwich School District","=""1040011""",06,383,373,97.4,373,202,54.2,121,32.4,32,8.6,18,4.8,50,13.4,2455
"Norwich School District","=""1040011""",07,375,366,97.6,364,187,51.4,123,33.8,34,9.3,20,5.5,54,14.8,2478
"Norwich School District","=""1040011""",08,391,385,98.5,385,225,58.4,"*","*",47,12.2,"*","*","*","*",2491
"Norwich School District","=""1040011""",11,13,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Odyssey Community School District","=""2630013""",03,37,37,100.0,37,"*","*",12,32.4,13,35.1,"*","*","*","*",2417
"Odyssey Community School District","=""2630013""",04,35,34,97.1,34,"*","*",11,32.4,13,38.2,"*","*","*","*",2491
"Odyssey Community School District","=""2630013""",05,37,37,100.0,37,15,40.5,15,40.5,"*","*","*","*",7,18.9,2477
"Odyssey Community School District","=""2630013""",06,33,32,97.0,32,"*","*",16,50.0,6,18.8,"*","*","*","*",2494
"Odyssey Community School District","=""2630013""",07,36,36,100.0,36,8,22.2,15,41.7,"*","*","*","*",13,36.1,2553
"Odyssey Community School District","=""2630013""",08,36,34,94.4,34,10,29.4,10,29.4,8,23.5,6,17.6,14,41.2,2557
"Old Saybrook School District","=""1060011""",03,98,97,99.0,96,17,17.7,30,31.3,31,32.3,18,18.8,49,51.0,2442
"Old Saybrook School District","=""1060011""",04,88,88,100.0,87,"*","*","*","*",35,40.2,26,29.9,61,70.1,2514
