"Smarter Balanced Growth Report, 2015-16"
"All Districts, High Needs (F, R, ELL or SWD)"

"",,,,,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""1030011""","Norwalk School District","=""1035211""","Nathan Hale Middle School",7,"ELA","Non-High Needs",97,2574,2603,29,"42.3%","62.8%"
"=""1030011""","Norwalk School District","=""1035211""","Nathan Hale Middle School",7,"Math","High Needs",107,2469,2490,20,"30.8%","54.0%"
"=""1030011""","Norwalk School District","=""1035211""","Nathan Hale Middle School",7,"Math","Non-High Needs",97,2551,2577,26,"51.5%","69.3%"
"=""1030011""","Norwalk School District","=""1035211""","Nathan Hale Middle School",8,"ELA","High Needs",93,2498,2518,19,"33.3%","50.9%"
"=""1030011""","Norwalk School District","=""1035211""","Nathan Hale Middle School",8,"ELA","Non-High Needs",90,2567,2595,29,"45.6%","62.0%"
"=""1030011""","Norwalk School District","=""1035211""","Nathan Hale Middle School",8,"Math","High Needs",100,2461,2474,13,"35.0%","50.8%"
"=""1030011""","Norwalk School District","=""1035211""","Nathan Hale Middle School",8,"Math","Non-High Needs",90,2541,2565,23,"41.1%","57.9%"
"=""1030011""","Norwalk School District","=""1035311""","Ponus Ridge Middle School",6,"ELA","High Needs",128,2457,2483,26,"32.8%","54.3%"
"=""1030011""","Norwalk School District","=""1035311""","Ponus Ridge Middle School",6,"ELA","Non-High Needs",62,2499,2527,27,"30.6%","59.4%"
"=""1030011""","Norwalk School District","=""1035311""","Ponus Ridge Middle School",6,"Math","High Needs",131,2449,2440,-9,"14.5%","28.1%"
"=""1030011""","Norwalk School District","=""1035311""","Ponus Ridge Middle School",6,"Math","Non-High Needs",62,2491,2496,6,"25.8%","38.9%"
"=""1030011""","Norwalk School District","=""1035311""","Ponus Ridge Middle School",7,"ELA","High Needs",153,2491,2526,35,"34.6%","58.3%"
"=""1030011""","Norwalk School District","=""1035311""","Ponus Ridge Middle School",7,"ELA","Non-High Needs",59,2562,2601,39,"52.5%","74.3%"
"=""1030011""","Norwalk School District","=""1035311""","Ponus Ridge Middle School",7,"Math","High Needs",155,2452,2478,25,"39.4%","57.9%"
"=""1030011""","Norwalk School District","=""1035311""","Ponus Ridge Middle School",7,"Math","Non-High Needs",58,2534,2555,21,"43.1%","59.9%"
"=""1030011""","Norwalk School District","=""1035311""","Ponus Ridge Middle School",8,"ELA","High Needs",145,2506,2514,9,"19.3%","39.0%"
"=""1030011""","Norwalk School District","=""1035311""","Ponus Ridge Middle School",8,"ELA","Non-High Needs",61,2565,2584,20,"37.7%","54.0%"
"=""1030011""","Norwalk School District","=""1035311""","Ponus Ridge Middle School",8,"Math","High Needs",151,2450,2469,19,"31.8%","52.5%"
"=""1030011""","Norwalk School District","=""1035311""","Ponus Ridge Middle School",8,"Math","Non-High Needs",61,2541,2546,5,"34.4%","48.5%"
"=""1030011""","Norwalk School District","=""1035511""","Roton Middle School",6,"ELA","High Needs",70,2473,2499,26,"27.1%","52.7%"
"=""1030011""","Norwalk School District","=""1035511""","Roton Middle School",6,"ELA","Non-High Needs",69,2587,2598,12,"39.1%","52.7%"
"=""1030011""","Norwalk School District","=""1035511""","Roton Middle School",6,"Math","High Needs",72,2460,2466,6,"26.4%","43.3%"
"=""1030011""","Norwalk School District","=""1035511""","Roton Middle School",6,"Math","Non-High Needs",69,2554,2573,19,"34.8%","54.8%"
"=""1030011""","Norwalk School District","=""1035511""","Roton Middle School",7,"ELA","High Needs",93,2493,2515,22,"32.3%","49.4%"
"=""1030011""","Norwalk School District","=""1035511""","Roton Middle School",7,"ELA","Non-High Needs",65,2571,2603,33,"50.8%","68.8%"
"=""1030011""","Norwalk School District","=""1035511""","Roton Middle School",7,"Math","High Needs",98,2450,2471,20,"32.7%","55.7%"
"=""1030011""","Norwalk School District","=""1035511""","Roton Middle School",7,"Math","Non-High Needs",65,2558,2585,27,"47.7%","66.2%"
"=""1030011""","Norwalk School District","=""1035511""","Roton Middle School",8,"ELA","High Needs",79,2498,2516,17,"31.6%","51.6%"
"=""1030011""","Norwalk School District","=""1035511""","Roton Middle School",8,"ELA","Non-High Needs",62,2595,2623,28,"56.5%","71.5%"
"=""1030011""","Norwalk School District","=""1035511""","Roton Middle School",8,"Math","High Needs",81,2460,2473,14,"34.6%","47.9%"
"=""1030011""","Norwalk School District","=""1035511""","Roton Middle School",8,"Math","Non-High Needs",62,2570,2596,26,"41.9%","61.6%"
"=""1030011""","Norwalk School District","=""1031311""","Rowayton School",4,"ELA","High Needs",16,"*","*","*","*","*"
"=""1030011""","Norwalk School District","=""1031311""","Rowayton School",4,"ELA","Non-High Needs",33,2497,2559,62,"72.7%","87.4%"
"=""1030011""","Norwalk School District","=""1031311""","Rowayton School",4,"Math","High Needs",16,"*","*","*","*","*"
"=""1030011""","Norwalk School District","=""1031311""","Rowayton School",4,"Math","Non-High Needs",33,2495,2564,69,"81.8%","98.6%"
"=""1030011""","Norwalk School District","=""1031311""","Rowayton School",5,"ELA","High Needs",24,2452,2507,55,"29.2%","69.8%"
"=""1030011""","Norwalk School District","=""1031311""","Rowayton School",5,"ELA","Non-High Needs",42,2545,2596,51,"54.8%","83.9%"
"=""1030011""","Norwalk School District","=""1031311""","Rowayton School",5,"Math","High Needs",25,2432,2482,49,"56.0%","83.0%"
"=""1030011""","Norwalk School District","=""1031311""","Rowayton School",5,"Math","Non-High Needs",42,2518,2581,63,"78.6%","95.1%"
"=""1030011""","Norwalk School District","=""1032311""","Silvermine Elementary School",4,"ELA","High Needs",58,2382,2428,46,"27.6%","53.9%"
"=""1030011""","Norwalk School District","=""1032311""","Silvermine Elementary School",4,"ELA","Non-High Needs",18,"*","*","*","*","*"
"=""1030011""","Norwalk School District","=""1032311""","Silvermine Elementary School",4,"Math","High Needs",60,2406,2440,34,"26.7%","56.3%"
"=""1030011""","Norwalk School District","=""1032311""","Silvermine Elementary School",4,"Math","Non-High Needs",18,"*","*","*","*","*"
"=""1030011""","Norwalk School District","=""1032311""","Silvermine Elementary School",5,"ELA","High Needs",54,2434,2479,46,"25.9%","59.4%"
"=""1030011""","Norwalk School District","=""1032311""","Silvermine Elementary School",5,"ELA","Non-High Needs",14,"*","*","*","*","*"
"=""1030011""","Norwalk School District","=""1032311""","Silvermine Elementary School",5,"Math","High Needs",58,2443,2466,23,"34.5%","56.4%"
"=""1030011""","Norwalk School District","=""1032311""","Silvermine Elementary School",5,"Math","Non-High Needs",14,"*","*","*","*","*"
"=""1030011""","Norwalk School District","=""1031411""","Tracey School",4,"ELA","High Needs",40,2380,2435,55,"32.5%","64.4%"
"=""1030011""","Norwalk School District","=""1031411""","Tracey School",4,"ELA","Non-High Needs",14,"*","*","*","*","*"
"=""1030011""","Norwalk School District","=""1031411""","Tracey School",4,"Math","High Needs",40,2409,2451,42,"42.5%","68.0%"
"=""1030011""","Norwalk School District","=""1031411""","Tracey School",4,"Math","Non-High Needs",14,"*","*","*","*","*"
"=""1030011""","Norwalk School District","=""1031411""","Tracey School",5,"ELA","High Needs",35,2439,2471,32,"22.9%","46.8%"
"=""1030011""","Norwalk School District","=""1031411""","Tracey School",5,"ELA","Non-High Needs",22,2522,2551,30,"40.9%","69.3%"
"=""1030011""","Norwalk School District","=""1031411""","Tracey School",5,"Math","High Needs",35,2423,2437,13,"28.6%","47.1%"
"=""1030011""","Norwalk School District","=""1031411""","Tracey School",5,"Math","Non-High Needs",22,2503,2534,30,"40.9%","65.1%"
"=""1030011""","Norwalk School District","=""1035411""","West Rocks Middle School",6,"ELA","High Needs",142,2479,2485,6,"26.8%","42.5%"
"=""1030011""","Norwalk School District","=""1035411""","West Rocks Middle School",6,"ELA","Non-High Needs",89,2550,2551,1,"24.7%","38.0%"
"=""1030011""","Norwalk School District","=""1035411""","West Rocks Middle School",6,"Math","High Needs",143,2450,2456,6,"23.1%","41.2%"
"=""1030011""","Norwalk School District","=""1035411""","West Rocks Middle School",6,"Math","Non-High Needs",89,2521,2539,18,"33.7%","55.0%"
"=""1030011""","Norwalk School District","=""1035411""","West Rocks Middle School",7,"ELA","High Needs",131,2462,2503,41,"41.2%","63.1%"
"=""1030011""","Norwalk School District","=""1035411""","West Rocks Middle School",7,"ELA","Non-High Needs",70,2552,2598,46,"52.9%","69.6%"
"=""1030011""","Norwalk School District","=""1035411""","West Rocks Middle School",7,"Math","High Needs",130,2433,2480,47,"53.8%","72.9%"
"=""1030011""","Norwalk School District","=""1035411""","West Rocks Middle School",7,"Math","Non-High Needs",70,2529,2580,51,"65.7%","84.1%"
"=""1030011""","Norwalk School District","=""1035411""","West Rocks Middle School",8,"ELA","High Needs",111,2485,2509,24,"27.9%","52.7%"
"=""1030011""","Norwalk School District","=""1035411""","West Rocks Middle School",8,"ELA","Non-High Needs",77,2580,2606,26,"40.3%","56.8%"
"=""1030011""","Norwalk School District","=""1035411""","West Rocks Middle School",8,"Math","High Needs",117,2447,2467,20,"32.5%","49.3%"
"=""1030011""","Norwalk School District","=""1035411""","West Rocks Middle School",8,"Math","Non-High Needs",77,2541,2563,23,"41.6%","59.4%"
"=""1030011""","Norwalk School District","=""1032411""","Wolfpit School",4,"ELA","High Needs",20,2370,2444,74,"55.0%","76.4%"
"=""1030011""","Norwalk School District","=""1032411""","Wolfpit School",4,"ELA","Non-High Needs",25,2476,2535,59,"56.0%","80.7%"
"=""1030011""","Norwalk School District","=""1032411""","Wolfpit School",4,"Math","High Needs",20,2370,2428,58,"45.0%","68.7%"
"=""1030011""","Norwalk School District","=""1032411""","Wolfpit School",4,"Math","Non-High Needs",25,2438,2504,66,"52.0%","85.9%"
"=""1030011""","Norwalk School District","=""1032411""","Wolfpit School",5,"ELA","High Needs",25,2445,2484,40,"16.0%","60.7%"
"=""1030011""","Norwalk School District","=""1032411""","Wolfpit School",5,"ELA","Non-High Needs",16,"*","*","*","*","*"
"=""1030011""","Norwalk School District","=""1032411""","Wolfpit School",5,"Math","High Needs",27,2441,2457,17,"33.3%","55.7%"
"=""1030011""","Norwalk School District","=""1032411""","Wolfpit School",5,"Math","Non-High Needs",16,"*","*","*","*","*"
"=""1040011""","Norwich School District","=""1040711""","IRS Program at Uncas",4,"ELA","High Needs","*","*","*","*","*","*"
"=""1040011""","Norwich School District","=""1040711""","IRS Program at Uncas",4,"Math","High Needs","*","*","*","*","*","*"
"=""1040011""","Norwich School District","=""1040711""","IRS Program at Uncas",5,"ELA","High Needs","*","*","*","*","*","*"
"=""1040011""","Norwich School District","=""1040711""","IRS Program at Uncas",5,"Math","High Needs","*","*","*","*","*","*"
"=""1040011""","Norwich School District","=""1041411""","John B. Stanton Network School",4,"ELA","High Needs","*",2352,2429,78,"52.5%","77.1%"
"=""1040011""","Norwich School District","=""1041411""","John B. Stanton Network School",4,"ELA","Non-High Needs","*","*","*","*","*","*"
"=""1040011""","Norwich School District","=""1041411""","John B. Stanton Network School",4,"Math","High Needs","*",2379,2430,52,"32.6%","71.2%"
"=""1040011""","Norwich School District","=""1041411""","John B. Stanton Network School",4,"Math","Non-High Needs","*","*","*","*","*","*"
"=""1040011""","Norwich School District","=""1041411""","John B. Stanton Network School",5,"ELA","High Needs","*",2420,2457,37,"31.4%","56.9%"
"=""1040011""","Norwich School District","=""1041411""","John B. Stanton Network School",5,"ELA","Non-High Needs","*","*","*","*","*","*"
"=""1040011""","Norwich School District","=""1041411""","John B. Stanton Network School",5,"Math","High Needs","*",2423,2449,25,"31.5%","53.5%"
"=""1040011""","Norwich School District","=""1041411""","John B. Stanton Network School",5,"Math","Non-High Needs","*","*","*","*","*","*"
"=""1040011""","Norwich School District","=""1045111""","Kelly Middle School",7,"ELA","High Needs",272,2465,2500,35,"36.8%","60.1%"
"=""1040011""","Norwich School District","=""1045111""","Kelly Middle School",7,"ELA","Non-High Needs",56,2521,2544,22,"39.3%","57.2%"
"=""1040011""","Norwich School District","=""1045111""","Kelly Middle School",7,"Math","High Needs",278,2449,2472,23,"38.1%","57.6%"
"=""1040011""","Norwich School District","=""1045111""","Kelly Middle School",7,"Math","Non-High Needs",55,2513,2535,22,"38.2%","61.1%"
"=""1040011""","Norwich School District","=""1045111""","Kelly Middle School",8,"ELA","High Needs",268,2490,2514,24,"34.0%","52.5%"
"=""1040011""","Norwich School District","=""1045111""","Kelly Middle School",8,"ELA","Non-High Needs",74,2529,2560,31,"35.1%","55.5%"
"=""1040011""","Norwich School District","=""1045111""","Kelly Middle School",8,"Math","High Needs",266,2470,2489,19,"34.2%","50.7%"
"=""1040011""","Norwich School District","=""1045111""","Kelly Middle School",8,"Math","Non-High Needs",72,2511,2527,16,"31.9%","51.1%"
"=""1040011""","Norwich School District","=""1042011""","Moriarty Magnet School",4,"ELA","High Needs",49,2383,2432,50,"32.7%","62.4%"
"=""1040011""","Norwich School District","=""1042011""","Moriarty Magnet School",4,"ELA","Non-High Needs",15,"*","*","*","*","*"
"=""1040011""","Norwich School District","=""1042011""","Moriarty Magnet School",4,"Math","High Needs",49,2386,2428,42,"36.7%","61.4%"
"=""1040011""","Norwich School District","=""1042011""","Moriarty Magnet School",4,"Math","Non-High Needs",15,"*","*","*","*","*"
"=""1040011""","Norwich School District","=""1042011""","Moriarty Magnet School",5,"ELA","High Needs",52,2400,2468,68,"44.2%","73.1%"
"=""1040011""","Norwich School District","=""1042011""","Moriarty Magnet School",5,"ELA","Non-High Needs",9,"*","*","*","*","*"
"=""1040011""","Norwich School District","=""1042011""","Moriarty Magnet School",5,"Math","High Needs",52,2408,2432,24,"32.7%","55.8%"
"=""1040011""","Norwich School District","=""1042011""","Moriarty Magnet School",5,"Math","Non-High Needs",9,"*","*","*","*","*"
"=""1040011""","Norwich School District","=""1040811""","Samuel Huntington School",4,"ELA","High Needs",38,2360,2432,73,"50.0%","76.8%"
"=""1040011""","Norwich School District","=""1040811""","Samuel Huntington School",4,"ELA","Non-High Needs",20,2409,2496,88,"55.0%","89.0%"
"=""1040011""","Norwich School District","=""1040811""","Samuel Huntington School",4,"Math","High Needs",38,2377,2448,72,"55.3%","79.1%"
"=""1040011""","Norwich School District","=""1040811""","Samuel Huntington School",4,"Math","Non-High Needs",20,2425,2497,71,"60.0%","89.3%"
"=""1040011""","Norwich School District","=""1040811""","Samuel Huntington School",5,"ELA","High Needs",23,2417,2488,72,"47.8%","75.5%"
"=""1040011""","Norwich School District","=""1040811""","Samuel Huntington School",5,"ELA","Non-High Needs",24,2477,2552,76,"66.7%","86.3%"
"=""1040011""","Norwich School District","=""1040811""","Samuel Huntington School",5,"Math","High Needs",24,2414,2441,27,"37.5%","66.7%"
"=""1040011""","Norwich School District","=""1040811""","Samuel Huntington School",5,"Math","Non-High Needs",24,2469,2521,53,"50.0%","86.8%"
"=""1040011""","Norwich School District","=""1045211""","Teachers' Memorial Middle School",6,"ELA","High Needs",233,2441,2466,24,"28.3%","50.7%"
"=""1040011""","Norwich School District","=""1045211""","Teachers' Memorial Middle School",6,"ELA","Non-High Needs",70,2510,2547,37,"44.3%","63.8%"
"=""1040011""","Norwich School District","=""1045211""","Teachers' Memorial Middle School",6,"Math","High Needs",234,2431,2448,17,"34.2%","53.3%"
"=""1040011""","Norwich School District","=""1045211""","Teachers' Memorial Middle School",6,"Math","Non-High Needs",70,2491,2526,35,"50.0%","67.4%"
"=""1040011""","Norwich School District","=""1041711""","Thomas W. Mahan School",4,"ELA","High Needs",37,2359,2437,78,"56.8%","75.1%"
"=""1040011""","Norwich School District","=""1041711""","Thomas W. Mahan School",4,"ELA","Non-High Needs",9,"*","*","*","*","*"
"=""1040011""","Norwich School District","=""1041711""","Thomas W. Mahan School",4,"Math","High Needs",41,2349,2432,83,"65.9%","93.8%"
"=""1040011""","Norwich School District","=""1041711""","Thomas W. Mahan School",4,"Math","Non-High Needs",9,"*","*","*","*","*"
"=""1040011""","Norwich School District","=""1041711""","Thomas W. Mahan School",5,"ELA","High Needs",24,2434,2507,74,"58.3%","82.1%"
"=""1040011""","Norwich School District","=""1041711""","Thomas W. Mahan School",5,"ELA","Non-High Needs",10,"*","*","*","*","*"
"=""1040011""","Norwich School District","=""1041711""","Thomas W. Mahan School",5,"Math","High Needs",25,2426,2513,87,"88.0%","100.0%"
"=""1040011""","Norwich School District","=""1041711""","Thomas W. Mahan School",5,"Math","Non-High Needs",10,"*","*","*","*","*"
"=""1040011""","Norwich School District","=""1041911""","Uncas Network School",4,"ELA","High Needs","*",2353,2377,24,"21.7%","44.0%"
"=""1040011""","Norwich School District","=""1041911""","Uncas Network School",4,"ELA","Non-High Needs","*","*","*","*","*","*"
"=""1040011""","Norwich School District","=""1041911""","Uncas Network School",4,"Math","High Needs","*",2330,2389,59,"47.8%","76.7%"
"=""1040011""","Norwich School District","=""1041911""","Uncas Network School",4,"Math","Non-High Needs","*","*","*","*","*","*"
"=""1040011""","Norwich School District","=""1041911""","Uncas Network School",5,"ELA","High Needs","*",2379,2398,19,"19.4%","40.0%"
"=""1040011""","Norwich School District","=""1041911""","Uncas Network School",5,"ELA","Non-High Needs","*","*","*","*","*","*"
"=""1040011""","Norwich School District","=""1041911""","Uncas Network School",5,"Math","High Needs","*",2392,2399,8,"19.4%","39.1%"
"=""1040011""","Norwich School District","=""1041911""","Uncas Network School",5,"Math","Non-High Needs","*","*","*","*","*","*"
"=""1040011""","Norwich School District","=""1041811""","Veterans' Memorial School",4,"ELA","High Needs","*",2366,2401,35,"23.7%","50.5%"
"=""1040011""","Norwich School District","=""1041811""","Veterans' Memorial School",4,"ELA","Non-High Needs","*","*","*","*","*","*"
"=""1040011""","Norwich School District","=""1041811""","Veterans' Memorial School",4,"Math","High Needs","*",2379,2424,45,"25.6%","60.0%"
"=""1040011""","Norwich School District","=""1041811""","Veterans' Memorial School",4,"Math","Non-High Needs","*","*","*","*","*","*"
"=""1040011""","Norwich School District","=""1041811""","Veterans' Memorial School",5,"ELA","High Needs",43,2410,2457,48,"32.6%","58.8%"
"=""1040011""","Norwich School District","=""1041811""","Veterans' Memorial School",5,"ELA","Non-High Needs",7,"*","*","*","*","*"
"=""1040011""","Norwich School District","=""1041811""","Veterans' Memorial School",5,"Math","High Needs",43,2429,2455,26,"27.9%","54.3%"
"=""1040011""","Norwich School District","=""1041811""","Veterans' Memorial School",5,"Math","Non-High Needs",7,"*","*","*","*","*"
"=""1040011""","Norwich School District","=""1041511""","Wequonnoc Magnet School",4,"ELA","High Needs",28,2355,2406,51,"32.1%","59.2%"
"=""1040011""","Norwich School District","=""1041511""","Wequonnoc Magnet School",4,"ELA","Non-High Needs",6,"*","*","*","*","*"
"=""1040011""","Norwich School District","=""1041511""","Wequonnoc Magnet School",4,"Math","High Needs",28,2358,2393,35,"10.7%","47.1%"
"=""1040011""","Norwich School District","=""1041511""","Wequonnoc Magnet School",4,"Math","Non-High Needs",6,"*","*","*","*","*"
"=""1040011""","Norwich School District","=""1041511""","Wequonnoc Magnet School",5,"ELA","High Needs","*",2403,2486,84,"62.5%","81.8%"
"=""1040011""","Norwich School District","=""1041511""","Wequonnoc Magnet School",5,"ELA","Non-High Needs","*","*","*","*","*","*"
"=""1040011""","Norwich School District","=""1041511""","Wequonnoc Magnet School",5,"Math","High Needs","*",2404,2432,29,"34.4%","58.3%"
"=""1040011""","Norwich School District","=""1041511""","Wequonnoc Magnet School",5,"Math","Non-High Needs","*","*","*","*","*","*"
"=""2630013""","Odyssey Community School District","=""2635113""","Odyssey Community School",4,"ELA","High Needs",15,"*","*","*","*","*"
"=""2630013""","Odyssey Community School District","=""2635113""","Odyssey Community School",4,"ELA","Non-High Needs",23,2441,2493,51,"52.2%","72.2%"
"=""2630013""","Odyssey Community School District","=""2635113""","Odyssey Community School",4,"Math","High Needs",15,"*","*","*","*","*"
"=""2630013""","Odyssey Community School District","=""2635113""","Odyssey Community School",4,"Math","Non-High Needs",23,2420,2474,54,"30.4%","77.0%"
"=""2630013""","Odyssey Community School District","=""2635113""","Odyssey Community School",5,"ELA","High Needs",14,"*","*","*","*","*"
"=""2630013""","Odyssey Community School District","=""2635113""","Odyssey Community School",5,"ELA","Non-High Needs",22,2483,2512,29,"31.8%","55.8%"
"=""2630013""","Odyssey Community School District","=""2635113""","Odyssey Community School",5,"Math","High Needs",14,"*","*","*","*","*"
"=""2630013""","Odyssey Community School District","=""2635113""","Odyssey Community School",5,"Math","Non-High Needs",22,2495,2477,-18,"0.0%","14.0%"
"=""2630013""","Odyssey Community School District","=""2635113""","Odyssey Community School",6,"ELA","High Needs",14,"*","*","*","*","*"
"=""2630013""","Odyssey Community School District","=""2635113""","Odyssey Community School",6,"ELA","Non-High Needs",19,"*","*","*","*","*"
"=""2630013""","Odyssey Community School District","=""2635113""","Odyssey Community School",6,"Math","High Needs",14,"*","*","*","*","*"
"=""2630013""","Odyssey Community School District","=""2635113""","Odyssey Community School",6,"Math","Non-High Needs",19,"*","*","*","*","*"
"=""2630013""","Odyssey Community School District","=""2635113""","Odyssey Community School",7,"ELA","High Needs",14,"*","*","*","*","*"
"=""2630013""","Odyssey Community School District","=""2635113""","Odyssey Community School",7,"ELA","Non-High Needs",17,"*","*","*","*","*"
"=""2630013""","Odyssey Community School District","=""2635113""","Odyssey Community School",7,"Math","High Needs",14,"*","*","*","*","*"
"=""2630013""","Odyssey Community School District","=""2635113""","Odyssey Community School",7,"Math","Non-High Needs",17,"*","*","*","*","*"
"=""2630013""","Odyssey Community School District","=""2635113""","Odyssey Community School",8,"ELA","High Needs",10,"*","*","*","*","*"
"=""2630013""","Odyssey Community School District","=""2635113""","Odyssey Community School",8,"ELA","Non-High Needs",27,2592,2593,1,"18.5%","42.1%"
"=""2630013""","Odyssey Community School District","=""2635113""","Odyssey Community School",8,"Math","High Needs",10,"*","*","*","*","*"
"=""2630013""","Odyssey Community School District","=""2635113""","Odyssey Community School",8,"Math","Non-High Needs",27,2561,2555,-5,"25.9%","40.4%"
"=""1060011""","Old Saybrook School District","=""1065211""","Old Saybrook Middle School",4,"ELA","High Needs",30,2407,2455,48,"36.7%","66.3%"
"=""1060011""","Old Saybrook School District","=""1065211""","Old Saybrook Middle School",4,"ELA","Non-High Needs",69,2475,2522,47,"40.6%","70.1%"
"=""1060011""","Old Saybrook School District","=""1065211""","Old Saybrook Middle School",4,"Math","High Needs",29,2401,2488,88,"79.3%","100.0%"
"=""1060011""","Old Saybrook School District","=""1065211""","Old Saybrook Middle School",4,"Math","Non-High Needs",69,2457,2536,79,"71.0%","99.3%"
"=""1060011""","Old Saybrook School District","=""1065211""","Old Saybrook Middle School",5,"ELA","High Needs",20,2444,2485,40,"30.0%","61.3%"
"=""1060011""","Old Saybrook School District","=""1065211""","Old Saybrook Middle School",5,"ELA","Non-High Needs",63,2535,2570,35,"46.0%","61.5%"
"=""1060011""","Old Saybrook School District","=""1065211""","Old Saybrook Middle School",5,"Math","High Needs",21,2451,2489,39,"42.9%","69.6%"
"=""1060011""","Old Saybrook School District","=""1065211""","Old Saybrook Middle School",5,"Math","Non-High Needs",66,2532,2575,42,"57.6%","83.9%"
"=""1060011""","Old Saybrook School District","=""1065211""","Old Saybrook Middle School",6,"ELA","High Needs",26,2469,2498,29,"38.5%","51.7%"
"=""1060011""","Old Saybrook School District","=""1065211""","Old Saybrook Middle School",6,"ELA","Non-High Needs",72,2553,2581,28,"50.0%","68.0%"
"=""1060011""","Old Saybrook School District","=""1065211""","Old Saybrook Middle School",6,"Math","High Needs",26,2469,2468,-1,"19.2%","39.0%"
"=""1060011""","Old Saybrook School District","=""1065211""","Old Saybrook Middle School",6,"Math","Non-High Needs",72,2531,2548,17,"30.6%","50.4%"
"=""1060011""","Old Saybrook School District","=""1065211""","Old Saybrook Middle School",7,"ELA","High Needs",32,2532,2549,17,"40.6%","55.0%"
"=""1060011""","Old Saybrook School District","=""1065211""","Old Saybrook Middle School",7,"ELA","Non-High Needs",71,2597,2615,18,"39.4%","57.5%"
"=""1060011""","Old Saybrook School District","=""1065211""","Old Saybrook Middle School",7,"Math","High Needs",32,2482,2533,51,"56.3%","72.3%"
"=""1060011""","Old Saybrook School District","=""1065211""","Old Saybrook Middle School",7,"Math","Non-High Needs",72,2550,2603,53,"69.4%","93.9%"
"=""1060011""","Old Saybrook School District","=""1065211""","Old Saybrook Middle School",8,"ELA","High Needs",32,2538,2581,43,"53.1%","74.3%"
"=""1060011""","Old Saybrook School District","=""1065211""","Old Saybrook Middle School",8,"ELA","Non-High Needs",85,2596,2634,38,"58.8%","74.8%"
"=""1060011""","Old Saybrook School District","=""1065211""","Old Saybrook Middle School",8,"Math","High Needs",31,2520,2515,-5,"22.6%","41.0%"
"=""1060011""","Old Saybrook School District","=""1065211""","Old Saybrook Middle School",8,"Math","Non-High Needs",84,2587,2594,7,"31.0%","43.9%"
"=""1070011""","Orange School District","=""1070511""","Peck Place School",4,"ELA","High Needs",6,"*","*","*","*","*"
"=""1070011""","Orange School District","=""1070511""","Peck Place School",4,"ELA","Non-High Needs",54,2477,2539,63,"61.1%","82.0%"
"=""1070011""","Orange School District","=""1070511""","Peck Place School",4,"Math","High Needs",6,"*","*","*","*","*"
"=""1070011""","Orange School District","=""1070511""","Peck Place School",4,"Math","Non-High Needs",54,2470,2515,45,"37.0%","71.0%"
"=""1070011""","Orange School District","=""1070511""","Peck Place School",5,"ELA","High Needs","*","*","*","*","*","*"
"=""1070011""","Orange School District","=""1070511""","Peck Place School",5,"ELA","Non-High Needs","*",2546,2599,53,"63.6%","84.5%"
"=""1070011""","Orange School District","=""1070511""","Peck Place School",5,"Math","High Needs","*","*","*","*","*","*"
"=""1070011""","Orange School District","=""1070511""","Peck Place School",5,"Math","Non-High Needs","*",2528,2568,39,"51.8%","75.0%"
"=""1070011""","Orange School District","=""1070511""","Peck Place School",6,"ELA","High Needs",6,"*","*","*","*","*"
"=""1070011""","Orange School District","=""1070511""","Peck Place School",6,"ELA","Non-High Needs",65,2574,2605,31,"49.2%","62.3%"
"=""1070011""","Orange School District","=""1070511""","Peck Place School",6,"Math","High Needs",6,"*","*","*","*","*"
"=""1070011""","Orange School District","=""1070511""","Peck Place School",6,"Math","Non-High Needs",65,2562,2585,22,"41.5%","62.9%"
"=""1070011""","Orange School District","=""1070311""","Race Brook School",4,"ELA","High Needs",6,"*","*","*","*","*"
"=""1070011""","Orange School District","=""1070311""","Race Brook School",4,"ELA","Non-High Needs",42,2461,2530,68,"57.1%","87.8%"
"=""1070011""","Orange School District","=""1070311""","Race Brook School",4,"Math","High Needs",6,"*","*","*","*","*"
"=""1070011""","Orange School District","=""1070311""","Race Brook School",4,"Math","Non-High Needs",42,2460,2515,55,"47.6%","80.0%"
"=""1070011""","Orange School District","=""1070311""","Race Brook School",5,"ELA","High Needs",10,"*","*","*","*","*"
"=""1070011""","Orange School District","=""1070311""","Race Brook School",5,"ELA","Non-High Needs",48,2506,2551,44,"43.8%","63.9%"
"=""1070011""","Orange School District","=""1070311""","Race Brook School",5,"Math","High Needs",11,"*","*","*","*","*"
"=""1070011""","Orange School District","=""1070311""","Race Brook School",5,"Math","Non-High Needs",48,2505,2536,31,"45.8%","68.8%"
"=""1070011""","Orange School District","=""1070311""","Race Brook School",6,"ELA","High Needs",8,"*","*","*","*","*"
"=""1070011""","Orange School District","=""1070311""","Race Brook School",6,"ELA","Non-High Needs",67,2578,2612,34,"55.2%","71.9%"
"=""1070011""","Orange School District","=""1070311""","Race Brook School",6,"Math","High Needs",9,"*","*","*","*","*"
"=""1070011""","Orange School District","=""1070311""","Race Brook School",6,"Math","Non-High Needs",68,2558,2607,49,"72.1%","86.7%"
"=""1070011""","Orange School District","=""1070411""","Turkey Hill School",4,"ELA","High Needs",6,"*","*","*","*","*"
"=""1070011""","Orange School District","=""1070411""","Turkey Hill School",4,"ELA","Non-High Needs",44,2483,2552,69,"68.2%","90.4%"
