"Smarter Balanced Growth Report, 2015-16"
"All Districts, All Students"

"",,,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School",6,57,2451,2438,-13,"8.8%","24.0%"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School",7,44,2422,2461,40,"47.7%","67.0%"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School",8,34,2471,2504,33,"52.9%","65.2%"
"=""0930011""","New Haven School District","=""0930311""","Beecher School",4,45,2367,2404,37,"20.0%","52.2%"
"=""0930011""","New Haven School District","=""0930311""","Beecher School",5,42,2379,2428,49,"50.0%","70.4%"
"=""0930011""","New Haven School District","=""0930311""","Beecher School",6,40,2435,2491,56,"55.0%","78.4%"
"=""0930011""","New Haven School District","=""0930311""","Beecher School",7,42,2469,2463,-6,"14.3%","27.2%"
"=""0930011""","New Haven School District","=""0930311""","Beecher School",8,44,2468,2482,13,"31.8%","49.2%"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School",4,51,2383,2440,57,"41.2%","76.6%"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School",5,53,2399,2455,57,"66.0%","88.8%"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School",6,44,2440,2467,27,"27.3%","53.9%"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School",7,39,2483,2485,2,"23.1%","43.3%"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School",8,43,2475,2484,9,"25.6%","38.9%"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School",5,95,2438,2466,28,"36.8%","57.8%"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School",6,108,2462,2514,51,"57.4%","81.2%"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School",7,114,2450,2487,37,"48.2%","68.3%"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School",8,113,2462,2501,40,"53.1%","69.7%"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School",4,45,2376,2446,71,"53.3%","88.5%"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School",5,45,2409,2468,59,"73.3%","92.4%"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School",6,39,2423,2428,5,"28.2%","45.6%"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School",7,41,2465,2469,5,"17.1%","37.4%"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School",8,39,2466,2458,-8,"15.4%","33.6%"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School",4,51,2358,2401,43,"33.3%","62.5%"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School",5,42,2391,2434,43,"52.4%","74.9%"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School",6,33,2418,2443,25,"36.4%","57.4%"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School",7,33,2455,2472,17,"30.3%","52.9%"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School",8,19,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School",4,35,2342,2383,41,"22.9%","60.0%"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School",5,33,2412,2428,16,"18.2%","43.4%"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School",6,33,2398,2428,30,"39.4%","59.4%"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School",7,33,2420,2429,8,"27.3%","41.1%"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School",8,27,2466,2482,15,"25.9%","50.2%"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy",4,43,2350,2422,71,"53.5%","87.8%"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy",5,41,2383,2451,68,"78.0%","96.8%"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy",6,70,2432,2450,18,"32.9%","51.6%"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy",7,52,2437,2473,36,"46.2%","67.7%"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy",8,51,2432,2442,11,"27.5%","42.2%"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School",4,62,2347,2420,72,"53.2%","84.7%"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School",5,61,2382,2438,56,"62.3%","82.2%"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School",6,52,2436,2455,19,"34.6%","54.4%"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School",7,46,2450,2454,4,"26.1%","47.6%"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School",8,40,2457,2474,17,"30.0%","51.3%"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy",4,44,2384,2431,47,"31.8%","66.2%"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy",5,49,2409,2437,29,"28.6%","54.4%"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy",6,36,2442,2452,10,"27.8%","45.6%"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy",7,42,2434,2460,26,"38.1%","60.8%"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy",8,36,2432,2496,63,"66.7%","83.1%"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School",4,69,2383,2449,65,"49.3%","84.1%"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School",5,66,2400,2440,40,"45.5%","71.6%"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School",6,62,2435,2478,43,"58.1%","79.2%"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School",7,61,2442,2487,45,"49.2%","71.9%"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School",8,59,2451,2517,66,"69.5%","81.9%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School",4,51,2397,2448,51,"35.3%","72.0%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School",5,45,2437,2456,19,"35.6%","52.5%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School",6,44,2460,2478,18,"31.8%","53.1%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School",7,39,2485,2507,22,"30.8%","54.1%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School",8,38,2461,2479,18,"34.2%","52.1%"
"=""0930011""","New Haven School District","=""0935611""","Domus Academy",6,"*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0935611""","Domus Academy",7,8,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0935611""","Domus Academy",8,"*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School",4,46,2386,2431,46,"26.1%","65.4%"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School",5,48,2404,2444,40,"50.0%","73.8%"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School",6,39,2439,2477,38,"51.3%","72.1%"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School",7,44,2488,2502,14,"22.7%","48.5%"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School",8,42,2458,2493,35,"42.9%","62.7%"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School",4,50,2410,2447,37,"30.0%","62.5%"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School",5,49,2422,2475,53,"65.3%","84.2%"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School",6,38,2400,2430,30,"39.5%","59.0%"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School",7,41,2478,2493,15,"29.3%","51.9%"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School",8,47,2458,2459,1,"27.7%","39.8%"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School",6,65,2521,2561,40,"58.5%","74.6%"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School",7,94,2535,2554,19,"41.5%","62.3%"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School",8,91,2523,2553,30,"45.1%","64.5%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School",4,69,2319,2379,61,"37.7%","69.3%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School",5,81,2362,2376,14,"30.9%","49.6%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School",6,75,2386,2410,24,"37.3%","56.3%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School",7,83,2407,2428,22,"33.7%","48.9%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School",8,67,2413,2442,29,"41.8%","62.3%"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy",4,49,2372,2407,35,"10.2%","48.8%"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy",5,48,2393,2436,43,"54.2%","76.7%"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy",6,45,2423,2424,1,"17.8%","36.7%"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy",7,48,2451,2488,37,"41.7%","64.0%"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy",8,45,2466,2490,25,"40.0%","53.2%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels",4,45,2395,2439,44,"28.9%","61.3%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels",5,48,2413,2440,27,"39.6%","62.4%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels",6,41,2466,2493,27,"34.1%","64.1%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels",7,45,2475,2503,29,"48.9%","61.2%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels",8,40,2444,2497,53,"62.5%","79.5%"
"=""0930011""","New Haven School District","=""0930811""","John S. Martinez School",4,73,2341,2413,71,"49.3%","85.3%"
"=""0930011""","New Haven School District","=""0930811""","John S. Martinez School",5,53,2367,2411,44,"54.7%","74.1%"
"=""0930011""","New Haven School District","=""0930811""","John S. Martinez School",6,48,2403,2456,53,"52.1%","72.7%"
"=""0930011""","New Haven School District","=""0930811""","John S. Martinez School",7,52,2456,2503,48,"51.9%","74.4%"
"=""0930011""","New Haven School District","=""0930811""","John S. Martinez School",8,52,2441,2518,77,"76.9%","91.2%"
"=""0930011""","New Haven School District","=""0933011""","King/Robinson Magnet School",4,40,2401,2440,39,"27.5%","63.4%"
"=""0930011""","New Haven School District","=""0933011""","King/Robinson Magnet School",5,45,2393,2445,52,"68.9%","88.4%"
"=""0930011""","New Haven School District","=""0933011""","King/Robinson Magnet School",6,47,2431,2442,11,"27.7%","50.4%"
"=""0930011""","New Haven School District","=""0933011""","King/Robinson Magnet School",7,48,2426,2464,38,"47.9%","72.2%"
"=""0930011""","New Haven School District","=""0933011""","King/Robinson Magnet School",8,51,2485,2494,9,"37.3%","51.1%"
"=""0930011""","New Haven School District","=""0932011""","Lincoln-Bassett School",4,39,2346,2435,89,"69.2%","97.5%"
"=""0930011""","New Haven School District","=""0932011""","Lincoln-Bassett School",5,24,2392,2455,63,"66.7%","88.7%"
"=""0930011""","New Haven School District","=""0932011""","Lincoln-Bassett School",6,22,2393,2473,79,"72.7%","96.1%"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School",4,51,2396,2453,58,"43.1%","77.5%"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School",5,41,2452,2487,35,"46.3%","72.1%"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School",6,44,2456,2479,24,"36.4%","53.5%"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School",7,45,2471,2520,49,"62.2%","82.2%"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School",8,43,2469,2501,32,"53.5%","65.4%"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School",4,47,2404,2467,64,"57.4%","80.2%"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School",5,47,2438,2451,13,"21.3%","49.1%"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School",6,51,2493,2519,26,"35.3%","59.6%"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School",7,39,2486,2522,36,"51.3%","70.2%"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School",8,46,2481,2511,30,"45.7%","61.1%"
"=""0930011""","New Haven School District","=""0933511""","Quinnipiac Real World Math STEM School",4,39,2368,2415,48,"33.3%","69.7%"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School",4,66,2373,2398,25,"9.1%","41.7%"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School",5,65,2413,2430,18,"26.2%","46.9%"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School",6,62,2435,2445,10,"29.0%","41.9%"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School",7,63,2464,2466,1,"17.5%","38.2%"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School",8,62,2448,2464,16,"27.4%","44.5%"
"=""0930011""","New Haven School District","=""0932811""","Strong 21st Century Communications Magnet and SCSU Lab School",4,73,2366,2418,53,"32.9%","70.4%"
"=""0930011""","New Haven School District","=""0932911""","Truman School",4,43,2369,2430,61,"44.2%","77.2%"
"=""0930011""","New Haven School District","=""0932911""","Truman School",5,49,2367,2439,72,"71.4%","90.8%"
"=""0930011""","New Haven School District","=""0932911""","Truman School",6,44,2411,2469,58,"52.3%","79.1%"
"=""0930011""","New Haven School District","=""0932911""","Truman School",7,34,2429,2454,26,"29.4%","59.2%"
"=""0930011""","New Haven School District","=""0932911""","Truman School",8,45,2432,2476,44,"51.1%","64.6%"
"=""0930011""","New Haven School District","=""0934911""","West Rock Authors Academy",4,19,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School",4,42,2377,2405,28,"16.7%","49.4%"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School",5,38,2396,2408,12,"21.1%","40.5%"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School",6,24,2404,2409,5,"20.8%","39.4%"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School",7,30,2422,2434,12,"26.7%","43.7%"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School",8,21,2462,2472,10,"28.6%","47.9%"
"=""0930011""","New Haven School District","=""0933811""","Worthington Hooker School",4,32,2484,2515,31,"31.3%","63.5%"
"=""0930011""","New Haven School District","=""0933811""","Worthington Hooker School",5,38,2528,2573,45,"65.8%","83.6%"
"=""0930011""","New Haven School District","=""0933811""","Worthington Hooker School",6,38,2524,2580,56,"78.9%","96.5%"
"=""0930011""","New Haven School District","=""0933811""","Worthington Hooker School",7,37,2537,2583,47,"67.6%","81.6%"
"=""0930011""","New Haven School District","=""0933811""","Worthington Hooker School",8,29,2572,2601,30,"58.6%","71.9%"
"=""0950011""","New London School District","=""0955111""","Bennie Dover Jackson Middle School",5,19,"*","*","*","*","*"
"=""0950011""","New London School District","=""0955111""","Bennie Dover Jackson Middle School",6,187,2448,2457,10,"24.6%","45.5%"
"=""0950011""","New London School District","=""0955111""","Bennie Dover Jackson Middle School",7,167,2454,2483,28,"38.3%","59.3%"
"=""0950011""","New London School District","=""0955111""","Bennie Dover Jackson Middle School",8,147,2472,2473,1,"23.1%","40.1%"
"=""0950011""","New London School District","=""0950311""","Jennings School",4,80,2385,2412,28,"13.8%","45.6%"
"=""0950011""","New London School District","=""0950311""","Jennings School",5,73,2415,2425,10,"19.2%","40.1%"
"=""0950011""","New London School District","=""0950911""","Nathan Hale Arts Magnet School",4,84,2409,2427,18,"15.5%","39.0%"
"=""0950011""","New London School District","=""0950911""","Nathan Hale Arts Magnet School",5,88,2434,2455,21,"27.3%","52.5%"
"=""0950011""","New London School District","=""0950811""","Winthrop STEM Elementary Magnet School",4,82,2402,2443,42,"31.7%","59.4%"
"=""0950011""","New London School District","=""0950811""","Winthrop STEM Elementary Magnet School",5,66,2415,2461,47,"56.1%","78.9%"
"=""0960011""","New Milford School District","=""0960911""","Sarah Noble Intermediate School",4,289,2437,2488,51,"45.0%","73.8%"
"=""0960011""","New Milford School District","=""0960911""","Sarah Noble Intermediate School",5,297,2468,2520,52,"60.6%","82.8%"
"=""0960011""","New Milford School District","=""0965211""","Schaghticoke Middle School",6,296,2497,2519,22,"37.2%","55.9%"
"=""0960011""","New Milford School District","=""0965211""","Schaghticoke Middle School",7,283,2528,2563,35,"50.9%","70.8%"
"=""0960011""","New Milford School District","=""0965211""","Schaghticoke Middle School",8,273,2543,2534,-8,"26.4%","38.4%"
"=""0940011""","Newington School District","=""0940611""","Anna Reynolds School",4,85,2469,2525,55,"55.3%","81.7%"
"=""0940011""","Newington School District","=""0940211""","Elizabeth Green School",4,59,2460,2499,40,"35.6%","66.2%"
"=""0940011""","Newington School District","=""0940811""","John Paterson School",4,77,2461,2502,41,"36.4%","67.6%"
"=""0940011""","Newington School District","=""0945311""","John Wallace Middle School",5,155,2477,2499,22,"34.8%","53.4%"
"=""0940011""","Newington School District","=""0945311""","John Wallace Middle School",6,159,2522,2555,33,"50.3%","69.4%"
"=""0940011""","Newington School District","=""0945311""","John Wallace Middle School",7,165,2553,2555,2,"32.1%","45.2%"
"=""0940011""","Newington School District","=""0945311""","John Wallace Middle School",8,154,2553,2568,15,"40.3%","56.2%"
"=""0940011""","Newington School District","=""0945111""","Martin Kellogg Middle School",5,141,2499,2505,6,"24.8%","42.7%"
"=""0940011""","Newington School District","=""0945111""","Martin Kellogg Middle School",6,146,2505,2537,32,"48.6%","65.2%"
"=""0940011""","Newington School District","=""0945111""","Martin Kellogg Middle School",7,153,2553,2571,18,"34.6%","57.4%"
"=""0940011""","Newington School District","=""0945111""","Martin Kellogg Middle School",8,154,2568,2567,-2,"34.4%","44.2%"
"=""0940011""","Newington School District","=""0940711""","Ruth Chaffee School",4,70,2469,2488,18,"21.4%","42.8%"
"=""0970011""","Newtown School District","=""0970111""","Hawley Elementary School",4,69,2459,2525,66,"59.4%","86.8%"
"=""0970011""","Newtown School District","=""0970411""","Head O'Meadow Elementary School",4,71,2470,2542,71,"69.0%","95.1%"
"=""0970011""","Newtown School District","=""0970311""","Middle Gate Elementary School",4,78,2460,2499,39,"32.1%","60.7%"
"=""0970011""","Newtown School District","=""0975111""","Newtown Middle School",7,369,2589,2618,28,"57.2%","73.6%"
"=""0970011""","Newtown School District","=""0975111""","Newtown Middle School",8,394,2612,2634,22,"49.5%","64.6%"
"=""0970011""","Newtown School District","=""0970511""","Reed Intermediate School",5,323,2497,2552,54,"65.0%","86.9%"
"=""0970011""","Newtown School District","=""0970511""","Reed Intermediate School",6,331,2525,2590,64,"74.3%","90.2%"
"=""0970011""","Newtown School District","=""0970211""","Sandy Hook Elementary School",4,67,2446,2495,49,"43.3%","71.7%"
"=""0980011""","Norfolk School District","=""0980111""","Botelle Elementary School",4,16,"*","*","*","*","*"
"=""0980011""","Norfolk School District","=""0980111""","Botelle Elementary School",5,10,"*","*","*","*","*"
"=""0980011""","Norfolk School District","=""0980111""","Botelle Elementary School",6,18,"*","*","*","*","*"
"=""0990011""","North Branford School District","=""0995111""","North Branford Intermediate School",6,138,2512,2543,31,"45.7%","65.8%"
"=""0990011""","North Branford School District","=""0995111""","North Branford Intermediate School",7,149,2528,2541,13,"33.6%","52.3%"
"=""0990011""","North Branford School District","=""0995111""","North Branford Intermediate School",8,151,2529,2558,29,"47.0%","62.4%"
"=""0990011""","North Branford School District","=""0990611""","Totoket Valley Elementary School",4,125,2444,2487,43,"36.0%","65.6%"
"=""0990011""","North Branford School District","=""0990611""","Totoket Valley Elementary School",5,140,2470,2527,56,"65.0%","85.8%"
"=""1000011""","North Canaan School District","=""1000111""","North Canaan Elementary School",4,19,"*","*","*","*","*"
"=""1000011""","North Canaan School District","=""1000111""","North Canaan Elementary School",5,19,"*","*","*","*","*"
"=""1000011""","North Canaan School District","=""1000111""","North Canaan Elementary School",6,30,2508,2542,34,"46.7%","72.5%"
"=""1000011""","North Canaan School District","=""1000111""","North Canaan Elementary School",7,24,2554,2598,44,"58.3%","79.8%"
"=""1000011""","North Canaan School District","=""1000111""","North Canaan Elementary School",8,18,"*","*","*","*","*"
"=""1010011""","North Haven School District","=""1010811""","Clintonville Elementary School",4,45,2455,2529,75,"64.4%","93.9%"
"=""1010011""","North Haven School District","=""1010811""","Clintonville Elementary School",5,54,2462,2508,46,"50.0%","79.8%"
"=""1010011""","North Haven School District","=""1010711""","Green Acres Elementary School",4,44,2435,2499,64,"63.6%","89.0%"
"=""1010011""","North Haven School District","=""1010711""","Green Acres Elementary School",5,56,2492,2545,53,"60.7%","87.0%"
"=""1010011""","North Haven School District","=""1010211""","Montowese Elementary School",4,47,2422,2485,62,"51.1%","83.8%"
"=""1010011""","North Haven School District","=""1010211""","Montowese Elementary School",5,53,2494,2539,45,"56.6%","82.5%"
"=""1010011""","North Haven School District","=""1015211""","North Haven Middle School",6,252,2498,2555,57,"64.7%","86.7%"
"=""1010011""","North Haven School District","=""1015211""","North Haven Middle School",7,212,2508,2589,81,"86.8%","100.0%"
"=""1010011""","North Haven School District","=""1015211""","North Haven Middle School",8,243,2532,2608,75,"77.4%","92.2%"
"=""1010011""","North Haven School District","=""1010311""","Ridge Road Elementary School",4,66,2444,2515,71,"65.2%","92.7%"
"=""1010011""","North Haven School District","=""1010311""","Ridge Road Elementary School",5,55,2483,2540,57,"65.5%","89.0%"
"=""1020011""","North Stonington School District","=""1020111""","North Stonington Elementary School",4,44,2526,2572,46,"56.8%","74.6%"
"=""1020011""","North Stonington School District","=""1020111""","North Stonington Elementary School",5,56,2547,2605,58,"76.8%","94.9%"
"=""1020011""","North Stonington School District","=""1025111""","Wheeler Middle School",6,57,2537,2535,-2,"15.8%","29.3%"
"=""1020011""","North Stonington School District","=""1025111""","Wheeler Middle School",7,58,2525,2560,35,"48.3%","70.4%"
"=""1020011""","North Stonington School District","=""1025111""","Wheeler Middle School",8,49,2562,2596,34,"51.0%","70.9%"
"=""1030011""","Norwalk School District","=""1030211""","Brookside Elementary School",4,76,2420,2474,54,"48.7%","76.8%"
"=""1030011""","Norwalk School District","=""1030211""","Brookside Elementary School",5,58,2447,2465,18,"32.8%","47.3%"
"=""1030011""","Norwalk School District","=""1030311""","Columbus Magnet School",4,42,2409,2477,68,"52.4%","85.8%"
"=""1030011""","Norwalk School District","=""1030311""","Columbus Magnet School",5,40,2486,2510,24,"27.5%","54.8%"
"=""1030011""","Norwalk School District","=""1030411""","Cranbury Elementary School",4,67,2445,2492,47,"34.3%","68.5%"
"=""1030011""","Norwalk School District","=""1030411""","Cranbury Elementary School",5,64,2472,2484,12,"20.3%","46.6%"
"=""1030011""","Norwalk School District","=""1032011""","Fox Run Elementary School",4,68,2431,2479,49,"39.7%","74.0%"
"=""1030011""","Norwalk School District","=""1032011""","Fox Run Elementary School",5,59,2479,2499,20,"33.9%","57.6%"
"=""1030011""","Norwalk School District","=""1030711""","Jefferson Magnet School",4,97,2415,2474,60,"45.4%","79.4%"
"=""1030011""","Norwalk School District","=""1030711""","Jefferson Magnet School",5,97,2444,2476,31,"46.4%","64.5%"
"=""1030011""","Norwalk School District","=""1030811""","Kendall Elementary School",4,84,2401,2448,47,"31.0%","66.0%"
"=""1030011""","Norwalk School District","=""1030811""","Kendall Elementary School",5,82,2465,2475,10,"29.3%","42.0%"
"=""1030011""","Norwalk School District","=""1032211""","Marvin Elementary School",4,85,2417,2473,57,"42.4%","76.4%"
"=""1030011""","Norwalk School District","=""1032211""","Marvin Elementary School",5,64,2468,2491,23,"26.6%","52.9%"
"=""1030011""","Norwalk School District","=""1032111""","Naramake Elementary School",4,75,2416,2465,49,"42.7%","74.5%"
"=""1030011""","Norwalk School District","=""1032111""","Naramake Elementary School",5,57,2460,2485,25,"33.3%","54.1%"
"=""1030011""","Norwalk School District","=""1035211""","Nathan Hale Middle School",6,227,2487,2497,10,"26.9%","45.7%"
"=""1030011""","Norwalk School District","=""1035211""","Nathan Hale Middle School",7,204,2508,2532,23,"40.7%","61.3%"
"=""1030011""","Norwalk School District","=""1035211""","Nathan Hale Middle School",8,190,2499,2517,18,"37.9%","54.2%"
"=""1030011""","Norwalk School District","=""1035311""","Ponus Ridge Middle School",6,193,2463,2458,-5,"18.1%","31.6%"
"=""1030011""","Norwalk School District","=""1035311""","Ponus Ridge Middle School",7,213,2475,2499,24,"40.4%","58.4%"
"=""1030011""","Norwalk School District","=""1035311""","Ponus Ridge Middle School",8,212,2476,2491,15,"32.5%","51.4%"
"=""1030011""","Norwalk School District","=""1035511""","Roton Middle School",6,141,2506,2518,12,"30.5%","48.9%"
"=""1030011""","Norwalk School District","=""1035511""","Roton Middle School",7,163,2493,2516,23,"38.7%","59.9%"
"=""1030011""","Norwalk School District","=""1035511""","Roton Middle School",8,143,2507,2526,19,"37.8%","53.8%"
"=""1030011""","Norwalk School District","=""1031311""","Rowayton School",4,49,2457,2525,68,"73.5%","93.3%"
"=""1030011""","Norwalk School District","=""1031311""","Rowayton School",5,67,2486,2544,58,"70.1%","90.6%"
"=""1030011""","Norwalk School District","=""1032311""","Silvermine Elementary School",4,78,2417,2454,37,"30.8%","61.6%"
"=""1030011""","Norwalk School District","=""1032311""","Silvermine Elementary School",5,72,2458,2479,21,"34.7%","55.5%"
"=""1030011""","Norwalk School District","=""1031411""","Tracey School",4,54,2420,2470,51,"48.1%","73.6%"
"=""1030011""","Norwalk School District","=""1031411""","Tracey School",5,57,2454,2474,20,"33.3%","54.1%"
"=""1030011""","Norwalk School District","=""1035411""","West Rocks Middle School",6,232,2477,2488,11,"27.2%","46.5%"
"=""1030011""","Norwalk School District","=""1035411""","West Rocks Middle School",7,200,2467,2515,48,"58.0%","76.8%"
"=""1030011""","Norwalk School District","=""1035411""","West Rocks Middle School",8,194,2484,2505,21,"36.1%","53.3%"
"=""1030011""","Norwalk School District","=""1032411""","Wolfpit School",4,45,2408,2470,62,"48.9%","78.2%"
"=""1030011""","Norwalk School District","=""1032411""","Wolfpit School",5,43,2468,2493,25,"44.2%","63.6%"
"=""1040011""","Norwich School District","=""1040711""","IRS Program at Uncas",4,"*","*","*","*","*","*"
"=""1040011""","Norwich School District","=""1040711""","IRS Program at Uncas",5,"*","*","*","*","*","*"
"=""1040011""","Norwich School District","=""1041411""","John B. Stanton Network School",4,48,2381,2435,53,"33.3%","71.5%"
"=""1040011""","Norwich School District","=""1041411""","John B. Stanton Network School",5,59,2433,2458,25,"32.2%","54.0%"
"=""1040011""","Norwich School District","=""1045111""","Kelly Middle School",7,333,2460,2483,23,"38.1%","58.2%"
"=""1040011""","Norwich School District","=""1045111""","Kelly Middle School",8,338,2479,2497,18,"33.7%","50.8%"
"=""1040011""","Norwich School District","=""1042011""","Moriarty Magnet School",4,64,2395,2435,40,"32.8%","60.0%"
"=""1040011""","Norwich School District","=""1042011""","Moriarty Magnet School",5,61,2414,2438,24,"34.4%","56.0%"
"=""1040011""","Norwich School District","=""1040811""","Samuel Huntington School",4,58,2393,2465,71,"56.9%","82.6%"
"=""1040011""","Norwich School District","=""1040811""","Samuel Huntington School",5,48,2441,2481,40,"43.8%","76.7%"
"=""1040011""","Norwich School District","=""1045211""","Teachers' Memorial Middle School",6,304,2445,2466,21,"37.8%","56.6%"
