"Smarter Balanced Growth Report, 2015-16"
"All Districts, Special Education"

"",,,,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School",8,"Non-Special Education",151,2545,2572,27,"45.7%","62.6%"
"=""0860011""","Montville School District","=""0860111""","Mohegan School",4,"Special Education","*","*","*","*","*","*"
"=""0860011""","Montville School District","=""0860111""","Mohegan School",4,"Non-Special Education","*",2432,2474,42,"37.8%","66.7%"
"=""0860011""","Montville School District","=""0860111""","Mohegan School",5,"Special Education",9,"*","*","*","*","*"
"=""0860011""","Montville School District","=""0860111""","Mohegan School",5,"Non-Special Education",55,2456,2522,66,"72.7%","96.3%"
"=""0860011""","Montville School District","=""0860511""","Oakdale School",4,"Special Education",8,"*","*","*","*","*"
"=""0860011""","Montville School District","=""0860511""","Oakdale School",4,"Non-Special Education",42,2466,2538,72,"66.7%","94.9%"
"=""0860011""","Montville School District","=""0860511""","Oakdale School",5,"Special Education",7,"*","*","*","*","*"
"=""0860011""","Montville School District","=""0860511""","Oakdale School",5,"Non-Special Education",46,2495,2579,84,"91.3%","100.0%"
"=""0880011""","Naugatuck School District","=""0880811""","Andrew Avenue School",4,"Special Education",6,"*","*","*","*","*"
"=""0880011""","Naugatuck School District","=""0880811""","Andrew Avenue School",4,"Non-Special Education",39,2430,2471,41,"38.5%","66.9%"
"=""0880011""","Naugatuck School District","=""0885111""","City Hill Middle School",7,"Special Education",50,2368,2381,12,"20.0%","39.0%"
"=""0880011""","Naugatuck School District","=""0885111""","City Hill Middle School",7,"Non-Special Education",269,2518,2531,13,"28.3%","47.2%"
"=""0880011""","Naugatuck School District","=""0885111""","City Hill Middle School",8,"Special Education",49,2392,2399,7,"26.5%","38.1%"
"=""0880011""","Naugatuck School District","=""0885111""","City Hill Middle School",8,"Non-Special Education",264,2521,2513,-7,"23.1%","35.2%"
"=""0880011""","Naugatuck School District","=""0880211""","Cross Street Intermediate School",5,"Special Education",18,"*","*","*","*","*"
"=""0880011""","Naugatuck School District","=""0880211""","Cross Street Intermediate School",5,"Non-Special Education",121,2467,2488,21,"35.5%","55.7%"
"=""0880011""","Naugatuck School District","=""0880211""","Cross Street Intermediate School",6,"Special Education",26,2383,2408,25,"42.3%","61.9%"
"=""0880011""","Naugatuck School District","=""0880211""","Cross Street Intermediate School",6,"Non-Special Education",128,2486,2545,60,"68.0%","86.5%"
"=""0880011""","Naugatuck School District","=""0880411""","Hillside Intermediate School",5,"Special Education",23,2387,2400,14,"17.4%","41.5%"
"=""0880011""","Naugatuck School District","=""0880411""","Hillside Intermediate School",5,"Non-Special Education",124,2472,2487,15,"23.4%","48.5%"
"=""0880011""","Naugatuck School District","=""0880411""","Hillside Intermediate School",6,"Special Education",37,2391,2386,-5,"16.2%","34.2%"
"=""0880011""","Naugatuck School District","=""0880411""","Hillside Intermediate School",6,"Non-Special Education",116,2487,2521,34,"44.0%","66.7%"
"=""0880011""","Naugatuck School District","=""0880511""","Hop Brook Elementary School",4,"Special Education","*","*","*","*","*","*"
"=""0880011""","Naugatuck School District","=""0880511""","Hop Brook Elementary School",4,"Non-Special Education","*",2435,2485,50,"34.7%","70.6%"
"=""0880011""","Naugatuck School District","=""0880311""","Maple Hill School",4,"Special Education",8,"*","*","*","*","*"
"=""0880011""","Naugatuck School District","=""0880311""","Maple Hill School",4,"Non-Special Education",99,2428,2463,34,"21.2%","58.9%"
"=""0880011""","Naugatuck School District","=""0880611""","Salem School",4,"Special Education",9,"*","*","*","*","*"
"=""0880011""","Naugatuck School District","=""0880611""","Salem School",4,"Non-Special Education",38,2430,2492,61,"52.6%","82.0%"
"=""0880011""","Naugatuck School District","=""0880711""","Western School",4,"Special Education",10,"*","*","*","*","*"
"=""0880011""","Naugatuck School District","=""0880711""","Western School",4,"Non-Special Education",48,2439,2501,62,"56.3%","89.4%"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy",4,"Special Education","*","*","*","*","*","*"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy",4,"Non-Special Education","*",2391,2422,31,"12.5%","49.8%"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy",5,"Special Education","*","*","*","*","*","*"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy",5,"Non-Special Education","*",2438,2461,23,"30.0%","45.6%"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy",6,"Special Education","*","*","*","*","*","*"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy",6,"Non-Special Education","*",2460,2515,55,"58.1%","85.0%"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy",7,"Special Education","*","*","*","*","*","*"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy",7,"Non-Special Education","*",2496,2509,12,"30.8%","42.9%"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy",8,"Special Education",6,"*","*","*","*","*"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy",8,"Non-Special Education",23,2522,2526,4,"21.7%","44.7%"
"=""0890011""","New Britain School District","=""0899111""","Alternative Center School",7,"Special Education","*","*","*","*","*","*"
"=""0890011""","New Britain School District","=""0899111""","Alternative Center School",7,"Non-Special Education","*","*","*","*","*","*"
"=""0890011""","New Britain School District","=""0899111""","Alternative Center School",8,"Special Education","*","*","*","*","*","*"
"=""0890011""","New Britain School District","=""0899111""","Alternative Center School",8,"Non-Special Education","*","*","*","*","*","*"
"=""0890011""","New Britain School District","=""0891011""","Behavior Support",4,"Special Education","*","*","*","*","*","*"
"=""0890011""","New Britain School District","=""0891011""","Behavior Support",4,"Non-Special Education","*","*","*","*","*","*"
"=""0890011""","New Britain School District","=""0890311""","Chamberlain  Elementary School",4,"Special Education",10,"*","*","*","*","*"
"=""0890011""","New Britain School District","=""0890311""","Chamberlain  Elementary School",4,"Non-Special Education",46,2392,2396,3,"2.2%","24.2%"
"=""0890011""","New Britain School District","=""0890311""","Chamberlain  Elementary School",5,"Special Education",12,"*","*","*","*","*"
"=""0890011""","New Britain School District","=""0890311""","Chamberlain  Elementary School",5,"Non-Special Education",52,2422,2423,1,"15.4%","28.7%"
"=""0890011""","New Britain School District","=""0891111""","Frank J. DiLoreto School",4,"Special Education",11,"*","*","*","*","*"
"=""0890011""","New Britain School District","=""0891111""","Frank J. DiLoreto School",4,"Non-Special Education",80,2382,2407,25,"11.3%","44.4%"
"=""0890011""","New Britain School District","=""0891111""","Frank J. DiLoreto School",5,"Special Education",13,"*","*","*","*","*"
"=""0890011""","New Britain School District","=""0891111""","Frank J. DiLoreto School",5,"Non-Special Education",56,2432,2453,21,"30.4%","54.4%"
"=""0890011""","New Britain School District","=""0891111""","Frank J. DiLoreto School",6,"Special Education",10,"*","*","*","*","*"
"=""0890011""","New Britain School District","=""0891111""","Frank J. DiLoreto School",6,"Non-Special Education",76,2453,2463,10,"23.7%","38.5%"
"=""0890011""","New Britain School District","=""0891111""","Frank J. DiLoreto School",7,"Special Education",10,"*","*","*","*","*"
"=""0890011""","New Britain School District","=""0891111""","Frank J. DiLoreto School",7,"Non-Special Education",69,2457,2448,-9,"15.9%","34.3%"
"=""0890011""","New Britain School District","=""0891111""","Frank J. DiLoreto School",8,"Special Education",10,"*","*","*","*","*"
"=""0890011""","New Britain School District","=""0891111""","Frank J. DiLoreto School",8,"Non-Special Education",56,2454,2439,-15,"14.3%","34.3%"
"=""0890011""","New Britain School District","=""0890511""","Gaffney School",4,"Special Education","*","*","*","*","*","*"
"=""0890011""","New Britain School District","=""0890511""","Gaffney School",4,"Non-Special Education","*",2410,2438,28,"19.6%","51.5%"
"=""0890011""","New Britain School District","=""0890511""","Gaffney School",5,"Special Education",11,"*","*","*","*","*"
"=""0890011""","New Britain School District","=""0890511""","Gaffney School",5,"Non-Special Education",34,2452,2452,-0,"17.6%","35.5%"
"=""0890011""","New Britain School District","=""0890611""","Holmes School",4,"Special Education","*","*","*","*","*","*"
"=""0890011""","New Britain School District","=""0890611""","Holmes School",4,"Non-Special Education","*",2414,2465,51,"44.0%","74.3%"
"=""0890011""","New Britain School District","=""0890611""","Holmes School",5,"Special Education",7,"*","*","*","*","*"
"=""0890011""","New Britain School District","=""0890611""","Holmes School",5,"Non-Special Education",51,2452,2495,43,"49.0%","73.6%"
"=""0890011""","New Britain School District","=""0895411""","House of Arts Letters and Science (HALS)  Academy",6,"Special Education","*","*","*","*","*","*"
"=""0890011""","New Britain School District","=""0895411""","House of Arts Letters and Science (HALS)  Academy",6,"Non-Special Education","*",2583,2577,-6,"21.3%","34.6%"
"=""0890011""","New Britain School District","=""0895411""","House of Arts Letters and Science (HALS)  Academy",7,"Non-Special Education",49,2583,2606,23,"38.8%","60.9%"
"=""0890011""","New Britain School District","=""0895411""","House of Arts Letters and Science (HALS)  Academy",8,"Non-Special Education",49,2606,2617,11,"38.8%","51.6%"
"=""0890011""","New Britain School District","=""0890711""","Jefferson School",4,"Special Education",14,"*","*","*","*","*"
"=""0890011""","New Britain School District","=""0890711""","Jefferson School",4,"Non-Special Education",49,2407,2441,34,"24.5%","55.3%"
"=""0890011""","New Britain School District","=""0890711""","Jefferson School",5,"Special Education","*","*","*","*","*","*"
"=""0890011""","New Britain School District","=""0890711""","Jefferson School",5,"Non-Special Education","*",2427,2429,3,"11.1%","30.9%"
"=""0890011""","New Britain School District","=""0890811""","Lincoln School",4,"Special Education",7,"*","*","*","*","*"
"=""0890011""","New Britain School District","=""0890811""","Lincoln School",4,"Non-Special Education",57,2406,2430,24,"14.0%","43.8%"
"=""0890011""","New Britain School District","=""0890811""","Lincoln School",5,"Special Education",10,"*","*","*","*","*"
"=""0890011""","New Britain School District","=""0890811""","Lincoln School",5,"Non-Special Education",73,2430,2424,-6,"16.4%","30.8%"
"=""0890011""","New Britain School District","=""0899011""","New Britain Transition Center",4,"Special Education","*","*","*","*","*","*"
"=""0890011""","New Britain School District","=""0899011""","New Britain Transition Center",4,"Non-Special Education","*","*","*","*","*","*"
"=""0890011""","New Britain School District","=""0899011""","New Britain Transition Center",5,"Special Education","*","*","*","*","*","*"
"=""0890011""","New Britain School District","=""0899011""","New Britain Transition Center",6,"Special Education","*","*","*","*","*","*"
"=""0890011""","New Britain School District","=""0899011""","New Britain Transition Center",7,"Special Education","*","*","*","*","*","*"
"=""0890011""","New Britain School District","=""0890911""","Northend School",4,"Special Education","*","*","*","*","*","*"
"=""0890011""","New Britain School District","=""0890911""","Northend School",4,"Non-Special Education","*",2380,2419,40,"13.3%","56.2%"
"=""0890011""","New Britain School District","=""0890911""","Northend School",5,"Special Education",10,"*","*","*","*","*"
"=""0890011""","New Britain School District","=""0890911""","Northend School",5,"Non-Special Education",34,2386,2392,6,"20.6%","32.1%"
"=""0890011""","New Britain School District","=""0895311""","Pulaski Middle School",6,"Special Education",42,2357,2355,-2,"16.7%","33.4%"
"=""0890011""","New Britain School District","=""0895311""","Pulaski Middle School",6,"Non-Special Education",190,2423,2436,13,"27.4%","46.4%"
"=""0890011""","New Britain School District","=""0895311""","Pulaski Middle School",7,"Special Education",27,2339,2363,24,"40.7%","54.3%"
"=""0890011""","New Britain School District","=""0895311""","Pulaski Middle School",7,"Non-Special Education",159,2425,2451,25,"42.1%","62.5%"
"=""0890011""","New Britain School District","=""0895311""","Pulaski Middle School",8,"Special Education",35,2361,2382,21,"22.9%","43.1%"
"=""0890011""","New Britain School District","=""0895311""","Pulaski Middle School",8,"Non-Special Education",184,2461,2461,0,"24.5%","39.2%"
"=""0890011""","New Britain School District","=""0895211""","Slade Middle School",6,"Special Education",29,2359,2335,-24,"13.8%","28.3%"
"=""0890011""","New Britain School District","=""0895211""","Slade Middle School",6,"Non-Special Education",201,2421,2420,-1,"19.4%","36.3%"
"=""0890011""","New Britain School District","=""0895211""","Slade Middle School",7,"Special Education",28,2337,2363,26,"32.1%","51.3%"
"=""0890011""","New Britain School District","=""0895211""","Slade Middle School",7,"Non-Special Education",173,2437,2460,23,"35.8%","53.8%"
"=""0890011""","New Britain School District","=""0895211""","Slade Middle School",8,"Special Education",25,2354,2379,26,"28.0%","47.9%"
"=""0890011""","New Britain School District","=""0895211""","Slade Middle School",8,"Non-Special Education",169,2450,2460,11,"28.4%","43.7%"
"=""0890011""","New Britain School District","=""0891211""","Smalley Academy",4,"Special Education",19,"*","*","*","*","*"
"=""0890011""","New Britain School District","=""0891211""","Smalley Academy",4,"Non-Special Education",62,2353,2383,30,"12.9%","44.5%"
"=""0890011""","New Britain School District","=""0891211""","Smalley Academy",5,"Special Education",11,"*","*","*","*","*"
"=""0890011""","New Britain School District","=""0891211""","Smalley Academy",5,"Non-Special Education",67,2391,2392,0,"14.9%","32.4%"
"=""0890011""","New Britain School District","=""0891311""","Smith School",4,"Special Education",10,"*","*","*","*","*"
"=""0890011""","New Britain School District","=""0891311""","Smith School",4,"Non-Special Education",71,2402,2435,33,"26.8%","51.9%"
"=""0890011""","New Britain School District","=""0891311""","Smith School",5,"Special Education",11,"*","*","*","*","*"
"=""0890011""","New Britain School District","=""0891311""","Smith School",5,"Non-Special Education",80,2452,2435,-17,"8.8%","20.3%"
"=""0890011""","New Britain School District","=""0891811""","Steps",6,"Special Education",9,"*","*","*","*","*"
"=""0890011""","New Britain School District","=""0891811""","Steps",7,"Special Education","*","*","*","*","*","*"
"=""0890011""","New Britain School District","=""0891811""","Steps",7,"Non-Special Education","*","*","*","*","*","*"
"=""0890011""","New Britain School District","=""0891811""","Steps",8,"Special Education",7,"*","*","*","*","*"
"=""0890011""","New Britain School District","=""0890411""","Sunrise Intermediate",4,"Special Education","*","*","*","*","*","*"
"=""0890011""","New Britain School District","=""0890411""","Sunrise Intermediate",5,"Special Education",6,"*","*","*","*","*"
"=""0890011""","New Britain School District","=""0890211""","Sunrise Primary",4,"Special Education","*","*","*","*","*","*"
"=""0890011""","New Britain School District","=""0891511""","Vance School",4,"Special Education",13,"*","*","*","*","*"
"=""0890011""","New Britain School District","=""0891511""","Vance School",4,"Non-Special Education",57,2402,2426,24,"15.8%","42.6%"
"=""0890011""","New Britain School District","=""0891511""","Vance School",5,"Special Education",10,"*","*","*","*","*"
"=""0890011""","New Britain School District","=""0891511""","Vance School",5,"Non-Special Education",69,2420,2425,5,"20.3%","41.8%"
"=""0900011""","New Canaan School District","=""0900411""","East School",4,"Special Education",11,"*","*","*","*","*"
"=""0900011""","New Canaan School District","=""0900411""","East School",4,"Non-Special Education",102,2508,2584,76,"89.2%","100.0%"
"=""0900011""","New Canaan School District","=""0905111""","Saxe Middle School",5,"Special Education",28,2439,2472,32,"32.1%","56.2%"
"=""0900011""","New Canaan School District","=""0905111""","Saxe Middle School",5,"Non-Special Education",288,2554,2580,26,"48.3%","70.3%"
"=""0900011""","New Canaan School District","=""0905111""","Saxe Middle School",6,"Special Education",28,2482,2493,11,"25.0%","48.7%"
"=""0900011""","New Canaan School District","=""0905111""","Saxe Middle School",6,"Non-Special Education",262,2581,2613,32,"56.5%","74.3%"
"=""0900011""","New Canaan School District","=""0905111""","Saxe Middle School",7,"Special Education",35,2484,2522,38,"51.4%","68.8%"
"=""0900011""","New Canaan School District","=""0905111""","Saxe Middle School",7,"Non-Special Education",307,2599,2630,31,"59.6%","76.6%"
"=""0900011""","New Canaan School District","=""0905111""","Saxe Middle School",8,"Special Education",34,2505,2547,43,"52.9%","70.6%"
"=""0900011""","New Canaan School District","=""0905111""","Saxe Middle School",8,"Non-Special Education",264,2634,2665,30,"62.1%","76.9%"
"=""0900011""","New Canaan School District","=""0900211""","South School",4,"Special Education",15,"*","*","*","*","*"
"=""0900011""","New Canaan School District","=""0900211""","South School",4,"Non-Special Education",102,2507,2568,61,"74.5%","91.6%"
"=""0900011""","New Canaan School District","=""0900311""","West School",4,"Special Education",7,"*","*","*","*","*"
"=""0900011""","New Canaan School District","=""0900311""","West School",4,"Non-Special Education",74,2504,2575,71,"75.7%","95.2%"
"=""0910011""","New Fairfield School District","=""0910211""","Meeting House Hill School",4,"Special Education",11,"*","*","*","*","*"
"=""0910011""","New Fairfield School District","=""0910211""","Meeting House Hill School",4,"Non-Special Education",138,2466,2521,55,"52.2%","80.2%"
"=""0910011""","New Fairfield School District","=""0910211""","Meeting House Hill School",5,"Special Education",7,"*","*","*","*","*"
"=""0910011""","New Fairfield School District","=""0910211""","Meeting House Hill School",5,"Non-Special Education",128,2492,2535,43,"53.1%","78.9%"
"=""0910011""","New Fairfield School District","=""0915211""","New Fairfield Middle School",6,"Special Education",9,"*","*","*","*","*"
"=""0910011""","New Fairfield School District","=""0915211""","New Fairfield Middle School",6,"Non-Special Education",155,2539,2572,33,"49.7%","68.7%"
"=""0910011""","New Fairfield School District","=""0915211""","New Fairfield Middle School",7,"Special Education",18,"*","*","*","*","*"
"=""0910011""","New Fairfield School District","=""0915211""","New Fairfield Middle School",7,"Non-Special Education",155,2521,2576,55,"66.5%","88.3%"
"=""0910011""","New Fairfield School District","=""0915211""","New Fairfield Middle School",8,"Special Education",12,"*","*","*","*","*"
"=""0910011""","New Fairfield School District","=""0915211""","New Fairfield Middle School",8,"Non-Special Education",146,2569,2623,54,"73.3%","87.3%"
"=""0920011""","New Hartford School District","=""0920311""","Ann Antolini School",4,"Special Education",8,"*","*","*","*","*"
"=""0920011""","New Hartford School District","=""0920311""","Ann Antolini School",4,"Non-Special Education",56,2453,2500,47,"42.9%","75.0%"
"=""0920011""","New Hartford School District","=""0920311""","Ann Antolini School",5,"Special Education",6,"*","*","*","*","*"
"=""0920011""","New Hartford School District","=""0920311""","Ann Antolini School",5,"Non-Special Education",56,2514,2545,30,"41.1%","66.7%"
"=""0920011""","New Hartford School District","=""0920311""","Ann Antolini School",6,"Special Education",7,"*","*","*","*","*"
"=""0920011""","New Hartford School District","=""0920311""","Ann Antolini School",6,"Non-Special Education",63,2545,2541,-4,"14.3%","28.7%"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School",4,"Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School",4,"Non-Special Education","*",2343,2381,38,"19.5%","49.3%"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School",5,"Special Education",6,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School",5,"Non-Special Education",34,2375,2410,34,"29.4%","60.4%"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School",6,"Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School",6,"Non-Special Education","*",2419,2429,10,"24.3%","46.6%"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School",7,"Special Education",6,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School",7,"Non-Special Education",35,2433,2450,17,"28.6%","48.6%"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School",8,"Special Education",9,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School",8,"Non-Special Education",39,2444,2472,28,"48.7%","63.4%"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School",4,"Special Education",6,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School",4,"Non-Special Education",61,2349,2415,66,"47.5%","79.6%"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School",5,"Special Education",9,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School",5,"Non-Special Education",31,2403,2436,33,"38.7%","61.5%"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School",6,"Special Education",7,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School",6,"Non-Special Education",50,2458,2448,-10,"8.0%","24.0%"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School",7,"Special Education",8,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School",7,"Non-Special Education",36,2436,2475,39,"47.2%","68.0%"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School",8,"Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School",8,"Non-Special Education","*",2475,2510,35,"53.1%","65.8%"
"=""0930011""","New Haven School District","=""0930311""","Beecher School",4,"Special Education",6,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930311""","Beecher School",4,"Non-Special Education",39,2383,2413,30,"12.8%","47.5%"
"=""0930011""","New Haven School District","=""0930311""","Beecher School",5,"Special Education",7,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930311""","Beecher School",5,"Non-Special Education",35,2401,2435,35,"40.0%","62.5%"
"=""0930011""","New Haven School District","=""0930311""","Beecher School",6,"Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930311""","Beecher School",6,"Non-Special Education","*",2439,2490,52,"51.4%","75.9%"
"=""0930011""","New Haven School District","=""0930311""","Beecher School",7,"Special Education",6,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930311""","Beecher School",7,"Non-Special Education",36,2489,2477,-11,"11.1%","25.3%"
"=""0930011""","New Haven School District","=""0930311""","Beecher School",8,"Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930311""","Beecher School",8,"Non-Special Education","*",2471,2487,15,"34.1%","51.8%"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School",4,"Special Education",6,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School",4,"Non-Special Education",45,2392,2453,60,"44.4%","80.0%"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School",5,"Special Education",8,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School",5,"Non-Special Education",45,2409,2469,60,"71.1%","94.3%"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School",6,"Special Education",12,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School",6,"Non-Special Education",32,2469,2494,25,"28.1%","51.7%"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School",7,"Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School",7,"Non-Special Education","*",2498,2498,-0,"20.6%","43.3%"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School",8,"Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School",8,"Non-Special Education","*",2480,2486,5,"22.5%","36.3%"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School",5,"Special Education",9,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School",5,"Non-Special Education",86,2442,2468,27,"36.0%","55.3%"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School",6,"Special Education",10,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School",6,"Non-Special Education",98,2469,2521,52,"59.2%","83.0%"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School",7,"Special Education",14,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School",7,"Non-Special Education",100,2462,2499,36,"48.0%","69.1%"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School",8,"Special Education",7,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School",8,"Non-Special Education",106,2467,2508,41,"55.7%","71.3%"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School",4,"Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School",4,"Non-Special Education","*",2386,2458,72,"53.7%","90.5%"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School",5,"Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School",5,"Non-Special Education","*",2417,2478,61,"77.5%","94.0%"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School",6,"Special Education",10,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School",6,"Non-Special Education",29,2433,2447,14,"31.0%","48.3%"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School",7,"Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School",7,"Non-Special Education","*",2484,2482,-2,"11.1%","32.5%"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School",8,"Special Education",8,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School",8,"Non-Special Education",31,2477,2465,-12,"12.9%","30.6%"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School",4,"Special Education",12,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School",4,"Non-Special Education",39,2378,2418,39,"33.3%","59.1%"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School",5,"Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School",5,"Non-Special Education","*",2406,2447,41,"51.4%","75.2%"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School",6,"Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School",6,"Non-Special Education","*",2425,2459,34,"41.4%","64.2%"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School",7,"Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School",7,"Non-Special Education","*",2458,2481,22,"33.3%","56.4%"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School",8,"Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School",8,"Non-Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School",4,"Special Education",11,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School",4,"Non-Special Education",24,2357,2410,53,"25.0%","68.7%"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School",5,"Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School",5,"Non-Special Education","*",2419,2434,15,"21.4%","44.6%"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School",6,"Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School",6,"Non-Special Education","*",2405,2435,30,"40.0%","59.3%"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School",7,"Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School",7,"Non-Special Education","*",2432,2439,7,"26.7%","39.5%"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School",8,"Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School",8,"Non-Special Education","*",2483,2502,19,"31.8%","47.1%"
