"Smarter Balanced Growth Report, 2015-16"
"All Districts, Free/Reduced Price Meal Eligibility (3-level)"

"District Code","District","School Code","School","Free/Reduced Price Meal Eligibility (3-level)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0850011""","Monroe School District","=""0850311""","Stepney Elementary School","Not Eligible for Free/Reduced Lunch",137,"59.1%","84.3%"
"=""0850011""","Monroe School District","=""0850311""","Stepney Elementary School","Eligible for Reduced Lunch",6,"*","*"
"=""0860011""","Montville School District","=""0860711""","Dr. Charles E. Murphy School","Eligible for Free Lunch",33,"36.4%","65.6%"
"=""0860011""","Montville School District","=""0860711""","Dr. Charles E. Murphy School","Not Eligible for Free/Reduced Lunch",61,"52.5%","77.4%"
"=""0860011""","Montville School District","=""0860711""","Dr. Charles E. Murphy School","Eligible for Reduced Lunch",14,"*","*"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School","Eligible for Free Lunch",152,"31.6%","51.9%"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School","Not Eligible for Free/Reduced Lunch",313,"37.4%","59.2%"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School","Eligible for Reduced Lunch",50,"48.0%","63.0%"
"=""0860011""","Montville School District","=""0860111""","Mohegan School","Eligible for Free Lunch",36,"41.7%","73.4%"
"=""0860011""","Montville School District","=""0860111""","Mohegan School","Not Eligible for Free/Reduced Lunch",54,"61.1%","85.3%"
"=""0860011""","Montville School District","=""0860111""","Mohegan School","Eligible for Reduced Lunch",15,"*","*"
"=""0860011""","Montville School District","=""0860511""","Oakdale School","Eligible for Free Lunch",17,"*","*"
"=""0860011""","Montville School District","=""0860511""","Oakdale School","Not Eligible for Free/Reduced Lunch",79,"77.2%","98.8%"
"=""0860011""","Montville School District","=""0860511""","Oakdale School","Eligible for Reduced Lunch",7,"*","*"
"=""0880011""","Naugatuck School District","=""0880811""","Andrew Avenue School","Eligible for Free Lunch",26,"23.1%","59.9%"
"=""0880011""","Naugatuck School District","=""0880811""","Andrew Avenue School","Not Eligible for Free/Reduced Lunch",10,"*","*"
"=""0880011""","Naugatuck School District","=""0880811""","Andrew Avenue School","Eligible for Reduced Lunch",9,"*","*"
"=""0880011""","Naugatuck School District","=""0885111""","City Hill Middle School","Eligible for Free Lunch",235,"28.1%","43.9%"
"=""0880011""","Naugatuck School District","=""0885111""","City Hill Middle School","Not Eligible for Free/Reduced Lunch",328,"24.1%","39.1%"
"=""0880011""","Naugatuck School District","=""0885111""","City Hill Middle School","Eligible for Reduced Lunch",69,"21.7%","39.0%"
"=""0880011""","Naugatuck School District","=""0880211""","Cross Street Intermediate School","Eligible for Free Lunch",97,"36.1%","56.2%"
"=""0880011""","Naugatuck School District","=""0880211""","Cross Street Intermediate School","Not Eligible for Free/Reduced Lunch",173,"56.6%","75.2%"
"=""0880011""","Naugatuck School District","=""0880211""","Cross Street Intermediate School","Eligible for Reduced Lunch",23,"47.8%","67.8%"
"=""0880011""","Naugatuck School District","=""0880411""","Hillside Intermediate School","Eligible for Free Lunch",140,"27.1%","50.2%"
"=""0880011""","Naugatuck School District","=""0880411""","Hillside Intermediate School","Not Eligible for Free/Reduced Lunch",129,"31.8%","56.1%"
"=""0880011""","Naugatuck School District","=""0880411""","Hillside Intermediate School","Eligible for Reduced Lunch",31,"35.5%","54.9%"
"=""0880011""","Naugatuck School District","=""0880511""","Hop Brook Elementary School","Eligible for Free Lunch",26,"38.5%","67.6%"
"=""0880011""","Naugatuck School District","=""0880511""","Hop Brook Elementary School","Not Eligible for Free/Reduced Lunch","*","30.4%","71.9%"
"=""0880011""","Naugatuck School District","=""0880511""","Hop Brook Elementary School","Eligible for Reduced Lunch","*","*","*"
"=""0880011""","Naugatuck School District","=""0880311""","Maple Hill School","Eligible for Free Lunch",27,"14.8%","60.2%"
"=""0880011""","Naugatuck School District","=""0880311""","Maple Hill School","Not Eligible for Free/Reduced Lunch",68,"25.0%","62.7%"
"=""0880011""","Naugatuck School District","=""0880311""","Maple Hill School","Eligible for Reduced Lunch",12,"*","*"
"=""0880011""","Naugatuck School District","=""0880611""","Salem School","Eligible for Free Lunch",26,"34.6%","74.9%"
"=""0880011""","Naugatuck School District","=""0880611""","Salem School","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0880011""","Naugatuck School District","=""0880611""","Salem School","Eligible for Reduced Lunch","*","*","*"
"=""0880011""","Naugatuck School District","=""0880711""","Western School","Eligible for Free Lunch",23,"60.9%","89.0%"
"=""0880011""","Naugatuck School District","=""0880711""","Western School","Not Eligible for Free/Reduced Lunch",35,"57.1%","90.9%"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy","Eligible for Free Lunch",127,"30.7%","52.6%"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy","Not Eligible for Free/Reduced Lunch",16,"*","*"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy","Eligible for Reduced Lunch",26,"38.5%","64.2%"
"=""0890011""","New Britain School District","=""0899111""","Alternative Center School","Eligible for Free Lunch",10,"*","*"
"=""0890011""","New Britain School District","=""0891011""","Behavior Support","Eligible for Free Lunch","*","*","*"
"=""0890011""","New Britain School District","=""0891011""","Behavior Support","Eligible for Reduced Lunch","*","*","*"
"=""0890011""","New Britain School District","=""0890311""","Chamberlain  Elementary School","Eligible for Free Lunch",98,"11.2%","31.3%"
"=""0890011""","New Britain School District","=""0890311""","Chamberlain  Elementary School","Not Eligible for Free/Reduced Lunch",14,"*","*"
"=""0890011""","New Britain School District","=""0890311""","Chamberlain  Elementary School","Eligible for Reduced Lunch",8,"*","*"
"=""0890011""","New Britain School District","=""0891111""","Frank J. DiLoreto School","Eligible for Free Lunch",310,"19.0%","40.3%"
"=""0890011""","New Britain School District","=""0891111""","Frank J. DiLoreto School","Not Eligible for Free/Reduced Lunch",56,"28.6%","53.5%"
"=""0890011""","New Britain School District","=""0891111""","Frank J. DiLoreto School","Eligible for Reduced Lunch",25,"12.0%","33.6%"
"=""0890011""","New Britain School District","=""0890511""","Gaffney School","Eligible for Free Lunch",78,"15.4%","41.0%"
"=""0890011""","New Britain School District","=""0890511""","Gaffney School","Not Eligible for Free/Reduced Lunch",20,"10.0%","39.7%"
"=""0890011""","New Britain School District","=""0890511""","Gaffney School","Eligible for Reduced Lunch",8,"*","*"
"=""0890011""","New Britain School District","=""0890611""","Holmes School","Eligible for Free Lunch",69,"44.9%","72.5%"
"=""0890011""","New Britain School District","=""0890611""","Holmes School","Not Eligible for Free/Reduced Lunch",34,"50.0%","73.9%"
"=""0890011""","New Britain School District","=""0890611""","Holmes School","Eligible for Reduced Lunch",10,"*","*"
"=""0890011""","New Britain School District","=""0895411""","House of Arts Letters and Science (HALS)  Academy","Eligible for Free Lunch",69,"36.2%","49.5%"
"=""0890011""","New Britain School District","=""0895411""","House of Arts Letters and Science (HALS)  Academy","Not Eligible for Free/Reduced Lunch",67,"29.9%","48.5%"
"=""0890011""","New Britain School District","=""0895411""","House of Arts Letters and Science (HALS)  Academy","Eligible for Reduced Lunch",10,"*","*"
"=""0890011""","New Britain School District","=""0890711""","Jefferson School","Eligible for Free Lunch",95,"26.3%","50.8%"
"=""0890011""","New Britain School District","=""0890711""","Jefferson School","Not Eligible for Free/Reduced Lunch",21,"14.3%","40.1%"
"=""0890011""","New Britain School District","=""0890711""","Jefferson School","Eligible for Reduced Lunch",6,"*","*"
"=""0890011""","New Britain School District","=""0890811""","Lincoln School","Eligible for Free Lunch",119,"16.0%","39.7%"
"=""0890011""","New Britain School District","=""0890811""","Lincoln School","Not Eligible for Free/Reduced Lunch",21,"9.5%","25.7%"
"=""0890011""","New Britain School District","=""0890811""","Lincoln School","Eligible for Reduced Lunch",7,"*","*"
"=""0890011""","New Britain School District","=""0899011""","New Britain Transition Center","Eligible for Free Lunch",13,"*","*"
"=""0890011""","New Britain School District","=""0899011""","New Britain Transition Center","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0890011""","New Britain School District","=""0899011""","New Britain Transition Center","Eligible for Reduced Lunch","*","*","*"
"=""0890011""","New Britain School District","=""0890911""","Northend School","Eligible for Free Lunch",65,"18.5%","44.9%"
"=""0890011""","New Britain School District","=""0890911""","Northend School","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0890011""","New Britain School District","=""0890911""","Northend School","Eligible for Reduced Lunch","*","*","*"
"=""0890011""","New Britain School District","=""0895311""","Pulaski Middle School","Eligible for Free Lunch",521,"31.5%","49.3%"
"=""0890011""","New Britain School District","=""0895311""","Pulaski Middle School","Not Eligible for Free/Reduced Lunch",77,"24.7%","44.7%"
"=""0890011""","New Britain School District","=""0895311""","Pulaski Middle School","Eligible for Reduced Lunch",39,"17.9%","31.1%"
"=""0890011""","New Britain School District","=""0895211""","Slade Middle School","Eligible for Free Lunch",506,"26.1%","42.5%"
"=""0890011""","New Britain School District","=""0895211""","Slade Middle School","Not Eligible for Free/Reduced Lunch",79,"22.8%","43.2%"
"=""0890011""","New Britain School District","=""0895211""","Slade Middle School","Eligible for Reduced Lunch",40,"47.5%","62.8%"
"=""0890011""","New Britain School District","=""0891211""","Smalley Academy","Eligible for Free Lunch",144,"19.4%","44.3%"
"=""0890011""","New Britain School District","=""0891211""","Smalley Academy","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0890011""","New Britain School District","=""0891211""","Smalley Academy","Eligible for Reduced Lunch","*","*","*"
"=""0890011""","New Britain School District","=""0891311""","Smith School","Eligible for Free Lunch",131,"19.1%","40.1%"
"=""0890011""","New Britain School District","=""0891311""","Smith School","Not Eligible for Free/Reduced Lunch",28,"7.1%","16.9%"
"=""0890011""","New Britain School District","=""0891311""","Smith School","Eligible for Reduced Lunch",13,"*","*"
"=""0890011""","New Britain School District","=""0891811""","Steps","Eligible for Free Lunch",22,"22.7%","32.5%"
"=""0890011""","New Britain School District","=""0891811""","Steps","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0890011""","New Britain School District","=""0891811""","Steps","Eligible for Reduced Lunch","*","*","*"
"=""0890011""","New Britain School District","=""0890411""","Sunrise Intermediate","Eligible for Free Lunch",8,"*","*"
"=""0890011""","New Britain School District","=""0890211""","Sunrise Primary","Eligible for Free Lunch","*","*","*"
"=""0890011""","New Britain School District","=""0891511""","Vance School","Eligible for Free Lunch",112,"17.9%","44.7%"
"=""0890011""","New Britain School District","=""0891511""","Vance School","Not Eligible for Free/Reduced Lunch","*","21.2%","44.1%"
"=""0890011""","New Britain School District","=""0891511""","Vance School","Eligible for Reduced Lunch","*","*","*"
"=""0900011""","New Canaan School District","=""0900411""","East School","Not Eligible for Free/Reduced Lunch",113,"88.5%","100.0%"
"=""0900011""","New Canaan School District","=""0905111""","Saxe Middle School","Not Eligible for Free/Reduced Lunch",1246,"55.1%","73.3%"
"=""0900011""","New Canaan School District","=""0900211""","South School","Not Eligible for Free/Reduced Lunch",117,"69.2%","89.9%"
"=""0900011""","New Canaan School District","=""0900311""","West School","Not Eligible for Free/Reduced Lunch",81,"74.1%","93.5%"
"=""0910011""","New Fairfield School District","=""0910211""","Meeting House Hill School","Eligible for Free Lunch",22,"40.9%","84.4%"
"=""0910011""","New Fairfield School District","=""0910211""","Meeting House Hill School","Not Eligible for Free/Reduced Lunch",253,"53.4%","78.2%"
"=""0910011""","New Fairfield School District","=""0910211""","Meeting House Hill School","Eligible for Reduced Lunch",9,"*","*"
"=""0910011""","New Fairfield School District","=""0915211""","New Fairfield Middle School","Eligible for Free Lunch",35,"57.1%","76.7%"
"=""0910011""","New Fairfield School District","=""0915211""","New Fairfield Middle School","Not Eligible for Free/Reduced Lunch",449,"62.4%","80.4%"
"=""0910011""","New Fairfield School District","=""0915211""","New Fairfield Middle School","Eligible for Reduced Lunch",11,"*","*"
"=""0920011""","New Hartford School District","=""0920311""","Ann Antolini School","Eligible for Free Lunch",8,"*","*"
"=""0920011""","New Hartford School District","=""0920311""","Ann Antolini School","Not Eligible for Free/Reduced Lunch",180,"33.9%","58.5%"
"=""0920011""","New Hartford School District","=""0920311""","Ann Antolini School","Eligible for Reduced Lunch",8,"*","*"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School","Eligible for Free Lunch",149,"26.8%","52.5%"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School","Not Eligible for Free/Reduced Lunch","*","38.5%","57.1%"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School","Eligible for Reduced Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School","Eligible for Free Lunch",145,"33.8%","55.9%"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School","Not Eligible for Free/Reduced Lunch","*","40.0%","60.5%"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School","Eligible for Reduced Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0930311""","Beecher School","Eligible for Free Lunch",134,"37.3%","56.5%"
"=""0930011""","New Haven School District","=""0930311""","Beecher School","Not Eligible for Free/Reduced Lunch","*","25.7%","52.1%"
"=""0930011""","New Haven School District","=""0930311""","Beecher School","Eligible for Reduced Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School","Eligible for Free Lunch",137,"38.7%","61.9%"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School","Not Eligible for Free/Reduced Lunch",87,"37.9%","62.6%"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School","Eligible for Reduced Lunch",6,"*","*"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School","Eligible for Free Lunch",198,"50.0%","68.1%"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School","Not Eligible for Free/Reduced Lunch",204,"48.0%","69.0%"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School","Eligible for Reduced Lunch",28,"53.6%","83.6%"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School","Eligible for Free Lunch",129,"35.7%","57.0%"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School","Not Eligible for Free/Reduced Lunch","*","44.3%","68.5%"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School","Eligible for Reduced Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School","Eligible for Free Lunch",141,"38.3%","60.9%"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School","Not Eligible for Free/Reduced Lunch",31,"41.9%","64.3%"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School","Eligible for Reduced Lunch",6,"*","*"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School","Eligible for Free Lunch",119,"24.4%","50.0%"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School","Not Eligible for Free/Reduced Lunch","*","32.5%","53.3%"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School","Eligible for Reduced Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy","Eligible for Free Lunch",209,"43.5%","64.2%"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy","Not Eligible for Free/Reduced Lunch",40,"47.5%","72.1%"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy","Eligible for Reduced Lunch",8,"*","*"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School","Eligible for Free Lunch",200,"45.0%","67.0%"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School","Not Eligible for Free/Reduced Lunch","*","36.7%","63.8%"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School","Eligible for Reduced Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy","Eligible for Free Lunch",136,"38.2%","62.5%"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy","Not Eligible for Free/Reduced Lunch","*","37.1%","59.7%"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy","Eligible for Reduced Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School","Eligible for Free Lunch",212,"53.8%","77.0%"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School","Not Eligible for Free/Reduced Lunch","*","54.4%","78.9%"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School","Eligible for Reduced Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School","Eligible for Free Lunch","*","28.3%","56.4%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School","Not Eligible for Free/Reduced Lunch",120,"38.3%","59.6%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School","Eligible for Reduced Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0935611""","Domus Academy","Eligible for Free Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0935611""","Domus Academy","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School","Eligible for Free Lunch",137,"40.9%","66.8%"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School","Not Eligible for Free/Reduced Lunch",76,"34.2%","61.0%"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School","Eligible for Reduced Lunch",6,"*","*"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School","Eligible for Free Lunch",81,"34.6%","53.0%"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School","Not Eligible for Free/Reduced Lunch",137,"40.1%","63.3%"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School","Eligible for Reduced Lunch",7,"*","*"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School","Eligible for Free Lunch","*","32.5%","54.6%"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School","Not Eligible for Free/Reduced Lunch",205,"48.8%","67.6%"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School","Eligible for Reduced Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School","Eligible for Free Lunch",278,"36.0%","56.0%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School","Not Eligible for Free/Reduced Lunch","*","35.8%","58.7%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School","Eligible for Reduced Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy","Eligible for Free Lunch",188,"33.0%","55.6%"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy","Not Eligible for Free/Reduced Lunch",47,"31.9%","58.3%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels","Eligible for Free Lunch",123,"45.5%","66.8%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels","Not Eligible for Free/Reduced Lunch","*","37.9%","63.0%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels","Eligible for Reduced Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0930811""","John S. Martinez School","Eligible for Free Lunch",196,"57.1%","80.6%"
"=""0930011""","New Haven School District","=""0930811""","John S. Martinez School","Not Eligible for Free/Reduced Lunch","*","57.7%","81.1%"
"=""0930011""","New Haven School District","=""0930811""","John S. Martinez School","Eligible for Reduced Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0933011""","King/Robinson Magnet School","Eligible for Free Lunch",129,"37.2%","60.9%"
"=""0930011""","New Haven School District","=""0933011""","King/Robinson Magnet School","Not Eligible for Free/Reduced Lunch",94,"46.8%","68.9%"
"=""0930011""","New Haven School District","=""0933011""","King/Robinson Magnet School","Eligible for Reduced Lunch",8,"*","*"
"=""0930011""","New Haven School District","=""0932011""","Lincoln-Bassett School","Eligible for Free Lunch",70,"70.0%","96.0%"
"=""0930011""","New Haven School District","=""0932011""","Lincoln-Bassett School","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0932011""","Lincoln-Bassett School","Eligible for Reduced Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School","Eligible for Free Lunch",110,"45.5%","67.2%"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School","Not Eligible for Free/Reduced Lunch",108,"50.9%","72.9%"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School","Eligible for Reduced Lunch",6,"*","*"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School","Eligible for Free Lunch","*","32.8%","55.4%"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School","Not Eligible for Free/Reduced Lunch",163,"44.8%","66.4%"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School","Eligible for Reduced Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0933511""","Quinnipiac Real World Math STEM School","Eligible for Free Lunch",29,"27.6%","64.5%"
"=""0930011""","New Haven School District","=""0933511""","Quinnipiac Real World Math STEM School","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0933511""","Quinnipiac Real World Math STEM School","Eligible for Reduced Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School","Eligible for Free Lunch",169,"21.3%","41.0%"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School","Not Eligible for Free/Reduced Lunch","*","22.8%","45.5%"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School","Eligible for Reduced Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0932811""","Strong 21st Century Communications Magnet and SCSU Lab School","Eligible for Free Lunch",59,"32.2%","68.1%"
"=""0930011""","New Haven School District","=""0932811""","Strong 21st Century Communications Magnet and SCSU Lab School","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0932811""","Strong 21st Century Communications Magnet and SCSU Lab School","Eligible for Reduced Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0932911""","Truman School","Eligible for Free Lunch",162,"51.2%","75.6%"
"=""0930011""","New Haven School District","=""0932911""","Truman School","Not Eligible for Free/Reduced Lunch","*","50.0%","73.3%"
"=""0930011""","New Haven School District","=""0932911""","Truman School","Eligible for Reduced Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0934911""","West Rock Authors Academy","Eligible for Free Lunch",14,"*","*"
"=""0930011""","New Haven School District","=""0934911""","West Rock Authors Academy","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0934911""","West Rock Authors Academy","Eligible for Reduced Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School","Eligible for Free Lunch",109,"22.9%","45.1%"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School","Not Eligible for Free/Reduced Lunch","*","17.8%","41.2%"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School","Eligible for Reduced Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0933811""","Worthington Hooker School","Eligible for Free Lunch","*","60.6%","76.6%"
"=""0930011""","New Haven School District","=""0933811""","Worthington Hooker School","Not Eligible for Free/Reduced Lunch",140,"62.1%","81.3%"
"=""0930011""","New Haven School District","=""0933811""","Worthington Hooker School","Eligible for Reduced Lunch","*","*","*"
"=""0950011""","New London School District","=""0955111""","Bennie Dover Jackson Middle School","Eligible for Free Lunch",433,"28.2%","48.4%"
"=""0950011""","New London School District","=""0955111""","Bennie Dover Jackson Middle School","Not Eligible for Free/Reduced Lunch",69,"20.3%","36.5%"
"=""0950011""","New London School District","=""0955111""","Bennie Dover Jackson Middle School","Eligible for Reduced Lunch",18,"*","*"
"=""0950011""","New London School District","=""0950311""","Jennings School","Eligible for Free Lunch",127,"18.1%","43.7%"
"=""0950011""","New London School District","=""0950311""","Jennings School","Not Eligible for Free/Reduced Lunch","*","9.1%","44.9%"
"=""0950011""","New London School District","=""0950311""","Jennings School","Eligible for Reduced Lunch","*","*","*"
"=""0950011""","New London School District","=""0950911""","Nathan Hale Arts Magnet School","Eligible for Free Lunch",140,"22.1%","46.6%"
"=""0950011""","New London School District","=""0950911""","Nathan Hale Arts Magnet School","Not Eligible for Free/Reduced Lunch",25,"24.0%","46.1%"
"=""0950011""","New London School District","=""0950911""","Nathan Hale Arts Magnet School","Eligible for Reduced Lunch",7,"*","*"
"=""0950011""","New London School District","=""0950811""","Winthrop STEM Elementary Magnet School","Eligible for Free Lunch",111,"39.6%","64.8%"
"=""0950011""","New London School District","=""0950811""","Winthrop STEM Elementary Magnet School","Not Eligible for Free/Reduced Lunch","*","47.1%","75.3%"
"=""0950011""","New London School District","=""0950811""","Winthrop STEM Elementary Magnet School","Eligible for Reduced Lunch","*","*","*"
"=""0960011""","New Milford School District","=""0960911""","Sarah Noble Intermediate School","Eligible for Free Lunch",105,"51.4%","74.0%"
"=""0960011""","New Milford School District","=""0960911""","Sarah Noble Intermediate School","Not Eligible for Free/Reduced Lunch",448,"54.0%","80.1%"
"=""0960011""","New Milford School District","=""0960911""","Sarah Noble Intermediate School","Eligible for Reduced Lunch",33,"42.4%","69.2%"
"=""0960011""","New Milford School District","=""0965211""","Schaghticoke Middle School","Eligible for Free Lunch",139,"30.9%","50.2%"
"=""0960011""","New Milford School District","=""0965211""","Schaghticoke Middle School","Not Eligible for Free/Reduced Lunch",665,"40.2%","57.0%"
"=""0960011""","New Milford School District","=""0965211""","Schaghticoke Middle School","Eligible for Reduced Lunch",48,"33.3%","45.1%"
"=""0940011""","Newington School District","=""0940611""","Anna Reynolds School","Eligible for Free Lunch","*","*","*"
"=""0940011""","Newington School District","=""0940611""","Anna Reynolds School","Not Eligible for Free/Reduced Lunch",70,"55.7%","82.6%"
"=""0940011""","Newington School District","=""0940611""","Anna Reynolds School","Eligible for Reduced Lunch","*","*","*"
"=""0940011""","Newington School District","=""0940211""","Elizabeth Green School","Eligible for Free Lunch","*","*","*"
"=""0940011""","Newington School District","=""0940211""","Elizabeth Green School","Not Eligible for Free/Reduced Lunch",41,"39.0%","64.9%"
"=""0940011""","Newington School District","=""0940211""","Elizabeth Green School","Eligible for Reduced Lunch","*","*","*"
"=""0940011""","Newington School District","=""0940811""","John Paterson School","Eligible for Free Lunch","*","*","*"
"=""0940011""","Newington School District","=""0940811""","John Paterson School","Not Eligible for Free/Reduced Lunch",64,"35.9%","69.3%"
"=""0940011""","Newington School District","=""0940811""","John Paterson School","Eligible for Reduced Lunch","*","*","*"
"=""0940011""","Newington School District","=""0945311""","John Wallace Middle School","Eligible for Free Lunch",77,"27.3%","45.7%"
"=""0940011""","Newington School District","=""0945311""","John Wallace Middle School","Not Eligible for Free/Reduced Lunch",526,"40.7%","57.0%"
"=""0940011""","Newington School District","=""0945311""","John Wallace Middle School","Eligible for Reduced Lunch",30,"46.7%","64.9%"
"=""0940011""","Newington School District","=""0945111""","Martin Kellogg Middle School","Eligible for Free Lunch",128,"34.4%","53.7%"
"=""0940011""","Newington School District","=""0945111""","Martin Kellogg Middle School","Not Eligible for Free/Reduced Lunch",434,"35.9%","52.2%"
"=""0940011""","Newington School District","=""0945111""","Martin Kellogg Middle School","Eligible for Reduced Lunch",32,"37.5%","49.6%"
"=""0940011""","Newington School District","=""0940711""","Ruth Chaffee School","Eligible for Free Lunch","*","*","*"
"=""0940011""","Newington School District","=""0940711""","Ruth Chaffee School","Not Eligible for Free/Reduced Lunch",53,"22.6%","45.7%"
"=""0940011""","Newington School District","=""0940711""","Ruth Chaffee School","Eligible for Reduced Lunch","*","*","*"
