"Smarter Balanced Growth Report, 2015-16"
"All Districts, Free/Reduced Price Meal Eligibility (3-level)"

"District Code","District","School Code","School","Free/Reduced Price Meal Eligibility (3-level)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy","Eligible for Reduced Lunch",7,"*","*"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School","Eligible for Free Lunch",199,"34.7%","63.6%"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School","Not Eligible for Free/Reduced Lunch","*","43.3%","68.5%"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School","Eligible for Reduced Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy","Eligible for Free Lunch",134,"34.3%","61.2%"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy","Not Eligible for Free/Reduced Lunch","*","40.6%","63.6%"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy","Eligible for Reduced Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School","Eligible for Free Lunch",212,"47.2%","74.2%"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School","Not Eligible for Free/Reduced Lunch","*","63.1%","82.2%"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School","Eligible for Reduced Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School","Eligible for Free Lunch","*","34.8%","60.2%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School","Not Eligible for Free/Reduced Lunch",120,"42.5%","68.5%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School","Eligible for Reduced Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0935611""","Domus Academy","Eligible for Free Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0935611""","Domus Academy","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School","Eligible for Free Lunch",137,"29.9%","54.4%"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School","Not Eligible for Free/Reduced Lunch",76,"40.8%","68.7%"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School","Eligible for Reduced Lunch",6,"*","*"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School","Eligible for Free Lunch",80,"36.3%","62.2%"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School","Not Eligible for Free/Reduced Lunch",137,"46.7%","64.9%"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School","Eligible for Reduced Lunch",7,"*","*"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School","Eligible for Free Lunch","*","20.0%","46.7%"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School","Not Eligible for Free/Reduced Lunch",205,"40.5%","59.7%"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School","Eligible for Reduced Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School","Eligible for Free Lunch",250,"40.0%","63.3%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School","Not Eligible for Free/Reduced Lunch","*","35.9%","58.6%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School","Eligible for Reduced Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy","Eligible for Free Lunch",187,"27.8%","54.4%"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy","Not Eligible for Free/Reduced Lunch",46,"32.6%","52.4%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels","Eligible for Free Lunch",123,"39.0%","63.7%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels","Not Eligible for Free/Reduced Lunch",94,"39.4%","65.6%"
"=""0930011""","New Haven School District","=""0930811""","John S. Martinez School","Eligible for Free Lunch",196,"40.8%","66.6%"
"=""0930011""","New Haven School District","=""0930811""","John S. Martinez School","Not Eligible for Free/Reduced Lunch","*","50.6%","76.7%"
"=""0930011""","New Haven School District","=""0930811""","John S. Martinez School","Eligible for Reduced Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0933011""","King/Robinson Magnet School","Eligible for Free Lunch",129,"29.5%","55.3%"
"=""0930011""","New Haven School District","=""0933011""","King/Robinson Magnet School","Not Eligible for Free/Reduced Lunch",95,"40.0%","63.2%"
"=""0930011""","New Haven School District","=""0933011""","King/Robinson Magnet School","Eligible for Reduced Lunch",8,"*","*"
"=""0930011""","New Haven School District","=""0932011""","Lincoln-Bassett School","Eligible for Free Lunch",70,"45.7%","78.8%"
"=""0930011""","New Haven School District","=""0932011""","Lincoln-Bassett School","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0932011""","Lincoln-Bassett School","Eligible for Reduced Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School","Eligible for Free Lunch",112,"42.9%","65.1%"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School","Not Eligible for Free/Reduced Lunch",109,"49.5%","70.5%"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School","Eligible for Reduced Lunch",6,"*","*"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School","Eligible for Free Lunch","*","43.8%","68.7%"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School","Not Eligible for Free/Reduced Lunch",163,"41.1%","63.0%"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School","Eligible for Reduced Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0933511""","Quinnipiac Real World Math STEM School","Eligible for Free Lunch",29,"58.6%","82.9%"
"=""0930011""","New Haven School District","=""0933511""","Quinnipiac Real World Math STEM School","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0933511""","Quinnipiac Real World Math STEM School","Eligible for Reduced Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School","Eligible for Free Lunch",169,"26.0%","50.1%"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School","Not Eligible for Free/Reduced Lunch","*","33.1%","57.9%"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School","Eligible for Reduced Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0932811""","Strong 21st Century Communications Magnet and SCSU Lab School","Eligible for Free Lunch",58,"44.8%","68.5%"
"=""0930011""","New Haven School District","=""0932811""","Strong 21st Century Communications Magnet and SCSU Lab School","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0932811""","Strong 21st Century Communications Magnet and SCSU Lab School","Eligible for Reduced Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0932911""","Truman School","Eligible for Free Lunch",161,"32.9%","61.5%"
"=""0930011""","New Haven School District","=""0932911""","Truman School","Not Eligible for Free/Reduced Lunch","*","43.1%","67.9%"
"=""0930011""","New Haven School District","=""0932911""","Truman School","Eligible for Reduced Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0934911""","West Rock Authors Academy","Eligible for Free Lunch",14,"*","*"
"=""0930011""","New Haven School District","=""0934911""","West Rock Authors Academy","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0934911""","West Rock Authors Academy","Eligible for Reduced Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School","Eligible for Free Lunch",109,"22.9%","51.4%"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School","Not Eligible for Free/Reduced Lunch","*","35.6%","61.3%"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School","Eligible for Reduced Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0933811""","Worthington Hooker School","Eligible for Free Lunch","*","51.6%","69.8%"
"=""0930011""","New Haven School District","=""0933811""","Worthington Hooker School","Not Eligible for Free/Reduced Lunch",140,"65.7%","81.9%"
"=""0930011""","New Haven School District","=""0933811""","Worthington Hooker School","Eligible for Reduced Lunch","*","*","*"
"=""0950011""","New London School District","=""0955111""","Bennie Dover Jackson Middle School","Eligible for Free Lunch",428,"25.0%","41.4%"
"=""0950011""","New London School District","=""0955111""","Bennie Dover Jackson Middle School","Not Eligible for Free/Reduced Lunch",62,"21.0%","44.8%"
"=""0950011""","New London School District","=""0955111""","Bennie Dover Jackson Middle School","Eligible for Reduced Lunch",19,"*","*"
"=""0950011""","New London School District","=""0950311""","Jennings School","Eligible for Free Lunch",123,"41.5%","73.6%"
"=""0950011""","New London School District","=""0950311""","Jennings School","Not Eligible for Free/Reduced Lunch","*","40.0%","64.8%"
"=""0950011""","New London School District","=""0950311""","Jennings School","Eligible for Reduced Lunch","*","*","*"
"=""0950011""","New London School District","=""0950911""","Nathan Hale Arts Magnet School","Eligible for Free Lunch",140,"38.6%","64.0%"
"=""0950011""","New London School District","=""0950911""","Nathan Hale Arts Magnet School","Not Eligible for Free/Reduced Lunch",25,"32.0%","58.5%"
"=""0950011""","New London School District","=""0950911""","Nathan Hale Arts Magnet School","Eligible for Reduced Lunch",7,"*","*"
"=""0950011""","New London School District","=""0950811""","Winthrop STEM Elementary Magnet School","Eligible for Free Lunch",110,"39.1%","63.1%"
"=""0950011""","New London School District","=""0950811""","Winthrop STEM Elementary Magnet School","Not Eligible for Free/Reduced Lunch","*","58.8%","86.2%"
"=""0950011""","New London School District","=""0950811""","Winthrop STEM Elementary Magnet School","Eligible for Reduced Lunch","*","*","*"
"=""0960011""","New Milford School District","=""0960911""","Sarah Noble Intermediate School","Eligible for Free Lunch",104,"34.6%","56.8%"
"=""0960011""","New Milford School District","=""0960911""","Sarah Noble Intermediate School","Not Eligible for Free/Reduced Lunch",452,"40.5%","64.7%"
"=""0960011""","New Milford School District","=""0960911""","Sarah Noble Intermediate School","Eligible for Reduced Lunch",32,"31.3%","55.6%"
"=""0960011""","New Milford School District","=""0965211""","Schaghticoke Middle School","Eligible for Free Lunch",140,"36.4%","56.7%"
"=""0960011""","New Milford School District","=""0965211""","Schaghticoke Middle School","Not Eligible for Free/Reduced Lunch",690,"42.3%","60.4%"
"=""0960011""","New Milford School District","=""0965211""","Schaghticoke Middle School","Eligible for Reduced Lunch",49,"38.8%","60.8%"
"=""0940011""","Newington School District","=""0940611""","Anna Reynolds School","Eligible for Free Lunch","*","*","*"
"=""0940011""","Newington School District","=""0940611""","Anna Reynolds School","Not Eligible for Free/Reduced Lunch",70,"64.3%","88.0%"
"=""0940011""","Newington School District","=""0940611""","Anna Reynolds School","Eligible for Reduced Lunch","*","*","*"
"=""0940011""","Newington School District","=""0940211""","Elizabeth Green School","Eligible for Free Lunch","*","*","*"
"=""0940011""","Newington School District","=""0940211""","Elizabeth Green School","Not Eligible for Free/Reduced Lunch",41,"51.2%","74.9%"
"=""0940011""","Newington School District","=""0940211""","Elizabeth Green School","Eligible for Reduced Lunch","*","*","*"
"=""0940011""","Newington School District","=""0940811""","John Paterson School","Eligible for Free Lunch","*","*","*"
"=""0940011""","Newington School District","=""0940811""","John Paterson School","Not Eligible for Free/Reduced Lunch",64,"34.4%","60.9%"
"=""0940011""","Newington School District","=""0940811""","John Paterson School","Eligible for Reduced Lunch","*","*","*"
"=""0940011""","Newington School District","=""0945311""","John Wallace Middle School","Eligible for Free Lunch",79,"29.1%","49.0%"
"=""0940011""","Newington School District","=""0945311""","John Wallace Middle School","Not Eligible for Free/Reduced Lunch",525,"41.1%","61.3%"
"=""0940011""","Newington School District","=""0945311""","John Wallace Middle School","Eligible for Reduced Lunch",30,"50.0%","77.0%"
"=""0940011""","Newington School District","=""0945111""","Martin Kellogg Middle School","Eligible for Free Lunch",125,"27.2%","47.5%"
"=""0940011""","Newington School District","=""0945111""","Martin Kellogg Middle School","Not Eligible for Free/Reduced Lunch",434,"32.3%","51.4%"
"=""0940011""","Newington School District","=""0945111""","Martin Kellogg Middle School","Eligible for Reduced Lunch",32,"28.1%","49.4%"
"=""0940011""","Newington School District","=""0940711""","Ruth Chaffee School","Eligible for Free Lunch","*","*","*"
"=""0940011""","Newington School District","=""0940711""","Ruth Chaffee School","Not Eligible for Free/Reduced Lunch",54,"38.9%","61.2%"
"=""0940011""","Newington School District","=""0940711""","Ruth Chaffee School","Eligible for Reduced Lunch","*","*","*"
"=""0970011""","Newtown School District","=""0970111""","Hawley Elementary School","Eligible for Free Lunch","*","*","*"
"=""0970011""","Newtown School District","=""0970111""","Hawley Elementary School","Not Eligible for Free/Reduced Lunch",66,"54.5%","84.8%"
"=""0970011""","Newtown School District","=""0970111""","Hawley Elementary School","Eligible for Reduced Lunch","*","*","*"
"=""0970011""","Newtown School District","=""0970411""","Head O'Meadow Elementary School","Eligible for Free Lunch","*","*","*"
"=""0970011""","Newtown School District","=""0970411""","Head O'Meadow Elementary School","Not Eligible for Free/Reduced Lunch","*","66.7%","83.5%"
"=""0970011""","Newtown School District","=""0970311""","Middle Gate Elementary School","Eligible for Free Lunch","*","*","*"
"=""0970011""","Newtown School District","=""0970311""","Middle Gate Elementary School","Not Eligible for Free/Reduced Lunch",70,"37.1%","62.7%"
"=""0970011""","Newtown School District","=""0970311""","Middle Gate Elementary School","Eligible for Reduced Lunch","*","*","*"
"=""0970011""","Newtown School District","=""0975111""","Newtown Middle School","Eligible for Free Lunch",42,"33.3%","55.0%"
"=""0970011""","Newtown School District","=""0975111""","Newtown Middle School","Not Eligible for Free/Reduced Lunch",706,"46.2%","60.4%"
"=""0970011""","Newtown School District","=""0975111""","Newtown Middle School","Eligible for Reduced Lunch",18,"*","*"
"=""0970011""","Newtown School District","=""0970511""","Reed Intermediate School","Eligible for Free Lunch",35,"37.1%","56.5%"
"=""0970011""","Newtown School District","=""0970511""","Reed Intermediate School","Not Eligible for Free/Reduced Lunch",601,"44.8%","63.7%"
"=""0970011""","Newtown School District","=""0970511""","Reed Intermediate School","Eligible for Reduced Lunch",17,"*","*"
"=""0970011""","Newtown School District","=""0970211""","Sandy Hook Elementary School","Eligible for Free Lunch","*","*","*"
"=""0970011""","Newtown School District","=""0970211""","Sandy Hook Elementary School","Not Eligible for Free/Reduced Lunch","*","48.4%","71.8%"
"=""0980011""","Norfolk School District","=""0980111""","Botelle Elementary School","Eligible for Free Lunch","*","*","*"
"=""0980011""","Norfolk School District","=""0980111""","Botelle Elementary School","Not Eligible for Free/Reduced Lunch",37,"43.2%","63.9%"
"=""0980011""","Norfolk School District","=""0980111""","Botelle Elementary School","Eligible for Reduced Lunch","*","*","*"
"=""0990011""","North Branford School District","=""0995111""","North Branford Intermediate School","Eligible for Free Lunch",60,"41.7%","64.3%"
"=""0990011""","North Branford School District","=""0995111""","North Branford Intermediate School","Not Eligible for Free/Reduced Lunch",359,"45.1%","65.1%"
"=""0990011""","North Branford School District","=""0995111""","North Branford Intermediate School","Eligible for Reduced Lunch",19,"*","*"
"=""0990011""","North Branford School District","=""0990611""","Totoket Valley Elementary School","Eligible for Free Lunch",32,"25.0%","51.8%"
"=""0990011""","North Branford School District","=""0990611""","Totoket Valley Elementary School","Not Eligible for Free/Reduced Lunch",219,"44.7%","66.8%"
"=""0990011""","North Branford School District","=""0990611""","Totoket Valley Elementary School","Eligible for Reduced Lunch",14,"*","*"
"=""1000011""","North Canaan School District","=""1000111""","North Canaan Elementary School","Eligible for Free Lunch",21,"47.6%","71.5%"
"=""1000011""","North Canaan School District","=""1000111""","North Canaan Elementary School","Not Eligible for Free/Reduced Lunch",82,"62.2%","79.9%"
"=""1000011""","North Canaan School District","=""1000111""","North Canaan Elementary School","Eligible for Reduced Lunch",7,"*","*"
"=""1010011""","North Haven School District","=""1010811""","Clintonville Elementary School","Eligible for Free Lunch","*","*","*"
"=""1010011""","North Haven School District","=""1010811""","Clintonville Elementary School","Not Eligible for Free/Reduced Lunch",82,"52.4%","78.1%"
"=""1010011""","North Haven School District","=""1010811""","Clintonville Elementary School","Eligible for Reduced Lunch","*","*","*"
"=""1010011""","North Haven School District","=""1010711""","Green Acres Elementary School","Eligible for Free Lunch",7,"*","*"
"=""1010011""","North Haven School District","=""1010711""","Green Acres Elementary School","Not Eligible for Free/Reduced Lunch",85,"63.5%","85.9%"
"=""1010011""","North Haven School District","=""1010711""","Green Acres Elementary School","Eligible for Reduced Lunch",7,"*","*"
"=""1010011""","North Haven School District","=""1010211""","Montowese Elementary School","Eligible for Free Lunch","*","*","*"
"=""1010011""","North Haven School District","=""1010211""","Montowese Elementary School","Not Eligible for Free/Reduced Lunch",89,"60.7%","84.2%"
"=""1010011""","North Haven School District","=""1010211""","Montowese Elementary School","Eligible for Reduced Lunch","*","*","*"
"=""1010011""","North Haven School District","=""1015211""","North Haven Middle School","Eligible for Free Lunch",84,"69.0%","91.2%"
"=""1010011""","North Haven School District","=""1015211""","North Haven Middle School","Not Eligible for Free/Reduced Lunch",587,"72.4%","89.7%"
"=""1010011""","North Haven School District","=""1015211""","North Haven Middle School","Eligible for Reduced Lunch",35,"48.6%","73.8%"
"=""1010011""","North Haven School District","=""1010311""","Ridge Road Elementary School","Eligible for Free Lunch","*","*","*"
"=""1010011""","North Haven School District","=""1010311""","Ridge Road Elementary School","Not Eligible for Free/Reduced Lunch",103,"75.7%","94.8%"
"=""1010011""","North Haven School District","=""1010311""","Ridge Road Elementary School","Eligible for Reduced Lunch","*","*","*"
"=""1020011""","North Stonington School District","=""1020111""","North Stonington Elementary School","Eligible for Free Lunch","*","*","*"
"=""1020011""","North Stonington School District","=""1020111""","North Stonington Elementary School","Not Eligible for Free/Reduced Lunch",91,"62.6%","82.4%"
"=""1020011""","North Stonington School District","=""1020111""","North Stonington Elementary School","Eligible for Reduced Lunch","*","*","*"
"=""1020011""","North Stonington School District","=""1025111""","Wheeler Middle School","Eligible for Free Lunch","*","34.6%","48.4%"
"=""1020011""","North Stonington School District","=""1025111""","Wheeler Middle School","Not Eligible for Free/Reduced Lunch",133,"40.6%","56.6%"
"=""1020011""","North Stonington School District","=""1025111""","Wheeler Middle School","Eligible for Reduced Lunch","*","*","*"
"=""1030011""","Norwalk School District","=""1030211""","Brookside Elementary School","Eligible for Free Lunch",64,"40.6%","62.8%"
"=""1030011""","Norwalk School District","=""1030211""","Brookside Elementary School","Not Eligible for Free/Reduced Lunch",48,"43.8%","65.3%"
"=""1030011""","Norwalk School District","=""1030211""","Brookside Elementary School","Eligible for Reduced Lunch",18,"*","*"
"=""1030011""","Norwalk School District","=""1030311""","Columbus Magnet School","Eligible for Free Lunch","*","36.4%","70.1%"
"=""1030011""","Norwalk School District","=""1030311""","Columbus Magnet School","Not Eligible for Free/Reduced Lunch",56,"37.5%","63.4%"
"=""1030011""","Norwalk School District","=""1030311""","Columbus Magnet School","Eligible for Reduced Lunch","*","*","*"
"=""1030011""","Norwalk School District","=""1030411""","Cranbury Elementary School","Eligible for Free Lunch",44,"20.5%","46.7%"
"=""1030011""","Norwalk School District","=""1030411""","Cranbury Elementary School","Not Eligible for Free/Reduced Lunch",77,"42.9%","62.8%"
"=""1030011""","Norwalk School District","=""1030411""","Cranbury Elementary School","Eligible for Reduced Lunch",6,"*","*"
"=""1030011""","Norwalk School District","=""1032011""","Fox Run Elementary School","Eligible for Free Lunch",40,"15.0%","43.0%"
"=""1030011""","Norwalk School District","=""1032011""","Fox Run Elementary School","Not Eligible for Free/Reduced Lunch",79,"35.4%","59.2%"
"=""1030011""","Norwalk School District","=""1032011""","Fox Run Elementary School","Eligible for Reduced Lunch",7,"*","*"
"=""1030011""","Norwalk School District","=""1030711""","Jefferson Magnet School","Eligible for Free Lunch",115,"40.0%","61.4%"
"=""1030011""","Norwalk School District","=""1030711""","Jefferson Magnet School","Not Eligible for Free/Reduced Lunch",52,"34.6%","61.8%"
"=""1030011""","Norwalk School District","=""1030711""","Jefferson Magnet School","Eligible for Reduced Lunch",19,"*","*"
"=""1030011""","Norwalk School District","=""1030811""","Kendall Elementary School","Eligible for Free Lunch",109,"43.1%","65.4%"
"=""1030011""","Norwalk School District","=""1030811""","Kendall Elementary School","Not Eligible for Free/Reduced Lunch",32,"40.6%","60.6%"
"=""1030011""","Norwalk School District","=""1030811""","Kendall Elementary School","Eligible for Reduced Lunch",24,"33.3%","67.9%"
"=""1030011""","Norwalk School District","=""1032211""","Marvin Elementary School","Eligible for Free Lunch",64,"31.3%","57.5%"
"=""1030011""","Norwalk School District","=""1032211""","Marvin Elementary School","Not Eligible for Free/Reduced Lunch",67,"37.3%","61.5%"
"=""1030011""","Norwalk School District","=""1032211""","Marvin Elementary School","Eligible for Reduced Lunch",17,"*","*"
"=""1030011""","Norwalk School District","=""1032111""","Naramake Elementary School","Eligible for Free Lunch",48,"25.0%","48.9%"
"=""1030011""","Norwalk School District","=""1032111""","Naramake Elementary School","Not Eligible for Free/Reduced Lunch",71,"43.7%","65.1%"
"=""1030011""","Norwalk School District","=""1032111""","Naramake Elementary School","Eligible for Reduced Lunch",12,"*","*"
"=""1030011""","Norwalk School District","=""1035211""","Nathan Hale Middle School","Eligible for Free Lunch",223,"30.5%","47.4%"
"=""1030011""","Norwalk School District","=""1035211""","Nathan Hale Middle School","Not Eligible for Free/Reduced Lunch",326,"37.4%","55.8%"
"=""1030011""","Norwalk School District","=""1035211""","Nathan Hale Middle School","Eligible for Reduced Lunch",60,"25.0%","50.5%"
"=""1030011""","Norwalk School District","=""1035311""","Ponus Ridge Middle School","Eligible for Free Lunch",334,"28.1%","49.8%"
"=""1030011""","Norwalk School District","=""1035311""","Ponus Ridge Middle School","Not Eligible for Free/Reduced Lunch",213,"39.4%","62.0%"
"=""1030011""","Norwalk School District","=""1035311""","Ponus Ridge Middle School","Eligible for Reduced Lunch",61,"29.5%","50.0%"
"=""1030011""","Norwalk School District","=""1035511""","Roton Middle School","Eligible for Free Lunch",184,"29.3%","51.0%"
"=""1030011""","Norwalk School District","=""1035511""","Roton Middle School","Not Eligible for Free/Reduced Lunch",212,"46.2%","62.4%"
"=""1030011""","Norwalk School District","=""1035511""","Roton Middle School","Eligible for Reduced Lunch",42,"40.5%","54.6%"
"=""1030011""","Norwalk School District","=""1031311""","Rowayton School","Eligible for Free Lunch","*","35.7%","72.9%"
"=""1030011""","Norwalk School District","=""1031311""","Rowayton School","Not Eligible for Free/Reduced Lunch",83,"61.4%","84.8%"
"=""1030011""","Norwalk School District","=""1031311""","Rowayton School","Eligible for Reduced Lunch","*","*","*"
"=""1030011""","Norwalk School District","=""1032311""","Silvermine Elementary School","Eligible for Free Lunch",94,"24.5%","53.8%"
"=""1030011""","Norwalk School District","=""1032311""","Silvermine Elementary School","Not Eligible for Free/Reduced Lunch",36,"41.7%","63.3%"
"=""1030011""","Norwalk School District","=""1032311""","Silvermine Elementary School","Eligible for Reduced Lunch",14,"*","*"
"=""1030011""","Norwalk School District","=""1031411""","Tracey School","Eligible for Free Lunch",58,"27.6%","55.4%"
"=""1030011""","Norwalk School District","=""1031411""","Tracey School","Not Eligible for Free/Reduced Lunch",43,"30.2%","62.5%"
"=""1030011""","Norwalk School District","=""1031411""","Tracey School","Eligible for Reduced Lunch",10,"*","*"
"=""1030011""","Norwalk School District","=""1035411""","West Rocks Middle School","Eligible for Free Lunch",292,"33.2%","53.6%"
"=""1030011""","Norwalk School District","=""1035411""","West Rocks Middle School","Not Eligible for Free/Reduced Lunch",266,"36.8%","52.5%"
"=""1030011""","Norwalk School District","=""1035411""","West Rocks Middle School","Eligible for Reduced Lunch",62,"29.0%","51.1%"
"=""1030011""","Norwalk School District","=""1032411""","Wolfpit School","Eligible for Free Lunch","*","32.4%","65.9%"
"=""1030011""","Norwalk School District","=""1032411""","Wolfpit School","Not Eligible for Free/Reduced Lunch",46,"52.2%","75.8%"
"=""1030011""","Norwalk School District","=""1032411""","Wolfpit School","Eligible for Reduced Lunch","*","*","*"
"=""1040011""","Norwich School District","=""1040711""","IRS Program at Uncas","Eligible for Free Lunch","*","*","*"
"=""1040011""","Norwich School District","=""1041411""","John B. Stanton Network School","Eligible for Free Lunch",77,"41.6%","68.5%"
"=""1040011""","Norwich School District","=""1041411""","John B. Stanton Network School","Not Eligible for Free/Reduced Lunch",13,"*","*"
"=""1040011""","Norwich School District","=""1041411""","John B. Stanton Network School","Eligible for Reduced Lunch",11,"*","*"
"=""1040011""","Norwich School District","=""1045111""","Kelly Middle School","Eligible for Free Lunch",444,"34.7%","55.7%"
"=""1040011""","Norwich School District","=""1045111""","Kelly Middle School","Not Eligible for Free/Reduced Lunch",139,"38.8%","57.7%"
"=""1040011""","Norwich School District","=""1045111""","Kelly Middle School","Eligible for Reduced Lunch",87,"35.6%","56.9%"
"=""1040011""","Norwich School District","=""1042011""","Moriarty Magnet School","Eligible for Free Lunch",85,"32.9%","64.9%"
"=""1040011""","Norwich School District","=""1042011""","Moriarty Magnet School","Not Eligible for Free/Reduced Lunch",25,"44.0%","77.1%"
"=""1040011""","Norwich School District","=""1042011""","Moriarty Magnet School","Eligible for Reduced Lunch",15,"*","*"
"=""1040011""","Norwich School District","=""1040811""","Samuel Huntington School","Eligible for Free Lunch",51,"45.1%","73.1%"
"=""1040011""","Norwich School District","=""1040811""","Samuel Huntington School","Not Eligible for Free/Reduced Lunch",47,"61.7%","88.2%"
"=""1040011""","Norwich School District","=""1040811""","Samuel Huntington School","Eligible for Reduced Lunch",7,"*","*"
"=""1040011""","Norwich School District","=""1045211""","Teachers' Memorial Middle School","Eligible for Free Lunch",200,"29.5%","50.1%"
"=""1040011""","Norwich School District","=""1045211""","Teachers' Memorial Middle School","Not Eligible for Free/Reduced Lunch",81,"42.0%","62.9%"
"=""1040011""","Norwich School District","=""1045211""","Teachers' Memorial Middle School","Eligible for Reduced Lunch",22,"18.2%","53.0%"
"=""1040011""","Norwich School District","=""1041711""","Thomas W. Mahan School","Eligible for Free Lunch",53,"54.7%","75.8%"
"=""1040011""","Norwich School District","=""1041711""","Thomas W. Mahan School","Not Eligible for Free/Reduced Lunch",20,"80.0%","95.2%"
"=""1040011""","Norwich School District","=""1041711""","Thomas W. Mahan School","Eligible for Reduced Lunch",7,"*","*"
"=""1040011""","Norwich School District","=""1041911""","Uncas Network School","Eligible for Free Lunch",51,"19.6%","41.0%"
"=""1040011""","Norwich School District","=""1041911""","Uncas Network School","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""1040011""","Norwich School District","=""1041911""","Uncas Network School","Eligible for Reduced Lunch","*","*","*"
"=""1040011""","Norwich School District","=""1041811""","Veterans' Memorial School","Eligible for Free Lunch",69,"27.5%","55.4%"
"=""1040011""","Norwich School District","=""1041811""","Veterans' Memorial School","Not Eligible for Free/Reduced Lunch",13,"*","*"
"=""1040011""","Norwich School District","=""1041811""","Veterans' Memorial School","Eligible for Reduced Lunch",10,"*","*"
"=""1040011""","Norwich School District","=""1041511""","Wequonnoc Magnet School","Eligible for Free Lunch",49,"44.9%","68.7%"
"=""1040011""","Norwich School District","=""1041511""","Wequonnoc Magnet School","Not Eligible for Free/Reduced Lunch",11,"*","*"
"=""1040011""","Norwich School District","=""1041511""","Wequonnoc Magnet School","Eligible for Reduced Lunch",9,"*","*"
"=""2630013""","Odyssey Community School District","=""2635113""","Odyssey Community School","Eligible for Free Lunch",50,"38.0%","69.2%"
"=""2630013""","Odyssey Community School District","=""2635113""","Odyssey Community School","Not Eligible for Free/Reduced Lunch",115,"34.8%","57.8%"
"=""2630013""","Odyssey Community School District","=""2635113""","Odyssey Community School","Eligible for Reduced Lunch",10,"*","*"
"=""1060011""","Old Saybrook School District","=""1065211""","Old Saybrook Middle School","Eligible for Free Lunch",80,"41.3%","64.6%"
