"Smarter Balanced Growth Report, 2015-16"
"All Districts, Free/Reduced Price Meal Eligibility (2-level)"

"District Code","District","School Code","School","Free/Reduced Price Meal Eligibility (2-level)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School","Eligible For Lunch",152,"20.4%","46.6%"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School","Not Eligible For Lunch",65,"27.7%","52.5%"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School","Eligible For Lunch",147,"26.5%","45.2%"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School","Not Eligible For Lunch",95,"26.3%","51.4%"
"=""0930011""","New Haven School District","=""0930311""","Beecher School","Eligible For Lunch",145,"48.3%","73.5%"
"=""0930011""","New Haven School District","=""0930311""","Beecher School","Not Eligible For Lunch",75,"46.7%","68.5%"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School","Eligible For Lunch",143,"48.3%","73.3%"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School","Not Eligible For Lunch",87,"58.6%","83.3%"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School","Eligible For Lunch",227,"36.1%","62.4%"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School","Not Eligible For Lunch",205,"47.3%","68.7%"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School","Eligible For Lunch",130,"33.8%","60.9%"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School","Not Eligible For Lunch",79,"35.4%","55.4%"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School","Eligible For Lunch",146,"30.8%","55.7%"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School","Not Eligible For Lunch",31,"35.5%","60.7%"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School","Eligible For Lunch",121,"28.1%","56.7%"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School","Not Eligible For Lunch",40,"42.5%","60.5%"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy","Eligible For Lunch",203,"37.4%","65.4%"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy","Not Eligible For Lunch",31,"58.1%","77.0%"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School","Eligible For Lunch",200,"34.5%","63.8%"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School","Not Eligible For Lunch",60,"43.3%","68.5%"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy","Eligible For Lunch",135,"34.8%","61.5%"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy","Not Eligible For Lunch",69,"40.6%","63.6%"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School","Eligible For Lunch",214,"47.2%","74.3%"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School","Not Eligible For Lunch",103,"63.1%","82.2%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School","Eligible For Lunch",97,"36.1%","62.0%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School","Not Eligible For Lunch",120,"42.5%","68.5%"
"=""0930011""","New Haven School District","=""0935611""","Domus Academy","Eligible For Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0935611""","Domus Academy","Not Eligible For Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School","Eligible For Lunch",143,"29.4%","53.5%"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School","Not Eligible For Lunch",76,"40.8%","68.7%"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School","Eligible For Lunch",87,"37.9%","63.0%"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School","Not Eligible For Lunch",137,"46.7%","64.9%"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School","Eligible For Lunch",45,"24.4%","50.3%"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School","Not Eligible For Lunch",205,"40.5%","59.7%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School","Eligible For Lunch",252,"40.5%","63.7%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School","Not Eligible For Lunch",78,"35.9%","58.6%"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy","Eligible For Lunch",187,"27.8%","54.4%"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy","Not Eligible For Lunch",46,"32.6%","52.4%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels","Eligible For Lunch",123,"39.0%","63.7%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels","Not Eligible For Lunch",94,"39.4%","65.6%"
"=""0930011""","New Haven School District","=""0930811""","John S. Martinez School","Eligible For Lunch",200,"40.5%","66.8%"
"=""0930011""","New Haven School District","=""0930811""","John S. Martinez School","Not Eligible For Lunch",77,"50.6%","76.7%"
"=""0930011""","New Haven School District","=""0933011""","King/Robinson Magnet School","Eligible For Lunch",137,"29.9%","56.6%"
"=""0930011""","New Haven School District","=""0933011""","King/Robinson Magnet School","Not Eligible For Lunch",95,"40.0%","63.2%"
"=""0930011""","New Haven School District","=""0932011""","Lincoln-Bassett School","Eligible For Lunch",73,"47.9%","80.1%"
"=""0930011""","New Haven School District","=""0932011""","Lincoln-Bassett School","Not Eligible For Lunch",12,"*","*"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School","Eligible For Lunch",118,"44.9%","67.1%"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School","Not Eligible For Lunch",109,"49.5%","70.5%"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School","Eligible For Lunch",67,"44.8%","69.9%"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School","Not Eligible For Lunch",163,"41.1%","63.0%"
"=""0930011""","New Haven School District","=""0933511""","Quinnipiac Real World Math STEM School","Eligible For Lunch",33,"60.6%","85.8%"
"=""0930011""","New Haven School District","=""0933511""","Quinnipiac Real World Math STEM School","Not Eligible For Lunch",6,"*","*"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School","Eligible For Lunch",173,"25.4%","49.7%"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School","Not Eligible For Lunch",145,"33.1%","57.9%"
"=""0930011""","New Haven School District","=""0932811""","Strong 21st Century Communications Magnet and SCSU Lab School","Eligible For Lunch",60,"46.7%","69.9%"
"=""0930011""","New Haven School District","=""0932811""","Strong 21st Century Communications Magnet and SCSU Lab School","Not Eligible For Lunch",12,"*","*"
"=""0930011""","New Haven School District","=""0932911""","Truman School","Eligible For Lunch",162,"32.7%","61.2%"
"=""0930011""","New Haven School District","=""0932911""","Truman School","Not Eligible For Lunch",51,"43.1%","67.9%"
"=""0930011""","New Haven School District","=""0934911""","West Rock Authors Academy","Eligible For Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0934911""","West Rock Authors Academy","Not Eligible For Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School","Eligible For Lunch",110,"22.7%","50.9%"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School","Not Eligible For Lunch",45,"35.6%","61.3%"
"=""0930011""","New Haven School District","=""0933811""","Worthington Hooker School","Eligible For Lunch",32,"53.1%","71.1%"
"=""0930011""","New Haven School District","=""0933811""","Worthington Hooker School","Not Eligible For Lunch",140,"65.7%","81.9%"
"=""0950011""","New London School District","=""0955111""","Bennie Dover Jackson Middle School","Eligible For Lunch",447,"24.8%","41.4%"
"=""0950011""","New London School District","=""0955111""","Bennie Dover Jackson Middle School","Not Eligible For Lunch",62,"21.0%","44.8%"
"=""0950011""","New London School District","=""0950311""","Jennings School","Eligible For Lunch",127,"40.9%","72.9%"
"=""0950011""","New London School District","=""0950311""","Jennings School","Not Eligible For Lunch",20,"40.0%","64.8%"
"=""0950011""","New London School District","=""0950911""","Nathan Hale Arts Magnet School","Eligible For Lunch",147,"38.1%","62.7%"
"=""0950011""","New London School District","=""0950911""","Nathan Hale Arts Magnet School","Not Eligible For Lunch",25,"32.0%","58.5%"
"=""0950011""","New London School District","=""0950811""","Winthrop STEM Elementary Magnet School","Eligible For Lunch",113,"38.9%","63.9%"
"=""0950011""","New London School District","=""0950811""","Winthrop STEM Elementary Magnet School","Not Eligible For Lunch",34,"58.8%","86.2%"
"=""0960011""","New Milford School District","=""0960911""","Sarah Noble Intermediate School","Eligible For Lunch",136,"33.8%","56.5%"
"=""0960011""","New Milford School District","=""0960911""","Sarah Noble Intermediate School","Not Eligible For Lunch",452,"40.5%","64.7%"
"=""0960011""","New Milford School District","=""0965211""","Schaghticoke Middle School","Eligible For Lunch",189,"37.0%","57.8%"
"=""0960011""","New Milford School District","=""0965211""","Schaghticoke Middle School","Not Eligible For Lunch",690,"42.3%","60.4%"
"=""0940011""","Newington School District","=""0940611""","Anna Reynolds School","Eligible For Lunch",15,"*","*"
"=""0940011""","Newington School District","=""0940611""","Anna Reynolds School","Not Eligible For Lunch",70,"64.3%","88.0%"
"=""0940011""","Newington School District","=""0940211""","Elizabeth Green School","Eligible For Lunch",18,"*","*"
"=""0940011""","Newington School District","=""0940211""","Elizabeth Green School","Not Eligible For Lunch",41,"51.2%","74.9%"
"=""0940011""","Newington School District","=""0940811""","John Paterson School","Eligible For Lunch",13,"*","*"
"=""0940011""","Newington School District","=""0940811""","John Paterson School","Not Eligible For Lunch",64,"34.4%","60.9%"
"=""0940011""","Newington School District","=""0945311""","John Wallace Middle School","Eligible For Lunch",109,"34.9%","56.7%"
"=""0940011""","Newington School District","=""0945311""","John Wallace Middle School","Not Eligible For Lunch",525,"41.1%","61.3%"
"=""0940011""","Newington School District","=""0945111""","Martin Kellogg Middle School","Eligible For Lunch",157,"27.4%","47.9%"
"=""0940011""","Newington School District","=""0945111""","Martin Kellogg Middle School","Not Eligible For Lunch",434,"32.3%","51.4%"
"=""0940011""","Newington School District","=""0940711""","Ruth Chaffee School","Eligible For Lunch",17,"*","*"
"=""0940011""","Newington School District","=""0940711""","Ruth Chaffee School","Not Eligible For Lunch",54,"38.9%","61.2%"
"=""0970011""","Newtown School District","=""0970111""","Hawley Elementary School","Eligible For Lunch","*","*","*"
"=""0970011""","Newtown School District","=""0970111""","Hawley Elementary School","Not Eligible For Lunch","*","54.5%","84.8%"
"=""0970011""","Newtown School District","=""0970411""","Head O'Meadow Elementary School","Eligible For Lunch","*","*","*"
"=""0970011""","Newtown School District","=""0970411""","Head O'Meadow Elementary School","Not Eligible For Lunch","*","66.7%","83.5%"
"=""0970011""","Newtown School District","=""0970311""","Middle Gate Elementary School","Eligible For Lunch",8,"*","*"
"=""0970011""","Newtown School District","=""0970311""","Middle Gate Elementary School","Not Eligible For Lunch",70,"37.1%","62.7%"
"=""0970011""","Newtown School District","=""0975111""","Newtown Middle School","Eligible For Lunch",60,"28.3%","53.6%"
"=""0970011""","Newtown School District","=""0975111""","Newtown Middle School","Not Eligible For Lunch",706,"46.2%","60.4%"
"=""0970011""","Newtown School District","=""0970511""","Reed Intermediate School","Eligible For Lunch",52,"44.2%","62.8%"
"=""0970011""","Newtown School District","=""0970511""","Reed Intermediate School","Not Eligible For Lunch",601,"44.8%","63.7%"
"=""0970011""","Newtown School District","=""0970211""","Sandy Hook Elementary School","Eligible For Lunch","*","*","*"
"=""0970011""","Newtown School District","=""0970211""","Sandy Hook Elementary School","Not Eligible For Lunch","*","48.4%","71.8%"
"=""0980011""","Norfolk School District","=""0980111""","Botelle Elementary School","Eligible For Lunch",7,"*","*"
"=""0980011""","Norfolk School District","=""0980111""","Botelle Elementary School","Not Eligible For Lunch",37,"43.2%","63.9%"
"=""0990011""","North Branford School District","=""0995111""","North Branford Intermediate School","Eligible For Lunch",79,"39.2%","59.5%"
"=""0990011""","North Branford School District","=""0995111""","North Branford Intermediate School","Not Eligible For Lunch",359,"45.1%","65.1%"
"=""0990011""","North Branford School District","=""0990611""","Totoket Valley Elementary School","Eligible For Lunch",46,"30.4%","57.5%"
"=""0990011""","North Branford School District","=""0990611""","Totoket Valley Elementary School","Not Eligible For Lunch",219,"44.7%","66.8%"
"=""1000011""","North Canaan School District","=""1000111""","North Canaan Elementary School","Eligible For Lunch",28,"46.4%","70.0%"
"=""1000011""","North Canaan School District","=""1000111""","North Canaan Elementary School","Not Eligible For Lunch",82,"62.2%","79.9%"
"=""1010011""","North Haven School District","=""1010811""","Clintonville Elementary School","Eligible For Lunch",17,"*","*"
"=""1010011""","North Haven School District","=""1010811""","Clintonville Elementary School","Not Eligible For Lunch",82,"52.4%","78.1%"
"=""1010011""","North Haven School District","=""1010711""","Green Acres Elementary School","Eligible For Lunch",14,"*","*"
"=""1010011""","North Haven School District","=""1010711""","Green Acres Elementary School","Not Eligible For Lunch",85,"63.5%","85.9%"
"=""1010011""","North Haven School District","=""1010211""","Montowese Elementary School","Eligible For Lunch",11,"*","*"
"=""1010011""","North Haven School District","=""1010211""","Montowese Elementary School","Not Eligible For Lunch",89,"60.7%","84.2%"
"=""1010011""","North Haven School District","=""1015211""","North Haven Middle School","Eligible For Lunch",119,"63.0%","86.1%"
"=""1010011""","North Haven School District","=""1015211""","North Haven Middle School","Not Eligible For Lunch",587,"72.4%","89.7%"
"=""1010011""","North Haven School District","=""1010311""","Ridge Road Elementary School","Eligible For Lunch",18,"*","*"
"=""1010011""","North Haven School District","=""1010311""","Ridge Road Elementary School","Not Eligible For Lunch",103,"75.7%","94.8%"
"=""1020011""","North Stonington School District","=""1020111""","North Stonington Elementary School","Eligible For Lunch",9,"*","*"
"=""1020011""","North Stonington School District","=""1020111""","North Stonington Elementary School","Not Eligible For Lunch",91,"62.6%","82.4%"
"=""1020011""","North Stonington School District","=""1025111""","Wheeler Middle School","Eligible For Lunch",31,"38.7%","51.1%"
"=""1020011""","North Stonington School District","=""1025111""","Wheeler Middle School","Not Eligible For Lunch",133,"40.6%","56.6%"
"=""1030011""","Norwalk School District","=""1030211""","Brookside Elementary School","Eligible For Lunch",82,"35.4%","58.0%"
"=""1030011""","Norwalk School District","=""1030211""","Brookside Elementary School","Not Eligible For Lunch",48,"43.8%","65.3%"
"=""1030011""","Norwalk School District","=""1030311""","Columbus Magnet School","Eligible For Lunch",25,"40.0%","72.9%"
"=""1030011""","Norwalk School District","=""1030311""","Columbus Magnet School","Not Eligible For Lunch",56,"37.5%","63.4%"
"=""1030011""","Norwalk School District","=""1030411""","Cranbury Elementary School","Eligible For Lunch",50,"24.0%","49.4%"
"=""1030011""","Norwalk School District","=""1030411""","Cranbury Elementary School","Not Eligible For Lunch",77,"42.9%","62.8%"
"=""1030011""","Norwalk School District","=""1032011""","Fox Run Elementary School","Eligible For Lunch",47,"14.9%","43.4%"
"=""1030011""","Norwalk School District","=""1032011""","Fox Run Elementary School","Not Eligible For Lunch",79,"35.4%","59.2%"
"=""1030011""","Norwalk School District","=""1030711""","Jefferson Magnet School","Eligible For Lunch",134,"38.8%","60.2%"
"=""1030011""","Norwalk School District","=""1030711""","Jefferson Magnet School","Not Eligible For Lunch",52,"34.6%","61.8%"
"=""1030011""","Norwalk School District","=""1030811""","Kendall Elementary School","Eligible For Lunch",133,"41.4%","65.8%"
"=""1030011""","Norwalk School District","=""1030811""","Kendall Elementary School","Not Eligible For Lunch",32,"40.6%","60.6%"
"=""1030011""","Norwalk School District","=""1032211""","Marvin Elementary School","Eligible For Lunch",81,"32.1%","60.9%"
"=""1030011""","Norwalk School District","=""1032211""","Marvin Elementary School","Not Eligible For Lunch",67,"37.3%","61.5%"
"=""1030011""","Norwalk School District","=""1032111""","Naramake Elementary School","Eligible For Lunch",60,"31.7%","54.8%"
"=""1030011""","Norwalk School District","=""1032111""","Naramake Elementary School","Not Eligible For Lunch",71,"43.7%","65.1%"
"=""1030011""","Norwalk School District","=""1035211""","Nathan Hale Middle School","Eligible For Lunch",283,"29.3%","48.1%"
"=""1030011""","Norwalk School District","=""1035211""","Nathan Hale Middle School","Not Eligible For Lunch",326,"37.4%","55.8%"
"=""1030011""","Norwalk School District","=""1035311""","Ponus Ridge Middle School","Eligible For Lunch",395,"28.4%","49.8%"
"=""1030011""","Norwalk School District","=""1035311""","Ponus Ridge Middle School","Not Eligible For Lunch",213,"39.4%","62.0%"
"=""1030011""","Norwalk School District","=""1035511""","Roton Middle School","Eligible For Lunch",226,"31.4%","51.6%"
"=""1030011""","Norwalk School District","=""1035511""","Roton Middle School","Not Eligible For Lunch",212,"46.2%","62.4%"
"=""1030011""","Norwalk School District","=""1031311""","Rowayton School","Eligible For Lunch",32,"37.5%","72.8%"
"=""1030011""","Norwalk School District","=""1031311""","Rowayton School","Not Eligible For Lunch",83,"61.4%","84.8%"
"=""1030011""","Norwalk School District","=""1032311""","Silvermine Elementary School","Eligible For Lunch",108,"26.9%","56.6%"
"=""1030011""","Norwalk School District","=""1032311""","Silvermine Elementary School","Not Eligible For Lunch",36,"41.7%","63.3%"
"=""1030011""","Norwalk School District","=""1031411""","Tracey School","Eligible For Lunch",68,"29.4%","56.9%"
"=""1030011""","Norwalk School District","=""1031411""","Tracey School","Not Eligible For Lunch",43,"30.2%","62.5%"
"=""1030011""","Norwalk School District","=""1035411""","West Rocks Middle School","Eligible For Lunch",354,"32.5%","53.2%"
"=""1030011""","Norwalk School District","=""1035411""","West Rocks Middle School","Not Eligible For Lunch",266,"36.8%","52.5%"
"=""1030011""","Norwalk School District","=""1032411""","Wolfpit School","Eligible For Lunch",40,"35.0%","68.7%"
"=""1030011""","Norwalk School District","=""1032411""","Wolfpit School","Not Eligible For Lunch",46,"52.2%","75.8%"
"=""1040011""","Norwich School District","=""1040711""","IRS Program at Uncas","Eligible For Lunch","*","*","*"
"=""1040011""","Norwich School District","=""1041411""","John B. Stanton Network School","Eligible For Lunch",88,"40.9%","66.8%"
"=""1040011""","Norwich School District","=""1041411""","John B. Stanton Network School","Not Eligible For Lunch",13,"*","*"
"=""1040011""","Norwich School District","=""1045111""","Kelly Middle School","Eligible For Lunch",531,"34.8%","55.9%"
"=""1040011""","Norwich School District","=""1045111""","Kelly Middle School","Not Eligible For Lunch",139,"38.8%","57.7%"
"=""1040011""","Norwich School District","=""1042011""","Moriarty Magnet School","Eligible For Lunch",100,"39.0%","68.6%"
"=""1040011""","Norwich School District","=""1042011""","Moriarty Magnet School","Not Eligible For Lunch",25,"44.0%","77.1%"
"=""1040011""","Norwich School District","=""1040811""","Samuel Huntington School","Eligible For Lunch",58,"48.3%","75.3%"
"=""1040011""","Norwich School District","=""1040811""","Samuel Huntington School","Not Eligible For Lunch",47,"61.7%","88.2%"
"=""1040011""","Norwich School District","=""1045211""","Teachers' Memorial Middle School","Eligible For Lunch",222,"28.4%","50.4%"
"=""1040011""","Norwich School District","=""1045211""","Teachers' Memorial Middle School","Not Eligible For Lunch",81,"42.0%","62.9%"
"=""1040011""","Norwich School District","=""1041711""","Thomas W. Mahan School","Eligible For Lunch",60,"56.7%","77.3%"
"=""1040011""","Norwich School District","=""1041711""","Thomas W. Mahan School","Not Eligible For Lunch",20,"80.0%","95.2%"
"=""1040011""","Norwich School District","=""1041911""","Uncas Network School","Eligible For Lunch",52,"21.2%","42.3%"
"=""1040011""","Norwich School District","=""1041911""","Uncas Network School","Not Eligible For Lunch",10,"*","*"
"=""1040011""","Norwich School District","=""1041811""","Veterans' Memorial School","Eligible For Lunch",79,"27.8%","54.2%"
"=""1040011""","Norwich School District","=""1041811""","Veterans' Memorial School","Not Eligible For Lunch",13,"*","*"
"=""1040011""","Norwich School District","=""1041511""","Wequonnoc Magnet School","Eligible For Lunch",58,"46.6%","70.0%"
"=""1040011""","Norwich School District","=""1041511""","Wequonnoc Magnet School","Not Eligible For Lunch",11,"*","*"
"=""2630013""","Odyssey Community School District","=""2635113""","Odyssey Community School","Eligible For Lunch",60,"40.0%","70.3%"
"=""2630013""","Odyssey Community School District","=""2635113""","Odyssey Community School","Not Eligible For Lunch",115,"34.8%","57.8%"
"=""1060011""","Old Saybrook School District","=""1065211""","Old Saybrook Middle School","Eligible For Lunch",97,"41.2%","64.4%"
"=""1060011""","Old Saybrook School District","=""1065211""","Old Saybrook Middle School","Not Eligible For Lunch",403,"46.7%","65.8%"
"=""1070011""","Orange School District","=""1070511""","Peck Place School","Eligible For Lunch",7,"*","*"
"=""1070011""","Orange School District","=""1070511""","Peck Place School","Not Eligible For Lunch",182,"56.6%","74.9%"
"=""1070011""","Orange School District","=""1070311""","Race Brook School","Eligible For Lunch",12,"*","*"
"=""1070011""","Orange School District","=""1070311""","Race Brook School","Not Eligible For Lunch",169,"49.7%","71.8%"
"=""1070011""","Orange School District","=""1070411""","Turkey Hill School","Eligible For Lunch",6,"*","*"
"=""1070011""","Orange School District","=""1070411""","Turkey Hill School","Not Eligible For Lunch",133,"57.9%","78.4%"
"=""1080011""","Oxford School District","=""1080411""","Alternative Education","Eligible For Lunch","*","*","*"
"=""1080011""","Oxford School District","=""1085111""","Great Oak School","Eligible For Lunch",40,"32.5%","52.0%"
"=""1080011""","Oxford School District","=""1085111""","Great Oak School","Not Eligible For Lunch",420,"37.9%","52.9%"
"=""1080011""","Oxford School District","=""1080111""","Oxford Center School","Eligible For Lunch",25,"32.0%","60.9%"
"=""1080011""","Oxford School District","=""1080111""","Oxford Center School","Not Eligible For Lunch",288,"42.7%","64.1%"
"=""2830013""","Park City Prep Charter School District","=""2835113""","Park City Prep Charter School","Eligible For Lunch",261,"44.8%","69.2%"
"=""2830013""","Park City Prep Charter School District","=""2835113""","Park City Prep Charter School","Not Eligible For Lunch",76,"51.3%","76.5%"
"=""1090011""","Plainfield School District","=""1095111""","Plainfield Central School","Eligible For Lunch",255,"54.5%","77.1%"
"=""1090011""","Plainfield School District","=""1095111""","Plainfield Central School","Not Eligible For Lunch",238,"54.6%","75.3%"
"=""1090011""","Plainfield School District","=""1090311""","Plainfield Memorial School","Eligible For Lunch",161,"34.2%","60.8%"
"=""1090011""","Plainfield School District","=""1090311""","Plainfield Memorial School","Not Eligible For Lunch",146,"41.1%","64.2%"
"=""1100011""","Plainville School District","=""1100411""","Frank T. Wheeler School","Eligible For Lunch",26,"46.2%","69.8%"
"=""1100011""","Plainville School District","=""1100411""","Frank T. Wheeler School","Not Eligible For Lunch",55,"41.8%","71.6%"
"=""1100011""","Plainville School District","=""1100211""","Linden Street School","Eligible For Lunch",59,"33.9%","64.4%"
"=""1100011""","Plainville School District","=""1100211""","Linden Street School","Not Eligible For Lunch",77,"41.6%","65.9%"
"=""1100011""","Plainville School District","=""1100511""","Louis Toffolon School","Eligible For Lunch",35,"22.9%","56.2%"
"=""1100011""","Plainville School District","=""1100511""","Louis Toffolon School","Not Eligible For Lunch",74,"40.5%","64.2%"
"=""1100011""","Plainville School District","=""1105211""","Middle School of Plainville","Eligible For Lunch",154,"39.6%","60.0%"
"=""1100011""","Plainville School District","=""1105211""","Middle School of Plainville","Not Eligible For Lunch",371,"48.5%","68.9%"
"=""1110011""","Plymouth School District","=""1115111""","Eli Terry Jr. Middle School","Eligible For Lunch",102,"27.5%","52.0%"
"=""1110011""","Plymouth School District","=""1115111""","Eli Terry Jr. Middle School","Not Eligible For Lunch",212,"44.3%","60.6%"
"=""1110011""","Plymouth School District","=""1110411""","Harry S. Fisher Elementary School","Eligible For Lunch",36,"36.1%","58.2%"
"=""1110011""","Plymouth School District","=""1110411""","Harry S. Fisher Elementary School","Not Eligible For Lunch",75,"45.3%","68.8%"
"=""1110011""","Plymouth School District","=""1110211""","Plymouth Center School","Eligible For Lunch",30,"50.0%","76.3%"
"=""1110011""","Plymouth School District","=""1110211""","Plymouth Center School","Not Eligible For Lunch",79,"63.3%","82.7%"
"=""1120011""","Pomfret School District","=""1120111""","Pomfret Community School","Eligible For Lunch",39,"46.2%","63.6%"
"=""1120011""","Pomfret School District","=""1120111""","Pomfret Community School","Not Eligible For Lunch",182,"52.7%","71.8%"
"=""1130011""","Portland School District","=""1130511""","Brownstone Intermediate School","Eligible For Lunch",41,"68.3%","77.3%"
"=""1130011""","Portland School District","=""1130511""","Brownstone Intermediate School","Not Eligible For Lunch",167,"50.9%","69.5%"
"=""1130011""","Portland School District","=""1130411""","Gildersleeve School","Eligible For Lunch",27,"25.9%","55.3%"
"=""1130011""","Portland School District","=""1130411""","Gildersleeve School","Not Eligible For Lunch",64,"46.9%","74.2%"
"=""1130011""","Portland School District","=""1135111""","Portland Middle School","Eligible For Lunch",34,"29.4%","50.5%"
"=""1130011""","Portland School District","=""1135111""","Portland Middle School","Not Eligible For Lunch",174,"50.0%","66.9%"
"=""1140011""","Preston School District","=""1145111""","Preston Plains School","Eligible For Lunch",32,"25.0%","41.8%"
"=""1140011""","Preston School District","=""1145111""","Preston Plains School","Not Eligible For Lunch",105,"29.5%","44.9%"
"=""1140011""","Preston School District","=""1140411""","Preston Veterans' Memorial School","Eligible For Lunch",18,"*","*"
"=""1140011""","Preston School District","=""1140411""","Preston Veterans' Memorial School","Not Eligible For Lunch",58,"53.4%","77.5%"
"=""1160011""","Putnam School District","=""1160311""","Putnam Elementary School","Eligible For Lunch",92,"32.6%","52.1%"
"=""1160011""","Putnam School District","=""1160311""","Putnam Elementary School","Not Eligible For Lunch",68,"44.1%","69.2%"
"=""1160011""","Putnam School District","=""1165111""","Putnam Middle School","Eligible For Lunch",126,"48.4%","66.3%"
"=""1160011""","Putnam School District","=""1165111""","Putnam Middle School","Not Eligible For Lunch",109,"47.7%","68.5%"
"=""1170011""","Redding School District","=""1175111""","John Read Middle School","Eligible For Lunch",10,"*","*"
"=""1170011""","Redding School District","=""1175111""","John Read Middle School","Not Eligible For Lunch",407,"49.4%","65.6%"
"=""1170011""","Redding School District","=""1170111""","Redding Elementary School","Eligible For Lunch","*","*","*"
"=""1170011""","Redding School District","=""1170111""","Redding Elementary School","Not Eligible For Lunch","*","63.4%","86.1%"
"=""2010012""","Regional School District 01","=""2010312""","SELC","Eligible For Lunch","*","*","*"
"=""2010012""","Regional School District 01","=""2010312""","SELC","Not Eligible For Lunch","*","*","*"
"=""2010012""","Regional School District 01","=""2010212""","TOTAL","Not Eligible For Lunch","*","*","*"
"=""2040012""","Regional School District 04","=""2045112""","John Winthrop Middle School","Eligible For Lunch",42,"35.7%","52.0%"
"=""2040012""","Regional School District 04","=""2045112""","John Winthrop Middle School","Not Eligible For Lunch",257,"44.0%","58.7%"
"=""2050012""","Regional School District 05","=""2055112""","Amity Middle School: Bethany","Eligible For Lunch",17,"*","*"
"=""2050012""","Regional School District 05","=""2055112""","Amity Middle School: Bethany","Not Eligible For Lunch",340,"56.8%","74.6%"
"=""2050012""","Regional School District 05","=""2055212""","Amity Middle School: Orange","Eligible For Lunch",15,"*","*"
"=""2050012""","Regional School District 05","=""2055212""","Amity Middle School: Orange","Not Eligible For Lunch",337,"45.7%","65.4%"
"=""2060012""","Regional School District 06","=""2060112""","Goshen Center School","Eligible For Lunch",10,"*","*"
"=""2060012""","Regional School District 06","=""2060112""","Goshen Center School","Not Eligible For Lunch",51,"60.8%","79.5%"
"=""2060012""","Regional School District 06","=""2060212""","James Morris School","Eligible For Lunch","*","*","*"
"=""2060012""","Regional School District 06","=""2060212""","James Morris School","Not Eligible For Lunch","*","33.3%","59.0%"
"=""2060012""","Regional School District 06","=""2066112""","Wamogo Regional High School","Eligible For Lunch",19,"*","*"
"=""2060012""","Regional School District 06","=""2066112""","Wamogo Regional High School","Not Eligible For Lunch",97,"38.1%","53.6%"
"=""2060012""","Regional School District 06","=""2060312""","Warren Elementary School","Eligible For Lunch","*","*","*"
