"Smarter Balanced Growth Report, 2015-16"
"All Districts, Free/Reduced Price Meal Eligibility (2-level)"

"District Code","District","School Code","School","Subject","Free/Reduced Price Meal Eligibility (2-level)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School","ELA","Not Eligible For Lunch",40,"42.5%","60.5%"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School","Math","Eligible For Lunch",121,"24.8%","50.2%"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School","Math","Not Eligible For Lunch",40,"32.5%","53.3%"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy","ELA","Eligible For Lunch",203,"37.4%","65.4%"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy","ELA","Not Eligible For Lunch",31,"58.1%","77.0%"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy","Math","Eligible For Lunch",217,"44.7%","65.2%"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy","Math","Not Eligible For Lunch",40,"47.5%","72.1%"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School","ELA","Eligible For Lunch",200,"34.5%","63.8%"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School","ELA","Not Eligible For Lunch",60,"43.3%","68.5%"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School","Math","Eligible For Lunch",201,"45.3%","67.2%"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School","Math","Not Eligible For Lunch",60,"36.7%","63.8%"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy","ELA","Eligible For Lunch",135,"34.8%","61.5%"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy","ELA","Not Eligible For Lunch",69,"40.6%","63.6%"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy","Math","Eligible For Lunch",137,"38.0%","62.7%"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy","Math","Not Eligible For Lunch",70,"37.1%","59.7%"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School","ELA","Eligible For Lunch",214,"47.2%","74.3%"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School","ELA","Not Eligible For Lunch",103,"63.1%","82.2%"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School","Math","Eligible For Lunch",214,"53.7%","77.2%"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School","Math","Not Eligible For Lunch",103,"54.4%","78.9%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School","ELA","Eligible For Lunch",97,"36.1%","62.0%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School","ELA","Not Eligible For Lunch",120,"42.5%","68.5%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School","Math","Eligible For Lunch",97,"27.8%","54.7%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School","Math","Not Eligible For Lunch",120,"38.3%","59.6%"
"=""0930011""","New Haven School District","=""0935611""","Domus Academy","ELA","Eligible For Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0935611""","Domus Academy","ELA","Not Eligible For Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0935611""","Domus Academy","Math","Eligible For Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0935611""","Domus Academy","Math","Not Eligible For Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School","ELA","Eligible For Lunch",143,"29.4%","53.5%"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School","ELA","Not Eligible For Lunch",76,"40.8%","68.7%"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School","Math","Eligible For Lunch",143,"40.6%","66.4%"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School","Math","Not Eligible For Lunch",76,"34.2%","61.0%"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School","ELA","Eligible For Lunch",87,"37.9%","63.0%"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School","ELA","Not Eligible For Lunch",137,"46.7%","64.9%"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School","Math","Eligible For Lunch",88,"36.4%","54.8%"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School","Math","Not Eligible For Lunch",137,"40.1%","63.3%"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School","ELA","Eligible For Lunch",45,"24.4%","50.3%"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School","ELA","Not Eligible For Lunch",205,"40.5%","59.7%"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School","Math","Eligible For Lunch",45,"40.0%","60.4%"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School","Math","Not Eligible For Lunch",205,"48.8%","67.6%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School","ELA","Eligible For Lunch",252,"40.5%","63.7%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School","ELA","Not Eligible For Lunch",78,"35.9%","58.6%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School","Math","Eligible For Lunch",280,"36.1%","56.0%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School","Math","Not Eligible For Lunch",95,"35.8%","58.7%"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy","ELA","Eligible For Lunch",187,"27.8%","54.4%"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy","ELA","Not Eligible For Lunch",46,"32.6%","52.4%"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy","Math","Eligible For Lunch",188,"33.0%","55.6%"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy","Math","Not Eligible For Lunch",47,"31.9%","58.3%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels","ELA","Eligible For Lunch",123,"39.0%","63.7%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels","ELA","Not Eligible For Lunch",94,"39.4%","65.6%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels","Math","Eligible For Lunch",124,"46.0%","67.2%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels","Math","Not Eligible For Lunch",95,"37.9%","63.0%"
"=""0930011""","New Haven School District","=""0930811""","John S. Martinez School","ELA","Eligible For Lunch",200,"40.5%","66.8%"
"=""0930011""","New Haven School District","=""0930811""","John S. Martinez School","ELA","Not Eligible For Lunch",77,"50.6%","76.7%"
"=""0930011""","New Haven School District","=""0930811""","John S. Martinez School","Math","Eligible For Lunch",200,"56.0%","79.7%"
"=""0930011""","New Haven School District","=""0930811""","John S. Martinez School","Math","Not Eligible For Lunch",78,"57.7%","81.1%"
"=""0930011""","New Haven School District","=""0933011""","King/Robinson Magnet School","ELA","Eligible For Lunch",137,"29.9%","56.6%"
"=""0930011""","New Haven School District","=""0933011""","King/Robinson Magnet School","ELA","Not Eligible For Lunch",95,"40.0%","63.2%"
"=""0930011""","New Haven School District","=""0933011""","King/Robinson Magnet School","Math","Eligible For Lunch",137,"38.7%","61.9%"
"=""0930011""","New Haven School District","=""0933011""","King/Robinson Magnet School","Math","Not Eligible For Lunch",94,"46.8%","68.9%"
"=""0930011""","New Haven School District","=""0932011""","Lincoln-Bassett School","ELA","Eligible For Lunch",73,"47.9%","80.1%"
"=""0930011""","New Haven School District","=""0932011""","Lincoln-Bassett School","ELA","Not Eligible For Lunch",12,"*","*"
"=""0930011""","New Haven School District","=""0932011""","Lincoln-Bassett School","Math","Eligible For Lunch",73,"69.9%","96.1%"
"=""0930011""","New Haven School District","=""0932011""","Lincoln-Bassett School","Math","Not Eligible For Lunch",12,"*","*"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School","ELA","Eligible For Lunch",118,"44.9%","67.1%"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School","ELA","Not Eligible For Lunch",109,"49.5%","70.5%"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School","Math","Eligible For Lunch",116,"45.7%","68.1%"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School","Math","Not Eligible For Lunch",108,"50.9%","72.9%"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School","ELA","Eligible For Lunch",67,"44.8%","69.9%"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School","ELA","Not Eligible For Lunch",163,"41.1%","63.0%"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School","Math","Eligible For Lunch",67,"34.3%","57.4%"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School","Math","Not Eligible For Lunch",163,"44.8%","66.4%"
"=""0930011""","New Haven School District","=""0933511""","Quinnipiac Real World Math STEM School","ELA","Eligible For Lunch",33,"60.6%","85.8%"
"=""0930011""","New Haven School District","=""0933511""","Quinnipiac Real World Math STEM School","ELA","Not Eligible For Lunch",6,"*","*"
"=""0930011""","New Haven School District","=""0933511""","Quinnipiac Real World Math STEM School","Math","Eligible For Lunch",33,"33.3%","68.5%"
"=""0930011""","New Haven School District","=""0933511""","Quinnipiac Real World Math STEM School","Math","Not Eligible For Lunch",6,"*","*"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School","ELA","Eligible For Lunch",173,"25.4%","49.7%"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School","ELA","Not Eligible For Lunch",145,"33.1%","57.9%"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School","Math","Eligible For Lunch",173,"20.8%","40.3%"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School","Math","Not Eligible For Lunch",145,"22.8%","45.5%"
"=""0930011""","New Haven School District","=""0932811""","Strong 21st Century Communications Magnet and SCSU Lab School","ELA","Eligible For Lunch",60,"46.7%","69.9%"
"=""0930011""","New Haven School District","=""0932811""","Strong 21st Century Communications Magnet and SCSU Lab School","ELA","Not Eligible For Lunch",12,"*","*"
"=""0930011""","New Haven School District","=""0932811""","Strong 21st Century Communications Magnet and SCSU Lab School","Math","Eligible For Lunch",61,"32.8%","69.3%"
"=""0930011""","New Haven School District","=""0932811""","Strong 21st Century Communications Magnet and SCSU Lab School","Math","Not Eligible For Lunch",12,"*","*"
"=""0930011""","New Haven School District","=""0932911""","Truman School","ELA","Eligible For Lunch",162,"32.7%","61.2%"
"=""0930011""","New Haven School District","=""0932911""","Truman School","ELA","Not Eligible For Lunch",51,"43.1%","67.9%"
"=""0930011""","New Haven School District","=""0932911""","Truman School","Math","Eligible For Lunch",163,"51.5%","75.8%"
"=""0930011""","New Haven School District","=""0932911""","Truman School","Math","Not Eligible For Lunch",52,"50.0%","73.3%"
"=""0930011""","New Haven School District","=""0934911""","West Rock Authors Academy","ELA","Eligible For Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0934911""","West Rock Authors Academy","ELA","Not Eligible For Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0934911""","West Rock Authors Academy","Math","Eligible For Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0934911""","West Rock Authors Academy","Math","Not Eligible For Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School","ELA","Eligible For Lunch",110,"22.7%","50.9%"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School","ELA","Not Eligible For Lunch",45,"35.6%","61.3%"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School","Math","Eligible For Lunch",110,"23.6%","45.7%"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School","Math","Not Eligible For Lunch",45,"17.8%","41.2%"
"=""0930011""","New Haven School District","=""0933811""","Worthington Hooker School","ELA","Eligible For Lunch",32,"53.1%","71.1%"
"=""0930011""","New Haven School District","=""0933811""","Worthington Hooker School","ELA","Not Eligible For Lunch",140,"65.7%","81.9%"
"=""0930011""","New Haven School District","=""0933811""","Worthington Hooker School","Math","Eligible For Lunch",34,"58.8%","76.4%"
"=""0930011""","New Haven School District","=""0933811""","Worthington Hooker School","Math","Not Eligible For Lunch",140,"62.1%","81.3%"
"=""0950011""","New London School District","=""0955111""","Bennie Dover Jackson Middle School","ELA","Eligible For Lunch",447,"24.8%","41.4%"
"=""0950011""","New London School District","=""0955111""","Bennie Dover Jackson Middle School","ELA","Not Eligible For Lunch",62,"21.0%","44.8%"
"=""0950011""","New London School District","=""0955111""","Bennie Dover Jackson Middle School","Math","Eligible For Lunch",451,"29.3%","49.2%"
"=""0950011""","New London School District","=""0955111""","Bennie Dover Jackson Middle School","Math","Not Eligible For Lunch",69,"20.3%","36.5%"
"=""0950011""","New London School District","=""0950311""","Jennings School","ELA","Eligible For Lunch",127,"40.9%","72.9%"
"=""0950011""","New London School District","=""0950311""","Jennings School","ELA","Not Eligible For Lunch",20,"40.0%","64.8%"
"=""0950011""","New London School District","=""0950311""","Jennings School","Math","Eligible For Lunch",131,"17.6%","42.6%"
"=""0950011""","New London School District","=""0950311""","Jennings School","Math","Not Eligible For Lunch",22,"9.1%","44.9%"
"=""0950011""","New London School District","=""0950911""","Nathan Hale Arts Magnet School","ELA","Eligible For Lunch",147,"38.1%","62.7%"
"=""0950011""","New London School District","=""0950911""","Nathan Hale Arts Magnet School","ELA","Not Eligible For Lunch",25,"32.0%","58.5%"
"=""0950011""","New London School District","=""0950911""","Nathan Hale Arts Magnet School","Math","Eligible For Lunch",147,"21.1%","45.9%"
"=""0950011""","New London School District","=""0950911""","Nathan Hale Arts Magnet School","Math","Not Eligible For Lunch",25,"24.0%","46.1%"
"=""0950011""","New London School District","=""0950811""","Winthrop STEM Elementary Magnet School","ELA","Eligible For Lunch",113,"38.9%","63.9%"
"=""0950011""","New London School District","=""0950811""","Winthrop STEM Elementary Magnet School","ELA","Not Eligible For Lunch",34,"58.8%","86.2%"
"=""0950011""","New London School District","=""0950811""","Winthrop STEM Elementary Magnet School","Math","Eligible For Lunch",114,"41.2%","66.0%"
"=""0950011""","New London School District","=""0950811""","Winthrop STEM Elementary Magnet School","Math","Not Eligible For Lunch",34,"47.1%","75.3%"
"=""0960011""","New Milford School District","=""0960911""","Sarah Noble Intermediate School","ELA","Eligible For Lunch",136,"33.8%","56.5%"
"=""0960011""","New Milford School District","=""0960911""","Sarah Noble Intermediate School","ELA","Not Eligible For Lunch",452,"40.5%","64.7%"
"=""0960011""","New Milford School District","=""0960911""","Sarah Noble Intermediate School","Math","Eligible For Lunch",138,"49.3%","72.9%"
"=""0960011""","New Milford School District","=""0960911""","Sarah Noble Intermediate School","Math","Not Eligible For Lunch",448,"54.0%","80.1%"
"=""0960011""","New Milford School District","=""0965211""","Schaghticoke Middle School","ELA","Eligible For Lunch",189,"37.0%","57.8%"
"=""0960011""","New Milford School District","=""0965211""","Schaghticoke Middle School","ELA","Not Eligible For Lunch",690,"42.3%","60.4%"
"=""0960011""","New Milford School District","=""0965211""","Schaghticoke Middle School","Math","Eligible For Lunch",187,"31.6%","48.9%"
"=""0960011""","New Milford School District","=""0965211""","Schaghticoke Middle School","Math","Not Eligible For Lunch",665,"40.2%","57.0%"
"=""0940011""","Newington School District","=""0940611""","Anna Reynolds School","ELA","Eligible For Lunch",15,"*","*"
"=""0940011""","Newington School District","=""0940611""","Anna Reynolds School","ELA","Not Eligible For Lunch",70,"64.3%","88.0%"
"=""0940011""","Newington School District","=""0940611""","Anna Reynolds School","Math","Eligible For Lunch",15,"*","*"
"=""0940011""","Newington School District","=""0940611""","Anna Reynolds School","Math","Not Eligible For Lunch",70,"55.7%","82.6%"
"=""0940011""","Newington School District","=""0940211""","Elizabeth Green School","ELA","Eligible For Lunch",18,"*","*"
"=""0940011""","Newington School District","=""0940211""","Elizabeth Green School","ELA","Not Eligible For Lunch",41,"51.2%","74.9%"
"=""0940011""","Newington School District","=""0940211""","Elizabeth Green School","Math","Eligible For Lunch",18,"*","*"
"=""0940011""","Newington School District","=""0940211""","Elizabeth Green School","Math","Not Eligible For Lunch",41,"39.0%","64.9%"
"=""0940011""","Newington School District","=""0940811""","John Paterson School","ELA","Eligible For Lunch",13,"*","*"
"=""0940011""","Newington School District","=""0940811""","John Paterson School","ELA","Not Eligible For Lunch",64,"34.4%","60.9%"
"=""0940011""","Newington School District","=""0940811""","John Paterson School","Math","Eligible For Lunch",13,"*","*"
"=""0940011""","Newington School District","=""0940811""","John Paterson School","Math","Not Eligible For Lunch",64,"35.9%","69.3%"
"=""0940011""","Newington School District","=""0945311""","John Wallace Middle School","ELA","Eligible For Lunch",109,"34.9%","56.7%"
"=""0940011""","Newington School District","=""0945311""","John Wallace Middle School","ELA","Not Eligible For Lunch",525,"41.1%","61.3%"
"=""0940011""","Newington School District","=""0945311""","John Wallace Middle School","Math","Eligible For Lunch",107,"32.7%","51.1%"
"=""0940011""","Newington School District","=""0945311""","John Wallace Middle School","Math","Not Eligible For Lunch",526,"40.7%","57.0%"
"=""0940011""","Newington School District","=""0945111""","Martin Kellogg Middle School","ELA","Eligible For Lunch",157,"27.4%","47.9%"
"=""0940011""","Newington School District","=""0945111""","Martin Kellogg Middle School","ELA","Not Eligible For Lunch",434,"32.3%","51.4%"
"=""0940011""","Newington School District","=""0945111""","Martin Kellogg Middle School","Math","Eligible For Lunch",160,"35.0%","52.9%"
"=""0940011""","Newington School District","=""0945111""","Martin Kellogg Middle School","Math","Not Eligible For Lunch",434,"35.9%","52.2%"
"=""0940011""","Newington School District","=""0940711""","Ruth Chaffee School","ELA","Eligible For Lunch",17,"*","*"
"=""0940011""","Newington School District","=""0940711""","Ruth Chaffee School","ELA","Not Eligible For Lunch",54,"38.9%","61.2%"
"=""0940011""","Newington School District","=""0940711""","Ruth Chaffee School","Math","Eligible For Lunch",17,"*","*"
"=""0940011""","Newington School District","=""0940711""","Ruth Chaffee School","Math","Not Eligible For Lunch",53,"22.6%","45.7%"
"=""0970011""","Newtown School District","=""0970111""","Hawley Elementary School","ELA","Eligible For Lunch","*","*","*"
"=""0970011""","Newtown School District","=""0970111""","Hawley Elementary School","ELA","Not Eligible For Lunch","*","54.5%","84.8%"
"=""0970011""","Newtown School District","=""0970111""","Hawley Elementary School","Math","Eligible For Lunch","*","*","*"
"=""0970011""","Newtown School District","=""0970111""","Hawley Elementary School","Math","Not Eligible For Lunch","*","62.1%","88.8%"
"=""0970011""","Newtown School District","=""0970411""","Head O'Meadow Elementary School","ELA","Eligible For Lunch","*","*","*"
"=""0970011""","Newtown School District","=""0970411""","Head O'Meadow Elementary School","ELA","Not Eligible For Lunch","*","66.7%","83.5%"
"=""0970011""","Newtown School District","=""0970411""","Head O'Meadow Elementary School","Math","Eligible For Lunch","*","*","*"
"=""0970011""","Newtown School District","=""0970411""","Head O'Meadow Elementary School","Math","Not Eligible For Lunch","*","68.1%","94.7%"
"=""0970011""","Newtown School District","=""0970311""","Middle Gate Elementary School","ELA","Eligible For Lunch",8,"*","*"
"=""0970011""","Newtown School District","=""0970311""","Middle Gate Elementary School","ELA","Not Eligible For Lunch",70,"37.1%","62.7%"
"=""0970011""","Newtown School District","=""0970311""","Middle Gate Elementary School","Math","Eligible For Lunch",8,"*","*"
"=""0970011""","Newtown School District","=""0970311""","Middle Gate Elementary School","Math","Not Eligible For Lunch",70,"34.3%","61.8%"
"=""0970011""","Newtown School District","=""0975111""","Newtown Middle School","ELA","Eligible For Lunch",60,"28.3%","53.6%"
"=""0970011""","Newtown School District","=""0975111""","Newtown Middle School","ELA","Not Eligible For Lunch",706,"46.2%","60.4%"
"=""0970011""","Newtown School District","=""0975111""","Newtown Middle School","Math","Eligible For Lunch",59,"49.2%","65.5%"
"=""0970011""","Newtown School District","=""0975111""","Newtown Middle School","Math","Not Eligible For Lunch",704,"53.6%","69.2%"
"=""0970011""","Newtown School District","=""0970511""","Reed Intermediate School","ELA","Eligible For Lunch",52,"44.2%","62.8%"
"=""0970011""","Newtown School District","=""0970511""","Reed Intermediate School","ELA","Not Eligible For Lunch",601,"44.8%","63.7%"
"=""0970011""","Newtown School District","=""0970511""","Reed Intermediate School","Math","Eligible For Lunch",52,"55.8%","78.5%"
"=""0970011""","Newtown School District","=""0970511""","Reed Intermediate School","Math","Not Eligible For Lunch",602,"70.9%","89.4%"
"=""0970011""","Newtown School District","=""0970211""","Sandy Hook Elementary School","ELA","Eligible For Lunch","*","*","*"
"=""0970011""","Newtown School District","=""0970211""","Sandy Hook Elementary School","ELA","Not Eligible For Lunch","*","48.4%","71.8%"
"=""0970011""","Newtown School District","=""0970211""","Sandy Hook Elementary School","Math","Eligible For Lunch","*","*","*"
"=""0970011""","Newtown School District","=""0970211""","Sandy Hook Elementary School","Math","Not Eligible For Lunch","*","43.5%","73.7%"
"=""0980011""","Norfolk School District","=""0980111""","Botelle Elementary School","ELA","Eligible For Lunch",7,"*","*"
"=""0980011""","Norfolk School District","=""0980111""","Botelle Elementary School","ELA","Not Eligible For Lunch",37,"43.2%","63.9%"
"=""0980011""","Norfolk School District","=""0980111""","Botelle Elementary School","Math","Eligible For Lunch",7,"*","*"
"=""0980011""","Norfolk School District","=""0980111""","Botelle Elementary School","Math","Not Eligible For Lunch",37,"56.8%","75.8%"
"=""0990011""","North Branford School District","=""0995111""","North Branford Intermediate School","ELA","Eligible For Lunch",79,"39.2%","59.5%"
"=""0990011""","North Branford School District","=""0995111""","North Branford Intermediate School","ELA","Not Eligible For Lunch",359,"45.1%","65.1%"
"=""0990011""","North Branford School District","=""0995111""","North Branford Intermediate School","Math","Eligible For Lunch",80,"48.8%","64.2%"
"=""0990011""","North Branford School District","=""0995111""","North Branford Intermediate School","Math","Not Eligible For Lunch",358,"40.5%","59.1%"
"=""0990011""","North Branford School District","=""0990611""","Totoket Valley Elementary School","ELA","Eligible For Lunch",46,"30.4%","57.5%"
"=""0990011""","North Branford School District","=""0990611""","Totoket Valley Elementary School","ELA","Not Eligible For Lunch",219,"44.7%","66.8%"
"=""0990011""","North Branford School District","=""0990611""","Totoket Valley Elementary School","Math","Eligible For Lunch",46,"47.8%","73.1%"
"=""0990011""","North Branford School District","=""0990611""","Totoket Valley Elementary School","Math","Not Eligible For Lunch",219,"52.1%","77.0%"
"=""1000011""","North Canaan School District","=""1000111""","North Canaan Elementary School","ELA","Eligible For Lunch",28,"46.4%","70.0%"
"=""1000011""","North Canaan School District","=""1000111""","North Canaan Elementary School","ELA","Not Eligible For Lunch",82,"62.2%","79.9%"
"=""1000011""","North Canaan School District","=""1000111""","North Canaan Elementary School","Math","Eligible For Lunch",28,"32.1%","65.0%"
"=""1000011""","North Canaan School District","=""1000111""","North Canaan Elementary School","Math","Not Eligible For Lunch",82,"56.1%","77.0%"
"=""1010011""","North Haven School District","=""1010811""","Clintonville Elementary School","ELA","Eligible For Lunch",17,"*","*"
"=""1010011""","North Haven School District","=""1010811""","Clintonville Elementary School","ELA","Not Eligible For Lunch",82,"52.4%","78.1%"
"=""1010011""","North Haven School District","=""1010811""","Clintonville Elementary School","Math","Eligible For Lunch",17,"*","*"
"=""1010011""","North Haven School District","=""1010811""","Clintonville Elementary School","Math","Not Eligible For Lunch",82,"59.8%","87.9%"
"=""1010011""","North Haven School District","=""1010711""","Green Acres Elementary School","ELA","Eligible For Lunch",14,"*","*"
"=""1010011""","North Haven School District","=""1010711""","Green Acres Elementary School","ELA","Not Eligible For Lunch",85,"63.5%","85.9%"
"=""1010011""","North Haven School District","=""1010711""","Green Acres Elementary School","Math","Eligible For Lunch",14,"*","*"
"=""1010011""","North Haven School District","=""1010711""","Green Acres Elementary School","Math","Not Eligible For Lunch",86,"64.0%","89.5%"
"=""1010011""","North Haven School District","=""1010211""","Montowese Elementary School","ELA","Eligible For Lunch",11,"*","*"
"=""1010011""","North Haven School District","=""1010211""","Montowese Elementary School","ELA","Not Eligible For Lunch",89,"60.7%","84.2%"
"=""1010011""","North Haven School District","=""1010211""","Montowese Elementary School","Math","Eligible For Lunch",11,"*","*"
"=""1010011""","North Haven School District","=""1010211""","Montowese Elementary School","Math","Not Eligible For Lunch",89,"53.9%","82.6%"
"=""1010011""","North Haven School District","=""1015211""","North Haven Middle School","ELA","Eligible For Lunch",119,"63.0%","86.1%"
"=""1010011""","North Haven School District","=""1015211""","North Haven Middle School","ELA","Not Eligible For Lunch",587,"72.4%","89.7%"
"=""1010011""","North Haven School District","=""1015211""","North Haven Middle School","Math","Eligible For Lunch",121,"62.0%","83.3%"
"=""1010011""","North Haven School District","=""1015211""","North Haven Middle School","Math","Not Eligible For Lunch",586,"78.5%","94.7%"
"=""1010011""","North Haven School District","=""1010311""","Ridge Road Elementary School","ELA","Eligible For Lunch",18,"*","*"
"=""1010011""","North Haven School District","=""1010311""","Ridge Road Elementary School","ELA","Not Eligible For Lunch",103,"75.7%","94.8%"
"=""1010011""","North Haven School District","=""1010311""","Ridge Road Elementary School","Math","Eligible For Lunch",18,"*","*"
"=""1010011""","North Haven School District","=""1010311""","Ridge Road Elementary School","Math","Not Eligible For Lunch",103,"68.0%","92.5%"
"=""1020011""","North Stonington School District","=""1020111""","North Stonington Elementary School","ELA","Eligible For Lunch",9,"*","*"
"=""1020011""","North Stonington School District","=""1020111""","North Stonington Elementary School","ELA","Not Eligible For Lunch",91,"62.6%","82.4%"
"=""1020011""","North Stonington School District","=""1020111""","North Stonington Elementary School","Math","Eligible For Lunch",9,"*","*"
"=""1020011""","North Stonington School District","=""1020111""","North Stonington Elementary School","Math","Not Eligible For Lunch",91,"69.2%","87.5%"
"=""1020011""","North Stonington School District","=""1025111""","Wheeler Middle School","ELA","Eligible For Lunch",31,"38.7%","51.1%"
"=""1020011""","North Stonington School District","=""1025111""","Wheeler Middle School","ELA","Not Eligible For Lunch",133,"40.6%","56.6%"
"=""1020011""","North Stonington School District","=""1025111""","Wheeler Middle School","Math","Eligible For Lunch",31,"25.8%","46.5%"
"=""1020011""","North Stonington School District","=""1025111""","Wheeler Middle School","Math","Not Eligible For Lunch",133,"40.6%","58.5%"
"=""1030011""","Norwalk School District","=""1030211""","Brookside Elementary School","ELA","Eligible For Lunch",82,"35.4%","58.0%"
"=""1030011""","Norwalk School District","=""1030211""","Brookside Elementary School","ELA","Not Eligible For Lunch",48,"43.8%","65.3%"
"=""1030011""","Norwalk School District","=""1030211""","Brookside Elementary School","Math","Eligible For Lunch",86,"36.0%","58.1%"
"=""1030011""","Norwalk School District","=""1030211""","Brookside Elementary School","Math","Not Eligible For Lunch",48,"52.1%","74.6%"
"=""1030011""","Norwalk School District","=""1030311""","Columbus Magnet School","ELA","Eligible For Lunch",25,"40.0%","72.9%"
"=""1030011""","Norwalk School District","=""1030311""","Columbus Magnet School","ELA","Not Eligible For Lunch",56,"37.5%","63.4%"
"=""1030011""","Norwalk School District","=""1030311""","Columbus Magnet School","Math","Eligible For Lunch",25,"32.0%","60.1%"
"=""1030011""","Norwalk School District","=""1030311""","Columbus Magnet School","Math","Not Eligible For Lunch",57,"43.9%","75.4%"
"=""1030011""","Norwalk School District","=""1030411""","Cranbury Elementary School","ELA","Eligible For Lunch",50,"24.0%","49.4%"
"=""1030011""","Norwalk School District","=""1030411""","Cranbury Elementary School","ELA","Not Eligible For Lunch",77,"42.9%","62.8%"
"=""1030011""","Norwalk School District","=""1030411""","Cranbury Elementary School","Math","Eligible For Lunch",53,"20.8%","51.7%"
"=""1030011""","Norwalk School District","=""1030411""","Cranbury Elementary School","Math","Not Eligible For Lunch",78,"32.1%","61.9%"
"=""1030011""","Norwalk School District","=""1032011""","Fox Run Elementary School","ELA","Eligible For Lunch",47,"14.9%","43.4%"
