"Smarter Balanced Growth Report, 2015-16"
"All Districts, ELL"

"District Code","District","School Code","School","English Learner Status (EL)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""2610013""","Jumoke Academy District","=""2610113""","Jumoke Academy","Non-ELL",325,"34.8%","54.5%"
"=""0680011""","Kent School District","=""0680111""","Kent Center School","ELL","*","*","*"
"=""0680011""","Kent School District","=""0680111""","Kent Center School","Non-ELL","*","48.0%","62.9%"
"=""0690011""","Killingly School District","=""0695211""","Killingly Intermediate School","ELL",13,"*","*"
"=""0690011""","Killingly School District","=""0695211""","Killingly Intermediate School","Non-ELL",606,"49.3%","69.9%"
"=""0690011""","Killingly School District","=""0690311""","Killingly Memorial School","ELL",8,"*","*"
"=""0690011""","Killingly School District","=""0690311""","Killingly Memorial School","Non-ELL",144,"48.6%","71.0%"
"=""2450014""","Learn","=""2455014""","Dual Language & Arts Magnet Middle School","ELL",15,"*","*"
"=""2450014""","Learn","=""2455014""","Dual Language & Arts Magnet Middle School","Non-ELL",113,"36.3%","59.9%"
"=""2450014""","Learn","=""2451014""","LEARN SAILS Program at Salem","Non-ELL","*","*","*"
"=""2450014""","Learn","=""2450814""","Learn SAILS Middle School Program","Non-ELL","*","*","*"
"=""2450014""","Learn","=""2450114""","Regional Multicultural Magnet School","ELL",19,"*","*"
"=""2450014""","Learn","=""2450114""","Regional Multicultural Magnet School","Non-ELL",142,"53.5%","81.4%"
"=""0710011""","Lebanon School District","=""0710111""","Lebanon Elementary School","Non-ELL",65,"56.9%","79.4%"
"=""0710011""","Lebanon School District","=""0715111""","Lebanon Middle School","Non-ELL",271,"49.1%","64.4%"
"=""0720011""","Ledyard School District","=""0720411""","Gallup Hill School","ELL","*","*","*"
"=""0720011""","Ledyard School District","=""0720411""","Gallup Hill School","Non-ELL","*","40.2%","57.1%"
"=""0720011""","Ledyard School District","=""0720311""","Juliet W. Long School","ELL","*","*","*"
"=""0720011""","Ledyard School District","=""0720311""","Juliet W. Long School","Non-ELL","*","48.2%","68.3%"
"=""0720011""","Ledyard School District","=""0720111""","Ledyard Center School","Non-ELL",172,"34.3%","57.2%"
"=""0720011""","Ledyard School District","=""0725111""","Ledyard Middle School","ELL","*","*","*"
"=""0720011""","Ledyard School District","=""0725111""","Ledyard Middle School","Non-ELL","*","43.7%","62.6%"
"=""0730011""","Lisbon School District","=""0730111""","Lisbon Central School","ELL","*","*","*"
"=""0730011""","Lisbon School District","=""0730111""","Lisbon Central School","Non-ELL","*","37.1%","57.0%"
"=""0740011""","Litchfield School District","=""0740311""","Litchfield Intermediate School","Non-ELL",210,"65.2%","83.9%"
"=""0740011""","Litchfield School District","=""0746011""","Litchfield Middle School","Non-ELL",161,"46.0%","64.5%"
"=""0760011""","Madison School District","=""0760611""","Dr. Robert H. Brown Middle School","ELL","*","*","*"
"=""0760011""","Madison School District","=""0760611""","Dr. Robert H. Brown Middle School","Non-ELL","*","36.2%","55.2%"
"=""0760011""","Madison School District","=""0760211""","Island Avenue Elementary School","Non-ELL",51,"51.0%","67.9%"
"=""0760011""","Madison School District","=""0760111""","J. Milton Jeffrey Elementary School","Non-ELL",71,"50.7%","71.9%"
"=""0760011""","Madison School District","=""0760311""","Kathleen H. Ryerson Elementary School","Non-ELL",47,"57.4%","76.3%"
"=""0760011""","Madison School District","=""0765211""","Walter C. Polson Upper Middle School","Non-ELL",452,"32.3%","47.7%"
"=""0770011""","Manchester School District","=""0770111""","Bowers School","ELL","*","*","*"
"=""0770011""","Manchester School District","=""0770111""","Bowers School","Non-ELL","*","34.5%","58.7%"
"=""0770011""","Manchester School District","=""0770311""","Buckley School","ELL","*","*","*"
"=""0770011""","Manchester School District","=""0770311""","Buckley School","Non-ELL","*","53.5%","75.3%"
"=""0770011""","Manchester School District","=""0771711""","Elisabeth M. Bennet Academy","ELL",10,"*","*"
"=""0770011""","Manchester School District","=""0771711""","Elisabeth M. Bennet Academy","Non-ELL",380,"32.9%","52.5%"
"=""0770011""","Manchester School District","=""0770411""","Highland Park School","ELL","*","*","*"
"=""0770011""","Manchester School District","=""0770411""","Highland Park School","Non-ELL","*","34.1%","60.5%"
"=""0770011""","Manchester School District","=""0775311""","Illing Middle School","ELL",25,"32.0%","59.3%"
"=""0770011""","Manchester School District","=""0775311""","Illing Middle School","Non-ELL",674,"35.3%","54.6%"
"=""0770011""","Manchester School District","=""0770611""","Keeney School","ELL","*","*","*"
"=""0770011""","Manchester School District","=""0770611""","Keeney School","Non-ELL","*","35.6%","62.6%"
"=""0770011""","Manchester School District","=""0779011""","Manchester Regional Academy","Non-ELL",6,"*","*"
"=""0770011""","Manchester School District","=""0771611""","Martin School","ELL","*","*","*"
"=""0770011""","Manchester School District","=""0771611""","Martin School","Non-ELL","*","33.3%","61.2%"
"=""0770011""","Manchester School District","=""0771011""","Robertson School","ELL","*","*","*"
"=""0770011""","Manchester School District","=""0771011""","Robertson School","Non-ELL","*","29.3%","53.9%"
"=""0770011""","Manchester School District","=""0771211""","Verplanck School","ELL",14,"*","*"
"=""0770011""","Manchester School District","=""0771211""","Verplanck School","Non-ELL",94,"39.4%","64.0%"
"=""0770011""","Manchester School District","=""0771311""","Waddell School","ELL","*","*","*"
"=""0770011""","Manchester School District","=""0771311""","Waddell School","Non-ELL","*","42.2%","65.7%"
"=""0770011""","Manchester School District","=""0771411""","Washington School","ELL","*","*","*"
"=""0770011""","Manchester School District","=""0771411""","Washington School","Non-ELL","*","19.6%","49.6%"
"=""0780011""","Mansfield School District","=""0780411""","Annie E. Vinton School","Non-ELL",47,"68.1%","88.2%"
"=""0780011""","Mansfield School District","=""0780211""","Dorothy C. Goodwin School","Non-ELL",19,"*","*"
"=""0780011""","Mansfield School District","=""0785111""","Mansfield Middle School School","ELL","*","*","*"
"=""0780011""","Mansfield School District","=""0785111""","Mansfield Middle School School","Non-ELL","*","50.0%","66.0%"
"=""0780011""","Mansfield School District","=""0780511""","Southeast Elementary School","ELL","*","*","*"
"=""0780011""","Mansfield School District","=""0780511""","Southeast Elementary School","Non-ELL","*","48.9%","75.6%"
"=""0790011""","Marlborough School District","=""0790111""","Elmer Thienes-Mary Hall Elementary School","Non-ELL",253,"56.1%","77.4%"
"=""0800011""","Meriden School District","=""0800111""","Benjamin Franklin School","ELL","*","*","*"
"=""0800011""","Meriden School District","=""0800111""","Benjamin Franklin School","Non-ELL","*","34.6%","56.9%"
"=""0800011""","Meriden School District","=""0801111""","Casimir Pulaski School","ELL",28,"32.1%","72.8%"
"=""0800011""","Meriden School District","=""0801111""","Casimir Pulaski School","Non-ELL",180,"42.8%","69.1%"
"=""0800011""","Meriden School District","=""0800311""","Hanover School","ELL",22,"31.8%","68.6%"
"=""0800011""","Meriden School District","=""0800311""","Hanover School","Non-ELL",108,"38.0%","64.0%"
"=""0800011""","Meriden School District","=""0800411""","Israel Putnam School","ELL",9,"*","*"
"=""0800011""","Meriden School District","=""0800411""","Israel Putnam School","Non-ELL",161,"27.3%","50.9%"
"=""0800011""","Meriden School District","=""0800511""","John Barry School","ELL",23,"47.8%","75.8%"
"=""0800011""","Meriden School District","=""0800511""","John Barry School","Non-ELL",125,"49.6%","70.6%"
"=""0800011""","Meriden School District","=""0805211""","Lincoln Middle School","ELL",71,"36.6%","60.7%"
"=""0800011""","Meriden School District","=""0805211""","Lincoln Middle School","Non-ELL",568,"49.1%","68.1%"
"=""0800011""","Meriden School District","=""0800711""","Nathan Hale School","ELL",25,"16.0%","51.4%"
"=""0800011""","Meriden School District","=""0800711""","Nathan Hale School","Non-ELL",156,"37.8%","64.0%"
"=""0800011""","Meriden School District","=""0800811""","Roger Sherman School","ELL",26,"42.3%","67.7%"
"=""0800011""","Meriden School District","=""0800811""","Roger Sherman School","Non-ELL",108,"37.0%","62.6%"
"=""0800011""","Meriden School District","=""0800911""","STEP-Meriden School District","Non-ELL","*","*","*"
"=""0800011""","Meriden School District","=""0801211""","STEPS-Meriden School District","ELL","*","*","*"
"=""0800011""","Meriden School District","=""0801211""","STEPS-Meriden School District","Non-ELL","*","*","*"
"=""0800011""","Meriden School District","=""0801011""","Thomas Hooker School","ELL","*","*","*"
"=""0800011""","Meriden School District","=""0801011""","Thomas Hooker School","Non-ELL","*","48.9%","74.9%"
"=""0800011""","Meriden School District","=""0805411""","Washington Middle School","ELL",55,"23.6%","55.6%"
"=""0800011""","Meriden School District","=""0805411""","Washington Middle School","Non-ELL",525,"34.3%","52.0%"
"=""0830011""","Middletown School District","=""0830211""","Bielefield School","ELL","*","*","*"
"=""0830011""","Middletown School District","=""0830211""","Bielefield School","Non-ELL","*","37.6%","64.2%"
"=""0830011""","Middletown School District","=""0830511""","Farm Hill School","ELL","*","*","*"
"=""0830011""","Middletown School District","=""0830511""","Farm Hill School","Non-ELL","*","31.9%","52.7%"
"=""0830011""","Middletown School District","=""0830711""","ICM - Lawrence","Non-ELL","*","*","*"
"=""0830011""","Middletown School District","=""0832011""","ICM - Spencer","ELL","*","*","*"
"=""0830011""","Middletown School District","=""0832011""","ICM - Spencer","Non-ELL","*","*","*"
"=""0830011""","Middletown School District","=""0831511""","Keigwin Middle School","ELL","*","*","*"
"=""0830011""","Middletown School District","=""0831511""","Keigwin Middle School","Non-ELL","*","42.7%","60.8%"
"=""0830011""","Middletown School District","=""0831311""","Lawrence School","ELL","*","*","*"
"=""0830011""","Middletown School District","=""0831311""","Lawrence School","Non-ELL","*","31.1%","50.6%"
"=""0830011""","Middletown School District","=""0830911""","MacDonough School","ELL","*","*","*"
"=""0830011""","Middletown School District","=""0830911""","MacDonough School","Non-ELL","*","22.2%","45.9%"
"=""0830011""","Middletown School District","=""0831211""","Moody School","Non-ELL",86,"46.5%","70.5%"
"=""0830011""","Middletown School District","=""0830311""","OASIS","Non-ELL","*","*","*"
"=""0830011""","Middletown School District","=""0832111""","STEM - Macdonough","Non-ELL",20,"65.0%","79.7%"
"=""0830011""","Middletown School District","=""0831111""","Snow School","ELL","*","*","*"
"=""0830011""","Middletown School District","=""0831111""","Snow School","Non-ELL","*","35.7%","64.2%"
"=""0830011""","Middletown School District","=""0830111""","Spencer School","ELL","*","*","*"
"=""0830011""","Middletown School District","=""0830111""","Spencer School","Non-ELL","*","32.9%","61.3%"
"=""0830011""","Middletown School District","=""0831411""","Wesley School","ELL","*","*","*"
"=""0830011""","Middletown School District","=""0831411""","Wesley School","Non-ELL","*","40.0%","68.2%"
"=""0830011""","Middletown School District","=""0835411""","Woodrow Wilson Middle School","ELL",11,"*","*"
"=""0830011""","Middletown School District","=""0835411""","Woodrow Wilson Middle School","Non-ELL",620,"38.5%","56.0%"
"=""0840011""","Milford School District","=""0840111""","Calf Pen Meadow School","ELL","*","*","*"
"=""0840011""","Milford School District","=""0840111""","Calf Pen Meadow School","Non-ELL","*","49.5%","70.6%"
"=""0840011""","Milford School District","=""0845111""","East Shore Middle School","ELL","*","*","*"
"=""0840011""","Milford School District","=""0845111""","East Shore Middle School","Non-ELL","*","49.4%","65.6%"
"=""0840011""","Milford School District","=""0845211""","Harborside Middle School","ELL","*","*","*"
"=""0840011""","Milford School District","=""0845211""","Harborside Middle School","Non-ELL","*","48.5%","65.2%"
"=""0840011""","Milford School District","=""0841911""","J. F. Kennedy School","ELL","*","*","*"
"=""0840011""","Milford School District","=""0841911""","J. F. Kennedy School","Non-ELL","*","51.4%","78.6%"
"=""0840011""","Milford School District","=""0841611""","Live Oaks School","ELL","*","*","*"
"=""0840011""","Milford School District","=""0841611""","Live Oaks School","Non-ELL","*","43.5%","65.5%"
"=""0840011""","Milford School District","=""0841711""","Mathewson School","ELL","*","*","*"
"=""0840011""","Milford School District","=""0841711""","Mathewson School","Non-ELL","*","46.4%","68.6%"
"=""0840011""","Milford School District","=""0840711""","Meadowside School","ELL","*","*","*"
"=""0840011""","Milford School District","=""0840711""","Meadowside School","Non-ELL","*","44.0%","73.3%"
"=""0840011""","Milford School District","=""0840811""","Orange Avenue School","ELL","*","*","*"
"=""0840011""","Milford School District","=""0840811""","Orange Avenue School","Non-ELL","*","52.1%","78.5%"
"=""0840011""","Milford School District","=""0841811""","Orchard Hills School","ELL","*","*","*"
"=""0840011""","Milford School District","=""0841811""","Orchard Hills School","Non-ELL","*","54.6%","75.9%"
"=""0840011""","Milford School District","=""0841011""","Pumpkin Delight School","ELL","*","*","*"
"=""0840011""","Milford School District","=""0841011""","Pumpkin Delight School","Non-ELL","*","57.0%","85.3%"
"=""0840011""","Milford School District","=""0845311""","West Shore Middle School","ELL","*","*","*"
"=""0840011""","Milford School District","=""0845311""","West Shore Middle School","Non-ELL","*","44.3%","63.5%"
"=""0850011""","Monroe School District","=""0850511""","Fawn Hollow Elementary School","Non-ELL",170,"53.5%","74.1%"
"=""0850011""","Monroe School District","=""0855211""","Jockey Hollow School","ELL","*","*","*"
"=""0850011""","Monroe School District","=""0855211""","Jockey Hollow School","Non-ELL","*","44.9%","59.4%"
"=""0850011""","Monroe School District","=""0850111""","Monroe Elementary School","Non-ELL",105,"61.0%","76.1%"
"=""0850011""","Monroe School District","=""0850311""","Stepney Elementary School","ELL","*","*","*"
"=""0850011""","Monroe School District","=""0850311""","Stepney Elementary School","Non-ELL","*","55.4%","70.9%"
"=""0860011""","Montville School District","=""0860711""","Dr. Charles E. Murphy School","ELL","*","*","*"
"=""0860011""","Montville School District","=""0860711""","Dr. Charles E. Murphy School","Non-ELL","*","46.2%","70.4%"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School","ELL","*","*","*"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School","Non-ELL","*","39.4%","58.8%"
"=""0860011""","Montville School District","=""0860111""","Mohegan School","ELL",6,"*","*"
"=""0860011""","Montville School District","=""0860111""","Mohegan School","Non-ELL",98,"40.8%","65.3%"
"=""0860011""","Montville School District","=""0860511""","Oakdale School","ELL","*","*","*"
"=""0860011""","Montville School District","=""0860511""","Oakdale School","Non-ELL","*","73.3%","93.0%"
"=""0880011""","Naugatuck School District","=""0880811""","Andrew Avenue School","ELL","*","*","*"
"=""0880011""","Naugatuck School District","=""0880811""","Andrew Avenue School","Non-ELL","*","22.0%","45.1%"
"=""0880011""","Naugatuck School District","=""0885111""","City Hill Middle School","ELL",13,"*","*"
"=""0880011""","Naugatuck School District","=""0885111""","City Hill Middle School","Non-ELL",621,"37.8%","57.6%"
"=""0880011""","Naugatuck School District","=""0880211""","Cross Street Intermediate School","ELL",9,"*","*"
"=""0880011""","Naugatuck School District","=""0880211""","Cross Street Intermediate School","Non-ELL",281,"53.0%","76.9%"
"=""0880011""","Naugatuck School District","=""0880411""","Hillside Intermediate School","ELL",10,"*","*"
"=""0880011""","Naugatuck School District","=""0880411""","Hillside Intermediate School","Non-ELL",287,"44.9%","69.1%"
"=""0880011""","Naugatuck School District","=""0880511""","Hop Brook Elementary School","ELL","*","*","*"
"=""0880011""","Naugatuck School District","=""0880511""","Hop Brook Elementary School","Non-ELL","*","34.0%","58.9%"
"=""0880011""","Naugatuck School District","=""0880311""","Maple Hill School","ELL","*","*","*"
"=""0880011""","Naugatuck School District","=""0880311""","Maple Hill School","Non-ELL","*","33.7%","61.8%"
"=""0880011""","Naugatuck School District","=""0880611""","Salem School","ELL","*","*","*"
"=""0880011""","Naugatuck School District","=""0880611""","Salem School","Non-ELL","*","38.6%","73.5%"
"=""0880011""","Naugatuck School District","=""0880711""","Western School","ELL","*","*","*"
"=""0880011""","Naugatuck School District","=""0880711""","Western School","Non-ELL","*","56.1%","75.1%"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy","Non-ELL",169,"34.3%","56.8%"
"=""0890011""","New Britain School District","=""0899111""","Alternative Center School","ELL","*","*","*"
"=""0890011""","New Britain School District","=""0899111""","Alternative Center School","Non-ELL","*","*","*"
"=""0890011""","New Britain School District","=""0891011""","Behavior Support","Non-ELL","*","*","*"
"=""0890011""","New Britain School District","=""0890311""","Chamberlain  Elementary School","ELL",10,"*","*"
"=""0890011""","New Britain School District","=""0890311""","Chamberlain  Elementary School","Non-ELL",108,"27.8%","54.3%"
"=""0890011""","New Britain School District","=""0891111""","Frank J. DiLoreto School","ELL",115,"20.9%","52.3%"
"=""0890011""","New Britain School District","=""0891111""","Frank J. DiLoreto School","Non-ELL",275,"33.1%","53.6%"
"=""0890011""","New Britain School District","=""0890511""","Gaffney School","ELL",7,"*","*"
"=""0890011""","New Britain School District","=""0890511""","Gaffney School","Non-ELL",98,"30.6%","58.2%"
"=""0890011""","New Britain School District","=""0890611""","Holmes School","ELL",18,"*","*"
"=""0890011""","New Britain School District","=""0890611""","Holmes School","Non-ELL",95,"45.3%","73.9%"
"=""0890011""","New Britain School District","=""0895411""","House of Arts Letters and Science (HALS)  Academy","Non-ELL",145,"49.0%","64.2%"
"=""0890011""","New Britain School District","=""0890711""","Jefferson School","ELL",30,"36.7%","61.1%"
"=""0890011""","New Britain School District","=""0890711""","Jefferson School","Non-ELL",91,"34.1%","60.1%"
"=""0890011""","New Britain School District","=""0890811""","Lincoln School","ELL",24,"41.7%","68.8%"
"=""0890011""","New Britain School District","=""0890811""","Lincoln School","Non-ELL",118,"22.0%","48.1%"
"=""0890011""","New Britain School District","=""0899011""","New Britain Transition Center","ELL","*","*","*"
"=""0890011""","New Britain School District","=""0899011""","New Britain Transition Center","Non-ELL","*","*","*"
"=""0890011""","New Britain School District","=""0890911""","Northend School","ELL","*","*","*"
"=""0890011""","New Britain School District","=""0890911""","Northend School","Non-ELL","*","32.5%","58.9%"
"=""0890011""","New Britain School District","=""0895311""","Pulaski Middle School","ELL",92,"26.1%","40.6%"
"=""0890011""","New Britain School District","=""0895311""","Pulaski Middle School","Non-ELL",535,"30.5%","51.2%"
"=""0890011""","New Britain School District","=""0895211""","Slade Middle School","ELL",63,"31.7%","50.5%"
"=""0890011""","New Britain School District","=""0895211""","Slade Middle School","Non-ELL",558,"24.2%","43.4%"
"=""0890011""","New Britain School District","=""0891211""","Smalley Academy","ELL",30,"16.7%","65.4%"
"=""0890011""","New Britain School District","=""0891211""","Smalley Academy","Non-ELL",125,"24.0%","50.2%"
"=""0890011""","New Britain School District","=""0891311""","Smith School","ELL",11,"*","*"
"=""0890011""","New Britain School District","=""0891311""","Smith School","Non-ELL",159,"20.1%","43.3%"
"=""0890011""","New Britain School District","=""0891811""","Steps","ELL",6,"*","*"
"=""0890011""","New Britain School District","=""0891811""","Steps","Non-ELL",19,"*","*"
"=""0890011""","New Britain School District","=""0890411""","Sunrise Intermediate","Non-ELL",7,"*","*"
"=""0890011""","New Britain School District","=""0890211""","Sunrise Primary","ELL","*","*","*"
"=""0890011""","New Britain School District","=""0891511""","Vance School","ELL",8,"*","*"
"=""0890011""","New Britain School District","=""0891511""","Vance School","Non-ELL",143,"30.8%","59.4%"
"=""0900011""","New Canaan School District","=""0900411""","East School","ELL","*","*","*"
"=""0900011""","New Canaan School District","=""0900411""","East School","Non-ELL","*","81.1%","99.1%"
"=""0900011""","New Canaan School District","=""0905111""","Saxe Middle School","ELL","*","*","*"
"=""0900011""","New Canaan School District","=""0905111""","Saxe Middle School","Non-ELL","*","48.3%","63.8%"
"=""0900011""","New Canaan School District","=""0900211""","South School","Non-ELL",117,"65.0%","80.5%"
"=""0900011""","New Canaan School District","=""0900311""","West School","ELL","*","*","*"
"=""0900011""","New Canaan School District","=""0900311""","West School","Non-ELL","*","70.0%","85.9%"
"=""0910011""","New Fairfield School District","=""0910211""","Meeting House Hill School","ELL",6,"*","*"
"=""0910011""","New Fairfield School District","=""0910211""","Meeting House Hill School","Non-ELL",284,"51.8%","74.2%"
"=""0910011""","New Fairfield School District","=""0915211""","New Fairfield Middle School","ELL","*","*","*"
"=""0910011""","New Fairfield School District","=""0915211""","New Fairfield Middle School","Non-ELL","*","50.8%","69.4%"
"=""0920011""","New Hartford School District","=""0920311""","Ann Antolini School","Non-ELL",197,"43.1%","66.4%"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School","ELL",24,"16.7%","38.9%"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School","Non-ELL",193,"23.3%","49.5%"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School","ELL",26,"34.6%","56.3%"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School","Non-ELL",216,"25.5%","46.6%"
"=""0930011""","New Haven School District","=""0930311""","Beecher School","ELL","*","*","*"
"=""0930011""","New Haven School District","=""0930311""","Beecher School","Non-ELL","*","47.0%","71.5%"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School","ELL",20,"40.0%","65.6%"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School","Non-ELL",210,"53.3%","78.2%"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School","ELL",13,"*","*"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School","Non-ELL",419,"41.3%","65.1%"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School","ELL",13,"*","*"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School","Non-ELL",196,"35.7%","59.7%"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School","ELL",10,"*","*"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School","Non-ELL",167,"32.9%","57.9%"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School","ELL",8,"*","*"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School","Non-ELL",153,"32.0%","57.9%"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy","ELL",40,"42.5%","62.5%"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy","Non-ELL",194,"39.7%","67.9%"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School","ELL",72,"34.7%","66.4%"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School","Non-ELL",188,"37.2%","64.3%"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy","ELL",76,"36.8%","65.9%"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy","Non-ELL",128,"36.7%","60.0%"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School","ELL",26,"42.3%","66.4%"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School","Non-ELL",291,"53.3%","77.8%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School","Non-ELL",217,"39.6%","65.6%"
"=""0930011""","New Haven School District","=""0935611""","Domus Academy","ELL","*","*","*"
"=""0930011""","New Haven School District","=""0935611""","Domus Academy","Non-ELL","*","*","*"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School","ELL",27,"33.3%","76.6%"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School","Non-ELL",192,"33.3%","56.2%"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School","ELL",7,"*","*"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School","Non-ELL",217,"42.9%","63.8%"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School","ELL","*","*","*"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School","Non-ELL","*","37.3%","57.8%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School","ELL",149,"34.2%","57.8%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School","Non-ELL",181,"43.6%","66.3%"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy","ELL",68,"26.5%","54.4%"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy","Non-ELL",165,"29.7%","53.8%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels","ELL",61,"39.3%","65.8%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels","Non-ELL",156,"39.1%","64.0%"
"=""0930011""","New Haven School District","=""0930811""","John S. Martinez School","ELL",115,"43.5%","71.6%"
"=""0930011""","New Haven School District","=""0930811""","John S. Martinez School","Non-ELL",162,"43.2%","68.1%"
"=""0930011""","New Haven School District","=""0933011""","King/Robinson Magnet School","ELL",7,"*","*"
"=""0930011""","New Haven School District","=""0933011""","King/Robinson Magnet School","Non-ELL",225,"33.8%","58.9%"
"=""0930011""","New Haven School District","=""0932011""","Lincoln-Bassett School","ELL","*","*","*"
"=""0930011""","New Haven School District","=""0932011""","Lincoln-Bassett School","Non-ELL","*","45.7%","78.9%"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School","ELL",15,"*","*"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School","Non-ELL",212,"49.1%","70.7%"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School","ELL",17,"*","*"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School","Non-ELL",213,"42.7%","65.6%"
"=""0930011""","New Haven School District","=""0933511""","Quinnipiac Real World Math STEM School","ELL",12,"*","*"
"=""0930011""","New Haven School District","=""0933511""","Quinnipiac Real World Math STEM School","Non-ELL",27,"51.9%","80.6%"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School","ELL",24,"20.8%","52.3%"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School","Non-ELL",294,"29.6%","53.6%"
"=""0930011""","New Haven School District","=""0932811""","Strong 21st Century Communications Magnet and SCSU Lab School","ELL",21,"33.3%","63.6%"
"=""0930011""","New Haven School District","=""0932811""","Strong 21st Century Communications Magnet and SCSU Lab School","Non-ELL",51,"47.1%","70.4%"
"=""0930011""","New Haven School District","=""0932911""","Truman School","ELL",83,"37.3%","66.8%"
"=""0930011""","New Haven School District","=""0932911""","Truman School","Non-ELL",130,"33.8%","60.2%"
"=""0930011""","New Haven School District","=""0934911""","West Rock Authors Academy","ELL","*","*","*"
"=""0930011""","New Haven School District","=""0934911""","West Rock Authors Academy","Non-ELL","*","*","*"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School","ELL","*","*","*"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School","Non-ELL","*","27.0%","54.3%"
"=""0930011""","New Haven School District","=""0933811""","Worthington Hooker School","ELL",9,"*","*"
"=""0930011""","New Haven School District","=""0933811""","Worthington Hooker School","Non-ELL",163,"65.0%","81.2%"
"=""0950011""","New London School District","=""0955111""","Bennie Dover Jackson Middle School","ELL",86,"17.4%","38.6%"
"=""0950011""","New London School District","=""0955111""","Bennie Dover Jackson Middle School","Non-ELL",423,"25.8%","42.5%"
"=""0950011""","New London School District","=""0950311""","Jennings School","ELL",62,"38.7%","73.6%"
"=""0950011""","New London School District","=""0950311""","Jennings School","Non-ELL",85,"42.4%","70.5%"
"=""0950011""","New London School District","=""0950911""","Nathan Hale Arts Magnet School","ELL",21,"38.1%","55.3%"
"=""0950011""","New London School District","=""0950911""","Nathan Hale Arts Magnet School","Non-ELL",151,"37.1%","63.0%"
"=""0950011""","New London School District","=""0950811""","Winthrop STEM Elementary Magnet School","ELL",27,"25.9%","53.4%"
"=""0950011""","New London School District","=""0950811""","Winthrop STEM Elementary Magnet School","Non-ELL",120,"47.5%","72.6%"
"=""0960011""","New Milford School District","=""0960911""","Sarah Noble Intermediate School","ELL",20,"50.0%","67.9%"
"=""0960011""","New Milford School District","=""0960911""","Sarah Noble Intermediate School","Non-ELL",568,"38.6%","62.7%"
"=""0960011""","New Milford School District","=""0965211""","Schaghticoke Middle School","ELL",17,"*","*"
"=""0960011""","New Milford School District","=""0965211""","Schaghticoke Middle School","Non-ELL",862,"41.2%","59.8%"
"=""0940011""","Newington School District","=""0940611""","Anna Reynolds School","ELL","*","*","*"
