"Smarter Balanced Growth Report, 2015-16"
"All Districts, High Needs (F, R, ELL or SWD)"

"District Code","District","School Code","School","High Needs (F/R, EL or SWD)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0890011""","New Britain School District","=""0890211""","Sunrise Primary","High Needs","*","*","*"
"=""0890011""","New Britain School District","=""0891511""","Vance School","High Needs",124,"28.2%","57.0%"
"=""0890011""","New Britain School District","=""0891511""","Vance School","Non-High Needs",27,"37.0%","65.1%"
"=""0900011""","New Canaan School District","=""0900411""","East School","High Needs",13,"*","*"
"=""0900011""","New Canaan School District","=""0900411""","East School","Non-High Needs",100,"84.0%","100.0%"
"=""0900011""","New Canaan School District","=""0905111""","Saxe Middle School","High Needs",129,"36.4%","56.6%"
"=""0900011""","New Canaan School District","=""0905111""","Saxe Middle School","Non-High Needs",1115,"49.4%","64.5%"
"=""0900011""","New Canaan School District","=""0900211""","South School","High Needs",15,"*","*"
"=""0900011""","New Canaan School District","=""0900211""","South School","Non-High Needs",102,"65.7%","80.5%"
"=""0900011""","New Canaan School District","=""0900311""","West School","High Needs",8,"*","*"
"=""0900011""","New Canaan School District","=""0900311""","West School","Non-High Needs",73,"71.2%","87.0%"
"=""0910011""","New Fairfield School District","=""0910211""","Meeting House Hill School","High Needs",53,"35.8%","63.5%"
"=""0910011""","New Fairfield School District","=""0910211""","Meeting House Hill School","Non-High Needs",237,"55.3%","77.0%"
"=""0910011""","New Fairfield School District","=""0915211""","New Fairfield Middle School","High Needs",84,"41.7%","63.8%"
"=""0910011""","New Fairfield School District","=""0915211""","New Fairfield Middle School","Non-High Needs",421,"52.3%","70.3%"
"=""0920011""","New Hartford School District","=""0920311""","Ann Antolini School","High Needs",36,"30.6%","61.5%"
"=""0920011""","New Hartford School District","=""0920311""","Ann Antolini School","Non-High Needs",161,"46.0%","67.5%"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School","High Needs",168,"19.0%","46.3%"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School","Non-High Needs",49,"34.7%","55.3%"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School","High Needs",169,"26.0%","45.2%"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School","Non-High Needs",73,"27.4%","53.4%"
"=""0930011""","New Haven School District","=""0930311""","Beecher School","High Needs",151,"48.3%","73.0%"
"=""0930011""","New Haven School District","=""0930311""","Beecher School","Non-High Needs",69,"46.4%","69.1%"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School","High Needs",158,"47.5%","73.0%"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School","Non-High Needs",72,"62.5%","86.1%"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School","High Needs",247,"38.9%","65.0%"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School","Non-High Needs",185,"44.9%","65.9%"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School","High Needs",144,"31.9%","58.6%"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School","Non-High Needs",65,"40.0%","59.2%"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School","High Needs",153,"29.4%","54.6%"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School","Non-High Needs",24,"45.8%","69.6%"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School","High Needs",129,"27.9%","56.1%"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School","Non-High Needs",32,"46.9%","64.1%"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy","High Needs",215,"38.1%","65.6%"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy","Non-High Needs",19,"*","*"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School","High Needs",220,"33.6%","63.4%"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School","Non-High Needs",40,"52.5%","73.0%"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy","High Needs",168,"35.7%","62.3%"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy","Non-High Needs",36,"41.7%","61.7%"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School","High Needs",233,"48.5%","75.2%"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School","Non-High Needs",84,"63.1%","81.4%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School","High Needs",116,"36.2%","61.6%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School","Non-High Needs",101,"43.6%","70.1%"
"=""0930011""","New Haven School District","=""0935611""","Domus Academy","High Needs","*","*","*"
"=""0930011""","New Haven School District","=""0935611""","Domus Academy","Non-High Needs","*","*","*"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School","High Needs",162,"29.6%","56.1%"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School","Non-High Needs",57,"43.9%","66.2%"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School","High Needs",102,"39.2%","63.1%"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School","Non-High Needs",122,"46.7%","65.1%"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School","High Needs",58,"22.4%","45.8%"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School","Non-High Needs",192,"42.2%","61.7%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School","High Needs",289,"39.8%","62.9%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School","Non-High Needs",41,"36.6%","59.2%"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy","High Needs",203,"28.1%","54.1%"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy","Non-High Needs",30,"33.3%","53.3%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels","High Needs",148,"38.5%","63.3%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels","Non-High Needs",69,"40.6%","67.2%"
"=""0930011""","New Haven School District","=""0930811""","John S. Martinez School","High Needs",235,"41.3%","68.5%"
"=""0930011""","New Haven School District","=""0930811""","John S. Martinez School","Non-High Needs",42,"54.8%","75.8%"
"=""0930011""","New Haven School District","=""0933011""","King/Robinson Magnet School","High Needs",153,"30.1%","56.7%"
"=""0930011""","New Haven School District","=""0933011""","King/Robinson Magnet School","Non-High Needs",79,"41.8%","64.3%"
"=""0930011""","New Haven School District","=""0932011""","Lincoln-Bassett School","High Needs",77,"48.1%","79.6%"
"=""0930011""","New Haven School District","=""0932011""","Lincoln-Bassett School","Non-High Needs",8,"*","*"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School","High Needs",130,"42.3%","64.0%"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School","Non-High Needs",97,"53.6%","75.1%"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School","High Needs",90,"40.0%","64.0%"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School","Non-High Needs",140,"43.6%","65.7%"
"=""0930011""","New Haven School District","=""0933511""","Quinnipiac Real World Math STEM School","High Needs",33,"60.6%","85.8%"
"=""0930011""","New Haven School District","=""0933511""","Quinnipiac Real World Math STEM School","Non-High Needs",6,"*","*"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School","High Needs",190,"23.7%","48.8%"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School","Non-High Needs",128,"36.7%","60.4%"
"=""0930011""","New Haven School District","=""0932811""","Strong 21st Century Communications Magnet and SCSU Lab School","High Needs",62,"45.2%","69.2%"
"=""0930011""","New Haven School District","=""0932811""","Strong 21st Century Communications Magnet and SCSU Lab School","Non-High Needs",10,"*","*"
"=""0930011""","New Haven School District","=""0932911""","Truman School","High Needs",191,"34.0%","62.3%"
"=""0930011""","New Haven School District","=""0932911""","Truman School","Non-High Needs",22,"45.5%","67.1%"
"=""0930011""","New Haven School District","=""0934911""","West Rock Authors Academy","High Needs","*","*","*"
"=""0930011""","New Haven School District","=""0934911""","West Rock Authors Academy","Non-High Needs","*","*","*"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School","High Needs",120,"24.2%","53.1%"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School","Non-High Needs",35,"34.3%","56.7%"
"=""0930011""","New Haven School District","=""0933811""","Worthington Hooker School","High Needs",47,"51.1%","66.3%"
"=""0930011""","New Haven School District","=""0933811""","Worthington Hooker School","Non-High Needs",125,"68.0%","85.0%"
"=""0950011""","New London School District","=""0955111""","Bennie Dover Jackson Middle School","High Needs",457,"24.5%","41.3%"
"=""0950011""","New London School District","=""0955111""","Bennie Dover Jackson Middle School","Non-High Needs",52,"23.1%","46.3%"
"=""0950011""","New London School District","=""0950311""","Jennings School","High Needs",132,"40.9%","73.4%"
"=""0950011""","New London School District","=""0950311""","Jennings School","Non-High Needs",15,"*","*"
"=""0950011""","New London School District","=""0950911""","Nathan Hale Arts Magnet School","High Needs",152,"38.2%","62.7%"
"=""0950011""","New London School District","=""0950911""","Nathan Hale Arts Magnet School","Non-High Needs",20,"30.0%","56.7%"
"=""0950011""","New London School District","=""0950811""","Winthrop STEM Elementary Magnet School","High Needs",120,"40.8%","66.1%"
"=""0950011""","New London School District","=""0950811""","Winthrop STEM Elementary Magnet School","Non-High Needs",27,"55.6%","82.3%"
"=""0960011""","New Milford School District","=""0960911""","Sarah Noble Intermediate School","High Needs",183,"36.1%","58.9%"
"=""0960011""","New Milford School District","=""0960911""","Sarah Noble Intermediate School","Non-High Needs",405,"40.2%","64.6%"
"=""0960011""","New Milford School District","=""0965211""","Schaghticoke Middle School","High Needs",271,"36.5%","56.6%"
"=""0960011""","New Milford School District","=""0965211""","Schaghticoke Middle School","Non-High Needs",608,"43.3%","61.3%"
"=""0940011""","Newington School District","=""0940611""","Anna Reynolds School","High Needs",16,"*","*"
"=""0940011""","Newington School District","=""0940611""","Anna Reynolds School","Non-High Needs",69,"63.8%","87.6%"
"=""0940011""","Newington School District","=""0940211""","Elizabeth Green School","High Needs",21,"19.0%","46.7%"
"=""0940011""","Newington School District","=""0940211""","Elizabeth Green School","Non-High Needs",38,"55.3%","80.4%"
"=""0940011""","Newington School District","=""0940811""","John Paterson School","High Needs",23,"30.4%","46.1%"
"=""0940011""","Newington School District","=""0940811""","John Paterson School","Non-High Needs",54,"35.2%","62.1%"
"=""0940011""","Newington School District","=""0945311""","John Wallace Middle School","High Needs",168,"31.5%","52.8%"
"=""0940011""","Newington School District","=""0945311""","John Wallace Middle School","Non-High Needs",466,"43.1%","63.3%"
"=""0940011""","Newington School District","=""0945111""","Martin Kellogg Middle School","High Needs",196,"26.0%","46.5%"
"=""0940011""","Newington School District","=""0945111""","Martin Kellogg Middle School","Non-High Needs",395,"33.4%","52.4%"
"=""0940011""","Newington School District","=""0940711""","Ruth Chaffee School","High Needs",24,"20.8%","60.7%"
"=""0940011""","Newington School District","=""0940711""","Ruth Chaffee School","Non-High Needs",47,"38.3%","60.9%"
"=""0970011""","Newtown School District","=""0970111""","Hawley Elementary School","High Needs",10,"*","*"
"=""0970011""","Newtown School District","=""0970111""","Hawley Elementary School","Non-High Needs",59,"54.2%","84.3%"
"=""0970011""","Newtown School District","=""0970411""","Head O'Meadow Elementary School","High Needs",8,"*","*"
"=""0970011""","Newtown School District","=""0970411""","Head O'Meadow Elementary School","Non-High Needs",63,"69.8%","85.4%"
"=""0970011""","Newtown School District","=""0970311""","Middle Gate Elementary School","High Needs",15,"*","*"
"=""0970011""","Newtown School District","=""0970311""","Middle Gate Elementary School","Non-High Needs",63,"33.3%","59.3%"
"=""0970011""","Newtown School District","=""0975111""","Newtown Middle School","High Needs",99,"28.3%","54.0%"
"=""0970011""","Newtown School District","=""0975111""","Newtown Middle School","Non-High Needs",667,"47.2%","60.8%"
"=""0970011""","Newtown School District","=""0970511""","Reed Intermediate School","High Needs",115,"35.7%","53.4%"
"=""0970011""","Newtown School District","=""0970511""","Reed Intermediate School","Non-High Needs",538,"46.7%","65.8%"
"=""0970011""","Newtown School District","=""0970211""","Sandy Hook Elementary School","High Needs",9,"*","*"
"=""0970011""","Newtown School District","=""0970211""","Sandy Hook Elementary School","Non-High Needs",57,"52.6%","75.2%"
"=""0980011""","Norfolk School District","=""0980111""","Botelle Elementary School","High Needs",13,"*","*"
"=""0980011""","Norfolk School District","=""0980111""","Botelle Elementary School","Non-High Needs",31,"48.4%","70.6%"
"=""0990011""","North Branford School District","=""0995111""","North Branford Intermediate School","High Needs",129,"37.2%","60.2%"
"=""0990011""","North Branford School District","=""0995111""","North Branford Intermediate School","Non-High Needs",309,"46.9%","65.7%"
"=""0990011""","North Branford School District","=""0990611""","Totoket Valley Elementary School","High Needs",74,"27.0%","55.7%"
"=""0990011""","North Branford School District","=""0990611""","Totoket Valley Elementary School","Non-High Needs",191,"48.2%","68.9%"
"=""1000011""","North Canaan School District","=""1000111""","North Canaan Elementary School","High Needs",35,"45.7%","66.7%"
"=""1000011""","North Canaan School District","=""1000111""","North Canaan Elementary School","Non-High Needs",75,"64.0%","82.4%"
"=""1010011""","North Haven School District","=""1010811""","Clintonville Elementary School","High Needs",21,"38.1%","73.6%"
"=""1010011""","North Haven School District","=""1010811""","Clintonville Elementary School","Non-High Needs",78,"53.8%","78.9%"
"=""1010011""","North Haven School District","=""1010711""","Green Acres Elementary School","High Needs",30,"50.0%","75.4%"
"=""1010011""","North Haven School District","=""1010711""","Green Acres Elementary School","Non-High Needs",69,"65.2%","88.4%"
"=""1010011""","North Haven School District","=""1010211""","Montowese Elementary School","High Needs",23,"34.8%","69.0%"
"=""1010011""","North Haven School District","=""1010211""","Montowese Elementary School","Non-High Needs",77,"63.6%","86.0%"
"=""1010011""","North Haven School District","=""1015211""","North Haven Middle School","High Needs",159,"59.7%","83.9%"
"=""1010011""","North Haven School District","=""1015211""","North Haven Middle School","Non-High Needs",547,"74.0%","90.6%"
"=""1010011""","North Haven School District","=""1010311""","Ridge Road Elementary School","High Needs",27,"40.7%","73.5%"
"=""1010011""","North Haven School District","=""1010311""","Ridge Road Elementary School","Non-High Needs",94,"78.7%","96.1%"
"=""1020011""","North Stonington School District","=""1020111""","North Stonington Elementary School","High Needs",10,"*","*"
"=""1020011""","North Stonington School District","=""1020111""","North Stonington Elementary School","Non-High Needs",90,"62.2%","82.1%"
"=""1020011""","North Stonington School District","=""1025111""","Wheeler Middle School","High Needs",37,"37.8%","50.6%"
"=""1020011""","North Stonington School District","=""1025111""","Wheeler Middle School","Non-High Needs",127,"40.9%","57.0%"
"=""1030011""","Norwalk School District","=""1030211""","Brookside Elementary School","High Needs",88,"37.5%","59.7%"
"=""1030011""","Norwalk School District","=""1030211""","Brookside Elementary School","Non-High Needs",42,"40.5%","62.8%"
"=""1030011""","Norwalk School District","=""1030311""","Columbus Magnet School","High Needs",32,"31.3%","61.3%"
"=""1030011""","Norwalk School District","=""1030311""","Columbus Magnet School","Non-High Needs",49,"42.9%","69.6%"
"=""1030011""","Norwalk School District","=""1030411""","Cranbury Elementary School","High Needs",58,"25.9%","51.1%"
"=""1030011""","Norwalk School District","=""1030411""","Cranbury Elementary School","Non-High Needs",69,"43.5%","62.9%"
"=""1030011""","Norwalk School District","=""1032011""","Fox Run Elementary School","High Needs",57,"15.8%","43.1%"
"=""1030011""","Norwalk School District","=""1032011""","Fox Run Elementary School","Non-High Needs",69,"37.7%","61.7%"
"=""1030011""","Norwalk School District","=""1030711""","Jefferson Magnet School","High Needs",137,"38.7%","60.7%"
"=""1030011""","Norwalk School District","=""1030711""","Jefferson Magnet School","Non-High Needs",49,"34.7%","60.6%"
"=""1030011""","Norwalk School District","=""1030811""","Kendall Elementary School","High Needs",140,"40.0%","64.8%"
"=""1030011""","Norwalk School District","=""1030811""","Kendall Elementary School","Non-High Needs",25,"48.0%","65.0%"
"=""1030011""","Norwalk School District","=""1032211""","Marvin Elementary School","High Needs",86,"33.7%","62.0%"
"=""1030011""","Norwalk School District","=""1032211""","Marvin Elementary School","Non-High Needs",62,"35.5%","59.9%"
"=""1030011""","Norwalk School District","=""1032111""","Naramake Elementary School","High Needs",69,"30.4%","54.5%"
"=""1030011""","Norwalk School District","=""1032111""","Naramake Elementary School","Non-High Needs",62,"46.8%","66.9%"
"=""1030011""","Norwalk School District","=""1035211""","Nathan Hale Middle School","High Needs",321,"29.3%","48.4%"
"=""1030011""","Norwalk School District","=""1035211""","Nathan Hale Middle School","Non-High Needs",288,"38.5%","56.4%"
"=""1030011""","Norwalk School District","=""1035311""","Ponus Ridge Middle School","High Needs",426,"28.9%","50.5%"
"=""1030011""","Norwalk School District","=""1035311""","Ponus Ridge Middle School","Non-High Needs",182,"40.1%","62.4%"
"=""1030011""","Norwalk School District","=""1035511""","Roton Middle School","High Needs",242,"30.6%","51.1%"
"=""1030011""","Norwalk School District","=""1035511""","Roton Middle School","Non-High Needs",196,"48.5%","64.0%"
"=""1030011""","Norwalk School District","=""1031311""","Rowayton School","High Needs",40,"40.0%","74.1%"
"=""1030011""","Norwalk School District","=""1031311""","Rowayton School","Non-High Needs",75,"62.7%","85.4%"
"=""1030011""","Norwalk School District","=""1032311""","Silvermine Elementary School","High Needs",112,"26.8%","56.5%"
"=""1030011""","Norwalk School District","=""1032311""","Silvermine Elementary School","Non-High Needs",32,"43.8%","64.4%"
"=""1030011""","Norwalk School District","=""1031411""","Tracey School","High Needs",75,"28.0%","56.2%"
"=""1030011""","Norwalk School District","=""1031411""","Tracey School","Non-High Needs",36,"33.3%","65.2%"
"=""1030011""","Norwalk School District","=""1035411""","West Rocks Middle School","High Needs",384,"32.0%","52.5%"
"=""1030011""","Norwalk School District","=""1035411""","West Rocks Middle School","Non-High Needs",236,"38.1%","53.5%"
"=""1030011""","Norwalk School District","=""1032411""","Wolfpit School","High Needs",45,"33.3%","67.6%"
"=""1030011""","Norwalk School District","=""1032411""","Wolfpit School","Non-High Needs",41,"56.1%","77.7%"
"=""1040011""","Norwich School District","=""1040711""","IRS Program at Uncas","High Needs","*","*","*"
"=""1040011""","Norwich School District","=""1041411""","John B. Stanton Network School","High Needs",91,"40.7%","65.8%"
"=""1040011""","Norwich School District","=""1041411""","John B. Stanton Network School","Non-High Needs",10,"*","*"
"=""1040011""","Norwich School District","=""1045111""","Kelly Middle School","High Needs",540,"35.4%","56.3%"
"=""1040011""","Norwich School District","=""1045111""","Kelly Middle School","Non-High Needs",130,"36.9%","56.2%"
"=""1040011""","Norwich School District","=""1042011""","Moriarty Magnet School","High Needs",101,"38.6%","67.9%"
"=""1040011""","Norwich School District","=""1042011""","Moriarty Magnet School","Non-High Needs",24,"45.8%","80.3%"
"=""1040011""","Norwich School District","=""1040811""","Samuel Huntington School","High Needs",61,"49.2%","76.3%"
"=""1040011""","Norwich School District","=""1040811""","Samuel Huntington School","Non-High Needs",44,"61.4%","87.6%"
"=""1040011""","Norwich School District","=""1045211""","Teachers' Memorial Middle School","High Needs",233,"28.3%","50.7%"
"=""1040011""","Norwich School District","=""1045211""","Teachers' Memorial Middle School","Non-High Needs",70,"44.3%","63.8%"
"=""1040011""","Norwich School District","=""1041711""","Thomas W. Mahan School","High Needs",61,"57.4%","77.8%"
"=""1040011""","Norwich School District","=""1041711""","Thomas W. Mahan School","Non-High Needs",19,"*","*"
"=""1040011""","Norwich School District","=""1041911""","Uncas Network School","High Needs",54,"20.4%","41.7%"
"=""1040011""","Norwich School District","=""1041911""","Uncas Network School","Non-High Needs",8,"*","*"
"=""1040011""","Norwich School District","=""1041811""","Veterans' Memorial School","High Needs",81,"28.4%","54.9%"
"=""1040011""","Norwich School District","=""1041811""","Veterans' Memorial School","Non-High Needs",11,"*","*"
"=""1040011""","Norwich School District","=""1041511""","Wequonnoc Magnet School","High Needs",60,"48.3%","71.3%"
"=""1040011""","Norwich School District","=""1041511""","Wequonnoc Magnet School","Non-High Needs",9,"*","*"
"=""2630013""","Odyssey Community School District","=""2635113""","Odyssey Community School","High Needs",67,"37.3%","67.2%"
"=""2630013""","Odyssey Community School District","=""2635113""","Odyssey Community School","Non-High Needs",108,"36.1%","58.9%"
"=""1060011""","Old Saybrook School District","=""1065211""","Old Saybrook Middle School","High Needs",140,"40.7%","62.1%"
"=""1060011""","Old Saybrook School District","=""1065211""","Old Saybrook Middle School","Non-High Needs",360,"47.5%","66.8%"
"=""1070011""","Orange School District","=""1070511""","Peck Place School","High Needs",15,"*","*"
"=""1070011""","Orange School District","=""1070511""","Peck Place School","Non-High Needs",174,"57.5%","75.5%"
"=""1070011""","Orange School District","=""1070311""","Race Brook School","High Needs",24,"37.5%","62.6%"
"=""1070011""","Orange School District","=""1070311""","Race Brook School","Non-High Needs",157,"52.2%","73.7%"
"=""1070011""","Orange School District","=""1070411""","Turkey Hill School","High Needs",16,"*","*"
"=""1070011""","Orange School District","=""1070411""","Turkey Hill School","Non-High Needs",123,"59.3%","79.6%"
"=""1080011""","Oxford School District","=""1080411""","Alternative Education","High Needs","*","*","*"
"=""1080011""","Oxford School District","=""1085111""","Great Oak School","High Needs",78,"25.6%","44.6%"
"=""1080011""","Oxford School District","=""1085111""","Great Oak School","Non-High Needs",382,"39.8%","54.5%"
"=""1080011""","Oxford School District","=""1080111""","Oxford Center School","High Needs",66,"25.8%","57.2%"
"=""1080011""","Oxford School District","=""1080111""","Oxford Center School","Non-High Needs",247,"46.2%","65.6%"
"=""2830013""","Park City Prep Charter School District","=""2835113""","Park City Prep Charter School","High Needs",261,"44.8%","69.2%"
"=""2830013""","Park City Prep Charter School District","=""2835113""","Park City Prep Charter School","Non-High Needs",76,"51.3%","76.5%"
"=""1090011""","Plainfield School District","=""1095111""","Plainfield Central School","High Needs",278,"53.2%","76.0%"
"=""1090011""","Plainfield School District","=""1095111""","Plainfield Central School","Non-High Needs",215,"56.3%","76.5%"
"=""1090011""","Plainfield School District","=""1090311""","Plainfield Memorial School","High Needs",173,"35.8%","61.7%"
"=""1090011""","Plainfield School District","=""1090311""","Plainfield Memorial School","Non-High Needs",134,"39.6%","63.4%"
"=""1100011""","Plainville School District","=""1100411""","Frank T. Wheeler School","High Needs",37,"40.5%","70.1%"
"=""1100011""","Plainville School District","=""1100411""","Frank T. Wheeler School","Non-High Needs",44,"45.5%","71.8%"
"=""1100011""","Plainville School District","=""1100211""","Linden Street School","High Needs",70,"34.3%","63.9%"
"=""1100011""","Plainville School District","=""1100211""","Linden Street School","Non-High Needs",66,"42.4%","66.7%"
"=""1100011""","Plainville School District","=""1100511""","Louis Toffolon School","High Needs",47,"29.8%","62.5%"
"=""1100011""","Plainville School District","=""1100511""","Louis Toffolon School","Non-High Needs",62,"38.7%","61.0%"
"=""1100011""","Plainville School District","=""1105211""","Middle School of Plainville","High Needs",194,"39.2%","59.4%"
"=""1100011""","Plainville School District","=""1105211""","Middle School of Plainville","Non-High Needs",331,"49.8%","70.3%"
"=""1110011""","Plymouth School District","=""1115111""","Eli Terry Jr. Middle School","High Needs",118,"31.4%","55.1%"
"=""1110011""","Plymouth School District","=""1115111""","Eli Terry Jr. Middle School","Non-High Needs",196,"43.4%","59.4%"
"=""1110011""","Plymouth School District","=""1110411""","Harry S. Fisher Elementary School","High Needs",48,"37.5%","61.7%"
"=""1110011""","Plymouth School District","=""1110411""","Harry S. Fisher Elementary School","Non-High Needs",63,"46.0%","68.1%"
"=""1110011""","Plymouth School District","=""1110211""","Plymouth Center School","High Needs",37,"45.9%","70.7%"
"=""1110011""","Plymouth School District","=""1110211""","Plymouth Center School","Non-High Needs",72,"66.7%","86.2%"
"=""1120011""","Pomfret School District","=""1120111""","Pomfret Community School","High Needs",58,"44.8%","60.2%"
"=""1120011""","Pomfret School District","=""1120111""","Pomfret Community School","Non-High Needs",163,"54.0%","74.0%"
"=""1130011""","Portland School District","=""1130511""","Brownstone Intermediate School","High Needs",52,"59.6%","71.0%"
"=""1130011""","Portland School District","=""1130511""","Brownstone Intermediate School","Non-High Needs",156,"52.6%","71.1%"
"=""1130011""","Portland School District","=""1130411""","Gildersleeve School","High Needs",31,"25.8%","55.1%"
"=""1130011""","Portland School District","=""1130411""","Gildersleeve School","Non-High Needs",60,"48.3%","75.5%"
"=""1130011""","Portland School District","=""1135111""","Portland Middle School","High Needs",46,"26.1%","45.9%"
"=""1130011""","Portland School District","=""1135111""","Portland Middle School","Non-High Needs",162,"52.5%","69.4%"
"=""1140011""","Preston School District","=""1145111""","Preston Plains School","High Needs",45,"26.7%","43.6%"
"=""1140011""","Preston School District","=""1145111""","Preston Plains School","Non-High Needs",92,"29.3%","44.4%"
"=""1140011""","Preston School District","=""1140411""","Preston Veterans' Memorial School","High Needs",29,"48.3%","74.7%"
"=""1140011""","Preston School District","=""1140411""","Preston Veterans' Memorial School","Non-High Needs",47,"55.3%","77.9%"
"=""1160011""","Putnam School District","=""1160311""","Putnam Elementary School","High Needs",97,"33.0%","52.3%"
"=""1160011""","Putnam School District","=""1160311""","Putnam Elementary School","Non-High Needs",63,"44.4%","70.2%"
"=""1160011""","Putnam School District","=""1165111""","Putnam Middle School","High Needs",135,"47.4%","67.3%"
"=""1160011""","Putnam School District","=""1165111""","Putnam Middle School","Non-High Needs",100,"49.0%","67.3%"
"=""1170011""","Redding School District","=""1175111""","John Read Middle School","High Needs",54,"35.2%","54.1%"
"=""1170011""","Redding School District","=""1175111""","John Read Middle School","Non-High Needs",363,"51.0%","67.1%"
"=""1170011""","Redding School District","=""1170111""","Redding Elementary School","High Needs",15,"*","*"
"=""1170011""","Redding School District","=""1170111""","Redding Elementary School","Non-High Needs",70,"68.6%","91.0%"
"=""2010012""","Regional School District 01","=""2010312""","SELC","High Needs","*","*","*"
"=""2010012""","Regional School District 01","=""2010212""","TOTAL","High Needs","*","*","*"
"=""2040012""","Regional School District 04","=""2045112""","John Winthrop Middle School","High Needs",77,"32.5%","49.8%"
"=""2040012""","Regional School District 04","=""2045112""","John Winthrop Middle School","Non-High Needs",222,"46.4%","60.5%"
"=""2050012""","Regional School District 05","=""2055112""","Amity Middle School: Bethany","High Needs",51,"43.1%","57.4%"
"=""2050012""","Regional School District 05","=""2055112""","Amity Middle School: Bethany","Non-High Needs",306,"58.8%","76.8%"
"=""2050012""","Regional School District 05","=""2055212""","Amity Middle School: Orange","High Needs",51,"39.2%","57.8%"
"=""2050012""","Regional School District 05","=""2055212""","Amity Middle School: Orange","Non-High Needs",301,"46.8%","66.5%"
"=""2060012""","Regional School District 06","=""2060112""","Goshen Center School","High Needs",15,"*","*"
"=""2060012""","Regional School District 06","=""2060112""","Goshen Center School","Non-High Needs",46,"65.2%","84.7%"
"=""2060012""","Regional School District 06","=""2060212""","James Morris School","High Needs",10,"*","*"
"=""2060012""","Regional School District 06","=""2060212""","James Morris School","Non-High Needs",26,"34.6%","58.5%"
"=""2060012""","Regional School District 06","=""2066112""","Wamogo Regional High School","High Needs",29,"34.5%","46.0%"
"=""2060012""","Regional School District 06","=""2066112""","Wamogo Regional High School","Non-High Needs",87,"40.2%","56.7%"
"=""2060012""","Regional School District 06","=""2060312""","Warren Elementary School","High Needs",8,"*","*"
"=""2060012""","Regional School District 06","=""2060312""","Warren Elementary School","Non-High Needs",23,"56.5%","76.0%"
"=""2070012""","Regional School District 07","=""2079012""","FLEX","High Needs","*","*","*"
"=""2070012""","Regional School District 07","=""2079212""","Links","High Needs","*","*","*"
"=""2070012""","Regional School District 07","=""2075112""","Northwestern Regional Middle School","High Needs",40,"37.5%","58.3%"
"=""2070012""","Regional School District 07","=""2075112""","Northwestern Regional Middle School","Non-High Needs",239,"48.5%","64.5%"
