"Smarter Balanced Growth Report, 2015-16"
"All Districts, All Students"

"District Code","District","School Code","School","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""1180011""","Ridgefield School District","=""1180211""","Veterans Park Elementary School",108,"42.6%","71.3%"
"=""1190011""","Rocky Hill School District","=""1195111""","Albert D. Griswold Middle School",585,"42.6%","60.6%"
"=""1190011""","Rocky Hill School District","=""1190411""","Myrtle H. Stevens School",136,"58.8%","85.0%"
"=""1190011""","Rocky Hill School District","=""1190511""","West Hill School",168,"64.3%","86.8%"
"=""1210011""","Salem School District","=""1210111""","Salem Elementary School",195,"50.3%","68.6%"
"=""1220011""","Salisbury School District","=""1220111""","Salisbury Central School",125,"56.0%","76.0%"
"=""1230011""","Scotland School District","=""1230111""","Scotland Elementary School",44,"34.1%","62.8%"
"=""1240011""","Seymour School District","=""1240111""","Bungay School",151,"43.7%","74.0%"
"=""1240011""","Seymour School District","=""1240211""","Chatfield-LoPresti School",158,"66.5%","88.3%"
"=""1240011""","Seymour School District","=""1245111""","Seymour Middle School",542,"45.0%","64.0%"
"=""1250011""","Sharon School District","=""1250111""","Sharon Center School",68,"50.0%","66.9%"
"=""1260011""","Shelton School District","=""1260211""","Behavior Modification","*","*","*"
"=""1260011""","Shelton School District","=""1261011""","Booth Hill School",59,"69.5%","95.2%"
"=""1260011""","Shelton School District","=""1260511""","Elizabeth Shelton School",88,"59.1%","90.9%"
"=""1260011""","Shelton School District","=""1265111""","Intermediate School",811,"48.8%","66.0%"
"=""1260011""","Shelton School District","=""1260811""","Long Hill School",74,"50.0%","76.1%"
"=""1260011""","Shelton School District","=""1260911""","Mohegan School",68,"58.8%","87.5%"
"=""1260011""","Shelton School District","=""1261111""","Perry Hill Elementary School",693,"45.3%","67.7%"
"=""1260011""","Shelton School District","=""1260611""","Sunnyside School","*","64.4%","88.9%"
"=""1270011""","Sherman School District","=""1270111""","Sherman School",100,"53.0%","79.0%"
"=""2700013""","Side By Side Charter School District","=""2700113""","Side By Side Charter School",107,"55.1%","75.4%"
"=""1280011""","Simsbury School District","=""1280111""","Central School",147,"58.5%","79.7%"
"=""1280011""","Simsbury School District","=""1285111""","Henry James Memorial School",663,"59.7%","76.2%"
"=""1280011""","Simsbury School District","=""1280611""","Latimer Lane School",171,"37.4%","65.5%"
"=""1280011""","Simsbury School District","=""1280711""","Squadron Line School",269,"45.4%","68.8%"
"=""1280011""","Simsbury School District","=""1280311""","Tariffville School",120,"60.8%","81.5%"
"=""1280011""","Simsbury School District","=""1280411""","Tootin' Hills School",169,"50.3%","70.3%"
"=""1290011""","Somers School District","=""1295111""","Mabelle B. Avery Middle School",324,"52.5%","71.1%"
"=""1290011""","Somers School District","=""1290411""","Somers Elementary School",209,"41.6%","73.7%"
"=""1320011""","South Windsor School District","=""1320711""","Eli Terry School",119,"45.4%","69.4%"
"=""1320011""","South Windsor School District","=""1320611""","Orchard Hill School",122,"45.1%","74.9%"
"=""1320011""","South Windsor School District","=""1320111""","Philip R. Smith School",137,"62.0%","85.9%"
"=""1320011""","South Windsor School District","=""1320211""","Pleasant Valley School",122,"54.9%","77.6%"
"=""1320011""","South Windsor School District","=""1325111""","Timothy Edwards School",918,"58.1%","75.6%"
"=""1320011""","South Windsor School District","=""1320411""","Wapping Elementary School",83,"37.3%","63.6%"
"=""1310011""","Southington School District","=""1311511""","Derynoski Elementary School",208,"39.9%","67.5%"
"=""1310011""","Southington School District","=""1310511""","EASE","*","*","*"
"=""1310011""","Southington School District","=""1311311""","Flanders Elementary School",104,"41.3%","68.6%"
"=""1310011""","Southington School District","=""1310211""","Hatton Elementary School",125,"40.8%","68.7%"
"=""1310011""","Southington School District","=""1315311""","John F. Kennedy Middle School",803,"41.0%","59.0%"
"=""1310011""","Southington School District","=""1315111""","Joseph A. Depaolo Middle School",704,"36.8%","56.5%"
"=""1310011""","Southington School District","=""1310411""","Language Based Classroom at Hatton School","*","*","*"
"=""1310011""","Southington School District","=""1310611""","Plantsville Elementary School",90,"36.7%","55.0%"
"=""1310011""","Southington School District","=""1310711""","South End Elementary School",80,"33.8%","56.0%"
"=""1310011""","Southington School District","=""1310811""","Strong Elementary School",112,"30.4%","58.0%"
"=""1310011""","Southington School District","=""1310911""","Thalberg Elementary School",137,"38.7%","67.8%"
"=""1310011""","Southington School District","=""1311611""","Therapeutic Educational Alternative Model (TEAM)",6,"*","*"
"=""1310011""","Southington School District","=""1311411""","Urbin T. Kelley School",112,"53.6%","78.3%"
"=""1330011""","Sprague School District","=""1330111""","Sayles School",165,"35.8%","59.7%"
"=""1340011""","Stafford School District","=""1340611""","Stafford Elementary School",230,"35.7%","68.7%"
"=""1340011""","Stafford School District","=""1345211""","Stafford Middle School",303,"42.2%","62.0%"
"=""1350011""","Stamford School District","=""1355611""","Cloonan School",479,"33.8%","51.0%"
"=""1350011""","Stamford School District","=""1352011""","Davenport Ridge School",158,"42.4%","69.9%"
"=""1350011""","Stamford School District","=""1355311""","Dolan School",457,"40.7%","56.9%"
"=""1350011""","Stamford School District","=""1352211""","Hart School",183,"44.8%","69.8%"
"=""1350011""","Stamford School District","=""1351211""","Julia A. Stark School",180,"35.0%","64.2%"
"=""1350011""","Stamford School District","=""1350511""","K. T. Murphy School",117,"45.3%","76.1%"
"=""1350011""","Stamford School District","=""1350611""","Newfield School",187,"33.2%","63.0%"
"=""1350011""","Stamford School District","=""1351811""","Northeast School",200,"33.5%","62.3%"
"=""1350011""","Stamford School District","=""1355811""","Rippowam Middle School",736,"36.1%","53.4%"
"=""1350011""","Stamford School District","=""1350811""","Rogers International School",423,"51.3%","72.3%"
"=""1350011""","Stamford School District","=""1350911""","Roxbury School",173,"25.4%","53.9%"
"=""1350011""","Stamford School District","=""1355711""","Scofield Middle School",684,"37.0%","56.5%"
"=""1350011""","Stamford School District","=""1351111""","Springdale School",195,"49.2%","73.3%"
"=""1350011""","Stamford School District","=""1352111""","Stillmeadow School",199,"45.7%","74.2%"
"=""1350011""","Stamford School District","=""1351911""","Toquam Magnet School",186,"41.4%","71.8%"
"=""1350011""","Stamford School District","=""1355511""","Turn of River School",517,"39.1%","57.5%"
"=""1350011""","Stamford School District","=""1351411""","Westover School",190,"53.7%","78.4%"
"=""1360011""","Sterling School District","=""1360311""","Sterling Community School",226,"45.6%","66.5%"
"=""1370011""","Stonington School District","=""1370511""","Deans Mill School",78,"64.1%","87.3%"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School",361,"47.9%","66.0%"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School",244,"43.9%","65.5%"
"=""1370011""","Stonington School District","=""1370411""","West Broad Street School",71,"43.7%","78.9%"
"=""1380011""","Stratford School District","=""1380311""","Chapel School",203,"43.3%","71.2%"
"=""1380011""","Stratford School District","=""1385211""","David Wooster Middle School",513,"27.1%","43.0%"
"=""1380011""","Stratford School District","=""1381311""","Eli Whitney School",223,"55.2%","77.2%"
"=""1380011""","Stratford School District","=""1380411""","Franklin School",90,"28.9%","50.3%"
"=""1380011""","Stratford School District","=""1385311""","Harry B. Flood Middle School",525,"34.1%","49.8%"
"=""1380011""","Stratford School District","=""1381211""","Johnson House STEPS 3-6","*","*","*"
"=""1380011""","Stratford School District","=""1380811""","Lordship School",98,"62.2%","82.0%"
"=""1380011""","Stratford School District","=""1381911""","Middle School STEPS 7-8","*","*","*"
"=""1380011""","Stratford School District","=""1380911""","Nichols School",182,"62.1%","85.4%"
"=""1380011""","Stratford School District","=""1381011""","Second Hill Lane School",239,"59.0%","83.6%"
"=""1380011""","Stratford School District","=""1381511""","Stratford Academy - Johnson House",295,"64.4%","87.1%"
"=""1380011""","Stratford School District","=""1381411""","Wilcoxson School",144,"45.8%","72.8%"
"=""1390011""","Suffield School District","=""1390311""","McAlister Intermediate School",295,"32.2%","60.0%"
"=""1390011""","Suffield School District","=""1395111""","Suffield Middle School",517,"48.2%","66.0%"
"=""2690013""","The Bridge Academy District","=""2696113""","The Bridge Academy",97,"49.5%","70.3%"
"=""9020022""","The Gilbert School District","=""9026122""","The Gilbert School",156,"37.8%","54.6%"
"=""1400011""","Thomaston School District","=""1400211""","Thomaston Center School",210,"42.4%","68.5%"
"=""1400011""","Thomaston School District","=""1406211""","Thomaston High School",163,"31.3%","48.8%"
"=""1410011""","Thompson School District","=""1410111""","Mary R. Fisher Elementary School",71,"21.1%","46.6%"
"=""1410011""","Thompson School District","=""1415111""","Thompson Middle School",297,"29.0%","49.6%"
"=""1420011""","Tolland School District","=""1420211""","Tolland Intermediate School",358,"43.3%","69.8%"
"=""1420011""","Tolland School District","=""1425111""","Tolland Middle School",645,"51.8%","70.4%"
"=""1430011""","Torrington School District","=""1430111""","East School",91,"47.3%","76.9%"
"=""1430011""","Torrington School District","=""1430211""","Forbes School",107,"26.2%","49.4%"
"=""1430011""","Torrington School District","=""1430811""","Southwest School",80,"35.0%","66.4%"
"=""1430011""","Torrington School District","=""1430911""","Torringford School",225,"34.2%","58.9%"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School",857,"29.9%","48.2%"
"=""1430011""","Torrington School District","=""1431311""","Vogel-Wetmore School",114,"31.6%","56.2%"
"=""2780013""","Trailblazers Academy District","=""2785113""","Trailblazers Academy",104,"21.2%","35.6%"
"=""1440011""","Trumbull School District","=""1440111""","Booth Hill School",164,"65.2%","90.1%"
"=""1440011""","Trumbull School District","=""1440811""","Daniels Farm School",155,"60.6%","82.2%"
"=""1440011""","Trumbull School District","=""1441011""","Frenchtown Elementary School",199,"42.7%","69.8%"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School",687,"79.2%","93.9%"
"=""1440011""","Trumbull School District","=""1440411""","Jane Ryan School",124,"62.9%","86.4%"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School",716,"74.9%","92.8%"
"=""1440011""","Trumbull School District","=""1440311""","Middlebrook School",171,"65.5%","88.6%"
"=""1440011""","Trumbull School District","=""1440911""","Tashua School",124,"59.7%","81.3%"
"=""3470015""","Unified School District #2","=""3470315""","Riverview School","*","*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School",39,"56.4%","73.9%"
"=""1460011""","Vernon School District","=""1461411""","Center Road School",155,"61.3%","85.7%"
"=""1460011""","Vernon School District","=""1460111""","Lake Street School",67,"50.7%","81.4%"
"=""1460011""","Vernon School District","=""1460511""","Loveland Hill School",6,"*","*"
"=""1460011""","Vernon School District","=""1460211""","Maple Street School",65,"66.2%","93.1%"
"=""1460011""","Vernon School District","=""1460311""","Northeast School",76,"48.7%","79.7%"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School",81,"46.9%","75.3%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School",616,"34.1%","54.1%"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School",142,"49.3%","74.7%"
"=""1480011""","Wallingford School District","=""1489011""","A.R.T.S. Academy","*","*","*"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School",683,"34.4%","54.5%"
"=""1480011""","Wallingford School District","=""1489211""","Harvest Park","*","*","*"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School",660,"34.1%","53.5%"
"=""1480011""","Wallingford School District","=""1480311""","Parker Farms School",163,"38.7%","69.6%"
"=""1480011""","Wallingford School District","=""1481211""","Pond Hill School",221,"38.9%","65.3%"
"=""1480011""","Wallingford School District","=""1480411""","Rock Hill School",205,"39.0%","66.2%"
"=""1480011""","Wallingford School District","=""1480811""","Yalesville School",214,"58.9%","84.4%"
"=""1510011""","Waterbury School District","=""1512111""","B. W. Tinker School",188,"27.1%","53.8%"
"=""1510011""","Waterbury School District","=""1510411""","B.W. Tinker BDLC",7,"*","*"
"=""1510011""","Waterbury School District","=""1510511""","Bucks Hill School",93,"18.3%","43.8%"
"=""1510011""","Waterbury School District","=""1510111""","Bunker Hill BDLC","*","*","*"
"=""1510011""","Waterbury School District","=""1510611""","Bunker Hill School",132,"22.0%","49.3%"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School",247,"40.1%","61.5%"
"=""1510011""","Waterbury School District","=""1510911""","Driggs School",127,"24.4%","56.4%"
"=""1510011""","Waterbury School District","=""1511611""","Duggan School",191,"34.0%","56.7%"
"=""1510011""","Waterbury School District","=""1519111""","Enlightenment School",36,"19.4%","32.5%"
"=""1510011""","Waterbury School District","=""1513911""","Excel III","*","*","*"
"=""1510011""","Waterbury School District","=""1511411""","F. J. Kingsbury School",149,"44.3%","73.2%"
"=""1510011""","Waterbury School District","=""1512611""","Gilmartin School",228,"25.4%","47.7%"
"=""1510011""","Waterbury School District","=""1510711""","H. S. Chase School",224,"31.7%","55.0%"
"=""1510011""","Waterbury School District","=""1511311""","Hopeville School",95,"40.0%","64.3%"
"=""1510011""","Waterbury School District","=""1513111""","Maloney Interdistrict Magnet School",163,"36.2%","62.1%"
"=""1510011""","Waterbury School District","=""1511111""","Margaret M. Generali Elementary School",134,"21.6%","49.6%"
"=""1510011""","Waterbury School District","=""1515111""","Michael F. Wallace Middle School",1034,"27.6%","44.0%"
"=""1510011""","Waterbury School District","=""1515311""","North End Middle School",847,"27.3%","44.6%"
"=""1510011""","Waterbury School District","=""1513411""","Reed School",179,"36.3%","59.7%"
"=""1510011""","Waterbury School District","=""1512811""","Regan School",79,"32.9%","54.0%"
"=""1510011""","Waterbury School District","=""1513311""","Rotella Interdistrict Magnet School",185,"42.7%","65.2%"
"=""1510011""","Waterbury School District","=""1512011""","Sprague School",110,"23.6%","54.8%"
"=""1510011""","Waterbury School District","=""1519011""","State Street School",11,"*","*"
"=""1510011""","Waterbury School District","=""1512211""","Walsh School",105,"38.1%","62.3%"
"=""1510011""","Waterbury School District","=""1512311""","Washington School",79,"35.4%","62.9%"
"=""1510011""","Waterbury School District","=""1515011""","Waterbury Arts Magnet School (Middle)",310,"29.7%","47.2%"
"=""1510011""","Waterbury School District","=""1510811""","Wendell L. Cross School",82,"20.7%","49.1%"
"=""1510011""","Waterbury School District","=""1515211""","West Side Middle School",869,"31.6%","48.9%"
"=""1510011""","Waterbury School District","=""1511211""","Woodrow Wilson BDLC","*","*","*"
"=""1510011""","Waterbury School District","=""1513211""","Woodrow Wilson School",89,"29.2%","63.2%"
"=""1520011""","Waterford School District","=""1525111""","Clark Lane Middle School",626,"45.2%","61.9%"
"=""1520011""","Waterford School District","=""1520211""","Great Neck Elementary School",98,"56.1%","83.3%"
"=""1520011""","Waterford School District","=""1520611""","Oswegatchie Elementary School",119,"36.1%","64.5%"
"=""1520011""","Waterford School District","=""1520711""","Quaker Hill Elementary School",116,"55.2%","79.9%"
"=""1530011""","Watertown School District","=""1530311""","Fletcher W. Judson School",185,"31.9%","58.9%"
"=""1530011""","Watertown School District","=""1530411""","Polk School",219,"29.7%","55.8%"
"=""1530011""","Watertown School District","=""1535111""","Swift Middle School",634,"40.9%","61.1%"
"=""1550011""","West Hartford School District","=""1551611""","Aiken School",127,"55.1%","78.2%"
"=""1550011""","West Hartford School District","=""1559311""","Braeburn Learning Center","*","*","*"
"=""1550011""","West Hartford School District","=""1550211""","Braeburn School",111,"64.0%","88.4%"
"=""1550011""","West Hartford School District","=""1555311""","Bristow Middle School",408,"45.1%","62.1%"
"=""1550011""","West Hartford School District","=""1550411""","Bugbee School",157,"59.9%","80.1%"
"=""1550011""","West Hartford School District","=""1550511""","Charter Oak International Academy","*","39.3%","70.0%"
"=""1550011""","West Hartford School District","=""1550611""","Duffy School",168,"61.9%","88.5%"
"=""1550011""","West Hartford School District","=""1555111""","King Philip Middle School",871,"40.6%","58.6%"
"=""1550011""","West Hartford School District","=""1550911""","Morley School",102,"65.7%","88.2%"
"=""1550011""","West Hartford School District","=""1551011""","Norfeldt School",117,"53.8%","76.5%"
"=""1550011""","West Hartford School District","=""1555211""","Sedgwick Middle School",809,"35.5%","52.1%"
"=""1550011""","West Hartford School District","=""1551711""","Smith School",107,"51.4%","75.1%"
"=""1550011""","West Hartford School District","=""1551211""","Webster Hill School",132,"41.7%","67.8%"
"=""1550011""","West Hartford School District","=""1551311""","Whiting Lane School",130,"77.7%","94.9%"
"=""1550011""","West Hartford School District","=""1551511""","Wolcott School",158,"37.3%","63.4%"
"=""1560011""","West Haven School District","=""1561111""","ASD Lab","*","*","*"
"=""1560011""","West Haven School District","=""1560811""","Alma E. Pagels School",51,"68.6%","91.6%"
"=""1560011""","West Haven School District","=""1565311""","Carrigan 5/6 Intermediate School",821,"44.7%","67.8%"
"=""1560011""","West Haven School District","=""1560611""","Edith E. Mackrille School","*","51.0%","79.9%"
"=""1560011""","West Haven School District","=""1560311""","Forest School",70,"30.0%","68.1%"
"=""1560011""","West Haven School District","=""1565111""","Harry M. Bailey Middle School",762,"48.0%","65.4%"
"=""1560011""","West Haven School District","=""1561411""","Savin Rock Community School",89,"47.2%","82.0%"
"=""1560011""","West Haven School District","=""1560411""","Seth G. Haley School",81,"45.7%","75.7%"
"=""1560011""","West Haven School District","=""1561211""","Washington School",79,"63.3%","90.2%"
"=""1540011""","Westbrook School District","=""1540211""","Daisy Ingraham School",46,"65.2%","89.4%"
"=""1540011""","Westbrook School District","=""1545111""","Westbrook Middle School",214,"59.8%","80.8%"
"=""1570011""","Weston School District","=""1570211""","Weston Intermediate School",334,"47.6%","71.1%"
"=""1570011""","Weston School District","=""1575111""","Weston Middle School",549,"45.5%","62.9%"
"=""1580011""","Westport School District","=""1585111""","Bedford Middle School",755,"45.2%","61.5%"
"=""1580011""","Westport School District","=""1580311""","Coleytown Elementary School",144,"60.4%","83.7%"
"=""1580011""","Westport School District","=""1585311""","Coleytown Middle School",495,"45.9%","61.8%"
"=""1580011""","Westport School District","=""1580411""","Green's Farms School",141,"65.2%","85.6%"
"=""1580011""","Westport School District","=""1580211""","Green's Farms Segregated","*","*","*"
"=""1580011""","Westport School District","=""1580511""","King's Highway Elementary School",161,"50.3%","73.1%"
"=""1580011""","Westport School District","=""1580611""","King's Highway Segregated","*","*","*"
"=""1580011""","Westport School District","=""1580711""","Long Lots School",196,"64.3%","86.9%"
"=""1580011""","Westport School District","=""1580811""","Saugatuck Elementary School",164,"51.8%","77.2%"
"=""1590011""","Wethersfield School District","=""1590811""","Alfred W. Hanmer School",149,"77.9%","96.3%"
"=""1590011""","Wethersfield School District","=""1591011""","Charles Wright School",139,"51.8%","77.7%"
"=""1590011""","Wethersfield School District","=""1590211""","Emerson-Williams School",164,"69.5%","90.1%"
"=""1590011""","Wethersfield School District","=""1591111""","Highcrest School",180,"64.4%","82.7%"
"=""1590011""","Wethersfield School District","=""1591211""","Samuel B. Webb Elementary School",132,"32.6%","62.5%"
"=""1590011""","Wethersfield School District","=""1595211""","Silas Deane Middle School",511,"59.3%","76.3%"
"=""1600011""","Willington School District","=""1600111""","Center School",48,"33.3%","60.4%"
"=""1600011""","Willington School District","=""1605111""","Hall Memorial School",170,"49.4%","73.4%"
"=""1610011""","Wilton School District","=""1610711""","Cider Mill School",635,"52.6%","77.6%"
"=""1610011""","Wilton School District","=""1615211""","Middlebrook School",954,"64.9%","82.4%"
"=""1620011""","Winchester School District","=""1620211""","Mary P. Hinsdale School",65,"15.4%","43.3%"
"=""1620011""","Winchester School District","=""1625111""","Pearson Middle School",153,"44.4%","64.1%"
"=""1630011""","Windham School District","=""1630411""","Charles H. Barrows STEM Academy",276,"55.1%","77.1%"
"=""1630011""","Windham School District","=""1630111""","Natchaug School",85,"45.9%","77.2%"
"=""1630011""","Windham School District","=""1630311""","North Windham School",127,"33.9%","67.0%"
"=""1630011""","Windham School District","=""1630611""","W. B. Sweeney School",75,"49.3%","84.3%"
"=""1630011""","Windham School District","=""1630511""","Windham Center School",71,"59.2%","81.3%"
"=""1630011""","Windham School District","=""1635111""","Windham Middle School",486,"33.5%","49.6%"
"=""1650011""","Windsor Locks School District","=""1650411""","South Elementary School",250,"56.0%","80.1%"
"=""1650011""","Windsor Locks School District","=""1655111""","Windsor Locks Middle School",316,"37.7%","55.6%"
"=""1640011""","Windsor School District","=""1640111""","Clover Street School",169,"32.5%","60.9%"
"=""1640011""","Windsor School District","=""1640811""","John F. Kennedy School",238,"34.9%","65.5%"
"=""1640011""","Windsor School District","=""1645311""","Sage Park Middle School",615,"43.6%","64.2%"
"=""1660011""","Wolcott School District","=""1660311""","ABC Classroom","*","*","*"
"=""1660011""","Wolcott School District","=""1660611""","Alcott School","*","53.3%","82.0%"
"=""1660011""","Wolcott School District","=""1660211""","Frisbie School",115,"65.2%","87.1%"
"=""1660011""","Wolcott School District","=""1665111""","Tyrrell Middle School",579,"48.4%","67.9%"
"=""1660011""","Wolcott School District","=""1660511""","Wakelee School",109,"41.3%","72.6%"
"=""1670011""","Woodbridge School District","=""1670311""","Beecher Road School",286,"65.7%","87.3%"
"=""1690011""","Woodstock School District","=""1690211""","Woodstock Elementary School",73,"19.2%","52.3%"
"=""1690011""","Woodstock School District","=""1695111""","Woodstock Middle School",383,"40.7%","59.9%"

