"Smarter Balanced Growth Report, 2015-16"
"All Districts, Race"

"District Code","District","School Code","School","Race/Ethnicity","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0880011""","Naugatuck School District","=""0880611""","Salem School","Hispanic/Latino of any race",12,"*","*"
"=""0880011""","Naugatuck School District","=""0880611""","Salem School","Black or African American","*","*","*"
"=""0880011""","Naugatuck School District","=""0880711""","Western School","White",41,"51.2%","86.6%"
"=""0880011""","Naugatuck School District","=""0880711""","Western School","Two or More Races","*","*","*"
"=""0880011""","Naugatuck School District","=""0880711""","Western School","Hispanic/Latino of any race",13,"*","*"
"=""0880011""","Naugatuck School District","=""0880711""","Western School","Black or African American","*","*","*"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy","White","*","*","*"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy","Two or More Races","*","*","*"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy","Hispanic/Latino of any race",43,"37.2%","57.4%"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy","Black or African American",118,"28.8%","53.4%"
"=""0890011""","New Britain School District","=""0899111""","Alternative Center School","Hispanic/Latino of any race",10,"*","*"
"=""0890011""","New Britain School District","=""0891011""","Behavior Support","White","*","*","*"
"=""0890011""","New Britain School District","=""0891011""","Behavior Support","Hispanic/Latino of any race","*","*","*"
"=""0890011""","New Britain School District","=""0891011""","Behavior Support","Black or African American","*","*","*"
"=""0890011""","New Britain School District","=""0890311""","Chamberlain  Elementary School","White","*","4.3%","24.8%"
"=""0890011""","New Britain School District","=""0890311""","Chamberlain  Elementary School","Two or More Races","*","*","*"
"=""0890011""","New Britain School District","=""0890311""","Chamberlain  Elementary School","Hispanic/Latino of any race",68,"11.8%","29.0%"
"=""0890011""","New Britain School District","=""0890311""","Chamberlain  Elementary School","Black or African American",26,"15.4%","31.1%"
"=""0890011""","New Britain School District","=""0891111""","Frank J. DiLoreto School","American Indian or Alaska Native","*","*","*"
"=""0890011""","New Britain School District","=""0891111""","Frank J. DiLoreto School","White",57,"19.3%","39.2%"
"=""0890011""","New Britain School District","=""0891111""","Frank J. DiLoreto School","Asian","*","*","*"
"=""0890011""","New Britain School District","=""0891111""","Frank J. DiLoreto School","Two or More Races","*","*","*"
"=""0890011""","New Britain School District","=""0891111""","Frank J. DiLoreto School","Hispanic/Latino of any race",311,"19.3%","41.4%"
"=""0890011""","New Britain School District","=""0891111""","Frank J. DiLoreto School","Black or African American",18,"*","*"
"=""0890011""","New Britain School District","=""0890511""","Gaffney School","White",26,"15.4%","40.3%"
"=""0890011""","New Britain School District","=""0890511""","Gaffney School","Asian","*","*","*"
"=""0890011""","New Britain School District","=""0890511""","Gaffney School","Two or More Races","*","*","*"
"=""0890011""","New Britain School District","=""0890511""","Gaffney School","Hispanic/Latino of any race",63,"22.2%","45.6%"
"=""0890011""","New Britain School District","=""0890511""","Gaffney School","Black or African American",10,"*","*"
"=""0890011""","New Britain School District","=""0890611""","Holmes School","White",54,"38.9%","65.7%"
"=""0890011""","New Britain School District","=""0890611""","Holmes School","Asian","*","*","*"
"=""0890011""","New Britain School District","=""0890611""","Holmes School","Two or More Races","*","*","*"
"=""0890011""","New Britain School District","=""0890611""","Holmes School","Hispanic/Latino of any race",35,"54.3%","77.9%"
"=""0890011""","New Britain School District","=""0890611""","Holmes School","Black or African American",13,"*","*"
"=""0890011""","New Britain School District","=""0895411""","House of Arts Letters and Science (HALS)  Academy","American Indian or Alaska Native","*","*","*"
"=""0890011""","New Britain School District","=""0895411""","House of Arts Letters and Science (HALS)  Academy","White",71,"28.2%","45.4%"
"=""0890011""","New Britain School District","=""0895411""","House of Arts Letters and Science (HALS)  Academy","Asian",8,"*","*"
"=""0890011""","New Britain School District","=""0895411""","House of Arts Letters and Science (HALS)  Academy","Two or More Races","*","*","*"
"=""0890011""","New Britain School District","=""0895411""","House of Arts Letters and Science (HALS)  Academy","Hispanic/Latino of any race",46,"37.0%","54.1%"
"=""0890011""","New Britain School District","=""0895411""","House of Arts Letters and Science (HALS)  Academy","Black or African American",16,"*","*"
"=""0890011""","New Britain School District","=""0890711""","Jefferson School","White",48,"16.7%","40.1%"
"=""0890011""","New Britain School District","=""0890711""","Jefferson School","Asian","*","*","*"
"=""0890011""","New Britain School District","=""0890711""","Jefferson School","Two or More Races","*","*","*"
"=""0890011""","New Britain School District","=""0890711""","Jefferson School","Hispanic/Latino of any race",58,"34.5%","58.4%"
"=""0890011""","New Britain School District","=""0890711""","Jefferson School","Black or African American",10,"*","*"
"=""0890011""","New Britain School District","=""0890811""","Lincoln School","American Indian or Alaska Native","*","*","*"
"=""0890011""","New Britain School District","=""0890811""","Lincoln School","White",38,"15.8%","35.0%"
"=""0890011""","New Britain School District","=""0890811""","Lincoln School","Asian","*","*","*"
"=""0890011""","New Britain School District","=""0890811""","Lincoln School","Two or More Races","*","*","*"
"=""0890011""","New Britain School District","=""0890811""","Lincoln School","Hispanic/Latino of any race",79,"15.2%","40.5%"
"=""0890011""","New Britain School District","=""0890811""","Lincoln School","Black or African American",22,"18.2%","43.2%"
"=""0890011""","New Britain School District","=""0899011""","New Britain Transition Center","White","*","*","*"
"=""0890011""","New Britain School District","=""0899011""","New Britain Transition Center","Hispanic/Latino of any race",13,"*","*"
"=""0890011""","New Britain School District","=""0899011""","New Britain Transition Center","Black or African American","*","*","*"
"=""0890011""","New Britain School District","=""0890911""","Northend School","White","*","*","*"
"=""0890011""","New Britain School District","=""0890911""","Northend School","Two or More Races","*","*","*"
"=""0890011""","New Britain School District","=""0890911""","Northend School","Hispanic/Latino of any race",48,"20.8%","44.7%"
"=""0890011""","New Britain School District","=""0890911""","Northend School","Black or African American",16,"*","*"
"=""0890011""","New Britain School District","=""0895311""","Pulaski Middle School","American Indian or Alaska Native","*","*","*"
"=""0890011""","New Britain School District","=""0895311""","Pulaski Middle School","Native Hawaiian or Other Pacific Islander","*","*","*"
"=""0890011""","New Britain School District","=""0895311""","Pulaski Middle School","White",119,"21.8%","42.6%"
"=""0890011""","New Britain School District","=""0895311""","Pulaski Middle School","Asian",31,"38.7%","57.1%"
"=""0890011""","New Britain School District","=""0895311""","Pulaski Middle School","Two or More Races",10,"*","*"
"=""0890011""","New Britain School District","=""0895311""","Pulaski Middle School","Hispanic/Latino of any race",394,"31.7%","49.0%"
"=""0890011""","New Britain School District","=""0895311""","Pulaski Middle School","Black or African American",81,"30.9%","47.7%"
"=""0890011""","New Britain School District","=""0895211""","Slade Middle School","American Indian or Alaska Native","*","*","*"
"=""0890011""","New Britain School District","=""0895211""","Slade Middle School","Native Hawaiian or Other Pacific Islander","*","*","*"
"=""0890011""","New Britain School District","=""0895211""","Slade Middle School","White",99,"26.3%","46.3%"
"=""0890011""","New Britain School District","=""0895211""","Slade Middle School","Asian",10,"*","*"
"=""0890011""","New Britain School District","=""0895211""","Slade Middle School","Two or More Races",13,"*","*"
"=""0890011""","New Britain School District","=""0895211""","Slade Middle School","Hispanic/Latino of any race",406,"26.8%","43.7%"
"=""0890011""","New Britain School District","=""0895211""","Slade Middle School","Black or African American",95,"30.5%","44.1%"
"=""0890011""","New Britain School District","=""0891211""","Smalley Academy","White",13,"*","*"
"=""0890011""","New Britain School District","=""0891211""","Smalley Academy","Asian","*","*","*"
"=""0890011""","New Britain School District","=""0891211""","Smalley Academy","Two or More Races","*","*","*"
"=""0890011""","New Britain School District","=""0891211""","Smalley Academy","Hispanic/Latino of any race",119,"22.7%","46.8%"
"=""0890011""","New Britain School District","=""0891211""","Smalley Academy","Black or African American",19,"*","*"
"=""0890011""","New Britain School District","=""0891311""","Smith School","American Indian or Alaska Native","*","*","*"
"=""0890011""","New Britain School District","=""0891311""","Smith School","White",41,"17.1%","32.0%"
"=""0890011""","New Britain School District","=""0891311""","Smith School","Asian","*","*","*"
"=""0890011""","New Britain School District","=""0891311""","Smith School","Two or More Races","*","*","*"
"=""0890011""","New Britain School District","=""0891311""","Smith School","Hispanic/Latino of any race",106,"16.0%","37.8%"
"=""0890011""","New Britain School District","=""0891311""","Smith School","Black or African American",18,"*","*"
"=""0890011""","New Britain School District","=""0891811""","Steps","White","*","*","*"
"=""0890011""","New Britain School District","=""0891811""","Steps","Two or More Races","*","*","*"
"=""0890011""","New Britain School District","=""0891811""","Steps","Hispanic/Latino of any race",19,"*","*"
"=""0890011""","New Britain School District","=""0891811""","Steps","Black or African American","*","*","*"
"=""0890011""","New Britain School District","=""0890411""","Sunrise Intermediate","White","*","*","*"
"=""0890011""","New Britain School District","=""0890411""","Sunrise Intermediate","Hispanic/Latino of any race","*","*","*"
"=""0890011""","New Britain School District","=""0890211""","Sunrise Primary","Hispanic/Latino of any race","*","*","*"
"=""0890011""","New Britain School District","=""0891511""","Vance School","White",25,"8.0%","35.3%"
"=""0890011""","New Britain School District","=""0891511""","Vance School","Asian","*","*","*"
"=""0890011""","New Britain School District","=""0891511""","Vance School","Two or More Races","*","*","*"
"=""0890011""","New Britain School District","=""0891511""","Vance School","Hispanic/Latino of any race",91,"19.8%","47.1%"
"=""0890011""","New Britain School District","=""0891511""","Vance School","Black or African American",26,"26.9%","47.9%"
"=""0900011""","New Canaan School District","=""0900411""","East School","American Indian or Alaska Native","*","*","*"
"=""0900011""","New Canaan School District","=""0900411""","East School","White",94,"89.4%","100.0%"
"=""0900011""","New Canaan School District","=""0900411""","East School","Asian",10,"*","*"
"=""0900011""","New Canaan School District","=""0900411""","East School","Two or More Races","*","*","*"
"=""0900011""","New Canaan School District","=""0900411""","East School","Hispanic/Latino of any race","*","*","*"
"=""0900011""","New Canaan School District","=""0900411""","East School","Black or African American","*","*","*"
"=""0900011""","New Canaan School District","=""0905111""","Saxe Middle School","American Indian or Alaska Native","*","*","*"
"=""0900011""","New Canaan School District","=""0905111""","Saxe Middle School","White",1091,"54.2%","72.4%"
"=""0900011""","New Canaan School District","=""0905111""","Saxe Middle School","Asian",71,"71.8%","84.3%"
"=""0900011""","New Canaan School District","=""0905111""","Saxe Middle School","Two or More Races",28,"57.1%","71.0%"
"=""0900011""","New Canaan School District","=""0905111""","Saxe Middle School","Hispanic/Latino of any race",35,"48.6%","74.6%"
"=""0900011""","New Canaan School District","=""0905111""","Saxe Middle School","Black or African American","*","*","*"
"=""0900011""","New Canaan School District","=""0900211""","South School","White",92,"67.4%","88.0%"
"=""0900011""","New Canaan School District","=""0900211""","South School","Asian",12,"*","*"
"=""0900011""","New Canaan School District","=""0900211""","South School","Two or More Races","*","*","*"
"=""0900011""","New Canaan School District","=""0900211""","South School","Hispanic/Latino of any race",8,"*","*"
"=""0900011""","New Canaan School District","=""0900211""","South School","Black or African American","*","*","*"
"=""0900011""","New Canaan School District","=""0900311""","West School","American Indian or Alaska Native","*","*","*"
"=""0900011""","New Canaan School District","=""0900311""","West School","White",75,"73.3%","92.8%"
"=""0900011""","New Canaan School District","=""0900311""","West School","Asian","*","*","*"
"=""0900011""","New Canaan School District","=""0900311""","West School","Hispanic/Latino of any race","*","*","*"
"=""0910011""","New Fairfield School District","=""0910211""","Meeting House Hill School","American Indian or Alaska Native","*","*","*"
"=""0910011""","New Fairfield School District","=""0910211""","Meeting House Hill School","White",232,"53.4%","77.2%"
"=""0910011""","New Fairfield School District","=""0910211""","Meeting House Hill School","Asian",6,"*","*"
"=""0910011""","New Fairfield School District","=""0910211""","Meeting House Hill School","Two or More Races","*","*","*"
"=""0910011""","New Fairfield School District","=""0910211""","Meeting House Hill School","Hispanic/Latino of any race",35,"31.4%","75.0%"
"=""0910011""","New Fairfield School District","=""0910211""","Meeting House Hill School","Black or African American",7,"*","*"
"=""0910011""","New Fairfield School District","=""0915211""","New Fairfield Middle School","American Indian or Alaska Native","*","*","*"
"=""0910011""","New Fairfield School District","=""0915211""","New Fairfield Middle School","White",433,"61.9%","80.7%"
"=""0910011""","New Fairfield School District","=""0915211""","New Fairfield Middle School","Asian",15,"*","*"
"=""0910011""","New Fairfield School District","=""0915211""","New Fairfield Middle School","Two or More Races","*","*","*"
"=""0910011""","New Fairfield School District","=""0915211""","New Fairfield Middle School","Hispanic/Latino of any race",33,"60.6%","72.9%"
"=""0910011""","New Fairfield School District","=""0915211""","New Fairfield Middle School","Black or African American",7,"*","*"
"=""0920011""","New Hartford School District","=""0920311""","Ann Antolini School","White",182,"31.9%","56.1%"
"=""0920011""","New Hartford School District","=""0920311""","Ann Antolini School","Asian","*","*","*"
"=""0920011""","New Hartford School District","=""0920311""","Ann Antolini School","Two or More Races","*","*","*"
"=""0920011""","New Hartford School District","=""0920311""","Ann Antolini School","Hispanic/Latino of any race",6,"*","*"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School","White",13,"*","*"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School","Asian","*","*","*"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School","Two or More Races","*","*","*"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School","Hispanic/Latino of any race",61,"29.5%","56.5%"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School","Black or African American",138,"32.6%","54.6%"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School","White","*","50.0%","64.9%"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School","Asian","*","*","*"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School","Hispanic/Latino of any race",78,"35.9%","61.2%"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School","Black or African American",138,"33.3%","54.0%"
"=""0930011""","New Haven School District","=""0930311""","Beecher School","White",22,"36.4%","62.7%"
"=""0930011""","New Haven School District","=""0930311""","Beecher School","Hispanic/Latino of any race",56,"44.6%","60.3%"
"=""0930011""","New Haven School District","=""0930311""","Beecher School","Black or African American",135,"28.9%","51.8%"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School","White",57,"52.6%","78.1%"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School","Two or More Races","*","*","*"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School","Hispanic/Latino of any race",115,"36.5%","60.0%"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School","Black or African American","*","26.3%","50.6%"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School","American Indian or Alaska Native","*","*","*"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School","White",104,"56.7%","75.4%"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School","Asian",6,"*","*"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School","Two or More Races","*","*","*"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School","Hispanic/Latino of any race",126,"44.4%","67.8%"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School","Black or African American",188,"47.3%","66.1%"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School","White",27,"51.9%","65.8%"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School","Asian",11,"*","*"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School","Hispanic/Latino of any race",95,"38.9%","62.8%"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School","Black or African American",76,"34.2%","59.1%"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School","White","*","*","*"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School","Two or More Races","*","*","*"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School","Hispanic/Latino of any race",43,"41.9%","61.1%"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School","Black or African American",126,"36.5%","60.6%"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School","White","*","*","*"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School","Asian","*","*","*"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School","Hispanic/Latino of any race",41,"29.3%","52.8%"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School","Black or African American",101,"24.8%","49.7%"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy","White",10,"*","*"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy","Asian","*","*","*"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy","Two or More Races","*","*","*"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy","Hispanic/Latino of any race",150,"48.7%","69.3%"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy","Black or African American",94,"39.4%","61.1%"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School","White","*","25.0%","52.1%"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School","Asian","*","*","*"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School","Hispanic/Latino of any race",188,"46.3%","70.2%"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School","Black or African American",51,"39.2%","57.4%"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy","Native Hawaiian or Other Pacific Islander","*","*","*"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy","White",9,"*","*"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy","Hispanic/Latino of any race",193,"37.8%","61.1%"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy","Black or African American","*","*","*"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School","American Indian or Alaska Native","*","*","*"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School","White",13,"*","*"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School","Asian","*","*","*"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School","Hispanic/Latino of any race",142,"57.7%","79.6%"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School","Black or African American",155,"49.7%","74.8%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School","American Indian or Alaska Native","*","*","*"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School","White",40,"50.0%","68.8%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School","Asian","*","*","*"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School","Hispanic/Latino of any race",28,"39.3%","65.1%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School","Black or African American",144,"28.5%","52.3%"
"=""0930011""","New Haven School District","=""0935611""","Domus Academy","White","*","*","*"
"=""0930011""","New Haven School District","=""0935611""","Domus Academy","Hispanic/Latino of any race","*","*","*"
"=""0930011""","New Haven School District","=""0935611""","Domus Academy","Black or African American",12,"*","*"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School","White",9,"*","*"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School","Asian",6,"*","*"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School","Hispanic/Latino of any race",110,"47.3%","72.8%"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School","Black or African American",94,"28.7%","54.8%"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School","American Indian or Alaska Native","*","*","*"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School","White",59,"52.5%","70.4%"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School","Two or More Races","*","*","*"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School","Hispanic/Latino of any race",40,"40.0%","63.0%"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School","Black or African American",124,"30.6%","53.3%"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School","White",99,"57.6%","74.1%"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School","Asian","*","63.6%","83.8%"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School","Two or More Races","*","*","*"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School","Hispanic/Latino of any race",39,"30.8%","51.9%"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School","Black or African American",86,"39.5%","61.3%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School","American Indian or Alaska Native","*","*","*"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School","White",23,"39.1%","55.9%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School","Asian",7,"*","*"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School","Two or More Races","*","*","*"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School","Hispanic/Latino of any race",299,"36.5%","57.8%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School","Black or African American",42,"33.3%","47.2%"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy","White","*","*","*"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy","Two or More Races","*","*","*"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy","Hispanic/Latino of any race",163,"35.0%","60.5%"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy","Black or African American",61,"23.0%","41.7%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels","White",21,"23.8%","55.7%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels","Asian",7,"*","*"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels","Hispanic/Latino of any race",156,"44.9%","64.0%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels","Black or African American",35,"45.7%","75.1%"
"=""0930011""","New Haven School District","=""0930811""","John S. Martinez School","White","*","*","*"
"=""0930011""","New Haven School District","=""0930811""","John S. Martinez School","Asian","*","*","*"
"=""0930011""","New Haven School District","=""0930811""","John S. Martinez School","Hispanic/Latino of any race",236,"55.1%","78.2%"
"=""0930011""","New Haven School District","=""0930811""","John S. Martinez School","Black or African American",32,"65.6%","91.4%"
"=""0930011""","New Haven School District","=""0933011""","King/Robinson Magnet School","White",11,"*","*"
"=""0930011""","New Haven School District","=""0933011""","King/Robinson Magnet School","Asian","*","*","*"
"=""0930011""","New Haven School District","=""0933011""","King/Robinson Magnet School","Two or More Races","*","*","*"
"=""0930011""","New Haven School District","=""0933011""","King/Robinson Magnet School","Hispanic/Latino of any race",22,"50.0%","63.8%"
"=""0930011""","New Haven School District","=""0933011""","King/Robinson Magnet School","Black or African American",191,"38.7%","63.3%"
"=""0930011""","New Haven School District","=""0932011""","Lincoln-Bassett School","White","*","*","*"
"=""0930011""","New Haven School District","=""0932011""","Lincoln-Bassett School","Hispanic/Latino of any race","*","*","*"
"=""0930011""","New Haven School District","=""0932011""","Lincoln-Bassett School","Black or African American",64,"64.1%","91.7%"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School","White","*","62.2%","80.3%"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School","Asian","*","*","*"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School","Hispanic/Latino of any race",73,"52.1%","71.3%"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School","Black or African American",111,"41.4%","66.0%"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School","American Indian or Alaska Native","*","*","*"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School","White",117,"47.0%","67.3%"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School","Asian","*","*","*"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School","Hispanic/Latino of any race",81,"37.0%","62.0%"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School","Black or African American",22,"22.7%","44.9%"
"=""0930011""","New Haven School District","=""0933511""","Quinnipiac Real World Math STEM School","White","*","*","*"
"=""0930011""","New Haven School District","=""0933511""","Quinnipiac Real World Math STEM School","Hispanic/Latino of any race",23,"39.1%","74.5%"
"=""0930011""","New Haven School District","=""0933511""","Quinnipiac Real World Math STEM School","Black or African American","*","*","*"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School","American Indian or Alaska Native","*","*","*"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School","White",48,"18.8%","43.2%"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School","Asian",7,"*","*"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School","Two or More Races","*","*","*"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School","Hispanic/Latino of any race",149,"18.8%","39.9%"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School","Black or African American",110,"24.5%","43.3%"
"=""0930011""","New Haven School District","=""0932811""","Strong 21st Century Communications Magnet and SCSU Lab School","White",6,"*","*"
"=""0930011""","New Haven School District","=""0932811""","Strong 21st Century Communications Magnet and SCSU Lab School","Hispanic/Latino of any race",35,"34.3%","73.5%"
"=""0930011""","New Haven School District","=""0932811""","Strong 21st Century Communications Magnet and SCSU Lab School","Black or African American",32,"31.3%","67.6%"
"=""0930011""","New Haven School District","=""0932911""","Truman School","American Indian or Alaska Native","*","*","*"
"=""0930011""","New Haven School District","=""0932911""","Truman School","White","*","*","*"
"=""0930011""","New Haven School District","=""0932911""","Truman School","Two or More Races","*","*","*"
"=""0930011""","New Haven School District","=""0932911""","Truman School","Hispanic/Latino of any race",178,"51.7%","75.2%"
"=""0930011""","New Haven School District","=""0932911""","Truman School","Black or African American",33,"48.5%","75.8%"
"=""0930011""","New Haven School District","=""0934911""","West Rock Authors Academy","White","*","*","*"
"=""0930011""","New Haven School District","=""0934911""","West Rock Authors Academy","Hispanic/Latino of any race","*","*","*"
"=""0930011""","New Haven School District","=""0934911""","West Rock Authors Academy","Black or African American",15,"*","*"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School","White","*","*","*"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School","Two or More Races","*","*","*"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School","Hispanic/Latino of any race",27,"37.0%","62.6%"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School","Black or African American",125,"18.4%","40.6%"
"=""0930011""","New Haven School District","=""0933811""","Worthington Hooker School","American Indian or Alaska Native","*","*","*"
"=""0930011""","New Haven School District","=""0933811""","Worthington Hooker School","White",93,"64.5%","81.7%"
"=""0930011""","New Haven School District","=""0933811""","Worthington Hooker School","Asian",29,"79.3%","99.3%"
"=""0930011""","New Haven School District","=""0933811""","Worthington Hooker School","Two or More Races","*","*","*"
"=""0930011""","New Haven School District","=""0933811""","Worthington Hooker School","Hispanic/Latino of any race",14,"*","*"
"=""0930011""","New Haven School District","=""0933811""","Worthington Hooker School","Black or African American",36,"47.2%","70.4%"
"=""0950011""","New London School District","=""0955111""","Bennie Dover Jackson Middle School","American Indian or Alaska Native","*","*","*"
"=""0950011""","New London School District","=""0955111""","Bennie Dover Jackson Middle School","Native Hawaiian or Other Pacific Islander","*","*","*"
"=""0950011""","New London School District","=""0955111""","Bennie Dover Jackson Middle School","White",65,"23.1%","43.1%"
"=""0950011""","New London School District","=""0955111""","Bennie Dover Jackson Middle School","Asian",6,"*","*"
"=""0950011""","New London School District","=""0955111""","Bennie Dover Jackson Middle School","Two or More Races",38,"39.5%","54.0%"
"=""0950011""","New London School District","=""0955111""","Bennie Dover Jackson Middle School","Hispanic/Latino of any race",274,"29.2%","47.8%"
"=""0950011""","New London School District","=""0955111""","Bennie Dover Jackson Middle School","Black or African American",133,"24.8%","47.6%"
