"Smarter Balanced Growth Report, 2015-16"
"All Districts, Special Education"

"District Code","District","School Code","School","Subject","Special Education Status (SWD)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0830011""","Middletown School District","=""0831111""","Snow School","ELA","Special Education",10,"*","*"
"=""0830011""","Middletown School District","=""0831111""","Snow School","ELA","Non-Special Education",62,"35.5%","65.0%"
"=""0830011""","Middletown School District","=""0831111""","Snow School","Math","Special Education",10,"*","*"
"=""0830011""","Middletown School District","=""0831111""","Snow School","Math","Non-Special Education",62,"37.1%","62.2%"
"=""0830011""","Middletown School District","=""0830111""","Spencer School","ELA","Special Education","*","*","*"
"=""0830011""","Middletown School District","=""0830111""","Spencer School","ELA","Non-Special Education","*","34.9%","62.9%"
"=""0830011""","Middletown School District","=""0830111""","Spencer School","Math","Special Education","*","*","*"
"=""0830011""","Middletown School District","=""0830111""","Spencer School","Math","Non-Special Education","*","36.1%","66.8%"
"=""0830011""","Middletown School District","=""0831411""","Wesley School","ELA","Special Education",8,"*","*"
"=""0830011""","Middletown School District","=""0831411""","Wesley School","ELA","Non-Special Education",74,"40.5%","69.1%"
"=""0830011""","Middletown School District","=""0831411""","Wesley School","Math","Special Education",8,"*","*"
"=""0830011""","Middletown School District","=""0831411""","Wesley School","Math","Non-Special Education",74,"68.9%","85.4%"
"=""0830011""","Middletown School District","=""0835411""","Woodrow Wilson Middle School","ELA","Special Education",64,"20.3%","44.8%"
"=""0830011""","Middletown School District","=""0835411""","Woodrow Wilson Middle School","ELA","Non-Special Education",567,"40.2%","56.7%"
"=""0830011""","Middletown School District","=""0835411""","Woodrow Wilson Middle School","Math","Special Education",64,"21.9%","38.7%"
"=""0830011""","Middletown School District","=""0835411""","Woodrow Wilson Middle School","Math","Non-Special Education",569,"34.1%","48.4%"
"=""0840011""","Milford School District","=""0840111""","Calf Pen Meadow School","ELA","Special Education",13,"*","*"
"=""0840011""","Milford School District","=""0840111""","Calf Pen Meadow School","ELA","Non-Special Education",82,"51.2%","74.4%"
"=""0840011""","Milford School District","=""0840111""","Calf Pen Meadow School","Math","Special Education",13,"*","*"
"=""0840011""","Milford School District","=""0840111""","Calf Pen Meadow School","Math","Non-Special Education",82,"54.9%","81.0%"
"=""0840011""","Milford School District","=""0845111""","East Shore Middle School","ELA","Special Education",53,"49.1%","67.8%"
"=""0840011""","Milford School District","=""0845111""","East Shore Middle School","ELA","Non-Special Education",384,"49.5%","65.4%"
"=""0840011""","Milford School District","=""0845111""","East Shore Middle School","Math","Special Education",53,"32.1%","49.9%"
"=""0840011""","Milford School District","=""0845111""","East Shore Middle School","Math","Non-Special Education",383,"40.2%","57.8%"
"=""0840011""","Milford School District","=""0845211""","Harborside Middle School","ELA","Special Education",47,"40.4%","63.2%"
"=""0840011""","Milford School District","=""0845211""","Harborside Middle School","ELA","Non-Special Education",444,"49.3%","65.5%"
"=""0840011""","Milford School District","=""0845211""","Harborside Middle School","Math","Special Education",46,"47.8%","65.3%"
"=""0840011""","Milford School District","=""0845211""","Harborside Middle School","Math","Non-Special Education",442,"50.9%","68.8%"
"=""0840011""","Milford School District","=""0841911""","J. F. Kennedy School","ELA","Special Education",11,"*","*"
"=""0840011""","Milford School District","=""0841911""","J. F. Kennedy School","ELA","Non-Special Education",103,"53.4%","80.8%"
"=""0840011""","Milford School District","=""0841911""","J. F. Kennedy School","Math","Special Education",11,"*","*"
"=""0840011""","Milford School District","=""0841911""","J. F. Kennedy School","Math","Non-Special Education",103,"35.0%","68.9%"
"=""0840011""","Milford School District","=""0841611""","Live Oaks School","ELA","Special Education","*","*","*"
"=""0840011""","Milford School District","=""0841611""","Live Oaks School","ELA","Non-Special Education","*","43.2%","66.9%"
"=""0840011""","Milford School District","=""0841611""","Live Oaks School","Math","Special Education","*","*","*"
"=""0840011""","Milford School District","=""0841611""","Live Oaks School","Math","Non-Special Education","*","37.0%","63.5%"
"=""0840011""","Milford School District","=""0841711""","Mathewson School","ELA","Special Education",13,"*","*"
"=""0840011""","Milford School District","=""0841711""","Mathewson School","ELA","Non-Special Education",114,"47.4%","69.4%"
"=""0840011""","Milford School District","=""0841711""","Mathewson School","Math","Special Education",13,"*","*"
"=""0840011""","Milford School District","=""0841711""","Mathewson School","Math","Non-Special Education",111,"41.4%","69.4%"
"=""0840011""","Milford School District","=""0840711""","Meadowside School","ELA","Special Education",12,"*","*"
"=""0840011""","Milford School District","=""0840711""","Meadowside School","ELA","Non-Special Education",76,"48.7%","78.0%"
"=""0840011""","Milford School District","=""0840711""","Meadowside School","Math","Special Education",12,"*","*"
"=""0840011""","Milford School District","=""0840711""","Meadowside School","Math","Non-Special Education",76,"50.0%","75.8%"
"=""0840011""","Milford School District","=""0840811""","Orange Avenue School","ELA","Special Education",10,"*","*"
"=""0840011""","Milford School District","=""0840811""","Orange Avenue School","ELA","Non-Special Education",110,"56.4%","82.4%"
"=""0840011""","Milford School District","=""0840811""","Orange Avenue School","Math","Special Education",10,"*","*"
"=""0840011""","Milford School District","=""0840811""","Orange Avenue School","Math","Non-Special Education",110,"77.3%","100.0%"
"=""0840011""","Milford School District","=""0841811""","Orchard Hills School","ELA","Special Education",7,"*","*"
"=""0840011""","Milford School District","=""0841811""","Orchard Hills School","ELA","Non-Special Education",103,"57.3%","78.1%"
"=""0840011""","Milford School District","=""0841811""","Orchard Hills School","Math","Special Education",7,"*","*"
"=""0840011""","Milford School District","=""0841811""","Orchard Hills School","Math","Non-Special Education",103,"38.8%","67.1%"
"=""0840011""","Milford School District","=""0841011""","Pumpkin Delight School","ELA","Special Education",7,"*","*"
"=""0840011""","Milford School District","=""0841011""","Pumpkin Delight School","ELA","Non-Special Education",81,"58.0%","85.9%"
"=""0840011""","Milford School District","=""0841011""","Pumpkin Delight School","Math","Special Education",7,"*","*"
"=""0840011""","Milford School District","=""0841011""","Pumpkin Delight School","Math","Non-Special Education",80,"65.0%","88.6%"
"=""0840011""","Milford School District","=""0845311""","West Shore Middle School","ELA","Special Education",44,"36.4%","59.2%"
"=""0840011""","Milford School District","=""0845311""","West Shore Middle School","ELA","Non-Special Education",383,"44.9%","63.6%"
"=""0840011""","Milford School District","=""0845311""","West Shore Middle School","Math","Special Education",44,"27.3%","43.0%"
"=""0840011""","Milford School District","=""0845311""","West Shore Middle School","Math","Non-Special Education",384,"42.7%","59.0%"
"=""0850011""","Monroe School District","=""0850511""","Fawn Hollow Elementary School","ELA","Special Education",21,"4.8%","19.9%"
"=""0850011""","Monroe School District","=""0850511""","Fawn Hollow Elementary School","ELA","Non-Special Education",149,"60.4%","81.7%"
"=""0850011""","Monroe School District","=""0850511""","Fawn Hollow Elementary School","Math","Special Education",21,"42.9%","60.2%"
"=""0850011""","Monroe School District","=""0850511""","Fawn Hollow Elementary School","Math","Non-Special Education",149,"45.6%","72.3%"
"=""0850011""","Monroe School District","=""0855211""","Jockey Hollow School","ELA","Special Education",78,"26.9%","41.5%"
"=""0850011""","Monroe School District","=""0855211""","Jockey Hollow School","ELA","Non-Special Education",679,"47.1%","61.7%"
"=""0850011""","Monroe School District","=""0855211""","Jockey Hollow School","Math","Special Education",78,"38.5%","59.8%"
"=""0850011""","Monroe School District","=""0855211""","Jockey Hollow School","Math","Non-Special Education",678,"47.8%","67.4%"
"=""0850011""","Monroe School District","=""0850111""","Monroe Elementary School","ELA","Special Education",12,"*","*"
"=""0850011""","Monroe School District","=""0850111""","Monroe Elementary School","ELA","Non-Special Education",93,"67.7%","81.8%"
"=""0850011""","Monroe School District","=""0850111""","Monroe Elementary School","Math","Special Education",12,"*","*"
"=""0850011""","Monroe School District","=""0850111""","Monroe Elementary School","Math","Non-Special Education",93,"65.6%","83.7%"
"=""0850011""","Monroe School District","=""0850311""","Stepney Elementary School","ELA","Special Education",20,"35.0%","47.6%"
"=""0850011""","Monroe School District","=""0850311""","Stepney Elementary School","ELA","Non-Special Education",129,"58.9%","74.8%"
"=""0850011""","Monroe School District","=""0850311""","Stepney Elementary School","Math","Special Education",20,"45.0%","73.4%"
"=""0850011""","Monroe School District","=""0850311""","Stepney Elementary School","Math","Non-Special Education",129,"60.5%","85.4%"
"=""0860011""","Montville School District","=""0860711""","Dr. Charles E. Murphy School","ELA","Special Education",19,"*","*"
"=""0860011""","Montville School District","=""0860711""","Dr. Charles E. Murphy School","ELA","Non-Special Education",89,"49.4%","70.9%"
"=""0860011""","Montville School District","=""0860711""","Dr. Charles E. Murphy School","Math","Special Education",19,"*","*"
"=""0860011""","Montville School District","=""0860711""","Dr. Charles E. Murphy School","Math","Non-Special Education",89,"50.6%","78.3%"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School","ELA","Special Education",62,"24.2%","48.6%"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School","ELA","Non-Special Education",453,"41.7%","60.3%"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School","Math","Special Education",62,"32.3%","53.1%"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School","Math","Non-Special Education",453,"37.3%","58.0%"
"=""0860011""","Montville School District","=""0860111""","Mohegan School","ELA","Special Education",13,"*","*"
"=""0860011""","Montville School District","=""0860111""","Mohegan School","ELA","Non-Special Education",91,"41.8%","66.1%"
"=""0860011""","Montville School District","=""0860111""","Mohegan School","Math","Special Education",13,"*","*"
"=""0860011""","Montville School District","=""0860111""","Mohegan School","Math","Non-Special Education",92,"58.7%","84.4%"
"=""0860011""","Montville School District","=""0860511""","Oakdale School","ELA","Special Education",15,"*","*"
"=""0860011""","Montville School District","=""0860511""","Oakdale School","ELA","Non-Special Education",88,"75.0%","93.5%"
"=""0860011""","Montville School District","=""0860511""","Oakdale School","Math","Special Education",15,"*","*"
"=""0860011""","Montville School District","=""0860511""","Oakdale School","Math","Non-Special Education",88,"79.5%","99.5%"
"=""0880011""","Naugatuck School District","=""0880811""","Andrew Avenue School","ELA","Special Education",6,"*","*"
"=""0880011""","Naugatuck School District","=""0880811""","Andrew Avenue School","ELA","Non-Special Education",39,"25.6%","48.8%"
"=""0880011""","Naugatuck School District","=""0880811""","Andrew Avenue School","Math","Special Education",6,"*","*"
"=""0880011""","Naugatuck School District","=""0880811""","Andrew Avenue School","Math","Non-Special Education",39,"38.5%","66.9%"
"=""0880011""","Naugatuck School District","=""0885111""","City Hill Middle School","ELA","Special Education",101,"30.7%","51.2%"
"=""0880011""","Naugatuck School District","=""0885111""","City Hill Middle School","ELA","Non-Special Education",533,"38.8%","58.4%"
"=""0880011""","Naugatuck School District","=""0885111""","City Hill Middle School","Math","Special Education",99,"23.2%","38.5%"
"=""0880011""","Naugatuck School District","=""0885111""","City Hill Middle School","Math","Non-Special Education",533,"25.7%","41.3%"
"=""0880011""","Naugatuck School District","=""0880211""","Cross Street Intermediate School","ELA","Special Education",44,"36.4%","69.7%"
"=""0880011""","Naugatuck School District","=""0880211""","Cross Street Intermediate School","ELA","Non-Special Education",246,"54.9%","77.8%"
"=""0880011""","Naugatuck School District","=""0880211""","Cross Street Intermediate School","Math","Special Education",44,"31.8%","50.2%"
"=""0880011""","Naugatuck School District","=""0880211""","Cross Street Intermediate School","Math","Non-Special Education",249,"52.2%","71.5%"
"=""0880011""","Naugatuck School District","=""0880411""","Hillside Intermediate School","ELA","Special Education",61,"26.2%","59.2%"
"=""0880011""","Naugatuck School District","=""0880411""","Hillside Intermediate School","ELA","Non-Special Education",236,"49.2%","70.8%"
"=""0880011""","Naugatuck School District","=""0880411""","Hillside Intermediate School","Math","Special Education",60,"16.7%","37.0%"
"=""0880011""","Naugatuck School District","=""0880411""","Hillside Intermediate School","Math","Non-Special Education",240,"33.3%","57.3%"
"=""0880011""","Naugatuck School District","=""0880511""","Hop Brook Elementary School","ELA","Special Education","*","*","*"
"=""0880011""","Naugatuck School District","=""0880511""","Hop Brook Elementary School","ELA","Non-Special Education","*","32.7%","57.6%"
"=""0880011""","Naugatuck School District","=""0880511""","Hop Brook Elementary School","Math","Special Education","*","*","*"
"=""0880011""","Naugatuck School District","=""0880511""","Hop Brook Elementary School","Math","Non-Special Education","*","34.7%","70.6%"
"=""0880011""","Naugatuck School District","=""0880311""","Maple Hill School","ELA","Special Education",8,"*","*"
"=""0880011""","Naugatuck School District","=""0880311""","Maple Hill School","ELA","Non-Special Education",98,"36.7%","64.0%"
"=""0880011""","Naugatuck School District","=""0880311""","Maple Hill School","Math","Special Education",8,"*","*"
"=""0880011""","Naugatuck School District","=""0880311""","Maple Hill School","Math","Non-Special Education",99,"21.2%","58.9%"
"=""0880011""","Naugatuck School District","=""0880611""","Salem School","ELA","Special Education",9,"*","*"
"=""0880011""","Naugatuck School District","=""0880611""","Salem School","ELA","Non-Special Education",38,"36.8%","70.8%"
"=""0880011""","Naugatuck School District","=""0880611""","Salem School","Math","Special Education",9,"*","*"
"=""0880011""","Naugatuck School District","=""0880611""","Salem School","Math","Non-Special Education",38,"52.6%","82.0%"
"=""0880011""","Naugatuck School District","=""0880711""","Western School","ELA","Special Education",10,"*","*"
"=""0880011""","Naugatuck School District","=""0880711""","Western School","ELA","Non-Special Education",48,"60.4%","79.1%"
"=""0880011""","Naugatuck School District","=""0880711""","Western School","Math","Special Education",10,"*","*"
"=""0880011""","Naugatuck School District","=""0880711""","Western School","Math","Non-Special Education",48,"56.3%","89.4%"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy","ELA","Special Education",17,"*","*"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy","ELA","Non-Special Education",152,"34.2%","56.3%"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy","Math","Special Education",17,"*","*"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy","Math","Non-Special Education",152,"30.9%","53.9%"
"=""0890011""","New Britain School District","=""0899111""","Alternative Center School","ELA","Special Education","*","*","*"
"=""0890011""","New Britain School District","=""0899111""","Alternative Center School","ELA","Non-Special Education","*","*","*"
"=""0890011""","New Britain School District","=""0899111""","Alternative Center School","Math","Special Education","*","*","*"
"=""0890011""","New Britain School District","=""0899111""","Alternative Center School","Math","Non-Special Education","*","*","*"
"=""0890011""","New Britain School District","=""0891011""","Behavior Support","ELA","Special Education","*","*","*"
"=""0890011""","New Britain School District","=""0891011""","Behavior Support","ELA","Non-Special Education","*","*","*"
"=""0890011""","New Britain School District","=""0891011""","Behavior Support","Math","Special Education","*","*","*"
"=""0890011""","New Britain School District","=""0891011""","Behavior Support","Math","Non-Special Education","*","*","*"
"=""0890011""","New Britain School District","=""0890311""","Chamberlain  Elementary School","ELA","Special Education",21,"19.0%","59.1%"
"=""0890011""","New Britain School District","=""0890311""","Chamberlain  Elementary School","ELA","Non-Special Education",97,"30.9%","55.4%"
"=""0890011""","New Britain School District","=""0890311""","Chamberlain  Elementary School","Math","Special Education",22,"18.2%","38.2%"
"=""0890011""","New Britain School District","=""0890311""","Chamberlain  Elementary School","Math","Non-Special Education",98,"9.2%","26.6%"
"=""0890011""","New Britain School District","=""0891111""","Frank J. DiLoreto School","ELA","Special Education",54,"20.4%","53.2%"
"=""0890011""","New Britain School District","=""0891111""","Frank J. DiLoreto School","ELA","Non-Special Education",336,"31.0%","53.2%"
"=""0890011""","New Britain School District","=""0891111""","Frank J. DiLoreto School","Math","Special Education",54,"27.8%","46.6%"
"=""0890011""","New Britain School District","=""0891111""","Frank J. DiLoreto School","Math","Non-Special Education",337,"18.7%","41.0%"
"=""0890011""","New Britain School District","=""0890511""","Gaffney School","ELA","Special Education",14,"*","*"
"=""0890011""","New Britain School District","=""0890511""","Gaffney School","ELA","Non-Special Education",91,"31.9%","59.9%"
"=""0890011""","New Britain School District","=""0890511""","Gaffney School","Math","Special Education",16,"*","*"
"=""0890011""","New Britain School District","=""0890511""","Gaffney School","Math","Non-Special Education",90,"18.9%","45.5%"
"=""0890011""","New Britain School District","=""0890611""","Holmes School","ELA","Special Education",12,"*","*"
"=""0890011""","New Britain School District","=""0890611""","Holmes School","ELA","Non-Special Education",101,"45.5%","73.8%"
"=""0890011""","New Britain School District","=""0890611""","Holmes School","Math","Special Education",12,"*","*"
"=""0890011""","New Britain School District","=""0890611""","Holmes School","Math","Non-Special Education",101,"46.5%","74.0%"
"=""0890011""","New Britain School District","=""0895411""","House of Arts Letters and Science (HALS)  Academy","ELA","Special Education","*","*","*"
"=""0890011""","New Britain School District","=""0895411""","House of Arts Letters and Science (HALS)  Academy","ELA","Non-Special Education","*","49.3%","64.5%"
"=""0890011""","New Britain School District","=""0895411""","House of Arts Letters and Science (HALS)  Academy","Math","Special Education","*","*","*"
"=""0890011""","New Britain School District","=""0895411""","House of Arts Letters and Science (HALS)  Academy","Math","Non-Special Education","*","33.1%","49.2%"
"=""0890011""","New Britain School District","=""0890711""","Jefferson School","ELA","Special Education",19,"*","*"
"=""0890011""","New Britain School District","=""0890711""","Jefferson School","ELA","Non-Special Education",102,"33.3%","59.4%"
"=""0890011""","New Britain School District","=""0890711""","Jefferson School","Math","Special Education",19,"*","*"
"=""0890011""","New Britain School District","=""0890711""","Jefferson School","Math","Non-Special Education",103,"17.5%","42.5%"
"=""0890011""","New Britain School District","=""0890811""","Lincoln School","ELA","Special Education",16,"*","*"
"=""0890011""","New Britain School District","=""0890811""","Lincoln School","ELA","Non-Special Education",126,"25.4%","51.6%"
"=""0890011""","New Britain School District","=""0890811""","Lincoln School","Math","Special Education",17,"*","*"
"=""0890011""","New Britain School District","=""0890811""","Lincoln School","Math","Non-Special Education",130,"15.4%","36.5%"
"=""0890011""","New Britain School District","=""0899011""","New Britain Transition Center","ELA","Special Education","*","*","*"
"=""0890011""","New Britain School District","=""0899011""","New Britain Transition Center","ELA","Non-Special Education","*","*","*"
"=""0890011""","New Britain School District","=""0899011""","New Britain Transition Center","Math","Special Education","*","*","*"
"=""0890011""","New Britain School District","=""0899011""","New Britain Transition Center","Math","Non-Special Education","*","*","*"
"=""0890011""","New Britain School District","=""0890911""","Northend School","ELA","Special Education",15,"*","*"
"=""0890011""","New Britain School District","=""0890911""","Northend School","ELA","Non-Special Education",64,"32.8%","58.9%"
"=""0890011""","New Britain School District","=""0890911""","Northend School","Math","Special Education",14,"*","*"
"=""0890011""","New Britain School District","=""0890911""","Northend School","Math","Non-Special Education",64,"17.2%","43.4%"
"=""0890011""","New Britain School District","=""0895311""","Pulaski Middle School","ELA","Special Education",102,"26.5%","45.0%"
"=""0890011""","New Britain School District","=""0895311""","Pulaski Middle School","ELA","Non-Special Education",525,"30.5%","50.6%"
"=""0890011""","New Britain School District","=""0895311""","Pulaski Middle School","Math","Special Education",104,"25.0%","42.1%"
"=""0890011""","New Britain School District","=""0895311""","Pulaski Middle School","Math","Non-Special Education",533,"30.8%","48.7%"
"=""0890011""","New Britain School District","=""0895211""","Slade Middle School","ELA","Special Education",81,"22.2%","43.2%"
"=""0890011""","New Britain School District","=""0895211""","Slade Middle School","ELA","Non-Special Education",540,"25.4%","44.3%"
"=""0890011""","New Britain School District","=""0895211""","Slade Middle School","Math","Special Education",82,"24.4%","42.1%"
"=""0890011""","New Britain School District","=""0895211""","Slade Middle School","Math","Non-Special Education",543,"27.4%","44.2%"
"=""0890011""","New Britain School District","=""0891211""","Smalley Academy","ELA","Special Education",32,"12.5%","51.4%"
"=""0890011""","New Britain School District","=""0891211""","Smalley Academy","ELA","Non-Special Education",123,"25.2%","53.6%"
"=""0890011""","New Britain School District","=""0891211""","Smalley Academy","Math","Special Education",30,"43.3%","69.6%"
"=""0890011""","New Britain School District","=""0891211""","Smalley Academy","Math","Non-Special Education",129,"14.0%","38.2%"
"=""0890011""","New Britain School District","=""0891311""","Smith School","ELA","Special Education",21,"42.9%","63.7%"
"=""0890011""","New Britain School District","=""0891311""","Smith School","ELA","Non-Special Education",149,"16.8%","39.9%"
"=""0890011""","New Britain School District","=""0891311""","Smith School","Math","Special Education",21,"14.3%","34.4%"
"=""0890011""","New Britain School District","=""0891311""","Smith School","Math","Non-Special Education",151,"17.2%","35.2%"
"=""0890011""","New Britain School District","=""0891811""","Steps","ELA","Special Education","*","20.8%","45.8%"
"=""0890011""","New Britain School District","=""0891811""","Steps","ELA","Non-Special Education","*","*","*"
"=""0890011""","New Britain School District","=""0891811""","Steps","Math","Special Education","*","25.0%","32.1%"
"=""0890011""","New Britain School District","=""0891811""","Steps","Math","Non-Special Education","*","*","*"
"=""0890011""","New Britain School District","=""0890411""","Sunrise Intermediate","ELA","Special Education",7,"*","*"
"=""0890011""","New Britain School District","=""0890411""","Sunrise Intermediate","Math","Special Education",8,"*","*"
"=""0890011""","New Britain School District","=""0890211""","Sunrise Primary","ELA","Special Education","*","*","*"
"=""0890011""","New Britain School District","=""0890211""","Sunrise Primary","Math","Special Education","*","*","*"
"=""0890011""","New Britain School District","=""0891511""","Vance School","ELA","Special Education",24,"8.3%","49.9%"
"=""0890011""","New Britain School District","=""0891511""","Vance School","ELA","Non-Special Education",127,"33.9%","60.0%"
"=""0890011""","New Britain School District","=""0891511""","Vance School","Math","Special Education",23,"21.7%","55.9%"
"=""0890011""","New Britain School District","=""0891511""","Vance School","Math","Non-Special Education",126,"18.3%","42.1%"
"=""0900011""","New Canaan School District","=""0900411""","East School","ELA","Special Education",11,"*","*"
"=""0900011""","New Canaan School District","=""0900411""","East School","ELA","Non-Special Education",102,"82.4%","99.5%"
"=""0900011""","New Canaan School District","=""0900411""","East School","Math","Special Education",11,"*","*"
"=""0900011""","New Canaan School District","=""0900411""","East School","Math","Non-Special Education",102,"89.2%","100.0%"
"=""0900011""","New Canaan School District","=""0905111""","Saxe Middle School","ELA","Special Education",126,"37.3%","56.8%"
"=""0900011""","New Canaan School District","=""0905111""","Saxe Middle School","ELA","Non-Special Education",1118,"49.3%","64.5%"
"=""0900011""","New Canaan School District","=""0905111""","Saxe Middle School","Math","Special Education",125,"41.6%","62.0%"
"=""0900011""","New Canaan School District","=""0905111""","Saxe Middle School","Math","Non-Special Education",1121,"56.6%","74.5%"
"=""0900011""","New Canaan School District","=""0900211""","South School","ELA","Special Education",15,"*","*"
"=""0900011""","New Canaan School District","=""0900211""","South School","ELA","Non-Special Education",102,"65.7%","80.5%"
"=""0900011""","New Canaan School District","=""0900211""","South School","Math","Special Education",15,"*","*"
"=""0900011""","New Canaan School District","=""0900211""","South School","Math","Non-Special Education",102,"74.5%","91.6%"
"=""0900011""","New Canaan School District","=""0900311""","West School","ELA","Special Education",7,"*","*"
"=""0900011""","New Canaan School District","=""0900311""","West School","ELA","Non-Special Education",74,"71.6%","87.3%"
"=""0900011""","New Canaan School District","=""0900311""","West School","Math","Special Education",7,"*","*"
"=""0900011""","New Canaan School District","=""0900311""","West School","Math","Non-Special Education",74,"75.7%","95.2%"
"=""0910011""","New Fairfield School District","=""0910211""","Meeting House Hill School","ELA","Special Education",21,"28.6%","56.3%"
"=""0910011""","New Fairfield School District","=""0910211""","Meeting House Hill School","ELA","Non-Special Education",269,"53.5%","75.9%"
"=""0910011""","New Fairfield School District","=""0910211""","Meeting House Hill School","Math","Special Education",18,"*","*"
"=""0910011""","New Fairfield School District","=""0910211""","Meeting House Hill School","Math","Non-Special Education",266,"52.6%","79.5%"
"=""0910011""","New Fairfield School District","=""0915211""","New Fairfield Middle School","ELA","Special Education",40,"52.5%","70.4%"
"=""0910011""","New Fairfield School District","=""0915211""","New Fairfield Middle School","ELA","Non-Special Education",465,"50.3%","69.1%"
"=""0910011""","New Fairfield School District","=""0915211""","New Fairfield Middle School","Math","Special Education",39,"51.3%","64.8%"
"=""0910011""","New Fairfield School District","=""0915211""","New Fairfield Middle School","Math","Non-Special Education",456,"62.9%","81.3%"
"=""0920011""","New Hartford School District","=""0920311""","Ann Antolini School","ELA","Special Education",21,"28.6%","63.7%"
"=""0920011""","New Hartford School District","=""0920311""","Ann Antolini School","ELA","Non-Special Education",176,"44.9%","66.8%"
"=""0920011""","New Hartford School District","=""0920311""","Ann Antolini School","Math","Special Education",21,"33.3%","66.4%"
"=""0920011""","New Hartford School District","=""0920311""","Ann Antolini School","Math","Non-Special Education",175,"32.0%","55.7%"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School","ELA","Special Education",31,"6.5%","36.0%"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School","ELA","Non-Special Education",186,"25.3%","50.4%"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School","Math","Special Education",30,"30.0%","52.2%"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School","Math","Non-Special Education",186,"30.1%","53.6%"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School","ELA","Special Education",32,"21.9%","34.1%"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School","ELA","Non-Special Education",210,"27.1%","49.7%"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School","Math","Special Education",32,"25.0%","42.8%"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School","Math","Non-Special Education",210,"37.6%","59.6%"
"=""0930011""","New Haven School District","=""0930311""","Beecher School","ELA","Special Education",27,"55.6%","74.2%"
"=""0930011""","New Haven School District","=""0930311""","Beecher School","ELA","Non-Special Education",193,"46.6%","71.5%"
"=""0930011""","New Haven School District","=""0930311""","Beecher School","Math","Special Education",25,"64.0%","74.8%"
"=""0930011""","New Haven School District","=""0930311""","Beecher School","Math","Non-Special Education",188,"29.8%","52.6%"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School","ELA","Special Education",34,"41.2%","63.2%"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School","ELA","Non-Special Education",196,"54.1%","79.5%"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School","Math","Special Education",34,"32.4%","56.6%"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School","Math","Non-Special Education",196,"39.3%","63.4%"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School","ELA","Special Education",41,"43.9%","69.8%"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School","ELA","Non-Special Education",391,"41.2%","64.9%"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School","Math","Special Education",40,"40.0%","64.0%"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School","Math","Non-Special Education",390,"50.3%","70.1%"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School","ELA","Special Education",32,"28.1%","59.4%"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School","ELA","Non-Special Education",177,"35.6%","58.7%"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School","Math","Special Education",32,"34.4%","55.4%"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School","Math","Non-Special Education",177,"39.5%","62.1%"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School","ELA","Special Education",29,"10.3%","35.7%"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School","ELA","Non-Special Education",148,"35.8%","60.7%"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School","Math","Special Education",29,"34.5%","57.7%"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School","Math","Non-Special Education",149,"40.3%","62.6%"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School","ELA","Special Education",28,"21.4%","51.3%"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School","ELA","Non-Special Education",133,"33.8%","59.0%"
