"Smarter Balanced Growth Report, 2015-16"
"All Districts, All Students"

"",,,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""0780011""","Mansfield School District","=""0785111""","Mansfield Middle School School",6,109,2571,2590,19,"44.0%","59.2%"
"=""0780011""","Mansfield School District","=""0785111""","Mansfield Middle School School",7,106,2566,2608,41,"53.8%","71.6%"
"=""0780011""","Mansfield School District","=""0785111""","Mansfield Middle School School",8,97,2638,2658,20,"54.6%","67.6%"
"=""0780011""","Mansfield School District","=""0780511""","Southeast Elementary School",4,46,2476,2525,50,"47.8%","74.9%"
"=""0790011""","Marlborough School District","=""0790111""","Elmer Thienes-Mary Hall Elementary School",4,93,2465,2508,43,"45.2%","71.8%"
"=""0790011""","Marlborough School District","=""0790111""","Elmer Thienes-Mary Hall Elementary School",5,91,2513,2563,50,"61.5%","80.0%"
"=""0790011""","Marlborough School District","=""0790111""","Elmer Thienes-Mary Hall Elementary School",6,69,2557,2605,48,"63.8%","81.5%"
"=""0800011""","Meriden School District","=""0800111""","Benjamin Franklin School",4,47,2417,2459,42,"38.3%","65.5%"
"=""0800011""","Meriden School District","=""0800111""","Benjamin Franklin School",5,61,2467,2491,24,"29.5%","49.4%"
"=""0800011""","Meriden School District","=""0801111""","Casimir Pulaski School",4,102,2394,2466,72,"56.9%","79.8%"
"=""0800011""","Meriden School District","=""0801111""","Casimir Pulaski School",5,106,2449,2487,38,"26.4%","59.8%"
"=""0800011""","Meriden School District","=""0800311""","Hanover School",4,65,2416,2450,34,"29.2%","55.5%"
"=""0800011""","Meriden School District","=""0800311""","Hanover School",5,65,2432,2490,58,"44.6%","74.1%"
"=""0800011""","Meriden School District","=""0800411""","Israel Putnam School",4,83,2419,2446,28,"21.7%","47.0%"
"=""0800011""","Meriden School District","=""0800411""","Israel Putnam School",5,87,2435,2476,41,"34.5%","56.1%"
"=""0800011""","Meriden School District","=""0800511""","John Barry School",4,84,2352,2414,62,"47.6%","69.5%"
"=""0800011""","Meriden School District","=""0800511""","John Barry School",5,64,2403,2467,64,"51.6%","73.8%"
"=""0800011""","Meriden School District","=""0805211""","Lincoln Middle School",6,193,2466,2521,55,"52.8%","74.3%"
"=""0800011""","Meriden School District","=""0805211""","Lincoln Middle School",7,229,2491,2541,50,"52.8%","73.8%"
"=""0800011""","Meriden School District","=""0805211""","Lincoln Middle School",8,217,2533,2557,24,"37.8%","54.1%"
"=""0800011""","Meriden School District","=""0800711""","Nathan Hale School",4,83,2418,2453,35,"28.9%","55.7%"
"=""0800011""","Meriden School District","=""0800711""","Nathan Hale School",5,98,2432,2482,50,"39.8%","67.8%"
"=""0800011""","Meriden School District","=""0800811""","Roger Sherman School",4,74,2365,2412,47,"37.8%","62.9%"
"=""0800011""","Meriden School District","=""0800811""","Roger Sherman School",5,60,2428,2476,48,"38.3%","64.5%"
"=""0800011""","Meriden School District","=""0800911""","STEP-Meriden School District",5,"*","*","*","*","*","*"
"=""0800011""","Meriden School District","=""0801211""","STEPS-Meriden School District",6,"*","*","*","*","*","*"
"=""0800011""","Meriden School District","=""0801211""","STEPS-Meriden School District",7,"*","*","*","*","*","*"
"=""0800011""","Meriden School District","=""0801211""","STEPS-Meriden School District",8,"*","*","*","*","*","*"
"=""0800011""","Meriden School District","=""0801011""","Thomas Hooker School",4,45,2440,2506,66,"46.7%","76.3%"
"=""0800011""","Meriden School District","=""0801011""","Thomas Hooker School",5,49,2489,2538,49,"49.0%","72.4%"
"=""0800011""","Meriden School District","=""0805411""","Washington Middle School",6,191,2475,2489,13,"29.3%","47.3%"
"=""0800011""","Meriden School District","=""0805411""","Washington Middle School",7,188,2498,2523,25,"33.5%","52.8%"
"=""0800011""","Meriden School District","=""0805411""","Washington Middle School",8,201,2497,2528,30,"36.8%","56.6%"
"=""0830011""","Middletown School District","=""0830211""","Bielefield School",4,41,2408,2456,48,"39.0%","66.9%"
"=""0830011""","Middletown School District","=""0830211""","Bielefield School",5,46,2444,2484,39,"37.0%","63.2%"
"=""0830011""","Middletown School District","=""0830511""","Farm Hill School",4,44,2424,2439,15,"22.7%","41.9%"
"=""0830011""","Middletown School District","=""0830511""","Farm Hill School",5,51,2434,2473,39,"39.2%","61.6%"
"=""0830011""","Middletown School District","=""0830711""","ICM - Lawrence",5,"*","*","*","*","*","*"
"=""0830011""","Middletown School District","=""0832011""","ICM - Spencer",4,"*","*","*","*","*","*"
"=""0830011""","Middletown School District","=""0832011""","ICM - Spencer",5,"*","*","*","*","*","*"
"=""0830011""","Middletown School District","=""0831511""","Keigwin Middle School",6,293,2500,2532,32,"42.7%","60.8%"
"=""0830011""","Middletown School District","=""0831311""","Lawrence School",4,39,2449,2466,17,"23.1%","42.1%"
"=""0830011""","Middletown School District","=""0831311""","Lawrence School",5,36,2480,2513,34,"41.7%","61.4%"
"=""0830011""","Middletown School District","=""0830911""","MacDonough School",4,23,2372,2433,61,"39.1%","70.5%"
"=""0830011""","Middletown School District","=""0830911""","MacDonough School",5,23,2406,2405,-1,"8.7%","24.0%"
"=""0830011""","Middletown School District","=""0831211""","Moody School",4,39,2481,2535,53,"56.4%","75.4%"
"=""0830011""","Middletown School District","=""0831211""","Moody School",5,47,2496,2543,47,"38.3%","66.5%"
"=""0830011""","Middletown School District","=""0830311""","OASIS",6,"*","*","*","*","*","*"
"=""0830011""","Middletown School District","=""0830311""","OASIS",8,"*","*","*","*","*","*"
"=""0830011""","Middletown School District","=""0832111""","STEM - Macdonough",4,14,"*","*","*","*","*"
"=""0830011""","Middletown School District","=""0832111""","STEM - Macdonough",5,6,"*","*","*","*","*"
"=""0830011""","Middletown School District","=""0831111""","Snow School",4,41,2449,2488,39,"29.3%","58.1%"
"=""0830011""","Middletown School District","=""0831111""","Snow School",5,31,2482,2536,54,"41.9%","70.6%"
"=""0830011""","Middletown School District","=""0830111""","Spencer School",4,41,2422,2463,41,"34.1%","62.6%"
"=""0830011""","Middletown School District","=""0830111""","Spencer School",5,47,2483,2517,33,"34.0%","60.9%"
"=""0830011""","Middletown School District","=""0831411""","Wesley School",4,43,2472,2522,50,"41.9%","69.3%"
"=""0830011""","Middletown School District","=""0831411""","Wesley School",5,39,2464,2509,45,"35.9%","65.3%"
"=""0830011""","Middletown School District","=""0835411""","Woodrow Wilson Middle School",7,343,2532,2550,18,"38.8%","53.4%"
"=""0830011""","Middletown School District","=""0835411""","Woodrow Wilson Middle School",8,288,2539,2564,25,"37.5%","58.1%"
"=""0840011""","Milford School District","=""0840111""","Calf Pen Meadow School",4,46,2437,2499,62,"54.3%","76.4%"
"=""0840011""","Milford School District","=""0840111""","Calf Pen Meadow School",5,49,2480,2526,46,"42.9%","64.5%"
"=""0840011""","Milford School District","=""0845111""","East Shore Middle School",6,125,2514,2562,48,"60.0%","76.8%"
"=""0840011""","Milford School District","=""0845111""","East Shore Middle School",7,156,2543,2567,24,"37.2%","53.6%"
"=""0840011""","Milford School District","=""0845111""","East Shore Middle School",8,156,2569,2607,38,"53.2%","68.9%"
"=""0840011""","Milford School District","=""0845211""","Harborside Middle School",6,158,2525,2576,51,"59.5%","77.1%"
"=""0840011""","Milford School District","=""0845211""","Harborside Middle School",7,177,2582,2613,31,"53.7%","69.4%"
"=""0840011""","Milford School District","=""0845211""","Harborside Middle School",8,156,2599,2603,4,"31.4%","48.5%"
"=""0840011""","Milford School District","=""0841911""","J. F. Kennedy School",4,50,2410,2477,67,"46.0%","77.5%"
"=""0840011""","Milford School District","=""0841911""","J. F. Kennedy School",5,64,2455,2529,74,"54.7%","79.3%"
"=""0840011""","Milford School District","=""0841611""","Live Oaks School",4,42,2458,2511,54,"50.0%","74.6%"
"=""0840011""","Milford School District","=""0841611""","Live Oaks School",5,44,2496,2531,35,"36.4%","56.9%"
"=""0840011""","Milford School District","=""0841711""","Mathewson School",4,60,2453,2505,52,"43.3%","69.0%"
"=""0840011""","Milford School District","=""0841711""","Mathewson School",5,67,2499,2538,39,"49.3%","67.8%"
"=""0840011""","Milford School District","=""0840711""","Meadowside School",4,44,2431,2492,60,"43.2%","71.7%"
"=""0840011""","Milford School District","=""0840711""","Meadowside School",5,44,2484,2536,52,"43.2%","74.1%"
"=""0840011""","Milford School District","=""0840811""","Orange Avenue School",4,58,2433,2505,72,"58.6%","81.7%"
"=""0840011""","Milford School District","=""0840811""","Orange Avenue School",5,62,2499,2549,51,"46.8%","76.0%"
"=""0840011""","Milford School District","=""0841811""","Orchard Hills School",4,45,2428,2514,85,"66.7%","88.7%"
"=""0840011""","Milford School District","=""0841811""","Orchard Hills School",5,65,2511,2561,51,"46.2%","67.6%"
"=""0840011""","Milford School District","=""0841011""","Pumpkin Delight School",4,47,2405,2480,75,"51.1%","82.5%"
"=""0840011""","Milford School District","=""0841011""","Pumpkin Delight School",5,41,2455,2535,80,"63.4%","87.3%"
"=""0840011""","Milford School District","=""0845311""","West Shore Middle School",6,136,2499,2539,40,"47.8%","68.4%"
"=""0840011""","Milford School District","=""0845311""","West Shore Middle School",7,138,2541,2575,34,"45.7%","61.2%"
"=""0840011""","Milford School District","=""0845311""","West Shore Middle School",8,153,2534,2567,33,"39.2%","60.2%"
"=""0850011""","Monroe School District","=""0850511""","Fawn Hollow Elementary School",4,83,2510,2543,33,"50.6%","69.2%"
"=""0850011""","Monroe School District","=""0850511""","Fawn Hollow Elementary School",5,87,2528,2580,52,"56.3%","78.8%"
"=""0850011""","Monroe School District","=""0855211""","Jockey Hollow School",6,266,2579,2579,-0,"38.7%","49.2%"
"=""0850011""","Monroe School District","=""0855211""","Jockey Hollow School",7,247,2586,2619,33,"51.4%","68.8%"
"=""0850011""","Monroe School District","=""0855211""","Jockey Hollow School",8,244,2602,2625,23,"45.5%","61.6%"
"=""0850011""","Monroe School District","=""0850111""","Monroe Elementary School",4,55,2514,2569,56,"70.9%","84.1%"
"=""0850011""","Monroe School District","=""0850111""","Monroe Elementary School",5,50,2553,2588,35,"50.0%","67.3%"
"=""0850011""","Monroe School District","=""0850311""","Stepney Elementary School",4,69,2492,2526,34,"43.5%","60.9%"
"=""0850011""","Monroe School District","=""0850311""","Stepney Elementary School",5,80,2546,2591,45,"66.3%","80.0%"
"=""0860011""","Montville School District","=""0860711""","Dr. Charles E. Murphy School",4,49,2452,2503,51,"51.0%","72.4%"
"=""0860011""","Montville School District","=""0860711""","Dr. Charles E. Murphy School",5,59,2466,2515,49,"42.4%","68.3%"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School",6,178,2521,2545,24,"37.6%","61.0%"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School",7,161,2536,2569,33,"42.2%","60.1%"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School",8,176,2551,2575,24,"39.2%","55.7%"
"=""0860011""","Montville School District","=""0860111""","Mohegan School",4,40,2413,2459,46,"32.5%","60.3%"
"=""0860011""","Montville School District","=""0860111""","Mohegan School",5,64,2474,2525,50,"46.9%","68.9%"
"=""0860011""","Montville School District","=""0860511""","Oakdale School",4,50,2480,2562,83,"78.0%","96.2%"
"=""0860011""","Montville School District","=""0860511""","Oakdale School",5,53,2503,2563,61,"66.0%","88.0%"
"=""0880011""","Naugatuck School District","=""0880811""","Andrew Avenue School",4,45,2427,2445,18,"22.2%","46.3%"
"=""0880011""","Naugatuck School District","=""0885111""","City Hill Middle School",7,319,2523,2553,30,"39.8%","60.6%"
"=""0880011""","Naugatuck School District","=""0885111""","City Hill Middle School",8,315,2527,2549,22,"35.2%","53.9%"
"=""0880011""","Naugatuck School District","=""0880211""","Cross Street Intermediate School",5,137,2457,2510,53,"45.3%","71.7%"
"=""0880011""","Naugatuck School District","=""0880211""","Cross Street Intermediate School",6,153,2489,2546,57,"58.2%","80.9%"
"=""0880011""","Naugatuck School District","=""0880411""","Hillside Intermediate School",5,144,2458,2503,46,"40.3%","68.4%"
"=""0880011""","Naugatuck School District","=""0880411""","Hillside Intermediate School",6,153,2473,2514,41,"48.4%","68.5%"
"=""0880011""","Naugatuck School District","=""0880511""","Hop Brook Elementary School",4,51,2422,2468,46,"35.3%","59.7%"
"=""0880011""","Naugatuck School District","=""0880311""","Maple Hill School",4,106,2417,2467,49,"35.8%","63.7%"
"=""0880011""","Naugatuck School District","=""0880611""","Salem School",4,47,2420,2477,57,"38.3%","72.3%"
"=""0880011""","Naugatuck School District","=""0880711""","Western School",4,58,2414,2478,64,"56.9%","75.7%"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy",4,36,2375,2416,42,"30.6%","52.5%"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy",5,43,2452,2461,9,"9.3%","33.0%"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy",6,33,2484,2535,51,"57.6%","74.3%"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy",7,28,2491,2536,45,"39.3%","64.3%"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy",8,29,2512,2548,36,"44.8%","70.1%"
"=""0890011""","New Britain School District","=""0899111""","Alternative Center School",7,"*","*","*","*","*","*"
"=""0890011""","New Britain School District","=""0899111""","Alternative Center School",8,6,"*","*","*","*","*"
"=""0890011""","New Britain School District","=""0891011""","Behavior Support",4,"*","*","*","*","*","*"
"=""0890011""","New Britain School District","=""0890311""","Chamberlain  Elementary School",4,57,2383,2405,22,"10.5%","42.6%"
"=""0890011""","New Britain School District","=""0890311""","Chamberlain  Elementary School",5,61,2398,2453,55,"45.9%","68.6%"
"=""0890011""","New Britain School District","=""0891111""","Frank J. DiLoreto School",4,91,2373,2403,30,"23.1%","45.5%"
"=""0890011""","New Britain School District","=""0891111""","Frank J. DiLoreto School",5,69,2391,2445,54,"36.2%","69.5%"
"=""0890011""","New Britain School District","=""0891111""","Frank J. DiLoreto School",6,85,2431,2463,32,"35.3%","58.1%"
"=""0890011""","New Britain School District","=""0891111""","Frank J. DiLoreto School",7,79,2455,2467,13,"25.3%","39.9%"
"=""0890011""","New Britain School District","=""0891111""","Frank J. DiLoreto School",8,66,2451,2481,30,"28.8%","56.5%"
"=""0890011""","New Britain School District","=""0890511""","Gaffney School",4,60,2379,2418,39,"28.3%","57.2%"
"=""0890011""","New Britain School District","=""0890511""","Gaffney School",5,45,2407,2450,43,"33.3%","58.0%"
"=""0890011""","New Britain School District","=""0890611""","Holmes School",4,55,2378,2453,75,"47.3%","78.4%"
"=""0890011""","New Britain School District","=""0890611""","Holmes School",5,58,2443,2497,54,"43.1%","68.6%"
"=""0890011""","New Britain School District","=""0895411""","House of Arts Letters and Science (HALS)  Academy",6,48,2601,2623,22,"47.9%","56.9%"
"=""0890011""","New Britain School District","=""0895411""","House of Arts Letters and Science (HALS)  Academy",7,49,2592,2638,45,"55.1%","73.8%"
"=""0890011""","New Britain School District","=""0895411""","House of Arts Letters and Science (HALS)  Academy",8,48,2623,2639,16,"43.8%","61.7%"
"=""0890011""","New Britain School District","=""0890711""","Jefferson School",4,63,2375,2429,54,"41.3%","67.9%"
"=""0890011""","New Britain School District","=""0890711""","Jefferson School",5,58,2423,2451,28,"27.6%","52.1%"
"=""0890011""","New Britain School District","=""0890811""","Lincoln School",4,64,2396,2438,42,"29.7%","58.6%"
"=""0890011""","New Britain School District","=""0890811""","Lincoln School",5,78,2411,2439,27,"21.8%","45.8%"
"=""0890011""","New Britain School District","=""0899011""","New Britain Transition Center",4,6,"*","*","*","*","*"
"=""0890011""","New Britain School District","=""0899011""","New Britain Transition Center",5,"*","*","*","*","*","*"
"=""0890011""","New Britain School District","=""0899011""","New Britain Transition Center",6,"*","*","*","*","*","*"
"=""0890011""","New Britain School District","=""0899011""","New Britain Transition Center",7,"*","*","*","*","*","*"
"=""0890011""","New Britain School District","=""0890911""","Northend School",4,35,2375,2416,40,"25.7%","54.2%"
"=""0890011""","New Britain School District","=""0890911""","Northend School",5,44,2375,2424,49,"36.4%","63.7%"
"=""0890011""","New Britain School District","=""0895311""","Pulaski Middle School",6,227,2424,2444,20,"28.6%","48.2%"
"=""0890011""","New Britain School District","=""0895311""","Pulaski Middle School",7,188,2432,2468,36,"33.5%","54.8%"
"=""0890011""","New Britain School District","=""0895311""","Pulaski Middle School",8,212,2458,2480,23,"27.8%","46.5%"
"=""0890011""","New Britain School District","=""0895211""","Slade Middle School",6,227,2424,2428,4,"18.5%","36.7%"
"=""0890011""","New Britain School District","=""0895211""","Slade Middle School",7,200,2439,2467,28,"28.5%","51.5%"
"=""0890011""","New Britain School District","=""0895211""","Slade Middle School",8,194,2459,2480,21,"28.9%","45.3%"
"=""0890011""","New Britain School District","=""0891211""","Smalley Academy",4,79,2329,2368,39,"22.8%","53.3%"
"=""0890011""","New Britain School District","=""0891211""","Smalley Academy",5,76,2355,2394,39,"22.4%","53.0%"
"=""0890011""","New Britain School District","=""0891311""","Smith School",4,79,2374,2406,32,"27.8%","52.1%"
"=""0890011""","New Britain School District","=""0891311""","Smith School",5,91,2416,2419,3,"13.2%","34.8%"
"=""0890011""","New Britain School District","=""0891811""","Steps",6,9,"*","*","*","*","*"
"=""0890011""","New Britain School District","=""0891811""","Steps",7,9,"*","*","*","*","*"
"=""0890011""","New Britain School District","=""0891811""","Steps",8,7,"*","*","*","*","*"
"=""0890011""","New Britain School District","=""0890411""","Sunrise Intermediate",4,"*","*","*","*","*","*"
"=""0890011""","New Britain School District","=""0890411""","Sunrise Intermediate",5,"*","*","*","*","*","*"
"=""0890011""","New Britain School District","=""0890211""","Sunrise Primary",4,"*","*","*","*","*","*"
"=""0890011""","New Britain School District","=""0891511""","Vance School",4,69,2381,2434,53,"33.3%","66.2%"
"=""0890011""","New Britain School District","=""0891511""","Vance School",5,82,2415,2446,31,"26.8%","51.9%"
"=""0900011""","New Canaan School District","=""0900411""","East School",4,113,2497,2571,74,"79.6%","98.6%"
"=""0900011""","New Canaan School District","=""0905111""","Saxe Middle School",5,314,2552,2584,32,"51.3%","67.6%"
"=""0900011""","New Canaan School District","=""0905111""","Saxe Middle School",6,289,2580,2593,13,"43.6%","56.4%"
"=""0900011""","New Canaan School District","=""0905111""","Saxe Middle School",7,344,2580,2610,30,"48.3%","65.2%"
"=""0900011""","New Canaan School District","=""0905111""","Saxe Middle School",8,297,2615,2640,25,"48.8%","64.9%"
"=""0900011""","New Canaan School District","=""0900211""","South School",4,117,2508,2555,47,"65.0%","80.5%"
"=""0900011""","New Canaan School District","=""0900311""","West School",4,81,2515,2573,58,"70.4%","86.2%"
"=""0910011""","New Fairfield School District","=""0910211""","Meeting House Hill School",4,154,2458,2510,52,"51.3%","74.0%"
"=""0910011""","New Fairfield School District","=""0910211""","Meeting House Hill School",5,136,2497,2553,56,"52.2%","75.1%"
"=""0910011""","New Fairfield School District","=""0915211""","New Fairfield Middle School",6,166,2544,2575,31,"45.8%","65.1%"
"=""0910011""","New Fairfield School District","=""0915211""","New Fairfield Middle School",7,176,2533,2598,65,"58.5%","79.1%"
"=""0910011""","New Fairfield School District","=""0915211""","New Fairfield Middle School",8,163,2596,2619,23,"46.6%","62.6%"
"=""0920011""","New Hartford School District","=""0920311""","Ann Antolini School",4,64,2452,2512,60,"51.6%","78.1%"
"=""0920011""","New Hartford School District","=""0920311""","Ann Antolini School",5,62,2524,2563,39,"46.8%","66.5%"
"=""0920011""","New Hartford School District","=""0920311""","Ann Antolini School",6,71,2560,2575,15,"32.4%","55.9%"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School",4,45,2324,2364,39,"17.8%","53.7%"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School",5,40,2349,2418,68,"37.5%","72.2%"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School",6,42,2432,2450,17,"23.8%","41.7%"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School",7,41,2464,2461,-3,"12.2%","34.7%"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School",8,49,2484,2489,5,"22.4%","41.2%"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School",4,67,2336,2393,57,"35.8%","66.5%"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School",5,40,2378,2407,28,"25.0%","47.3%"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School",6,57,2455,2450,-5,"12.3%","26.1%"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School",7,44,2472,2498,26,"31.8%","48.5%"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School",8,34,2526,2540,14,"26.5%","45.7%"
"=""0930011""","New Haven School District","=""0930311""","Beecher School",4,46,2338,2416,77,"52.2%","76.6%"
"=""0930011""","New Haven School District","=""0930311""","Beecher School",5,48,2366,2445,78,"52.1%","78.6%"
"=""0930011""","New Haven School District","=""0930311""","Beecher School",6,40,2447,2509,62,"60.0%","82.3%"
"=""0930011""","New Haven School District","=""0930311""","Beecher School",7,42,2496,2518,22,"23.8%","48.9%"
"=""0930011""","New Haven School District","=""0930311""","Beecher School",8,44,2492,2537,44,"50.0%","71.7%"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School",4,51,2382,2457,74,"52.9%","80.7%"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School",5,53,2419,2490,71,"56.6%","82.4%"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School",6,44,2468,2520,52,"50.0%","74.1%"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School",7,39,2486,2522,35,"35.9%","58.9%"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School",8,43,2496,2559,63,"62.8%","85.8%"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School",5,95,2439,2492,53,"40.0%","70.9%"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School",6,110,2496,2529,33,"42.7%","62.0%"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School",7,114,2491,2522,32,"31.6%","57.3%"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School",8,113,2508,2551,44,"51.3%","72.1%"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School",4,45,2374,2425,51,"35.6%","63.5%"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School",5,45,2422,2476,54,"40.0%","68.9%"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School",6,39,2418,2455,37,"28.2%","56.0%"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School",7,41,2506,2522,16,"22.0%","39.4%"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School",8,39,2474,2519,45,"46.2%","64.8%"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School",4,50,2372,2385,14,"20.0%","42.7%"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School",5,42,2403,2456,53,"45.2%","66.5%"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School",6,33,2441,2482,41,"36.4%","59.8%"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School",7,33,2488,2540,52,"39.4%","73.2%"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School",8,19,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School",4,34,2330,2376,46,"26.5%","55.0%"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School",5,33,2407,2447,40,"24.2%","51.4%"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School",6,32,2402,2458,56,"43.8%","73.3%"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School",7,34,2433,2472,39,"41.2%","67.5%"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School",8,28,2502,2502,0,"21.4%","38.5%"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy",4,42,2355,2407,52,"26.2%","63.8%"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy",5,41,2387,2461,74,"46.3%","79.4%"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy",6,59,2425,2479,54,"47.5%","73.8%"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy",7,46,2444,2464,21,"30.4%","47.3%"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy",8,46,2446,2496,50,"47.8%","69.5%"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School",4,61,2339,2414,74,"39.3%","78.3%"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School",5,61,2362,2428,66,"44.3%","73.5%"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School",6,52,2444,2491,47,"40.4%","65.8%"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School",7,46,2457,2487,30,"26.1%","50.3%"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School",8,40,2501,2515,14,"27.5%","46.6%"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy",4,43,2368,2435,67,"44.2%","73.6%"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy",5,48,2423,2470,47,"33.3%","62.1%"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy",6,36,2448,2488,40,"33.3%","57.7%"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy",7,42,2471,2493,23,"23.8%","46.3%"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy",8,35,2490,2539,48,"51.4%","72.3%"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School",4,69,2390,2460,70,"49.3%","78.4%"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School",5,66,2417,2490,72,"56.1%","80.5%"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School",6,62,2465,2504,39,"50.0%","70.0%"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School",7,61,2479,2535,56,"50.8%","75.3%"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School",8,59,2507,2562,55,"55.9%","79.7%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School",4,50,2416,2464,48,"38.0%","64.4%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School",5,45,2437,2481,44,"28.9%","60.7%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School",6,45,2475,2517,42,"44.4%","66.9%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School",7,39,2515,2543,28,"38.5%","62.9%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School",8,38,2495,2541,45,"50.0%","74.1%"
"=""0930011""","New Haven School District","=""0935611""","Domus Academy",6,"*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0935611""","Domus Academy",7,7,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0935611""","Domus Academy",8,"*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School",4,46,2381,2454,72,"54.3%","83.4%"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School",5,48,2423,2459,36,"22.9%","55.0%"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School",6,39,2461,2494,32,"30.8%","59.8%"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School",7,44,2513,2525,12,"29.5%","49.5%"
