"Smarter Balanced Growth Report, 2015-16"
"All Districts, Gender"

"",,,,,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy",4,"ELA","Male",19,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy",4,"Math","Female",23,2372,2442,69,"56.5%","86.3%"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy",4,"Math","Male",20,2325,2399,74,"50.0%","89.6%"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy",5,"ELA","Female",21,2403,2472,69,"42.9%","74.0%"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy",5,"ELA","Male",20,2370,2449,79,"50.0%","85.0%"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy",5,"Math","Female",21,2390,2467,77,"85.7%","100.0%"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy",5,"Math","Male",20,2377,2435,59,"70.0%","90.7%"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy",6,"ELA","Female",31,2441,2484,43,"38.7%","64.4%"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy",6,"ELA","Male",28,2407,2474,67,"57.1%","84.3%"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy",6,"Math","Female",38,2426,2449,24,"36.8%","56.9%"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy",6,"Math","Male",32,2439,2451,12,"28.1%","45.2%"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy",7,"ELA","Female",23,2452,2492,40,"47.8%","65.2%"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy",7,"ELA","Male",23,2436,2437,1,"13.0%","29.5%"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy",7,"Math","Female",26,2439,2471,32,"46.2%","59.6%"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy",7,"Math","Male",26,2435,2475,40,"46.2%","75.8%"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy",8,"ELA","Female",19,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy",8,"ELA","Male",27,2436,2491,55,"51.9%","74.5%"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy",8,"Math","Female",21,2441,2441,0,"23.8%","41.7%"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy",8,"Math","Male",30,2426,2443,18,"30.0%","42.6%"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School",4,"ELA","Female",25,2349,2428,78,"40.0%","81.7%"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School",4,"ELA","Male",36,2332,2404,72,"38.9%","76.0%"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School",4,"Math","Female",26,2353,2431,78,"61.5%","94.1%"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School",4,"Math","Male",36,2343,2411,68,"47.2%","77.9%"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School",5,"ELA","Female",29,2361,2427,66,"51.7%","77.7%"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School",5,"ELA","Male",32,2363,2428,65,"37.5%","69.7%"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School",5,"Math","Female",29,2378,2428,49,"62.1%","80.5%"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School",5,"Math","Male",32,2384,2447,63,"62.5%","83.7%"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School",6,"ELA","Female",22,2454,2492,38,"36.4%","56.7%"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School",6,"ELA","Male",30,2437,2491,54,"43.3%","72.5%"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School",6,"Math","Female",22,2439,2468,29,"40.9%","67.8%"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School",6,"Math","Male",30,2434,2446,12,"30.0%","44.6%"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School",7,"ELA","Female",18,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School",7,"ELA","Male",28,2435,2467,32,"28.6%","49.0%"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School",7,"Math","Female",18,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School",7,"Math","Male",28,2437,2426,-11,"17.9%","33.3%"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School",8,"ELA","Female",20,2526,2539,13,"35.0%","52.4%"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School",8,"ELA","Male",20,2476,2490,14,"20.0%","40.9%"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School",8,"Math","Female",20,2486,2499,13,"35.0%","49.2%"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School",8,"Math","Male",20,2429,2449,20,"25.0%","53.5%"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy",4,"ELA","Female",23,2373,2441,68,"47.8%","75.0%"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy",4,"ELA","Male",20,2363,2428,65,"40.0%","71.9%"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy",4,"Math","Female",23,2382,2431,48,"30.4%","70.9%"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy",4,"Math","Male",21,2385,2431,46,"33.3%","61.0%"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy",5,"ELA","Female",23,2452,2498,46,"30.4%","63.7%"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy",5,"ELA","Male",25,2396,2445,49,"36.0%","60.6%"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy",5,"Math","Female",24,2423,2456,32,"29.2%","62.6%"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy",5,"Math","Male",25,2395,2420,25,"28.0%","46.5%"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy",6,"ELA","Female",15,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy",6,"ELA","Male",21,2456,2508,52,"38.1%","64.8%"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy",6,"Math","Female",15,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy",6,"Math","Male",21,2455,2471,17,"33.3%","55.2%"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy",7,"ELA","Female",19,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy",7,"ELA","Male",23,2429,2473,44,"30.4%","55.3%"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy",7,"Math","Female",19,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy",7,"Math","Male",23,2415,2437,22,"30.4%","56.2%"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy",8,"ELA","Female",23,2482,2544,61,"65.2%","79.5%"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy",8,"ELA","Male",12,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy",8,"Math","Female",24,2432,2493,61,"62.5%","77.4%"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy",8,"Math","Male",12,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School",4,"ELA","Female",41,2394,2462,68,"46.3%","77.2%"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School",4,"ELA","Male",28,2383,2457,74,"53.6%","80.1%"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School",4,"Math","Female",41,2384,2442,58,"39.0%","79.1%"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School",4,"Math","Male",28,2382,2458,76,"64.3%","91.4%"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School",5,"ELA","Female",32,2426,2512,85,"68.8%","89.7%"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School",5,"ELA","Male",34,2409,2469,60,"44.1%","71.8%"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School",5,"Math","Female",32,2397,2432,36,"46.9%","67.5%"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School",5,"Math","Male",34,2403,2447,44,"44.1%","75.5%"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School",6,"ELA","Female",41,2483,2526,43,"58.5%","77.7%"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School",6,"ELA","Male",21,2430,2461,31,"33.3%","54.9%"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School",6,"Math","Female",41,2446,2493,47,"63.4%","85.2%"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School",6,"Math","Male",21,2413,2447,34,"47.6%","67.3%"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School",7,"ELA","Female",31,2504,2550,46,"45.2%","69.0%"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School",7,"ELA","Male",30,2452,2519,66,"56.7%","81.8%"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School",7,"Math","Female",31,2461,2506,46,"48.4%","76.0%"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School",7,"Math","Male",30,2422,2466,44,"50.0%","67.7%"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School",8,"ELA","Female",29,2525,2588,63,"72.4%","87.5%"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School",8,"ELA","Male",30,2490,2537,47,"40.0%","72.2%"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School",8,"Math","Female",29,2457,2524,68,"75.9%","83.1%"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School",8,"Math","Male",30,2445,2510,65,"63.3%","80.7%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School",4,"ELA","Female",27,2439,2486,47,"37.0%","60.5%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School",4,"ELA","Male",23,2389,2438,49,"39.1%","68.9%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School",4,"Math","Female",28,2411,2460,48,"35.7%","68.2%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School",4,"Math","Male",23,2380,2434,53,"34.8%","76.6%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School",5,"ELA","Female",21,2474,2521,47,"42.9%","69.9%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School",5,"ELA","Male",24,2405,2446,41,"16.7%","52.6%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School",5,"Math","Female",21,2445,2473,28,"33.3%","55.7%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School",5,"Math","Male",24,2429,2441,12,"37.5%","49.7%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School",6,"ELA","Female",27,2477,2523,46,"48.1%","68.2%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School",6,"ELA","Male",18,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School",6,"Math","Female",27,2461,2486,25,"33.3%","56.7%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School",6,"Math","Male",17,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School",7,"ELA","Female",19,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School",7,"ELA","Male",20,2489,2526,37,"35.0%","63.0%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School",7,"Math","Female",19,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School",7,"Math","Male",20,2474,2496,23,"30.0%","52.0%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School",8,"ELA","Female",22,2519,2563,44,"45.5%","78.8%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School",8,"ELA","Male",16,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School",8,"Math","Female",22,2487,2504,18,"36.4%","52.6%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School",8,"Math","Male",16,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0935611""","Domus Academy",6,"ELA","Female","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0935611""","Domus Academy",6,"ELA","Male","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0935611""","Domus Academy",6,"Math","Male",7,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0935611""","Domus Academy",7,"ELA","Female","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0935611""","Domus Academy",7,"ELA","Male","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0935611""","Domus Academy",7,"Math","Female","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0935611""","Domus Academy",7,"Math","Male","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0935611""","Domus Academy",8,"ELA","Male","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0935611""","Domus Academy",8,"Math","Male","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School",4,"ELA","Female",27,2384,2451,66,"40.7%","77.7%"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School",4,"ELA","Male",19,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School",4,"Math","Female",27,2376,2420,44,"29.6%","66.1%"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School",4,"Math","Male",19,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School",5,"ELA","Female",30,2413,2451,38,"16.7%","55.7%"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School",5,"ELA","Male",18,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School",5,"Math","Female",30,2395,2430,35,"50.0%","74.0%"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School",5,"Math","Male",18,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School",6,"ELA","Female",19,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School",6,"ELA","Male",20,2438,2465,28,"25.0%","51.9%"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School",6,"Math","Female",19,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School",6,"Math","Male",20,2435,2456,22,"40.0%","54.4%"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School",7,"ELA","Female",15,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School",7,"ELA","Male",29,2513,2526,13,"31.0%","52.5%"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School",7,"Math","Female",15,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School",7,"Math","Male",29,2494,2517,23,"31.0%","55.5%"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School",8,"ELA","Female",21,2538,2559,20,"33.3%","44.1%"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School",8,"ELA","Male",21,2451,2469,18,"23.8%","45.7%"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School",8,"Math","Female",21,2486,2532,45,"61.9%","76.3%"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School",8,"Math","Male",21,2430,2455,25,"23.8%","49.1%"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School",4,"ELA","Female",38,2449,2484,35,"42.1%","63.4%"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School",4,"ELA","Male",11,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School",4,"Math","Female",38,2411,2448,37,"34.2%","62.8%"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School",4,"Math","Male",12,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School",5,"ELA","Female",19,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School",5,"ELA","Male",29,2401,2481,80,"62.1%","82.0%"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School",5,"Math","Female",20,2437,2508,71,"80.0%","97.0%"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School",5,"Math","Male",29,2411,2452,41,"55.2%","75.4%"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School",6,"ELA","Female",14,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School",6,"ELA","Male",24,2414,2451,37,"37.5%","59.6%"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School",6,"Math","Female",14,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School",6,"Math","Male",24,2385,2413,28,"33.3%","55.4%"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School",7,"ELA","Female",23,2520,2542,22,"39.1%","56.6%"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School",7,"ELA","Male",19,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School",7,"Math","Female",22,2490,2524,33,"40.9%","71.6%"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School",7,"Math","Male",19,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School",8,"ELA","Female",19,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School",8,"ELA","Male",28,2497,2511,14,"17.9%","44.9%"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School",8,"Math","Female",19,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School",8,"Math","Male",28,2455,2443,-11,"25.0%","34.5%"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School",6,"ELA","Female",25,2548,2595,48,"72.0%","90.1%"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School",6,"ELA","Male",40,2536,2549,13,"32.5%","53.9%"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School",6,"Math","Female",25,2525,2575,51,"68.0%","83.9%"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School",6,"Math","Male",40,2519,2552,33,"52.5%","68.8%"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School",7,"ELA","Female",28,2565,2591,26,"50.0%","68.6%"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School",7,"ELA","Male",66,2540,2571,31,"36.4%","59.2%"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School",7,"Math","Female",28,2546,2559,14,"28.6%","53.5%"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School",7,"Math","Male",66,2530,2551,21,"47.0%","66.1%"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School",8,"ELA","Female",27,2529,2571,42,"40.7%","70.2%"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School",8,"ELA","Male",64,2553,2551,-2,"21.9%","37.1%"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School",8,"Math","Female",27,2492,2521,30,"37.0%","66.1%"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School",8,"Math","Male",64,2536,2566,30,"48.4%","63.9%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School",4,"ELA","Female",31,2339,2383,44,"32.3%","57.2%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School",4,"ELA","Male",31,2338,2375,37,"19.4%","52.3%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School",4,"Math","Female",33,2323,2388,65,"36.4%","71.4%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School",4,"Math","Male",36,2315,2372,57,"38.9%","67.3%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School",5,"ELA","Female",39,2360,2406,46,"35.9%","59.7%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School",5,"ELA","Male",33,2353,2413,61,"45.5%","72.6%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School",5,"Math","Female",45,2362,2377,15,"28.9%","52.5%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School",5,"Math","Male",36,2363,2376,13,"33.3%","46.0%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School",6,"ELA","Female",39,2401,2448,47,"46.2%","66.6%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School",6,"ELA","Male",25,2374,2443,69,"60.0%","75.2%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School",6,"Math","Female",41,2388,2414,26,"36.6%","56.8%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School",6,"Math","Male",34,2385,2406,21,"38.2%","55.8%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School",7,"ELA","Female",36,2437,2480,43,"41.7%","61.7%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School",7,"ELA","Male",39,2436,2463,27,"30.8%","51.3%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School",7,"Math","Female",39,2416,2426,10,"30.8%","45.1%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School",7,"Math","Male",44,2399,2430,31,"36.4%","52.3%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School",8,"ELA","Female",32,2483,2541,58,"53.1%","74.6%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School",8,"ELA","Male",25,2425,2463,39,"32.0%","56.5%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School",8,"Math","Female",39,2422,2452,30,"48.7%","66.6%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School",8,"Math","Male",28,2399,2427,28,"32.1%","56.4%"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy",4,"ELA","Female",21,2390,2404,14,"4.8%","39.0%"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy",4,"ELA","Male",28,2349,2383,34,"21.4%","47.5%"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy",4,"Math","Female",21,2375,2406,30,"4.8%","46.8%"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy",4,"Math","Male",28,2370,2408,39,"14.3%","50.3%"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy",5,"ELA","Female",27,2399,2440,41,"29.6%","64.5%"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy",5,"ELA","Male",21,2403,2436,33,"19.0%","51.1%"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy",5,"Math","Female",27,2399,2435,36,"44.4%","71.9%"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy",5,"Math","Male",21,2387,2438,51,"66.7%","82.9%"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy",6,"ELA","Female",26,2437,2473,36,"34.6%","61.8%"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy",6,"ELA","Male",18,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy",6,"Math","Female",27,2416,2414,-1,"18.5%","38.4%"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy",6,"Math","Male",18,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy",7,"ELA","Female",24,2472,2502,30,"33.3%","52.2%"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy",7,"ELA","Male",24,2464,2501,36,"41.7%","59.6%"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy",7,"Math","Female",24,2442,2491,49,"45.8%","67.0%"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy",7,"Math","Male",24,2459,2485,25,"37.5%","61.1%"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy",8,"ELA","Female",20,2482,2513,31,"45.0%","61.1%"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy",8,"ELA","Male",24,2474,2508,35,"33.3%","60.8%"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy",8,"Math","Female",21,2472,2499,27,"47.6%","53.3%"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy",8,"Math","Male",24,2461,2483,22,"33.3%","53.0%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels",4,"ELA","Female",19,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels",4,"ELA","Male",25,2397,2443,46,"36.0%","64.4%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels",4,"Math","Female",19,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels",4,"Math","Male",26,2408,2452,44,"30.8%","60.9%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels",5,"ELA","Female",20,2432,2510,78,"60.0%","92.5%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels",5,"ELA","Male",28,2402,2467,65,"46.4%","80.5%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels",5,"Math","Female",20,2431,2463,32,"40.0%","60.4%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels",5,"Math","Male",28,2401,2423,22,"39.3%","63.8%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels",6,"ELA","Female",20,2483,2524,41,"45.0%","67.2%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels",6,"ELA","Male",21,2465,2506,41,"38.1%","64.5%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels",6,"Math","Female",20,2469,2510,41,"35.0%","79.2%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels",6,"Math","Male",21,2464,2477,14,"33.3%","49.7%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels",7,"ELA","Female",22,2491,2536,45,"36.4%","61.0%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels",7,"ELA","Male",22,2456,2499,43,"40.9%","62.8%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels",7,"Math","Female",23,2474,2518,44,"60.9%","73.0%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels",7,"Math","Male",22,2475,2489,13,"36.4%","49.0%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels",8,"ELA","Female",18,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels",8,"ELA","Male",22,2489,2522,33,"36.4%","53.6%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels",8,"Math","Female",18,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels",8,"Math","Male",22,2450,2501,51,"63.6%","79.1%"
"=""0930011""","New Haven School District","=""0930811""","John S. Martinez School",4,"ELA","Female",30,2348,2417,68,"50.0%","74.7%"
"=""0930011""","New Haven School District","=""0930811""","John S. Martinez School",4,"ELA","Male",43,2356,2402,46,"32.6%","60.7%"
