"Smarter Balanced Growth Report, 2015-16"
"All Districts, Free/Reduced Price Meal Eligibility (3-level)"

"District Code","District","School Code","School","Subject","Free/Reduced Price Meal Eligibility (3-level)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0850011""","Monroe School District","=""0855211""","Jockey Hollow School","ELA","Eligible for Free Lunch",43,"44.2%","55.8%"
"=""0850011""","Monroe School District","=""0855211""","Jockey Hollow School","ELA","Not Eligible for Free/Reduced Lunch",699,"45.1%","59.8%"
"=""0850011""","Monroe School District","=""0855211""","Jockey Hollow School","ELA","Eligible for Reduced Lunch",15,"*","*"
"=""0850011""","Monroe School District","=""0855211""","Jockey Hollow School","Math","Eligible for Free Lunch",43,"60.5%","72.9%"
"=""0850011""","Monroe School District","=""0855211""","Jockey Hollow School","Math","Not Eligible for Free/Reduced Lunch",698,"46.1%","66.3%"
"=""0850011""","Monroe School District","=""0855211""","Jockey Hollow School","Math","Eligible for Reduced Lunch",15,"*","*"
"=""0850011""","Monroe School District","=""0850111""","Monroe Elementary School","ELA","Eligible for Free Lunch",7,"*","*"
"=""0850011""","Monroe School District","=""0850111""","Monroe Elementary School","ELA","Not Eligible for Free/Reduced Lunch",92,"64.1%","77.9%"
"=""0850011""","Monroe School District","=""0850111""","Monroe Elementary School","ELA","Eligible for Reduced Lunch",6,"*","*"
"=""0850011""","Monroe School District","=""0850111""","Monroe Elementary School","Math","Eligible for Free Lunch",7,"*","*"
"=""0850011""","Monroe School District","=""0850111""","Monroe Elementary School","Math","Not Eligible for Free/Reduced Lunch",92,"64.1%","81.1%"
"=""0850011""","Monroe School District","=""0850111""","Monroe Elementary School","Math","Eligible for Reduced Lunch",6,"*","*"
"=""0850011""","Monroe School District","=""0850311""","Stepney Elementary School","ELA","Eligible for Free Lunch",6,"*","*"
"=""0850011""","Monroe School District","=""0850311""","Stepney Elementary School","ELA","Not Eligible for Free/Reduced Lunch",137,"54.7%","70.9%"
"=""0850011""","Monroe School District","=""0850311""","Stepney Elementary School","ELA","Eligible for Reduced Lunch",6,"*","*"
"=""0850011""","Monroe School District","=""0850311""","Stepney Elementary School","Math","Eligible for Free Lunch",6,"*","*"
"=""0850011""","Monroe School District","=""0850311""","Stepney Elementary School","Math","Not Eligible for Free/Reduced Lunch",137,"59.1%","84.3%"
"=""0850011""","Monroe School District","=""0850311""","Stepney Elementary School","Math","Eligible for Reduced Lunch",6,"*","*"
"=""0860011""","Montville School District","=""0860711""","Dr. Charles E. Murphy School","ELA","Eligible for Free Lunch",33,"39.4%","65.6%"
"=""0860011""","Montville School District","=""0860711""","Dr. Charles E. Murphy School","ELA","Not Eligible for Free/Reduced Lunch",61,"49.2%","73.1%"
"=""0860011""","Montville School District","=""0860711""","Dr. Charles E. Murphy School","ELA","Eligible for Reduced Lunch",14,"*","*"
"=""0860011""","Montville School District","=""0860711""","Dr. Charles E. Murphy School","Math","Eligible for Free Lunch",33,"36.4%","65.6%"
"=""0860011""","Montville School District","=""0860711""","Dr. Charles E. Murphy School","Math","Not Eligible for Free/Reduced Lunch",61,"52.5%","77.4%"
"=""0860011""","Montville School District","=""0860711""","Dr. Charles E. Murphy School","Math","Eligible for Reduced Lunch",14,"*","*"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School","ELA","Eligible for Free Lunch",152,"37.5%","58.0%"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School","ELA","Not Eligible for Free/Reduced Lunch",313,"40.3%","58.9%"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School","ELA","Eligible for Reduced Lunch",50,"42.0%","61.9%"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School","Math","Eligible for Free Lunch",152,"31.6%","51.9%"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School","Math","Not Eligible for Free/Reduced Lunch",313,"37.4%","59.2%"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School","Math","Eligible for Reduced Lunch",50,"48.0%","63.0%"
"=""0860011""","Montville School District","=""0860111""","Mohegan School","ELA","Eligible for Free Lunch",35,"37.1%","66.5%"
"=""0860011""","Montville School District","=""0860111""","Mohegan School","ELA","Not Eligible for Free/Reduced Lunch",54,"46.3%","66.7%"
"=""0860011""","Montville School District","=""0860111""","Mohegan School","ELA","Eligible for Reduced Lunch",15,"*","*"
"=""0860011""","Montville School District","=""0860111""","Mohegan School","Math","Eligible for Free Lunch",36,"41.7%","73.4%"
"=""0860011""","Montville School District","=""0860111""","Mohegan School","Math","Not Eligible for Free/Reduced Lunch",54,"61.1%","85.3%"
"=""0860011""","Montville School District","=""0860111""","Mohegan School","Math","Eligible for Reduced Lunch",15,"*","*"
"=""0860011""","Montville School District","=""0860511""","Oakdale School","ELA","Eligible for Free Lunch",17,"*","*"
"=""0860011""","Montville School District","=""0860511""","Oakdale School","ELA","Not Eligible for Free/Reduced Lunch",79,"70.9%","91.2%"
"=""0860011""","Montville School District","=""0860511""","Oakdale School","ELA","Eligible for Reduced Lunch",7,"*","*"
"=""0860011""","Montville School District","=""0860511""","Oakdale School","Math","Eligible for Free Lunch",17,"*","*"
"=""0860011""","Montville School District","=""0860511""","Oakdale School","Math","Not Eligible for Free/Reduced Lunch",79,"77.2%","98.8%"
"=""0860011""","Montville School District","=""0860511""","Oakdale School","Math","Eligible for Reduced Lunch",7,"*","*"
"=""0880011""","Naugatuck School District","=""0880811""","Andrew Avenue School","ELA","Eligible for Free Lunch",25,"12.0%","32.4%"
"=""0880011""","Naugatuck School District","=""0880811""","Andrew Avenue School","ELA","Not Eligible for Free/Reduced Lunch",11,"*","*"
"=""0880011""","Naugatuck School District","=""0880811""","Andrew Avenue School","ELA","Eligible for Reduced Lunch",9,"*","*"
"=""0880011""","Naugatuck School District","=""0880811""","Andrew Avenue School","Math","Eligible for Free Lunch",26,"23.1%","59.9%"
"=""0880011""","Naugatuck School District","=""0880811""","Andrew Avenue School","Math","Not Eligible for Free/Reduced Lunch",10,"*","*"
"=""0880011""","Naugatuck School District","=""0880811""","Andrew Avenue School","Math","Eligible for Reduced Lunch",9,"*","*"
"=""0880011""","Naugatuck School District","=""0885111""","City Hill Middle School","ELA","Eligible for Free Lunch",237,"32.5%","54.9%"
"=""0880011""","Naugatuck School District","=""0885111""","City Hill Middle School","ELA","Not Eligible for Free/Reduced Lunch",329,"40.7%","58.9%"
"=""0880011""","Naugatuck School District","=""0885111""","City Hill Middle School","ELA","Eligible for Reduced Lunch",68,"39.7%","57.3%"
"=""0880011""","Naugatuck School District","=""0885111""","City Hill Middle School","Math","Eligible for Free Lunch",235,"28.1%","43.9%"
"=""0880011""","Naugatuck School District","=""0885111""","City Hill Middle School","Math","Not Eligible for Free/Reduced Lunch",328,"24.1%","39.1%"
"=""0880011""","Naugatuck School District","=""0885111""","City Hill Middle School","Math","Eligible for Reduced Lunch",69,"21.7%","39.0%"
"=""0880011""","Naugatuck School District","=""0880211""","Cross Street Intermediate School","ELA","Eligible for Free Lunch",96,"52.1%","78.6%"
"=""0880011""","Naugatuck School District","=""0880211""","Cross Street Intermediate School","ELA","Not Eligible for Free/Reduced Lunch",171,"51.5%","74.8%"
"=""0880011""","Naugatuck School District","=""0880211""","Cross Street Intermediate School","ELA","Eligible for Reduced Lunch",23,"56.5%","81.7%"
"=""0880011""","Naugatuck School District","=""0880211""","Cross Street Intermediate School","Math","Eligible for Free Lunch",97,"36.1%","56.2%"
"=""0880011""","Naugatuck School District","=""0880211""","Cross Street Intermediate School","Math","Not Eligible for Free/Reduced Lunch",173,"56.6%","75.2%"
"=""0880011""","Naugatuck School District","=""0880211""","Cross Street Intermediate School","Math","Eligible for Reduced Lunch",23,"47.8%","67.8%"
"=""0880011""","Naugatuck School District","=""0880411""","Hillside Intermediate School","ELA","Eligible for Free Lunch",137,"40.9%","64.3%"
"=""0880011""","Naugatuck School District","=""0880411""","Hillside Intermediate School","ELA","Not Eligible for Free/Reduced Lunch",129,"47.3%","72.9%"
"=""0880011""","Naugatuck School District","=""0880411""","Hillside Intermediate School","ELA","Eligible for Reduced Lunch",31,"48.4%","68.0%"
"=""0880011""","Naugatuck School District","=""0880411""","Hillside Intermediate School","Math","Eligible for Free Lunch",140,"27.1%","50.2%"
"=""0880011""","Naugatuck School District","=""0880411""","Hillside Intermediate School","Math","Not Eligible for Free/Reduced Lunch",129,"31.8%","56.1%"
"=""0880011""","Naugatuck School District","=""0880411""","Hillside Intermediate School","Math","Eligible for Reduced Lunch",31,"35.5%","54.9%"
"=""0880011""","Naugatuck School District","=""0880511""","Hop Brook Elementary School","ELA","Eligible for Free Lunch",26,"30.8%","54.6%"
"=""0880011""","Naugatuck School District","=""0880511""","Hop Brook Elementary School","ELA","Not Eligible for Free/Reduced Lunch","*","43.5%","70.1%"
"=""0880011""","Naugatuck School District","=""0880511""","Hop Brook Elementary School","ELA","Eligible for Reduced Lunch","*","*","*"
"=""0880011""","Naugatuck School District","=""0880511""","Hop Brook Elementary School","Math","Eligible for Free Lunch",26,"38.5%","67.6%"
"=""0880011""","Naugatuck School District","=""0880511""","Hop Brook Elementary School","Math","Not Eligible for Free/Reduced Lunch","*","30.4%","71.9%"
"=""0880011""","Naugatuck School District","=""0880511""","Hop Brook Elementary School","Math","Eligible for Reduced Lunch","*","*","*"
"=""0880011""","Naugatuck School District","=""0880311""","Maple Hill School","ELA","Eligible for Free Lunch",27,"29.6%","65.7%"
"=""0880011""","Naugatuck School District","=""0880311""","Maple Hill School","ELA","Not Eligible for Free/Reduced Lunch",67,"38.8%","64.3%"
"=""0880011""","Naugatuck School District","=""0880311""","Maple Hill School","ELA","Eligible for Reduced Lunch",12,"*","*"
"=""0880011""","Naugatuck School District","=""0880311""","Maple Hill School","Math","Eligible for Free Lunch",27,"14.8%","60.2%"
"=""0880011""","Naugatuck School District","=""0880311""","Maple Hill School","Math","Not Eligible for Free/Reduced Lunch",68,"25.0%","62.7%"
"=""0880011""","Naugatuck School District","=""0880311""","Maple Hill School","Math","Eligible for Reduced Lunch",12,"*","*"
"=""0880011""","Naugatuck School District","=""0880611""","Salem School","ELA","Eligible for Free Lunch",26,"26.9%","67.5%"
"=""0880011""","Naugatuck School District","=""0880611""","Salem School","ELA","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0880011""","Naugatuck School District","=""0880611""","Salem School","ELA","Eligible for Reduced Lunch","*","*","*"
"=""0880011""","Naugatuck School District","=""0880611""","Salem School","Math","Eligible for Free Lunch",26,"34.6%","74.9%"
"=""0880011""","Naugatuck School District","=""0880611""","Salem School","Math","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0880011""","Naugatuck School District","=""0880611""","Salem School","Math","Eligible for Reduced Lunch","*","*","*"
"=""0880011""","Naugatuck School District","=""0880711""","Western School","ELA","Eligible for Free Lunch",23,"43.5%","62.3%"
"=""0880011""","Naugatuck School District","=""0880711""","Western School","ELA","Not Eligible for Free/Reduced Lunch",35,"65.7%","84.6%"
"=""0880011""","Naugatuck School District","=""0880711""","Western School","Math","Eligible for Free Lunch",23,"60.9%","89.0%"
"=""0880011""","Naugatuck School District","=""0880711""","Western School","Math","Not Eligible for Free/Reduced Lunch",35,"57.1%","90.9%"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy","ELA","Eligible for Free Lunch",127,"36.2%","57.6%"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy","ELA","Not Eligible for Free/Reduced Lunch",16,"*","*"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy","ELA","Eligible for Reduced Lunch",26,"23.1%","50.3%"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy","Math","Eligible for Free Lunch",127,"30.7%","52.6%"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy","Math","Not Eligible for Free/Reduced Lunch",16,"*","*"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy","Math","Eligible for Reduced Lunch",26,"38.5%","64.2%"
"=""0890011""","New Britain School District","=""0899111""","Alternative Center School","ELA","Eligible for Free Lunch",10,"*","*"
"=""0890011""","New Britain School District","=""0899111""","Alternative Center School","Math","Eligible for Free Lunch",10,"*","*"
"=""0890011""","New Britain School District","=""0891011""","Behavior Support","ELA","Eligible for Free Lunch","*","*","*"
"=""0890011""","New Britain School District","=""0891011""","Behavior Support","ELA","Eligible for Reduced Lunch","*","*","*"
"=""0890011""","New Britain School District","=""0891011""","Behavior Support","Math","Eligible for Free Lunch","*","*","*"
"=""0890011""","New Britain School District","=""0891011""","Behavior Support","Math","Eligible for Reduced Lunch","*","*","*"
"=""0890011""","New Britain School District","=""0890311""","Chamberlain  Elementary School","ELA","Eligible for Free Lunch",96,"26.0%","54.3%"
"=""0890011""","New Britain School District","=""0890311""","Chamberlain  Elementary School","ELA","Not Eligible for Free/Reduced Lunch",15,"*","*"
"=""0890011""","New Britain School District","=""0890311""","Chamberlain  Elementary School","ELA","Eligible for Reduced Lunch",7,"*","*"
"=""0890011""","New Britain School District","=""0890311""","Chamberlain  Elementary School","Math","Eligible for Free Lunch",98,"11.2%","31.3%"
"=""0890011""","New Britain School District","=""0890311""","Chamberlain  Elementary School","Math","Not Eligible for Free/Reduced Lunch",14,"*","*"
"=""0890011""","New Britain School District","=""0890311""","Chamberlain  Elementary School","Math","Eligible for Reduced Lunch",8,"*","*"
"=""0890011""","New Britain School District","=""0891111""","Frank J. DiLoreto School","ELA","Eligible for Free Lunch",309,"29.8%","53.6%"
"=""0890011""","New Britain School District","=""0891111""","Frank J. DiLoreto School","ELA","Not Eligible for Free/Reduced Lunch",56,"26.8%","50.1%"
"=""0890011""","New Britain School District","=""0891111""","Frank J. DiLoreto School","ELA","Eligible for Reduced Lunch",25,"32.0%","55.4%"
"=""0890011""","New Britain School District","=""0891111""","Frank J. DiLoreto School","Math","Eligible for Free Lunch",310,"19.0%","40.3%"
"=""0890011""","New Britain School District","=""0891111""","Frank J. DiLoreto School","Math","Not Eligible for Free/Reduced Lunch",56,"28.6%","53.5%"
"=""0890011""","New Britain School District","=""0891111""","Frank J. DiLoreto School","Math","Eligible for Reduced Lunch",25,"12.0%","33.6%"
"=""0890011""","New Britain School District","=""0890511""","Gaffney School","ELA","Eligible for Free Lunch",76,"28.9%","55.4%"
"=""0890011""","New Britain School District","=""0890511""","Gaffney School","ELA","Not Eligible for Free/Reduced Lunch",21,"38.1%","68.6%"
"=""0890011""","New Britain School District","=""0890511""","Gaffney School","ELA","Eligible for Reduced Lunch",8,"*","*"
"=""0890011""","New Britain School District","=""0890511""","Gaffney School","Math","Eligible for Free Lunch",78,"15.4%","41.0%"
"=""0890011""","New Britain School District","=""0890511""","Gaffney School","Math","Not Eligible for Free/Reduced Lunch",20,"10.0%","39.7%"
"=""0890011""","New Britain School District","=""0890511""","Gaffney School","Math","Eligible for Reduced Lunch",8,"*","*"
"=""0890011""","New Britain School District","=""0890611""","Holmes School","ELA","Eligible for Free Lunch",69,"37.7%","67.4%"
"=""0890011""","New Britain School District","=""0890611""","Holmes School","ELA","Not Eligible for Free/Reduced Lunch",34,"50.0%","81.1%"
"=""0890011""","New Britain School District","=""0890611""","Holmes School","ELA","Eligible for Reduced Lunch",10,"*","*"
"=""0890011""","New Britain School District","=""0890611""","Holmes School","Math","Eligible for Free Lunch",69,"44.9%","72.5%"
"=""0890011""","New Britain School District","=""0890611""","Holmes School","Math","Not Eligible for Free/Reduced Lunch",34,"50.0%","73.9%"
"=""0890011""","New Britain School District","=""0890611""","Holmes School","Math","Eligible for Reduced Lunch",10,"*","*"
"=""0890011""","New Britain School District","=""0895411""","House of Arts Letters and Science (HALS)  Academy","ELA","Eligible for Free Lunch",68,"50.0%","62.4%"
"=""0890011""","New Britain School District","=""0895411""","House of Arts Letters and Science (HALS)  Academy","ELA","Not Eligible for Free/Reduced Lunch",67,"50.7%","68.2%"
"=""0890011""","New Britain School District","=""0895411""","House of Arts Letters and Science (HALS)  Academy","ELA","Eligible for Reduced Lunch",10,"*","*"
"=""0890011""","New Britain School District","=""0895411""","House of Arts Letters and Science (HALS)  Academy","Math","Eligible for Free Lunch",69,"36.2%","49.5%"
"=""0890011""","New Britain School District","=""0895411""","House of Arts Letters and Science (HALS)  Academy","Math","Not Eligible for Free/Reduced Lunch",67,"29.9%","48.5%"
"=""0890011""","New Britain School District","=""0895411""","House of Arts Letters and Science (HALS)  Academy","Math","Eligible for Reduced Lunch",10,"*","*"
"=""0890011""","New Britain School District","=""0890711""","Jefferson School","ELA","Eligible for Free Lunch",95,"31.6%","56.4%"
"=""0890011""","New Britain School District","=""0890711""","Jefferson School","ELA","Not Eligible for Free/Reduced Lunch",20,"40.0%","69.1%"
"=""0890011""","New Britain School District","=""0890711""","Jefferson School","ELA","Eligible for Reduced Lunch",6,"*","*"
"=""0890011""","New Britain School District","=""0890711""","Jefferson School","Math","Eligible for Free Lunch",95,"26.3%","50.8%"
"=""0890011""","New Britain School District","=""0890711""","Jefferson School","Math","Not Eligible for Free/Reduced Lunch",21,"14.3%","40.1%"
"=""0890011""","New Britain School District","=""0890711""","Jefferson School","Math","Eligible for Reduced Lunch",6,"*","*"
"=""0890011""","New Britain School District","=""0890811""","Lincoln School","ELA","Eligible for Free Lunch",115,"23.5%","52.3%"
"=""0890011""","New Britain School District","=""0890811""","Lincoln School","ELA","Not Eligible for Free/Reduced Lunch",21,"28.6%","42.3%"
"=""0890011""","New Britain School District","=""0890811""","Lincoln School","ELA","Eligible for Reduced Lunch",6,"*","*"
"=""0890011""","New Britain School District","=""0890811""","Lincoln School","Math","Eligible for Free Lunch",119,"16.0%","39.7%"
"=""0890011""","New Britain School District","=""0890811""","Lincoln School","Math","Not Eligible for Free/Reduced Lunch",21,"9.5%","25.7%"
"=""0890011""","New Britain School District","=""0890811""","Lincoln School","Math","Eligible for Reduced Lunch",7,"*","*"
"=""0890011""","New Britain School District","=""0899011""","New Britain Transition Center","ELA","Eligible for Free Lunch",13,"*","*"
"=""0890011""","New Britain School District","=""0899011""","New Britain Transition Center","ELA","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0890011""","New Britain School District","=""0899011""","New Britain Transition Center","ELA","Eligible for Reduced Lunch","*","*","*"
"=""0890011""","New Britain School District","=""0899011""","New Britain Transition Center","Math","Eligible for Free Lunch",13,"*","*"
"=""0890011""","New Britain School District","=""0899011""","New Britain Transition Center","Math","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0890011""","New Britain School District","=""0899011""","New Britain Transition Center","Math","Eligible for Reduced Lunch","*","*","*"
"=""0890011""","New Britain School District","=""0890911""","Northend School","ELA","Eligible for Free Lunch",66,"33.3%","61.3%"
"=""0890011""","New Britain School District","=""0890911""","Northend School","ELA","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0890011""","New Britain School District","=""0890911""","Northend School","ELA","Eligible for Reduced Lunch","*","*","*"
"=""0890011""","New Britain School District","=""0890911""","Northend School","Math","Eligible for Free Lunch",65,"18.5%","44.9%"
"=""0890011""","New Britain School District","=""0890911""","Northend School","Math","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0890011""","New Britain School District","=""0890911""","Northend School","Math","Eligible for Reduced Lunch","*","*","*"
"=""0890011""","New Britain School District","=""0895311""","Pulaski Middle School","ELA","Eligible for Free Lunch",512,"29.9%","49.6%"
"=""0890011""","New Britain School District","=""0895311""","Pulaski Middle School","ELA","Not Eligible for Free/Reduced Lunch",76,"30.3%","50.9%"
"=""0890011""","New Britain School District","=""0895311""","Pulaski Middle School","ELA","Eligible for Reduced Lunch",39,"28.2%","48.3%"
"=""0890011""","New Britain School District","=""0895311""","Pulaski Middle School","Math","Eligible for Free Lunch",521,"31.5%","49.3%"
"=""0890011""","New Britain School District","=""0895311""","Pulaski Middle School","Math","Not Eligible for Free/Reduced Lunch",77,"24.7%","44.7%"
"=""0890011""","New Britain School District","=""0895311""","Pulaski Middle School","Math","Eligible for Reduced Lunch",39,"17.9%","31.1%"
"=""0890011""","New Britain School District","=""0895211""","Slade Middle School","ELA","Eligible for Free Lunch",502,"23.7%","43.4%"
"=""0890011""","New Britain School District","=""0895211""","Slade Middle School","ELA","Not Eligible for Free/Reduced Lunch",79,"27.8%","43.7%"
"=""0890011""","New Britain School District","=""0895211""","Slade Middle School","ELA","Eligible for Reduced Lunch",40,"35.0%","54.2%"
"=""0890011""","New Britain School District","=""0895211""","Slade Middle School","Math","Eligible for Free Lunch",506,"26.1%","42.5%"
"=""0890011""","New Britain School District","=""0895211""","Slade Middle School","Math","Not Eligible for Free/Reduced Lunch",79,"22.8%","43.2%"
"=""0890011""","New Britain School District","=""0895211""","Slade Middle School","Math","Eligible for Reduced Lunch",40,"47.5%","62.8%"
"=""0890011""","New Britain School District","=""0891211""","Smalley Academy","ELA","Eligible for Free Lunch",140,"22.9%","53.0%"
"=""0890011""","New Britain School District","=""0891211""","Smalley Academy","ELA","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0890011""","New Britain School District","=""0891211""","Smalley Academy","ELA","Eligible for Reduced Lunch","*","*","*"
"=""0890011""","New Britain School District","=""0891211""","Smalley Academy","Math","Eligible for Free Lunch",144,"19.4%","44.3%"
"=""0890011""","New Britain School District","=""0891211""","Smalley Academy","Math","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0890011""","New Britain School District","=""0891211""","Smalley Academy","Math","Eligible for Reduced Lunch","*","*","*"
"=""0890011""","New Britain School District","=""0891311""","Smith School","ELA","Eligible for Free Lunch",130,"18.5%","43.2%"
"=""0890011""","New Britain School District","=""0891311""","Smith School","ELA","Not Eligible for Free/Reduced Lunch",28,"32.1%","48.2%"
"=""0890011""","New Britain School District","=""0891311""","Smith School","ELA","Eligible for Reduced Lunch",12,"*","*"
"=""0890011""","New Britain School District","=""0891311""","Smith School","Math","Eligible for Free Lunch",131,"19.1%","40.1%"
"=""0890011""","New Britain School District","=""0891311""","Smith School","Math","Not Eligible for Free/Reduced Lunch",28,"7.1%","16.9%"
"=""0890011""","New Britain School District","=""0891311""","Smith School","Math","Eligible for Reduced Lunch",13,"*","*"
"=""0890011""","New Britain School District","=""0891811""","Steps","ELA","Eligible for Free Lunch",22,"22.7%","49.9%"
"=""0890011""","New Britain School District","=""0891811""","Steps","ELA","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0890011""","New Britain School District","=""0891811""","Steps","ELA","Eligible for Reduced Lunch","*","*","*"
"=""0890011""","New Britain School District","=""0891811""","Steps","Math","Eligible for Free Lunch",22,"22.7%","32.5%"
"=""0890011""","New Britain School District","=""0891811""","Steps","Math","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0890011""","New Britain School District","=""0891811""","Steps","Math","Eligible for Reduced Lunch","*","*","*"
"=""0890011""","New Britain School District","=""0890411""","Sunrise Intermediate","ELA","Eligible for Free Lunch",7,"*","*"
"=""0890011""","New Britain School District","=""0890411""","Sunrise Intermediate","Math","Eligible for Free Lunch",8,"*","*"
"=""0890011""","New Britain School District","=""0890211""","Sunrise Primary","ELA","Eligible for Free Lunch","*","*","*"
"=""0890011""","New Britain School District","=""0890211""","Sunrise Primary","Math","Eligible for Free Lunch","*","*","*"
"=""0890011""","New Britain School District","=""0891511""","Vance School","ELA","Eligible for Free Lunch",115,"30.4%","56.5%"
"=""0890011""","New Britain School District","=""0891511""","Vance School","ELA","Not Eligible for Free/Reduced Lunch","*","30.3%","67.4%"
"=""0890011""","New Britain School District","=""0891511""","Vance School","ELA","Eligible for Reduced Lunch","*","*","*"
"=""0890011""","New Britain School District","=""0891511""","Vance School","Math","Eligible for Free Lunch",112,"17.9%","44.7%"
"=""0890011""","New Britain School District","=""0891511""","Vance School","Math","Not Eligible for Free/Reduced Lunch","*","21.2%","44.1%"
"=""0890011""","New Britain School District","=""0891511""","Vance School","Math","Eligible for Reduced Lunch","*","*","*"
"=""0900011""","New Canaan School District","=""0900411""","East School","ELA","Not Eligible for Free/Reduced Lunch",113,"79.6%","98.6%"
"=""0900011""","New Canaan School District","=""0900411""","East School","Math","Not Eligible for Free/Reduced Lunch",113,"88.5%","100.0%"
"=""0900011""","New Canaan School District","=""0905111""","Saxe Middle School","ELA","Not Eligible for Free/Reduced Lunch",1244,"48.1%","63.7%"
"=""0900011""","New Canaan School District","=""0905111""","Saxe Middle School","Math","Not Eligible for Free/Reduced Lunch",1246,"55.1%","73.3%"
"=""0900011""","New Canaan School District","=""0900211""","South School","ELA","Not Eligible for Free/Reduced Lunch",117,"65.0%","80.5%"
"=""0900011""","New Canaan School District","=""0900211""","South School","Math","Not Eligible for Free/Reduced Lunch",117,"69.2%","89.9%"
"=""0900011""","New Canaan School District","=""0900311""","West School","ELA","Not Eligible for Free/Reduced Lunch",81,"70.4%","86.2%"
"=""0900011""","New Canaan School District","=""0900311""","West School","Math","Not Eligible for Free/Reduced Lunch",81,"74.1%","93.5%"
"=""0910011""","New Fairfield School District","=""0910211""","Meeting House Hill School","ELA","Eligible for Free Lunch",23,"34.8%","63.2%"
"=""0910011""","New Fairfield School District","=""0910211""","Meeting House Hill School","ELA","Not Eligible for Free/Reduced Lunch",258,"53.9%","75.6%"
"=""0910011""","New Fairfield School District","=""0910211""","Meeting House Hill School","ELA","Eligible for Reduced Lunch",9,"*","*"
"=""0910011""","New Fairfield School District","=""0910211""","Meeting House Hill School","Math","Eligible for Free Lunch",22,"40.9%","84.4%"
"=""0910011""","New Fairfield School District","=""0910211""","Meeting House Hill School","Math","Not Eligible for Free/Reduced Lunch",253,"53.4%","78.2%"
"=""0910011""","New Fairfield School District","=""0910211""","Meeting House Hill School","Math","Eligible for Reduced Lunch",9,"*","*"
"=""0910011""","New Fairfield School District","=""0915211""","New Fairfield Middle School","ELA","Eligible for Free Lunch",35,"37.1%","61.2%"
"=""0910011""","New Fairfield School District","=""0915211""","New Fairfield Middle School","ELA","Not Eligible for Free/Reduced Lunch",459,"52.3%","70.3%"
"=""0910011""","New Fairfield School District","=""0915211""","New Fairfield Middle School","ELA","Eligible for Reduced Lunch",11,"*","*"
"=""0910011""","New Fairfield School District","=""0915211""","New Fairfield Middle School","Math","Eligible for Free Lunch",35,"57.1%","76.7%"
"=""0910011""","New Fairfield School District","=""0915211""","New Fairfield Middle School","Math","Not Eligible for Free/Reduced Lunch",449,"62.4%","80.4%"
"=""0910011""","New Fairfield School District","=""0915211""","New Fairfield Middle School","Math","Eligible for Reduced Lunch",11,"*","*"
"=""0920011""","New Hartford School District","=""0920311""","Ann Antolini School","ELA","Eligible for Free Lunch",8,"*","*"
"=""0920011""","New Hartford School District","=""0920311""","Ann Antolini School","ELA","Not Eligible for Free/Reduced Lunch",181,"43.6%","66.9%"
"=""0920011""","New Hartford School District","=""0920311""","Ann Antolini School","ELA","Eligible for Reduced Lunch",8,"*","*"
"=""0920011""","New Hartford School District","=""0920311""","Ann Antolini School","Math","Eligible for Free Lunch",8,"*","*"
"=""0920011""","New Hartford School District","=""0920311""","Ann Antolini School","Math","Not Eligible for Free/Reduced Lunch",180,"33.9%","58.5%"
"=""0920011""","New Hartford School District","=""0920311""","Ann Antolini School","Math","Eligible for Reduced Lunch",8,"*","*"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School","ELA","Eligible for Free Lunch",150,"20.7%","47.0%"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School","ELA","Not Eligible for Free/Reduced Lunch","*","27.7%","52.5%"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School","ELA","Eligible for Reduced Lunch","*","*","*"
