"Smarter Balanced Growth Report, 2015-16"
"All Districts, Gender"

"District Code","District","School Code","School","Gender","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0890011""","New Britain School District","=""0899011""","New Britain Transition Center","Male","*","*","*"
"=""0890011""","New Britain School District","=""0899011""","New Britain Transition Center","Female","*","*","*"
"=""0890011""","New Britain School District","=""0890911""","Northend School","Male",38,"21.1%","50.5%"
"=""0890011""","New Britain School District","=""0890911""","Northend School","Female",41,"41.5%","67.9%"
"=""0890011""","New Britain School District","=""0895311""","Pulaski Middle School","Male",356,"30.9%","50.1%"
"=""0890011""","New Britain School District","=""0895311""","Pulaski Middle School","Female",271,"28.4%","49.1%"
"=""0890011""","New Britain School District","=""0895211""","Slade Middle School","Male",339,"26.5%","44.6%"
"=""0890011""","New Britain School District","=""0895211""","Slade Middle School","Female",282,"23.0%","43.6%"
"=""0890011""","New Britain School District","=""0891211""","Smalley Academy","Male",75,"24.0%","57.8%"
"=""0890011""","New Britain School District","=""0891211""","Smalley Academy","Female",80,"21.3%","48.9%"
"=""0890011""","New Britain School District","=""0891311""","Smith School","Male",90,"24.4%","46.9%"
"=""0890011""","New Britain School District","=""0891311""","Smith School","Female",80,"15.0%","38.3%"
"=""0890011""","New Britain School District","=""0891811""","Steps","Male","*","26.1%","52.5%"
"=""0890011""","New Britain School District","=""0891811""","Steps","Female","*","*","*"
"=""0890011""","New Britain School District","=""0890411""","Sunrise Intermediate","Male",7,"*","*"
"=""0890011""","New Britain School District","=""0890211""","Sunrise Primary","Male","*","*","*"
"=""0890011""","New Britain School District","=""0891511""","Vance School","Male",77,"24.7%","51.5%"
"=""0890011""","New Britain School District","=""0891511""","Vance School","Female",74,"35.1%","65.7%"
"=""0900011""","New Canaan School District","=""0900411""","East School","Male",72,"76.4%","98.1%"
"=""0900011""","New Canaan School District","=""0900411""","East School","Female",41,"85.4%","99.3%"
"=""0900011""","New Canaan School District","=""0905111""","Saxe Middle School","Male",635,"43.6%","60.5%"
"=""0900011""","New Canaan School District","=""0905111""","Saxe Middle School","Female",609,"52.7%","67.1%"
"=""0900011""","New Canaan School District","=""0900211""","South School","Male",66,"66.7%","82.2%"
"=""0900011""","New Canaan School District","=""0900211""","South School","Female",51,"62.7%","78.3%"
"=""0900011""","New Canaan School District","=""0900311""","West School","Male",36,"72.2%","83.9%"
"=""0900011""","New Canaan School District","=""0900311""","West School","Female",45,"68.9%","88.0%"
"=""0910011""","New Fairfield School District","=""0910211""","Meeting House Hill School","Male",151,"51.0%","75.6%"
"=""0910011""","New Fairfield School District","=""0910211""","Meeting House Hill School","Female",139,"52.5%","73.3%"
"=""0910011""","New Fairfield School District","=""0915211""","New Fairfield Middle School","Male",258,"46.9%","65.1%"
"=""0910011""","New Fairfield School District","=""0915211""","New Fairfield Middle School","Female",247,"54.3%","73.4%"
"=""0920011""","New Hartford School District","=""0920311""","Ann Antolini School","Male",92,"39.1%","63.9%"
"=""0920011""","New Hartford School District","=""0920311""","Ann Antolini School","Female",105,"46.7%","68.7%"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School","Male",115,"17.4%","45.5%"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School","Female",102,"28.4%","51.6%"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School","Male",129,"27.1%","48.1%"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School","Female",113,"25.7%","47.1%"
"=""0930011""","New Haven School District","=""0930311""","Beecher School","Male",116,"46.6%","72.0%"
"=""0930011""","New Haven School District","=""0930311""","Beecher School","Female",104,"49.0%","71.6%"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School","Male",126,"48.4%","76.5%"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School","Female",104,"56.7%","77.8%"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School","Male",149,"39.6%","63.5%"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School","Female",283,"42.4%","66.4%"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School","Male",92,"29.3%","56.3%"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School","Female",117,"38.5%","60.7%"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School","Male",92,"33.7%","57.1%"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School","Female",85,"29.4%","56.1%"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School","Male",83,"28.9%","55.8%"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School","Female",78,"34.6%","59.6%"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy","Male",117,"41.9%","67.9%"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy","Female",117,"38.5%","66.0%"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School","Male",146,"34.9%","63.9%"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School","Female",114,"38.6%","66.1%"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy","Male",101,"34.7%","62.3%"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy","Female",103,"38.8%","62.2%"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School","Male",143,"46.2%","73.1%"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School","Female",174,"57.5%","79.9%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School","Male",101,"35.6%","63.0%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School","Female",116,"43.1%","67.8%"
"=""0930011""","New Haven School District","=""0935611""","Domus Academy","Male","*","*","*"
"=""0930011""","New Haven School District","=""0935611""","Domus Academy","Female","*","*","*"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School","Male",107,"36.4%","58.2%"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School","Female",112,"30.4%","59.3%"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School","Male",111,"39.6%","60.5%"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School","Female",113,"46.9%","67.8%"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School","Male",170,"30.0%","49.6%"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School","Female",80,"53.8%","75.9%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School","Male",153,"36.6%","60.9%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School","Female",177,"41.8%","63.9%"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy","Male",115,"27.8%","51.7%"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy","Female",118,"29.7%","56.3%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels","Male",118,"39.8%","65.9%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels","Female",99,"38.4%","62.9%"
"=""0930011""","New Haven School District","=""0930811""","John S. Martinez School","Male",159,"40.3%","67.7%"
"=""0930011""","New Haven School District","=""0930811""","John S. Martinez School","Female",118,"47.5%","72.1%"
"=""0930011""","New Haven School District","=""0933011""","King/Robinson Magnet School","Male",126,"30.2%","54.7%"
"=""0930011""","New Haven School District","=""0933011""","King/Robinson Magnet School","Female",106,"38.7%","64.6%"
"=""0930011""","New Haven School District","=""0932011""","Lincoln-Bassett School","Male",33,"42.4%","76.8%"
"=""0930011""","New Haven School District","=""0932011""","Lincoln-Bassett School","Female",52,"48.1%","79.5%"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School","Male",122,"45.9%","68.6%"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School","Female",105,"48.6%","68.9%"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School","Male",126,"38.1%","58.3%"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School","Female",104,"47.1%","73.2%"
"=""0930011""","New Haven School District","=""0933511""","Quinnipiac Real World Math STEM School","Male",17,"*","*"
"=""0930011""","New Haven School District","=""0933511""","Quinnipiac Real World Math STEM School","Female",22,"45.5%","72.5%"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School","Male",146,"26.7%","51.3%"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School","Female",172,"30.8%","55.3%"
"=""0930011""","New Haven School District","=""0932811""","Strong 21st Century Communications Magnet and SCSU Lab School","Male",37,"37.8%","62.8%"
"=""0930011""","New Haven School District","=""0932811""","Strong 21st Century Communications Magnet and SCSU Lab School","Female",35,"48.6%","74.3%"
"=""0930011""","New Haven School District","=""0932911""","Truman School","Male",107,"31.8%","60.3%"
"=""0930011""","New Haven School District","=""0932911""","Truman School","Female",106,"38.7%","65.3%"
"=""0930011""","New Haven School District","=""0934911""","West Rock Authors Academy","Male",11,"*","*"
"=""0930011""","New Haven School District","=""0934911""","West Rock Authors Academy","Female",8,"*","*"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School","Male",88,"21.6%","52.1%"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School","Female",67,"32.8%","56.4%"
"=""0930011""","New Haven School District","=""0933811""","Worthington Hooker School","Male",82,"61.0%","78.7%"
"=""0930011""","New Haven School District","=""0933811""","Worthington Hooker School","Female",90,"65.6%","81.0%"
"=""0950011""","New London School District","=""0955111""","Bennie Dover Jackson Middle School","Male",273,"23.1%","40.8%"
"=""0950011""","New London School District","=""0955111""","Bennie Dover Jackson Middle School","Female",236,"25.8%","43.0%"
"=""0950011""","New London School District","=""0950311""","Jennings School","Male",68,"32.4%","65.0%"
"=""0950011""","New London School District","=""0950311""","Jennings School","Female",79,"48.1%","77.7%"
"=""0950011""","New London School District","=""0950911""","Nathan Hale Arts Magnet School","Male",77,"40.3%","63.3%"
"=""0950011""","New London School District","=""0950911""","Nathan Hale Arts Magnet School","Female",95,"34.7%","61.1%"
"=""0950011""","New London School District","=""0950811""","Winthrop STEM Elementary Magnet School","Male",84,"40.5%","64.8%"
"=""0950011""","New London School District","=""0950811""","Winthrop STEM Elementary Magnet School","Female",63,"47.6%","74.8%"
"=""0960011""","New Milford School District","=""0960911""","Sarah Noble Intermediate School","Male",321,"34.6%","57.2%"
"=""0960011""","New Milford School District","=""0960911""","Sarah Noble Intermediate School","Female",267,"44.2%","69.6%"
"=""0960011""","New Milford School District","=""0965211""","Schaghticoke Middle School","Male",478,"40.2%","58.6%"
"=""0960011""","New Milford School District","=""0965211""","Schaghticoke Middle School","Female",401,"42.4%","61.4%"
"=""0940011""","Newington School District","=""0940611""","Anna Reynolds School","Male",39,"61.5%","82.6%"
"=""0940011""","Newington School District","=""0940611""","Anna Reynolds School","Female",46,"69.6%","92.1%"
"=""0940011""","Newington School District","=""0940211""","Elizabeth Green School","Male",25,"48.0%","66.8%"
"=""0940011""","Newington School District","=""0940211""","Elizabeth Green School","Female",34,"38.2%","69.5%"
"=""0940011""","Newington School District","=""0940811""","John Paterson School","Male",36,"41.7%","60.1%"
"=""0940011""","Newington School District","=""0940811""","John Paterson School","Female",41,"26.8%","54.9%"
"=""0940011""","Newington School District","=""0945311""","John Wallace Middle School","Male",344,"36.9%","55.9%"
"=""0940011""","Newington School District","=""0945311""","John Wallace Middle School","Female",290,"43.8%","66.0%"
"=""0940011""","Newington School District","=""0945111""","Martin Kellogg Middle School","Male",303,"28.7%","47.5%"
"=""0940011""","Newington School District","=""0945111""","Martin Kellogg Middle School","Female",288,"33.3%","53.6%"
"=""0940011""","Newington School District","=""0940711""","Ruth Chaffee School","Male",35,"20.0%","46.2%"
"=""0940011""","Newington School District","=""0940711""","Ruth Chaffee School","Female",36,"44.4%","74.9%"
"=""0970011""","Newtown School District","=""0970111""","Hawley Elementary School","Male",34,"44.1%","81.9%"
"=""0970011""","Newtown School District","=""0970111""","Hawley Elementary School","Female",35,"62.9%","86.5%"
"=""0970011""","Newtown School District","=""0970411""","Head O'Meadow Elementary School","Male",39,"69.2%","85.8%"
"=""0970011""","Newtown School District","=""0970411""","Head O'Meadow Elementary School","Female",32,"62.5%","78.7%"
"=""0970011""","Newtown School District","=""0970311""","Middle Gate Elementary School","Male",39,"38.5%","60.3%"
"=""0970011""","Newtown School District","=""0970311""","Middle Gate Elementary School","Female",39,"35.9%","66.8%"
"=""0970011""","Newtown School District","=""0975111""","Newtown Middle School","Male",405,"42.0%","57.0%"
"=""0970011""","Newtown School District","=""0975111""","Newtown Middle School","Female",361,"47.9%","63.1%"
"=""0970011""","Newtown School District","=""0970511""","Reed Intermediate School","Male",325,"43.7%","61.7%"
"=""0970011""","Newtown School District","=""0970511""","Reed Intermediate School","Female",328,"45.7%","65.5%"
"=""0970011""","Newtown School District","=""0970211""","Sandy Hook Elementary School","Male",34,"38.2%","68.4%"
"=""0970011""","Newtown School District","=""0970211""","Sandy Hook Elementary School","Female",32,"59.4%","77.5%"
"=""0980011""","Norfolk School District","=""0980111""","Botelle Elementary School","Male",20,"40.0%","61.8%"
"=""0980011""","Norfolk School District","=""0980111""","Botelle Elementary School","Female",24,"50.0%","69.2%"
"=""0990011""","North Branford School District","=""0995111""","North Branford Intermediate School","Male",198,"39.9%","62.5%"
"=""0990011""","North Branford School District","=""0995111""","North Branford Intermediate School","Female",240,"47.5%","65.4%"
"=""0990011""","North Branford School District","=""0990611""","Totoket Valley Elementary School","Male",145,"38.6%","63.1%"
"=""0990011""","North Branford School District","=""0990611""","Totoket Valley Elementary School","Female",120,"46.7%","67.8%"
"=""1000011""","North Canaan School District","=""1000111""","North Canaan Elementary School","Male",56,"53.6%","72.4%"
"=""1000011""","North Canaan School District","=""1000111""","North Canaan Elementary School","Female",54,"63.0%","82.6%"
"=""1010011""","North Haven School District","=""1010811""","Clintonville Elementary School","Male",60,"50.0%","73.8%"
"=""1010011""","North Haven School District","=""1010811""","Clintonville Elementary School","Female",39,"51.3%","83.9%"
"=""1010011""","North Haven School District","=""1010711""","Green Acres Elementary School","Male",50,"60.0%","82.0%"
"=""1010011""","North Haven School District","=""1010711""","Green Acres Elementary School","Female",49,"61.2%","87.0%"
"=""1010011""","North Haven School District","=""1010211""","Montowese Elementary School","Male",54,"57.4%","79.4%"
"=""1010011""","North Haven School District","=""1010211""","Montowese Elementary School","Female",46,"56.5%","85.3%"
"=""1010011""","North Haven School District","=""1015211""","North Haven Middle School","Male",358,"65.9%","84.6%"
"=""1010011""","North Haven School District","=""1015211""","North Haven Middle School","Female",348,"75.9%","93.7%"
"=""1010011""","North Haven School District","=""1010311""","Ridge Road Elementary School","Male",64,"75.0%","95.8%"
"=""1010011""","North Haven School District","=""1010311""","Ridge Road Elementary School","Female",57,"64.9%","85.8%"
"=""1020011""","North Stonington School District","=""1020111""","North Stonington Elementary School","Male",49,"59.2%","75.7%"
"=""1020011""","North Stonington School District","=""1020111""","North Stonington Elementary School","Female",51,"68.6%","90.4%"
"=""1020011""","North Stonington School District","=""1025111""","Wheeler Middle School","Male",90,"44.4%","60.7%"
"=""1020011""","North Stonington School District","=""1025111""","Wheeler Middle School","Female",74,"35.1%","49.3%"
"=""1030011""","Norwalk School District","=""1030211""","Brookside Elementary School","Male",65,"33.8%","55.7%"
"=""1030011""","Norwalk School District","=""1030211""","Brookside Elementary School","Female",65,"43.1%","65.7%"
"=""1030011""","Norwalk School District","=""1030311""","Columbus Magnet School","Male",36,"41.7%","65.6%"
"=""1030011""","Norwalk School District","=""1030311""","Columbus Magnet School","Female",45,"35.6%","66.9%"
"=""1030011""","Norwalk School District","=""1030411""","Cranbury Elementary School","Male",64,"32.8%","54.6%"
"=""1030011""","Norwalk School District","=""1030411""","Cranbury Elementary School","Female",63,"38.1%","60.5%"
"=""1030011""","Norwalk School District","=""1032011""","Fox Run Elementary School","Male",69,"24.6%","51.0%"
"=""1030011""","Norwalk School District","=""1032011""","Fox Run Elementary School","Female",57,"31.6%","56.2%"
"=""1030011""","Norwalk School District","=""1030711""","Jefferson Magnet School","Male",86,"41.9%","62.4%"
"=""1030011""","Norwalk School District","=""1030711""","Jefferson Magnet School","Female",100,"34.0%","59.2%"
"=""1030011""","Norwalk School District","=""1030811""","Kendall Elementary School","Male",72,"33.3%","56.7%"
"=""1030011""","Norwalk School District","=""1030811""","Kendall Elementary School","Female",93,"47.3%","71.1%"
"=""1030011""","Norwalk School District","=""1032211""","Marvin Elementary School","Male",76,"27.6%","56.7%"
"=""1030011""","Norwalk School District","=""1032211""","Marvin Elementary School","Female",72,"41.7%","65.8%"
"=""1030011""","Norwalk School District","=""1032111""","Naramake Elementary School","Male",66,"39.4%","61.2%"
"=""1030011""","Norwalk School District","=""1032111""","Naramake Elementary School","Female",65,"36.9%","59.5%"
"=""1030011""","Norwalk School District","=""1035211""","Nathan Hale Middle School","Male",324,"35.5%","53.6%"
"=""1030011""","Norwalk School District","=""1035211""","Nathan Hale Middle School","Female",285,"31.6%","50.6%"
"=""1030011""","Norwalk School District","=""1035311""","Ponus Ridge Middle School","Male",323,"31.9%","52.4%"
"=""1030011""","Norwalk School District","=""1035311""","Ponus Ridge Middle School","Female",285,"32.6%","56.0%"
"=""1030011""","Norwalk School District","=""1035511""","Roton Middle School","Male",223,"35.0%","53.8%"
"=""1030011""","Norwalk School District","=""1035511""","Roton Middle School","Female",215,"42.3%","60.0%"
"=""1030011""","Norwalk School District","=""1031311""","Rowayton School","Male",62,"58.1%","77.8%"
"=""1030011""","Norwalk School District","=""1031311""","Rowayton School","Female",53,"50.9%","85.8%"
"=""1030011""","Norwalk School District","=""1032311""","Silvermine Elementary School","Male",73,"27.4%","58.5%"
"=""1030011""","Norwalk School District","=""1032311""","Silvermine Elementary School","Female",71,"33.8%","58.1%"
"=""1030011""","Norwalk School District","=""1031411""","Tracey School","Male",61,"27.9%","58.6%"
"=""1030011""","Norwalk School District","=""1031411""","Tracey School","Female",50,"32.0%","59.7%"
"=""1030011""","Norwalk School District","=""1035411""","West Rocks Middle School","Male",310,"32.9%","51.6%"
"=""1030011""","Norwalk School District","=""1035411""","West Rocks Middle School","Female",310,"35.8%","54.2%"
"=""1030011""","Norwalk School District","=""1032411""","Wolfpit School","Male",47,"44.7%","77.7%"
"=""1030011""","Norwalk School District","=""1032411""","Wolfpit School","Female",39,"43.6%","66.2%"
"=""1040011""","Norwich School District","=""1040711""","IRS Program at Uncas","Male","*","*","*"
"=""1040011""","Norwich School District","=""1040711""","IRS Program at Uncas","Female","*","*","*"
"=""1040011""","Norwich School District","=""1041411""","John B. Stanton Network School","Male",44,"27.3%","52.0%"
"=""1040011""","Norwich School District","=""1041411""","John B. Stanton Network School","Female",57,"52.6%","76.0%"
"=""1040011""","Norwich School District","=""1045111""","Kelly Middle School","Male",328,"33.8%","55.4%"
"=""1040011""","Norwich School District","=""1045111""","Kelly Middle School","Female",342,"37.4%","57.2%"
"=""1040011""","Norwich School District","=""1042011""","Moriarty Magnet School","Male",61,"49.2%","75.7%"
"=""1040011""","Norwich School District","=""1042011""","Moriarty Magnet School","Female",64,"31.3%","65.2%"
"=""1040011""","Norwich School District","=""1040811""","Samuel Huntington School","Male",55,"58.2%","82.8%"
"=""1040011""","Norwich School District","=""1040811""","Samuel Huntington School","Female",50,"50.0%","79.1%"
"=""1040011""","Norwich School District","=""1045211""","Teachers' Memorial Middle School","Male",171,"36.8%","58.5%"
"=""1040011""","Norwich School District","=""1045211""","Teachers' Memorial Middle School","Female",132,"25.8%","47.5%"
"=""1040011""","Norwich School District","=""1041711""","Thomas W. Mahan School","Male",43,"65.1%","81.5%"
"=""1040011""","Norwich School District","=""1041711""","Thomas W. Mahan School","Female",37,"59.5%","82.1%"
"=""1040011""","Norwich School District","=""1041911""","Uncas Network School","Male",28,"25.0%","44.2%"
"=""1040011""","Norwich School District","=""1041911""","Uncas Network School","Female",34,"20.6%","43.1%"
"=""1040011""","Norwich School District","=""1041811""","Veterans' Memorial School","Male",56,"28.6%","54.7%"
"=""1040011""","Norwich School District","=""1041811""","Veterans' Memorial School","Female",36,"33.3%","55.8%"
"=""1040011""","Norwich School District","=""1041511""","Wequonnoc Magnet School","Male",35,"51.4%","74.0%"
"=""1040011""","Norwich School District","=""1041511""","Wequonnoc Magnet School","Female",34,"44.1%","65.3%"
"=""2630013""","Odyssey Community School District","=""2635113""","Odyssey Community School","Male",92,"38.0%","64.6%"
"=""2630013""","Odyssey Community School District","=""2635113""","Odyssey Community School","Female",83,"34.9%","59.2%"
"=""1060011""","Old Saybrook School District","=""1065211""","Old Saybrook Middle School","Male",261,"45.6%","63.2%"
"=""1060011""","Old Saybrook School District","=""1065211""","Old Saybrook Middle School","Female",239,"45.6%","68.0%"
"=""1070011""","Orange School District","=""1070511""","Peck Place School","Male",95,"60.0%","79.1%"
"=""1070011""","Orange School District","=""1070511""","Peck Place School","Female",94,"50.0%","67.9%"
"=""1070011""","Orange School District","=""1070311""","Race Brook School","Male",86,"53.5%","76.6%"
"=""1070011""","Orange School District","=""1070311""","Race Brook School","Female",95,"47.4%","68.3%"
"=""1070011""","Orange School District","=""1070411""","Turkey Hill School","Male",72,"51.4%","73.8%"
"=""1070011""","Orange School District","=""1070411""","Turkey Hill School","Female",67,"62.7%","80.1%"
"=""1080011""","Oxford School District","=""1080411""","Alternative Education","Male","*","*","*"
"=""1080011""","Oxford School District","=""1085111""","Great Oak School","Male",224,"33.0%","48.5%"
"=""1080011""","Oxford School District","=""1085111""","Great Oak School","Female",236,"41.5%","56.9%"
"=""1080011""","Oxford School District","=""1080111""","Oxford Center School","Male",155,"41.9%","63.6%"
"=""1080011""","Oxford School District","=""1080111""","Oxford Center School","Female",158,"41.8%","64.0%"
"=""2830013""","Park City Prep Charter School District","=""2835113""","Park City Prep Charter School","Male",166,"42.8%","67.4%"
"=""2830013""","Park City Prep Charter School District","=""2835113""","Park City Prep Charter School","Female",171,"49.7%","74.1%"
"=""1090011""","Plainfield School District","=""1095111""","Plainfield Central School","Male",251,"51.4%","72.5%"
"=""1090011""","Plainfield School District","=""1095111""","Plainfield Central School","Female",242,"57.9%","80.1%"
"=""1090011""","Plainfield School District","=""1090311""","Plainfield Memorial School","Male",156,"36.5%","60.6%"
"=""1090011""","Plainfield School District","=""1090311""","Plainfield Memorial School","Female",151,"38.4%","64.4%"
"=""1100011""","Plainville School District","=""1100411""","Frank T. Wheeler School","Male",44,"43.2%","71.7%"
"=""1100011""","Plainville School District","=""1100411""","Frank T. Wheeler School","Female",37,"43.2%","70.3%"
"=""1100011""","Plainville School District","=""1100211""","Linden Street School","Male",70,"35.7%","61.1%"
"=""1100011""","Plainville School District","=""1100211""","Linden Street School","Female",66,"40.9%","69.7%"
"=""1100011""","Plainville School District","=""1100511""","Louis Toffolon School","Male",58,"31.0%","62.9%"
"=""1100011""","Plainville School District","=""1100511""","Louis Toffolon School","Female",51,"39.2%","60.2%"
"=""1100011""","Plainville School District","=""1105211""","Middle School of Plainville","Male",278,"44.6%","63.3%"
"=""1100011""","Plainville School District","=""1105211""","Middle School of Plainville","Female",247,"47.4%","69.6%"
"=""1110011""","Plymouth School District","=""1115111""","Eli Terry Jr. Middle School","Male",157,"40.8%","58.4%"
"=""1110011""","Plymouth School District","=""1115111""","Eli Terry Jr. Middle School","Female",157,"36.9%","57.1%"
"=""1110011""","Plymouth School District","=""1110411""","Harry S. Fisher Elementary School","Male",59,"42.4%","67.1%"
"=""1110011""","Plymouth School District","=""1110411""","Harry S. Fisher Elementary School","Female",52,"42.3%","63.3%"
"=""1110011""","Plymouth School District","=""1110211""","Plymouth Center School","Male",59,"55.9%","78.7%"
"=""1110011""","Plymouth School District","=""1110211""","Plymouth Center School","Female",50,"64.0%","83.6%"
"=""1120011""","Pomfret School District","=""1120111""","Pomfret Community School","Male",116,"47.4%","65.7%"
"=""1120011""","Pomfret School District","=""1120111""","Pomfret Community School","Female",105,"56.2%","75.5%"
"=""1130011""","Portland School District","=""1130511""","Brownstone Intermediate School","Male",96,"46.9%","65.8%"
"=""1130011""","Portland School District","=""1130511""","Brownstone Intermediate School","Female",112,"60.7%","75.6%"
"=""1130011""","Portland School District","=""1130411""","Gildersleeve School","Male",52,"34.6%","63.8%"
"=""1130011""","Portland School District","=""1130411""","Gildersleeve School","Female",39,"48.7%","74.9%"
"=""1130011""","Portland School District","=""1135111""","Portland Middle School","Male",112,"45.5%","64.0%"
"=""1130011""","Portland School District","=""1135111""","Portland Middle School","Female",96,"47.9%","64.4%"
"=""1140011""","Preston School District","=""1145111""","Preston Plains School","Male",61,"27.9%","41.6%"
"=""1140011""","Preston School District","=""1145111""","Preston Plains School","Female",76,"28.9%","46.2%"
"=""1140011""","Preston School District","=""1140411""","Preston Veterans' Memorial School","Male",35,"48.6%","77.3%"
"=""1140011""","Preston School District","=""1140411""","Preston Veterans' Memorial School","Female",41,"56.1%","76.2%"
"=""1160011""","Putnam School District","=""1160311""","Putnam Elementary School","Male",80,"30.0%","49.6%"
"=""1160011""","Putnam School District","=""1160311""","Putnam Elementary School","Female",80,"45.0%","69.1%"
"=""1160011""","Putnam School District","=""1165111""","Putnam Middle School","Male",121,"53.7%","74.3%"
"=""1160011""","Putnam School District","=""1165111""","Putnam Middle School","Female",114,"42.1%","59.9%"
"=""1170011""","Redding School District","=""1175111""","John Read Middle School","Male",228,"46.5%","62.8%"
"=""1170011""","Redding School District","=""1175111""","John Read Middle School","Female",189,"51.9%","68.5%"
"=""1170011""","Redding School District","=""1170111""","Redding Elementary School","Male",45,"62.2%","84.6%"
"=""1170011""","Redding School District","=""1170111""","Redding Elementary School","Female",40,"65.0%","88.6%"
"=""2010012""","Regional School District 01","=""2010312""","SELC","Male","*","*","*"
"=""2010012""","Regional School District 01","=""2010212""","TOTAL","Male","*","*","*"
"=""2040012""","Regional School District 04","=""2045112""","John Winthrop Middle School","Male",150,"39.3%","53.9%"
"=""2040012""","Regional School District 04","=""2045112""","John Winthrop Middle School","Female",149,"46.3%","61.6%"
"=""2050012""","Regional School District 05","=""2055112""","Amity Middle School: Bethany","Male",182,"55.5%","72.8%"
"=""2050012""","Regional School District 05","=""2055112""","Amity Middle School: Bethany","Female",175,"57.7%","75.2%"
"=""2050012""","Regional School District 05","=""2055212""","Amity Middle School: Orange","Male",171,"46.2%","64.2%"
"=""2050012""","Regional School District 05","=""2055212""","Amity Middle School: Orange","Female",181,"45.3%","66.3%"
"=""2060012""","Regional School District 06","=""2060112""","Goshen Center School","Male",29,"51.7%","66.5%"
"=""2060012""","Regional School District 06","=""2060112""","Goshen Center School","Female",32,"68.8%","89.6%"
"=""2060012""","Regional School District 06","=""2060212""","James Morris School","Male",21,"23.8%","50.8%"
"=""2060012""","Regional School District 06","=""2060212""","James Morris School","Female",15,"*","*"
"=""2060012""","Regional School District 06","=""2066112""","Wamogo Regional High School","Male",59,"37.3%","48.8%"
"=""2060012""","Regional School District 06","=""2066112""","Wamogo Regional High School","Female",57,"40.4%","59.4%"
"=""2060012""","Regional School District 06","=""2060312""","Warren Elementary School","Male",11,"*","*"
"=""2060012""","Regional School District 06","=""2060312""","Warren Elementary School","Female",20,"65.0%","78.0%"
"=""2070012""","Regional School District 07","=""2079012""","FLEX","Male","*","*","*"
"=""2070012""","Regional School District 07","=""2079212""","Links","Male","*","*","*"
"=""2070012""","Regional School District 07","=""2075112""","Northwestern Regional Middle School","Male",146,"44.5%","63.2%"
"=""2070012""","Regional School District 07","=""2075112""","Northwestern Regional Middle School","Female",133,"49.6%","64.0%"
"=""2080012""","Regional School District 08","=""2085112""","RHAM Middle School","Male",267,"31.8%","48.5%"
"=""2080012""","Regional School District 08","=""2085112""","RHAM Middle School","Female",282,"41.5%","58.8%"
