"Smarter Balanced Growth Report, 2015-16"
"All Districts, ELL"

"",,,,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""0930011""","New Haven School District","=""0932011""","Lincoln-Bassett School",4,"ELL","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0932011""","Lincoln-Bassett School",4,"Non-ELL","*",2347,2439,92,"71.4%","98.3%"
"=""0930011""","New Haven School District","=""0932011""","Lincoln-Bassett School",5,"ELL","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0932011""","Lincoln-Bassett School",5,"Non-ELL","*",2387,2451,64,"69.6%","89.1%"
"=""0930011""","New Haven School District","=""0932011""","Lincoln-Bassett School",6,"Non-ELL",22,2393,2473,79,"72.7%","96.1%"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School",4,"ELL",7,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School",4,"Non-ELL",44,2400,2457,56,"43.2%","76.6%"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School",5,"ELL","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School",5,"Non-ELL","*",2456,2489,34,"45.0%","71.2%"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School",6,"ELL","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School",6,"Non-ELL","*",2456,2481,25,"35.7%","53.5%"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School",7,"ELL","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School",7,"Non-ELL","*",2479,2528,49,"62.5%","82.5%"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School",8,"Non-ELL",43,2469,2501,32,"53.5%","65.4%"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School",4,"ELL",6,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School",4,"Non-ELL",41,2417,2478,61,"56.1%","79.1%"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School",5,"ELL","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School",5,"Non-ELL","*",2441,2455,14,"23.8%","51.5%"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School",6,"ELL","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School",6,"Non-ELL","*",2495,2520,26,"34.0%","58.6%"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School",7,"ELL","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School",7,"Non-ELL","*",2489,2525,36,"50.0%","69.4%"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School",8,"ELL","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School",8,"Non-ELL","*",2500,2526,25,"45.2%","59.9%"
"=""0930011""","New Haven School District","=""0933511""","Quinnipiac Real World Math STEM School",4,"ELL",12,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0933511""","Quinnipiac Real World Math STEM School",4,"Non-ELL",27,2374,2423,49,"40.7%","71.5%"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School",4,"ELL",6,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School",4,"Non-ELL",60,2376,2400,24,"10.0%","41.1%"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School",5,"ELL",9,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School",5,"Non-ELL",56,2414,2433,20,"25.0%","46.9%"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School",6,"ELL","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School",6,"Non-ELL","*",2436,2446,10,"28.8%","42.1%"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School",7,"ELL","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School",7,"Non-ELL","*",2470,2475,5,"19.0%","40.8%"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School",8,"ELL","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School",8,"Non-ELL","*",2449,2465,15,"27.9%","44.3%"
"=""0930011""","New Haven School District","=""0932811""","Strong 21st Century Communications Magnet and SCSU Lab School",4,"ELL",22,2349,2405,56,"31.8%","70.3%"
"=""0930011""","New Haven School District","=""0932811""","Strong 21st Century Communications Magnet and SCSU Lab School",4,"Non-ELL",51,2373,2424,51,"33.3%","70.5%"
"=""0930011""","New Haven School District","=""0932911""","Truman School",4,"ELL",23,2364,2435,72,"56.5%","87.8%"
"=""0930011""","New Haven School District","=""0932911""","Truman School",4,"Non-ELL",20,2375,2424,48,"30.0%","65.0%"
"=""0930011""","New Haven School District","=""0932911""","Truman School",5,"ELL",24,2340,2427,87,"83.3%","94.7%"
"=""0930011""","New Haven School District","=""0932911""","Truman School",5,"Non-ELL",25,2392,2451,59,"60.0%","87.0%"
"=""0930011""","New Haven School District","=""0932911""","Truman School",6,"ELL",20,2391,2463,72,"65.0%","89.0%"
"=""0930011""","New Haven School District","=""0932911""","Truman School",6,"Non-ELL",24,2428,2474,46,"41.7%","70.8%"
"=""0930011""","New Haven School District","=""0932911""","Truman School",7,"ELL",9,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0932911""","Truman School",7,"Non-ELL",25,2457,2484,27,"28.0%","64.2%"
"=""0930011""","New Haven School District","=""0932911""","Truman School",8,"ELL",11,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0932911""","Truman School",8,"Non-ELL",34,2451,2492,42,"52.9%","65.5%"
"=""0930011""","New Haven School District","=""0934911""","West Rock Authors Academy",4,"ELL","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934911""","West Rock Authors Academy",4,"Non-ELL","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School",4,"Non-ELL",42,2377,2405,28,"16.7%","49.4%"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School",5,"ELL","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School",5,"Non-ELL","*",2396,2409,13,"22.2%","41.9%"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School",6,"Non-ELL",24,2404,2409,5,"20.8%","39.4%"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School",7,"ELL","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School",7,"Non-ELL","*",2425,2436,11,"24.1%","41.5%"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School",8,"Non-ELL",21,2462,2472,10,"28.6%","47.9%"
"=""0930011""","New Haven School District","=""0933811""","Worthington Hooker School",4,"ELL","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0933811""","Worthington Hooker School",4,"Non-ELL","*",2494,2524,30,"34.5%","63.8%"
"=""0930011""","New Haven School District","=""0933811""","Worthington Hooker School",5,"Non-ELL",38,2528,2573,45,"65.8%","83.6%"
"=""0930011""","New Haven School District","=""0933811""","Worthington Hooker School",6,"ELL","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0933811""","Worthington Hooker School",6,"Non-ELL","*",2541,2593,52,"77.1%","95.3%"
"=""0930011""","New Haven School District","=""0933811""","Worthington Hooker School",7,"ELL","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0933811""","Worthington Hooker School",7,"Non-ELL","*",2551,2585,35,"62.5%","77.2%"
"=""0930011""","New Haven School District","=""0933811""","Worthington Hooker School",8,"ELL","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0933811""","Worthington Hooker School",8,"Non-ELL","*",2567,2594,27,"55.6%","69.1%"
"=""0950011""","New London School District","=""0955111""","Bennie Dover Jackson Middle School",5,"Non-ELL",19,"*","*","*","*","*"
"=""0950011""","New London School District","=""0955111""","Bennie Dover Jackson Middle School",6,"ELL",38,2405,2406,1,"18.4%","35.1%"
"=""0950011""","New London School District","=""0955111""","Bennie Dover Jackson Middle School",6,"Non-ELL",149,2458,2471,12,"26.2%","48.1%"
"=""0950011""","New London School District","=""0955111""","Bennie Dover Jackson Middle School",7,"ELL",29,2386,2424,37,"48.3%","65.6%"
"=""0950011""","New London School District","=""0955111""","Bennie Dover Jackson Middle School",7,"Non-ELL",138,2469,2495,26,"36.2%","58.0%"
"=""0950011""","New London School District","=""0955111""","Bennie Dover Jackson Middle School",8,"ELL",29,2389,2397,8,"31.0%","43.6%"
"=""0950011""","New London School District","=""0955111""","Bennie Dover Jackson Middle School",8,"Non-ELL",118,2493,2492,-1,"21.2%","39.2%"
"=""0950011""","New London School District","=""0950311""","Jennings School",4,"ELL",40,2358,2392,34,"15.0%","50.3%"
"=""0950011""","New London School District","=""0950311""","Jennings School",4,"Non-ELL",40,2412,2432,21,"12.5%","40.8%"
"=""0950011""","New London School District","=""0950311""","Jennings School",5,"ELL",28,2385,2395,10,"21.4%","39.5%"
"=""0950011""","New London School District","=""0950311""","Jennings School",5,"Non-ELL",45,2434,2444,10,"17.8%","40.4%"
"=""0950011""","New London School District","=""0950911""","Nathan Hale Arts Magnet School",4,"ELL",12,"*","*","*","*","*"
"=""0950011""","New London School District","=""0950911""","Nathan Hale Arts Magnet School",4,"Non-ELL",72,2415,2431,16,"15.3%","37.3%"
"=""0950011""","New London School District","=""0950911""","Nathan Hale Arts Magnet School",5,"ELL",9,"*","*","*","*","*"
"=""0950011""","New London School District","=""0950911""","Nathan Hale Arts Magnet School",5,"Non-ELL",79,2441,2462,21,"27.8%","52.6%"
"=""0950011""","New London School District","=""0950811""","Winthrop STEM Elementary Magnet School",4,"ELL",18,"*","*","*","*","*"
"=""0950011""","New London School District","=""0950811""","Winthrop STEM Elementary Magnet School",4,"Non-ELL",64,2414,2455,41,"31.3%","58.7%"
"=""0950011""","New London School District","=""0950811""","Winthrop STEM Elementary Magnet School",5,"ELL",10,"*","*","*","*","*"
"=""0950011""","New London School District","=""0950811""","Winthrop STEM Elementary Magnet School",5,"Non-ELL",56,2427,2477,50,"62.5%","83.4%"
"=""0960011""","New Milford School District","=""0960911""","Sarah Noble Intermediate School",4,"ELL",6,"*","*","*","*","*"
"=""0960011""","New Milford School District","=""0960911""","Sarah Noble Intermediate School",4,"Non-ELL",283,2437,2489,51,"45.6%","74.2%"
"=""0960011""","New Milford School District","=""0960911""","Sarah Noble Intermediate School",5,"ELL",15,"*","*","*","*","*"
"=""0960011""","New Milford School District","=""0960911""","Sarah Noble Intermediate School",5,"Non-ELL",282,2471,2523,52,"61.0%","83.2%"
"=""0960011""","New Milford School District","=""0965211""","Schaghticoke Middle School",6,"ELL",8,"*","*","*","*","*"
"=""0960011""","New Milford School District","=""0965211""","Schaghticoke Middle School",6,"Non-ELL",288,2500,2522,22,"36.8%","55.8%"
"=""0960011""","New Milford School District","=""0965211""","Schaghticoke Middle School",7,"ELL",7,"*","*","*","*","*"
"=""0960011""","New Milford School District","=""0965211""","Schaghticoke Middle School",7,"Non-ELL",276,2531,2566,36,"51.8%","71.4%"
"=""0960011""","New Milford School District","=""0965211""","Schaghticoke Middle School",8,"ELL","*","*","*","*","*","*"
"=""0960011""","New Milford School District","=""0965211""","Schaghticoke Middle School",8,"Non-ELL","*",2544,2535,-9,"26.2%","38.3%"
"=""0940011""","Newington School District","=""0940611""","Anna Reynolds School",4,"ELL","*","*","*","*","*","*"
"=""0940011""","Newington School District","=""0940611""","Anna Reynolds School",4,"Non-ELL","*",2472,2527,56,"55.4%","82.3%"
"=""0940011""","Newington School District","=""0940211""","Elizabeth Green School",4,"ELL","*","*","*","*","*","*"
"=""0940011""","Newington School District","=""0940211""","Elizabeth Green School",4,"Non-ELL","*",2468,2506,37,"33.3%","64.1%"
"=""0940011""","Newington School District","=""0940811""","John Paterson School",4,"ELL","*","*","*","*","*","*"
"=""0940011""","Newington School District","=""0940811""","John Paterson School",4,"Non-ELL","*",2465,2506,41,"37.5%","68.6%"
"=""0940011""","Newington School District","=""0945311""","John Wallace Middle School",5,"ELL","*","*","*","*","*","*"
"=""0940011""","Newington School District","=""0945311""","John Wallace Middle School",5,"Non-ELL","*",2480,2502,22,"35.8%","54.2%"
"=""0940011""","Newington School District","=""0945311""","John Wallace Middle School",6,"ELL","*","*","*","*","*","*"
"=""0940011""","Newington School District","=""0945311""","John Wallace Middle School",6,"Non-ELL","*",2522,2556,33,"50.6%","69.8%"
"=""0940011""","Newington School District","=""0945311""","John Wallace Middle School",7,"ELL","*","*","*","*","*","*"
"=""0940011""","Newington School District","=""0945311""","John Wallace Middle School",7,"Non-ELL","*",2554,2556,1,"31.7%","44.9%"
"=""0940011""","Newington School District","=""0945311""","John Wallace Middle School",8,"ELL","*","*","*","*","*","*"
"=""0940011""","Newington School District","=""0945311""","John Wallace Middle School",8,"Non-ELL","*",2554,2569,14,"40.1%","56.2%"
"=""0940011""","Newington School District","=""0945111""","Martin Kellogg Middle School",5,"ELL","*","*","*","*","*","*"
"=""0940011""","Newington School District","=""0945111""","Martin Kellogg Middle School",5,"Non-ELL","*",2501,2507,7,"25.5%","43.4%"
"=""0940011""","Newington School District","=""0945111""","Martin Kellogg Middle School",6,"ELL","*","*","*","*","*","*"
"=""0940011""","Newington School District","=""0945111""","Martin Kellogg Middle School",6,"Non-ELL","*",2506,2537,32,"48.3%","64.9%"
"=""0940011""","Newington School District","=""0945111""","Martin Kellogg Middle School",7,"ELL","*","*","*","*","*","*"
"=""0940011""","Newington School District","=""0945111""","Martin Kellogg Middle School",7,"Non-ELL","*",2554,2571,17,"33.8%","56.7%"
"=""0940011""","Newington School District","=""0945111""","Martin Kellogg Middle School",8,"Non-ELL",154,2568,2567,-2,"34.4%","44.2%"
"=""0940011""","Newington School District","=""0940711""","Ruth Chaffee School",4,"ELL","*","*","*","*","*","*"
"=""0940011""","Newington School District","=""0940711""","Ruth Chaffee School",4,"Non-ELL","*",2469,2488,19,"21.7%","43.5%"
"=""0970011""","Newtown School District","=""0970111""","Hawley Elementary School",4,"Non-ELL",69,2459,2525,66,"59.4%","86.8%"
"=""0970011""","Newtown School District","=""0970411""","Head O'Meadow Elementary School",4,"Non-ELL",71,2470,2542,71,"69.0%","95.1%"
"=""0970011""","Newtown School District","=""0970311""","Middle Gate Elementary School",4,"Non-ELL",78,2460,2499,39,"32.1%","60.7%"
"=""0970011""","Newtown School District","=""0975111""","Newtown Middle School",7,"Non-ELL",369,2589,2618,28,"57.2%","73.6%"
"=""0970011""","Newtown School District","=""0975111""","Newtown Middle School",8,"Non-ELL",394,2612,2634,22,"49.5%","64.6%"
"=""0970011""","Newtown School District","=""0970511""","Reed Intermediate School",5,"ELL","*","*","*","*","*","*"
"=""0970011""","Newtown School District","=""0970511""","Reed Intermediate School",5,"Non-ELL","*",2497,2552,54,"64.9%","86.9%"
"=""0970011""","Newtown School District","=""0970511""","Reed Intermediate School",6,"ELL","*","*","*","*","*","*"
"=""0970011""","Newtown School District","=""0970511""","Reed Intermediate School",6,"Non-ELL","*",2526,2590,64,"74.2%","90.0%"
"=""0970011""","Newtown School District","=""0970211""","Sandy Hook Elementary School",4,"ELL","*","*","*","*","*","*"
"=""0970011""","Newtown School District","=""0970211""","Sandy Hook Elementary School",4,"Non-ELL","*",2448,2497,49,"43.9%","72.6%"
"=""0980011""","Norfolk School District","=""0980111""","Botelle Elementary School",4,"Non-ELL",16,"*","*","*","*","*"
"=""0980011""","Norfolk School District","=""0980111""","Botelle Elementary School",5,"Non-ELL",10,"*","*","*","*","*"
"=""0980011""","Norfolk School District","=""0980111""","Botelle Elementary School",6,"Non-ELL",18,"*","*","*","*","*"
"=""0990011""","North Branford School District","=""0995111""","North Branford Intermediate School",6,"ELL","*","*","*","*","*","*"
"=""0990011""","North Branford School District","=""0995111""","North Branford Intermediate School",6,"Non-ELL","*",2514,2545,30,"45.2%","65.6%"
"=""0990011""","North Branford School District","=""0995111""","North Branford Intermediate School",7,"ELL","*","*","*","*","*","*"
"=""0990011""","North Branford School District","=""0995111""","North Branford Intermediate School",7,"Non-ELL","*",2529,2542,13,"33.8%","52.2%"
"=""0990011""","North Branford School District","=""0995111""","North Branford Intermediate School",8,"Non-ELL",151,2529,2558,29,"47.0%","62.4%"
"=""0990011""","North Branford School District","=""0990611""","Totoket Valley Elementary School",4,"ELL","*","*","*","*","*","*"
"=""0990011""","North Branford School District","=""0990611""","Totoket Valley Elementary School",4,"Non-ELL","*",2445,2488,43,"36.3%","65.6%"
"=""0990011""","North Branford School District","=""0990611""","Totoket Valley Elementary School",5,"ELL","*","*","*","*","*","*"
"=""0990011""","North Branford School District","=""0990611""","Totoket Valley Elementary School",5,"Non-ELL","*",2471,2528,57,"65.5%","86.4%"
"=""1000011""","North Canaan School District","=""1000111""","North Canaan Elementary School",4,"ELL","*","*","*","*","*","*"
"=""1000011""","North Canaan School District","=""1000111""","North Canaan Elementary School",4,"Non-ELL","*","*","*","*","*","*"
"=""1000011""","North Canaan School District","=""1000111""","North Canaan Elementary School",5,"Non-ELL",19,"*","*","*","*","*"
"=""1000011""","North Canaan School District","=""1000111""","North Canaan Elementary School",6,"Non-ELL",30,2508,2542,34,"46.7%","72.5%"
"=""1000011""","North Canaan School District","=""1000111""","North Canaan Elementary School",7,"Non-ELL",24,2554,2598,44,"58.3%","79.8%"
"=""1000011""","North Canaan School District","=""1000111""","North Canaan Elementary School",8,"Non-ELL",18,"*","*","*","*","*"
"=""1010011""","North Haven School District","=""1010811""","Clintonville Elementary School",4,"ELL","*","*","*","*","*","*"
"=""1010011""","North Haven School District","=""1010811""","Clintonville Elementary School",4,"Non-ELL","*",2458,2532,74,"63.6%","93.5%"
"=""1010011""","North Haven School District","=""1010811""","Clintonville Elementary School",5,"Non-ELL",54,2462,2508,46,"50.0%","79.8%"
"=""1010011""","North Haven School District","=""1010711""","Green Acres Elementary School",4,"ELL","*","*","*","*","*","*"
"=""1010011""","North Haven School District","=""1010711""","Green Acres Elementary School",4,"Non-ELL","*",2435,2500,65,"65.1%","89.5%"
"=""1010011""","North Haven School District","=""1010711""","Green Acres Elementary School",5,"Non-ELL",56,2492,2545,53,"60.7%","87.0%"
"=""1010011""","North Haven School District","=""1010211""","Montowese Elementary School",4,"Non-ELL",47,2422,2485,62,"51.1%","83.8%"
"=""1010011""","North Haven School District","=""1010211""","Montowese Elementary School",5,"Non-ELL",53,2494,2539,45,"56.6%","82.5%"
"=""1010011""","North Haven School District","=""1015211""","North Haven Middle School",6,"ELL","*","*","*","*","*","*"
"=""1010011""","North Haven School District","=""1015211""","North Haven Middle School",6,"Non-ELL","*",2498,2556,58,"64.8%","87.0%"
"=""1010011""","North Haven School District","=""1015211""","North Haven Middle School",7,"ELL","*","*","*","*","*","*"
"=""1010011""","North Haven School District","=""1015211""","North Haven Middle School",7,"Non-ELL","*",2510,2591,81,"87.0%","100.0%"
"=""1010011""","North Haven School District","=""1015211""","North Haven Middle School",8,"Non-ELL",243,2532,2608,75,"77.4%","92.2%"
"=""1010011""","North Haven School District","=""1010311""","Ridge Road Elementary School",4,"ELL","*","*","*","*","*","*"
"=""1010011""","North Haven School District","=""1010311""","Ridge Road Elementary School",4,"Non-ELL","*",2447,2518,71,"65.1%","92.3%"
"=""1010011""","North Haven School District","=""1010311""","Ridge Road Elementary School",5,"ELL","*","*","*","*","*","*"
"=""1010011""","North Haven School District","=""1010311""","Ridge Road Elementary School",5,"Non-ELL","*",2489,2547,57,"66.0%","88.8%"
"=""1020011""","North Stonington School District","=""1020111""","North Stonington Elementary School",4,"Non-ELL",44,2526,2572,46,"56.8%","74.6%"
"=""1020011""","North Stonington School District","=""1020111""","North Stonington Elementary School",5,"Non-ELL",56,2547,2605,58,"76.8%","94.9%"
"=""1020011""","North Stonington School District","=""1025111""","Wheeler Middle School",6,"Non-ELL",57,2537,2535,-2,"15.8%","29.3%"
"=""1020011""","North Stonington School District","=""1025111""","Wheeler Middle School",7,"Non-ELL",58,2525,2560,35,"48.3%","70.4%"
"=""1020011""","North Stonington School District","=""1025111""","Wheeler Middle School",8,"Non-ELL",49,2562,2596,34,"51.0%","70.9%"
"=""1030011""","Norwalk School District","=""1030211""","Brookside Elementary School",4,"ELL",18,"*","*","*","*","*"
"=""1030011""","Norwalk School District","=""1030211""","Brookside Elementary School",4,"Non-ELL",58,2439,2489,51,"48.3%","75.5%"
"=""1030011""","Norwalk School District","=""1030211""","Brookside Elementary School",5,"ELL",13,"*","*","*","*","*"
"=""1030011""","Norwalk School District","=""1030211""","Brookside Elementary School",5,"Non-ELL",45,2463,2485,22,"35.6%","51.1%"
"=""1030011""","Norwalk School District","=""1030311""","Columbus Magnet School",4,"ELL","*","*","*","*","*","*"
"=""1030011""","Norwalk School District","=""1030311""","Columbus Magnet School",4,"Non-ELL","*",2413,2482,69,"52.5%","86.6%"
"=""1030011""","Norwalk School District","=""1030311""","Columbus Magnet School",5,"ELL","*","*","*","*","*","*"
"=""1030011""","Norwalk School District","=""1030311""","Columbus Magnet School",5,"Non-ELL","*",2491,2518,28,"29.7%","59.3%"
"=""1030011""","Norwalk School District","=""1030411""","Cranbury Elementary School",4,"ELL",7,"*","*","*","*","*"
"=""1030011""","Norwalk School District","=""1030411""","Cranbury Elementary School",4,"Non-ELL",60,2453,2503,50,"36.7%","71.4%"
"=""1030011""","Norwalk School District","=""1030411""","Cranbury Elementary School",5,"ELL","*","*","*","*","*","*"
"=""1030011""","Norwalk School District","=""1030411""","Cranbury Elementary School",5,"Non-ELL","*",2479,2488,9,"20.0%","45.0%"
"=""1030011""","Norwalk School District","=""1032011""","Fox Run Elementary School",4,"ELL","*","*","*","*","*","*"
"=""1030011""","Norwalk School District","=""1032011""","Fox Run Elementary School",4,"Non-ELL","*",2436,2486,49,"42.9%","75.1%"
"=""1030011""","Norwalk School District","=""1032011""","Fox Run Elementary School",5,"ELL","*","*","*","*","*","*"
"=""1030011""","Norwalk School District","=""1032011""","Fox Run Elementary School",5,"Non-ELL","*",2484,2508,23,"34.5%","59.7%"
"=""1030011""","Norwalk School District","=""1030711""","Jefferson Magnet School",4,"ELL",22,2370,2434,64,"40.9%","79.4%"
"=""1030011""","Norwalk School District","=""1030711""","Jefferson Magnet School",4,"Non-ELL",75,2428,2486,58,"46.7%","79.4%"
"=""1030011""","Norwalk School District","=""1030711""","Jefferson Magnet School",5,"ELL",24,2405,2430,25,"50.0%","67.9%"
"=""1030011""","Norwalk School District","=""1030711""","Jefferson Magnet School",5,"Non-ELL",73,2457,2491,33,"45.2%","63.4%"
"=""1030011""","Norwalk School District","=""1030811""","Kendall Elementary School",4,"ELL",22,2383,2423,40,"27.3%","63.4%"
"=""1030011""","Norwalk School District","=""1030811""","Kendall Elementary School",4,"Non-ELL",62,2407,2456,49,"32.3%","66.9%"
"=""1030011""","Norwalk School District","=""1030811""","Kendall Elementary School",5,"ELL",26,2423,2428,5,"19.2%","34.2%"
"=""1030011""","Norwalk School District","=""1030811""","Kendall Elementary School",5,"Non-ELL",56,2485,2497,12,"33.9%","45.6%"
"=""1030011""","Norwalk School District","=""1032211""","Marvin Elementary School",4,"ELL",8,"*","*","*","*","*"
"=""1030011""","Norwalk School District","=""1032211""","Marvin Elementary School",4,"Non-ELL",77,2419,2477,58,"41.6%","77.9%"
"=""1030011""","Norwalk School District","=""1032211""","Marvin Elementary School",5,"ELL",7,"*","*","*","*","*"
"=""1030011""","Norwalk School District","=""1032211""","Marvin Elementary School",5,"Non-ELL",57,2481,2503,22,"26.3%","51.2%"
"=""1030011""","Norwalk School District","=""1032111""","Naramake Elementary School",4,"ELL",10,"*","*","*","*","*"
"=""1030011""","Norwalk School District","=""1032111""","Naramake Elementary School",4,"Non-ELL",65,2421,2469,48,"44.6%","74.6%"
"=""1030011""","Norwalk School District","=""1032111""","Naramake Elementary School",5,"ELL","*","*","*","*","*","*"
"=""1030011""","Norwalk School District","=""1032111""","Naramake Elementary School",5,"Non-ELL","*",2462,2487,25,"32.7%","54.1%"
"=""1030011""","Norwalk School District","=""1035211""","Nathan Hale Middle School",6,"ELL",21,2410,2419,9,"23.8%","42.6%"
"=""1030011""","Norwalk School District","=""1035211""","Nathan Hale Middle School",6,"Non-ELL",206,2495,2505,10,"27.2%","46.0%"
"=""1030011""","Norwalk School District","=""1035211""","Nathan Hale Middle School",7,"ELL",15,"*","*","*","*","*"
"=""1030011""","Norwalk School District","=""1035211""","Nathan Hale Middle School",7,"Non-ELL",189,2516,2540,24,"41.3%","62.4%"
"=""1030011""","Norwalk School District","=""1035211""","Nathan Hale Middle School",8,"ELL",19,"*","*","*","*","*"
"=""1030011""","Norwalk School District","=""1035211""","Nathan Hale Middle School",8,"Non-ELL",171,2512,2526,14,"35.7%","52.8%"
"=""1030011""","Norwalk School District","=""1035311""","Ponus Ridge Middle School",6,"ELL",21,2370,2369,-1,"23.8%","40.0%"
"=""1030011""","Norwalk School District","=""1035311""","Ponus Ridge Middle School",6,"Non-ELL",172,2474,2469,-5,"17.4%","30.5%"
"=""1030011""","Norwalk School District","=""1035311""","Ponus Ridge Middle School",7,"ELL",20,2347,2400,52,"45.0%","70.0%"
"=""1030011""","Norwalk School District","=""1035311""","Ponus Ridge Middle School",7,"Non-ELL",193,2488,2509,21,"39.9%","57.2%"
"=""1030011""","Norwalk School District","=""1035311""","Ponus Ridge Middle School",8,"ELL",18,"*","*","*","*","*"
"=""1030011""","Norwalk School District","=""1035311""","Ponus Ridge Middle School",8,"Non-ELL",194,2483,2498,15,"32.0%","51.5%"
"=""1030011""","Norwalk School District","=""1035511""","Roton Middle School",6,"ELL",12,"*","*","*","*","*"
"=""1030011""","Norwalk School District","=""1035511""","Roton Middle School",6,"Non-ELL",129,2516,2528,12,"30.2%","49.3%"
"=""1030011""","Norwalk School District","=""1035511""","Roton Middle School",7,"ELL",25,2399,2420,21,"32.0%","51.0%"
"=""1030011""","Norwalk School District","=""1035511""","Roton Middle School",7,"Non-ELL",138,2511,2534,23,"39.9%","61.5%"
"=""1030011""","Norwalk School District","=""1035511""","Roton Middle School",8,"ELL",15,"*","*","*","*","*"
"=""1030011""","Norwalk School District","=""1035511""","Roton Middle School",8,"Non-ELL",128,2520,2538,18,"36.7%","53.1%"
"=""1030011""","Norwalk School District","=""1031311""","Rowayton School",4,"ELL","*","*","*","*","*","*"
"=""1030011""","Norwalk School District","=""1031311""","Rowayton School",4,"Non-ELL","*",2464,2534,70,"77.8%","95.2%"
"=""1030011""","Norwalk School District","=""1031311""","Rowayton School",5,"ELL","*","*","*","*","*","*"
"=""1030011""","Norwalk School District","=""1031311""","Rowayton School",5,"Non-ELL","*",2494,2554,60,"72.6%","92.8%"
"=""1030011""","Norwalk School District","=""1032311""","Silvermine Elementary School",4,"ELL",21,2390,2405,16,"9.5%","42.2%"
"=""1030011""","Norwalk School District","=""1032311""","Silvermine Elementary School",4,"Non-ELL",57,2427,2472,45,"38.6%","68.7%"
"=""1030011""","Norwalk School District","=""1032311""","Silvermine Elementary School",5,"ELL",23,2409,2439,30,"43.5%","65.8%"
"=""1030011""","Norwalk School District","=""1032311""","Silvermine Elementary School",5,"Non-ELL",49,2481,2498,17,"30.6%","50.6%"
"=""1030011""","Norwalk School District","=""1031411""","Tracey School",4,"ELL",12,"*","*","*","*","*"
"=""1030011""","Norwalk School District","=""1031411""","Tracey School",4,"Non-ELL",42,2434,2491,57,"52.4%","78.5%"
"=""1030011""","Norwalk School District","=""1031411""","Tracey School",5,"ELL",9,"*","*","*","*","*"
