"Smarter Balanced Growth Report, 2015-16"
"All Districts, ELL"

"District Code","District","School Code","School","English Learner Status (EL)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""2650013""","Interdistrict School for Arts and Comm District","=""2655113""","Interdistrict School For Arts And Communication","ELL",25,"24.0%","43.6%"
"=""2650013""","Interdistrict School for Arts and Comm District","=""2655113""","Interdistrict School For Arts And Communication","Non-ELL",227,"18.1%","31.8%"
"=""2610013""","Jumoke Academy District","=""2610113""","Jumoke Academy","Non-ELL",326,"35.3%","55.7%"
"=""0680011""","Kent School District","=""0680111""","Kent Center School","ELL","*","*","*"
"=""0680011""","Kent School District","=""0680111""","Kent Center School","Non-ELL","*","52.8%","70.5%"
"=""0690011""","Killingly School District","=""0695211""","Killingly Intermediate School","ELL",13,"*","*"
"=""0690011""","Killingly School District","=""0695211""","Killingly Intermediate School","Non-ELL",604,"41.6%","62.0%"
"=""0690011""","Killingly School District","=""0690311""","Killingly Memorial School","ELL",8,"*","*"
"=""0690011""","Killingly School District","=""0690311""","Killingly Memorial School","Non-ELL",144,"36.8%","70.3%"
"=""2450014""","Learn","=""2455014""","Dual Language & Arts Magnet Middle School","ELL",16,"*","*"
"=""2450014""","Learn","=""2455014""","Dual Language & Arts Magnet Middle School","Non-ELL",115,"30.4%","50.8%"
"=""2450014""","Learn","=""2451014""","LEARN SAILS Program at Salem","Non-ELL","*","*","*"
"=""2450014""","Learn","=""2450814""","Learn SAILS Middle School Program","Non-ELL","*","*","*"
"=""2450014""","Learn","=""2450114""","Regional Multicultural Magnet School","ELL",19,"*","*"
"=""2450014""","Learn","=""2450114""","Regional Multicultural Magnet School","Non-ELL",143,"50.3%","77.8%"
"=""0710011""","Lebanon School District","=""0710111""","Lebanon Elementary School","Non-ELL",65,"56.9%","85.3%"
"=""0710011""","Lebanon School District","=""0715111""","Lebanon Middle School","Non-ELL",267,"38.2%","60.8%"
"=""0720011""","Ledyard School District","=""0720411""","Gallup Hill School","ELL","*","*","*"
"=""0720011""","Ledyard School District","=""0720411""","Gallup Hill School","Non-ELL","*","43.9%","71.1%"
"=""0720011""","Ledyard School District","=""0720311""","Juliet W. Long School","ELL","*","*","*"
"=""0720011""","Ledyard School District","=""0720311""","Juliet W. Long School","Non-ELL","*","55.4%","79.1%"
"=""0720011""","Ledyard School District","=""0720111""","Ledyard Center School","Non-ELL",173,"47.4%","72.3%"
"=""0720011""","Ledyard School District","=""0725111""","Ledyard Middle School","ELL","*","*","*"
"=""0720011""","Ledyard School District","=""0725111""","Ledyard Middle School","Non-ELL","*","45.7%","62.9%"
"=""0730011""","Lisbon School District","=""0730111""","Lisbon Central School","ELL","*","*","*"
"=""0730011""","Lisbon School District","=""0730111""","Lisbon Central School","Non-ELL","*","43.1%","68.5%"
"=""0740011""","Litchfield School District","=""0740311""","Litchfield Intermediate School","Non-ELL",210,"67.6%","87.1%"
"=""0740011""","Litchfield School District","=""0746011""","Litchfield Middle School","Non-ELL",161,"43.5%","58.3%"
"=""0760011""","Madison School District","=""0760611""","Dr. Robert H. Brown Middle School","ELL","*","*","*"
"=""0760011""","Madison School District","=""0760611""","Dr. Robert H. Brown Middle School","Non-ELL","*","25.1%","41.2%"
"=""0760011""","Madison School District","=""0760211""","Island Avenue Elementary School","Non-ELL",51,"43.1%","70.5%"
"=""0760011""","Madison School District","=""0760111""","J. Milton Jeffrey Elementary School","Non-ELL",71,"45.1%","72.6%"
"=""0760011""","Madison School District","=""0760311""","Kathleen H. Ryerson Elementary School","Non-ELL",47,"46.8%","75.5%"
"=""0760011""","Madison School District","=""0765211""","Walter C. Polson Upper Middle School","Non-ELL",452,"52.0%","68.3%"
"=""0770011""","Manchester School District","=""0770111""","Bowers School","ELL","*","*","*"
"=""0770011""","Manchester School District","=""0770111""","Bowers School","Non-ELL","*","27.6%","57.7%"
"=""0770011""","Manchester School District","=""0770311""","Buckley School","ELL","*","*","*"
"=""0770011""","Manchester School District","=""0770311""","Buckley School","Non-ELL","*","60.4%","86.0%"
"=""0770011""","Manchester School District","=""0771711""","Elisabeth M. Bennet Academy","ELL",10,"*","*"
"=""0770011""","Manchester School District","=""0771711""","Elisabeth M. Bennet Academy","Non-ELL",378,"50.0%","70.1%"
"=""0770011""","Manchester School District","=""0770411""","Highland Park School","ELL","*","*","*"
"=""0770011""","Manchester School District","=""0770411""","Highland Park School","Non-ELL","*","27.3%","51.5%"
"=""0770011""","Manchester School District","=""0775311""","Illing Middle School","ELL",27,"18.5%","30.2%"
"=""0770011""","Manchester School District","=""0775311""","Illing Middle School","Non-ELL",672,"25.6%","43.1%"
"=""0770011""","Manchester School District","=""0770611""","Keeney School","ELL","*","*","*"
"=""0770011""","Manchester School District","=""0770611""","Keeney School","Non-ELL","*","24.4%","52.0%"
"=""0770011""","Manchester School District","=""0779011""","Manchester Regional Academy","Non-ELL",6,"*","*"
"=""0770011""","Manchester School District","=""0771611""","Martin School","ELL","*","*","*"
"=""0770011""","Manchester School District","=""0771611""","Martin School","Non-ELL","*","18.1%","42.0%"
"=""0770011""","Manchester School District","=""0771011""","Robertson School","ELL","*","*","*"
"=""0770011""","Manchester School District","=""0771011""","Robertson School","Non-ELL","*","37.3%","69.6%"
"=""0770011""","Manchester School District","=""0771211""","Verplanck School","ELL",14,"*","*"
"=""0770011""","Manchester School District","=""0771211""","Verplanck School","Non-ELL",94,"24.5%","51.3%"
"=""0770011""","Manchester School District","=""0771311""","Waddell School","ELL",6,"*","*"
"=""0770011""","Manchester School District","=""0771311""","Waddell School","Non-ELL",83,"24.1%","51.0%"
"=""0770011""","Manchester School District","=""0771411""","Washington School","ELL","*","*","*"
"=""0770011""","Manchester School District","=""0771411""","Washington School","Non-ELL","*","28.9%","50.5%"
"=""0780011""","Mansfield School District","=""0780411""","Annie E. Vinton School","Non-ELL",47,"78.7%","95.4%"
"=""0780011""","Mansfield School District","=""0780211""","Dorothy C. Goodwin School","Non-ELL",19,"*","*"
"=""0780011""","Mansfield School District","=""0785111""","Mansfield Middle School School","ELL",6,"*","*"
"=""0780011""","Mansfield School District","=""0785111""","Mansfield Middle School School","Non-ELL",420,"51.0%","66.9%"
"=""0780011""","Mansfield School District","=""0780511""","Southeast Elementary School","ELL","*","*","*"
"=""0780011""","Mansfield School District","=""0780511""","Southeast Elementary School","Non-ELL","*","57.8%","81.4%"
"=""0790011""","Marlborough School District","=""0790111""","Elmer Thienes-Mary Hall Elementary School","Non-ELL",252,"60.3%","84.1%"
"=""0800011""","Meriden School District","=""0800111""","Benjamin Franklin School","ELL","*","*","*"
"=""0800011""","Meriden School District","=""0800111""","Benjamin Franklin School","Non-ELL","*","40.4%","72.4%"
"=""0800011""","Meriden School District","=""0801111""","Casimir Pulaski School","ELL",28,"53.6%","84.2%"
"=""0800011""","Meriden School District","=""0801111""","Casimir Pulaski School","Non-ELL",179,"55.3%","80.6%"
"=""0800011""","Meriden School District","=""0800311""","Hanover School","ELL",34,"32.4%","54.6%"
"=""0800011""","Meriden School District","=""0800311""","Hanover School","Non-ELL",106,"29.2%","59.7%"
"=""0800011""","Meriden School District","=""0800411""","Israel Putnam School","ELL",9,"*","*"
"=""0800011""","Meriden School District","=""0800411""","Israel Putnam School","Non-ELL",159,"29.6%","59.9%"
"=""0800011""","Meriden School District","=""0800511""","John Barry School","ELL",23,"47.8%","65.1%"
"=""0800011""","Meriden School District","=""0800511""","John Barry School","Non-ELL",124,"46.8%","76.9%"
"=""0800011""","Meriden School District","=""0805211""","Lincoln Middle School","ELL",84,"41.7%","57.9%"
"=""0800011""","Meriden School District","=""0805211""","Lincoln Middle School","Non-ELL",556,"48.0%","67.2%"
"=""0800011""","Meriden School District","=""0800711""","Nathan Hale School","ELL",25,"40.0%","78.2%"
"=""0800011""","Meriden School District","=""0800711""","Nathan Hale School","Non-ELL",156,"42.9%","71.1%"
"=""0800011""","Meriden School District","=""0800811""","Roger Sherman School","ELL",25,"36.0%","62.0%"
"=""0800011""","Meriden School District","=""0800811""","Roger Sherman School","Non-ELL",108,"31.5%","58.7%"
"=""0800011""","Meriden School District","=""0800911""","STEP-Meriden School District","Non-ELL","*","*","*"
"=""0800011""","Meriden School District","=""0801211""","STEPS-Meriden School District","ELL","*","*","*"
"=""0800011""","Meriden School District","=""0801211""","STEPS-Meriden School District","Non-ELL","*","*","*"
"=""0800011""","Meriden School District","=""0801011""","Thomas Hooker School","ELL","*","*","*"
"=""0800011""","Meriden School District","=""0801011""","Thomas Hooker School","Non-ELL","*","63.3%","91.2%"
"=""0800011""","Meriden School District","=""0805411""","Washington Middle School","ELL",55,"30.9%","52.7%"
"=""0800011""","Meriden School District","=""0805411""","Washington Middle School","Non-ELL",519,"30.6%","49.7%"
"=""0830011""","Middletown School District","=""0830211""","Bielefield School","ELL","*","*","*"
"=""0830011""","Middletown School District","=""0830211""","Bielefield School","Non-ELL","*","27.1%","61.1%"
"=""0830011""","Middletown School District","=""0830511""","Farm Hill School","ELL","*","*","*"
"=""0830011""","Middletown School District","=""0830511""","Farm Hill School","Non-ELL","*","24.5%","50.5%"
"=""0830011""","Middletown School District","=""0830711""","ICM - Lawrence","Non-ELL","*","*","*"
"=""0830011""","Middletown School District","=""0832011""","ICM - Spencer","ELL","*","*","*"
"=""0830011""","Middletown School District","=""0832011""","ICM - Spencer","Non-ELL","*","*","*"
"=""0830011""","Middletown School District","=""0831511""","Keigwin Middle School","ELL","*","*","*"
"=""0830011""","Middletown School District","=""0831511""","Keigwin Middle School","Non-ELL","*","40.6%","60.0%"
"=""0830011""","Middletown School District","=""0831311""","Lawrence School","ELL","*","*","*"
"=""0830011""","Middletown School District","=""0831311""","Lawrence School","Non-ELL","*","60.8%","82.6%"
"=""0830011""","Middletown School District","=""0830911""","MacDonough School","ELL","*","*","*"
"=""0830011""","Middletown School District","=""0830911""","MacDonough School","Non-ELL","*","22.2%","50.0%"
"=""0830011""","Middletown School District","=""0831211""","Moody School","Non-ELL",86,"48.8%","71.1%"
"=""0830011""","Middletown School District","=""0830311""","OASIS","Non-ELL","*","*","*"
"=""0830011""","Middletown School District","=""0832111""","STEM - Macdonough","Non-ELL",20,"75.0%","84.5%"
"=""0830011""","Middletown School District","=""0831111""","Snow School","ELL","*","*","*"
"=""0830011""","Middletown School District","=""0831111""","Snow School","Non-ELL","*","34.3%","59.5%"
"=""0830011""","Middletown School District","=""0830111""","Spencer School","ELL","*","*","*"
"=""0830011""","Middletown School District","=""0830111""","Spencer School","Non-ELL","*","36.5%","66.4%"
"=""0830011""","Middletown School District","=""0831411""","Wesley School","ELL","*","*","*"
"=""0830011""","Middletown School District","=""0831411""","Wesley School","Non-ELL","*","66.3%","83.3%"
"=""0830011""","Middletown School District","=""0835411""","Woodrow Wilson Middle School","ELL",14,"*","*"
"=""0830011""","Middletown School District","=""0835411""","Woodrow Wilson Middle School","Non-ELL",619,"32.5%","47.1%"
"=""0840011""","Milford School District","=""0840111""","Calf Pen Meadow School","ELL","*","*","*"
"=""0840011""","Milford School District","=""0840111""","Calf Pen Meadow School","Non-ELL","*","53.8%","79.7%"
"=""0840011""","Milford School District","=""0845111""","East Shore Middle School","ELL","*","*","*"
"=""0840011""","Milford School District","=""0845111""","East Shore Middle School","Non-ELL","*","38.9%","56.6%"
"=""0840011""","Milford School District","=""0845211""","Harborside Middle School","ELL","*","*","*"
"=""0840011""","Milford School District","=""0845211""","Harborside Middle School","Non-ELL","*","50.9%","68.6%"
"=""0840011""","Milford School District","=""0841911""","J. F. Kennedy School","ELL","*","*","*"
"=""0840011""","Milford School District","=""0841911""","J. F. Kennedy School","Non-ELL","*","33.3%","68.0%"
"=""0840011""","Milford School District","=""0841611""","Live Oaks School","ELL","*","*","*"
"=""0840011""","Milford School District","=""0841611""","Live Oaks School","Non-ELL","*","37.6%","63.8%"
"=""0840011""","Milford School District","=""0841711""","Mathewson School","ELL","*","*","*"
"=""0840011""","Milford School District","=""0841711""","Mathewson School","Non-ELL","*","41.8%","71.7%"
"=""0840011""","Milford School District","=""0840711""","Meadowside School","ELL","*","*","*"
"=""0840011""","Milford School District","=""0840711""","Meadowside School","Non-ELL","*","47.6%","72.9%"
"=""0840011""","Milford School District","=""0840811""","Orange Avenue School","ELL","*","*","*"
"=""0840011""","Milford School District","=""0840811""","Orange Avenue School","Non-ELL","*","74.8%","98.0%"
"=""0840011""","Milford School District","=""0841811""","Orchard Hills School","ELL","*","*","*"
"=""0840011""","Milford School District","=""0841811""","Orchard Hills School","Non-ELL","*","37.0%","64.4%"
"=""0840011""","Milford School District","=""0841011""","Pumpkin Delight School","ELL","*","*","*"
"=""0840011""","Milford School District","=""0841011""","Pumpkin Delight School","Non-ELL","*","64.7%","88.4%"
"=""0840011""","Milford School District","=""0845311""","West Shore Middle School","ELL","*","*","*"
"=""0840011""","Milford School District","=""0845311""","West Shore Middle School","Non-ELL","*","41.0%","57.3%"
"=""0850011""","Monroe School District","=""0850511""","Fawn Hollow Elementary School","Non-ELL",170,"45.3%","70.8%"
"=""0850011""","Monroe School District","=""0855211""","Jockey Hollow School","ELL","*","*","*"
"=""0850011""","Monroe School District","=""0855211""","Jockey Hollow School","Non-ELL","*","46.8%","66.6%"
"=""0850011""","Monroe School District","=""0850111""","Monroe Elementary School","Non-ELL",105,"64.8%","82.8%"
"=""0850011""","Monroe School District","=""0850311""","Stepney Elementary School","ELL","*","*","*"
"=""0850011""","Monroe School District","=""0850311""","Stepney Elementary School","Non-ELL","*","58.8%","84.4%"
"=""0860011""","Montville School District","=""0860711""","Dr. Charles E. Murphy School","ELL","*","*","*"
"=""0860011""","Montville School District","=""0860711""","Dr. Charles E. Murphy School","Non-ELL","*","48.1%","75.3%"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School","ELL","*","*","*"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School","Non-ELL","*","36.7%","57.4%"
"=""0860011""","Montville School District","=""0860111""","Mohegan School","ELL",7,"*","*"
"=""0860011""","Montville School District","=""0860111""","Mohegan School","Non-ELL",98,"57.1%","83.1%"
"=""0860011""","Montville School District","=""0860511""","Oakdale School","ELL","*","*","*"
"=""0860011""","Montville School District","=""0860511""","Oakdale School","Non-ELL","*","78.2%","98.6%"
"=""0880011""","Naugatuck School District","=""0880811""","Andrew Avenue School","ELL","*","*","*"
"=""0880011""","Naugatuck School District","=""0880811""","Andrew Avenue School","Non-ELL","*","30.0%","61.2%"
"=""0880011""","Naugatuck School District","=""0885111""","City Hill Middle School","ELL",13,"*","*"
"=""0880011""","Naugatuck School District","=""0885111""","City Hill Middle School","Non-ELL",619,"25.4%","40.7%"
"=""0880011""","Naugatuck School District","=""0880211""","Cross Street Intermediate School","ELL",11,"*","*"
"=""0880011""","Naugatuck School District","=""0880211""","Cross Street Intermediate School","Non-ELL",282,"49.3%","68.2%"
"=""0880011""","Naugatuck School District","=""0880411""","Hillside Intermediate School","ELL",14,"*","*"
"=""0880011""","Naugatuck School District","=""0880411""","Hillside Intermediate School","Non-ELL",286,"29.7%","53.4%"
"=""0880011""","Naugatuck School District","=""0880511""","Hop Brook Elementary School","ELL","*","*","*"
"=""0880011""","Naugatuck School District","=""0880511""","Hop Brook Elementary School","Non-ELL","*","31.9%","67.1%"
"=""0880011""","Naugatuck School District","=""0880311""","Maple Hill School","ELL",6,"*","*"
"=""0880011""","Naugatuck School District","=""0880311""","Maple Hill School","Non-ELL",101,"18.8%","59.0%"
"=""0880011""","Naugatuck School District","=""0880611""","Salem School","ELL","*","*","*"
"=""0880011""","Naugatuck School District","=""0880611""","Salem School","Non-ELL","*","47.7%","78.7%"
"=""0880011""","Naugatuck School District","=""0880711""","Western School","ELL","*","*","*"
"=""0880011""","Naugatuck School District","=""0880711""","Western School","Non-ELL","*","57.9%","89.9%"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy","Non-ELL",169,"31.4%","54.3%"
"=""0890011""","New Britain School District","=""0899111""","Alternative Center School","ELL","*","*","*"
"=""0890011""","New Britain School District","=""0899111""","Alternative Center School","Non-ELL","*","*","*"
"=""0890011""","New Britain School District","=""0891011""","Behavior Support","Non-ELL","*","*","*"
"=""0890011""","New Britain School District","=""0890311""","Chamberlain  Elementary School","ELL",12,"*","*"
"=""0890011""","New Britain School District","=""0890311""","Chamberlain  Elementary School","Non-ELL",108,"9.3%","25.6%"
"=""0890011""","New Britain School District","=""0891111""","Frank J. DiLoreto School","ELL",116,"19.8%","39.5%"
"=""0890011""","New Britain School District","=""0891111""","Frank J. DiLoreto School","Non-ELL",275,"20.0%","42.7%"
"=""0890011""","New Britain School District","=""0890511""","Gaffney School","ELL",9,"*","*"
"=""0890011""","New Britain School District","=""0890511""","Gaffney School","Non-ELL",97,"17.5%","44.1%"
"=""0890011""","New Britain School District","=""0890611""","Holmes School","ELL",18,"*","*"
"=""0890011""","New Britain School District","=""0890611""","Holmes School","Non-ELL",95,"48.4%","75.7%"
"=""0890011""","New Britain School District","=""0895411""","House of Arts Letters and Science (HALS)  Academy","Non-ELL",146,"32.9%","48.9%"
"=""0890011""","New Britain School District","=""0890711""","Jefferson School","ELL",31,"29.0%","54.0%"
"=""0890011""","New Britain School District","=""0890711""","Jefferson School","Non-ELL",91,"24.2%","48.5%"
"=""0890011""","New Britain School District","=""0890811""","Lincoln School","ELL",29,"31.0%","53.0%"
"=""0890011""","New Britain School District","=""0890811""","Lincoln School","Non-ELL",118,"11.9%","35.8%"
"=""0890011""","New Britain School District","=""0899011""","New Britain Transition Center","ELL","*","*","*"
"=""0890011""","New Britain School District","=""0899011""","New Britain Transition Center","Non-ELL","*","*","*"
"=""0890011""","New Britain School District","=""0890911""","Northend School","ELL","*","*","*"
"=""0890011""","New Britain School District","=""0890911""","Northend School","Non-ELL","*","18.4%","44.0%"
"=""0890011""","New Britain School District","=""0895311""","Pulaski Middle School","ELL",105,"33.3%","53.5%"
"=""0890011""","New Britain School District","=""0895311""","Pulaski Middle School","Non-ELL",532,"29.1%","46.5%"
"=""0890011""","New Britain School District","=""0895211""","Slade Middle School","ELL",69,"34.8%","56.1%"
"=""0890011""","New Britain School District","=""0895211""","Slade Middle School","Non-ELL",556,"26.1%","42.4%"
"=""0890011""","New Britain School District","=""0891211""","Smalley Academy","ELL",36,"13.9%","44.3%"
"=""0890011""","New Britain School District","=""0891211""","Smalley Academy","Non-ELL",123,"21.1%","44.1%"
"=""0890011""","New Britain School District","=""0891311""","Smith School","ELL",12,"*","*"
"=""0890011""","New Britain School District","=""0891311""","Smith School","Non-ELL",160,"16.9%","34.6%"
"=""0890011""","New Britain School District","=""0891811""","Steps","ELL",6,"*","*"
"=""0890011""","New Britain School District","=""0891811""","Steps","Non-ELL",19,"*","*"
"=""0890011""","New Britain School District","=""0890411""","Sunrise Intermediate","Non-ELL",8,"*","*"
"=""0890011""","New Britain School District","=""0890211""","Sunrise Primary","ELL","*","*","*"
"=""0890011""","New Britain School District","=""0891511""","Vance School","ELL",9,"*","*"
"=""0890011""","New Britain School District","=""0891511""","Vance School","Non-ELL",140,"18.6%","44.2%"
"=""0900011""","New Canaan School District","=""0900411""","East School","ELL","*","*","*"
"=""0900011""","New Canaan School District","=""0900411""","East School","Non-ELL","*","88.3%","100.0%"
"=""0900011""","New Canaan School District","=""0905111""","Saxe Middle School","ELL",8,"*","*"
"=""0900011""","New Canaan School District","=""0905111""","Saxe Middle School","Non-ELL",1238,"55.3%","73.3%"
"=""0900011""","New Canaan School District","=""0900211""","South School","Non-ELL",117,"69.2%","89.9%"
"=""0900011""","New Canaan School District","=""0900311""","West School","ELL","*","*","*"
"=""0900011""","New Canaan School District","=""0900311""","West School","Non-ELL","*","73.8%","93.3%"
"=""0910011""","New Fairfield School District","=""0910211""","Meeting House Hill School","ELL",6,"*","*"
"=""0910011""","New Fairfield School District","=""0910211""","Meeting House Hill School","Non-ELL",278,"52.2%","78.1%"
"=""0910011""","New Fairfield School District","=""0915211""","New Fairfield Middle School","ELL","*","*","*"
"=""0910011""","New Fairfield School District","=""0915211""","New Fairfield Middle School","Non-ELL","*","62.5%","80.6%"
"=""0920011""","New Hartford School District","=""0920311""","Ann Antolini School","Non-ELL",196,"32.1%","56.8%"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School","ELL",23,"17.4%","45.0%"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School","Non-ELL",193,"31.6%","54.4%"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School","ELL",26,"30.8%","52.8%"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School","Non-ELL",216,"36.6%","57.9%"
"=""0930011""","New Haven School District","=""0930311""","Beecher School","ELL","*","*","*"
"=""0930011""","New Haven School District","=""0930311""","Beecher School","Non-ELL","*","32.7%","54.4%"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School","ELL",20,"40.0%","60.1%"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School","Non-ELL",210,"38.1%","62.6%"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School","ELL",14,"*","*"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School","Non-ELL",416,"49.3%","69.7%"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School","ELL",13,"*","*"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School","Non-ELL",196,"37.2%","59.9%"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School","ELL",11,"*","*"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School","Non-ELL",167,"39.5%","62.3%"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School","ELL",10,"*","*"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School","Non-ELL",151,"26.5%","50.7%"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy","ELL",61,"47.5%","71.0%"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy","Non-ELL",196,"44.4%","64.8%"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School","ELL",73,"45.2%","66.2%"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School","Non-ELL",188,"42.6%","66.5%"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy","ELL",78,"37.2%","62.6%"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy","Non-ELL",129,"38.0%","61.1%"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School","ELL",27,"44.4%","73.9%"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School","Non-ELL",290,"54.8%","78.1%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School","ELL","*","*","*"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School","Non-ELL","*","33.8%","57.4%"
"=""0930011""","New Haven School District","=""0935611""","Domus Academy","ELL","*","*","*"
"=""0930011""","New Haven School District","=""0935611""","Domus Academy","Non-ELL","*","*","*"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School","ELL",27,"29.6%","62.6%"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School","Non-ELL",192,"39.6%","64.8%"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School","ELL",8,"*","*"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School","Non-ELL",217,"37.3%","58.7%"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School","ELL","*","*","*"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School","Non-ELL","*","47.4%","66.5%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School","ELL",195,"40.5%","59.9%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School","Non-ELL",180,"31.1%","53.2%"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy","ELL",69,"23.2%","56.8%"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy","Non-ELL",166,"36.7%","55.9%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels","ELL",62,"35.5%","60.9%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels","Non-ELL",157,"45.2%","67.2%"
"=""0930011""","New Haven School District","=""0930811""","John S. Martinez School","ELL",115,"58.3%","76.1%"
"=""0930011""","New Haven School District","=""0930811""","John S. Martinez School","Non-ELL",163,"55.2%","82.9%"
"=""0930011""","New Haven School District","=""0933011""","King/Robinson Magnet School","ELL",7,"*","*"
"=""0930011""","New Haven School District","=""0933011""","King/Robinson Magnet School","Non-ELL",224,"41.1%","63.9%"
"=""0930011""","New Haven School District","=""0932011""","Lincoln-Bassett School","ELL","*","*","*"
"=""0930011""","New Haven School District","=""0932011""","Lincoln-Bassett School","Non-ELL","*","71.3%","95.0%"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School","ELL",15,"*","*"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School","Non-ELL",209,"47.8%","69.7%"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School","ELL",17,"*","*"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School","Non-ELL",213,"41.3%","63.3%"
"=""0930011""","New Haven School District","=""0933511""","Quinnipiac Real World Math STEM School","ELL",12,"*","*"
"=""0930011""","New Haven School District","=""0933511""","Quinnipiac Real World Math STEM School","Non-ELL",27,"40.7%","71.5%"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School","ELL",24,"16.7%","38.4%"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School","Non-ELL",294,"22.1%","43.0%"
"=""0930011""","New Haven School District","=""0932811""","Strong 21st Century Communications Magnet and SCSU Lab School","ELL",22,"31.8%","70.3%"
"=""0930011""","New Haven School District","=""0932811""","Strong 21st Century Communications Magnet and SCSU Lab School","Non-ELL",51,"33.3%","70.5%"
"=""0930011""","New Haven School District","=""0932911""","Truman School","ELL",87,"62.1%","82.3%"
"=""0930011""","New Haven School District","=""0932911""","Truman School","Non-ELL",128,"43.8%","70.4%"
"=""0930011""","New Haven School District","=""0934911""","West Rock Authors Academy","ELL","*","*","*"
"=""0930011""","New Haven School District","=""0934911""","West Rock Authors Academy","Non-ELL","*","*","*"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School","ELL","*","*","*"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School","Non-ELL","*","21.7%","44.3%"
"=""0930011""","New Haven School District","=""0933811""","Worthington Hooker School","ELL",13,"*","*"
"=""0930011""","New Haven School District","=""0933811""","Worthington Hooker School","Non-ELL",161,"60.2%","78.9%"
"=""0950011""","New London School District","=""0955111""","Bennie Dover Jackson Middle School","ELL",96,"31.3%","46.9%"
"=""0950011""","New London School District","=""0955111""","Bennie Dover Jackson Middle School","Non-ELL",424,"27.4%","47.6%"
"=""0950011""","New London School District","=""0950311""","Jennings School","ELL",68,"17.6%","45.9%"
"=""0950011""","New London School District","=""0950311""","Jennings School","Non-ELL",85,"15.3%","40.6%"
"=""0950011""","New London School District","=""0950911""","Nathan Hale Arts Magnet School","ELL",21,"19.0%","50.6%"
"=""0950011""","New London School District","=""0950911""","Nathan Hale Arts Magnet School","Non-ELL",151,"21.9%","45.3%"
"=""0950011""","New London School District","=""0950811""","Winthrop STEM Elementary Magnet School","ELL",28,"28.6%","58.9%"
"=""0950011""","New London School District","=""0950811""","Winthrop STEM Elementary Magnet School","Non-ELL",120,"45.8%","70.2%"
"=""0960011""","New Milford School District","=""0960911""","Sarah Noble Intermediate School","ELL",21,"42.9%","69.1%"
