"Smarter Balanced Growth Report, 2015-16"
"All Districts, Gender"

"District Code","District","School Code","School","Gender","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0890011""","New Britain School District","=""0890811""","Lincoln School","Female",73,"17.8%","38.7%"
"=""0890011""","New Britain School District","=""0899011""","New Britain Transition Center","Male","*","*","*"
"=""0890011""","New Britain School District","=""0899011""","New Britain Transition Center","Female","*","*","*"
"=""0890011""","New Britain School District","=""0890911""","Northend School","Male",37,"16.2%","40.0%"
"=""0890011""","New Britain School District","=""0890911""","Northend School","Female",41,"24.4%","50.9%"
"=""0890011""","New Britain School District","=""0895311""","Pulaski Middle School","Male",363,"30.3%","47.3%"
"=""0890011""","New Britain School District","=""0895311""","Pulaski Middle School","Female",274,"29.2%","48.0%"
"=""0890011""","New Britain School District","=""0895211""","Slade Middle School","Male",342,"29.2%","44.8%"
"=""0890011""","New Britain School District","=""0895211""","Slade Middle School","Female",283,"24.4%","42.8%"
"=""0890011""","New Britain School District","=""0891211""","Smalley Academy","Male",77,"26.0%","50.0%"
"=""0890011""","New Britain School District","=""0891211""","Smalley Academy","Female",82,"13.4%","38.7%"
"=""0890011""","New Britain School District","=""0891311""","Smith School","Male",91,"24.2%","39.4%"
"=""0890011""","New Britain School District","=""0891311""","Smith School","Female",81,"8.6%","30.2%"
"=""0890011""","New Britain School District","=""0891811""","Steps","Male","*","21.7%","31.1%"
"=""0890011""","New Britain School District","=""0891811""","Steps","Female","*","*","*"
"=""0890011""","New Britain School District","=""0890411""","Sunrise Intermediate","Male",8,"*","*"
"=""0890011""","New Britain School District","=""0890211""","Sunrise Primary","Male","*","*","*"
"=""0890011""","New Britain School District","=""0891511""","Vance School","Male",77,"24.7%","49.0%"
"=""0890011""","New Britain School District","=""0891511""","Vance School","Female",72,"12.5%","39.2%"
"=""0900011""","New Canaan School District","=""0900411""","East School","Male",72,"87.5%","100.0%"
"=""0900011""","New Canaan School District","=""0900411""","East School","Female",41,"90.2%","100.0%"
"=""0900011""","New Canaan School District","=""0905111""","Saxe Middle School","Male",635,"54.5%","71.9%"
"=""0900011""","New Canaan School District","=""0905111""","Saxe Middle School","Female",611,"55.6%","74.7%"
"=""0900011""","New Canaan School District","=""0900211""","South School","Male",66,"66.7%","88.9%"
"=""0900011""","New Canaan School District","=""0900211""","South School","Female",51,"72.5%","91.1%"
"=""0900011""","New Canaan School District","=""0900311""","West School","Male",36,"66.7%","89.2%"
"=""0900011""","New Canaan School District","=""0900311""","West School","Female",45,"80.0%","97.0%"
"=""0910011""","New Fairfield School District","=""0910211""","Meeting House Hill School","Male",148,"59.5%","81.4%"
"=""0910011""","New Fairfield School District","=""0910211""","Meeting House Hill School","Female",136,"44.1%","75.1%"
"=""0910011""","New Fairfield School District","=""0915211""","New Fairfield Middle School","Male",255,"62.7%","79.5%"
"=""0910011""","New Fairfield School District","=""0915211""","New Fairfield Middle School","Female",240,"61.3%","80.6%"
"=""0920011""","New Hartford School District","=""0920311""","Ann Antolini School","Male",91,"31.9%","59.5%"
"=""0920011""","New Hartford School District","=""0920311""","Ann Antolini School","Female",105,"32.4%","54.5%"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School","Male",115,"30.4%","53.8%"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School","Female",101,"29.7%","53.0%"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School","Male",129,"34.1%","53.3%"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School","Female",113,"38.1%","62.0%"
"=""0930011""","New Haven School District","=""0930311""","Beecher School","Male",111,"36.9%","58.8%"
"=""0930011""","New Haven School District","=""0930311""","Beecher School","Female",102,"30.4%","51.2%"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School","Male",126,"37.3%","61.3%"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School","Female",104,"39.4%","63.7%"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School","Male",148,"45.3%","65.4%"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School","Female",282,"51.4%","71.7%"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School","Male",92,"34.8%","60.0%"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School","Female",117,"41.9%","61.9%"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School","Male",93,"37.6%","59.4%"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School","Female",85,"41.2%","64.4%"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School","Male",81,"24.7%","51.0%"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School","Female",80,"28.8%","50.9%"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy","Male",128,"42.2%","64.8%"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy","Female",129,"48.1%","67.7%"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School","Male",146,"38.4%","60.4%"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School","Female",115,"49.6%","74.0%"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy","Male",102,"36.3%","59.1%"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy","Female",105,"39.0%","64.2%"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School","Male",143,"53.8%","76.9%"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School","Female",174,"54.0%","78.5%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School","Male",100,"33.0%","56.2%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School","Female",117,"34.2%","58.4%"
"=""0930011""","New Haven School District","=""0935611""","Domus Academy","Male","*","*","*"
"=""0930011""","New Haven School District","=""0935611""","Domus Academy","Female","*","*","*"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School","Male",107,"32.7%","58.6%"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School","Female",112,"43.8%","70.1%"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School","Male",112,"32.1%","51.5%"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School","Female",113,"45.1%","68.3%"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School","Male",170,"48.8%","65.9%"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School","Female",80,"43.8%","67.3%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School","Male",178,"36.0%","55.4%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School","Female",197,"36.0%","57.9%"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy","Male",115,"33.0%","56.6%"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy","Female",120,"32.5%","55.7%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels","Male",119,"40.3%","60.8%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels","Female",100,"45.0%","70.9%"
"=""0930011""","New Haven School District","=""0930811""","John S. Martinez School","Male",159,"54.7%","79.1%"
"=""0930011""","New Haven School District","=""0930811""","John S. Martinez School","Female",119,"58.8%","81.3%"
"=""0930011""","New Haven School District","=""0933011""","King/Robinson Magnet School","Male",125,"43.2%","66.0%"
"=""0930011""","New Haven School District","=""0933011""","King/Robinson Magnet School","Female",106,"40.6%","63.3%"
"=""0930011""","New Haven School District","=""0932011""","Lincoln-Bassett School","Male",33,"69.7%","96.8%"
"=""0930011""","New Haven School District","=""0932011""","Lincoln-Bassett School","Female",52,"69.2%","93.2%"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School","Male",120,"52.5%","73.8%"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School","Female",104,"43.3%","66.6%"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School","Male",126,"39.7%","59.9%"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School","Female",104,"44.2%","68.4%"
"=""0930011""","New Haven School District","=""0933511""","Quinnipiac Real World Math STEM School","Male",17,"*","*"
"=""0930011""","New Haven School District","=""0933511""","Quinnipiac Real World Math STEM School","Female",22,"13.6%","62.1%"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School","Male",146,"19.9%","39.4%"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School","Female",172,"23.3%","45.4%"
"=""0930011""","New Haven School District","=""0932811""","Strong 21st Century Communications Magnet and SCSU Lab School","Male",37,"37.8%","73.5%"
"=""0930011""","New Haven School District","=""0932811""","Strong 21st Century Communications Magnet and SCSU Lab School","Female",36,"27.8%","67.3%"
"=""0930011""","New Haven School District","=""0932911""","Truman School","Male",108,"49.1%","72.0%"
"=""0930011""","New Haven School District","=""0932911""","Truman School","Female",107,"53.3%","78.4%"
"=""0930011""","New Haven School District","=""0934911""","West Rock Authors Academy","Male",11,"*","*"
"=""0930011""","New Haven School District","=""0934911""","West Rock Authors Academy","Female",8,"*","*"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School","Male",88,"22.7%","42.9%"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School","Female",67,"20.9%","46.2%"
"=""0930011""","New Haven School District","=""0933811""","Worthington Hooker School","Male",85,"60.0%","78.0%"
"=""0930011""","New Haven School District","=""0933811""","Worthington Hooker School","Female",89,"62.9%","82.6%"
"=""0950011""","New London School District","=""0955111""","Bennie Dover Jackson Middle School","Male",278,"25.5%","44.1%"
"=""0950011""","New London School District","=""0955111""","Bennie Dover Jackson Middle School","Female",242,"31.0%","51.4%"
"=""0950011""","New London School District","=""0950311""","Jennings School","Male",72,"15.3%","42.8%"
"=""0950011""","New London School District","=""0950311""","Jennings School","Female",81,"17.3%","43.1%"
"=""0950011""","New London School District","=""0950911""","Nathan Hale Arts Magnet School","Male",77,"24.7%","50.5%"
"=""0950011""","New London School District","=""0950911""","Nathan Hale Arts Magnet School","Female",95,"18.9%","42.2%"
"=""0950011""","New London School District","=""0950811""","Winthrop STEM Elementary Magnet School","Male",84,"39.3%","64.7%"
"=""0950011""","New London School District","=""0950811""","Winthrop STEM Elementary Magnet School","Female",64,"46.9%","72.6%"
"=""0960011""","New Milford School District","=""0960911""","Sarah Noble Intermediate School","Male",321,"54.5%","80.6%"
"=""0960011""","New Milford School District","=""0960911""","Sarah Noble Intermediate School","Female",265,"50.9%","75.7%"
"=""0960011""","New Milford School District","=""0965211""","Schaghticoke Middle School","Male",466,"38.8%","55.0%"
"=""0960011""","New Milford School District","=""0965211""","Schaghticoke Middle School","Female",386,"37.6%","55.6%"
"=""0940011""","Newington School District","=""0940611""","Anna Reynolds School","Male",39,"43.6%","71.8%"
"=""0940011""","Newington School District","=""0940611""","Anna Reynolds School","Female",46,"65.2%","90.1%"
"=""0940011""","Newington School District","=""0940211""","Elizabeth Green School","Male",25,"24.0%","58.8%"
"=""0940011""","Newington School District","=""0940211""","Elizabeth Green School","Female",34,"44.1%","71.7%"
"=""0940011""","Newington School District","=""0940811""","John Paterson School","Male",36,"36.1%","68.1%"
"=""0940011""","Newington School District","=""0940811""","John Paterson School","Female",41,"36.6%","67.2%"
"=""0940011""","Newington School District","=""0945311""","John Wallace Middle School","Male",343,"37.9%","52.2%"
"=""0940011""","Newington School District","=""0945311""","John Wallace Middle School","Female",290,"41.0%","60.4%"
"=""0940011""","Newington School District","=""0945111""","Martin Kellogg Middle School","Male",305,"34.8%","50.8%"
"=""0940011""","Newington School District","=""0945111""","Martin Kellogg Middle School","Female",289,"36.7%","54.0%"
"=""0940011""","Newington School District","=""0940711""","Ruth Chaffee School","Male",35,"5.7%","26.1%"
"=""0940011""","Newington School District","=""0940711""","Ruth Chaffee School","Female",35,"37.1%","59.6%"
"=""0970011""","Newtown School District","=""0970111""","Hawley Elementary School","Male",34,"61.8%","86.0%"
"=""0970011""","Newtown School District","=""0970111""","Hawley Elementary School","Female",35,"57.1%","87.6%"
"=""0970011""","Newtown School District","=""0970411""","Head O'Meadow Elementary School","Male",39,"71.8%","98.0%"
"=""0970011""","Newtown School District","=""0970411""","Head O'Meadow Elementary School","Female",32,"65.6%","91.7%"
"=""0970011""","Newtown School District","=""0970311""","Middle Gate Elementary School","Male",39,"33.3%","58.8%"
"=""0970011""","Newtown School District","=""0970311""","Middle Gate Elementary School","Female",39,"30.8%","62.5%"
"=""0970011""","Newtown School District","=""0975111""","Newtown Middle School","Male",404,"52.5%","68.1%"
"=""0970011""","Newtown School District","=""0975111""","Newtown Middle School","Female",359,"54.0%","69.8%"
"=""0970011""","Newtown School District","=""0970511""","Reed Intermediate School","Male",325,"68.9%","88.5%"
"=""0970011""","Newtown School District","=""0970511""","Reed Intermediate School","Female",329,"70.5%","88.6%"
"=""0970011""","Newtown School District","=""0970211""","Sandy Hook Elementary School","Male",34,"47.1%","72.0%"
"=""0970011""","Newtown School District","=""0970211""","Sandy Hook Elementary School","Female",33,"39.4%","71.3%"
"=""0980011""","Norfolk School District","=""0980111""","Botelle Elementary School","Male",20,"55.0%","75.4%"
"=""0980011""","Norfolk School District","=""0980111""","Botelle Elementary School","Female",24,"45.8%","65.2%"
"=""0990011""","North Branford School District","=""0995111""","North Branford Intermediate School","Male",198,"37.9%","56.2%"
"=""0990011""","North Branford School District","=""0995111""","North Branford Intermediate School","Female",240,"45.4%","63.2%"
"=""0990011""","North Branford School District","=""0990611""","Totoket Valley Elementary School","Male",145,"50.3%","76.2%"
"=""0990011""","North Branford School District","=""0990611""","Totoket Valley Elementary School","Female",120,"52.5%","76.4%"
"=""1000011""","North Canaan School District","=""1000111""","North Canaan Elementary School","Male",56,"46.4%","71.1%"
"=""1000011""","North Canaan School District","=""1000111""","North Canaan Elementary School","Female",54,"53.7%","77.0%"
"=""1010011""","North Haven School District","=""1010811""","Clintonville Elementary School","Male",60,"51.7%","82.0%"
"=""1010011""","North Haven School District","=""1010811""","Clintonville Elementary School","Female",39,"64.1%","92.7%"
"=""1010011""","North Haven School District","=""1010711""","Green Acres Elementary School","Male",51,"70.6%","95.7%"
"=""1010011""","North Haven School District","=""1010711""","Green Acres Elementary School","Female",49,"53.1%","79.8%"
"=""1010011""","North Haven School District","=""1010211""","Montowese Elementary School","Male",54,"51.9%","79.5%"
"=""1010011""","North Haven School District","=""1010211""","Montowese Elementary School","Female",46,"56.5%","87.3%"
"=""1010011""","North Haven School District","=""1015211""","North Haven Middle School","Male",359,"71.0%","89.2%"
"=""1010011""","North Haven School District","=""1015211""","North Haven Middle School","Female",348,"80.5%","96.4%"
"=""1010011""","North Haven School District","=""1010311""","Ridge Road Elementary School","Male",64,"64.1%","92.1%"
"=""1010011""","North Haven School District","=""1010311""","Ridge Road Elementary School","Female",57,"66.7%","89.8%"
"=""1020011""","North Stonington School District","=""1020111""","North Stonington Elementary School","Male",49,"67.3%","82.2%"
"=""1020011""","North Stonington School District","=""1020111""","North Stonington Elementary School","Female",51,"68.6%","89.6%"
"=""1020011""","North Stonington School District","=""1025111""","Wheeler Middle School","Male",90,"41.1%","61.1%"
"=""1020011""","North Stonington School District","=""1025111""","Wheeler Middle School","Female",74,"33.8%","50.4%"
"=""1030011""","Norwalk School District","=""1030211""","Brookside Elementary School","Male",66,"43.9%","61.7%"
"=""1030011""","Norwalk School District","=""1030211""","Brookside Elementary School","Female",68,"39.7%","66.2%"
"=""1030011""","Norwalk School District","=""1030311""","Columbus Magnet School","Male",37,"40.5%","65.6%"
"=""1030011""","Norwalk School District","=""1030311""","Columbus Magnet School","Female",45,"40.0%","74.9%"
"=""1030011""","Norwalk School District","=""1030411""","Cranbury Elementary School","Male",66,"34.8%","62.0%"
"=""1030011""","Norwalk School District","=""1030411""","Cranbury Elementary School","Female",65,"20.0%","53.4%"
"=""1030011""","Norwalk School District","=""1032011""","Fox Run Elementary School","Male",69,"37.7%","65.5%"
"=""1030011""","Norwalk School District","=""1032011""","Fox Run Elementary School","Female",58,"36.2%","67.4%"
"=""1030011""","Norwalk School District","=""1030711""","Jefferson Magnet School","Male",88,"47.7%","74.6%"
"=""1030011""","Norwalk School District","=""1030711""","Jefferson Magnet School","Female",106,"44.3%","69.7%"
"=""1030011""","Norwalk School District","=""1030811""","Kendall Elementary School","Male",73,"30.1%","54.4%"
"=""1030011""","Norwalk School District","=""1030811""","Kendall Elementary School","Female",93,"30.1%","54.0%"
"=""1030011""","Norwalk School District","=""1032211""","Marvin Elementary School","Male",77,"39.0%","67.4%"
"=""1030011""","Norwalk School District","=""1032211""","Marvin Elementary School","Female",72,"31.9%","65.1%"
"=""1030011""","Norwalk School District","=""1032111""","Naramake Elementary School","Male",67,"47.8%","72.6%"
"=""1030011""","Norwalk School District","=""1032111""","Naramake Elementary School","Female",65,"29.2%","58.6%"
"=""1030011""","Norwalk School District","=""1035211""","Nathan Hale Middle School","Male",329,"39.5%","56.8%"
"=""1030011""","Norwalk School District","=""1035211""","Nathan Hale Middle School","Female",292,"29.5%","49.6%"
"=""1030011""","Norwalk School District","=""1035311""","Ponus Ridge Middle School","Male",329,"26.7%","43.3%"
"=""1030011""","Norwalk School District","=""1035311""","Ponus Ridge Middle School","Female",289,"35.3%","52.5%"
"=""1030011""","Norwalk School District","=""1035511""","Roton Middle School","Male",227,"36.6%","54.0%"
"=""1030011""","Norwalk School District","=""1035511""","Roton Middle School","Female",220,"35.0%","55.0%"
"=""1030011""","Norwalk School District","=""1031311""","Rowayton School","Male",63,"68.3%","88.5%"
"=""1030011""","Norwalk School District","=""1031311""","Rowayton School","Female",53,"75.5%","95.6%"
"=""1030011""","Norwalk School District","=""1032311""","Silvermine Elementary School","Male",75,"32.0%","60.8%"
"=""1030011""","Norwalk School District","=""1032311""","Silvermine Elementary School","Female",75,"33.3%","56.5%"
"=""1030011""","Norwalk School District","=""1031411""","Tracey School","Male",61,"41.0%","63.7%"
"=""1030011""","Norwalk School District","=""1031411""","Tracey School","Female",50,"40.0%","63.4%"
"=""1030011""","Norwalk School District","=""1035411""","West Rocks Middle School","Male",314,"37.6%","57.4%"
"=""1030011""","Norwalk School District","=""1035411""","West Rocks Middle School","Female",312,"42.0%","59.2%"
"=""1030011""","Norwalk School District","=""1032411""","Wolfpit School","Male",49,"49.0%","72.1%"
"=""1030011""","Norwalk School District","=""1032411""","Wolfpit School","Female",39,"43.6%","69.9%"
"=""1040011""","Norwich School District","=""1040711""","IRS Program at Uncas","Male","*","*","*"
"=""1040011""","Norwich School District","=""1040711""","IRS Program at Uncas","Female","*","*","*"
"=""1040011""","Norwich School District","=""1041411""","John B. Stanton Network School","Male",45,"31.1%","63.3%"
"=""1040011""","Norwich School District","=""1041411""","John B. Stanton Network School","Female",62,"33.9%","60.7%"
"=""1040011""","Norwich School District","=""1045111""","Kelly Middle School","Male",329,"36.5%","53.4%"
"=""1040011""","Norwich School District","=""1045111""","Kelly Middle School","Female",342,"35.4%","55.5%"
"=""1040011""","Norwich School District","=""1042011""","Moriarty Magnet School","Male",61,"36.1%","61.0%"
"=""1040011""","Norwich School District","=""1042011""","Moriarty Magnet School","Female",64,"31.3%","55.2%"
"=""1040011""","Norwich School District","=""1040811""","Samuel Huntington School","Male",56,"53.6%","86.6%"
"=""1040011""","Norwich School District","=""1040811""","Samuel Huntington School","Female",50,"48.0%","72.6%"
"=""1040011""","Norwich School District","=""1045211""","Teachers' Memorial Middle School","Male",171,"32.7%","53.9%"
"=""1040011""","Norwich School District","=""1045211""","Teachers' Memorial Middle School","Female",133,"44.4%","60.0%"
"=""1040011""","Norwich School District","=""1041711""","Thomas W. Mahan School","Male",45,"77.8%","100.0%"
"=""1040011""","Norwich School District","=""1041711""","Thomas W. Mahan School","Female",40,"70.0%","96.0%"
"=""1040011""","Norwich School District","=""1041911""","Uncas Network School","Male",28,"42.9%","63.4%"
"=""1040011""","Norwich School District","=""1041911""","Uncas Network School","Female",34,"20.6%","43.2%"
"=""1040011""","Norwich School District","=""1041811""","Veterans' Memorial School","Male",57,"33.3%","60.0%"
"=""1040011""","Norwich School District","=""1041811""","Veterans' Memorial School","Female",36,"22.2%","59.8%"
"=""1040011""","Norwich School District","=""1041511""","Wequonnoc Magnet School","Male",35,"22.9%","52.5%"
"=""1040011""","Norwich School District","=""1041511""","Wequonnoc Magnet School","Female",34,"29.4%","56.2%"
"=""2630013""","Odyssey Community School District","=""2635113""","Odyssey Community School","Male",92,"35.9%","57.1%"
"=""2630013""","Odyssey Community School District","=""2635113""","Odyssey Community School","Female",83,"30.1%","50.7%"
"=""1060011""","Old Saybrook School District","=""1065211""","Old Saybrook Middle School","Male",263,"47.9%","69.5%"
"=""1060011""","Old Saybrook School District","=""1065211""","Old Saybrook Middle School","Female",239,"50.6%","72.1%"
"=""1070011""","Orange School District","=""1070511""","Peck Place School","Male",96,"47.9%","73.9%"
"=""1070011""","Orange School District","=""1070511""","Peck Place School","Female",94,"35.1%","61.6%"
"=""1070011""","Orange School District","=""1070311""","Race Brook School","Male",86,"59.3%","77.9%"
"=""1070011""","Orange School District","=""1070311""","Race Brook School","Female",98,"51.0%","77.5%"
"=""1070011""","Orange School District","=""1070411""","Turkey Hill School","Male",73,"54.8%","76.4%"
"=""1070011""","Orange School District","=""1070411""","Turkey Hill School","Female",67,"56.7%","80.2%"
"=""1080011""","Oxford School District","=""1080411""","Alternative Education","Male","*","*","*"
"=""1080011""","Oxford School District","=""1085111""","Great Oak School","Male",225,"47.1%","66.2%"
"=""1080011""","Oxford School District","=""1085111""","Great Oak School","Female",235,"55.3%","76.2%"
"=""1080011""","Oxford School District","=""1080111""","Oxford Center School","Male",154,"48.7%","73.7%"
"=""1080011""","Oxford School District","=""1080111""","Oxford Center School","Female",158,"38.0%","66.1%"
"=""2830013""","Park City Prep Charter School District","=""2835113""","Park City Prep Charter School","Male",166,"54.2%","72.8%"
"=""2830013""","Park City Prep Charter School District","=""2835113""","Park City Prep Charter School","Female",170,"60.6%","81.2%"
"=""1090011""","Plainfield School District","=""1095111""","Plainfield Central School","Male",250,"67.6%","86.0%"
"=""1090011""","Plainfield School District","=""1095111""","Plainfield Central School","Female",239,"67.8%","87.4%"
"=""1090011""","Plainfield School District","=""1090311""","Plainfield Memorial School","Male",156,"41.0%","68.4%"
"=""1090011""","Plainfield School District","=""1090311""","Plainfield Memorial School","Female",152,"36.2%","69.4%"
"=""1100011""","Plainville School District","=""1100411""","Frank T. Wheeler School","Male",44,"31.8%","55.4%"
"=""1100011""","Plainville School District","=""1100411""","Frank T. Wheeler School","Female",37,"24.3%","57.6%"
"=""1100011""","Plainville School District","=""1100211""","Linden Street School","Male",70,"27.1%","61.2%"
"=""1100011""","Plainville School District","=""1100211""","Linden Street School","Female",65,"23.1%","50.6%"
"=""1100011""","Plainville School District","=""1100511""","Louis Toffolon School","Male",58,"46.6%","74.2%"
"=""1100011""","Plainville School District","=""1100511""","Louis Toffolon School","Female",50,"30.0%","64.7%"
"=""1100011""","Plainville School District","=""1105211""","Middle School of Plainville","Male",279,"44.8%","64.9%"
"=""1100011""","Plainville School District","=""1105211""","Middle School of Plainville","Female",248,"46.0%","66.4%"
"=""1110011""","Plymouth School District","=""1115111""","Eli Terry Jr. Middle School","Male",158,"44.3%","62.6%"
"=""1110011""","Plymouth School District","=""1115111""","Eli Terry Jr. Middle School","Female",158,"58.2%","78.3%"
"=""1110011""","Plymouth School District","=""1110411""","Harry S. Fisher Elementary School","Male",60,"38.3%","73.8%"
"=""1110011""","Plymouth School District","=""1110411""","Harry S. Fisher Elementary School","Female",52,"30.8%","64.1%"
"=""1110011""","Plymouth School District","=""1110211""","Plymouth Center School","Male",59,"57.6%","85.7%"
"=""1110011""","Plymouth School District","=""1110211""","Plymouth Center School","Female",50,"64.0%","90.6%"
"=""1120011""","Pomfret School District","=""1120111""","Pomfret Community School","Male",116,"50.9%","71.2%"
"=""1120011""","Pomfret School District","=""1120111""","Pomfret Community School","Female",105,"46.7%","65.2%"
"=""1130011""","Portland School District","=""1130511""","Brownstone Intermediate School","Male",96,"61.5%","81.5%"
"=""1130011""","Portland School District","=""1130511""","Brownstone Intermediate School","Female",112,"63.4%","84.6%"
"=""1130011""","Portland School District","=""1130411""","Gildersleeve School","Male",52,"32.7%","72.5%"
"=""1130011""","Portland School District","=""1130411""","Gildersleeve School","Female",39,"30.8%","61.1%"
"=""1130011""","Portland School District","=""1135111""","Portland Middle School","Male",112,"42.0%","63.2%"
"=""1130011""","Portland School District","=""1135111""","Portland Middle School","Female",96,"35.4%","53.7%"
"=""1140011""","Preston School District","=""1145111""","Preston Plains School","Male",61,"32.8%","54.5%"
"=""1140011""","Preston School District","=""1145111""","Preston Plains School","Female",76,"50.0%","67.6%"
"=""1140011""","Preston School District","=""1140411""","Preston Veterans' Memorial School","Male",35,"40.0%","69.0%"
"=""1140011""","Preston School District","=""1140411""","Preston Veterans' Memorial School","Female",41,"46.3%","61.2%"
"=""1160011""","Putnam School District","=""1160311""","Putnam Elementary School","Male",80,"61.3%","78.6%"
"=""1160011""","Putnam School District","=""1160311""","Putnam Elementary School","Female",79,"58.2%","81.4%"
"=""1160011""","Putnam School District","=""1165111""","Putnam Middle School","Male",121,"39.7%","61.2%"
"=""1160011""","Putnam School District","=""1165111""","Putnam Middle School","Female",114,"42.1%","65.2%"
"=""1170011""","Redding School District","=""1175111""","John Read Middle School","Male",226,"54.4%","73.4%"
"=""1170011""","Redding School District","=""1175111""","John Read Middle School","Female",185,"52.4%","69.0%"
"=""1170011""","Redding School District","=""1170111""","Redding Elementary School","Male",45,"66.7%","94.5%"
"=""1170011""","Redding School District","=""1170111""","Redding Elementary School","Female",40,"65.0%","90.3%"
"=""2010012""","Regional School District 01","=""2010312""","SELC","Male","*","*","*"
"=""2010012""","Regional School District 01","=""2010212""","TOTAL","Male","*","*","*"
"=""2040012""","Regional School District 04","=""2045112""","John Winthrop Middle School","Male",150,"43.3%","58.8%"
"=""2040012""","Regional School District 04","=""2045112""","John Winthrop Middle School","Female",149,"38.9%","58.7%"
"=""2050012""","Regional School District 05","=""2055112""","Amity Middle School: Bethany","Male",182,"63.7%","79.6%"
"=""2050012""","Regional School District 05","=""2055112""","Amity Middle School: Bethany","Female",175,"68.0%","85.1%"
"=""2050012""","Regional School District 05","=""2055212""","Amity Middle School: Orange","Male",171,"53.8%","67.5%"
"=""2050012""","Regional School District 05","=""2055212""","Amity Middle School: Orange","Female",181,"48.6%","65.9%"
"=""2060012""","Regional School District 06","=""2060112""","Goshen Center School","Male",29,"44.8%","73.6%"
"=""2060012""","Regional School District 06","=""2060112""","Goshen Center School","Female",32,"62.5%","83.2%"
"=""2060012""","Regional School District 06","=""2060212""","James Morris School","Male",21,"42.9%","65.3%"
"=""2060012""","Regional School District 06","=""2060212""","James Morris School","Female",15,"*","*"
"=""2060012""","Regional School District 06","=""2066112""","Wamogo Regional High School","Male",58,"20.7%","35.6%"
"=""2060012""","Regional School District 06","=""2066112""","Wamogo Regional High School","Female",56,"44.6%","59.0%"
"=""2060012""","Regional School District 06","=""2060312""","Warren Elementary School","Male",11,"*","*"
"=""2060012""","Regional School District 06","=""2060312""","Warren Elementary School","Female",20,"40.0%","61.0%"
"=""2070012""","Regional School District 07","=""2079012""","FLEX","Male","*","*","*"
"=""2070012""","Regional School District 07","=""2079212""","Links","Male","*","*","*"
"=""2070012""","Regional School District 07","=""2075112""","Northwestern Regional Middle School","Male",146,"57.5%","73.8%"
"=""2070012""","Regional School District 07","=""2075112""","Northwestern Regional Middle School","Female",130,"62.3%","80.6%"
"=""2080012""","Regional School District 08","=""2085112""","RHAM Middle School","Male",268,"44.8%","60.5%"
