"Smarter Balanced Growth Report, 2015-16"
"All Districts, ELL"

"",,,,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""0840011""","Milford School District","=""0841911""","J. F. Kennedy School",4,"ELL","*","*","*","*","*","*"
"=""0840011""","Milford School District","=""0841911""","J. F. Kennedy School",4,"Non-ELL","*",2415,2482,67,"45.8%","77.0%"
"=""0840011""","Milford School District","=""0841911""","J. F. Kennedy School",5,"ELL","*","*","*","*","*","*"
"=""0840011""","Milford School District","=""0841911""","J. F. Kennedy School",5,"Non-ELL","*",2457,2531,75,"55.6%","79.8%"
"=""0840011""","Milford School District","=""0841611""","Live Oaks School",4,"ELL","*","*","*","*","*","*"
"=""0840011""","Milford School District","=""0841611""","Live Oaks School",4,"Non-ELL","*",2461,2515,54,"51.2%","74.8%"
"=""0840011""","Milford School District","=""0841611""","Live Oaks School",5,"Non-ELL",44,2496,2531,35,"36.4%","56.9%"
"=""0840011""","Milford School District","=""0841711""","Mathewson School",4,"ELL","*","*","*","*","*","*"
"=""0840011""","Milford School District","=""0841711""","Mathewson School",4,"Non-ELL","*",2453,2506,53,"44.1%","70.2%"
"=""0840011""","Milford School District","=""0841711""","Mathewson School",5,"ELL","*","*","*","*","*","*"
"=""0840011""","Milford School District","=""0841711""","Mathewson School",5,"Non-ELL","*",2501,2538,37,"48.5%","67.1%"
"=""0840011""","Milford School District","=""0840711""","Meadowside School",4,"ELL","*","*","*","*","*","*"
"=""0840011""","Milford School District","=""0840711""","Meadowside School",4,"Non-ELL","*",2436,2497,61,"42.9%","72.5%"
"=""0840011""","Milford School District","=""0840711""","Meadowside School",5,"ELL","*","*","*","*","*","*"
"=""0840011""","Milford School District","=""0840711""","Meadowside School",5,"Non-ELL","*",2490,2541,52,"45.2%","74.2%"
"=""0840011""","Milford School District","=""0840811""","Orange Avenue School",4,"ELL","*","*","*","*","*","*"
"=""0840011""","Milford School District","=""0840811""","Orange Avenue School",4,"Non-ELL","*",2436,2506,70,"57.9%","81.2%"
"=""0840011""","Milford School District","=""0840811""","Orange Avenue School",5,"Non-ELL",62,2499,2549,51,"46.8%","76.0%"
"=""0840011""","Milford School District","=""0841811""","Orchard Hills School",4,"ELL","*","*","*","*","*","*"
"=""0840011""","Milford School District","=""0841811""","Orchard Hills School",4,"Non-ELL","*",2430,2515,85,"65.9%","88.2%"
"=""0840011""","Milford School District","=""0841811""","Orchard Hills School",5,"ELL","*","*","*","*","*","*"
"=""0840011""","Milford School District","=""0841811""","Orchard Hills School",5,"Non-ELL","*",2513,2563,50,"46.9%","67.4%"
"=""0840011""","Milford School District","=""0841011""","Pumpkin Delight School",4,"ELL","*","*","*","*","*","*"
"=""0840011""","Milford School District","=""0841011""","Pumpkin Delight School",4,"Non-ELL","*",2409,2483,74,"51.1%","83.5%"
"=""0840011""","Milford School District","=""0841011""","Pumpkin Delight School",5,"Non-ELL",41,2455,2535,80,"63.4%","87.3%"
"=""0840011""","Milford School District","=""0845311""","West Shore Middle School",6,"ELL","*","*","*","*","*","*"
"=""0840011""","Milford School District","=""0845311""","West Shore Middle School",6,"Non-ELL","*",2500,2540,40,"48.1%","68.6%"
"=""0840011""","Milford School District","=""0845311""","West Shore Middle School",7,"ELL","*","*","*","*","*","*"
"=""0840011""","Milford School District","=""0845311""","West Shore Middle School",7,"Non-ELL","*",2542,2576,34,"46.0%","61.6%"
"=""0840011""","Milford School District","=""0845311""","West Shore Middle School",8,"ELL","*","*","*","*","*","*"
"=""0840011""","Milford School District","=""0845311""","West Shore Middle School",8,"Non-ELL","*",2535,2568,33,"39.5%","60.6%"
"=""0850011""","Monroe School District","=""0850511""","Fawn Hollow Elementary School",4,"Non-ELL",83,2510,2543,33,"50.6%","69.2%"
"=""0850011""","Monroe School District","=""0850511""","Fawn Hollow Elementary School",5,"Non-ELL",87,2528,2580,52,"56.3%","78.8%"
"=""0850011""","Monroe School District","=""0855211""","Jockey Hollow School",6,"ELL","*","*","*","*","*","*"
"=""0850011""","Monroe School District","=""0855211""","Jockey Hollow School",6,"Non-ELL","*",2580,2579,-1,"38.3%","48.8%"
"=""0850011""","Monroe School District","=""0855211""","Jockey Hollow School",7,"Non-ELL",247,2586,2619,33,"51.4%","68.8%"
"=""0850011""","Monroe School District","=""0855211""","Jockey Hollow School",8,"ELL","*","*","*","*","*","*"
"=""0850011""","Monroe School District","=""0855211""","Jockey Hollow School",8,"Non-ELL","*",2604,2626,23,"45.5%","61.5%"
"=""0850011""","Monroe School District","=""0850111""","Monroe Elementary School",4,"Non-ELL",55,2514,2569,56,"70.9%","84.1%"
"=""0850011""","Monroe School District","=""0850111""","Monroe Elementary School",5,"Non-ELL",50,2553,2588,35,"50.0%","67.3%"
"=""0850011""","Monroe School District","=""0850311""","Stepney Elementary School",4,"Non-ELL",69,2492,2526,34,"43.5%","60.9%"
"=""0850011""","Monroe School District","=""0850311""","Stepney Elementary School",5,"ELL","*","*","*","*","*","*"
"=""0850011""","Monroe School District","=""0850311""","Stepney Elementary School",5,"Non-ELL","*",2549,2593,44,"65.8%","79.7%"
"=""0860011""","Montville School District","=""0860711""","Dr. Charles E. Murphy School",4,"ELL","*","*","*","*","*","*"
"=""0860011""","Montville School District","=""0860711""","Dr. Charles E. Murphy School",4,"Non-ELL","*",2450,2502,52,"51.1%","73.2%"
"=""0860011""","Montville School District","=""0860711""","Dr. Charles E. Murphy School",5,"Non-ELL",59,2466,2515,49,"42.4%","68.3%"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School",6,"ELL","*","*","*","*","*","*"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School",6,"Non-ELL","*",2522,2546,24,"37.9%","61.3%"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School",7,"ELL","*","*","*","*","*","*"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School",7,"Non-ELL","*",2538,2569,32,"41.5%","59.5%"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School",8,"ELL","*","*","*","*","*","*"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School",8,"Non-ELL","*",2551,2575,24,"39.1%","55.7%"
"=""0860011""","Montville School District","=""0860111""","Mohegan School",4,"ELL","*","*","*","*","*","*"
"=""0860011""","Montville School District","=""0860111""","Mohegan School",4,"Non-ELL","*",2421,2460,39,"27.8%","57.8%"
"=""0860011""","Montville School District","=""0860111""","Mohegan School",5,"ELL","*","*","*","*","*","*"
"=""0860011""","Montville School District","=""0860111""","Mohegan School",5,"Non-ELL","*",2475,2527,51,"48.4%","69.7%"
"=""0860011""","Montville School District","=""0860511""","Oakdale School",4,"ELL","*","*","*","*","*","*"
"=""0860011""","Montville School District","=""0860511""","Oakdale School",4,"Non-ELL","*",2481,2565,84,"79.6%","97.6%"
"=""0860011""","Montville School District","=""0860511""","Oakdale School",5,"ELL","*","*","*","*","*","*"
"=""0860011""","Montville School District","=""0860511""","Oakdale School",5,"Non-ELL","*",2503,2565,61,"67.3%","88.7%"
"=""0880011""","Naugatuck School District","=""0880811""","Andrew Avenue School",4,"ELL","*","*","*","*","*","*"
"=""0880011""","Naugatuck School District","=""0880811""","Andrew Avenue School",4,"Non-ELL","*",2431,2446,16,"22.0%","45.1%"
"=""0880011""","Naugatuck School District","=""0885111""","City Hill Middle School",7,"ELL",7,"*","*","*","*","*"
"=""0880011""","Naugatuck School District","=""0885111""","City Hill Middle School",7,"Non-ELL",312,2526,2556,30,"40.1%","61.1%"
"=""0880011""","Naugatuck School District","=""0885111""","City Hill Middle School",8,"ELL",6,"*","*","*","*","*"
"=""0880011""","Naugatuck School District","=""0885111""","City Hill Middle School",8,"Non-ELL",309,2529,2551,22,"35.6%","54.1%"
"=""0880011""","Naugatuck School District","=""0880211""","Cross Street Intermediate School",5,"ELL","*","*","*","*","*","*"
"=""0880011""","Naugatuck School District","=""0880211""","Cross Street Intermediate School",5,"Non-ELL","*",2460,2512,52,"45.9%","71.5%"
"=""0880011""","Naugatuck School District","=""0880211""","Cross Street Intermediate School",6,"ELL","*","*","*","*","*","*"
"=""0880011""","Naugatuck School District","=""0880211""","Cross Street Intermediate School",6,"Non-ELL","*",2492,2549,57,"59.5%","81.7%"
"=""0880011""","Naugatuck School District","=""0880411""","Hillside Intermediate School",5,"ELL","*","*","*","*","*","*"
"=""0880011""","Naugatuck School District","=""0880411""","Hillside Intermediate School",5,"Non-ELL","*",2460,2506,46,"40.3%","68.6%"
"=""0880011""","Naugatuck School District","=""0880411""","Hillside Intermediate School",6,"ELL","*","*","*","*","*","*"
"=""0880011""","Naugatuck School District","=""0880411""","Hillside Intermediate School",6,"Non-ELL","*",2476,2518,42,"49.3%","69.6%"
"=""0880011""","Naugatuck School District","=""0880511""","Hop Brook Elementary School",4,"ELL","*","*","*","*","*","*"
"=""0880011""","Naugatuck School District","=""0880511""","Hop Brook Elementary School",4,"Non-ELL","*",2428,2470,43,"34.0%","58.9%"
"=""0880011""","Naugatuck School District","=""0880311""","Maple Hill School",4,"ELL","*","*","*","*","*","*"
"=""0880011""","Naugatuck School District","=""0880311""","Maple Hill School",4,"Non-ELL","*",2421,2467,46,"33.7%","61.8%"
"=""0880011""","Naugatuck School District","=""0880611""","Salem School",4,"ELL","*","*","*","*","*","*"
"=""0880011""","Naugatuck School District","=""0880611""","Salem School",4,"Non-ELL","*",2424,2482,58,"38.6%","73.5%"
"=""0880011""","Naugatuck School District","=""0880711""","Western School",4,"ELL","*","*","*","*","*","*"
"=""0880011""","Naugatuck School District","=""0880711""","Western School",4,"Non-ELL","*",2415,2479,64,"56.1%","75.1%"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy",4,"Non-ELL",36,2375,2416,42,"30.6%","52.5%"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy",5,"Non-ELL",43,2452,2461,9,"9.3%","33.0%"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy",6,"Non-ELL",33,2484,2535,51,"57.6%","74.3%"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy",7,"Non-ELL",28,2491,2536,45,"39.3%","64.3%"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy",8,"Non-ELL",29,2512,2548,36,"44.8%","70.1%"
"=""0890011""","New Britain School District","=""0899111""","Alternative Center School",7,"Non-ELL","*","*","*","*","*","*"
"=""0890011""","New Britain School District","=""0899111""","Alternative Center School",8,"ELL","*","*","*","*","*","*"
"=""0890011""","New Britain School District","=""0899111""","Alternative Center School",8,"Non-ELL","*","*","*","*","*","*"
"=""0890011""","New Britain School District","=""0891011""","Behavior Support",4,"Non-ELL","*","*","*","*","*","*"
"=""0890011""","New Britain School District","=""0890311""","Chamberlain  Elementary School",4,"ELL","*","*","*","*","*","*"
"=""0890011""","New Britain School District","=""0890311""","Chamberlain  Elementary School",4,"Non-ELL","*",2393,2410,17,"7.5%","38.3%"
"=""0890011""","New Britain School District","=""0890311""","Chamberlain  Elementary School",5,"ELL",6,"*","*","*","*","*"
"=""0890011""","New Britain School District","=""0890311""","Chamberlain  Elementary School",5,"Non-ELL",55,2404,2458,54,"47.3%","69.7%"
"=""0890011""","New Britain School District","=""0891111""","Frank J. DiLoreto School",4,"ELL",19,"*","*","*","*","*"
"=""0890011""","New Britain School District","=""0891111""","Frank J. DiLoreto School",4,"Non-ELL",72,2384,2411,27,"25.0%","43.8%"
"=""0890011""","New Britain School District","=""0891111""","Frank J. DiLoreto School",5,"ELL",23,2329,2379,50,"26.1%","69.8%"
"=""0890011""","New Britain School District","=""0891111""","Frank J. DiLoreto School",5,"Non-ELL",46,2422,2479,57,"41.3%","69.3%"
"=""0890011""","New Britain School District","=""0891111""","Frank J. DiLoreto School",6,"ELL",21,2376,2426,50,"33.3%","61.3%"
"=""0890011""","New Britain School District","=""0891111""","Frank J. DiLoreto School",6,"Non-ELL",64,2449,2475,26,"35.9%","57.1%"
"=""0890011""","New Britain School District","=""0891111""","Frank J. DiLoreto School",7,"ELL",25,2402,2411,9,"16.0%","33.6%"
"=""0890011""","New Britain School District","=""0891111""","Frank J. DiLoreto School",7,"Non-ELL",54,2479,2493,14,"29.6%","42.8%"
"=""0890011""","New Britain School District","=""0891111""","Frank J. DiLoreto School",8,"ELL",27,2395,2417,22,"14.8%","48.1%"
"=""0890011""","New Britain School District","=""0891111""","Frank J. DiLoreto School",8,"Non-ELL",39,2490,2525,35,"38.5%","62.4%"
"=""0890011""","New Britain School District","=""0890511""","Gaffney School",4,"ELL","*","*","*","*","*","*"
"=""0890011""","New Britain School District","=""0890511""","Gaffney School",4,"Non-ELL","*",2384,2423,39,"28.1%","57.7%"
"=""0890011""","New Britain School District","=""0890511""","Gaffney School",5,"ELL","*","*","*","*","*","*"
"=""0890011""","New Britain School District","=""0890511""","Gaffney School",5,"Non-ELL","*",2413,2459,46,"34.1%","58.9%"
"=""0890011""","New Britain School District","=""0890611""","Holmes School",4,"ELL",12,"*","*","*","*","*"
"=""0890011""","New Britain School District","=""0890611""","Holmes School",4,"Non-ELL",43,2401,2473,71,"44.2%","78.4%"
"=""0890011""","New Britain School District","=""0890611""","Holmes School",5,"ELL",6,"*","*","*","*","*"
"=""0890011""","New Britain School District","=""0890611""","Holmes School",5,"Non-ELL",52,2452,2507,55,"46.2%","70.1%"
"=""0890011""","New Britain School District","=""0895411""","House of Arts Letters and Science (HALS)  Academy",6,"Non-ELL",48,2601,2623,22,"47.9%","56.9%"
"=""0890011""","New Britain School District","=""0895411""","House of Arts Letters and Science (HALS)  Academy",7,"Non-ELL",49,2592,2638,45,"55.1%","73.8%"
"=""0890011""","New Britain School District","=""0895411""","House of Arts Letters and Science (HALS)  Academy",8,"Non-ELL",48,2623,2639,16,"43.8%","61.7%"
"=""0890011""","New Britain School District","=""0890711""","Jefferson School",4,"ELL",16,"*","*","*","*","*"
"=""0890011""","New Britain School District","=""0890711""","Jefferson School",4,"Non-ELL",47,2390,2449,59,"44.7%","72.2%"
"=""0890011""","New Britain School District","=""0890711""","Jefferson School",5,"ELL",14,"*","*","*","*","*"
"=""0890011""","New Britain School District","=""0890711""","Jefferson School",5,"Non-ELL",44,2441,2459,17,"22.7%","47.1%"
"=""0890011""","New Britain School District","=""0890811""","Lincoln School",4,"ELL",11,"*","*","*","*","*"
"=""0890011""","New Britain School District","=""0890811""","Lincoln School",4,"Non-ELL",53,2407,2446,38,"28.3%","58.1%"
"=""0890011""","New Britain School District","=""0890811""","Lincoln School",5,"ELL",13,"*","*","*","*","*"
"=""0890011""","New Britain School District","=""0890811""","Lincoln School",5,"Non-ELL",65,2431,2449,17,"16.9%","39.9%"
"=""0890011""","New Britain School District","=""0899011""","New Britain Transition Center",4,"Non-ELL",6,"*","*","*","*","*"
"=""0890011""","New Britain School District","=""0899011""","New Britain Transition Center",5,"Non-ELL","*","*","*","*","*","*"
"=""0890011""","New Britain School District","=""0899011""","New Britain Transition Center",6,"ELL","*","*","*","*","*","*"
"=""0890011""","New Britain School District","=""0899011""","New Britain Transition Center",6,"Non-ELL","*","*","*","*","*","*"
"=""0890011""","New Britain School District","=""0899011""","New Britain Transition Center",7,"ELL","*","*","*","*","*","*"
"=""0890011""","New Britain School District","=""0899011""","New Britain Transition Center",7,"Non-ELL","*","*","*","*","*","*"
"=""0890011""","New Britain School District","=""0890911""","Northend School",4,"ELL","*","*","*","*","*","*"
"=""0890011""","New Britain School District","=""0890911""","Northend School",4,"Non-ELL","*",2375,2415,40,"26.5%","53.7%"
"=""0890011""","New Britain School District","=""0890911""","Northend School",5,"ELL","*","*","*","*","*","*"
"=""0890011""","New Britain School District","=""0890911""","Northend School",5,"Non-ELL","*",2377,2426,49,"37.2%","63.1%"
"=""0890011""","New Britain School District","=""0895311""","Pulaski Middle School",6,"ELL",34,2359,2378,18,"29.4%","41.7%"
"=""0890011""","New Britain School District","=""0895311""","Pulaski Middle School",6,"Non-ELL",193,2436,2456,20,"28.5%","49.4%"
"=""0890011""","New Britain School District","=""0895311""","Pulaski Middle School",7,"ELL",32,2368,2397,29,"31.3%","46.7%"
"=""0890011""","New Britain School District","=""0895311""","Pulaski Middle School",7,"Non-ELL",156,2445,2483,37,"34.0%","56.5%"
"=""0890011""","New Britain School District","=""0895311""","Pulaski Middle School",8,"ELL",26,2399,2410,11,"15.4%","31.6%"
"=""0890011""","New Britain School District","=""0895311""","Pulaski Middle School",8,"Non-ELL",186,2466,2490,24,"29.6%","48.6%"
"=""0890011""","New Britain School District","=""0895211""","Slade Middle School",6,"ELL",23,2363,2395,32,"39.1%","60.6%"
"=""0890011""","New Britain School District","=""0895211""","Slade Middle School",6,"Non-ELL",204,2431,2432,1,"16.2%","34.0%"
"=""0890011""","New Britain School District","=""0895211""","Slade Middle School",7,"ELL",24,2380,2395,15,"25.0%","42.2%"
"=""0890011""","New Britain School District","=""0895211""","Slade Middle School",7,"Non-ELL",176,2447,2477,30,"29.0%","52.7%"
"=""0890011""","New Britain School District","=""0895211""","Slade Middle School",8,"ELL",16,"*","*","*","*","*"
"=""0890011""","New Britain School District","=""0895211""","Slade Middle School",8,"Non-ELL",178,2465,2485,20,"28.7%","45.1%"
"=""0890011""","New Britain School District","=""0891211""","Smalley Academy",4,"ELL",15,"*","*","*","*","*"
"=""0890011""","New Britain School District","=""0891211""","Smalley Academy",4,"Non-ELL",64,2335,2372,37,"25.0%","51.7%"
"=""0890011""","New Britain School District","=""0891211""","Smalley Academy",5,"ELL",15,"*","*","*","*","*"
"=""0890011""","New Britain School District","=""0891211""","Smalley Academy",5,"Non-ELL",61,2362,2395,33,"23.0%","48.7%"
"=""0890011""","New Britain School District","=""0891311""","Smith School",4,"ELL","*","*","*","*","*","*"
"=""0890011""","New Britain School District","=""0891311""","Smith School",4,"Non-ELL","*",2376,2408,31,"26.7%","52.0%"
"=""0890011""","New Britain School District","=""0891311""","Smith School",5,"ELL",7,"*","*","*","*","*"
"=""0890011""","New Britain School District","=""0891311""","Smith School",5,"Non-ELL",84,2422,2424,3,"14.3%","35.7%"
"=""0890011""","New Britain School District","=""0891811""","Steps",6,"Non-ELL",9,"*","*","*","*","*"
"=""0890011""","New Britain School District","=""0891811""","Steps",7,"ELL","*","*","*","*","*","*"
"=""0890011""","New Britain School District","=""0891811""","Steps",7,"Non-ELL","*","*","*","*","*","*"
"=""0890011""","New Britain School District","=""0891811""","Steps",8,"ELL","*","*","*","*","*","*"
"=""0890011""","New Britain School District","=""0891811""","Steps",8,"Non-ELL","*","*","*","*","*","*"
"=""0890011""","New Britain School District","=""0890411""","Sunrise Intermediate",4,"Non-ELL","*","*","*","*","*","*"
"=""0890011""","New Britain School District","=""0890411""","Sunrise Intermediate",5,"Non-ELL","*","*","*","*","*","*"
"=""0890011""","New Britain School District","=""0890211""","Sunrise Primary",4,"ELL","*","*","*","*","*","*"
"=""0890011""","New Britain School District","=""0891511""","Vance School",4,"ELL","*","*","*","*","*","*"
"=""0890011""","New Britain School District","=""0891511""","Vance School",4,"Non-ELL","*",2386,2441,55,"35.4%","67.6%"
"=""0890011""","New Britain School District","=""0891511""","Vance School",5,"ELL","*","*","*","*","*","*"
"=""0890011""","New Britain School District","=""0891511""","Vance School",5,"Non-ELL","*",2418,2450,32,"26.9%","52.5%"
"=""0900011""","New Canaan School District","=""0900411""","East School",4,"ELL","*","*","*","*","*","*"
"=""0900011""","New Canaan School District","=""0900411""","East School",4,"Non-ELL","*",2499,2573,75,"81.1%","99.1%"
"=""0900011""","New Canaan School District","=""0905111""","Saxe Middle School",5,"ELL","*","*","*","*","*","*"
"=""0900011""","New Canaan School District","=""0905111""","Saxe Middle School",5,"Non-ELL","*",2553,2584,32,"51.4%","67.6%"
"=""0900011""","New Canaan School District","=""0905111""","Saxe Middle School",6,"ELL","*","*","*","*","*","*"
"=""0900011""","New Canaan School District","=""0905111""","Saxe Middle School",6,"Non-ELL","*",2581,2593,13,"43.8%","56.3%"
"=""0900011""","New Canaan School District","=""0905111""","Saxe Middle School",7,"ELL","*","*","*","*","*","*"
"=""0900011""","New Canaan School District","=""0905111""","Saxe Middle School",7,"Non-ELL","*",2581,2611,30,"48.5%","65.4%"
"=""0900011""","New Canaan School District","=""0905111""","Saxe Middle School",8,"ELL","*","*","*","*","*","*"
"=""0900011""","New Canaan School District","=""0905111""","Saxe Middle School",8,"Non-ELL","*",2615,2640,25,"49.0%","65.1%"
"=""0900011""","New Canaan School District","=""0900211""","South School",4,"Non-ELL",117,2508,2555,47,"65.0%","80.5%"
"=""0900011""","New Canaan School District","=""0900311""","West School",4,"ELL","*","*","*","*","*","*"
"=""0900011""","New Canaan School District","=""0900311""","West School",4,"Non-ELL","*",2516,2573,57,"70.0%","85.9%"
"=""0910011""","New Fairfield School District","=""0910211""","Meeting House Hill School",4,"ELL","*","*","*","*","*","*"
"=""0910011""","New Fairfield School District","=""0910211""","Meeting House Hill School",4,"Non-ELL","*",2458,2510,52,"52.0%","74.1%"
"=""0910011""","New Fairfield School District","=""0910211""","Meeting House Hill School",5,"ELL","*","*","*","*","*","*"
"=""0910011""","New Fairfield School District","=""0910211""","Meeting House Hill School",5,"Non-ELL","*",2500,2555,55,"51.5%","74.3%"
"=""0910011""","New Fairfield School District","=""0915211""","New Fairfield Middle School",6,"ELL","*","*","*","*","*","*"
"=""0910011""","New Fairfield School District","=""0915211""","New Fairfield Middle School",6,"Non-ELL","*",2545,2577,32,"46.3%","65.9%"
"=""0910011""","New Fairfield School District","=""0915211""","New Fairfield Middle School",7,"ELL","*","*","*","*","*","*"
"=""0910011""","New Fairfield School District","=""0915211""","New Fairfield Middle School",7,"Non-ELL","*",2534,2599,65,"58.9%","79.3%"
"=""0910011""","New Fairfield School District","=""0915211""","New Fairfield Middle School",8,"ELL","*","*","*","*","*","*"
"=""0910011""","New Fairfield School District","=""0915211""","New Fairfield Middle School",8,"Non-ELL","*",2599,2620,22,"46.6%","62.3%"
"=""0920011""","New Hartford School District","=""0920311""","Ann Antolini School",4,"Non-ELL",64,2452,2512,60,"51.6%","78.1%"
"=""0920011""","New Hartford School District","=""0920311""","Ann Antolini School",5,"Non-ELL",62,2524,2563,39,"46.8%","66.5%"
"=""0920011""","New Hartford School District","=""0920311""","Ann Antolini School",6,"Non-ELL",71,2560,2575,15,"32.4%","55.9%"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School",4,"ELL","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School",4,"Non-ELL","*",2329,2369,41,"20.0%","55.3%"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School",5,"ELL",7,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School",5,"Non-ELL",33,2354,2427,73,"39.4%","75.7%"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School",6,"ELL","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School",6,"Non-ELL","*",2437,2454,17,"25.6%","42.6%"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School",7,"ELL","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School",7,"Non-ELL","*",2471,2466,-5,"10.5%","34.0%"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School",8,"ELL",6,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School",8,"Non-ELL",43,2485,2492,7,"23.3%","44.1%"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School",4,"ELL",10,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School",4,"Non-ELL",57,2339,2393,54,"31.6%","63.9%"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School",5,"ELL",6,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School",5,"Non-ELL",34,2376,2404,28,"26.5%","47.3%"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School",6,"ELL","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School",6,"Non-ELL","*",2460,2453,-7,"11.5%","25.4%"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School",7,"ELL","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School",7,"Non-ELL","*",2476,2501,25,"32.5%","49.0%"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School",8,"ELL","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School",8,"Non-ELL","*",2528,2542,14,"27.3%","46.6%"
"=""0930011""","New Haven School District","=""0930311""","Beecher School",4,"ELL","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930311""","Beecher School",4,"Non-ELL","*",2337,2414,77,"50.0%","75.1%"
"=""0930011""","New Haven School District","=""0930311""","Beecher School",5,"ELL","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930311""","Beecher School",5,"Non-ELL","*",2367,2445,78,"51.1%","78.1%"
"=""0930011""","New Haven School District","=""0930311""","Beecher School",6,"ELL","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930311""","Beecher School",6,"Non-ELL","*",2448,2511,63,"60.5%","83.7%"
"=""0930011""","New Haven School District","=""0930311""","Beecher School",7,"Non-ELL",42,2496,2518,22,"23.8%","48.9%"
"=""0930011""","New Haven School District","=""0930311""","Beecher School",8,"Non-ELL",44,2492,2537,44,"50.0%","71.7%"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School",4,"ELL","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School",4,"Non-ELL","*",2383,2458,75,"54.3%","80.8%"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School",5,"ELL",6,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School",5,"Non-ELL",47,2428,2500,72,"55.3%","82.2%"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School",6,"ELL","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School",6,"Non-ELL","*",2470,2523,53,"51.2%","75.8%"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School",7,"ELL","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School",7,"Non-ELL","*",2488,2529,41,"40.0%","65.0%"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School",8,"ELL","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School",8,"Non-ELL","*",2508,2569,61,"64.1%","84.8%"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School",5,"ELL","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School",5,"Non-ELL","*",2442,2495,53,"40.2%","70.5%"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School",6,"ELL","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School",6,"Non-ELL","*",2497,2531,33,"43.1%","62.6%"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School",7,"ELL","*","*","*","*","*","*"
