"Smarter Balanced Growth Report, 2015-16"
"All Districts, Free/Reduced Price Meal Eligibility (2-level)"

"",,,,,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""0840011""","Milford School District","=""0841911""","J. F. Kennedy School",5,"Math","Not Eligible For Lunch",49,2485,2512,26,"32.7%","60.4%"
"=""0840011""","Milford School District","=""0841611""","Live Oaks School",4,"ELA","Eligible For Lunch",9,"*","*","*","*","*"
"=""0840011""","Milford School District","=""0841611""","Live Oaks School",4,"ELA","Not Eligible For Lunch",33,2470,2525,55,"51.5%","76.4%"
"=""0840011""","Milford School District","=""0841611""","Live Oaks School",4,"Math","Eligible For Lunch",9,"*","*","*","*","*"
"=""0840011""","Milford School District","=""0841611""","Live Oaks School",4,"Math","Not Eligible For Lunch",33,2482,2529,48,"51.5%","75.7%"
"=""0840011""","Milford School District","=""0841611""","Live Oaks School",5,"ELA","Eligible For Lunch",10,"*","*","*","*","*"
"=""0840011""","Milford School District","=""0841611""","Live Oaks School",5,"ELA","Not Eligible For Lunch",34,2514,2550,36,"38.2%","59.0%"
"=""0840011""","Milford School District","=""0841611""","Live Oaks School",5,"Math","Eligible For Lunch",10,"*","*","*","*","*"
"=""0840011""","Milford School District","=""0841611""","Live Oaks School",5,"Math","Not Eligible For Lunch",34,2509,2529,19,"26.5%","52.0%"
"=""0840011""","Milford School District","=""0841711""","Mathewson School",4,"ELA","Eligible For Lunch",6,"*","*","*","*","*"
"=""0840011""","Milford School District","=""0841711""","Mathewson School",4,"ELA","Not Eligible For Lunch",54,2458,2514,56,"44.4%","72.6%"
"=""0840011""","Milford School District","=""0841711""","Mathewson School",4,"Math","Eligible For Lunch",6,"*","*","*","*","*"
"=""0840011""","Milford School District","=""0841711""","Mathewson School",4,"Math","Not Eligible For Lunch",54,2465,2517,52,"46.3%","77.7%"
"=""0840011""","Milford School District","=""0841711""","Mathewson School",5,"ELA","Eligible For Lunch",11,"*","*","*","*","*"
"=""0840011""","Milford School District","=""0841711""","Mathewson School",5,"ELA","Not Eligible For Lunch",56,2507,2543,36,"48.2%","65.5%"
"=""0840011""","Milford School District","=""0841711""","Mathewson School",5,"Math","Eligible For Lunch",11,"*","*","*","*","*"
"=""0840011""","Milford School District","=""0841711""","Mathewson School",5,"Math","Not Eligible For Lunch",53,2505,2532,28,"39.6%","62.8%"
"=""0840011""","Milford School District","=""0840711""","Meadowside School",4,"ELA","Eligible For Lunch",14,"*","*","*","*","*"
"=""0840011""","Milford School District","=""0840711""","Meadowside School",4,"ELA","Not Eligible For Lunch",30,2440,2481,41,"36.7%","63.1%"
"=""0840011""","Milford School District","=""0840711""","Meadowside School",4,"Math","Eligible For Lunch",14,"*","*","*","*","*"
"=""0840011""","Milford School District","=""0840711""","Meadowside School",4,"Math","Not Eligible For Lunch",30,2447,2500,53,"50.0%","74.3%"
"=""0840011""","Milford School District","=""0840711""","Meadowside School",5,"ELA","Eligible For Lunch",11,"*","*","*","*","*"
"=""0840011""","Milford School District","=""0840711""","Meadowside School",5,"ELA","Not Eligible For Lunch",33,2483,2538,55,"48.5%","74.0%"
"=""0840011""","Milford School District","=""0840711""","Meadowside School",5,"Math","Eligible For Lunch",11,"*","*","*","*","*"
"=""0840011""","Milford School District","=""0840711""","Meadowside School",5,"Math","Not Eligible For Lunch",33,2487,2527,41,"51.5%","75.0%"
"=""0840011""","Milford School District","=""0840811""","Orange Avenue School",4,"ELA","Eligible For Lunch",8,"*","*","*","*","*"
"=""0840011""","Milford School District","=""0840811""","Orange Avenue School",4,"ELA","Not Eligible For Lunch",50,2436,2508,72,"60.0%","82.1%"
"=""0840011""","Milford School District","=""0840811""","Orange Avenue School",4,"Math","Eligible For Lunch",8,"*","*","*","*","*"
"=""0840011""","Milford School District","=""0840811""","Orange Avenue School",4,"Math","Not Eligible For Lunch",50,2442,2512,70,"64.0%","93.0%"
"=""0840011""","Milford School District","=""0840811""","Orange Avenue School",5,"ELA","Eligible For Lunch",8,"*","*","*","*","*"
"=""0840011""","Milford School District","=""0840811""","Orange Avenue School",5,"ELA","Not Eligible For Lunch",54,2508,2556,48,"50.0%","76.8%"
"=""0840011""","Milford School District","=""0840811""","Orange Avenue School",5,"Math","Eligible For Lunch",8,"*","*","*","*","*"
"=""0840011""","Milford School District","=""0840811""","Orange Avenue School",5,"Math","Not Eligible For Lunch",54,2481,2553,71,"83.3%","100.0%"
"=""0840011""","Milford School District","=""0841811""","Orchard Hills School",4,"ELA","Eligible For Lunch",10,"*","*","*","*","*"
"=""0840011""","Milford School District","=""0841811""","Orchard Hills School",4,"ELA","Not Eligible For Lunch",35,2442,2529,88,"71.4%","92.3%"
"=""0840011""","Milford School District","=""0841811""","Orchard Hills School",4,"Math","Eligible For Lunch",10,"*","*","*","*","*"
"=""0840011""","Milford School District","=""0841811""","Orchard Hills School",4,"Math","Not Eligible For Lunch",35,2459,2518,59,"54.3%","85.4%"
"=""0840011""","Milford School District","=""0841811""","Orchard Hills School",5,"ELA","Eligible For Lunch",10,"*","*","*","*","*"
"=""0840011""","Milford School District","=""0841811""","Orchard Hills School",5,"ELA","Not Eligible For Lunch",55,2525,2567,43,"45.5%","65.3%"
"=""0840011""","Milford School District","=""0841811""","Orchard Hills School",5,"Math","Eligible For Lunch",10,"*","*","*","*","*"
"=""0840011""","Milford School District","=""0841811""","Orchard Hills School",5,"Math","Not Eligible For Lunch",55,2506,2528,22,"29.1%","53.8%"
"=""0840011""","Milford School District","=""0841011""","Pumpkin Delight School",4,"ELA","Eligible For Lunch",22,2365,2435,70,"40.9%","77.4%"
"=""0840011""","Milford School District","=""0841011""","Pumpkin Delight School",4,"ELA","Not Eligible For Lunch",25,2439,2520,80,"60.0%","87.0%"
"=""0840011""","Milford School District","=""0841011""","Pumpkin Delight School",4,"Math","Eligible For Lunch",22,2398,2476,78,"63.6%","88.3%"
"=""0840011""","Milford School District","=""0841011""","Pumpkin Delight School",4,"Math","Not Eligible For Lunch",25,2453,2522,69,"68.0%","91.4%"
"=""0840011""","Milford School District","=""0841011""","Pumpkin Delight School",5,"ELA","Eligible For Lunch",17,"*","*","*","*","*"
"=""0840011""","Milford School District","=""0841011""","Pumpkin Delight School",5,"ELA","Not Eligible For Lunch",24,2473,2566,93,"79.2%","97.8%"
"=""0840011""","Milford School District","=""0841011""","Pumpkin Delight School",5,"Math","Eligible For Lunch",16,"*","*","*","*","*"
"=""0840011""","Milford School District","=""0841011""","Pumpkin Delight School",5,"Math","Not Eligible For Lunch",24,2487,2552,66,"79.2%","96.1%"
"=""0840011""","Milford School District","=""0845311""","West Shore Middle School",6,"ELA","Eligible For Lunch",44,2471,2502,31,"34.1%","55.2%"
"=""0840011""","Milford School District","=""0845311""","West Shore Middle School",6,"ELA","Not Eligible For Lunch",92,2512,2557,45,"54.3%","74.7%"
"=""0840011""","Milford School District","=""0845311""","West Shore Middle School",6,"Math","Eligible For Lunch",44,2471,2486,15,"31.8%","48.0%"
"=""0840011""","Milford School District","=""0845311""","West Shore Middle School",6,"Math","Not Eligible For Lunch",92,2521,2560,39,"51.1%","69.9%"
"=""0840011""","Milford School District","=""0845311""","West Shore Middle School",7,"ELA","Eligible For Lunch",43,2508,2550,42,"48.8%","64.5%"
"=""0840011""","Milford School District","=""0845311""","West Shore Middle School",7,"ELA","Not Eligible For Lunch",95,2556,2586,30,"44.2%","59.7%"
"=""0840011""","Milford School District","=""0845311""","West Shore Middle School",7,"Math","Eligible For Lunch",44,2502,2523,21,"36.4%","51.7%"
"=""0840011""","Milford School District","=""0845311""","West Shore Middle School",7,"Math","Not Eligible For Lunch",95,2554,2571,17,"38.9%","57.6%"
"=""0840011""","Milford School District","=""0845311""","West Shore Middle School",8,"ELA","Eligible For Lunch",52,2504,2540,36,"38.5%","60.7%"
"=""0840011""","Milford School District","=""0845311""","West Shore Middle School",8,"ELA","Not Eligible For Lunch",101,2549,2581,32,"39.6%","59.9%"
"=""0840011""","Milford School District","=""0845311""","West Shore Middle School",8,"Math","Eligible For Lunch",52,2500,2526,26,"38.5%","59.8%"
"=""0840011""","Milford School District","=""0845311""","West Shore Middle School",8,"Math","Not Eligible For Lunch",101,2557,2569,12,"41.6%","51.0%"
"=""0850011""","Monroe School District","=""0850511""","Fawn Hollow Elementary School",4,"ELA","Eligible For Lunch","*","*","*","*","*","*"
"=""0850011""","Monroe School District","=""0850511""","Fawn Hollow Elementary School",4,"ELA","Not Eligible For Lunch","*",2511,2544,33,"50.6%","69.0%"
"=""0850011""","Monroe School District","=""0850511""","Fawn Hollow Elementary School",4,"Math","Eligible For Lunch","*","*","*","*","*","*"
"=""0850011""","Monroe School District","=""0850511""","Fawn Hollow Elementary School",4,"Math","Not Eligible For Lunch","*",2499,2544,45,"48.1%","74.5%"
"=""0850011""","Monroe School District","=""0850511""","Fawn Hollow Elementary School",5,"ELA","Eligible For Lunch",8,"*","*","*","*","*"
"=""0850011""","Monroe School District","=""0850511""","Fawn Hollow Elementary School",5,"ELA","Not Eligible For Lunch",79,2531,2581,50,"54.4%","77.4%"
"=""0850011""","Monroe School District","=""0850511""","Fawn Hollow Elementary School",5,"Math","Eligible For Lunch",8,"*","*","*","*","*"
"=""0850011""","Monroe School District","=""0850511""","Fawn Hollow Elementary School",5,"Math","Not Eligible For Lunch",79,2525,2551,26,"41.8%","68.2%"
"=""0850011""","Monroe School District","=""0855211""","Jockey Hollow School",6,"ELA","Eligible For Lunch",15,"*","*","*","*","*"
"=""0850011""","Monroe School District","=""0855211""","Jockey Hollow School",6,"ELA","Not Eligible For Lunch",251,2581,2580,-1,"39.4%","49.8%"
"=""0850011""","Monroe School District","=""0855211""","Jockey Hollow School",6,"Math","Eligible For Lunch",15,"*","*","*","*","*"
"=""0850011""","Monroe School District","=""0855211""","Jockey Hollow School",6,"Math","Not Eligible For Lunch",251,2532,2559,27,"43.4%","66.3%"
"=""0850011""","Monroe School District","=""0855211""","Jockey Hollow School",7,"ELA","Eligible For Lunch",25,2571,2586,15,"52.0%","62.8%"
"=""0850011""","Monroe School District","=""0855211""","Jockey Hollow School",7,"ELA","Not Eligible For Lunch",222,2587,2623,35,"51.4%","69.5%"
"=""0850011""","Monroe School District","=""0855211""","Jockey Hollow School",7,"Math","Eligible For Lunch",25,2522,2556,34,"56.0%","69.5%"
"=""0850011""","Monroe School District","=""0855211""","Jockey Hollow School",7,"Math","Not Eligible For Lunch",222,2549,2585,36,"57.2%","76.4%"
"=""0850011""","Monroe School District","=""0855211""","Jockey Hollow School",8,"ELA","Eligible For Lunch",18,"*","*","*","*","*"
"=""0850011""","Monroe School District","=""0855211""","Jockey Hollow School",8,"ELA","Not Eligible For Lunch",226,2604,2626,22,"45.1%","61.5%"
"=""0850011""","Monroe School District","=""0855211""","Jockey Hollow School",8,"Math","Eligible For Lunch",18,"*","*","*","*","*"
"=""0850011""","Monroe School District","=""0855211""","Jockey Hollow School",8,"Math","Not Eligible For Lunch",225,2573,2592,19,"38.2%","56.2%"
"=""0850011""","Monroe School District","=""0850111""","Monroe Elementary School",4,"ELA","Eligible For Lunch",7,"*","*","*","*","*"
"=""0850011""","Monroe School District","=""0850111""","Monroe Elementary School",4,"ELA","Not Eligible For Lunch",48,2523,2579,56,"75.0%","87.1%"
"=""0850011""","Monroe School District","=""0850111""","Monroe Elementary School",4,"Math","Eligible For Lunch",7,"*","*","*","*","*"
"=""0850011""","Monroe School District","=""0850111""","Monroe Elementary School",4,"Math","Not Eligible For Lunch",48,2500,2541,41,"50.0%","70.3%"
"=""0850011""","Monroe School District","=""0850111""","Monroe Elementary School",5,"ELA","Eligible For Lunch",6,"*","*","*","*","*"
"=""0850011""","Monroe School District","=""0850111""","Monroe Elementary School",5,"ELA","Not Eligible For Lunch",44,2561,2594,33,"52.3%","67.8%"
"=""0850011""","Monroe School District","=""0850111""","Monroe Elementary School",5,"Math","Eligible For Lunch",6,"*","*","*","*","*"
"=""0850011""","Monroe School District","=""0850111""","Monroe Elementary School",5,"Math","Not Eligible For Lunch",44,2512,2578,65,"79.5%","93.0%"
"=""0850011""","Monroe School District","=""0850311""","Stepney Elementary School",4,"ELA","Eligible For Lunch",6,"*","*","*","*","*"
"=""0850011""","Monroe School District","=""0850311""","Stepney Elementary School",4,"ELA","Not Eligible For Lunch",63,2495,2533,38,"44.4%","63.0%"
"=""0850011""","Monroe School District","=""0850311""","Stepney Elementary School",4,"Math","Eligible For Lunch",6,"*","*","*","*","*"
"=""0850011""","Monroe School District","=""0850311""","Stepney Elementary School",4,"Math","Not Eligible For Lunch",63,2478,2516,38,"44.4%","71.8%"
"=""0850011""","Monroe School District","=""0850311""","Stepney Elementary School",5,"ELA","Eligible For Lunch",6,"*","*","*","*","*"
"=""0850011""","Monroe School District","=""0850311""","Stepney Elementary School",5,"ELA","Not Eligible For Lunch",74,2550,2591,41,"63.5%","77.6%"
"=""0850011""","Monroe School District","=""0850311""","Stepney Elementary School",5,"Math","Eligible For Lunch",6,"*","*","*","*","*"
"=""0850011""","Monroe School District","=""0850311""","Stepney Elementary School",5,"Math","Not Eligible For Lunch",74,2507,2566,59,"71.6%","95.0%"
"=""0860011""","Montville School District","=""0860711""","Dr. Charles E. Murphy School",4,"ELA","Eligible For Lunch",22,2427,2476,49,"45.5%","66.0%"
"=""0860011""","Montville School District","=""0860711""","Dr. Charles E. Murphy School",4,"ELA","Not Eligible For Lunch",27,2471,2524,53,"55.6%","77.7%"
"=""0860011""","Montville School District","=""0860711""","Dr. Charles E. Murphy School",4,"Math","Eligible For Lunch",22,2427,2471,44,"36.4%","69.3%"
"=""0860011""","Montville School District","=""0860711""","Dr. Charles E. Murphy School",4,"Math","Not Eligible For Lunch",27,2442,2502,60,"51.9%","83.6%"
"=""0860011""","Montville School District","=""0860711""","Dr. Charles E. Murphy School",5,"ELA","Eligible For Lunch",25,2451,2506,55,"40.0%","66.6%"
"=""0860011""","Montville School District","=""0860711""","Dr. Charles E. Murphy School",5,"ELA","Not Eligible For Lunch",34,2478,2522,44,"44.1%","69.5%"
"=""0860011""","Montville School District","=""0860711""","Dr. Charles E. Murphy School",5,"Math","Eligible For Lunch",25,2432,2475,43,"48.0%","77.0%"
"=""0860011""","Montville School District","=""0860711""","Dr. Charles E. Murphy School",5,"Math","Not Eligible For Lunch",34,2478,2518,40,"52.9%","72.5%"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School",6,"ELA","Eligible For Lunch",74,2485,2513,27,"33.8%","62.4%"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School",6,"ELA","Not Eligible For Lunch",104,2546,2568,22,"40.4%","60.0%"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School",6,"Math","Eligible For Lunch",74,2475,2498,24,"31.1%","53.1%"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School",6,"Math","Not Eligible For Lunch",104,2515,2541,26,"35.6%","58.3%"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School",7,"ELA","Eligible For Lunch",62,2524,2558,34,"45.2%","60.9%"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School",7,"ELA","Not Eligible For Lunch",99,2544,2577,33,"40.4%","59.6%"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School",7,"Math","Eligible For Lunch",62,2507,2527,19,"37.1%","54.3%"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School",7,"Math","Not Eligible For Lunch",99,2529,2545,15,"27.3%","52.8%"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School",8,"ELA","Eligible For Lunch",66,2534,2557,23,"37.9%","53.3%"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School",8,"ELA","Not Eligible For Lunch",110,2561,2586,25,"40.0%","57.1%"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School",8,"Math","Eligible For Lunch",66,2514,2534,20,"39.4%","56.8%"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School",8,"Math","Not Eligible For Lunch",110,2534,2566,32,"48.2%","65.9%"
"=""0860011""","Montville School District","=""0860111""","Mohegan School",4,"ELA","Eligible For Lunch",19,"*","*","*","*","*"
"=""0860011""","Montville School District","=""0860111""","Mohegan School",4,"ELA","Not Eligible For Lunch",21,2421,2470,50,"33.3%","65.5%"
"=""0860011""","Montville School District","=""0860111""","Mohegan School",4,"Math","Eligible For Lunch",20,2416,2464,48,"45.0%","72.3%"
"=""0860011""","Montville School District","=""0860111""","Mohegan School",4,"Math","Not Eligible For Lunch",21,2435,2473,37,"33.3%","63.5%"
"=""0860011""","Montville School District","=""0860111""","Mohegan School",5,"ELA","Eligible For Lunch",31,2456,2505,49,"38.7%","70.4%"
"=""0860011""","Montville School District","=""0860111""","Mohegan School",5,"ELA","Not Eligible For Lunch",33,2491,2543,52,"54.5%","67.5%"
"=""0860011""","Montville School District","=""0860111""","Mohegan School",5,"Math","Eligible For Lunch",31,2438,2495,58,"58.1%","86.5%"
"=""0860011""","Montville School District","=""0860111""","Mohegan School",5,"Math","Not Eligible For Lunch",33,2468,2537,69,"78.8%","99.2%"
"=""0860011""","Montville School District","=""0860511""","Oakdale School",4,"ELA","Eligible For Lunch",10,"*","*","*","*","*"
"=""0860011""","Montville School District","=""0860511""","Oakdale School",4,"ELA","Not Eligible For Lunch",40,2495,2574,79,"80.0%","97.0%"
"=""0860011""","Montville School District","=""0860511""","Oakdale School",4,"Math","Eligible For Lunch",10,"*","*","*","*","*"
"=""0860011""","Montville School District","=""0860511""","Oakdale School",4,"Math","Not Eligible For Lunch",40,2463,2538,75,"70.0%","96.0%"
"=""0860011""","Montville School District","=""0860511""","Oakdale School",5,"ELA","Eligible For Lunch",14,"*","*","*","*","*"
"=""0860011""","Montville School District","=""0860511""","Oakdale School",5,"ELA","Not Eligible For Lunch",39,2512,2570,58,"61.5%","85.2%"
"=""0860011""","Montville School District","=""0860511""","Oakdale School",5,"Math","Eligible For Lunch",14,"*","*","*","*","*"
"=""0860011""","Montville School District","=""0860511""","Oakdale School",5,"Math","Not Eligible For Lunch",39,2486,2566,79,"84.6%","100.0%"
"=""0880011""","Naugatuck School District","=""0880811""","Andrew Avenue School",4,"ELA","Eligible For Lunch",34,2419,2428,9,"14.7%","37.4%"
"=""0880011""","Naugatuck School District","=""0880811""","Andrew Avenue School",4,"ELA","Not Eligible For Lunch",11,"*","*","*","*","*"
"=""0880011""","Naugatuck School District","=""0880811""","Andrew Avenue School",4,"Math","Eligible For Lunch",35,2413,2452,39,"25.7%","58.9%"
"=""0880011""","Naugatuck School District","=""0880811""","Andrew Avenue School",4,"Math","Not Eligible For Lunch",10,"*","*","*","*","*"
"=""0880011""","Naugatuck School District","=""0885111""","City Hill Middle School",7,"ELA","Eligible For Lunch",149,2490,2525,35,"34.9%","57.6%"
"=""0880011""","Naugatuck School District","=""0885111""","City Hill Middle School",7,"ELA","Not Eligible For Lunch",170,2552,2577,25,"44.1%","63.2%"
"=""0880011""","Naugatuck School District","=""0885111""","City Hill Middle School",7,"Math","Eligible For Lunch",150,2462,2480,18,"28.7%","47.2%"
"=""0880011""","Naugatuck School District","=""0885111""","City Hill Middle School",7,"Math","Not Eligible For Lunch",169,2524,2531,7,"25.4%","44.9%"
"=""0880011""","Naugatuck School District","=""0885111""","City Hill Middle School",8,"ELA","Eligible For Lunch",156,2502,2527,25,"33.3%","53.4%"
"=""0880011""","Naugatuck School District","=""0885111""","City Hill Middle School",8,"ELA","Not Eligible For Lunch",159,2551,2571,20,"37.1%","54.4%"
"=""0880011""","Naugatuck School District","=""0885111""","City Hill Middle School",8,"Math","Eligible For Lunch",154,2473,2473,-0,"24.7%","38.5%"
"=""0880011""","Naugatuck School District","=""0885111""","City Hill Middle School",8,"Math","Not Eligible For Lunch",159,2527,2517,-10,"22.6%","32.9%"
"=""0880011""","Naugatuck School District","=""0880211""","Cross Street Intermediate School",5,"ELA","Eligible For Lunch",56,2422,2482,60,"48.2%","72.4%"
"=""0880011""","Naugatuck School District","=""0880211""","Cross Street Intermediate School",5,"ELA","Not Eligible For Lunch",81,2481,2529,48,"43.2%","71.3%"
"=""0880011""","Naugatuck School District","=""0880211""","Cross Street Intermediate School",5,"Math","Eligible For Lunch",57,2439,2446,7,"19.3%","39.5%"
"=""0880011""","Naugatuck School District","=""0880211""","Cross Street Intermediate School",5,"Math","Not Eligible For Lunch",82,2472,2497,25,"42.7%","62.0%"
"=""0880011""","Naugatuck School District","=""0880211""","Cross Street Intermediate School",6,"ELA","Eligible For Lunch",63,2471,2539,68,"57.1%","85.2%"
"=""0880011""","Naugatuck School District","=""0880211""","Cross Street Intermediate School",6,"ELA","Not Eligible For Lunch",90,2502,2551,49,"58.9%","77.9%"
"=""0880011""","Naugatuck School District","=""0880211""","Cross Street Intermediate School",6,"Math","Eligible For Lunch",63,2454,2497,43,"55.6%","75.5%"
"=""0880011""","Naugatuck School District","=""0880211""","Cross Street Intermediate School",6,"Math","Not Eligible For Lunch",91,2478,2539,62,"69.2%","87.1%"
"=""0880011""","Naugatuck School District","=""0880411""","Hillside Intermediate School",5,"ELA","Eligible For Lunch",79,2432,2476,43,"36.7%","63.4%"
"=""0880011""","Naugatuck School District","=""0880411""","Hillside Intermediate School",5,"ELA","Not Eligible For Lunch",65,2488,2537,49,"44.6%","74.5%"
"=""0880011""","Naugatuck School District","=""0880411""","Hillside Intermediate School",5,"Math","Eligible For Lunch",82,2441,2452,11,"18.3%","44.3%"
"=""0880011""","Naugatuck School District","=""0880411""","Hillside Intermediate School",5,"Math","Not Eligible For Lunch",65,2482,2501,19,"27.7%","51.3%"
"=""0880011""","Naugatuck School District","=""0880411""","Hillside Intermediate School",6,"ELA","Eligible For Lunch",89,2454,2492,38,"47.2%","66.4%"
"=""0880011""","Naugatuck School District","=""0880411""","Hillside Intermediate School",6,"ELA","Not Eligible For Lunch",64,2500,2546,45,"50.0%","71.4%"
"=""0880011""","Naugatuck School District","=""0880411""","Hillside Intermediate School",6,"Math","Eligible For Lunch",89,2442,2465,23,"38.2%","57.3%"
"=""0880011""","Naugatuck School District","=""0880411""","Hillside Intermediate School",6,"Math","Not Eligible For Lunch",64,2493,2521,28,"35.9%","60.9%"
"=""0880011""","Naugatuck School District","=""0880511""","Hop Brook Elementary School",4,"ELA","Eligible For Lunch",28,2431,2465,34,"28.6%","51.2%"
"=""0880011""","Naugatuck School District","=""0880511""","Hop Brook Elementary School",4,"ELA","Not Eligible For Lunch",23,2411,2471,60,"43.5%","70.1%"
"=""0880011""","Naugatuck School District","=""0880511""","Hop Brook Elementary School",4,"Math","Eligible For Lunch",28,2431,2478,47,"39.3%","68.3%"
"=""0880011""","Naugatuck School District","=""0880511""","Hop Brook Elementary School",4,"Math","Not Eligible For Lunch",23,2435,2484,49,"30.4%","71.9%"
"=""0880011""","Naugatuck School District","=""0880311""","Maple Hill School",4,"ELA","Eligible For Lunch",39,2413,2462,49,"30.8%","62.6%"
"=""0880011""","Naugatuck School District","=""0880311""","Maple Hill School",4,"ELA","Not Eligible For Lunch",67,2420,2469,49,"38.8%","64.3%"
"=""0880011""","Naugatuck School District","=""0880311""","Maple Hill School",4,"Math","Eligible For Lunch",39,2420,2452,32,"15.4%","56.3%"
"=""0880011""","Naugatuck School District","=""0880311""","Maple Hill School",4,"Math","Not Eligible For Lunch",68,2422,2462,40,"25.0%","62.7%"
"=""0880011""","Naugatuck School District","=""0880611""","Salem School",4,"ELA","Eligible For Lunch",30,2389,2448,59,"26.7%","68.1%"
"=""0880011""","Naugatuck School District","=""0880611""","Salem School",4,"ELA","Not Eligible For Lunch",17,"*","*","*","*","*"
"=""0880011""","Naugatuck School District","=""0880611""","Salem School",4,"Math","Eligible For Lunch",30,2394,2452,58,"33.3%","74.4%"
"=""0880011""","Naugatuck School District","=""0880611""","Salem School",4,"Math","Not Eligible For Lunch",17,"*","*","*","*","*"
"=""0880011""","Naugatuck School District","=""0880711""","Western School",4,"ELA","Eligible For Lunch",23,2402,2451,49,"43.5%","62.3%"
"=""0880011""","Naugatuck School District","=""0880711""","Western School",4,"ELA","Not Eligible For Lunch",35,2421,2496,75,"65.7%","84.6%"
"=""0880011""","Naugatuck School District","=""0880711""","Western School",4,"Math","Eligible For Lunch",23,2387,2453,65,"60.9%","89.0%"
"=""0880011""","Naugatuck School District","=""0880711""","Western School",4,"Math","Not Eligible For Lunch",35,2437,2502,65,"57.1%","90.9%"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy",4,"ELA","Eligible For Lunch","*",2369,2412,44,"29.0%","51.5%"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy",4,"ELA","Not Eligible For Lunch","*","*","*","*","*","*"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy",4,"Math","Eligible For Lunch","*",2375,2404,29,"12.9%","49.6%"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy",4,"Math","Not Eligible For Lunch","*","*","*","*","*","*"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy",5,"ELA","Eligible For Lunch",37,2449,2459,10,"10.8%","32.3%"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy",5,"ELA","Not Eligible For Lunch",6,"*","*","*","*","*"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy",5,"Math","Eligible For Lunch",37,2428,2451,23,"32.4%","48.5%"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy",5,"Math","Not Eligible For Lunch",6,"*","*","*","*","*"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy",6,"ELA","Eligible For Lunch","*",2481,2530,49,"54.8%","72.0%"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy",6,"ELA","Not Eligible For Lunch","*","*","*","*","*","*"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy",6,"Math","Eligible For Lunch","*",2451,2504,53,"58.1%","82.9%"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy",6,"Math","Not Eligible For Lunch","*","*","*","*","*","*"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy",7,"ELA","Eligible For Lunch","*",2484,2529,45,"36.0%","62.8%"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy",7,"ELA","Not Eligible For Lunch","*","*","*","*","*","*"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy",7,"Math","Eligible For Lunch","*",2484,2492,8,"28.0%","41.9%"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy",7,"Math","Not Eligible For Lunch","*","*","*","*","*","*"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy",8,"ELA","Eligible For Lunch",29,2512,2548,36,"44.8%","70.1%"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy",8,"Math","Eligible For Lunch",29,2486,2498,12,"27.6%","48.1%"
"=""0890011""","New Britain School District","=""0899111""","Alternative Center School",7,"ELA","Eligible For Lunch","*","*","*","*","*","*"
"=""0890011""","New Britain School District","=""0899111""","Alternative Center School",7,"Math","Eligible For Lunch","*","*","*","*","*","*"
"=""0890011""","New Britain School District","=""0899111""","Alternative Center School",8,"ELA","Eligible For Lunch",6,"*","*","*","*","*"
