"Smarter Balanced Growth Report, 2015-16"
"All Districts, Gender"

"District Code","District","School Code","School","Subject","Gender","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0960011""","New Milford School District","=""0965211""","Schaghticoke Middle School","Math","Female",386,"37.6%","55.6%"
"=""0940011""","Newington School District","=""0940611""","Anna Reynolds School","ELA","Male",39,"61.5%","82.6%"
"=""0940011""","Newington School District","=""0940611""","Anna Reynolds School","ELA","Female",46,"69.6%","92.1%"
"=""0940011""","Newington School District","=""0940611""","Anna Reynolds School","Math","Male",39,"43.6%","71.8%"
"=""0940011""","Newington School District","=""0940611""","Anna Reynolds School","Math","Female",46,"65.2%","90.1%"
"=""0940011""","Newington School District","=""0940211""","Elizabeth Green School","ELA","Male",25,"48.0%","66.8%"
"=""0940011""","Newington School District","=""0940211""","Elizabeth Green School","ELA","Female",34,"38.2%","69.5%"
"=""0940011""","Newington School District","=""0940211""","Elizabeth Green School","Math","Male",25,"24.0%","58.8%"
"=""0940011""","Newington School District","=""0940211""","Elizabeth Green School","Math","Female",34,"44.1%","71.7%"
"=""0940011""","Newington School District","=""0940811""","John Paterson School","ELA","Male",36,"41.7%","60.1%"
"=""0940011""","Newington School District","=""0940811""","John Paterson School","ELA","Female",41,"26.8%","54.9%"
"=""0940011""","Newington School District","=""0940811""","John Paterson School","Math","Male",36,"36.1%","68.1%"
"=""0940011""","Newington School District","=""0940811""","John Paterson School","Math","Female",41,"36.6%","67.2%"
"=""0940011""","Newington School District","=""0945311""","John Wallace Middle School","ELA","Male",344,"36.9%","55.9%"
"=""0940011""","Newington School District","=""0945311""","John Wallace Middle School","ELA","Female",290,"43.8%","66.0%"
"=""0940011""","Newington School District","=""0945311""","John Wallace Middle School","Math","Male",343,"37.9%","52.2%"
"=""0940011""","Newington School District","=""0945311""","John Wallace Middle School","Math","Female",290,"41.0%","60.4%"
"=""0940011""","Newington School District","=""0945111""","Martin Kellogg Middle School","ELA","Male",303,"28.7%","47.5%"
"=""0940011""","Newington School District","=""0945111""","Martin Kellogg Middle School","ELA","Female",288,"33.3%","53.6%"
"=""0940011""","Newington School District","=""0945111""","Martin Kellogg Middle School","Math","Male",305,"34.8%","50.8%"
"=""0940011""","Newington School District","=""0945111""","Martin Kellogg Middle School","Math","Female",289,"36.7%","54.0%"
"=""0940011""","Newington School District","=""0940711""","Ruth Chaffee School","ELA","Male",35,"20.0%","46.2%"
"=""0940011""","Newington School District","=""0940711""","Ruth Chaffee School","ELA","Female",36,"44.4%","74.9%"
"=""0940011""","Newington School District","=""0940711""","Ruth Chaffee School","Math","Male",35,"5.7%","26.1%"
"=""0940011""","Newington School District","=""0940711""","Ruth Chaffee School","Math","Female",35,"37.1%","59.6%"
"=""0970011""","Newtown School District","=""0970111""","Hawley Elementary School","ELA","Male",34,"44.1%","81.9%"
"=""0970011""","Newtown School District","=""0970111""","Hawley Elementary School","ELA","Female",35,"62.9%","86.5%"
"=""0970011""","Newtown School District","=""0970111""","Hawley Elementary School","Math","Male",34,"61.8%","86.0%"
"=""0970011""","Newtown School District","=""0970111""","Hawley Elementary School","Math","Female",35,"57.1%","87.6%"
"=""0970011""","Newtown School District","=""0970411""","Head O'Meadow Elementary School","ELA","Male",39,"69.2%","85.8%"
"=""0970011""","Newtown School District","=""0970411""","Head O'Meadow Elementary School","ELA","Female",32,"62.5%","78.7%"
"=""0970011""","Newtown School District","=""0970411""","Head O'Meadow Elementary School","Math","Male",39,"71.8%","98.0%"
"=""0970011""","Newtown School District","=""0970411""","Head O'Meadow Elementary School","Math","Female",32,"65.6%","91.7%"
"=""0970011""","Newtown School District","=""0970311""","Middle Gate Elementary School","ELA","Male",39,"38.5%","60.3%"
"=""0970011""","Newtown School District","=""0970311""","Middle Gate Elementary School","ELA","Female",39,"35.9%","66.8%"
"=""0970011""","Newtown School District","=""0970311""","Middle Gate Elementary School","Math","Male",39,"33.3%","58.8%"
"=""0970011""","Newtown School District","=""0970311""","Middle Gate Elementary School","Math","Female",39,"30.8%","62.5%"
"=""0970011""","Newtown School District","=""0975111""","Newtown Middle School","ELA","Male",405,"42.0%","57.0%"
"=""0970011""","Newtown School District","=""0975111""","Newtown Middle School","ELA","Female",361,"47.9%","63.1%"
"=""0970011""","Newtown School District","=""0975111""","Newtown Middle School","Math","Male",404,"52.5%","68.1%"
"=""0970011""","Newtown School District","=""0975111""","Newtown Middle School","Math","Female",359,"54.0%","69.8%"
"=""0970011""","Newtown School District","=""0970511""","Reed Intermediate School","ELA","Male",325,"43.7%","61.7%"
"=""0970011""","Newtown School District","=""0970511""","Reed Intermediate School","ELA","Female",328,"45.7%","65.5%"
"=""0970011""","Newtown School District","=""0970511""","Reed Intermediate School","Math","Male",325,"68.9%","88.5%"
"=""0970011""","Newtown School District","=""0970511""","Reed Intermediate School","Math","Female",329,"70.5%","88.6%"
"=""0970011""","Newtown School District","=""0970211""","Sandy Hook Elementary School","ELA","Male",34,"38.2%","68.4%"
"=""0970011""","Newtown School District","=""0970211""","Sandy Hook Elementary School","ELA","Female",32,"59.4%","77.5%"
"=""0970011""","Newtown School District","=""0970211""","Sandy Hook Elementary School","Math","Male",34,"47.1%","72.0%"
"=""0970011""","Newtown School District","=""0970211""","Sandy Hook Elementary School","Math","Female",33,"39.4%","71.3%"
"=""0980011""","Norfolk School District","=""0980111""","Botelle Elementary School","ELA","Male",20,"40.0%","61.8%"
"=""0980011""","Norfolk School District","=""0980111""","Botelle Elementary School","ELA","Female",24,"50.0%","69.2%"
"=""0980011""","Norfolk School District","=""0980111""","Botelle Elementary School","Math","Male",20,"55.0%","75.4%"
"=""0980011""","Norfolk School District","=""0980111""","Botelle Elementary School","Math","Female",24,"45.8%","65.2%"
"=""0990011""","North Branford School District","=""0995111""","North Branford Intermediate School","ELA","Male",198,"39.9%","62.5%"
"=""0990011""","North Branford School District","=""0995111""","North Branford Intermediate School","ELA","Female",240,"47.5%","65.4%"
"=""0990011""","North Branford School District","=""0995111""","North Branford Intermediate School","Math","Male",198,"37.9%","56.2%"
"=""0990011""","North Branford School District","=""0995111""","North Branford Intermediate School","Math","Female",240,"45.4%","63.2%"
"=""0990011""","North Branford School District","=""0990611""","Totoket Valley Elementary School","ELA","Male",145,"38.6%","63.1%"
"=""0990011""","North Branford School District","=""0990611""","Totoket Valley Elementary School","ELA","Female",120,"46.7%","67.8%"
"=""0990011""","North Branford School District","=""0990611""","Totoket Valley Elementary School","Math","Male",145,"50.3%","76.2%"
"=""0990011""","North Branford School District","=""0990611""","Totoket Valley Elementary School","Math","Female",120,"52.5%","76.4%"
"=""1000011""","North Canaan School District","=""1000111""","North Canaan Elementary School","ELA","Male",56,"53.6%","72.4%"
"=""1000011""","North Canaan School District","=""1000111""","North Canaan Elementary School","ELA","Female",54,"63.0%","82.6%"
"=""1000011""","North Canaan School District","=""1000111""","North Canaan Elementary School","Math","Male",56,"46.4%","71.1%"
"=""1000011""","North Canaan School District","=""1000111""","North Canaan Elementary School","Math","Female",54,"53.7%","77.0%"
"=""1010011""","North Haven School District","=""1010811""","Clintonville Elementary School","ELA","Male",60,"50.0%","73.8%"
"=""1010011""","North Haven School District","=""1010811""","Clintonville Elementary School","ELA","Female",39,"51.3%","83.9%"
"=""1010011""","North Haven School District","=""1010811""","Clintonville Elementary School","Math","Male",60,"51.7%","82.0%"
"=""1010011""","North Haven School District","=""1010811""","Clintonville Elementary School","Math","Female",39,"64.1%","92.7%"
"=""1010011""","North Haven School District","=""1010711""","Green Acres Elementary School","ELA","Male",50,"60.0%","82.0%"
"=""1010011""","North Haven School District","=""1010711""","Green Acres Elementary School","ELA","Female",49,"61.2%","87.0%"
"=""1010011""","North Haven School District","=""1010711""","Green Acres Elementary School","Math","Male",51,"70.6%","95.7%"
"=""1010011""","North Haven School District","=""1010711""","Green Acres Elementary School","Math","Female",49,"53.1%","79.8%"
"=""1010011""","North Haven School District","=""1010211""","Montowese Elementary School","ELA","Male",54,"57.4%","79.4%"
"=""1010011""","North Haven School District","=""1010211""","Montowese Elementary School","ELA","Female",46,"56.5%","85.3%"
"=""1010011""","North Haven School District","=""1010211""","Montowese Elementary School","Math","Male",54,"51.9%","79.5%"
"=""1010011""","North Haven School District","=""1010211""","Montowese Elementary School","Math","Female",46,"56.5%","87.3%"
"=""1010011""","North Haven School District","=""1015211""","North Haven Middle School","ELA","Male",358,"65.9%","84.6%"
"=""1010011""","North Haven School District","=""1015211""","North Haven Middle School","ELA","Female",348,"75.9%","93.7%"
"=""1010011""","North Haven School District","=""1015211""","North Haven Middle School","Math","Male",359,"71.0%","89.2%"
"=""1010011""","North Haven School District","=""1015211""","North Haven Middle School","Math","Female",348,"80.5%","96.4%"
"=""1010011""","North Haven School District","=""1010311""","Ridge Road Elementary School","ELA","Male",64,"75.0%","95.8%"
"=""1010011""","North Haven School District","=""1010311""","Ridge Road Elementary School","ELA","Female",57,"64.9%","85.8%"
"=""1010011""","North Haven School District","=""1010311""","Ridge Road Elementary School","Math","Male",64,"64.1%","92.1%"
"=""1010011""","North Haven School District","=""1010311""","Ridge Road Elementary School","Math","Female",57,"66.7%","89.8%"
"=""1020011""","North Stonington School District","=""1020111""","North Stonington Elementary School","ELA","Male",49,"59.2%","75.7%"
"=""1020011""","North Stonington School District","=""1020111""","North Stonington Elementary School","ELA","Female",51,"68.6%","90.4%"
"=""1020011""","North Stonington School District","=""1020111""","North Stonington Elementary School","Math","Male",49,"67.3%","82.2%"
"=""1020011""","North Stonington School District","=""1020111""","North Stonington Elementary School","Math","Female",51,"68.6%","89.6%"
"=""1020011""","North Stonington School District","=""1025111""","Wheeler Middle School","ELA","Male",90,"44.4%","60.7%"
"=""1020011""","North Stonington School District","=""1025111""","Wheeler Middle School","ELA","Female",74,"35.1%","49.3%"
"=""1020011""","North Stonington School District","=""1025111""","Wheeler Middle School","Math","Male",90,"41.1%","61.1%"
"=""1020011""","North Stonington School District","=""1025111""","Wheeler Middle School","Math","Female",74,"33.8%","50.4%"
"=""1030011""","Norwalk School District","=""1030211""","Brookside Elementary School","ELA","Male",65,"33.8%","55.7%"
"=""1030011""","Norwalk School District","=""1030211""","Brookside Elementary School","ELA","Female",65,"43.1%","65.7%"
"=""1030011""","Norwalk School District","=""1030211""","Brookside Elementary School","Math","Male",66,"43.9%","61.7%"
"=""1030011""","Norwalk School District","=""1030211""","Brookside Elementary School","Math","Female",68,"39.7%","66.2%"
"=""1030011""","Norwalk School District","=""1030311""","Columbus Magnet School","ELA","Male",36,"41.7%","65.6%"
"=""1030011""","Norwalk School District","=""1030311""","Columbus Magnet School","ELA","Female",45,"35.6%","66.9%"
"=""1030011""","Norwalk School District","=""1030311""","Columbus Magnet School","Math","Male",37,"40.5%","65.6%"
"=""1030011""","Norwalk School District","=""1030311""","Columbus Magnet School","Math","Female",45,"40.0%","74.9%"
"=""1030011""","Norwalk School District","=""1030411""","Cranbury Elementary School","ELA","Male",64,"32.8%","54.6%"
"=""1030011""","Norwalk School District","=""1030411""","Cranbury Elementary School","ELA","Female",63,"38.1%","60.5%"
"=""1030011""","Norwalk School District","=""1030411""","Cranbury Elementary School","Math","Male",66,"34.8%","62.0%"
"=""1030011""","Norwalk School District","=""1030411""","Cranbury Elementary School","Math","Female",65,"20.0%","53.4%"
"=""1030011""","Norwalk School District","=""1032011""","Fox Run Elementary School","ELA","Male",69,"24.6%","51.0%"
"=""1030011""","Norwalk School District","=""1032011""","Fox Run Elementary School","ELA","Female",57,"31.6%","56.2%"
"=""1030011""","Norwalk School District","=""1032011""","Fox Run Elementary School","Math","Male",69,"37.7%","65.5%"
"=""1030011""","Norwalk School District","=""1032011""","Fox Run Elementary School","Math","Female",58,"36.2%","67.4%"
"=""1030011""","Norwalk School District","=""1030711""","Jefferson Magnet School","ELA","Male",86,"41.9%","62.4%"
"=""1030011""","Norwalk School District","=""1030711""","Jefferson Magnet School","ELA","Female",100,"34.0%","59.2%"
"=""1030011""","Norwalk School District","=""1030711""","Jefferson Magnet School","Math","Male",88,"47.7%","74.6%"
"=""1030011""","Norwalk School District","=""1030711""","Jefferson Magnet School","Math","Female",106,"44.3%","69.7%"
"=""1030011""","Norwalk School District","=""1030811""","Kendall Elementary School","ELA","Male",72,"33.3%","56.7%"
"=""1030011""","Norwalk School District","=""1030811""","Kendall Elementary School","ELA","Female",93,"47.3%","71.1%"
"=""1030011""","Norwalk School District","=""1030811""","Kendall Elementary School","Math","Male",73,"30.1%","54.4%"
"=""1030011""","Norwalk School District","=""1030811""","Kendall Elementary School","Math","Female",93,"30.1%","54.0%"
"=""1030011""","Norwalk School District","=""1032211""","Marvin Elementary School","ELA","Male",76,"27.6%","56.7%"
"=""1030011""","Norwalk School District","=""1032211""","Marvin Elementary School","ELA","Female",72,"41.7%","65.8%"
"=""1030011""","Norwalk School District","=""1032211""","Marvin Elementary School","Math","Male",77,"39.0%","67.4%"
"=""1030011""","Norwalk School District","=""1032211""","Marvin Elementary School","Math","Female",72,"31.9%","65.1%"
"=""1030011""","Norwalk School District","=""1032111""","Naramake Elementary School","ELA","Male",66,"39.4%","61.2%"
"=""1030011""","Norwalk School District","=""1032111""","Naramake Elementary School","ELA","Female",65,"36.9%","59.5%"
"=""1030011""","Norwalk School District","=""1032111""","Naramake Elementary School","Math","Male",67,"47.8%","72.6%"
"=""1030011""","Norwalk School District","=""1032111""","Naramake Elementary School","Math","Female",65,"29.2%","58.6%"
"=""1030011""","Norwalk School District","=""1035211""","Nathan Hale Middle School","ELA","Male",324,"35.5%","53.6%"
"=""1030011""","Norwalk School District","=""1035211""","Nathan Hale Middle School","ELA","Female",285,"31.6%","50.6%"
"=""1030011""","Norwalk School District","=""1035211""","Nathan Hale Middle School","Math","Male",329,"39.5%","56.8%"
"=""1030011""","Norwalk School District","=""1035211""","Nathan Hale Middle School","Math","Female",292,"29.5%","49.6%"
"=""1030011""","Norwalk School District","=""1035311""","Ponus Ridge Middle School","ELA","Male",323,"31.9%","52.4%"
"=""1030011""","Norwalk School District","=""1035311""","Ponus Ridge Middle School","ELA","Female",285,"32.6%","56.0%"
"=""1030011""","Norwalk School District","=""1035311""","Ponus Ridge Middle School","Math","Male",329,"26.7%","43.3%"
"=""1030011""","Norwalk School District","=""1035311""","Ponus Ridge Middle School","Math","Female",289,"35.3%","52.5%"
"=""1030011""","Norwalk School District","=""1035511""","Roton Middle School","ELA","Male",223,"35.0%","53.8%"
"=""1030011""","Norwalk School District","=""1035511""","Roton Middle School","ELA","Female",215,"42.3%","60.0%"
"=""1030011""","Norwalk School District","=""1035511""","Roton Middle School","Math","Male",227,"36.6%","54.0%"
"=""1030011""","Norwalk School District","=""1035511""","Roton Middle School","Math","Female",220,"35.0%","55.0%"
"=""1030011""","Norwalk School District","=""1031311""","Rowayton School","ELA","Male",62,"58.1%","77.8%"
"=""1030011""","Norwalk School District","=""1031311""","Rowayton School","ELA","Female",53,"50.9%","85.8%"
"=""1030011""","Norwalk School District","=""1031311""","Rowayton School","Math","Male",63,"68.3%","88.5%"
"=""1030011""","Norwalk School District","=""1031311""","Rowayton School","Math","Female",53,"75.5%","95.6%"
"=""1030011""","Norwalk School District","=""1032311""","Silvermine Elementary School","ELA","Male",73,"27.4%","58.5%"
"=""1030011""","Norwalk School District","=""1032311""","Silvermine Elementary School","ELA","Female",71,"33.8%","58.1%"
"=""1030011""","Norwalk School District","=""1032311""","Silvermine Elementary School","Math","Male",75,"32.0%","60.8%"
"=""1030011""","Norwalk School District","=""1032311""","Silvermine Elementary School","Math","Female",75,"33.3%","56.5%"
"=""1030011""","Norwalk School District","=""1031411""","Tracey School","ELA","Male",61,"27.9%","58.6%"
"=""1030011""","Norwalk School District","=""1031411""","Tracey School","ELA","Female",50,"32.0%","59.7%"
"=""1030011""","Norwalk School District","=""1031411""","Tracey School","Math","Male",61,"41.0%","63.7%"
"=""1030011""","Norwalk School District","=""1031411""","Tracey School","Math","Female",50,"40.0%","63.4%"
"=""1030011""","Norwalk School District","=""1035411""","West Rocks Middle School","ELA","Male",310,"32.9%","51.6%"
"=""1030011""","Norwalk School District","=""1035411""","West Rocks Middle School","ELA","Female",310,"35.8%","54.2%"
"=""1030011""","Norwalk School District","=""1035411""","West Rocks Middle School","Math","Male",314,"37.6%","57.4%"
"=""1030011""","Norwalk School District","=""1035411""","West Rocks Middle School","Math","Female",312,"42.0%","59.2%"
"=""1030011""","Norwalk School District","=""1032411""","Wolfpit School","ELA","Male",47,"44.7%","77.7%"
"=""1030011""","Norwalk School District","=""1032411""","Wolfpit School","ELA","Female",39,"43.6%","66.2%"
"=""1030011""","Norwalk School District","=""1032411""","Wolfpit School","Math","Male",49,"49.0%","72.1%"
"=""1030011""","Norwalk School District","=""1032411""","Wolfpit School","Math","Female",39,"43.6%","69.9%"
"=""1040011""","Norwich School District","=""1040711""","IRS Program at Uncas","ELA","Male","*","*","*"
"=""1040011""","Norwich School District","=""1040711""","IRS Program at Uncas","ELA","Female","*","*","*"
"=""1040011""","Norwich School District","=""1040711""","IRS Program at Uncas","Math","Male","*","*","*"
"=""1040011""","Norwich School District","=""1040711""","IRS Program at Uncas","Math","Female","*","*","*"
"=""1040011""","Norwich School District","=""1041411""","John B. Stanton Network School","ELA","Male",44,"27.3%","52.0%"
"=""1040011""","Norwich School District","=""1041411""","John B. Stanton Network School","ELA","Female",57,"52.6%","76.0%"
"=""1040011""","Norwich School District","=""1041411""","John B. Stanton Network School","Math","Male",45,"31.1%","63.3%"
"=""1040011""","Norwich School District","=""1041411""","John B. Stanton Network School","Math","Female",62,"33.9%","60.7%"
"=""1040011""","Norwich School District","=""1045111""","Kelly Middle School","ELA","Male",328,"33.8%","55.4%"
"=""1040011""","Norwich School District","=""1045111""","Kelly Middle School","ELA","Female",342,"37.4%","57.2%"
"=""1040011""","Norwich School District","=""1045111""","Kelly Middle School","Math","Male",329,"36.5%","53.4%"
"=""1040011""","Norwich School District","=""1045111""","Kelly Middle School","Math","Female",342,"35.4%","55.5%"
"=""1040011""","Norwich School District","=""1042011""","Moriarty Magnet School","ELA","Male",61,"49.2%","75.7%"
"=""1040011""","Norwich School District","=""1042011""","Moriarty Magnet School","ELA","Female",64,"31.3%","65.2%"
"=""1040011""","Norwich School District","=""1042011""","Moriarty Magnet School","Math","Male",61,"36.1%","61.0%"
"=""1040011""","Norwich School District","=""1042011""","Moriarty Magnet School","Math","Female",64,"31.3%","55.2%"
"=""1040011""","Norwich School District","=""1040811""","Samuel Huntington School","ELA","Male",55,"58.2%","82.8%"
"=""1040011""","Norwich School District","=""1040811""","Samuel Huntington School","ELA","Female",50,"50.0%","79.1%"
"=""1040011""","Norwich School District","=""1040811""","Samuel Huntington School","Math","Male",56,"53.6%","86.6%"
"=""1040011""","Norwich School District","=""1040811""","Samuel Huntington School","Math","Female",50,"48.0%","72.6%"
"=""1040011""","Norwich School District","=""1045211""","Teachers' Memorial Middle School","ELA","Male",171,"36.8%","58.5%"
"=""1040011""","Norwich School District","=""1045211""","Teachers' Memorial Middle School","ELA","Female",132,"25.8%","47.5%"
"=""1040011""","Norwich School District","=""1045211""","Teachers' Memorial Middle School","Math","Male",171,"32.7%","53.9%"
"=""1040011""","Norwich School District","=""1045211""","Teachers' Memorial Middle School","Math","Female",133,"44.4%","60.0%"
"=""1040011""","Norwich School District","=""1041711""","Thomas W. Mahan School","ELA","Male",43,"65.1%","81.5%"
"=""1040011""","Norwich School District","=""1041711""","Thomas W. Mahan School","ELA","Female",37,"59.5%","82.1%"
"=""1040011""","Norwich School District","=""1041711""","Thomas W. Mahan School","Math","Male",45,"77.8%","100.0%"
"=""1040011""","Norwich School District","=""1041711""","Thomas W. Mahan School","Math","Female",40,"70.0%","96.0%"
"=""1040011""","Norwich School District","=""1041911""","Uncas Network School","ELA","Male",28,"25.0%","44.2%"
"=""1040011""","Norwich School District","=""1041911""","Uncas Network School","ELA","Female",34,"20.6%","43.1%"
"=""1040011""","Norwich School District","=""1041911""","Uncas Network School","Math","Male",28,"42.9%","63.4%"
"=""1040011""","Norwich School District","=""1041911""","Uncas Network School","Math","Female",34,"20.6%","43.2%"
"=""1040011""","Norwich School District","=""1041811""","Veterans' Memorial School","ELA","Male",56,"28.6%","54.7%"
"=""1040011""","Norwich School District","=""1041811""","Veterans' Memorial School","ELA","Female",36,"33.3%","55.8%"
"=""1040011""","Norwich School District","=""1041811""","Veterans' Memorial School","Math","Male",57,"33.3%","60.0%"
"=""1040011""","Norwich School District","=""1041811""","Veterans' Memorial School","Math","Female",36,"22.2%","59.8%"
"=""1040011""","Norwich School District","=""1041511""","Wequonnoc Magnet School","ELA","Male",35,"51.4%","74.0%"
"=""1040011""","Norwich School District","=""1041511""","Wequonnoc Magnet School","ELA","Female",34,"44.1%","65.3%"
"=""1040011""","Norwich School District","=""1041511""","Wequonnoc Magnet School","Math","Male",35,"22.9%","52.5%"
"=""1040011""","Norwich School District","=""1041511""","Wequonnoc Magnet School","Math","Female",34,"29.4%","56.2%"
"=""2630013""","Odyssey Community School District","=""2635113""","Odyssey Community School","ELA","Male",92,"38.0%","64.6%"
"=""2630013""","Odyssey Community School District","=""2635113""","Odyssey Community School","ELA","Female",83,"34.9%","59.2%"
"=""2630013""","Odyssey Community School District","=""2635113""","Odyssey Community School","Math","Male",92,"35.9%","57.1%"
"=""2630013""","Odyssey Community School District","=""2635113""","Odyssey Community School","Math","Female",83,"30.1%","50.7%"
"=""1060011""","Old Saybrook School District","=""1065211""","Old Saybrook Middle School","ELA","Male",261,"45.6%","63.2%"
"=""1060011""","Old Saybrook School District","=""1065211""","Old Saybrook Middle School","ELA","Female",239,"45.6%","68.0%"
"=""1060011""","Old Saybrook School District","=""1065211""","Old Saybrook Middle School","Math","Male",263,"47.9%","69.5%"
"=""1060011""","Old Saybrook School District","=""1065211""","Old Saybrook Middle School","Math","Female",239,"50.6%","72.1%"
"=""1070011""","Orange School District","=""1070511""","Peck Place School","ELA","Male",95,"60.0%","79.1%"
"=""1070011""","Orange School District","=""1070511""","Peck Place School","ELA","Female",94,"50.0%","67.9%"
"=""1070011""","Orange School District","=""1070511""","Peck Place School","Math","Male",96,"47.9%","73.9%"
"=""1070011""","Orange School District","=""1070511""","Peck Place School","Math","Female",94,"35.1%","61.6%"
"=""1070011""","Orange School District","=""1070311""","Race Brook School","ELA","Male",86,"53.5%","76.6%"
"=""1070011""","Orange School District","=""1070311""","Race Brook School","ELA","Female",95,"47.4%","68.3%"
"=""1070011""","Orange School District","=""1070311""","Race Brook School","Math","Male",86,"59.3%","77.9%"
"=""1070011""","Orange School District","=""1070311""","Race Brook School","Math","Female",98,"51.0%","77.5%"
"=""1070011""","Orange School District","=""1070411""","Turkey Hill School","ELA","Male",72,"51.4%","73.8%"
"=""1070011""","Orange School District","=""1070411""","Turkey Hill School","ELA","Female",67,"62.7%","80.1%"
"=""1070011""","Orange School District","=""1070411""","Turkey Hill School","Math","Male",73,"54.8%","76.4%"
"=""1070011""","Orange School District","=""1070411""","Turkey Hill School","Math","Female",67,"56.7%","80.2%"
"=""1080011""","Oxford School District","=""1080411""","Alternative Education","ELA","Male","*","*","*"
"=""1080011""","Oxford School District","=""1080411""","Alternative Education","Math","Male","*","*","*"
"=""1080011""","Oxford School District","=""1085111""","Great Oak School","ELA","Male",224,"33.0%","48.5%"
"=""1080011""","Oxford School District","=""1085111""","Great Oak School","ELA","Female",236,"41.5%","56.9%"
"=""1080011""","Oxford School District","=""1085111""","Great Oak School","Math","Male",225,"47.1%","66.2%"
"=""1080011""","Oxford School District","=""1085111""","Great Oak School","Math","Female",235,"55.3%","76.2%"
"=""1080011""","Oxford School District","=""1080111""","Oxford Center School","ELA","Male",155,"41.9%","63.6%"
"=""1080011""","Oxford School District","=""1080111""","Oxford Center School","ELA","Female",158,"41.8%","64.0%"
"=""1080011""","Oxford School District","=""1080111""","Oxford Center School","Math","Male",154,"48.7%","73.7%"
"=""1080011""","Oxford School District","=""1080111""","Oxford Center School","Math","Female",158,"38.0%","66.1%"
"=""2830013""","Park City Prep Charter School District","=""2835113""","Park City Prep Charter School","ELA","Male",166,"42.8%","67.4%"
"=""2830013""","Park City Prep Charter School District","=""2835113""","Park City Prep Charter School","ELA","Female",171,"49.7%","74.1%"
"=""2830013""","Park City Prep Charter School District","=""2835113""","Park City Prep Charter School","Math","Male",166,"54.2%","72.8%"
"=""2830013""","Park City Prep Charter School District","=""2835113""","Park City Prep Charter School","Math","Female",170,"60.6%","81.2%"
"=""1090011""","Plainfield School District","=""1095111""","Plainfield Central School","ELA","Male",251,"51.4%","72.5%"
"=""1090011""","Plainfield School District","=""1095111""","Plainfield Central School","ELA","Female",242,"57.9%","80.1%"
"=""1090011""","Plainfield School District","=""1095111""","Plainfield Central School","Math","Male",250,"67.6%","86.0%"
"=""1090011""","Plainfield School District","=""1095111""","Plainfield Central School","Math","Female",239,"67.8%","87.4%"
"=""1090011""","Plainfield School District","=""1090311""","Plainfield Memorial School","ELA","Male",156,"36.5%","60.6%"
"=""1090011""","Plainfield School District","=""1090311""","Plainfield Memorial School","ELA","Female",151,"38.4%","64.4%"
"=""1090011""","Plainfield School District","=""1090311""","Plainfield Memorial School","Math","Male",156,"41.0%","68.4%"
"=""1090011""","Plainfield School District","=""1090311""","Plainfield Memorial School","Math","Female",152,"36.2%","69.4%"
"=""1100011""","Plainville School District","=""1100411""","Frank T. Wheeler School","ELA","Male",44,"43.2%","71.7%"
"=""1100011""","Plainville School District","=""1100411""","Frank T. Wheeler School","ELA","Female",37,"43.2%","70.3%"
"=""1100011""","Plainville School District","=""1100411""","Frank T. Wheeler School","Math","Male",44,"31.8%","55.4%"
"=""1100011""","Plainville School District","=""1100411""","Frank T. Wheeler School","Math","Female",37,"24.3%","57.6%"
"=""1100011""","Plainville School District","=""1100211""","Linden Street School","ELA","Male",70,"35.7%","61.1%"
"=""1100011""","Plainville School District","=""1100211""","Linden Street School","ELA","Female",66,"40.9%","69.7%"
"=""1100011""","Plainville School District","=""1100211""","Linden Street School","Math","Male",70,"27.1%","61.2%"
"=""1100011""","Plainville School District","=""1100211""","Linden Street School","Math","Female",65,"23.1%","50.6%"
"=""1100011""","Plainville School District","=""1100511""","Louis Toffolon School","ELA","Male",58,"31.0%","62.9%"
"=""1100011""","Plainville School District","=""1100511""","Louis Toffolon School","ELA","Female",51,"39.2%","60.2%"
"=""1100011""","Plainville School District","=""1100511""","Louis Toffolon School","Math","Male",58,"46.6%","74.2%"
"=""1100011""","Plainville School District","=""1100511""","Louis Toffolon School","Math","Female",50,"30.0%","64.7%"
"=""1100011""","Plainville School District","=""1105211""","Middle School of Plainville","ELA","Male",278,"44.6%","63.3%"
"=""1100011""","Plainville School District","=""1105211""","Middle School of Plainville","ELA","Female",247,"47.4%","69.6%"
"=""1100011""","Plainville School District","=""1105211""","Middle School of Plainville","Math","Male",279,"44.8%","64.9%"
"=""1100011""","Plainville School District","=""1105211""","Middle School of Plainville","Math","Female",248,"46.0%","66.4%"
"=""1110011""","Plymouth School District","=""1115111""","Eli Terry Jr. Middle School","ELA","Male",157,"40.8%","58.4%"
"=""1110011""","Plymouth School District","=""1115111""","Eli Terry Jr. Middle School","ELA","Female",157,"36.9%","57.1%"
"=""1110011""","Plymouth School District","=""1115111""","Eli Terry Jr. Middle School","Math","Male",158,"44.3%","62.6%"
"=""1110011""","Plymouth School District","=""1115111""","Eli Terry Jr. Middle School","Math","Female",158,"58.2%","78.3%"
"=""1110011""","Plymouth School District","=""1110411""","Harry S. Fisher Elementary School","ELA","Male",59,"42.4%","67.1%"
"=""1110011""","Plymouth School District","=""1110411""","Harry S. Fisher Elementary School","ELA","Female",52,"42.3%","63.3%"
"=""1110011""","Plymouth School District","=""1110411""","Harry S. Fisher Elementary School","Math","Male",60,"38.3%","73.8%"
