"Smarter Balanced Growth Report, 2015-16"
"All Districts, Free/Reduced Price Meal Eligibility (2-level)"

"District Code","District","School Code","School","Free/Reduced Price Meal Eligibility (2-level)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0890011""","New Britain School District","=""0891811""","Steps","Not Eligible For Lunch","*","*","*"
"=""0890011""","New Britain School District","=""0890411""","Sunrise Intermediate","Eligible For Lunch",8,"*","*"
"=""0890011""","New Britain School District","=""0890211""","Sunrise Primary","Eligible For Lunch","*","*","*"
"=""0890011""","New Britain School District","=""0891511""","Vance School","Eligible For Lunch",116,"18.1%","44.3%"
"=""0890011""","New Britain School District","=""0891511""","Vance School","Not Eligible For Lunch",33,"21.2%","44.1%"
"=""0900011""","New Canaan School District","=""0900411""","East School","Not Eligible For Lunch",113,"88.5%","100.0%"
"=""0900011""","New Canaan School District","=""0905111""","Saxe Middle School","Not Eligible For Lunch",1246,"55.1%","73.3%"
"=""0900011""","New Canaan School District","=""0900211""","South School","Not Eligible For Lunch",117,"69.2%","89.9%"
"=""0900011""","New Canaan School District","=""0900311""","West School","Not Eligible For Lunch",81,"74.1%","93.5%"
"=""0910011""","New Fairfield School District","=""0910211""","Meeting House Hill School","Eligible For Lunch",31,"41.9%","80.0%"
"=""0910011""","New Fairfield School District","=""0910211""","Meeting House Hill School","Not Eligible For Lunch",253,"53.4%","78.2%"
"=""0910011""","New Fairfield School District","=""0915211""","New Fairfield Middle School","Eligible For Lunch",46,"58.7%","75.8%"
"=""0910011""","New Fairfield School District","=""0915211""","New Fairfield Middle School","Not Eligible For Lunch",449,"62.4%","80.4%"
"=""0920011""","New Hartford School District","=""0920311""","Ann Antolini School","Eligible For Lunch",16,"*","*"
"=""0920011""","New Hartford School District","=""0920311""","Ann Antolini School","Not Eligible For Lunch",180,"33.9%","58.5%"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School","Eligible For Lunch",151,"26.5%","51.8%"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School","Not Eligible For Lunch",65,"38.5%","57.1%"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School","Eligible For Lunch",147,"33.3%","55.4%"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School","Not Eligible For Lunch",95,"40.0%","60.5%"
"=""0930011""","New Haven School District","=""0930311""","Beecher School","Eligible For Lunch",139,"38.1%","56.8%"
"=""0930011""","New Haven School District","=""0930311""","Beecher School","Not Eligible For Lunch",74,"25.7%","52.1%"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School","Eligible For Lunch",143,"38.5%","62.2%"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School","Not Eligible For Lunch",87,"37.9%","62.6%"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School","Eligible For Lunch",226,"50.4%","70.0%"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School","Not Eligible For Lunch",204,"48.0%","69.0%"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School","Eligible For Lunch",130,"35.4%","56.5%"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School","Not Eligible For Lunch",79,"44.3%","68.5%"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School","Eligible For Lunch",147,"38.8%","61.3%"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School","Not Eligible For Lunch",31,"41.9%","64.3%"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School","Eligible For Lunch",121,"24.8%","50.2%"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School","Not Eligible For Lunch",40,"32.5%","53.3%"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy","Eligible For Lunch",217,"44.7%","65.2%"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy","Not Eligible For Lunch",40,"47.5%","72.1%"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School","Eligible For Lunch",201,"45.3%","67.2%"
"=""0930011""","New Haven School District","=""0930611""","Clinton Avenue School","Not Eligible For Lunch",60,"36.7%","63.8%"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy","Eligible For Lunch",137,"38.0%","62.7%"
"=""0930011""","New Haven School District","=""0934111""","Columbus Family Academy","Not Eligible For Lunch",70,"37.1%","59.7%"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School","Eligible For Lunch",214,"53.7%","77.2%"
"=""0930011""","New Haven School District","=""0933111""","Conte/West Hills Magnet School","Not Eligible For Lunch",103,"54.4%","78.9%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School","Eligible For Lunch",97,"27.8%","54.7%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School","Not Eligible For Lunch",120,"38.3%","59.6%"
"=""0930011""","New Haven School District","=""0935611""","Domus Academy","Eligible For Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0935611""","Domus Academy","Not Eligible For Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School","Eligible For Lunch",143,"40.6%","66.4%"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School","Not Eligible For Lunch",76,"34.2%","61.0%"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School","Eligible For Lunch",88,"36.4%","54.8%"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School","Not Eligible For Lunch",137,"40.1%","63.3%"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School","Eligible For Lunch",45,"40.0%","60.4%"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School","Not Eligible For Lunch",205,"48.8%","67.6%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School","Eligible For Lunch",280,"36.1%","56.0%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School","Not Eligible For Lunch",95,"35.8%","58.7%"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy","Eligible For Lunch",188,"33.0%","55.6%"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy","Not Eligible For Lunch",47,"31.9%","58.3%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels","Eligible For Lunch",124,"46.0%","67.2%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels","Not Eligible For Lunch",95,"37.9%","63.0%"
"=""0930011""","New Haven School District","=""0930811""","John S. Martinez School","Eligible For Lunch",200,"56.0%","79.7%"
"=""0930011""","New Haven School District","=""0930811""","John S. Martinez School","Not Eligible For Lunch",78,"57.7%","81.1%"
"=""0930011""","New Haven School District","=""0933011""","King/Robinson Magnet School","Eligible For Lunch",137,"38.7%","61.9%"
"=""0930011""","New Haven School District","=""0933011""","King/Robinson Magnet School","Not Eligible For Lunch",94,"46.8%","68.9%"
"=""0930011""","New Haven School District","=""0932011""","Lincoln-Bassett School","Eligible For Lunch",73,"69.9%","96.1%"
"=""0930011""","New Haven School District","=""0932011""","Lincoln-Bassett School","Not Eligible For Lunch",12,"*","*"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School","Eligible For Lunch",116,"45.7%","68.1%"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School","Not Eligible For Lunch",108,"50.9%","72.9%"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School","Eligible For Lunch",67,"34.3%","57.4%"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School","Not Eligible For Lunch",163,"44.8%","66.4%"
"=""0930011""","New Haven School District","=""0933511""","Quinnipiac Real World Math STEM School","Eligible For Lunch",33,"33.3%","68.5%"
"=""0930011""","New Haven School District","=""0933511""","Quinnipiac Real World Math STEM School","Not Eligible For Lunch",6,"*","*"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School","Eligible For Lunch",173,"20.8%","40.3%"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School","Not Eligible For Lunch",145,"22.8%","45.5%"
"=""0930011""","New Haven School District","=""0932811""","Strong 21st Century Communications Magnet and SCSU Lab School","Eligible For Lunch",61,"32.8%","69.3%"
"=""0930011""","New Haven School District","=""0932811""","Strong 21st Century Communications Magnet and SCSU Lab School","Not Eligible For Lunch",12,"*","*"
"=""0930011""","New Haven School District","=""0932911""","Truman School","Eligible For Lunch",163,"51.5%","75.8%"
"=""0930011""","New Haven School District","=""0932911""","Truman School","Not Eligible For Lunch",52,"50.0%","73.3%"
"=""0930011""","New Haven School District","=""0934911""","West Rock Authors Academy","Eligible For Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0934911""","West Rock Authors Academy","Not Eligible For Lunch","*","*","*"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School","Eligible For Lunch",110,"23.6%","45.7%"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School","Not Eligible For Lunch",45,"17.8%","41.2%"
"=""0930011""","New Haven School District","=""0933811""","Worthington Hooker School","Eligible For Lunch",34,"58.8%","76.4%"
"=""0930011""","New Haven School District","=""0933811""","Worthington Hooker School","Not Eligible For Lunch",140,"62.1%","81.3%"
"=""0950011""","New London School District","=""0955111""","Bennie Dover Jackson Middle School","Eligible For Lunch",451,"29.3%","49.2%"
"=""0950011""","New London School District","=""0955111""","Bennie Dover Jackson Middle School","Not Eligible For Lunch",69,"20.3%","36.5%"
"=""0950011""","New London School District","=""0950311""","Jennings School","Eligible For Lunch",131,"17.6%","42.6%"
"=""0950011""","New London School District","=""0950311""","Jennings School","Not Eligible For Lunch",22,"9.1%","44.9%"
"=""0950011""","New London School District","=""0950911""","Nathan Hale Arts Magnet School","Eligible For Lunch",147,"21.1%","45.9%"
"=""0950011""","New London School District","=""0950911""","Nathan Hale Arts Magnet School","Not Eligible For Lunch",25,"24.0%","46.1%"
"=""0950011""","New London School District","=""0950811""","Winthrop STEM Elementary Magnet School","Eligible For Lunch",114,"41.2%","66.0%"
"=""0950011""","New London School District","=""0950811""","Winthrop STEM Elementary Magnet School","Not Eligible For Lunch",34,"47.1%","75.3%"
"=""0960011""","New Milford School District","=""0960911""","Sarah Noble Intermediate School","Eligible For Lunch",138,"49.3%","72.9%"
"=""0960011""","New Milford School District","=""0960911""","Sarah Noble Intermediate School","Not Eligible For Lunch",448,"54.0%","80.1%"
"=""0960011""","New Milford School District","=""0965211""","Schaghticoke Middle School","Eligible For Lunch",187,"31.6%","48.9%"
"=""0960011""","New Milford School District","=""0965211""","Schaghticoke Middle School","Not Eligible For Lunch",665,"40.2%","57.0%"
"=""0940011""","Newington School District","=""0940611""","Anna Reynolds School","Eligible For Lunch",15,"*","*"
"=""0940011""","Newington School District","=""0940611""","Anna Reynolds School","Not Eligible For Lunch",70,"55.7%","82.6%"
"=""0940011""","Newington School District","=""0940211""","Elizabeth Green School","Eligible For Lunch",18,"*","*"
"=""0940011""","Newington School District","=""0940211""","Elizabeth Green School","Not Eligible For Lunch",41,"39.0%","64.9%"
"=""0940011""","Newington School District","=""0940811""","John Paterson School","Eligible For Lunch",13,"*","*"
"=""0940011""","Newington School District","=""0940811""","John Paterson School","Not Eligible For Lunch",64,"35.9%","69.3%"
"=""0940011""","Newington School District","=""0945311""","John Wallace Middle School","Eligible For Lunch",107,"32.7%","51.1%"
"=""0940011""","Newington School District","=""0945311""","John Wallace Middle School","Not Eligible For Lunch",526,"40.7%","57.0%"
"=""0940011""","Newington School District","=""0945111""","Martin Kellogg Middle School","Eligible For Lunch",160,"35.0%","52.9%"
"=""0940011""","Newington School District","=""0945111""","Martin Kellogg Middle School","Not Eligible For Lunch",434,"35.9%","52.2%"
"=""0940011""","Newington School District","=""0940711""","Ruth Chaffee School","Eligible For Lunch",17,"*","*"
"=""0940011""","Newington School District","=""0940711""","Ruth Chaffee School","Not Eligible For Lunch",53,"22.6%","45.7%"
"=""0970011""","Newtown School District","=""0970111""","Hawley Elementary School","Eligible For Lunch","*","*","*"
"=""0970011""","Newtown School District","=""0970111""","Hawley Elementary School","Not Eligible For Lunch","*","62.1%","88.8%"
"=""0970011""","Newtown School District","=""0970411""","Head O'Meadow Elementary School","Eligible For Lunch","*","*","*"
"=""0970011""","Newtown School District","=""0970411""","Head O'Meadow Elementary School","Not Eligible For Lunch","*","68.1%","94.7%"
"=""0970011""","Newtown School District","=""0970311""","Middle Gate Elementary School","Eligible For Lunch",8,"*","*"
"=""0970011""","Newtown School District","=""0970311""","Middle Gate Elementary School","Not Eligible For Lunch",70,"34.3%","61.8%"
"=""0970011""","Newtown School District","=""0975111""","Newtown Middle School","Eligible For Lunch",59,"49.2%","65.5%"
"=""0970011""","Newtown School District","=""0975111""","Newtown Middle School","Not Eligible For Lunch",704,"53.6%","69.2%"
"=""0970011""","Newtown School District","=""0970511""","Reed Intermediate School","Eligible For Lunch",52,"55.8%","78.5%"
"=""0970011""","Newtown School District","=""0970511""","Reed Intermediate School","Not Eligible For Lunch",602,"70.9%","89.4%"
"=""0970011""","Newtown School District","=""0970211""","Sandy Hook Elementary School","Eligible For Lunch","*","*","*"
"=""0970011""","Newtown School District","=""0970211""","Sandy Hook Elementary School","Not Eligible For Lunch","*","43.5%","73.7%"
"=""0980011""","Norfolk School District","=""0980111""","Botelle Elementary School","Eligible For Lunch",7,"*","*"
"=""0980011""","Norfolk School District","=""0980111""","Botelle Elementary School","Not Eligible For Lunch",37,"56.8%","75.8%"
"=""0990011""","North Branford School District","=""0995111""","North Branford Intermediate School","Eligible For Lunch",80,"48.8%","64.2%"
"=""0990011""","North Branford School District","=""0995111""","North Branford Intermediate School","Not Eligible For Lunch",358,"40.5%","59.1%"
"=""0990011""","North Branford School District","=""0990611""","Totoket Valley Elementary School","Eligible For Lunch",46,"47.8%","73.1%"
"=""0990011""","North Branford School District","=""0990611""","Totoket Valley Elementary School","Not Eligible For Lunch",219,"52.1%","77.0%"
"=""1000011""","North Canaan School District","=""1000111""","North Canaan Elementary School","Eligible For Lunch",28,"32.1%","65.0%"
"=""1000011""","North Canaan School District","=""1000111""","North Canaan Elementary School","Not Eligible For Lunch",82,"56.1%","77.0%"
"=""1010011""","North Haven School District","=""1010811""","Clintonville Elementary School","Eligible For Lunch",17,"*","*"
"=""1010011""","North Haven School District","=""1010811""","Clintonville Elementary School","Not Eligible For Lunch",82,"59.8%","87.9%"
"=""1010011""","North Haven School District","=""1010711""","Green Acres Elementary School","Eligible For Lunch",14,"*","*"
"=""1010011""","North Haven School District","=""1010711""","Green Acres Elementary School","Not Eligible For Lunch",86,"64.0%","89.5%"
"=""1010011""","North Haven School District","=""1010211""","Montowese Elementary School","Eligible For Lunch",11,"*","*"
"=""1010011""","North Haven School District","=""1010211""","Montowese Elementary School","Not Eligible For Lunch",89,"53.9%","82.6%"
"=""1010011""","North Haven School District","=""1015211""","North Haven Middle School","Eligible For Lunch",121,"62.0%","83.3%"
"=""1010011""","North Haven School District","=""1015211""","North Haven Middle School","Not Eligible For Lunch",586,"78.5%","94.7%"
"=""1010011""","North Haven School District","=""1010311""","Ridge Road Elementary School","Eligible For Lunch",18,"*","*"
"=""1010011""","North Haven School District","=""1010311""","Ridge Road Elementary School","Not Eligible For Lunch",103,"68.0%","92.5%"
"=""1020011""","North Stonington School District","=""1020111""","North Stonington Elementary School","Eligible For Lunch",9,"*","*"
"=""1020011""","North Stonington School District","=""1020111""","North Stonington Elementary School","Not Eligible For Lunch",91,"69.2%","87.5%"
"=""1020011""","North Stonington School District","=""1025111""","Wheeler Middle School","Eligible For Lunch",31,"25.8%","46.5%"
"=""1020011""","North Stonington School District","=""1025111""","Wheeler Middle School","Not Eligible For Lunch",133,"40.6%","58.5%"
"=""1030011""","Norwalk School District","=""1030211""","Brookside Elementary School","Eligible For Lunch",86,"36.0%","58.1%"
"=""1030011""","Norwalk School District","=""1030211""","Brookside Elementary School","Not Eligible For Lunch",48,"52.1%","74.6%"
"=""1030011""","Norwalk School District","=""1030311""","Columbus Magnet School","Eligible For Lunch",25,"32.0%","60.1%"
"=""1030011""","Norwalk School District","=""1030311""","Columbus Magnet School","Not Eligible For Lunch",57,"43.9%","75.4%"
"=""1030011""","Norwalk School District","=""1030411""","Cranbury Elementary School","Eligible For Lunch",53,"20.8%","51.7%"
"=""1030011""","Norwalk School District","=""1030411""","Cranbury Elementary School","Not Eligible For Lunch",78,"32.1%","61.9%"
"=""1030011""","Norwalk School District","=""1032011""","Fox Run Elementary School","Eligible For Lunch",47,"23.4%","52.7%"
"=""1030011""","Norwalk School District","=""1032011""","Fox Run Elementary School","Not Eligible For Lunch",80,"45.0%","74.4%"
"=""1030011""","Norwalk School District","=""1030711""","Jefferson Magnet School","Eligible For Lunch",142,"43.7%","68.0%"
"=""1030011""","Norwalk School District","=""1030711""","Jefferson Magnet School","Not Eligible For Lunch",52,"51.9%","82.7%"
"=""1030011""","Norwalk School District","=""1030811""","Kendall Elementary School","Eligible For Lunch",134,"29.9%","53.7%"
"=""1030011""","Norwalk School District","=""1030811""","Kendall Elementary School","Not Eligible For Lunch",32,"31.3%","55.9%"
"=""1030011""","Norwalk School District","=""1032211""","Marvin Elementary School","Eligible For Lunch",82,"36.6%","67.6%"
"=""1030011""","Norwalk School District","=""1032211""","Marvin Elementary School","Not Eligible For Lunch",67,"34.3%","64.7%"
"=""1030011""","Norwalk School District","=""1032111""","Naramake Elementary School","Eligible For Lunch",61,"37.7%","60.4%"
"=""1030011""","Norwalk School District","=""1032111""","Naramake Elementary School","Not Eligible For Lunch",71,"39.4%","70.3%"
"=""1030011""","Norwalk School District","=""1035211""","Nathan Hale Middle School","Eligible For Lunch",295,"30.8%","51.2%"
"=""1030011""","Norwalk School District","=""1035211""","Nathan Hale Middle School","Not Eligible For Lunch",326,"38.3%","55.4%"
"=""1030011""","Norwalk School District","=""1035311""","Ponus Ridge Middle School","Eligible For Lunch",405,"30.1%","47.8%"
"=""1030011""","Norwalk School District","=""1035311""","Ponus Ridge Middle School","Not Eligible For Lunch",213,"31.9%","47.3%"
"=""1030011""","Norwalk School District","=""1035511""","Roton Middle School","Eligible For Lunch",235,"31.5%","49.7%"
"=""1030011""","Norwalk School District","=""1035511""","Roton Middle School","Not Eligible For Lunch",212,"40.6%","59.8%"
"=""1030011""","Norwalk School District","=""1031311""","Rowayton School","Eligible For Lunch",32,"62.5%","88.8%"
"=""1030011""","Norwalk School District","=""1031311""","Rowayton School","Not Eligible For Lunch",84,"75.0%","92.9%"
"=""1030011""","Norwalk School District","=""1032311""","Silvermine Elementary School","Eligible For Lunch",113,"29.2%","55.0%"
"=""1030011""","Norwalk School District","=""1032311""","Silvermine Elementary School","Not Eligible For Lunch",37,"43.2%","69.8%"
"=""1030011""","Norwalk School District","=""1031411""","Tracey School","Eligible For Lunch",68,"38.2%","60.1%"
"=""1030011""","Norwalk School District","=""1031411""","Tracey School","Not Eligible For Lunch",43,"44.2%","69.0%"
"=""1030011""","Norwalk School District","=""1035411""","West Rocks Middle School","Eligible For Lunch",359,"36.8%","54.6%"
"=""1030011""","Norwalk School District","=""1035411""","West Rocks Middle School","Not Eligible For Lunch",267,"43.8%","63.3%"
"=""1030011""","Norwalk School District","=""1032411""","Wolfpit School","Eligible For Lunch",42,"38.1%","62.5%"
"=""1030011""","Norwalk School District","=""1032411""","Wolfpit School","Not Eligible For Lunch",46,"54.3%","79.0%"
"=""1040011""","Norwich School District","=""1040711""","IRS Program at Uncas","Eligible For Lunch","*","*","*"
"=""1040011""","Norwich School District","=""1041411""","John B. Stanton Network School","Eligible For Lunch",94,"31.9%","61.5%"
"=""1040011""","Norwich School District","=""1041411""","John B. Stanton Network School","Not Eligible For Lunch",13,"*","*"
"=""1040011""","Norwich School District","=""1045111""","Kelly Middle School","Eligible For Lunch",535,"36.8%","54.9%"
"=""1040011""","Norwich School District","=""1045111""","Kelly Middle School","Not Eligible For Lunch",136,"32.4%","52.7%"
"=""1040011""","Norwich School District","=""1042011""","Moriarty Magnet School","Eligible For Lunch",100,"34.0%","58.0%"
"=""1040011""","Norwich School District","=""1042011""","Moriarty Magnet School","Not Eligible For Lunch",25,"32.0%","58.1%"
"=""1040011""","Norwich School District","=""1040811""","Samuel Huntington School","Eligible For Lunch",59,"47.5%","73.4%"
"=""1040011""","Norwich School District","=""1040811""","Samuel Huntington School","Not Eligible For Lunch",47,"55.3%","88.2%"
"=""1040011""","Norwich School District","=""1045211""","Teachers' Memorial Middle School","Eligible For Lunch",223,"35.4%","54.6%"
"=""1040011""","Norwich School District","=""1045211""","Teachers' Memorial Middle School","Not Eligible For Lunch",81,"44.4%","62.1%"
"=""1040011""","Norwich School District","=""1041711""","Thomas W. Mahan School","Eligible For Lunch",64,"73.4%","97.9%"
"=""1040011""","Norwich School District","=""1041711""","Thomas W. Mahan School","Not Eligible For Lunch",21,"76.2%","98.8%"
"=""1040011""","Norwich School District","=""1041911""","Uncas Network School","Eligible For Lunch",52,"30.8%","53.7%"
"=""1040011""","Norwich School District","=""1041911""","Uncas Network School","Not Eligible For Lunch",10,"*","*"
"=""1040011""","Norwich School District","=""1041811""","Veterans' Memorial School","Eligible For Lunch",80,"27.5%","57.7%"
"=""1040011""","Norwich School District","=""1041811""","Veterans' Memorial School","Not Eligible For Lunch",13,"*","*"
"=""1040011""","Norwich School District","=""1041511""","Wequonnoc Magnet School","Eligible For Lunch",58,"22.4%","53.0%"
"=""1040011""","Norwich School District","=""1041511""","Wequonnoc Magnet School","Not Eligible For Lunch",11,"*","*"
"=""2630013""","Odyssey Community School District","=""2635113""","Odyssey Community School","Eligible For Lunch",60,"38.3%","56.6%"
"=""2630013""","Odyssey Community School District","=""2635113""","Odyssey Community School","Not Eligible For Lunch",115,"30.4%","52.8%"
"=""1060011""","Old Saybrook School District","=""1065211""","Old Saybrook Middle School","Eligible For Lunch",96,"43.8%","66.3%"
"=""1060011""","Old Saybrook School District","=""1065211""","Old Saybrook Middle School","Not Eligible For Lunch",406,"50.5%","71.8%"
"=""1070011""","Orange School District","=""1070511""","Peck Place School","Eligible For Lunch",7,"*","*"
"=""1070011""","Orange School District","=""1070511""","Peck Place School","Not Eligible For Lunch",183,"42.1%","67.8%"
"=""1070011""","Orange School District","=""1070311""","Race Brook School","Eligible For Lunch",12,"*","*"
"=""1070011""","Orange School District","=""1070311""","Race Brook School","Not Eligible For Lunch",172,"55.2%","78.0%"
"=""1070011""","Orange School District","=""1070411""","Turkey Hill School","Eligible For Lunch",6,"*","*"
"=""1070011""","Orange School District","=""1070411""","Turkey Hill School","Not Eligible For Lunch",134,"56.0%","78.4%"
"=""1080011""","Oxford School District","=""1080411""","Alternative Education","Eligible For Lunch","*","*","*"
"=""1080011""","Oxford School District","=""1085111""","Great Oak School","Eligible For Lunch",39,"38.5%","60.2%"
"=""1080011""","Oxford School District","=""1085111""","Great Oak School","Not Eligible For Lunch",421,"52.5%","72.3%"
"=""1080011""","Oxford School District","=""1080111""","Oxford Center School","Eligible For Lunch",25,"40.0%","65.4%"
"=""1080011""","Oxford School District","=""1080111""","Oxford Center School","Not Eligible For Lunch",287,"43.6%","70.2%"
"=""2830013""","Park City Prep Charter School District","=""2835113""","Park City Prep Charter School","Eligible For Lunch",260,"55.0%","75.1%"
"=""2830013""","Park City Prep Charter School District","=""2835113""","Park City Prep Charter School","Not Eligible For Lunch",76,"65.8%","83.9%"
"=""1090011""","Plainfield School District","=""1095111""","Plainfield Central School","Eligible For Lunch",254,"66.5%","85.3%"
"=""1090011""","Plainfield School District","=""1095111""","Plainfield Central School","Not Eligible For Lunch",235,"68.9%","88.2%"
"=""1090011""","Plainfield School District","=""1090311""","Plainfield Memorial School","Eligible For Lunch",162,"40.1%","69.4%"
"=""1090011""","Plainfield School District","=""1090311""","Plainfield Memorial School","Not Eligible For Lunch",146,"37.0%","68.3%"
"=""1100011""","Plainville School District","=""1100411""","Frank T. Wheeler School","Eligible For Lunch",26,"23.1%","57.9%"
"=""1100011""","Plainville School District","=""1100411""","Frank T. Wheeler School","Not Eligible For Lunch",55,"30.9%","55.7%"
"=""1100011""","Plainville School District","=""1100211""","Linden Street School","Eligible For Lunch",58,"17.2%","54.0%"
"=""1100011""","Plainville School District","=""1100211""","Linden Street School","Not Eligible For Lunch",77,"31.2%","57.6%"
"=""1100011""","Plainville School District","=""1100511""","Louis Toffolon School","Eligible For Lunch",34,"29.4%","64.9%"
"=""1100011""","Plainville School District","=""1100511""","Louis Toffolon School","Not Eligible For Lunch",74,"43.2%","72.1%"
"=""1100011""","Plainville School District","=""1105211""","Middle School of Plainville","Eligible For Lunch",155,"38.1%","60.2%"
"=""1100011""","Plainville School District","=""1105211""","Middle School of Plainville","Not Eligible For Lunch",372,"48.4%","67.9%"
"=""1110011""","Plymouth School District","=""1115111""","Eli Terry Jr. Middle School","Eligible For Lunch",104,"45.2%","66.2%"
"=""1110011""","Plymouth School District","=""1115111""","Eli Terry Jr. Middle School","Not Eligible For Lunch",212,"54.2%","72.5%"
"=""1110011""","Plymouth School District","=""1110411""","Harry S. Fisher Elementary School","Eligible For Lunch",37,"32.4%","65.2%"
"=""1110011""","Plymouth School District","=""1110411""","Harry S. Fisher Elementary School","Not Eligible For Lunch",75,"36.0%","71.3%"
"=""1110011""","Plymouth School District","=""1110211""","Plymouth Center School","Eligible For Lunch",30,"46.7%","78.7%"
"=""1110011""","Plymouth School District","=""1110211""","Plymouth Center School","Not Eligible For Lunch",79,"65.8%","91.5%"
"=""1120011""","Pomfret School District","=""1120111""","Pomfret Community School","Eligible For Lunch",39,"38.5%","65.4%"
"=""1120011""","Pomfret School District","=""1120111""","Pomfret Community School","Not Eligible For Lunch",182,"51.1%","69.0%"
"=""1130011""","Portland School District","=""1130511""","Brownstone Intermediate School","Eligible For Lunch",41,"65.9%","85.3%"
"=""1130011""","Portland School District","=""1130511""","Brownstone Intermediate School","Not Eligible For Lunch",167,"61.7%","82.6%"
"=""1130011""","Portland School District","=""1130411""","Gildersleeve School","Eligible For Lunch",27,"11.1%","59.4%"
"=""1130011""","Portland School District","=""1130411""","Gildersleeve School","Not Eligible For Lunch",64,"40.6%","71.1%"
"=""1130011""","Portland School District","=""1135111""","Portland Middle School","Eligible For Lunch",34,"26.5%","50.4%"
"=""1130011""","Portland School District","=""1135111""","Portland Middle School","Not Eligible For Lunch",174,"41.4%","60.5%"
"=""1140011""","Preston School District","=""1145111""","Preston Plains School","Eligible For Lunch",32,"46.9%","64.2%"
"=""1140011""","Preston School District","=""1145111""","Preston Plains School","Not Eligible For Lunch",105,"41.0%","61.1%"
"=""1140011""","Preston School District","=""1140411""","Preston Veterans' Memorial School","Eligible For Lunch",18,"*","*"
"=""1140011""","Preston School District","=""1140411""","Preston Veterans' Memorial School","Not Eligible For Lunch",58,"43.1%","64.6%"
"=""1160011""","Putnam School District","=""1160311""","Putnam Elementary School","Eligible For Lunch",92,"53.3%","74.5%"
"=""1160011""","Putnam School District","=""1160311""","Putnam Elementary School","Not Eligible For Lunch",67,"68.7%","87.4%"
"=""1160011""","Putnam School District","=""1165111""","Putnam Middle School","Eligible For Lunch",126,"38.9%","63.1%"
"=""1160011""","Putnam School District","=""1165111""","Putnam Middle School","Not Eligible For Lunch",109,"43.1%","63.2%"
"=""1170011""","Redding School District","=""1175111""","John Read Middle School","Eligible For Lunch",8,"*","*"
"=""1170011""","Redding School District","=""1175111""","John Read Middle School","Not Eligible For Lunch",403,"53.1%","71.2%"
"=""1170011""","Redding School District","=""1170111""","Redding Elementary School","Eligible For Lunch","*","*","*"
"=""1170011""","Redding School District","=""1170111""","Redding Elementary School","Not Eligible For Lunch","*","64.6%","91.9%"
"=""2010012""","Regional School District 01","=""2010312""","SELC","Eligible For Lunch","*","*","*"
