"Smarter Balanced Growth Report, 2015-16"
"All Districts, Race"

"District Code","District","School Code","School","Subject","Race/Ethnicity","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0800011""","Meriden School District","=""0800911""","STEP-Meriden School District","ELA","White","*","*","*"
"=""0800011""","Meriden School District","=""0800911""","STEP-Meriden School District","ELA","Hispanic/Latino of any race","*","*","*"
"=""0800011""","Meriden School District","=""0800911""","STEP-Meriden School District","ELA","Black or African American","*","*","*"
"=""0800011""","Meriden School District","=""0800911""","STEP-Meriden School District","Math","White","*","*","*"
"=""0800011""","Meriden School District","=""0800911""","STEP-Meriden School District","Math","Hispanic/Latino of any race","*","*","*"
"=""0800011""","Meriden School District","=""0800911""","STEP-Meriden School District","Math","Black or African American","*","*","*"
"=""0800011""","Meriden School District","=""0801211""","STEPS-Meriden School District","ELA","White","*","*","*"
"=""0800011""","Meriden School District","=""0801211""","STEPS-Meriden School District","ELA","Two or More Races","*","*","*"
"=""0800011""","Meriden School District","=""0801211""","STEPS-Meriden School District","ELA","Hispanic/Latino of any race",6,"*","*"
"=""0800011""","Meriden School District","=""0801211""","STEPS-Meriden School District","ELA","Black or African American","*","*","*"
"=""0800011""","Meriden School District","=""0801211""","STEPS-Meriden School District","Math","White","*","*","*"
"=""0800011""","Meriden School District","=""0801211""","STEPS-Meriden School District","Math","Two or More Races","*","*","*"
"=""0800011""","Meriden School District","=""0801211""","STEPS-Meriden School District","Math","Hispanic/Latino of any race",7,"*","*"
"=""0800011""","Meriden School District","=""0801211""","STEPS-Meriden School District","Math","Black or African American","*","*","*"
"=""0800011""","Meriden School District","=""0801011""","Thomas Hooker School","ELA","American Indian or Alaska Native","*","*","*"
"=""0800011""","Meriden School District","=""0801011""","Thomas Hooker School","ELA","Native Hawaiian or Other Pacific Islander","*","*","*"
"=""0800011""","Meriden School District","=""0801011""","Thomas Hooker School","ELA","White",59,"45.8%","75.3%"
"=""0800011""","Meriden School District","=""0801011""","Thomas Hooker School","ELA","Asian",8,"*","*"
"=""0800011""","Meriden School District","=""0801011""","Thomas Hooker School","ELA","Hispanic/Latino of any race",18,"*","*"
"=""0800011""","Meriden School District","=""0801011""","Thomas Hooker School","ELA","Black or African American","*","*","*"
"=""0800011""","Meriden School District","=""0801011""","Thomas Hooker School","Math","American Indian or Alaska Native","*","*","*"
"=""0800011""","Meriden School District","=""0801011""","Thomas Hooker School","Math","Native Hawaiian or Other Pacific Islander","*","*","*"
"=""0800011""","Meriden School District","=""0801011""","Thomas Hooker School","Math","White",59,"69.5%","93.0%"
"=""0800011""","Meriden School District","=""0801011""","Thomas Hooker School","Math","Asian",8,"*","*"
"=""0800011""","Meriden School District","=""0801011""","Thomas Hooker School","Math","Hispanic/Latino of any race",18,"*","*"
"=""0800011""","Meriden School District","=""0801011""","Thomas Hooker School","Math","Black or African American","*","*","*"
"=""0800011""","Meriden School District","=""0805411""","Washington Middle School","ELA","American Indian or Alaska Native","*","*","*"
"=""0800011""","Meriden School District","=""0805411""","Washington Middle School","ELA","Native Hawaiian or Other Pacific Islander","*","*","*"
"=""0800011""","Meriden School District","=""0805411""","Washington Middle School","ELA","White",193,"42.5%","59.8%"
"=""0800011""","Meriden School District","=""0805411""","Washington Middle School","ELA","Asian",23,"43.5%","58.3%"
"=""0800011""","Meriden School District","=""0805411""","Washington Middle School","ELA","Two or More Races",12,"*","*"
"=""0800011""","Meriden School District","=""0805411""","Washington Middle School","ELA","Hispanic/Latino of any race",283,"28.3%","48.8%"
"=""0800011""","Meriden School District","=""0805411""","Washington Middle School","ELA","Black or African American",66,"22.7%","40.7%"
"=""0800011""","Meriden School District","=""0805411""","Washington Middle School","Math","American Indian or Alaska Native","*","*","*"
"=""0800011""","Meriden School District","=""0805411""","Washington Middle School","Math","Native Hawaiian or Other Pacific Islander","*","*","*"
"=""0800011""","Meriden School District","=""0805411""","Washington Middle School","Math","White",190,"35.8%","55.4%"
"=""0800011""","Meriden School District","=""0805411""","Washington Middle School","Math","Asian",22,"31.8%","51.5%"
"=""0800011""","Meriden School District","=""0805411""","Washington Middle School","Math","Two or More Races",13,"*","*"
"=""0800011""","Meriden School District","=""0805411""","Washington Middle School","Math","Hispanic/Latino of any race",281,"27.4%","46.8%"
"=""0800011""","Meriden School District","=""0805411""","Washington Middle School","Math","Black or African American",65,"29.2%","46.9%"
"=""0830011""","Middletown School District","=""0830211""","Bielefield School","ELA","White",35,"45.7%","67.6%"
"=""0830011""","Middletown School District","=""0830211""","Bielefield School","ELA","Asian","*","*","*"
"=""0830011""","Middletown School District","=""0830211""","Bielefield School","ELA","Two or More Races","*","*","*"
"=""0830011""","Middletown School District","=""0830211""","Bielefield School","ELA","Hispanic/Latino of any race",22,"22.7%","55.6%"
"=""0830011""","Middletown School District","=""0830211""","Bielefield School","ELA","Black or African American",21,"38.1%","67.7%"
"=""0830011""","Middletown School District","=""0830211""","Bielefield School","Math","White",35,"31.4%","68.1%"
"=""0830011""","Middletown School District","=""0830211""","Bielefield School","Math","Asian","*","*","*"
"=""0830011""","Middletown School District","=""0830211""","Bielefield School","Math","Two or More Races","*","*","*"
"=""0830011""","Middletown School District","=""0830211""","Bielefield School","Math","Hispanic/Latino of any race",22,"31.8%","54.5%"
"=""0830011""","Middletown School District","=""0830211""","Bielefield School","Math","Black or African American",21,"14.3%","58.4%"
"=""0830011""","Middletown School District","=""0830511""","Farm Hill School","ELA","White",50,"40.0%","58.4%"
"=""0830011""","Middletown School District","=""0830511""","Farm Hill School","ELA","Asian","*","*","*"
"=""0830011""","Middletown School District","=""0830511""","Farm Hill School","ELA","Two or More Races","*","*","*"
"=""0830011""","Middletown School District","=""0830511""","Farm Hill School","ELA","Hispanic/Latino of any race",17,"*","*"
"=""0830011""","Middletown School District","=""0830511""","Farm Hill School","ELA","Black or African American",17,"*","*"
"=""0830011""","Middletown School District","=""0830511""","Farm Hill School","Math","White",50,"22.0%","47.0%"
"=""0830011""","Middletown School District","=""0830511""","Farm Hill School","Math","Asian","*","*","*"
"=""0830011""","Middletown School District","=""0830511""","Farm Hill School","Math","Two or More Races","*","*","*"
"=""0830011""","Middletown School District","=""0830511""","Farm Hill School","Math","Hispanic/Latino of any race",18,"*","*"
"=""0830011""","Middletown School District","=""0830511""","Farm Hill School","Math","Black or African American",17,"*","*"
"=""0830011""","Middletown School District","=""0830711""","ICM - Lawrence","ELA","White","*","*","*"
"=""0830011""","Middletown School District","=""0830711""","ICM - Lawrence","Math","White","*","*","*"
"=""0830011""","Middletown School District","=""0832011""","ICM - Spencer","ELA","White","*","*","*"
"=""0830011""","Middletown School District","=""0832011""","ICM - Spencer","ELA","Hispanic/Latino of any race","*","*","*"
"=""0830011""","Middletown School District","=""0832011""","ICM - Spencer","Math","White","*","*","*"
"=""0830011""","Middletown School District","=""0832011""","ICM - Spencer","Math","Hispanic/Latino of any race","*","*","*"
"=""0830011""","Middletown School District","=""0831511""","Keigwin Middle School","ELA","American Indian or Alaska Native","*","*","*"
"=""0830011""","Middletown School District","=""0831511""","Keigwin Middle School","ELA","White",176,"42.6%","58.0%"
"=""0830011""","Middletown School District","=""0831511""","Keigwin Middle School","ELA","Asian","*","*","*"
"=""0830011""","Middletown School District","=""0831511""","Keigwin Middle School","ELA","Two or More Races",18,"*","*"
"=""0830011""","Middletown School District","=""0831511""","Keigwin Middle School","ELA","Hispanic/Latino of any race",44,"43.2%","67.9%"
"=""0830011""","Middletown School District","=""0831511""","Keigwin Middle School","ELA","Black or African American",44,"40.9%","59.6%"
"=""0830011""","Middletown School District","=""0831511""","Keigwin Middle School","Math","American Indian or Alaska Native","*","*","*"
"=""0830011""","Middletown School District","=""0831511""","Keigwin Middle School","Math","White",176,"38.6%","59.1%"
"=""0830011""","Middletown School District","=""0831511""","Keigwin Middle School","Math","Asian","*","*","*"
"=""0830011""","Middletown School District","=""0831511""","Keigwin Middle School","Math","Two or More Races",18,"*","*"
"=""0830011""","Middletown School District","=""0831511""","Keigwin Middle School","Math","Hispanic/Latino of any race",44,"43.2%","60.0%"
"=""0830011""","Middletown School District","=""0831511""","Keigwin Middle School","Math","Black or African American",44,"34.1%","52.1%"
"=""0830011""","Middletown School District","=""0831311""","Lawrence School","ELA","White",34,"23.5%","45.2%"
"=""0830011""","Middletown School District","=""0831311""","Lawrence School","ELA","Asian","*","*","*"
"=""0830011""","Middletown School District","=""0831311""","Lawrence School","ELA","Two or More Races","*","*","*"
"=""0830011""","Middletown School District","=""0831311""","Lawrence School","ELA","Hispanic/Latino of any race",10,"*","*"
"=""0830011""","Middletown School District","=""0831311""","Lawrence School","ELA","Black or African American",17,"*","*"
"=""0830011""","Middletown School District","=""0831311""","Lawrence School","Math","White",34,"64.7%","82.9%"
"=""0830011""","Middletown School District","=""0831311""","Lawrence School","Math","Asian","*","*","*"
"=""0830011""","Middletown School District","=""0831311""","Lawrence School","Math","Two or More Races","*","*","*"
"=""0830011""","Middletown School District","=""0831311""","Lawrence School","Math","Hispanic/Latino of any race",10,"*","*"
"=""0830011""","Middletown School District","=""0831311""","Lawrence School","Math","Black or African American",17,"*","*"
"=""0830011""","Middletown School District","=""0830911""","MacDonough School","ELA","White","*","*","*"
"=""0830011""","Middletown School District","=""0830911""","MacDonough School","ELA","Two or More Races","*","*","*"
"=""0830011""","Middletown School District","=""0830911""","MacDonough School","ELA","Hispanic/Latino of any race",16,"*","*"
"=""0830011""","Middletown School District","=""0830911""","MacDonough School","ELA","Black or African American",16,"*","*"
"=""0830011""","Middletown School District","=""0830911""","MacDonough School","Math","White","*","*","*"
"=""0830011""","Middletown School District","=""0830911""","MacDonough School","Math","Two or More Races","*","*","*"
"=""0830011""","Middletown School District","=""0830911""","MacDonough School","Math","Hispanic/Latino of any race",17,"*","*"
"=""0830011""","Middletown School District","=""0830911""","MacDonough School","Math","Black or African American",16,"*","*"
"=""0830011""","Middletown School District","=""0831211""","Moody School","ELA","White",63,"46.0%","68.2%"
"=""0830011""","Middletown School District","=""0831211""","Moody School","ELA","Asian","*","*","*"
"=""0830011""","Middletown School District","=""0831211""","Moody School","ELA","Two or More Races","*","*","*"
"=""0830011""","Middletown School District","=""0831211""","Moody School","ELA","Hispanic/Latino of any race","*","*","*"
"=""0830011""","Middletown School District","=""0831211""","Moody School","ELA","Black or African American",10,"*","*"
"=""0830011""","Middletown School District","=""0831211""","Moody School","Math","White",63,"46.0%","67.4%"
"=""0830011""","Middletown School District","=""0831211""","Moody School","Math","Asian","*","*","*"
"=""0830011""","Middletown School District","=""0831211""","Moody School","Math","Two or More Races","*","*","*"
"=""0830011""","Middletown School District","=""0831211""","Moody School","Math","Hispanic/Latino of any race","*","*","*"
"=""0830011""","Middletown School District","=""0831211""","Moody School","Math","Black or African American",10,"*","*"
"=""0830011""","Middletown School District","=""0830311""","OASIS","ELA","White","*","*","*"
"=""0830011""","Middletown School District","=""0830311""","OASIS","ELA","Black or African American","*","*","*"
"=""0830011""","Middletown School District","=""0830311""","OASIS","Math","White","*","*","*"
"=""0830011""","Middletown School District","=""0830311""","OASIS","Math","Black or African American","*","*","*"
"=""0830011""","Middletown School District","=""0832111""","STEM - Macdonough","ELA","White",11,"*","*"
"=""0830011""","Middletown School District","=""0832111""","STEM - Macdonough","ELA","Asian","*","*","*"
"=""0830011""","Middletown School District","=""0832111""","STEM - Macdonough","ELA","Two or More Races","*","*","*"
"=""0830011""","Middletown School District","=""0832111""","STEM - Macdonough","ELA","Hispanic/Latino of any race","*","*","*"
"=""0830011""","Middletown School District","=""0832111""","STEM - Macdonough","ELA","Black or African American","*","*","*"
"=""0830011""","Middletown School District","=""0832111""","STEM - Macdonough","Math","White",11,"*","*"
"=""0830011""","Middletown School District","=""0832111""","STEM - Macdonough","Math","Asian","*","*","*"
"=""0830011""","Middletown School District","=""0832111""","STEM - Macdonough","Math","Two or More Races","*","*","*"
"=""0830011""","Middletown School District","=""0832111""","STEM - Macdonough","Math","Hispanic/Latino of any race","*","*","*"
"=""0830011""","Middletown School District","=""0832111""","STEM - Macdonough","Math","Black or African American","*","*","*"
"=""0830011""","Middletown School District","=""0831111""","Snow School","ELA","White",34,"41.2%","66.3%"
"=""0830011""","Middletown School District","=""0831111""","Snow School","ELA","Asian","*","*","*"
"=""0830011""","Middletown School District","=""0831111""","Snow School","ELA","Two or More Races","*","*","*"
"=""0830011""","Middletown School District","=""0831111""","Snow School","ELA","Hispanic/Latino of any race",10,"*","*"
"=""0830011""","Middletown School District","=""0831111""","Snow School","ELA","Black or African American",16,"*","*"
"=""0830011""","Middletown School District","=""0831111""","Snow School","Math","White",34,"38.2%","57.7%"
"=""0830011""","Middletown School District","=""0831111""","Snow School","Math","Asian","*","*","*"
"=""0830011""","Middletown School District","=""0831111""","Snow School","Math","Two or More Races","*","*","*"
"=""0830011""","Middletown School District","=""0831111""","Snow School","Math","Hispanic/Latino of any race",10,"*","*"
"=""0830011""","Middletown School District","=""0831111""","Snow School","Math","Black or African American",16,"*","*"
"=""0830011""","Middletown School District","=""0830111""","Spencer School","ELA","White",48,"37.5%","63.1%"
"=""0830011""","Middletown School District","=""0830111""","Spencer School","ELA","Asian","*","*","*"
"=""0830011""","Middletown School District","=""0830111""","Spencer School","ELA","Two or More Races","*","*","*"
"=""0830011""","Middletown School District","=""0830111""","Spencer School","ELA","Hispanic/Latino of any race",18,"*","*"
"=""0830011""","Middletown School District","=""0830111""","Spencer School","ELA","Black or African American",15,"*","*"
"=""0830011""","Middletown School District","=""0830111""","Spencer School","Math","White",48,"43.8%","72.4%"
"=""0830011""","Middletown School District","=""0830111""","Spencer School","Math","Asian","*","*","*"
"=""0830011""","Middletown School District","=""0830111""","Spencer School","Math","Two or More Races","*","*","*"
"=""0830011""","Middletown School District","=""0830111""","Spencer School","Math","Hispanic/Latino of any race",18,"*","*"
"=""0830011""","Middletown School District","=""0830111""","Spencer School","Math","Black or African American",15,"*","*"
"=""0830011""","Middletown School District","=""0831411""","Wesley School","ELA","Native Hawaiian or Other Pacific Islander","*","*","*"
"=""0830011""","Middletown School District","=""0831411""","Wesley School","ELA","White",45,"46.7%","70.5%"
"=""0830011""","Middletown School District","=""0831411""","Wesley School","ELA","Asian","*","*","*"
"=""0830011""","Middletown School District","=""0831411""","Wesley School","ELA","Two or More Races","*","*","*"
"=""0830011""","Middletown School District","=""0831411""","Wesley School","ELA","Hispanic/Latino of any race",10,"*","*"
"=""0830011""","Middletown School District","=""0831411""","Wesley School","ELA","Black or African American",18,"*","*"
"=""0830011""","Middletown School District","=""0831411""","Wesley School","Math","Native Hawaiian or Other Pacific Islander","*","*","*"
"=""0830011""","Middletown School District","=""0831411""","Wesley School","Math","White",45,"68.9%","87.4%"
"=""0830011""","Middletown School District","=""0831411""","Wesley School","Math","Asian","*","*","*"
"=""0830011""","Middletown School District","=""0831411""","Wesley School","Math","Two or More Races","*","*","*"
"=""0830011""","Middletown School District","=""0831411""","Wesley School","Math","Hispanic/Latino of any race",10,"*","*"
"=""0830011""","Middletown School District","=""0831411""","Wesley School","Math","Black or African American",18,"*","*"
"=""0830011""","Middletown School District","=""0835411""","Woodrow Wilson Middle School","ELA","American Indian or Alaska Native","*","*","*"
"=""0830011""","Middletown School District","=""0835411""","Woodrow Wilson Middle School","ELA","White",365,"43.0%","58.9%"
"=""0830011""","Middletown School District","=""0835411""","Woodrow Wilson Middle School","ELA","Asian",28,"42.9%","59.2%"
"=""0830011""","Middletown School District","=""0835411""","Woodrow Wilson Middle School","ELA","Two or More Races","*","29.6%","47.9%"
"=""0830011""","Middletown School District","=""0835411""","Woodrow Wilson Middle School","ELA","Hispanic/Latino of any race",98,"24.5%","43.8%"
"=""0830011""","Middletown School District","=""0835411""","Woodrow Wilson Middle School","ELA","Black or African American",112,"34.8%","55.2%"
"=""0830011""","Middletown School District","=""0835411""","Woodrow Wilson Middle School","Math","American Indian or Alaska Native","*","*","*"
"=""0830011""","Middletown School District","=""0835411""","Woodrow Wilson Middle School","Math","White",364,"38.5%","52.4%"
"=""0830011""","Middletown School District","=""0835411""","Woodrow Wilson Middle School","Math","Asian",28,"39.3%","54.9%"
"=""0830011""","Middletown School District","=""0835411""","Woodrow Wilson Middle School","Math","Two or More Races","*","18.5%","31.4%"
"=""0830011""","Middletown School District","=""0835411""","Woodrow Wilson Middle School","Math","Hispanic/Latino of any race",101,"25.7%","41.1%"
"=""0830011""","Middletown School District","=""0835411""","Woodrow Wilson Middle School","Math","Black or African American",112,"23.2%","38.6%"
"=""0840011""","Milford School District","=""0840111""","Calf Pen Meadow School","ELA","White",78,"55.1%","75.3%"
"=""0840011""","Milford School District","=""0840111""","Calf Pen Meadow School","ELA","Asian","*","*","*"
"=""0840011""","Milford School District","=""0840111""","Calf Pen Meadow School","ELA","Hispanic/Latino of any race",6,"*","*"
"=""0840011""","Milford School District","=""0840111""","Calf Pen Meadow School","ELA","Black or African American","*","*","*"
"=""0840011""","Milford School District","=""0840111""","Calf Pen Meadow School","Math","White",78,"52.6%","80.3%"
"=""0840011""","Milford School District","=""0840111""","Calf Pen Meadow School","Math","Asian","*","*","*"
"=""0840011""","Milford School District","=""0840111""","Calf Pen Meadow School","Math","Hispanic/Latino of any race",6,"*","*"
"=""0840011""","Milford School District","=""0840111""","Calf Pen Meadow School","Math","Black or African American","*","*","*"
"=""0840011""","Milford School District","=""0845111""","East Shore Middle School","ELA","American Indian or Alaska Native","*","*","*"
"=""0840011""","Milford School District","=""0845111""","East Shore Middle School","ELA","White",370,"49.7%","65.7%"
"=""0840011""","Milford School District","=""0845111""","East Shore Middle School","ELA","Asian",25,"48.0%","66.0%"
"=""0840011""","Milford School District","=""0845111""","East Shore Middle School","ELA","Hispanic/Latino of any race",22,"50.0%","64.6%"
"=""0840011""","Milford School District","=""0845111""","East Shore Middle School","ELA","Black or African American","*","*","*"
"=""0840011""","Milford School District","=""0845111""","East Shore Middle School","Math","American Indian or Alaska Native","*","*","*"
"=""0840011""","Milford School District","=""0845111""","East Shore Middle School","Math","White",369,"38.8%","56.4%"
"=""0840011""","Milford School District","=""0845111""","East Shore Middle School","Math","Asian",25,"60.0%","79.4%"
"=""0840011""","Milford School District","=""0845111""","East Shore Middle School","Math","Hispanic/Latino of any race",22,"31.8%","49.1%"
"=""0840011""","Milford School District","=""0845111""","East Shore Middle School","Math","Black or African American","*","*","*"
"=""0840011""","Milford School District","=""0845211""","Harborside Middle School","ELA","Native Hawaiian or Other Pacific Islander","*","*","*"
"=""0840011""","Milford School District","=""0845211""","Harborside Middle School","ELA","White",400,"47.5%","65.0%"
"=""0840011""","Milford School District","=""0845211""","Harborside Middle School","ELA","Asian",47,"61.7%","73.9%"
"=""0840011""","Milford School District","=""0845211""","Harborside Middle School","ELA","Hispanic/Latino of any race","*","*","*"
"=""0840011""","Milford School District","=""0845211""","Harborside Middle School","ELA","Black or African American",24,"50.0%","63.0%"
"=""0840011""","Milford School District","=""0845211""","Harborside Middle School","Math","Native Hawaiian or Other Pacific Islander","*","*","*"
"=""0840011""","Milford School District","=""0845211""","Harborside Middle School","Math","White",398,"50.0%","67.9%"
"=""0840011""","Milford School District","=""0845211""","Harborside Middle School","Math","Asian",48,"54.2%","70.9%"
"=""0840011""","Milford School District","=""0845211""","Harborside Middle School","Math","Hispanic/Latino of any race","*","*","*"
"=""0840011""","Milford School District","=""0845211""","Harborside Middle School","Math","Black or African American",23,"52.2%","70.4%"
"=""0840011""","Milford School District","=""0841911""","J. F. Kennedy School","ELA","White",85,"51.8%","79.7%"
"=""0840011""","Milford School District","=""0841911""","J. F. Kennedy School","ELA","Asian",7,"*","*"
"=""0840011""","Milford School District","=""0841911""","J. F. Kennedy School","ELA","Hispanic/Latino of any race",15,"*","*"
"=""0840011""","Milford School District","=""0841911""","J. F. Kennedy School","ELA","Black or African American",7,"*","*"
"=""0840011""","Milford School District","=""0841911""","J. F. Kennedy School","Math","White",85,"32.9%","66.3%"
"=""0840011""","Milford School District","=""0841911""","J. F. Kennedy School","Math","Asian",7,"*","*"
"=""0840011""","Milford School District","=""0841911""","J. F. Kennedy School","Math","Hispanic/Latino of any race",15,"*","*"
"=""0840011""","Milford School District","=""0841911""","J. F. Kennedy School","Math","Black or African American",7,"*","*"
"=""0840011""","Milford School District","=""0841611""","Live Oaks School","ELA","White",66,"43.9%","65.7%"
"=""0840011""","Milford School District","=""0841611""","Live Oaks School","ELA","Asian",11,"*","*"
"=""0840011""","Milford School District","=""0841611""","Live Oaks School","ELA","Two or More Races","*","*","*"
"=""0840011""","Milford School District","=""0841611""","Live Oaks School","ELA","Hispanic/Latino of any race","*","*","*"
"=""0840011""","Milford School District","=""0841611""","Live Oaks School","ELA","Black or African American","*","*","*"
"=""0840011""","Milford School District","=""0841611""","Live Oaks School","Math","White",66,"40.9%","65.5%"
"=""0840011""","Milford School District","=""0841611""","Live Oaks School","Math","Asian",11,"*","*"
"=""0840011""","Milford School District","=""0841611""","Live Oaks School","Math","Two or More Races","*","*","*"
"=""0840011""","Milford School District","=""0841611""","Live Oaks School","Math","Hispanic/Latino of any race","*","*","*"
"=""0840011""","Milford School District","=""0841611""","Live Oaks School","Math","Black or African American","*","*","*"
"=""0840011""","Milford School District","=""0841711""","Mathewson School","ELA","Native Hawaiian or Other Pacific Islander","*","*","*"
"=""0840011""","Milford School District","=""0841711""","Mathewson School","ELA","White",88,"48.9%","69.1%"
"=""0840011""","Milford School District","=""0841711""","Mathewson School","ELA","Asian",24,"45.8%","72.3%"
"=""0840011""","Milford School District","=""0841711""","Mathewson School","ELA","Hispanic/Latino of any race",8,"*","*"
"=""0840011""","Milford School District","=""0841711""","Mathewson School","ELA","Black or African American","*","*","*"
"=""0840011""","Milford School District","=""0841711""","Mathewson School","Math","Native Hawaiian or Other Pacific Islander","*","*","*"
"=""0840011""","Milford School District","=""0841711""","Mathewson School","Math","White",85,"37.6%","67.7%"
"=""0840011""","Milford School District","=""0841711""","Mathewson School","Math","Asian",24,"62.5%","90.8%"
"=""0840011""","Milford School District","=""0841711""","Mathewson School","Math","Hispanic/Latino of any race",8,"*","*"
"=""0840011""","Milford School District","=""0841711""","Mathewson School","Math","Black or African American","*","*","*"
"=""0840011""","Milford School District","=""0840711""","Meadowside School","ELA","White",55,"45.5%","74.1%"
"=""0840011""","Milford School District","=""0840711""","Meadowside School","ELA","Asian",25,"36.0%","65.9%"
"=""0840011""","Milford School District","=""0840711""","Meadowside School","ELA","Hispanic/Latino of any race",8,"*","*"
"=""0840011""","Milford School District","=""0840711""","Meadowside School","Math","White",55,"41.8%","71.0%"
"=""0840011""","Milford School District","=""0840711""","Meadowside School","Math","Asian",25,"68.0%","82.2%"
"=""0840011""","Milford School District","=""0840711""","Meadowside School","Math","Hispanic/Latino of any race",8,"*","*"
"=""0840011""","Milford School District","=""0840811""","Orange Avenue School","ELA","American Indian or Alaska Native","*","*","*"
"=""0840011""","Milford School District","=""0840811""","Orange Avenue School","ELA","White",101,"53.5%","79.6%"
"=""0840011""","Milford School District","=""0840811""","Orange Avenue School","ELA","Asian",7,"*","*"
"=""0840011""","Milford School District","=""0840811""","Orange Avenue School","ELA","Hispanic/Latino of any race",10,"*","*"
"=""0840011""","Milford School District","=""0840811""","Orange Avenue School","ELA","Black or African American","*","*","*"
"=""0840011""","Milford School District","=""0840811""","Orange Avenue School","Math","American Indian or Alaska Native","*","*","*"
"=""0840011""","Milford School District","=""0840811""","Orange Avenue School","Math","White",101,"75.2%","96.8%"
"=""0840011""","Milford School District","=""0840811""","Orange Avenue School","Math","Asian",7,"*","*"
"=""0840011""","Milford School District","=""0840811""","Orange Avenue School","Math","Hispanic/Latino of any race",10,"*","*"
"=""0840011""","Milford School District","=""0840811""","Orange Avenue School","Math","Black or African American","*","*","*"
"=""0840011""","Milford School District","=""0841811""","Orchard Hills School","ELA","White",91,"56.0%","76.8%"
"=""0840011""","Milford School District","=""0841811""","Orchard Hills School","ELA","Asian",8,"*","*"
"=""0840011""","Milford School District","=""0841811""","Orchard Hills School","ELA","Hispanic/Latino of any race","*","*","*"
"=""0840011""","Milford School District","=""0841811""","Orchard Hills School","ELA","Black or African American","*","*","*"
"=""0840011""","Milford School District","=""0841811""","Orchard Hills School","Math","White",91,"37.4%","64.2%"
"=""0840011""","Milford School District","=""0841811""","Orchard Hills School","Math","Asian",8,"*","*"
"=""0840011""","Milford School District","=""0841811""","Orchard Hills School","Math","Hispanic/Latino of any race","*","*","*"
"=""0840011""","Milford School District","=""0841811""","Orchard Hills School","Math","Black or African American","*","*","*"
"=""0840011""","Milford School District","=""0841011""","Pumpkin Delight School","ELA","Native Hawaiian or Other Pacific Islander","*","*","*"
"=""0840011""","Milford School District","=""0841011""","Pumpkin Delight School","ELA","White",63,"61.9%","89.2%"
"=""0840011""","Milford School District","=""0841011""","Pumpkin Delight School","ELA","Asian","*","*","*"
"=""0840011""","Milford School District","=""0841011""","Pumpkin Delight School","ELA","Hispanic/Latino of any race",7,"*","*"
"=""0840011""","Milford School District","=""0841011""","Pumpkin Delight School","ELA","Black or African American",11,"*","*"
"=""0840011""","Milford School District","=""0841011""","Pumpkin Delight School","Math","Native Hawaiian or Other Pacific Islander","*","*","*"
"=""0840011""","Milford School District","=""0841011""","Pumpkin Delight School","Math","White",63,"66.7%","88.0%"
"=""0840011""","Milford School District","=""0841011""","Pumpkin Delight School","Math","Asian","*","*","*"
"=""0840011""","Milford School District","=""0841011""","Pumpkin Delight School","Math","Hispanic/Latino of any race",7,"*","*"
"=""0840011""","Milford School District","=""0841011""","Pumpkin Delight School","Math","Black or African American",10,"*","*"
"=""0840011""","Milford School District","=""0845311""","West Shore Middle School","ELA","American Indian or Alaska Native","*","*","*"
"=""0840011""","Milford School District","=""0845311""","West Shore Middle School","ELA","Native Hawaiian or Other Pacific Islander","*","*","*"
"=""0840011""","Milford School District","=""0845311""","West Shore Middle School","ELA","White",329,"44.1%","63.2%"
"=""0840011""","Milford School District","=""0845311""","West Shore Middle School","ELA","Asian",32,"50.0%","67.5%"
"=""0840011""","Milford School District","=""0845311""","West Shore Middle School","ELA","Two or More Races","*","*","*"
"=""0840011""","Milford School District","=""0845311""","West Shore Middle School","ELA","Hispanic/Latino of any race",29,"41.4%","65.0%"
"=""0840011""","Milford School District","=""0845311""","West Shore Middle School","ELA","Black or African American",34,"38.2%","54.8%"
"=""0840011""","Milford School District","=""0845311""","West Shore Middle School","Math","American Indian or Alaska Native","*","*","*"
"=""0840011""","Milford School District","=""0845311""","West Shore Middle School","Math","Native Hawaiian or Other Pacific Islander","*","*","*"
"=""0840011""","Milford School District","=""0845311""","West Shore Middle School","Math","White",330,"41.5%","57.0%"
"=""0840011""","Milford School District","=""0845311""","West Shore Middle School","Math","Asian",32,"62.5%","78.0%"
"=""0840011""","Milford School District","=""0845311""","West Shore Middle School","Math","Two or More Races","*","*","*"
"=""0840011""","Milford School District","=""0845311""","West Shore Middle School","Math","Hispanic/Latino of any race",29,"27.6%","43.2%"
"=""0840011""","Milford School District","=""0845311""","West Shore Middle School","Math","Black or African American",34,"26.5%","51.7%"
"=""0850011""","Monroe School District","=""0850511""","Fawn Hollow Elementary School","ELA","White",142,"55.6%","78.0%"
"=""0850011""","Monroe School District","=""0850511""","Fawn Hollow Elementary School","ELA","Asian","*","*","*"
"=""0850011""","Monroe School District","=""0850511""","Fawn Hollow Elementary School","ELA","Two or More Races",6,"*","*"
"=""0850011""","Monroe School District","=""0850511""","Fawn Hollow Elementary School","ELA","Hispanic/Latino of any race",16,"*","*"
"=""0850011""","Monroe School District","=""0850511""","Fawn Hollow Elementary School","ELA","Black or African American","*","*","*"
"=""0850011""","Monroe School District","=""0850511""","Fawn Hollow Elementary School","Math","White",142,"43.0%","70.1%"
