"Smarter Balanced Growth Report, 2015-16"
"All Districts, Free/Reduced Price Meal Eligibility (3-level)"

"",,,,,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School",8,"Math","Eligible for Free Lunch",33,2423,2457,35,"45.5%","65.6%"
"=""0930011""","New Haven School District","=""0931511""","Augusta Lewis Troup School",8,"Math","Not Eligible for Free/Reduced Lunch",15,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School",4,"ELA","Eligible for Free Lunch",45,2330,2384,55,"37.8%","61.7%"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School",4,"ELA","Not Eligible for Free/Reduced Lunch",22,2349,2411,62,"31.8%","76.4%"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School",4,"Math","Eligible for Free Lunch",45,2336,2398,62,"40.0%","75.1%"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School",4,"Math","Not Eligible for Free/Reduced Lunch",22,2361,2431,70,"54.5%","84.4%"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School",5,"ELA","Eligible for Free Lunch",21,2351,2389,38,"33.3%","55.8%"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School",5,"ELA","Not Eligible for Free/Reduced Lunch",19,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School",5,"Math","Eligible for Free Lunch",21,2368,2386,18,"33.3%","51.2%"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School",5,"Math","Not Eligible for Free/Reduced Lunch",19,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School",6,"ELA","Eligible for Free Lunch",38,2446,2435,-11,"10.5%","23.5%"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School",6,"ELA","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School",6,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School",6,"Math","Eligible for Free Lunch",38,2446,2425,-21,"7.9%","21.6%"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School",6,"Math","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School",6,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School",7,"ELA","Eligible for Free Lunch","*",2479,2499,20,"23.8%","38.2%"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School",7,"ELA","Not Eligible for Free/Reduced Lunch",22,2468,2497,30,"36.4%","56.0%"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School",7,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School",7,"Math","Eligible for Free Lunch","*",2418,2464,46,"47.6%","68.5%"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School",7,"Math","Not Eligible for Free/Reduced Lunch",22,2431,2465,35,"50.0%","67.1%"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School",7,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School",8,"ELA","Eligible for Free Lunch",20,2510,2525,15,"25.0%","45.2%"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School",8,"ELA","Not Eligible for Free/Reduced Lunch",14,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School",8,"Math","Eligible for Free Lunch",20,2453,2491,38,"55.0%","69.5%"
"=""0930011""","New Haven School District","=""0930211""","Barnard Environmental Magnet School",8,"Math","Not Eligible for Free/Reduced Lunch",14,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930311""","Beecher School",4,"ELA","Eligible for Free Lunch",30,2321,2402,81,"50.0%","78.0%"
"=""0930011""","New Haven School District","=""0930311""","Beecher School",4,"ELA","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930311""","Beecher School",4,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930311""","Beecher School",4,"Math","Eligible for Free Lunch",29,2346,2388,42,"20.7%","56.5%"
"=""0930011""","New Haven School District","=""0930311""","Beecher School",4,"Math","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930311""","Beecher School",4,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930311""","Beecher School",5,"ELA","Eligible for Free Lunch",31,2338,2430,92,"58.1%","83.3%"
"=""0930011""","New Haven School District","=""0930311""","Beecher School",5,"ELA","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930311""","Beecher School",5,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930311""","Beecher School",5,"Math","Eligible for Free Lunch",26,2364,2418,54,"57.7%","71.6%"
"=""0930011""","New Haven School District","=""0930311""","Beecher School",5,"Math","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930311""","Beecher School",5,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930311""","Beecher School",6,"ELA","Eligible for Free Lunch",24,2405,2473,68,"54.2%","78.6%"
"=""0930011""","New Haven School District","=""0930311""","Beecher School",6,"ELA","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930311""","Beecher School",6,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930311""","Beecher School",6,"Math","Eligible for Free Lunch",24,2404,2463,59,"58.3%","75.6%"
"=""0930011""","New Haven School District","=""0930311""","Beecher School",6,"Math","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930311""","Beecher School",6,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930311""","Beecher School",7,"ELA","Eligible for Free Lunch",28,2480,2511,31,"32.1%","57.9%"
"=""0930011""","New Haven School District","=""0930311""","Beecher School",7,"ELA","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930311""","Beecher School",7,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930311""","Beecher School",7,"Math","Eligible for Free Lunch",28,2459,2455,-4,"17.9%","32.1%"
"=""0930011""","New Haven School District","=""0930311""","Beecher School",7,"Math","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930311""","Beecher School",7,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930311""","Beecher School",8,"ELA","Eligible for Free Lunch",27,2479,2521,42,"48.1%","71.3%"
"=""0930011""","New Haven School District","=""0930311""","Beecher School",8,"ELA","Not Eligible for Free/Reduced Lunch",17,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930311""","Beecher School",8,"Math","Eligible for Free Lunch",27,2447,2458,12,"37.0%","50.2%"
"=""0930011""","New Haven School District","=""0930311""","Beecher School",8,"Math","Not Eligible for Free/Reduced Lunch",17,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School",4,"ELA","Eligible for Free Lunch",31,2372,2440,69,"51.6%","76.6%"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School",4,"ELA","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School",4,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School",4,"Math","Eligible for Free Lunch",31,2367,2428,61,"41.9%","80.1%"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School",4,"Math","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School",4,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School",5,"ELA","Eligible for Free Lunch",30,2410,2470,59,"43.3%","71.9%"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School",5,"ELA","Not Eligible for Free/Reduced Lunch","*",2424,2510,87,"71.4%","94.9%"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School",5,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School",5,"Math","Eligible for Free Lunch",30,2393,2451,58,"70.0%","90.9%"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School",5,"Math","Not Eligible for Free/Reduced Lunch","*",2401,2456,55,"61.9%","85.3%"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School",5,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School",6,"ELA","Eligible for Free Lunch",23,2444,2492,47,"43.5%","69.2%"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School",6,"ELA","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School",6,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School",6,"Math","Eligible for Free Lunch",23,2418,2447,29,"30.4%","54.0%"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School",6,"Math","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School",6,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School",7,"ELA","Eligible for Free Lunch",25,2461,2496,35,"32.0%","59.6%"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School",7,"ELA","Not Eligible for Free/Reduced Lunch",14,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School",7,"Math","Eligible for Free Lunch",25,2468,2467,-1,"20.0%","41.9%"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School",7,"Math","Not Eligible for Free/Reduced Lunch",14,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School",8,"ELA","Eligible for Free Lunch",28,2492,2555,63,"64.3%","81.0%"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School",8,"ELA","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School",8,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School",8,"Math","Eligible for Free Lunch",28,2467,2475,9,"25.0%","35.0%"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School",8,"Math","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931811""","Benjamin Jepson Magnet School",8,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School",5,"ELA","Eligible for Free Lunch",37,2379,2437,58,"27.0%","68.4%"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School",5,"ELA","Not Eligible for Free/Reduced Lunch",50,2477,2528,51,"50.0%","73.5%"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School",5,"ELA","Eligible for Reduced Lunch",8,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School",5,"Math","Eligible for Free Lunch",37,2382,2418,36,"43.2%","64.2%"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School",5,"Math","Not Eligible for Free/Reduced Lunch",50,2475,2496,21,"32.0%","50.4%"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School",5,"Math","Eligible for Reduced Lunch",8,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School",6,"ELA","Eligible for Free Lunch",47,2442,2478,36,"31.9%","54.9%"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School",6,"ELA","Not Eligible for Free/Reduced Lunch",53,2541,2572,31,"54.7%","69.1%"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School",6,"ELA","Eligible for Reduced Lunch",10,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School",6,"Math","Eligible for Free Lunch",46,2419,2468,48,"50.0%","74.4%"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School",6,"Math","Not Eligible for Free/Reduced Lunch",52,2498,2551,53,"65.4%","87.8%"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School",6,"Math","Eligible for Reduced Lunch",10,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School",7,"ELA","Eligible for Free Lunch",58,2465,2496,31,"31.0%","53.5%"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School",7,"ELA","Not Eligible for Free/Reduced Lunch","*",2509,2541,32,"31.4%","61.1%"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School",7,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School",7,"Math","Eligible for Free Lunch",58,2425,2466,41,"55.2%","71.5%"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School",7,"Math","Not Eligible for Free/Reduced Lunch","*",2470,2503,34,"41.2%","63.1%"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School",7,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School",8,"ELA","Eligible for Free Lunch",57,2480,2524,44,"47.4%","70.9%"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School",8,"ELA","Not Eligible for Free/Reduced Lunch","*",2544,2584,40,"52.9%","71.1%"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School",8,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School",8,"Math","Eligible for Free Lunch",57,2434,2469,35,"49.1%","62.2%"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School",8,"Math","Not Eligible for Free/Reduced Lunch","*",2497,2538,41,"52.9%","74.1%"
"=""0930011""","New Haven School District","=""0935511""","Betsy Ross Arts Magnet School",8,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School",4,"ELA","Eligible for Free Lunch",23,2363,2427,64,"47.8%","75.4%"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School",4,"ELA","Not Eligible for Free/Reduced Lunch",22,2385,2422,37,"22.7%","51.1%"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School",4,"Math","Eligible for Free Lunch",23,2374,2440,66,"47.8%","83.5%"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School",4,"Math","Not Eligible for Free/Reduced Lunch",22,2378,2453,75,"59.1%","93.8%"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School",5,"ELA","Eligible for Free Lunch",29,2408,2463,55,"34.5%","66.4%"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School",5,"ELA","Not Eligible for Free/Reduced Lunch",16,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School",5,"Math","Eligible for Free Lunch",29,2400,2460,60,"75.9%","93.1%"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School",5,"Math","Not Eligible for Free/Reduced Lunch",16,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School",6,"ELA","Eligible for Free Lunch",30,2419,2454,36,"26.7%","56.8%"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School",6,"ELA","Not Eligible for Free/Reduced Lunch",9,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School",6,"Math","Eligible for Free Lunch",30,2427,2425,-3,"20.0%","40.9%"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School",6,"Math","Not Eligible for Free/Reduced Lunch",9,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School",7,"ELA","Eligible for Free Lunch",27,2511,2520,9,"14.8%","36.5%"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School",7,"ELA","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School",7,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School",7,"Math","Eligible for Free Lunch",27,2464,2461,-4,"14.8%","29.2%"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School",7,"Math","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School",7,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School",8,"ELA","Eligible for Free Lunch",20,2451,2513,61,"55.0%","78.0%"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School",8,"ELA","Not Eligible for Free/Reduced Lunch",19,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School",8,"Math","Eligible for Free Lunch",20,2453,2447,-5,"15.0%","35.6%"
"=""0930011""","New Haven School District","=""0934311""","Bishop Woods School",8,"Math","Not Eligible for Free/Reduced Lunch",19,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School",4,"ELA","Eligible for Free Lunch",42,2372,2384,12,"16.7%","40.4%"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School",4,"ELA","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School",4,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School",4,"Math","Eligible for Free Lunch",43,2354,2400,47,"37.2%","65.5%"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School",4,"Math","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School",4,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School",5,"ELA","Eligible for Free Lunch",34,2388,2438,51,"44.1%","63.2%"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School",5,"ELA","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School",5,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School",5,"Math","Eligible for Free Lunch",34,2382,2421,40,"47.1%","71.1%"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School",5,"Math","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School",5,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School",6,"ELA","Eligible for Free Lunch",24,2427,2472,44,"37.5%","60.4%"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School",6,"ELA","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School",6,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School",6,"Math","Eligible for Free Lunch",24,2411,2436,25,"33.3%","53.1%"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School",6,"Math","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School",6,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School",7,"ELA","Eligible for Free Lunch",26,2476,2532,57,"34.6%","73.0%"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School",7,"ELA","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School",7,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School",7,"Math","Eligible for Free Lunch",26,2450,2466,16,"30.8%","52.8%"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School",7,"Math","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School",7,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School",8,"ELA","Eligible for Free Lunch",14,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School",8,"ELA","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School",8,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School",8,"Math","Eligible for Free Lunch",14,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School",8,"Math","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0932111""","Brennan Rogers School",8,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School",4,"ELA","Eligible for Free Lunch",28,2329,2371,42,"21.4%","51.3%"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School",4,"ELA","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School",4,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School",4,"Math","Eligible for Free Lunch",28,2339,2382,43,"25.0%","64.3%"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School",4,"Math","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School",4,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School",5,"ELA","Eligible for Free Lunch",25,2412,2439,27,"16.0%","45.5%"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School",5,"ELA","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School",5,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School",5,"Math","Eligible for Free Lunch",25,2411,2422,11,"12.0%","40.3%"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School",5,"Math","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School",5,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School",6,"ELA","Eligible for Free Lunch",21,2401,2454,53,"33.3%","67.8%"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School",6,"ELA","Not Eligible for Free/Reduced Lunch",11,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School",6,"Math","Eligible for Free Lunch",22,2401,2424,23,"27.3%","51.9%"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School",6,"Math","Not Eligible for Free/Reduced Lunch",11,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School",7,"ELA","Eligible for Free Lunch",26,2429,2466,37,"38.5%","69.6%"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School",7,"ELA","Not Eligible for Free/Reduced Lunch",8,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School",7,"Math","Eligible for Free Lunch",25,2416,2428,12,"32.0%","46.0%"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School",7,"Math","Not Eligible for Free/Reduced Lunch",8,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School",8,"ELA","Eligible for Free Lunch",19,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School",8,"ELA","Not Eligible for Free/Reduced Lunch",9,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School",8,"Math","Eligible for Free Lunch",19,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934811""","Celentano BioTech, Health and Medical Magnet School",8,"Math","Not Eligible for Free/Reduced Lunch",8,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy",4,"ELA","Eligible for Free Lunch",36,2353,2404,51,"22.2%","62.5%"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy",4,"ELA","Not Eligible for Free/Reduced Lunch",6,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy",4,"Math","Eligible for Free Lunch",37,2347,2419,72,"56.8%","88.8%"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy",4,"Math","Not Eligible for Free/Reduced Lunch",6,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy",5,"ELA","Eligible for Free Lunch",34,2388,2458,70,"41.2%","77.3%"
"=""0930011""","New Haven School District","=""0934211""","Clemente Leadership Academy",5,"ELA","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
