"Smarter Balanced Growth Report, 2015-16"
"All Districts, Special Education"

"",,,,,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School",4,"Math","Special Education",7,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School",4,"Math","Non-Special Education",44,2407,2459,52,"38.6%","74.4%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School",5,"ELA","Special Education",11,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School",5,"ELA","Non-Special Education",34,2470,2513,43,"32.4%","60.9%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School",5,"Math","Special Education",11,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School",5,"Math","Non-Special Education",34,2460,2481,21,"32.4%","49.2%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School",6,"ELA","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School",6,"ELA","Non-Special Education","*",2483,2526,43,"45.0%","69.0%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School",6,"Math","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School",6,"Math","Non-Special Education","*",2468,2487,20,"33.3%","56.6%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School",7,"ELA","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School",7,"ELA","Non-Special Education","*",2522,2548,26,"38.9%","63.7%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School",7,"Math","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School",7,"Math","Non-Special Education","*",2495,2516,20,"30.6%","55.5%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School",8,"ELA","Special Education",11,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School",8,"ELA","Non-Special Education",27,2535,2579,44,"51.9%","78.8%"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School",8,"Math","Special Education",11,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930911""","Davis 21st Century Magnet Elementary School",8,"Math","Non-Special Education",27,2504,2527,23,"37.0%","58.0%"
"=""0930011""","New Haven School District","=""0935611""","Domus Academy",6,"ELA","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0935611""","Domus Academy",6,"ELA","Non-Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0935611""","Domus Academy",6,"Math","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0935611""","Domus Academy",6,"Math","Non-Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0935611""","Domus Academy",7,"ELA","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0935611""","Domus Academy",7,"ELA","Non-Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0935611""","Domus Academy",7,"Math","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0935611""","Domus Academy",7,"Math","Non-Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0935611""","Domus Academy",8,"ELA","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0935611""","Domus Academy",8,"Math","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School",4,"ELA","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School",4,"ELA","Non-Special Education","*",2385,2456,71,"54.5%","82.8%"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School",4,"Math","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School",4,"Math","Non-Special Education","*",2388,2433,46,"27.3%","65.1%"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School",5,"ELA","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School",5,"ELA","Non-Special Education","*",2432,2465,33,"20.5%","52.8%"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School",5,"Math","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School",5,"Math","Non-Special Education","*",2411,2446,35,"47.7%","73.1%"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School",6,"ELA","Special Education",6,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School",6,"ELA","Non-Special Education",33,2483,2506,23,"27.3%","52.7%"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School",6,"Math","Special Education",6,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School",6,"Math","Non-Special Education",33,2448,2498,50,"60.6%","82.2%"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School",7,"ELA","Special Education",6,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School",7,"ELA","Non-Special Education",38,2527,2537,10,"28.9%","48.6%"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School",7,"Math","Special Education",6,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School",7,"Math","Non-Special Education",38,2501,2517,16,"23.7%","50.6%"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School",8,"ELA","Special Education",7,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School",8,"ELA","Non-Special Education",35,2517,2532,15,"31.4%","42.9%"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School",8,"Math","Special Education",7,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0934611""","East Rock Community Magnet School",8,"Math","Non-Special Education",35,2476,2512,36,"45.7%","62.6%"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School",4,"ELA","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School",4,"ELA","Non-Special Education","*",2460,2497,38,"42.2%","65.3%"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School",4,"Math","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School",4,"Math","Non-Special Education","*",2426,2461,34,"31.1%","61.6%"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School",5,"ELA","Special Education",6,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School",5,"ELA","Non-Special Education",42,2456,2534,79,"66.7%","89.6%"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School",5,"Math","Special Education",6,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School",5,"Math","Non-Special Education",43,2436,2493,57,"69.8%","87.2%"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School",6,"ELA","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School",6,"ELA","Non-Special Education","*",2451,2490,39,"48.5%","70.9%"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School",6,"Math","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School",6,"Math","Non-Special Education","*",2414,2452,38,"42.4%","64.6%"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School",7,"ELA","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School",7,"ELA","Non-Special Education","*",2513,2540,27,"35.9%","50.8%"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School",7,"Math","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School",7,"Math","Non-Special Education","*",2483,2495,12,"28.2%","51.6%"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School",8,"ELA","Special Education",6,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School",8,"ELA","Non-Special Education",41,2513,2526,13,"24.4%","51.2%"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School",8,"Math","Special Education",6,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931211""","Edgewood School",8,"Math","Non-Special Education",41,2462,2466,5,"29.3%","41.9%"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School",6,"ELA","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School",6,"ELA","Non-Special Education","*",2549,2576,28,"50.0%","69.3%"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School",6,"Math","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School",6,"Math","Non-Special Education","*",2524,2567,43,"61.7%","78.2%"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School",7,"ELA","Special Education",10,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School",7,"ELA","Non-Special Education",84,2555,2586,32,"41.7%","65.1%"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School",7,"Math","Special Education",10,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School",7,"Math","Non-Special Education",84,2543,2563,19,"40.5%","62.0%"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School",8,"ELA","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School",8,"ELA","Non-Special Education","*",2551,2561,10,"28.4%","46.6%"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School",8,"Math","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931711""","Engineering - Science University Magnet School",8,"Math","Non-Special Education","*",2528,2557,29,"45.5%","65.1%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School",4,"ELA","Special Education",7,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School",4,"ELA","Non-Special Education",55,2350,2388,38,"25.5%","54.5%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School",4,"Math","Special Education",6,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School",4,"Math","Non-Special Education",63,2324,2384,61,"36.5%","69.1%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School",5,"ELA","Special Education",6,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School",5,"ELA","Non-Special Education",66,2362,2414,52,"40.9%","64.8%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School",5,"Math","Special Education",6,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School",5,"Math","Non-Special Education",75,2368,2380,12,"29.3%","48.4%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School",6,"ELA","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School",6,"ELA","Non-Special Education","*",2398,2458,60,"54.2%","73.2%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School",6,"Math","Special Education",6,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School",6,"Math","Non-Special Education",69,2394,2415,21,"37.7%","55.7%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School",7,"ELA","Special Education",11,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School",7,"ELA","Non-Special Education",64,2451,2486,35,"37.5%","55.8%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School",7,"Math","Special Education",11,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School",7,"Math","Non-Special Education",72,2418,2435,18,"29.2%","45.8%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School",8,"ELA","Special Education",11,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School",8,"ELA","Non-Special Education",46,2474,2534,61,"54.3%","76.3%"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School",8,"Math","Special Education",11,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931611""","Fair Haven School",8,"Math","Non-Special Education",56,2424,2453,29,"42.9%","63.7%"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy",4,"ELA","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy",4,"ELA","Non-Special Education","*",2378,2403,26,"13.6%","45.6%"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy",4,"Math","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy",4,"Math","Non-Special Education","*",2376,2411,35,"11.4%","48.7%"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy",5,"ELA","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy",5,"ELA","Non-Special Education","*",2412,2450,38,"22.7%","59.1%"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy",5,"Math","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy",5,"Math","Non-Special Education","*",2402,2446,44,"56.8%","78.7%"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy",6,"ELA","Special Education",8,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy",6,"ELA","Non-Special Education",36,2443,2465,22,"30.6%","51.2%"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy",6,"Math","Special Education",8,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy",6,"Math","Non-Special Education",37,2433,2440,7,"21.6%","39.2%"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy",7,"ELA","Special Education",9,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy",7,"ELA","Non-Special Education",39,2491,2527,36,"38.5%","59.5%"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy",7,"Math","Special Education",9,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy",7,"Math","Non-Special Education",39,2475,2517,42,"46.2%","69.9%"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy",8,"ELA","Special Education",6,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy",8,"ELA","Non-Special Education",38,2490,2520,30,"39.5%","58.6%"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy",8,"Math","Special Education",6,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930711""","Hill Central Music Academy",8,"Math","Non-Special Education",39,2478,2503,25,"41.0%","55.2%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels",4,"ELA","Special Education",6,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels",4,"ELA","Non-Special Education",38,2399,2443,44,"28.9%","56.2%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels",4,"Math","Special Education",6,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels",4,"Math","Non-Special Education",39,2399,2443,43,"28.2%","63.1%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels",5,"ELA","Special Education",6,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels",5,"ELA","Non-Special Education",42,2422,2497,74,"52.4%","87.3%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels",5,"Math","Special Education",6,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels",5,"Math","Non-Special Education",42,2421,2453,31,"42.9%","65.4%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels",6,"ELA","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels",6,"ELA","Non-Special Education","*",2484,2521,37,"42.1%","64.8%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels",6,"Math","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels",6,"Math","Non-Special Education","*",2473,2504,31,"34.2%","66.3%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels",7,"ELA","Special Education",7,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels",7,"ELA","Non-Special Education",37,2494,2536,41,"35.1%","59.7%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels",7,"Math","Special Education",7,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels",7,"Math","Non-Special Education",38,2498,2523,26,"50.0%","58.8%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels",8,"ELA","Special Education",7,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels",8,"ELA","Non-Special Education",33,2510,2545,34,"39.4%","56.1%"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels",8,"Math","Special Education",7,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931311""","John C. Daniels",8,"Math","Non-Special Education",33,2466,2521,54,"63.6%","79.4%"
"=""0930011""","New Haven School District","=""0930811""","John S. Martinez School",4,"ELA","Special Education",8,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930811""","John S. Martinez School",4,"ELA","Non-Special Education",65,2356,2420,65,"43.1%","72.2%"
"=""0930011""","New Haven School District","=""0930811""","John S. Martinez School",4,"Math","Special Education",8,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930811""","John S. Martinez School",4,"Math","Non-Special Education",65,2348,2420,71,"49.2%","85.0%"
"=""0930011""","New Haven School District","=""0930811""","John S. Martinez School",5,"ELA","Special Education",8,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930811""","John S. Martinez School",5,"ELA","Non-Special Education",45,2367,2428,61,"44.4%","71.3%"
"=""0930011""","New Haven School District","=""0930811""","John S. Martinez School",5,"Math","Special Education",8,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930811""","John S. Martinez School",5,"Math","Non-Special Education",45,2375,2419,44,"53.3%","73.8%"
"=""0930011""","New Haven School District","=""0930811""","John S. Martinez School",6,"ELA","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930811""","John S. Martinez School",6,"ELA","Non-Special Education","*",2443,2499,55,"47.6%","80.3%"
"=""0930011""","New Haven School District","=""0930811""","John S. Martinez School",6,"Math","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930811""","John S. Martinez School",6,"Math","Non-Special Education","*",2409,2469,60,"55.8%","78.2%"
"=""0930011""","New Haven School District","=""0930811""","John S. Martinez School",7,"ELA","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930811""","John S. Martinez School",7,"ELA","Non-Special Education","*",2463,2519,56,"46.0%","69.7%"
"=""0930011""","New Haven School District","=""0930811""","John S. Martinez School",7,"Math","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930811""","John S. Martinez School",7,"Math","Non-Special Education","*",2463,2511,48,"52.0%","74.6%"
"=""0930011""","New Haven School District","=""0930811""","John S. Martinez School",8,"ELA","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930811""","John S. Martinez School",8,"ELA","Non-Special Education","*",2480,2532,53,"50.0%","69.6%"
"=""0930011""","New Haven School District","=""0930811""","John S. Martinez School",8,"Math","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0930811""","John S. Martinez School",8,"Math","Non-Special Education","*",2444,2528,84,"81.3%","95.6%"
"=""0930011""","New Haven School District","=""0933011""","King/Robinson Magnet School",4,"ELA","Special Education",7,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0933011""","King/Robinson Magnet School",4,"ELA","Non-Special Education",33,2409,2462,53,"33.3%","70.7%"
"=""0930011""","New Haven School District","=""0933011""","King/Robinson Magnet School",4,"Math","Special Education",7,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0933011""","King/Robinson Magnet School",4,"Math","Non-Special Education",33,2406,2447,41,"30.3%","63.8%"
"=""0930011""","New Haven School District","=""0933011""","King/Robinson Magnet School",5,"ELA","Special Education",6,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0933011""","King/Robinson Magnet School",5,"ELA","Non-Special Education",39,2425,2462,38,"25.6%","55.1%"
"=""0930011""","New Haven School District","=""0933011""","King/Robinson Magnet School",5,"Math","Special Education",6,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0933011""","King/Robinson Magnet School",5,"Math","Non-Special Education",39,2396,2449,53,"69.2%","89.2%"
"=""0930011""","New Haven School District","=""0933011""","King/Robinson Magnet School",6,"ELA","Special Education",6,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0933011""","King/Robinson Magnet School",6,"ELA","Non-Special Education",41,2446,2492,46,"41.5%","62.6%"
"=""0930011""","New Haven School District","=""0933011""","King/Robinson Magnet School",6,"Math","Special Education",6,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0933011""","King/Robinson Magnet School",6,"Math","Non-Special Education",41,2439,2464,25,"31.7%","57.8%"
"=""0930011""","New Haven School District","=""0933011""","King/Robinson Magnet School",7,"ELA","Special Education",11,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0933011""","King/Robinson Magnet School",7,"ELA","Non-Special Education",37,2486,2513,27,"32.4%","56.2%"
"=""0930011""","New Haven School District","=""0933011""","King/Robinson Magnet School",7,"Math","Special Education",11,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0933011""","King/Robinson Magnet School",7,"Math","Non-Special Education",37,2447,2487,40,"45.9%","71.4%"
"=""0930011""","New Haven School District","=""0933011""","King/Robinson Magnet School",8,"ELA","Special Education",12,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0933011""","King/Robinson Magnet School",8,"ELA","Non-Special Education",40,2518,2556,38,"50.0%","72.5%"
"=""0930011""","New Haven School District","=""0933011""","King/Robinson Magnet School",8,"Math","Special Education",12,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0933011""","King/Robinson Magnet School",8,"Math","Non-Special Education",39,2502,2510,8,"38.5%","52.8%"
"=""0930011""","New Haven School District","=""0932011""","Lincoln-Bassett School",4,"ELA","Special Education",6,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0932011""","Lincoln-Bassett School",4,"ELA","Non-Special Education",33,2348,2438,90,"57.6%","86.4%"
"=""0930011""","New Haven School District","=""0932011""","Lincoln-Bassett School",4,"Math","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0932011""","Lincoln-Bassett School",4,"Math","Non-Special Education","*",2356,2447,91,"70.6%","97.7%"
"=""0930011""","New Haven School District","=""0932011""","Lincoln-Bassett School",5,"ELA","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0932011""","Lincoln-Bassett School",5,"ELA","Non-Special Education","*",2393,2472,80,"57.1%","87.6%"
"=""0930011""","New Haven School District","=""0932011""","Lincoln-Bassett School",5,"Math","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0932011""","Lincoln-Bassett School",5,"Math","Non-Special Education","*",2399,2459,61,"66.7%","86.8%"
"=""0930011""","New Haven School District","=""0932011""","Lincoln-Bassett School",6,"ELA","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0932011""","Lincoln-Bassett School",6,"ELA","Non-Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0932011""","Lincoln-Bassett School",6,"Math","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0932011""","Lincoln-Bassett School",6,"Math","Non-Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School",4,"ELA","Special Education",6,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School",4,"ELA","Non-Special Education",46,2431,2465,33,"17.4%","54.0%"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School",4,"Math","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School",4,"Math","Non-Special Education","*",2407,2458,51,"37.0%","73.9%"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School",5,"ELA","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School",5,"ELA","Non-Special Education","*",2452,2519,67,"64.9%","78.8%"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School",5,"Math","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School",5,"Math","Non-Special Education","*",2461,2494,33,"44.4%","70.3%"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School",6,"ELA","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School",6,"ELA","Non-Special Education","*",2498,2520,22,"41.0%","56.5%"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School",6,"Math","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School",6,"Math","Non-Special Education","*",2473,2503,30,"41.0%","58.3%"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School",7,"ELA","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School",7,"ELA","Non-Special Education","*",2500,2577,78,"65.1%","87.9%"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School",7,"Math","Special Education","*","*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School",7,"Math","Non-Special Education","*",2479,2524,46,"59.5%","80.3%"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School",8,"ELA","Special Education",6,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School",8,"ELA","Non-Special Education",37,2531,2586,55,"62.2%","76.5%"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School",8,"Math","Special Education",6,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School",8,"Math","Non-Special Education",37,2490,2520,30,"54.1%","66.3%"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School",4,"ELA","Special Education",6,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School",4,"ELA","Non-Special Education",41,2432,2503,71,"65.9%","86.4%"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School",4,"Math","Special Education",6,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School",4,"Math","Non-Special Education",41,2419,2482,63,"58.5%","81.9%"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School",5,"ELA","Special Education",9,"*","*","*","*","*"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School",5,"ELA","Non-Special Education",38,2454,2485,30,"26.3%","51.1%"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School",5,"Math","Special Education",9,"*","*","*","*","*"
