"Smarter Balanced Growth Report, 2015-16"
"All Districts, Special Education"

"",,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""0650011""","Hartland School District",7,"Non-Special Education","*","*","*","*","*","*"
"=""0650011""","Hartland School District",8,"Special Education","*","*","*","*","*","*"
"=""0650011""","Hartland School District",8,"Non-Special Education","*","*","*","*","*","*"
"=""0670011""","Hebron School District",4,"Special Education",16,"*","*","*","*","*"
"=""0670011""","Hebron School District",4,"Non-Special Education",101,2451,2494,43,"39.6%","66.7%"
"=""0670011""","Hebron School District",5,"Special Education",14,"*","*","*","*","*"
"=""0670011""","Hebron School District",5,"Non-Special Education",91,2500,2552,51,"45.1%","73.0%"
"=""0670011""","Hebron School District",6,"Special Education",11,"*","*","*","*","*"
"=""0670011""","Hebron School District",6,"Non-Special Education",108,2534,2578,44,"56.5%","73.3%"
"=""2860013""","Highville Charter School District",4,"Special Education","*","*","*","*","*","*"
"=""2860013""","Highville Charter School District",4,"Non-Special Education","*",2396,2436,40,"28.9%","53.7%"
"=""2860013""","Highville Charter School District",5,"Special Education","*","*","*","*","*","*"
"=""2860013""","Highville Charter School District",5,"Non-Special Education","*",2433,2485,52,"40.0%","69.0%"
"=""2860013""","Highville Charter School District",6,"Special Education",7,"*","*","*","*","*"
"=""2860013""","Highville Charter School District",6,"Non-Special Education",29,2481,2501,20,"31.0%","54.6%"
"=""2860013""","Highville Charter School District",7,"Special Education","*","*","*","*","*","*"
"=""2860013""","Highville Charter School District",7,"Non-Special Education","*",2514,2539,25,"44.8%","56.9%"
"=""2860013""","Highville Charter School District",8,"Special Education","*","*","*","*","*","*"
"=""2860013""","Highville Charter School District",8,"Non-Special Education","*",2530,2550,20,"25.0%","46.8%"
"=""2640013""","Integrated Day Charter School District",4,"Special Education","*","*","*","*","*","*"
"=""2640013""","Integrated Day Charter School District",4,"Non-Special Education","*",2431,2455,24,"14.8%","41.1%"
"=""2640013""","Integrated Day Charter School District",5,"Special Education","*","*","*","*","*","*"
"=""2640013""","Integrated Day Charter School District",5,"Non-Special Education","*",2440,2454,15,"17.9%","37.6%"
"=""2640013""","Integrated Day Charter School District",6,"Special Education","*","*","*","*","*","*"
"=""2640013""","Integrated Day Charter School District",6,"Non-Special Education","*",2512,2553,41,"60.7%","75.2%"
"=""2640013""","Integrated Day Charter School District",7,"Special Education","*","*","*","*","*","*"
"=""2640013""","Integrated Day Charter School District",7,"Non-Special Education","*",2559,2585,27,"34.5%","60.9%"
"=""2640013""","Integrated Day Charter School District",8,"Special Education","*","*","*","*","*","*"
"=""2640013""","Integrated Day Charter School District",8,"Non-Special Education","*",2567,2576,8,"35.5%","50.4%"
"=""2650013""","Interdistrict School for Arts and Comm District",6,"Special Education",20,2423,2442,19,"30.0%","42.5%"
"=""2650013""","Interdistrict School for Arts and Comm District",6,"Non-Special Education",69,2500,2495,-5,"21.7%","34.6%"
"=""2650013""","Interdistrict School for Arts and Comm District",7,"Special Education",6,"*","*","*","*","*"
"=""2650013""","Interdistrict School for Arts and Comm District",7,"Non-Special Education",78,2474,2513,38,"46.2%","62.9%"
"=""2650013""","Interdistrict School for Arts and Comm District",8,"Special Education",18,"*","*","*","*","*"
"=""2650013""","Interdistrict School for Arts and Comm District",8,"Non-Special Education",63,2539,2553,14,"28.6%","41.4%"
"=""2610013""","Jumoke Academy District",4,"Special Education","*","*","*","*","*","*"
"=""2610013""","Jumoke Academy District",4,"Non-Special Education","*",2381,2448,67,"50.0%","76.6%"
"=""2610013""","Jumoke Academy District",5,"Special Education","*","*","*","*","*","*"
"=""2610013""","Jumoke Academy District",5,"Non-Special Education","*",2444,2468,24,"21.9%","41.4%"
"=""2610013""","Jumoke Academy District",6,"Special Education","*","*","*","*","*","*"
"=""2610013""","Jumoke Academy District",6,"Non-Special Education","*",2496,2532,36,"40.0%","61.6%"
"=""2610013""","Jumoke Academy District",7,"Special Education",10,"*","*","*","*","*"
"=""2610013""","Jumoke Academy District",7,"Non-Special Education",60,2502,2534,32,"36.7%","51.3%"
"=""2610013""","Jumoke Academy District",8,"Special Education","*","*","*","*","*","*"
"=""2610013""","Jumoke Academy District",8,"Non-Special Education","*",2533,2550,18,"32.9%","50.2%"
"=""0680011""","Kent School District",4,"Special Education","*","*","*","*","*","*"
"=""0680011""","Kent School District",4,"Non-Special Education","*",2480,2548,68,"71.4%","89.1%"
"=""0680011""","Kent School District",5,"Special Education","*","*","*","*","*","*"
"=""0680011""","Kent School District",5,"Non-Special Education","*",2541,2597,55,"60.9%","75.7%"
"=""0680011""","Kent School District",6,"Special Education","*","*","*","*","*","*"
"=""0680011""","Kent School District",6,"Non-Special Education","*",2561,2601,40,"53.3%","71.2%"
"=""0680011""","Kent School District",7,"Special Education","*","*","*","*","*","*"
"=""0680011""","Kent School District",7,"Non-Special Education","*",2599,2609,10,"30.4%","42.5%"
"=""0680011""","Kent School District",8,"Special Education","*","*","*","*","*","*"
"=""0680011""","Kent School District",8,"Non-Special Education","*","*","*","*","*","*"
"=""0690011""","Killingly School District",4,"Special Education",22,2343,2390,48,"27.3%","54.0%"
"=""0690011""","Killingly School District",4,"Non-Special Education",131,2431,2487,56,"50.4%","74.0%"
"=""0690011""","Killingly School District",5,"Special Education",20,2385,2439,54,"30.0%","54.8%"
"=""0690011""","Killingly School District",5,"Non-Special Education",126,2486,2534,48,"45.2%","72.9%"
"=""0690011""","Killingly School District",6,"Special Education",20,2433,2481,48,"45.0%","69.4%"
"=""0690011""","Killingly School District",6,"Non-Special Education",134,2522,2577,55,"63.4%","81.2%"
"=""0690011""","Killingly School District",7,"Special Education",17,"*","*","*","*","*"
"=""0690011""","Killingly School District",7,"Non-Special Education",144,2561,2594,33,"43.1%","62.2%"
"=""0690011""","Killingly School District",8,"Special Education",13,"*","*","*","*","*"
"=""0690011""","Killingly School District",8,"Non-Special Education",146,2562,2598,35,"52.1%","68.6%"
"=""2450014""","Learn",4,"Special Education",11,"*","*","*","*","*"
"=""2450014""","Learn",4,"Non-Special Education",71,2415,2482,67,"49.3%","80.9%"
"=""2450014""","Learn",5,"Special Education",11,"*","*","*","*","*"
"=""2450014""","Learn",5,"Non-Special Education",71,2507,2571,64,"56.3%","83.0%"
"=""2450014""","Learn",6,"Special Education",7,"*","*","*","*","*"
"=""2450014""","Learn",6,"Non-Special Education",28,2514,2525,12,"17.9%","41.2%"
"=""2450014""","Learn",7,"Special Education",12,"*","*","*","*","*"
"=""2450014""","Learn",7,"Non-Special Education",36,2528,2595,67,"61.1%","79.2%"
"=""2450014""","Learn",8,"Special Education",13,"*","*","*","*","*"
"=""2450014""","Learn",8,"Non-Special Education",36,2548,2561,14,"22.2%","45.0%"
"=""0710011""","Lebanon School District",4,"Special Education",14,"*","*","*","*","*"
"=""0710011""","Lebanon School District",4,"Non-Special Education",51,2462,2530,68,"56.9%","78.6%"
"=""0710011""","Lebanon School District",5,"Special Education",11,"*","*","*","*","*"
"=""0710011""","Lebanon School District",5,"Non-Special Education",47,2506,2589,84,"72.3%","88.7%"
"=""0710011""","Lebanon School District",6,"Special Education",11,"*","*","*","*","*"
"=""0710011""","Lebanon School District",6,"Non-Special Education",61,2570,2581,11,"41.0%","54.2%"
"=""0710011""","Lebanon School District",7,"Special Education",8,"*","*","*","*","*"
"=""0710011""","Lebanon School District",7,"Non-Special Education",57,2552,2596,44,"57.9%","72.0%"
"=""0710011""","Lebanon School District",8,"Special Education",8,"*","*","*","*","*"
"=""0710011""","Lebanon School District",8,"Non-Special Education",69,2581,2598,17,"34.8%","52.1%"
"=""0720011""","Ledyard School District",4,"Special Education",22,2363,2430,66,"50.0%","66.5%"
"=""0720011""","Ledyard School District",4,"Non-Special Education",144,2440,2504,64,"53.5%","77.3%"
"=""0720011""","Ledyard School District",5,"Special Education",18,"*","*","*","*","*"
"=""0720011""","Ledyard School District",5,"Non-Special Education",138,2503,2528,24,"31.2%","52.2%"
"=""0720011""","Ledyard School District",6,"Special Education",22,2425,2456,31,"40.9%","48.5%"
"=""0720011""","Ledyard School District",6,"Non-Special Education",135,2539,2571,32,"41.5%","61.2%"
"=""0720011""","Ledyard School District",7,"Special Education",20,2423,2447,24,"40.0%","53.5%"
"=""0720011""","Ledyard School District",7,"Non-Special Education",128,2557,2579,23,"34.4%","53.4%"
"=""0720011""","Ledyard School District",8,"Special Education",22,2448,2490,42,"31.8%","64.9%"
"=""0720011""","Ledyard School District",8,"Non-Special Education",127,2566,2601,35,"55.1%","72.9%"
"=""0730011""","Lisbon School District",4,"Special Education","*","*","*","*","*","*"
"=""0730011""","Lisbon School District",4,"Non-Special Education","*",2468,2512,45,"48.4%","67.4%"
"=""0730011""","Lisbon School District",5,"Special Education",9,"*","*","*","*","*"
"=""0730011""","Lisbon School District",5,"Non-Special Education",33,2494,2540,46,"39.4%","64.4%"
"=""0730011""","Lisbon School District",6,"Special Education","*","*","*","*","*","*"
"=""0730011""","Lisbon School District",6,"Non-Special Education","*",2556,2552,-4,"22.2%","36.2%"
"=""0730011""","Lisbon School District",7,"Special Education","*","*","*","*","*","*"
"=""0730011""","Lisbon School District",7,"Non-Special Education","*",2575,2609,34,"37.5%","57.1%"
"=""0730011""","Lisbon School District",8,"Special Education","*","*","*","*","*","*"
"=""0730011""","Lisbon School District",8,"Non-Special Education","*",2547,2574,28,"40.5%","56.3%"
"=""0740011""","Litchfield School District",4,"Special Education",12,"*","*","*","*","*"
"=""0740011""","Litchfield School District",4,"Non-Special Education",58,2479,2555,76,"72.4%","93.6%"
"=""0740011""","Litchfield School District",5,"Special Education",9,"*","*","*","*","*"
"=""0740011""","Litchfield School District",5,"Non-Special Education",59,2519,2586,67,"69.5%","89.2%"
"=""0740011""","Litchfield School District",6,"Special Education",11,"*","*","*","*","*"
"=""0740011""","Litchfield School District",6,"Non-Special Education",62,2583,2621,38,"66.1%","76.2%"
"=""0740011""","Litchfield School District",7,"Special Education",12,"*","*","*","*","*"
"=""0740011""","Litchfield School District",7,"Non-Special Education",66,2586,2609,23,"39.4%","57.7%"
"=""0740011""","Litchfield School District",8,"Special Education",12,"*","*","*","*","*"
"=""0740011""","Litchfield School District",8,"Non-Special Education",71,2607,2639,32,"57.7%","74.5%"
"=""0760011""","Madison School District",4,"Special Education",23,2402,2451,49,"34.8%","65.5%"
"=""0760011""","Madison School District",4,"Non-Special Education",147,2494,2541,47,"55.8%","73.1%"
"=""0760011""","Madison School District",5,"Special Education",22,2440,2461,20,"13.6%","40.5%"
"=""0760011""","Madison School District",5,"Non-Special Education",129,2549,2559,10,"34.9%","51.7%"
"=""0760011""","Madison School District",6,"Special Education",23,2457,2474,18,"26.1%","53.3%"
"=""0760011""","Madison School District",6,"Non-Special Education",168,2561,2581,21,"41.1%","59.6%"
"=""0760011""","Madison School District",7,"Special Education",28,2463,2481,18,"21.4%","43.7%"
"=""0760011""","Madison School District",7,"Non-Special Education",185,2583,2597,14,"37.3%","52.2%"
"=""0760011""","Madison School District",8,"Special Education",22,2524,2505,-19,"13.6%","25.1%"
"=""0760011""","Madison School District",8,"Non-Special Education",217,2609,2613,3,"31.3%","46.6%"
"=""0770011""","Manchester School District",4,"Special Education",36,2301,2340,38,"27.8%","54.0%"
"=""0770011""","Manchester School District",4,"Non-Special Education",385,2416,2454,38,"31.9%","57.3%"
"=""0770011""","Manchester School District",5,"Special Education",61,2345,2379,35,"21.3%","52.0%"
"=""0770011""","Manchester School District",5,"Non-Special Education",382,2448,2500,52,"41.6%","67.4%"
"=""0770011""","Manchester School District",6,"Special Education",44,2347,2360,13,"27.3%","41.2%"
"=""0770011""","Manchester School District",6,"Non-Special Education",346,2483,2510,27,"35.0%","54.9%"
"=""0770011""","Manchester School District",7,"Special Education",62,2383,2421,38,"32.3%","57.4%"
"=""0770011""","Manchester School District",7,"Non-Special Education",320,2517,2546,29,"37.5%","57.7%"
"=""0770011""","Manchester School District",8,"Special Education",36,2401,2413,12,"16.7%","37.0%"
"=""0770011""","Manchester School District",8,"Non-Special Education",290,2535,2557,23,"35.2%","52.8%"
"=""0780011""","Mansfield School District",4,"Special Education",14,"*","*","*","*","*"
"=""0780011""","Mansfield School District",4,"Non-Special Education",98,2499,2554,55,"60.2%","81.3%"
"=""0780011""","Mansfield School District",5,"Special Education",10,"*","*","*","*","*"
"=""0780011""","Mansfield School District",5,"Non-Special Education",100,2558,2586,28,"50.0%","66.1%"
"=""0780011""","Mansfield School District",6,"Special Education",14,"*","*","*","*","*"
"=""0780011""","Mansfield School District",6,"Non-Special Education",95,2590,2606,15,"45.3%","59.0%"
"=""0780011""","Mansfield School District",7,"Special Education",16,"*","*","*","*","*"
"=""0780011""","Mansfield School District",7,"Non-Special Education",90,2582,2622,40,"54.4%","72.9%"
"=""0780011""","Mansfield School District",8,"Special Education",10,"*","*","*","*","*"
"=""0780011""","Mansfield School District",8,"Non-Special Education",90,2646,2666,20,"56.7%","69.1%"
"=""0790011""","Marlborough School District",4,"Special Education","*","*","*","*","*","*"
"=""0790011""","Marlborough School District",4,"Non-Special Education","*",2474,2516,42,"45.5%","72.1%"
"=""0790011""","Marlborough School District",5,"Special Education",9,"*","*","*","*","*"
"=""0790011""","Marlborough School District",5,"Non-Special Education",82,2527,2577,49,"63.4%","81.9%"
"=""0790011""","Marlborough School District",6,"Special Education","*","*","*","*","*","*"
"=""0790011""","Marlborough School District",6,"Non-Special Education","*",2571,2612,41,"61.5%","79.7%"
"=""0800011""","Meriden School District",4,"Special Education",108,2311,2354,44,"30.6%","56.8%"
"=""0800011""","Meriden School District",4,"Non-Special Education",494,2417,2467,50,"40.1%","65.1%"
"=""0800011""","Meriden School District",5,"Special Education",92,2348,2400,52,"32.6%","59.5%"
"=""0800011""","Meriden School District",5,"Non-Special Education",511,2455,2500,45,"38.7%","64.9%"
"=""0800011""","Meriden School District",6,"Special Education",69,2369,2412,43,"36.2%","59.3%"
"=""0800011""","Meriden School District",6,"Non-Special Education",321,2491,2524,33,"41.7%","61.0%"
"=""0800011""","Meriden School District",7,"Special Education",68,2396,2433,38,"35.3%","53.2%"
"=""0800011""","Meriden School District",7,"Non-Special Education",358,2511,2549,39,"45.3%","65.8%"
"=""0800011""","Meriden School District",8,"Special Education",55,2413,2428,15,"18.2%","40.2%"
"=""0800011""","Meriden School District",8,"Non-Special Education",374,2528,2556,28,"39.6%","57.1%"
"=""0830011""","Middletown School District",4,"Special Education",33,2310,2344,34,"24.2%","48.3%"
"=""0830011""","Middletown School District",4,"Non-Special Education",307,2452,2492,40,"37.8%","62.3%"
"=""0830011""","Middletown School District",5,"Special Education",42,2359,2401,42,"23.8%","52.1%"
"=""0830011""","Middletown School District",5,"Non-Special Education",292,2478,2515,37,"37.7%","62.2%"
"=""0830011""","Middletown School District",6,"Special Education",35,2353,2381,28,"34.3%","53.4%"
"=""0830011""","Middletown School District",6,"Non-Special Education",260,2520,2551,31,"43.5%","61.4%"
"=""0830011""","Middletown School District",7,"Special Education",35,2409,2413,4,"20.0%","38.5%"
"=""0830011""","Middletown School District",7,"Non-Special Education",309,2546,2565,19,"40.8%","54.9%"
"=""0830011""","Middletown School District",8,"Special Education",34,2415,2432,17,"20.6%","49.2%"
"=""0830011""","Middletown School District",8,"Non-Special Education",259,2553,2578,25,"39.4%","58.7%"
"=""0840011""","Milford School District",4,"Special Education",36,2345,2377,31,"22.2%","46.0%"
"=""0840011""","Milford School District",4,"Non-Special Education",356,2441,2510,69,"54.5%","80.8%"
"=""0840011""","Milford School District",5,"Special Education",42,2392,2437,45,"28.6%","53.9%"
"=""0840011""","Milford School District",5,"Non-Special Education",394,2496,2550,54,"50.0%","73.5%"
"=""0840011""","Milford School District",6,"Special Education",42,2412,2455,42,"40.5%","61.7%"
"=""0840011""","Milford School District",6,"Non-Special Education",382,2523,2570,47,"57.1%","75.1%"
"=""0840011""","Milford School District",7,"Special Education",47,2454,2488,33,"29.8%","57.1%"
"=""0840011""","Milford School District",7,"Non-Special Education",426,2567,2597,29,"47.7%","62.2%"
"=""0840011""","Milford School District",8,"Special Education",61,2467,2509,41,"52.5%","67.6%"
"=""0840011""","Milford School District",8,"Non-Special Education",405,2582,2605,22,"39.5%","57.8%"
"=""0850011""","Monroe School District",4,"Special Education",28,2456,2449,-8,"14.3%","27.2%"
"=""0850011""","Monroe School District",4,"Non-Special Education",179,2513,2559,47,"59.8%","77.1%"
"=""0850011""","Monroe School District",5,"Special Education",25,2454,2466,12,"20.0%","39.7%"
"=""0850011""","Monroe School District",5,"Non-Special Education",192,2552,2601,50,"63.5%","81.4%"
"=""0850011""","Monroe School District",6,"Special Education",34,2519,2495,-24,"17.6%","23.1%"
"=""0850011""","Monroe School District",6,"Non-Special Education",232,2588,2591,3,"41.8%","53.1%"
"=""0850011""","Monroe School District",7,"Special Education",23,2472,2493,21,"30.4%","52.8%"
"=""0850011""","Monroe School District",7,"Non-Special Education",224,2597,2632,34,"53.6%","70.5%"
"=""0850011""","Monroe School District",8,"Special Education",22,2467,2506,38,"40.9%","61.1%"
"=""0850011""","Monroe School District",8,"Non-Special Education",223,2614,2636,22,"46.2%","61.8%"
"=""0860011""","Montville School District",4,"Special Education",22,2386,2434,48,"36.4%","66.2%"
"=""0860011""","Montville School District",4,"Non-Special Education",117,2463,2526,63,"59.0%","79.6%"
"=""0860011""","Montville School District",5,"Special Education",26,2397,2458,62,"42.3%","73.8%"
"=""0860011""","Montville School District",5,"Non-Special Education",151,2495,2546,51,"52.3%","74.4%"
"=""0860011""","Montville School District",6,"Special Education",16,"*","*","*","*","*"
"=""0860011""","Montville School District",6,"Non-Special Education",162,2532,2554,22,"37.7%","60.7%"
"=""0860011""","Montville School District",7,"Special Education",21,2430,2443,13,"19.0%","41.8%"
"=""0860011""","Montville School District",7,"Non-Special Education",140,2552,2588,36,"45.7%","62.8%"
"=""0860011""","Montville School District",8,"Special Education",26,2446,2465,18,"19.2%","43.8%"
"=""0860011""","Montville School District",8,"Non-Special Education",151,2568,2593,25,"42.4%","57.6%"
"=""0880011""","Naugatuck School District",4,"Special Education",37,2316,2382,66,"35.1%","64.1%"
"=""0880011""","Naugatuck School District",4,"Non-Special Education",274,2432,2479,47,"39.1%","64.6%"
"=""0880011""","Naugatuck School District",5,"Special Education",42,2354,2402,47,"26.2%","62.1%"
"=""0880011""","Naugatuck School District",5,"Non-Special Education",240,2475,2525,49,"45.4%","71.1%"
"=""0880011""","Naugatuck School District",6,"Special Education",63,2385,2434,49,"33.3%","64.6%"
"=""0880011""","Naugatuck School District",6,"Non-Special Education",243,2506,2555,49,"58.4%","77.3%"
"=""0880011""","Naugatuck School District",7,"Special Education",50,2413,2438,26,"30.0%","50.8%"
"=""0880011""","Naugatuck School District",7,"Non-Special Education",269,2543,2574,31,"41.6%","62.4%"
"=""0880011""","Naugatuck School District",8,"Special Education",51,2419,2451,32,"31.4%","51.5%"
"=""0880011""","Naugatuck School District",8,"Non-Special Education",264,2548,2568,20,"36.0%","54.4%"
"=""2800013""","New Beginnings Inc Family Academy District",4,"Special Education","*","*","*","*","*","*"
"=""2800013""","New Beginnings Inc Family Academy District",4,"Non-Special Education","*",2385,2427,42,"31.3%","53.9%"
"=""2800013""","New Beginnings Inc Family Academy District",5,"Special Education","*","*","*","*","*","*"
"=""2800013""","New Beginnings Inc Family Academy District",5,"Non-Special Education","*",2462,2469,7,"7.5%","32.6%"
"=""2800013""","New Beginnings Inc Family Academy District",6,"Special Education","*","*","*","*","*","*"
"=""2800013""","New Beginnings Inc Family Academy District",6,"Non-Special Education","*",2493,2540,48,"54.8%","72.0%"
"=""2800013""","New Beginnings Inc Family Academy District",7,"Special Education","*","*","*","*","*","*"
"=""2800013""","New Beginnings Inc Family Academy District",7,"Non-Special Education","*",2499,2545,46,"42.3%","65.6%"
"=""2800013""","New Beginnings Inc Family Academy District",8,"Special Education",6,"*","*","*","*","*"
"=""2800013""","New Beginnings Inc Family Academy District",8,"Non-Special Education",23,2538,2572,35,"47.8%","69.5%"
"=""0890011""","New Britain School District",4,"Special Education",114,2294,2339,45,"21.1%","56.6%"
"=""0890011""","New Britain School District",4,"Non-Special Education",585,2386,2427,41,"30.3%","56.8%"
"=""0890011""","New Britain School District",5,"Special Education",116,2323,2358,35,"25.9%","52.2%"
"=""0890011""","New Britain School District",5,"Non-Special Education",580,2417,2452,35,"29.1%","54.2%"
"=""0890011""","New Britain School District",6,"Special Education",99,2374,2389,15,"22.2%","43.3%"
"=""0890011""","New Britain School District",6,"Non-Special Education",521,2451,2466,15,"27.1%","45.5%"
"=""0890011""","New Britain School District",7,"Special Education",87,2365,2398,33,"29.9%","50.9%"
"=""0890011""","New Britain School District",7,"Non-Special Education",470,2464,2492,28,"31.9%","52.5%"
"=""0890011""","New Britain School District",8,"Special Education",84,2393,2407,14,"17.9%","41.0%"
"=""0890011""","New Britain School District",8,"Non-Special Education",462,2483,2506,23,"31.8%","50.3%"
"=""0900011""","New Canaan School District",4,"Special Education",33,2409,2481,73,"57.6%","82.4%"
"=""0900011""","New Canaan School District",4,"Non-Special Education",278,2517,2575,58,"73.4%","89.3%"
"=""0900011""","New Canaan School District",5,"Special Education",28,2444,2481,37,"32.1%","53.4%"
"=""0900011""","New Canaan School District",5,"Non-Special Education",286,2563,2594,31,"53.1%","68.9%"
"=""0900011""","New Canaan School District",6,"Special Education",28,2497,2516,18,"53.6%","60.5%"
"=""0900011""","New Canaan School District",6,"Non-Special Education",261,2589,2601,12,"42.5%","56.0%"
"=""0900011""","New Canaan School District",7,"Special Education",37,2495,2516,21,"27.0%","48.7%"
"=""0900011""","New Canaan School District",7,"Non-Special Education",308,2591,2621,31,"51.0%","67.3%"
"=""0900011""","New Canaan School District",8,"Special Education",34,2516,2553,37,"41.2%","66.7%"
"=""0900011""","New Canaan School District",8,"Non-Special Education",263,2628,2651,23,"49.8%","64.7%"
"=""0910011""","New Fairfield School District",4,"Special Education",14,"*","*","*","*","*"
"=""0910011""","New Fairfield School District",4,"Non-Special Education",140,2468,2521,53,"53.6%","75.9%"
"=""0910011""","New Fairfield School District",5,"Special Education",7,"*","*","*","*","*"
"=""0910011""","New Fairfield School District",5,"Non-Special Education",129,2502,2559,57,"53.5%","76.0%"
"=""0910011""","New Fairfield School District",6,"Special Education",9,"*","*","*","*","*"
"=""0910011""","New Fairfield School District",6,"Non-Special Education",157,2550,2580,30,"45.9%","65.3%"
"=""0910011""","New Fairfield School District",7,"Special Education",18,"*","*","*","*","*"
"=""0910011""","New Fairfield School District",7,"Non-Special Education",158,2546,2609,63,"58.2%","79.8%"
"=""0910011""","New Fairfield School District",8,"Special Education",13,"*","*","*","*","*"
"=""0910011""","New Fairfield School District",8,"Non-Special Education",150,2609,2628,19,"46.7%","61.8%"
"=""0920011""","New Hartford School District",4,"Special Education",8,"*","*","*","*","*"
"=""0920011""","New Hartford School District",4,"Non-Special Education",56,2467,2528,61,"55.4%","79.7%"
"=""0920011""","New Hartford School District",5,"Special Education",6,"*","*","*","*","*"
"=""0920011""","New Hartford School District",5,"Non-Special Education",56,2531,2571,40,"48.2%","68.7%"
"=""0920011""","New Hartford School District",6,"Special Education",7,"*","*","*","*","*"
"=""0920011""","New Hartford School District",6,"Non-Special Education",64,2572,2583,10,"32.8%","53.7%"
"=""0930011""","New Haven School District",4,"Special Education",183,2302,2341,39,"26.2%","53.0%"
"=""0930011""","New Haven School District",4,"Non-Special Education",1253,2383,2440,57,"40.0%","69.2%"
"=""0930011""","New Haven School District",5,"Special Education",184,2329,2379,50,"33.2%","60.3%"
"=""0930011""","New Haven School District",5,"Non-Special Education",1153,2419,2475,57,"42.7%","70.3%"
"=""0930011""","New Haven School District",6,"Special Education",185,2370,2404,34,"29.2%","54.7%"
"=""0930011""","New Haven School District",6,"Non-Special Education",1154,2470,2507,37,"41.3%","63.4%"
"=""0930011""","New Haven School District",7,"Special Education",184,2394,2420,25,"26.1%","47.9%"
"=""0930011""","New Haven School District",7,"Non-Special Education",1153,2498,2531,33,"36.9%","59.0%"
"=""0930011""","New Haven School District",8,"Special Education",185,2422,2447,25,"24.3%","50.1%"
"=""0930011""","New Haven School District",8,"Non-Special Education",1091,2511,2545,34,"42.4%","62.3%"
"=""0950011""","New London School District",4,"Special Education",32,2318,2389,71,"40.6%","73.1%"
"=""0950011""","New London School District",4,"Non-Special Education",212,2393,2447,54,"40.6%","67.5%"
"=""0950011""","New London School District",5,"Special Education",50,2346,2395,49,"26.0%","57.2%"
"=""0950011""","New London School District",5,"Non-Special Education",200,2441,2493,53,"43.0%","67.1%"
"=""0950011""","New London School District",6,"Special Education",29,2383,2405,22,"24.1%","41.7%"
"=""0950011""","New London School District",6,"Non-Special Education",156,2484,2474,-10,"15.4%","30.7%"
"=""0950011""","New London School District",7,"Special Education",21,2379,2402,23,"33.3%","53.3%"
"=""0950011""","New London School District",7,"Non-Special Education",144,2479,2493,14,"26.4%","45.2%"
"=""0950011""","New London School District",8,"Special Education",24,2400,2424,24,"25.0%","43.2%"
"=""0950011""","New London School District",8,"Non-Special Education",125,2514,2529,15,"28.8%","47.7%"
"=""0960011""","New Milford School District",4,"Special Education",32,2346,2395,49,"31.3%","57.5%"
"=""0960011""","New Milford School District",4,"Non-Special Education",259,2457,2485,29,"30.9%","55.3%"
"=""0960011""","New Milford School District",5,"Special Education",33,2374,2431,57,"42.4%","65.3%"
"=""0960011""","New Milford School District",5,"Non-Special Education",264,2483,2531,49,"47.3%","70.6%"
"=""0960011""","New Milford School District",6,"Special Education",46,2400,2452,52,"45.7%","69.1%"
"=""0960011""","New Milford School District",6,"Non-Special Education",260,2530,2554,25,"38.8%","56.7%"
"=""0960011""","New Milford School District",7,"Special Education",29,2403,2455,52,"41.4%","54.9%"
"=""0960011""","New Milford School District",7,"Non-Special Education",263,2542,2587,45,"49.8%","69.9%"
"=""0960011""","New Milford School District",8,"Special Education",42,2450,2468,17,"21.4%","41.4%"
"=""0960011""","New Milford School District",8,"Non-Special Education",241,2545,2565,20,"36.9%","54.7%"
"=""0940011""","Newington School District",4,"Special Education",27,2377,2421,43,"37.0%","60.2%"
"=""0940011""","Newington School District",4,"Non-Special Education",266,2466,2512,46,"45.1%","70.3%"
"=""0940011""","Newington School District",5,"Special Education",39,2403,2424,21,"17.9%","42.8%"
"=""0940011""","Newington School District",5,"Non-Special Education",256,2496,2520,24,"32.4%","51.9%"
"=""0940011""","Newington School District",6,"Special Education",37,2386,2418,32,"32.4%","54.2%"
"=""0940011""","Newington School District",6,"Non-Special Education",270,2530,2559,29,"39.3%","63.3%"
"=""0940011""","Newington School District",7,"Special Education",28,2461,2471,10,"10.7%","34.2%"
"=""0940011""","Newington School District",7,"Non-Special Education",290,2537,2573,35,"44.5%","64.5%"
"=""0940011""","Newington School District",8,"Special Education",29,2490,2491,0,"24.1%","31.0%"
"=""0940011""","Newington School District",8,"Non-Special Education",279,2566,2579,13,"32.3%","48.7%"
"=""0970011""","Newtown School District",4,"Special Education",28,2406,2467,62,"42.9%","70.7%"
"=""0970011""","Newtown School District",4,"Non-Special Education",256,2475,2528,53,"52.0%","76.0%"
"=""0970011""","Newtown School District",5,"Special Education",40,2431,2470,39,"27.5%","50.3%"
"=""0970011""","Newtown School District",5,"Non-Special Education",284,2528,2567,39,"52.1%","69.3%"
"=""0970011""","Newtown School District",6,"Special Education",36,2452,2483,30,"41.7%","53.3%"
"=""0970011""","Newtown School District",6,"Non-Special Education",294,2555,2582,27,"40.5%","61.4%"
"=""0970011""","Newtown School District",7,"Special Education",25,2476,2495,19,"20.0%","44.7%"
"=""0970011""","Newtown School District",7,"Non-Special Education",345,2584,2608,24,"42.9%","59.1%"
"=""0970011""","Newtown School District",8,"Special Education",21,2503,2535,32,"38.1%","59.4%"
"=""0970011""","Newtown School District",8,"Non-Special Education",375,2614,2634,20,"48.5%","61.6%"
