"Smarter Balanced Growth Report, 2015-16"
"All Districts, All Students"

"",,,,"Average Vertical Scale Score (VSS)",,,"",
"=""1350011""","Stamford School District",5,1081,2465,2496,31,"42.0%","65.3%"
"=""1350011""","Stamford School District",6,1009,2503,2516,12,"30.5%","49.4%"
"=""1350011""","Stamford School District",7,1005,2514,2541,27,"45.3%","64.1%"
"=""1350011""","Stamford School District",8,1040,2532,2546,13,"38.5%","53.5%"
"=""1360011""","Sterling School District",4,33,2410,2466,56,"42.4%","79.2%"
"=""1360011""","Sterling School District",5,45,2442,2493,50,"64.4%","84.3%"
"=""1360011""","Sterling School District",6,40,2468,2515,47,"50.0%","73.7%"
"=""1360011""","Sterling School District",7,58,2507,2538,31,"51.7%","67.7%"
"=""1360011""","Sterling School District",8,50,2496,2477,-18,"20.0%","35.0%"
"=""1370011""","Stonington School District",4,149,2463,2522,59,"54.4%","83.3%"
"=""1370011""","Stonington School District",5,143,2517,2546,28,"42.0%","65.8%"
"=""1370011""","Stonington School District",6,146,2532,2559,27,"39.7%","61.9%"
"=""1370011""","Stonington School District",7,161,2530,2578,48,"62.1%","82.3%"
"=""1370011""","Stonington School District",8,157,2579,2589,10,"39.5%","52.3%"
"=""1380011""","Stratford School District",4,515,2399,2471,72,"58.8%","88.3%"
"=""1380011""","Stratford School District",5,481,2435,2478,43,"50.7%","71.5%"
"=""1380011""","Stratford School District",6,499,2457,2503,47,"54.5%","75.3%"
"=""1380011""","Stratford School District",7,541,2489,2498,9,"29.9%","47.7%"
"=""1380011""","Stratford School District",8,504,2497,2501,4,"31.5%","45.3%"
"=""1390011""","Suffield School District",4,161,2433,2474,40,"31.1%","65.1%"
"=""1390011""","Suffield School District",5,134,2478,2502,24,"33.6%","53.9%"
"=""1390011""","Suffield School District",6,178,2501,2558,58,"66.9%","85.9%"
"=""1390011""","Suffield School District",7,170,2541,2569,28,"47.1%","68.3%"
"=""1390011""","Suffield School District",8,170,2586,2581,-5,"30.0%","43.1%"
"=""2690013""","The Bridge Academy District",7,48,2426,2468,41,"54.2%","73.6%"
"=""2690013""","The Bridge Academy District",8,49,2457,2495,39,"44.9%","67.1%"
"=""9020022""","The Gilbert School District",7,76,2498,2518,20,"34.2%","51.8%"
"=""9020022""","The Gilbert School District",8,80,2484,2507,24,"41.3%","57.2%"
"=""1400011""","Thomaston School District",4,62,2425,2460,35,"25.8%","57.5%"
"=""1400011""","Thomaston School District",5,71,2466,2502,36,"46.5%","69.6%"
"=""1400011""","Thomaston School District",6,77,2509,2549,40,"51.9%","76.3%"
"=""1400011""","Thomaston School District",7,96,2542,2564,22,"37.5%","59.1%"
"=""1400011""","Thomaston School District",8,68,2542,2540,-2,"23.5%","35.2%"
"=""1410011""","Thompson School District",4,71,2429,2457,28,"21.1%","46.6%"
"=""1410011""","Thompson School District",5,78,2458,2470,13,"28.2%","47.2%"
"=""1410011""","Thompson School District",6,78,2469,2494,24,"32.1%","57.1%"
"=""1410011""","Thompson School District",7,75,2496,2509,14,"32.0%","51.3%"
"=""1410011""","Thompson School District",8,67,2512,2511,-1,"22.4%","41.2%"
"=""1420011""","Tolland School District",4,179,2474,2524,50,"52.5%","80.0%"
"=""1420011""","Tolland School District",5,182,2515,2541,25,"34.1%","59.1%"
"=""1420011""","Tolland School District",6,201,2544,2577,33,"51.2%","69.0%"
"=""1420011""","Tolland School District",7,217,2560,2588,28,"47.5%","66.6%"
"=""1420011""","Tolland School District",8,228,2577,2615,39,"56.1%","75.1%"
"=""1430011""","Torrington School District",4,300,2413,2453,40,"28.7%","61.2%"
"=""1430011""","Torrington School District",5,331,2456,2486,30,"39.6%","60.0%"
"=""1430011""","Torrington School District",6,304,2473,2486,13,"26.3%","46.8%"
"=""1430011""","Torrington School District",7,283,2480,2479,-0,"23.3%","41.1%"
"=""1430011""","Torrington School District",8,281,2491,2513,22,"39.5%","56.2%"
"=""2780013""","Trailblazers Academy District",6,39,2411,2383,-28,"10.3%","24.0%"
"=""2780013""","Trailblazers Academy District",7,32,2402,2417,15,"31.3%","45.4%"
"=""2780013""","Trailblazers Academy District",8,33,2438,2449,10,"24.2%","39.7%"
"=""1440011""","Trumbull School District",4,466,2482,2540,57,"60.7%","85.6%"
"=""1440011""","Trumbull School District",5,475,2516,2558,43,"56.6%","79.5%"
"=""1440011""","Trumbull School District",6,508,2541,2603,63,"74.8%","92.1%"
"=""1440011""","Trumbull School District",7,489,2565,2618,53,"72.4%","90.4%"
"=""1440011""","Trumbull School District",8,408,2561,2642,82,"84.8%","98.1%"
"=""3470015""","Unified School District #2",7,"*","*","*","*","*","*"
"=""3470015""","Unified School District #2",8,"*","*","*","*","*","*"
"=""1450011""","Union School District",4,"*","*","*","*","*","*"
"=""1450011""","Union School District",5,8,"*","*","*","*","*"
"=""1450011""","Union School District",6,"*","*","*","*","*","*"
"=""1450011""","Union School District",7,15,"*","*","*","*","*"
"=""1450011""","Union School District",8,9,"*","*","*","*","*"
"=""1460011""","Vernon School District",4,226,2396,2465,70,"56.2%","86.9%"
"=""1460011""","Vernon School District",5,223,2433,2483,50,"54.3%","79.0%"
"=""1460011""","Vernon School District",6,227,2462,2496,34,"40.5%","65.4%"
"=""1460011""","Vernon School District",7,207,2507,2526,19,"34.3%","55.1%"
"=""1460011""","Vernon School District",8,189,2528,2521,-7,"25.4%","38.8%"
"=""1470011""","Voluntown School District",4,28,2447,2493,46,"39.3%","73.7%"
"=""1470011""","Voluntown School District",5,30,2484,2523,39,"46.7%","79.0%"
"=""1470011""","Voluntown School District",6,29,2479,2537,58,"65.5%","87.5%"
"=""1470011""","Voluntown School District",7,27,2526,2570,44,"55.6%","69.4%"
"=""1470011""","Voluntown School District",8,30,2565,2594,29,"43.3%","66.2%"
"=""1480011""","Wallingford School District",4,382,2439,2488,49,"42.7%","72.6%"
"=""1480011""","Wallingford School District",5,431,2480,2518,38,"45.7%","70.4%"
"=""1480011""","Wallingford School District",6,470,2503,2518,15,"27.4%","48.4%"
"=""1480011""","Wallingford School District",7,432,2529,2552,23,"38.9%","59.1%"
"=""1480011""","Wallingford School District",8,455,2553,2566,12,"36.7%","54.5%"
"=""1510011""","Waterbury School District",4,1299,2371,2427,56,"40.1%","73.8%"
"=""1510011""","Waterbury School District",5,1308,2430,2440,10,"22.2%","41.6%"
"=""1510011""","Waterbury School District",6,1265,2429,2436,7,"28.0%","44.6%"
"=""1510011""","Waterbury School District",7,1275,2426,2447,21,"34.5%","53.2%"
"=""1510011""","Waterbury School District",8,1207,2456,2464,7,"27.8%","44.0%"
"=""1520011""","Waterford School District",4,149,2460,2505,45,"38.9%","70.5%"
"=""1520011""","Waterford School District",5,191,2472,2516,44,"55.5%","78.0%"
"=""1520011""","Waterford School District",6,193,2507,2550,43,"59.1%","77.8%"
"=""1520011""","Waterford School District",7,214,2528,2551,23,"40.2%","59.0%"
"=""1520011""","Waterford School District",8,222,2547,2557,9,"37.8%","50.7%"
"=""1530011""","Watertown School District",4,203,2453,2490,36,"32.5%","61.5%"
"=""1530011""","Watertown School District",5,206,2470,2489,18,"28.6%","52.3%"
"=""1530011""","Watertown School District",6,219,2482,2499,17,"31.1%","52.4%"
"=""1530011""","Watertown School District",7,202,2507,2555,47,"60.4%","79.8%"
"=""1530011""","Watertown School District",8,215,2530,2543,13,"32.1%","51.9%"
"=""1550011""","West Hartford School District",4,681,2462,2516,55,"56.8%","82.5%"
"=""1550011""","West Hartford School District",5,721,2504,2543,39,"54.2%","76.3%"
"=""1550011""","West Hartford School District",6,724,2543,2561,18,"38.4%","57.1%"
"=""1550011""","West Hartford School District",7,728,2549,2564,16,"37.6%","55.0%"
"=""1550011""","West Hartford School District",8,640,2553,2572,19,"42.8%","58.2%"
"=""1560011""","West Haven School District",4,420,2409,2471,62,"50.2%","81.0%"
"=""1560011""","West Haven School District",5,455,2452,2479,26,"35.6%","58.2%"
"=""1560011""","West Haven School District",6,373,2466,2514,48,"55.2%","78.5%"
"=""1560011""","West Haven School District",7,370,2499,2526,26,"44.6%","64.1%"
"=""1560011""","West Haven School District",8,396,2502,2532,30,"51.3%","66.6%"
"=""1540011""","Westbrook School District",4,46,2426,2490,64,"65.2%","89.4%"
"=""1540011""","Westbrook School District",5,58,2499,2528,30,"34.5%","64.7%"
"=""1540011""","Westbrook School District",6,60,2532,2574,42,"56.7%","76.5%"
"=""1540011""","Westbrook School District",7,49,2560,2613,54,"69.4%","87.1%"
"=""1540011""","Westbrook School District",8,47,2614,2682,68,"85.1%","99.8%"
"=""1570011""","Weston School District",4,165,2482,2521,39,"41.8%","67.2%"
"=""1570011""","Weston School District",5,169,2526,2560,35,"53.3%","75.0%"
"=""1570011""","Weston School District",6,177,2556,2572,15,"36.2%","53.6%"
"=""1570011""","Weston School District",7,196,2579,2618,40,"62.8%","81.9%"
"=""1570011""","Weston School District",8,176,2613,2619,6,"35.8%","51.2%"
"=""1580011""","Westport School District",4,382,2486,2545,59,"61.3%","87.3%"
"=""1580011""","Westport School District",5,429,2539,2575,35,"55.7%","75.9%"
"=""1580011""","Westport School District",6,403,2569,2580,11,"36.5%","51.9%"
"=""1580011""","Westport School District",7,426,2580,2617,37,"60.1%","77.8%"
"=""1580011""","Westport School District",8,423,2609,2618,9,"39.5%","54.8%"
"=""1590011""","Wethersfield School District",4,244,2433,2499,66,"59.0%","86.6%"
"=""1590011""","Wethersfield School District",5,251,2481,2535,54,"64.9%","83.3%"
"=""1590011""","Wethersfield School District",6,276,2522,2568,46,"56.9%","77.9%"
"=""1590011""","Wethersfield School District",7,247,2550,2583,33,"52.2%","71.0%"
"=""1590011""","Wethersfield School District",8,265,2538,2586,48,"65.7%","81.0%"
"=""1600011""","Willington School District",4,48,2447,2483,37,"33.3%","60.4%"
"=""1600011""","Willington School District",5,33,2451,2480,29,"39.4%","62.5%"
"=""1600011""","Willington School District",6,43,2524,2553,30,"37.2%","66.3%"
"=""1600011""","Willington School District",7,49,2506,2556,50,"53.1%","84.0%"
"=""1600011""","Willington School District",8,45,2552,2604,51,"64.4%","76.6%"
"=""1610011""","Wilton School District",4,310,2461,2522,60,"56.1%","83.8%"
"=""1610011""","Wilton School District",5,326,2500,2537,37,"49.1%","71.5%"
"=""1610011""","Wilton School District",6,299,2521,2579,58,"65.6%","87.2%"
"=""1610011""","Wilton School District",7,341,2546,2602,56,"72.7%","89.6%"
"=""1610011""","Wilton School District",8,314,2597,2625,27,"55.7%","70.1%"
"=""1620011""","Winchester School District",4,65,2442,2459,17,"15.4%","43.3%"
"=""1620011""","Winchester School District",5,81,2429,2458,29,"34.6%","57.7%"
"=""1620011""","Winchester School District",6,72,2460,2499,39,"55.6%","71.2%"
"=""1630011""","Windham School District",4,254,2386,2443,57,"42.9%","75.6%"
"=""1630011""","Windham School District",5,216,2432,2486,54,"57.4%","82.3%"
"=""1630011""","Windham School District",6,228,2456,2477,21,"34.2%","55.9%"
"=""1630011""","Windham School District",7,217,2465,2497,32,"47.0%","63.5%"
"=""1630011""","Windham School District",8,215,2468,2477,8,"31.6%","44.9%"
"=""1650011""","Windsor Locks School District",4,123,2416,2474,58,"45.5%","79.9%"
"=""1650011""","Windsor Locks School District",5,128,2445,2501,56,"66.4%","80.4%"
"=""1650011""","Windsor Locks School District",6,100,2484,2501,17,"30.0%","48.8%"
"=""1650011""","Windsor Locks School District",7,111,2488,2520,32,"43.2%","65.1%"
"=""1650011""","Windsor Locks School District",8,106,2505,2526,20,"39.6%","52.6%"
"=""1640011""","Windsor School District",4,193,2431,2477,46,"39.9%","73.6%"
"=""1640011""","Windsor School District",5,216,2465,2486,21,"28.7%","54.8%"
"=""1640011""","Windsor School District",6,198,2481,2513,32,"42.4%","64.5%"
"=""1640011""","Windsor School District",7,194,2511,2548,37,"54.1%","76.2%"
"=""1640011""","Windsor School District",8,224,2504,2521,17,"35.3%","53.3%"
"=""1660011""","Wolcott School District",4,141,2444,2502,58,"49.6%","80.5%"
"=""1660011""","Wolcott School District",5,176,2506,2553,46,"56.8%","80.8%"
"=""1660011""","Wolcott School District",6,179,2527,2560,33,"45.8%","67.5%"
"=""1660011""","Wolcott School District",7,180,2537,2558,21,"36.7%","57.4%"
"=""1660011""","Wolcott School District",8,223,2554,2593,39,"59.2%","76.0%"
"=""1670011""","Woodbridge School District",4,86,2471,2524,53,"53.5%","78.4%"
"=""1670011""","Woodbridge School District",5,88,2515,2568,52,"60.2%","86.7%"
"=""1670011""","Woodbridge School District",6,112,2518,2590,71,"79.5%","94.5%"
"=""1690011""","Woodstock School District",4,73,2454,2483,29,"19.2%","52.3%"
"=""1690011""","Woodstock School District",5,102,2482,2509,26,"34.3%","60.9%"
"=""1690011""","Woodstock School District",6,87,2487,2516,29,"39.1%","59.7%"
"=""1690011""","Woodstock School District",7,105,2547,2589,42,"60.0%","78.0%"
"=""1690011""","Woodstock School District",8,90,2585,2579,-7,"26.7%","37.8%"

