"Smarter Balanced Growth Report, 2015-16"
"All Districts, High Needs (F, R, ELL or SWD)"

"",,,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""0880011""","Naugatuck School District",4,"ELA","Non-High Needs",134,2442,2496,54,"47.8%","71.6%"
"=""0880011""","Naugatuck School District",4,"Math","High Needs",179,2405,2453,48,"34.6%","69.2%"
"=""0880011""","Naugatuck School District",4,"Math","Non-High Needs",133,2443,2492,49,"39.1%","73.7%"
"=""0880011""","Naugatuck School District",5,"ELA","High Needs",153,2422,2471,48,"37.3%","65.3%"
"=""0880011""","Naugatuck School District",5,"ELA","Non-High Needs",129,2499,2549,50,"48.8%","75.1%"
"=""0880011""","Naugatuck School District",5,"Math","High Needs",158,2436,2445,10,"20.3%","43.1%"
"=""0880011""","Naugatuck School District",5,"Math","Non-High Needs",129,2486,2511,24,"37.2%","58.9%"
"=""0880011""","Naugatuck School District",6,"ELA","High Needs",177,2454,2503,49,"47.5%","72.0%"
"=""0880011""","Naugatuck School District",6,"ELA","Non-High Needs",129,2519,2567,49,"61.2%","78.4%"
"=""0880011""","Naugatuck School District",6,"Math","High Needs",177,2443,2474,31,"44.6%","64.4%"
"=""0880011""","Naugatuck School District",6,"Math","Non-High Needs",130,2497,2548,51,"58.5%","79.1%"
"=""0880011""","Naugatuck School District",7,"ELA","High Needs",171,2484,2519,35,"35.7%","57.9%"
"=""0880011""","Naugatuck School District",7,"ELA","Non-High Needs",148,2568,2592,24,"44.6%","63.6%"
"=""0880011""","Naugatuck School District",7,"Math","High Needs",171,2452,2469,18,"27.5%","46.4%"
"=""0880011""","Naugatuck School District",7,"Math","Non-High Needs",148,2545,2551,7,"26.4%","45.4%"
"=""0880011""","Naugatuck School District",8,"ELA","High Needs",173,2495,2521,27,"32.9%","53.9%"
"=""0880011""","Naugatuck School District",8,"ELA","Non-High Needs",142,2566,2583,17,"38.0%","54.0%"
"=""0880011""","Naugatuck School District",8,"Math","High Needs",171,2466,2467,1,"25.1%","39.2%"
"=""0880011""","Naugatuck School District",8,"Math","Non-High Needs",142,2543,2530,-12,"21.8%","31.4%"
"=""2800013""","New Beginnings Inc Family Academy District",4,"ELA","High Needs","*",2369,2412,44,"29.0%","51.5%"
"=""2800013""","New Beginnings Inc Family Academy District",4,"ELA","Non-High Needs","*","*","*","*","*","*"
"=""2800013""","New Beginnings Inc Family Academy District",4,"Math","High Needs","*",2375,2404,29,"12.9%","49.6%"
"=""2800013""","New Beginnings Inc Family Academy District",4,"Math","Non-High Needs","*","*","*","*","*","*"
"=""2800013""","New Beginnings Inc Family Academy District",5,"ELA","High Needs",37,2449,2459,10,"10.8%","32.3%"
"=""2800013""","New Beginnings Inc Family Academy District",5,"ELA","Non-High Needs",6,"*","*","*","*","*"
"=""2800013""","New Beginnings Inc Family Academy District",5,"Math","High Needs",37,2428,2451,23,"32.4%","48.5%"
"=""2800013""","New Beginnings Inc Family Academy District",5,"Math","Non-High Needs",6,"*","*","*","*","*"
"=""2800013""","New Beginnings Inc Family Academy District",6,"ELA","High Needs","*",2481,2530,49,"54.8%","72.0%"
"=""2800013""","New Beginnings Inc Family Academy District",6,"ELA","Non-High Needs","*","*","*","*","*","*"
"=""2800013""","New Beginnings Inc Family Academy District",6,"Math","High Needs","*",2451,2504,53,"58.1%","82.9%"
"=""2800013""","New Beginnings Inc Family Academy District",6,"Math","Non-High Needs","*","*","*","*","*","*"
"=""2800013""","New Beginnings Inc Family Academy District",7,"ELA","High Needs","*",2484,2529,45,"36.0%","62.8%"
"=""2800013""","New Beginnings Inc Family Academy District",7,"ELA","Non-High Needs","*","*","*","*","*","*"
"=""2800013""","New Beginnings Inc Family Academy District",7,"Math","High Needs","*",2484,2492,8,"28.0%","41.9%"
"=""2800013""","New Beginnings Inc Family Academy District",7,"Math","Non-High Needs","*","*","*","*","*","*"
"=""2800013""","New Beginnings Inc Family Academy District",8,"ELA","High Needs",29,2512,2548,36,"44.8%","70.1%"
"=""2800013""","New Beginnings Inc Family Academy District",8,"Math","High Needs",29,2486,2498,12,"27.6%","48.1%"
"=""0890011""","New Britain School District",4,"ELA","High Needs",618,2365,2406,41,"28.3%","55.6%"
"=""0890011""","New Britain School District",4,"ELA","Non-High Needs",81,2418,2465,47,"32.1%","65.6%"
"=""0890011""","New Britain School District",4,"Math","High Needs",621,2373,2407,34,"21.6%","52.1%"
"=""0890011""","New Britain School District",4,"Math","Non-High Needs",79,2426,2447,21,"20.3%","42.1%"
"=""0890011""","New Britain School District",5,"ELA","High Needs",594,2391,2425,34,"26.6%","52.4%"
"=""0890011""","New Britain School District",5,"ELA","Non-High Needs",102,2467,2506,39,"40.2%","62.4%"
"=""0890011""","New Britain School District",5,"Math","High Needs",603,2404,2410,6,"20.9%","38.7%"
"=""0890011""","New Britain School District",5,"Math","Non-High Needs",102,2463,2470,7,"23.5%","39.9%"
"=""0890011""","New Britain School District",6,"ELA","High Needs",541,2426,2443,16,"25.5%","45.4%"
"=""0890011""","New Britain School District",6,"ELA","Non-High Needs",79,2523,2526,3,"31.6%","42.9%"
"=""0890011""","New Britain School District",6,"Math","High Needs",551,2417,2417,0,"21.8%","37.2%"
"=""0890011""","New Britain School District",6,"Math","Non-High Needs",79,2502,2519,17,"24.1%","47.9%"
"=""0890011""","New Britain School District",7,"ELA","High Needs",487,2439,2467,28,"30.2%","50.9%"
"=""0890011""","New Britain School District",7,"ELA","Non-High Needs",70,2517,2555,38,"41.4%","61.5%"
"=""0890011""","New Britain School District",7,"Math","High Needs",484,2419,2438,20,"37.0%","54.4%"
"=""0890011""","New Britain School District",7,"Math","Non-High Needs",70,2516,2534,18,"24.3%","50.5%"
"=""0890011""","New Britain School District",8,"ELA","High Needs",463,2460,2481,21,"28.7%","47.6%"
"=""0890011""","New Britain School District",8,"ELA","Non-High Needs",83,2519,2546,27,"34.9%","55.9%"
"=""0890011""","New Britain School District",8,"Math","High Needs",471,2442,2448,7,"26.8%","42.6%"
"=""0890011""","New Britain School District",8,"Math","Non-High Needs",83,2513,2511,-2,"24.1%","40.3%"
"=""0900011""","New Canaan School District",4,"ELA","High Needs",36,2407,2481,74,"55.6%","82.4%"
"=""0900011""","New Canaan School District",4,"ELA","Non-High Needs",275,2519,2576,58,"73.8%","89.3%"
"=""0900011""","New Canaan School District",4,"Math","High Needs",36,2428,2497,69,"58.3%","87.5%"
"=""0900011""","New Canaan School District",4,"Math","Non-High Needs",275,2507,2576,69,"80.0%","96.6%"
"=""0900011""","New Canaan School District",5,"ELA","High Needs",29,2444,2481,37,"31.0%","53.5%"
"=""0900011""","New Canaan School District",5,"ELA","Non-High Needs",285,2564,2595,31,"53.3%","69.0%"
"=""0900011""","New Canaan School District",5,"Math","High Needs",30,2442,2475,33,"30.0%","58.1%"
"=""0900011""","New Canaan School District",5,"Math","Non-High Needs",286,2555,2581,26,"48.6%","70.2%"
"=""0900011""","New Canaan School District",6,"ELA","High Needs",29,2496,2515,19,"51.7%","61.8%"
"=""0900011""","New Canaan School District",6,"ELA","Non-High Needs",260,2589,2602,12,"42.7%","55.8%"
"=""0900011""","New Canaan School District",6,"Math","High Needs",30,2481,2494,14,"26.7%","51.6%"
"=""0900011""","New Canaan School District",6,"Math","Non-High Needs",260,2582,2614,32,"56.5%","74.2%"
"=""0900011""","New Canaan School District",7,"ELA","High Needs",37,2495,2516,21,"27.0%","48.7%"
"=""0900011""","New Canaan School District",7,"ELA","Non-High Needs",308,2591,2621,31,"51.0%","67.3%"
"=""0900011""","New Canaan School District",7,"Math","High Needs",36,2487,2526,40,"52.8%","70.0%"
"=""0900011""","New Canaan School District",7,"Math","Non-High Needs",307,2599,2630,31,"59.6%","76.6%"
"=""0900011""","New Canaan School District",8,"ELA","High Needs",35,2515,2551,36,"40.0%","64.8%"
"=""0900011""","New Canaan School District",8,"ELA","Non-High Needs",262,2628,2652,23,"50.0%","64.9%"
"=""0900011""","New Canaan School District",8,"Math","High Needs",36,2504,2545,41,"50.0%","69.1%"
"=""0900011""","New Canaan School District",8,"Math","Non-High Needs",262,2635,2666,31,"62.6%","77.1%"
"=""0910011""","New Fairfield School District",4,"ELA","High Needs",29,2406,2447,42,"31.0%","60.6%"
"=""0910011""","New Fairfield School District",4,"ELA","Non-High Needs",125,2470,2525,54,"56.0%","77.1%"
"=""0910011""","New Fairfield School District",4,"Math","High Needs",26,2424,2466,42,"30.8%","60.8%"
"=""0910011""","New Fairfield School District",4,"Math","Non-High Needs",123,2469,2525,55,"54.5%","81.0%"
"=""0910011""","New Fairfield School District",5,"ELA","High Needs",24,2438,2501,62,"41.7%","67.1%"
"=""0910011""","New Fairfield School District",5,"ELA","Non-High Needs",112,2510,2565,55,"54.5%","76.8%"
"=""0910011""","New Fairfield School District",5,"Math","High Needs",24,2444,2499,55,"54.2%","86.4%"
"=""0910011""","New Fairfield School District",5,"Math","Non-High Needs",111,2497,2538,41,"54.1%","77.9%"
"=""0910011""","New Fairfield School District",6,"ELA","High Needs",25,2475,2510,35,"40.0%","65.3%"
"=""0910011""","New Fairfield School District",6,"ELA","Non-High Needs",141,2556,2586,30,"46.8%","65.1%"
"=""0910011""","New Fairfield School District",6,"Math","High Needs",24,2473,2506,32,"45.8%","65.2%"
"=""0910011""","New Fairfield School District",6,"Math","Non-High Needs",140,2544,2577,32,"50.0%","68.5%"
"=""0910011""","New Fairfield School District",7,"ELA","High Needs",35,2491,2542,51,"48.6%","66.1%"
"=""0910011""","New Fairfield School District",7,"ELA","Non-High Needs",141,2544,2612,68,"61.0%","82.3%"
"=""0910011""","New Fairfield School District",7,"Math","High Needs",35,2450,2502,52,"57.1%","78.1%"
"=""0910011""","New Fairfield School District",7,"Math","Non-High Needs",138,2522,2580,58,"68.1%","89.9%"
"=""0910011""","New Fairfield School District",8,"ELA","High Needs",24,2501,2545,44,"33.3%","59.0%"
"=""0910011""","New Fairfield School District",8,"ELA","Non-High Needs",139,2613,2632,19,"48.9%","63.3%"
"=""0910011""","New Fairfield School District",8,"Math","High Needs",23,2459,2500,41,"60.9%","66.9%"
"=""0910011""","New Fairfield School District",8,"Math","Non-High Needs",135,2573,2627,54,"72.6%","87.2%"
"=""0920011""","New Hartford School District",4,"ELA","High Needs",12,"*","*","*","*","*"
"=""0920011""","New Hartford School District",4,"ELA","Non-High Needs",52,2468,2527,59,"53.8%","78.8%"
"=""0920011""","New Hartford School District",4,"Math","High Needs",12,"*","*","*","*","*"
"=""0920011""","New Hartford School District",4,"Math","Non-High Needs",52,2452,2499,47,"44.2%","75.6%"
"=""0920011""","New Hartford School District",5,"ELA","High Needs",12,"*","*","*","*","*"
"=""0920011""","New Hartford School District",5,"ELA","Non-High Needs",50,2533,2576,43,"52.0%","71.7%"
"=""0920011""","New Hartford School District",5,"Math","High Needs",12,"*","*","*","*","*"
"=""0920011""","New Hartford School District",5,"Math","Non-High Needs",50,2516,2551,35,"44.0%","71.8%"
"=""0920011""","New Hartford School District",6,"ELA","High Needs",12,"*","*","*","*","*"
"=""0920011""","New Hartford School District",6,"ELA","Non-High Needs",59,2574,2584,10,"33.9%","54.0%"
"=""0920011""","New Hartford School District",6,"Math","High Needs",12,"*","*","*","*","*"
"=""0920011""","New Hartford School District",6,"Math","Non-High Needs",58,2546,2541,-5,"15.5%","28.8%"
"=""0930011""","New Haven School District",4,"ELA","High Needs",1042,2355,2408,54,"34.7%","64.9%"
"=""0930011""","New Haven School District",4,"ELA","Non-High Needs",394,2419,2477,58,"47.5%","73.1%"
"=""0930011""","New Haven School District",4,"Math","High Needs",1058,2355,2409,55,"36.4%","70.3%"
"=""0930011""","New Haven School District",4,"Math","Non-High Needs",393,2413,2463,50,"38.2%","70.0%"
"=""0930011""","New Haven School District",5,"ELA","High Needs",967,2384,2440,56,"38.2%","67.2%"
"=""0930011""","New Haven School District",5,"ELA","Non-High Needs",370,2466,2521,55,"49.7%","73.3%"
"=""0930011""","New Haven School District",5,"Math","High Needs",974,2385,2424,39,"46.8%","68.7%"
"=""0930011""","New Haven School District",5,"Math","Non-High Needs",367,2454,2490,36,"47.1%","68.6%"
"=""0930011""","New Haven School District",6,"ELA","High Needs",904,2430,2466,37,"36.0%","59.6%"
"=""0930011""","New Haven School District",6,"ELA","Non-High Needs",435,2511,2547,36,"47.4%","67.6%"
"=""0930011""","New Haven School District",6,"Math","High Needs",929,2419,2440,22,"35.2%","54.4%"
"=""0930011""","New Haven School District",6,"Math","Non-High Needs",433,2484,2521,38,"48.3%","70.8%"
"=""0930011""","New Haven School District",7,"ELA","High Needs",889,2461,2492,31,"31.5%","54.7%"
"=""0930011""","New Haven School District",7,"ELA","Non-High Needs",448,2528,2563,35,"43.1%","63.0%"
"=""0930011""","New Haven School District",7,"Math","High Needs",903,2434,2460,25,"37.4%","57.4%"
"=""0930011""","New Haven School District",7,"Math","Non-High Needs",448,2502,2526,24,"39.1%","60.0%"
"=""0930011""","New Haven School District",8,"ELA","High Needs",852,2475,2510,35,"38.3%","60.1%"
"=""0930011""","New Haven School District",8,"ELA","Non-High Needs",424,2545,2573,28,"42.9%","61.5%"
"=""0930011""","New Haven School District",8,"Math","High Needs",869,2439,2467,29,"42.2%","58.3%"
"=""0930011""","New Haven School District",8,"Math","Non-High Needs",422,2506,2535,29,"47.4%","63.6%"
"=""0950011""","New London School District",4,"ELA","High Needs",205,2375,2431,56,"40.5%","68.2%"
"=""0950011""","New London School District",4,"ELA","Non-High Needs",39,2428,2486,57,"41.0%","68.7%"
"=""0950011""","New London School District",4,"Math","High Needs",212,2391,2420,29,"19.8%","47.6%"
"=""0950011""","New London School District",4,"Math","Non-High Needs",39,2434,2466,32,"25.6%","53.4%"
"=""0950011""","New London School District",5,"ELA","High Needs",223,2413,2467,54,"39.0%","65.6%"
"=""0950011""","New London School District",5,"ELA","Non-High Needs",27,2497,2531,34,"44.4%","61.2%"
"=""0950011""","New London School District",5,"Math","High Needs",224,2422,2442,20,"29.9%","52.7%"
"=""0950011""","New London School District",5,"Math","Non-High Needs",27,2481,2511,30,"37.0%","58.0%"
"=""0950011""","New London School District",6,"ELA","High Needs",169,2459,2455,-5,"16.6%","32.0%"
"=""0950011""","New London School District",6,"ELA","Non-High Needs",16,"*","*","*","*","*"
"=""0950011""","New London School District",6,"Math","High Needs",172,2440,2450,10,"24.4%","45.7%"
"=""0950011""","New London School District",6,"Math","Non-High Needs",16,"*","*","*","*","*"
"=""0950011""","New London School District",7,"ELA","High Needs",148,2460,2475,16,"27.7%","45.8%"
"=""0950011""","New London School District",7,"ELA","Non-High Needs",17,"*","*","*","*","*"
"=""0950011""","New London School District",7,"Math","High Needs",149,2444,2473,29,"39.6%","59.9%"
"=""0950011""","New London School District",7,"Math","Non-High Needs",19,"*","*","*","*","*"
"=""0950011""","New London School District",8,"ELA","High Needs",133,2489,2506,16,"28.6%","46.2%"
"=""0950011""","New London School District",8,"ELA","Non-High Needs",16,"*","*","*","*","*"
"=""0950011""","New London School District",8,"Math","High Needs",138,2461,2463,2,"24.6%","42.1%"
"=""0950011""","New London School District",8,"Math","Non-High Needs",16,"*","*","*","*","*"
"=""0960011""","New Milford School District",4,"ELA","High Needs",93,2399,2430,31,"28.0%","51.4%"
"=""0960011""","New Milford School District",4,"ELA","Non-High Needs",198,2466,2497,31,"32.3%","57.4%"
"=""0960011""","New Milford School District",4,"Math","High Needs",93,2396,2447,51,"40.9%","69.3%"
"=""0960011""","New Milford School District",4,"Math","Non-High Needs",196,2456,2507,50,"46.9%","75.9%"
"=""0960011""","New Milford School District",5,"ELA","High Needs",90,2423,2472,49,"44.4%","66.6%"
"=""0960011""","New Milford School District",5,"ELA","Non-High Needs",207,2492,2541,50,"47.8%","71.5%"
"=""0960011""","New Milford School District",5,"Math","High Needs",90,2432,2474,42,"51.1%","73.1%"
"=""0960011""","New Milford School District",5,"Math","Non-High Needs",207,2483,2540,57,"64.7%","87.1%"
"=""0960011""","New Milford School District",6,"ELA","High Needs",102,2460,2499,40,"43.1%","61.7%"
"=""0960011""","New Milford School District",6,"ELA","Non-High Needs",204,2536,2559,23,"38.2%","57.0%"
"=""0960011""","New Milford School District",6,"Math","High Needs",100,2457,2465,9,"32.0%","45.5%"
"=""0960011""","New Milford School District",6,"Math","Non-High Needs",196,2518,2547,29,"39.8%","61.3%"
"=""0960011""","New Milford School District",7,"ELA","High Needs",78,2468,2515,47,"39.7%","59.8%"
"=""0960011""","New Milford School District",7,"ELA","Non-High Needs",214,2550,2595,45,"52.3%","71.5%"
"=""0960011""","New Milford School District",7,"Math","High Needs",75,2453,2488,35,"40.0%","63.5%"
"=""0960011""","New Milford School District",7,"Math","Non-High Needs",208,2555,2590,35,"54.8%","73.4%"
"=""0960011""","New Milford School District",8,"ELA","High Needs",93,2490,2511,20,"26.9%","49.3%"
"=""0960011""","New Milford School District",8,"ELA","Non-High Needs",190,2551,2570,19,"38.4%","54.4%"
"=""0960011""","New Milford School District",8,"Math","High Needs",92,2493,2475,-18,"21.7%","34.3%"
"=""0960011""","New Milford School District",8,"Math","Non-High Needs",183,2567,2563,-4,"28.4%","40.1%"
"=""0940011""","Newington School District",4,"ELA","High Needs",84,2413,2451,38,"33.3%","58.4%"
"=""0940011""","Newington School District",4,"ELA","Non-High Needs",209,2476,2525,49,"48.8%","73.7%"
"=""0940011""","Newington School District",4,"Math","High Needs",84,2427,2467,40,"29.8%","57.8%"
"=""0940011""","Newington School District",4,"Math","Non-High Needs",208,2481,2520,39,"41.3%","68.3%"
"=""0940011""","Newington School District",5,"ELA","High Needs",97,2444,2468,24,"26.8%","47.9%"
"=""0940011""","Newington School District",5,"ELA","Non-High Needs",198,2504,2527,23,"32.3%","52.1%"
"=""0940011""","Newington School District",5,"Math","High Needs",97,2450,2456,5,"17.5%","36.5%"
"=""0940011""","Newington School District",5,"Math","Non-High Needs",199,2506,2524,19,"36.2%","54.1%"
"=""0940011""","Newington School District",6,"ELA","High Needs",89,2457,2485,28,"32.6%","56.6%"
"=""0940011""","Newington School District",6,"ELA","Non-High Needs",218,2535,2565,30,"40.8%","64.5%"
"=""0940011""","Newington School District",6,"Math","High Needs",89,2467,2489,22,"42.7%","59.3%"
"=""0940011""","Newington School District",6,"Math","Non-High Needs",217,2533,2569,36,"52.1%","70.4%"
"=""0940011""","Newington School District",7,"ELA","High Needs",90,2497,2521,24,"28.9%","51.8%"
"=""0940011""","Newington School District",7,"ELA","Non-High Needs",228,2544,2581,37,"46.5%","65.8%"
"=""0940011""","Newington School District",7,"Math","High Needs",91,2513,2518,6,"30.8%","50.9%"
"=""0940011""","Newington School District",7,"Math","Non-High Needs",228,2569,2580,11,"34.6%","51.4%"
"=""0940011""","Newington School District",8,"ELA","High Needs",91,2523,2530,7,"25.3%","40.1%"
"=""0940011""","Newington School District",8,"ELA","Non-High Needs",217,2574,2588,14,"34.1%","49.9%"
"=""0940011""","Newington School District",8,"Math","High Needs",92,2522,2529,7,"33.7%","48.1%"
"=""0940011""","Newington School District",8,"Math","Non-High Needs",217,2577,2583,6,"38.7%","50.9%"
"=""0970011""","Newtown School District",4,"ELA","High Needs",42,2423,2483,60,"42.9%","73.0%"
"=""0970011""","Newtown School District",4,"ELA","Non-High Needs",242,2476,2529,53,"52.5%","75.9%"
"=""0970011""","Newtown School District",4,"Math","High Needs",43,2424,2477,53,"32.6%","67.2%"
"=""0970011""","Newtown School District",4,"Math","Non-High Needs",242,2465,2522,57,"53.7%","80.1%"
"=""0970011""","Newtown School District",5,"ELA","High Needs",58,2453,2487,33,"32.8%","51.7%"
"=""0970011""","Newtown School District",5,"ELA","Non-High Needs",266,2530,2570,41,"52.6%","70.3%"
"=""0970011""","Newtown School District",5,"Math","High Needs",58,2442,2478,36,"46.6%","72.7%"
"=""0970011""","Newtown School District",5,"Math","Non-High Needs",266,2509,2568,58,"69.2%","90.1%"
"=""0970011""","Newtown School District",6,"ELA","High Needs",58,2469,2503,34,"39.7%","55.9%"
"=""0970011""","Newtown School District",6,"ELA","Non-High Needs",272,2559,2585,26,"40.8%","61.5%"
"=""0970011""","Newtown School District",6,"Math","High Needs",59,2461,2503,42,"52.5%","69.2%"
"=""0970011""","Newtown School District",6,"Math","Non-High Needs",272,2539,2608,69,"79.0%","94.7%"
"=""0970011""","Newtown School District",7,"ELA","High Needs",50,2508,2530,22,"20.0%","46.9%"
"=""0970011""","Newtown School District",7,"ELA","Non-High Needs",320,2587,2611,24,"44.7%","59.9%"
"=""0970011""","Newtown School District",7,"Math","High Needs",50,2516,2534,18,"42.0%","59.1%"
"=""0970011""","Newtown School District",7,"Math","Non-High Needs",319,2600,2631,30,"59.6%","75.8%"
"=""0970011""","Newtown School District",8,"ELA","High Needs",49,2540,2570,30,"36.7%","61.2%"
"=""0970011""","Newtown School District",8,"ELA","Non-High Needs",347,2617,2637,20,"49.6%","61.5%"
"=""0970011""","Newtown School District",8,"Math","High Needs",48,2547,2573,26,"41.7%","56.7%"
"=""0970011""","Newtown School District",8,"Math","Non-High Needs",346,2621,2643,22,"50.6%","65.7%"
"=""0980011""","Norfolk School District",4,"ELA","High Needs",7,"*","*","*","*","*"
"=""0980011""","Norfolk School District",4,"ELA","Non-High Needs",9,"*","*","*","*","*"
"=""0980011""","Norfolk School District",4,"Math","High Needs",7,"*","*","*","*","*"
"=""0980011""","Norfolk School District",4,"Math","Non-High Needs",9,"*","*","*","*","*"
"=""0980011""","Norfolk School District",5,"ELA","High Needs","*","*","*","*","*","*"
"=""0980011""","Norfolk School District",5,"ELA","Non-High Needs","*","*","*","*","*","*"
"=""0980011""","Norfolk School District",5,"Math","High Needs","*","*","*","*","*","*"
"=""0980011""","Norfolk School District",5,"Math","Non-High Needs","*","*","*","*","*","*"
"=""0980011""","Norfolk School District",6,"ELA","High Needs","*","*","*","*","*","*"
"=""0980011""","Norfolk School District",6,"ELA","Non-High Needs","*","*","*","*","*","*"
"=""0980011""","Norfolk School District",6,"Math","High Needs","*","*","*","*","*","*"
"=""0980011""","Norfolk School District",6,"Math","Non-High Needs","*","*","*","*","*","*"
"=""0990011""","North Branford School District",4,"ELA","High Needs",37,2421,2465,44,"27.0%","58.4%"
"=""0990011""","North Branford School District",4,"ELA","Non-High Needs",88,2465,2510,45,"43.2%","67.0%"
"=""0990011""","North Branford School District",4,"Math","High Needs",37,2407,2451,45,"35.1%","64.0%"
"=""0990011""","North Branford School District",4,"Math","Non-High Needs",88,2459,2502,43,"36.4%","66.4%"
"=""0990011""","North Branford School District",5,"ELA","High Needs",37,2431,2472,40,"27.0%","53.0%"
"=""0990011""","North Branford School District",5,"ELA","Non-High Needs",103,2508,2555,47,"52.4%","70.6%"
"=""0990011""","North Branford School District",5,"Math","High Needs",37,2432,2476,45,"62.2%","78.0%"
"=""0990011""","North Branford School District",5,"Math","Non-High Needs",103,2484,2545,60,"66.0%","88.7%"
"=""0990011""","North Branford School District",6,"ELA","High Needs",40,2486,2508,22,"32.5%","54.7%"
"=""0990011""","North Branford School District",6,"ELA","Non-High Needs",99,2550,2569,19,"45.5%","59.1%"
"=""0990011""","North Branford School District",6,"Math","High Needs",40,2469,2497,28,"47.5%","65.2%"
"=""0990011""","North Branford School District",6,"Math","Non-High Needs",99,2529,2559,30,"44.4%","65.3%"
"=""0990011""","North Branford School District",7,"ELA","High Needs",50,2470,2514,44,"40.0%","61.4%"
"=""0990011""","North Branford School District",7,"ELA","Non-High Needs",98,2545,2588,43,"48.0%","68.8%"
"=""0990011""","North Branford School District",7,"Math","High Needs",51,2489,2513,24,"47.1%","62.7%"
"=""0990011""","North Branford School District",7,"Math","Non-High Needs",98,2549,2556,7,"26.5%","46.9%"
"=""0990011""","North Branford School District",8,"ELA","High Needs",41,2474,2507,33,"36.6%","62.2%"
"=""0990011""","North Branford School District",8,"ELA","Non-High Needs",112,2565,2596,32,"47.3%","68.8%"
"=""0990011""","North Branford School District",8,"Math","High Needs",41,2470,2487,17,"34.1%","50.7%"
"=""0990011""","North Branford School District",8,"Math","Non-High Needs",111,2549,2583,34,"52.3%","67.2%"
"=""1000011""","North Canaan School District",4,"ELA","High Needs",8,"*","*","*","*","*"
"=""1000011""","North Canaan School District",4,"ELA","Non-High Needs",11,"*","*","*","*","*"
"=""1000011""","North Canaan School District",4,"Math","High Needs",8,"*","*","*","*","*"
"=""1000011""","North Canaan School District",4,"Math","Non-High Needs",11,"*","*","*","*","*"
"=""1000011""","North Canaan School District",5,"ELA","High Needs",6,"*","*","*","*","*"
"=""1000011""","North Canaan School District",5,"ELA","Non-High Needs",13,"*","*","*","*","*"
"=""1000011""","North Canaan School District",5,"Math","High Needs",6,"*","*","*","*","*"
"=""1000011""","North Canaan School District",5,"Math","Non-High Needs",13,"*","*","*","*","*"
"=""1000011""","North Canaan School District",6,"ELA","High Needs",9,"*","*","*","*","*"
"=""1000011""","North Canaan School District",6,"ELA","Non-High Needs",21,2524,2565,41,"57.1%","75.8%"
"=""1000011""","North Canaan School District",6,"Math","High Needs",9,"*","*","*","*","*"
"=""1000011""","North Canaan School District",6,"Math","Non-High Needs",21,2516,2553,37,"52.4%","71.4%"
"=""1000011""","North Canaan School District",7,"ELA","High Needs",9,"*","*","*","*","*"
"=""1000011""","North Canaan School District",7,"ELA","Non-High Needs",15,"*","*","*","*","*"
"=""1000011""","North Canaan School District",7,"Math","High Needs",9,"*","*","*","*","*"
"=""1000011""","North Canaan School District",7,"Math","Non-High Needs",15,"*","*","*","*","*"
"=""1000011""","North Canaan School District",8,"ELA","High Needs","*","*","*","*","*","*"
"=""1000011""","North Canaan School District",8,"ELA","Non-High Needs","*","*","*","*","*","*"
"=""1000011""","North Canaan School District",8,"Math","High Needs","*","*","*","*","*","*"
"=""1000011""","North Canaan School District",8,"Math","Non-High Needs","*","*","*","*","*","*"
"=""1010011""","North Haven School District",4,"ELA","High Needs",49,2386,2448,63,"44.9%","76.3%"
"=""1010011""","North Haven School District",4,"ELA","Non-High Needs",153,2476,2554,78,"72.5%","91.0%"
"=""1010011""","North Haven School District",4,"Math","High Needs",49,2383,2446,63,"53.1%","81.4%"
"=""1010011""","North Haven School District",4,"Math","Non-High Needs",153,2457,2528,70,"64.1%","92.9%"
"=""1010011""","North Haven School District",5,"ELA","High Needs",53,2424,2476,52,"39.6%","70.7%"
"=""1010011""","North Haven School District",5,"ELA","Non-High Needs",165,2506,2569,62,"60.0%","84.8%"
"=""1010011""","North Haven School District",5,"Math","High Needs",53,2428,2476,48,"50.9%","80.1%"
"=""1010011""","North Haven School District",5,"Math","Non-High Needs",166,2499,2551,52,"60.8%","86.3%"
"=""1010011""","North Haven School District",6,"ELA","High Needs",61,2458,2505,47,"49.2%","72.9%"
"=""1010011""","North Haven School District",6,"ELA","Non-High Needs",192,2526,2579,52,"59.9%","80.6%"
"=""1010011""","North Haven School District",6,"Math","High Needs",62,2458,2502,45,"51.6%","74.3%"
"=""1010011""","North Haven School District",6,"Math","Non-High Needs",191,2510,2572,62,"69.1%","90.9%"
"=""1010011""","North Haven School District",7,"ELA","High Needs",45,2458,2536,79,"64.4%","87.9%"
"=""1010011""","North Haven School District",7,"ELA","Non-High Needs",167,2526,2606,79,"76.6%","92.6%"
"=""1010011""","North Haven School District",7,"Math","High Needs",45,2462,2535,73,"75.6%","92.8%"
"=""1010011""","North Haven School District",7,"Math","Non-High Needs",168,2520,2603,82,"89.3%","100.0%"
"=""1010011""","North Haven School District",8,"ELA","High Needs",55,2485,2570,86,"69.1%","93.7%"
"=""1010011""","North Haven School District",8,"ELA","Non-High Needs",188,2533,2635,101,"86.2%","99.0%"
"=""1010011""","North Haven School District",8,"Math","High Needs",55,2501,2548,47,"54.5%","73.5%"
"=""1010011""","North Haven School District",8,"Math","Non-High Needs",188,2542,2625,84,"84.0%","97.6%"
"=""1020011""","North Stonington School District",4,"ELA","High Needs","*","*","*","*","*","*"
