"Smarter Balanced Growth Report, 2015-16"
"All Districts, Free/Reduced Price Meal Eligibility (3-level)"

"",,,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""0930011""","New Haven School District",4,"Math","Eligible for Reduced Lunch",21,2391,2450,59,"52.4%","83.8%"
"=""0930011""","New Haven School District",5,"ELA","Eligible for Free Lunch",816,2386,2442,56,"37.7%","67.2%"
"=""0930011""","New Haven School District",5,"ELA","Not Eligible for Free/Reduced Lunch",494,2439,2494,55,"46.8%","71.5%"
"=""0930011""","New Haven School District",5,"ELA","Eligible for Reduced Lunch",27,2442,2499,57,"51.9%","73.4%"
"=""0930011""","New Haven School District",5,"Math","Eligible for Free Lunch",816,2386,2425,39,"47.3%","69.2%"
"=""0930011""","New Haven School District",5,"Math","Not Eligible for Free/Reduced Lunch",498,2431,2467,36,"46.0%","67.6%"
"=""0930011""","New Haven School District",5,"Math","Eligible for Reduced Lunch",27,2440,2475,35,"51.9%","75.2%"
"=""0930011""","New Haven School District",6,"ELA","Eligible for Free Lunch",780,2431,2467,36,"35.9%","59.0%"
"=""0930011""","New Haven School District",6,"ELA","Not Eligible for Free/Reduced Lunch",530,2491,2527,36,"44.9%","66.4%"
"=""0930011""","New Haven School District",6,"ELA","Eligible for Reduced Lunch",29,2484,2536,52,"44.8%","71.3%"
"=""0930011""","New Haven School District",6,"Math","Eligible for Free Lunch",796,2420,2442,22,"35.6%","54.9%"
"=""0930011""","New Haven School District",6,"Math","Not Eligible for Free/Reduced Lunch",537,2467,2500,33,"44.5%","65.9%"
"=""0930011""","New Haven School District",6,"Math","Eligible for Reduced Lunch",29,2461,2506,45,"48.3%","72.7%"
"=""0930011""","New Haven School District",7,"ELA","Eligible for Free Lunch",756,2466,2497,30,"31.3%","55.1%"
"=""0930011""","New Haven School District",7,"ELA","Not Eligible for Free/Reduced Lunch",558,2506,2540,34,"40.3%","60.2%"
"=""0930011""","New Haven School District",7,"ELA","Eligible for Reduced Lunch",23,2530,2571,42,"47.8%","68.9%"
"=""0930011""","New Haven School District",7,"Math","Eligible for Free Lunch",764,2439,2463,24,"36.6%","56.4%"
"=""0930011""","New Haven School District",7,"Math","Not Eligible for Free/Reduced Lunch",562,2479,2505,26,"39.0%","59.9%"
"=""0930011""","New Haven School District",7,"Math","Eligible for Reduced Lunch",25,2488,2526,39,"56.0%","78.9%"
"=""0930011""","New Haven School District",8,"ELA","Eligible for Free Lunch",745,2478,2513,34,"37.6%","59.8%"
"=""0930011""","New Haven School District",8,"ELA","Not Eligible for Free/Reduced Lunch",505,2527,2557,30,"43.0%","61.5%"
"=""0930011""","New Haven School District",8,"ELA","Eligible for Reduced Lunch",26,2513,2553,40,"42.3%","65.6%"
"=""0930011""","New Haven School District",8,"Math","Eligible for Free Lunch",755,2442,2471,29,"42.6%","58.5%"
"=""0930011""","New Haven School District",8,"Math","Not Eligible for Free/Reduced Lunch",510,2487,2517,30,"45.7%","62.3%"
"=""0930011""","New Haven School District",8,"Math","Eligible for Reduced Lunch",26,2468,2491,23,"46.2%","62.1%"
"=""0950011""","New London School District",4,"ELA","Eligible for Free Lunch",190,2375,2429,54,"39.5%","67.5%"
"=""0950011""","New London School District",4,"ELA","Not Eligible for Free/Reduced Lunch",47,2409,2477,67,"46.8%","74.7%"
"=""0950011""","New London School District",4,"ELA","Eligible for Reduced Lunch",7,"*","*","*","*","*"
"=""0950011""","New London School District",4,"Math","Eligible for Free Lunch",195,2390,2419,29,"19.5%","47.0%"
"=""0950011""","New London School District",4,"Math","Not Eligible for Free/Reduced Lunch",49,2419,2454,35,"26.5%","55.8%"
"=""0950011""","New London School District",4,"Math","Eligible for Reduced Lunch",7,"*","*","*","*","*"
"=""0950011""","New London School District",5,"ELA","Eligible for Free Lunch",207,2415,2469,54,"39.6%","65.6%"
"=""0950011""","New London School District",5,"ELA","Not Eligible for Free/Reduced Lunch",36,2464,2505,41,"41.7%","63.5%"
"=""0950011""","New London School District",5,"ELA","Eligible for Reduced Lunch",7,"*","*","*","*","*"
"=""0950011""","New London School District",5,"Math","Eligible for Free Lunch",208,2424,2445,21,"30.8%","53.3%"
"=""0950011""","New London School District",5,"Math","Not Eligible for Free/Reduced Lunch",36,2459,2487,28,"30.6%","55.6%"
"=""0950011""","New London School District",5,"Math","Eligible for Reduced Lunch",7,"*","*","*","*","*"
"=""0950011""","New London School District",6,"ELA","Eligible for Free Lunch",161,2461,2456,-5,"17.4%","32.5%"
"=""0950011""","New London School District",6,"ELA","Not Eligible for Free/Reduced Lunch",18,"*","*","*","*","*"
"=""0950011""","New London School District",6,"ELA","Eligible for Reduced Lunch",6,"*","*","*","*","*"
"=""0950011""","New London School District",6,"Math","Eligible for Free Lunch",164,2442,2452,10,"23.8%","45.6%"
"=""0950011""","New London School District",6,"Math","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0950011""","New London School District",6,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0950011""","New London School District",7,"ELA","Eligible for Free Lunch",138,2461,2476,15,"26.8%","45.4%"
"=""0950011""","New London School District",7,"ELA","Not Eligible for Free/Reduced Lunch",21,2495,2513,18,"23.8%","49.7%"
"=""0950011""","New London School District",7,"ELA","Eligible for Reduced Lunch",6,"*","*","*","*","*"
"=""0950011""","New London School District",7,"Math","Eligible for Free Lunch",138,2444,2473,29,"37.7%","59.2%"
"=""0950011""","New London School District",7,"Math","Not Eligible for Free/Reduced Lunch",24,2497,2521,24,"33.3%","54.4%"
"=""0950011""","New London School District",7,"Math","Eligible for Reduced Lunch",6,"*","*","*","*","*"
"=""0950011""","New London School District",8,"ELA","Eligible for Free Lunch",122,2490,2506,17,"30.3%","46.5%"
"=""0950011""","New London School District",8,"ELA","Not Eligible for Free/Reduced Lunch",20,2520,2530,10,"20.0%","48.7%"
"=""0950011""","New London School District",8,"ELA","Eligible for Reduced Lunch",7,"*","*","*","*","*"
"=""0950011""","New London School District",8,"Math","Eligible for Free Lunch",124,2465,2468,3,"24.2%","41.9%"
"=""0950011""","New London School District",8,"Math","Not Eligible for Free/Reduced Lunch",23,2481,2465,-17,"8.7%","22.3%"
"=""0950011""","New London School District",8,"Math","Eligible for Reduced Lunch",7,"*","*","*","*","*"
"=""0960011""","New Milford School District",4,"ELA","Eligible for Free Lunch",54,2407,2439,32,"31.5%","52.9%"
"=""0960011""","New Milford School District",4,"ELA","Not Eligible for Free/Reduced Lunch",221,2457,2489,32,"32.1%","57.2%"
"=""0960011""","New Milford School District",4,"ELA","Eligible for Reduced Lunch",16,"*","*","*","*","*"
"=""0960011""","New Milford School District",4,"Math","Eligible for Free Lunch",55,2402,2460,57,"49.1%","75.5%"
"=""0960011""","New Milford School District",4,"Math","Not Eligible for Free/Reduced Lunch",218,2448,2498,49,"45.0%","74.2%"
"=""0960011""","New Milford School District",4,"Math","Eligible for Reduced Lunch",16,"*","*","*","*","*"
"=""0960011""","New Milford School District",5,"ELA","Eligible for Free Lunch",50,2432,2470,38,"38.0%","61.0%"
"=""0960011""","New Milford School District",5,"ELA","Not Eligible for Free/Reduced Lunch",231,2482,2533,51,"48.5%","71.9%"
"=""0960011""","New Milford School District",5,"ELA","Eligible for Reduced Lunch",16,"*","*","*","*","*"
"=""0960011""","New Milford School District",5,"Math","Eligible for Free Lunch",50,2444,2483,39,"54.0%","72.4%"
"=""0960011""","New Milford School District",5,"Math","Not Eligible for Free/Reduced Lunch",230,2475,2531,56,"62.6%","85.6%"
"=""0960011""","New Milford School District",5,"Math","Eligible for Reduced Lunch",17,"*","*","*","*","*"
"=""0960011""","New Milford School District",6,"ELA","Eligible for Free Lunch",54,2472,2508,36,"44.4%","58.3%"
"=""0960011""","New Milford School District",6,"ELA","Not Eligible for Free/Reduced Lunch",233,2520,2547,27,"39.1%","58.1%"
"=""0960011""","New Milford School District",6,"ELA","Eligible for Reduced Lunch",19,"*","*","*","*","*"
"=""0960011""","New Milford School District",6,"Math","Eligible for Free Lunch",54,2457,2470,13,"31.5%","49.6%"
"=""0960011""","New Milford School District",6,"Math","Not Eligible for Free/Reduced Lunch",223,2508,2532,24,"37.7%","57.5%"
"=""0960011""","New Milford School District",6,"Math","Eligible for Reduced Lunch",19,"*","*","*","*","*"
"=""0960011""","New Milford School District",7,"ELA","Eligible for Free Lunch",41,2485,2530,45,"36.6%","63.9%"
"=""0960011""","New Milford School District",7,"ELA","Not Eligible for Free/Reduced Lunch",238,2537,2583,46,"51.7%","70.0%"
"=""0960011""","New Milford School District",7,"ELA","Eligible for Reduced Lunch",13,"*","*","*","*","*"
"=""0960011""","New Milford School District",7,"Math","Eligible for Free Lunch",41,2463,2496,33,"36.6%","62.7%"
"=""0960011""","New Milford School District",7,"Math","Not Eligible for Free/Reduced Lunch",229,2542,2577,35,"53.7%","72.4%"
"=""0960011""","New Milford School District",7,"Math","Eligible for Reduced Lunch",13,"*","*","*","*","*"
"=""0960011""","New Milford School District",8,"ELA","Eligible for Free Lunch",45,2516,2527,11,"26.7%","48.3%"
"=""0960011""","New Milford School District",8,"ELA","Not Eligible for Free/Reduced Lunch",221,2538,2556,19,"35.7%","52.9%"
"=""0960011""","New Milford School District",8,"ELA","Eligible for Reduced Lunch",17,"*","*","*","*","*"
"=""0960011""","New Milford School District",8,"Math","Eligible for Free Lunch",44,2513,2497,-16,"25.0%","39.1%"
"=""0960011""","New Milford School District",8,"Math","Not Eligible for Free/Reduced Lunch",215,2551,2544,-6,"27.9%","39.7%"
"=""0960011""","New Milford School District",8,"Math","Eligible for Reduced Lunch",16,"*","*","*","*","*"
"=""0940011""","Newington School District",4,"ELA","Eligible for Free Lunch",48,2414,2452,38,"33.3%","58.4%"
"=""0940011""","Newington School District",4,"ELA","Not Eligible for Free/Reduced Lunch",230,2468,2517,48,"47.4%","71.9%"
"=""0940011""","Newington School District",4,"ELA","Eligible for Reduced Lunch",15,"*","*","*","*","*"
"=""0940011""","Newington School District",4,"Math","Eligible for Free Lunch",48,2421,2467,46,"35.4%","60.3%"
"=""0940011""","Newington School District",4,"Math","Not Eligible for Free/Reduced Lunch",229,2475,2514,38,"39.3%","66.8%"
"=""0940011""","Newington School District",4,"Math","Eligible for Reduced Lunch",15,"*","*","*","*","*"
"=""0940011""","Newington School District",5,"ELA","Eligible for Free Lunch",48,2473,2494,21,"27.1%","46.8%"
"=""0940011""","Newington School District",5,"ELA","Not Eligible for Free/Reduced Lunch",232,2489,2512,23,"30.6%","51.0%"
"=""0940011""","Newington School District",5,"ELA","Eligible for Reduced Lunch",15,"*","*","*","*","*"
"=""0940011""","Newington School District",5,"Math","Eligible for Free Lunch",48,2469,2477,8,"12.5%","38.6%"
"=""0940011""","Newington School District",5,"Math","Not Eligible for Free/Reduced Lunch",233,2493,2508,16,"33.0%","50.3%"
"=""0940011""","Newington School District",5,"Math","Eligible for Reduced Lunch",15,"*","*","*","*","*"
"=""0940011""","Newington School District",6,"ELA","Eligible for Free Lunch",57,2469,2491,22,"29.8%","55.1%"
"=""0940011""","Newington School District",6,"ELA","Not Eligible for Free/Reduced Lunch",241,2522,2552,31,"40.2%","63.5%"
"=""0940011""","Newington School District",6,"ELA","Eligible for Reduced Lunch",9,"*","*","*","*","*"
"=""0940011""","Newington School District",6,"Math","Eligible for Free Lunch",57,2473,2492,19,"45.6%","60.6%"
"=""0940011""","Newington School District",6,"Math","Not Eligible for Free/Reduced Lunch",240,2523,2557,34,"50.0%","68.3%"
"=""0940011""","Newington School District",6,"Math","Eligible for Reduced Lunch",9,"*","*","*","*","*"
"=""0940011""","Newington School District",7,"ELA","Eligible for Free Lunch",53,2505,2525,20,"28.3%","48.3%"
"=""0940011""","Newington School District",7,"ELA","Not Eligible for Free/Reduced Lunch",249,2538,2572,34,"43.8%","63.7%"
"=""0940011""","Newington School District",7,"ELA","Eligible for Reduced Lunch",16,"*","*","*","*","*"
"=""0940011""","Newington School District",7,"Math","Eligible for Free Lunch",54,2519,2538,20,"40.7%","60.0%"
"=""0940011""","Newington School District",7,"Math","Not Eligible for Free/Reduced Lunch",249,2561,2570,8,"32.9%","50.3%"
"=""0940011""","Newington School District",7,"Math","Eligible for Reduced Lunch",16,"*","*","*","*","*"
"=""0940011""","Newington School District",8,"ELA","Eligible for Free Lunch",48,2527,2533,5,"25.0%","38.8%"
"=""0940011""","Newington School District",8,"ELA","Not Eligible for Free/Reduced Lunch",238,2568,2580,13,"33.2%","48.4%"
"=""0940011""","Newington School District",8,"ELA","Eligible for Reduced Lunch",22,2530,2547,17,"27.3%","50.5%"
"=""0940011""","Newington School District",8,"Math","Eligible for Free Lunch",48,2524,2527,3,"25.0%","40.7%"
"=""0940011""","Newington School District",8,"Math","Not Eligible for Free/Reduced Lunch",239,2569,2575,5,"38.1%","50.2%"
"=""0940011""","Newington School District",8,"Math","Eligible for Reduced Lunch",22,2545,2566,21,"54.5%","68.9%"
"=""0970011""","Newtown School District",4,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""0970011""","Newtown School District",4,"ELA","Not Eligible for Free/Reduced Lunch",267,2470,2524,54,"51.7%","75.7%"
"=""0970011""","Newtown School District",4,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0970011""","Newtown School District",4,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""0970011""","Newtown School District",4,"Math","Not Eligible for Free/Reduced Lunch",267,2461,2518,57,"52.1%","79.8%"
"=""0970011""","Newtown School District",4,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0970011""","Newtown School District",5,"ELA","Eligible for Free Lunch",18,"*","*","*","*","*"
"=""0970011""","Newtown School District",5,"ELA","Not Eligible for Free/Reduced Lunch",300,2519,2559,40,"49.3%","67.3%"
"=""0970011""","Newtown School District",5,"ELA","Eligible for Reduced Lunch",6,"*","*","*","*","*"
"=""0970011""","Newtown School District",5,"Math","Eligible for Free Lunch",18,"*","*","*","*","*"
"=""0970011""","Newtown School District",5,"Math","Not Eligible for Free/Reduced Lunch",300,2500,2555,55,"66.0%","87.6%"
"=""0970011""","Newtown School District",5,"Math","Eligible for Reduced Lunch",6,"*","*","*","*","*"
"=""0970011""","Newtown School District",6,"ELA","Eligible for Free Lunch",17,"*","*","*","*","*"
"=""0970011""","Newtown School District",6,"ELA","Not Eligible for Free/Reduced Lunch",302,2549,2575,26,"40.4%","60.3%"
"=""0970011""","Newtown School District",6,"ELA","Eligible for Reduced Lunch",11,"*","*","*","*","*"
"=""0970011""","Newtown School District",6,"Math","Eligible for Free Lunch",17,"*","*","*","*","*"
"=""0970011""","Newtown School District",6,"Math","Not Eligible for Free/Reduced Lunch",303,2530,2596,65,"75.9%","91.3%"
"=""0970011""","Newtown School District",6,"Math","Eligible for Reduced Lunch",11,"*","*","*","*","*"
"=""0970011""","Newtown School District",7,"ELA","Eligible for Free Lunch",19,"*","*","*","*","*"
"=""0970011""","Newtown School District",7,"ELA","Not Eligible for Free/Reduced Lunch",341,2580,2604,24,"43.1%","59.1%"
"=""0970011""","Newtown School District",7,"ELA","Eligible for Reduced Lunch",10,"*","*","*","*","*"
"=""0970011""","Newtown School District",7,"Math","Eligible for Free Lunch",19,"*","*","*","*","*"
"=""0970011""","Newtown School District",7,"Math","Not Eligible for Free/Reduced Lunch",340,2593,2621,29,"57.4%","73.8%"
"=""0970011""","Newtown School District",7,"Math","Eligible for Reduced Lunch",10,"*","*","*","*","*"
"=""0970011""","Newtown School District",8,"ELA","Eligible for Free Lunch",23,2567,2601,34,"43.5%","62.8%"
"=""0970011""","Newtown School District",8,"ELA","Not Eligible for Free/Reduced Lunch",365,2612,2633,21,"49.0%","61.6%"
"=""0970011""","Newtown School District",8,"ELA","Eligible for Reduced Lunch",8,"*","*","*","*","*"
"=""0970011""","Newtown School District",8,"Math","Eligible for Free Lunch",22,2579,2601,22,"40.9%","54.6%"
"=""0970011""","Newtown School District",8,"Math","Not Eligible for Free/Reduced Lunch",364,2616,2638,21,"50.0%","64.9%"
"=""0970011""","Newtown School District",8,"Math","Eligible for Reduced Lunch",8,"*","*","*","*","*"
"=""0980011""","Norfolk School District",4,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""0980011""","Norfolk School District",4,"ELA","Not Eligible for Free/Reduced Lunch",12,"*","*","*","*","*"
"=""0980011""","Norfolk School District",4,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0980011""","Norfolk School District",4,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""0980011""","Norfolk School District",4,"Math","Not Eligible for Free/Reduced Lunch",12,"*","*","*","*","*"
"=""0980011""","Norfolk School District",4,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0980011""","Norfolk School District",5,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""0980011""","Norfolk School District",5,"ELA","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0980011""","Norfolk School District",5,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""0980011""","Norfolk School District",5,"Math","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0980011""","Norfolk School District",6,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""0980011""","Norfolk School District",6,"ELA","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0980011""","Norfolk School District",6,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""0980011""","Norfolk School District",6,"Math","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0990011""","North Branford School District",4,"ELA","Eligible for Free Lunch",15,"*","*","*","*","*"
"=""0990011""","North Branford School District",4,"ELA","Not Eligible for Free/Reduced Lunch",103,2453,2499,46,"40.8%","66.0%"
"=""0990011""","North Branford School District",4,"ELA","Eligible for Reduced Lunch",7,"*","*","*","*","*"
"=""0990011""","North Branford School District",4,"Math","Eligible for Free Lunch",15,"*","*","*","*","*"
"=""0990011""","North Branford School District",4,"Math","Not Eligible for Free/Reduced Lunch",103,2448,2491,43,"36.9%","65.7%"
"=""0990011""","North Branford School District",4,"Math","Eligible for Reduced Lunch",7,"*","*","*","*","*"
"=""0990011""","North Branford School District",5,"ELA","Eligible for Free Lunch",17,"*","*","*","*","*"
"=""0990011""","North Branford School District",5,"ELA","Not Eligible for Free/Reduced Lunch",116,2494,2539,45,"48.3%","67.6%"
"=""0990011""","North Branford School District",5,"ELA","Eligible for Reduced Lunch",7,"*","*","*","*","*"
"=""0990011""","North Branford School District",5,"Math","Eligible for Free Lunch",17,"*","*","*","*","*"
"=""0990011""","North Branford School District",5,"Math","Not Eligible for Free/Reduced Lunch",116,2475,2533,58,"65.5%","87.0%"
"=""0990011""","North Branford School District",5,"Math","Eligible for Reduced Lunch",7,"*","*","*","*","*"
"=""0990011""","North Branford School District",6,"ELA","Eligible for Free Lunch","*",2496,2531,36,"43.5%","65.8%"
"=""0990011""","North Branford School District",6,"ELA","Not Eligible for Free/Reduced Lunch",112,2540,2557,17,"42.0%","57.3%"
"=""0990011""","North Branford School District",6,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0990011""","North Branford School District",6,"Math","Eligible for Free Lunch","*",2478,2521,43,"56.5%","76.3%"
"=""0990011""","North Branford School District",6,"Math","Not Eligible for Free/Reduced Lunch",112,2521,2546,26,"42.0%","62.3%"
"=""0990011""","North Branford School District",6,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0990011""","North Branford School District",7,"ELA","Eligible for Free Lunch",20,2503,2562,59,"45.0%","60.3%"
"=""0990011""","North Branford School District",7,"ELA","Not Eligible for Free/Reduced Lunch",121,2524,2567,43,"46.3%","67.8%"
"=""0990011""","North Branford School District",7,"ELA","Eligible for Reduced Lunch",7,"*","*","*","*","*"
"=""0990011""","North Branford School District",7,"Math","Eligible for Free Lunch",21,2530,2548,18,"38.1%","53.6%"
"=""0990011""","North Branford School District",7,"Math","Not Eligible for Free/Reduced Lunch",121,2530,2541,11,"30.6%","50.6%"
"=""0990011""","North Branford School District",7,"Math","Eligible for Reduced Lunch",7,"*","*","*","*","*"
"=""0990011""","North Branford School District",8,"ELA","Eligible for Free Lunch",19,"*","*","*","*","*"
"=""0990011""","North Branford School District",8,"ELA","Not Eligible for Free/Reduced Lunch",126,2549,2583,34,"46.8%","69.4%"
"=""0990011""","North Branford School District",8,"ELA","Eligible for Reduced Lunch",8,"*","*","*","*","*"
"=""0990011""","North Branford School District",8,"Math","Eligible for Free Lunch",19,"*","*","*","*","*"
"=""0990011""","North Branford School District",8,"Math","Not Eligible for Free/Reduced Lunch",125,2538,2569,31,"48.8%","64.5%"
"=""0990011""","North Branford School District",8,"Math","Eligible for Reduced Lunch",8,"*","*","*","*","*"
"=""1000011""","North Canaan School District",4,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1000011""","North Canaan School District",4,"ELA","Not Eligible for Free/Reduced Lunch",14,"*","*","*","*","*"
"=""1000011""","North Canaan School District",4,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""1000011""","North Canaan School District",4,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1000011""","North Canaan School District",4,"Math","Not Eligible for Free/Reduced Lunch",14,"*","*","*","*","*"
"=""1000011""","North Canaan School District",4,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""1000011""","North Canaan School District",5,"ELA","Eligible for Free Lunch",6,"*","*","*","*","*"
"=""1000011""","North Canaan School District",5,"ELA","Not Eligible for Free/Reduced Lunch",13,"*","*","*","*","*"
"=""1000011""","North Canaan School District",5,"Math","Eligible for Free Lunch",6,"*","*","*","*","*"
"=""1000011""","North Canaan School District",5,"Math","Not Eligible for Free/Reduced Lunch",13,"*","*","*","*","*"
"=""1000011""","North Canaan School District",6,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1000011""","North Canaan School District",6,"ELA","Not Eligible for Free/Reduced Lunch",23,2518,2553,35,"52.2%","71.1%"
"=""1000011""","North Canaan School District",6,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""1000011""","North Canaan School District",6,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1000011""","North Canaan School District",6,"Math","Not Eligible for Free/Reduced Lunch",23,2508,2546,38,"52.2%","72.1%"
"=""1000011""","North Canaan School District",6,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""1000011""","North Canaan School District",7,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1000011""","North Canaan School District",7,"ELA","Not Eligible for Free/Reduced Lunch",17,"*","*","*","*","*"
"=""1000011""","North Canaan School District",7,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""1000011""","North Canaan School District",7,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1000011""","North Canaan School District",7,"Math","Not Eligible for Free/Reduced Lunch",17,"*","*","*","*","*"
"=""1000011""","North Canaan School District",7,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""1000011""","North Canaan School District",8,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1000011""","North Canaan School District",8,"ELA","Not Eligible for Free/Reduced Lunch",15,"*","*","*","*","*"
"=""1000011""","North Canaan School District",8,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""1000011""","North Canaan School District",8,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1000011""","North Canaan School District",8,"Math","Not Eligible for Free/Reduced Lunch",15,"*","*","*","*","*"
"=""1000011""","North Canaan School District",8,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""1010011""","North Haven School District",4,"ELA","Eligible for Free Lunch",13,"*","*","*","*","*"
"=""1010011""","North Haven School District",4,"ELA","Not Eligible for Free/Reduced Lunch",179,2457,2534,77,"69.3%","89.2%"
"=""1010011""","North Haven School District",4,"ELA","Eligible for Reduced Lunch",10,"*","*","*","*","*"
"=""1010011""","North Haven School District",4,"Math","Eligible for Free Lunch",13,"*","*","*","*","*"
"=""1010011""","North Haven School District",4,"Math","Not Eligible for Free/Reduced Lunch",179,2444,2513,69,"62.6%","90.9%"
"=""1010011""","North Haven School District",4,"Math","Eligible for Reduced Lunch",10,"*","*","*","*","*"
"=""1010011""","North Haven School District",5,"ELA","Eligible for Free Lunch",28,2434,2485,51,"35.7%","68.8%"
"=""1010011""","North Haven School District",5,"ELA","Not Eligible for Free/Reduced Lunch",181,2497,2558,61,"58.6%","83.4%"
"=""1010011""","North Haven School District",5,"ELA","Eligible for Reduced Lunch",9,"*","*","*","*","*"
"=""1010011""","North Haven School District",5,"Math","Eligible for Free Lunch",28,2435,2486,51,"57.1%","87.3%"
"=""1010011""","North Haven School District",5,"Math","Not Eligible for Free/Reduced Lunch",182,2490,2542,52,"61.0%","85.8%"
"=""1010011""","North Haven School District",5,"Math","Eligible for Reduced Lunch",9,"*","*","*","*","*"
"=""1010011""","North Haven School District",6,"ELA","Eligible for Free Lunch",27,2480,2524,44,"55.6%","80.7%"
"=""1010011""","North Haven School District",6,"ELA","Not Eligible for Free/Reduced Lunch",211,2518,2570,52,"58.3%","79.1%"
"=""1010011""","North Haven School District",6,"ELA","Eligible for Reduced Lunch",15,"*","*","*","*","*"
"=""1010011""","North Haven School District",6,"Math","Eligible for Free Lunch",28,2475,2531,56,"64.3%","85.4%"
"=""1010011""","North Haven School District",6,"Math","Not Eligible for Free/Reduced Lunch",210,2503,2563,60,"68.1%","88.8%"
"=""1010011""","North Haven School District",6,"Math","Eligible for Reduced Lunch",15,"*","*","*","*","*"
"=""1010011""","North Haven School District",7,"ELA","Eligible for Free Lunch",26,2468,2551,83,"69.2%","92.6%"
"=""1010011""","North Haven School District",7,"ELA","Not Eligible for Free/Reduced Lunch",177,2522,2602,80,"76.3%","92.6%"
"=""1010011""","North Haven School District",7,"ELA","Eligible for Reduced Lunch",9,"*","*","*","*","*"
"=""1010011""","North Haven School District",7,"Math","Eligible for Free Lunch",26,2470,2545,75,"80.8%","98.5%"
"=""1010011""","North Haven School District",7,"Math","Not Eligible for Free/Reduced Lunch",178,2516,2597,81,"87.6%","100.0%"
"=""1010011""","North Haven School District",7,"Math","Eligible for Reduced Lunch",9,"*","*","*","*","*"
"=""1010011""","North Haven School District",8,"ELA","Eligible for Free Lunch",31,2486,2586,100,"80.6%","99.2%"
"=""1010011""","North Haven School District",8,"ELA","Not Eligible for Free/Reduced Lunch",201,2528,2627,99,"84.1%","98.4%"
"=""1010011""","North Haven School District",8,"ELA","Eligible for Reduced Lunch",11,"*","*","*","*","*"
"=""1010011""","North Haven School District",8,"Math","Eligible for Free Lunch",31,2504,2560,55,"58.1%","77.7%"
"=""1010011""","North Haven School District",8,"Math","Not Eligible for Free/Reduced Lunch",200,2537,2617,80,"81.0%","95.1%"
"=""1010011""","North Haven School District",8,"Math","Eligible for Reduced Lunch",12,"*","*","*","*","*"
"=""1020011""","North Stonington School District",4,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1020011""","North Stonington School District",4,"ELA","Not Eligible for Free/Reduced Lunch",40,2501,2547,46,"50.0%","73.5%"
"=""1020011""","North Stonington School District",4,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""1020011""","North Stonington School District",4,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1020011""","North Stonington School District",4,"Math","Not Eligible for Free/Reduced Lunch",40,2525,2575,50,"60.0%","77.6%"
"=""1020011""","North Stonington School District",4,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""1020011""","North Stonington School District",5,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1020011""","North Stonington School District",5,"ELA","Not Eligible for Free/Reduced Lunch","*",2543,2604,61,"72.5%","89.4%"
