"Smarter Balanced Growth Report, 2015-16"
"All Districts, Free/Reduced Price Meal Eligibility (2-level)"

"",,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""0580011""","Griswold School District",6,"Eligible For Lunch",54,2490,2515,25,"33.3%","58.5%"
"=""0580011""","Griswold School District",6,"Not Eligible For Lunch",70,2533,2573,40,"58.6%","77.1%"
"=""0580011""","Griswold School District",7,"Eligible For Lunch",58,2492,2520,28,"48.3%","62.0%"
"=""0580011""","Griswold School District",7,"Not Eligible For Lunch",78,2534,2570,36,"53.8%","72.2%"
"=""0580011""","Griswold School District",8,"Eligible For Lunch",48,2519,2561,42,"60.4%","73.1%"
"=""0580011""","Griswold School District",8,"Not Eligible For Lunch",76,2571,2615,44,"55.3%","74.3%"
"=""0590011""","Groton School District",4,"Eligible For Lunch",135,2407,2464,57,"47.4%","77.7%"
"=""0590011""","Groton School District",4,"Not Eligible For Lunch",167,2452,2518,67,"63.5%","91.1%"
"=""0590011""","Groton School District",5,"Eligible For Lunch",141,2444,2481,37,"43.3%","65.2%"
"=""0590011""","Groton School District",5,"Not Eligible For Lunch",134,2494,2539,45,"62.7%","82.8%"
"=""0590011""","Groton School District",6,"Eligible For Lunch",118,2487,2504,16,"29.7%","49.7%"
"=""0590011""","Groton School District",6,"Not Eligible For Lunch",167,2529,2548,18,"37.1%","53.4%"
"=""0590011""","Groton School District",7,"Eligible For Lunch",139,2475,2499,24,"44.6%","59.0%"
"=""0590011""","Groton School District",7,"Not Eligible For Lunch",162,2528,2570,43,"56.8%","73.5%"
"=""0590011""","Groton School District",8,"Eligible For Lunch",106,2497,2506,8,"29.2%","43.8%"
"=""0590011""","Groton School District",8,"Not Eligible For Lunch",143,2569,2576,7,"31.5%","47.3%"
"=""0600011""","Guilford School District",4,"Eligible For Lunch",22,2463,2496,34,"40.9%","59.0%"
"=""0600011""","Guilford School District",4,"Not Eligible For Lunch",226,2489,2529,40,"48.2%","69.4%"
"=""0600011""","Guilford School District",5,"Eligible For Lunch",24,2443,2484,40,"41.7%","69.2%"
"=""0600011""","Guilford School District",5,"Not Eligible For Lunch",255,2528,2570,42,"61.2%","83.3%"
"=""0600011""","Guilford School District",6,"Eligible For Lunch",22,2511,2547,36,"50.0%","71.1%"
"=""0600011""","Guilford School District",6,"Not Eligible For Lunch",227,2528,2569,41,"51.1%","74.3%"
"=""0600011""","Guilford School District",7,"Eligible For Lunch",22,2513,2556,43,"54.5%","79.8%"
"=""0600011""","Guilford School District",7,"Not Eligible For Lunch",230,2572,2608,36,"55.7%","75.4%"
"=""0600011""","Guilford School District",8,"Eligible For Lunch",26,2539,2590,51,"69.2%","78.0%"
"=""0600011""","Guilford School District",8,"Not Eligible For Lunch",248,2591,2643,52,"75.0%","89.7%"
"=""0620011""","Hamden School District",4,"Eligible For Lunch",150,2406,2445,39,"27.3%","60.3%"
"=""0620011""","Hamden School District",4,"Not Eligible For Lunch",212,2465,2502,38,"33.0%","62.2%"
"=""0620011""","Hamden School District",5,"Eligible For Lunch",153,2432,2453,21,"32.7%","53.9%"
"=""0620011""","Hamden School District",5,"Not Eligible For Lunch",233,2494,2524,30,"41.6%","63.9%"
"=""0620011""","Hamden School District",6,"Eligible For Lunch",156,2438,2469,31,"41.7%","61.1%"
"=""0620011""","Hamden School District",6,"Not Eligible For Lunch",205,2509,2544,36,"48.3%","69.9%"
"=""0620011""","Hamden School District",7,"Eligible For Lunch",139,2477,2484,7,"27.3%","45.1%"
"=""0620011""","Hamden School District",7,"Not Eligible For Lunch",203,2542,2557,15,"36.9%","53.4%"
"=""0620011""","Hamden School District",8,"Eligible For Lunch",170,2463,2477,14,"33.5%","46.6%"
"=""0620011""","Hamden School District",8,"Not Eligible For Lunch",212,2547,2551,5,"32.5%","43.6%"
"=""0630011""","Hampton School District",4,"Eligible For Lunch","*","*","*","*","*","*"
"=""0630011""","Hampton School District",4,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""0630011""","Hampton School District",5,"Eligible For Lunch","*","*","*","*","*","*"
"=""0630011""","Hampton School District",5,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""0630011""","Hampton School District",6,"Eligible For Lunch","*","*","*","*","*","*"
"=""0630011""","Hampton School District",6,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""0640011""","Hartford School District",4,"Eligible For Lunch",1320,2368,2409,42,"28.0%","59.7%"
"=""0640011""","Hartford School District",4,"Not Eligible For Lunch",149,2434,2482,48,"38.9%","68.8%"
"=""0640011""","Hartford School District",5,"Eligible For Lunch",1146,2402,2434,32,"40.1%","62.3%"
"=""0640011""","Hartford School District",5,"Not Eligible For Lunch",152,2475,2510,35,"46.7%","69.3%"
"=""0640011""","Hartford School District",6,"Eligible For Lunch",1056,2426,2440,14,"30.2%","49.2%"
"=""0640011""","Hartford School District",6,"Not Eligible For Lunch",272,2490,2523,33,"45.2%","66.4%"
"=""0640011""","Hartford School District",7,"Eligible For Lunch",1201,2429,2448,19,"33.8%","53.4%"
"=""0640011""","Hartford School District",7,"Not Eligible For Lunch",253,2514,2534,20,"39.1%","57.8%"
"=""0640011""","Hartford School District",8,"Eligible For Lunch",1127,2442,2453,11,"30.0%","46.7%"
"=""0640011""","Hartford School District",8,"Not Eligible For Lunch",234,2535,2551,16,"40.2%","56.4%"
"=""0650011""","Hartland School District",4,"Eligible For Lunch","*","*","*","*","*","*"
"=""0650011""","Hartland School District",4,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""0650011""","Hartland School District",5,"Eligible For Lunch","*","*","*","*","*","*"
"=""0650011""","Hartland School District",5,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""0650011""","Hartland School District",6,"Eligible For Lunch","*","*","*","*","*","*"
"=""0650011""","Hartland School District",6,"Not Eligible For Lunch","*",2515,2573,57,"67.9%","88.1%"
"=""0650011""","Hartland School District",7,"Eligible For Lunch","*","*","*","*","*","*"
"=""0650011""","Hartland School District",7,"Not Eligible For Lunch","*",2531,2579,48,"54.5%","77.8%"
"=""0650011""","Hartland School District",8,"Eligible For Lunch","*","*","*","*","*","*"
"=""0650011""","Hartland School District",8,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""0670011""","Hebron School District",4,"Eligible For Lunch",15,"*","*","*","*","*"
"=""0670011""","Hebron School District",4,"Not Eligible For Lunch",102,2424,2498,74,"60.8%","90.4%"
"=""0670011""","Hebron School District",5,"Eligible For Lunch",12,"*","*","*","*","*"
"=""0670011""","Hebron School District",5,"Not Eligible For Lunch",94,2485,2526,41,"46.8%","73.1%"
"=""0670011""","Hebron School District",6,"Eligible For Lunch",9,"*","*","*","*","*"
"=""0670011""","Hebron School District",6,"Not Eligible For Lunch",110,2518,2569,51,"61.8%","81.3%"
"=""2860013""","Highville Charter School District",4,"Eligible For Lunch",27,2363,2430,67,"40.7%","81.4%"
"=""2860013""","Highville Charter School District",4,"Not Eligible For Lunch",13,"*","*","*","*","*"
"=""2860013""","Highville Charter School District",5,"Eligible For Lunch",24,2437,2448,11,"25.0%","43.7%"
"=""2860013""","Highville Charter School District",5,"Not Eligible For Lunch",13,"*","*","*","*","*"
"=""2860013""","Highville Charter School District",6,"Eligible For Lunch",22,2444,2471,27,"45.5%","64.2%"
"=""2860013""","Highville Charter School District",6,"Not Eligible For Lunch",14,"*","*","*","*","*"
"=""2860013""","Highville Charter School District",7,"Eligible For Lunch",20,2468,2503,35,"55.0%","76.5%"
"=""2860013""","Highville Charter School District",7,"Not Eligible For Lunch",11,"*","*","*","*","*"
"=""2860013""","Highville Charter School District",8,"Eligible For Lunch",23,2468,2554,85,"69.6%","89.5%"
"=""2860013""","Highville Charter School District",8,"Not Eligible For Lunch",14,"*","*","*","*","*"
"=""2640013""","Integrated Day Charter School District",4,"Eligible For Lunch",10,"*","*","*","*","*"
"=""2640013""","Integrated Day Charter School District",4,"Not Eligible For Lunch",19,"*","*","*","*","*"
"=""2640013""","Integrated Day Charter School District",5,"Eligible For Lunch",12,"*","*","*","*","*"
"=""2640013""","Integrated Day Charter School District",5,"Not Eligible For Lunch",17,"*","*","*","*","*"
"=""2640013""","Integrated Day Charter School District",6,"Eligible For Lunch",10,"*","*","*","*","*"
"=""2640013""","Integrated Day Charter School District",6,"Not Eligible For Lunch",20,2463,2517,55,"75.0%","88.7%"
"=""2640013""","Integrated Day Charter School District",7,"Eligible For Lunch",11,"*","*","*","*","*"
"=""2640013""","Integrated Day Charter School District",7,"Not Eligible For Lunch",20,2515,2543,27,"35.0%","61.7%"
"=""2640013""","Integrated Day Charter School District",8,"Eligible For Lunch",9,"*","*","*","*","*"
"=""2640013""","Integrated Day Charter School District",8,"Not Eligible For Lunch",26,2538,2547,8,"30.8%","45.8%"
"=""2650013""","Interdistrict School for Arts and Comm District",6,"Eligible For Lunch",61,2451,2420,-30,"6.6%","18.4%"
"=""2650013""","Interdistrict School for Arts and Comm District",6,"Not Eligible For Lunch",28,2492,2461,-31,"3.6%","10.4%"
"=""2650013""","Interdistrict School for Arts and Comm District",7,"Eligible For Lunch",63,2448,2468,19,"28.6%","50.8%"
"=""2650013""","Interdistrict School for Arts and Comm District",7,"Not Eligible For Lunch",20,2482,2496,14,"20.0%","43.2%"
"=""2650013""","Interdistrict School for Arts and Comm District",8,"Eligible For Lunch",53,2455,2445,-10,"18.9%","26.9%"
"=""2650013""","Interdistrict School for Arts and Comm District",8,"Not Eligible For Lunch",27,2529,2539,10,"37.0%","51.9%"
"=""2610013""","Jumoke Academy District",4,"Eligible For Lunch",40,2378,2437,59,"42.5%","78.3%"
"=""2610013""","Jumoke Academy District",4,"Not Eligible For Lunch",19,"*","*","*","*","*"
"=""2610013""","Jumoke Academy District",5,"Eligible For Lunch",47,2423,2436,14,"17.0%","43.5%"
"=""2610013""","Jumoke Academy District",5,"Not Eligible For Lunch",19,"*","*","*","*","*"
"=""2610013""","Jumoke Academy District",6,"Eligible For Lunch",33,2428,2456,28,"42.4%","61.1%"
"=""2610013""","Jumoke Academy District",6,"Not Eligible For Lunch",17,"*","*","*","*","*"
"=""2610013""","Jumoke Academy District",7,"Eligible For Lunch",51,2473,2485,12,"31.4%","48.0%"
"=""2610013""","Jumoke Academy District",7,"Not Eligible For Lunch",19,"*","*","*","*","*"
"=""2610013""","Jumoke Academy District",8,"Eligible For Lunch",52,2478,2487,10,"30.8%","46.9%"
"=""2610013""","Jumoke Academy District",8,"Not Eligible For Lunch",29,2485,2523,37,"51.7%","68.0%"
"=""0680011""","Kent School District",4,"Eligible For Lunch","*","*","*","*","*","*"
"=""0680011""","Kent School District",4,"Not Eligible For Lunch","*",2447,2512,65,"61.9%","88.5%"
"=""0680011""","Kent School District",5,"Not Eligible For Lunch",24,2513,2569,56,"58.3%","83.2%"
"=""0680011""","Kent School District",6,"Eligible For Lunch","*","*","*","*","*","*"
"=""0680011""","Kent School District",6,"Not Eligible For Lunch","*",2549,2611,62,"85.2%","96.6%"
"=""0680011""","Kent School District",7,"Eligible For Lunch","*","*","*","*","*","*"
"=""0680011""","Kent School District",7,"Not Eligible For Lunch","*",2565,2571,6,"28.6%","40.4%"
"=""0680011""","Kent School District",8,"Eligible For Lunch","*","*","*","*","*","*"
"=""0680011""","Kent School District",8,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""0690011""","Killingly School District",4,"Eligible For Lunch",77,2411,2462,51,"37.7%","72.6%"
"=""0690011""","Killingly School District",4,"Not Eligible For Lunch",76,2430,2481,51,"35.5%","69.9%"
"=""0690011""","Killingly School District",5,"Eligible For Lunch",66,2441,2462,21,"30.3%","51.9%"
"=""0690011""","Killingly School District",5,"Not Eligible For Lunch",80,2472,2507,35,"42.5%","63.4%"
"=""0690011""","Killingly School District",6,"Eligible For Lunch",67,2468,2527,59,"62.7%","83.9%"
"=""0690011""","Killingly School District",6,"Not Eligible For Lunch",86,2487,2543,56,"64.0%","86.2%"
"=""0690011""","Killingly School District",7,"Eligible For Lunch",68,2510,2530,20,"38.2%","55.5%"
"=""0690011""","Killingly School District",7,"Not Eligible For Lunch",92,2540,2554,14,"31.5%","48.3%"
"=""0690011""","Killingly School District",8,"Eligible For Lunch",72,2505,2512,7,"27.8%","52.5%"
"=""0690011""","Killingly School District",8,"Not Eligible For Lunch",87,2525,2546,21,"34.5%","53.5%"
"=""2450014""","Learn",4,"Eligible For Lunch",41,2365,2433,68,"56.1%","85.3%"
"=""2450014""","Learn",4,"Not Eligible For Lunch",42,2422,2493,71,"59.5%","88.9%"
"=""2450014""","Learn",5,"Eligible For Lunch",45,2463,2497,35,"40.0%","65.4%"
"=""2450014""","Learn",5,"Not Eligible For Lunch",37,2488,2518,30,"40.5%","70.2%"
"=""2450014""","Learn",6,"Eligible For Lunch",26,2467,2462,-5,"11.5%","32.3%"
"=""2450014""","Learn",6,"Not Eligible For Lunch",12,"*","*","*","*","*"
"=""2450014""","Learn",7,"Eligible For Lunch",23,2438,2467,29,"39.1%","57.6%"
"=""2450014""","Learn",7,"Not Eligible For Lunch",25,2499,2540,41,"52.0%","72.2%"
"=""2450014""","Learn",8,"Eligible For Lunch",31,2439,2461,22,"38.7%","57.4%"
"=""2450014""","Learn",8,"Not Eligible For Lunch",18,"*","*","*","*","*"
"=""0710011""","Lebanon School District",4,"Eligible For Lunch",13,"*","*","*","*","*"
"=""0710011""","Lebanon School District",4,"Not Eligible For Lunch",52,2443,2509,66,"57.7%","84.5%"
"=""0710011""","Lebanon School District",5,"Eligible For Lunch",13,"*","*","*","*","*"
"=""0710011""","Lebanon School District",5,"Not Eligible For Lunch",43,2485,2542,57,"58.1%","87.0%"
"=""0710011""","Lebanon School District",6,"Eligible For Lunch",13,"*","*","*","*","*"
"=""0710011""","Lebanon School District",6,"Not Eligible For Lunch",59,2547,2576,28,"33.9%","64.8%"
"=""0710011""","Lebanon School District",7,"Eligible For Lunch",11,"*","*","*","*","*"
"=""0710011""","Lebanon School District",7,"Not Eligible For Lunch",53,2564,2558,-6,"13.2%","30.8%"
"=""0710011""","Lebanon School District",8,"Eligible For Lunch",14,"*","*","*","*","*"
"=""0710011""","Lebanon School District",8,"Not Eligible For Lunch",62,2563,2597,34,"50.0%","67.2%"
"=""0720011""","Ledyard School District",4,"Eligible For Lunch",33,2396,2471,75,"57.6%","87.5%"
"=""0720011""","Ledyard School District",4,"Not Eligible For Lunch",134,2427,2490,63,"50.7%","82.4%"
"=""0720011""","Ledyard School District",5,"Eligible For Lunch",35,2439,2484,46,"48.6%","69.9%"
"=""0720011""","Ledyard School District",5,"Not Eligible For Lunch",121,2484,2522,38,"49.6%","69.8%"
"=""0720011""","Ledyard School District",6,"Eligible For Lunch",40,2487,2511,24,"40.0%","59.9%"
"=""0720011""","Ledyard School District",6,"Not Eligible For Lunch",117,2515,2556,40,"48.7%","72.6%"
"=""0720011""","Ledyard School District",7,"Eligible For Lunch",26,2512,2533,21,"34.6%","56.0%"
"=""0720011""","Ledyard School District",7,"Not Eligible For Lunch",123,2536,2555,20,"38.2%","56.7%"
"=""0720011""","Ledyard School District",8,"Eligible For Lunch",25,2516,2554,39,"48.0%","70.1%"
"=""0720011""","Ledyard School District",8,"Not Eligible For Lunch",124,2553,2586,33,"54.8%","69.7%"
"=""0730011""","Lisbon School District",4,"Eligible For Lunch",12,"*","*","*","*","*"
"=""0730011""","Lisbon School District",4,"Not Eligible For Lunch",23,2406,2454,48,"34.8%","67.2%"
"=""0730011""","Lisbon School District",5,"Eligible For Lunch",11,"*","*","*","*","*"
"=""0730011""","Lisbon School District",5,"Not Eligible For Lunch",31,2448,2478,30,"32.3%","58.8%"
"=""0730011""","Lisbon School District",6,"Eligible For Lunch",11,"*","*","*","*","*"
"=""0730011""","Lisbon School District",6,"Not Eligible For Lunch",28,2481,2516,35,"39.3%","70.0%"
"=""0730011""","Lisbon School District",7,"Eligible For Lunch",11,"*","*","*","*","*"
"=""0730011""","Lisbon School District",7,"Not Eligible For Lunch",38,2528,2570,42,"52.6%","79.3%"
"=""0730011""","Lisbon School District",8,"Eligible For Lunch",7,"*","*","*","*","*"
"=""0730011""","Lisbon School District",8,"Not Eligible For Lunch",31,2508,2579,72,"74.2%","92.6%"
"=""0740011""","Litchfield School District",4,"Eligible For Lunch",9,"*","*","*","*","*"
"=""0740011""","Litchfield School District",4,"Not Eligible For Lunch",61,2476,2546,70,"75.4%","95.3%"
"=""0740011""","Litchfield School District",5,"Eligible For Lunch",13,"*","*","*","*","*"
"=""0740011""","Litchfield School District",5,"Not Eligible For Lunch",55,2507,2569,63,"80.0%","98.1%"
"=""0740011""","Litchfield School District",6,"Eligible For Lunch",10,"*","*","*","*","*"
"=""0740011""","Litchfield School District",6,"Not Eligible For Lunch",63,2550,2586,36,"57.1%","73.8%"
"=""0740011""","Litchfield School District",7,"Eligible For Lunch",11,"*","*","*","*","*"
"=""0740011""","Litchfield School District",7,"Not Eligible For Lunch",67,2572,2589,17,"46.3%","62.7%"
"=""0740011""","Litchfield School District",8,"Eligible For Lunch",9,"*","*","*","*","*"
"=""0740011""","Litchfield School District",8,"Not Eligible For Lunch",74,2594,2606,12,"40.5%","53.6%"
"=""0760011""","Madison School District",4,"Eligible For Lunch","*","*","*","*","*","*"
"=""0760011""","Madison School District",4,"Not Eligible For Lunch","*",2486,2526,39,"44.8%","72.0%"
"=""0760011""","Madison School District",5,"Eligible For Lunch",7,"*","*","*","*","*"
"=""0760011""","Madison School District",5,"Not Eligible For Lunch",142,2529,2544,15,"28.9%","49.6%"
"=""0760011""","Madison School District",6,"Eligible For Lunch","*","*","*","*","*","*"
"=""0760011""","Madison School District",6,"Not Eligible For Lunch","*",2544,2547,3,"22.0%","33.7%"
"=""0760011""","Madison School District",7,"Eligible For Lunch",6,"*","*","*","*","*"
"=""0760011""","Madison School District",7,"Not Eligible For Lunch",205,2536,2574,38,"58.5%","77.7%"
"=""0760011""","Madison School District",8,"Eligible For Lunch",11,"*","*","*","*","*"
"=""0760011""","Madison School District",8,"Not Eligible For Lunch",230,2601,2614,14,"46.5%","60.8%"
"=""0770011""","Manchester School District",4,"Eligible For Lunch",250,2383,2419,35,"23.6%","54.2%"
"=""0770011""","Manchester School District",4,"Not Eligible For Lunch",172,2442,2482,40,"32.0%","61.4%"
"=""0770011""","Manchester School District",5,"Eligible For Lunch",270,2425,2440,16,"27.0%","47.7%"
"=""0770011""","Manchester School District",5,"Not Eligible For Lunch",176,2482,2520,38,"43.2%","70.3%"
"=""0770011""","Manchester School District",6,"Eligible For Lunch",224,2437,2475,38,"50.0%","69.7%"
"=""0770011""","Manchester School District",6,"Not Eligible For Lunch",163,2506,2545,39,"51.5%","72.3%"
"=""0770011""","Manchester School District",7,"Eligible For Lunch",220,2453,2458,4,"23.6%","42.0%"
"=""0770011""","Manchester School District",7,"Not Eligible For Lunch",163,2540,2547,7,"31.3%","46.2%"
"=""0770011""","Manchester School District",8,"Eligible For Lunch",208,2473,2473,-1,"23.6%","38.6%"
"=""0770011""","Manchester School District",8,"Not Eligible For Lunch",118,2550,2552,3,"24.6%","46.4%"
"=""0780011""","Mansfield School District",4,"Eligible For Lunch",38,2437,2496,59,"55.3%","76.6%"
"=""0780011""","Mansfield School District",4,"Not Eligible For Lunch",74,2498,2556,58,"67.6%","89.0%"
"=""0780011""","Mansfield School District",5,"Eligible For Lunch",25,2490,2503,13,"24.0%","40.9%"
"=""0780011""","Mansfield School District",5,"Not Eligible For Lunch",87,2553,2569,15,"44.8%","58.5%"
"=""0780011""","Mansfield School District",6,"Eligible For Lunch",30,2510,2528,17,"40.0%","56.9%"
"=""0780011""","Mansfield School District",6,"Not Eligible For Lunch",80,2575,2608,33,"48.8%","65.7%"
"=""0780011""","Mansfield School District",7,"Eligible For Lunch",21,2536,2590,54,"71.4%","84.7%"
"=""0780011""","Mansfield School District",7,"Not Eligible For Lunch",86,2564,2606,42,"62.8%","82.1%"
"=""0780011""","Mansfield School District",8,"Eligible For Lunch",20,2588,2602,14,"45.0%","55.2%"
"=""0780011""","Mansfield School District",8,"Not Eligible For Lunch",80,2653,2668,15,"57.5%","72.4%"
"=""0790011""","Marlborough School District",4,"Eligible For Lunch",6,"*","*","*","*","*"
"=""0790011""","Marlborough School District",4,"Not Eligible For Lunch",87,2481,2524,43,"41.4%","73.2%"
"=""0790011""","Marlborough School District",5,"Eligible For Lunch",11,"*","*","*","*","*"
"=""0790011""","Marlborough School District",5,"Not Eligible For Lunch",79,2533,2582,50,"65.8%","89.6%"
"=""0790011""","Marlborough School District",6,"Eligible For Lunch",9,"*","*","*","*","*"
"=""0790011""","Marlborough School District",6,"Not Eligible For Lunch",60,2549,2619,70,"85.0%","98.8%"
"=""0800011""","Meriden School District",4,"Eligible For Lunch",428,2378,2437,59,"43.9%","73.7%"
"=""0800011""","Meriden School District",4,"Not Eligible For Lunch",183,2428,2472,44,"33.9%","66.9%"
"=""0800011""","Meriden School District",5,"Eligible For Lunch",409,2417,2452,35,"38.4%","65.0%"
"=""0800011""","Meriden School District",5,"Not Eligible For Lunch",189,2467,2510,43,"50.8%","77.0%"
"=""0800011""","Meriden School District",6,"Eligible For Lunch",265,2428,2442,14,"30.2%","49.2%"
"=""0800011""","Meriden School District",6,"Not Eligible For Lunch",123,2486,2517,30,"42.3%","62.1%"
"=""0800011""","Meriden School District",7,"Eligible For Lunch",281,2437,2474,37,"44.8%","65.8%"
"=""0800011""","Meriden School District",7,"Not Eligible For Lunch",146,2496,2540,45,"54.1%","74.8%"
"=""0800011""","Meriden School District",8,"Eligible For Lunch",290,2447,2460,13,"31.4%","47.9%"
"=""0800011""","Meriden School District",8,"Not Eligible For Lunch",135,2496,2517,21,"41.5%","58.4%"
"=""0830011""","Middletown School District",4,"Eligible For Lunch",162,2393,2441,49,"35.8%","69.7%"
"=""0830011""","Middletown School District",4,"Not Eligible For Lunch",178,2469,2515,45,"48.9%","71.9%"
"=""0830011""","Middletown School District",5,"Eligible For Lunch",158,2426,2442,16,"24.7%","46.6%"
"=""0830011""","Middletown School District",5,"Not Eligible For Lunch",176,2488,2530,42,"51.7%","73.4%"
"=""0830011""","Middletown School District",6,"Eligible For Lunch",118,2446,2475,29,"42.4%","63.7%"
"=""0830011""","Middletown School District",6,"Not Eligible For Lunch",177,2528,2549,22,"39.0%","57.0%"
"=""0830011""","Middletown School District",7,"Eligible For Lunch",145,2464,2474,10,"32.4%","47.6%"
"=""0830011""","Middletown School District",7,"Not Eligible For Lunch",199,2548,2559,11,"32.7%","49.2%"
"=""0830011""","Middletown School District",8,"Eligible For Lunch",124,2480,2487,8,"28.2%","40.4%"
"=""0830011""","Middletown School District",8,"Not Eligible For Lunch",170,2552,2561,9,"35.9%","49.5%"
"=""0840011""","Milford School District",4,"Eligible For Lunch",97,2407,2469,62,"48.5%","83.4%"
"=""0840011""","Milford School District",4,"Not Eligible For Lunch",295,2453,2511,58,"52.2%","82.4%"
"=""0840011""","Milford School District",5,"Eligible For Lunch",94,2447,2483,36,"44.7%","67.4%"
"=""0840011""","Milford School District",5,"Not Eligible For Lunch",338,2491,2530,39,"48.2%","71.5%"
"=""0840011""","Milford School District",6,"Eligible For Lunch",98,2468,2492,24,"36.7%","57.1%"
"=""0840011""","Milford School District",6,"Not Eligible For Lunch",325,2519,2568,49,"60.0%","79.7%"
"=""0840011""","Milford School District",7,"Eligible For Lunch",105,2494,2521,27,"41.9%","59.3%"
"=""0840011""","Milford School District",7,"Not Eligible For Lunch",368,2564,2582,18,"42.1%","60.0%"
"=""0840011""","Milford School District",8,"Eligible For Lunch",108,2513,2520,7,"31.5%","47.6%"
"=""0840011""","Milford School District",8,"Not Eligible For Lunch",356,2566,2580,14,"38.2%","51.8%"
"=""0850011""","Monroe School District",4,"Eligible For Lunch",15,"*","*","*","*","*"
"=""0850011""","Monroe School District",4,"Not Eligible For Lunch",192,2492,2534,41,"47.4%","72.5%"
"=""0850011""","Monroe School District",5,"Eligible For Lunch",20,2483,2533,50,"60.0%","77.4%"
"=""0850011""","Monroe School District",5,"Not Eligible For Lunch",197,2516,2563,47,"61.4%","83.8%"
"=""0850011""","Monroe School District",6,"Eligible For Lunch",15,"*","*","*","*","*"
"=""0850011""","Monroe School District",6,"Not Eligible For Lunch",251,2532,2559,27,"43.4%","66.3%"
"=""0850011""","Monroe School District",7,"Eligible For Lunch",25,2522,2556,34,"56.0%","69.5%"
"=""0850011""","Monroe School District",7,"Not Eligible For Lunch",222,2549,2585,36,"57.2%","76.4%"
"=""0850011""","Monroe School District",8,"Eligible For Lunch",18,"*","*","*","*","*"
"=""0850011""","Monroe School District",8,"Not Eligible For Lunch",226,2572,2591,19,"38.1%","56.0%"
"=""0860011""","Montville School District",4,"Eligible For Lunch",52,2420,2471,51,"44.2%","74.3%"
"=""0860011""","Montville School District",4,"Not Eligible For Lunch",88,2450,2511,61,"55.7%","84.5%"
"=""0860011""","Montville School District",5,"Eligible For Lunch",70,2441,2498,57,"61.4%","86.1%"
"=""0860011""","Montville School District",5,"Not Eligible For Lunch",107,2477,2541,64,"72.9%","91.7%"
"=""0860011""","Montville School District",6,"Eligible For Lunch",74,2475,2498,24,"31.1%","53.1%"
"=""0860011""","Montville School District",6,"Not Eligible For Lunch",104,2515,2541,26,"35.6%","58.3%"
"=""0860011""","Montville School District",7,"Eligible For Lunch",62,2507,2527,19,"37.1%","54.3%"
"=""0860011""","Montville School District",7,"Not Eligible For Lunch",99,2529,2545,15,"27.3%","52.8%"
"=""0860011""","Montville School District",8,"Eligible For Lunch",67,2513,2532,19,"38.8%","55.9%"
"=""0860011""","Montville School District",8,"Not Eligible For Lunch",110,2534,2566,32,"48.2%","65.9%"
"=""0880011""","Naugatuck School District",4,"Eligible For Lunch",159,2410,2456,46,"32.1%","67.1%"
"=""0880011""","Naugatuck School District",4,"Not Eligible For Lunch",153,2433,2484,51,"41.2%","75.3%"
"=""0880011""","Naugatuck School District",5,"Eligible For Lunch",140,2440,2449,10,"19.3%","42.8%"
"=""0880011""","Naugatuck School District",5,"Not Eligible For Lunch",147,2476,2499,23,"36.1%","57.3%"
"=""0880011""","Naugatuck School District",6,"Eligible For Lunch",152,2447,2478,31,"45.4%","64.8%"
"=""0880011""","Naugatuck School District",6,"Not Eligible For Lunch",155,2484,2532,48,"55.5%","76.3%"
"=""0880011""","Naugatuck School District",7,"Eligible For Lunch",150,2462,2480,18,"28.7%","47.2%"
"=""0880011""","Naugatuck School District",7,"Not Eligible For Lunch",169,2524,2531,7,"25.4%","44.9%"
"=""0880011""","Naugatuck School District",8,"Eligible For Lunch",154,2473,2473,-0,"24.7%","38.5%"
"=""0880011""","Naugatuck School District",8,"Not Eligible For Lunch",159,2527,2517,-10,"22.6%","32.9%"
"=""2800013""","New Beginnings Inc Family Academy District",4,"Eligible For Lunch","*",2375,2404,29,"12.9%","49.6%"
"=""2800013""","New Beginnings Inc Family Academy District",4,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""2800013""","New Beginnings Inc Family Academy District",5,"Eligible For Lunch",37,2428,2451,23,"32.4%","48.5%"
"=""2800013""","New Beginnings Inc Family Academy District",5,"Not Eligible For Lunch",6,"*","*","*","*","*"
"=""2800013""","New Beginnings Inc Family Academy District",6,"Eligible For Lunch","*",2451,2504,53,"58.1%","82.9%"
"=""2800013""","New Beginnings Inc Family Academy District",6,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""2800013""","New Beginnings Inc Family Academy District",7,"Eligible For Lunch","*",2484,2492,8,"28.0%","41.9%"
"=""2800013""","New Beginnings Inc Family Academy District",7,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""2800013""","New Beginnings Inc Family Academy District",8,"Eligible For Lunch",29,2486,2498,12,"27.6%","48.1%"
"=""0890011""","New Britain School District",4,"Eligible For Lunch",604,2374,2408,34,"21.2%","51.8%"
