"Smarter Balanced Growth Report, 2015-16"
"All Districts, ELL"

"",,,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""0910011""","New Fairfield School District",7,"Math","Non-ELL","*",2508,2565,57,"66.3%","87.9%"
"=""0910011""","New Fairfield School District",8,"ELA","ELL","*","*","*","*","*","*"
"=""0910011""","New Fairfield School District",8,"ELA","Non-ELL","*",2599,2620,22,"46.6%","62.3%"
"=""0910011""","New Fairfield School District",8,"Math","ELL","*","*","*","*","*","*"
"=""0910011""","New Fairfield School District",8,"Math","Non-ELL","*",2558,2610,53,"71.3%","84.8%"
"=""0920011""","New Hartford School District",4,"ELA","Non-ELL",64,2452,2512,60,"51.6%","78.1%"
"=""0920011""","New Hartford School District",4,"Math","Non-ELL",64,2437,2487,50,"43.8%","75.4%"
"=""0920011""","New Hartford School District",5,"ELA","Non-ELL",62,2524,2563,39,"46.8%","66.5%"
"=""0920011""","New Hartford School District",5,"Math","Non-ELL",62,2505,2536,31,"41.9%","66.9%"
"=""0920011""","New Hartford School District",6,"ELA","Non-ELL",71,2560,2575,15,"32.4%","55.9%"
"=""0920011""","New Hartford School District",6,"Math","Non-ELL",70,2539,2536,-3,"12.9%","30.9%"
"=""0930011""","New Haven School District",4,"ELA","ELL",269,2336,2392,56,"36.1%","66.4%"
"=""0930011""","New Haven School District",4,"ELA","Non-ELL",1167,2381,2435,54,"38.7%","67.3%"
"=""0930011""","New Haven School District",4,"Math","ELL",290,2340,2402,62,"39.0%","74.7%"
"=""0930011""","New Haven School District",4,"Math","Non-ELL",1161,2378,2429,51,"36.3%","69.1%"
"=""0930011""","New Haven School District",5,"ELA","ELL",256,2355,2415,60,"39.8%","70.1%"
"=""0930011""","New Haven School District",5,"ELA","Non-ELL",1081,2419,2473,55,"41.7%","68.6%"
"=""0930011""","New Haven School District",5,"Math","ELL",268,2370,2410,40,"47.4%","67.9%"
"=""0930011""","New Haven School District",5,"Math","Non-ELL",1073,2412,2450,37,"46.8%","68.9%"
"=""0930011""","New Haven School District",6,"ELA","ELL",159,2386,2429,42,"34.0%","60.5%"
"=""0930011""","New Haven School District",6,"ELA","Non-ELL",1180,2465,2501,36,"40.4%","62.4%"
"=""0930011""","New Haven School District",6,"Math","ELL",182,2392,2416,24,"36.3%","55.7%"
"=""0930011""","New Haven School District",6,"Math","Non-ELL",1180,2447,2474,27,"39.8%","60.2%"
"=""0930011""","New Haven School District",7,"ELA","ELL",158,2405,2445,40,"33.5%","56.0%"
"=""0930011""","New Haven School District",7,"ELA","Non-ELL",1179,2494,2525,31,"35.6%","57.7%"
"=""0930011""","New Haven School District",7,"Math","ELL",172,2387,2424,37,"44.8%","61.2%"
"=""0930011""","New Haven School District",7,"Math","Non-ELL",1179,2467,2490,23,"37.0%","57.8%"
"=""0930011""","New Haven School District",8,"ELA","ELL",129,2408,2448,40,"35.7%","54.2%"
"=""0930011""","New Haven School District",8,"ELA","Non-ELL",1147,2509,2541,32,"40.3%","61.3%"
"=""0930011""","New Haven School District",8,"Math","ELL",147,2378,2425,46,"49.0%","65.5%"
"=""0930011""","New Haven School District",8,"Math","Non-ELL",1144,2471,2498,27,"43.3%","59.3%"
"=""0950011""","New London School District",4,"ELA","ELL",65,2346,2408,62,"36.9%","71.5%"
"=""0950011""","New London School District",4,"ELA","Non-ELL",179,2397,2451,54,"41.9%","67.1%"
"=""0950011""","New London School District",4,"Math","ELL",70,2361,2396,36,"20.0%","53.2%"
"=""0950011""","New London School District",4,"Math","Non-ELL",181,2411,2439,27,"21.0%","46.8%"
"=""0950011""","New London School District",5,"ELA","ELL",47,2344,2395,51,"31.9%","55.1%"
"=""0950011""","New London School District",5,"ELA","Non-ELL",203,2440,2492,52,"41.4%","67.4%"
"=""0950011""","New London School District",5,"Math","ELL",48,2375,2389,14,"20.8%","44.5%"
"=""0950011""","New London School District",5,"Math","Non-ELL",203,2441,2464,23,"33.0%","55.3%"
"=""0950011""","New London School District",6,"ELA","ELL",36,2385,2401,16,"16.7%","36.3%"
"=""0950011""","New London School District",6,"ELA","Non-ELL",149,2488,2478,-10,"16.8%","31.4%"
"=""0950011""","New London School District",6,"Math","ELL",39,2405,2406,1,"17.9%","34.7%"
"=""0950011""","New London School District",6,"Math","Non-ELL",149,2458,2471,12,"26.2%","48.1%"
"=""0950011""","New London School District",7,"ELA","ELL",28,2401,2413,12,"17.9%","41.0%"
"=""0950011""","New London School District",7,"ELA","Non-ELL",137,2480,2496,16,"29.2%","47.3%"
"=""0950011""","New London School District",7,"Math","ELL",29,2386,2424,37,"48.3%","65.6%"
"=""0950011""","New London School District",7,"Math","Non-ELL",139,2468,2493,26,"36.0%","57.6%"
"=""0950011""","New London School District",8,"ELA","ELL",23,2423,2442,18,"17.4%","37.7%"
"=""0950011""","New London School District",8,"ELA","Non-ELL",126,2509,2525,16,"30.2%","48.7%"
"=""0950011""","New London School District",8,"Math","ELL",29,2389,2397,8,"31.0%","43.6%"
"=""0950011""","New London School District",8,"Math","Non-ELL",125,2487,2485,-2,"20.8%","38.7%"
"=""0960011""","New Milford School District",4,"ELA","ELL","*","*","*","*","*","*"
"=""0960011""","New Milford School District",4,"ELA","Non-ELL","*",2446,2477,31,"31.1%","56.1%"
"=""0960011""","New Milford School District",4,"Math","ELL",6,"*","*","*","*","*"
"=""0960011""","New Milford School District",4,"Math","Non-ELL",283,2437,2489,51,"45.6%","74.2%"
"=""0960011""","New Milford School District",5,"ELA","ELL",15,"*","*","*","*","*"
"=""0960011""","New Milford School District",5,"ELA","Non-ELL",282,2475,2523,48,"46.1%","69.3%"
"=""0960011""","New Milford School District",5,"Math","ELL",15,"*","*","*","*","*"
"=""0960011""","New Milford School District",5,"Math","Non-ELL",282,2471,2523,52,"61.0%","83.2%"
"=""0960011""","New Milford School District",6,"ELA","ELL",8,"*","*","*","*","*"
"=""0960011""","New Milford School District",6,"ELA","Non-ELL",298,2514,2541,27,"38.9%","57.6%"
"=""0960011""","New Milford School District",6,"Math","ELL",8,"*","*","*","*","*"
"=""0960011""","New Milford School District",6,"Math","Non-ELL",288,2500,2522,22,"36.8%","55.8%"
"=""0960011""","New Milford School District",7,"ELA","ELL",7,"*","*","*","*","*"
"=""0960011""","New Milford School District",7,"ELA","Non-ELL",285,2530,2577,46,"49.8%","69.3%"
"=""0960011""","New Milford School District",7,"Math","ELL",7,"*","*","*","*","*"
"=""0960011""","New Milford School District",7,"Math","Non-ELL",276,2531,2566,36,"51.8%","71.4%"
"=""0960011""","New Milford School District",8,"ELA","ELL","*","*","*","*","*","*"
"=""0960011""","New Milford School District",8,"ELA","Non-ELL","*",2532,2551,19,"34.9%","52.9%"
"=""0960011""","New Milford School District",8,"Math","ELL","*","*","*","*","*","*"
"=""0960011""","New Milford School District",8,"Math","Non-ELL","*",2543,2535,-9,"26.0%","38.0%"
"=""0940011""","Newington School District",4,"ELA","ELL",13,"*","*","*","*","*"
"=""0940011""","Newington School District",4,"ELA","Non-ELL",280,2461,2508,47,"45.0%","70.6%"
"=""0940011""","Newington School District",4,"Math","ELL",13,"*","*","*","*","*"
"=""0940011""","Newington School District",4,"Math","Non-ELL",279,2469,2508,39,"38.0%","65.4%"
"=""0940011""","Newington School District",5,"ELA","ELL",7,"*","*","*","*","*"
"=""0940011""","Newington School District",5,"ELA","Non-ELL",288,2486,2510,24,"30.9%","50.9%"
"=""0940011""","Newington School District",5,"Math","ELL",8,"*","*","*","*","*"
"=""0940011""","Newington School District",5,"Math","Non-ELL",288,2490,2504,15,"30.9%","49.1%"
"=""0940011""","Newington School District",6,"ELA","ELL","*","*","*","*","*","*"
"=""0940011""","Newington School District",6,"ELA","Non-ELL","*",2513,2542,29,"38.2%","62.0%"
"=""0940011""","Newington School District",6,"Math","ELL","*","*","*","*","*","*"
"=""0940011""","Newington School District",6,"Math","Non-ELL","*",2514,2546,32,"49.3%","67.3%"
"=""0940011""","Newington School District",7,"ELA","ELL","*","*","*","*","*","*"
"=""0940011""","Newington School District",7,"ELA","Non-ELL","*",2531,2564,33,"41.8%","61.6%"
"=""0940011""","Newington School District",7,"Math","ELL","*","*","*","*","*","*"
"=""0940011""","Newington School District",7,"Math","Non-ELL","*",2554,2563,9,"32.9%","50.7%"
"=""0940011""","Newington School District",8,"ELA","ELL","*","*","*","*","*","*"
"=""0940011""","Newington School District",8,"ELA","Non-ELL","*",2559,2571,12,"31.6%","47.2%"
"=""0940011""","Newington School District",8,"Math","ELL","*","*","*","*","*","*"
"=""0940011""","Newington School District",8,"Math","Non-ELL","*",2561,2567,6,"37.1%","50.0%"
"=""0970011""","Newtown School District",4,"ELA","Non-ELL",284,2468,2522,54,"51.1%","75.5%"
"=""0970011""","Newtown School District",4,"Math","ELL","*","*","*","*","*","*"
"=""0970011""","Newtown School District",4,"Math","Non-ELL","*",2459,2516,56,"50.7%","78.4%"
"=""0970011""","Newtown School District",5,"ELA","ELL","*","*","*","*","*","*"
"=""0970011""","Newtown School District",5,"ELA","Non-ELL","*",2516,2555,40,"49.2%","67.2%"
"=""0970011""","Newtown School District",5,"Math","ELL","*","*","*","*","*","*"
"=""0970011""","Newtown School District",5,"Math","Non-ELL","*",2497,2552,54,"65.0%","86.9%"
"=""0970011""","Newtown School District",6,"ELA","ELL","*","*","*","*","*","*"
"=""0970011""","Newtown School District",6,"ELA","Non-ELL","*",2544,2571,27,"40.7%","60.6%"
"=""0970011""","Newtown School District",6,"Math","ELL","*","*","*","*","*","*"
"=""0970011""","Newtown School District",6,"Math","Non-ELL","*",2526,2590,64,"74.2%","90.0%"
"=""0970011""","Newtown School District",7,"ELA","Non-ELL",370,2576,2600,24,"41.4%","58.2%"
"=""0970011""","Newtown School District",7,"Math","Non-ELL",369,2589,2618,28,"57.2%","73.6%"
"=""0970011""","Newtown School District",8,"ELA","Non-ELL",396,2608,2629,21,"48.0%","61.5%"
"=""0970011""","Newtown School District",8,"Math","Non-ELL",394,2612,2634,22,"49.5%","64.6%"
"=""0980011""","Norfolk School District",4,"ELA","Non-ELL",16,"*","*","*","*","*"
"=""0980011""","Norfolk School District",4,"Math","Non-ELL",16,"*","*","*","*","*"
"=""0980011""","Norfolk School District",5,"ELA","Non-ELL",10,"*","*","*","*","*"
"=""0980011""","Norfolk School District",5,"Math","Non-ELL",10,"*","*","*","*","*"
"=""0980011""","Norfolk School District",6,"ELA","Non-ELL",18,"*","*","*","*","*"
"=""0980011""","Norfolk School District",6,"Math","Non-ELL",18,"*","*","*","*","*"
"=""0990011""","North Branford School District",4,"ELA","ELL","*","*","*","*","*","*"
"=""0990011""","North Branford School District",4,"ELA","Non-ELL","*",2452,2497,45,"38.7%","65.0%"
"=""0990011""","North Branford School District",4,"Math","ELL","*","*","*","*","*","*"
"=""0990011""","North Branford School District",4,"Math","Non-ELL","*",2445,2488,43,"36.3%","65.6%"
"=""0990011""","North Branford School District",5,"ELA","ELL","*","*","*","*","*","*"
"=""0990011""","North Branford School District",5,"ELA","Non-ELL","*",2488,2533,45,"46.0%","65.7%"
"=""0990011""","North Branford School District",5,"Math","ELL","*","*","*","*","*","*"
"=""0990011""","North Branford School District",5,"Math","Non-ELL","*",2471,2528,57,"65.5%","86.4%"
"=""0990011""","North Branford School District",6,"ELA","ELL","*","*","*","*","*","*"
"=""0990011""","North Branford School District",6,"ELA","Non-ELL","*",2535,2554,18,"41.2%","57.0%"
"=""0990011""","North Branford School District",6,"Math","ELL","*","*","*","*","*","*"
"=""0990011""","North Branford School District",6,"Math","Non-ELL","*",2514,2543,29,"44.9%","65.1%"
"=""0990011""","North Branford School District",7,"ELA","ELL","*","*","*","*","*","*"
"=""0990011""","North Branford School District",7,"ELA","Non-ELL","*",2521,2564,43,"44.9%","66.0%"
"=""0990011""","North Branford School District",7,"Math","ELL","*","*","*","*","*","*"
"=""0990011""","North Branford School District",7,"Math","Non-ELL","*",2529,2542,13,"33.8%","52.2%"
"=""0990011""","North Branford School District",8,"ELA","Non-ELL",153,2540,2572,32,"44.4%","67.1%"
"=""0990011""","North Branford School District",8,"Math","Non-ELL",152,2528,2557,30,"47.4%","62.8%"
"=""1000011""","North Canaan School District",4,"ELA","ELL","*","*","*","*","*","*"
"=""1000011""","North Canaan School District",4,"ELA","Non-ELL","*","*","*","*","*","*"
"=""1000011""","North Canaan School District",4,"Math","ELL","*","*","*","*","*","*"
"=""1000011""","North Canaan School District",4,"Math","Non-ELL","*","*","*","*","*","*"
"=""1000011""","North Canaan School District",5,"ELA","Non-ELL",19,"*","*","*","*","*"
"=""1000011""","North Canaan School District",5,"Math","Non-ELL",19,"*","*","*","*","*"
"=""1000011""","North Canaan School District",6,"ELA","Non-ELL",30,2518,2548,30,"43.3%","66.6%"
"=""1000011""","North Canaan School District",6,"Math","Non-ELL",30,2508,2542,34,"46.7%","72.5%"
"=""1000011""","North Canaan School District",7,"ELA","Non-ELL",24,2533,2602,70,"79.2%","93.6%"
"=""1000011""","North Canaan School District",7,"Math","Non-ELL",24,2554,2598,44,"58.3%","79.8%"
"=""1000011""","North Canaan School District",8,"ELA","Non-ELL",18,"*","*","*","*","*"
"=""1000011""","North Canaan School District",8,"Math","Non-ELL",18,"*","*","*","*","*"
"=""1010011""","North Haven School District",4,"ELA","ELL","*","*","*","*","*","*"
"=""1010011""","North Haven School District",4,"ELA","Non-ELL","*",2455,2530,75,"66.5%","87.6%"
"=""1010011""","North Haven School District",4,"Math","ELL","*","*","*","*","*","*"
"=""1010011""","North Haven School District",4,"Math","Non-ELL","*",2441,2509,68,"61.4%","89.9%"
"=""1010011""","North Haven School District",5,"ELA","ELL","*","*","*","*","*","*"
"=""1010011""","North Haven School District",5,"ELA","Non-ELL","*",2488,2548,60,"55.1%","81.3%"
"=""1010011""","North Haven School District",5,"Math","ELL","*","*","*","*","*","*"
"=""1010011""","North Haven School District",5,"Math","Non-ELL","*",2483,2534,51,"58.5%","84.7%"
"=""1010011""","North Haven School District",6,"ELA","ELL","*","*","*","*","*","*"
"=""1010011""","North Haven School District",6,"ELA","Non-ELL","*",2510,2562,51,"57.5%","79.1%"
"=""1010011""","North Haven School District",6,"Math","ELL","*","*","*","*","*","*"
"=""1010011""","North Haven School District",6,"Math","Non-ELL","*",2497,2556,58,"64.9%","87.1%"
"=""1010011""","North Haven School District",7,"ELA","ELL","*","*","*","*","*","*"
"=""1010011""","North Haven School District",7,"ELA","Non-ELL","*",2513,2593,80,"75.4%","92.2%"
"=""1010011""","North Haven School District",7,"Math","ELL","*","*","*","*","*","*"
"=""1010011""","North Haven School District",7,"Math","Non-ELL","*",2509,2590,81,"86.5%","100.0%"
"=""1010011""","North Haven School District",8,"ELA","Non-ELL",243,2522,2620,98,"82.3%","97.8%"
"=""1010011""","North Haven School District",8,"Math","Non-ELL",243,2532,2608,75,"77.4%","92.2%"
"=""1020011""","North Stonington School District",4,"ELA","Non-ELL",44,2500,2544,44,"52.3%","74.0%"
"=""1020011""","North Stonington School District",4,"Math","Non-ELL",44,2526,2572,46,"56.8%","74.6%"
"=""1020011""","North Stonington School District",5,"ELA","Non-ELL",56,2544,2605,60,"73.2%","90.5%"
"=""1020011""","North Stonington School District",5,"Math","Non-ELL",56,2547,2605,58,"76.8%","94.9%"
"=""1020011""","North Stonington School District",6,"ELA","Non-ELL",57,2546,2536,-9,"21.1%","34.7%"
"=""1020011""","North Stonington School District",6,"Math","Non-ELL",57,2537,2535,-2,"15.8%","29.3%"
"=""1020011""","North Stonington School District",7,"ELA","Non-ELL",58,2534,2586,52,"63.8%","77.5%"
"=""1020011""","North Stonington School District",7,"Math","Non-ELL",58,2525,2560,35,"48.3%","70.4%"
"=""1020011""","North Stonington School District",8,"ELA","Non-ELL",49,2585,2602,17,"34.7%","53.8%"
"=""1020011""","North Stonington School District",8,"Math","Non-ELL",49,2562,2596,34,"51.0%","70.9%"
"=""1030011""","Norwalk School District",4,"ELA","ELL",124,2344,2397,53,"33.1%","61.9%"
"=""1030011""","Norwalk School District",4,"ELA","Non-ELL",689,2435,2487,52,"43.5%","67.8%"
"=""1030011""","Norwalk School District",4,"Math","ELL",138,2374,2417,43,"29.7%","63.2%"
"=""1030011""","Norwalk School District",4,"Math","Non-ELL",690,2429,2484,55,"45.8%","76.9%"
"=""1030011""","Norwalk School District",5,"ELA","ELL",111,2382,2415,33,"18.9%","48.3%"
"=""1030011""","Norwalk School District",5,"ELA","Non-ELL",641,2488,2522,34,"34.6%","59.2%"
"=""1030011""","Norwalk School District",5,"Math","ELL",126,2403,2420,17,"33.3%","50.9%"
"=""1030011""","Norwalk School District",5,"Math","Non-ELL",640,2476,2501,25,"37.0%","58.1%"
"=""1030011""","Norwalk School District",6,"ELA","ELL",70,2392,2416,24,"28.6%","51.4%"
"=""1030011""","Norwalk School District",6,"ELA","Non-ELL",718,2511,2525,13,"28.7%","47.4%"
"=""1030011""","Norwalk School District",6,"Math","ELL",81,2387,2391,5,"25.9%","40.4%"
"=""1030011""","Norwalk School District",6,"Math","Non-ELL",716,2492,2499,8,"25.6%","43.5%"
"=""1030011""","Norwalk School District",7,"ELA","ELL",78,2407,2445,38,"26.9%","56.7%"
"=""1030011""","Norwalk School District",7,"ELA","Non-ELL",697,2529,2562,33,"42.0%","61.2%"
"=""1030011""","Norwalk School District",7,"Math","ELL",88,2379,2412,32,"40.9%","59.2%"
"=""1030011""","Norwalk School District",7,"Math","Non-ELL",695,2499,2528,29,"45.2%","64.9%"
"=""1030011""","Norwalk School District",8,"ELA","ELL",52,2418,2452,34,"25.0%","52.5%"
"=""1030011""","Norwalk School District",8,"ELA","Non-ELL",669,2537,2557,19,"35.0%","53.0%"
"=""1030011""","Norwalk School District",8,"Math","ELL",71,2393,2427,34,"46.5%","60.0%"
"=""1030011""","Norwalk School District",8,"Math","Non-ELL",670,2501,2517,16,"34.8%","52.4%"
"=""1040011""","Norwich School District",4,"ELA","ELL",41,2333,2393,60,"39.0%","69.4%"
"=""1040011""","Norwich School District",4,"ELA","Non-ELL",282,2377,2438,61,"43.3%","68.0%"
"=""1040011""","Norwich School District",4,"Math","ELL",48,2352,2409,57,"37.5%","72.1%"
"=""1040011""","Norwich School District",4,"Math","Non-ELL",283,2380,2437,56,"42.4%","72.1%"
"=""1040011""","Norwich School District",5,"ELA","ELL",35,2352,2404,52,"37.1%","63.4%"
"=""1040011""","Norwich School District",5,"ELA","Non-ELL",288,2429,2485,57,"44.4%","68.0%"
"=""1040011""","Norwich School District",5,"Math","ELL",39,2372,2407,35,"43.6%","59.0%"
"=""1040011""","Norwich School District",5,"Math","Non-ELL",289,2432,2462,31,"37.0%","61.8%"
"=""1040011""","Norwich School District",6,"ELA","ELL",40,2392,2423,31,"30.0%","55.8%"
"=""1040011""","Norwich School District",6,"ELA","Non-ELL",268,2466,2493,27,"31.7%","53.1%"
"=""1040011""","Norwich School District",6,"Math","ELL",40,2382,2384,2,"30.0%","45.7%"
"=""1040011""","Norwich School District",6,"Math","Non-ELL",268,2453,2477,23,"38.8%","58.0%"
"=""1040011""","Norwich School District",7,"ELA","ELL",38,2391,2449,58,"47.4%","70.9%"
"=""1040011""","Norwich School District",7,"ELA","Non-ELL",293,2484,2514,30,"35.8%","58.3%"
"=""1040011""","Norwich School District",7,"Math","ELL",42,2396,2427,31,"45.2%","65.7%"
"=""1040011""","Norwich School District",7,"Math","Non-ELL",294,2467,2489,22,"36.7%","56.7%"
"=""1040011""","Norwich School District",8,"ELA","ELL",22,2406,2429,23,"22.7%","42.6%"
"=""1040011""","Norwich School District",8,"ELA","Non-ELL",322,2504,2529,25,"35.1%","53.9%"
"=""1040011""","Norwich School District",8,"Math","ELL",23,2372,2433,61,"47.8%","61.9%"
"=""1040011""","Norwich School District",8,"Math","Non-ELL",317,2486,2501,15,"32.5%","49.9%"
"=""2630013""","Odyssey Community School District",4,"ELA","ELL","*","*","*","*","*","*"
"=""2630013""","Odyssey Community School District",4,"ELA","Non-ELL","*",2427,2483,56,"48.6%","74.9%"
"=""2630013""","Odyssey Community School District",4,"Math","ELL","*","*","*","*","*","*"
"=""2630013""","Odyssey Community School District",4,"Math","Non-ELL","*",2419,2469,49,"29.7%","70.9%"
"=""2630013""","Odyssey Community School District",5,"ELA","ELL","*","*","*","*","*","*"
"=""2630013""","Odyssey Community School District",5,"ELA","Non-ELL","*",2474,2504,30,"26.5%","53.0%"
"=""2630013""","Odyssey Community School District",5,"Math","ELL","*","*","*","*","*","*"
"=""2630013""","Odyssey Community School District",5,"Math","Non-ELL","*",2487,2461,-26,"0.0%","12.2%"
"=""2630013""","Odyssey Community School District",6,"ELA","Non-ELL",33,2494,2541,47,"48.5%","72.4%"
"=""2630013""","Odyssey Community School District",6,"Math","Non-ELL",33,2474,2505,31,"48.5%","62.1%"
"=""2630013""","Odyssey Community School District",7,"ELA","Non-ELL",31,2511,2559,48,"41.9%","70.3%"
"=""2630013""","Odyssey Community School District",7,"Math","Non-ELL",31,2490,2550,60,"67.7%","92.4%"
"=""2630013""","Odyssey Community School District",8,"ELA","Non-ELL",37,2574,2581,7,"18.9%","41.3%"
"=""2630013""","Odyssey Community School District",8,"Math","Non-ELL",37,2551,2548,-2,"27.0%","39.5%"
"=""1060011""","Old Saybrook School District",4,"ELA","ELL","*","*","*","*","*","*"
"=""1060011""","Old Saybrook School District",4,"ELA","Non-ELL","*",2457,2502,46,"38.1%","68.1%"
"=""1060011""","Old Saybrook School District",4,"Math","ELL","*","*","*","*","*","*"
"=""1060011""","Old Saybrook School District",4,"Math","Non-ELL","*",2442,2523,81,"72.9%","100.0%"
"=""1060011""","Old Saybrook School District",5,"ELA","ELL","*","*","*","*","*","*"
"=""1060011""","Old Saybrook School District",5,"ELA","Non-ELL","*",2515,2551,36,"42.7%","61.1%"
"=""1060011""","Old Saybrook School District",5,"Math","ELL","*","*","*","*","*","*"
"=""1060011""","Old Saybrook School District",5,"Math","Non-ELL","*",2514,2556,42,"54.7%","80.8%"
"=""1060011""","Old Saybrook School District",6,"ELA","ELL","*","*","*","*","*","*"
"=""1060011""","Old Saybrook School District",6,"ELA","Non-ELL","*",2534,2562,28,"46.9%","63.8%"
"=""1060011""","Old Saybrook School District",6,"Math","ELL","*","*","*","*","*","*"
"=""1060011""","Old Saybrook School District",6,"Math","Non-ELL","*",2517,2531,14,"28.1%","48.4%"
"=""1060011""","Old Saybrook School District",7,"ELA","Non-ELL",104,2577,2595,18,"39.4%","56.5%"
"=""1060011""","Old Saybrook School District",7,"Math","Non-ELL",105,2528,2579,50,"64.8%","86.4%"
"=""1060011""","Old Saybrook School District",8,"ELA","ELL","*","*","*","*","*","*"
"=""1060011""","Old Saybrook School District",8,"ELA","Non-ELL","*",2581,2620,39,"56.9%","74.4%"
"=""1060011""","Old Saybrook School District",8,"Math","ELL","*","*","*","*","*","*"
"=""1060011""","Old Saybrook School District",8,"Math","Non-ELL","*",2571,2574,4,"28.9%","42.7%"
"=""1070011""","Orange School District",4,"ELA","ELL","*","*","*","*","*","*"
"=""1070011""","Orange School District",4,"ELA","Non-ELL","*",2464,2527,63,"58.6%","82.8%"
"=""1070011""","Orange School District",4,"Math","ELL","*","*","*","*","*","*"
"=""1070011""","Orange School District",4,"Math","Non-ELL","*",2460,2508,48,"40.4%","72.6%"
"=""1070011""","Orange School District",5,"ELA","ELL","*","*","*","*","*","*"
"=""1070011""","Orange School District",5,"ELA","Non-ELL","*",2520,2566,46,"50.0%","71.6%"
"=""1070011""","Orange School District",5,"Math","ELL","*","*","*","*","*","*"
"=""1070011""","Orange School District",5,"Math","Non-ELL","*",2517,2550,34,"49.7%","71.4%"
"=""1070011""","Orange School District",6,"ELA","Non-ELL",192,2570,2603,34,"53.1%","68.6%"
"=""1070011""","Orange School District",6,"Math","ELL","*","*","*","*","*","*"
"=""1070011""","Orange School District",6,"Math","Non-ELL","*",2553,2593,40,"58.5%","77.9%"
"=""1080011""","Oxford School District",4,"ELA","ELL",6,"*","*","*","*","*"
"=""1080011""","Oxford School District",4,"ELA","Non-ELL",141,2469,2504,35,"41.1%","62.3%"
"=""1080011""","Oxford School District",4,"Math","ELL",6,"*","*","*","*","*"
"=""1080011""","Oxford School District",4,"Math","Non-ELL",141,2464,2512,48,"40.4%","70.7%"
"=""1080011""","Oxford School District",5,"ELA","ELL","*","*","*","*","*","*"
"=""1080011""","Oxford School District",5,"ELA","Non-ELL","*",2509,2550,41,"43.3%","65.1%"
"=""1080011""","Oxford School District",5,"Math","ELL","*","*","*","*","*","*"
"=""1080011""","Oxford School District",5,"Math","Non-ELL","*",2501,2533,32,"44.8%","68.4%"
"=""1080011""","Oxford School District",6,"ELA","ELL","*","*","*","*","*","*"
"=""1080011""","Oxford School District",6,"ELA","Non-ELL","*",2550,2549,-1,"23.6%","36.4%"
"=""1080011""","Oxford School District",6,"Math","ELL","*","*","*","*","*","*"
"=""1080011""","Oxford School District",6,"Math","Non-ELL","*",2511,2545,34,"40.3%","67.6%"
"=""1080011""","Oxford School District",7,"ELA","Non-ELL",157,2554,2584,30,"48.4%","65.4%"
"=""1080011""","Oxford School District",7,"Math","Non-ELL",157,2512,2562,50,"69.4%","87.4%"
"=""1080011""","Oxford School District",8,"ELA","Non-ELL",159,2567,2589,22,"39.6%","55.7%"
"=""1080011""","Oxford School District",8,"Math","Non-ELL",159,2535,2555,20,"43.4%","58.6%"
"=""2830013""","Park City Prep Charter School District",5,"ELA","ELL","*","*","*","*","*","*"
"=""2830013""","Park City Prep Charter School District",5,"ELA","Non-ELL","*",2405,2469,64,"47.1%","72.6%"
"=""2830013""","Park City Prep Charter School District",5,"Math","ELL","*","*","*","*","*","*"
"=""2830013""","Park City Prep Charter School District",5,"Math","Non-ELL","*",2396,2453,57,"64.4%","85.8%"
"=""2830013""","Park City Prep Charter School District",6,"ELA","ELL","*","*","*","*","*","*"
"=""2830013""","Park City Prep Charter School District",6,"ELA","Non-ELL","*",2422,2461,39,"36.0%","59.7%"
"=""2830013""","Park City Prep Charter School District",6,"Math","ELL","*","*","*","*","*","*"
"=""2830013""","Park City Prep Charter School District",6,"Math","Non-ELL","*",2406,2444,38,"50.6%","72.4%"
"=""2830013""","Park City Prep Charter School District",7,"ELA","ELL","*","*","*","*","*","*"
"=""2830013""","Park City Prep Charter School District",7,"ELA","Non-ELL","*",2483,2551,68,"59.5%","81.1%"
"=""2830013""","Park City Prep Charter School District",7,"Math","ELL","*","*","*","*","*","*"
"=""2830013""","Park City Prep Charter School District",7,"Math","Non-ELL","*",2474,2514,40,"48.1%","69.6%"
"=""2830013""","Park City Prep Charter School District",8,"ELA","Non-ELL",81,2531,2578,47,"43.2%","69.7%"
"=""2830013""","Park City Prep Charter School District",8,"Math","Non-ELL",81,2517,2573,56,"67.9%","80.7%"
"=""1090011""","Plainfield School District",4,"ELA","Non-ELL",158,2437,2482,45,"38.6%","64.3%"
"=""1090011""","Plainfield School District",4,"Math","Non-ELL",158,2431,2478,47,"37.3%","71.4%"
"=""1090011""","Plainfield School District",5,"ELA","Non-ELL",150,2465,2504,39,"36.0%","60.1%"
"=""1090011""","Plainfield School District",5,"Math","Non-ELL",151,2460,2493,34,"39.7%","65.8%"
"=""1090011""","Plainfield School District",6,"ELA","ELL","*","*","*","*","*","*"
"=""1090011""","Plainfield School District",6,"ELA","Non-ELL","*",2497,2565,68,"63.8%","87.7%"
"=""1090011""","Plainfield School District",6,"Math","ELL","*","*","*","*","*","*"
"=""1090011""","Plainfield School District",6,"Math","Non-ELL","*",2472,2540,68,"72.5%","93.5%"
"=""1090011""","Plainfield School District",7,"ELA","ELL","*","*","*","*","*","*"
"=""1090011""","Plainfield School District",7,"ELA","Non-ELL","*",2508,2555,46,"50.3%","70.5%"
"=""1090011""","Plainfield School District",7,"Math","ELL","*","*","*","*","*","*"
