"Smarter Balanced Growth Report, 2015-16"
"All Districts, Free/Reduced Price Meal Eligibility (2-level)"

"District Code","District","Subject","Free/Reduced Price Meal Eligibility (2-level)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""2690013""","The Bridge Academy District","Math","Eligible For Lunch",89,"50.6%","71.5%"
"=""2690013""","The Bridge Academy District","Math","Not Eligible For Lunch",8,"*","*"
"=""9020022""","The Gilbert School District","ELA","Eligible For Lunch",72,"27.8%","42.2%"
"=""9020022""","The Gilbert School District","ELA","Not Eligible For Lunch",85,"27.1%","45.0%"
"=""9020022""","The Gilbert School District","Math","Eligible For Lunch",72,"33.3%","50.8%"
"=""9020022""","The Gilbert School District","Math","Not Eligible For Lunch",84,"41.7%","57.8%"
"=""1400011""","Thomaston School District","ELA","Eligible For Lunch",89,"32.6%","57.8%"
"=""1400011""","Thomaston School District","ELA","Not Eligible For Lunch",283,"42.0%","66.5%"
"=""1400011""","Thomaston School District","Math","Eligible For Lunch",89,"36.0%","57.3%"
"=""1400011""","Thomaston School District","Math","Not Eligible For Lunch",285,"38.2%","60.9%"
"=""1410011""","Thompson School District","ELA","Eligible For Lunch",143,"17.5%","41.7%"
"=""1410011""","Thompson School District","ELA","Not Eligible For Lunch",228,"29.8%","46.3%"
"=""1410011""","Thompson School District","Math","Eligible For Lunch",143,"26.6%","47.3%"
"=""1410011""","Thompson School District","Math","Not Eligible For Lunch",226,"27.9%","50.0%"
"=""1420011""","Tolland School District","ELA","Eligible For Lunch",84,"36.9%","59.2%"
"=""1420011""","Tolland School District","ELA","Not Eligible For Lunch",923,"46.6%","65.0%"
"=""1420011""","Tolland School District","Math","Eligible For Lunch",84,"40.5%","62.2%"
"=""1420011""","Tolland School District","Math","Not Eligible For Lunch",923,"49.4%","70.7%"
"=""1430011""","Torrington School District","ELA","Eligible For Lunch",779,"30.8%","51.4%"
"=""1430011""","Torrington School District","ELA","Not Eligible For Lunch",722,"31.0%","51.7%"
"=""1430011""","Torrington School District","Math","Eligible For Lunch",780,"30.4%","51.3%"
"=""1430011""","Torrington School District","Math","Not Eligible For Lunch",719,"33.0%","55.5%"
"=""2780013""","Trailblazers Academy District","ELA","Eligible For Lunch","*","20.6%","40.4%"
"=""2780013""","Trailblazers Academy District","ELA","Not Eligible For Lunch","*","*","*"
"=""2780013""","Trailblazers Academy District","Math","Eligible For Lunch","*","20.8%","35.5%"
"=""2780013""","Trailblazers Academy District","Math","Not Eligible For Lunch","*","*","*"
"=""1440011""","Trumbull School District","ELA","Eligible For Lunch",216,"60.2%","80.1%"
"=""1440011""","Trumbull School District","ELA","Not Eligible For Lunch",2125,"69.6%","87.2%"
"=""1440011""","Trumbull School District","Math","Eligible For Lunch",218,"56.0%","80.7%"
"=""1440011""","Trumbull School District","Math","Not Eligible For Lunch",2128,"71.0%","89.8%"
"=""3470015""","Unified School District #2","ELA","Eligible For Lunch","*","*","*"
"=""3470015""","Unified School District #2","Math","Eligible For Lunch","*","*","*"
"=""1450011""","Union School District","ELA","Not Eligible For Lunch",39,"46.2%","63.9%"
"=""1450011""","Union School District","Math","Not Eligible For Lunch",39,"56.4%","73.9%"
"=""1460011""","Vernon School District","ELA","Eligible For Lunch",509,"34.8%","56.3%"
"=""1460011""","Vernon School District","ELA","Not Eligible For Lunch",566,"45.2%","64.6%"
"=""1460011""","Vernon School District","Math","Eligible For Lunch",509,"38.3%","60.8%"
"=""1460011""","Vernon School District","Math","Not Eligible For Lunch",563,"46.9%","70.9%"
"=""1470011""","Voluntown School District","ELA","Eligible For Lunch",32,"31.3%","50.5%"
"=""1470011""","Voluntown School District","ELA","Not Eligible For Lunch",112,"38.4%","60.7%"
"=""1470011""","Voluntown School District","Math","Eligible For Lunch",32,"40.6%","71.6%"
"=""1470011""","Voluntown School District","Math","Not Eligible For Lunch",112,"52.7%","76.2%"
"=""1480011""","Wallingford School District","ELA","Eligible For Lunch",427,"37.5%","61.4%"
"=""1480011""","Wallingford School District","ELA","Not Eligible For Lunch",1738,"46.0%","66.9%"
"=""1480011""","Wallingford School District","Math","Eligible For Lunch",429,"37.1%","58.7%"
"=""1480011""","Wallingford School District","Math","Not Eligible For Lunch",1741,"38.2%","60.9%"
"=""1510011""","Waterbury School District","ELA","Eligible For Lunch",5250,"32.6%","56.9%"
"=""1510011""","Waterbury School District","ELA","Not Eligible For Lunch",1047,"36.3%","57.7%"
"=""1510011""","Waterbury School District","Math","Eligible For Lunch",5297,"29.5%","50.6%"
"=""1510011""","Waterbury School District","Math","Not Eligible For Lunch",1057,"35.6%","56.3%"
"=""1520011""","Waterford School District","ELA","Eligible For Lunch",208,"35.1%","58.6%"
"=""1520011""","Waterford School District","ELA","Not Eligible For Lunch",760,"46.6%","65.2%"
"=""1520011""","Waterford School District","Math","Eligible For Lunch",208,"34.1%","55.0%"
"=""1520011""","Waterford School District","Math","Not Eligible For Lunch",761,"49.5%","69.5%"
"=""1530011""","Watertown School District","ELA","Eligible For Lunch",296,"45.6%","67.7%"
"=""1530011""","Watertown School District","ELA","Not Eligible For Lunch",749,"45.7%","67.7%"
"=""1530011""","Watertown School District","Math","Eligible For Lunch",296,"33.1%","54.9%"
"=""1530011""","Watertown School District","Math","Not Eligible For Lunch",749,"38.2%","61.1%"
"=""1550011""","West Hartford School District","ELA","Eligible For Lunch",692,"31.5%","54.9%"
"=""1550011""","West Hartford School District","ELA","Not Eligible For Lunch",2806,"47.5%","64.4%"
"=""1550011""","West Hartford School District","Math","Eligible For Lunch",693,"34.3%","56.4%"
"=""1550011""","West Hartford School District","Math","Not Eligible For Lunch",2801,"48.8%","68.1%"
"=""1560011""","West Haven School District","ELA","Eligible For Lunch",1281,"36.4%","59.1%"
"=""1560011""","West Haven School District","ELA","Not Eligible For Lunch",722,"42.0%","64.7%"
"=""1560011""","West Haven School District","Math","Eligible For Lunch",1292,"46.1%","68.2%"
"=""1560011""","West Haven School District","Math","Not Eligible For Lunch",722,"48.6%","71.7%"
"=""1540011""","Westbrook School District","ELA","Eligible For Lunch",35,"54.3%","77.6%"
"=""1540011""","Westbrook School District","ELA","Not Eligible For Lunch",223,"49.8%","70.2%"
"=""1540011""","Westbrook School District","Math","Eligible For Lunch",36,"72.2%","89.5%"
"=""1540011""","Westbrook School District","Math","Not Eligible For Lunch",224,"58.9%","81.2%"
"=""1570011""","Weston School District","ELA","Eligible For Lunch",22,"50.0%","68.6%"
"=""1570011""","Weston School District","ELA","Not Eligible For Lunch",863,"49.2%","69.0%"
"=""1570011""","Weston School District","Math","Eligible For Lunch",22,"27.3%","47.8%"
"=""1570011""","Weston School District","Math","Not Eligible For Lunch",861,"46.8%","66.5%"
"=""1580011""","Westport School District","ELA","Eligible For Lunch",87,"40.2%","63.0%"
"=""1580011""","Westport School District","ELA","Not Eligible For Lunch",1976,"47.1%","63.9%"
"=""1580011""","Westport School District","Math","Eligible For Lunch",87,"34.5%","53.9%"
"=""1580011""","Westport School District","Math","Not Eligible For Lunch",1976,"51.3%","70.1%"
"=""1590011""","Wethersfield School District","ELA","Eligible For Lunch",238,"47.1%","68.6%"
"=""1590011""","Wethersfield School District","ELA","Not Eligible For Lunch",1045,"56.8%","75.2%"
"=""1590011""","Wethersfield School District","Math","Eligible For Lunch",239,"46.9%","70.3%"
"=""1590011""","Wethersfield School District","Math","Not Eligible For Lunch",1044,"62.7%","82.1%"
"=""1600011""","Willington School District","ELA","Eligible For Lunch",47,"48.9%","77.5%"
"=""1600011""","Willington School District","ELA","Not Eligible For Lunch",171,"47.4%","66.9%"
"=""1600011""","Willington School District","Math","Eligible For Lunch",47,"46.8%","72.5%"
"=""1600011""","Willington School District","Math","Not Eligible For Lunch",171,"45.6%","70.0%"
"=""1610011""","Wilton School District","ELA","Eligible For Lunch",24,"41.7%","54.4%"
"=""1610011""","Wilton School District","ELA","Not Eligible For Lunch",1567,"56.5%","75.0%"
"=""1610011""","Wilton School District","Math","Eligible For Lunch",24,"45.8%","71.2%"
"=""1610011""","Wilton School District","Math","Not Eligible For Lunch",1566,"60.2%","80.6%"
"=""1620011""","Winchester School District","ELA","Eligible For Lunch",122,"36.9%","59.8%"
"=""1620011""","Winchester School District","ELA","Not Eligible For Lunch",95,"44.2%","66.8%"
"=""1620011""","Winchester School District","Math","Eligible For Lunch",123,"37.4%","59.4%"
"=""1620011""","Winchester School District","Math","Not Eligible For Lunch",95,"33.7%","55.8%"
"=""1630011""","Windham School District","ELA","Eligible For Lunch",898,"40.8%","64.8%"
"=""1630011""","Windham School District","ELA","Not Eligible For Lunch",231,"55.8%","75.2%"
"=""1630011""","Windham School District","Math","Eligible For Lunch",903,"40.0%","62.3%"
"=""1630011""","Windham School District","Math","Not Eligible For Lunch",227,"52.9%","74.3%"
"=""1650011""","Windsor Locks School District","ELA","Eligible For Lunch",233,"38.2%","62.9%"
"=""1650011""","Windsor Locks School District","ELA","Not Eligible For Lunch",349,"46.7%","69.2%"
"=""1650011""","Windsor Locks School District","Math","Eligible For Lunch",226,"39.4%","59.2%"
"=""1650011""","Windsor Locks School District","Math","Not Eligible For Lunch",342,"50.3%","71.4%"
"=""1640011""","Windsor School District","ELA","Eligible For Lunch",381,"34.4%","54.5%"
"=""1640011""","Windsor School District","ELA","Not Eligible For Lunch",643,"35.9%","56.7%"
"=""1640011""","Windsor School District","Math","Eligible For Lunch",383,"34.2%","60.1%"
"=""1640011""","Windsor School District","Math","Not Eligible For Lunch",642,"43.0%","66.3%"
"=""1660011""","Wolcott School District","ELA","Eligible For Lunch",176,"38.6%","62.9%"
"=""1660011""","Wolcott School District","ELA","Not Eligible For Lunch",723,"45.9%","64.5%"
"=""1660011""","Wolcott School District","Math","Eligible For Lunch",176,"47.7%","70.8%"
"=""1660011""","Wolcott School District","Math","Not Eligible For Lunch",723,"50.6%","72.6%"
"=""1670011""","Woodbridge School District","ELA","Eligible For Lunch",27,"63.0%","85.3%"
"=""1670011""","Woodbridge School District","ELA","Not Eligible For Lunch",259,"64.5%","81.9%"
"=""1670011""","Woodbridge School District","Math","Eligible For Lunch",28,"64.3%","86.7%"
"=""1670011""","Woodbridge School District","Math","Not Eligible For Lunch",258,"65.9%","87.3%"
"=""1690011""","Woodstock School District","ELA","Eligible For Lunch",64,"42.2%","61.1%"
"=""1690011""","Woodstock School District","ELA","Not Eligible For Lunch",393,"42.2%","60.6%"
"=""1690011""","Woodstock School District","Math","Eligible For Lunch",64,"32.8%","58.3%"
"=""1690011""","Woodstock School District","Math","Not Eligible For Lunch",393,"37.9%","58.7%"

