"Smarter Balanced Growth Report, 2015-16"
"All Districts, Gender"

"",,,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""1020011""","North Stonington School District",4,"Math","Male",26,2542,2587,45,"61.5%","72.2%"
"=""1020011""","North Stonington School District",5,"ELA","Female",33,2550,2615,65,"75.8%","92.7%"
"=""1020011""","North Stonington School District",5,"ELA","Male",23,2537,2591,54,"69.6%","87.4%"
"=""1020011""","North Stonington School District",5,"Math","Female",33,2549,2606,57,"78.8%","96.0%"
"=""1020011""","North Stonington School District",5,"Math","Male",23,2543,2603,59,"73.9%","93.4%"
"=""1020011""","North Stonington School District",6,"ELA","Female",32,2553,2538,-16,"21.9%","32.7%"
"=""1020011""","North Stonington School District",6,"ELA","Male",25,2536,2534,-2,"20.0%","37.3%"
"=""1020011""","North Stonington School District",6,"Math","Female",32,2527,2522,-5,"15.6%","27.5%"
"=""1020011""","North Stonington School District",6,"Math","Male",25,2551,2553,2,"16.0%","31.6%"
"=""1020011""","North Stonington School District",7,"ELA","Female",26,2536,2576,40,"50.0%","60.9%"
"=""1020011""","North Stonington School District",7,"ELA","Male",32,2532,2594,61,"75.0%","91.0%"
"=""1020011""","North Stonington School District",7,"Math","Female",26,2520,2550,30,"38.5%","61.7%"
"=""1020011""","North Stonington School District",7,"Math","Male",32,2530,2568,39,"56.3%","77.5%"
"=""1020011""","North Stonington School District",8,"ELA","Female",16,"*","*","*","*","*"
"=""1020011""","North Stonington School District",8,"ELA","Male",33,2577,2593,16,"33.3%","49.1%"
"=""1020011""","North Stonington School District",8,"Math","Female",16,"*","*","*","*","*"
"=""1020011""","North Stonington School District",8,"Math","Male",33,2558,2589,31,"45.5%","67.5%"
"=""1030011""","Norwalk School District",4,"ELA","Female",396,2432,2482,50,"42.4%","67.2%"
"=""1030011""","Norwalk School District",4,"ELA","Male",417,2410,2464,54,"41.5%","66.5%"
"=""1030011""","Norwalk School District",4,"Math","Female",404,2418,2471,53,"40.6%","74.1%"
"=""1030011""","Norwalk School District",4,"Math","Male",424,2421,2474,53,"45.5%","75.1%"
"=""1030011""","Norwalk School District",5,"ELA","Female",381,2481,2517,36,"35.7%","61.3%"
"=""1030011""","Norwalk School District",5,"ELA","Male",371,2463,2495,32,"28.8%","53.8%"
"=""1030011""","Norwalk School District",5,"Math","Female",389,2461,2485,24,"34.7%","55.6%"
"=""1030011""","Norwalk School District",5,"Math","Male",377,2466,2490,24,"38.2%","58.3%"
"=""1030011""","Norwalk School District",6,"ELA","Female",387,2505,2518,13,"25.8%","45.9%"
"=""1030011""","Norwalk School District",6,"ELA","Male",401,2496,2512,16,"31.4%","49.6%"
"=""1030011""","Norwalk School District",6,"Math","Female",392,2473,2484,11,"27.8%","45.8%"
"=""1030011""","Norwalk School District",6,"Math","Male",405,2489,2492,3,"23.5%","40.7%"
"=""1030011""","Norwalk School District",7,"ELA","Female",371,2529,2562,32,"41.5%","61.9%"
"=""1030011""","Norwalk School District",7,"ELA","Male",404,2505,2540,35,"39.6%","59.7%"
"=""1030011""","Norwalk School District",7,"Math","Female",375,2484,2512,29,"44.3%","63.3%"
"=""1030011""","Norwalk School District",7,"Math","Male",408,2487,2517,31,"45.1%","65.1%"
"=""1030011""","Norwalk School District",8,"ELA","Female",344,2543,2567,23,"39.0%","57.6%"
"=""1030011""","Norwalk School District",8,"ELA","Male",377,2515,2533,18,"30.0%","48.8%"
"=""1030011""","Norwalk School District",8,"Math","Female",352,2495,2512,17,"35.5%","53.9%"
"=""1030011""","Norwalk School District",8,"Math","Male",389,2486,2504,19,"36.2%","52.3%"
"=""1040011""","Norwich School District",4,"ELA","Female",154,2381,2438,58,"41.6%","66.2%"
"=""1040011""","Norwich School District",4,"ELA","Male",169,2363,2426,63,"43.8%","70.0%"
"=""1040011""","Norwich School District",4,"Math","Female",159,2375,2428,53,"39.0%","70.1%"
"=""1040011""","Norwich School District",4,"Math","Male",172,2377,2437,60,"44.2%","73.9%"
"=""1040011""","Norwich School District",5,"ELA","Female",164,2434,2488,54,"42.7%","69.8%"
"=""1040011""","Norwich School District",5,"ELA","Male",159,2406,2464,59,"44.7%","65.2%"
"=""1040011""","Norwich School District",5,"Math","Female",167,2426,2455,29,"34.7%","57.2%"
"=""1040011""","Norwich School District",5,"Math","Male",161,2423,2457,33,"41.0%","66.0%"
"=""1040011""","Norwich School District",6,"ELA","Female",133,2476,2494,19,"25.6%","47.5%"
"=""1040011""","Norwich School District",6,"ELA","Male",175,2442,2476,34,"36.0%","58.0%"
"=""1040011""","Norwich School District",6,"Math","Female",134,2444,2467,23,"44.0%","60.0%"
"=""1040011""","Norwich School District",6,"Math","Male",174,2444,2463,19,"32.8%","53.6%"
"=""1040011""","Norwich School District",7,"ELA","Female",181,2487,2522,35,"39.2%","60.2%"
"=""1040011""","Norwich School District",7,"ELA","Male",150,2457,2489,31,"34.7%","59.2%"
"=""1040011""","Norwich School District",7,"Math","Female",181,2470,2490,21,"36.5%","57.5%"
"=""1040011""","Norwich School District",7,"Math","Male",155,2445,2470,25,"39.4%","58.2%"
"=""1040011""","Norwich School District",8,"ELA","Female",163,2509,2536,27,"35.0%","53.5%"
"=""1040011""","Norwich School District",8,"ELA","Male",181,2487,2511,24,"33.7%","52.9%"
"=""1040011""","Norwich School District",8,"Math","Female",163,2482,2499,18,"33.7%","52.6%"
"=""1040011""","Norwich School District",8,"Math","Male",177,2475,2493,19,"33.3%","49.0%"
"=""2630013""","Odyssey Community School District",4,"ELA","Female",17,"*","*","*","*","*"
"=""2630013""","Odyssey Community School District",4,"ELA","Male",21,2408,2471,62,"52.4%","78.2%"
"=""2630013""","Odyssey Community School District",4,"Math","Female",17,"*","*","*","*","*"
"=""2630013""","Odyssey Community School District",4,"Math","Male",21,2409,2462,52,"28.6%","73.0%"
"=""2630013""","Odyssey Community School District",5,"ELA","Female",17,"*","*","*","*","*"
"=""2630013""","Odyssey Community School District",5,"ELA","Male",19,"*","*","*","*","*"
"=""2630013""","Odyssey Community School District",5,"Math","Female",17,"*","*","*","*","*"
"=""2630013""","Odyssey Community School District",5,"Math","Male",19,"*","*","*","*","*"
"=""2630013""","Odyssey Community School District",6,"ELA","Female",19,"*","*","*","*","*"
"=""2630013""","Odyssey Community School District",6,"ELA","Male",14,"*","*","*","*","*"
"=""2630013""","Odyssey Community School District",6,"Math","Female",19,"*","*","*","*","*"
"=""2630013""","Odyssey Community School District",6,"Math","Male",14,"*","*","*","*","*"
"=""2630013""","Odyssey Community School District",7,"ELA","Female",13,"*","*","*","*","*"
"=""2630013""","Odyssey Community School District",7,"ELA","Male",18,"*","*","*","*","*"
"=""2630013""","Odyssey Community School District",7,"Math","Female",13,"*","*","*","*","*"
"=""2630013""","Odyssey Community School District",7,"Math","Male",18,"*","*","*","*","*"
"=""2630013""","Odyssey Community School District",8,"ELA","Female",17,"*","*","*","*","*"
"=""2630013""","Odyssey Community School District",8,"ELA","Male",20,2564,2568,3,"15.0%","35.8%"
"=""2630013""","Odyssey Community School District",8,"Math","Female",17,"*","*","*","*","*"
"=""2630013""","Odyssey Community School District",8,"Math","Male",20,2555,2555,1,"30.0%","42.6%"
"=""1060011""","Old Saybrook School District",4,"ELA","Female",46,2455,2496,41,"37.0%","68.4%"
"=""1060011""","Old Saybrook School District",4,"ELA","Male",53,2454,2507,53,"41.5%","69.4%"
"=""1060011""","Old Saybrook School District",4,"Math","Female",46,2417,2511,94,"84.8%","100.0%"
"=""1060011""","Old Saybrook School District",4,"Math","Male",52,2461,2531,70,"63.5%","96.4%"
"=""1060011""","Old Saybrook School District",5,"ELA","Female",43,2522,2562,40,"46.5%","63.1%"
"=""1060011""","Old Saybrook School District",5,"ELA","Male",40,2504,2537,32,"37.5%","59.7%"
"=""1060011""","Old Saybrook School District",5,"Math","Female",44,2514,2555,42,"52.3%","79.8%"
"=""1060011""","Old Saybrook School District",5,"Math","Male",43,2512,2553,41,"55.8%","81.1%"
"=""1060011""","Old Saybrook School District",6,"ELA","Female",45,2552,2575,23,"42.2%","62.3%"
"=""1060011""","Old Saybrook School District",6,"ELA","Male",53,2512,2545,33,"50.9%","64.9%"
"=""1060011""","Old Saybrook School District",6,"Math","Female",45,2512,2529,17,"28.9%","51.1%"
"=""1060011""","Old Saybrook School District",6,"Math","Male",53,2517,2525,8,"26.4%","44.2%"
"=""1060011""","Old Saybrook School District",7,"ELA","Female",52,2568,2594,26,"38.5%","60.4%"
"=""1060011""","Old Saybrook School District",7,"ELA","Male",52,2587,2596,10,"40.4%","52.5%"
"=""1060011""","Old Saybrook School District",7,"Math","Female",53,2516,2563,47,"58.5%","86.2%"
"=""1060011""","Old Saybrook School District",7,"Math","Male",52,2541,2595,54,"71.2%","86.6%"
"=""1060011""","Old Saybrook School District",8,"ELA","Female",53,2585,2631,46,"62.3%","84.2%"
"=""1060011""","Old Saybrook School District",8,"ELA","Male",64,2576,2610,33,"53.1%","66.8%"
"=""1060011""","Old Saybrook School District",8,"Math","Female",51,2566,2564,-2,"29.4%","39.8%"
"=""1060011""","Old Saybrook School District",8,"Math","Male",64,2571,2580,9,"28.1%","45.7%"
"=""1070011""","Orange School District",4,"ELA","Female",79,2473,2533,60,"58.2%","80.5%"
"=""1070011""","Orange School District",4,"ELA","Male",79,2454,2520,66,"58.2%","84.9%"
"=""1070011""","Orange School District",4,"Math","Female",80,2460,2503,43,"38.8%","68.1%"
"=""1070011""","Orange School District",4,"Math","Male",78,2460,2512,52,"42.3%","76.6%"
"=""1070011""","Orange School District",5,"ELA","Female",80,2527,2571,45,"50.0%","69.3%"
"=""1070011""","Orange School District",5,"ELA","Male",79,2511,2559,48,"50.6%","74.5%"
"=""1070011""","Orange School District",5,"Math","Female",81,2510,2544,34,"46.9%","71.9%"
"=""1070011""","Orange School District",5,"Math","Male",80,2520,2554,34,"52.5%","71.7%"
"=""1070011""","Orange School District",6,"ELA","Female",97,2584,2610,26,"49.5%","65.3%"
"=""1070011""","Orange School District",6,"ELA","Male",95,2555,2597,41,"56.8%","71.9%"
"=""1070011""","Orange School District",6,"Math","Female",98,2544,2587,43,"53.1%","76.4%"
"=""1070011""","Orange School District",6,"Math","Male",97,2558,2596,37,"63.9%","79.0%"
"=""1080011""","Oxford School District",4,"ELA","Female",73,2475,2508,32,"39.7%","61.3%"
"=""1080011""","Oxford School District",4,"ELA","Male",74,2458,2497,39,"41.9%","63.4%"
"=""1080011""","Oxford School District",4,"Math","Female",73,2465,2510,45,"35.6%","68.2%"
"=""1080011""","Oxford School District",4,"Math","Male",74,2457,2511,53,"47.3%","75.3%"
"=""1080011""","Oxford School District",5,"ELA","Female",85,2509,2553,44,"43.5%","66.3%"
"=""1080011""","Oxford School District",5,"ELA","Male",81,2508,2546,38,"42.0%","63.7%"
"=""1080011""","Oxford School District",5,"Math","Female",85,2495,2525,30,"40.0%","64.4%"
"=""1080011""","Oxford School District",5,"Math","Male",80,2508,2540,33,"50.0%","72.1%"
"=""1080011""","Oxford School District",6,"ELA","Female",84,2557,2559,2,"26.2%","38.1%"
"=""1080011""","Oxford School District",6,"ELA","Male",63,2536,2531,-6,"19.0%","34.1%"
"=""1080011""","Oxford School District",6,"Math","Female",83,2510,2545,35,"41.0%","68.9%"
"=""1080011""","Oxford School District",6,"Math","Male",64,2509,2542,33,"40.6%","66.3%"
"=""1080011""","Oxford School District",7,"ELA","Female",79,2569,2599,30,"53.2%","69.9%"
"=""1080011""","Oxford School District",7,"ELA","Male",78,2538,2569,31,"43.6%","60.9%"
"=""1080011""","Oxford School District",7,"Math","Female",79,2516,2568,51,"74.7%","91.5%"
"=""1080011""","Oxford School District",7,"Math","Male",78,2508,2556,48,"64.1%","83.3%"
"=""1080011""","Oxford School District",8,"ELA","Female",73,2575,2606,30,"46.6%","64.5%"
"=""1080011""","Oxford School District",8,"ELA","Male",86,2561,2575,14,"33.7%","48.2%"
"=""1080011""","Oxford School District",8,"Math","Female",73,2534,2562,29,"50.7%","68.0%"
"=""1080011""","Oxford School District",8,"Math","Male",86,2537,2549,12,"37.2%","50.7%"
"=""2830013""","Park City Prep Charter School District",5,"ELA","Female",40,2415,2491,76,"57.5%","80.9%"
"=""2830013""","Park City Prep Charter School District",5,"ELA","Male",48,2396,2451,55,"39.6%","66.5%"
"=""2830013""","Park City Prep Charter School District",5,"Math","Female",40,2402,2458,56,"67.5%","86.4%"
"=""2830013""","Park City Prep Charter School District",5,"Math","Male",48,2391,2448,57,"60.4%","84.0%"
"=""2830013""","Park City Prep Charter School District",6,"ELA","Female",44,2442,2479,37,"29.5%","57.4%"
"=""2830013""","Park City Prep Charter School District",6,"ELA","Male",44,2400,2441,41,"43.2%","63.2%"
"=""2830013""","Park City Prep Charter School District",6,"Math","Female",43,2409,2455,46,"51.2%","78.3%"
"=""2830013""","Park City Prep Charter School District",6,"Math","Male",44,2400,2432,32,"50.0%","68.1%"
"=""2830013""","Park City Prep Charter School District",7,"ELA","Female",38,2498,2574,76,"63.2%","90.5%"
"=""2830013""","Park City Prep Charter School District",7,"ELA","Male",42,2467,2528,61,"54.8%","72.4%"
"=""2830013""","Park City Prep Charter School District",7,"Math","Female",38,2485,2526,41,"52.6%","76.9%"
"=""2830013""","Park City Prep Charter School District",7,"Math","Male",42,2463,2501,38,"42.9%","61.5%"
"=""2830013""","Park City Prep Charter School District",8,"ELA","Female",49,2546,2595,49,"51.0%","70.9%"
"=""2830013""","Park City Prep Charter School District",8,"ELA","Male",32,2508,2553,45,"31.3%","67.8%"
"=""2830013""","Park City Prep Charter School District",8,"Math","Female",49,2514,2574,60,"69.4%","83.0%"
"=""2830013""","Park City Prep Charter School District",8,"Math","Male",32,2521,2571,50,"65.6%","77.3%"
"=""1090011""","Plainfield School District",4,"ELA","Female",80,2454,2503,49,"43.8%","68.2%"
"=""1090011""","Plainfield School District",4,"ELA","Male",78,2419,2460,41,"33.3%","60.3%"
"=""1090011""","Plainfield School District",4,"Math","Female",80,2438,2487,49,"32.5%","73.1%"
"=""1090011""","Plainfield School District",4,"Math","Male",78,2424,2470,46,"42.3%","69.7%"
"=""1090011""","Plainfield School District",5,"ELA","Female",71,2480,2516,37,"32.4%","60.1%"
"=""1090011""","Plainfield School District",5,"ELA","Male",79,2451,2493,42,"39.2%","60.0%"
"=""1090011""","Plainfield School District",5,"Math","Female",72,2457,2492,35,"40.3%","65.3%"
"=""1090011""","Plainfield School District",5,"Math","Male",79,2462,2495,33,"39.2%","66.3%"
"=""1090011""","Plainfield School District",6,"ELA","Female",71,2514,2579,65,"66.2%","90.9%"
"=""1090011""","Plainfield School District",6,"ELA","Male",79,2481,2553,72,"62.0%","85.1%"
"=""1090011""","Plainfield School District",6,"Math","Female",71,2473,2540,67,"73.2%","93.5%"
"=""1090011""","Plainfield School District",6,"Math","Male",79,2473,2542,69,"72.2%","93.7%"
"=""1090011""","Plainfield School District",7,"ELA","Female",85,2516,2565,49,"54.1%","72.4%"
"=""1090011""","Plainfield School District",7,"ELA","Male",86,2499,2543,44,"46.5%","68.3%"
"=""1090011""","Plainfield School District",7,"Math","Female",85,2493,2536,42,"56.5%","77.7%"
"=""1090011""","Plainfield School District",7,"Math","Male",85,2487,2532,45,"56.5%","76.4%"
"=""1090011""","Plainfield School District",8,"ELA","Female",86,2541,2589,48,"54.7%","78.7%"
"=""1090011""","Plainfield School District",8,"ELA","Male",87,2523,2566,43,"46.0%","64.7%"
"=""1090011""","Plainfield School District",8,"Math","Female",83,2487,2559,72,"74.7%","92.0%"
"=""1090011""","Plainfield School District",8,"Math","Male",87,2485,2555,71,"73.6%","87.5%"
"=""1100011""","Plainville School District",4,"ELA","Female",83,2450,2492,42,"36.1%","61.9%"
"=""1100011""","Plainville School District",4,"ELA","Male",84,2432,2480,48,"41.7%","68.7%"
"=""1100011""","Plainville School District",4,"Math","Female",83,2450,2484,33,"22.9%","56.7%"
"=""1100011""","Plainville School District",4,"Math","Male",84,2451,2493,42,"32.1%","65.7%"
"=""1100011""","Plainville School District",5,"ELA","Female",73,2476,2530,54,"46.6%","71.9%"
"=""1100011""","Plainville School District",5,"ELA","Male",88,2466,2508,42,"30.7%","60.3%"
"=""1100011""","Plainville School District",5,"Math","Female",71,2468,2492,24,"29.6%","57.4%"
"=""1100011""","Plainville School District",5,"Math","Male",88,2485,2514,30,"37.5%","62.5%"
"=""1100011""","Plainville School District",6,"ELA","Female",87,2524,2557,34,"42.5%","64.3%"
"=""1100011""","Plainville School District",6,"ELA","Male",100,2512,2532,20,"37.0%","56.6%"
"=""1100011""","Plainville School District",6,"Math","Female",87,2497,2530,33,"43.7%","65.1%"
"=""1100011""","Plainville School District",6,"Math","Male",100,2517,2532,15,"31.0%","51.1%"
"=""1100011""","Plainville School District",7,"ELA","Female",81,2525,2568,44,"46.9%","68.1%"
"=""1100011""","Plainville School District",7,"ELA","Male",96,2512,2559,48,"55.2%","72.6%"
"=""1100011""","Plainville School District",7,"Math","Female",82,2499,2515,16,"29.3%","49.7%"
"=""1100011""","Plainville School District",7,"Math","Male",96,2498,2532,35,"44.8%","68.4%"
"=""1100011""","Plainville School District",8,"ELA","Female",79,2556,2600,44,"53.2%","76.9%"
"=""1100011""","Plainville School District",8,"ELA","Male",85,2516,2544,28,"40.0%","59.0%"
"=""1100011""","Plainville School District",8,"Math","Female",79,2508,2568,60,"65.8%","85.2%"
"=""1100011""","Plainville School District",8,"Math","Male",86,2472,2523,51,"60.5%","76.7%"
"=""1110011""","Plymouth School District",4,"ELA","Female",50,2442,2486,44,"42.0%","63.8%"
"=""1110011""","Plymouth School District",4,"ELA","Male",70,2435,2480,45,"45.7%","66.0%"
"=""1110011""","Plymouth School District",4,"Math","Female",50,2428,2482,53,"40.0%","75.4%"
"=""1110011""","Plymouth School District",4,"Math","Male",70,2430,2481,51,"35.7%","76.5%"
"=""1110011""","Plymouth School District",5,"ELA","Female",52,2513,2572,58,"63.5%","82.4%"
"=""1110011""","Plymouth School District",5,"ELA","Male",49,2481,2542,61,"55.1%","83.7%"
"=""1110011""","Plymouth School District",5,"Math","Female",52,2482,2530,48,"53.8%","78.7%"
"=""1110011""","Plymouth School District",5,"Math","Male",50,2475,2533,58,"66.0%","84.6%"
"=""1110011""","Plymouth School District",6,"ELA","Female",56,2520,2536,16,"28.6%","48.5%"
"=""1110011""","Plymouth School District",6,"ELA","Male",52,2494,2495,1,"25.0%","39.3%"
"=""1110011""","Plymouth School District",6,"Math","Female",56,2485,2522,37,"51.8%","73.9%"
"=""1110011""","Plymouth School District",6,"Math","Male",52,2492,2503,11,"28.8%","49.5%"
"=""1110011""","Plymouth School District",7,"ELA","Female",54,2540,2568,28,"40.7%","61.9%"
"=""1110011""","Plymouth School District",7,"ELA","Male",55,2480,2523,43,"49.1%","64.5%"
"=""1110011""","Plymouth School District",7,"Math","Female",56,2501,2546,45,"55.4%","73.3%"
"=""1110011""","Plymouth School District",7,"Math","Male",55,2470,2517,47,"50.9%","69.9%"
"=""1110011""","Plymouth School District",8,"ELA","Female",47,2539,2580,42,"42.6%","61.8%"
"=""1110011""","Plymouth School District",8,"ELA","Male",51,2484,2531,46,"47.1%","70.3%"
"=""1110011""","Plymouth School District",8,"Math","Female",46,2515,2584,70,"69.6%","89.6%"
"=""1110011""","Plymouth School District",8,"Math","Male",52,2507,2548,41,"51.9%","66.9%"
"=""1120011""","Pomfret School District",4,"ELA","Female",14,"*","*","*","*","*"
"=""1120011""","Pomfret School District",4,"ELA","Male",21,2469,2518,50,"38.1%","73.3%"
"=""1120011""","Pomfret School District",4,"Math","Female",14,"*","*","*","*","*"
"=""1120011""","Pomfret School District",4,"Math","Male",21,2483,2533,50,"57.1%","82.0%"
"=""1120011""","Pomfret School District",5,"ELA","Female",20,2526,2584,57,"55.0%","81.7%"
"=""1120011""","Pomfret School District",5,"ELA","Male",28,2480,2528,48,"50.0%","69.2%"
"=""1120011""","Pomfret School District",5,"Math","Female",20,2513,2552,39,"45.0%","68.1%"
"=""1120011""","Pomfret School District",5,"Math","Male",28,2515,2547,32,"53.6%","77.5%"
"=""1120011""","Pomfret School District",6,"ELA","Female",25,2551,2572,21,"52.0%","67.5%"
"=""1120011""","Pomfret School District",6,"ELA","Male",21,2550,2563,14,"28.6%","48.4%"
"=""1120011""","Pomfret School District",6,"Math","Female",25,2546,2581,36,"56.0%","73.6%"
"=""1120011""","Pomfret School District",6,"Math","Male",21,2564,2589,25,"52.4%","73.2%"
"=""1120011""","Pomfret School District",7,"ELA","Female",24,2550,2598,48,"66.7%","80.8%"
"=""1120011""","Pomfret School District",7,"ELA","Male",20,2542,2582,41,"55.0%","67.1%"
"=""1120011""","Pomfret School District",7,"Math","Female",24,2551,2568,17,"41.7%","56.4%"
"=""1120011""","Pomfret School District",7,"Math","Male",20,2560,2595,36,"60.0%","83.5%"
"=""1120011""","Pomfret School District",8,"ELA","Female",22,2593,2627,34,"54.5%","74.7%"
"=""1120011""","Pomfret School District",8,"ELA","Male",26,2598,2622,23,"61.5%","68.5%"
"=""1120011""","Pomfret School District",8,"Math","Female",22,2573,2587,14,"36.4%","50.1%"
"=""1120011""","Pomfret School District",8,"Math","Male",26,2587,2588,1,"34.6%","44.9%"
"=""1130011""","Portland School District",4,"ELA","Female",39,2492,2539,46,"48.7%","74.9%"
"=""1130011""","Portland School District",4,"ELA","Male",52,2473,2513,41,"34.6%","63.8%"
"=""1130011""","Portland School District",4,"Math","Female",39,2462,2496,34,"30.8%","61.1%"
"=""1130011""","Portland School District",4,"Math","Male",52,2460,2506,46,"32.7%","72.5%"
"=""1130011""","Portland School District",5,"ELA","Female",57,2538,2582,44,"57.9%","77.8%"
"=""1130011""","Portland School District",5,"ELA","Male",48,2500,2544,44,"50.0%","68.6%"
"=""1130011""","Portland School District",5,"Math","Female",57,2499,2542,43,"57.9%","80.7%"
"=""1130011""","Portland School District",5,"Math","Male",48,2482,2540,58,"70.8%","92.7%"
"=""1130011""","Portland School District",6,"ELA","Female",55,2588,2616,29,"63.6%","73.5%"
"=""1130011""","Portland School District",6,"ELA","Male",48,2554,2582,27,"43.8%","62.9%"
"=""1130011""","Portland School District",6,"Math","Female",55,2555,2606,51,"69.1%","88.7%"
"=""1130011""","Portland School District",6,"Math","Male",48,2553,2587,34,"52.1%","70.3%"
"=""1130011""","Portland School District",7,"ELA","Female",45,2608,2635,26,"55.6%","68.3%"
"=""1130011""","Portland School District",7,"ELA","Male",59,2575,2608,33,"45.8%","63.8%"
"=""1130011""","Portland School District",7,"Math","Female",45,2585,2601,16,"40.0%","54.9%"
"=""1130011""","Portland School District",7,"Math","Male",59,2575,2598,24,"47.5%","68.0%"
"=""1130011""","Portland School District",8,"ELA","Female",52,2604,2623,19,"42.3%","61.9%"
"=""1130011""","Portland School District",8,"ELA","Male",53,2568,2591,24,"45.3%","64.3%"
"=""1130011""","Portland School District",8,"Math","Female",52,2578,2589,12,"32.7%","53.8%"
"=""1130011""","Portland School District",8,"Math","Male",53,2574,2587,13,"35.8%","58.0%"
"=""1140011""","Preston School District",4,"ELA","Female",20,2457,2536,79,"65.0%","84.8%"
"=""1140011""","Preston School District",4,"ELA","Male",17,"*","*","*","*","*"
"=""1140011""","Preston School District",4,"Math","Female",20,2459,2512,53,"60.0%","81.1%"
"=""1140011""","Preston School District",4,"Math","Male",17,"*","*","*","*","*"
"=""1140011""","Preston School District",5,"ELA","Female",21,2508,2552,45,"47.6%","68.0%"
"=""1140011""","Preston School District",5,"ELA","Male",19,"*","*","*","*","*"
"=""1140011""","Preston School District",5,"Math","Female",21,2484,2504,21,"33.3%","42.3%"
"=""1140011""","Preston School District",5,"Math","Male",19,"*","*","*","*","*"
"=""1140011""","Preston School District",6,"ELA","Female",15,"*","*","*","*","*"
"=""1140011""","Preston School District",6,"ELA","Male",23,2553,2562,9,"43.5%","63.7%"
"=""1140011""","Preston School District",6,"Math","Female",15,"*","*","*","*","*"
"=""1140011""","Preston School District",6,"Math","Male",22,2528,2557,28,"36.4%","64.7%"
"=""1140011""","Preston School District",7,"ELA","Female",35,2573,2568,-5,"20.0%","30.3%"
"=""1140011""","Preston School District",7,"ELA","Male",22,2545,2535,-10,"13.6%","28.6%"
"=""1140011""","Preston School District",7,"Math","Female",35,2550,2570,20,"42.9%","54.6%"
"=""1140011""","Preston School District",7,"Math","Male",22,2552,2580,28,"40.9%","65.7%"
"=""1140011""","Preston School District",8,"ELA","Female",26,2591,2620,30,"42.3%","62.5%"
"=""1140011""","Preston School District",8,"ELA","Male",17,"*","*","*","*","*"
"=""1140011""","Preston School District",8,"Math","Female",26,2582,2619,37,"61.5%","79.3%"
"=""1140011""","Preston School District",8,"Math","Male",17,"*","*","*","*","*"
"=""1160011""","Putnam School District",4,"ELA","Female",35,2415,2487,73,"65.7%","88.4%"
"=""1160011""","Putnam School District",4,"ELA","Male",39,2432,2469,37,"35.9%","58.8%"
"=""1160011""","Putnam School District",4,"Math","Female",34,2403,2493,90,"76.5%","97.7%"
"=""1160011""","Putnam School District",4,"Math","Male",38,2411,2514,103,"81.6%","100.0%"
"=""1160011""","Putnam School District",5,"ELA","Female",45,2471,2499,28,"28.9%","54.1%"
"=""1160011""","Putnam School District",5,"ELA","Male",41,2448,2474,26,"24.4%","40.8%"
"=""1160011""","Putnam School District",5,"Math","Female",45,2456,2491,35,"44.4%","69.0%"
"=""1160011""","Putnam School District",5,"Math","Male",42,2469,2496,27,"42.9%","58.0%"
"=""1160011""","Putnam School District",6,"ELA","Female",34,2495,2531,35,"38.2%","60.0%"
"=""1160011""","Putnam School District",6,"ELA","Male",43,2477,2527,50,"48.8%","72.0%"
"=""1160011""","Putnam School District",6,"Math","Female",33,2478,2512,34,"42.4%","66.9%"
"=""1160011""","Putnam School District",6,"Math","Male",43,2483,2506,23,"27.9%","55.5%"
"=""1160011""","Putnam School District",7,"ELA","Female",42,2515,2578,63,"61.9%","78.8%"
"=""1160011""","Putnam School District",7,"ELA","Male",38,2456,2544,88,"73.7%","92.8%"
"=""1160011""","Putnam School District",7,"Math","Female",43,2488,2515,28,"34.9%","59.5%"
"=""1160011""","Putnam School District",7,"Math","Male",38,2459,2506,46,"52.6%","76.0%"
"=""1160011""","Putnam School District",8,"ELA","Female",38,2565,2571,6,"23.7%","39.0%"
"=""1160011""","Putnam School District",8,"ELA","Male",40,2504,2533,29,"40.0%","59.1%"
"=""1160011""","Putnam School District",8,"Math","Female",39,2500,2529,29,"48.7%","68.4%"
"=""1160011""","Putnam School District",8,"Math","Male",40,2484,2503,19,"40.0%","53.1%"
"=""1170011""","Redding School District",4,"ELA","Female",40,2512,2562,50,"65.0%","88.6%"
"=""1170011""","Redding School District",4,"ELA","Male",45,2475,2541,66,"62.2%","84.6%"
"=""1170011""","Redding School District",4,"Math","Female",40,2493,2557,64,"65.0%","90.3%"
"=""1170011""","Redding School District",4,"Math","Male",45,2479,2551,72,"66.7%","94.5%"
"=""1170011""","Redding School District",5,"ELA","Female",50,2576,2585,9,"36.0%","50.9%"
"=""1170011""","Redding School District",5,"ELA","Male",44,2534,2549,15,"29.5%","48.0%"
"=""1170011""","Redding School District",5,"Math","Female",50,2541,2554,13,"30.0%","49.0%"
"=""1170011""","Redding School District",5,"Math","Male",44,2527,2544,17,"38.6%","56.9%"
"=""1170011""","Redding School District",6,"ELA","Female",58,2554,2580,26,"48.3%","65.1%"
"=""1170011""","Redding School District",6,"ELA","Male",61,2551,2577,27,"45.9%","63.9%"
"=""1170011""","Redding School District",6,"Math","Female",59,2539,2569,30,"45.8%","63.1%"
"=""1170011""","Redding School District",6,"Math","Male",61,2553,2586,33,"50.8%","72.0%"
"=""1170011""","Redding School District",7,"ELA","Female",40,2578,2626,48,"62.5%","81.3%"
"=""1170011""","Redding School District",7,"ELA","Male",66,2554,2609,55,"65.2%","82.2%"
