"Five-Year Graduation Rates, 2013-14"
"All Districts, High Needs"

"",,,"Graduates",,"Non-Graduates",,,
"Newtown School District","Eligible For Reduced Lunch",11,11,100.0,"*","*","*","*"
"Newtown School District","Female",206,203,98.5,"*","*","*","*"
"Newtown School District","High Needs",71,62,87.3,"*","*","*","*"
"Newtown School District","Hispanic",26,26,100.0,"*","*","*","*"
"Newtown School District","Male",217,211,97.2,"*","*","*","*"
"Newtown School District","Non-ELL",421,412,97.9,"*","*","*","*"
"Newtown School District","Non-High Needs",352,352,100.0,"*","*","*","*"
"Newtown School District","Non-Hispanic",397,388,97.7,"*","*","*","*"
"Newtown School District","Non-Special Education",379,379,100.0,"*","*","*","*"
"Newtown School District","Not Eligible For Lunch",391,385,98.5,"*","*","*","*"
"Newtown School District","Special Education",44,35,79.5,"*","*","*","*"
"Newtown School District","Asian",15,15,100.0,"*","*","*","*"
"Newtown School District","ELL","*","*","*","*","*","*","*"
"Newtown School District","Two or More Races",7,7,100.0,"*","*","*","*"
"Newtown School District","White",370,361,97.6,"*","*","*","*"
"North Branford School District","All Students",149,137,91.9,"*","*",9,6.0
"North Branford School District","Black","*","*","*","*","*","*","*"
"North Branford School District","Eligible For Free Lunch",20,16,80.0,"*","*","*","*"
"North Branford School District","Eligible For Lunch",32,26,81.3,"*","*","*","*"
"North Branford School District","Eligible For Reduced Lunch",12,10,83.3,"*","*","*","*"
"North Branford School District","Female",64,60,93.8,"*","*","*","*"
"North Branford School District","High Needs",50,43,86.0,"*","*","*","*"
"North Branford School District","Hispanic",12,9,75.0,"*","*","*","*"
"North Branford School District","Male",85,77,90.6,"*","*",6,7.1
"North Branford School District","Non-ELL",148,136,91.9,"*","*",9,6.1
"North Branford School District","Non-High Needs",99,94,94.9,"*","*","*","*"
"North Branford School District","Non-Hispanic",137,128,93.4,"*","*",9,6.6
"North Branford School District","Non-Special Education",120,110,91.7,"*","*",8,6.7
"North Branford School District","Not Eligible For Lunch",117,111,94.9,"*","*",6,5.1
"North Branford School District","Special Education",29,27,93.1,"*","*","*","*"
"North Branford School District","ELL","*","*","*","*","*","*","*"
"North Branford School District","White",135,126,93.3,"*","*",9,6.7
"North Haven School District","All Students",317,287,90.5,8,2.5,22,6.9
"North Haven School District","Black",14,13,92.9,"*","*","*","*"
"North Haven School District","Eligible For Free Lunch",39,30,76.9,"*","*",8,20.5
"North Haven School District","Eligible For Lunch",58,44,75.9,"*","*",12,20.7
"North Haven School District","Eligible For Reduced Lunch",19,14,73.7,"*","*","*","*"
"North Haven School District","Female",156,143,91.7,"*","*",11,7.1
"North Haven School District","High Needs",82,62,75.6,"*","*",15,18.3
"North Haven School District","Hispanic",25,21,84.0,"*","*","*","*"
"North Haven School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"North Haven School District","Male",161,144,89.4,6,3.7,11,6.8
"North Haven School District","Non-ELL",314,284,90.4,8,2.5,22,7.0
"North Haven School District","Non-High Needs",235,225,95.7,"*","*",7,3.0
"North Haven School District","Non-Hispanic",292,266,91.1,8,2.7,18,6.2
"North Haven School District","Non-Special Education",286,268,93.7,"*","*",15,5.2
"North Haven School District","Not Eligible For Lunch",259,243,93.8,6,2.3,10,3.9
"North Haven School District","Special Education",31,19,61.3,"*","*",7,22.6
"North Haven School District","Asian",19,18,94.7,"*","*","*","*"
"North Haven School District","ELL","*","*","*","*","*","*","*"
"North Haven School District","Two or More Races",13,12,92.3,"*","*","*","*"
"North Haven School District","White",242,220,90.9,7,2.9,15,6.2
"North Haven School District","Hawaiian or Pacific Islander","*","*","*","*","*","*","*"
"North Stonington School District","All Students",56,54,96.4,"*","*","*","*"
"North Stonington School District","Black","*","*","*","*","*","*","*"
"North Stonington School District","Eligible For Free Lunch",8,8,100.0,"*","*","*","*"
"North Stonington School District","Eligible For Lunch",11,10,90.9,"*","*","*","*"
"North Stonington School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"North Stonington School District","Female",24,24,100.0,"*","*","*","*"
"North Stonington School District","High Needs",17,16,94.1,"*","*","*","*"
"North Stonington School District","Hispanic","*","*","*","*","*","*","*"
"North Stonington School District","Male",32,30,93.8,"*","*","*","*"
"North Stonington School District","Non-ELL",56,54,96.4,"*","*","*","*"
"North Stonington School District","Non-High Needs",39,38,97.4,"*","*","*","*"
"North Stonington School District","Non-Hispanic",55,53,96.4,"*","*","*","*"
"North Stonington School District","Non-Special Education",49,47,95.9,"*","*","*","*"
"North Stonington School District","Not Eligible For Lunch",45,44,97.8,"*","*","*","*"
"North Stonington School District","Special Education",7,7,100.0,"*","*","*","*"
"North Stonington School District","Asian","*","*","*","*","*","*","*"
"North Stonington School District","Two or More Races","*","*","*","*","*","*","*"
"North Stonington School District","White",52,51,98.1,"*","*","*","*"
"Norwalk School District","All Students",818,705,86.2,50,6.1,63,7.7
"Norwalk School District","Black",206,173,84.0,14,6.8,19,9.2
"Norwalk School District","Eligible For Free Lunch",323,251,77.7,36,11.1,36,11.1
"Norwalk School District","Eligible For Lunch",391,313,80.1,38,9.7,40,10.2
"Norwalk School District","Eligible For Reduced Lunch",68,62,91.2,"*","*","*","*"
"Norwalk School District","Female",409,359,87.8,24,5.9,26,6.4
"Norwalk School District","High Needs",463,367,79.3,47,10.2,49,10.6
"Norwalk School District","Hispanic",246,194,78.9,25,10.2,27,11.0
"Norwalk School District","Male",409,346,84.6,26,6.4,37,9.0
"Norwalk School District","Non-ELL",752,659,87.6,42,5.6,51,6.8
"Norwalk School District","Non-High Needs",355,338,95.2,"*","*",14,3.9
"Norwalk School District","Non-Hispanic",572,511,89.3,25,4.4,36,6.3
"Norwalk School District","Non-Special Education",719,627,87.2,35,4.9,57,7.9
"Norwalk School District","Not Eligible For Lunch",427,392,91.8,12,2.8,23,5.4
"Norwalk School District","Special Education",99,78,78.8,15,15.2,6,6.1
"Norwalk School District","Asian","*","*","*","*","*","*","*"
"Norwalk School District","ELL",66,46,69.7,8,12.1,12,18.2
"Norwalk School District","Two or More Races","*","*","*","*","*","*","*"
"Norwalk School District","White",326,299,91.7,11,3.4,16,4.9
"Norwich Free Academy District","All Students",605,537,88.8,"*","*",64,10.6
"Norwich Free Academy District","Black",64,56,87.5,"*","*",7,10.9
"Norwich Free Academy District","Eligible For Free Lunch",192,150,78.1,"*","*",40,20.8
"Norwich Free Academy District","Eligible For Lunch",230,182,79.1,"*","*",45,19.6
"Norwich Free Academy District","Eligible For Reduced Lunch",38,32,84.2,"*","*","*","*"
"Norwich Free Academy District","Female",339,308,90.9,"*","*",28,8.3
"Norwich Free Academy District","High Needs",284,226,79.6,"*","*",54,19.0
"Norwich Free Academy District","Hispanic",99,82,82.8,"*","*",17,17.2
"Norwich Free Academy District","Indian or Alaska Native",11,10,90.9,"*","*","*","*"
"Norwich Free Academy District","Male",266,229,86.1,"*","*",36,13.5
"Norwich Free Academy District","Non-ELL",574,509,88.7,"*","*",61,10.6
"Norwich Free Academy District","Non-High Needs",321,311,96.9,"*","*",10,3.1
"Norwich Free Academy District","Non-Hispanic",506,455,89.9,"*","*",47,9.3
"Norwich Free Academy District","Non-Special Education",540,489,90.6,"*","*",51,9.4
"Norwich Free Academy District","Not Eligible For Lunch",375,355,94.7,"*","*",19,5.1
"Norwich Free Academy District","Special Education",65,48,73.8,"*","*",13,20.0
"Norwich Free Academy District","Asian",41,40,97.6,"*","*","*","*"
"Norwich Free Academy District","ELL",31,28,90.3,"*","*","*","*"
"Norwich Free Academy District","Two or More Races","*","*","*","*","*","*","*"
"Norwich Free Academy District","White",384,345,89.8,"*","*",36,9.4
"Norwich Free Academy District","Hawaiian or Pacific Islander","*","*","*","*","*","*","*"
"Old Saybrook School District","All Students",137,127,92.7,6,4.4,"*","*"
"Old Saybrook School District","Black","*","*","*","*","*","*","*"
"Old Saybrook School District","Eligible For Free Lunch",22,19,86.4,"*","*","*","*"
"Old Saybrook School District","Eligible For Lunch",29,26,89.7,"*","*","*","*"
"Old Saybrook School District","Eligible For Reduced Lunch",7,7,100.0,"*","*","*","*"
"Old Saybrook School District","Female",65,60,92.3,"*","*","*","*"
"Old Saybrook School District","High Needs",41,34,82.9,"*","*","*","*"
"Old Saybrook School District","Hispanic","*","*","*","*","*","*","*"
"Old Saybrook School District","Male",72,67,93.1,"*","*","*","*"
"Old Saybrook School District","Non-ELL",135,125,92.6,6,4.4,"*","*"
"Old Saybrook School District","Non-High Needs",96,93,96.9,"*","*","*","*"
"Old Saybrook School District","Non-Hispanic",133,123,92.5,6,4.5,"*","*"
"Old Saybrook School District","Non-Special Education",123,118,95.9,"*","*","*","*"
"Old Saybrook School District","Not Eligible For Lunch",108,101,93.5,"*","*","*","*"
"Old Saybrook School District","Special Education",14,9,64.3,"*","*","*","*"
"Old Saybrook School District","Asian",6,6,100.0,"*","*","*","*"
"Old Saybrook School District","ELL","*","*","*","*","*","*","*"
"Old Saybrook School District","Two or More Races","*","*","*","*","*","*","*"
"Old Saybrook School District","White",125,115,92.0,6,4.8,"*","*"
"Oxford School District","All Students",174,168,96.6,"*","*","*","*"
"Oxford School District","Black",6,"*","*","*","*","*","*"
"Oxford School District","Eligible For Free Lunch",7,7,100.0,"*","*","*","*"
"Oxford School District","Eligible For Lunch",9,8,88.9,"*","*","*","*"
"Oxford School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Oxford School District","Female",88,86,97.7,"*","*","*","*"
"Oxford School District","High Needs",21,17,81.0,"*","*","*","*"
"Oxford School District","Hispanic",6,6,100.0,"*","*","*","*"
"Oxford School District","Male",86,82,95.3,"*","*","*","*"
"Oxford School District","Non-ELL",171,165,96.5,"*","*","*","*"
"Oxford School District","Non-High Needs",153,151,98.7,"*","*","*","*"
"Oxford School District","Non-Hispanic",168,162,96.4,"*","*","*","*"
"Oxford School District","Non-Special Education",165,162,98.2,"*","*","*","*"
"Oxford School District","Not Eligible For Lunch",165,160,97.0,"*","*","*","*"
"Oxford School District","Special Education",9,6,66.7,"*","*","*","*"
"Oxford School District","Asian","*","*","*","*","*","*","*"
"Oxford School District","ELL","*","*","*","*","*","*","*"
"Oxford School District","Two or More Races","*","*","*","*","*","*","*"
"Oxford School District","White",155,151,97.4,"*","*","*","*"
"Oxford School District","Hawaiian or Pacific Islander","*","*","*","*","*","*","*"
"Plainfield School District","All Students",171,150,87.7,"*","*",15,8.8
"Plainfield School District","Black","*","*","*","*","*","*","*"
"Plainfield School District","Eligible For Free Lunch",59,49,83.1,"*","*",8,13.6
"Plainfield School District","Eligible For Lunch",78,66,84.6,"*","*",10,12.8
"Plainfield School District","Eligible For Reduced Lunch",19,17,89.5,"*","*","*","*"
"Plainfield School District","Female",91,82,90.1,"*","*",6,6.6
"Plainfield School District","High Needs",86,69,80.2,"*","*",11,12.8
"Plainfield School District","Hispanic","*","*","*","*","*","*","*"
"Plainfield School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"Plainfield School District","Male",80,68,85.0,"*","*",9,11.3
"Plainfield School District","Non-ELL",170,149,87.6,"*","*",15,8.8
"Plainfield School District","Non-High Needs",85,81,95.3,"*","*","*","*"
"Plainfield School District","Non-Hispanic",166,148,89.2,"*","*",12,7.2
"Plainfield School District","Non-Special Education",149,138,92.6,"*","*",11,7.4
"Plainfield School District","Not Eligible For Lunch",93,84,90.3,"*","*","*","*"
"Plainfield School District","Special Education",22,12,54.5,"*","*","*","*"
"Plainfield School District","Asian","*","*","*","*","*","*","*"
"Plainfield School District","ELL","*","*","*","*","*","*","*"
"Plainfield School District","White",155,139,89.7,"*","*",12,7.7
"Plainville School District","All Students",177,161,91.0,"*","*",12,6.8
"Plainville School District","Black",10,9,90.0,"*","*","*","*"
"Plainville School District","Eligible For Free Lunch",39,31,79.5,"*","*",7,17.9
"Plainville School District","Eligible For Lunch",68,57,83.8,"*","*",10,14.7
"Plainville School District","Eligible For Reduced Lunch",29,26,89.7,"*","*","*","*"
"Plainville School District","Female",93,84,90.3,"*","*",7,7.5
"Plainville School District","High Needs",86,71,82.6,"*","*",11,12.8
"Plainville School District","Hispanic",18,13,72.2,"*","*","*","*"
"Plainville School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"Plainville School District","Male",84,77,91.7,"*","*","*","*"
"Plainville School District","Non-ELL",176,160,90.9,"*","*",12,6.8
"Plainville School District","Non-High Needs",91,90,98.9,"*","*","*","*"
"Plainville School District","Non-Hispanic",159,148,93.1,"*","*",8,5.0
"Plainville School District","Non-Special Education",152,143,94.1,"*","*",9,5.9
"Plainville School District","Not Eligible For Lunch",109,104,95.4,"*","*","*","*"
"Plainville School District","Special Education",25,18,72.0,"*","*","*","*"
"Plainville School District","Asian","*","*","*","*","*","*","*"
"Plainville School District","ELL","*","*","*","*","*","*","*"
"Plainville School District","Two or More Races","*","*","*","*","*","*","*"
"Plainville School District","White",143,134,93.7,"*","*",7,4.9
"Plymouth School District","All Students",138,122,88.4,8,5.8,8,5.8
"Plymouth School District","Black",6,"*","*","*","*","*","*"
"Plymouth School District","Eligible For Free Lunch",25,20,80.0,"*","*","*","*"
"Plymouth School District","Eligible For Lunch",38,31,81.6,"*","*","*","*"
"Plymouth School District","Eligible For Reduced Lunch",13,11,84.6,"*","*","*","*"
"Plymouth School District","Female",60,51,85.0,"*","*","*","*"
"Plymouth School District","High Needs",55,42,76.4,7,12.7,6,10.9
"Plymouth School District","Hispanic","*","*","*","*","*","*","*"
"Plymouth School District","Male",78,71,91.0,"*","*","*","*"
"Plymouth School District","Non-ELL",137,121,88.3,8,5.8,8,5.8
"Plymouth School District","Non-High Needs",83,80,96.4,"*","*","*","*"
"Plymouth School District","Non-Hispanic",136,120,88.2,8,5.9,8,5.9
"Plymouth School District","Non-Special Education",116,109,94.0,"*","*","*","*"
"Plymouth School District","Not Eligible For Lunch",100,91,91.0,"*","*","*","*"
"Plymouth School District","Special Education",22,13,59.1,6,27.3,"*","*"
"Plymouth School District","Asian","*","*","*","*","*","*","*"
"Plymouth School District","ELL","*","*","*","*","*","*","*"
"Plymouth School District","Two or More Races","*","*","*","*","*","*","*"
"Plymouth School District","White",126,111,88.1,8,6.3,7,5.6
"Portland School District","All Students",113,107,94.7,"*","*","*","*"
"Portland School District","Black","*","*","*","*","*","*","*"
"Portland School District","Eligible For Free Lunch",13,11,84.6,"*","*","*","*"
"Portland School District","Eligible For Lunch",18,14,77.8,"*","*","*","*"
"Portland School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Portland School District","Female",51,49,96.1,"*","*","*","*"
"Portland School District","High Needs",28,22,78.6,"*","*","*","*"
"Portland School District","Hispanic","*","*","*","*","*","*","*"
"Portland School District","Male",62,58,93.5,"*","*","*","*"
"Portland School District","Non-ELL",112,106,94.6,"*","*","*","*"
"Portland School District","Non-High Needs",85,85,100.0,"*","*","*","*"
"Portland School District","Non-Hispanic",111,105,94.6,"*","*","*","*"
"Portland School District","Non-Special Education",101,97,96.0,"*","*","*","*"
"Portland School District","Not Eligible For Lunch",95,93,97.9,"*","*","*","*"
"Portland School District","Special Education",12,10,83.3,"*","*","*","*"
"Portland School District","Asian","*","*","*","*","*","*","*"
"Portland School District","ELL","*","*","*","*","*","*","*"
"Portland School District","Two or More Races","*","*","*","*","*","*","*"
"Portland School District","White",104,99,95.2,"*","*","*","*"
"Putnam School District","All Students",67,60,89.6,"*","*",6,9.0
"Putnam School District","Black","*","*","*","*","*","*","*"
"Putnam School District","Eligible For Free Lunch",36,30,83.3,"*","*","*","*"
"Putnam School District","Eligible For Lunch",42,36,85.7,"*","*","*","*"
"Putnam School District","Eligible For Reduced Lunch",6,6,100.0,"*","*","*","*"
"Putnam School District","Female",29,27,93.1,"*","*","*","*"
"Putnam School District","High Needs",48,41,85.4,"*","*",6,12.5
"Putnam School District","Hispanic",6,"*","*","*","*","*","*"
"Putnam School District","Male",38,33,86.8,"*","*","*","*"
"Putnam School District","Non-ELL",65,59,90.8,"*","*",6,9.2
"Putnam School District","Non-High Needs",19,19,100.0,"*","*","*","*"
"Putnam School District","Non-Hispanic",61,56,91.8,"*","*","*","*"
"Putnam School District","Non-Special Education",52,49,94.2,"*","*","*","*"
"Putnam School District","Not Eligible For Lunch",25,24,96.0,"*","*","*","*"
"Putnam School District","Special Education",15,11,73.3,"*","*","*","*"
"Putnam School District","Asian","*","*","*","*","*","*","*"
"Putnam School District","ELL","*","*","*","*","*","*","*"
"Putnam School District","Two or More Races","*","*","*","*","*","*","*"
"Putnam School District","White",58,53,91.4,"*","*","*","*"
"Regional School District 01","All Students",121,113,93.4,"*","*",8,6.6
"Regional School District 01","Black","*","*","*","*","*","*","*"
"Regional School District 01","Eligible For Free Lunch",13,12,92.3,"*","*","*","*"
"Regional School District 01","Eligible For Lunch",23,21,91.3,"*","*","*","*"
"Regional School District 01","Eligible For Reduced Lunch",10,9,90.0,"*","*","*","*"
"Regional School District 01","Female",61,59,96.7,"*","*","*","*"
"Regional School District 01","High Needs",35,32,91.4,"*","*","*","*"
"Regional School District 01","Hispanic","*","*","*","*","*","*","*"
"Regional School District 01","Male",60,54,90.0,"*","*",6,10.0
"Regional School District 01","Non-ELL",121,113,93.4,"*","*",8,6.6
"Regional School District 01","Non-High Needs",86,81,94.2,"*","*","*","*"
"Regional School District 01","Non-Hispanic",118,110,93.2,"*","*",8,6.8
"Regional School District 01","Non-Special Education",103,96,93.2,"*","*",7,6.8
"Regional School District 01","Not Eligible For Lunch",98,92,93.9,"*","*",6,6.1
"Regional School District 01","Special Education",18,17,94.4,"*","*","*","*"
"Regional School District 01","Asian","*","*","*","*","*","*","*"
"Regional School District 01","White",115,107,93.0,"*","*",8,7.0
"Regional School District 04","All Students",136,133,97.8,"*","*","*","*"
"Regional School District 04","Black","*","*","*","*","*","*","*"
"Regional School District 04","Eligible For Free Lunch",9,9,100.0,"*","*","*","*"
"Regional School District 04","Eligible For Lunch",16,15,93.8,"*","*","*","*"
"Regional School District 04","Eligible For Reduced Lunch",7,6,85.7,"*","*","*","*"
"Regional School District 04","Female",73,71,97.3,"*","*","*","*"
"Regional School District 04","High Needs",33,31,93.9,"*","*","*","*"
"Regional School District 04","Hispanic","*","*","*","*","*","*","*"
"Regional School District 04","Male",63,62,98.4,"*","*","*","*"
"Regional School District 04","Non-ELL",135,132,97.8,"*","*","*","*"
"Regional School District 04","Non-High Needs",103,102,99.0,"*","*","*","*"
"Regional School District 04","Non-Hispanic",131,128,97.7,"*","*","*","*"
"Regional School District 04","Non-Special Education",117,115,98.3,"*","*","*","*"
"Regional School District 04","Not Eligible For Lunch",120,118,98.3,"*","*","*","*"
"Regional School District 04","Special Education",19,18,94.7,"*","*","*","*"
"Regional School District 04","Asian","*","*","*","*","*","*","*"
"Regional School District 04","ELL","*","*","*","*","*","*","*"
"Regional School District 04","White",127,124,97.6,"*","*","*","*"
"Regional School District 05","All Students",419,407,97.1,7,1.7,"*","*"
"Regional School District 05","Black",8,8,100.0,"*","*","*","*"
"Regional School District 05","Eligible For Free Lunch",15,15,100.0,"*","*","*","*"
"Regional School District 05","Eligible For Lunch",21,20,95.2,"*","*","*","*"
"Regional School District 05","Eligible For Reduced Lunch",6,"*","*","*","*","*","*"
"Regional School District 05","Female",191,186,97.4,"*","*","*","*"
"Regional School District 05","High Needs",78,70,89.7,6,7.7,"*","*"
"Regional School District 05","Hispanic","*","*","*","*","*","*","*"
"Regional School District 05","Indian or Alaska Native","*","*","*","*","*","*","*"
"Regional School District 05","Male",228,221,96.9,"*","*","*","*"
"Regional School District 05","Non-ELL",416,404,97.1,7,1.7,"*","*"
"Regional School District 05","Non-High Needs",341,337,98.8,"*","*","*","*"
"Regional School District 05","Non-Hispanic",415,404,97.3,7,1.7,"*","*"
"Regional School District 05","Non-Special Education",363,358,98.6,"*","*","*","*"
"Regional School District 05","Not Eligible For Lunch",398,387,97.2,6,1.5,"*","*"
"Regional School District 05","Special Education",56,49,87.5,"*","*","*","*"
"Regional School District 05","Asian",48,47,97.9,"*","*","*","*"
"Regional School District 05","ELL","*","*","*","*","*","*","*"
"Regional School District 05","Two or More Races","*","*","*","*","*","*","*"
"Regional School District 05","White",357,347,97.2,6,1.7,"*","*"
"Regional School District 06","All Students",94,88,93.6,"*","*",6,6.4
"Regional School District 06","Eligible For Free Lunch",16,15,93.8,"*","*","*","*"
"Regional School District 06","Eligible For Lunch",17,16,94.1,"*","*","*","*"
"Regional School District 06","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Regional School District 06","Female",45,42,93.3,"*","*","*","*"
"Regional School District 06","High Needs",34,31,91.2,"*","*","*","*"
"Regional School District 06","Male",49,46,93.9,"*","*","*","*"
"Regional School District 06","Non-ELL",93,87,93.5,"*","*",6,6.5
"Regional School District 06","Non-High Needs",60,57,95.0,"*","*","*","*"
"Regional School District 06","Non-Hispanic",94,88,93.6,"*","*",6,6.4
"Regional School District 06","Non-Special Education",77,73,94.8,"*","*","*","*"
"Regional School District 06","Not Eligible For Lunch",77,72,93.5,"*","*","*","*"
"Regional School District 06","Special Education",17,15,88.2,"*","*","*","*"
"Regional School District 06","ELL","*","*","*","*","*","*","*"
"Regional School District 06","Two or More Races","*","*","*","*","*","*","*"
"Regional School District 06","White",92,86,93.5,"*","*",6,6.5
"Regional School District 06","Hawaiian or Pacific Islander","*","*","*","*","*","*","*"
"Regional School District 07","All Students",215,199,92.6,12,5.6,"*","*"
"Regional School District 07","Black","*","*","*","*","*","*","*"
"Regional School District 07","Eligible For Free Lunch",25,19,76.0,"*","*","*","*"
"Regional School District 07","Eligible For Lunch",31,24,77.4,"*","*","*","*"
"Regional School District 07","Eligible For Reduced Lunch",6,"*","*","*","*","*","*"
"Regional School District 07","Female",115,108,93.9,"*","*","*","*"
"Regional School District 07","High Needs",50,36,72.0,12,24.0,"*","*"
"Regional School District 07","Hispanic",9,8,88.9,"*","*","*","*"
"Regional School District 07","Male",100,91,91.0,7,7.0,"*","*"
"Regional School District 07","Non-ELL",215,199,92.6,12,5.6,"*","*"
"Regional School District 07","Non-High Needs",165,163,98.8,"*","*","*","*"
"Regional School District 07","Non-Hispanic",206,191,92.7,11,5.3,"*","*"
"Regional School District 07","Non-Special Education",186,181,97.3,"*","*","*","*"
"Regional School District 07","Not Eligible For Lunch",184,175,95.1,7,3.8,"*","*"
"Regional School District 07","Special Education",29,18,62.1,11,37.9,"*","*"
"Regional School District 07","Asian","*","*","*","*","*","*","*"
"Regional School District 07","White",201,186,92.5,11,5.5,"*","*"
"Regional School District 08","All Students",296,283,95.6,6,2.0,7,2.4
"Regional School District 08","Black","*","*","*","*","*","*","*"
"Regional School District 08","Eligible For Free Lunch",19,16,84.2,"*","*","*","*"
"Regional School District 08","Eligible For Lunch",36,33,91.7,"*","*","*","*"
"Regional School District 08","Eligible For Reduced Lunch",17,17,100.0,"*","*","*","*"
"Regional School District 08","Female",145,139,95.9,"*","*","*","*"
"Regional School District 08","High Needs",75,67,89.3,"*","*","*","*"
"Regional School District 08","Hispanic",7,7,100.0,"*","*","*","*"
"Regional School District 08","Male",151,144,95.4,"*","*","*","*"
"Regional School District 08","Non-ELL",295,282,95.6,6,2.0,7,2.4
"Regional School District 08","Non-High Needs",221,216,97.7,"*","*","*","*"
"Regional School District 08","Non-Hispanic",289,276,95.5,6,2.1,7,2.4
"Regional School District 08","Non-Special Education",250,243,97.2,"*","*",6,2.4
"Regional School District 08","Not Eligible For Lunch",260,250,96.2,"*","*","*","*"
"Regional School District 08","Special Education",46,40,87.0,"*","*","*","*"
"Regional School District 08","Asian","*","*","*","*","*","*","*"
"Regional School District 08","ELL","*","*","*","*","*","*","*"
"Regional School District 08","Two or More Races","*","*","*","*","*","*","*"
"Regional School District 08","White",283,270,95.4,6,2.1,7,2.5
"Regional School District 09","All Students",252,246,97.6,"*","*","*","*"
"Regional School District 09","Black","*","*","*","*","*","*","*"
"Regional School District 09","Eligible For Free Lunch",10,10,100.0,"*","*","*","*"
"Regional School District 09","Eligible For Lunch",14,14,100.0,"*","*","*","*"
"Regional School District 09","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Regional School District 09","Female",140,135,96.4,"*","*","*","*"
"Regional School District 09","High Needs",48,46,95.8,"*","*","*","*"
"Regional School District 09","Hispanic",8,8,100.0,"*","*","*","*"
"Regional School District 09","Male",112,111,99.1,"*","*","*","*"
"Regional School District 09","Non-ELL",250,244,97.6,"*","*","*","*"
"Regional School District 09","Non-High Needs",204,200,98.0,"*","*","*","*"
"Regional School District 09","Non-Hispanic",244,238,97.5,"*","*","*","*"
"Regional School District 09","Non-Special Education",218,214,98.2,"*","*","*","*"
"Regional School District 09","Not Eligible For Lunch",238,232,97.5,"*","*","*","*"
"Regional School District 09","Special Education",34,32,94.1,"*","*","*","*"
"Regional School District 09","Asian",8,7,87.5,"*","*","*","*"
"Regional School District 09","ELL","*","*","*","*","*","*","*"
"Regional School District 09","Two or More Races","*","*","*","*","*","*","*"
"Regional School District 09","White",231,226,97.8,"*","*","*","*"
"Regional School District 10","All Students",216,207,95.8,"*","*","*","*"
"Regional School District 10","Eligible For Free Lunch",12,11,91.7,"*","*","*","*"
"Regional School District 10","Eligible For Lunch",15,13,86.7,"*","*","*","*"
"Regional School District 10","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Regional School District 10","Female",113,110,97.3,"*","*","*","*"
"Regional School District 10","High Needs",41,35,85.4,"*","*","*","*"
"Regional School District 10","Hispanic",10,10,100.0,"*","*","*","*"
"Regional School District 10","Male",103,97,94.2,"*","*","*","*"
"Regional School District 10","Non-ELL",216,207,95.8,"*","*","*","*"
"Regional School District 10","Non-High Needs",175,172,98.3,"*","*","*","*"
"Regional School District 10","Non-Hispanic",206,197,95.6,"*","*","*","*"
"Regional School District 10","Non-Special Education",186,182,97.8,"*","*","*","*"
"Regional School District 10","Not Eligible For Lunch",201,194,96.5,"*","*","*","*"
"Regional School District 10","Special Education",30,25,83.3,"*","*","*","*"
"Regional School District 10","Asian","*","*","*","*","*","*","*"
"Regional School District 10","Two or More Races","*","*","*","*","*","*","*"
"Regional School District 10","White",199,190,95.5,"*","*","*","*"
"Regional School District 11","All Students",40,39,97.5,"*","*","*","*"
"Regional School District 11","Black","*","*","*","*","*","*","*"
"Regional School District 11","Eligible For Free Lunch",12,12,100.0,"*","*","*","*"
"Regional School District 11","Eligible For Lunch",16,15,93.8,"*","*","*","*"
"Regional School District 11","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Regional School District 11","Female",22,21,95.5,"*","*","*","*"
"Regional School District 11","High Needs",21,20,95.2,"*","*","*","*"
"Regional School District 11","Hispanic","*","*","*","*","*","*","*"
"Regional School District 11","Male",18,18,100.0,"*","*","*","*"
"Regional School District 11","Non-ELL",40,39,97.5,"*","*","*","*"
"Regional School District 11","Non-High Needs",19,19,100.0,"*","*","*","*"
"Regional School District 11","Non-Hispanic",37,36,97.3,"*","*","*","*"
"Regional School District 11","Non-Special Education",35,34,97.1,"*","*","*","*"
"Regional School District 11","Not Eligible For Lunch",24,24,100.0,"*","*","*","*"
"Regional School District 11","Special Education","*","*","*","*","*","*","*"
"Regional School District 11","Asian","*","*","*","*","*","*","*"
"Regional School District 11","White",34,33,97.1,"*","*","*","*"
"Regional School District 12","All Students",81,77,95.1,"*","*","*","*"
"Regional School District 12","Black","*","*","*","*","*","*","*"
"Regional School District 12","Eligible For Free Lunch",7,7,100.0,"*","*","*","*"
"Regional School District 12","Eligible For Lunch",11,11,100.0,"*","*","*","*"
"Regional School District 12","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Regional School District 12","Female",39,38,97.4,"*","*","*","*"
"Regional School District 12","High Needs",26,22,84.6,"*","*","*","*"
"Regional School District 12","Male",42,39,92.9,"*","*","*","*"
"Regional School District 12","Non-ELL",81,77,95.1,"*","*","*","*"
