"Incident Counts, 2009-10"
"All Districts, All Schools"

"",,,,"Incident Type",,,,,,,,,
"New Haven School District","=""0930011""","Edgewood School","=""0931211""",0,0,6,"*",16,11,0,0,0,24
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""",0,0,0,"*",6,"*",0,"*",0,"*"
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""",0,"*",12,"*",8,14,0,0,"*",109
"New Haven School District","=""0930011""","High School In The Community","=""0936611""",0,0,"*","*","*",15,"*",0,"*",60
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""",0,0,0,0,19,16,"*",0,0,33
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""",0,0,"*",0,11,11,"*","*","*",72
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""",0,0,"*",0,8,10,0,0,"*",84
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""",0,"*",13,"*",69,88,7,10,10,612
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""",0,8,11,"*",9,12,"*",0,0,33
"New Haven School District","=""0930011""","John S. Martinez School","=""0930811""",0,0,"*","*",0,26,"*",0,"*",6
"New Haven School District","=""0930011""","Katherine Brennan School","=""0930411""",0,0,"*",0,13,13,"*",0,0,80
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""",0,0,10,"*",15,89,0,"*",0,42
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""",0,0,"*",0,"*",24,0,"*",0,52
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""",0,0,19,"*",26,17,"*","*",0,36
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""",0,0,0,0,8,22,0,"*",0,25
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""",0,0,6,0,"*",14,0,0,0,"*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""",0,0,"*","*","*",7,"*","*","*",66
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""",0,0,0,0,0,0,0,0,"*",0
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""",0,0,"*","*",0,12,0,"*","*",55
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""",0,"*",6,0,53,18,"*","*",0,73
"New Haven School District","=""0930011""","Sound School","=""0936711""",0,0,"*",0,"*",17,"*",0,"*",6
"New Haven School District","=""0930011""","Truman School","=""0932911""",0,"*","*",0,0,13,"*","*",0,24
"New Haven School District","=""0930011""","Urban Youth Center Middle School","=""0939011""",0,0,"*",0,0,12,"*","*","*",21
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""",0,0,"*","*","*",26,0,"*",0,28
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""",0,0,"*","*",26,52,"*","*",0,54
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""",0,"*",17,"*",40,61,8,9,14,1083
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""",0,0,"*",0,"*","*",0,0,0,20
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""","*",32,99,"*",324,75,"*","*","*","*"
"New London School District","=""0950011""","Harbor School","=""0950211""",0,0,0,"*",10,"*",0,"*",0,0
"New London School District","=""0950011""","Natha Hale Magnet Elementary School for the Performing &amp; Visual Arts","=""0950911""",0,0,0,0,"*","*",0,0,0,0
"New London School District","=""0950011""","New London Clinical Day Program","=""0959111""",0,0,0,0,0,0,0,0,"*",0
"New London School District","=""0950011""","New London High School","=""0956111""","*",11,65,"*",65,52,14,11,7,498
"New London School District","=""0950011""","Shoreline Academy","=""0950511""",0,0,"*",0,"*","*",0,0,0,"*"
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""",0,0,"*",0,9,19,0,0,0,"*"
"New Milford School District","=""0960011""","John Pettibone School","=""0960711""",0,0,0,0,0,0,0,0,0,"*"
"New Milford School District","=""0960011""","New Milford High School","=""0966111""",0,"*",24,14,8,32,6,"*",13,569
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""","*","*",8,"*",10,12,0,0,0,25
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""",0,7,16,6,15,50,8,"*","*",210
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""",0,0,"*",0,0,"*",0,0,0,0
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""",0,0,"*",0,0,0,0,0,0,"*"
"Newington School District","=""0940011""","John Paterson School","=""0940811""",0,0,"*",0,"*","*",0,0,0,"*"
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""","*","*","*","*",9,9,0,"*",0,43
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""","*",0,"*","*",20,6,"*",0,"*",33
"Newington School District","=""0940011""","Newington High School","=""0946111""","*",0,6,11,25,7,"*","*",8,308
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""",0,0,"*",0,0,"*",0,"*",0,0
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","*","*",7,12,0,11,"*","*",18,111
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""",0,"*",7,"*",8,10,0,"*",0,16
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""",0,"*","*","*","*","*",0,0,0,13
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""",0,0,0,"*",0,0,0,0,0,"*"
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""",0,0,"*",0,"*",0,0,0,0,"*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""",0,"*",12,"*",10,9,8,0,14,294
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""","*","*",22,"*",12,42,8,"*",0,69
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""",0,0,"*",0,"*",12,0,0,0,"*"
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",0,0,7,"*","*","*",0,0,0,10
"North Haven School District","=""1010011""","North Haven High School","=""1016111""",0,"*","*","*","*","*","*",0,12,54
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""",0,"*",8,"*",21,15,0,"*",0,43
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""","*","*","*",0,0,"*",0,"*",0,"*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""",0,0,7,8,"*","*",0,0,15,28
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""","*","*","*","*",8,"*","*","*",0,15
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","*","*",26,15,16,43,"*",13,39,272
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""",0,0,0,"*",0,"*",0,0,0,7
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""",0,0,"*",0,0,"*",0,"*",0,10
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""",0,0,0,0,"*","*",0,0,0,0
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""",0,"*",0,0,"*",0,0,0,0,0
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""",0,"*","*","*","*","*",0,"*",0,"*"
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""","*","*",0,"*","*","*",0,0,0,7
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""","*","*","*","*",10,"*",0,"*",0,6
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""",0,0,0,0,"*","*",0,0,0,"*"
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""","*","*",0,"*",7,13,0,"*",0,37
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""",38,6,17,19,28,22,6,10,43,277
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""",0,"*","*","*","*","*","*","*","*",14
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""",22,8,62,"*",74,69,"*","*",7,216
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""",0,0,14,6,0,10,"*",0,"*",31
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""",0,0,0,0,"*","*",0,0,0,"*"
"Norwalk School District","=""1030011""","Tracey School","=""1031411""",0,0,"*",0,7,"*",0,0,0,24
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""",47,22,58,9,41,42,"*",7,"*",336
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""",0,0,0,0,"*","*",0,"*",0,0
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""",0,"*",31,18,"*",36,"*","*",22,329
"Norwich School District","=""1040011""","Bishop School Early Learning Center","=""1040111""",0,0,0,0,0,0,0,"*",0,0
"Norwich School District","=""1040011""","Deborah-Tennant Zinewicz  School","=""1049111""","*",0,20,0,6,8,"*","*","*",20
"Norwich School District","=""1040011""","Greeneville School","=""1040611""",0,0,0,0,0,0,0,"*",0,11
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""",0,0,0,0,0,0,0,0,0,"*"
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","*","*",6,"*",6,9,0,0,0,10
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""","*",10,13,"*",13,54,"*","*",0,44
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""",0,0,6,0,24,0,"*",0,0,8
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""",0,0,"*",0,0,"*",0,0,0,"*"
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""",0,"*",23,"*",6,109,"*",6,"*",221
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""",0,0,"*",0,0,7,0,0,"*",52
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""",0,0,"*",0,"*",0,0,"*",0,0
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""",0,0,"*",0,0,"*",0,0,0,6
"Norwich School District","=""1040011""","Wequonnoc Magnet School","=""1041511""","*","*",0,0,"*","*",0,0,0,12
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""",0,"*","*","*","*","*",0,"*",0,13
"Old Saybrook School District","=""1060011""","Old Saybrook Middle School","=""1065211""",0,"*",9,"*",13,9,"*","*",8,34
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""",0,0,0,"*",0,0,0,0,7,"*"
"Orange School District","=""1070011""","Mary L. Tracy School","=""1070211""",0,0,0,0,"*",0,0,0,0,0
"Orange School District","=""1070011""","Peck Place School","=""1070511""",0,0,0,0,0,"*",0,0,0,0
"Orange School District","=""1070011""","Race Brook School","=""1070311""",0,0,"*",0,0,"*",0,0,0,"*"
"Orange School District","=""1070011""","Turkey Hill School","=""1070411""",0,0,0,0,0,0,"*",0,0,"*"
"Oxford School District","=""1080011""","Great Oak School","=""1085111""",0,0,"*",0,"*",7,0,0,0,11
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","*",0,"*","*",0,7,0,0,"*",24
"Park City Prep Charter School District","=""2830013""","Park City Prep Charter School","=""2835113""","*","*",7,15,189,44,"*",0,0,390
"Plainfield School District","=""1090011""","Moosup Elementary School","=""1090111""",0,0,0,"*",0,0,0,0,0,0
"Plainfield School District","=""1090011""","Plainfield Central School","=""1095111""","*",7,88,9,76,33,7,9,"*",119
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""",0,"*",21,7,6,18,"*","*",20,91
"Plainfield School District","=""1090011""","Plainfield Memorial School","=""1090311""","*","*",15,"*",9,"*","*",0,0,15
"Plainfield School District","=""1090011""","Shepard Hill Elementary School","=""1090411""",0,0,"*",0,0,0,0,0,0,0
"Plainville School District","=""1100011""","Frank T. Wheeler School","=""1100411""",0,0,0,"*",0,8,0,"*",0,"*"
"Plainville School District","=""1100011""","Linden Street School","=""1100211""",0,0,"*",0,"*",0,0,0,0,"*"
"Plainville School District","=""1100011""","Louis Toffolon School","=""1100511""",0,0,0,0,0,"*",0,"*",0,0
"Plainville School District","=""1100011""","Middle School of Plainville","=""1105211""",0,7,8,"*",17,19,0,"*",0,35
"Plainville School District","=""1100011""","Plainville High School","=""1106111""",0,0,"*",0,"*","*",0,0,6,81
"Plymouth School District","=""1110011""","Eli Terry Jr. Middle School","=""1115111""","*","*",7,"*",26,"*","*","*","*",26
"Plymouth School District","=""1110011""","Plymouth Center School","=""1110211""",0,0,0,0,0,0,0,0,0,"*"
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","*",0,16,7,"*",13,"*","*",20,237
"Pomfret School District","=""1120011""","Pomfret Community School","=""1120111""",0,0,"*","*",0,"*","*","*",0,"*"
"Portland School District","=""1130011""","Brownstone Intermediate School","=""1130511""",0,0,0,"*","*",0,0,0,0,"*"
"Portland School District","=""1130011""","Gildersleeve School","=""1130411""",0,0,"*",0,0,"*","*",0,0,"*"
"Portland School District","=""1130011""","Portland High School","=""1136111""",0,0,"*","*","*",12,"*",0,0,39
"Portland School District","=""1130011""","Portland Middle School","=""1135111""",0,"*","*",0,"*",8,0,"*",0,13
"Preston School District","=""1140011""","Preston Plains School","=""1145111""",0,7,"*",0,"*",10,0,0,0,"*"
"Preston School District","=""1140011""","Preston Veterans' Memorial School","=""1140411""",0,0,0,0,"*",0,0,0,0,"*"
"Putnam School District","=""1160011""","Putnam Elementary School","=""1160311""",0,0,15,"*",64,6,6,0,0,29
"Putnam School District","=""1160011""","Putnam High School","=""1166111""",0,"*",11,0,"*",13,0,0,6,199
"Putnam School District","=""1160011""","Putnam Middle School","=""1165111""","*",11,19,6,77,"*",15,0,0,34
"Redding School District","=""1170011""","John Read Middle School","=""1175111""",0,0,"*",0,"*",10,0,0,0,9
"Redding School District","=""1170011""","Redding Elementary School","=""1170111""",0,0,"*",0,0,9,0,0,0,"*"
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","*","*","*",0,0,"*",0,"*",12,48
"Regional School District 04","=""2040012""","John Winthrop Middle School","=""2045112""",0,"*","*",0,"*",8,"*",0,"*",19
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","*","*",6,6,"*",14,"*","*",10,106
"Regional School District 05","=""2050012""","Amity Middle School: Bethany","=""2055112""",0,0,"*","*",6,7,0,0,"*",14
"Regional School District 05","=""2050012""","Amity Middle School: Orange","=""2055212""","*","*","*",0,"*",7,0,0,0,"*"
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""",0,"*","*","*",7,11,"*","*",187,292
"Regional School District 06","=""2060012""","James Morris School","=""2060212""",0,0,"*",0,0,0,0,0,0,0
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","*","*",17,"*",16,"*","*","*","*",66
"Regional School District 06","=""2060012""","Warren Elementary School","=""2060312""",0,0,0,0,0,"*",0,0,0,0
"Regional School District 07","=""2070012""","AIM","=""2079112""",0,"*","*",0,0,0,0,0,0,0
"Regional School District 07","=""2070012""","Intensive Learning Program","=""2079412""",0,0,0,0,0,0,0,0,0,"*"
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","*","*",6,"*",11,8,"*","*",8,24
"Regional School District 07","=""2070012""","Northwestern Regional Middle School","=""2075112""","*",0,"*",0,0,7,0,0,"*","*"
"Regional School District 07","=""2070012""","STEP","=""2079312""",0,0,"*",0,0,0,0,0,0,0
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""",0,"*",14,9,14,9,6,"*",13,163
"Regional School District 08","=""2080012""","RHAM Middle School","=""2085112""","*",8,17,0,8,"*","*","*",0,13
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","*","*","*",0,11,7,0,"*",15,6
"Regional School District 10","=""2100012""","Har-Bur Middle School","=""2105112""",0,0,12,"*",13,0,0,"*",0,46
"Regional School District 10","=""2100012""","Harwinton Consolidated School","=""2100312""",0,"*","*",0,0,0,0,"*",0,0
"Regional School District 10","=""2100012""","Lake Garda Elementary School","=""2100212""",0,0,0,0,"*","*",0,0,0,"*"
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","*",0,"*",14,8,6,0,0,10,224
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""",0,0,"*",0,7,"*",0,0,10,86
"Regional School District 12","=""2120012""","Shepaug Valley High School","=""2126112""",0,0,8,"*","*","*","*",0,11,172
"Regional School District 12","=""2120012""","Shepaug Valley Middle School","=""2125112""","*","*","*",0,"*","*",0,0,0,"*"
"Regional School District 12","=""2120012""","Washington Primary School","=""2120412""",0,0,0,0,0,0,0,0,0,"*"
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""",0,0,"*","*","*","*","*",0,"*",15
"Regional School District 13","=""2130012""","Frank Ward Strong School","=""2135112""",0,0,13,0,"*","*",0,0,0,"*"
"Regional School District 13","=""2130012""","John Lyman School","=""2130512""",0,0,0,"*",0,"*",0,0,0,"*"
"Regional School District 13","=""2130012""","Middlefield Memorial School","=""2130412""",0,0,"*",0,"*",0,0,0,0,0
"Regional School District 14","=""2140012""","Mitchell Elementary School","=""2140212""",0,0,"*",0,0,0,0,0,0,0
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""",0,"*","*","*",16,"*",0,0,19,80
"Regional School District 14","=""2140012""","Woodbury Middle School","=""2145112""","*","*","*",0,16,"*",0,"*",0,9
"Regional School District 15","=""2150012""","Memorial Middle School","=""2155212""",0,"*","*","*","*","*",0,"*",0,"*"
"Regional School District 15","=""2150012""","Middlebury Elementary School","=""2150612""",0,0,0,0,0,0,0,0,0,"*"
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""",0,0,"*",6,8,8,"*","*",32,139
"Regional School District 15","=""2150012""","Rochambeau Middle School","=""2155112""",0,0,"*",0,0,"*",0,0,0,"*"
"Regional School District 16","=""2160012""","Algonquin School","=""2160312""",0,0,0,0,0,0,0,"*",0,0
"Regional School District 16","=""2160012""","Community School","=""2160212""",0,0,"*",0,0,0,0,"*",0,"*"
"Regional School District 16","=""2160012""","Laurel Ledge School","=""2160112""",0,0,"*",0,"*","*","*","*",0,"*"
"Regional School District 16","=""2160012""","Long River Middle School","=""2165112""","*",0,17,"*",37,12,"*",0,"*",99
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""",0,0,6,"*",14,0,"*",0,9,102
"Regional School District 17","=""2170012""","Burr District Elementary School","=""2170212""",0,0,0,0,0,"*",0,0,0,0
"Regional School District 17","=""2170012""","Haddam Elementary School","=""2170112""",0,0,0,0,0,0,0,0,0,"*"
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","*",0,8,"*",13,6,"*",0,8,40
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""","*",11,26,"*",113,"*",9,0,8,37
"Regional School District 17","=""2170012""","Killingworth Elementary School","=""2170312""",0,0,0,0,"*",0,0,0,0,0
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""",0,"*","*","*",0,"*",0,0,"*",31
"Regional School District 18","=""2180012""","Lyme-Old Lyme Middle School","=""2185112""",0,0,"*",0,0,0,0,0,0,"*"
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""",0,0,10,13,"*",13,"*",6,29,104
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""",0,0,0,0,"*",0,0,0,0,0
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""",0,0,"*",0,0,0,0,0,0,0
"Ridgefield School District","=""1180011""","East Ridge Middle School","=""1185111""","*","*","*",0,"*",0,0,"*",0,"*"
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""",0,"*",14,10,6,"*","*","*",27,17
"Ridgefield School District","=""1180011""","Scotland Elementary School","=""1180511""",0,0,0,0,0,0,0,0,0,"*"
"Ridgefield School District","=""1180011""","Scotts Ridge Middle School","=""1185211""",0,0,"*",0,0,0,0,0,0,"*"
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""",0,0,12,"*",14,9,"*",0,0,42
"Rocky Hill School District","=""1190011""","Dr. Oran A. Moser School","=""1190211""",0,0,0,0,0,"*",0,0,0,0
"Rocky Hill School District","=""1190011""","Myrtle H. Stevens School","=""1190411""",0,0,"*",0,"*",17,0,0,0,0
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""","*",0,"*","*",14,29,"*","*",9,121
"Rocky Hill School District","=""1190011""","West Hill School","=""1190511""",0,0,0,0,0,"*",0,0,0,"*"
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""",0,0,"*","*","*",0,0,0,0,"*"
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""",0,0,0,0,0,0,0,0,0,7
"Scotland School District","=""1230011""","Scotland Elementary School","=""1230111""","*",0,0,0,"*","*",0,0,0,0
"Seymour School District","=""1240011""","Anna L. Lopresti School","=""1240311""",0,0,0,0,0,"*","*",0,0,"*"
"Seymour School District","=""1240011""","Bungay School","=""1240111""",0,0,0,0,"*",0,0,"*",0,7
"Seymour School District","=""1240011""","Paul Chatfield School","=""1240411""",0,0,0,0,0,"*",0,0,0,0
"Seymour School District","=""1240011""","Seymour High School","=""1246111""","*","*",23,10,16,12,"*","*",26,448
"Seymour School District","=""1240011""","Seymour Middle School","=""1245111""",0,13,20,"*",12,21,"*","*",0,69
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""",0,0,0,0,"*",0,0,0,0,"*"
"Shelton School District","=""1260011""","Elizabeth Shelton School","=""1260511""",0,0,0,0,0,0,0,"*",0,0
"Shelton School District","=""1260011""","Intermediate School","=""1265111""",0,"*",13,0,26,"*","*","*",0,34
"Shelton School District","=""1260011""","Long Hill School","=""1260811""",0,"*",0,0,0,0,0,0,0,0
"Shelton School District","=""1260011""","Shelton High School","=""1266111""",0,"*",29,12,62,16,"*","*",49,519
"Sherman School District","=""1270011""","Sherman School","=""1270111""",0,0,0,"*",0,"*",0,0,0,9
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""",0,0,"*","*",9,"*",0,0,0,"*"
"Simsbury School District","=""1280011""","Central School","=""1280111""",0,0,"*",0,0,0,0,0,0,"*"
"Simsbury School District","=""1280011""","Henry James Memorial School","=""1285111""",0,"*",6,"*",9,6,0,0,"*",10
"Simsbury School District","=""1280011""","Latimer Lane School","=""1280611""",0,0,"*",0,0,"*",0,"*",0,"*"
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""","*",0,"*","*",8,16,"*",0,14,175
"Simsbury School District","=""1280011""","Squadron Line School","=""1280711""",0,0,0,0,0,"*",0,0,0,"*"
"Simsbury School District","=""1280011""","Tariffville School","=""1280311""",0,0,0,0,"*","*",0,"*",0,0
"Somers School District","=""1290011""","Mabelle B. Avery Middle School","=""1295111""",0,"*","*",0,"*","*",0,0,0,7
"Somers School District","=""1290011""","Somers Elementary School","=""1290411""",0,0,"*","*",0,0,0,0,0,0
"Somers School District","=""1290011""","Somers High School","=""1296111""","*",0,8,"*","*",10,"*",0,11,103
"South Windsor School District","=""1320011""","Eli Terry School","=""1320711""",0,0,0,0,7,0,0,0,0,0
"South Windsor School District","=""1320011""","Orchard Hill School","=""1320611""",0,0,"*",0,"*","*",0,0,0,0
"South Windsor School District","=""1320011""","Philip R. Smith School","=""1320111""",0,0,"*",0,"*",0,0,0,0,"*"
"South Windsor School District","=""1320011""","Pleasant Valley School","=""1320211""",0,0,6,0,7,6,0,0,0,"*"
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""",0,"*",53,7,23,13,"*","*",84,143
"South Windsor School District","=""1320011""","Timothy Edwards School","=""1325111""","*","*",26,"*",9,"*","*","*",7,35
"South Windsor School District","=""1320011""","Wapping Elementary School","=""1320411""","*",0,"*",0,48,0,0,0,0,0
"Southington School District","=""1310011""","Derynoski Elementary School","=""1311511""",0,0,"*",0,0,0,0,0,0,"*"
"Southington School District","=""1310011""","Flanders Elementary School","=""1311311""",0,0,"*",0,"*","*",0,"*",0,"*"
"Southington School District","=""1310011""","Hatton Elementary School","=""1310211""",0,0,"*",0,0,0,0,0,0,0
"Southington School District","=""1310011""","John F. Kennedy Middle School","=""1315311""",0,"*",12,"*","*",22,"*",0,"*",13
"Southington School District","=""1310011""","Joseph A. Depaolo Middle School","=""1315111""","*",8,10,7,27,7,"*","*",8,61
"Southington School District","=""1310011""","Plantsville Elementary School","=""1310611""",0,0,0,0,0,"*","*","*",0,0
"Southington School District","=""1310011""","South End Elementary School","=""1310711""",0,0,0,0,0,0,0,0,0,"*"
"Southington School District","=""1310011""","Southington High School","=""1316211""","*","*",23,17,26,22,"*",6,66,243
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""",0,0,6,0,"*",0,0,0,0,"*"
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""",0,0,"*",0,"*",0,0,0,0,0
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""",0,0,"*","*",0,0,0,0,0,0
"Sprague School District","=""1330011""","Sayles School","=""1330111""",0,"*",13,"*",9,"*","*",0,0,16
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""",0,0,"*",0,6,"*",0,0,0,"*"
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","*",0,32,"*",17,10,"*","*",35,571
"Stafford School District","=""1340011""","Stafford Middle School","=""1345211""","*",0,"*","*",10,9,"*",0,"*",95
"Stamford School District","=""1350011""","Cloonan School","=""1355611""","*","*","*","*",6,6,0,"*",0,7
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""",0,"*",0,0,0,"*",0,0,0,"*"
"Stamford School District","=""1350011""","Dolan School","=""1355311""",0,"*","*",0,"*",23,"*",9,"*","*"
"Stamford School District","=""1350011""","Newfield School","=""1350611""",0,"*",6,"*",6,"*",0,0,0,6
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""",0,"*",6,6,"*",23,"*","*",8,45
"Stamford School District","=""1350011""","Rogers International School","=""1350811""",0,0,"*",0,0,"*",0,0,0,0
"Stamford School District","=""1350011""","Roxbury School","=""1350911""",0,"*",0,0,0,"*",0,"*",0,0
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""",0,0,"*","*","*","*",0,"*",0,"*"
"Stamford School District","=""1350011""","Springdale School","=""1351111""",0,0,0,0,"*",0,0,0,0,0
"Stamford School District","=""1350011""","Stamford High School","=""1356111""","*","*",12,17,19,67,"*",10,29,50
"Stamford School District","=""1350011""","Stillmeadow School","=""1352111""",0,0,0,0,7,"*",0,"*",0,"*"
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""",0,0,0,0,0,"*",0,"*",0,0
"Stamford School District","=""1350011""","Toquam Magnet School","=""1351911""",0,0,"*",0,0,"*","*","*",0,0
"Stamford School District","=""1350011""","Turn of River School","=""1355511""","*",0,"*",0,"*","*","*","*","*",9
"Stamford School District","=""1350011""","Westhill High School","=""1356311""",0,"*",16,15,56,67,"*",13,23,165
"Stamford School District","=""1350011""","Westover School","=""1351411""",0,0,0,0,"*","*",0,0,0,"*"
"Sterling School District","=""1360011""","Sterling Community School","=""1360311""",0,"*",11,0,"*",27,0,"*",0,18
"Stonington School District","=""1370011""","Deans Mill School","=""1370511""",0,0,0,0,0,"*",0,0,0,0
"Stonington School District","=""1370011""","Mystic Middle School","=""1375211""",0,"*",0,"*",10,11,"*","*",0,17
"Stonington School District","=""1370011""","Pawcatuck Middle School","=""1375111""",0,"*","*","*","*","*","*",0,"*",22
"Stonington School District","=""1370011""","Stonington High School","=""1376111""",0,"*",14,6,12,"*","*",0,23,94
"Stonington School District","=""1370011""","West Vine Street School","=""1370611""",0,0,"*",0,0,"*",0,0,0,0
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""",0,"*",27,"*",47,11,0,"*",12,231
"Stratford School District","=""1380011""","Chapel School","=""1380311""",0,0,0,0,0,9,0,0,0,"*"
