"Incident Counts, 2010-11"
"All Districts, All Schools"

"",,,,"Incident Type",,,,,,,,,
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""",0,0,"*",0,"*",15,0,0,0,21
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""",0,"*","*",0,18,24,"*","*","*",29
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""",0,"*","*","*",6,6,0,0,"*",21
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""",0,0,"*",0,8,11,0,0,0,8
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""",0,"*",9,0,6,"*",0,"*","*",65
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""",0,0,"*",0,12,"*",0,"*","*",58
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""","*","*",9,0,19,62,"*",0,0,23
"New Haven School District","=""0930011""","Sound School","=""0936711""",0,0,0,"*","*",0,0,0,"*",6
"New Haven School District","=""0930011""","Truman School","=""0932911""",0,"*",6,"*",10,14,"*","*","*",16
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""",0,"*","*","*","*",18,0,"*","*","*"
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""",0,"*",7,0,6,49,"*","*",0,33
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""",0,"*",17,8,48,43,"*","*",11,343
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""",0,0,0,0,"*",0,0,0,0,7
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""","*",18,62,"*",150,54,"*",10,"*",382
"New London School District","=""0950011""","Harbor School","=""0950211""",0,0,"*",0,"*","*","*","*",0,0
"New London School District","=""0950011""","Natha Hale Magnet Elementary School for the Performing &amp; Visual Arts","=""0950911""",0,0,"*",0,14,30,"*",0,0,"*"
"New London School District","=""0950011""","New London Clinical Day Program","=""0959111""",0,0,0,0,"*","*",0,0,0,0
"New London School District","=""0950011""","New London High School","=""0956111""","*",20,61,13,123,36,"*",12,19,557
"New London School District","=""0950011""","Shoreline Academy","=""0950511""",0,0,0,0,16,"*",0,0,0,8
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""","*","*",13,"*",45,15,0,"*",0,37
"New Milford School District","=""0960011""","New Milford High School","=""0966111""",0,"*",9,16,20,13,"*",9,30,567
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""",0,0,0,0,0,"*",0,"*",0,6
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""","*","*",32,"*",17,29,"*","*",6,159
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""","*",0,0,"*",0,"*",0,0,0,"*"
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""",0,0,0,0,0,"*",0,"*",0,0
"Newington School District","=""0940011""","John Paterson School","=""0940811""",0,0,0,0,"*","*",0,0,0,0
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""","*","*",6,11,9,16,"*",0,0,49
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""","*","*","*","*",8,26,8,"*","*",51
"Newington School District","=""0940011""","Newington High School","=""0946111""",0,"*",11,12,11,13,"*",0,27,394
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""",0,0,"*",0,0,0,0,"*",0,0
"Newtown School District","=""0970011""","Newtown High School","=""0976111""",0,6,"*",12,7,26,"*","*",34,97
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""","*",7,9,"*",13,0,"*","*","*",17
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""",0,0,6,"*","*",8,"*",0,0,26
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""",0,0,0,0,0,"*",0,0,0,0
"North Branford School District","=""0990011""","North Branford High School","=""0996111""",0,0,6,0,11,10,"*",0,17,404
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""","*","*",34,"*",9,37,7,"*",0,82
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""",0,0,"*",0,0,"*",0,0,0,"*"
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",0,0,8,"*",0,11,0,0,0,"*"
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""",0,0,0,0,0,"*",0,0,0,0
"North Haven School District","=""1010011""","North Haven High School","=""1016111""",0,"*",11,"*",7,9,"*","*",13,97
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""",0,"*",24,0,54,9,"*",0,9,39
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""",0,0,"*",0,0,"*",0,0,0,"*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","*","*",11,"*","*",19,"*",0,"*",83
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""",0,0,6,0,"*",13,0,"*",0,7
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""",8,"*",34,15,21,43,"*","*",19,442
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""",0,0,0,0,0,0,0,"*",0,"*"
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""",0,0,0,"*","*","*",0,0,0,"*"
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""",0,"*",0,0,"*","*","*",0,0,0
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""",0,0,0,0,"*",8,0,"*",0,"*"
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""",0,0,0,0,0,"*",0,"*",0,"*"
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""","*",0,"*",0,"*",9,"*","*",0,"*"
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""",0,0,"*",0,0,0,0,0,0,0
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""","*",0,"*","*",30,"*",0,0,0,46
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""",33,10,21,6,21,36,8,"*",58,467
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""",0,0,"*",0,"*",6,0,"*","*","*"
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""",19,6,39,"*",67,50,"*","*","*",191
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","*",0,16,"*",7,10,"*","*","*",43
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""",0,0,0,0,"*","*",0,0,0,"*"
"Norwalk School District","=""1030011""","Tracey School","=""1031411""",0,"*",0,"*",0,0,0,0,0,"*"
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""",46,16,55,12,8,35,"*","*",0,282
"Norwich Free Academy District","=""9010022""","LEAD (Life Skills, Education and Adult Development)","=""9010122""",0,0,0,0,0,0,0,0,0,"*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""",0,"*",48,8,14,22,"*","*",20,577
"Norwich School District","=""1040011""","Deborah-Tennant Zinewicz  School","=""1049111""",0,0,10,0,10,14,"*","*","*",44
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""",0,0,0,0,0,"*",0,0,0,0
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""",0,0,10,0,"*","*",0,"*",0,11
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""","*",12,37,"*",98,31,6,8,0,85
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""",0,0,"*","*",0,21,"*","*",0,13
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""",0,0,0,0,0,"*",0,0,0,"*"
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""",0,"*",35,6,18,84,"*","*","*",219
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""",0,"*",10,0,"*",0,0,"*","*",10
"Norwich School District","=""1040011""","Thomas W. Mahan School","=""1041711""",0,0,0,0,"*","*",0,0,0,0
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""","*","*",6,0,"*","*",0,0,0,12
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""",0,0,"*",0,"*","*",0,"*",0,"*"
"Norwich School District","=""1040011""","Wequonnoc Magnet School","=""1041511""",0,"*","*","*","*",24,0,"*",0,11
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""","*",0,"*","*",0,"*",0,0,0,"*"
"Old Saybrook School District","=""1060011""","Old Saybrook Middle School","=""1065211""",0,0,7,"*",13,0,"*",0,"*",21
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""",0,0,"*","*",9,6,0,0,"*",28
"Orange School District","=""1070011""","Peck Place School","=""1070511""",0,0,"*",0,0,0,0,0,0,0
"Orange School District","=""1070011""","Race Brook School","=""1070311""",0,0,"*",0,0,0,0,0,0,0
"Orange School District","=""1070011""","Turkey Hill School","=""1070411""",0,0,"*",0,"*",0,0,0,0,"*"
"Oxford School District","=""1080011""","Great Oak School","=""1085111""",0,0,"*",0,0,"*",0,0,0,19
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","*",0,"*",0,"*","*",0,0,"*",29
"Park City Prep Charter School District","=""2830013""","Park City Prep Charter School","=""2835113""","*","*","*",0,26,16,"*","*",0,58
"Plainfield School District","=""1090011""","Plainfield Central School","=""1095111""","*",6,71,"*",61,9,8,"*","*",134
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""",0,"*",30,6,13,13,8,"*",28,109
"Plainfield School District","=""1090011""","Plainfield Memorial School","=""1090311""",0,0,14,"*",10,"*",0,"*",0,56
"Plainfield School District","=""1090011""","Shepard Hill Elementary School","=""1090411""",0,0,"*",0,0,0,0,"*",0,0
"Plainville School District","=""1100011""","Frank T. Wheeler School","=""1100411""",0,0,0,0,0,"*",0,"*",0,"*"
"Plainville School District","=""1100011""","Linden Street School","=""1100211""",0,0,"*","*",0,"*",0,0,0,7
"Plainville School District","=""1100011""","Louis Toffolon School","=""1100511""","*",0,0,0,"*",0,"*",0,0,"*"
"Plainville School District","=""1100011""","Middle School of Plainville","=""1105211""","*","*",16,"*",17,18,"*","*",0,31
"Plainville School District","=""1100011""","Plainville High School","=""1106111""",0,0,6,"*",6,12,0,"*",8,101
"Plymouth School District","=""1110011""","Eli Terry Jr. Middle School","=""1115111""",0,6,7,0,20,9,"*","*","*",43
"Plymouth School District","=""1110011""","Plymouth Center School","=""1110211""",0,0,0,0,"*",0,0,0,0,0
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""",0,0,15,"*","*","*","*","*","*",99
"Pomfret School District","=""1120011""","Pomfret Community School","=""1120111""",0,"*","*","*","*",0,0,0,0,"*"
"Portland School District","=""1130011""","Brownstone Intermediate School","=""1130511""",0,0,0,"*",0,"*",0,0,0,"*"
"Portland School District","=""1130011""","Gildersleeve School","=""1130411""",0,0,0,0,0,"*",0,0,0,"*"
"Portland School District","=""1130011""","Portland High School","=""1136111""","*",0,0,"*","*",13,0,0,"*",53
"Portland School District","=""1130011""","Portland Middle School","=""1135111""",0,0,"*","*",0,"*",0,0,0,"*"
"Preston School District","=""1140011""","Preston Plains School","=""1145111""",0,0,0,0,0,"*",0,0,0,9
"Preston School District","=""1140011""","Preston Veterans' Memorial School","=""1140411""",0,0,"*",0,0,6,0,0,0,0
"Putnam School District","=""1160011""","Putnam Elementary School","=""1160311""",0,"*",18,6,22,17,"*","*",0,46
"Putnam School District","=""1160011""","Putnam High School","=""1166111""",0,"*",11,"*","*",11,0,0,"*",156
"Putnam School District","=""1160011""","Putnam Middle School","=""1165111""","*","*",20,"*",56,"*",7,"*","*",60
"Redding School District","=""1170011""","John Read Middle School","=""1175111""",0,0,"*",0,11,0,0,0,0,0
"Redding School District","=""1170011""","Redding Elementary School","=""1170111""",0,0,"*",0,0,"*",0,"*",0,"*"
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","*",0,8,0,0,"*","*","*",7,42
"Regional School District 04","=""2040012""","John Winthrop Middle School","=""2045112""",0,0,"*","*",0,0,"*","*",0,14
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""",0,"*","*","*","*","*",0,"*",7,70
"Regional School District 05","=""2050012""","Amity Middle School: Bethany","=""2055112""",0,0,"*",0,"*","*","*",0,0,"*"
"Regional School District 05","=""2050012""","Amity Middle School: Orange","=""2055212""",0,0,0,0,0,"*",0,0,0,"*"
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""",0,"*","*","*",12,15,"*","*",168,266
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","*",11,24,7,16,22,10,"*",7,75
"Regional School District 06","=""2060012""","Warren Elementary School","=""2060312""",0,0,"*",0,"*","*",0,0,0,0
"Regional School District 07","=""2070012""","AIM","=""2079112""",0,0,0,0,0,0,0,0,"*","*"
"Regional School District 07","=""2070012""","Intensive Learning Program","=""2079412""",0,0,"*",0,"*",0,0,0,"*","*"
"Regional School District 07","=""2070012""","LINKS","=""2079212""",0,0,0,0,0,0,0,0,0,"*"
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""",7,"*",6,"*",9,"*","*","*",6,25
"Regional School District 07","=""2070012""","Northwestern Regional Middle School","=""2075112""",0,0,0,"*",0,"*",0,0,0,"*"
"Regional School District 07","=""2070012""","STEP","=""2079312""",0,0,0,0,0,"*",0,0,"*",0
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","*","*",21,12,9,8,"*",0,19,194
"Regional School District 08","=""2080012""","RHAM Middle School","=""2085112""",0,6,25,"*","*",6,0,"*","*",54
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""",0,0,"*","*","*","*",0,"*",16,0
"Regional School District 10","=""2100012""","Har-Bur Middle School","=""2105112""",0,0,10,"*",10,"*","*","*",8,24
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""",0,0,"*",6,"*","*","*","*",16,187
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""",0,0,"*",0,6,17,"*",0,7,42
"Regional School District 12","=""2120012""","Booth Free School","=""2120212""",0,0,0,0,0,0,0,"*",0,0
"Regional School District 12","=""2120012""","Shepaug Valley High School","=""2126112""",0,0,0,"*","*","*","*","*",9,58
"Regional School District 12","=""2120012""","Shepaug Valley Middle School","=""2125112""",0,0,"*","*","*","*",0,0,0,8
"Regional School District 12","=""2120012""","Washington Primary School","=""2120412""",0,0,0,0,0,"*",0,0,0,0
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""",0,0,0,0,0,"*","*","*","*",8
"Regional School District 13","=""2130012""","Francis E. Korn School","=""2130212""",0,0,"*","*",0,0,0,0,0,0
"Regional School District 13","=""2130012""","Frank Ward Strong School","=""2135112""",0,0,"*",0,"*","*",0,0,0,6
"Regional School District 13","=""2130012""","John Lyman School","=""2130512""",0,"*","*",0,0,0,0,0,0,"*"
"Regional School District 13","=""2130012""","Middlefield Memorial School","=""2130412""",0,0,0,0,"*",0,0,0,0,"*"
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""",0,"*",8,0,9,"*",0,"*",19,91
"Regional School District 14","=""2140012""","Woodbury Middle School","=""2145112""",0,"*","*",0,"*","*",0,"*",0,7
"Regional School District 15","=""2150012""","Gainfield Elementary School","=""2150412""",0,0,0,0,"*","*",0,0,0,0
"Regional School District 15","=""2150012""","Long Meadow Elementary School","=""2150712""",0,0,0,"*","*","*",0,0,0,"*"
"Regional School District 15","=""2150012""","Memorial Middle School","=""2155212""",0,0,"*",0,"*","*",0,0,0,10
"Regional School District 15","=""2150012""","Middlebury Elementary School","=""2150612""",0,0,0,0,0,8,0,0,0,0
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""",0,0,"*","*",6,13,"*","*",38,130
"Regional School District 15","=""2150012""","Pomperaug School","=""2150512""",0,0,0,0,0,"*",0,0,0,0
"Regional School District 15","=""2150012""","Rochambeau Middle School","=""2155112""",0,"*","*",0,"*","*",0,"*",0,"*"
"Regional School District 16","=""2160012""","Algonquin School","=""2160312""",0,"*",0,0,0,0,0,"*",0,0
"Regional School District 16","=""2160012""","Laurel Ledge School","=""2160112""",0,0,"*",0,0,"*",0,"*",0,"*"
"Regional School District 16","=""2160012""","Long River Middle School","=""2165112""",0,0,27,"*",14,"*",0,"*","*",46
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""",0,0,8,"*",15,"*","*",0,37,216
"Regional School District 17","=""2170012""","Burr District Elementary School","=""2170212""",0,0,0,0,0,0,0,"*",0,0
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","*",0,7,"*",18,0,"*",0,11,72
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""","*",0,16,"*",90,"*",7,0,"*",39
"Regional School District 17","=""2170012""","Killingworth Elementary School","=""2170312""",0,0,"*",0,"*",0,0,"*",0,0
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""",0,0,"*","*",9,9,"*","*","*",32
"Regional School District 18","=""2180012""","Lyme-Old Lyme Middle School","=""2185112""",0,0,0,0,0,"*",0,"*",0,0
"Regional School District 18","=""2180012""","Mile Creek School","=""2180212""",0,0,0,0,0,"*",0,0,0,0
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""",0,"*",18,12,10,6,"*","*",25,183
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""",0,0,0,0,"*",0,0,0,0,"*"
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""",0,0,"*",0,11,"*",0,0,0,"*"
"Ridgefield School District","=""1180011""","East Ridge Middle School","=""1185111""","*",0,"*","*","*","*",0,0,0,"*"
"Ridgefield School District","=""1180011""","Farmingville Elementary School","=""1180411""","*",0,"*",0,0,"*",0,"*",0,"*"
"Ridgefield School District","=""1180011""","Ridgebury Elementary School","=""1180311""",0,0,0,0,9,0,0,0,0,"*"
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""","*","*","*",6,6,8,"*","*",30,33
"Ridgefield School District","=""1180011""","Ridgefield Transition Program","=""1189011""",0,0,0,0,0,0,0,0,0,"*"
"Ridgefield School District","=""1180011""","Scotland Elementary School","=""1180511""",0,0,"*",0,0,7,0,0,0,0
"Ridgefield School District","=""1180011""","Scotts Ridge Middle School","=""1185211""",0,0,"*",0,0,"*",0,0,0,"*"
"Ridgefield School District","=""1180011""","Veterans Park Elementary School","=""1180211""",0,"*",0,0,"*","*",0,0,0,0
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""",0,0,7,"*","*",8,"*",0,0,21
"Rocky Hill School District","=""1190011""","Myrtle H. Stevens School","=""1190411""",0,0,0,0,0,0,0,0,0,"*"
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""","*",0,10,"*",15,11,"*",0,"*",109
"Rocky Hill School District","=""1190011""","West Hill School","=""1190511""",0,"*",0,0,"*",6,0,0,0,0
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""","*","*",7,"*",0,"*",0,0,0,"*"
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""",0,0,"*",0,0,"*",0,0,0,12
"Scotland School District","=""1230011""","Scotland Elementary School","=""1230111""",0,0,0,0,0,"*",0,0,0,"*"
"Seymour School District","=""1240011""","Anna L. Lopresti School","=""1240311""",0,0,"*","*",0,"*","*","*",0,"*"
"Seymour School District","=""1240011""","Paul Chatfield School","=""1240411""",0,0,0,"*","*","*",0,0,0,"*"
"Seymour School District","=""1240011""","Seymour High School","=""1246111""",7,"*",28,"*","*",12,"*","*",16,401
"Seymour School District","=""1240011""","Seymour Middle School","=""1245111""","*","*",14,0,24,23,0,"*","*",68
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""",0,0,"*",0,0,0,0,0,0,"*"
"Shelton School District","=""1260011""","Booth Hill School","=""1261011""",0,0,0,0,0,0,0,0,0,"*"
"Shelton School District","=""1260011""","Intermediate School","=""1265111""","*",8,19,"*",8,12,"*",0,"*",30
"Shelton School District","=""1260011""","Long Hill School","=""1260811""",0,0,0,0,0,0,0,"*",0,0
"Shelton School District","=""1260011""","Perry Hill Elementary School","=""1261111""","*","*","*",0,0,0,0,"*",0,"*"
"Shelton School District","=""1260011""","Shelton High School","=""1266111""",8,"*",24,12,43,"*","*","*",30,598
"Sherman School District","=""1270011""","Sherman School","=""1270111""",0,0,0,0,0,"*","*",0,0,"*"
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""",0,0,"*","*",14,"*","*",0,0,11
"Simsbury School District","=""1280011""","Central School","=""1280111""",0,0,0,0,"*",0,0,"*",0,"*"
"Simsbury School District","=""1280011""","Henry James Memorial School","=""1285111""",0,0,9,"*",14,"*","*",6,"*",8
"Simsbury School District","=""1280011""","Latimer Lane School","=""1280611""",0,0,"*",0,0,0,0,0,0,0
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""",0,0,7,0,16,23,"*","*",13,213
"Simsbury School District","=""1280011""","Squadron Line School","=""1280711""",0,0,"*","*",0,7,"*","*",0,"*"
"Simsbury School District","=""1280011""","Tariffville School","=""1280311""",0,0,"*",0,"*","*",0,"*",0,"*"
"Somers School District","=""1290011""","Mabelle B. Avery Middle School","=""1295111""",0,"*","*","*","*",8,0,0,0,9
"Somers School District","=""1290011""","Somers Elementary School","=""1290411""",0,0,0,0,"*",0,0,0,0,0
"Somers School District","=""1290011""","Somers High School","=""1296111""",0,0,"*","*",6,"*",0,0,8,72
"South Windsor School District","=""1320011""","Eli Terry School","=""1320711""",0,0,0,0,"*",0,0,0,0,0
"South Windsor School District","=""1320011""","Orchard Hill School","=""1320611""",0,0,"*",0,0,"*",0,0,0,"*"
"South Windsor School District","=""1320011""","Pleasant Valley School","=""1320211""","*",0,"*",0,"*","*",0,0,0,8
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""","*",9,31,14,26,10,0,0,40,259
"South Windsor School District","=""1320011""","Timothy Edwards School","=""1325111""","*","*",13,6,9,17,"*",0,"*",41
"South Windsor School District","=""1320011""","Wapping Elementary School","=""1320411""",0,0,0,0,0,0,0,0,0,"*"
"Southington School District","=""1310011""","Derynoski Elementary School","=""1311511""",0,0,0,0,"*","*",0,0,0,0
"Southington School District","=""1310011""","Flanders Elementary School","=""1311311""",0,0,"*",0,"*","*","*",0,0,"*"
"Southington School District","=""1310011""","Hatton Elementary School","=""1310211""",0,0,"*",0,0,0,"*",0,0,0
"Southington School District","=""1310011""","John F. Kennedy Middle School","=""1315311""","*","*",11,"*","*",10,"*",0,0,19
"Southington School District","=""1310011""","Joseph A. Depaolo Middle School","=""1315111""","*",0,27,11,27,8,"*","*","*",44
"Southington School District","=""1310011""","Plantsville Elementary School","=""1310611""",0,0,0,"*","*","*",0,0,0,"*"
"Southington School District","=""1310011""","South End Elementary School","=""1310711""",0,0,0,"*",0,0,0,0,0,6
"Southington School District","=""1310011""","Southington High School","=""1316211""",0,"*",19,11,23,39,"*",9,47,198
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""",0,0,6,0,"*","*",0,0,0,"*"
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""",0,0,0,0,"*",0,0,"*",0,0
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""","*",0,0,0,0,"*",0,"*",0,"*"
"Sprague School District","=""1330011""","Sayles School","=""1330111""",0,0,6,"*",11,"*","*","*","*",21
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""",0,0,"*",0,0,"*",0,"*",0,"*"
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","*","*",30,"*",17,16,9,0,8,395
"Stafford School District","=""1340011""","Stafford Middle School","=""1345211""",0,0,15,"*",0,14,0,0,0,50
"Stafford School District","=""1340011""","Staffordville School","=""1340311""",0,0,0,0,0,"*",0,0,0,0
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""",0,"*","*","*",8,"*","*",0,7,0
"Stamford School District","=""1350011""","Cloonan School","=""1355611""",0,"*",6,"*","*",13,"*","*","*","*"
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""",0,0,0,0,0,"*",0,"*",0,0
"Stamford School District","=""1350011""","Dolan School","=""1355311""",0,"*",0,"*","*",10,0,"*","*","*"
"Stamford School District","=""1350011""","Newfield School","=""1350611""",0,0,"*","*",9,"*","*",0,0,6
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""",0,"*","*","*",14,15,"*","*","*",44
"Stamford School District","=""1350011""","Rogers International School","=""1350811""",0,0,0,0,0,"*",0,0,0,0
"Stamford School District","=""1350011""","Roxbury School","=""1350911""",0,0,"*",0,0,"*",0,0,0,"*"
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""",0,0,0,0,0,0,0,"*",0,0
"Stamford School District","=""1350011""","Springdale School","=""1351111""",0,0,0,0,0,0,0,"*",0,0
"Stamford School District","=""1350011""","Stamford High School","=""1356111""",0,"*",38,9,46,56,7,10,43,91
"Stamford School District","=""1350011""","Stillmeadow School","=""1352111""",0,0,0,0,"*","*",0,0,0,"*"
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""",0,0,0,0,0,"*",0,0,0,0
"Stamford School District","=""1350011""","Toquam Magnet School","=""1351911""",0,0,"*",0,0,"*",0,0,0,0
"Stamford School District","=""1350011""","Turn of River School","=""1355511""",0,"*",9,"*","*",7,0,0,0,"*"
"Stamford School District","=""1350011""","Westhill High School","=""1356311""","*","*",16,"*",28,56,"*",7,51,309
"Stamford School District","=""1350011""","Westover School","=""1351411""","*",0,0,0,0,0,"*",0,0,0
"Sterling School District","=""1360011""","Sterling Community School","=""1360311""","*","*",9,"*","*",31,"*","*",0,10
"Stonington School District","=""1370011""","Deans Mill School","=""1370511""",0,0,0,0,7,"*",0,"*",0,"*"
"Stonington School District","=""1370011""","Mystic Middle School","=""1375211""",0,"*","*",0,10,"*",0,0,0,10
"Stonington School District","=""1370011""","Pawcatuck Middle School","=""1375111""",0,6,"*",0,28,"*","*",0,0,14
"Stonington School District","=""1370011""","Stonington High School","=""1376111""",0,"*","*",0,18,"*",0,"*",7,135
"Stonington School District","=""1370011""","West Broad Street School","=""1370411""",0,0,0,0,0,0,0,0,0,"*"
"Stonington School District","=""1370011""","West Vine Street School","=""1370611""",0,0,0,0,0,0,0,0,0,"*"
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""","*","*",8,"*",38,17,"*","*",21,256
"Stratford School District","=""1380011""","Chapel School","=""1380311""",0,"*","*",0,"*",25,0,"*",0,16
"Stratford School District","=""1380011""","David Wooster Middle School","=""1385211""","*","*",30,"*",17,26,"*","*","*",149
"Stratford School District","=""1380011""","Eli Whitney School","=""1381311""",0,"*","*","*","*","*",0,"*",0,0
"Stratford School District","=""1380011""","Franklin School","=""1380411""",0,0,7,0,0,13,0,"*",0,"*"
"Stratford School District","=""1380011""","Harry B. Flood Middle School","=""1385311""",0,"*",9,"*",11,23,"*",0,0,56
"Stratford School District","=""1380011""","Honeyspot School","=""1381611""",0,0,0,0,0,"*",0,0,0,"*"
"Stratford School District","=""1380011""","Lordship School","=""1380811""",0,0,"*",0,"*","*",0,"*",0,10
"Stratford School District","=""1380011""","Nichols School","=""1380911""",0,0,"*",0,11,"*",0,"*",0,24
"Stratford School District","=""1380011""","Second Hill Lane School","=""1381011""",0,"*","*","*","*",26,"*",0,"*",25
"Stratford School District","=""1380011""","Secondary STEPS Program","=""1389111""",0,0,"*",0,"*","*",0,0,"*","*"
"Stratford School District","=""1380011""","Stratford Academy - Johnson House","=""1381511""",0,0,"*",0,"*",9,0,0,0,8
"Stratford School District","=""1380011""","Stratford High School","=""1386111""","*",7,13,"*",31,22,"*","*",15,333
"Stratford School District","=""1380011""","Wilcoxson School","=""1381411""","*",0,"*",0,"*",6,0,0,0,"*"
