"Incident Counts, 2013-14"
"All Districts, All Schools"

"",,,,"Incident Type",,,,,,,,,
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""","*",7,7,0,22,31,0,"*",0,6
"New Haven School District","=""0930011""","Beecher School","=""0930311""","*","*",18,"*",6,21,"*",0,"*",13
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""","*",0,"*",0,"*","*",0,0,0,"*"
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""",0,0,0,"*",0,"*",0,0,0,8
"New Haven School District","=""0930011""","Bishop Woods School","=""0934311""",0,"*",9,0,46,45,0,"*",0,141
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""",0,"*","*","*",6,21,0,0,0,0
"New Haven School District","=""0930011""","Christopher Columbus Academy","=""0934111""",0,0,"*",0,0,0,0,0,0,0
"New Haven School District","=""0930011""","Clemente Leadership Academy","=""0934211""",0,0,"*",0,"*",13,0,0,"*","*"
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""",0,0,0,0,"*","*",0,0,0,0
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""",0,"*","*","*","*",16,0,0,0,"*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""",0,0,"*","*","*",6,0,"*",0,"*"
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""",0,0,0,"*",0,8,"*","*",0,"*"
"New Haven School District","=""0930011""","Domus Academy","=""0935611""","*",0,"*","*",8,22,0,"*","*","*"
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""",0,0,15,"*",25,15,0,"*","*",8
"New Haven School District","=""0930011""","Edgewood School","=""0931211""",0,"*",6,"*",18,19,0,"*",0,"*"
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""",0,"*",9,"*",8,20,"*","*","*",16
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""","*","*",7,"*",10,32,"*","*","*",13
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","*","*",11,0,8,19,0,"*",7,18
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""",0,"*",9,0,17,7,0,"*",0,40
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""",0,0,"*",0,"*","*",0,"*","*",8
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","*","*",0,0,"*","*",0,0,"*","*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","*",0,20,6,19,64,"*",6,"*",98
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""",0,"*","*",0,10,31,"*","*",0,8
"New Haven School District","=""0930011""","John S. Martinez School","=""0930811""",0,0,"*",0,0,0,0,"*",0,0
"New Haven School District","=""0930011""","Katherine Brennan/Clarence Rogers School","=""0932111""",0,0,"*",0,7,35,0,0,0,"*"
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""","*",17,29,"*",55,83,"*","*",0,69
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""",0,"*","*",0,"*",64,"*",0,"*",55
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""","*",0,10,"*",11,19,0,0,0,28
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""",0,0,"*","*","*","*",0,0,0,"*"
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""","*","*",7,0,7,17,"*",6,"*",10
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""",0,"*",6,"*",11,"*",0,0,"*",20
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""",0,0,0,0,0,"*",0,0,0,0
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""",0,0,0,0,0,0,0,0,0,"*"
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""",0,"*",9,"*",11,32,0,0,0,12
"New Haven School District","=""0930011""","Sound School","=""0936711""",0,0,"*",0,"*","*",0,0,"*",6
"New Haven School District","=""0930011""","Truman School","=""0932911""",0,"*","*",0,13,"*",0,0,0,"*"
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""",0,0,"*",0,10,17,0,6,0,"*"
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""",0,7,6,0,18,42,"*","*",0,33
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","*",8,30,14,64,54,0,9,19,357
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""",0,0,"*",0,"*",0,0,"*",0,7
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""","*",12,43,13,70,38,"*","*","*",525
"New London School District","=""0950011""","Jennings School","=""0950311""",0,"*","*","*",48,23,0,"*",0,36
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""",0,"*",25,"*",78,107,0,0,0,103
"New London School District","=""0950011""","New London High School","=""0956111""","*","*",19,14,56,29,"*","*",10,478
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""",0,0,0,0,"*",0,0,"*",0,"*"
"New Milford School District","=""0960011""","New Milford High School","=""0966111""",0,"*",18,"*",18,19,"*","*",32,584
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""",0,"*",10,0,"*",18,"*",0,0,19
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""",0,"*",14,"*",14,10,"*",0,0,56
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""",0,0,"*",0,"*","*",0,0,0,6
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""",0,0,0,"*",0,0,0,0,0,"*"
"Newington School District","=""0940011""","John Paterson School","=""0940811""",0,0,"*",0,"*","*",0,0,0,0
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""","*",9,10,"*",6,27,0,"*",0,51
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""",0,7,28,7,"*",26,"*","*",0,48
"Newington School District","=""0940011""","Newington High School","=""0946111""","*","*","*",12,12,13,"*","*",12,391
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""",0,0,0,0,"*",0,0,0,0,0
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""",0,0,0,0,0,0,0,0,0,"*"
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""",0,0,"*",0,"*",0,0,0,0,0
"Newtown School District","=""0970011""","Newtown High School","=""0976111""",0,6,10,"*",20,21,"*","*",6,48
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""",0,"*",12,"*","*",8,0,0,"*",15
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""",0,0,"*","*","*","*",0,0,0,"*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""",0,"*",12,"*",12,"*","*",0,9,210
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""","*","*",11,"*",9,0,0,"*","*",24
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""",0,0,0,"*","*","*",0,0,0,"*"
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",0,0,"*",0,"*",25,0,0,"*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""",0,"*","*",11,13,6,"*",0,8,84
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""",0,"*",9,0,10,"*",0,"*","*",19
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""",0,0,"*",0,0,0,0,"*",0,0
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""",0,"*",0,0,0,"*",0,"*",0,21
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""",0,0,0,"*","*","*","*",0,0,6
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""",0,"*",30,12,16,32,0,6,34,223
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""",0,0,0,0,0,"*","*","*",0,0
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""",0,0,"*","*","*","*",0,"*",0,"*"
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""",0,0,"*",0,"*",0,0,0,0,"*"
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""",0,0,0,0,0,"*",0,"*",0,"*"
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""",0,0,"*","*",0,"*",0,0,0,0
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""",0,0,"*",0,0,"*",0,0,0,0
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""","*","*",9,"*",9,"*",0,"*","*",34
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","*","*",21,17,33,29,"*",6,32,200
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""",0,"*","*","*","*",11,0,"*","*",11
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""",10,"*",6,11,8,15,0,0,"*",47
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""",0,"*","*","*","*",13,0,"*","*",36
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""",0,0,0,"*","*",0,0,0,0,0
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""",0,0,"*","*","*",0,"*",0,0,"*"
"Norwalk School District","=""1030011""","Tracey School","=""1031411""",0,0,0,0,0,0,0,0,0,"*"
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""",35,"*",20,"*","*",36,0,0,11,162
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""",0,0,0,0,7,"*",0,0,0,"*"
"Norwich Free Academy District","=""9010022""","Alternative Pathways to Success","=""9010322""",0,0,0,"*",0,0,0,0,0,8
"Norwich Free Academy District","=""9010022""","Night School","=""9010222""",0,0,"*",0,"*","*",0,0,0,16
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""",0,13,40,9,24,25,"*","*",30,748
"Norwich School District","=""1040011""","Deborah-Tennant Zinewicz  School","=""1049111""","*","*",8,0,13,7,"*","*","*",20
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""",0,0,0,0,0,"*","*",0,0,"*"
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""",0,"*","*",0,"*","*",0,"*",0,"*"
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""",0,"*",10,"*",6,47,"*","*","*",29
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""",0,0,"*",0,24,"*",0,6,"*",13
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""",0,0,0,0,"*","*",0,"*",0,0
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""",0,"*","*",0,40,21,"*","*","*",73
"Norwich School District","=""1040011""","Thomas W. Mahan School","=""1041711""",0,0,0,0,0,"*",0,"*",0,"*"
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""",0,0,"*","*",12,"*","*","*",0,19
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""",0,0,"*",0,"*",6,0,"*",0,22
"Norwich School District","=""1040011""","Wequonnoc Magnet School","=""1041511""",0,0,"*","*","*",12,"*","*",0,"*"
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""",0,"*",7,0,"*",17,0,0,0,"*"
"Old Saybrook School District","=""1060011""","Old Saybrook Middle School","=""1065211""",0,"*","*",0,"*",0,0,0,0,"*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""",0,"*","*",0,"*",0,0,"*",9,28
"Orange School District","=""1070011""","Peck Place School","=""1070511""",0,0,0,0,0,"*",0,"*",0,"*"
"Orange School District","=""1070011""","Race Brook School","=""1070311""",0,0,0,0,"*",0,0,"*",0,"*"
"Orange School District","=""1070011""","Turkey Hill School","=""1070411""",0,0,0,0,"*","*",0,0,0,"*"
"Oxford School District","=""1080011""","Great Oak School","=""1085111""",0,0,0,0,"*",11,0,"*",0,6
"Oxford School District","=""1080011""","Oxford High School","=""1086011""",0,0,"*",0,0,7,"*",0,"*",26
"Park City Prep Charter School District","=""2830013""","Park City Prep Charter School","=""2835113""",0,0,"*","*",15,8,0,"*",0,35
"Plainfield School District","=""1090011""","Moosup Elementary School","=""1090111""",0,0,0,0,0,"*",0,0,0,"*"
"Plainfield School District","=""1090011""","Plainfield Central School","=""1095111""",0,"*",6,"*",6,"*","*","*",0,76
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""",0,"*",24,"*",10,11,"*","*",16,270
"Plainfield School District","=""1090011""","Plainfield Memorial School","=""1090311""",0,0,0,"*",8,0,0,0,0,"*"
"Plainfield School District","=""1090011""","Shepard Hill Elementary School","=""1090411""",0,0,"*",0,0,0,0,0,0,0
"Plainville School District","=""1100011""","Linden Street School","=""1100211""",0,0,0,0,"*",0,0,0,0,0
"Plainville School District","=""1100011""","Middle School of Plainville","=""1105211""","*","*",8,"*",8,11,"*","*",0,12
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","*",0,7,"*",7,7,"*","*",6,91
"Plymouth School District","=""1110011""","Eli Terry Jr. Middle School","=""1115111""",0,0,"*",0,6,0,0,"*",0,19
"Plymouth School District","=""1110011""","Harry S. Fisher Elementary School","=""1110411""",0,0,"*",0,0,0,0,0,0,0
"Plymouth School District","=""1110011""","Plymouth Alternative High School","=""1117111""",0,0,0,0,0,"*",0,0,0,0
"Plymouth School District","=""1110011""","Plymouth Center School","=""1110211""",0,0,"*",0,0,"*",0,0,0,0
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""",0,0,"*","*",6,8,0,"*",6,41
"Pomfret School District","=""1120011""","Pomfret Community School","=""1120111""",0,0,"*",0,0,"*",0,"*",0,"*"
"Portland School District","=""1130011""","Brownstone Intermediate School","=""1130511""",0,0,"*",0,0,0,0,0,0,11
"Portland School District","=""1130011""","Gildersleeve School","=""1130411""",0,0,"*",0,0,0,0,0,0,"*"
"Portland School District","=""1130011""","Portland High School","=""1136111""",0,0,0,"*",0,"*",0,0,"*",50
"Portland School District","=""1130011""","Portland Middle School","=""1135111""",0,0,6,"*","*",9,0,0,0,8
"Preston School District","=""1140011""","Preston Plains School","=""1145111""",0,0,0,0,0,0,0,0,0,"*"
"Preston School District","=""1140011""","Preston Veterans' Memorial School","=""1140411""",0,"*","*","*",0,"*",0,"*",0,0
"Putnam School District","=""1160011""","Putnam Elementary School","=""1160311""",0,0,6,"*","*",46,"*",0,0,10
"Putnam School District","=""1160011""","Putnam High School","=""1166111""",0,0,13,0,"*","*","*","*",12,71
"Putnam School District","=""1160011""","Putnam Middle School","=""1165111""",0,0,20,"*",16,26,"*","*","*",34
"Redding School District","=""1170011""","John Read Middle School","=""1175111""","*",0,"*",0,10,9,"*",0,0,"*"
"Redding School District","=""1170011""","Redding Elementary School","=""1170111""",0,0,0,0,"*",0,0,0,0,0
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""",0,"*","*",0,0,8,0,"*",9,46
"Regional School District 04","=""2040012""","John Winthrop Middle School","=""2045112""",0,0,"*",0,0,8,0,0,0,7
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","*",0,"*","*",0,"*","*",0,7,32
"Regional School District 05","=""2050012""","Amity Middle School: Bethany","=""2055112""",0,0,0,0,0,0,0,0,0,"*"
"Regional School District 05","=""2050012""","Amity Middle School: Orange","=""2055212""",0,"*","*",0,0,0,0,0,0,"*"
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""",0,0,"*","*","*",10,"*",0,11,63
"Regional School District 06","=""2060012""","Goshen Center School","=""2060112""",0,0,"*",0,0,"*","*",0,0,"*"
"Regional School District 06","=""2060012""","James Morris School","=""2060212""",0,0,0,0,0,"*",0,0,0,"*"
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","*","*",13,"*",16,11,8,"*",6,27
"Regional School District 06","=""2060012""","Warren Elementary School","=""2060312""",0,0,0,0,"*",0,0,0,0,"*"
"Regional School District 07","=""2070012""","AIM","=""2079112""",0,0,"*",0,0,0,0,0,0,"*"
"Regional School District 07","=""2070012""","Intensive Learning Program","=""2079412""",0,0,0,0,0,0,0,"*",0,"*"
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","*","*",10,"*",9,8,"*","*",19,61
"Regional School District 07","=""2070012""","Northwestern Regional Middle School","=""2075112""",0,0,0,0,0,0,0,0,"*",0
"Regional School District 07","=""2070012""","STEP","=""2079312""",0,0,0,0,0,0,0,0,"*",0
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","*",0,8,6,"*",12,"*","*",26,110
"Regional School District 08","=""2080012""","RHAM Middle School","=""2085112""","*","*","*","*","*","*","*",0,"*",19
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","*","*","*","*","*",0,"*",0,11,"*"
"Regional School District 10","=""2100012""","Har-Bur Middle School","=""2105112""",0,"*",12,0,19,"*","*","*",0,8
"Regional School District 10","=""2100012""","Lake Garda Elementary School","=""2100212""",0,0,0,0,"*",0,0,0,0,"*"
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""",0,"*",0,"*","*","*",0,0,9,88
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""",0,6,10,"*",12,"*","*","*","*",28
"Regional School District 12","=""2120012""","Shepaug Valley School","=""2120312""",0,"*","*","*","*","*","*","*",10,28
"Regional School District 12","=""2120012""","Washington Primary School","=""2120412""",0,0,"*",0,0,0,0,0,0,0
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""",0,0,"*",0,"*","*",0,0,"*",11
"Regional School District 13","=""2130012""","Frank Ward Strong School","=""2135112""",0,0,"*",0,"*","*",0,0,0,6
"Regional School District 13","=""2130012""","John Lyman School","=""2130512""",0,0,0,0,0,0,0,0,0,"*"
"Regional School District 13","=""2130012""","Middlefield Memorial School","=""2130412""",0,0,0,0,0,"*",0,0,0,"*"
"Regional School District 14","=""2140012""","Mitchell Elementary School","=""2140212""",0,0,0,0,"*",0,0,0,0,0
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""",0,"*",8,"*","*",6,"*","*",13,16
"Regional School District 14","=""2140012""","Woodbury Middle School","=""2145112""","*",0,"*",0,7,"*",0,"*",0,7
"Regional School District 15","=""2150012""","Long Meadow Elementary School","=""2150712""",0,0,"*",0,0,0,0,0,0,0
"Regional School District 15","=""2150012""","Memorial Middle School","=""2155212""",0,"*","*",0,0,"*",0,0,0,7
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""",0,"*","*",6,"*",6,"*","*",25,164
"Regional School District 15","=""2150012""","Rochambeau Middle School","=""2155112""",0,"*","*","*","*","*",0,0,0,"*"
"Regional School District 16","=""2160012""","Algonquin School","=""2160312""",0,0,0,0,"*",0,0,0,0,0
"Regional School District 16","=""2160012""","Laurel Ledge School","=""2160112""",0,0,"*",0,0,0,0,0,0,0
"Regional School District 16","=""2160012""","Long River Middle School","=""2165112""","*",7,12,0,"*","*","*","*","*",18
"Regional School District 16","=""2160012""","WRHS Alternative Education Program","=""2160412""",0,0,0,0,0,"*",0,0,"*",8
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""",0,0,11,"*","*","*",8,0,34,133
"Regional School District 17","=""2170012""","Burr District Elementary School","=""2170212""",0,0,0,0,"*",0,0,0,0,"*"
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","*",0,"*","*",8,"*",0,0,"*",24
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""","*",0,6,7,60,"*","*","*","*",34
"Regional School District 18","=""2180012""","Center School","=""2180312""",0,0,0,0,0,"*",0,0,0,0
"Regional School District 18","=""2180012""","Lyme Consolidated School","=""2180112""",0,0,0,0,"*",0,0,0,0,0
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""",0,"*",16,"*",0,"*","*",0,"*",8
"Regional School District 18","=""2180012""","Lyme-Old Lyme Middle School","=""2185112""","*","*",7,0,"*",0,0,0,0,"*"
"Regional School District 18","=""2180012""","Mile Creek School","=""2180212""",0,0,"*",0,0,0,0,0,0,0
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""",0,"*",8,"*",7,17,0,8,7,56
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""",0,0,"*",0,"*","*",0,0,0,0
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""",0,0,0,0,"*",0,0,0,0,"*"
"Ridgefield School District","=""1180011""","District Program BMES","=""1180111""",0,0,0,0,"*",0,0,0,0,0
"Ridgefield School District","=""1180011""","East Ridge Middle School","=""1185111""",0,0,"*","*","*","*",0,"*",0,"*"
"Ridgefield School District","=""1180011""","Farmingville Elementary School","=""1180411""",0,0,"*",0,0,7,0,0,0,0
"Ridgefield School District","=""1180011""","Ridgebury Elementary School","=""1180311""",0,0,0,0,"*","*",0,0,0,0
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""","*","*",6,10,"*","*",0,0,9,13
"Ridgefield School District","=""1180011""","Scotts Ridge Middle School","=""1185211""",0,0,"*",0,7,0,"*",0,0,"*"
"Ridgefield School District","=""1180011""","Veterans Park Elementary School","=""1180211""",0,0,"*",0,0,"*",0,0,0,0
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""",0,0,"*",0,"*","*",0,0,0,"*"
"Rocky Hill School District","=""1190011""","Alternative Learning Program","=""1190111""",0,0,0,0,0,"*","*",0,"*",7
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""","*",0,"*","*","*","*","*",0,10,25
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""",0,0,"*",0,"*","*","*",0,0,9
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""",0,0,"*",0,6,"*","*",0,0,0
"Scotland School District","=""1230011""","Scotland Elementary School","=""1230111""","*",0,9,0,"*",7,0,0,0,"*"
"Seymour School District","=""1240011""","Bungay School","=""1240111""",0,0,0,0,0,7,0,0,0,8
"Seymour School District","=""1240011""","Chatfield-LoPresti School","=""1240211""",0,0,"*",0,0,9,0,0,0,12
"Seymour School District","=""1240011""","Seymour High School","=""1246111""",0,"*",18,"*",9,17,"*",0,22,281
"Seymour School District","=""1240011""","Seymour Middle School","=""1245111""",6,9,15,0,11,24,6,6,"*",44
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""",0,0,0,0,0,"*",0,0,0,"*"
"Shelton School District","=""1260011""","Booth Hill School","=""1261011""",0,0,0,0,"*",0,0,0,0,"*"
"Shelton School District","=""1260011""","Intermediate School","=""1265111""","*",0,10,7,11,"*","*","*","*",28
"Shelton School District","=""1260011""","Perry Hill Elementary School","=""1261111""",0,"*","*","*",0,"*","*","*","*","*"
"Shelton School District","=""1260011""","Shelton High School","=""1266111""",0,"*",12,"*",17,11,"*","*",67,432
"Shelton School District","=""1260011""","Sunnyside School","=""1260611""","*",0,"*","*",6,9,0,0,0,16
"Sherman School District","=""1270011""","Sherman School","=""1270111""",0,0,0,0,0,0,0,0,0,"*"
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""",0,0,"*","*",7,0,0,0,0,"*"
"Simsbury School District","=""1280011""","Central School","=""1280111""",0,0,0,"*",0,0,0,0,0,0
"Simsbury School District","=""1280011""","Henry James Memorial School","=""1285111""",0,"*",8,"*",13,7,0,0,"*",14
"Simsbury School District","=""1280011""","Latimer Lane School","=""1280611""",0,0,"*",0,0,0,0,0,0,0
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""",0,0,"*","*","*","*",0,"*","*",24
"Simsbury School District","=""1280011""","Squadron Line School","=""1280711""",0,0,"*",0,"*","*",0,0,0,"*"
"Simsbury School District","=""1280011""","Tariffville School","=""1280311""",0,0,0,0,0,7,0,"*",0,"*"
"Somers School District","=""1290011""","Mabelle B. Avery Middle School","=""1295111""",0,"*","*","*",7,"*","*",0,"*","*"
"Somers School District","=""1290011""","Somers Elementary School","=""1290411""",0,0,"*",0,0,0,0,0,0,0
"Somers School District","=""1290011""","Somers High School","=""1296111""",0,"*",29,"*","*",6,"*",0,"*",62
"South Windsor School District","=""1320011""","Eli Terry School","=""1320711""",0,0,"*",0,10,"*",0,0,0,0
"South Windsor School District","=""1320011""","Orchard Hill School","=""1320611""",0,0,"*",0,"*","*",0,0,0,"*"
"South Windsor School District","=""1320011""","Philip R. Smith School","=""1320111""",0,0,"*",0,"*",0,0,0,0,0
"South Windsor School District","=""1320011""","Pleasant Valley School","=""1320211""",0,0,0,0,"*",0,0,0,0,0
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""",0,"*",15,"*",13,"*","*",6,41,107
"South Windsor School District","=""1320011""","Timothy Edwards School","=""1325111""",0,"*",40,"*",87,11,11,"*",0,38
"South Windsor School District","=""1320011""","Wapping Elementary School","=""1320411""",0,0,0,0,0,"*",0,0,0,"*"
"Southington School District","=""1310011""","Derynoski Elementary School","=""1311511""",0,"*","*",0,0,"*",0,0,0,0
"Southington School District","=""1310011""","Flanders Elementary School","=""1311311""",0,0,0,"*","*","*",0,0,0,"*"
"Southington School District","=""1310011""","Hatton Elementary School","=""1310211""",0,0,"*","*",0,"*",0,0,0,8
"Southington School District","=""1310011""","John F. Kennedy Middle School","=""1315311""","*","*",12,"*","*","*",0,0,0,10
"Southington School District","=""1310011""","Joseph A. Depaolo Middle School","=""1315111""",0,6,7,"*",15,6,0,"*",8,33
"Southington School District","=""1310011""","Plantsville Elementary School","=""1310611""",0,0,0,"*",0,"*",0,0,0,7
"Southington School District","=""1310011""","South End Elementary School","=""1310711""",0,0,0,"*","*",0,0,0,0,"*"
"Southington School District","=""1310011""","Southington High School","=""1316211""",0,0,"*","*",15,14,"*","*",30,104
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""","*","*","*","*",0,"*",0,0,0,0
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""",0,0,"*",0,0,"*",0,0,0,0
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""",0,0,0,0,0,"*",0,0,0,0
"Sprague School District","=""1330011""","Sayles School","=""1330111""",0,"*",13,"*",50,10,"*","*","*",27
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","*",0,8,"*",14,7,"*","*",13,140
"Stafford School District","=""1340011""","Stafford Middle School","=""1345211""",0,0,0,"*","*","*",0,0,0,12
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""",0,"*",9,0,14,16,"*",0,13,44
"Stamford School District","=""1350011""","Cloonan School","=""1355611""",0,"*","*","*","*",29,0,0,"*",18
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""",0,0,0,0,6,"*","*",0,0,"*"
"Stamford School District","=""1350011""","Dolan School","=""1355311""",0,0,"*",0,"*",11,0,"*","*","*"
"Stamford School District","=""1350011""","Julia A. Stark School","=""1351211""",0,0,0,0,0,"*",0,0,0,0
"Stamford School District","=""1350011""","K. T. Murphy School","=""1350511""",0,0,0,0,"*",0,0,0,0,"*"
"Stamford School District","=""1350011""","Newfield School","=""1350611""",0,0,"*",0,"*",11,0,0,0,"*"
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""","*","*",6,"*",12,35,"*","*",12,21
"Stamford School District","=""1350011""","Rogers International School","=""1350811""",0,0,"*",0,0,"*",0,"*",0,"*"
"Stamford School District","=""1350011""","Roxbury School","=""1350911""",0,0,0,0,0,"*",0,"*",0,0
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""",0,0,0,"*","*","*",0,0,0,0
"Stamford School District","=""1350011""","Springdale School","=""1351111""",0,0,0,0,0,"*",0,"*","*",0
"Stamford School District","=""1350011""","Stamford High School","=""1356111""","*","*",12,15,24,47,"*","*",19,78
"Stamford School District","=""1350011""","Stillmeadow School","=""1352111""","*",0,"*",0,"*",10,0,0,0,10
