"Incident Counts, 2015-16"
"All Districts, All Schools"

"",,,,"Incident Type",,,,,,,,,
"Naugatuck School District","=""0880011""","Salem School","=""0880611""",0,0,"*",0,"*","*",0,0,0,8
"Naugatuck School District","=""0880011""","Western School","=""0880711""",0,0,0,0,"*",0,0,0,0,0
"New Beginnings Inc., Family Academy District","=""2800013""","New Beginnings Inc., Family Academy","=""2800113""",0,0,"*",0,42,64,"*",0,0,7
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""",0,0,28,0,8,35,0,"*","*",6
"New Britain School District","=""0890011""","Behavior Support","=""0891011""",0,0,"*",0,0,"*",0,0,0,0
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""",0,0,8,"*",11,126,"*","*",0,46
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""",0,"*","*",9,"*",69,0,0,0,17
"New Britain School District","=""0890011""","Gaffney School","=""0890511""","*",0,"*","*",41,27,"*",0,0,50
"New Britain School District","=""0890011""","Holmes School","=""0890611""",0,"*","*",0,8,"*",0,0,0,10
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""",0,0,0,0,0,"*",0,0,0,0
"New Britain School District","=""0890011""","Jefferson School","=""0890711""",0,0,0,"*","*","*",0,0,0,8
"New Britain School District","=""0890011""","Lincoln School","=""0890811""",0,0,"*","*",43,"*",0,"*",0,17
"New Britain School District","=""0890011""","New Britain High School","=""0896111""",0,"*",43,9,47,110,0,20,28,2419
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""",0,0,6,0,15,11,"*",0,0,0
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""","*",18,37,20,169,67,18,"*","*",192
"New Britain School District","=""0890011""","STEPS","=""0891811""",0,0,"*",0,"*","*","*","*",0,"*"
"New Britain School District","=""0890011""","Satellite Careers Academy","=""0899511""",0,0,0,0,0,0,0,0,0,"*"
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""",0,"*",17,"*",49,32,0,"*","*",57
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""",0,0,8,11,318,17,"*","*",0,72
"New Britain School District","=""0890011""","Smith School","=""0891311""",0,0,16,7,45,24,"*","*",0,14
"New Britain School District","=""0890011""","Steps","=""0891811""",0,0,"*",0,"*",6,0,"*",0,"*"
"New Britain School District","=""0890011""","Vance School","=""0891511""",0,0,14,8,99,23,8,0,0,13
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""",0,0,"*","*",0,"*",0,0,17,"*"
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""",0,0,"*",0,"*",0,"*",0,0,"*"
"New Canaan School District","=""0900011""","West School","=""0900311""","*",0,0,0,0,0,0,0,0,0
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""",0,0,0,0,7,0,0,0,0,0
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""",0,0,"*","*",8,7,0,"*",8,103
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""",0,0,0,"*","*","*",0,0,0,"*"
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""",0,0,0,0,0,"*",0,0,0,"*"
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""","*","*",7,"*",25,29,"*","*",0,19
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""","*","*",25,0,54,133,0,0,0,30
"New Haven School District","=""0930011""","Beecher School","=""0930311""",0,"*",9,0,17,33,0,"*","*","*"
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""",0,0,"*","*","*","*",0,0,0,12
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""",0,"*",0,0,6,16,"*",0,0,21
"New Haven School District","=""0930011""","Bishop Woods School","=""0934311""","*",0,11,0,42,19,"*",0,"*",57
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""",0,"*",7,"*",7,21,0,"*",0,"*"
"New Haven School District","=""0930011""","Clemente Leadership Academy","=""0934211""","*","*",8,0,17,59,"*",0,0,47
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""",0,0,0,0,0,"*",0,0,0,0
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""",0,"*","*","*",11,16,0,0,0,"*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""",0,0,8,"*",15,17,"*","*","*",31
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""",0,"*","*",0,"*",0,0,"*","*","*"
"New Haven School District","=""0930011""","Domus Academy","=""0935611""","*","*",7,"*",14,69,"*",0,0,27
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""",0,11,6,0,26,34,0,"*",0,16
"New Haven School District","=""0930011""","Edgewood School","=""0931211""",0,"*",16,"*",50,39,0,"*",0,"*"
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","*",8,13,"*",15,19,"*",0,"*",19
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""","*","*","*","*",14,15,0,0,0,0
"New Haven School District","=""0930011""","High School In The Community","=""0936611""",0,0,7,"*",14,14,"*",0,"*",13
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""",0,"*",9,0,6,49,0,"*",0,30
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""",0,0,10,"*",17,15,0,"*","*",86
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""",0,6,31,0,"*",26,0,0,"*",34
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","*","*",7,"*",35,58,0,"*","*",23
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""",0,"*","*",0,"*",24,0,0,0,"*"
"New Haven School District","=""0930011""","John S. Martinez School","=""0930811""",0,"*","*",0,0,0,0,"*",0,0
"New Haven School District","=""0930011""","Katherine Brennan/Clarence Rogers School","=""0932111""",0,"*","*",0,7,74,0,0,0,"*"
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""","*","*",10,0,23,85,"*","*",0,20
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""",0,0,"*","*",6,16,0,"*",0,19
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""",0,"*",7,"*",21,57,"*",0,"*",69
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""",0,0,"*",6,6,9,0,0,0,18
"New Haven School District","=""0930011""","NHPS Self Contained Intellectually Disabled","=""0935011""",0,0,0,0,"*","*",0,0,0,0
"New Haven School District","=""0930011""","NHPS Self Contained Multi-Handicapped","=""0934511""",0,0,0,0,0,"*",0,0,0,0
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""",0,"*",8,"*",13,17,0,"*",0,"*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""",0,0,0,0,0,"*",0,0,0,"*"
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""",0,"*",8,"*","*",10,"*",0,"*",52
"New Haven School District","=""0930011""","New Light High School","=""0932611""",0,0,0,0,6,"*",0,0,0,0
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""",0,0,"*",0,"*","*",0,"*",0,0
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""","*",7,26,9,40,94,0,"*",0,135
"New Haven School District","=""0930011""","Sound School","=""0936711""",0,0,"*","*",0,"*",0,0,0,28
"New Haven School District","=""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""",0,"*","*",0,7,8,0,0,0,"*"
"New Haven School District","=""0930011""","Truman School","=""0932911""",0,0,0,0,6,"*",0,0,0,"*"
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""",0,"*",7,0,"*",10,0,0,0,0
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""","*","*",6,0,52,76,6,"*","*",75
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""",0,0,"*",8,63,19,0,"*",11,86
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""",0,0,0,0,"*",0,0,0,0,"*"
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""","*",32,"*",9,72,51,"*","*",7,99
"New London School District","=""0950011""","Jennings School","=""0950311""",0,0,18,26,219,192,20,"*","*",25
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""",0,0,"*","*",33,14,0,"*",0,7
"New London School District","=""0950011""","New London High School","=""0956111""","*","*",16,7,78,35,"*",8,13,418
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""","*",0,"*","*",44,"*",0,0,0,128
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","*","*",14,"*",15,14,"*","*",12,360
"New Milford School District","=""0960011""","Northville Elementary School","=""0960811""",0,0,0,0,0,0,0,"*",0,0
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""",0,0,"*",0,"*","*",0,0,0,"*"
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""","*",7,31,"*",19,27,7,"*","*",84
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""","*",0,"*","*","*",0,0,0,0,9
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""",0,0,"*",0,"*",0,0,0,0,0
"Newington School District","=""0940011""","John Paterson School","=""0940811""",0,0,0,0,0,0,0,0,0,"*"
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""",0,"*",0,"*","*",15,"*","*",0,40
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""",0,"*",10,"*","*",13,0,"*",0,18
"Newington School District","=""0940011""","Newington High School","=""0946111""","*","*",12,"*",12,20,"*","*",20,239
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""",0,0,0,0,"*","*",0,0,0,0
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""",0,0,"*",0,0,0,0,0,0,0
"Newtown School District","=""0970011""","Newtown High School","=""0976111""",0,"*",9,"*",7,17,"*","*",24,83
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""",0,"*","*",0,6,"*",0,"*",0,10
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""",0,0,"*",0,9,"*",0,0,0,6
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""",0,0,"*",0,"*",0,0,0,0,"*"
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""",0,0,0,0,0,"*",0,0,0,0
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","*","*","*","*",10,"*",8,"*",10,124
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""","*",6,17,"*",12,6,9,0,0,33
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""",0,0,0,0,"*","*",0,0,0,"*"
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""",0,0,0,0,0,"*",0,0,0,0
"North Haven School District","=""1010011""","North Haven High School","=""1016111""",0,"*",17,0,7,0,0,"*","*",63
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""",0,0,10,"*",9,"*",0,"*",0,38
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""",0,0,"*",0,0,0,0,0,0,"*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""",0,0,9,"*",0,"*",0,0,"*",16
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""",0,0,"*","*",0,"*",0,0,0,"*"
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","*","*",14,13,18,29,"*","*",26,229
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""",0,0,0,0,"*","*",0,0,0,0
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""",0,0,0,"*",0,"*",0,0,0,0
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""",0,0,0,0,0,"*","*",0,0,9
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""",0,0,"*",0,0,0,0,0,0,0
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""",0,0,0,0,0,"*",0,0,0,"*"
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""",0,0,0,0,0,"*","*",0,0,0
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""",0,0,0,0,0,"*",0,0,0,0
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""",0,0,"*",0,"*","*",0,0,0,0
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""",0,"*","*","*",13,"*",0,0,"*",37
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","*","*",21,10,15,19,"*","*",23,121
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""",0,"*",0,0,"*",8,0,"*","*",28
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","*","*","*",6,11,25,"*",0,"*",55
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","*",0,9,0,6,"*",0,"*",0,47
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""",0,0,0,0,0,"*",0,0,0,6
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""",0,0,0,0,"*","*",0,0,0,"*"
"Norwalk School District","=""1030011""","Tracey School","=""1031411""",0,0,0,0,0,0,0,"*",0,0
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""",0,"*","*","*","*",24,"*","*","*",169
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""",0,0,0,0,0,0,0,"*",0,0
"Norwich Free Academy District","=""9010022""","Alternative Pathways to Success","=""9010322""",0,0,0,"*","*",0,0,0,"*",28
"Norwich Free Academy District","=""9010022""","LEAD (Life Skills, Education and Adult Development)","=""9010122""",0,0,"*",0,0,0,0,0,0,0
"Norwich Free Academy District","=""9010022""","Night School","=""9010222""",0,0,"*",0,"*",0,0,0,"*",12
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""",0,27,34,12,28,16,"*","*",24,403
"Norwich School District","=""1040011""","IRS Program at Moriarty","=""1040911""",0,0,0,0,0,0,0,0,0,"*"
"Norwich School District","=""1040011""","IRS Program at Uncas","=""1040711""",0,0,0,0,0,"*",0,0,0,0
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""",0,0,0,0,0,"*",0,"*",0,0
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""","*",7,14,"*",23,49,6,"*",10,127
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""",0,0,"*",0,16,"*",0,"*",0,11
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""",0,0,0,0,0,0,0,0,0,"*"
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""",0,0,"*",0,96,18,"*","*",0,96
"Norwich School District","=""1040011""","Thomas W. Mahan School","=""1041711""",0,0,0,0,"*","*",0,0,0,"*"
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""",0,0,0,0,"*",0,0,"*",0,7
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""",0,0,0,0,"*",7,0,"*",0,11
"Norwich School District","=""1040011""","Wequonnoc Magnet School","=""1041511""",0,"*",0,0,0,8,0,0,0,"*"
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""",0,"*","*","*","*",6,"*","*",0,"*"
"Old Saybrook School District","=""1060011""","Kathleen E. Goodwin School","=""1060211""",0,0,"*",0,0,0,0,0,0,0
"Old Saybrook School District","=""1060011""","Old Saybrook Middle School","=""1065211""",0,0,"*",0,0,"*",0,0,0,"*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","*",0,8,"*",9,"*","*","*","*",40
"Orange School District","=""1070011""","Peck Place School","=""1070511""",0,0,"*",0,0,"*",0,0,0,"*"
"Orange School District","=""1070011""","Race Brook School","=""1070311""",0,0,0,0,0,0,0,0,0,"*"
"Orange School District","=""1070011""","Turkey Hill School","=""1070411""",0,0,"*",0,"*","*",0,0,0,"*"
"Oxford School District","=""1080011""","Alternative Education","=""1080411""",0,0,0,0,0,"*",0,0,"*","*"
"Oxford School District","=""1080011""","Great Oak School","=""1085111""",0,"*","*",0,"*",8,0,0,"*",9
"Oxford School District","=""1080011""","Oxford High School","=""1086011""",0,0,"*",0,0,0,"*","*","*",17
"Park City Prep Charter School District","=""2830013""","Park City Prep Charter School","=""2835113""","*","*",11,"*",13,36,"*","*",0,110
"Path Academy District","=""2930013""","Path Academy","=""2930113""",0,0,"*",0,"*",0,"*",0,"*",17
"Plainfield School District","=""1090011""","Moosup Elementary School","=""1090111""",0,0,0,0,0,0,0,0,0,"*"
"Plainfield School District","=""1090011""","Plainfield Central School","=""1095111""",0,0,11,6,69,7,6,0,"*",74
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","*",9,24,"*",10,15,12,0,9,490
"Plainfield School District","=""1090011""","Plainfield Memorial School","=""1090311""",0,0,0,"*","*","*",0,"*",0,"*"
"Plainfield School District","=""1090011""","Shepard Hill Elementary School","=""1090411""",0,0,"*",0,"*","*",0,0,0,0
"Plainville School District","=""1100011""","Linden Street School","=""1100211""",0,0,0,"*",0,"*",0,0,0,10
"Plainville School District","=""1100011""","Middle School of Plainville","=""1105211""",0,0,"*",0,9,11,"*",0,"*",14
"Plainville School District","=""1100011""","Plainville High School","=""1106111""",0,"*",18,0,14,24,"*","*",10,186
"Plymouth School District","=""1110011""","Eli Terry Jr. Middle School","=""1115111""",0,"*",10,0,"*",18,"*",0,"*",44
"Plymouth School District","=""1110011""","Harry S. Fisher Elementary School","=""1110411""",0,0,0,0,0,"*",0,0,0,0
"Plymouth School District","=""1110011""","Plymouth Alternative High School","=""1117111""",0,0,0,0,0,0,0,0,0,"*"
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""",0,0,"*","*","*",6,0,"*",7,72
"Pomfret School District","=""1120011""","Pomfret Community School","=""1120111""",0,"*","*","*","*",10,"*",0,0,8
"Portland School District","=""1130011""","Brownstone Intermediate School","=""1130511""",0,0,"*","*","*","*",0,0,0,"*"
"Portland School District","=""1130011""","Gildersleeve School","=""1130411""",0,0,"*",0,0,"*","*",0,0,0
"Portland School District","=""1130011""","Portland High School","=""1136111""",0,0,"*",0,7,0,0,"*",6,26
"Portland School District","=""1130011""","Portland Middle School","=""1135111""",0,0,"*",0,7,"*",0,0,0,"*"
"Preston School District","=""1140011""","Preston Plains School","=""1145111""",0,0,"*","*",0,"*",0,"*",0,0
"Preston School District","=""1140011""","Preston Veterans' Memorial School","=""1140411""",0,0,"*","*","*","*",0,0,0,"*"
"Putnam School District","=""1160011""","Putnam Elementary School","=""1160311""",0,0,"*",0,0,23,0,"*",0,9
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","*","*",28,"*","*",15,"*","*",11,13
"Putnam School District","=""1160011""","Putnam Middle School","=""1165111""",0,0,11,"*","*",16,"*",0,"*",32
"Redding School District","=""1170011""","John Read Middle School","=""1175111""",0,0,"*",0,8,12,0,0,0,"*"
"Redding School District","=""1170011""","Redding Elementary School","=""1170111""",0,0,0,0,"*","*",0,0,0,"*"
"Regional School District 01","=""2010012""","ALPSS","=""2010512""",0,0,0,0,0,0,0,0,0,"*"
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""",0,0,0,0,0,8,"*","*",18,88
"Regional School District 04","=""2040012""","John Winthrop Middle School","=""2045112""",0,0,"*",0,"*","*",0,0,0,14
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""",0,"*","*",0,"*","*","*",0,"*",18
"Regional School District 05","=""2050012""","Amity Middle School: Bethany","=""2055112""","*",0,"*",0,"*",9,0,"*","*","*"
"Regional School District 05","=""2050012""","Amity Middle School: Orange","=""2055212""","*",0,"*",0,0,"*",0,0,0,10
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","*","*","*","*","*",11,0,"*",22,66
"Regional School District 06","=""2060012""","James Morris School","=""2060212""",0,0,0,0,"*",0,0,0,0,"*"
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","*","*",18,"*","*",10,"*","*",6,39
"Regional School District 06","=""2060012""","Warren Elementary School","=""2060312""",0,0,"*",0,0,"*",0,0,0,0
"Regional School District 07","=""2070012""","AIM","=""2079112""",0,0,"*",0,"*","*",0,0,0,10
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","*","*",8,"*","*",7,"*","*",8,37
"Regional School District 07","=""2070012""","Northwestern Regional Middle School","=""2075112""",0,0,"*",0,"*","*",0,0,0,"*"
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""",0,"*",15,"*","*","*","*",0,39,67
"Regional School District 08","=""2080012""","RHAM Middle School","=""2085112""",0,"*","*","*","*","*",0,0,0,"*"
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""",0,"*","*","*","*",9,0,0,12,12
"Regional School District 10","=""2100012""","Har-Bur Middle School","=""2105112""","*","*","*","*","*",9,0,"*","*","*"
"Regional School District 10","=""2100012""","Lake Garda Elementary School","=""2100212""",0,0,0,0,"*","*",0,0,0,0
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""",0,0,0,"*","*","*",0,0,8,49
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","*","*",17,0,"*",6,0,0,0,17
"Regional School District 12","=""2120012""","Booth Free School","=""2120212""",0,0,"*",0,0,0,0,0,0,0
"Regional School District 12","=""2120012""","Shepaug Valley School","=""2120312""",0,0,"*","*","*",10,"*","*",6,18
"Regional School District 12","=""2120012""","Washington Primary School","=""2120412""",0,0,0,0,"*",0,0,0,0,"*"
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""",0,0,"*",0,"*","*",0,0,"*",13
"Regional School District 13","=""2130012""","Frank Ward Strong School","=""2135112""","*","*","*",0,"*",7,"*",0,"*",8
"Regional School District 14","=""2140012""","Mitchell Elementary School","=""2140212""",0,0,"*",0,"*",0,0,0,0,"*"
"Regional School District 14","=""2140012""","Nonnewaug Chiefs Alternative Program","=""2140312""",0,0,0,0,"*",0,0,0,0,"*"
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""",0,0,"*","*","*","*","*","*",26,19
"Regional School District 14","=""2140012""","Woodbury Middle School","=""2145112""",0,0,0,0,"*","*",0,0,0,0
"Regional School District 15","=""2150012""","Gainfield Elementary School","=""2150412""",0,0,"*","*",0,"*",0,0,0,"*"
"Regional School District 15","=""2150012""","Long Meadow Elementary School","=""2150712""",0,0,"*",0,0,0,0,0,0,0
"Regional School District 15","=""2150012""","MIJ Program","=""2150112""",0,0,0,0,0,0,0,0,"*","*"
"Regional School District 15","=""2150012""","Memorial Middle School","=""2155212""",0,0,0,0,0,"*",0,0,0,"*"
"Regional School District 15","=""2150012""","Middlebury Elementary School","=""2150612""",0,0,"*",0,0,0,0,0,0,0
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""",0,"*",8,"*","*","*","*",0,35,150
"Regional School District 15","=""2150012""","Pomperaug School","=""2150512""",0,0,"*",0,0,0,0,0,0,0
"Regional School District 15","=""2150012""","Rochambeau Middle School","=""2155112""",0,"*","*",0,0,7,0,0,0,"*"
"Regional School District 16","=""2160012""","Laurel Ledge School","=""2160112""",0,0,"*",0,0,6,"*",0,0,"*"
"Regional School District 16","=""2160012""","Long River Middle School","=""2165112""",0,0,6,"*","*",12,"*","*","*",34
"Regional School District 16","=""2160012""","Prospect Elementary School","=""2160512""",0,0,"*",0,"*","*",0,"*",0,"*"
"Regional School District 16","=""2160012""","WRHS Alternative Education Program","=""2160412""",0,0,0,0,0,0,0,0,0,7
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""",0,"*","*","*",6,"*","*","*",27,77
"Regional School District 17","=""2170012""","Burr District Elementary School","=""2170212""",0,0,"*",0,"*","*",0,0,0,"*"
"Regional School District 17","=""2170012""","Haddam Elementary School","=""2170112""",0,0,0,0,0,0,0,0,0,"*"
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""",0,0,"*",0,"*","*",0,0,13,27
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""",0,"*",6,"*",10,6,"*","*",0,41
"Regional School District 18","=""2180012""","Lyme Consolidated School","=""2180112""",0,0,0,0,0,0,0,"*",0,0
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""",0,"*","*","*","*","*",0,0,"*",15
"Regional School District 18","=""2180012""","Lyme-Old Lyme Middle School","=""2185112""",0,"*",7,0,12,"*",0,0,"*","*"
"Regional School District 18","=""2180012""","Mile Creek School","=""2180212""",0,0,"*",0,0,0,0,0,0,0
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""",0,"*",9,"*","*",10,0,0,"*",63
"Regional School District 19","=""2190012""","E.O. Smith High School at the Depot Campus","=""2190112""",0,0,"*",0,0,"*",0,0,"*","*"
"Regional School District 19","=""2190012""","PM Panthers","=""2190212""",0,0,"*",0,0,0,0,0,0,"*"
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""",0,0,0,0,"*",0,0,0,0,"*"
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""",0,0,"*",0,"*","*",0,0,0,0
"Ridgefield School District","=""1180011""","East Ridge Middle School","=""1185111""",0,0,0,"*","*",0,0,0,0,"*"
"Ridgefield School District","=""1180011""","Ridgebury Elementary School","=""1180311""",0,0,0,0,0,"*",0,0,0,"*"
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""","*","*","*",6,"*","*",0,"*",25,7
"Ridgefield School District","=""1180011""","Scotland Elementary School","=""1180511""",0,0,"*",0,"*","*",0,"*",0,0
"Ridgefield School District","=""1180011""","Scotts Ridge Middle School","=""1185211""",0,0,"*",0,"*","*",0,0,0,0
"Ridgefield School District","=""1180011""","Veterans Park Elementary School","=""1180211""",0,0,"*",0,"*","*",0,0,0,"*"
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""",0,0,"*",0,"*","*",0,"*",0,"*"
"Rocky Hill School District","=""1190011""","Alternative Learning Program","=""1190111""",0,0,0,0,0,0,0,0,0,"*"
"Rocky Hill School District","=""1190011""","Myrtle H. Stevens School","=""1190411""",0,0,"*",0,0,0,0,0,0,0
"Rocky Hill School District","=""1190011""","Pathways","=""1190311""",0,0,0,0,0,0,0,0,0,"*"
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""",0,"*","*","*","*",8,"*",0,0,40
"Rocky Hill School District","=""1190011""","West Hill School","=""1190511""",0,0,0,"*","*","*",0,0,0,"*"
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""",0,0,"*",0,"*","*",0,0,0,8
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""",0,0,"*",0,8,0,"*",0,0,0
"Scotland School District","=""1230011""","Scotland Elementary School","=""1230111""",0,0,"*",0,0,"*",0,0,0,6
"Seymour School District","=""1240011""","Bungay School","=""1240111""",0,0,"*",0,0,16,0,0,0,10
"Seymour School District","=""1240011""","Chatfield-LoPresti School","=""1240211""",0,0,"*","*","*",13,0,0,0,8
"Seymour School District","=""1240011""","Seymour High School","=""1246111""",0,"*",14,"*",6,"*","*",0,11,112
"Seymour School District","=""1240011""","Seymour Middle School","=""1245111""","*","*",18,"*",13,18,7,"*","*",52
"Shelton School District","=""1260011""","Intermediate School","=""1265111""","*","*",21,6,21,"*","*",0,0,51
"Shelton School District","=""1260011""","Perry Hill Elementary School","=""1261111""",0,0,"*",0,0,6,0,0,0,6
"Shelton School District","=""1260011""","Shelton High School","=""1266111""","*","*",23,0,18,"*","*","*",37,391
"Shelton School District","=""1260011""","Sunnyside School","=""1260611""",0,0,"*","*","*",0,0,0,0,29
"Shelton School District","=""1260011""","Work Experience","=""1260711""",0,0,0,0,0,0,0,0,0,"*"
