"Incident Counts, 2014-15"
"All Districts, All Schools"

"",,,,"Incident Type",,,,,,,,,
"Montville School District","=""0860011""","Montville High School","=""0866111""","*",0,7,"*",23,18,"*","*",7,62
"Montville School District","=""0860011""","Oakdale School","=""0860511""",0,0,0,0,0,"*",0,0,0,"*"
"Montville School District","=""0860011""","Palmer Academy","=""0869011""",0,0,0,0,"*","*",0,0,"*","*"
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""","*",0,0,0,"*",0,0,0,0,0
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""","*",0,7,6,13,12,"*","*",9,68
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""",0,0,"*","*","*",11,"*","*",0,7
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""",0,0,0,"*",11,7,"*",0,0,10
"Naugatuck School District","=""0880011""","Hop Brook Elementary School","=""0880511""",0,0,"*",0,"*","*",0,"*",0,"*"
"Naugatuck School District","=""0880011""","Maple Hill School","=""0880311""",0,0,"*",0,"*",9,0,0,0,"*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","*",7,33,10,42,31,"*","*",59,333
"Naugatuck School District","=""0880011""","Salem School","=""0880611""",0,"*","*",0,8,9,0,0,0,12
"Naugatuck School District","=""0880011""","Western School","=""0880711""",0,0,0,0,6,"*",0,"*",0,0
"New Beginnings Inc., Family Academy District","=""2800013""","New Beginnings Inc., Family Academy","=""2800113""",0,0,0,"*",21,48,"*",0,0,32
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""",0,0,15,0,"*",11,"*","*",0,15
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""",0,0,11,"*","*",93,0,"*",0,23
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""",0,"*",15,"*",21,74,0,0,0,88
"New Britain School District","=""0890011""","Gaffney School","=""0890511""",0,0,15,"*",102,28,0,"*",0,36
"New Britain School District","=""0890011""","Holmes School","=""0890611""","*","*","*","*","*",12,"*",0,"*",8
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""",0,0,0,0,0,0,0,0,0,"*"
"New Britain School District","=""0890011""","Lincoln School","=""0890811""",0,0,6,"*",40,18,"*","*",0,19
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","*","*",38,14,73,92,13,18,30,2527
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""","*",23,31,"*",168,36,17,"*",7,240
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""",0,6,98,7,129,81,8,"*",0,337
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""","*","*",12,9,175,16,"*","*","*",69
"New Britain School District","=""0890011""","Smith School","=""0891311""",0,6,15,8,48,32,11,"*",0,11
"New Britain School District","=""0890011""","Vance School","=""0891511""",0,"*",26,7,56,19,"*",0,"*",33
"New Canaan School District","=""0900011""","East School","=""0900411""","*",0,0,0,0,0,0,0,0,0
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""",0,0,"*",0,0,0,0,"*",9,"*"
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""","*",0,0,0,"*",0,0,0,0,0
"New Canaan School District","=""0900011""","South School","=""0900211""",0,0,"*",0,0,"*",0,0,0,0
"New Canaan School District","=""0900011""","West School","=""0900311""",0,"*",0,0,0,0,0,0,0,"*"
"New Fairfield School District","=""0910011""","Alternative Learning Center","=""0910311""",0,0,0,0,0,0,0,0,"*","*"
"New Fairfield School District","=""0910011""","Consolidated School","=""0910111""",0,0,0,0,"*",0,0,0,0,0
"New Fairfield School District","=""0910011""","Day Alternative Learning Program","=""0910411""",0,0,"*",0,0,0,0,0,"*",16
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""",0,0,"*",0,27,"*","*",0,0,"*"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""",0,"*",0,"*",6,"*","*","*",6,123
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""",0,0,0,0,"*","*",0,0,0,14
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""","*",0,"*",0,"*","*",0,0,0,"*"
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""",0,"*",6,"*",15,25,0,0,0,14
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""","*","*",10,"*",7,104,0,0,"*",45
"New Haven School District","=""0930011""","Beecher School","=""0930311""",0,"*",9,"*",7,41,0,0,0,"*"
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""",0,"*",8,0,9,11,"*",0,"*",10
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""",0,0,0,"*",6,16,"*",0,0,45
"New Haven School District","=""0930011""","Bishop Woods School","=""0934311""",0,"*",15,"*",54,38,0,"*","*",121
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""",0,"*","*",0,6,28,0,"*",0,"*"
"New Haven School District","=""0930011""","Clemente Leadership Academy","=""0934211""",0,"*",10,"*",27,49,"*","*","*",85
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""",0,0,"*",0,9,28,0,"*",0,"*"
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""",0,"*",0,0,"*","*",0,0,0,"*"
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""","*",0,"*",0,"*",25,0,0,0,"*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""",0,0,"*",0,"*",8,"*",0,0,19
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""",0,0,7,"*",7,19,0,"*",0,0
"New Haven School District","=""0930011""","Domus Academy","=""0935611""","*","*","*",0,17,61,"*","*","*",19
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""",0,7,15,"*",23,40,0,0,"*",29
"New Haven School District","=""0930011""","Edgewood School","=""0931211""",0,"*",23,"*",45,80,0,"*",0,"*"
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""",0,"*","*","*","*",46,0,"*","*",14
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""",0,0,"*","*",22,39,"*","*",0,14
"New Haven School District","=""0930011""","High School In The Community","=""0936611""",0,0,8,"*","*",28,0,0,7,25
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""",0,"*","*",0,16,34,"*",7,0,18
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","*",0,"*","*","*",7,0,"*","*",19
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""",0,"*",12,0,9,13,0,"*","*",16
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","*",0,"*",8,13,62,0,"*",7,31
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""",0,"*",0,0,"*",29,0,0,0,8
"New Haven School District","=""0930011""","John S. Martinez School","=""0930811""",0,"*",0,0,0,"*",0,0,0,0
"New Haven School District","=""0930011""","Katherine Brennan/Clarence Rogers School","=""0932111""",0,"*","*",0,20,46,"*",0,0,"*"
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""","*",6,12,"*",20,75,"*",6,"*",37
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""",0,0,"*",0,7,42,0,"*",0,32
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""",0,0,12,"*",12,32,0,"*",0,50
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""",0,0,"*",0,0,"*",0,"*",0,6
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""",0,"*",15,0,11,11,0,"*",0,"*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""",0,0,"*","*","*","*",0,0,0,"*"
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""",0,"*",10,"*",30,11,0,"*","*",72
"New Haven School District","=""0930011""","New Light High School","=""0932611""",0,0,"*",0,"*",0,0,0,0,"*"
"New Haven School District","=""0930011""","Quinnipiac Real World Math STEM School","=""0933511""",0,0,0,0,10,"*",0,"*",0,"*"
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""",0,"*",6,0,6,"*",0,0,"*",11
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""",7,14,34,"*",47,76,"*","*",0,142
"New Haven School District","=""0930011""","Sound School","=""0936711""",0,0,14,0,0,12,0,"*","*",8
"New Haven School District","=""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""",0,"*","*","*",7,20,0,"*",0,"*"
"New Haven School District","=""0930011""","Truman School","=""0932911""",0,0,"*",0,"*","*",0,0,"*","*"
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""","*",0,"*",0,19,30,0,0,0,0
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""",0,"*",20,7,46,136,"*",6,0,86
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""",0,0,12,8,50,19,"*","*",23,79
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""",0,0,0,0,9,0,0,0,0,7
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""","*",11,45,"*",98,19,7,6,0,443
"New London School District","=""0950011""","Jennings School","=""0950311""",0,0,15,"*",84,56,"*","*",0,17
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""","*",0,19,0,131,24,"*","*",0,86
"New London School District","=""0950011""","New London High School","=""0956111""",0,7,34,16,57,17,15,8,22,492
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""",0,"*",7,"*",63,11,"*",0,0,221
"New Milford School District","=""0960011""","New Milford High School","=""0966111""",0,9,30,12,17,34,8,7,40,645
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""",0,0,0,0,0,"*","*",0,0,12
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""",0,"*",21,"*","*",11,0,0,"*",29
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""",0,"*",0,"*","*","*",0,0,0,7
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""",0,"*",0,0,0,0,0,"*",0,0
"Newington School District","=""0940011""","John Paterson School","=""0940811""",0,0,0,0,0,"*",0,0,0,0
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""",0,"*","*","*","*",11,6,"*","*",27
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""",0,0,11,7,0,10,0,"*","*",10
"Newington School District","=""0940011""","Newington High School","=""0946111""",0,"*",12,7,11,12,0,"*",6,296
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""",0,0,"*",0,0,"*",0,0,0,0
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","*","*",10,7,8,15,"*","*",27,82
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""",0,"*","*",0,"*",8,0,"*","*",22
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""",0,0,0,0,"*",0,0,0,0,8
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""","*",0,"*","*",0,0,0,0,0,"*"
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""",0,0,0,0,"*",9,0,0,0,7
"North Branford School District","=""0990011""","North Branford High School","=""0996111""",0,"*",7,"*",9,"*","*",0,21,202
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""",0,"*",11,6,"*","*","*",0,0,40
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""",0,0,"*",0,0,"*",0,"*",0,"*"
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",0,"*","*",6,21,18,"*",0,"*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""",0,0,13,"*",10,"*","*",0,14,63
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""","*",0,"*","*",18,7,0,0,"*",39
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""",0,0,"*",0,0,"*",0,0,0,"*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""",0,"*",6,"*","*","*","*",0,7,15
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""",0,"*","*",0,"*","*",0,"*",0,"*"
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","*","*",21,11,11,24,"*",9,27,191
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""",0,"*","*",0,0,0,0,0,0,0
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""",0,"*","*",0,0,"*",0,0,0,0
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""",0,0,"*",0,12,0,0,0,0,32
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","*","*",21,7,19,23,"*","*",11,164
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""",0,0,0,0,"*","*",0,0,"*",10
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""",12,"*",7,"*",8,18,0,"*",0,47
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""",0,"*",7,"*",8,12,0,"*",0,32
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""",0,0,"*",0,0,"*",0,0,0,0
"Norwalk School District","=""1030011""","Tracey School","=""1031411""",0,0,"*",0,0,"*",0,0,0,"*"
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""",9,"*",11,"*",10,14,"*",0,"*",163
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","*",0,"*","*",0,"*",0,0,0,"*"
"Norwich Free Academy District","=""9010022""","Alternative Pathways to Success","=""9010322""",0,"*","*",0,0,0,0,0,0,12
"Norwich Free Academy District","=""9010022""","LEAD (Life Skills, Education and Adult Development)","=""9010122""",0,0,0,0,0,0,0,0,0,"*"
"Norwich Free Academy District","=""9010022""","Night School","=""9010222""",0,0,0,0,"*",0,0,0,0,11
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","*",15,53,28,16,21,"*",11,36,499
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""",0,0,"*",0,0,"*",0,0,0,0
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""",0,0,"*",0,0,"*",0,0,0,0
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""",0,"*",7,7,"*",24,0,"*",6,44
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""",0,0,"*",0,12,"*","*","*",0,24
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""",0,"*","*",0,"*","*",0,"*",0,"*"
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""",0,0,"*","*",45,9,"*",11,"*",61
"Norwich School District","=""1040011""","Thomas W. Mahan School","=""1041711""",0,0,"*",0,0,"*","*","*",0,"*"
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""",0,0,0,0,14,8,0,"*",0,13
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""",0,0,"*",0,"*",8,0,0,0,20
"Norwich School District","=""1040011""","Wequonnoc Magnet School","=""1041511""",0,"*","*","*","*",31,0,"*",0,16
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""","*","*","*",0,"*",9,0,0,0,10
"Old Saybrook School District","=""1060011""","Old Saybrook Middle School","=""1065211""",0,"*",6,0,"*","*",0,0,0,"*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""",0,"*","*",0,"*","*",0,0,13,41
"Orange School District","=""1070011""","Peck Place School","=""1070511""",0,0,"*",0,0,0,0,0,0,"*"
"Orange School District","=""1070011""","Race Brook School","=""1070311""",0,0,0,"*",0,0,0,0,0,0
"Orange School District","=""1070011""","Turkey Hill School","=""1070411""",0,0,"*",0,"*","*",0,0,0,0
"Oxford School District","=""1080011""","Great Oak School","=""1085111""",0,0,"*",0,"*",0,0,"*",0,0
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","*",0,"*","*","*",10,0,0,6,19
"Park City Prep Charter School District","=""2830013""","Park City Prep Charter School","=""2835113""",0,0,"*","*",34,23,"*",0,0,47
"Path Academy District","=""2930013""","Path Academy","=""2930113""",0,0,7,"*",38,0,16,0,"*",31
"Plainfield School District","=""1090011""","Moosup Elementary School","=""1090111""",0,0,"*",0,0,0,0,0,0,0
"Plainfield School District","=""1090011""","Plainfield Central School","=""1095111""",0,"*",17,"*",32,"*",10,0,"*",97
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""",0,13,19,0,18,7,"*","*",20,356
"Plainfield School District","=""1090011""","Plainfield Memorial School","=""1090311""",0,0,"*",0,7,0,"*","*",0,"*"
"Plainfield School District","=""1090011""","Shepard Hill Elementary School","=""1090411""",0,0,"*","*",7,"*",0,0,0,"*"
"Plainville School District","=""1100011""","Linden Street School","=""1100211""",0,0,"*",0,0,"*",0,0,0,"*"
"Plainville School District","=""1100011""","Middle School of Plainville","=""1105211""","*",0,"*",0,12,"*","*","*",0,20
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","*","*",6,"*",13,12,"*",0,8,110
"Plymouth School District","=""1110011""","Eli Terry Jr. Middle School","=""1115111""",0,"*","*",0,"*",13,"*",0,"*",24
"Plymouth School District","=""1110011""","Plymouth Center School","=""1110211""",0,0,0,0,"*",0,0,0,0,0
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","*",0,"*",0,9,"*",0,"*","*",42
"Pomfret School District","=""1120011""","Pomfret Community School","=""1120111""",0,"*","*",0,"*",6,0,0,0,"*"
"Portland School District","=""1130011""","Brownstone Intermediate School","=""1130511""",0,0,0,0,0,0,0,0,0,17
"Portland School District","=""1130011""","Gildersleeve School","=""1130411""",0,"*","*",0,0,"*","*","*",0,"*"
"Portland School District","=""1130011""","Portland High School","=""1136111""",0,0,0,"*","*","*",0,0,9,24
"Portland School District","=""1130011""","Portland Middle School","=""1135111""",0,0,"*","*",0,6,0,0,"*",7
"Preston School District","=""1140011""","Preston Plains School","=""1145111""",0,0,"*",0,"*","*",0,0,0,0
"Preston School District","=""1140011""","Preston Veterans' Memorial School","=""1140411""",0,0,"*",0,0,12,0,0,0,0
"Putnam School District","=""1160011""","PALS - Putnam Alternative Learning System","=""1160111""",0,0,0,"*",0,0,0,0,0,0
"Putnam School District","=""1160011""","Putnam Elementary School","=""1160311""",0,0,"*",0,17,9,0,0,0,9
"Putnam School District","=""1160011""","Putnam High School","=""1166111""",0,0,12,"*","*",12,"*",0,8,24
"Putnam School District","=""1160011""","Putnam Middle School","=""1165111""","*",0,10,0,15,14,"*","*","*",24
"Redding School District","=""1170011""","John Read Middle School","=""1175111""",0,"*",0,0,"*",9,0,"*",0,0
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","*",0,"*","*",0,19,0,"*",15,111
"Regional School District 04","=""2040012""","John Winthrop Middle School","=""2045112""",0,0,"*",0,"*","*",0,0,0,6
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""",0,0,"*",0,"*","*",0,0,"*",20
"Regional School District 05","=""2050012""","Amity Middle School: Orange","=""2055212""",0,0,0,0,"*",0,0,0,0,"*"
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","*",0,6,0,"*",11,0,0,14,62
"Regional School District 06","=""2060012""","Goshen Center School","=""2060112""",0,0,0,0,"*","*",0,0,0,"*"
"Regional School District 06","=""2060012""","James Morris School","=""2060212""",0,0,"*",0,"*","*",0,0,0,0
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""",0,"*","*","*","*",6,"*",0,9,27
"Regional School District 06","=""2060012""","Warren Elementary School","=""2060312""",0,0,"*",0,"*",0,0,0,0,0
"Regional School District 07","=""2070012""","AIM","=""2079112""",0,0,0,0,0,0,0,0,0,"*"
"Regional School District 07","=""2070012""","FLEX","=""2079012""",0,0,0,0,"*","*",0,0,"*",0
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","*","*",7,"*",7,8,"*","*",29,51
"Regional School District 07","=""2070012""","Northwestern Regional Middle School","=""2075112""",0,0,0,0,0,"*",0,0,0,"*"
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""",0,0,"*","*",6,"*",6,"*",24,92
"Regional School District 08","=""2080012""","RHAM Middle School","=""2085112""","*","*","*","*",0,"*",0,"*","*",11
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""",0,0,"*","*","*","*","*","*",14,"*"
"Regional School District 10","=""2100012""","Har-Bur Middle School","=""2105112""",0,7,12,"*","*",9,0,0,0,"*"
"Regional School District 10","=""2100012""","Lake Garda Elementary School","=""2100212""",0,0,0,0,0,"*",0,0,0,0
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""",0,0,"*",0,"*",0,0,"*",14,59
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""",0,"*",8,0,"*",9,"*",0,7,43
"Regional School District 12","=""2120012""","Shepaug Valley School","=""2120312""",0,0,"*","*",8,12,0,"*",8,15
"Regional School District 12","=""2120012""","The Burnham School","=""2120112""",0,0,0,0,"*",0,0,0,0,0
"Regional School District 12","=""2120012""","Washington Primary School","=""2120412""",0,0,"*",0,"*",0,0,0,0,"*"
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","*",0,0,"*",0,"*",0,0,13,31
"Regional School District 13","=""2130012""","Frank Ward Strong School","=""2135112""",0,0,"*",0,"*","*",0,"*",0,15
"Regional School District 14","=""2140012""","Mitchell Elementary School","=""2140212""",0,0,0,0,"*","*",0,0,0,"*"
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""",0,"*",0,0,"*",6,"*","*",7,"*"
"Regional School District 14","=""2140012""","Woodbury Middle School","=""2145112""",0,0,0,0,"*","*","*",0,0,0
"Regional School District 15","=""2150012""","MIJ Program","=""2150112""",0,0,0,0,0,0,0,0,0,7
"Regional School District 15","=""2150012""","Memorial Middle School","=""2155212""",0,"*","*",0,0,"*",0,0,0,"*"
"Regional School District 15","=""2150012""","Middlebury Elementary School","=""2150612""",0,0,"*",0,"*","*",0,0,0,0
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""",0,0,11,"*","*",8,0,"*",34,141
"Regional School District 15","=""2150012""","Rochambeau Middle School","=""2155112""",0,0,"*",0,0,"*",0,0,"*","*"
"Regional School District 16","=""2160012""","Laurel Ledge School","=""2160112""",0,0,0,0,0,0,0,"*",0,0
"Regional School District 16","=""2160012""","Long River Middle School","=""2165112""","*","*","*","*","*","*","*","*",6,42
"Regional School District 16","=""2160012""","WRHS Alternative Education Program","=""2160412""",0,0,"*",0,0,0,0,0,"*",16
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""",0,"*","*","*",7,0,"*","*",19,64
"Regional School District 17","=""2170012""","Burr District Elementary School","=""2170212""",0,0,0,0,"*",0,0,"*",0,"*"
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","*",0,"*","*","*","*",0,0,6,39
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""",0,"*",11,0,12,"*","*",0,"*",29
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""",0,"*",17,"*","*","*","*","*","*",42
"Regional School District 18","=""2180012""","Lyme-Old Lyme Middle School","=""2185112""",0,"*","*","*","*",0,0,0,0,6
"Regional School District 18","=""2180012""","Mile Creek School","=""2180212""",0,0,0,0,"*",0,0,0,0,0
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""","*","*",9,6,"*",7,"*",0,8,36
"Regional School District 19","=""2190012""","E.O. Smith High School at the Depot Campus","=""2190112""","*",0,0,0,0,"*",0,0,"*","*"
"Ridgefield School District","=""1180011""","Alternative High School","=""1188011""",0,0,0,0,0,0,0,"*","*",0
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""",0,0,0,0,"*","*",0,0,0,0
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""",0,0,"*",0,"*",0,0,0,0,0
"Ridgefield School District","=""1180011""","East Ridge Middle School","=""1185111""",0,0,"*",0,"*",0,0,0,"*","*"
"Ridgefield School District","=""1180011""","Ridgebury Elementary School","=""1180311""",0,0,"*",0,"*","*",0,0,0,0
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""","*",0,24,0,"*","*",0,"*",8,10
"Ridgefield School District","=""1180011""","Scotland Elementary School","=""1180511""",0,"*","*",0,7,0,0,0,0,0
"Ridgefield School District","=""1180011""","Scotts Ridge Middle School","=""1185211""","*","*","*",0,0,0,0,0,0,"*"
"Ridgefield School District","=""1180011""","Veterans Park Elementary School","=""1180211""",0,0,"*",0,"*",0,0,0,0,"*"
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""",0,0,0,"*",0,"*",0,"*",0,"*"
"Rocky Hill School District","=""1190011""","Alternative Learning Program","=""1190111""",0,"*","*",0,0,"*",0,"*",0,0
"Rocky Hill School District","=""1190011""","Myrtle H. Stevens School","=""1190411""",0,0,"*",0,"*","*",0,"*",0,"*"
"Rocky Hill School District","=""1190011""","Pathways","=""1190311""",0,0,"*",0,0,0,0,0,"*",0
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""","*",0,6,0,0,6,"*",0,"*",74
"Rocky Hill School District","=""1190011""","West Hill School","=""1190511""",0,0,"*",0,0,0,0,0,0,0
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""",0,0,"*",0,"*","*",0,0,0,10
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""",0,0,0,0,"*","*",0,0,0,"*"
"Scotland School District","=""1230011""","Scotland Elementary School","=""1230111""",0,0,"*",0,0,"*",0,0,0,"*"
"Seymour School District","=""1240011""","Bungay School","=""1240111""",0,0,"*",0,"*",10,0,0,0,16
"Seymour School District","=""1240011""","Chatfield-LoPresti School","=""1240211""",0,0,"*","*","*","*",0,0,0,14
"Seymour School District","=""1240011""","Seymour High School","=""1246111""",0,"*",17,19,"*",12,"*","*",43,243
"Seymour School District","=""1240011""","Seymour Middle School","=""1245111""","*",6,12,"*",13,7,7,0,0,58
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""",0,0,"*",0,6,7,0,0,0,"*"
"Shelton School District","=""1260011""","Booth Hill School","=""1261011""",0,0,"*",0,0,0,0,"*",0,0
"Shelton School District","=""1260011""","Intermediate School","=""1265111""",0,0,0,0,"*",0,0,"*",0,6
"Shelton School District","=""1260011""","Perry Hill Elementary School","=""1261111""","*","*",6,"*","*","*",0,"*",0,9
"Shelton School District","=""1260011""","Shelton High School","=""1266111""",0,"*",9,"*",9,"*","*","*",28,458
"Shelton School District","=""1260011""","Sunnyside School","=""1260611""",0,0,11,"*",14,"*","*",0,0,35
"Sherman School District","=""1270011""","Sherman School","=""1270111""",0,0,"*","*",0,"*",0,0,0,"*"
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""",0,0,"*","*","*",0,"*",0,0,"*"
"Simsbury School District","=""1280011""","Central School","=""1280111""",0,0,0,0,0,"*",0,0,0,0
"Simsbury School District","=""1280011""","Henry James Memorial School","=""1285111""",0,"*","*","*",17,"*","*",0,"*",16
"Simsbury School District","=""1280011""","Latimer Lane School","=""1280611""",0,"*",0,0,0,"*",0,0,0,0
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""","*",0,0,0,"*","*",0,"*","*",32
"Simsbury School District","=""1280011""","Squadron Line School","=""1280711""",0,0,"*",0,8,0,0,"*",0,"*"
"Simsbury School District","=""1280011""","Tariffville School","=""1280311""",0,0,"*",0,0,"*",0,"*",0,0
"Simsbury School District","=""1280011""","Tootin' Hills School","=""1280411""",0,0,0,0,0,"*",0,0,0,0
"Somers School District","=""1290011""","Mabelle B. Avery Middle School","=""1295111""","*","*",6,"*","*","*",0,0,"*",9
