"Student Counts by School and Special Education Status"
"All Districts, All Schools"
"2009-10"

"",,,,"Special Education Status",,
"Norfolk School District","=""0980011""","Bridges II","=""0989211""",0,"*","*"
"Norfolk School District","=""0980011""","IEP Program","=""0989011""",0,"*","*"
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""",302,25,327
"North Branford School District","=""0990011""","North Branford High School","=""0996111""",603,83,686
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""",517,92,609
"North Branford School District","=""0990011""","Stanley T. Williams School","=""0990511""",228,23,251
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""",409,56,465
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",283,45,328
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""",356,40,396
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""",345,48,393
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""",372,43,415
"North Haven School District","=""1010011""","North Haven High School","=""1016111""",1073,108,1181
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""",772,100,872
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""",385,43,428
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""",346,37,383
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""",200,26,226
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""",162,20,182
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""",1529,165,1694
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""",433,50,483
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""",326,22,348
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""",439,42,481
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""",422,38,460
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""",509,30,539
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""",434,49,483
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""",414,43,457
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""",405,32,437
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""",519,69,588
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""",1349,154,1503
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""",70,29,99
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""",602,84,686
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""",345,55,400
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""",423,45,468
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""",309,28,337
"Norwalk School District","=""1030011""","Tracey School","=""1031411""",363,38,401
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""",578,85,663
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""",301,28,329
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""",2081,340,2421
"Norwich School District","=""1040011""","Bishop School Early Learning Center","=""1040111""",151,22,173
"Norwich School District","=""1040011""","Deborah-Tennant Zinewicz  School","=""1049111""",0,47,47
"Norwich School District","=""1040011""","Greeneville School","=""1040611""",293,35,328
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""",0,19,19
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""",302,51,353
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""",556,75,631
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""",332,34,366
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""",355,56,411
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""",430,90,520
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""",78,7,85
"Norwich School District","=""1040011""","Thomas W. Mahan School","=""1041711""",257,43,300
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""",155,14,169
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""",192,41,233
"Norwich School District","=""1040011""","Wequonnoc Magnet School","=""1041511""",212,24,236
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""",161,19,180
"Old Saybrook School District","=""1060011""","Kathleen E. Goodwin School","=""1060211""",411,54,465
"Old Saybrook School District","=""1060011""","Old Saybrook Middle School","=""1065211""",530,68,598
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""",487,41,528
"Orange School District","=""1070011""","Mary L. Tracy School","=""1070211""",166,20,186
"Orange School District","=""1070011""","Peck Place School","=""1070511""",380,31,411
"Orange School District","=""1070011""","Race Brook School","=""1070311""",356,44,400
"Orange School District","=""1070011""","Turkey Hill School","=""1070411""",272,28,300
"Oxford School District","=""1080011""","Great Oak School","=""1085111""",476,29,505
"Oxford School District","=""1080011""","Oxford Center School","=""1080111""",497,39,536
"Oxford School District","=""1080011""","Oxford High School","=""1086011""",523,42,565
"Oxford School District","=""1080011""","Quaker Farms School","=""1080311""",510,40,550
"Park City Prep Charter School District","=""2830013""","Park City Prep Charter School","=""2835113""",225,17,242
"Plainfield School District","=""1090011""","Early Childhood Center","=""1090511""",239,35,274
"Plainfield School District","=""1090011""","Moosup Elementary School","=""1090111""",282,13,295
"Plainfield School District","=""1090011""","Plainfield Central School","=""1095111""",516,57,573
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""",703,149,852
"Plainfield School District","=""1090011""","Plainfield Memorial School","=""1090311""",389,30,419
"Plainfield School District","=""1090011""","Shepard Hill Elementary School","=""1090411""",283,26,309
"Plainville School District","=""1100011""","Frank T. Wheeler School","=""1100411""",249,34,283
"Plainville School District","=""1100011""","Linden Street School","=""1100211""",363,50,413
"Plainville School District","=""1100011""","Louis Toffolon School","=""1100511""",308,42,350
"Plainville School District","=""1100011""","Middle School of Plainville","=""1105211""",505,69,574
"Plainville School District","=""1100011""","Plainville High School","=""1106111""",772,90,862
"Plainville School District","=""1100011""","Prekindergarten Program","=""1108011""",20,34,54
"Plymouth School District","=""1110011""","Eli Terry Jr. Middle School","=""1115111""",400,55,455
"Plymouth School District","=""1110011""","Harry S. Fisher Elementary School","=""1110411""",346,47,393
"Plymouth School District","=""1110011""","Plymouth Center School","=""1110211""",343,69,412
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""",475,46,521
"Pomfret School District","=""1120011""","Pomfret Community School","=""1120111""",468,64,532
"Portland School District","=""1130011""","Brownstone Intermediate School","=""1130511""",218,19,237
"Portland School District","=""1130011""","Gildersleeve School","=""1130411""",229,19,248
"Portland School District","=""1130011""","Portland High School","=""1136111""",332,30,362
"Portland School District","=""1130011""","Portland Middle School","=""1135111""",218,22,240
"Portland School District","=""1130011""","Valley View School","=""1130211""",312,37,349
"Preston School District","=""1140011""","Preston Plains School","=""1145111""",132,16,148
"Preston School District","=""1140011""","Preston Veterans' Memorial School","=""1140411""",249,35,284
"Putnam School District","=""1160011""","Helping Hands","=""1169011""",0,"*","*"
"Putnam School District","=""1160011""","Putnam Elementary School","=""1160311""",525,119,644
"Putnam School District","=""1160011""","Putnam High School","=""1166111""",282,45,327
"Putnam School District","=""1160011""","Putnam Middle School","=""1165111""",209,45,254
"Redding School District","=""1170011""","John Read Middle School","=""1175111""",512,83,595
"Redding School District","=""1170011""","Redding Elementary School","=""1170111""",600,70,670
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""",446,64,510
"Regional School District 04","=""2040012""","John Winthrop Middle School","=""2045112""",298,56,354
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""",556,62,618
"Regional School District 05","=""2050012""","Amity Middle School: Bethany","=""2055112""",374,49,423
"Regional School District 05","=""2050012""","Amity Middle School: Orange","=""2055212""",381,49,430
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""",1475,155,1630
"Regional School District 06","=""2060012""","Goshen Center School","=""2060112""",192,26,218
"Regional School District 06","=""2060012""","James Morris School","=""2060212""",187,20,207
"Regional School District 06","=""2060012""","Stepping Stones Preschool Program","=""2068012""",6,8,14
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""",474,62,536
"Regional School District 06","=""2060012""","Warren Elementary School","=""2060312""",90,6,96
"Regional School District 07","=""2070012""","AIM","=""2079112""",0,13,13
"Regional School District 07","=""2070012""","FLEX","=""2079012""",0,"*","*"
"Regional School District 07","=""2070012""","Intensive Learning Program","=""2079412""",0,6,6
"Regional School District 07","=""2070012""","LINKS","=""2079212""",0,23,23
"Regional School District 07","=""2070012""","Links","=""2079212""",0,23,23
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""",693,64,757
"Regional School District 07","=""2070012""","Northwestern Regional Middle School","=""2075112""",318,24,342
"Regional School District 07","=""2070012""","STEP","=""2079312""",14,7,21
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""",954,131,1085
"Regional School District 08","=""2080012""","RHAM Middle School","=""2085112""",569,75,644
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""",856,102,958
"Regional School District 10","=""2100012""","Har-Bur Middle School","=""2105112""",819,87,906
"Regional School District 10","=""2100012""","Harwinton Consolidated School","=""2100312""",426,51,477
"Regional School District 10","=""2100012""","Lake Garda Elementary School","=""2100212""",564,57,621
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""",743,70,813
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""",249,42,291
"Regional School District 12","=""2120012""","Booth Free School","=""2120212""",103,9,112
"Regional School District 12","=""2120012""","Early Childhood Education Center","=""2128012""",15,14,29
"Regional School District 12","=""2120012""","Shepaug Valley High School","=""2126112""",279,44,323
"Regional School District 12","=""2120012""","Shepaug Valley Middle School","=""2125112""",213,35,248
"Regional School District 12","=""2120012""","The Burnham School","=""2120112""",77,10,87
"Regional School District 12","=""2120012""","Washington Primary School","=""2120412""",149,20,169
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""",506,71,577
"Regional School District 13","=""2130012""","Francis E. Korn School","=""2130212""",161,32,193
"Regional School District 13","=""2130012""","Frank Ward Strong School","=""2135112""",297,49,346
"Regional School District 13","=""2130012""","Frederick Brewster School","=""2130112""",240,44,284
"Regional School District 13","=""2130012""","John Lyman School","=""2130512""",299,24,323
"Regional School District 13","=""2130012""","Middlefield Memorial School","=""2130412""",313,47,360
"Regional School District 14","=""2140012""","Bethlehem Elementary School","=""2140112""",304,46,350
"Regional School District 14","=""2140012""","Integrated Star Preschool Program","=""2148012""",21,8,29
"Regional School District 14","=""2140012""","Mitchell Elementary School","=""2140212""",360,55,415
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""",767,75,842
"Regional School District 14","=""2140012""","Woodbury Middle School","=""2145112""",420,53,473
"Regional School District 15","=""2150012""","Gainfield Elementary School","=""2150412""",404,42,446
"Regional School District 15","=""2150012""","Long Meadow Elementary School","=""2150712""",511,97,608
"Regional School District 15","=""2150012""","Memorial Middle School","=""2155212""",453,79,532
"Regional School District 15","=""2150012""","Middlebury Elementary School","=""2150612""",412,41,453
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""",1272,146,1418
"Regional School District 15","=""2150012""","Pomperaug School","=""2150512""",454,77,531
"Regional School District 15","=""2150012""","Rochambeau Middle School","=""2155112""",490,64,554
"Regional School District 16","=""2160012""","Algonquin School","=""2160312""",413,60,473
"Regional School District 16","=""2160012""","Community School","=""2160212""",204,22,226
"Regional School District 16","=""2160012""","Laurel Ledge School","=""2160112""",424,51,475
"Regional School District 16","=""2160012""","Long River Middle School","=""2165112""",568,54,622
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""",716,73,789
"Regional School District 17","=""2170012""","Burr District Elementary School","=""2170212""",266,38,304
"Regional School District 17","=""2170012""","Haddam Elementary School","=""2170112""",236,32,268
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""",611,78,689
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""",706,94,800
"Regional School District 17","=""2170012""","Killingworth Elementary School","=""2170312""",409,31,440
"Regional School District 18","=""2180012""","Center School","=""2180312""",233,31,264
"Regional School District 18","=""2180012""","Lyme Consolidated School","=""2180112""",126,19,145
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""",406,37,443
"Regional School District 18","=""2180012""","Lyme-Old Lyme Middle School","=""2185112""",291,34,325
"Regional School District 18","=""2180012""","Mile Creek School","=""2180212""",273,31,304
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""",1009,184,1193
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""",336,70,406
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""",391,34,425
"Ridgefield School District","=""1180011""","East Ridge Middle School","=""1185111""",670,71,741
"Ridgefield School District","=""1180011""","Farmingville Elementary School","=""1180411""",334,34,368
"Ridgefield School District","=""1180011""","Ridgebury Elementary School","=""1180311""",388,34,422
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""",1616,136,1752
"Ridgefield School District","=""1180011""","Scotland Elementary School","=""1180511""",355,37,392
"Ridgefield School District","=""1180011""","Scotts Ridge Middle School","=""1185211""",545,65,610
"Ridgefield School District","=""1180011""","Veterans Park Elementary School","=""1180211""",303,22,325
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""",598,51,649
"Rocky Hill School District","=""1190011""","Dr. Oran A. Moser School","=""1190211""",74,9,83
"Rocky Hill School District","=""1190011""","Myrtle H. Stevens School","=""1190411""",438,63,501
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""",700,81,781
"Rocky Hill School District","=""1190011""","West Hill School","=""1190511""",583,43,626
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""",447,43,490
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""",279,32,311
"Scotland School District","=""1230011""","Scotland Elementary School","=""1230111""",136,25,161
"Seymour School District","=""1240011""","Anna L. Lopresti School","=""1240311""",265,32,297
"Seymour School District","=""1240011""","Bungay School","=""1240111""",529,34,563
"Seymour School District","=""1240011""","Paul Chatfield School","=""1240411""",240,51,291
"Seymour School District","=""1240011""","Seymour High School","=""1246111""",664,40,704
"Seymour School District","=""1240011""","Seymour Middle School","=""1245111""",532,39,571
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""",162,43,205
"Shelton School District","=""1260011""","Mohegan School","=""1260911""",588,57,645
"Shelton School District","=""1260011""","Booth Hill School","=""1261011""",431,50,481
"Shelton School District","=""1260011""","Elizabeth Shelton School","=""1260511""",526,64,590
"Shelton School District","=""1260011""","Intermediate School","=""1265111""",779,94,873
"Shelton School District","=""1260011""","Lafayette School","=""1260411""",261,59,320
"Shelton School District","=""1260011""","Long Hill School","=""1260811""",553,47,600
"Shelton School District","=""1260011""","Shelton High School","=""1266111""",1510,121,1631
"Shelton School District","=""1260011""","Sunnyside School","=""1260611""",271,47,318
"Sherman School District","=""1270011""","Sherman School","=""1270111""",389,55,444
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""",214,18,232
"Simsbury School District","=""1280011""","Central School","=""1280111""",320,71,391
"Simsbury School District","=""1280011""","Henry James Memorial School","=""1285111""",731,96,827
"Simsbury School District","=""1280011""","Latimer Lane School","=""1280611""",437,53,490
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""",1441,140,1581
"Simsbury School District","=""1280011""","Squadron Line School","=""1280711""",670,111,781
"Simsbury School District","=""1280011""","Tariffville School","=""1280311""",254,29,283
"Simsbury School District","=""1280011""","Tootin' Hills School","=""1280411""",445,67,512
"Somers School District","=""1290011""","Mabelle B. Avery Middle School","=""1295111""",365,49,414
"Somers School District","=""1290011""","Somers Elementary School","=""1290411""",593,71,664
"Somers School District","=""1290011""","Somers High School","=""1296111""",531,41,572
"South Windsor School District","=""1320011""","Pleasant Valley School","=""1320211""",390,46,436
"South Windsor School District","=""1320011""","Eli Terry School","=""1320711""",354,81,435
"South Windsor School District","=""1320011""","Orchard Hill School","=""1320611""",413,53,466
"South Windsor School District","=""1320011""","Philip R. Smith School","=""1320111""",319,41,360
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""",1419,156,1575
"South Windsor School District","=""1320011""","Timothy Edwards School","=""1325111""",938,135,1073
"South Windsor School District","=""1320011""","Wapping Elementary School","=""1320411""",258,51,309
"Southington School District","=""1310011""","John F. Kennedy Middle School","=""1315311""",709,92,801
"Southington School District","=""1310011""","Derynoski Elementary School","=""1311511""",621,70,691
"Southington School District","=""1310011""","Flanders Elementary School","=""1311311""",291,16,307
"Southington School District","=""1310011""","Hatton Elementary School","=""1310211""",360,79,439
"Southington School District","=""1310011""","Joseph A. Depaolo Middle School","=""1315111""",705,78,783
"Southington School District","=""1310011""","Plantsville Elementary School","=""1310611""",195,21,216
"Southington School District","=""1310011""","South End Elementary School","=""1310711""",201,21,222
"Southington School District","=""1310011""","Southington High School","=""1316211""",1804,229,2033
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""",426,51,477
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""",393,29,422
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""",378,29,407
"Sprague School District","=""1330011""","Sayles School","=""1330111""",325,26,351
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""",485,38,523
"Stafford School District","=""1340011""","Stafford High School","=""1346111""",490,47,537
"Stafford School District","=""1340011""","Stafford Middle School","=""1345211""",370,37,407
"Stafford School District","=""1340011""","Staffordville School","=""1340311""",167,14,181
"Stafford School District","=""1340011""","West Stafford School","=""1340411""",174,17,191
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""",101,30,131
"Stamford School District","=""1350011""","Cloonan School","=""1355611""",497,84,581
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""",496,37,533
"Stamford School District","=""1350011""","Dolan School","=""1355311""",535,80,615
"Stamford School District","=""1350011""","Hart School","=""1352211""",447,34,481
"Stamford School District","=""1350011""","Julia A. Stark School","=""1351211""",522,36,558
"Stamford School District","=""1350011""","K. T. Murphy School","=""1350511""",492,32,524
"Stamford School District","=""1350011""","Newfield School","=""1350611""",594,43,637
"Stamford School District","=""1350011""","Northeast School","=""1351811""",709,43,752
"Stamford School District","=""1350011""","Preschool Team","=""1358011""",0,41,41
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""",630,60,690
"Stamford School District","=""1350011""","Rogers International School","=""1350811""",608,42,650
"Stamford School District","=""1350011""","Roxbury School","=""1350911""",639,58,697
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""",578,39,617
"Stamford School District","=""1350011""","Springdale School","=""1351111""",516,40,556
"Stamford School District","=""1350011""","Stamford High School","=""1356111""",1566,167,1733
"Stamford School District","=""1350011""","Stillmeadow School","=""1352111""",550,62,612
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""",634,45,679
"Stamford School District","=""1350011""","Toquam Magnet School","=""1351911""",553,29,582
"Stamford School District","=""1350011""","Turn of River School","=""1355511""",484,55,539
"Stamford School District","=""1350011""","Westhill High School","=""1356311""",2072,209,2281
"Stamford School District","=""1350011""","Westover School","=""1351411""",632,46,678
"Sterling School District","=""1360011""","Sterling Community School","=""1360311""",459,48,507
"Stonington School District","=""1370011""","Deans Mill School","=""1370511""",456,49,505
"Stonington School District","=""1370011""","Mystic Middle School","=""1375211""",363,49,412
"Stonington School District","=""1370011""","Pawcatuck Middle School","=""1375111""",324,49,373
"Stonington School District","=""1370011""","Special Needs Preschool Program","=""1378011""",10,12,22
"Stonington School District","=""1370011""","Stonington High School","=""1376111""",704,89,793
"Stonington School District","=""1370011""","West Broad Street School","=""1370411""",158,26,184
"Stonington School District","=""1370011""","West Vine Street School","=""1370611""",203,28,231
"Stratford School District","=""1380011""","Eli Whitney School","=""1381311""",483,42,525
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""",1149,97,1246
"Stratford School District","=""1380011""","Chapel School","=""1380311""",518,45,563
"Stratford School District","=""1380011""","David Wooster Middle School","=""1385211""",519,54,573
"Stratford School District","=""1380011""","Franklin School","=""1380411""",304,38,342
"Stratford School District","=""1380011""","Harry B. Flood Middle School","=""1385311""",551,53,604
"Stratford School District","=""1380011""","Honeyspot School","=""1381611""",228,11,239
"Stratford School District","=""1380011""","Lordship School","=""1380811""",201,16,217
"Stratford School District","=""1380011""","Nichols School","=""1380911""",400,37,437
"Stratford School District","=""1380011""","Second Hill Lane School","=""1381011""",605,118,723
"Stratford School District","=""1380011""","Stratford Academy - Johnson House","=""1381511""",422,31,453
"Stratford School District","=""1380011""","Stratford High School","=""1386111""",904,77,981
"Stratford School District","=""1380011""","Strive-Stratford","=""1389011""",0,17,17
"Stratford School District","=""1380011""","Wilcoxson School","=""1381411""",377,29,406
"Suffield School District","=""1390011""","A. Ward Spaulding School","=""1390411""",447,68,515
"Suffield School District","=""1390011""","McAlister Intermediate School","=""1390311""",502,58,560
"Suffield School District","=""1390011""","Suffield High School","=""1396111""",778,74,852
"Suffield School District","=""1390011""","Suffield Middle School","=""1395111""",562,69,631
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""",230,33,263
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""",336,45,381
"Thomaston School District","=""1400011""","Black Rock School","=""1400111""",305,43,348
"Thomaston School District","=""1400011""","Thomaston Center School","=""1400211""",235,27,262
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""",466,92,558
"Thompson School District","=""1410011""","Mary R. Fisher Elementary School","=""1410111""",449,58,507
"Thompson School District","=""1410011""","Thompson Middle School","=""1415111""",410,29,439
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""",343,35,378
"Tolland School District","=""1420011""","Birch Grove Primary School","=""1420111""",634,74,708
"Tolland School District","=""1420011""","Tolland High School","=""1426111""",867,74,941
"Tolland School District","=""1420011""","Tolland Intermediate School","=""1420211""",630,101,731
"Tolland School District","=""1420011""","Tolland Middle School","=""1425111""",687,85,772
"Torrington School District","=""1430011""","East School","=""1430111""",395,84,479
"Torrington School District","=""1430011""","Forbes School","=""1430211""",313,70,383
"Torrington School District","=""1430011""","Southwest School","=""1430811""",284,47,331
"Torrington School District","=""1430011""","Torringford School","=""1430911""",560,100,660
"Torrington School District","=""1430011""","Torrington High School","=""1436111""",1050,134,1184
"Torrington School District","=""1430011""","Torrington Middle School","=""1435111""",951,185,1136
"Torrington School District","=""1430011""","Vogel-Wetmore School","=""1431311""",373,85,458
"Trailblazers Academy District","=""2780013""","Trailblazers Academy","=""2785113""",131,34,165
"Trumbull School District","=""1440011""","Booth Hill School","=""1440111""",489,35,524
"Trumbull School District","=""1440011""","Daniels Farm School","=""1440811""",479,45,524
"Trumbull School District","=""1440011""","Frenchtown Elementary School","=""1441011""",581,76,657
"Trumbull School District","=""1440011""","Hillcrest Middle School","=""1445211""",664,56,720
"Trumbull School District","=""1440011""","Jane Ryan School","=""1440411""",373,40,413
"Trumbull School District","=""1440011""","Madison Middle School","=""1445111""",824,75,899
"Trumbull School District","=""1440011""","Middlebrook School","=""1440311""",445,36,481
"Trumbull School District","=""1440011""","Tashua School","=""1440911""",373,38,411
"Trumbull School District","=""1440011""","Trumbull Early Childhood Education Center","=""1448011""",164,72,236
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""",2008,141,2149
"Unified School District #1","=""3360015""","Bergin Correctional Institution","=""3361715""",21,11,32
"Unified School District #1","=""3360015""","Bridgeport Correctional Center","=""3360115""","*","*",8
"Unified School District #1","=""3360015""","Brooklyn Correctional Institution","=""3360215""","*","*",7
"Unified School District #1","=""3360015""","Cheshire Correctional Institution","=""3360315""",18,9,27
"Unified School District #1","=""3360015""","Corrigan/Radgowski Correctional Institution","=""3362415""",23,33,56
"Unified School District #1","=""3360015""","Enfield Correctional Institution","=""3360415""",13,6,19
"Unified School District #1","=""3360015""","Garner Correctional Institution","=""3361915""",13,7,20
"Unified School District #1","=""3360015""","Gates Correctional Institution","=""3360515""",10,7,17
"Unified School District #1","=""3360015""","Hartford Correctional Center","=""3360615""",43,17,60
"Unified School District #1","=""3360015""","MacDougall/Walker Correctional Institution","=""3362215""",42,35,77
"Unified School District #1","=""3360015""","Manson Youth Institution","=""3361115""",301,197,498
"Unified School District #1","=""3360015""","New Haven Correctional Center","=""3360915""",16,0,16
"Unified School District #1","=""3360015""","Northern Correctional Institution","=""3362615""",0,13,13
"Unified School District #1","=""3360015""","Osborn Correctional Institution","=""3361215""",9,20,29
"Unified School District #1","=""3360015""","Robinson Correctional Institution","=""3361315""",23,9,32
"Unified School District #1","=""3360015""","Webster Correctional Institution","=""3361415""","*","*",6
"Unified School District #1","=""3360015""","Willard/Cybulski Correctional Institution","=""3361515""",6,6,12
"Unified School District #1","=""3360015""","York Correctional Institution","=""3362515""",48,13,61
"Unified School District #2","=""3470015""","Children''s Place School","=""3470115""","*","*",35
"Unified School District #2","=""3470015""","Children's Place School","=""3470115""","*","*",35
"Unified School District #2","=""3470015""","High Meadows","=""3476515""",0,12,12
"Unified School District #2","=""3470015""","Riverview School","=""3470315""",11,52,63
"Unified School District #2","=""3470015""","Walter G. Cady School","=""3476715""",42,55,97
"Union School District","=""1450011""","Union Elementary School","=""1450111""","*","*",78
"Vernon School District","=""1460011""","Northeast School","=""1460311""",241,40,281
"Vernon School District","=""1460011""","Center Road School","=""1461411""",442,48,490
"Vernon School District","=""1460011""","Lake Street School","=""1460111""",284,28,312
"Vernon School District","=""1460011""","Maple Street School","=""1460211""",284,40,324
"Vernon School District","=""1460011""","Next Step Program (AACBP)","=""1469011""",0,12,12
"Vernon School District","=""1460011""","Rockville High School","=""1466111""",1006,102,1108
"Vernon School District","=""1460011""","Skinner Road School","=""1461011""",325,27,352
"Vernon School District","=""1460011""","Vernon Center Middle School","=""1465111""",717,85,802
"Voluntown School District","=""1470011""","Voluntown Elementary School","=""1470111""",282,18,300
"Wallingford School District","=""1480011""","Highland School","=""1480211""",278,30,308
"Wallingford School District","=""1480011""","A.R.T.S. Academy","=""1489011""",0,11,11
"Wallingford School District","=""1480011""","Cook Hill School","=""1481011""",316,80,396
"Wallingford School District","=""1480011""","Dag  Hammarskjold Middle School","=""1485211""",608,92,700
"Wallingford School District","=""1480011""","Dag Hammarskjold Middle School","=""1485211""",608,92,700
"Wallingford School District","=""1480011""","Evarts C. Stevens School","=""1480911""",370,60,430
"Wallingford School District","=""1480011""","James H. Moran Middle School","=""1485311""",748,91,839
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""",1022,134,1156
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""",885,94,979
"Wallingford School District","=""1480011""","Moses Y. Beach School","=""1480111""",321,35,356
"Wallingford School District","=""1480011""","Parker Farms School","=""1480311""",312,43,355
"Wallingford School District","=""1480011""","Pond Hill School","=""1481211""",267,21,288
"Wallingford School District","=""1480011""","Rock Hill School","=""1480411""",294,34,328
"Wallingford School District","=""1480011""","Yalesville School","=""1480811""",460,51,511
"Waterbury School District","=""1510011""","Brooklyn Elementary School","=""1511011""",163,40,203
"Waterbury School District","=""1510011""","West Side Middle School","=""1515211""",1005,188,1193
"Waterbury School District","=""1510011""","Washington School","=""1512311""",258,52,310
"Waterbury School District","=""1510011""","B. W. Tinker School","=""1512111""",472,79,551
"Waterbury School District","=""1510011""","Barnard School","=""1510311""",200,50,250
"Waterbury School District","=""1510011""","Bucks Hill School","=""1510511""",443,122,565
"Waterbury School District","=""1510011""","Bunker Hill School","=""1510611""",427,64,491
"Waterbury School District","=""1510011""","Carrington School","=""1512711""",416,78,494
"Waterbury School District","=""1510011""","Crosby High School","=""1516211""",1156,174,1330
"Waterbury School District","=""1510011""","Driggs School","=""1510911""",438,109,547
"Waterbury School District","=""1510011""","Enlightenment School","=""1519111""",139,36,175
