"Student Counts by School and Special Education Status"
"All Districts, All Schools"
"2012-13"

"",,,,"Special Education Status",,
"North Branford School District","=""0990011""","North Branford High School","=""0996111""",537,99,636
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""",460,76,536
"North Branford School District","=""0990011""","School to Work Program","=""0999011""",0,"*","*"
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""",410,58,468
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",273,42,315
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""",349,28,377
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""",346,48,394
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""",334,31,365
"North Haven School District","=""1010011""","North Haven High School","=""1016111""",1082,105,1187
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""",704,69,773
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""",370,34,404
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""",350,35,385
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""",183,20,203
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""",160,16,176
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""",1513,145,1658
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""",461,59,520
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""",295,33,328
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""",446,57,503
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""",393,63,456
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""",540,39,579
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""",497,51,548
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""",433,51,484
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""",428,34,462
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""",531,79,610
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""",1382,157,1539
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""",35,17,52
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""",545,66,611
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""",395,50,445
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""",424,37,461
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""",417,53,470
"Norwalk School District","=""1030011""","Tracey School","=""1031411""",332,62,394
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""",579,71,650
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""",275,27,302
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""",1993,271,2264
"Norwich School District","=""1040011""","Bishop School Early Learning Center","=""1040111""",16,0,16
"Norwich School District","=""1040011""","Deborah-Tennant Zinewicz  School","=""1049111""",0,36,36
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""",0,16,16
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""",367,45,412
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""",585,114,699
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""",405,41,446
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""",380,83,463
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""",379,72,451
"Norwich School District","=""1040011""","Thomas W. Mahan School","=""1041711""",281,58,339
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""",241,36,277
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""",303,41,344
"Norwich School District","=""1040011""","Virtual Learning Academy","=""1049211""","*","*",14
"Norwich School District","=""1040011""","Wequonnoc Magnet School","=""1041511""",237,41,278
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""",293,31,324
"Old Saybrook School District","=""1060011""","Kathleen E. Goodwin School","=""1060211""",339,76,415
"Old Saybrook School District","=""1060011""","Old Saybrook Middle School","=""1065211""",462,91,553
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""",476,51,527
"Orange School District","=""1070011""","Mary L. Tracy School","=""1070211""",161,14,175
"Orange School District","=""1070011""","Peck Place School","=""1070511""",355,25,380
"Orange School District","=""1070011""","Race Brook School","=""1070311""",327,49,376
"Orange School District","=""1070011""","Turkey Hill School","=""1070411""",290,26,316
"Oxford School District","=""1080011""","Great Oak School","=""1085111""",492,37,529
"Oxford School District","=""1080011""","Oxford Center School","=""1080111""",465,42,507
"Oxford School District","=""1080011""","Oxford High School","=""1086011""",565,24,589
"Oxford School District","=""1080011""","Quaker Farms School","=""1080311""",422,48,470
"Park City Prep Charter School District","=""2830013""","Park City Prep Charter School","=""2835113""",228,23,251
"Plainfield School District","=""1090011""","Early Childhood Center","=""1098011""","*","*",18
"Plainfield School District","=""1090011""","Moosup Elementary School","=""1090111""",335,23,358
"Plainfield School District","=""1090011""","Plainfield Central School","=""1095111""",530,57,587
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""",613,127,740
"Plainfield School District","=""1090011""","Plainfield Memorial School","=""1090311""",349,37,386
"Plainfield School District","=""1090011""","Shepard Hill Elementary School","=""1090411""",339,64,403
"Plainville School District","=""1100011""","Frank T. Wheeler School","=""1100411""",235,32,267
"Plainville School District","=""1100011""","Linden Street School","=""1100211""",357,53,410
"Plainville School District","=""1100011""","Louis Toffolon School","=""1100511""",314,39,353
"Plainville School District","=""1100011""","Middle School of Plainville","=""1105211""",462,76,538
"Plainville School District","=""1100011""","Plainville High School","=""1106111""",662,79,741
"Plainville School District","=""1100011""","Prekindergarten Program","=""1108011""",16,32,48
"Plymouth School District","=""1110011""","Eli Terry Jr. Middle School","=""1115111""",358,64,422
"Plymouth School District","=""1110011""","Harry S. Fisher Elementary School","=""1110411""",288,46,334
"Plymouth School District","=""1110011""","Plymouth Center School","=""1110211""",309,51,360
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""",420,70,490
"Pomfret School District","=""1120011""","Pomfret Community School","=""1120111""",422,50,472
"Portland School District","=""1130011""","Brownstone Intermediate School","=""1130511""",217,27,244
"Portland School District","=""1130011""","Gildersleeve School","=""1130411""",194,17,211
"Portland School District","=""1130011""","Portland High School","=""1136111""",341,33,374
"Portland School District","=""1130011""","Portland Middle School","=""1135111""",211,19,230
"Portland School District","=""1130011""","Valley View School","=""1130211""",287,29,316
"Preston School District","=""1140011""","Preston Plains School","=""1145111""",115,20,135
"Preston School District","=""1140011""","Preston Veterans' Memorial School","=""1140411""",235,36,271
"Putnam School District","=""1160011""","Helping Hands","=""1169011""",0,"*","*"
"Putnam School District","=""1160011""","Putnam Elementary School","=""1160311""",582,83,665
"Putnam School District","=""1160011""","Putnam High School","=""1166111""",250,44,294
"Putnam School District","=""1160011""","Putnam Middle School","=""1165111""",248,51,299
"Redding School District","=""1170011""","John Read Middle School","=""1175111""",481,72,553
"Redding School District","=""1170011""","Redding Elementary School","=""1170111""",507,72,579
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""",371,50,421
"Regional School District 04","=""2040012""","John Winthrop Middle School","=""2045112""",318,48,366
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""",540,84,624
"Regional School District 05","=""2050012""","Amity Middle School: Bethany","=""2055112""",321,34,355
"Regional School District 05","=""2050012""","Amity Middle School: Orange","=""2055212""",321,51,372
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""",1464,157,1621
"Regional School District 06","=""2060012""","Early Childhood Learning Center","=""2068112""",34,7,41
"Regional School District 06","=""2060012""","Goshen Center School","=""2060112""",169,22,191
"Regional School District 06","=""2060012""","James Morris School","=""2060212""",140,18,158
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""",484,77,561
"Regional School District 06","=""2060012""","Warren Elementary School","=""2060312""",71,7,78
"Regional School District 07","=""2070012""","AIM","=""2079112""",0,15,15
"Regional School District 07","=""2070012""","FLEX","=""2079012""",0,6,6
"Regional School District 07","=""2070012""","Intensive Learning Program","=""2079412""",0,"*","*"
"Regional School District 07","=""2070012""","LINKS","=""2079212""",0,13,13
"Regional School District 07","=""2070012""","Links","=""2079212""",0,13,13
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""",675,39,714
"Regional School District 07","=""2070012""","Northwestern Regional Middle School","=""2075112""",330,30,360
"Regional School District 07","=""2070012""","STEP","=""2079312""",8,9,17
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""",1001,132,1133
"Regional School District 08","=""2080012""","RHAM Middle School","=""2085112""",556,71,627
"Regional School District 08","=""2080012""","Region Alternative High School","=""2086212""",7,0,7
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""",911,101,1012
"Regional School District 10","=""2100012""","Har-Bur Middle School","=""2105112""",759,91,850
"Regional School District 10","=""2100012""","Harwinton Consolidated School","=""2100312""",416,48,464
"Regional School District 10","=""2100012""","Lake Garda Elementary School","=""2100212""",464,44,508
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""",729,73,802
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""",229,51,280
"Regional School District 12","=""2120012""","Booth Free School","=""2120212""",85,9,94
"Regional School District 12","=""2120012""","Early Childhood Education Center","=""2128012""","*","*",21
"Regional School District 12","=""2120012""","Shepaug Valley High School","=""2126112""",271,49,320
"Regional School District 12","=""2120012""","Shepaug Valley Middle School","=""2125112""",168,31,199
"Regional School District 12","=""2120012""","The Burnham School","=""2120112""",61,8,69
"Regional School District 12","=""2120012""","Washington Primary School","=""2120412""",126,12,138
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""",492,85,577
"Regional School District 13","=""2130012""","Francis E. Korn School","=""2130212""",140,34,174
"Regional School District 13","=""2130012""","Frank Ward Strong School","=""2135112""",290,44,334
"Regional School District 13","=""2130012""","Frederick Brewster School","=""2130112""",207,35,242
"Regional School District 13","=""2130012""","John Lyman School","=""2130512""",264,19,283
"Regional School District 13","=""2130012""","Middlefield Memorial School","=""2130412""",281,62,343
"Regional School District 14","=""2140012""","Bethlehem Elementary School","=""2140112""",252,29,281
"Regional School District 14","=""2140012""","Integrated Star Preschool Program","=""2148012""",39,7,46
"Regional School District 14","=""2140012""","Mitchell Elementary School","=""2140212""",342,37,379
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""",730,76,806
"Regional School District 14","=""2140012""","Woodbury Middle School","=""2145112""",359,52,411
"Regional School District 15","=""2150012""","Gainfield Elementary School","=""2150412""",343,31,374
"Regional School District 15","=""2150012""","Long Meadow Elementary School","=""2150712""",459,103,562
"Regional School District 15","=""2150012""","Memorial Middle School","=""2155212""",429,57,486
"Regional School District 15","=""2150012""","Middlebury Elementary School","=""2150612""",381,40,421
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""",1108,151,1259
"Regional School District 15","=""2150012""","Pomperaug School","=""2150512""",395,52,447
"Regional School District 15","=""2150012""","Rochambeau Middle School","=""2155112""",447,79,526
"Regional School District 16","=""2160012""","Algonquin School","=""2160312""",389,74,463
"Regional School District 16","=""2160012""","Community School","=""2160212""",190,24,214
"Regional School District 16","=""2160012""","Laurel Ledge School","=""2160112""",404,57,461
"Regional School District 16","=""2160012""","Long River Middle School","=""2165112""",497,60,557
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""",656,64,720
"Regional School District 17","=""2170012""","Burr District Elementary School","=""2170212""",255,64,319
"Regional School District 17","=""2170012""","Haddam Elementary School","=""2170112""",227,25,252
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""",547,87,634
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""",647,121,768
"Regional School District 17","=""2170012""","Killingworth Elementary School","=""2170312""",301,38,339
"Regional School District 18","=""2180012""","Center School","=""2180312""",228,33,261
"Regional School District 18","=""2180012""","Lyme Consolidated School","=""2180112""",171,17,188
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""",381,40,421
"Regional School District 18","=""2180012""","Lyme-Old Lyme Middle School","=""2185112""",313,47,360
"Regional School District 18","=""2180012""","Mile Creek School","=""2180212""",186,30,216
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""",1032,191,1223
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""",311,51,362
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""",377,28,405
"Ridgefield School District","=""1180011""","East Ridge Middle School","=""1185111""",715,62,777
"Ridgefield School District","=""1180011""","Farmingville Elementary School","=""1180411""",331,30,361
"Ridgefield School District","=""1180011""","Ridgebury Elementary School","=""1180311""",359,34,393
"Ridgefield School District","=""1180011""","Ridgefield 18-21 Transition Program","=""1189011""",0,"*","*"
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""",1638,121,1759
"Ridgefield School District","=""1180011""","Ridgefield Transition Program","=""1189011""",0,"*","*"
"Ridgefield School District","=""1180011""","Scotland Elementary School","=""1180511""",352,33,385
"Ridgefield School District","=""1180011""","Scotts Ridge Middle School","=""1185211""",445,50,495
"Ridgefield School District","=""1180011""","Veterans Park Elementary School","=""1180211""",311,26,337
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""",511,52,563
"Rocky Hill School District","=""1190011""","Myrtle H. Stevens School","=""1190411""",469,67,536
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""",671,61,732
"Rocky Hill School District","=""1190011""","West Hill School","=""1190511""",596,35,631
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""",388,34,422
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""",271,38,309
"Scotland School District","=""1230011""","Scotland Elementary School","=""1230111""",104,23,127
"Seymour School District","=""1240011""","Bungay School","=""1240111""",462,45,507
"Seymour School District","=""1240011""","Chatfield-LoPresti School","=""1240211""",497,73,570
"Seymour School District","=""1240011""","Seymour High School","=""1246111""",554,56,610
"Seymour School District","=""1240011""","Seymour Middle School","=""1245111""",531,68,599
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""",150,38,188
"Shelton School District","=""1260011""","Mohegan School","=""1260911""",286,40,326
"Shelton School District","=""1260011""","Booth Hill School","=""1261011""",296,27,323
"Shelton School District","=""1260011""","Elizabeth Shelton School","=""1260511""",403,57,460
"Shelton School District","=""1260011""","Intermediate School","=""1265111""",785,90,875
"Shelton School District","=""1260011""","Long Hill School","=""1260811""",391,60,451
"Shelton School District","=""1260011""","Perry Hill Elementary School","=""1261111""",738,124,862
"Shelton School District","=""1260011""","Shelton High School","=""1266111""",1435,143,1578
"Shelton School District","=""1260011""","Sunnyside School","=""1260611""",209,28,237
"Sherman School District","=""1270011""","Sherman School","=""1270111""",323,60,383
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""",221,12,233
"Simsbury School District","=""1280011""","Central School","=""1280111""",333,64,397
"Simsbury School District","=""1280011""","Henry James Memorial School","=""1285111""",646,102,748
"Simsbury School District","=""1280011""","Latimer Lane School","=""1280611""",405,39,444
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""",1417,142,1559
"Simsbury School District","=""1280011""","Squadron Line School","=""1280711""",578,81,659
"Simsbury School District","=""1280011""","Tariffville School","=""1280311""",262,24,286
"Simsbury School District","=""1280011""","Tootin' Hills School","=""1280411""",395,40,435
"Somers School District","=""1290011""","Mabelle B. Avery Middle School","=""1295111""",323,40,363
"Somers School District","=""1290011""","Somers Elementary School","=""1290411""",607,67,674
"Somers School District","=""1290011""","Somers High School","=""1296111""",485,55,540
"South Windsor School District","=""1320011""","Pleasant Valley School","=""1320211""",331,29,360
"South Windsor School District","=""1320011""","Eli Terry School","=""1320711""",347,76,423
"South Windsor School District","=""1320011""","Orchard Hill School","=""1320611""",324,42,366
"South Windsor School District","=""1320011""","Philip R. Smith School","=""1320111""",314,29,343
"South Windsor School District","=""1320011""","Project Worth Young Adult Academy","=""1329011""",0,"*","*"
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""",1265,144,1409
"South Windsor School District","=""1320011""","Timothy Edwards School","=""1325111""",932,133,1065
"South Windsor School District","=""1320011""","Wapping Elementary School","=""1320411""",252,54,306
"Southington School District","=""1310011""","John F. Kennedy Middle School","=""1315311""",742,103,845
"Southington School District","=""1310011""","Derynoski Elementary School","=""1311511""",595,71,666
"Southington School District","=""1310011""","Flanders Elementary School","=""1311311""",258,22,280
"Southington School District","=""1310011""","Hatton Elementary School","=""1310211""",336,122,458
"Southington School District","=""1310011""","Joseph A. Depaolo Middle School","=""1315111""",667,68,735
"Southington School District","=""1310011""","Plantsville Elementary School","=""1310611""",253,30,283
"Southington School District","=""1310011""","South End Elementary School","=""1310711""",217,18,235
"Southington School District","=""1310011""","Southington High School","=""1316211""",1782,255,2037
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""",316,40,356
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""",395,33,428
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""",347,27,374
"Sprague School District","=""1330011""","Sayles School","=""1330111""",341,29,370
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""",428,49,477
"Stafford School District","=""1340011""","Stafford High School","=""1346111""",430,50,480
"Stafford School District","=""1340011""","Stafford Middle School","=""1345211""",341,42,383
"Stafford School District","=""1340011""","Staffordville School","=""1340311""",158,20,178
"Stafford School District","=""1340011""","West Stafford School","=""1340411""",181,17,198
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""",123,15,138
"Stamford School District","=""1350011""","Cloonan School","=""1355611""",513,84,597
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""",497,45,542
"Stamford School District","=""1350011""","Dolan School","=""1355311""",462,69,531
"Stamford School District","=""1350011""","Hart School","=""1352211""",549,38,587
"Stamford School District","=""1350011""","Julia A. Stark School","=""1351211""",556,56,612
"Stamford School District","=""1350011""","K. T. Murphy School","=""1350511""",525,31,556
"Stamford School District","=""1350011""","Newfield School","=""1350611""",647,43,690
"Stamford School District","=""1350011""","Northeast School","=""1351811""",646,40,686
"Stamford School District","=""1350011""","Preschool Team","=""1358011""",0,48,48
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""",574,80,654
"Stamford School District","=""1350011""","Rogers International School","=""1350811""",762,61,823
"Stamford School District","=""1350011""","Roxbury School","=""1350911""",590,57,647
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""",592,32,624
"Stamford School District","=""1350011""","Springdale School","=""1351111""",610,44,654
"Stamford School District","=""1350011""","Stamford High School","=""1356111""",1717,235,1952
"Stamford School District","=""1350011""","Stillmeadow School","=""1352111""",663,104,767
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""",636,48,684
"Stamford School District","=""1350011""","Toquam Magnet School","=""1351911""",647,33,680
"Stamford School District","=""1350011""","Turn of River School","=""1355511""",523,55,578
"Stamford School District","=""1350011""","Westhill High School","=""1356311""",1903,227,2130
"Stamford School District","=""1350011""","Westover School","=""1351411""",665,51,716
"Sterling School District","=""1360011""","Sterling Community School","=""1360311""",435,63,498
"Stonington School District","=""1370011""","Deans Mill School","=""1370511""",430,55,485
"Stonington School District","=""1370011""","Mystic Middle School","=""1375211""",359,57,416
"Stonington School District","=""1370011""","Pawcatuck Middle School","=""1375111""",279,53,332
"Stonington School District","=""1370011""","Stonington High School","=""1376111""",695,76,771
"Stonington School District","=""1370011""","West Broad Street School","=""1370411""",118,13,131
"Stonington School District","=""1370011""","West Vine Street School","=""1370611""",193,17,210
"Stratford School District","=""1380011""","Eli Whitney School","=""1381311""",483,37,520
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""",1123,87,1210
"Stratford School District","=""1380011""","Chapel School","=""1380311""",502,53,555
"Stratford School District","=""1380011""","David Wooster Middle School","=""1385211""",471,58,529
"Stratford School District","=""1380011""","Franklin School","=""1380411""",263,30,293
"Stratford School District","=""1380011""","Harry B. Flood Middle School","=""1385311""",503,53,556
"Stratford School District","=""1380011""","Honeyspot School","=""1381611""",207,11,218
"Stratford School District","=""1380011""","Lordship School","=""1380811""",217,15,232
"Stratford School District","=""1380011""","Nichols School","=""1380911""",400,37,437
"Stratford School District","=""1380011""","Second Hill Lane School","=""1381011""",580,98,678
"Stratford School District","=""1380011""","Secondary STEPS Program","=""1389111""",0,13,13
"Stratford School District","=""1380011""","Stratford Academy - Johnson House","=""1381511""",440,30,470
"Stratford School District","=""1380011""","Stratford High School","=""1386111""",978,97,1075
"Stratford School District","=""1380011""","Strive-Stratford","=""1389011""",0,17,17
"Stratford School District","=""1380011""","Wilcoxson School","=""1381411""",355,21,376
"Suffield School District","=""1390011""","A. Ward Spaulding School","=""1390411""",391,53,444
"Suffield School District","=""1390011""","McAlister Intermediate School","=""1390311""",488,53,541
"Suffield School District","=""1390011""","Suffield High School","=""1396111""",783,77,860
"Suffield School District","=""1390011""","Suffield Middle School","=""1395111""",532,67,599
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""",236,40,276
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""",426,79,505
"Thomaston School District","=""1400011""","Black Rock School","=""1400111""",277,33,310
"Thomaston School District","=""1400011""","Thomaston Center School","=""1400211""",224,32,256
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""",375,63,438
"Thompson School District","=""1410011""","Mary R. Fisher Elementary School","=""1410111""",417,54,471
"Thompson School District","=""1410011""","Thompson Middle School","=""1415111""",346,34,380
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""",276,26,302
"Tolland School District","=""1420011""","Birch Grove Primary School","=""1420111""",513,69,582
"Tolland School District","=""1420011""","Tolland High School","=""1426111""",834,66,900
"Tolland School District","=""1420011""","Tolland Intermediate School","=""1420211""",580,86,666
"Tolland School District","=""1420011""","Tolland Middle School","=""1425111""",610,78,688
"Torrington School District","=""1430011""","East School","=""1430111""",334,58,392
"Torrington School District","=""1430011""","Forbes School","=""1430211""",343,52,395
"Torrington School District","=""1430011""","Southwest School","=""1430811""",280,48,328
"Torrington School District","=""1430011""","Torringford School","=""1430911""",536,74,610
"Torrington School District","=""1430011""","Torrington High School","=""1436111""",934,167,1101
"Torrington School District","=""1430011""","Torrington Middle School","=""1435111""",867,189,1056
"Torrington School District","=""1430011""","Vogel-Wetmore School","=""1431311""",397,76,473
"Trailblazers Academy District","=""2780013""","Trailblazers Academy","=""2785113""",120,48,168
"Trumbull School District","=""1440011""","Booth Hill School","=""1440111""",492,34,526
"Trumbull School District","=""1440011""","Daniels Farm School","=""1440811""",432,36,468
"Trumbull School District","=""1440011""","Frenchtown Elementary School","=""1441011""",576,61,637
"Trumbull School District","=""1440011""","Hillcrest Middle School","=""1445211""",710,67,777
"Trumbull School District","=""1440011""","Jane Ryan School","=""1440411""",355,37,392
"Trumbull School District","=""1440011""","Madison Middle School","=""1445111""",759,89,848
"Trumbull School District","=""1440011""","Middlebrook School","=""1440311""",426,38,464
"Trumbull School District","=""1440011""","Tashua School","=""1440911""",346,40,386
"Trumbull School District","=""1440011""","Trumbull Early Childhood Education Center","=""1448011""",170,55,225
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""",2038,157,2195
"Unified School District #1","=""3360015""","Bridgeport Correctional Center","=""3360115""","*","*",17
"Unified School District #1","=""3360015""","Brooklyn Correctional Institution","=""3360215""","*","*","*"
"Unified School District #1","=""3360015""","Cheshire Correctional Institution","=""3360315""",19,10,29
"Unified School District #1","=""3360015""","Corrigan/Radgowski Correctional Institution","=""3362415""",14,7,21
"Unified School District #1","=""3360015""","Enfield Correctional Institution","=""3360415""","*","*",12
"Unified School District #1","=""3360015""","Garner Correctional Institution","=""3361915""",10,13,23
"Unified School District #1","=""3360015""","Hartford Correctional Center","=""3360615""",27,11,38
"Unified School District #1","=""3360015""","MacDougall/Walker Correctional Institution","=""3362215""",29,31,60
"Unified School District #1","=""3360015""","Manson Youth Institution","=""3361115""",188,127,315
"Unified School District #1","=""3360015""","New Haven Correctional Center","=""3360915""",11,6,17
"Unified School District #1","=""3360015""","Northern Correctional Institution","=""3362615""",8,11,19
"Unified School District #1","=""3360015""","Osborn Correctional Institution","=""3361215""",13,11,24
"Unified School District #1","=""3360015""","Robinson Correctional Institution","=""3361315""",9,6,15
"Unified School District #1","=""3360015""","Willard/Cybulski Correctional Institution","=""3361515""","*","*",12
"Unified School District #1","=""3360015""","York Correctional Institution","=""3362515""","*","*",36
"Unified School District #2","=""3470015""","Children''s Place School","=""3470115""","*","*",23
"Unified School District #2","=""3470015""","Children's Place School","=""3470115""","*","*",23
"Unified School District #2","=""3470015""","Riverview School","=""3470315""",10,46,56
"Unified School District #2","=""3470015""","Walter G. Cady School","=""3476715""",35,53,88
"Union School District","=""1450011""","Union Elementary School","=""1450111""",63,8,71
"Vernon School District","=""1460011""","Northeast School","=""1460311""",280,42,322
"Vernon School District","=""1460011""","Center Road School","=""1461411""",446,50,496
"Vernon School District","=""1460011""","Lake Street School","=""1460111""",244,34,278
"Vernon School District","=""1460011""","Maple Street School","=""1460211""",281,53,334
"Vernon School District","=""1460011""","Next Step Program (AACBP)","=""1469011""",0,11,11
"Vernon School District","=""1460011""","Rockville High School","=""1466111""",859,114,973
"Vernon School District","=""1460011""","Skinner Road School","=""1461011""",299,33,332
"Vernon School District","=""1460011""","Vernon Center Middle School","=""1465111""",618,81,699
"Voluntown School District","=""1470011""","Voluntown Elementary School","=""1470111""",285,30,315
"Wallingford School District","=""1480011""","Highland School","=""1480211""",265,20,285
"Wallingford School District","=""1480011""","A.R.T.S. Academy","=""1489011""",0,17,17
"Wallingford School District","=""1480011""","Cook Hill School","=""1481011""",292,73,365
"Wallingford School District","=""1480011""","Dag  Hammarskjold Middle School","=""1485211""",587,94,681
"Wallingford School District","=""1480011""","Dag Hammarskjold Middle School","=""1485211""",587,94,681
"Wallingford School District","=""1480011""","Evarts C. Stevens School","=""1480911""",340,20,360
"Wallingford School District","=""1480011""","Harvest Park","=""1489211""",0,7,7
"Wallingford School District","=""1480011""","James H. Moran Middle School","=""1485311""",625,80,705
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""",974,161,1135
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""",830,84,914
"Wallingford School District","=""1480011""","Moses Y. Beach School","=""1480111""",325,25,350
"Wallingford School District","=""1480011""","Multi-Vocational Life Skills Program","=""1489111""",0,13,13
"Wallingford School District","=""1480011""","Parker Farms School","=""1480311""",283,44,327
"Wallingford School District","=""1480011""","Pond Hill School","=""1481211""",317,38,355
"Wallingford School District","=""1480011""","Rock Hill School","=""1480411""",324,40,364
"Wallingford School District","=""1480011""","Yalesville School","=""1480811""",339,45,384
"Waterbury School District","=""1510011""","West Side Middle School","=""1515211""",837,220,1057
"Waterbury School District","=""1510011""","Washington School","=""1512311""",314,36,350
"Waterbury School District","=""1510011""","B. W. Tinker School","=""1512111""",502,61,563
"Waterbury School District","=""1510011""","Bucks Hill School","=""1510511""",350,74,424
"Waterbury School District","=""1510011""","Bunker Hill School","=""1510611""",432,73,505
"Waterbury School District","=""1510011""","Carrington School","=""1512711""",392,65,457
"Waterbury School District","=""1510011""","Crosby High School","=""1516211""",1226,237,1463
"Waterbury School District","=""1510011""","Driggs School","=""1510911""",476,78,554
"Waterbury School District","=""1510011""","Duggan School","=""1511611""",344,93,437
"Waterbury School District","=""1510011""","Enlightenment School","=""1519111""",157,41,198
"Waterbury School District","=""1510011""","F. J. Kingsbury School","=""1511411""",447,63,510
"Waterbury School District","=""1510011""","Gilmartin School","=""1512611""",397,90,487
"Waterbury School District","=""1510011""","H. S. Chase School","=""1510711""",660,96,756
"Waterbury School District","=""1510011""","Hopeville School","=""1511311""",407,53,460
