"Student Counts by School and Special Education Status"
"All Districts, All Schools"
"Trend"

"",,,,"Special Education Status",,
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""",756,129,885
"Learn","=""2450014""","Goodwin College Early Childhood Interdistrict Magnet School","=""2450314""",1215,91,1306
"Learn","=""2450014""","LEARN ABA Program at Center School","=""2451214""",0,15,15
"Learn","=""2450014""","LEARN Haynes Elementary Intensive Program","=""2451114""",0,38,38
"Learn","=""2450014""","LEARN High School ABA at MS","=""2450614""",0,14,14
"Learn","=""2450014""","LEARN Kelly Middle School Intensive Program","=""2450914""",0,8,8
"Learn","=""2450014""","LEARN Ledyard RICHES Program","=""2450714""",0,8,8
"Learn","=""2450014""","LEARN SAILS Middle School Program","=""2450814""",0,15,15
"Learn","=""2450014""","LEARN SAILS Program at Salem","=""2451014""",0,20,20
"Learn","=""2450014""","LEARN STS 18-21 Year Old Program","=""2450414""",0,7,7
"Learn","=""2450014""","Learn ABA Program at Center School","=""2451214""",0,15,15
"Learn","=""2450014""","Learn Haynes Elementary Intensive Program","=""2451114""",0,38,38
"Learn","=""2450014""","Learn High School ABA at MS","=""2450614""",0,14,14
"Learn","=""2450014""","Learn Ledyard RICHES Program","=""2450714""",0,8,8
"Learn","=""2450014""","Learn Pathways Program","=""2450514""",0,9,9
"Learn","=""2450014""","Learn SAILS Middle School Program","=""2450814""",0,15,15
"Learn","=""2450014""","Learn SAILS Program at Salem","=""2451014""",0,20,20
"Learn","=""2450014""","Learn STS 18-21 Year Old Program","=""2450414""",0,7,7
"Learn","=""2450014""","Learn Special Education","=""2459014""",0,215,215
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""",1190,165,1355
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""",4873,457,5330
"Learn","=""2450014""","Riverside Magnet School at Goodwin College","=""2450314""",1215,91,1306
"Learn","=""2450014""","The Friendship School","=""2450214""",4249,810,5059
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""",266,23,289
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""",3766,625,4391
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""",3177,504,3681
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""",4145,497,4642
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""",1898,272,2170
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""",2839,664,3503
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""",2676,360,3036
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""",3769,352,4121
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""",7948,1296,9244
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""",3328,521,3849
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","=""0736011""",62,42,104
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""",4093,536,4629
"Litchfield School District","=""0740011""","Center School","=""0740211""",2722,350,3072
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""",4496,412,4908
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""",2146,333,2479
"Litchfield School District","=""0740011""","Litchfield Middle School","=""0746011""",283,52,335
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""",10987,1343,12330
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""",4723,583,5306
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""",2693,213,2906
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""",4202,356,4558
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""",2371,300,2671
"Madison School District","=""0760011""","Town Campus Learning Center","=""0769011""",147,190,337
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""",5241,618,5859
"Manchester School District","=""0770011""","Nathan Hale School","=""0770911""",1257,178,1435
"Manchester School District","=""0770011""","Bentley Alternative Education Program","=""0770211""",94,53,147
"Manchester School District","=""0770011""","Bowers School","=""0770111""",3725,473,4198
"Manchester School District","=""0770011""","Buckley School","=""0770311""",2986,650,3636
"Manchester School District","=""0770011""","Elementary Site 2","=""0771111""","*","*","*"
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""",3234,561,3795
"Manchester School District","=""0770011""","Highland Park School","=""0770411""",2295,173,2468
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""",7313,1154,8467
"Manchester School District","=""0770011""","Keeney School","=""0770611""",3166,494,3660
"Manchester School District","=""0770011""","Manchester High School","=""0776111""",15552,2126,17678
"Manchester School District","=""0770011""","Manchester Preschool - Site 2","=""0770811""",11,17,28
"Manchester School District","=""0770011""","Manchester Preschool Center","=""0778011""",1322,201,1523
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""",189,651,840
"Manchester School District","=""0770011""","Manchester Transition Center","=""0779111""",0,86,86
"Manchester School District","=""0770011""","Martin School","=""0771611""",2300,239,2539
"Manchester School District","=""0770011""","New Horizons","=""0770711""",41,28,69
"Manchester School District","=""0770011""","Robertson School","=""0771011""",3392,389,3781
"Manchester School District","=""0770011""","Verplanck School","=""0771211""",3230,426,3656
"Manchester School District","=""0770011""","Waddell School","=""0771311""",3038,420,3458
"Manchester School District","=""0770011""","Washington School","=""0771411""",3062,391,3453
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""",2384,256,2640
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""",1889,184,2073
"Mansfield School District","=""0780011""","Mansfield Middle School School","=""0785111""",4745,850,5595
"Mansfield School District","=""0780011""","Southeast Elementary School","=""0780511""",2204,252,2456
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""",5734,549,6283
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""",5628,592,6220
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""",3456,855,4311
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""",5521,820,6341
"Meriden School District","=""0800011""","Community Classroom Collaborative-Meriden School District","=""0800211""",0,29,29
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""",10427,1868,12295
"Meriden School District","=""0800011""","Hanover School","=""0800311""",4802,912,5714
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""",5056,681,5737
"Meriden School District","=""0800011""","John Barry School","=""0800511""",4387,674,5061
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""",6344,1109,7453
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""",9209,1913,11122
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""",4416,926,5342
"Meriden School District","=""0800011""","STARS-MS","=""0801511""",0,6,6
"Meriden School District","=""0800011""","STARS-Meriden School District","=""0800611""",0,81,81
"Meriden School District","=""0800011""","STEP-Meriden School District","=""0800911""","*","*",38
"Meriden School District","=""0800011""","Steps-Meriden School District","=""0801211""","*","*",36
"Meriden School District","=""0800011""","Success Academy","=""0801411""","*","*",35
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""",3994,581,4575
"Meriden School District","=""0800011""","Venture Academy-Meriden School District","=""0801311""","*","*",82
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""",6733,1266,7999
"Middletown School District","=""0830011""","Bielefield School","=""0830211""",2873,329,3202
"Middletown School District","=""0830011""","DEAL Program","=""0839011""",0,65,65
"Middletown School District","=""0830011""","Evening Program - MHS","=""0831611""","*","*",45
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""",3034,344,3378
"Middletown School District","=""0830011""","ICM - Farm Hill","=""0830611""",0,12,12
"Middletown School District","=""0830011""","ICM - Lawrence","=""0830711""",0,12,12
"Middletown School District","=""0830011""","ICM - Macdonough","=""0831011""",0,10,10
"Middletown School District","=""0830011""","ICM - Spencer","=""0832011""",0,14,14
"Middletown School District","=""0830011""","ICM - Wesley","=""0830811""",0,14,14
"Middletown School District","=""0830011""","ICM- Woodrow Wilson Middle School","=""0830411""",0,15,15
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""",3023,418,3441
"Middletown School District","=""0830011""","Lawrence School","=""0831311""",2950,192,3142
"Middletown School District","=""0830011""","MHS - Alternative Education Program 1","=""0831811""",12,11,23
"Middletown School District","=""0830011""","MHS - Alternative Education Program 2","=""0831911""",15,10,25
"Middletown School District","=""0830011""","MHS- Alternative Education Program 3","=""0832211""","*","*","*"
"Middletown School District","=""0830011""","MacDonough School","=""0830911""",2002,263,2265
"Middletown School District","=""0830011""","Middletown High School","=""0836211""",11444,1423,12867
"Middletown School District","=""0830011""","Moody School","=""0831211""",3078,244,3322
"Middletown School District","=""0830011""","OASIS","=""0830311""","*","*",10
"Middletown School District","=""0830011""","STEM - Macdonough","=""0832111""",44,0,44
"Middletown School District","=""0830011""","Snow School","=""0831111""",3075,667,3742
"Middletown School District","=""0830011""","Spencer School","=""0830111""",3041,296,3337
"Middletown School District","=""0830011""","Transition to Life Center","=""0839111""","*","*",116
"Middletown School District","=""0830011""","Virtual Learning Academy - MHS","=""0831711""","*","*",28
"Middletown School District","=""0830011""","Wesley School","=""0831411""",2881,261,3142
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""",6150,815,6965
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""",2581,374,2955
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""",4463,700,5163
"Milford School District","=""0840011""","Fifth Year Vocational Experience","=""0840411""",0,8,8
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""",5065,635,5700
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""",3537,343,3880
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""",8424,1427,9851
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""",8495,1307,9802
"Milford School District","=""0840011""","Live Oaks School","=""0841611""",2918,279,3197
"Milford School District","=""0840011""","Mathewson School","=""0841711""",3935,354,4289
"Milford School District","=""0840011""","Meadowside School","=""0840711""",3538,404,3942
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""",3715,614,4329
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""",3298,484,3782
"Milford School District","=""0840011""","Post Grad Transitional Academy","=""0840611""",0,"*","*"
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""",3038,334,3372
"Milford School District","=""0840011""","Simon Lake School","=""0841411""",996,105,1101
"Milford School District","=""0840011""","The Academy","=""0840311""",81,31,111
"Milford School District","=""0840011""","The Academy","=""0846411""",81,31,111
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""",4586,705,5291
"Monroe School District","=""0850011""","Chalk Hill School","=""0850611""",1936,236,2172
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""",4915,518,5433
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""",6743,768,7511
"Monroe School District","=""0850011""","Masuk Alternative Program","=""0850211""",18,20,38
"Monroe School District","=""0850011""","Masuk High School","=""0856111""",11282,1069,12351
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""",3108,581,3689
"Monroe School District","=""0850011""","REAL","=""0850411""","*","*",7
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""",4299,470,4769
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""",3266,392,3658
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""",5447,683,6130
"Montville School District","=""0860011""","Mohegan School","=""0860111""",3342,444,3786
"Montville School District","=""0860011""","Montville High School","=""0866111""",6676,726,7402
"Montville School District","=""0860011""","Oakdale School","=""0860511""",3373,471,3844
"Montville School District","=""0860011""","Palmer Academy","=""0869011""",34,211,245
"Montville School District","=""0860011""","Pre School Program","=""0860311""",72,73,145
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""",2180,181,2361
"Naugatuck School District","=""0880011""","Central Avenue Preschool","=""0888211""",11,161,172
"Naugatuck School District","=""0880011""","Central Avenue School","=""0880111""",1281,89,1370
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""",5340,992,6332
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""",2827,496,3323
"Naugatuck School District","=""0880011""","Genesis Academy","=""0880911""",31,0,31
"Naugatuck School District","=""0880011""","Head Start","=""0888111""",1025,99,1124
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""",3069,556,3625
"Naugatuck School District","=""0880011""","Hillside Middle School","=""0885211""",815,97,912
"Naugatuck School District","=""0880011""","Hop Brook Elementary School","=""0880511""",3012,280,3292
"Naugatuck School District","=""0880011""","Maple Hill School","=""0880311""",3904,582,4486
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""",11194,1963,13157
"Naugatuck School District","=""0880011""","Salem School","=""0880611""",2314,223,2537
"Naugatuck School District","=""0880011""","Western School","=""0880711""",2443,267,2710
"New Beginnings Inc., Family Academy District","=""2800013""","New Beginnings Inc Family Academy","=""2800113""",3799,274,4073
"New Beginnings Inc., Family Academy District","=""2800013""","New Beginnings Inc. Family Academy","=""2800113""",3799,274,4073
"New Beginnings Inc., Family Academy District","=""2800013""","New Beginnings Inc., Family Academy","=""2800113""",3799,274,4073
"New Britain School District","=""0890011""","Academic Extension Center","=""0899211""",22,11,33
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""",136,155,291
"New Britain School District","=""0890011""","Behavior Support","=""0891011""",21,0,21
"New Britain School District","=""0890011""","Behavior Support Program","=""0899311""","*","*",12
"New Britain School District","=""0890011""","CLIMB","=""0899411""","*","*",137
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""",4202,827,5029
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""",7536,622,8158
"New Britain School District","=""0890011""","Gaffney School","=""0890511""",4015,1424,5439
"New Britain School District","=""0890011""","Holmes School","=""0890611""",3971,603,4574
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""","*","*",1584
"New Britain School District","=""0890011""","Jefferson School","=""0890711""",3817,548,4365
"New Britain School District","=""0890011""","KEY Elementary","=""0891611""","*","*",87
"New Britain School District","=""0890011""","KEY Middle","=""0891711""",0,26,26
"New Britain School District","=""0890011""","Lincoln School","=""0890811""",5980,800,6780
"New Britain School District","=""0890011""","New Britain High School","=""0896111""",22193,3929,26122
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""",51,274,325
"New Britain School District","=""0890011""","Northend School","=""0890911""",2466,332,2798
"New Britain School District","=""0890011""","Preschool at Roosevelt","=""0890111""",190,112,302
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""",5494,1278,6772
"New Britain School District","=""0890011""","Roosevelt Middle School","=""0895111""",2651,502,3153
"New Britain School District","=""0890011""","STEPS","=""0891811""",7,29,36
"New Britain School District","=""0890011""","Satellite Careers Academy","=""0899511""",143,14,157
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""",6010,1141,7151
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""",5710,925,6635
"New Britain School District","=""0890011""","Smith School","=""0891311""",5493,953,6446
"New Britain School District","=""0890011""","Sunrise Intermediate","=""0890411""",0,19,19
"New Britain School District","=""0890011""","Sunrise Primary","=""0890211""",0,46,46
"New Britain School District","=""0890011""","Vance School","=""0891511""",4756,618,5374
"New Canaan School District","=""0900011""","East School","=""0900411""",5002,415,5417
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""",11300,1391,12691
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""",11393,1425,12818
"New Canaan School District","=""0900011""","South School","=""0900211""",5010,456,5466
"New Canaan School District","=""0900011""","West School","=""0900311""",4641,586,5227
"New Fairfield School District","=""0910011""","Alternative Learning Center","=""0910311""",15,15,30
"New Fairfield School District","=""0910011""","Consolidated School","=""0910111""",4956,842,5798
"New Fairfield School District","=""0910011""","Day Alternative Learning Program","=""0910411""","*","*",14
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""",5287,583,5870
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""",8713,876,9589
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""",6054,612,6666
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""",2957,347,3304
"New Hartford School District","=""0920011""","Bakerville Consolidated School","=""0920111""",1162,103,1265
"New Hartford School District","=""0920011""","Bridges I","=""0929011""",0,17,17
"New Hartford School District","=""0920011""","Bridges II at Ann Antolini School","=""0920411""",0,"*","*"
"New Hartford School District","=""0920011""","New Hartford Elementary School","=""0920211""",842,152,994
"New Haven School District","=""0930011""","Edgewood School","=""0931211""",4090,368,4458
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""",4976,520,5496
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""",4346,549,4895
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""",4905,462,5367
"New Haven School District","=""0930011""","Beecher School","=""0930311""",4410,388,4798
"New Haven School District","=""0930011""","Benjamin Jepson Head Start","=""0933411""",6,6,12
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""",4523,648,5171
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""",4289,384,4673
"New Haven School District","=""0930011""","Bishop Woods School","=""0934311""",3899,677,4576
"New Haven School District","=""0930011""","Bishop Woods Self Contained Autism","=""0937911""",0,11,11
"New Haven School District","=""0930011""","Blake Street Leadership Academy (STEP)","=""0932411""","*","*",36
"New Haven School District","=""0930011""","Brennan Rogers School","=""0932111""",2580,554,3134
"New Haven School District","=""0930011""","Brennan Rogers Self Contained Autism","=""0937211""",0,21,21
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""",3645,748,4393
"New Haven School District","=""0930011""","Celentano Self Contained ID","=""0937411""",0,11,11
"New Haven School District","=""0930011""","Christopher Columbus Academy","=""0934111""",3938,430,4368
"New Haven School District","=""0930011""","Clarence Rogers School","=""0930511""",341,76,417
"New Haven School District","=""0930011""","Clemente Leadership Academy","=""0934211""",4333,510,4843
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""",4748,693,5441
"New Haven School District","=""0930011""","Clinton Self Contained ID","=""0937811""",0,10,10
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""",3938,430,4368
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""",5823,477,6300
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""",5316,552,5868
"New Haven School District","=""0930011""","Cortlandt V.R. Creed Health and Sport Sciences High School","=""0936811""",1695,318,2013
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""",4231,404,4635
"New Haven School District","=""0930011""","Domus Academy","=""0935611""",99,155,254
"New Haven School District","=""0930011""","Dr. Reginald Mayo Early Learning Center","=""0932711""",403,55,458
"New Haven School District","=""0930011""","Dwight Early Childhood Program","=""0938211""","*","*",293
"New Haven School District","=""0930011""","Early Learning Center","=""0938111""",956,131,1087
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""",4197,760,4957
"New Haven School District","=""0930011""","East Rock Self Contained MD","=""0937511""","*","*",29
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""",3174,262,3436
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""",6143,801,6944
"New Haven School District","=""0930011""","Fair Haven Self Contained ID","=""0938711""",0,"*","*"
"New Haven School District","=""0930011""","Headstart","=""0938011""",3558,147,3705
"New Haven School District","=""0930011""","Helene Grant HeadStart","=""0938311""",2394,362,2756
"New Haven School District","=""0930011""","Helene Grant Headstart","=""0938311""",2394,362,2756
"New Haven School District","=""0930011""","High School In The Community","=""0936611""",2333,501,2834
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""",3924,478,4402
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""",6518,372,6890
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""",1695,318,2013
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""",8383,1470,9853
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""",4712,503,5215
"New Haven School District","=""0930011""","John S. Martinez School","=""0930811""",4974,511,5485
"New Haven School District","=""0930011""","Katherine Brennan School","=""0930411""",475,101,576
"New Haven School District","=""0930011""","Katherine Brennan/Clarence Rogers School","=""0932111""",2580,554,3134
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""",4745,547,5292
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""",3147,388,3535
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""",4023,415,4438
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""",2844,266,3110
"New Haven School District","=""0930011""","NHPS Self Contained Autism","=""0934411""","*","*",40
"New Haven School District","=""0930011""","NHPS Self Contained Intellectually Disabled","=""0935011""",0,30,30
"New Haven School District","=""0930011""","NHPS Self Contained Multi-Handicapped","=""0934511""","*","*",42
"New Haven School District","=""0930011""","Nathan Hale Self Contained ID","=""0937711""","*","*",10
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""",2263,259,2522
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""",155,82,237
"New Haven School District","=""0930011""","New Light High School","=""0932611""",66,35,101
"New Haven School District","=""0930011""","Off-Campus Classroom Program (OCC)","=""0937311""",0,45,45
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0936511""","*","*",100
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""",122,10,100
"New Haven School District","=""0930011""","Quinnipiac Real World Math STEM School","=""0933511""",1445,115,1560
"New Haven School District","=""0930011""","Riverside Education Academy","=""0936911""",490,169,659
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""",490,169,659
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""",5594,485,6079
"New Haven School District","=""0930011""","Sheridan Communications and Technology Magnet School","=""0935311""",403,41,444
"New Haven School District","=""0930011""","Sound School","=""0936711""",2790,527,3317
"New Haven School District","=""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""",3059,243,3302
"New Haven School District","=""0930011""","Strong Self Contained Autism","=""0937611""","*","*",21
"New Haven School District","=""0930011""","Timothy Dwight School","=""0931111""",257,41,298
"New Haven School District","=""0930011""","Truman School","=""0932911""",4643,608,5251
"New Haven School District","=""0930011""","Urban Youth Center Middle School","=""0935111""",23,28,51
"New Haven School District","=""0930011""","Urban Youth Center Middle School","=""0939011""",23,28,51
"New Haven School District","=""0930011""","Vincent E. Mauro Elementary Math, Science and Technology Magnet School","=""0932511""",782,68,850
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""",2086,238,2324
"New Haven School District","=""0930011""","West Rock Self Contained Autism","=""0938411""",0,11,11
"New Haven School District","=""0930011""","Wexler Grant Self Contained","=""0938611""",0,"*","*"
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""",3761,445,4206
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""",12662,2015,14677
"New Haven School District","=""0930011""","Wilbur Cross Self Contained MD","=""0938511""",0,21,21
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""",3965,290,4255
"New London School District","=""0950011""","Jennings School","=""0950311""",4787,513,5300
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""",4895,913,5808
"New London School District","=""0950011""","Dual Language Arts Academy/Academia Bilingue de las Artes","=""0955211""","*","*",81
"New London School District","=""0950011""","Early Childhood Center at Harbor","=""0950611""",397,66,463
"New London School District","=""0950011""","Harbor","=""0950611""",397,66,463
"New London School District","=""0950011""","Harbor School","=""0950211""",1402,217,1619
"New London School District","=""0950011""","Natha Hale Magnet Elementary School for the Performing &amp; Visual Arts","=""0950911""",3430,579,4009
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""",3430,579,4009
"New London School District","=""0950011""","New London Clinical Day Program","=""0959111""","*","*",131
"New London School District","=""0950011""","New London High School","=""0956111""",7129,1640,8769
"New London School District","=""0950011""","New London Visual and Performing Arts Magnet School","=""0951411""",85,20,105
"New London School District","=""0950011""","Pre-Kindergarten at Winthrop","=""0950711""",0,"*","*"
"New London School District","=""0950011""","Science and Technology Magnet School of Southeastern Connecticut","=""0951311""",492,67,559
"New London School District","=""0950011""","Shoreline Academy","=""0950511""",260,42,302
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""",3365,684,4049
"New Milford School District","=""0960011""","Hill And Plain School","=""0960511""",3974,603,4577
"New Milford School District","=""0960011""","John Pettibone School","=""0960511""",3509,520,4028
"New Milford School District","=""0960011""","John Pettibone School","=""0960711""",3509,520,4028
"New Milford School District","=""0960011""","Litchfield Hills Transition Center","=""0969011""",0,90,90
"New Milford School District","=""0960011""","New Milford High School","=""0966111""",13117,1618,14735
"New Milford School District","=""0960011""","Northville Elementary School","=""0960811""",4383,554,4937
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""",8746,1583,10329
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""",6708,1195,7903
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""",4096,510,4606
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""",2582,419,3001
"Newington School District","=""0940011""","John Paterson School","=""0940811""",3796,604,4400
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""",6282,793,7075
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""",5468,729,6197
"Newington School District","=""0940011""","Newington High School","=""0946111""",12433,1588,14021
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""",3299,443,3742
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""",3430,262,3692
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""",3137,348,3485
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""",4020,471,4491
"Newtown School District","=""0970011""","Newtown High School","=""0976111""",15912,1287,17199
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""",8000,665,8665
"Newtown School District","=""0970011""","Newtown Preschool","=""0978011""",274,391,665
"Newtown School District","=""0970011""","Newtown Preschool at RIS","=""0978111""",9,21,30
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""",7462,657,8119
"Newtown School District","=""0970011""","STARR","=""0979011""",0,17,17
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""",4490,404,4894
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""",1096,171,1267
"Norfolk School District","=""0980011""","Bridges II","=""0989211""",0,24,24
"Norfolk School District","=""0980011""","IEP Program","=""0989011""",0,12,12
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""",3608,415,4023
"North Branford School District","=""0990011""","North Branford High School","=""0996111""",5566,909,6475
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""",4693,795,5488
"North Branford School District","=""0990011""","School to Work Program","=""0999011""",0,17,17
"North Branford School District","=""0990011""","Stanley T. Williams School","=""0990511""",698,71,769
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""",4064,572,4636
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",2669,410,3079
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""",3254,330,3584
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""",3380,537,3917
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""",3315,369,3684
"North Haven School District","=""1010011""","North Haven High School","=""1016111""",10366,1000,11366
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""",7339,857,8196
"North Haven School District","=""1010011""","North Haven Transition Partnership","=""1010111""",0,20,20
