"District","District Code","School","School Code","Grade","Count","%"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""",10,91,36.3
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""",11,63,31.7
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""",12,34,20.1
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""","K","*","*"
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""",01,"N/A","N/A"
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""",02,"*","*"
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""",05,"*","*"
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""",06,"*","*"
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""",03,"N/A","N/A"
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""",07,8,18.2
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""",08,15,34.1
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""",04,8,13.6
"New Haven School District","=""0930011""","John S. Martinez Sea and Sky STEM School","=""0930811""","K","N/A","N/A"
"New Haven School District","=""0930011""","John S. Martinez Sea and Sky STEM School","=""0930811""",01,"N/A","N/A"
"New Haven School District","=""0930011""","John S. Martinez Sea and Sky STEM School","=""0930811""",02,"*","*"
"New Haven School District","=""0930011""","John S. Martinez Sea and Sky STEM School","=""0930811""",05,"*","*"
"New Haven School District","=""0930011""","John S. Martinez Sea and Sky STEM School","=""0930811""",06,"N/A","N/A"
"New Haven School District","=""0930011""","John S. Martinez Sea and Sky STEM School","=""0930811""",03,"*","*"
"New Haven School District","=""0930011""","John S. Martinez Sea and Sky STEM School","=""0930811""",07,11,14.9
"New Haven School District","=""0930011""","John S. Martinez Sea and Sky STEM School","=""0930811""",08,8,13.3
"New Haven School District","=""0930011""","John S. Martinez Sea and Sky STEM School","=""0930811""",04,"*","*"
"New Haven School District","=""0930011""","Katherine Brennan School","=""0930411""",05,11,30.6
"New Haven School District","=""0930011""","Katherine Brennan School","=""0930411""",06,11,40.7
"New Haven School District","=""0930011""","Katherine Brennan School","=""0930411""",03,"*","*"
"New Haven School District","=""0930011""","Katherine Brennan School","=""0930411""",07,9,34.6
"New Haven School District","=""0930011""","Katherine Brennan School","=""0930411""",08,16,53.3
"New Haven School District","=""0930011""","Katherine Brennan School","=""0930411""",04,"*","*"
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""","K","*","*"
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""",01,"*","*"
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""",02,"*","*"
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""",05,7,16.7
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""",06,13,31.7
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""",03,6,10.7
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""",07,18,52.9
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""",08,15,42.9
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""",04,16,29.1
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""","K","*","*"
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""",01,"*","*"
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""",02,7,17.9
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""",05,14,58.3
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""",06,7,30.4
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""",03,"*","*"
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""",07,"*","*"
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""",08,"*","*"
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""",09,"*","*"
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""",04,10,25.0
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""","K","N/A","N/A"
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""",01,"*","*"
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""",02,"*","*"
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""",05,8,13.1
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""",06,8,11.9
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""",03,9,17.0
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""",07,14,15.7
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""",08,11,12.2
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""",04,11,21.6
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""",09,20,24.7
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""",10,"*","*"
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""",11,"*","*"
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""",12,"*","*"
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""","K","N/A","N/A"
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""",01,"*","*"
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""",02,"N/A","N/A"
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""",05,7,13.5
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""",06,"*","*"
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""",03,"*","*"
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""",07,"*","*"
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""",08,6,12.2
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""",04,"N/A","N/A"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""",09,19,20.2
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""",10,12,27.3
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""",11,"*","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""",12,"*","*"
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""",06,"N/A","*"
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""",07,"N/A","*"
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""",08,"N/A","*"
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""",09,"N/A","*"
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""",10,"*","*"
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""",11,"N/A","*"
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""",12,"N/A","*"
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""",09,24,48.0
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""",10,10,27.8
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""",11,12,30.0
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""",12,6,9.1
"New Haven School District","=""0930011""","Roberto Clemente Leadership Academy for Global Awareness","=""0934211""","K","N/A","N/A"
"New Haven School District","=""0930011""","Roberto Clemente Leadership Academy for Global Awareness","=""0934211""",01,"N/A","N/A"
"New Haven School District","=""0930011""","Roberto Clemente Leadership Academy for Global Awareness","=""0934211""",02,"N/A","N/A"
"New Haven School District","=""0930011""","Roberto Clemente Leadership Academy for Global Awareness","=""0934211""",05,"*","*"
"New Haven School District","=""0930011""","Roberto Clemente Leadership Academy for Global Awareness","=""0934211""",06,7,16.3
"New Haven School District","=""0930011""","Roberto Clemente Leadership Academy for Global Awareness","=""0934211""",03,"*","*"
"New Haven School District","=""0930011""","Roberto Clemente Leadership Academy for Global Awareness","=""0934211""",07,13,27.7
"New Haven School District","=""0930011""","Roberto Clemente Leadership Academy for Global Awareness","=""0934211""",08,7,20.0
"New Haven School District","=""0930011""","Roberto Clemente Leadership Academy for Global Awareness","=""0934211""",04,"*","*"
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""","K","N/A","N/A"
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""",01,"*","*"
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""",02,"*","*"
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""",05,8,21.1
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""",06,18,33.3
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""",03,6,10.2
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""",07,18,34.0
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""",08,23,52.3
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""",09,"*","*"
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""",04,20,28.2
"New Haven School District","=""0930011""","Sound School","=""0936711""",09,12,14.1
"New Haven School District","=""0930011""","Sound School","=""0936711""",10,8,9.4
"New Haven School District","=""0930011""","Sound School","=""0936711""",11,"*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""",12,"*","*"
"New Haven School District","=""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""","K","N/A","N/A"
"New Haven School District","=""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""",01,"N/A","N/A"
"New Haven School District","=""0930011""","Truman School","=""0932911""","K","N/A","N/A"
"New Haven School District","=""0930011""","Truman School","=""0932911""",01,"N/A","N/A"
"New Haven School District","=""0930011""","Truman School","=""0932911""",02,"*","*"
"New Haven School District","=""0930011""","Truman School","=""0932911""",05,10,20.0
"New Haven School District","=""0930011""","Truman School","=""0932911""",06,"*","*"
"New Haven School District","=""0930011""","Truman School","=""0932911""",03,"*","*"
"New Haven School District","=""0930011""","Truman School","=""0932911""",07,8,12.9
"New Haven School District","=""0930011""","Truman School","=""0932911""",08,8,14.5
"New Haven School District","=""0930011""","Truman School","=""0932911""",04,"*","*"
"New Haven School District","=""0930011""","Urban Youth Center Middle School","=""0939011""",06,"*","*"
"New Haven School District","=""0930011""","Urban Youth Center Middle School","=""0939011""",07,"*","*"
"New Haven School District","=""0930011""","Urban Youth Center Middle School","=""0939011""",08,16,76.2
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""","K","N/A","N/A"
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""",01,"*","*"
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""",02,"N/A","N/A"
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""",05,"*","*"
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""",06,7,35.0
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""",03,"*","*"
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""",07,"*","*"
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""",08,"*","*"
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""",04,"*","*"
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""","K","N/A","N/A"
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""",01,"*","*"
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""",02,"*","*"
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""",05,14,33.3
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""",06,14,33.3
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""",03,7,15.6
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""",07,17,40.5
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""",08,17,32.1
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""",04,"*","*"
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""",08,"*","*"
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""",09,206,42.0
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""",10,187,42.7
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""",11,132,37.2
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""",12,"*","*"
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""","K","N/A","N/A"
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""",01,"N/A","N/A"
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""",02,"*","*"
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""",05,"N/A","N/A"
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""",06,"*","*"
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""",03,"*","*"
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""",07,"*","*"
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""",08,"*","*"
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""",04,"*","*"
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""",06,71,32.6
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""",07,90,43.7
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""",08,44,20.4
"New London School District","=""0950011""","Harbor School","=""0950211""","K","N/A","N/A"
"New London School District","=""0950011""","Harbor School","=""0950211""",01,"*","*"
"New London School District","=""0950011""","Harbor School","=""0950211""",02,"*","*"
"New London School District","=""0950011""","Harbor School","=""0950211""",05,"*","*"
"New London School District","=""0950011""","Harbor School","=""0950211""",03,"*","*"
"New London School District","=""0950011""","Harbor School","=""0950211""",04,"*","*"
"New London School District","=""0950011""","Jennings School","=""0950311""","K","N/A","N/A"
"New London School District","=""0950011""","Jennings School","=""0950311""",01,"N/A","N/A"
"New London School District","=""0950011""","Jennings School","=""0950311""",02,"N/A","N/A"
"New London School District","=""0950011""","Jennings School","=""0950311""",05,"N/A","N/A"
"New London School District","=""0950011""","Jennings School","=""0950311""",03,"N/A","N/A"
"New London School District","=""0950011""","Jennings School","=""0950311""",04,"N/A","N/A"
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""","K","N/A","N/A"
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""",01,"N/A","N/A"
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""",02,"*","*"
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""",05,"N/A","N/A"
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""",03,"*","*"
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""",04,"*","*"
"New London School District","=""0950011""","New London Clinical Day Program","=""0959111""",02,"N/A","*"
"New London School District","=""0950011""","New London Clinical Day Program","=""0959111""",05,"N/A","*"
"New London School District","=""0950011""","New London Clinical Day Program","=""0959111""",06,"N/A","*"
"New London School District","=""0950011""","New London Clinical Day Program","=""0959111""",03,"N/A","*"
"New London School District","=""0950011""","New London Clinical Day Program","=""0959111""",07,"N/A","*"
"New London School District","=""0950011""","New London Clinical Day Program","=""0959111""",08,"N/A","*"
"New London School District","=""0950011""","New London Clinical Day Program","=""0959111""",09,"N/A","*"
"New London School District","=""0950011""","New London Clinical Day Program","=""0959111""",10,"N/A","*"
"New London School District","=""0950011""","New London Clinical Day Program","=""0959111""",11,"*","*"
"New London School District","=""0950011""","New London Clinical Day Program","=""0959111""",12,"N/A","*"
"New London School District","=""0950011""","New London Clinical Day Program","=""0959111""",04,"N/A","*"
"New London School District","=""0950011""","New London High School","=""0956111""",08,"*","*"
"New London School District","=""0950011""","New London High School","=""0956111""",09,168,46.9
"New London School District","=""0950011""","New London High School","=""0956111""",10,59,27.2
"New London School District","=""0950011""","New London High School","=""0956111""",11,39,20.9
"New London School District","=""0950011""","New London High School","=""0956111""",12,"*","*"
"New London School District","=""0950011""","Shoreline Academy","=""0950511""","K","*","*"
"New London School District","=""0950011""","Shoreline Academy","=""0950511""",01,"*","*"
"New London School District","=""0950011""","Shoreline Academy","=""0950511""",02,"*","*"
"New London School District","=""0950011""","Shoreline Academy","=""0950511""",03,"*","*"
"New London School District","=""0950011""","Shoreline Academy","=""0950511""",04,"*","*"
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""","K","*","*"
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""",01,"*","*"
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""",02,"*","*"
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""",05,"*","*"
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""",03,"*","*"
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""",04,9,34.6
"New Milford School District","=""0960011""","Hill And Plain School","=""0960511""","K","N/A","N/A"
"New Milford School District","=""0960011""","Hill And Plain School","=""0960511""",01,"N/A","N/A"
"New Milford School District","=""0960011""","Hill And Plain School","=""0960511""",02,"N/A","N/A"
"New Milford School District","=""0960011""","Hill And Plain School","=""0960511""",03,"N/A","N/A"
"New Milford School District","=""0960011""","John Pettibone School","=""0960711""","K","*","*"
"New Milford School District","=""0960011""","John Pettibone School","=""0960711""",01,"N/A","N/A"
"New Milford School District","=""0960011""","John Pettibone School","=""0960711""",02,"N/A","N/A"
"New Milford School District","=""0960011""","John Pettibone School","=""0960711""",03,"N/A","N/A"
"New Milford School District","=""0960011""","Litchfield Hills Transition Center","=""0969011""",12,"N/A","*"
"New Milford School District","=""0960011""","New Milford High School","=""0966111""",07,"*","*"
"New Milford School District","=""0960011""","New Milford High School","=""0966111""",08,"*","*"
"New Milford School District","=""0960011""","New Milford High School","=""0966111""",09,43,10.5
"New Milford School District","=""0960011""","New Milford High School","=""0966111""",10,63,16.2
"New Milford School District","=""0960011""","New Milford High School","=""0966111""",11,45,12.4
"New Milford School District","=""0960011""","New Milford High School","=""0966111""",12,50,12.8
"New Milford School District","=""0960011""","Northville Elementary School","=""0960811""","K","N/A","N/A"
"New Milford School District","=""0960011""","Northville Elementary School","=""0960811""",01,"N/A","N/A"
"New Milford School District","=""0960011""","Northville Elementary School","=""0960811""",02,"N/A","N/A"
"New Milford School District","=""0960011""","Northville Elementary School","=""0960811""",03,"N/A","N/A"
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""",05,"*","*"
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""",06,16,4.4
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""",04,"*","*"
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""",06,"*","*"
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""",07,70,17.8
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""",08,"*","*"
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""","K","N/A","N/A"
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""",01,"N/A","N/A"
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""",02,"N/A","N/A"
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""",03,"N/A","N/A"
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""",04,"*","*"
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""","K","*","*"
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""",01,"N/A","N/A"
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""",02,"N/A","N/A"
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""",03,"*","*"
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""",04,"*","*"
"Newington School District","=""0940011""","John Paterson School","=""0940811""","K","*","*"
"Newington School District","=""0940011""","John Paterson School","=""0940811""",01,"*","*"
"Newington School District","=""0940011""","John Paterson School","=""0940811""",02,"N/A","N/A"
"Newington School District","=""0940011""","John Paterson School","=""0940811""",03,"N/A","N/A"
"Newington School District","=""0940011""","John Paterson School","=""0940811""",04,"*","*"
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""",05,8,4.9
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""",06,9,5.5
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""",07,20,10.2
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""",08,17,8.1
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""",05,"*","*"
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""",06,"*","*"
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""",07,13,7.8
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""",08,20,12.0
"Newington School District","=""0940011""","Newington High School","=""0946111""",09,43,11.0
"Newington School District","=""0940011""","Newington High School","=""0946111""",10,27,8.2
"Newington School District","=""0940011""","Newington High School","=""0946111""",11,45,11.2
"Newington School District","=""0940011""","Newington High School","=""0946111""",12,44,13.2
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""","K","N/A","N/A"
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""",01,"N/A","N/A"
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""",02,"N/A","N/A"
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""",03,"N/A","N/A"
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""",04,"N/A","N/A"
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""","K","N/A","N/A"
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""",01,"N/A","N/A"
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""",02,"N/A","N/A"
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""",03,"*","*"
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""",04,"*","*"
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""","K","N/A","N/A"
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""",01,"N/A","N/A"
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""",02,"N/A","N/A"
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""",03,"N/A","N/A"
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""",04,"N/A","N/A"
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""","K","N/A","N/A"
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""",01,"N/A","N/A"
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""",02,"N/A","N/A"
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""",03,"N/A","N/A"
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""",04,"N/A","N/A"
"Newtown School District","=""0970011""","Newtown High School","=""0976111""",09,13,2.8
"Newtown School District","=""0970011""","Newtown High School","=""0976111""",10,25,6.2
"Newtown School District","=""0970011""","Newtown High School","=""0976111""",11,23,5.3
"Newtown School District","=""0970011""","Newtown High School","=""0976111""",12,33,8.1
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""",07,11,2.4
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""",08,25,5.7
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""",05,"*","*"
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""",06,"*","*"
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""","K","N/A","N/A"
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""",01,"N/A","N/A"
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""",02,"*","*"
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""",03,"*","*"
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""",04,"*","*"
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""","K","N/A","*"
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""",01,"N/A","*"
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""",02,"N/A","*"
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""",05,"N/A","N/A"
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""",06,"N/A","*"
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""",03,"N/A","N/A"
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""",04,"N/A","*"
"Norfolk School District","=""0980011""","Bridges II","=""0989211""",01,"N/A","*"
"Norfolk School District","=""0980011""","Bridges II","=""0989211""",06,"N/A","*"
"Norfolk School District","=""0980011""","Bridges II","=""0989211""",03,"N/A","*"
"Norfolk School District","=""0980011""","Bridges II","=""0989211""",04,"N/A","*"
"Norfolk School District","=""0980011""","IEP Program","=""0989011""",03,"N/A","*"
"Norfolk School District","=""0980011""","IEP Program","=""0989011""",12,"N/A","*"
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""","K","N/A","N/A"
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""",01,"N/A","N/A"
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""",02,"*","*"
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""",03,"*","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""",09,26,14.6
"North Branford School District","=""0990011""","North Branford High School","=""0996111""",10,22,14.0
"North Branford School District","=""0990011""","North Branford High School","=""0996111""",11,31,16.2
"North Branford School District","=""0990011""","North Branford High School","=""0996111""",12,33,20.9
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""",06,25,13.0
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""",07,20,8.9
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""",08,35,18.5
"North Branford School District","=""0990011""","Stanley T. Williams School","=""0990511""","K","N/A","N/A"
"North Branford School District","=""0990011""","Stanley T. Williams School","=""0990511""",01,"N/A","N/A"
"North Branford School District","=""0990011""","Stanley T. Williams School","=""0990511""",02,"N/A","N/A"
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""",05,"*","*"
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""",03,"N/A","N/A"
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""",04,"*","*"
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""","K","N/A","N/A"
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",01,"N/A","N/A"
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",02,"*","*"
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",05,"N/A","N/A"
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",06,"*","*"
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",03,"N/A","N/A"
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",07,"*","*"
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",08,"*","*"
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",04,"N/A","N/A"
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""","K","N/A","N/A"
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""",01,"N/A","N/A"
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""",02,"N/A","N/A"
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""",05,"N/A","N/A"
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""",03,"N/A","N/A"
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""",04,"N/A","N/A"
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""","K","N/A","N/A"
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""",01,"N/A","N/A"
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""",02,"N/A","N/A"
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""",05,"N/A","N/A"
