"CMT/CAPT Science Assessment, 2015-16"
"All Districts, All Grades, High Needs (F/R, EL or SWD)"

"",,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"Milford School District","=""0840011""",05,"N",326,324,99.4,324,"*","*","*","*",36,11.1,174,53.7,102,31.5,276,85.2,284
"Milford School District","=""0840011""",08,"Y",163,158,96.9,158,"*","*",33,20.9,35,22.2,62,39.2,"*","*","*","*",234
"Milford School District","=""0840011""",08,"N",331,328,99.1,328,"*","*",17,5.2,55,16.8,205,62.5,"*","*","*","*",266
"Milford School District","=""0840011""",10,"Y",122,114,93.4,112,20,17.9,32,28.6,43,38.4,"*","*","*","*",17,15.2,224
"Milford School District","=""0840011""",10,"N",326,326,100.0,325,"*","*",17,5.2,133,40.9,90,27.7,"*","*","*","*",270
"Monroe School District","=""0850011""",05,"Y",43,43,100.0,43,"*","*","*","*","*","*",23,53.5,6,14.0,29,67.4,254
"Monroe School District","=""0850011""",05,"N",184,184,100.0,184,0,0.0,0,0.0,"*","*","*","*",102,55.4,"*","*",305
"Monroe School District","=""0850011""",08,"Y",37,37,100.0,37,"*","*","*","*",8,21.6,15,40.5,"*","*","*","*",252
"Monroe School District","=""0850011""",08,"N",217,217,100.0,217,"*","*","*","*",13,6.0,133,61.3,"*","*","*","*",279
"Monroe School District","=""0850011""",10,"Y",46,45,97.8,45,"*","*","*","*",14,31.1,11,24.4,10,22.2,21,46.7,257
"Monroe School District","=""0850011""",10,"N",253,252,99.6,250,"*","*","*","*",41,16.4,66,26.4,140,56.0,206,82.4,302
"Montville School District","=""0860011""",05,"Y",89,89,100.0,89,"*","*","*","*",21,23.6,43,48.3,7,7.9,50,56.2,250
"Montville School District","=""0860011""",05,"N",95,95,100.0,95,0,0.0,"*","*","*","*",46,48.4,32,33.7,78,82.1,285
"Montville School District","=""0860011""",08,"Y",88,87,98.9,87,"*","*","*","*",12,13.8,37,42.5,14,16.1,51,58.6,254
"Montville School District","=""0860011""",08,"N",97,96,99.0,96,"*","*","*","*",13,13.5,51,53.1,27,28.1,78,81.3,274
"Montville School District","=""0860011""",10,"Y",68,65,95.6,65,"*","*","*","*",27,41.5,11,16.9,11,16.9,22,33.8,249
"Montville School District","=""0860011""",10,"N",119,117,98.3,117,"*","*","*","*",30,25.6,30,25.6,50,42.7,80,68.4,286
"Naugatuck School District","=""0880011""",05,"Y",169,169,100.0,169,"*","*",38,22.5,51,30.2,42,24.9,"*","*","*","*",219
"Naugatuck School District","=""0880011""",05,"N",132,132,100.0,132,"*","*",10,7.6,39,29.5,72,54.5,"*","*","*","*",257
"Naugatuck School District","=""0880011""",08,"Y",185,183,98.9,183,43,23.5,37,20.2,"*","*",65,35.5,"*","*","*","*",229
"Naugatuck School District","=""0880011""",08,"N",149,149,100.0,149,"*","*",18,12.1,25,16.8,77,51.7,"*","*","*","*",259
"Naugatuck School District","=""0880011""",10,"Y",163,152,93.3,152,"*","*",42,27.6,52,34.2,16,10.5,"*","*","*","*",223
"Naugatuck School District","=""0880011""",10,"N",135,133,98.5,132,"*","*",24,18.2,58,43.9,23,17.4,"*","*","*","*",250
"New Beginnings Inc., Family Academy District","=""2800013""",05,"Y",39,39,100.0,39,"*","*","*","*","*","*","*","*",0,0.0,"*","*",216
"New Beginnings Inc., Family Academy District","=""2800013""",05,"N",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Beginnings Inc., Family Academy District","=""2800013""",08,"Y",29,28,96.6,28,11,39.3,"*","*","*","*",10,35.7,0,0.0,10,35.7,222
"New Britain School District","=""0890011""",05,"Y",674,664,98.5,664,225,33.9,149,22.4,160,24.1,111,16.7,19,2.9,130,19.6,207
"New Britain School District","=""0890011""",05,"N",114,113,99.1,113,13,11.5,15,13.3,33,29.2,45,39.8,7,6.2,52,46.0,239
"New Britain School District","=""0890011""",08,"Y",522,514,98.5,514,249,48.4,"*","*",86,16.7,94,18.3,"*","*","*","*",207
"New Britain School District","=""0890011""",08,"N",96,96,100.0,96,15,15.6,17,17.7,"*","*",43,44.8,"*","*","*","*",238
"New Britain School District","=""0890011""",10,"Y",443,401,90.5,394,182,46.2,97,24.6,81,20.6,27,6.9,7,1.8,34,8.6,201
"New Britain School District","=""0890011""",10,"N",99,97,98.0,97,11,11.3,20,20.6,34,35.1,17,17.5,15,15.5,32,33.0,243
"New Canaan School District","=""0900011""",05,"Y",34,32,94.1,32,"*","*","*","*",14,43.8,10,31.3,"*","*","*","*",237
"New Canaan School District","=""0900011""",05,"N",310,309,99.7,309,0,0.0,"*","*",13,4.2,123,39.8,"*","*","*","*",306
"New Canaan School District","=""0900011""",08,"Y",38,37,97.4,37,"*","*","*","*",9,24.3,16,43.2,"*","*","*","*",247
"New Canaan School District","=""0900011""",08,"N",264,264,100.0,264,0,0.0,"*","*",11,4.2,124,47.0,"*","*","*","*",293
"New Canaan School District","=""0900011""",10,"Y",49,46,93.9,45,"*","*","*","*",24,53.3,"*","*",10,22.2,"*","*",256
"New Canaan School District","=""0900011""",10,"N",270,268,99.3,268,0,0.0,"*","*",33,12.3,"*","*",152,56.7,"*","*",302
"New Fairfield School District","=""0910011""",05,"Y",29,28,96.6,28,"*","*","*","*",9,32.1,10,35.7,"*","*","*","*",242
"New Fairfield School District","=""0910011""",05,"N",122,120,98.4,120,"*","*","*","*",26,21.7,58,48.3,"*","*","*","*",270
"New Fairfield School District","=""0910011""",08,"Y",31,30,96.8,30,"*","*","*","*",8,26.7,9,30.0,"*","*","*","*",241
"New Fairfield School District","=""0910011""",08,"N",164,162,98.8,162,"*","*","*","*",17,10.5,81,50.0,"*","*","*","*",280
"New Fairfield School District","=""0910011""",10,"Y",38,37,97.4,37,"*","*","*","*",18,48.6,6,16.2,"*","*","*","*",235
"New Fairfield School District","=""0910011""",10,"N",180,179,99.4,179,0,0.0,"*","*",51,28.5,54,30.2,"*","*","*","*",285
"New Hartford School District","=""0920011""",05,"Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Hartford School District","=""0920011""",05,"N",53,53,100.0,53,0,0.0,"*","*","*","*","*","*","*","*","*","*",278
"New Haven School District","=""0930011""",05,"Y",1045,1039,99.4,1039,348,33.5,297,28.6,242,23.3,133,12.8,19,1.8,152,14.6,205
"New Haven School District","=""0930011""",05,"N",420,420,100.0,420,41,9.8,77,18.3,90,21.4,138,32.9,74,17.6,212,50.5,248
"New Haven School District","=""0930011""",08,"Y",951,940,98.8,940,424,45.1,164,17.4,181,19.3,152,16.2,19,2.0,171,18.2,210
"New Haven School District","=""0930011""",08,"N",478,475,99.4,475,79,16.6,66,13.9,107,22.5,173,36.4,50,10.5,223,46.9,244
"New Haven School District","=""0930011""",10,"Y",962,816,84.8,790,278,35.2,214,27.1,205,25.9,61,7.7,32,4.1,93,11.8,210
"New Haven School District","=""0930011""",10,"N",528,492,93.2,486,55,11.3,96,19.8,167,34.4,83,17.1,85,17.5,168,34.6,245
"New London School District","=""0950011""",05,"Y",248,245,98.8,245,"*","*","*","*","*","*",69,28.2,20,8.2,89,36.3,228
"New London School District","=""0950011""",05,"N",32,32,100.0,32,"*","*","*","*","*","*",9,28.1,12,37.5,21,65.6,272
"New London School District","=""0950011""",08,"Y",171,164,95.9,164,"*","*","*","*","*","*","*","*","*","*","*","*",217
"New London School District","=""0950011""",08,"N",17,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New London School District","=""0950011""",10,"Y",184,165,89.7,163,"*","*","*","*",46,28.2,11,6.7,9,5.5,20,12.3,210
"New London School District","=""0950011""",10,"N",57,55,96.5,55,"*","*","*","*",19,34.5,13,23.6,21,38.2,34,61.8,279
"New Milford School District","=""0960011""",05,"Y",104,103,99.0,103,"*","*",15,14.6,27,26.2,39,37.9,"*","*","*","*",236
"New Milford School District","=""0960011""",05,"N",230,229,99.6,229,"*","*","*","*",49,21.4,118,51.5,54,23.6,172,75.1,273
"New Milford School District","=""0960011""",08,"Y",125,125,100.0,124,"*","*","*","*",27,21.8,53,42.7,"*","*","*","*",241
"New Milford School District","=""0960011""",08,"N",231,231,100.0,231,"*","*","*","*",29,12.6,138,59.7,"*","*","*","*",275
"New Milford School District","=""0960011""",10,"Y",111,101,91.0,100,12,12.0,14,14.0,39,39.0,20,20.0,15,15.0,35,35.0,245
"New Milford School District","=""0960011""",10,"N",250,242,96.8,242,0,0.0,7,2.9,71,29.3,66,27.3,98,40.5,164,67.8,287
"Newington School District","=""0940011""",05,"Y",107,106,99.1,106,"*","*",16,15.1,32,30.2,37,34.9,"*","*","*","*",240
"Newington School District","=""0940011""",05,"N",202,202,100.0,202,"*","*","*","*",41,20.3,103,51.0,47,23.3,150,74.3,272
"Newington School District","=""0940011""",08,"Y",96,95,99.0,95,"*","*","*","*",19,20.0,43,45.3,10,10.5,53,55.8,248
"Newington School District","=""0940011""",08,"N",224,224,100.0,224,"*","*","*","*",38,17.0,120,53.6,53,23.7,173,77.2,274
"Newington School District","=""0940011""",10,"Y",111,108,97.3,108,"*","*",17,15.7,46,42.6,17,15.7,"*","*","*","*",232
"Newington School District","=""0940011""",10,"N",187,187,100.0,187,"*","*","*","*",62,33.2,53,28.3,58,31.0,111,59.4,274
"Newtown School District","=""0970011""",05,"Y",63,63,100.0,63,"*","*",12,19.0,19,30.2,24,38.1,"*","*","*","*",238
"Newtown School District","=""0970011""",05,"N",277,276,99.6,276,0,0.0,"*","*",34,12.3,176,63.8,"*","*","*","*",276
"Newtown School District","=""0970011""",08,"Y",53,52,98.1,52,"*","*",9,17.3,11,21.2,23,44.2,"*","*","*","*",258
"Newtown School District","=""0970011""",08,"N",360,358,99.4,358,"*","*","*","*",31,8.7,204,57.0,111,31.0,315,88.0,283
"Newtown School District","=""0970011""",10,"Y",52,50,96.2,50,"*","*","*","*",19,38.0,7,14.0,11,22.0,18,36.0,253
"Newtown School District","=""0970011""",10,"N",364,362,99.5,362,"*","*","*","*",51,14.1,84,23.2,222,61.3,306,84.5,303
"Norfolk School District","=""0980011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norfolk School District","=""0980011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""",05,"Y",38,37,97.4,37,"*","*","*","*",10,27.0,15,40.5,0,0.0,15,40.5,235
"North Branford School District","=""0990011""",05,"N",106,106,100.0,106,"*","*","*","*",21,19.8,59,55.7,19,17.9,78,73.6,267
"North Branford School District","=""0990011""",08,"Y",42,41,97.6,41,"*","*","*","*",7,17.1,18,43.9,"*","*","*","*",235
"North Branford School District","=""0990011""",08,"N",115,113,98.3,113,"*","*","*","*",16,14.2,64,56.6,"*","*","*","*",271
"North Branford School District","=""0990011""",10,"Y",53,52,98.1,52,"*","*","*","*",16,30.8,9,17.3,15,28.8,24,46.2,262
"North Branford School District","=""0990011""",10,"N",97,95,97.9,95,"*","*","*","*",20,21.1,32,33.7,39,41.1,71,74.7,291
"North Canaan School District","=""1000011""",05,"Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""",05,"N",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""",05,"Y",57,57,100.0,57,"*","*",13,22.8,17,29.8,14,24.6,"*","*","*","*",225
"North Haven School District","=""1010011""",05,"N",172,171,99.4,171,"*","*",9,5.3,34,19.9,92,53.8,"*","*","*","*",270
"North Haven School District","=""1010011""",08,"Y",65,64,98.5,64,"*","*",10,15.6,13,20.3,25,39.1,"*","*","*","*",243
"North Haven School District","=""1010011""",08,"N",209,209,100.0,209,"*","*","*","*",45,21.5,109,52.2,34,16.3,143,68.4,264
"North Haven School District","=""1010011""",10,"Y",53,49,92.5,48,"*","*",8,16.7,15,31.3,"*","*",10,20.8,"*","*",249
"North Haven School District","=""1010011""",10,"N",199,195,98.0,195,"*","*","*","*",59,30.3,47,24.1,76,39.0,123,63.1,282
"North Stonington School District","=""1020011""",05,"Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""",05,"N",50,49,98.0,49,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",309
"North Stonington School District","=""1020011""",08,"Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""",08,"N",38,38,100.0,38,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",287
"North Stonington School District","=""1020011""",10,"Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""",10,"N",34,34,100.0,34,"*","*","*","*","*","*","*","*","*","*","*","*",284
"Norwalk School District","=""1030011""",05,"Y",505,502,99.4,502,"*","*",92,18.3,137,27.3,158,31.5,"*","*","*","*",230
"Norwalk School District","=""1030011""",05,"N",319,319,100.0,319,"*","*","*","*",52,16.3,146,45.8,103,32.3,249,78.1,277
"Norwalk School District","=""1030011""",08,"Y",485,481,99.2,481,130,27.0,77,16.0,108,22.5,146,30.4,20,4.2,166,34.5,229
"Norwalk School District","=""1030011""",08,"N",318,318,100.0,318,6,1.9,23,7.2,39,12.3,168,52.8,82,25.8,250,78.6,273
"Norwalk School District","=""1030011""",10,"Y",469,445,94.9,442,107,24.2,99,22.4,151,34.2,56,12.7,29,6.6,85,19.2,224
"Norwalk School District","=""1030011""",10,"N",394,388,98.5,388,7,1.8,30,7.7,143,36.9,103,26.5,105,27.1,208,53.6,270
"Norwich Free Academy District","=""9010022""",10,"Y",286,276,96.5,275,75,27.3,66,24.0,87,31.6,29,10.5,18,6.5,47,17.1,221
"Norwich Free Academy District","=""9010022""",10,"N",272,268,98.5,267,11,4.1,17,6.4,76,28.5,67,25.1,96,36.0,163,61.0,277
"Norwich School District","=""1040011""",05,"Y",293,286,97.6,285,"*","*","*","*",78,27.4,85,29.8,14,4.9,99,34.7,226
"Norwich School District","=""1040011""",05,"N",67,67,100.0,67,"*","*","*","*",13,19.4,30,44.8,17,25.4,47,70.1,267
"Norwich School District","=""1040011""",08,"Y",297,294,99.0,294,93,31.6,"*","*",64,21.8,79,26.9,"*","*","*","*",222
"Norwich School District","=""1040011""",08,"N",85,85,100.0,85,9,10.6,"*","*",22,25.9,43,50.6,"*","*","*","*",246
"Norwich School District","=""1040011""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich School District","=""1040011""",10,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Odyssey Community School District","=""2630013""",05,"Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Odyssey Community School District","=""2630013""",05,"N",24,24,100.0,24,"*","*","*","*","*","*","*","*","*","*","*","*",256
"Odyssey Community School District","=""2630013""",08,"Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Odyssey Community School District","=""2630013""",08,"N",28,27,96.4,27,"*","*","*","*","*","*","*","*","*","*","*","*",266
"Old Saybrook School District","=""1060011""",05,"Y",22,22,100.0,22,"*","*","*","*","*","*",8,36.4,"*","*","*","*",241
"Old Saybrook School District","=""1060011""",05,"N",68,68,100.0,68,0,0.0,"*","*","*","*",41,60.3,"*","*","*","*",282
"Old Saybrook School District","=""1060011""",08,"Y",32,32,100.0,32,6,18.8,"*","*",7,21.9,16,50.0,"*","*","*","*",243
"Old Saybrook School District","=""1060011""",08,"N",89,89,100.0,89,0,0.0,"*","*",9,10.1,55,61.8,"*","*","*","*",279
"Old Saybrook School District","=""1060011""",10,"Y",28,26,92.9,26,"*","*","*","*",7,26.9,6,23.1,"*","*","*","*",244
"Old Saybrook School District","=""1060011""",10,"N",82,82,100.0,82,0,0.0,"*","*",18,22.0,27,32.9,"*","*","*","*",291
"Orange School District","=""1070011""",05,"Y",21,21,100.0,21,"*","*","*","*",9,42.9,"*","*","*","*","*","*",242
"Orange School District","=""1070011""",05,"N",150,149,99.3,149,"*","*","*","*",9,6.0,"*","*","*","*","*","*",291
"Oxford School District","=""1080011""",05,"Y",41,41,100.0,41,"*","*","*","*",10,24.4,17,41.5,6,14.6,23,56.1,258
"Oxford School District","=""1080011""",05,"N",133,133,100.0,133,0,0.0,"*","*","*","*",65,48.9,50,37.6,115,86.5,288
"Oxford School District","=""1080011""",08,"Y",32,31,96.9,31,"*","*","*","*",7,22.6,11,35.5,"*","*","*","*",235
"Oxford School District","=""1080011""",08,"N",135,135,100.0,135,"*","*","*","*",25,18.5,68,50.4,"*","*","*","*",273
"Oxford School District","=""1080011""",10,"Y",36,36,100.0,35,6,17.1,"*","*",11,31.4,"*","*",8,22.9,"*","*",249
"Oxford School District","=""1080011""",10,"N",105,105,100.0,104,0,0.0,"*","*",26,25.0,"*","*",53,51.0,"*","*",295
"Park City Prep Charter School District","=""2830013""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Park City Prep Charter School District","=""2830013""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Park City Prep Charter School District","=""2830013""",08,"Y",50,48,96.0,48,"*","*",8,16.7,12,25.0,17,35.4,"*","*","*","*",232
"Park City Prep Charter School District","=""2830013""",08,"N",33,33,100.0,33,"*","*",0,0.0,8,24.2,17,51.5,"*","*","*","*",259
"Path Academy District","=""2930013""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Path Academy District","=""2930013""",10,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""",05,"Y",93,92,98.9,92,13,14.1,"*","*",25,27.2,29,31.5,"*","*","*","*",236
"Plainfield School District","=""1090011""",05,"N",70,70,100.0,70,0,0.0,"*","*",18,25.7,41,58.6,"*","*","*","*",266
"Plainfield School District","=""1090011""",08,"Y",109,107,98.2,107,"*","*",15,14.0,26,24.3,45,42.1,"*","*","*","*",244
"Plainfield School District","=""1090011""",08,"N",78,77,98.7,77,"*","*","*","*",11,14.3,46,59.7,11,14.3,57,74.0,264
"Plainfield School District","=""1090011""",10,"Y",85,79,92.9,78,23,29.5,15,19.2,29,37.2,"*","*","*","*",11,14.1,220
"Plainfield School District","=""1090011""",10,"N",85,84,98.8,84,"*","*",16,19.0,33,39.3,15,17.9,"*","*","*","*",246
"Plainville School District","=""1100011""",05,"Y",66,66,100.0,66,"*","*","*","*",15,22.7,28,42.4,"*","*","*","*",243
"Plainville School District","=""1100011""",05,"N",102,102,100.0,102,"*","*","*","*",14,13.7,62,60.8,"*","*","*","*",272
"Plainville School District","=""1100011""",08,"Y",61,61,100.0,61,"*","*","*","*",10,16.4,25,41.0,6,9.8,31,50.8,244
"Plainville School District","=""1100011""",08,"N",111,109,98.2,109,"*","*","*","*",12,11.0,53,48.6,37,33.9,90,82.6,279
"Plainville School District","=""1100011""",10,"Y",72,68,94.4,68,"*","*",14,20.6,20,29.4,13,19.1,"*","*","*","*",226
"Plainville School District","=""1100011""",10,"N",97,95,97.9,95,"*","*",6,6.3,24,25.3,33,34.7,"*","*","*","*",275
"Plymouth School District","=""1110011""",05,"Y",38,38,100.0,38,"*","*","*","*",12,31.6,12,31.6,7,18.4,19,50.0,252
"Plymouth School District","=""1110011""",05,"N",68,68,100.0,68,"*","*","*","*",9,13.2,39,57.4,15,22.1,54,79.4,271
"Plymouth School District","=""1110011""",08,"Y",46,45,97.8,45,"*","*","*","*",12,26.7,16,35.6,0,0.0,16,35.6,229
"Plymouth School District","=""1110011""",08,"N",63,62,98.4,62,"*","*","*","*",10,16.1,37,59.7,7,11.3,44,71.0,259
"Plymouth School District","=""1110011""",10,"Y",46,43,93.5,43,"*","*",14,32.6,8,18.6,"*","*","*","*","*","*",211
"Plymouth School District","=""1110011""",10,"N",84,83,98.8,83,"*","*",13,15.7,31,37.3,"*","*","*","*","*","*",256
"Pomfret School District","=""1120011""",05,"Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Pomfret School District","=""1120011""",05,"N",36,36,100.0,36,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",290
"Pomfret School District","=""1120011""",08,"Y",21,21,100.0,21,"*","*","*","*","*","*",13,61.9,"*","*","*","*",256
"Pomfret School District","=""1120011""",08,"N",34,34,100.0,34,0,0.0,"*","*","*","*",20,58.8,"*","*","*","*",277
"Portland School District","=""1130011""",05,"Y",33,32,97.0,32,"*","*","*","*",7,21.9,15,46.9,"*","*","*","*",247
"Portland School District","=""1130011""",05,"N",81,81,100.0,81,"*","*","*","*",10,12.3,46,56.8,"*","*","*","*",279
"Portland School District","=""1130011""",08,"Y",28,28,100.0,28,"*","*","*","*",8,28.6,11,39.3,"*","*","*","*",245
"Portland School District","=""1130011""",08,"N",81,81,100.0,81,0,0.0,"*","*",6,7.4,50,61.7,"*","*","*","*",284
"Portland School District","=""1130011""",10,"Y",22,22,100.0,22,"*","*","*","*",7,31.8,"*","*","*","*","*","*",253
"Portland School District","=""1130011""",10,"N",70,70,100.0,70,"*","*","*","*",22,31.4,"*","*","*","*","*","*",282
"Preston School District","=""1140011""",05,"Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Preston School District","=""1140011""",05,"N",29,28,96.6,28,"*","*","*","*","*","*","*","*","*","*","*","*",277
"Preston School District","=""1140011""",08,"Y",22,21,95.5,21,"*","*","*","*","*","*",8,38.1,0,0.0,8,38.1,237
"Preston School District","=""1140011""",08,"N",33,33,100.0,33,0,0.0,0,0.0,"*","*",17,51.5,"*","*","*","*",286
"Putnam School District","=""1160011""",05,"Y",57,56,98.2,56,13,23.2,"*","*",16,28.6,12,21.4,"*","*","*","*",221
"Putnam School District","=""1160011""",05,"N",36,33,91.7,33,0,0.0,"*","*",7,21.2,21,63.6,"*","*","*","*",268
"Putnam School District","=""1160011""",08,"Y",62,60,96.8,60,"*","*","*","*",9,15.0,22,36.7,"*","*","*","*",223
"Putnam School District","=""1160011""",08,"N",33,33,100.0,33,"*","*","*","*",10,30.3,15,45.5,"*","*","*","*",243
"Putnam School District","=""1160011""",10,"Y",43,42,97.7,42,"*","*","*","*",16,38.1,"*","*","*","*","*","*",221
"Putnam School District","=""1160011""",10,"N",27,27,100.0,26,"*","*","*","*",13,50.0,"*","*","*","*","*","*",253
"Redding School District","=""1170011""",05,"Y",8,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Redding School District","=""1170011""",05,"N",91,89,97.8,89,"*","*",0,0.0,"*","*","*","*","*","*","*","*",297
"Redding School District","=""1170011""",08,"Y",23,23,100.0,23,"*","*","*","*","*","*","*","*","*","*","*","*",242
"Redding School District","=""1170011""",08,"N",96,94,97.9,94,0,0.0,"*","*","*","*","*","*","*","*","*","*",287
"Regional School District 01","=""2010012""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""",10,"Y",35,34,97.1,34,"*","*",7,20.6,15,44.1,6,17.6,"*","*","*","*",232
"Regional School District 01","=""2010012""",10,"N",57,56,98.2,56,0,0.0,"*","*",23,41.1,14,25.0,"*","*","*","*",264
"Regional School District 04","=""2040012""",08,"Y",37,37,100.0,37,"*","*","*","*",12,32.4,13,35.1,"*","*","*","*",249
"Regional School District 04","=""2040012""",08,"N",125,125,100.0,125,0,0.0,"*","*",6,4.8,64,51.2,"*","*","*","*",288
"Regional School District 04","=""2040012""",10,"Y",27,26,96.3,26,"*","*","*","*",13,50.0,"*","*",6,23.1,"*","*",252
"Regional School District 04","=""2040012""",10,"N",128,128,100.0,128,0,0.0,"*","*",28,21.9,"*","*",63,49.2,"*","*",295
"Regional School District 05","=""2050012""",08,"Y",58,57,98.3,57,"*","*","*","*",17,29.8,15,26.3,"*","*","*","*",229
"Regional School District 05","=""2050012""",08,"N",323,320,99.1,320,"*","*","*","*",28,8.8,176,55.0,"*","*","*","*",284
"Regional School District 05","=""2050012""",10,"Y",52,52,100.0,52,"*","*","*","*",23,44.2,10,19.2,9,17.3,19,36.5,256
"Regional School District 05","=""2050012""",10,"N",308,307,99.7,306,0,0.0,"*","*","*","*",75,24.5,180,58.8,255,83.3,303
"Regional School District 06","=""2060012""",05,"Y",19,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""",05,"N",42,42,100.0,42,0,0.0,"*","*","*","*","*","*","*","*","*","*",287
"Regional School District 06","=""2060012""",08,"Y",22,22,100.0,22,"*","*","*","*","*","*",8,36.4,"*","*","*","*",246
"Regional School District 06","=""2060012""",08,"N",56,54,96.4,54,"*","*","*","*","*","*",37,68.5,"*","*","*","*",275
"Regional School District 06","=""2060012""",10,"Y",42,42,100.0,42,"*","*","*","*",14,33.3,9,21.4,"*","*","*","*",239
"Regional School District 06","=""2060012""",10,"N",75,74,98.7,74,"*","*","*","*",25,33.8,21,28.4,"*","*","*","*",273
"Regional School District 07","=""2070012""",08,"Y",27,27,100.0,27,"*","*","*","*","*","*",10,37.0,8,29.6,18,66.7,268
"Regional School District 07","=""2070012""",08,"N",119,119,100.0,119,0,0.0,"*","*","*","*",59,49.6,55,46.2,114,95.8,297
"Regional School District 07","=""2070012""",10,"Y",29,29,100.0,28,"*","*","*","*",11,39.3,"*","*",6,21.4,"*","*",248
"Regional School District 07","=""2070012""",10,"N",147,147,100.0,147,0,0.0,"*","*",34,23.1,"*","*",65,44.2,"*","*",289
"Regional School District 08","=""2080012""",08,"Y",51,51,100.0,51,"*","*",6,11.8,12,23.5,20,39.2,"*","*","*","*",241
"Regional School District 08","=""2080012""",08,"N",230,230,100.0,230,"*","*",7,3.0,34,14.8,137,59.6,"*","*","*","*",274
"Regional School District 08","=""2080012""",10,"Y",36,35,97.2,35,"*","*","*","*",10,28.6,6,17.1,9,25.7,15,42.9,254
"Regional School District 08","=""2080012""",10,"N",240,236,98.3,236,"*","*","*","*",61,25.8,80,33.9,90,38.1,170,72.0,287
"Regional School District 09","=""2090012""",10,"Y",37,29,78.4,29,0,0.0,0,0.0,"*","*",12,41.4,"*","*","*","*",269
"Regional School District 09","=""2090012""",10,"N",208,206,99.0,204,0,0.0,"*","*",39,19.1,46,22.5,"*","*","*","*",301
"Regional School District 10","=""2100012""",05,"Y",26,26,100.0,26,"*","*",8,30.8,"*","*",10,38.5,"*","*","*","*",234
"Regional School District 10","=""2100012""",05,"N",158,157,99.4,157,0,0.0,7,4.5,"*","*",98,62.4,"*","*","*","*",270
"Regional School District 10","=""2100012""",08,"Y",31,28,90.3,27,"*","*",0,0.0,8,29.6,10,37.0,"*","*","*","*",241
"Regional School District 10","=""2100012""",08,"N",145,144,99.3,144,"*","*","*","*",21,14.6,89,61.8,"*","*","*","*",271
"Regional School District 10","=""2100012""",10,"Y",33,33,100.0,33,"*","*","*","*",12,36.4,"*","*","*","*","*","*",239
"Regional School District 10","=""2100012""",10,"N",168,168,100.0,168,"*","*","*","*",31,18.5,"*","*","*","*","*","*",295
"Regional School District 11","=""2110012""",08,"Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 11","=""2110012""",08,"N",26,26,100.0,26,"*","*","*","*","*","*","*","*","*","*","*","*",259
"Regional School District 11","=""2110012""",10,"Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
