"Physical Fitness Tests: Students Reaching Health Standard, 2013-14"
"All Districts"
"Notes:"
"The Connecticut Physical Fitness Assessment (CPFA) is administered to all students in Grades 4, 6, 8 and 10."
"Only students assessed in all four areas are included in this calculation."

"",,,,"Students Reaching Health Standard (%)"
"West Hartford School District","=""1550011""","All Grades","Push Up",82.2
"West Hartford School District","=""1550011""","All Grades","Sit and Reach",84.1
"West Haven School District","=""1560011""","All Grades","All Tests - District",27.2
"West Haven School District","=""1560011""","All Grades","Curl Up",72.7
"West Haven School District","=""1560011""","All Grades","Mile Run",56.5
"West Haven School District","=""1560011""","All Grades","Push Up",50.1
"West Haven School District","=""1560011""","All Grades","Sit and Reach",72.0
"Westbrook School District","=""1540011""","All Grades","All Tests - District",58.8
"Westbrook School District","=""1540011""","All Grades","Curl Up",89.9
"Westbrook School District","=""1540011""","All Grades","Mile Run",84.8
"Westbrook School District","=""1540011""","All Grades","Push Up",74.7
"Westbrook School District","=""1540011""","All Grades","Sit and Reach",78.2
"Weston School District","=""1570011""","All Grades","All Tests - District",55.2
"Weston School District","=""1570011""","All Grades","Curl Up",86.3
"Weston School District","=""1570011""","All Grades","Mile Run",84.9
"Weston School District","=""1570011""","All Grades","Push Up",75.0
"Weston School District","=""1570011""","All Grades","Sit and Reach",73.1
"Westport School District","=""1580011""","All Grades","All Tests - District",70.1
"Westport School District","=""1580011""","All Grades","Curl Up",93.3
"Westport School District","=""1580011""","All Grades","Mile Run",87.6
"Westport School District","=""1580011""","All Grades","Push Up",84.2
"Westport School District","=""1580011""","All Grades","Sit and Reach",86.2
"Wethersfield School District","=""1590011""","All Grades","All Tests - District",43.3
"Wethersfield School District","=""1590011""","All Grades","Curl Up",80.2
"Wethersfield School District","=""1590011""","All Grades","Mile Run",67.2
"Wethersfield School District","=""1590011""","All Grades","Push Up",64.2
"Wethersfield School District","=""1590011""","All Grades","Sit and Reach",80.4
"Willington School District","=""1600011""","All Grades","All Tests - District",61.5
"Willington School District","=""1600011""","All Grades","Curl Up",84.6
"Willington School District","=""1600011""","All Grades","Mile Run",85.3
"Willington School District","=""1600011""","All Grades","Push Up",72.4
"Willington School District","=""1600011""","All Grades","Sit and Reach",94.2
"Wilton School District","=""1610011""","All Grades","All Tests - District",72.4
"Wilton School District","=""1610011""","All Grades","Curl Up",96.9
"Wilton School District","=""1610011""","All Grades","Mile Run",91.1
"Wilton School District","=""1610011""","All Grades","Push Up",94.1
"Wilton School District","=""1610011""","All Grades","Sit and Reach",81.9
"Winchester School District","=""1620011""","All Grades","All Tests - District",35.6
"Winchester School District","=""1620011""","All Grades","Curl Up",76.7
"Winchester School District","=""1620011""","All Grades","Mile Run",46.6
"Winchester School District","=""1620011""","All Grades","Push Up",78.1
"Winchester School District","=""1620011""","All Grades","Sit and Reach",89.7
"Windham School District","=""1630011""","All Grades","All Tests - District",41.7
"Windham School District","=""1630011""","All Grades","Curl Up",86.8
"Windham School District","=""1630011""","All Grades","Mile Run",55.6
"Windham School District","=""1630011""","All Grades","Push Up",73.7
"Windham School District","=""1630011""","All Grades","Sit and Reach",83.1
"Windsor Locks School District","=""1650011""","All Grades","All Tests - District",39.0
"Windsor Locks School District","=""1650011""","All Grades","Curl Up",83.4
"Windsor Locks School District","=""1650011""","All Grades","Mile Run",67.4
"Windsor Locks School District","=""1650011""","All Grades","Push Up",59.0
"Windsor Locks School District","=""1650011""","All Grades","Sit and Reach",77.2
"Windsor School District","=""1640011""","All Grades","All Tests - District",38.4
"Windsor School District","=""1640011""","All Grades","Curl Up",78.5
"Windsor School District","=""1640011""","All Grades","Mile Run",57.7
"Windsor School District","=""1640011""","All Grades","Push Up",60.5
"Windsor School District","=""1640011""","All Grades","Sit and Reach",76.0
"Wolcott School District","=""1660011""","All Grades","All Tests - District",67.1
"Wolcott School District","=""1660011""","All Grades","Curl Up",86.6
"Wolcott School District","=""1660011""","All Grades","Mile Run",84.9
"Wolcott School District","=""1660011""","All Grades","Push Up",82.3
"Wolcott School District","=""1660011""","All Grades","Sit and Reach",88.4
"Woodbridge School District","=""1670011""","All Grades","All Tests - District",50.5
"Woodbridge School District","=""1670011""","All Grades","Curl Up",90.6
"Woodbridge School District","=""1670011""","All Grades","Mile Run",88.7
"Woodbridge School District","=""1670011""","All Grades","Push Up",69.8
"Woodbridge School District","=""1670011""","All Grades","Sit and Reach",80.7
"Woodstock Academy District","=""9030022""","All Grades","All Tests - District",71.1
"Woodstock Academy District","=""9030022""","All Grades","Curl Up",81.7
"Woodstock Academy District","=""9030022""","All Grades","Mile Run",94.4
"Woodstock Academy District","=""9030022""","All Grades","Push Up",81.1
"Woodstock Academy District","=""9030022""","All Grades","Sit and Reach",99.4
"Woodstock School District","=""1690011""","All Grades","All Tests - District",49.8
"Woodstock School District","=""1690011""","All Grades","Curl Up",82.8
"Woodstock School District","=""1690011""","All Grades","Mile Run",74.6
"Woodstock School District","=""1690011""","All Grades","Push Up",72.6
"Woodstock School District","=""1690011""","All Grades","Sit and Reach",84.5

