"Physical Fitness Tests: Students Reaching Health Standard, 2012-13"
"All Districts"
"Notes:"
"The Connecticut Physical Fitness Assessment (CPFA) is administered to all students in Grades 4, 6, 8 and 10."
"Only students assessed in all four areas are included in this calculation."

"",,,,"Students Reaching Health Standard (%)"
"West Hartford School District","=""1550011""","All Grades","Push Up",79.8
"West Hartford School District","=""1550011""","All Grades","Sit and Reach",80.9
"West Haven School District","=""1560011""","All Grades","All Tests - District",26.2
"West Haven School District","=""1560011""","All Grades","Curl Up",70.2
"West Haven School District","=""1560011""","All Grades","Mile Run",53.2
"West Haven School District","=""1560011""","All Grades","Push Up",53.5
"West Haven School District","=""1560011""","All Grades","Sit and Reach",70.3
"Westbrook School District","=""1540011""","All Grades","All Tests - District",59.3
"Westbrook School District","=""1540011""","All Grades","Curl Up",92.9
"Westbrook School District","=""1540011""","All Grades","Mile Run",87.6
"Westbrook School District","=""1540011""","All Grades","Push Up",77.2
"Westbrook School District","=""1540011""","All Grades","Sit and Reach",77.6
"Weston School District","=""1570011""","All Grades","All Tests - District",66.1
"Weston School District","=""1570011""","All Grades","Curl Up",92.0
"Weston School District","=""1570011""","All Grades","Mile Run",91.5
"Weston School District","=""1570011""","All Grades","Push Up",81.9
"Weston School District","=""1570011""","All Grades","Sit and Reach",86.4
"Westport School District","=""1580011""","All Grades","All Tests - District",52.5
"Westport School District","=""1580011""","All Grades","Curl Up",88.5
"Westport School District","=""1580011""","All Grades","Mile Run",89.6
"Westport School District","=""1580011""","All Grades","Push Up",82.3
"Westport School District","=""1580011""","All Grades","Sit and Reach",87.7
"Wethersfield School District","=""1590011""","All Grades","All Tests - District",46.0
"Wethersfield School District","=""1590011""","All Grades","Curl Up",76.4
"Wethersfield School District","=""1590011""","All Grades","Mile Run",73.3
"Wethersfield School District","=""1590011""","All Grades","Push Up",67.0
"Wethersfield School District","=""1590011""","All Grades","Sit and Reach",82.1
"Willington School District","=""1600011""","All Grades","All Tests - District",65.6
"Willington School District","=""1600011""","All Grades","Curl Up",90.9
"Willington School District","=""1600011""","All Grades","Mile Run",79.9
"Willington School District","=""1600011""","All Grades","Push Up",76.0
"Willington School District","=""1600011""","All Grades","Sit and Reach",94.2
"Wilton School District","=""1610011""","All Grades","All Tests - District",73.2
"Wilton School District","=""1610011""","All Grades","Curl Up",97.4
"Wilton School District","=""1610011""","All Grades","Mile Run",87.4
"Wilton School District","=""1610011""","All Grades","Push Up",91.4
"Wilton School District","=""1610011""","All Grades","Sit and Reach",83.7
"Winchester School District","=""1620011""","All Grades","All Tests - District",22.8
"Winchester School District","=""1620011""","All Grades","Curl Up",72.3
"Winchester School District","=""1620011""","All Grades","Mile Run",40.6
"Winchester School District","=""1620011""","All Grades","Push Up",67.3
"Winchester School District","=""1620011""","All Grades","Sit and Reach",68.3
"Windham School District","=""1630011""","All Grades","All Tests - District",38.8
"Windham School District","=""1630011""","All Grades","Curl Up",87.5
"Windham School District","=""1630011""","All Grades","Mile Run",53.4
"Windham School District","=""1630011""","All Grades","Push Up",73.9
"Windham School District","=""1630011""","All Grades","Sit and Reach",78.2
"Windsor Locks School District","=""1650011""","All Grades","All Tests - District",42.5
"Windsor Locks School District","=""1650011""","All Grades","Curl Up",79.8
"Windsor Locks School District","=""1650011""","All Grades","Mile Run",68.5
"Windsor Locks School District","=""1650011""","All Grades","Push Up",60.6
"Windsor Locks School District","=""1650011""","All Grades","Sit and Reach",71.5
"Windsor School District","=""1640011""","All Grades","All Tests - District",35.8
"Windsor School District","=""1640011""","All Grades","Curl Up",75.5
"Windsor School District","=""1640011""","All Grades","Mile Run",57.2
"Windsor School District","=""1640011""","All Grades","Push Up",60.6
"Windsor School District","=""1640011""","All Grades","Sit and Reach",76.0
"Wolcott School District","=""1660011""","All Grades","All Tests - District",73.1
"Wolcott School District","=""1660011""","All Grades","Curl Up",92.3
"Wolcott School District","=""1660011""","All Grades","Mile Run",83.8
"Wolcott School District","=""1660011""","All Grades","Push Up",83.4
"Wolcott School District","=""1660011""","All Grades","Sit and Reach",92.2
"Woodbridge School District","=""1670011""","All Grades","All Tests - District",58.2
"Woodbridge School District","=""1670011""","All Grades","Curl Up",89.1
"Woodbridge School District","=""1670011""","All Grades","Mile Run",100.0
"Woodbridge School District","=""1670011""","All Grades","Push Up",72.3
"Woodbridge School District","=""1670011""","All Grades","Sit and Reach",82.7
"Woodstock Academy District","=""9030022""","All Grades","All Tests - District",71.5
"Woodstock Academy District","=""9030022""","All Grades","Curl Up",81.5
"Woodstock Academy District","=""9030022""","All Grades","Mile Run",85.0
"Woodstock Academy District","=""9030022""","All Grades","Push Up",87.0
"Woodstock Academy District","=""9030022""","All Grades","Sit and Reach",100.0
"Woodstock School District","=""1690011""","All Grades","All Tests - District",49.7
"Woodstock School District","=""1690011""","All Grades","Curl Up",82.6
"Woodstock School District","=""1690011""","All Grades","Mile Run",76.0
"Woodstock School District","=""1690011""","All Grades","Push Up",68.8
"Woodstock School District","=""1690011""","All Grades","Sit and Reach",79.9

