"Chronic Absenteeism, 2012-13"
"State of Connecticut, All Schools, Special Education Status"

"Organization","School","School Code","Special Education Status","% Chronically Absent"
"New Britain School District","Alternative Center School","=""0899111""","Special Education",76.9
"New Britain School District","Chamberlain  Elementary School","=""0890311""","Non-Special Education",26.7
"New Britain School District","Chamberlain  Elementary School","=""0890311""","Special Education",24.6
"New Britain School District","Frank J. DiLoreto School","=""0891111""","Non-Special Education",8.3
"New Britain School District","Frank J. DiLoreto School","=""0891111""","Special Education",24.0
"New Britain School District","Gaffney School","=""0890511""","Non-Special Education",17.2
"New Britain School District","Gaffney School","=""0890511""","Special Education",32.0
"New Britain School District","Holmes School","=""0890611""","Non-Special Education",11.4
"New Britain School District","Holmes School","=""0890611""","Special Education",13.3
"New Britain School District","House of Arts Letters and Science (HALS)  Academy","=""0895411""","Non-Special Education",6.7
"New Britain School District","Jefferson School","=""0890711""","Non-Special Education",7.7
"New Britain School District","Jefferson School","=""0890711""","Special Education",21.8
"New Britain School District","Lincoln School","=""0890811""","Non-Special Education",12.1
"New Britain School District","Lincoln School","=""0890811""","Special Education",27.6
"New Britain School District","New Britain High School","=""0896111""","Non-Special Education",42.1
"New Britain School District","New Britain High School","=""0896111""","Special Education",50.3
"New Britain School District","New Britain Transition Center","=""0899011""","Non-Special Education","*"
"New Britain School District","New Britain Transition Center","=""0899011""","Special Education","*"
"New Britain School District","Northend School","=""0890911""","Non-Special Education","*"
"New Britain School District","Northend School","=""0890911""","Special Education","*"
"New Britain School District","Pulaski Middle School","=""0895311""","Non-Special Education",16.7
"New Britain School District","Pulaski Middle School","=""0895311""","Special Education",21.4
"New Britain School District","Roosevelt Middle School","=""0895111""","Non-Special Education",72.9
"New Britain School District","Roosevelt Middle School","=""0895111""","Special Education",72.7
"New Britain School District","Slade Middle School","=""0895211""","Non-Special Education",14.6
"New Britain School District","Slade Middle School","=""0895211""","Special Education",24.6
"New Britain School District","Smalley Academy","=""0891211""","Non-Special Education",20.7
"New Britain School District","Smalley Academy","=""0891211""","Special Education",39.2
"New Britain School District","Smith School","=""0891311""","Non-Special Education",13.5
"New Britain School District","Smith School","=""0891311""","Special Education","*"
"New Britain School District","Vance School","=""0891511""","Non-Special Education",10.2
"New Britain School District","Vance School","=""0891511""","Special Education",9.0
"New Britain School District","CLIMB","=""0899411""","Special Education","*"
"New Canaan School District","East School","=""0900411""","Non-Special Education",4.1
"New Canaan School District","East School","=""0900411""","Special Education","*"
"New Canaan School District","New Canaan High School","=""0906111""","Non-Special Education",2.1
"New Canaan School District","New Canaan High School","=""0906111""","Special Education",7.6
"New Canaan School District","Saxe Middle School","=""0905111""","Non-Special Education",4.8
"New Canaan School District","Saxe Middle School","=""0905111""","Special Education",5.6
"New Canaan School District","South School","=""0900211""","Non-Special Education","*"
"New Canaan School District","South School","=""0900211""","Special Education","*"
"New Canaan School District","West School","=""0900311""","Non-Special Education","*"
"New Canaan School District","West School","=""0900311""","Special Education","*"
"New Fairfield School District","Consolidated School","=""0910111""","Non-Special Education","*"
"New Fairfield School District","Consolidated School","=""0910111""","Special Education","*"
"New Fairfield School District","Meeting House Hill School","=""0910211""","Non-Special Education","*"
"New Fairfield School District","Meeting House Hill School","=""0910211""","Special Education","*"
"New Fairfield School District","New Fairfield High School","=""0916111""","Non-Special Education",6.4
"New Fairfield School District","New Fairfield High School","=""0916111""","Special Education",20.2
"New Fairfield School District","New Fairfield Middle School","=""0915211""","Non-Special Education",6.9
"New Fairfield School District","New Fairfield Middle School","=""0915211""","Special Education",10.5
"New Hartford School District","Ann Antolini School","=""0920311""","Non-Special Education","*"
"New Hartford School District","Ann Antolini School","=""0920311""","Special Education","*"
"New Hartford School District","Bakerville Consolidated School","=""0920111""","Non-Special Education","*"
"New Hartford School District","Bakerville Consolidated School","=""0920111""","Special Education","*"
"New Hartford School District","New Hartford Elementary School","=""0920211""","Non-Special Education","*"
"New Hartford School District","New Hartford Elementary School","=""0920211""","Special Education","*"
"New Haven School District","Edgewood School","=""0931211""","Non-Special Education",4.4
"New Haven School District","Edgewood School","=""0931211""","Special Education","*"
"New Haven School District","Nathan Hale School","=""0931411""","Non-Special Education",11.0
"New Haven School District","Nathan Hale School","=""0931411""","Special Education",18.5
"New Haven School District","Augusta Lewis Troup School","=""0931511""","Non-Special Education",9.5
"New Haven School District","Augusta Lewis Troup School","=""0931511""","Special Education",20.3
"New Haven School District","Barnard Environmental Magnet School","=""0930211""","Non-Special Education",5.9
"New Haven School District","Barnard Environmental Magnet School","=""0930211""","Special Education",12.8
"New Haven School District","Beecher School","=""0930311""","Non-Special Education","*"
"New Haven School District","Beecher School","=""0930311""","Special Education","*"
"New Haven School District","Benjamin Jepson Magnet School","=""0931811""","Non-Special Education",5.4
"New Haven School District","Benjamin Jepson Magnet School","=""0931811""","Special Education",21.9
"New Haven School District","Betsy Ross Arts Magnet School","=""0935511""","Non-Special Education",7.0
"New Haven School District","Betsy Ross Arts Magnet School","=""0935511""","Special Education",22.2
"New Haven School District","Bishop Woods School","=""0934311""","Non-Special Education",9.5
"New Haven School District","Bishop Woods School","=""0934311""","Special Education",10.8
"New Haven School District","Celentano BioTech, Health and Medical Magnet School","=""0934811""","Non-Special Education",9.3
"New Haven School District","Celentano BioTech, Health and Medical Magnet School","=""0934811""","Special Education",14.3
"New Haven School District","Christopher Columbus Academy","=""0934111""","Non-Special Education","*"
"New Haven School District","Christopher Columbus Academy","=""0934111""","Special Education","*"
"New Haven School District","Clemente Leadership Academy","=""0934211""","Non-Special Education",23.1
"New Haven School District","Clemente Leadership Academy","=""0934211""","Special Education",30.9
"New Haven School District","Clinton Avenue School","=""0930611""","Non-Special Education",14.4
"New Haven School District","Clinton Avenue School","=""0930611""","Special Education",21.1
"New Haven School District","Conte/West Hills Magnet School","=""0933111""","Non-Special Education",5.9
"New Haven School District","Conte/West Hills Magnet School","=""0933111""","Special Education",15.1
"New Haven School District","Cooperative High School","=""0936411""","Non-Special Education",13.9
"New Haven School District","Cooperative High School","=""0936411""","Special Education",22.4
"New Haven School District","Davis 21st Century Magnet Elementary School","=""0930911""","Non-Special Education","*"
"New Haven School District","Davis 21st Century Magnet Elementary School","=""0930911""","Special Education","*"
"New Haven School District","Domus Academy","=""0935611""","Non-Special Education","*"
"New Haven School District","Domus Academy","=""0935611""","Special Education","*"
"New Haven School District","East Rock Community Magnet School","=""0934611""","Non-Special Education",7.7
"New Haven School District","East Rock Community Magnet School","=""0934611""","Special Education",33.3
"New Haven School District","Engineering - Science University Magnet School","=""0931711""","Non-Special Education","*"
"New Haven School District","Engineering - Science University Magnet School","=""0931711""","Special Education","*"
"New Haven School District","Fair Haven School","=""0931611""","Non-Special Education",12.4
"New Haven School District","Fair Haven School","=""0931611""","Special Education",24.0
"New Haven School District","High School In The Community","=""0936611""","Non-Special Education",27.3
"New Haven School District","High School In The Community","=""0936611""","Special Education",36.7
"New Haven School District","Hill Central Music Academy","=""0930711""","Non-Special Education",11.1
"New Haven School District","Hill Central Music Academy","=""0930711""","Special Education",20.9
"New Haven School District","Hill Regional Career High School","=""0936311""","Non-Special Education",12.4
"New Haven School District","Hill Regional Career High School","=""0936311""","Special Education",34.3
"New Haven School District","Hyde School of Health, Science and Sports Medicine","=""0936811""","Non-Special Education",17.8
"New Haven School District","Hyde School of Health, Science and Sports Medicine","=""0936811""","Special Education",27.3
"New Haven School District","James Hillhouse High School","=""0936211""","Non-Special Education",31.9
"New Haven School District","James Hillhouse High School","=""0936211""","Special Education",38.6
"New Haven School District","John C. Daniels","=""0931311""","Non-Special Education",7.7
"New Haven School District","John C. Daniels","=""0931311""","Special Education",13.6
"New Haven School District","John S. Martinez School","=""0930811""","Non-Special Education",7.3
"New Haven School District","John S. Martinez School","=""0930811""","Special Education",18.6
"New Haven School District","Katherine Brennan/Clarence Rogers School","=""0932111""","Non-Special Education",11.3
"New Haven School District","Katherine Brennan/Clarence Rogers School","=""0932111""","Special Education",13.8
"New Haven School District","King/Robinson Magnet School","=""0933011""","Non-Special Education",11.8
"New Haven School District","King/Robinson Magnet School","=""0933011""","Special Education",17.7
"New Haven School District","Lincoln-Bassett School","=""0932011""","Non-Special Education",18.9
"New Haven School District","Lincoln-Bassett School","=""0932011""","Special Education",24.1
"New Haven School District","Mauro-Sheridan Magnet School","=""0931911""","Non-Special Education","*"
"New Haven School District","Mauro-Sheridan Magnet School","=""0931911""","Special Education","*"
"New Haven School District","Metropolitan Business Academy","=""0936011""","Non-Special Education","*"
"New Haven School District","Metropolitan Business Academy","=""0936011""","Special Education","*"
"New Haven School District","New Haven Academy","=""0937011""","Non-Special Education",23.5
"New Haven School District","New Haven Academy","=""0937011""","Special Education",34.6
"New Haven School District","Polly T. McCabe Center","=""0939211""","Non-Special Education","*"
"New Haven School District","Polly T. McCabe Center","=""0939211""","Special Education","*"
"New Haven School District","Quinnipiac Real World Math STEM School","=""0933511""","Non-Special Education","*"
"New Haven School District","Quinnipiac Real World Math STEM School","=""0933511""","Special Education","*"
"New Haven School District","Riverside Education Academy","=""0939111""","Non-Special Education",60.2
"New Haven School District","Riverside Education Academy","=""0939111""","Special Education",51.6
"New Haven School District","Ross/Woodward School","=""0931011""","Non-Special Education","*"
"New Haven School District","Ross/Woodward School","=""0931011""","Special Education","*"
"New Haven School District","Sound School","=""0936711""","Non-Special Education",15.9
"New Haven School District","Sound School","=""0936711""","Special Education",22.9
"New Haven School District","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""","Non-Special Education","*"
"New Haven School District","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""","Special Education","*"
"New Haven School District","Truman School","=""0932911""","Non-Special Education",15.3
"New Haven School District","Truman School","=""0932911""","Special Education",14.8
"New Haven School District","West Rock Authors Academy","=""0934911""","Non-Special Education","*"
"New Haven School District","West Rock Authors Academy","=""0934911""","Special Education","*"
"New Haven School District","Wexler/Grant Community School","=""0933211""","Non-Special Education","*"
"New Haven School District","Wexler/Grant Community School","=""0933211""","Special Education","*"
"New Haven School District","Wilbur Cross High School","=""0936111""","Non-Special Education",51.5
"New Haven School District","Wilbur Cross High School","=""0936111""","Special Education",58.2
"New Haven School District","Worthington Hooker School","=""0933811""","Non-Special Education","*"
"New Haven School District","Worthington Hooker School","=""0933811""","Special Education","*"
"New London School District","Jennings School","=""0950311""","Non-Special Education",16.6
"New London School District","Jennings School","=""0950311""","Special Education",20.6
"New London School District","Bennie Dover Jackson Middle School","=""0955111""","Non-Special Education",11.2
"New London School District","Bennie Dover Jackson Middle School","=""0955111""","Special Education",23.6
"New London School District","Nathan Hale Arts Magnet School","=""0950911""","Non-Special Education",19.7
"New London School District","Nathan Hale Arts Magnet School","=""0950911""","Special Education",21.4
"New London School District","New London High School","=""0956111""","Non-Special Education",17.7
"New London School District","New London High School","=""0956111""","Special Education",30.3
"New London School District","Winthrop STEM Elementary Magnet School","=""0950811""","Non-Special Education",19.0
"New London School District","Winthrop STEM Elementary Magnet School","=""0950811""","Special Education",33.0
"New London School District","New London Clinical Day Program","=""0959111""","Special Education",54.5
"New Milford School District","Hill And Plain School","=""0960511""","Non-Special Education",5.8
"New Milford School District","Hill And Plain School","=""0960511""","Special Education",11.9
"New Milford School District","John Pettibone School","=""0960711""","Non-Special Education","*"
"New Milford School District","John Pettibone School","=""0960711""","Special Education","*"
"New Milford School District","New Milford High School","=""0966111""","Non-Special Education",12.3
"New Milford School District","New Milford High School","=""0966111""","Special Education",39.9
"New Milford School District","Northville Elementary School","=""0960811""","Non-Special Education",3.6
"New Milford School District","Northville Elementary School","=""0960811""","Special Education",13.6
"New Milford School District","Sarah Noble Intermediate School","=""0960911""","Non-Special Education",6.0
"New Milford School District","Sarah Noble Intermediate School","=""0960911""","Special Education",10.3
"New Milford School District","Schaghticoke Middle School","=""0965211""","Non-Special Education",8.8
"New Milford School District","Schaghticoke Middle School","=""0965211""","Special Education",16.0
"New Milford School District","Litchfield Hills Transition Center","=""0969011""","Special Education","*"
"Newington School District","Anna Reynolds School","=""0940611""","Non-Special Education","*"
"Newington School District","Anna Reynolds School","=""0940611""","Special Education",0.0
"Newington School District","Elizabeth Green School","=""0940211""","Non-Special Education","*"
"Newington School District","Elizabeth Green School","=""0940211""","Special Education","*"
"Newington School District","John Paterson School","=""0940811""","Non-Special Education","*"
"Newington School District","John Paterson School","=""0940811""","Special Education","*"
"Newington School District","John Wallace Middle School","=""0945311""","Non-Special Education","*"
"Newington School District","John Wallace Middle School","=""0945311""","Special Education","*"
"Newington School District","Martin Kellogg Middle School","=""0945111""","Non-Special Education","*"
"Newington School District","Martin Kellogg Middle School","=""0945111""","Special Education","*"
"Newington School District","Newington High School","=""0946111""","Non-Special Education",5.4
"Newington School District","Newington High School","=""0946111""","Special Education",15.6
"Newington School District","Ruth Chaffee School","=""0940711""","Non-Special Education","*"
"Newington School District","Ruth Chaffee School","=""0940711""","Special Education","*"
"Newtown School District","Hawley Elementary School","=""0970111""","Non-Special Education","*"
"Newtown School District","Hawley Elementary School","=""0970111""","Special Education","*"
"Newtown School District","Head O'Meadow Elementary School","=""0970411""","Non-Special Education","*"
"Newtown School District","Head O'Meadow Elementary School","=""0970411""","Special Education","*"
"Newtown School District","Middle Gate Elementary School","=""0970311""","Non-Special Education",4.5
"Newtown School District","Middle Gate Elementary School","=""0970311""","Special Education",15.2
"Newtown School District","Newtown High School","=""0976111""","Non-Special Education",2.7
"Newtown School District","Newtown High School","=""0976111""","Special Education",9.4
"Newtown School District","Newtown Middle School","=""0975111""","Non-Special Education",8.1
"Newtown School District","Newtown Middle School","=""0975111""","Special Education",12.1
"Newtown School District","Reed Intermediate School","=""0970511""","Non-Special Education","*"
"Newtown School District","Reed Intermediate School","=""0970511""","Special Education","*"
"Newtown School District","Sandy Hook Elementary School","=""0970211""","Non-Special Education","*"
"Newtown School District","Sandy Hook Elementary School","=""0970211""","Special Education","*"
"Newtown School District","STARR","=""0979011""","Special Education","*"
"Norfolk School District","Botelle Elementary School","=""0980111""","Non-Special Education","*"
"Norfolk School District","Botelle Elementary School","=""0980111""","Special Education","*"
"Norfolk School District","Bridges II","=""0989211""","Special Education","*"
"North Branford School District","Jerome Harrison School","=""0990411""","Non-Special Education","*"
"North Branford School District","Jerome Harrison School","=""0990411""","Special Education","*"
"North Branford School District","North Branford High School","=""0996111""","Non-Special Education",33.3
"North Branford School District","North Branford High School","=""0996111""","Special Education",47.4
"North Branford School District","North Branford Intermediate School","=""0995111""","Non-Special Education",6.2
"North Branford School District","North Branford Intermediate School","=""0995111""","Special Education",8.8
"North Branford School District","Totoket Valley Elementary School","=""0990611""","Non-Special Education","*"
"North Branford School District","Totoket Valley Elementary School","=""0990611""","Special Education","*"
"North Branford School District","School to Work Program","=""0999011""","Special Education","*"
"North Canaan School District","North Canaan Elementary School","=""1000111""","Non-Special Education",14.4
"North Canaan School District","North Canaan Elementary School","=""1000111""","Special Education",17.1
"North Haven School District","Clintonville Elementary School","=""1010811""","Non-Special Education",6.2
"North Haven School District","Clintonville Elementary School","=""1010811""","Special Education",18.8
"North Haven School District","Green Acres Elementary School","=""1010711""","Non-Special Education","*"
"North Haven School District","Green Acres Elementary School","=""1010711""","Special Education","*"
"North Haven School District","Montowese Elementary School","=""1010211""","Non-Special Education","*"
"North Haven School District","Montowese Elementary School","=""1010211""","Special Education","*"
"North Haven School District","North Haven High School","=""1016111""","Non-Special Education",15.8
"North Haven School District","North Haven High School","=""1016111""","Special Education",26.0
"North Haven School District","North Haven Middle School","=""1015211""","Non-Special Education","*"
"North Haven School District","North Haven Middle School","=""1015211""","Special Education","*"
"North Haven School District","Ridge Road Elementary School","=""1010311""","Non-Special Education","*"
"North Haven School District","Ridge Road Elementary School","=""1010311""","Special Education","*"
"North Stonington School District","North Stonington Elementary School","=""1020111""","Non-Special Education","*"
"North Stonington School District","North Stonington Elementary School","=""1020111""","Special Education","*"
"North Stonington School District","Wheeler High School","=""1026111""","Non-Special Education",19.3
"North Stonington School District","Wheeler High School","=""1026111""","Special Education",27.3
"North Stonington School District","Wheeler Middle School","=""1025111""","Non-Special Education","*"
"North Stonington School District","Wheeler Middle School","=""1025111""","Special Education","*"
"Norwalk School District","Brien McMahon High School","=""1036211""","Non-Special Education",12.8
"Norwalk School District","Brien McMahon High School","=""1036211""","Special Education",31.3
"Norwalk School District","Brookside Elementary School","=""1030211""","Non-Special Education","*"
"Norwalk School District","Brookside Elementary School","=""1030211""","Special Education","*"
"Norwalk School District","Columbus Magnet School","=""1030311""","Non-Special Education","*"
"Norwalk School District","Columbus Magnet School","=""1030311""","Special Education","*"
"Norwalk School District","Cranbury Elementary School","=""1030411""","Non-Special Education","*"
"Norwalk School District","Cranbury Elementary School","=""1030411""","Special Education","*"
"Norwalk School District","Fox Run Elementary School","=""1032011""","Non-Special Education","*"
"Norwalk School District","Fox Run Elementary School","=""1032011""","Special Education","*"
"Norwalk School District","Jefferson Magnet School","=""1030711""","Non-Special Education","*"
"Norwalk School District","Jefferson Magnet School","=""1030711""","Special Education","*"
"Norwalk School District","Kendall Elementary School","=""1030811""","Non-Special Education",7.6
"Norwalk School District","Kendall Elementary School","=""1030811""","Special Education",15.0
"Norwalk School District","Marvin Elementary School","=""1032211""","Non-Special Education","*"
"Norwalk School District","Marvin Elementary School","=""1032211""","Special Education","*"
"Norwalk School District","Naramake Elementary School","=""1032111""","Non-Special Education","*"
"Norwalk School District","Naramake Elementary School","=""1032111""","Special Education","*"
"Norwalk School District","Nathan Hale Middle School","=""1035211""","Non-Special Education",13.3
"Norwalk School District","Nathan Hale Middle School","=""1035211""","Special Education",24.4
"Norwalk School District","Norwalk High School","=""1036111""","Non-Special Education",16.9
"Norwalk School District","Norwalk High School","=""1036111""","Special Education",19.2
"Norwalk School District","Norwalk Pathways Academy at Briggs","=""1036311""","Non-Special Education","*"
"Norwalk School District","Norwalk Pathways Academy at Briggs","=""1036311""","Special Education","*"
"Norwalk School District","Ponus Ridge Middle School","=""1035311""","Non-Special Education",17.9
"Norwalk School District","Ponus Ridge Middle School","=""1035311""","Special Education",29.2
"Norwalk School District","Roton Middle School","=""1035511""","Non-Special Education",12.4
"Norwalk School District","Roton Middle School","=""1035511""","Special Education",16.7
"Norwalk School District","Rowayton School","=""1031311""","Non-Special Education",5.4
"Norwalk School District","Rowayton School","=""1031311""","Special Education",17.6
"Norwalk School District","Silvermine Elementary School","=""1032311""","Non-Special Education",8.3
"Norwalk School District","Silvermine Elementary School","=""1032311""","Special Education",20.5
"Norwalk School District","Tracey School","=""1031411""","Non-Special Education",7.9
"Norwalk School District","Tracey School","=""1031411""","Special Education",12.5
"Norwalk School District","West Rocks Middle School","=""1035411""","Non-Special Education",8.1
"Norwalk School District","West Rocks Middle School","=""1035411""","Special Education",17.3
"Norwalk School District","Wolfpit School","=""1032411""","Non-Special Education","*"
"Norwalk School District","Wolfpit School","=""1032411""","Special Education","*"
"Norwich Free Academy District","Norwich Free Academy","=""9016122""","Non-Special Education",10.8
"Norwich Free Academy District","Norwich Free Academy","=""9016122""","Special Education",16.4
"Norwich School District","John B. Stanton Network School","=""1041411""","Non-Special Education",9.5
"Norwich School District","John B. Stanton Network School","=""1041411""","Special Education",22.7
"Norwich School District","Kelly Middle School","=""1045111""","Non-Special Education",12.2
"Norwich School District","Kelly Middle School","=""1045111""","Special Education",18.4
"Norwich School District","Moriarty Magnet School","=""1042011""","Non-Special Education",17.6
"Norwich School District","Moriarty Magnet School","=""1042011""","Special Education",25.5
"Norwich School District","Samuel Huntington School","=""1040811""","Non-Special Education",7.8
"Norwich School District","Samuel Huntington School","=""1040811""","Special Education",16.4
"Norwich School District","Teachers' Memorial Middle School","=""1045211""","Non-Special Education",9.8
"Norwich School District","Teachers' Memorial Middle School","=""1045211""","Special Education",8.8
"Norwich School District","Thomas W. Mahan School","=""1041711""","Non-Special Education",3.3
"Norwich School District","Thomas W. Mahan School","=""1041711""","Special Education",34.3
"Norwich School District","Uncas Network School","=""1041911""","Non-Special Education",16.4
"Norwich School District","Uncas Network School","=""1041911""","Special Education",25.6
"Norwich School District","Veterans' Memorial School","=""1041811""","Non-Special Education",9.6
"Norwich School District","Veterans' Memorial School","=""1041811""","Special Education",22.5
"Norwich School District","Virtual Learning Academy","=""1049211""","Non-Special Education","*"
"Norwich School District","Virtual Learning Academy","=""1049211""","Special Education","*"
"Norwich School District","Wequonnoc Magnet School","=""1041511""","Non-Special Education","*"
"Norwich School District","Wequonnoc Magnet School","=""1041511""","Special Education","*"
"Norwich School District","Deborah-Tennant Zinewicz  School","=""1049111""","Special Education",61.8
"Norwich School District","Hickory Street School","=""1049011""","Special Education","*"
"Odyssey Community School District","Odyssey Community School","=""2635113""","Non-Special Education","*"
"Odyssey Community School District","Odyssey Community School","=""2635113""","Special Education","*"
"Old Saybrook School District","Kathleen E. Goodwin School","=""1060211""","Non-Special Education","*"
"Old Saybrook School District","Kathleen E. Goodwin School","=""1060211""","Special Education","*"
"Old Saybrook School District","Old Saybrook Middle School","=""1065211""","Non-Special Education","*"
"Old Saybrook School District","Old Saybrook Middle School","=""1065211""","Special Education","*"
"Old Saybrook School District","Old Saybrook Senior High School","=""1066111""","Non-Special Education",35.5
"Old Saybrook School District","Old Saybrook Senior High School","=""1066111""","Special Education",46.9
"Orange School District","Mary L. Tracy School","=""1070211""","Non-Special Education","*"
"Orange School District","Mary L. Tracy School","=""1070211""","Special Education","*"
"Orange School District","Peck Place School","=""1070511""","Non-Special Education","*"
"Orange School District","Peck Place School","=""1070511""","Special Education","*"
"Orange School District","Race Brook School","=""1070311""","Non-Special Education","*"
"Orange School District","Race Brook School","=""1070311""","Special Education","*"
"Orange School District","Turkey Hill School","=""1070411""","Non-Special Education","*"
"Orange School District","Turkey Hill School","=""1070411""","Special Education","*"
"Oxford School District","Great Oak School","=""1085111""","Non-Special Education",6.7
"Oxford School District","Great Oak School","=""1085111""","Special Education",18.4
"Oxford School District","Oxford Center School","=""1080111""","Non-Special Education","*"
"Oxford School District","Oxford Center School","=""1080111""","Special Education","*"
"Oxford School District","Oxford High School","=""1086011""","Non-Special Education",13.9
"Oxford School District","Oxford High School","=""1086011""","Special Education",23.3
"Oxford School District","Quaker Farms School","=""1080311""","Non-Special Education","*"
"Oxford School District","Quaker Farms School","=""1080311""","Special Education","*"
"Park City Prep Charter School District","Park City Prep Charter School","=""2835113""","Non-Special Education","*"
"Park City Prep Charter School District","Park City Prep Charter School","=""2835113""","Special Education","*"
"Plainfield School District","Moosup Elementary School","=""1090111""","Non-Special Education",10.5
"Plainfield School District","Moosup Elementary School","=""1090111""","Special Education",30.4
"Plainfield School District","Plainfield Central School","=""1095111""","Non-Special Education",9.8
"Plainfield School District","Plainfield Central School","=""1095111""","Special Education",17.9
"Plainfield School District","Plainfield High School","=""1096111""","Non-Special Education",15.1
"Plainfield School District","Plainfield High School","=""1096111""","Special Education",31.9
"Plainfield School District","Plainfield Memorial School","=""1090311""","Non-Special Education","*"
"Plainfield School District","Plainfield Memorial School","=""1090311""","Special Education","*"
"Plainfield School District","Shepard Hill Elementary School","=""1090411""","Non-Special Education","*"
"Plainfield School District","Shepard Hill Elementary School","=""1090411""","Special Education","*"
"Plainville School District","Frank T. Wheeler School","=""1100411""","Non-Special Education","*"
"Plainville School District","Frank T. Wheeler School","=""1100411""","Special Education","*"
"Plainville School District","Linden Street School","=""1100211""","Non-Special Education",4.6
"Plainville School District","Linden Street School","=""1100211""","Special Education",10.0
"Plainville School District","Louis Toffolon School","=""1100511""","Non-Special Education","*"
"Plainville School District","Louis Toffolon School","=""1100511""","Special Education","*"
"Plainville School District","Middle School of Plainville","=""1105211""","Non-Special Education",7.0
"Plainville School District","Middle School of Plainville","=""1105211""","Special Education",7.7
"Plainville School District","Plainville High School","=""1106111""","Non-Special Education",19.0
"Plainville School District","Plainville High School","=""1106111""","Special Education",50.6
"Plymouth School District","Eli Terry Jr. Middle School","=""1115111""","Non-Special Education",6.3
"Plymouth School District","Eli Terry Jr. Middle School","=""1115111""","Special Education",13.1
"Plymouth School District","Harry S. Fisher Elementary School","=""1110411""","Non-Special Education","*"
"Plymouth School District","Harry S. Fisher Elementary School","=""1110411""","Special Education","*"
"Plymouth School District","Plymouth Center School","=""1110211""","Non-Special Education",6.2
"Plymouth School District","Plymouth Center School","=""1110211""","Special Education",20.4
"Plymouth School District","Terryville High School","=""1116111""","Non-Special Education",8.6
"Plymouth School District","Terryville High School","=""1116111""","Special Education",22.7
"Pomfret School District","Pomfret Community School","=""1120111""","Non-Special Education","*"
"Pomfret School District","Pomfret Community School","=""1120111""","Special Education","*"
"Portland School District","Brownstone Intermediate School","=""1130511""","Non-Special Education","*"
"Portland School District","Brownstone Intermediate School","=""1130511""","Special Education","*"
"Portland School District","Gildersleeve School","=""1130411""","Non-Special Education","*"
"Portland School District","Gildersleeve School","=""1130411""","Special Education","*"
"Portland School District","Portland High School","=""1136111""","Non-Special Education",7.3
"Portland School District","Portland High School","=""1136111""","Special Education",22.2
"Portland School District","Portland Middle School","=""1135111""","Non-Special Education","*"
"Portland School District","Portland Middle School","=""1135111""","Special Education","*"
"Portland School District","Valley View School","=""1130211""","Non-Special Education","*"
"Portland School District","Valley View School","=""1130211""","Special Education","*"
"Preston School District","Preston Plains School","=""1145111""","Non-Special Education","*"
"Preston School District","Preston Plains School","=""1145111""","Special Education","*"
"Preston School District","Preston Veterans' Memorial School","=""1140411""","Non-Special Education","*"
"Preston School District","Preston Veterans' Memorial School","=""1140411""","Special Education","*"
"Putnam School District","Putnam Elementary School","=""1160311""","Non-Special Education",7.3
"Putnam School District","Putnam Elementary School","=""1160311""","Special Education",12.9
"Putnam School District","Putnam High School","=""1166111""","Non-Special Education",22.4
"Putnam School District","Putnam High School","=""1166111""","Special Education",23.3
"Putnam School District","Putnam Middle School","=""1165111""","Non-Special Education",11.2
"Putnam School District","Putnam Middle School","=""1165111""","Special Education",32.7
"Putnam School District","Helping Hands","=""1169011""","Special Education","*"
"Redding School District","John Read Middle School","=""1175111""","Non-Special Education",7.0
"Redding School District","John Read Middle School","=""1175111""","Special Education",10.0
"Redding School District","Redding Elementary School","=""1170111""","Non-Special Education","*"
"Redding School District","Redding Elementary School","=""1170111""","Special Education","*"
"Regional School District 01","Housatonic Valley Regional High School","=""2016112""","Non-Special Education","*"
"Regional School District 01","Housatonic Valley Regional High School","=""2016112""","Special Education","*"
"Regional School District 04","John Winthrop Middle School","=""2045112""","Non-Special Education",9.3
"Regional School District 04","John Winthrop Middle School","=""2045112""","Special Education",17.6
"Regional School District 04","Valley Regional High School","=""2046112""","Non-Special Education",8.5
"Regional School District 04","Valley Regional High School","=""2046112""","Special Education",19.2
"Regional School District 05","Amity Middle School: Bethany","=""2055112""","Non-Special Education","*"
"Regional School District 05","Amity Middle School: Bethany","=""2055112""","Special Education","*"
"Regional School District 05","Amity Middle School: Orange","=""2055212""","Non-Special Education",4.9
"Regional School District 05","Amity Middle School: Orange","=""2055212""","Special Education",14.6
"Regional School District 05","Amity Regional High School","=""2056112""","Non-Special Education",13.7
"Regional School District 05","Amity Regional High School","=""2056112""","Special Education",11.4
"Regional School District 06","Goshen Center School","=""2060112""","Non-Special Education","*"
"Regional School District 06","Goshen Center School","=""2060112""","Special Education","*"
"Regional School District 06","James Morris School","=""2060212""","Non-Special Education","*"
"Regional School District 06","James Morris School","=""2060212""","Special Education","*"
"Regional School District 06","Wamogo Regional High School","=""2066112""","Non-Special Education",4.1
"Regional School District 06","Wamogo Regional High School","=""2066112""","Special Education",7.8
"Regional School District 06","Warren Elementary School","=""2060312""","Non-Special Education","*"
"Regional School District 06","Warren Elementary School","=""2060312""","Special Education","*"
"Regional School District 07","Northwestern Regional High School","=""2076112""","Non-Special Education","*"
