"Chronic Absenteeism, 2014-15"
", All Schools, Race/Ethnicity"

"District","District Code","School","School Code","Category","% Chronically Absent"
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""","Eligible For Reduced Lunch","*"
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""","Asian","*"
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""","Black or African American",11.7
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""","ELL","*"
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""","Eligible For Free Lunch",14.2
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""","Female",5.0
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""","Grade   6",5.5
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""","Grade   7",8.8
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""","Grade   8",11.7
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""","Hispanic/Latino of any race",6.9
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""","Male",11.9
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""","Native Hawaiian or Other Pacific Islander","*"
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""","Non-ELL",8.6
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""","Non-Special Education",7.9
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""","Not Eligible For Lunch",5.6
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""","School",8.6
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""","Special Education",12.4
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""","Two or More Races","*"
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""","White",8.9
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""","Eligible For Reduced Lunch","*"
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","American Indian or Alaska Native","*"
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Asian",0.0
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Black or African American",8.8
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","ELL",7.8
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Eligible For Free Lunch",12.0
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Female",9.8
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Grade   9",7.4
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Grade 10",10.1
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Grade 11",9.9
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Hispanic/Latino of any race",9.1
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Male",8.0
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Native Hawaiian or Other Pacific Islander","*"
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Non-ELL",8.9
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Non-Special Education",8.5
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Not Eligible For Lunch",7.5
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","School",8.9
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Special Education",11.8
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Two or More Races","*"
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","White",9.4
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Eligible For Reduced Lunch","*"
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Grade 12",8.2
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Black or African American",38.5
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","ELL","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Eligible For Free Lunch",42.6
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Female",41.2
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Grade   9","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Grade 10","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Grade 11",55.0
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Hispanic/Latino of any race",47.1
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Male",45.9
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Non-ELL",45.5
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Non-Special Education",38.5
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Not Eligible For Lunch","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","School",43.7
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Special Education","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Two or More Races","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","White","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Eligible For Reduced Lunch","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Grade 12",25.0
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","American Indian or Alaska Native","*"
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","Asian","*"
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","Black or African American",10.9
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","ELL",12.7
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","Eligible For Free Lunch",13.7
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","Female",10.9
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","Grade   6",6.8
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","Grade   7",10.2
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","Grade   8",21.6
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","Hispanic/Latino of any race",9.8
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","Male",13.6
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","Non-ELL",12.3
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","Non-Special Education",11.8
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","Not Eligible For Lunch",12.3
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","School",12.3
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","Special Education",15.5
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","Two or More Races","*"
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","White",18.8
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","Eligible For Reduced Lunch","*"
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","Asian","*"
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","Black or African American",8.4
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","ELL","*"
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","Eligible For Free Lunch",8.7
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","Female",5.6
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","Grade   6",5.4
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","Grade   7",4.7
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","Grade   8",10.0
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","Hispanic/Latino of any race",7.0
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","Male",7.4
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","Native Hawaiian or Other Pacific Islander","*"
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","Non-ELL",6.3
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","Non-Special Education",5.5
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","Not Eligible For Lunch",5.3
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","School",6.6
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","Special Education",14.3
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","Two or More Races","*"
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","White",5.1
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","Eligible For Reduced Lunch","*"
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","Kindergarten",12.3
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","American Indian or Alaska Native","*"
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","Asian","*"
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","Black or African American",11.5
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","ELL","*"
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","Eligible For Free Lunch",17.2
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","Female",7.1
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","Grade   1","*"
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","Grade   2","*"
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","Grade   3","*"
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","Grade   4","*"
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","Grade   5","*"
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","Hispanic/Latino of any race",14.4
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","Male",6.6
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","Non-ELL",6.5
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","Non-Special Education",5.3
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","Not Eligible For Lunch",2.9
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","School",6.9
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","Special Education",19.2
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","Two or More Races","*"
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","White",3.0
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","Eligible For Reduced Lunch","*"
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","Kindergarten",12.0
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","Asian","*"
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","Black or African American","*"
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","ELL",11.4
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","Eligible For Free Lunch",10.1
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","Female",13.6
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","Grade   1",7.9
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","Grade   2",15.9
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","Grade   3",9.8
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","Grade   4","*"
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","Grade   5",10.9
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","Hispanic/Latino of any race",10.8
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","Male",7.3
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","Native Hawaiian or Other Pacific Islander","*"
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","Non-ELL",9.9
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","Non-Special Education",10.3
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","Not Eligible For Lunch",9.8
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","School",10.4
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","Special Education","*"
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","Two or More Races","*"
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","White",8.8
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","Eligible For Reduced Lunch","*"
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","Kindergarten",15.3
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","Asian","*"
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","Black or African American",11.8
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","ELL",8.0
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","Eligible For Free Lunch",9.7
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","Female",10.8
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","Grade   1",9.7
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","Grade   2","*"
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","Grade   3",9.7
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","Grade   4","*"
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","Grade   5","*"
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","Hispanic/Latino of any race",9.1
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","Male",7.4
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","Non-ELL",9.4
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","Non-Special Education",8.4
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","Not Eligible For Lunch",8.2
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","School",9.0
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","Special Education",11.9
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","Two or More Races","*"
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","White","*"
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","Eligible For Reduced Lunch","*"
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","Asian","*"
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","Black or African American",14.4
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","ELL","*"
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","Eligible For Free Lunch",10.4
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","Female",7.8
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","Grade   6",4.6
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","Grade   7",8.7
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","Grade   8",10.8
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","Hispanic/Latino of any race",6.7
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","Male",8.3
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","Non-ELL",7.9
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","Non-Special Education",7.7
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","Not Eligible For Lunch",6.1
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","School",8.0
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","Special Education",10.1
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","Two or More Races","*"
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","White",7.3
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","Eligible For Reduced Lunch","*"
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","Kindergarten","*"
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","Asian","*"
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","Black or African American","*"
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","ELL","*"
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","Eligible For Free Lunch",7.1
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","Female",4.8
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","Grade   1","*"
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","Grade   2","*"
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","Grade   3","*"
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","Grade   4","*"
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","Grade   5","*"
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","Hispanic/Latino of any race",8.1
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","Male",5.8
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","Non-ELL",5.7
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","Non-Special Education",5.5
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","Not Eligible For Lunch","*"
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","School",5.4
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","Special Education","*"
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","Two or More Races","*"
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","White","*"
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","Eligible For Reduced Lunch","*"
"Norwich Free Academy District","=""9010022""","LEAD (Life Skills, Education and Adult Development)","=""9010122""","Black or African American","*"
"Norwich Free Academy District","=""9010022""","LEAD (Life Skills, Education and Adult Development)","=""9010122""","Eligible For Free Lunch","*"
"Norwich Free Academy District","=""9010022""","LEAD (Life Skills, Education and Adult Development)","=""9010122""","Female","*"
"Norwich Free Academy District","=""9010022""","LEAD (Life Skills, Education and Adult Development)","=""9010122""","Male","*"
"Norwich Free Academy District","=""9010022""","LEAD (Life Skills, Education and Adult Development)","=""9010122""","Native Hawaiian or Other Pacific Islander","*"
"Norwich Free Academy District","=""9010022""","LEAD (Life Skills, Education and Adult Development)","=""9010122""","Non-ELL","*"
"Norwich Free Academy District","=""9010022""","LEAD (Life Skills, Education and Adult Development)","=""9010122""","Not Eligible For Lunch","*"
"Norwich Free Academy District","=""9010022""","LEAD (Life Skills, Education and Adult Development)","=""9010122""","School","*"
"Norwich Free Academy District","=""9010022""","LEAD (Life Skills, Education and Adult Development)","=""9010122""","Special Education","*"
"Norwich Free Academy District","=""9010022""","LEAD (Life Skills, Education and Adult Development)","=""9010122""","White","*"
"Norwich Free Academy District","=""9010022""","LEAD (Life Skills, Education and Adult Development)","=""9010122""","Grade 12","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","American Indian or Alaska Native",22.0
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Asian",7.1
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Black or African American",16.1
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","ELL",14.0
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Eligible For Free Lunch",23.4
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Female",16.5
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Grade   9",10.5
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Grade 10",13.2
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Grade 11",17.8
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Hispanic/Latino of any race",25.0
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Male",14.0
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Native Hawaiian or Other Pacific Islander","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Non-ELL",15.3
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Non-Special Education",14.3
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Not Eligible For Lunch",9.6
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","School",15.3
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Special Education",23.3
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Two or More Races","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","White",14.4
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Eligible For Reduced Lunch",12.2
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Grade 12",19.8
"Norwich School District","=""1040011""","Virtual Learning Academy","=""1049211""","American Indian or Alaska Native","*"
"Norwich School District","=""1040011""","Virtual Learning Academy","=""1049211""","Black or African American","*"
"Norwich School District","=""1040011""","Virtual Learning Academy","=""1049211""","Eligible For Free Lunch","*"
"Norwich School District","=""1040011""","Virtual Learning Academy","=""1049211""","Female","*"
"Norwich School District","=""1040011""","Virtual Learning Academy","=""1049211""","Grade   8","*"
"Norwich School District","=""1040011""","Virtual Learning Academy","=""1049211""","Grade   9","*"
"Norwich School District","=""1040011""","Virtual Learning Academy","=""1049211""","Grade 10","*"
"Norwich School District","=""1040011""","Virtual Learning Academy","=""1049211""","Grade 11","*"
"Norwich School District","=""1040011""","Virtual Learning Academy","=""1049211""","Hispanic/Latino of any race","*"
"Norwich School District","=""1040011""","Virtual Learning Academy","=""1049211""","Male","*"
"Norwich School District","=""1040011""","Virtual Learning Academy","=""1049211""","Non-ELL","*"
"Norwich School District","=""1040011""","Virtual Learning Academy","=""1049211""","Non-Special Education","*"
"Norwich School District","=""1040011""","Virtual Learning Academy","=""1049211""","Not Eligible For Lunch","*"
"Norwich School District","=""1040011""","Virtual Learning Academy","=""1049211""","School","*"
"Norwich School District","=""1040011""","Virtual Learning Academy","=""1049211""","Special Education","*"
"Norwich School District","=""1040011""","Virtual Learning Academy","=""1049211""","Two or More Races","*"
"Norwich School District","=""1040011""","Virtual Learning Academy","=""1049211""","White","*"
"Norwich School District","=""1040011""","Virtual Learning Academy","=""1049211""","Grade 12","*"
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""","American Indian or Alaska Native","*"
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""","Black or African American","*"
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""","ELL","*"
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""","Eligible For Free Lunch","*"
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""","Female","*"
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""","Grade   1","*"
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""","Grade   2","*"
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""","Grade   3","*"
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""","Grade   4","*"
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""","Grade   5","*"
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""","Grade   6","*"
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""","Hispanic/Latino of any race","*"
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""","Male","*"
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""","Non-ELL","*"
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""","School","*"
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""","Special Education","*"
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""","Two or More Races","*"
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""","White","*"
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""","Eligible For Reduced Lunch","*"
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","Kindergarten",15.7
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","American Indian or Alaska Native","*"
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","Asian","*"
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","Black or African American",8.2
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","ELL",5.7
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","Eligible For Free Lunch",11.8
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","Female",10.6
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","Grade   1",9.4
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","Grade   2","*"
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","Grade   3","*"
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","Grade   4",10.4
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","Grade   5","*"
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","Hispanic/Latino of any race",10.0
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","Male",8.2
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","Non-ELL",11.0
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","Non-Special Education",9.4
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","Not Eligible For Lunch",0.0
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","School",9.4
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","Special Education","*"
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","Two or More Races",17.6
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","White","*"
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","Eligible For Reduced Lunch","*"
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""","American Indian or Alaska Native","*"
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""","Asian","*"
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""","Black or African American",8.9
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""","ELL",9.0
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""","Eligible For Free Lunch",18.3
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""","Female",15.7
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""","Grade   6",12.3
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""","Grade   7",14.7
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""","Grade   8",16.7
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""","Hispanic/Latino of any race",14.4
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""","Male",13.5
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""","Non-ELL",15.2
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""","Non-Special Education",14.5
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""","Not Eligible For Lunch",9.0
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""","School",14.6
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""","Special Education",14.9
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""","Two or More Races",16.3
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""","White",17.8
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""","Eligible For Reduced Lunch","*"
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""","Kindergarten",22.7
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""","American Indian or Alaska Native","*"
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""","Asian","*"
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""","Black or African American",10.6
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""","ELL",18.2
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""","Eligible For Free Lunch",15.5
