"Chronic Absenteeism, Trend"
"State of Connecticut, All Schools, All Students"

"",,,"% Chronically Absent",,,,
"Ledyard School District","Ledyard Center School","=""0720111""",4.5,7.4,5.4,0.0,4.0
"Ledyard School District","Ledyard High School","=""0726111""",15.4,7.3,6.7,6.6,12.4
"Lisbon School District","Community Connection - The Big Picture High School","=""0736011""",24.0,"*","N/A","N/A","N/A"
"Lisbon School District","Lisbon Central School","=""0730111""",4.8,6.2,4.6,6.3,4.8
"Litchfield School District","Center School","=""0740211""",4.0,7.0,4.8,2.4,14.4
"Litchfield School District","Litchfield Intermediate School","=""0740311""",5.0,4.7,4.9,4.7,3.7
"Litchfield School District","Litchfield High School","=""0746111""",8.7,9.1,9.8,8.4,11.5
"Litchfield School District","Litchfield Middle School","=""0746011""","N/A","N/A","N/A","N/A","*"
"Madison School District","Kathleen H. Ryerson Elementary School","=""0760311""",2.4,3.1,2.4,4.1,"*"
"Madison School District","Island Avenue Elementary School","=""0760211""","*",4.4,2.0,0.0,0.0
"Madison School District","J. Milton Jeffrey Elementary School","=""0760111""",2.7,3.5,"*",2.9,"*"
"Madison School District","Dr. Robert H. Brown Middle School","=""0760611""",2.9,4.7,4.0,3.3,2.9
"Madison School District","Walter C. Polson Upper Middle School","=""0765211""",4.6,5.7,4.3,5.8,3.6
"Madison School District","Daniel Hand High School","=""0766111""",5.5,2.1,1.0,1.9,1.3
"Manchester School District","Nathan Hale School","=""0770911""",20.8,"N/A","N/A","N/A","N/A"
"Manchester School District","Manchester Transition Center","=""0779111""","*","*","*","*","*"
"Manchester School District","Manchester Regional Academy","=""0779011""",55.2,55.4,52.5,45.9,52.3
"Manchester School District","Martin School","=""0771611""",6.0,8.6,8.1,8.3,5.5
"Manchester School District","Washington School","=""0771411""",8.2,16.6,18.9,14.6,14.6
"Manchester School District","Keeney School","=""0770611""",6.2,8.1,8.5,7.6,8.2
"Manchester School District","Verplanck School","=""0771211""",10.7,11.6,13.6,13.7,9.6
"Manchester School District","Robertson School","=""0771011""",11.6,8.4,9.4,9.9,4.4
"Manchester School District","Waddell School","=""0771311""",8.0,6.4,6.8,6.0,8.3
"Manchester School District","Bowers School","=""0770111""",8.1,8.9,11.1,11.4,6.7
"Manchester School District","Buckley School","=""0770311""",6.6,5.7,4.9,7.3,9.0
"Manchester School District","Elisabeth M. Bennet Academy","=""0771711""",10.6,8.6,12.4,8.5,12.9
"Manchester School District","Illing Middle School","=""0775311""",12.0,13.2,14.0,10.6,11.3
"Manchester School District","Manchester High School","=""0776111""",47.4,19.6,13.9,17.6,24.3
"Manchester School District","Highland Park School","=""0770411""","N/A",7.6,7.4,11.9,7.1
"Manchester School District","New Horizons","=""0770711""","N/A","N/A","N/A",70.6,73.1
"Manchester School District","Bentley Alternative Education Program","=""0770211""","N/A","N/A","N/A",60.7,62.1
"Manchester School District","Elementary Site 2","=""0771111""","N/A","N/A","N/A","N/A","*"
"Mansfield School District","Dorothy C. Goodwin School","=""0780211""","*",3.2,4.0,"*",4.0
"Mansfield School District","Southeast Elementary School","=""0780511""",5.3,8.4,6.5,4.4,7.3
"Mansfield School District","Annie E. Vinton School","=""0780411""",5.3,6.8,5.2,5.9,5.3
"Mansfield School District","Mansfield Middle School School","=""0785111""",5.9,5.7,2.4,5.0,4.4
"Marlborough School District","Elmer Thienes-Mary Hall Elementary School","=""0790111""",4.1,3.6,2.0,5.0,3.6
"Meriden School District","Nathan Hale School","=""0800711""",10.9,12.5,11.5,10.4,7.6
"Meriden School District","Thomas Hooker School","=""0801011""",6.4,4.9,6.6,7.1,4.4
"Meriden School District","Benjamin Franklin School","=""0800111""",11.7,10.4,10.1,10.0,6.7
"Meriden School District","Hanover School","=""0800311""",10.5,14.0,8.6,8.3,6.0
"Meriden School District","Roger Sherman School","=""0800811""",6.3,10.0,10.8,14.4,12.9
"Meriden School District","John Barry School","=""0800511""",12.3,17.3,17.6,20.9,9.2
"Meriden School District","Israel Putnam School","=""0800411""",13.2,10.7,12.1,11.8,9.1
"Meriden School District","Casimir Pulaski School","=""0801111""",13.4,11.1,8.8,12.4,6.3
"Meriden School District","Lincoln Middle School","=""0805211""",18.2,17.8,13.2,16.4,11.6
"Meriden School District","Washington Middle School","=""0805411""",11.8,19.3,17.5,20.9,16.7
"Meriden School District","Orville H. Platt High School","=""0806211""",13.4,27.4,25.7,22.7,19.0
"Meriden School District","Francis T. Maloney High School","=""0806111""",12.0,17.5,21.4,20.6,16.2
"Meriden School District","Community Classroom Collaborative-Meriden School District","=""0800211""","N/A","N/A","N/A","*","*"
"Meriden School District","Steps-Meriden School District","=""0801211""","N/A","N/A","N/A",57.1,40.0
"Meriden School District","STEP-Meriden School District","=""0800911""","N/A","N/A","N/A","*","*"
"Meriden School District","STARS-Meriden School District","=""0800611""","N/A","N/A","N/A",27.3,15.8
"Meriden School District","Venture Academy-Meriden School District","=""0801311""","N/A","N/A","N/A",96.1,93.3
"Meriden School District","Success Academy","=""0801411""","N/A","N/A","N/A","N/A",51.7
"Middletown School District","Transition to Life Center","=""0839111""","*","*","*",45.8,59.3
"Middletown School District","Snow School","=""0831111""",5.3,7.7,7.8,5.0,3.9
"Middletown School District","MacDonough School","=""0830911""",8.6,8.3,11.0,6.6,6.3
"Middletown School District","Bielefield School","=""0830211""",5.9,5.2,8.1,6.0,4.4
"Middletown School District","Wesley School","=""0831411""",6.7,4.3,6.1,3.9,4.6
"Middletown School District","Moody School","=""0831211""",2.7,3.5,2.8,3.0,"*"
"Middletown School District","Spencer School","=""0830111""",2.1,2.3,4.4,4.7,3.4
"Middletown School District","Lawrence School","=""0831311""",7.4,11.2,7.0,6.8,"*"
"Middletown School District","Keigwin Middle School","=""0831511""",9.4,13.0,1.9,"*",10.1
"Middletown School District","Farm Hill School","=""0830511""",10.0,12.3,11.5,5.2,4.4
"Middletown School District","Woodrow Wilson Middle School","=""0835411""",12.5,10.6,14.9,13.3,6.2
"Middletown School District","Middletown High School","=""0836211""",21.2,18.3,13.4,14.0,14.9
"Middletown School District","ICM - Lawrence","=""0830711""","N/A","N/A","N/A","*","*"
"Middletown School District","ICM - Wesley","=""0830811""","N/A","N/A","N/A","*","*"
"Middletown School District","ICM - Farm Hill","=""0830611""","N/A","N/A","N/A","*","*"
"Middletown School District","ICM - Macdonough","=""0831011""","N/A","N/A","N/A","*","N/A"
"Middletown School District","ICM- Woodrow Wilson Middle School","=""0830411""","N/A","N/A","N/A","*","*"
"Middletown School District","OASIS","=""0830311""","N/A","N/A","N/A","*","*"
"Middletown School District","MHS - Alternative Education Program 1","=""0831811""","N/A","N/A","N/A","*","*"
"Middletown School District","MHS - Alternative Education Program 2","=""0831911""","N/A","N/A","N/A","*","*"
"Middletown School District","Virtual Learning Academy - MHS","=""0831711""","N/A","N/A","N/A","*","*"
"Middletown School District","Evening Program - MHS","=""0831611""","N/A","N/A","N/A","*","*"
"Middletown School District","ICM - Spencer","=""0832011""","N/A","N/A","N/A","N/A","*"
"Middletown School District","MHS- Alternative Education Program 3","=""0832211""","N/A","N/A","N/A","N/A","*"
"Middletown School District","STEM - Macdonough","=""0832111""","N/A","N/A","N/A","N/A","*"
"Milford School District","Orange Avenue School","=""0840811""",4.4,7.0,6.0,4.4,3.1
"Milford School District","Live Oaks School","=""0841611""",5.3,4.8,5.4,4.6,4.4
"Milford School District","Calf Pen Meadow School","=""0840111""",5.2,5.3,3.6,"*",2.4
"Milford School District","Orchard Hills School","=""0841811""",2.7,4.3,3.5,4.6,4.3
"Milford School District","Pumpkin Delight School","=""0841011""",7.5,4.9,5.6,5.4,7.7
"Milford School District","Mathewson School","=""0841711""",4.8,10.4,5.4,7.3,2.9
"Milford School District","J. F. Kennedy School","=""0841911""",7.3,12.3,7.6,7.8,2.7
"Milford School District","Meadowside School","=""0840711""",2.1,4.7,2.6,4.1,7.4
"Milford School District","East Shore Middle School","=""0845111""",8.0,10.3,7.2,6.2,4.2
"Milford School District","West Shore Middle School","=""0845311""",9.7,12.8,10.3,5.8,7.4
"Milford School District","Harborside Middle School","=""0845211""",7.5,8.8,6.5,5.1,4.3
"Milford School District","Joseph A. Foran High School","=""0846311""",15.1,15.9,18.4,13.5,9.4
"Milford School District","Jonathan Law High School","=""0846211""",25.1,27.7,23.6,13.8,13.3
"Milford School District","The Academy","=""0840311""","N/A","N/A","N/A",93.8,75.0
"Monroe School District","Monroe Elementary School","=""0850111""",2.4,2.4,2.8,"*",0.0
"Monroe School District","Stepney Elementary School","=""0850311""",3.3,2.8,2.1,2.8,1.6
"Monroe School District","Fawn Hollow Elementary School","=""0850511""",2.3,2.3,"*",2.3,1.8
"Monroe School District","Jockey Hollow School","=""0855211""",8.3,6.3,4.8,3.6,3.8
"Monroe School District","Masuk High School","=""0856111""",8.6,9.9,5.6,2.6,2.9
"Monroe School District","REAL","=""0850411""","N/A","N/A","N/A","*","N/A"
"Monroe School District","Masuk Alternative Program","=""0850211""","N/A","N/A","N/A","*","*"
"Montville School District","Palmer Academy","=""0869011""",56.5,64.0,45.8,52.0,64.0
"Montville School District","Oakdale School","=""0860511""",5.4,4.9,4.0,2.9,3.0
"Montville School District","Dr. Charles E. Murphy School","=""0860711""",6.5,3.3,4.2,2.9,2.0
"Montville School District","Mohegan School","=""0860111""",6.2,5.3,5.6,3.1,2.4
"Montville School District","Leonard J. Tyl Middle School","=""0865111""",6.5,6.3,7.0,6.5,6.7
"Montville School District","Montville High School","=""0866111""",11.1,8.9,9.1,9.7,9.6
"Naugatuck School District","Andrew Avenue School","=""0880811""",10.1,10.1,7.1,2.4,8.1
"Naugatuck School District","Salem School","=""0880611""",8.6,8.2,10.3,12.7,9.0
"Naugatuck School District","Central Avenue School","=""0880111""",11.0,"N/A","N/A","N/A","N/A"
"Naugatuck School District","Cross Street Intermediate School","=""0880211""",9.2,9.5,8.5,8.4,8.4
"Naugatuck School District","Western School","=""0880711""",6.7,7.7,5.4,6.6,6.3
"Naugatuck School District","Hop Brook Elementary School","=""0880511""",9.0,12.7,7.3,7.0,8.2
"Naugatuck School District","Maple Hill School","=""0880311""",8.5,1.7,7.1,4.8,4.7
"Naugatuck School District","Hillside Intermediate School","=""0880411""",10.9,12.2,6.4,11.4,6.5
"Naugatuck School District","City Hill Middle School","=""0885111""",10.3,15.7,13.0,12.5,11.7
"Naugatuck School District","Naugatuck High School","=""0886111""",20.0,22.9,25.3,16.3,18.3
"Naugatuck School District","Genesis Academy","=""0880911""","N/A","N/A","N/A","N/A","*"
"New Beginnings Inc., Family Academy District","New Beginnings Inc., Family Academy","=""2800113""",8.1,9.3,9.8,"N/A","N/A"
"New Beginnings Inc., Family Academy District","New Beginnings Inc Family Academy","=""2800113""","N/A","N/A","N/A",17.1,7.4
"New Britain School District","Hartford Detention Center","=""3480315""","N/A","N/A","N/A","N/A","*"
"New Britain School District","CLIMB","=""0899411""",0.0,"*",52.0,34.6,"*"
"New Britain School District","New Britain Transition Center","=""0899011""",47.8,41.5,0.0,0.0,50.0
"New Britain School District","Alternative Center School","=""0899111""",68.7,72.2,0.0,"*",71.2
"New Britain School District","House of Arts Letters and Science (HALS)  Academy","=""0895411""",5.4,6.7,4.2,"*","*"
"New Britain School District","Northend School","=""0890911""",11.2,4.7,11.5,17.1,9.3
"New Britain School District","Gaffney School","=""0890511""",22.7,20.9,12.6,13.0,6.4
"New Britain School District","Holmes School","=""0890611""",16.8,11.7,8.2,10.8,10.7
"New Britain School District","Roosevelt Middle School","=""0895111""",25.6,72.9,23.3,"N/A","N/A"
"New Britain School District","Jefferson School","=""0890711""",15.2,9.3,6.3,5.9,4.0
"New Britain School District","Chamberlain  Elementary School","=""0890311""",31.2,26.4,15.2,14.3,10.8
"New Britain School District","Pulaski Middle School","=""0895311""",28.1,17.6,22.4,24.8,17.5
"New Britain School District","Smith School","=""0891311""",16.8,13.1,7.1,11.1,5.0
"New Britain School District","Vance School","=""0891511""",12.3,10.0,10.2,10.8,10.3
"New Britain School District","Lincoln School","=""0890811""",18.6,13.4,15.2,15.3,13.1
"New Britain School District","Smalley Academy","=""0891211""",24.7,23.9,16.2,16.3,17.0
"New Britain School District","Slade Middle School","=""0895211""",18.8,16.2,18.0,22.0,20.6
"New Britain School District","Frank J. DiLoreto School","=""0891111""",25.9,9.7,11.4,6.9,8.4
"New Britain School District","New Britain High School","=""0896111""",44.3,43.1,36.2,39.3,33.3
"New Britain School District","Sunrise Intermediate","=""0890411""","N/A","N/A","N/A","N/A","*"
"New Britain School District","KEY Middle","=""0891711""","N/A","N/A","N/A","N/A","*"
"New Britain School District","Behavior Support","=""0891011""","N/A","N/A","N/A","N/A","*"
"New Britain School District","Sunrise Primary","=""0890211""","N/A","N/A","N/A","N/A","*"
"New Britain School District","Steps","=""0891811""","N/A","N/A","N/A","N/A",25.0
"New Britain School District","KEY Elementary","=""0891611""","N/A","N/A","N/A","N/A",29.3
"New Canaan School District","West School","=""0900311""",4.4,5.9,"*",2.5,2.4
"New Canaan School District","East School","=""0900411""",2.7,4.3,3.7,"*",2.0
"New Canaan School District","South School","=""0900211""",1.9,5.2,"*","*","*"
"New Canaan School District","Saxe Middle School","=""0905111""",4.3,4.9,3.6,2.9,2.1
"New Canaan School District","New Canaan High School","=""0906111""",20.8,2.7,3.0,4.4,3.3
"New Fairfield School District","Consolidated School","=""0910111""",6.3,4.2,4.3,2.7,2.8
"New Fairfield School District","Meeting House Hill School","=""0910211""",2.7,3.2,1.6,2.5,2.7
"New Fairfield School District","New Fairfield Middle School","=""0915211""",8.9,7.2,4.6,4.5,4.8
"New Fairfield School District","New Fairfield High School","=""0916111""",11.1,7.6,6.1,1.7,2.5
"New Fairfield School District","Alternative Learning Center","=""0910311""","N/A","N/A","N/A","*","*"
"New Fairfield School District","Day Alternative Learning Program","=""0910411""","N/A","N/A","N/A","*","N/A"
"New Hartford School District","New Hartford Elementary School","=""0920211""","*","*","*","*","*"
"New Hartford School District","Bakerville Consolidated School","=""0920111""",6.8,5.4,5.0,"*","*"
"New Hartford School District","Ann Antolini School","=""0920311""",5.1,4.7,5.6,3.0,3.7
"New Hartford School District","Bridges II at Ann Antolini School","=""0920411""","N/A","N/A","N/A","*","N/A"
"New Haven School District","Edgewood School","=""0931211""",3.4,4.5,9.9,7.1,8.7
"New Haven School District","Nathan Hale School","=""0931411""",10.0,11.8,13.7,15.1,9.7
"New Haven School District","Polly T. McCabe Center","=""0939211""",94.4,83.3,"*","*","*"
"New Haven School District","Domus Academy","=""0935611""",52.0,50.0,64.1,77.1,67.4
"New Haven School District","Riverside Education Academy","=""0939111""",66.4,57.9,78.5,58.6,75.9
"New Haven School District","Hyde School of Health, Science and Sports Medicine","=""0936811""",22.9,19.5,37.8,44.0,35.3
"New Haven School District","West Rock Authors Academy","=""0934911""",10.9,9.5,29.9,31.3,21.3
"New Haven School District","New Haven Academy","=""0937011""",19.2,24.5,46.9,15.5,22.2
"New Haven School District","High School In The Community","=""0936611""",40.0,29.4,36.6,42.3,32.9
"New Haven School District","Engineering - Science University Magnet School","=""0931711""",4.7,6.0,12.1,12.3,13.6
"New Haven School District","Katherine Brennan/Clarence Rogers School","=""0932111""",12.9,11.9,21.2,24.9,19.3
"New Haven School District","Metropolitan Business Academy","=""0936011""",18.2,22.2,30.9,26.0,21.4
"New Haven School District","Sound School","=""0936711""",11.4,16.9,16.2,19.3,12.7
"New Haven School District","Wexler/Grant Community School","=""0933211""",16.5,13.1,29.6,32.5,20.0
"New Haven School District","Lincoln-Bassett School","=""0932011""",22.2,19.3,29.9,30.0,19.5
"New Haven School District","Celentano BioTech, Health and Medical Magnet School","=""0934811""",33.8,10.2,13.6,28.3,17.7
"New Haven School District","Beecher School","=""0930311""",16.8,12.8,23.9,24.3,22.5
"New Haven School District","East Rock Community Magnet School","=""0934611""",16.9,12.9,21.7,24.1,17.1
"New Haven School District","Worthington Hooker School","=""0933811""",5.5,5.0,9.2,11.4,5.8
"New Haven School District","Christopher Columbus Academy","=""0934111""",12.0,8.0,14.1,"N/A","N/A"
"New Haven School District","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""",29.6,13.6,30.7,28.5,19.2
"New Haven School District","Hill Central Music Academy","=""0930711""",26.2,12.1,28.3,24.9,19.7
"New Haven School District","Davis 21st Century Magnet Elementary School","=""0930911""",6.4,5.7,11.3,8.2,6.2
"New Haven School District","John C. Daniels","=""0931311""",8.4,8.5,14.2,13.8,11.9
"New Haven School District","Truman School","=""0932911""",23.0,15.3,21.2,20.5,16.9
"New Haven School District","Bishop Woods School","=""0934311""",18.0,9.7,23.5,24.1,11.8
"New Haven School District","Betsy Ross Arts Magnet School","=""0935511""",11.9,8.2,12.0,13.7,13.7
"New Haven School District","Benjamin Jepson Magnet School","=""0931811""",9.6,7.6,13.0,12.9,9.7
"New Haven School District","Barnard Environmental Magnet School","=""0930211""",8.1,6.5,14.8,14.0,16.2
"New Haven School District","John S. Martinez School","=""0930811""",14.2,8.3,23.7,25.0,11.7
"New Haven School District","King/Robinson Magnet School","=""0933011""",10.9,12.5,20.0,18.6,13.2
"New Haven School District","Ross/Woodward School","=""0931011""",9.9,6.5,13.0,17.0,12.7
"New Haven School District","Mauro-Sheridan Magnet School","=""0931911""",7.9,7.5,13.6,18.1,10.8
"New Haven School District","Augusta Lewis Troup School","=""0931511""",19.8,10.9,18.6,29.1,29.5
"New Haven School District","Clinton Avenue School","=""0930611""",20.2,15.2,29.4,23.2,18.7
"New Haven School District","Clemente Leadership Academy","=""0934211""",27.7,24.1,37.3,37.2,21.5
"New Haven School District","Conte/West Hills Magnet School","=""0933111""",5.6,6.7,14.1,17.6,14.3
"New Haven School District","Cooperative High School","=""0936411""",23.0,14.6,27.0,24.1,13.5
"New Haven School District","Hill Regional Career High School","=""0936311""",17.6,13.5,21.9,25.3,21.1
"New Haven School District","Fair Haven School","=""0931611""",16.8,14.0,21.9,26.0,18.6
"New Haven School District","James Hillhouse High School","=""0936211""",39.8,32.9,45.4,44.6,39.0
"New Haven School District","Wilbur Cross High School","=""0936111""",55.4,52.4,47.6,50.5,41.6
"New Haven School District","Quinnipiac Real World Math STEM School","=""0933511""","N/A",10.2,29.4,23.0,11.0
"New Haven School District","Blake Street Leadership Academy (STEP)","=""0932411""","N/A","N/A","N/A",87.0,"*"
"New Haven School District","New Light High School","=""0932611""","N/A","N/A","N/A",91.9,74.6
"New Haven School District","New Horizons High School","=""0932211""","N/A","N/A","N/A",94.4,88.9
"New Haven School District","Columbus Family Academy","=""0934111""","N/A","N/A","N/A",17.0,9.8
"New Haven School District","NHPS Self Contained Intellectually Disabled","=""0935011""","N/A","N/A","N/A","N/A","*"
"New Haven School District","Off-Campus Classroom Program (OCC)","=""0937311""","N/A","N/A","N/A","N/A",27.5
"New Haven School District","NHPS Self Contained Autism","=""0934411""","N/A","N/A","N/A","N/A",31.7
"New Haven School District","NHPS Self Contained Multi-Handicapped","=""0934511""","N/A","N/A","N/A","N/A",63.4
"New London School District","Jennings School","=""0950311""",23.1,17.0,20.4,19.6,17.4
"New London School District","New London Clinical Day Program","=""0959111""",76.2,54.5,"N/A","N/A","N/A"
"New London School District","Harbor School","=""0950211""",17.0,"N/A","N/A","N/A","N/A"
"New London School District","Nathan Hale Arts Magnet School","=""0950911""",20.4,20.0,5.0,16.0,15.8
"New London School District","Winthrop STEM Elementary Magnet School","=""0950811""",42.8,21.8,39.0,20.6,14.8
"New London School District","Bennie Dover Jackson Middle School","=""0955111""",22.6,13.5,12.9,15.9,13.1
"New London School District","New London High School","=""0956111""",27.1,20.1,24.4,17.6,17.4
"New London School District","Early Childhood Center at Harbor","=""0950611""","N/A","N/A","N/A",25.8,27.8
"New Milford School District","Litchfield Hills Transition Center","=""0969011""","*","*","*","*","*"
"New Milford School District","John Pettibone School","=""0960711""",7.7,4.1,1.9,2.4,"N/A"
"New Milford School District","Hill And Plain School","=""0960511""",6.8,6.6,6.3,7.1,5.4
"New Milford School District","Northville Elementary School","=""0960811""",8.7,4.6,6.0,4.3,6.2
"New Milford School District","Schaghticoke Middle School","=""0965211""",9.0,9.9,7.6,6.0,4.4
"New Milford School District","Sarah Noble Intermediate School","=""0960911""",5.5,6.7,4.9,3.3,3.2
"New Milford School District","New Milford High School","=""0966111""",17.0,14.9,15.5,10.2,8.1
"Newington School District","Elizabeth Green School","=""0940211""",2.1,"*",3.5,3.3,2.1
"Newington School District","Ruth Chaffee School","=""0940711""",4.6,"*",3.3,3.2,2.7
"Newington School District","John Paterson School","=""0940811""",3.0,1.4,3.2,5.6,2.5
"Newington School District","Anna Reynolds School","=""0940611""",3.9,"*",2.3,2.7,2.7
"Newington School District","Martin Kellogg Middle School","=""0945111""",4.9,3.3,4.4,2.6,2.4
"Newington School District","John Wallace Middle School","=""0945311""",4.7,2.8,3.0,1.9,1.8
"Newington School District","Newington High School","=""0946111""",5.5,6.5,14.2,13.2,10.0
"Newtown School District","STARR","=""0979011""","*","*","*","*","*"
"Newtown School District","Head O'Meadow Elementary School","=""0970411""",2.9,6.1,3.9,1.9,4.7
"Newtown School District","Hawley Elementary School","=""0970111""",3.1,1.9,2.9,"*",2.2
"Newtown School District","Middle Gate Elementary School","=""0970311""",3.0,5.6,4.8,3.6,3.8
"Newtown School District","Sandy Hook Elementary School","=""0970211""",2.2,4.8,6.3,3.8,2.1
"Newtown School District","Reed Intermediate School","=""0970511""",2.7,4.9,3.8,2.0,3.0
"Newtown School District","Newtown Middle School","=""0975111""",4.2,8.4,7.1,6.5,5.7
"Newtown School District","Newtown High School","=""0976111""",1.6,3.1,2.8,3.8,5.3
"Norfolk School District","Bridges II","=""0989211""","*","*","*","N/A","N/A"
"Norfolk School District","Botelle Elementary School","=""0980111""",11.3,11.9,5.9,"*","*"
"North Branford School District","Jerome Harrison School","=""0990411""",4.9,3.9,3.6,2.3,"*"
"North Branford School District","Totoket Valley Elementary School","=""0990611""",1.2,2.9,1.7,3.0,3.5
"North Branford School District","North Branford Intermediate School","=""0995111""",5.1,6.6,5.3,4.8,3.5
"North Branford School District","North Branford High School","=""0996111""",41.0,35.4,7.4,4.6,8.8
"North Branford School District","School to Work Program","=""0999011""","N/A","*","*","*","*"
"North Canaan School District","North Canaan Elementary School","=""1000111""",12.8,14.8,6.1,6.0,5.7
"North Haven School District","Green Acres Elementary School","=""1010711""",2.9,5.2,5.6,5.6,3.1
"North Haven School District","Montowese Elementary School","=""1010211""",2.1,4.4,4.4,2.6,"*"
"North Haven School District","Clintonville Elementary School","=""1010811""",3.8,7.3,5.6,5.4,2.6
"North Haven School District","Ridge Road Elementary School","=""1010311""",4.5,5.5,4.7,2.3,3.5
"North Haven School District","North Haven Middle School","=""1015211""",6.7,7.3,7.3,10.1,8.0
"North Haven School District","North Haven High School","=""1016111""",12.5,16.7,14.3,42.0,2.3
"North Haven School District","North Haven Transition Partnership","=""1010111""","N/A","N/A","N/A","*","*"
"North Stonington School District","Wheeler Middle School","=""1025111""",10.9,13.4,7.7,"*",4.5
"North Stonington School District","Wheeler High School","=""1026111""",16.7,20.1,17.3,5.1,5.3
"North Stonington School District","North Stonington Elementary School","=""1020111""",4.1,4.9,0.0,0.0,3.6
"Norwalk School District","Norwalk Pathways Academy at Briggs","=""1036311""",95.2,82.1,80.3,43.7,69.2
"Norwalk School District","Columbus Magnet School","=""1030311""",2.6,4.1,3.4,2.8,4.0
"Norwalk School District","Wolfpit School","=""1032411""",4.9,5.3,3.6,5.4,7.0
"Norwalk School District","Tracey School","=""1031411""",4.9,8.7,4.7,9.0,8.7
"Norwalk School District","Silvermine Elementary School","=""1032311""",8.7,9.5,8.4,10.4,6.7
"Norwalk School District","Naramake Elementary School","=""1032111""",2.1,4.2,2.8,3.9,6.1
"Norwalk School District","Roton Middle School","=""1035511""",12.8,12.9,11.2,6.6,5.6
"Norwalk School District","Cranbury Elementary School","=""1030411""",3.8,5.3,4.6,4.1,5.6
"Norwalk School District","Rowayton School","=""1031311""",4.8,6.8,8.3,6.9,5.1
"Norwalk School District","Brookside Elementary School","=""1030211""",4.6,4.5,5.0,6.7,4.4
"Norwalk School District","Fox Run Elementary School","=""1032011""",7.5,8.9,7.4,6.8,6.0
"Norwalk School District","Marvin Elementary School","=""1032211""",6.8,5.5,5.6,4.5,4.1
"Norwalk School District","Kendall Elementary School","=""1030811""",6.4,8.2,8.5,7.5,7.4
"Norwalk School District","Jefferson Magnet School","=""1030711""",6.8,9.1,7.2,12.7,7.3
"Norwalk School District","Nathan Hale Middle School","=""1035211""",12.3,14.8,8.9,8.6,6.9
"Norwalk School District","Ponus Ridge Middle School","=""1035311""",18.4,19.2,23.1,12.3,9.0
"Norwalk School District","West Rocks Middle School","=""1035411""",12.6,9.2,9.8,8.0,8.7
"Norwalk School District","Norwalk High School","=""1036111""",19.0,17.1,16.5,8.9,18.3
"Norwalk School District","Brien McMahon High School","=""1036211""",17.4,14.5,13.6,8.6,15.7
"Norwich Free Academy District","Norwich Free Academy","=""9016122""",10.7,11.5,31.0,15.3,10.2
"Norwich Free Academy District","LEAD (Life Skills, Education and Adult Development)","=""9010122""","N/A","N/A","N/A","*","*"
"Norwich Free Academy District","Alternative Pathways to Success","=""9010322""","N/A","N/A","N/A","N/A","*"
"Norwich Free Academy District","Night School","=""9010222""","N/A","N/A","N/A","N/A","*"
"Norwich School District","Virtual Learning Academy","=""1049211""","N/A","*","*","*","*"
"Norwich School District","Hickory Street School","=""1049011""","*","*","*","*","N/A"
"Norwich School District","Deborah-Tennant Zinewicz  School","=""1049111""",51.3,61.8,70.4,"N/A","N/A"
"Norwich School District","Thames River Academy","=""1046111""",81.8,"N/A","N/A","N/A","N/A"
"Norwich School District","Wequonnoc Magnet School","=""1041511""",14.7,11.8,15.0,14.0,7.1
"Norwich School District","Thomas W. Mahan School","=""1041711""",6.4,7.6,6.7,8.2,2.3
"Norwich School District","Uncas Network School","=""1041911""",17.4,17.9,14.9,12.3,8.8
"Norwich School District","Veterans' Memorial School","=""1041811""",10.5,11.3,13.0,10.7,12.3
"Norwich School District","Samuel Huntington School","=""1040811""",11.5,9.1,10.9,10.4,4.7
"Norwich School District","John B. Stanton Network School","=""1041411""",10.7,11.0,9.4,9.4,8.0
"Norwich School District","Moriarty Magnet School","=""1042011""",14.9,18.4,19.0,11.9,10.4
"Norwich School District","Teachers' Memorial Middle School","=""1045211""",11.0,9.7,14.3,12.8,8.1
"Norwich School District","Kelly Middle School","=""1045111""",14.3,13.2,15.7,14.6,9.6
"Norwich School District","IRS Program at Uncas","=""1040711""","N/A","N/A","N/A","N/A","*"
"Norwich School District","IRS Program at Moriarty","=""1040911""","N/A","N/A","N/A","N/A","*"
"Norwich School District","ABA Autism Program","=""1040411""","N/A","N/A","N/A","N/A","*"
"Norwich School District","Special Needs Program","=""1040511""","N/A","N/A","N/A","N/A","*"
"Odyssey Community School District","Odyssey Community School","=""2635113""",8.9,9.4,11.7,7.2,4.3
"Old Saybrook School District","Kathleen E. Goodwin School","=""1060211""",4.7,5.0,3.7,1.9,4.2
"Old Saybrook School District","Old Saybrook Senior High School","=""1066111""",34.8,36.6,9.8,29.6,12.3
"Old Saybrook School District","Old Saybrook Middle School","=""1065211""",5.5,4.3,3.8,2.3,2.4
"Orange School District","Mary L. Tracy School","=""1070211""",8.9,9.0,7.3,4.3,"*"
"Orange School District","Turkey Hill School","=""1070411""",1.9,3.1,3.8,3.1,2.7
"Orange School District","Race Brook School","=""1070311""",4.6,5.4,4.7,2.7,3.8
"Orange School District","Peck Place School","=""1070511""",3.3,3.4,5.3,2.6,2.7
"Oxford School District","Quaker Farms School","=""1080311""",2.7,3.6,3.5,2.4,2.1
"Oxford School District","Oxford Center School","=""1080111""",4.4,4.5,3.0,2.5,1.7
"Oxford School District","Great Oak School","=""1085111""",6.2,7.7,6.3,6.5,7.7
