"Chronic Absenteeism, 2014-15"
"State of Connecticut, All Schools, All Students"

"Organization","School","School Code","% Chronically Absent"
"Rocky Hill School District","Rocky Hill High School","=""1196111""",9.1
"Salem School District","Salem Elementary School","=""1210111""",4.4
"Salisbury School District","SELC","=""1220211""","*"
"Salisbury School District","Salisbury Central School","=""1220111""",6.7
"Scotland School District","Scotland Elementary School","=""1230111""","*"
"Seymour School District","Bungay School","=""1240111""",3.4
"Seymour School District","Chatfield-LoPresti School","=""1240211""",5.0
"Seymour School District","Seymour Middle School","=""1245111""",10.2
"Seymour School District","Seymour High School","=""1246111""",5.6
"Sharon School District","TOTAL","=""1250211""","*"
"Sharon School District","Sharon Center School","=""1250111""","*"
"Shelton School District","Mohegan School","=""1260911""",5.1
"Shelton School District","Sunnyside School","=""1260611""",14.1
"Shelton School District","Booth Hill School","=""1261011""",4.1
"Shelton School District","Long Hill School","=""1260811""",11.6
"Shelton School District","Elizabeth Shelton School","=""1260511""",4.6
"Shelton School District","Perry Hill Elementary School","=""1261111""",7.1
"Shelton School District","Intermediate School","=""1265111""",7.9
"Shelton School District","Shelton High School","=""1266111""",21.8
"Sherman School District","Sherman School","=""1270111""",6.9
"Side By Side Charter School District","Side By Side Charter School","=""2700113""",9.8
"Simsbury School District","Tariffville School","=""1280311""",4.5
"Simsbury School District","Tootin' Hills School","=""1280411""",4.8
"Simsbury School District","Central School","=""1280111""",2.1
"Simsbury School District","Latimer Lane School","=""1280611""",2.7
"Simsbury School District","Squadron Line School","=""1280711""",5.0
"Simsbury School District","Henry James Memorial School","=""1285111""",4.1
"Simsbury School District","Simsbury High School","=""1286111""",7.6
"Somers School District","Mabelle B. Avery Middle School","=""1295111""",18.5
"Somers School District","Somers High School","=""1296111""",18.1
"Somers School District","Somers Elementary School","=""1290411""",2.6
"South Windsor School District","Pleasant Valley School","=""1320211""",3.4
"South Windsor School District","Project Worth Young Adult Academy","=""1329011""","*"
"South Windsor School District","Wapping Elementary School","=""1320411""",6.9
"South Windsor School District","Philip R. Smith School","=""1320111""",2.9
"South Windsor School District","Eli Terry School","=""1320711""",5.7
"South Windsor School District","Orchard Hill School","=""1320611""",5.8
"South Windsor School District","Timothy Edwards School","=""1325111""",3.6
"South Windsor School District","South Windsor High School","=""1326211""",1.1
"Southington School District","John F. Kennedy Middle School","=""1315311""",4.7
"Southington School District","Achieve","=""1311711""","*"
"Southington School District","Therapeutic Educational Alternative Model (TEAM)","=""1311611""","*"
"Southington School District","EASE","=""1310511""","*"
"Southington School District","Language Based Classroom","=""1310411""","*"
"Southington School District","Therapeutic Educational Setting (TEP)","=""1311211""","*"
"Southington School District","Language Based Classroom, Multihandicapped","=""1311811""","*"
"Southington School District","Alta","=""1310111""",64.4
"Southington School District","South End Elementary School","=""1310711""",5.7
"Southington School District","Plantsville Elementary School","=""1310611""",4.6
"Southington School District","Flanders Elementary School","=""1311311""",3.4
"Southington School District","Strong Elementary School","=""1310811""",2.9
"Southington School District","Urbin T. Kelley School","=""1311411""",2.0
"Southington School District","Hatton Elementary School","=""1310211""",3.9
"Southington School District","Thalberg Elementary School","=""1310911""",3.7
"Southington School District","Derynoski Elementary School","=""1311511""",4.8
"Southington School District","Joseph A. Depaolo Middle School","=""1315111""",7.4
"Southington School District","Southington High School","=""1316211""",6.9
"Sprague School District","Sayles School","=""1330111""",11.3
"Stafford School District","Stafford Tutoring Program","=""1340211""","*"
"Stafford School District","Staffordville School","=""1340311""",9.7
"Stafford School District","West Stafford School","=""1340411""",6.3
"Stafford School District","Stafford Middle School","=""1345211""",5.6
"Stafford School District","Stafford High School","=""1346111""",10.4
"Stafford School District","Stafford Elementary School","=""1340611""",8.2
"Stamford Academy District","Stamford Academy","=""2826013""",86.9
"Stamford School District","Individuals Achieving Independence","=""1350211""","*"
"Stamford School District","Alternate Routes To Success","=""1350411""",5.1
"Stamford School District","Dolan School","=""1355311""",26.8
"Stamford School District","K. T. Murphy School","=""1350511""",12.0
"Stamford School District","Roxbury School","=""1350911""",12.1
"Stamford School District","Cloonan School","=""1355611""",39.1
"Stamford School District","Julia A. Stark School","=""1351211""",11.2
"Stamford School District","Turn of River School","=""1355511""",30.7
"Stamford School District","Davenport Ridge School","=""1352011""",9.6
"Stamford School District","Hart School","=""1352211""",9.2
"Stamford School District","Newfield School","=""1350611""",9.5
"Stamford School District","Scofield Middle School","=""1355711""",9.1
"Stamford School District","Stillmeadow School","=""1352111""",8.5
"Stamford School District","Springdale School","=""1351111""",6.1
"Stamford School District","The Academy of Information Technology","=""1356411""",7.2
"Stamford School District","Northeast School","=""1351811""",7.3
"Stamford School District","Toquam Magnet School","=""1351911""",9.3
"Stamford School District","Westover School","=""1351411""",6.4
"Stamford School District","Rippowam Middle School","=""1355811""",12.4
"Stamford School District","Rogers International School","=""1350811""",18.9
"Stamford School District","Stamford High School","=""1356111""",13.2
"Stamford School District","Westhill High School","=""1356311""",17.8
"Sterling School District","Sterling Community School","=""1360311""",6.8
"Stonington School District","Community Classroom","=""1370811""","*"
"Stonington School District","West Broad Street School","=""1370411""",5.3
"Stonington School District","West Vine Street School","=""1370611""",14.9
"Stonington School District","Pawcatuck Middle School","=""1375111""",20.3
"Stonington School District","Mystic Middle School","=""1375211""",9.5
"Stonington School District","Deans Mill School","=""1370511""",3.6
"Stonington School District","Stonington High School","=""1376111""",4.1
"Stratford School District","Eli Whitney School","=""1381311""",5.0
"Stratford School District","Middle School STEPS 7-8","=""1381911""","*"
"Stratford School District","Franklin STEPS K-2","=""1382111""","*"
"Stratford School District","ABA Second Hill Lane","=""1380611""","*"
"Stratford School District","Intensive Need Classroom","=""1381711""","*"
"Stratford School District","High School STEPS 9-12","=""1382011""","*"
"Stratford School District","High School Sails","=""1380711""","*"
"Stratford School District","Middle School Sails","=""1381811""","*"
"Stratford School District","IPP Classroom - Johnson","=""1381111""","*"
"Stratford School District","Johnson House STEPS 3-6","=""1381211""","*"
"Stratford School District","Strive-Stratford","=""1389011""","*"
"Stratford School District","ALPHA","=""1380511""",62.5
"Stratford School District","Honeyspot School","=""1381611""",8.3
"Stratford School District","Franklin School","=""1380411""",11.4
"Stratford School District","Lordship School","=""1380811""",9.4
"Stratford School District","Wilcoxson School","=""1381411""",4.3
"Stratford School District","Stratford Academy - Johnson House","=""1381511""",6.4
"Stratford School District","Nichols School","=""1380911""",5.1
"Stratford School District","David Wooster Middle School","=""1385211""",11.3
"Stratford School District","Chapel School","=""1380311""",5.5
"Stratford School District","Harry B. Flood Middle School","=""1385311""",11.3
"Stratford School District","Second Hill Lane School","=""1381011""",6.7
"Stratford School District","Stratford High School","=""1386111""",17.7
"Stratford School District","Bunnell High School","=""1386211""",12.3
"Suffield School District","A. Ward Spaulding School","=""1390411""","*"
"Suffield School District","McAlister Intermediate School","=""1390311""",0.0
"Suffield School District","Suffield Middle School","=""1395111""",0.0
"Suffield School District","Suffield High School","=""1396111""",3.4
"The Bridge Academy District","The Bridge Academy","=""2696113""",7.7
"The Gilbert School District","The Gilbert School","=""9026122""",23.5
"Thomaston School District","Black Rock School","=""1400111""",4.7
"Thomaston School District","Thomaston Center School","=""1400211""",5.4
"Thomaston School District","Thomaston High School","=""1406211""",8.4
"Thompson School District","District Autism Program","=""1410211""","*"
"Thompson School District","Tourtellotte Memorial High School","=""1416111""",10.0
"Thompson School District","Thompson Middle School","=""1415111""",5.6
"Thompson School District","Mary R. Fisher Elementary School","=""1410111""",2.6
"Tolland School District","TALC","=""1420311""","*"
"Tolland School District","Birch Grove Primary School","=""1420111""",0.0
"Tolland School District","Tolland Intermediate School","=""1420211""",2.3
"Tolland School District","Tolland Middle School","=""1425111""",3.1
"Tolland School District","Tolland High School","=""1426111""",7.8
"Torrington School District","East School","=""1430111""",4.7
"Torrington School District","Vogel-Wetmore / Reach","=""1431711""","*"
"Torrington School District","East - The Learning Center","=""1431811""","*"
"Torrington School District","Migeon Academy","=""1431411""",45.5
"Torrington School District","Southwest School","=""1430811""",7.6
"Torrington School District","Forbes School","=""1430211""",7.2
"Torrington School District","Vogel-Wetmore School","=""1431311""",6.1
"Torrington School District","Torringford School","=""1430911""",5.6
"Torrington School District","Torrington High School","=""1436111""",17.0
"Torrington School District","Torrington Middle School","=""1435111""",13.1
"Trailblazers Academy District","Trailblazers Academy","=""2785113""",65.9
"Trumbull School District","Booth Hill School","=""1440111""",3.9
"Trumbull School District","Trumbull Alternative School","=""1440211""","*"
"Trumbull School District","REACH","=""1440511""","*"
"Trumbull School District","Tashua School","=""1440911""",3.4
"Trumbull School District","Jane Ryan School","=""1440411""",2.3
"Trumbull School District","Daniels Farm School","=""1440811""",4.2
"Trumbull School District","Middlebrook School","=""1440311""",4.5
"Trumbull School District","Frenchtown Elementary School","=""1441011""",3.1
"Trumbull School District","Hillcrest Middle School","=""1445211""",6.2
"Trumbull School District","Madison Middle School","=""1445111""",3.2
"Trumbull School District","Trumbull High School","=""1446111""",2.3
"Unified School District #1","Brooklyn Correctional Institution","=""3360215""","*"
"Unified School District #1","Enfield Correctional Institution","=""3360415""","*"
"Unified School District #1","New Haven Correctional Center","=""3360915""","*"
"Unified School District #1","Willard/Cybulski Correctional Institution","=""3361515""","*"
"Unified School District #1","Northern Correctional Institution","=""3362615""","*"
"Unified School District #1","Osborn Correctional Institution","=""3361215""","*"
"Unified School District #1","Robinson Correctional Institution","=""3361315""","*"
"Unified School District #1","Cheshire Correctional Institution","=""3360315""","*"
"Unified School District #1","Bridgeport Correctional Center","=""3360115""","*"
"Unified School District #1","Hartford Correctional Center","=""3360615""","*"
"Unified School District #1","York Correctional Institution","=""3362515""","*"
"Unified School District #1","MacDougall/Walker Correctional Institution","=""3362215""","*"
"Unified School District #1","Corrigan/Radgowski Correctional Institution","=""3362415""","*"
"Unified School District #1","Garner Correctional Institution","=""3361915""",51.7
"Unified School District #1","Manson Youth Institution","=""3361115""",30.7
"Unified School District #2","Children's Place School","=""3470115""","*"
"Unified School District #2","Riverview School","=""3470315""","*"
"Unified School District #2","Walter G. Cady School","=""3476715""","*"
"Union School District","Union Elementary School","=""1450111""",7.8
"Vernon School District","Northeast School","=""1460311""",6.2
"Vernon School District","Next Step Program (AACBP)","=""1469011""","*"
"Vernon School District","Loveland Hill School","=""1460511""","*"
"Vernon School District","Lake Street School","=""1460111""",2.8
"Vernon School District","Maple Street School","=""1460211""",10.4
"Vernon School District","Skinner Road School","=""1461011""",10.3
"Vernon School District","Center Road School","=""1461411""","*"
"Vernon School District","Vernon Center Middle School","=""1465111""",5.7
"Vernon School District","Rockville High School","=""1466111""",16.6
"Voluntown School District","Voluntown Elementary School","=""1470111""",5.8
"Wallingford School District","Highland School","=""1480211""",2.4
"Wallingford School District","Harvest Park","=""1489211""","*"
"Wallingford School District","Multi-Vocational Life Skills Program","=""1489111""","*"
"Wallingford School District","A.R.T.S. Academy","=""1489011""","*"
"Wallingford School District","Education Enhancement Program","=""1480511""",50.0
"Wallingford School District","Cook Hill School","=""1481011""",4.0
"Wallingford School District","Parker Farms School","=""1480311""",4.5
"Wallingford School District","Moses Y. Beach School","=""1480111""",3.5
"Wallingford School District","Evarts C. Stevens School","=""1480911""",4.5
"Wallingford School District","Rock Hill School","=""1480411""",4.5
"Wallingford School District","Yalesville School","=""1480811""","*"
"Wallingford School District","Pond Hill School","=""1481211""",1.7
"Wallingford School District","Dag  Hammarskjold Middle School","=""1485211""",3.5
"Wallingford School District","James H. Moran Middle School","=""1485311""",4.4
"Wallingford School District","Mark T. Sheehan High School","=""1486211""",7.7
"Wallingford School District","Lyman Hall High School","=""1486111""",7.1
"Waterbury School District","West Side Middle School","=""1515211""",18.3
"Waterbury School District","Washington School","=""1512311""",12.0
"Waterbury School District","State Street School","=""1519011""",82.1
"Waterbury School District","Enlightenment School","=""1519111""",93.9
"Waterbury School District","Regan School","=""1512811""",10.5
"Waterbury School District","Waterbury Arts Magnet School (Middle)","=""1515011""",6.2
"Waterbury School District","Wendell L. Cross School","=""1510811""",9.1
"Waterbury School District","Woodrow Wilson School","=""1513211""",18.8
"Waterbury School District","Reed School","=""1513411""",14.8
"Waterbury School District","Duggan School","=""1511611""",9.2
"Waterbury School District","Sprague School","=""1512011""",15.4
"Waterbury School District","Walsh School","=""1512211""",21.4
"Waterbury School District","Waterbury Career Academy","=""1516711""",4.4
"Waterbury School District","Carrington School","=""1512711""",9.2
"Waterbury School District","Waterbury Arts Magnet School (High)","=""1516011""",13.1
"Waterbury School District","Gilmartin School","=""1512611""",12.2
"Waterbury School District","Bunker Hill School","=""1510611""",20.8
"Waterbury School District","Hopeville School","=""1511311""",17.3
"Waterbury School District","Maloney Interdistrict Magnet School","=""1513111""",2.2
"Waterbury School District","Driggs School","=""1510911""",16.4
"Waterbury School District","F. J. Kingsbury School","=""1511411""",13.1
"Waterbury School District","Rotella Interdistrict Magnet School","=""1513311""",1.7
"Waterbury School District","Bucks Hill School","=""1510511""",16.3
"Waterbury School District","B. W. Tinker School","=""1512111""",9.3
"Waterbury School District","Margaret M. Generali Elementary School","=""1511111""",12.7
"Waterbury School District","H. S. Chase School","=""1510711""",7.8
"Waterbury School District","North End Middle School","=""1515311""",17.5
"Waterbury School District","Michael F. Wallace Middle School","=""1515111""",19.2
"Waterbury School District","Wilby High School","=""1516311""",39.7
"Waterbury School District","Crosby High School","=""1516211""",34.6
"Waterbury School District","John F. Kennedy High School","=""1516411""",27.0
"Waterford School District","Autism Class","=""1521111""","*"
"Waterford School District","Waterford High School Tutor Center","=""1521211""","*"
"Waterford School District","Great Neck Elementary School","=""1520211""","*"
"Waterford School District","Oswegatchie Elementary School","=""1520611""",4.3
"Waterford School District","Quaker Hill Elementary School","=""1520711""",6.2
"Waterford School District","Clark Lane Middle School","=""1525111""",6.3
"Waterford School District","Waterford High School","=""1526111""",7.7
"Watertown School District","Fletcher W. Judson School","=""1530311""",3.1
"Watertown School District","Polk School","=""1530411""",4.6
"Watertown School District","John Trumbull Primary School","=""1530211""",6.2
"Watertown School District","Swift Middle School","=""1535111""",4.7
"Watertown School District","Watertown High School","=""1536111""",19.0
"West Hartford School District","Smith School","=""1551711""",6.8
"West Hartford School District","Achieve","=""1559111""","*"
"West Hartford School District","REACH","=""1557311""",29.4
"West Hartford School District","Norfeldt Learning Center","=""1559411""","*"
"West Hartford School District","Braeburn Learning Center","=""1559311""","*"
"West Hartford School District","Wolcott Learning Center","=""1559611""","*"
"West Hartford School District","Whiting Lane Learning Center","=""1559511""","*"
"West Hartford School District","WAAVE (W Hartford Applied Academic/Voc'l Experience)","=""1559011""","*"
"West Hartford School District","STRIVE-West Hartford","=""1559211""",50.0
"West Hartford School District","Charter Oak International Academy","=""1550511""",5.0
"West Hartford School District","Morley School","=""1550911""",2.1
"West Hartford School District","Braeburn School","=""1550211""",5.1
"West Hartford School District","Norfeldt School","=""1551011""",3.8
"West Hartford School District","Whiting Lane School","=""1551311""",5.9
"West Hartford School District","Aiken School","=""1551611""",3.7
"West Hartford School District","Bristow Middle School","=""1555311""",1.9
"West Hartford School District","Webster Hill School","=""1551211""",6.0
"West Hartford School District","Bugbee School","=""1550411""",2.6
"West Hartford School District","Wolcott School","=""1551511""",4.7
"West Hartford School District","Duffy School","=""1550611""",2.6
"West Hartford School District","Sedgwick Middle School","=""1555211""",6.7
"West Hartford School District","King Philip Middle School","=""1555111""",4.2
"West Hartford School District","Hall High School","=""1556211""",5.4
"West Hartford School District","Conard High School","=""1556111""",6.1
"West Haven School District","Washington School","=""1561211""",16.8
"West Haven School District","Life Skills","=""1560111""","*"
"West Haven School District","PACE","=""1560211""",70.3
"West Haven School District","Edith E. Mackrille School","=""1560611""",5.4
"West Haven School District","Alma E. Pagels School","=""1560811""",11.7
"West Haven School District","Seth G. Haley School","=""1560411""",10.5
"West Haven School District","Forest School","=""1560311""",13.3
"West Haven School District","Savin Rock Community School","=""1561411""",13.1
"West Haven School District","Carrigan 5/6 Intermediate School","=""1565311""",14.6
"West Haven School District","Harry M. Bailey Middle School","=""1565111""",22.3
"West Haven School District","West Haven High School","=""1566111""",17.9
"Westbrook School District","Westbrook Middle School","=""1545111""","*"
"Westbrook School District","Daisy Ingraham School","=""1540211""",4.5
"Westbrook School District","Westbrook High School","=""1546111""",4.7
"Weston School District","Hurlbutt Elementary School","=""1570111""",4.3
"Weston School District","Weston Intermediate School","=""1570211""",4.2
"Weston School District","Weston Middle School","=""1575111""",8.9
"Weston School District","Weston High School","=""1576111""",5.2
"Westport School District","Coleytown Elementary School","=""1580311""","*"
"Westport School District","Green's Farms School","=""1580411""",1.5
"Westport School District","King's Highway Elementary School","=""1580511""",2.4
"Westport School District","Saugatuck Elementary School","=""1580811""",1.3
"Westport School District","Coleytown Middle School","=""1585311""",2.7
"Westport School District","Long Lots School","=""1580711""",1.4
"Westport School District","Bedford Middle School","=""1585111""",2.5
"Westport School District","Staples High School","=""1586111""",1.4
"Wethersfield School District","Samuel B. Webb Elementary School","=""1591211""","*"
"Wethersfield School District","Charles Wright School","=""1591011""",4.1
"Wethersfield School District","Alfred W. Hanmer School","=""1590811""",2.6
"Wethersfield School District","Emerson-Williams School","=""1590211""",2.4
"Wethersfield School District","Highcrest School","=""1591111""",2.3
"Wethersfield School District","Silas Deane Middle School","=""1595211""",3.8
"Wethersfield School District","Wethersfield High School","=""1596111""",6.0
"Willington School District","Center School","=""1600111""",6.2
"Willington School District","Hall Memorial School","=""1605111""",8.0
"Wilton School District","Middlebrook School","=""1615211""",1.7
"Wilton School District","Wilton-Westport Evening School","=""1610111""","*"
"Wilton School District","Miller-Driscoll School","=""1610511""",3.8
"Wilton School District","Cider Mill School","=""1610711""",1.8
"Wilton School District","Wilton High School","=""1616111""",7.2
"Winchester School District","WISE Academy","=""1620111""","*"
"Winchester School District","Batcheller Early Education Center","=""1620411""",12.1
"Winchester School District","Pearson Middle School","=""1625111""",5.7
"Winchester School District","Mary P. Hinsdale School","=""1620211""",2.8
"Windham School District","Sweeney Medically Fragile Program","=""1630911""","*"
"Windham School District","North Windham ASD Program","=""1630811""","*"
"Windham School District","W. B. Sweeney School","=""1630611""",13.5
"Windham School District","Windham Center School","=""1630511""",17.9
"Windham School District","Natchaug School","=""1630111""",7.9
"Windham School District","Charles H. Barrows STEM Academy","=""1630411""",5.5
"Windham School District","North Windham School","=""1630311""",12.0
"Windham School District","Windham High School","=""1636111""",23.8
"Windham School District","Windham Middle School","=""1635111""",19.9
"Windsor Locks School District","North Street School","=""1650111""",10.5
"Windsor Locks School District","RISE Transition Academy","=""1650211""","*"
"Windsor Locks School District","Pine Meadow Academy","=""1650611""",55.2
"Windsor Locks School District","Windsor Locks Middle School","=""1655111""",11.0
"Windsor Locks School District","South Elementary School","=""1650411""",5.8
"Windsor Locks School District","Windsor Locks High School","=""1656111""",19.9
"Windsor School District","Expulsion","=""1640411""","*"
"Windsor School District","Community Based Transition Academy","=""1640211""","*"
"Windsor School District","Spark","=""1640311""","*"
"Windsor School District","Clover Street School","=""1640111""",5.2
"Windsor School District","Poquonock Elementary School","=""1640511""",8.4
"Windsor School District","Oliver Ellsworth School","=""1640911""",7.3
"Windsor School District","John F. Kennedy School","=""1640811""",4.3
"Windsor School District","Sage Park Middle School","=""1645311""",6.9
"Windsor School District","Windsor High School","=""1646111""",9.7
"Wolcott School District","ABC Classroom","=""1660311""","*"
"Wolcott School District","Phoenix Program","=""1660411""","*"
"Wolcott School District","Alcott School","=""1660611""",3.0
"Wolcott School District","Frisbie School","=""1660211""",1.9
"Wolcott School District","Wakelee School","=""1660511""","*"
"Wolcott School District","Tyrrell Middle School","=""1665111""",1.6
"Wolcott School District","Wolcott High School","=""1666111""",8.0
"Woodbridge School District","Beecher Road School","=""1670311""",4.9
"Woodstock Academy District","Woodstock Academy","=""9036122""",7.9
"Woodstock School District","Woodstock Middle School","=""1695111""",5.6
"Woodstock School District","Woodstock Elementary School","=""1690211""",5.5

