"Chronic Absenteeism, 2014-15"
", All Schools, Free/Reduced Price Meal Eligibility"

"District","District Code","School","School Code","Free/Reduced Price Meal Eligibility","% Chronically Absent"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Eligible For Reduced Lunch","*"
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""","Eligible For Free Lunch","*"
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""","Not Eligible For Lunch",3.1
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""","Eligible For Reduced Lunch","*"
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""","Eligible For Free Lunch","*"
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""","Not Eligible For Lunch","*"
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""","Eligible For Reduced Lunch","*"
"New Hartford School District","=""0920011""","Bakerville Consolidated School","=""0920111""","Eligible For Free Lunch","*"
"New Hartford School District","=""0920011""","Bakerville Consolidated School","=""0920111""","Not Eligible For Lunch","*"
"New Hartford School District","=""0920011""","Bridges II at Ann Antolini School","=""0920411""","Eligible For Free Lunch","*"
"New Hartford School District","=""0920011""","Bridges II at Ann Antolini School","=""0920411""","Not Eligible For Lunch","*"
"New Hartford School District","=""0920011""","New Hartford Elementary School","=""0920211""","Eligible For Free Lunch","*"
"New Hartford School District","=""0920011""","New Hartford Elementary School","=""0920211""","Not Eligible For Lunch","*"
"New Hartford School District","=""0920011""","New Hartford Elementary School","=""0920211""","Eligible For Reduced Lunch","*"
"New Haven School District","=""0930011""","Edgewood School","=""0931211""","Eligible For Free Lunch",13.7
"New Haven School District","=""0930011""","Edgewood School","=""0931211""","Not Eligible For Lunch","*"
"New Haven School District","=""0930011""","Edgewood School","=""0931211""","Eligible For Reduced Lunch","*"
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""","Eligible For Free Lunch",16.5
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""","Not Eligible For Lunch",14.8
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""","Eligible For Reduced Lunch","*"
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""","Eligible For Free Lunch",33.2
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""","Not Eligible For Lunch","*"
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""","Eligible For Reduced Lunch","*"
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""","Eligible For Free Lunch",22.3
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""","Not Eligible For Lunch","*"
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""","Eligible For Reduced Lunch","*"
"New Haven School District","=""0930011""","Beecher School","=""0930311""","Eligible For Free Lunch",33.0
"New Haven School District","=""0930011""","Beecher School","=""0930311""","Not Eligible For Lunch","*"
"New Haven School District","=""0930011""","Beecher School","=""0930311""","Eligible For Reduced Lunch","*"
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""","Eligible For Free Lunch",20.3
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""","Not Eligible For Lunch","*"
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""","Eligible For Reduced Lunch","*"
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""","Eligible For Free Lunch","*"
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""","Not Eligible For Lunch","*"
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""","Eligible For Reduced Lunch","*"
"New Haven School District","=""0930011""","Bishop Woods School","=""0934311""","Eligible For Free Lunch",28.7
"New Haven School District","=""0930011""","Bishop Woods School","=""0934311""","Not Eligible For Lunch","*"
"New Haven School District","=""0930011""","Bishop Woods School","=""0934311""","Eligible For Reduced Lunch","*"
"New Haven School District","=""0930011""","Blake Street Leadership Academy (STEP)","=""0932411""","Eligible For Free Lunch","*"
"New Haven School District","=""0930011""","Blake Street Leadership Academy (STEP)","=""0932411""","Not Eligible For Lunch","*"
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""","Eligible For Free Lunch",32.1
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""","Not Eligible For Lunch","*"
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""","Eligible For Reduced Lunch","*"
"New Haven School District","=""0930011""","Clemente Leadership Academy","=""0934211""","Eligible For Free Lunch",36.9
"New Haven School District","=""0930011""","Clemente Leadership Academy","=""0934211""","Not Eligible For Lunch","*"
"New Haven School District","=""0930011""","Clemente Leadership Academy","=""0934211""","Eligible For Reduced Lunch","*"
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""","Eligible For Free Lunch",25.8
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""","Not Eligible For Lunch","*"
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""","Eligible For Reduced Lunch","*"
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""","Eligible For Free Lunch",22.3
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""","Not Eligible For Lunch","*"
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""","Eligible For Reduced Lunch","*"
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""","Eligible For Free Lunch",22.7
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""","Not Eligible For Lunch","*"
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""","Eligible For Reduced Lunch","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Eligible For Free Lunch",36.4
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Not Eligible For Lunch",13.7
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Eligible For Reduced Lunch",19.3
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""","Eligible For Free Lunch","*"
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""","Not Eligible For Lunch","*"
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""","Eligible For Reduced Lunch","*"
"New Haven School District","=""0930011""","Domus Academy","=""0935611""","Eligible For Free Lunch",81.8
"New Haven School District","=""0930011""","Domus Academy","=""0935611""","Not Eligible For Lunch","*"
"New Haven School District","=""0930011""","Domus Academy","=""0935611""","Eligible For Reduced Lunch","*"
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""","Eligible For Free Lunch",30.5
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""","Not Eligible For Lunch","*"
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""","Eligible For Reduced Lunch","*"
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","Eligible For Free Lunch","*"
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","Not Eligible For Lunch",9.3
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","Eligible For Reduced Lunch","*"
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""","Eligible For Free Lunch",28.6
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""","Not Eligible For Lunch","*"
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""","Eligible For Reduced Lunch","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Eligible For Free Lunch",50.9
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Not Eligible For Lunch","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Eligible For Reduced Lunch","*"
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""","Eligible For Free Lunch",24.8
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""","Not Eligible For Lunch","*"
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""","Eligible For Reduced Lunch","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Eligible For Free Lunch",34.5
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Not Eligible For Lunch",13.7
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Eligible For Reduced Lunch",13.0
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Eligible For Free Lunch",56.3
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Not Eligible For Lunch","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Eligible For Reduced Lunch","*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Eligible For Free Lunch",51.2
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Not Eligible For Lunch","*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Eligible For Reduced Lunch","*"
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""","Eligible For Free Lunch","*"
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""","Not Eligible For Lunch","*"
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""","Eligible For Reduced Lunch","*"
"New Haven School District","=""0930011""","John S. Martinez School","=""0930811""","Eligible For Free Lunch",27.3
"New Haven School District","=""0930011""","John S. Martinez School","=""0930811""","Not Eligible For Lunch","*"
"New Haven School District","=""0930011""","John S. Martinez School","=""0930811""","Eligible For Reduced Lunch","*"
"New Haven School District","=""0930011""","Katherine Brennan/Clarence Rogers School","=""0932111""","Eligible For Free Lunch",26.7
"New Haven School District","=""0930011""","Katherine Brennan/Clarence Rogers School","=""0932111""","Not Eligible For Lunch","*"
"New Haven School District","=""0930011""","Katherine Brennan/Clarence Rogers School","=""0932111""","Eligible For Reduced Lunch","*"
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""","Eligible For Free Lunch",25.2
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""","Not Eligible For Lunch","*"
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""","Eligible For Reduced Lunch","*"
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""","Eligible For Free Lunch",32.4
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""","Not Eligible For Lunch","*"
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""","Eligible For Reduced Lunch","*"
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""","Eligible For Free Lunch","*"
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""","Not Eligible For Lunch","*"
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""","Eligible For Reduced Lunch","*"
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Eligible For Free Lunch",32.8
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Not Eligible For Lunch",18.3
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Eligible For Reduced Lunch",27.9
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Eligible For Free Lunch",20.9
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Not Eligible For Lunch","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Eligible For Reduced Lunch","*"
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""","Eligible For Free Lunch",95.3
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""","Not Eligible For Lunch","*"
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""","Eligible For Reduced Lunch","*"
"New Haven School District","=""0930011""","New Light High School","=""0932611""","Eligible For Free Lunch",88.5
"New Haven School District","=""0930011""","New Light High School","=""0932611""","Not Eligible For Lunch","*"
"New Haven School District","=""0930011""","New Light High School","=""0932611""","Eligible For Reduced Lunch","*"
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""","Eligible For Free Lunch","*"
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""","Not Eligible For Lunch","*"
"New Haven School District","=""0930011""","Quinnipiac Real World Math STEM School","=""0933511""","Eligible For Free Lunch",25.5
"New Haven School District","=""0930011""","Quinnipiac Real World Math STEM School","=""0933511""","Not Eligible For Lunch","*"
"New Haven School District","=""0930011""","Quinnipiac Real World Math STEM School","=""0933511""","Eligible For Reduced Lunch","*"
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""","Eligible For Free Lunch",61.5
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""","Not Eligible For Lunch","*"
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""","Eligible For Reduced Lunch","*"
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""","Eligible For Free Lunch","*"
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""","Not Eligible For Lunch","*"
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""","Eligible For Reduced Lunch","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","Eligible For Free Lunch",31.5
"New Haven School District","=""0930011""","Sound School","=""0936711""","Not Eligible For Lunch","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","Eligible For Reduced Lunch","*"
"New Haven School District","=""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""","Eligible For Free Lunch",30.0
"New Haven School District","=""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""","Not Eligible For Lunch","*"
"New Haven School District","=""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""","Eligible For Reduced Lunch","*"
"New Haven School District","=""0930011""","Truman School","=""0932911""","Eligible For Free Lunch",24.5
"New Haven School District","=""0930011""","Truman School","=""0932911""","Not Eligible For Lunch","*"
"New Haven School District","=""0930011""","Truman School","=""0932911""","Eligible For Reduced Lunch","*"
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""","Eligible For Free Lunch",34.8
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""","Not Eligible For Lunch","*"
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""","Eligible For Reduced Lunch","*"
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""","Eligible For Free Lunch",32.7
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""","Not Eligible For Lunch","*"
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""","Eligible For Reduced Lunch","*"
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Eligible For Free Lunch",59.2
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Not Eligible For Lunch","*"
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Eligible For Reduced Lunch","*"
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""","Eligible For Free Lunch","*"
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""","Not Eligible For Lunch","*"
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""","Eligible For Reduced Lunch","*"
"New London School District","=""0950011""","Jennings School","=""0950311""","Eligible For Free Lunch",20.7
"New London School District","=""0950011""","Jennings School","=""0950311""","Not Eligible For Lunch",13.7
"New London School District","=""0950011""","Jennings School","=""0950311""","Eligible For Reduced Lunch","*"
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""","Eligible For Free Lunch",16.6
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""","Not Eligible For Lunch","*"
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""","Eligible For Reduced Lunch","*"
"New London School District","=""0950011""","Early Childhood Center at Harbor","=""0950611""","Eligible For Free Lunch","*"
"New London School District","=""0950011""","Early Childhood Center at Harbor","=""0950611""","Not Eligible For Lunch","*"
"New London School District","=""0950011""","Early Childhood Center at Harbor","=""0950611""","Eligible For Reduced Lunch","*"
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""","Eligible For Free Lunch",18.9
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""","Not Eligible For Lunch","*"
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""","Eligible For Reduced Lunch","*"
"New London School District","=""0950011""","New London High School","=""0956111""","Eligible For Free Lunch",22.0
"New London School District","=""0950011""","New London High School","=""0956111""","Not Eligible For Lunch","*"
"New London School District","=""0950011""","New London High School","=""0956111""","Eligible For Reduced Lunch","*"
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""","Eligible For Free Lunch",24.4
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""","Not Eligible For Lunch","*"
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""","Eligible For Reduced Lunch","*"
"New Milford School District","=""0960011""","Hill And Plain School","=""0960511""","Eligible For Free Lunch",22.1
"New Milford School District","=""0960011""","Hill And Plain School","=""0960511""","Not Eligible For Lunch",2.6
"New Milford School District","=""0960011""","Hill And Plain School","=""0960511""","Eligible For Reduced Lunch",0.0
"New Milford School District","=""0960011""","John Pettibone School","=""0960711""","Eligible For Free Lunch","*"
"New Milford School District","=""0960011""","John Pettibone School","=""0960711""","Not Eligible For Lunch","*"
"New Milford School District","=""0960011""","John Pettibone School","=""0960711""","Eligible For Reduced Lunch","*"
"New Milford School District","=""0960011""","Litchfield Hills Transition Center","=""0969011""","Eligible For Free Lunch","*"
"New Milford School District","=""0960011""","Litchfield Hills Transition Center","=""0969011""","Not Eligible For Lunch","*"
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Eligible For Free Lunch",25.4
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Not Eligible For Lunch",7.6
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Eligible For Reduced Lunch",14.8
"New Milford School District","=""0960011""","Northville Elementary School","=""0960811""","Eligible For Free Lunch","*"
"New Milford School District","=""0960011""","Northville Elementary School","=""0960811""","Not Eligible For Lunch",2.4
"New Milford School District","=""0960011""","Northville Elementary School","=""0960811""","Eligible For Reduced Lunch","*"
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""","Eligible For Free Lunch",9.2
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""","Not Eligible For Lunch",2.3
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""","Eligible For Reduced Lunch",0.0
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""","Eligible For Free Lunch","*"
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""","Not Eligible For Lunch",4.2
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""","Eligible For Reduced Lunch","*"
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""","Eligible For Free Lunch","*"
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""","Not Eligible For Lunch","*"
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""","Eligible For Reduced Lunch",0.0
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""","Eligible For Free Lunch","*"
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""","Not Eligible For Lunch","*"
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""","Eligible For Reduced Lunch","*"
"Newington School District","=""0940011""","John Paterson School","=""0940811""","Eligible For Free Lunch",12.9
"Newington School District","=""0940011""","John Paterson School","=""0940811""","Not Eligible For Lunch",4.5
"Newington School District","=""0940011""","John Paterson School","=""0940811""","Eligible For Reduced Lunch",0.0
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""","Eligible For Free Lunch",7.9
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""","Not Eligible For Lunch","*"
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""","Eligible For Reduced Lunch","*"
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""","Eligible For Free Lunch",6.5
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""","Not Eligible For Lunch",1.8
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""","Eligible For Reduced Lunch",0.0
"Newington School District","=""0940011""","Newington High School","=""0946111""","Eligible For Free Lunch",26.6
"Newington School District","=""0940011""","Newington High School","=""0946111""","Not Eligible For Lunch",10.5
"Newington School District","=""0940011""","Newington High School","=""0946111""","Eligible For Reduced Lunch",15.3
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""","Eligible For Free Lunch","*"
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""","Not Eligible For Lunch","*"
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""","Eligible For Reduced Lunch","*"
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""","Eligible For Free Lunch","*"
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""","Not Eligible For Lunch","*"
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""","Eligible For Reduced Lunch","*"
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""","Eligible For Free Lunch","*"
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""","Not Eligible For Lunch","*"
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""","Eligible For Reduced Lunch","*"
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""","Eligible For Free Lunch","*"
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""","Not Eligible For Lunch","*"
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""","Eligible For Reduced Lunch","*"
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Eligible For Free Lunch",14.8
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Not Eligible For Lunch",3.3
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Eligible For Reduced Lunch",0.0
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""","Eligible For Free Lunch","*"
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""","Not Eligible For Lunch",6.4
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""","Eligible For Reduced Lunch","*"
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""","Eligible For Free Lunch",15.4
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""","Not Eligible For Lunch",1.3
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""","Eligible For Reduced Lunch",0.0
"Newtown School District","=""0970011""","STARR","=""0979011""","Not Eligible For Lunch","*"
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""","Eligible For Free Lunch","*"
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""","Not Eligible For Lunch","*"
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""","Eligible For Reduced Lunch","*"
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""","Eligible For Free Lunch","*"
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""","Not Eligible For Lunch","*"
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""","Eligible For Reduced Lunch","*"
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""","Eligible For Free Lunch","*"
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""","Not Eligible For Lunch","*"
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""","Eligible For Reduced Lunch","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Eligible For Free Lunch",13.8
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Not Eligible For Lunch",3.3
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Eligible For Reduced Lunch",0.0
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""","Eligible For Free Lunch",18.2
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""","Not Eligible For Lunch",2.9
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""","Eligible For Reduced Lunch",0.0
"North Branford School District","=""0990011""","School to Work Program","=""0999011""","Eligible For Free Lunch","*"
"North Branford School District","=""0990011""","School to Work Program","=""0999011""","Not Eligible For Lunch","*"
"North Branford School District","=""0990011""","School to Work Program","=""0999011""","Eligible For Reduced Lunch","*"
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""","Eligible For Free Lunch","*"
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""","Not Eligible For Lunch","*"
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""","Eligible For Reduced Lunch","*"
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""","Eligible For Free Lunch","*"
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""","Not Eligible For Lunch",4.2
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""","Eligible For Reduced Lunch","*"
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""","Eligible For Free Lunch","*"
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""","Not Eligible For Lunch",3.4
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""","Eligible For Reduced Lunch","*"
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""","Eligible For Free Lunch","*"
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""","Not Eligible For Lunch",4.6
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""","Eligible For Reduced Lunch","*"
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""","Eligible For Free Lunch","*"
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""","Not Eligible For Lunch","*"
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""","Eligible For Reduced Lunch","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Eligible For Free Lunch",57.5
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Not Eligible For Lunch",40.4
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Eligible For Reduced Lunch",37.0
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""","Eligible For Free Lunch","*"
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""","Not Eligible For Lunch",8.8
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""","Eligible For Reduced Lunch","*"
"North Haven School District","=""1010011""","North Haven Transition Partnership","=""1010111""","Eligible For Free Lunch","*"
"North Haven School District","=""1010011""","North Haven Transition Partnership","=""1010111""","Not Eligible For Lunch","*"
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""","Eligible For Free Lunch","*"
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""","Not Eligible For Lunch","*"
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""","Eligible For Reduced Lunch","*"
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""","Eligible For Free Lunch","*"
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""","Not Eligible For Lunch",0.0
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""","Eligible For Reduced Lunch","*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Eligible For Free Lunch","*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Not Eligible For Lunch","*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Eligible For Reduced Lunch","*"
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""","Eligible For Free Lunch","*"
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""","Not Eligible For Lunch","*"
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""","Eligible For Reduced Lunch","*"
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Eligible For Free Lunch",10.5
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Not Eligible For Lunch",7.0
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Eligible For Reduced Lunch",10.2
