"Chronic Absenteeism, 2014-15"
"State of Connecticut, All Schools, Free/Reduced Price Meal Eligibility"

"Organization","School","School Code","Free/Reduced Price Meal Eligibility","% Chronically Absent"
"New Beginnings Inc., Family Academy District","New Beginnings Inc Family Academy","=""2800113""","Eligible For Free Lunch",21.7
"New Beginnings Inc., Family Academy District","New Beginnings Inc Family Academy","=""2800113""","Not Eligible For Lunch","*"
"New Beginnings Inc., Family Academy District","New Beginnings Inc Family Academy","=""2800113""","Eligible For Reduced Lunch","*"
"New Britain School District","Alternative Center School","=""0899111""","Eligible For Free Lunch","*"
"New Britain School District","Alternative Center School","=""0899111""","Not Eligible For Lunch","*"
"New Britain School District","Alternative Center School","=""0899111""","Eligible For Reduced Lunch","*"
"New Britain School District","CLIMB","=""0899411""","Eligible For Free Lunch","*"
"New Britain School District","CLIMB","=""0899411""","Not Eligible For Lunch","*"
"New Britain School District","CLIMB","=""0899411""","Eligible For Reduced Lunch","*"
"New Britain School District","Chamberlain  Elementary School","=""0890311""","Eligible For Free Lunch",16.3
"New Britain School District","Chamberlain  Elementary School","=""0890311""","Not Eligible For Lunch",8.7
"New Britain School District","Chamberlain  Elementary School","=""0890311""","Eligible For Reduced Lunch",0.0
"New Britain School District","Frank J. DiLoreto School","=""0891111""","Eligible For Free Lunch","*"
"New Britain School District","Frank J. DiLoreto School","=""0891111""","Not Eligible For Lunch","*"
"New Britain School District","Frank J. DiLoreto School","=""0891111""","Eligible For Reduced Lunch",0.0
"New Britain School District","Gaffney School","=""0890511""","Eligible For Free Lunch",15.8
"New Britain School District","Gaffney School","=""0890511""","Not Eligible For Lunch","*"
"New Britain School District","Gaffney School","=""0890511""","Eligible For Reduced Lunch","*"
"New Britain School District","Holmes School","=""0890611""","Eligible For Free Lunch",13.5
"New Britain School District","Holmes School","=""0890611""","Not Eligible For Lunch","*"
"New Britain School District","Holmes School","=""0890611""","Eligible For Reduced Lunch","*"
"New Britain School District","House of Arts Letters and Science (HALS)  Academy","=""0895411""","Eligible For Free Lunch","*"
"New Britain School District","House of Arts Letters and Science (HALS)  Academy","=""0895411""","Not Eligible For Lunch","*"
"New Britain School District","House of Arts Letters and Science (HALS)  Academy","=""0895411""","Eligible For Reduced Lunch","*"
"New Britain School District","Jefferson School","=""0890711""","Eligible For Free Lunch","*"
"New Britain School District","Jefferson School","=""0890711""","Not Eligible For Lunch","*"
"New Britain School District","Jefferson School","=""0890711""","Eligible For Reduced Lunch","*"
"New Britain School District","Lincoln School","=""0890811""","Eligible For Free Lunch","*"
"New Britain School District","Lincoln School","=""0890811""","Not Eligible For Lunch","*"
"New Britain School District","Lincoln School","=""0890811""","Eligible For Reduced Lunch",0.0
"New Britain School District","New Britain High School","=""0896111""","Eligible For Free Lunch",46.2
"New Britain School District","New Britain High School","=""0896111""","Not Eligible For Lunch",22.9
"New Britain School District","New Britain High School","=""0896111""","Eligible For Reduced Lunch",23.4
"New Britain School District","New Britain Transition Center","=""0899011""","Eligible For Free Lunch",0.0
"New Britain School District","New Britain Transition Center","=""0899011""","Not Eligible For Lunch","*"
"New Britain School District","New Britain Transition Center","=""0899011""","Eligible For Reduced Lunch","*"
"New Britain School District","Northend School","=""0890911""","Eligible For Free Lunch",18.1
"New Britain School District","Northend School","=""0890911""","Not Eligible For Lunch","*"
"New Britain School District","Northend School","=""0890911""","Eligible For Reduced Lunch","*"
"New Britain School District","Pulaski Middle School","=""0895311""","Eligible For Free Lunch",25.8
"New Britain School District","Pulaski Middle School","=""0895311""","Not Eligible For Lunch",18.9
"New Britain School District","Pulaski Middle School","=""0895311""","Eligible For Reduced Lunch",22.2
"New Britain School District","Slade Middle School","=""0895211""","Eligible For Free Lunch",26.0
"New Britain School District","Slade Middle School","=""0895211""","Not Eligible For Lunch","*"
"New Britain School District","Slade Middle School","=""0895211""","Eligible For Reduced Lunch","*"
"New Britain School District","Smalley Academy","=""0891211""","Eligible For Free Lunch",16.8
"New Britain School District","Smalley Academy","=""0891211""","Not Eligible For Lunch","*"
"New Britain School District","Smalley Academy","=""0891211""","Eligible For Reduced Lunch","*"
"New Britain School District","Smith School","=""0891311""","Eligible For Free Lunch",13.1
"New Britain School District","Smith School","=""0891311""","Not Eligible For Lunch","*"
"New Britain School District","Smith School","=""0891311""","Eligible For Reduced Lunch","*"
"New Britain School District","Vance School","=""0891511""","Eligible For Free Lunch","*"
"New Britain School District","Vance School","=""0891511""","Not Eligible For Lunch","*"
"New Britain School District","Vance School","=""0891511""","Eligible For Reduced Lunch",0.0
"New Canaan School District","East School","=""0900411""","Not Eligible For Lunch","*"
"New Canaan School District","New Canaan High School","=""0906111""","Not Eligible For Lunch",4.4
"New Canaan School District","Saxe Middle School","=""0905111""","Not Eligible For Lunch",2.9
"New Canaan School District","South School","=""0900211""","Not Eligible For Lunch","*"
"New Canaan School District","West School","=""0900311""","Not Eligible For Lunch",2.5
"New Fairfield School District","Consolidated School","=""0910111""","Eligible For Free Lunch","*"
"New Fairfield School District","Consolidated School","=""0910111""","Not Eligible For Lunch","*"
"New Fairfield School District","Consolidated School","=""0910111""","Eligible For Reduced Lunch","*"
"New Fairfield School District","Meeting House Hill School","=""0910211""","Eligible For Free Lunch","*"
"New Fairfield School District","Meeting House Hill School","=""0910211""","Not Eligible For Lunch",1.5
"New Fairfield School District","Meeting House Hill School","=""0910211""","Eligible For Reduced Lunch","*"
"New Fairfield School District","New Fairfield High School","=""0916111""","Eligible For Free Lunch","*"
"New Fairfield School District","New Fairfield High School","=""0916111""","Not Eligible For Lunch",1.3
"New Fairfield School District","New Fairfield High School","=""0916111""","Eligible For Reduced Lunch","*"
"New Fairfield School District","New Fairfield Middle School","=""0915211""","Eligible For Free Lunch","*"
"New Fairfield School District","New Fairfield Middle School","=""0915211""","Not Eligible For Lunch",3.1
"New Fairfield School District","New Fairfield Middle School","=""0915211""","Eligible For Reduced Lunch","*"
"New Fairfield School District","Day Alternative Learning Program","=""0910411""","Not Eligible For Lunch","*"
"New Fairfield School District","Day Alternative Learning Program","=""0910411""","Eligible For Reduced Lunch","*"
"New Fairfield School District","Alternative Learning Center","=""0910311""","Not Eligible For Lunch","*"
"New Hartford School District","Ann Antolini School","=""0920311""","Eligible For Free Lunch","*"
"New Hartford School District","Ann Antolini School","=""0920311""","Not Eligible For Lunch","*"
"New Hartford School District","Ann Antolini School","=""0920311""","Eligible For Reduced Lunch","*"
"New Hartford School District","Bakerville Consolidated School","=""0920111""","Eligible For Free Lunch","*"
"New Hartford School District","Bakerville Consolidated School","=""0920111""","Not Eligible For Lunch","*"
"New Hartford School District","Bridges II at Ann Antolini School","=""0920411""","Eligible For Free Lunch","*"
"New Hartford School District","Bridges II at Ann Antolini School","=""0920411""","Not Eligible For Lunch","*"
"New Hartford School District","New Hartford Elementary School","=""0920211""","Eligible For Free Lunch","*"
"New Hartford School District","New Hartford Elementary School","=""0920211""","Not Eligible For Lunch","*"
"New Hartford School District","New Hartford Elementary School","=""0920211""","Eligible For Reduced Lunch","*"
"New Haven School District","Edgewood School","=""0931211""","Eligible For Free Lunch",13.7
"New Haven School District","Edgewood School","=""0931211""","Not Eligible For Lunch","*"
"New Haven School District","Edgewood School","=""0931211""","Eligible For Reduced Lunch","*"
"New Haven School District","Nathan Hale School","=""0931411""","Eligible For Free Lunch",16.5
"New Haven School District","Nathan Hale School","=""0931411""","Not Eligible For Lunch",14.8
"New Haven School District","Nathan Hale School","=""0931411""","Eligible For Reduced Lunch","*"
"New Haven School District","Augusta Lewis Troup School","=""0931511""","Eligible For Free Lunch",33.2
"New Haven School District","Augusta Lewis Troup School","=""0931511""","Not Eligible For Lunch","*"
"New Haven School District","Augusta Lewis Troup School","=""0931511""","Eligible For Reduced Lunch","*"
"New Haven School District","Barnard Environmental Magnet School","=""0930211""","Eligible For Free Lunch",22.3
"New Haven School District","Barnard Environmental Magnet School","=""0930211""","Not Eligible For Lunch","*"
"New Haven School District","Barnard Environmental Magnet School","=""0930211""","Eligible For Reduced Lunch","*"
"New Haven School District","Beecher School","=""0930311""","Eligible For Free Lunch",33.0
"New Haven School District","Beecher School","=""0930311""","Not Eligible For Lunch","*"
"New Haven School District","Beecher School","=""0930311""","Eligible For Reduced Lunch","*"
"New Haven School District","Benjamin Jepson Magnet School","=""0931811""","Eligible For Free Lunch",20.3
"New Haven School District","Benjamin Jepson Magnet School","=""0931811""","Not Eligible For Lunch","*"
"New Haven School District","Benjamin Jepson Magnet School","=""0931811""","Eligible For Reduced Lunch","*"
"New Haven School District","Betsy Ross Arts Magnet School","=""0935511""","Eligible For Free Lunch","*"
"New Haven School District","Betsy Ross Arts Magnet School","=""0935511""","Not Eligible For Lunch","*"
"New Haven School District","Betsy Ross Arts Magnet School","=""0935511""","Eligible For Reduced Lunch","*"
"New Haven School District","Bishop Woods School","=""0934311""","Eligible For Free Lunch",28.7
"New Haven School District","Bishop Woods School","=""0934311""","Not Eligible For Lunch","*"
"New Haven School District","Bishop Woods School","=""0934311""","Eligible For Reduced Lunch","*"
"New Haven School District","Blake Street Leadership Academy (STEP)","=""0932411""","Eligible For Free Lunch","*"
"New Haven School District","Blake Street Leadership Academy (STEP)","=""0932411""","Not Eligible For Lunch","*"
"New Haven School District","Celentano BioTech, Health and Medical Magnet School","=""0934811""","Eligible For Free Lunch",32.1
"New Haven School District","Celentano BioTech, Health and Medical Magnet School","=""0934811""","Not Eligible For Lunch","*"
"New Haven School District","Celentano BioTech, Health and Medical Magnet School","=""0934811""","Eligible For Reduced Lunch","*"
"New Haven School District","Clemente Leadership Academy","=""0934211""","Eligible For Free Lunch",36.9
"New Haven School District","Clemente Leadership Academy","=""0934211""","Not Eligible For Lunch","*"
"New Haven School District","Clemente Leadership Academy","=""0934211""","Eligible For Reduced Lunch","*"
"New Haven School District","Clinton Avenue School","=""0930611""","Eligible For Free Lunch",25.8
"New Haven School District","Clinton Avenue School","=""0930611""","Not Eligible For Lunch","*"
"New Haven School District","Clinton Avenue School","=""0930611""","Eligible For Reduced Lunch","*"
"New Haven School District","Columbus Family Academy","=""0934111""","Eligible For Free Lunch",22.3
"New Haven School District","Columbus Family Academy","=""0934111""","Not Eligible For Lunch","*"
"New Haven School District","Columbus Family Academy","=""0934111""","Eligible For Reduced Lunch","*"
"New Haven School District","Conte/West Hills Magnet School","=""0933111""","Eligible For Free Lunch",22.7
"New Haven School District","Conte/West Hills Magnet School","=""0933111""","Not Eligible For Lunch","*"
"New Haven School District","Conte/West Hills Magnet School","=""0933111""","Eligible For Reduced Lunch","*"
"New Haven School District","Cooperative High School","=""0936411""","Eligible For Free Lunch",36.4
"New Haven School District","Cooperative High School","=""0936411""","Not Eligible For Lunch",13.7
"New Haven School District","Cooperative High School","=""0936411""","Eligible For Reduced Lunch",19.3
"New Haven School District","Davis 21st Century Magnet Elementary School","=""0930911""","Eligible For Free Lunch","*"
"New Haven School District","Davis 21st Century Magnet Elementary School","=""0930911""","Not Eligible For Lunch","*"
"New Haven School District","Davis 21st Century Magnet Elementary School","=""0930911""","Eligible For Reduced Lunch","*"
"New Haven School District","Domus Academy","=""0935611""","Eligible For Free Lunch",81.8
"New Haven School District","Domus Academy","=""0935611""","Not Eligible For Lunch","*"
"New Haven School District","Domus Academy","=""0935611""","Eligible For Reduced Lunch","*"
"New Haven School District","East Rock Community Magnet School","=""0934611""","Eligible For Free Lunch",30.5
"New Haven School District","East Rock Community Magnet School","=""0934611""","Not Eligible For Lunch","*"
"New Haven School District","East Rock Community Magnet School","=""0934611""","Eligible For Reduced Lunch","*"
"New Haven School District","Engineering - Science University Magnet School","=""0931711""","Eligible For Free Lunch","*"
"New Haven School District","Engineering - Science University Magnet School","=""0931711""","Not Eligible For Lunch",9.3
"New Haven School District","Engineering - Science University Magnet School","=""0931711""","Eligible For Reduced Lunch","*"
"New Haven School District","Fair Haven School","=""0931611""","Eligible For Free Lunch",28.6
"New Haven School District","Fair Haven School","=""0931611""","Not Eligible For Lunch","*"
"New Haven School District","Fair Haven School","=""0931611""","Eligible For Reduced Lunch","*"
"New Haven School District","High School In The Community","=""0936611""","Eligible For Free Lunch",50.9
"New Haven School District","High School In The Community","=""0936611""","Not Eligible For Lunch","*"
"New Haven School District","High School In The Community","=""0936611""","Eligible For Reduced Lunch","*"
"New Haven School District","Hill Central Music Academy","=""0930711""","Eligible For Free Lunch",24.8
"New Haven School District","Hill Central Music Academy","=""0930711""","Not Eligible For Lunch","*"
"New Haven School District","Hill Central Music Academy","=""0930711""","Eligible For Reduced Lunch","*"
"New Haven School District","Hill Regional Career High School","=""0936311""","Eligible For Free Lunch",34.5
"New Haven School District","Hill Regional Career High School","=""0936311""","Not Eligible For Lunch",13.7
"New Haven School District","Hill Regional Career High School","=""0936311""","Eligible For Reduced Lunch",13.0
"New Haven School District","Hyde School of Health, Science and Sports Medicine","=""0936811""","Eligible For Free Lunch",56.3
"New Haven School District","Hyde School of Health, Science and Sports Medicine","=""0936811""","Not Eligible For Lunch","*"
"New Haven School District","Hyde School of Health, Science and Sports Medicine","=""0936811""","Eligible For Reduced Lunch","*"
"New Haven School District","James Hillhouse High School","=""0936211""","Eligible For Free Lunch",51.2
"New Haven School District","James Hillhouse High School","=""0936211""","Not Eligible For Lunch","*"
"New Haven School District","James Hillhouse High School","=""0936211""","Eligible For Reduced Lunch","*"
"New Haven School District","John C. Daniels","=""0931311""","Eligible For Free Lunch","*"
"New Haven School District","John C. Daniels","=""0931311""","Not Eligible For Lunch","*"
"New Haven School District","John C. Daniels","=""0931311""","Eligible For Reduced Lunch","*"
"New Haven School District","John S. Martinez School","=""0930811""","Eligible For Free Lunch",27.3
"New Haven School District","John S. Martinez School","=""0930811""","Not Eligible For Lunch","*"
"New Haven School District","John S. Martinez School","=""0930811""","Eligible For Reduced Lunch","*"
"New Haven School District","Katherine Brennan/Clarence Rogers School","=""0932111""","Eligible For Free Lunch",26.7
"New Haven School District","Katherine Brennan/Clarence Rogers School","=""0932111""","Not Eligible For Lunch","*"
"New Haven School District","Katherine Brennan/Clarence Rogers School","=""0932111""","Eligible For Reduced Lunch","*"
"New Haven School District","King/Robinson Magnet School","=""0933011""","Eligible For Free Lunch",25.2
"New Haven School District","King/Robinson Magnet School","=""0933011""","Not Eligible For Lunch","*"
"New Haven School District","King/Robinson Magnet School","=""0933011""","Eligible For Reduced Lunch","*"
"New Haven School District","Lincoln-Bassett School","=""0932011""","Eligible For Free Lunch",32.4
"New Haven School District","Lincoln-Bassett School","=""0932011""","Not Eligible For Lunch","*"
"New Haven School District","Lincoln-Bassett School","=""0932011""","Eligible For Reduced Lunch","*"
"New Haven School District","Mauro-Sheridan Magnet School","=""0931911""","Eligible For Free Lunch","*"
"New Haven School District","Mauro-Sheridan Magnet School","=""0931911""","Not Eligible For Lunch","*"
"New Haven School District","Mauro-Sheridan Magnet School","=""0931911""","Eligible For Reduced Lunch","*"
"New Haven School District","Metropolitan Business Academy","=""0936011""","Eligible For Free Lunch",32.8
"New Haven School District","Metropolitan Business Academy","=""0936011""","Not Eligible For Lunch",18.3
"New Haven School District","Metropolitan Business Academy","=""0936011""","Eligible For Reduced Lunch",27.9
"New Haven School District","New Haven Academy","=""0937011""","Eligible For Free Lunch",20.9
"New Haven School District","New Haven Academy","=""0937011""","Not Eligible For Lunch","*"
"New Haven School District","New Haven Academy","=""0937011""","Eligible For Reduced Lunch","*"
"New Haven School District","New Horizons High School","=""0932211""","Eligible For Free Lunch",95.3
"New Haven School District","New Horizons High School","=""0932211""","Not Eligible For Lunch","*"
"New Haven School District","New Horizons High School","=""0932211""","Eligible For Reduced Lunch","*"
"New Haven School District","New Light High School","=""0932611""","Eligible For Free Lunch",88.5
"New Haven School District","New Light High School","=""0932611""","Not Eligible For Lunch","*"
"New Haven School District","New Light High School","=""0932611""","Eligible For Reduced Lunch","*"
"New Haven School District","Polly T. McCabe Center","=""0939211""","Eligible For Free Lunch","*"
"New Haven School District","Polly T. McCabe Center","=""0939211""","Not Eligible For Lunch","*"
"New Haven School District","Quinnipiac Real World Math STEM School","=""0933511""","Eligible For Free Lunch",25.5
"New Haven School District","Quinnipiac Real World Math STEM School","=""0933511""","Not Eligible For Lunch","*"
"New Haven School District","Quinnipiac Real World Math STEM School","=""0933511""","Eligible For Reduced Lunch","*"
"New Haven School District","Riverside Education Academy","=""0939111""","Eligible For Free Lunch",61.5
"New Haven School District","Riverside Education Academy","=""0939111""","Not Eligible For Lunch","*"
"New Haven School District","Riverside Education Academy","=""0939111""","Eligible For Reduced Lunch","*"
"New Haven School District","Ross/Woodward School","=""0931011""","Eligible For Free Lunch","*"
"New Haven School District","Ross/Woodward School","=""0931011""","Not Eligible For Lunch","*"
"New Haven School District","Ross/Woodward School","=""0931011""","Eligible For Reduced Lunch","*"
"New Haven School District","Sound School","=""0936711""","Eligible For Free Lunch",31.5
"New Haven School District","Sound School","=""0936711""","Not Eligible For Lunch","*"
"New Haven School District","Sound School","=""0936711""","Eligible For Reduced Lunch","*"
"New Haven School District","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""","Eligible For Free Lunch",30.0
"New Haven School District","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""","Not Eligible For Lunch","*"
"New Haven School District","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""","Eligible For Reduced Lunch","*"
"New Haven School District","Truman School","=""0932911""","Eligible For Free Lunch",24.5
"New Haven School District","Truman School","=""0932911""","Not Eligible For Lunch","*"
"New Haven School District","Truman School","=""0932911""","Eligible For Reduced Lunch","*"
"New Haven School District","West Rock Authors Academy","=""0934911""","Eligible For Free Lunch",34.8
"New Haven School District","West Rock Authors Academy","=""0934911""","Not Eligible For Lunch","*"
"New Haven School District","West Rock Authors Academy","=""0934911""","Eligible For Reduced Lunch","*"
"New Haven School District","Wexler/Grant Community School","=""0933211""","Eligible For Free Lunch",32.7
"New Haven School District","Wexler/Grant Community School","=""0933211""","Not Eligible For Lunch","*"
"New Haven School District","Wexler/Grant Community School","=""0933211""","Eligible For Reduced Lunch","*"
"New Haven School District","Wilbur Cross High School","=""0936111""","Eligible For Free Lunch",59.2
"New Haven School District","Wilbur Cross High School","=""0936111""","Not Eligible For Lunch","*"
"New Haven School District","Wilbur Cross High School","=""0936111""","Eligible For Reduced Lunch","*"
"New Haven School District","Worthington Hooker School","=""0933811""","Eligible For Free Lunch","*"
"New Haven School District","Worthington Hooker School","=""0933811""","Not Eligible For Lunch","*"
"New Haven School District","Worthington Hooker School","=""0933811""","Eligible For Reduced Lunch","*"
"New London School District","Jennings School","=""0950311""","Eligible For Free Lunch",20.7
"New London School District","Jennings School","=""0950311""","Not Eligible For Lunch",13.7
"New London School District","Jennings School","=""0950311""","Eligible For Reduced Lunch","*"
"New London School District","Bennie Dover Jackson Middle School","=""0955111""","Eligible For Free Lunch",16.6
"New London School District","Bennie Dover Jackson Middle School","=""0955111""","Not Eligible For Lunch","*"
"New London School District","Bennie Dover Jackson Middle School","=""0955111""","Eligible For Reduced Lunch","*"
"New London School District","Early Childhood Center at Harbor","=""0950611""","Eligible For Free Lunch","*"
"New London School District","Early Childhood Center at Harbor","=""0950611""","Not Eligible For Lunch","*"
"New London School District","Early Childhood Center at Harbor","=""0950611""","Eligible For Reduced Lunch","*"
"New London School District","Nathan Hale Arts Magnet School","=""0950911""","Eligible For Free Lunch",18.9
"New London School District","Nathan Hale Arts Magnet School","=""0950911""","Not Eligible For Lunch","*"
"New London School District","Nathan Hale Arts Magnet School","=""0950911""","Eligible For Reduced Lunch","*"
"New London School District","New London High School","=""0956111""","Eligible For Free Lunch",22.0
"New London School District","New London High School","=""0956111""","Not Eligible For Lunch","*"
"New London School District","New London High School","=""0956111""","Eligible For Reduced Lunch","*"
"New London School District","Winthrop STEM Elementary Magnet School","=""0950811""","Eligible For Free Lunch",24.4
"New London School District","Winthrop STEM Elementary Magnet School","=""0950811""","Not Eligible For Lunch","*"
"New London School District","Winthrop STEM Elementary Magnet School","=""0950811""","Eligible For Reduced Lunch","*"
"New Milford School District","Hill And Plain School","=""0960511""","Eligible For Free Lunch",22.1
"New Milford School District","Hill And Plain School","=""0960511""","Not Eligible For Lunch",2.6
"New Milford School District","Hill And Plain School","=""0960511""","Eligible For Reduced Lunch",0.0
"New Milford School District","John Pettibone School","=""0960711""","Eligible For Free Lunch","*"
"New Milford School District","John Pettibone School","=""0960711""","Not Eligible For Lunch","*"
"New Milford School District","John Pettibone School","=""0960711""","Eligible For Reduced Lunch","*"
"New Milford School District","Litchfield Hills Transition Center","=""0969011""","Eligible For Free Lunch","*"
"New Milford School District","Litchfield Hills Transition Center","=""0969011""","Not Eligible For Lunch","*"
"New Milford School District","New Milford High School","=""0966111""","Eligible For Free Lunch",25.4
"New Milford School District","New Milford High School","=""0966111""","Not Eligible For Lunch",7.6
"New Milford School District","New Milford High School","=""0966111""","Eligible For Reduced Lunch",14.8
"New Milford School District","Northville Elementary School","=""0960811""","Eligible For Free Lunch","*"
"New Milford School District","Northville Elementary School","=""0960811""","Not Eligible For Lunch",2.4
"New Milford School District","Northville Elementary School","=""0960811""","Eligible For Reduced Lunch","*"
"New Milford School District","Sarah Noble Intermediate School","=""0960911""","Eligible For Free Lunch",9.2
"New Milford School District","Sarah Noble Intermediate School","=""0960911""","Not Eligible For Lunch",2.3
"New Milford School District","Sarah Noble Intermediate School","=""0960911""","Eligible For Reduced Lunch",0.0
"New Milford School District","Schaghticoke Middle School","=""0965211""","Eligible For Free Lunch","*"
"New Milford School District","Schaghticoke Middle School","=""0965211""","Not Eligible For Lunch",4.2
"New Milford School District","Schaghticoke Middle School","=""0965211""","Eligible For Reduced Lunch","*"
"Newington School District","Anna Reynolds School","=""0940611""","Eligible For Free Lunch","*"
"Newington School District","Anna Reynolds School","=""0940611""","Not Eligible For Lunch","*"
"Newington School District","Anna Reynolds School","=""0940611""","Eligible For Reduced Lunch",0.0
"Newington School District","Elizabeth Green School","=""0940211""","Eligible For Free Lunch","*"
"Newington School District","Elizabeth Green School","=""0940211""","Not Eligible For Lunch","*"
"Newington School District","Elizabeth Green School","=""0940211""","Eligible For Reduced Lunch","*"
"Newington School District","John Paterson School","=""0940811""","Eligible For Free Lunch",12.9
"Newington School District","John Paterson School","=""0940811""","Not Eligible For Lunch",4.5
"Newington School District","John Paterson School","=""0940811""","Eligible For Reduced Lunch",0.0
"Newington School District","John Wallace Middle School","=""0945311""","Eligible For Free Lunch",7.9
"Newington School District","John Wallace Middle School","=""0945311""","Not Eligible For Lunch","*"
"Newington School District","John Wallace Middle School","=""0945311""","Eligible For Reduced Lunch","*"
"Newington School District","Martin Kellogg Middle School","=""0945111""","Eligible For Free Lunch",6.5
"Newington School District","Martin Kellogg Middle School","=""0945111""","Not Eligible For Lunch",1.8
"Newington School District","Martin Kellogg Middle School","=""0945111""","Eligible For Reduced Lunch",0.0
"Newington School District","Newington High School","=""0946111""","Eligible For Free Lunch",26.6
"Newington School District","Newington High School","=""0946111""","Not Eligible For Lunch",10.5
"Newington School District","Newington High School","=""0946111""","Eligible For Reduced Lunch",15.3
"Newington School District","Ruth Chaffee School","=""0940711""","Eligible For Free Lunch","*"
"Newington School District","Ruth Chaffee School","=""0940711""","Not Eligible For Lunch","*"
"Newington School District","Ruth Chaffee School","=""0940711""","Eligible For Reduced Lunch","*"
"Newtown School District","Hawley Elementary School","=""0970111""","Eligible For Free Lunch","*"
"Newtown School District","Hawley Elementary School","=""0970111""","Not Eligible For Lunch","*"
"Newtown School District","Hawley Elementary School","=""0970111""","Eligible For Reduced Lunch","*"
"Newtown School District","Head O'Meadow Elementary School","=""0970411""","Eligible For Free Lunch","*"
"Newtown School District","Head O'Meadow Elementary School","=""0970411""","Not Eligible For Lunch","*"
"Newtown School District","Head O'Meadow Elementary School","=""0970411""","Eligible For Reduced Lunch","*"
"Newtown School District","Middle Gate Elementary School","=""0970311""","Eligible For Free Lunch","*"
"Newtown School District","Middle Gate Elementary School","=""0970311""","Not Eligible For Lunch","*"
"Newtown School District","Middle Gate Elementary School","=""0970311""","Eligible For Reduced Lunch","*"
"Newtown School District","Newtown High School","=""0976111""","Eligible For Free Lunch",14.8
"Newtown School District","Newtown High School","=""0976111""","Not Eligible For Lunch",3.3
"Newtown School District","Newtown High School","=""0976111""","Eligible For Reduced Lunch",0.0
"Newtown School District","Newtown Middle School","=""0975111""","Eligible For Free Lunch","*"
"Newtown School District","Newtown Middle School","=""0975111""","Not Eligible For Lunch",6.4
"Newtown School District","Newtown Middle School","=""0975111""","Eligible For Reduced Lunch","*"
"Newtown School District","Reed Intermediate School","=""0970511""","Eligible For Free Lunch",15.4
"Newtown School District","Reed Intermediate School","=""0970511""","Not Eligible For Lunch",1.3
"Newtown School District","Reed Intermediate School","=""0970511""","Eligible For Reduced Lunch",0.0
"Newtown School District","Sandy Hook Elementary School","=""0970211""","Eligible For Free Lunch","*"
"Newtown School District","Sandy Hook Elementary School","=""0970211""","Not Eligible For Lunch","*"
"Newtown School District","Sandy Hook Elementary School","=""0970211""","Eligible For Reduced Lunch","*"
"Newtown School District","STARR","=""0979011""","Not Eligible For Lunch","*"
"Norfolk School District","Botelle Elementary School","=""0980111""","Eligible For Free Lunch","*"
"Norfolk School District","Botelle Elementary School","=""0980111""","Not Eligible For Lunch","*"
"Norfolk School District","Botelle Elementary School","=""0980111""","Eligible For Reduced Lunch","*"
"North Branford School District","Jerome Harrison School","=""0990411""","Eligible For Free Lunch","*"
"North Branford School District","Jerome Harrison School","=""0990411""","Not Eligible For Lunch","*"
"North Branford School District","Jerome Harrison School","=""0990411""","Eligible For Reduced Lunch","*"
"North Branford School District","North Branford High School","=""0996111""","Eligible For Free Lunch",13.8
"North Branford School District","North Branford High School","=""0996111""","Not Eligible For Lunch",3.3
"North Branford School District","North Branford High School","=""0996111""","Eligible For Reduced Lunch",0.0
"North Branford School District","North Branford Intermediate School","=""0995111""","Eligible For Free Lunch",18.2
"North Branford School District","North Branford Intermediate School","=""0995111""","Not Eligible For Lunch",2.9
"North Branford School District","North Branford Intermediate School","=""0995111""","Eligible For Reduced Lunch",0.0
"North Branford School District","School to Work Program","=""0999011""","Eligible For Free Lunch","*"
"North Branford School District","School to Work Program","=""0999011""","Not Eligible For Lunch","*"
"North Branford School District","School to Work Program","=""0999011""","Eligible For Reduced Lunch","*"
"North Branford School District","Totoket Valley Elementary School","=""0990611""","Eligible For Free Lunch","*"
"North Branford School District","Totoket Valley Elementary School","=""0990611""","Not Eligible For Lunch","*"
"North Branford School District","Totoket Valley Elementary School","=""0990611""","Eligible For Reduced Lunch","*"
"North Canaan School District","North Canaan Elementary School","=""1000111""","Eligible For Free Lunch","*"
"North Canaan School District","North Canaan Elementary School","=""1000111""","Not Eligible For Lunch",4.2
"North Canaan School District","North Canaan Elementary School","=""1000111""","Eligible For Reduced Lunch","*"
"North Haven School District","Clintonville Elementary School","=""1010811""","Eligible For Free Lunch","*"
"North Haven School District","Clintonville Elementary School","=""1010811""","Not Eligible For Lunch",3.4
"North Haven School District","Clintonville Elementary School","=""1010811""","Eligible For Reduced Lunch","*"
"North Haven School District","Green Acres Elementary School","=""1010711""","Eligible For Free Lunch","*"
"North Haven School District","Green Acres Elementary School","=""1010711""","Not Eligible For Lunch",4.6
"North Haven School District","Green Acres Elementary School","=""1010711""","Eligible For Reduced Lunch","*"
"North Haven School District","Montowese Elementary School","=""1010211""","Eligible For Free Lunch","*"
"North Haven School District","Montowese Elementary School","=""1010211""","Not Eligible For Lunch","*"
"North Haven School District","Montowese Elementary School","=""1010211""","Eligible For Reduced Lunch","*"
"North Haven School District","North Haven High School","=""1016111""","Eligible For Free Lunch",57.5
"North Haven School District","North Haven High School","=""1016111""","Not Eligible For Lunch",40.4
