"Chronic Absenteeism, 2011-12"
"State of Connecticut, All Schools, Free/Reduced Price Meal Eligibility"

"Organization","School","School Code","Free/Reduced Price Meal Eligibility","% Chronically Absent"
"New London School District","Jennings School","=""0950311""","Eligible For Reduced Lunch","*"
"New London School District","Jennings School","=""0950311""","Not Eligible For Lunch","*"
"New London School District","Bennie Dover Jackson Middle School","=""0955111""","Eligible For Free Lunch",23.4
"New London School District","Bennie Dover Jackson Middle School","=""0955111""","Eligible For Reduced Lunch","*"
"New London School District","Bennie Dover Jackson Middle School","=""0955111""","Not Eligible For Lunch","*"
"New London School District","Harbor School","=""0950211""","Eligible For Free Lunch",17.3
"New London School District","Harbor School","=""0950211""","Eligible For Reduced Lunch","*"
"New London School District","Harbor School","=""0950211""","Not Eligible For Lunch","*"
"New London School District","Nathan Hale Arts Magnet School","=""0950911""","Eligible For Free Lunch",20.2
"New London School District","Nathan Hale Arts Magnet School","=""0950911""","Eligible For Reduced Lunch","*"
"New London School District","Nathan Hale Arts Magnet School","=""0950911""","Not Eligible For Lunch","*"
"New London School District","New London Clinical Day Program","=""0959111""","Eligible For Free Lunch","*"
"New London School District","New London Clinical Day Program","=""0959111""","Not Eligible For Lunch","*"
"New London School District","New London High School","=""0956111""","Eligible For Free Lunch",27.5
"New London School District","New London High School","=""0956111""","Eligible For Reduced Lunch","*"
"New London School District","New London High School","=""0956111""","Not Eligible For Lunch","*"
"New London School District","Winthrop STEM Elementary Magnet School","=""0950811""","Eligible For Free Lunch","*"
"New London School District","Winthrop STEM Elementary Magnet School","=""0950811""","Eligible For Reduced Lunch","*"
"New Milford School District","Hill And Plain School","=""0960511""","Eligible For Free Lunch",18.5
"New Milford School District","Hill And Plain School","=""0960511""","Eligible For Reduced Lunch","*"
"New Milford School District","Hill And Plain School","=""0960511""","Not Eligible For Lunch","*"
"New Milford School District","John Pettibone School","=""0960711""","Eligible For Free Lunch",13.1
"New Milford School District","John Pettibone School","=""0960711""","Eligible For Reduced Lunch",28.6
"New Milford School District","John Pettibone School","=""0960711""","Not Eligible For Lunch",5.3
"New Milford School District","Litchfield Hills Transition Center","=""0969011""","Eligible For Free Lunch","*"
"New Milford School District","Litchfield Hills Transition Center","=""0969011""","Not Eligible For Lunch","*"
"New Milford School District","New Milford High School","=""0966111""","Eligible For Free Lunch",33.1
"New Milford School District","New Milford High School","=""0966111""","Eligible For Reduced Lunch",11.9
"New Milford School District","New Milford High School","=""0966111""","Not Eligible For Lunch",15.4
"New Milford School District","Northville Elementary School","=""0960811""","Eligible For Free Lunch","*"
"New Milford School District","Northville Elementary School","=""0960811""","Eligible For Reduced Lunch","*"
"New Milford School District","Northville Elementary School","=""0960811""","Not Eligible For Lunch",7.0
"New Milford School District","Sarah Noble Intermediate School","=""0960911""","Eligible For Free Lunch",7.4
"New Milford School District","Sarah Noble Intermediate School","=""0960911""","Eligible For Reduced Lunch",8.2
"New Milford School District","Sarah Noble Intermediate School","=""0960911""","Not Eligible For Lunch",4.9
"New Milford School District","Schaghticoke Middle School","=""0965211""","Eligible For Free Lunch","*"
"New Milford School District","Schaghticoke Middle School","=""0965211""","Eligible For Reduced Lunch","*"
"New Milford School District","Schaghticoke Middle School","=""0965211""","Not Eligible For Lunch",7.2
"Newington School District","Anna Reynolds School","=""0940611""","Eligible For Free Lunch","*"
"Newington School District","Anna Reynolds School","=""0940611""","Eligible For Reduced Lunch",0.0
"Newington School District","Anna Reynolds School","=""0940611""","Not Eligible For Lunch","*"
"Newington School District","Elizabeth Green School","=""0940211""","Eligible For Free Lunch","*"
"Newington School District","Elizabeth Green School","=""0940211""","Eligible For Reduced Lunch","*"
"Newington School District","Elizabeth Green School","=""0940211""","Not Eligible For Lunch","*"
"Newington School District","John Paterson School","=""0940811""","Eligible For Free Lunch","*"
"Newington School District","John Paterson School","=""0940811""","Eligible For Reduced Lunch","*"
"Newington School District","John Paterson School","=""0940811""","Not Eligible For Lunch",2.3
"Newington School District","John Wallace Middle School","=""0945311""","Eligible For Free Lunch","*"
"Newington School District","John Wallace Middle School","=""0945311""","Eligible For Reduced Lunch","*"
"Newington School District","John Wallace Middle School","=""0945311""","Not Eligible For Lunch",3.2
"Newington School District","Martin Kellogg Middle School","=""0945111""","Eligible For Free Lunch","*"
"Newington School District","Martin Kellogg Middle School","=""0945111""","Eligible For Reduced Lunch","*"
"Newington School District","Martin Kellogg Middle School","=""0945111""","Not Eligible For Lunch",3.2
"Newington School District","Newington High School","=""0946111""","Eligible For Free Lunch",11.4
"Newington School District","Newington High School","=""0946111""","Eligible For Reduced Lunch",13.6
"Newington School District","Newington High School","=""0946111""","Not Eligible For Lunch",4.1
"Newington School District","Ruth Chaffee School","=""0940711""","Eligible For Free Lunch","*"
"Newington School District","Ruth Chaffee School","=""0940711""","Eligible For Reduced Lunch","*"
"Newington School District","Ruth Chaffee School","=""0940711""","Not Eligible For Lunch",2.9
"Newtown School District","Hawley Elementary School","=""0970111""","Eligible For Free Lunch","*"
"Newtown School District","Hawley Elementary School","=""0970111""","Eligible For Reduced Lunch","*"
"Newtown School District","Hawley Elementary School","=""0970111""","Not Eligible For Lunch",2.8
"Newtown School District","Head O'Meadow Elementary School","=""0970411""","Eligible For Free Lunch","*"
"Newtown School District","Head O'Meadow Elementary School","=""0970411""","Eligible For Reduced Lunch","*"
"Newtown School District","Head O'Meadow Elementary School","=""0970411""","Not Eligible For Lunch",3.1
"Newtown School District","Middle Gate Elementary School","=""0970311""","Eligible For Free Lunch","*"
"Newtown School District","Middle Gate Elementary School","=""0970311""","Eligible For Reduced Lunch","*"
"Newtown School District","Middle Gate Elementary School","=""0970311""","Not Eligible For Lunch","*"
"Newtown School District","Newtown High School","=""0976111""","Eligible For Free Lunch","*"
"Newtown School District","Newtown High School","=""0976111""","Eligible For Reduced Lunch","*"
"Newtown School District","Newtown High School","=""0976111""","Not Eligible For Lunch",1.5
"Newtown School District","Newtown Middle School","=""0975111""","Eligible For Free Lunch","*"
"Newtown School District","Newtown Middle School","=""0975111""","Eligible For Reduced Lunch","*"
"Newtown School District","Newtown Middle School","=""0975111""","Not Eligible For Lunch",3.4
"Newtown School District","Reed Intermediate School","=""0970511""","Eligible For Free Lunch","*"
"Newtown School District","Reed Intermediate School","=""0970511""","Eligible For Reduced Lunch","*"
"Newtown School District","Reed Intermediate School","=""0970511""","Not Eligible For Lunch",2.5
"Newtown School District","Sandy Hook Elementary School","=""0970211""","Eligible For Free Lunch","*"
"Newtown School District","Sandy Hook Elementary School","=""0970211""","Eligible For Reduced Lunch","*"
"Newtown School District","Sandy Hook Elementary School","=""0970211""","Not Eligible For Lunch",2.3
"Newtown School District","STARR","=""0979011""","Not Eligible For Lunch","*"
"Norfolk School District","Botelle Elementary School","=""0980111""","Eligible For Free Lunch","*"
"Norfolk School District","Botelle Elementary School","=""0980111""","Eligible For Reduced Lunch","*"
"Norfolk School District","Botelle Elementary School","=""0980111""","Not Eligible For Lunch",7.8
"Norfolk School District","Bridges II","=""0989211""","Eligible For Free Lunch","*"
"Norfolk School District","Bridges II","=""0989211""","Not Eligible For Lunch","*"
"North Branford School District","Jerome Harrison School","=""0990411""","Eligible For Free Lunch","*"
"North Branford School District","Jerome Harrison School","=""0990411""","Eligible For Reduced Lunch","*"
"North Branford School District","Jerome Harrison School","=""0990411""","Not Eligible For Lunch",4.4
"North Branford School District","North Branford High School","=""0996111""","Eligible For Free Lunch",58.1
"North Branford School District","North Branford High School","=""0996111""","Eligible For Reduced Lunch",40.0
"North Branford School District","North Branford High School","=""0996111""","Not Eligible For Lunch",38.7
"North Branford School District","North Branford Intermediate School","=""0995111""","Eligible For Free Lunch","*"
"North Branford School District","North Branford Intermediate School","=""0995111""","Eligible For Reduced Lunch","*"
"North Branford School District","North Branford Intermediate School","=""0995111""","Not Eligible For Lunch",2.9
"North Branford School District","Totoket Valley Elementary School","=""0990611""","Eligible For Free Lunch","*"
"North Branford School District","Totoket Valley Elementary School","=""0990611""","Eligible For Reduced Lunch",0.0
"North Branford School District","Totoket Valley Elementary School","=""0990611""","Not Eligible For Lunch","*"
"North Canaan School District","North Canaan Elementary School","=""1000111""","Eligible For Free Lunch","*"
"North Canaan School District","North Canaan Elementary School","=""1000111""","Eligible For Reduced Lunch","*"
"North Canaan School District","North Canaan Elementary School","=""1000111""","Not Eligible For Lunch",9.7
"North Haven School District","Clintonville Elementary School","=""1010811""","Eligible For Free Lunch","*"
"North Haven School District","Clintonville Elementary School","=""1010811""","Eligible For Reduced Lunch","*"
"North Haven School District","Clintonville Elementary School","=""1010811""","Not Eligible For Lunch","*"
"North Haven School District","Green Acres Elementary School","=""1010711""","Eligible For Free Lunch","*"
"North Haven School District","Green Acres Elementary School","=""1010711""","Eligible For Reduced Lunch","*"
"North Haven School District","Green Acres Elementary School","=""1010711""","Not Eligible For Lunch",2.2
"North Haven School District","Montowese Elementary School","=""1010211""","Eligible For Free Lunch","*"
"North Haven School District","Montowese Elementary School","=""1010211""","Eligible For Reduced Lunch","*"
"North Haven School District","Montowese Elementary School","=""1010211""","Not Eligible For Lunch","*"
"North Haven School District","North Haven High School","=""1016111""","Eligible For Free Lunch",20.4
"North Haven School District","North Haven High School","=""1016111""","Eligible For Reduced Lunch",20.4
"North Haven School District","North Haven High School","=""1016111""","Not Eligible For Lunch",11.3
"North Haven School District","North Haven Middle School","=""1015211""","Eligible For Free Lunch","*"
"North Haven School District","North Haven Middle School","=""1015211""","Eligible For Reduced Lunch","*"
"North Haven School District","North Haven Middle School","=""1015211""","Not Eligible For Lunch",5.5
"North Haven School District","Ridge Road Elementary School","=""1010311""","Eligible For Free Lunch","*"
"North Haven School District","Ridge Road Elementary School","=""1010311""","Eligible For Reduced Lunch","*"
"North Haven School District","Ridge Road Elementary School","=""1010311""","Not Eligible For Lunch",3.9
"North Stonington School District","North Stonington Elementary School","=""1020111""","Eligible For Free Lunch","*"
"North Stonington School District","North Stonington Elementary School","=""1020111""","Eligible For Reduced Lunch","*"
"North Stonington School District","North Stonington Elementary School","=""1020111""","Not Eligible For Lunch","*"
"North Stonington School District","Wheeler High School","=""1026111""","Eligible For Free Lunch","*"
"North Stonington School District","Wheeler High School","=""1026111""","Eligible For Reduced Lunch","*"
"North Stonington School District","Wheeler High School","=""1026111""","Not Eligible For Lunch",13.9
"North Stonington School District","Wheeler Middle School","=""1025111""","Eligible For Free Lunch","*"
"North Stonington School District","Wheeler Middle School","=""1025111""","Eligible For Reduced Lunch","*"
"North Stonington School District","Wheeler Middle School","=""1025111""","Not Eligible For Lunch",7.9
"Norwalk School District","Brien McMahon High School","=""1036211""","Eligible For Free Lunch",21.5
"Norwalk School District","Brien McMahon High School","=""1036211""","Eligible For Reduced Lunch",17.3
"Norwalk School District","Brien McMahon High School","=""1036211""","Not Eligible For Lunch",15.1
"Norwalk School District","Brookside Elementary School","=""1030211""","Eligible For Free Lunch",6.1
"Norwalk School District","Brookside Elementary School","=""1030211""","Eligible For Reduced Lunch","*"
"Norwalk School District","Brookside Elementary School","=""1030211""","Not Eligible For Lunch","*"
"Norwalk School District","Columbus Magnet School","=""1030311""","Eligible For Free Lunch","*"
"Norwalk School District","Columbus Magnet School","=""1030311""","Eligible For Reduced Lunch","*"
"Norwalk School District","Columbus Magnet School","=""1030311""","Not Eligible For Lunch","*"
"Norwalk School District","Cranbury Elementary School","=""1030411""","Eligible For Free Lunch",7.9
"Norwalk School District","Cranbury Elementary School","=""1030411""","Eligible For Reduced Lunch","*"
"Norwalk School District","Cranbury Elementary School","=""1030411""","Not Eligible For Lunch","*"
"Norwalk School District","Fox Run Elementary School","=""1032011""","Eligible For Free Lunch","*"
"Norwalk School District","Fox Run Elementary School","=""1032011""","Eligible For Reduced Lunch","*"
"Norwalk School District","Fox Run Elementary School","=""1032011""","Not Eligible For Lunch",5.2
"Norwalk School District","Jefferson Magnet School","=""1030711""","Eligible For Free Lunch",6.7
"Norwalk School District","Jefferson Magnet School","=""1030711""","Eligible For Reduced Lunch",10.1
"Norwalk School District","Jefferson Magnet School","=""1030711""","Not Eligible For Lunch",5.8
"Norwalk School District","Kendall Elementary School","=""1030811""","Eligible For Free Lunch",7.5
"Norwalk School District","Kendall Elementary School","=""1030811""","Eligible For Reduced Lunch","*"
"Norwalk School District","Kendall Elementary School","=""1030811""","Not Eligible For Lunch","*"
"Norwalk School District","Marvin Elementary School","=""1032211""","Eligible For Free Lunch","*"
"Norwalk School District","Marvin Elementary School","=""1032211""","Eligible For Reduced Lunch","*"
"Norwalk School District","Marvin Elementary School","=""1032211""","Not Eligible For Lunch",5.9
"Norwalk School District","Naramake Elementary School","=""1032111""","Eligible For Free Lunch","*"
"Norwalk School District","Naramake Elementary School","=""1032111""","Eligible For Reduced Lunch","*"
"Norwalk School District","Naramake Elementary School","=""1032111""","Not Eligible For Lunch",2.1
"Norwalk School District","Nathan Hale Middle School","=""1035211""","Eligible For Free Lunch",19.3
"Norwalk School District","Nathan Hale Middle School","=""1035211""","Eligible For Reduced Lunch","*"
"Norwalk School District","Nathan Hale Middle School","=""1035211""","Not Eligible For Lunch","*"
"Norwalk School District","Norwalk High School","=""1036111""","Eligible For Free Lunch",28.8
"Norwalk School District","Norwalk High School","=""1036111""","Eligible For Reduced Lunch",21.8
"Norwalk School District","Norwalk High School","=""1036111""","Not Eligible For Lunch",14.5
"Norwalk School District","Norwalk Pathways Academy at Briggs","=""1036311""","Eligible For Free Lunch",95.8
"Norwalk School District","Norwalk Pathways Academy at Briggs","=""1036311""","Eligible For Reduced Lunch","*"
"Norwalk School District","Norwalk Pathways Academy at Briggs","=""1036311""","Not Eligible For Lunch","*"
"Norwalk School District","Ponus Ridge Middle School","=""1035311""","Eligible For Free Lunch",23.1
"Norwalk School District","Ponus Ridge Middle School","=""1035311""","Eligible For Reduced Lunch",14.3
"Norwalk School District","Ponus Ridge Middle School","=""1035311""","Not Eligible For Lunch",15.1
"Norwalk School District","Roton Middle School","=""1035511""","Eligible For Free Lunch","*"
"Norwalk School District","Roton Middle School","=""1035511""","Eligible For Reduced Lunch","*"
"Norwalk School District","Roton Middle School","=""1035511""","Not Eligible For Lunch",11.4
"Norwalk School District","Rowayton School","=""1031311""","Eligible For Free Lunch","*"
"Norwalk School District","Rowayton School","=""1031311""","Eligible For Reduced Lunch","*"
"Norwalk School District","Rowayton School","=""1031311""","Not Eligible For Lunch",4.0
"Norwalk School District","Silvermine Elementary School","=""1032311""","Eligible For Free Lunch",9.4
"Norwalk School District","Silvermine Elementary School","=""1032311""","Eligible For Reduced Lunch","*"
"Norwalk School District","Silvermine Elementary School","=""1032311""","Not Eligible For Lunch","*"
"Norwalk School District","Tracey School","=""1031411""","Eligible For Free Lunch",5.8
"Norwalk School District","Tracey School","=""1031411""","Eligible For Reduced Lunch","*"
"Norwalk School District","Tracey School","=""1031411""","Not Eligible For Lunch","*"
"Norwalk School District","West Rocks Middle School","=""1035411""","Eligible For Free Lunch",21.1
"Norwalk School District","West Rocks Middle School","=""1035411""","Eligible For Reduced Lunch","*"
"Norwalk School District","West Rocks Middle School","=""1035411""","Not Eligible For Lunch","*"
"Norwalk School District","Wolfpit School","=""1032411""","Eligible For Free Lunch",8.6
"Norwalk School District","Wolfpit School","=""1032411""","Eligible For Reduced Lunch","*"
"Norwalk School District","Wolfpit School","=""1032411""","Not Eligible For Lunch","*"
"Norwich Free Academy District","Norwich Free Academy","=""9016122""","Eligible For Free Lunch",17.7
"Norwich Free Academy District","Norwich Free Academy","=""9016122""","Eligible For Reduced Lunch",9.5
"Norwich Free Academy District","Norwich Free Academy","=""9016122""","Not Eligible For Lunch",8.8
"Norwich School District","Deborah-Tennant Zinewicz  School","=""1049111""","Eligible For Free Lunch",57.1
"Norwich School District","Deborah-Tennant Zinewicz  School","=""1049111""","Eligible For Reduced Lunch","*"
"Norwich School District","Deborah-Tennant Zinewicz  School","=""1049111""","Not Eligible For Lunch","*"
"Norwich School District","Hickory Street School","=""1049011""","Eligible For Free Lunch","*"
"Norwich School District","Hickory Street School","=""1049011""","Eligible For Reduced Lunch","*"
"Norwich School District","Hickory Street School","=""1049011""","Not Eligible For Lunch","*"
"Norwich School District","John B. Stanton Network School","=""1041411""","Eligible For Free Lunch",13.0
"Norwich School District","John B. Stanton Network School","=""1041411""","Eligible For Reduced Lunch","*"
"Norwich School District","John B. Stanton Network School","=""1041411""","Not Eligible For Lunch","*"
"Norwich School District","Kelly Middle School","=""1045111""","Eligible For Free Lunch",19.0
"Norwich School District","Kelly Middle School","=""1045111""","Eligible For Reduced Lunch",15.9
"Norwich School District","Kelly Middle School","=""1045111""","Not Eligible For Lunch",4.3
"Norwich School District","Moriarty Magnet School","=""1042011""","Eligible For Free Lunch",20.6
"Norwich School District","Moriarty Magnet School","=""1042011""","Eligible For Reduced Lunch",0.0
"Norwich School District","Moriarty Magnet School","=""1042011""","Not Eligible For Lunch",5.4
"Norwich School District","Samuel Huntington School","=""1040811""","Eligible For Free Lunch",20.4
"Norwich School District","Samuel Huntington School","=""1040811""","Eligible For Reduced Lunch","*"
"Norwich School District","Samuel Huntington School","=""1040811""","Not Eligible For Lunch","*"
"Norwich School District","Teachers' Memorial Middle School","=""1045211""","Eligible For Free Lunch",14.6
"Norwich School District","Teachers' Memorial Middle School","=""1045211""","Eligible For Reduced Lunch","*"
"Norwich School District","Teachers' Memorial Middle School","=""1045211""","Not Eligible For Lunch","*"
"Norwich School District","Thames River Academy","=""1046111""","Eligible For Free Lunch",87.0
"Norwich School District","Thames River Academy","=""1046111""","Eligible For Reduced Lunch","*"
"Norwich School District","Thames River Academy","=""1046111""","Not Eligible For Lunch","*"
"Norwich School District","Thomas W. Mahan School","=""1041711""","Eligible For Free Lunch",6.5
"Norwich School District","Thomas W. Mahan School","=""1041711""","Eligible For Reduced Lunch","*"
"Norwich School District","Thomas W. Mahan School","=""1041711""","Not Eligible For Lunch","*"
"Norwich School District","Uncas Network School","=""1041911""","Eligible For Free Lunch",19.4
"Norwich School District","Uncas Network School","=""1041911""","Eligible For Reduced Lunch","*"
"Norwich School District","Uncas Network School","=""1041911""","Not Eligible For Lunch","*"
"Norwich School District","Veterans' Memorial School","=""1041811""","Eligible For Free Lunch",12.1
"Norwich School District","Veterans' Memorial School","=""1041811""","Eligible For Reduced Lunch","*"
"Norwich School District","Veterans' Memorial School","=""1041811""","Not Eligible For Lunch","*"
"Norwich School District","Wequonnoc Magnet School","=""1041511""","Eligible For Free Lunch",15.8
"Norwich School District","Wequonnoc Magnet School","=""1041511""","Eligible For Reduced Lunch","*"
"Norwich School District","Wequonnoc Magnet School","=""1041511""","Not Eligible For Lunch","*"
"Odyssey Community School District","Odyssey Community School","=""2635113""","Eligible For Free Lunch","*"
"Odyssey Community School District","Odyssey Community School","=""2635113""","Eligible For Reduced Lunch","*"
"Odyssey Community School District","Odyssey Community School","=""2635113""","Not Eligible For Lunch",8.6
"Old Saybrook School District","Kathleen E. Goodwin School","=""1060211""","Eligible For Free Lunch","*"
"Old Saybrook School District","Kathleen E. Goodwin School","=""1060211""","Eligible For Reduced Lunch","*"
"Old Saybrook School District","Kathleen E. Goodwin School","=""1060211""","Not Eligible For Lunch",3.5
"Old Saybrook School District","Old Saybrook Middle School","=""1065211""","Eligible For Free Lunch","*"
"Old Saybrook School District","Old Saybrook Middle School","=""1065211""","Eligible For Reduced Lunch","*"
"Old Saybrook School District","Old Saybrook Middle School","=""1065211""","Not Eligible For Lunch",4.4
"Old Saybrook School District","Old Saybrook Senior High School","=""1066111""","Eligible For Free Lunch","*"
"Old Saybrook School District","Old Saybrook Senior High School","=""1066111""","Eligible For Reduced Lunch","*"
"Old Saybrook School District","Old Saybrook Senior High School","=""1066111""","Not Eligible For Lunch",32.2
"Orange School District","Mary L. Tracy School","=""1070211""","Eligible For Free Lunch","*"
"Orange School District","Mary L. Tracy School","=""1070211""","Eligible For Reduced Lunch","*"
"Orange School District","Mary L. Tracy School","=""1070211""","Not Eligible For Lunch","*"
"Orange School District","Peck Place School","=""1070511""","Eligible For Free Lunch","*"
"Orange School District","Peck Place School","=""1070511""","Eligible For Reduced Lunch","*"
"Orange School District","Peck Place School","=""1070511""","Not Eligible For Lunch","*"
"Orange School District","Race Brook School","=""1070311""","Eligible For Free Lunch","*"
"Orange School District","Race Brook School","=""1070311""","Eligible For Reduced Lunch","*"
"Orange School District","Race Brook School","=""1070311""","Not Eligible For Lunch",3.6
"Orange School District","Turkey Hill School","=""1070411""","Eligible For Free Lunch","*"
"Orange School District","Turkey Hill School","=""1070411""","Eligible For Reduced Lunch","*"
"Orange School District","Turkey Hill School","=""1070411""","Not Eligible For Lunch",1.9
"Oxford School District","Great Oak School","=""1085111""","Eligible For Free Lunch","*"
"Oxford School District","Great Oak School","=""1085111""","Eligible For Reduced Lunch","*"
"Oxford School District","Great Oak School","=""1085111""","Not Eligible For Lunch",4.2
"Oxford School District","Oxford Center School","=""1080111""","Eligible For Free Lunch","*"
"Oxford School District","Oxford Center School","=""1080111""","Eligible For Reduced Lunch","*"
"Oxford School District","Oxford Center School","=""1080111""","Not Eligible For Lunch",2.9
"Oxford School District","Oxford High School","=""1086011""","Eligible For Free Lunch","*"
"Oxford School District","Oxford High School","=""1086011""","Eligible For Reduced Lunch","*"
"Oxford School District","Oxford High School","=""1086011""","Not Eligible For Lunch",8.3
"Oxford School District","Quaker Farms School","=""1080311""","Eligible For Free Lunch","*"
"Oxford School District","Quaker Farms School","=""1080311""","Eligible For Reduced Lunch","*"
"Oxford School District","Quaker Farms School","=""1080311""","Not Eligible For Lunch","*"
"Park City Prep Charter School District","Park City Prep Charter School","=""2835113""","Eligible For Free Lunch",10.4
"Park City Prep Charter School District","Park City Prep Charter School","=""2835113""","Eligible For Reduced Lunch","*"
"Park City Prep Charter School District","Park City Prep Charter School","=""2835113""","Not Eligible For Lunch","*"
"Plainfield School District","Moosup Elementary School","=""1090111""","Eligible For Free Lunch","*"
"Plainfield School District","Moosup Elementary School","=""1090111""","Eligible For Reduced Lunch","*"
"Plainfield School District","Moosup Elementary School","=""1090111""","Not Eligible For Lunch","*"
"Plainfield School District","Plainfield Central School","=""1095111""","Eligible For Free Lunch",14.6
"Plainfield School District","Plainfield Central School","=""1095111""","Eligible For Reduced Lunch","*"
"Plainfield School District","Plainfield Central School","=""1095111""","Not Eligible For Lunch","*"
"Plainfield School District","Plainfield High School","=""1096111""","Eligible For Free Lunch",33.8
"Plainfield School District","Plainfield High School","=""1096111""","Eligible For Reduced Lunch",29.2
"Plainfield School District","Plainfield High School","=""1096111""","Not Eligible For Lunch",13.7
"Plainfield School District","Plainfield Memorial School","=""1090311""","Eligible For Free Lunch",11.0
"Plainfield School District","Plainfield Memorial School","=""1090311""","Eligible For Reduced Lunch","*"
"Plainfield School District","Plainfield Memorial School","=""1090311""","Not Eligible For Lunch","*"
"Plainfield School District","Shepard Hill Elementary School","=""1090411""","Eligible For Free Lunch","*"
"Plainfield School District","Shepard Hill Elementary School","=""1090411""","Eligible For Reduced Lunch","*"
"Plainfield School District","Shepard Hill Elementary School","=""1090411""","Not Eligible For Lunch",5.4
"Plainville School District","Frank T. Wheeler School","=""1100411""","Eligible For Free Lunch","*"
"Plainville School District","Frank T. Wheeler School","=""1100411""","Eligible For Reduced Lunch",0.0
"Plainville School District","Frank T. Wheeler School","=""1100411""","Not Eligible For Lunch","*"
"Plainville School District","Linden Street School","=""1100211""","Eligible For Free Lunch","*"
"Plainville School District","Linden Street School","=""1100211""","Eligible For Reduced Lunch","*"
"Plainville School District","Linden Street School","=""1100211""","Not Eligible For Lunch",7.5
"Plainville School District","Louis Toffolon School","=""1100511""","Eligible For Free Lunch","*"
"Plainville School District","Louis Toffolon School","=""1100511""","Eligible For Reduced Lunch","*"
"Plainville School District","Louis Toffolon School","=""1100511""","Not Eligible For Lunch",2.2
"Plainville School District","Middle School of Plainville","=""1105211""","Eligible For Free Lunch",12.3
"Plainville School District","Middle School of Plainville","=""1105211""","Eligible For Reduced Lunch","*"
"Plainville School District","Middle School of Plainville","=""1105211""","Not Eligible For Lunch","*"
"Plainville School District","Plainville High School","=""1106111""","Eligible For Free Lunch",34.5
"Plainville School District","Plainville High School","=""1106111""","Eligible For Reduced Lunch",22.6
"Plainville School District","Plainville High School","=""1106111""","Not Eligible For Lunch",16.6
"Plymouth School District","Eli Terry Jr. Middle School","=""1115111""","Eligible For Free Lunch",16.2
"Plymouth School District","Eli Terry Jr. Middle School","=""1115111""","Eligible For Reduced Lunch","*"
"Plymouth School District","Eli Terry Jr. Middle School","=""1115111""","Not Eligible For Lunch","*"
"Plymouth School District","Harry S. Fisher Elementary School","=""1110411""","Eligible For Free Lunch",20.7
"Plymouth School District","Harry S. Fisher Elementary School","=""1110411""","Eligible For Reduced Lunch","*"
"Plymouth School District","Harry S. Fisher Elementary School","=""1110411""","Not Eligible For Lunch","*"
"Plymouth School District","Plymouth Center School","=""1110211""","Eligible For Free Lunch","*"
"Plymouth School District","Plymouth Center School","=""1110211""","Eligible For Reduced Lunch","*"
"Plymouth School District","Plymouth Center School","=""1110211""","Not Eligible For Lunch",6.7
"Plymouth School District","Terryville High School","=""1116111""","Eligible For Free Lunch","*"
"Plymouth School District","Terryville High School","=""1116111""","Eligible For Reduced Lunch","*"
"Plymouth School District","Terryville High School","=""1116111""","Not Eligible For Lunch",5.3
"Pomfret School District","Pomfret Community School","=""1120111""","Eligible For Free Lunch","*"
"Pomfret School District","Pomfret Community School","=""1120111""","Eligible For Reduced Lunch","*"
"Pomfret School District","Pomfret Community School","=""1120111""","Not Eligible For Lunch","*"
"Portland School District","Brownstone Intermediate School","=""1130511""","Eligible For Free Lunch","*"
"Portland School District","Brownstone Intermediate School","=""1130511""","Eligible For Reduced Lunch","*"
"Portland School District","Brownstone Intermediate School","=""1130511""","Not Eligible For Lunch","*"
"Portland School District","Gildersleeve School","=""1130411""","Eligible For Free Lunch","*"
"Portland School District","Gildersleeve School","=""1130411""","Eligible For Reduced Lunch","*"
"Portland School District","Gildersleeve School","=""1130411""","Not Eligible For Lunch",0.0
"Portland School District","Portland High School","=""1136111""","Eligible For Free Lunch","*"
"Portland School District","Portland High School","=""1136111""","Eligible For Reduced Lunch","*"
"Portland School District","Portland High School","=""1136111""","Not Eligible For Lunch",5.2
"Portland School District","Portland Middle School","=""1135111""","Eligible For Free Lunch","*"
"Portland School District","Portland Middle School","=""1135111""","Eligible For Reduced Lunch","*"
"Portland School District","Portland Middle School","=""1135111""","Not Eligible For Lunch",3.0
"Portland School District","Valley View School","=""1130211""","Eligible For Free Lunch","*"
"Portland School District","Valley View School","=""1130211""","Eligible For Reduced Lunch","*"
"Portland School District","Valley View School","=""1130211""","Not Eligible For Lunch","*"
"Preston School District","Preston Plains School","=""1145111""","Eligible For Free Lunch","*"
"Preston School District","Preston Plains School","=""1145111""","Eligible For Reduced Lunch","*"
"Preston School District","Preston Plains School","=""1145111""","Not Eligible For Lunch",0.0
"Preston School District","Preston Veterans' Memorial School","=""1140411""","Eligible For Free Lunch","*"
"Preston School District","Preston Veterans' Memorial School","=""1140411""","Eligible For Reduced Lunch","*"
"Preston School District","Preston Veterans' Memorial School","=""1140411""","Not Eligible For Lunch","*"
"Putnam School District","Helping Hands","=""1169011""","Eligible For Free Lunch","*"
"Putnam School District","Helping Hands","=""1169011""","Not Eligible For Lunch","*"
"Putnam School District","Putnam Elementary School","=""1160311""","Eligible For Free Lunch",11.3
"Putnam School District","Putnam Elementary School","=""1160311""","Eligible For Reduced Lunch","*"
"Putnam School District","Putnam Elementary School","=""1160311""","Not Eligible For Lunch","*"
"Putnam School District","Putnam High School","=""1166111""","Eligible For Free Lunch",28.9
"Putnam School District","Putnam High School","=""1166111""","Eligible For Reduced Lunch",25.9
