"Chronic Absenteeism, 2012-13"
"State of Connecticut, All Schools, All Students"

"Organization","School","School Code","% Chronically Absent"
"Unified School District #1","Osborn Correctional Institution","=""3361215""","*"
"Unified School District #1","New Haven Correctional Center","=""3360915""","*"
"Unified School District #1","Willard/Cybulski Correctional Institution","=""3361515""","*"
"Unified School District #1","Northern Correctional Institution","=""3362615""","*"
"Unified School District #1","Robinson Correctional Institution","=""3361315""","*"
"Unified School District #1","Garner Correctional Institution","=""3361915""",70.8
"Unified School District #1","Bridgeport Correctional Center","=""3360115""",44.0
"Unified School District #1","York Correctional Institution","=""3362515""","*"
"Unified School District #1","Enfield Correctional Institution","=""3360415""","*"
"Unified School District #1","Corrigan/Radgowski Correctional Institution","=""3362415""",39.4
"Unified School District #1","Hartford Correctional Center","=""3360615""",32.4
"Unified School District #1","Cheshire Correctional Institution","=""3360315""",58.8
"Unified School District #1","MacDougall/Walker Correctional Institution","=""3362215""",48.8
"Unified School District #1","Manson Youth Institution","=""3361115""",52.1
"Unified School District #2","Children''s Place School","=""3470115""","*"
"Unified School District #2","Riverview School","=""3470315""","*"
"Unified School District #2","Walter G. Cady School","=""3476715""","*"
"Union School District","Union Elementary School","=""1450111""",0.0
"Vernon School District","Northeast School","=""1460311""",7.9
"Vernon School District","Next Step Program (AACBP)","=""1469011""","*"
"Vernon School District","Lake Street School","=""1460111""","*"
"Vernon School District","Maple Street School","=""1460211""",8.0
"Vernon School District","Skinner Road School","=""1461011""",5.0
"Vernon School District","Center Road School","=""1461411""",2.5
"Vernon School District","Vernon Center Middle School","=""1465111""",5.2
"Vernon School District","Rockville High School","=""1466111""",14.5
"Voluntown School District","Voluntown Elementary School","=""1470111""",7.6
"Wallingford School District","Highland School","=""1480211""",11.8
"Wallingford School District","Harvest Park","=""1489211""","*"
"Wallingford School District","Multi-Vocational Life Skills Program","=""1489111""","*"
"Wallingford School District","A.R.T.S. Academy","=""1489011""","*"
"Wallingford School District","Cook Hill School","=""1481011""",13.2
"Wallingford School District","Parker Farms School","=""1480311""",13.0
"Wallingford School District","Evarts C. Stevens School","=""1480911""",8.8
"Wallingford School District","Moses Y. Beach School","=""1480111""",6.3
"Wallingford School District","Pond Hill School","=""1481211""",16.6
"Wallingford School District","Rock Hill School","=""1480411""",12.9
"Wallingford School District","Yalesville School","=""1480811""",2.6
"Wallingford School District","Dag  Hammarskjold Middle School","=""1485211""",8.9
"Wallingford School District","James H. Moran Middle School","=""1485311""",10.3
"Wallingford School District","Mark T. Sheehan High School","=""1486211""",6.9
"Wallingford School District","Lyman Hall High School","=""1486111""",8.5
"Waterbury School District","West Side Middle School","=""1515211""",21.9
"Waterbury School District","Washington School","=""1512311""",13.4
"Waterbury School District","State Street School","=""1519011""",83.3
"Waterbury School District","Enlightenment School","=""1519111""",93.9
"Waterbury School District","Regan School","=""1512811""",6.8
"Waterbury School District","Reed School","=""1513411""",15.5
"Waterbury School District","Wendell L. Cross School","=""1510811""",7.4
"Waterbury School District","Waterbury Arts Magnet School (Middle)","=""1515011""",8.7
"Waterbury School District","Woodrow Wilson School","=""1513211""",18.9
"Waterbury School District","Duggan School","=""1511611""",11.7
"Waterbury School District","Sprague School","=""1512011""",20.9
"Waterbury School District","Bucks Hill School","=""1510511""",12.5
"Waterbury School District","Carrington School","=""1512711""",12.0
"Waterbury School District","Waterbury Arts Magnet School (High)","=""1516011""",17.8
"Waterbury School District","Gilmartin School","=""1512611""",11.1
"Waterbury School District","Hopeville School","=""1511311""",14.4
"Waterbury School District","Bunker Hill School","=""1510611""",19.2
"Waterbury School District","F. J. Kingsbury School","=""1511411""",15.7
"Waterbury School District","Walsh School","=""1512211""",17.5
"Waterbury School District","Maloney Interdistrict Magnet School","=""1513111""",2.3
"Waterbury School District","Rotella Interdistrict Magnet School","=""1513311""",3.1
"Waterbury School District","Driggs School","=""1510911""",18.6
"Waterbury School District","B. W. Tinker School","=""1512111""",8.6
"Waterbury School District","Margaret M. Generali Elementary School","=""1511111""",10.7
"Waterbury School District","H. S. Chase School","=""1510711""",9.3
"Waterbury School District","North End Middle School","=""1515311""",22.5
"Waterbury School District","Michael F. Wallace Middle School","=""1515111""",20.3
"Waterbury School District","Wilby High School","=""1516311""",37.1
"Waterbury School District","John F. Kennedy High School","=""1516411""",27.2
"Waterbury School District","Crosby High School","=""1516211""",31.7
"Waterford School District","Great Neck Elementary School","=""1520211""",2.9
"Waterford School District","Quaker Hill Elementary School","=""1520711""",4.4
"Waterford School District","Oswegatchie Elementary School","=""1520611""",3.6
"Waterford School District","Clark Lane Middle School","=""1525111""",6.3
"Waterford School District","Waterford High School","=""1526111""",13.3
"Watertown School District","Fletcher W. Judson School","=""1530311""","*"
"Watertown School District","Polk School","=""1530411""",3.6
"Watertown School District","John Trumbull Primary School","=""1530211""",6.0
"Watertown School District","Swift Middle School","=""1535111""",4.7
"Watertown School District","Watertown High School","=""1536111""",23.2
"West Hartford School District","Smith School","=""1551711""",8.1
"West Hartford School District","Achieve","=""1559111""","*"
"West Hartford School District","WAAVE (W Hartford Applied Academic/Voc'l Experience)","=""1559011""","*"
"West Hartford School District","STRIVE-West Hartford","=""1559211""",46.7
"West Hartford School District","Charter Oak International Academy","=""1550511""",3.8
"West Hartford School District","Morley School","=""1550911""",3.6
"West Hartford School District","Braeburn School","=""1550211""",6.9
"West Hartford School District","Norfeldt School","=""1551011""",4.0
"West Hartford School District","Bristow Middle School","=""1555311""",3.8
"West Hartford School District","Aiken School","=""1551611""",2.8
"West Hartford School District","Whiting Lane School","=""1551311""",5.1
"West Hartford School District","Bugbee School","=""1550411""",2.0
"West Hartford School District","Webster Hill School","=""1551211""",7.4
"West Hartford School District","Wolcott School","=""1551511""",4.2
"West Hartford School District","Duffy School","=""1550611""",1.8
"West Hartford School District","Sedgwick Middle School","=""1555211""",8.2
"West Hartford School District","King Philip Middle School","=""1555111""",6.3
"West Hartford School District","Hall High School","=""1556211""",7.0
"West Hartford School District","Conard High School","=""1556111""",7.1
"West Haven School District","Washington School","=""1561211""",19.0
"West Haven School District","Edith E. Mackrille School","=""1560611""",15.9
"West Haven School District","Alma E. Pagels School","=""1560811""",14.2
"West Haven School District","Forest School","=""1560311""",13.1
"West Haven School District","Seth G. Haley School","=""1560411""",9.6
"West Haven School District","Savin Rock Community School","=""1561411""",16.3
"West Haven School District","Harry M. Bailey Middle School","=""1565111""",27.1
"West Haven School District","Carrigan 5/6 Intermediate School","=""1565311""",13.4
"West Haven School District","West Haven High School","=""1566111""",15.4
"Westbrook School District","Daisy Ingraham School","=""1540211""",4.0
"Westbrook School District","Westbrook Middle School","=""1545111""",7.8
"Westbrook School District","Westbrook High School","=""1546111""",8.9
"Weston School District","Hurlbutt Elementary School","=""1570111""",7.3
"Weston School District","Weston Intermediate School","=""1570211""",5.6
"Weston School District","Weston Middle School","=""1575111""",8.5
"Weston School District","Weston High School","=""1576111""",8.0
"Westport School District","Coleytown Elementary School","=""1580311""",3.3
"Westport School District","Green's Farms School","=""1580411""",2.4
"Westport School District","King's Highway Elementary School","=""1580511""",1.8
"Westport School District","Coleytown Middle School","=""1585311""",4.3
"Westport School District","Saugatuck Elementary School","=""1580811""","*"
"Westport School District","Long Lots School","=""1580711""",3.4
"Westport School District","Bedford Middle School","=""1585111""",4.3
"Westport School District","Staples High School","=""1586111""",1.3
"Wethersfield School District","Charles Wright School","=""1591011""",5.8
"Wethersfield School District","Samuel B. Webb Elementary School","=""1591211""",5.2
"Wethersfield School District","Alfred W. Hanmer School","=""1590811""",4.6
"Wethersfield School District","Highcrest School","=""1591111""",3.8
"Wethersfield School District","Emerson-Williams School","=""1590211""",2.0
"Wethersfield School District","Silas Deane Middle School","=""1595211""",8.4
"Wethersfield School District","Wethersfield High School","=""1596111""",17.7
"Willington School District","Center School","=""1600111""",5.0
"Willington School District","Hall Memorial School","=""1605111""",5.3
"Wilton School District","Middlebrook School","=""1615211""",3.5
"Wilton School District","Miller-Driscoll School","=""1610511""",3.0
"Wilton School District","Cider Mill School","=""1610711""",2.1
"Wilton School District","Wilton High School","=""1616111""",48.2
"Winchester School District","WISE Academy","=""1620111""","*"
"Winchester School District","Batcheller Early Education Center","=""1620411""",7.9
"Winchester School District","Pearson Middle School","=""1625111""","*"
"Winchester School District","Mary P. Hinsdale School","=""1620211""",5.7
"Windham School District","Windham Center School","=""1630511""",10.6
"Windham School District","W. B. Sweeney School","=""1630611""",18.5
"Windham School District","Natchaug School","=""1630111""",22.4
"Windham School District","North Windham School","=""1630311""",10.7
"Windham School District","Windham High School","=""1636111""",30.3
"Windham School District","Windham Middle School","=""1635111""",15.8
"Windsor Locks School District","North Street School","=""1650111""",10.3
"Windsor Locks School District","South Elementary School","=""1650411""",6.1
"Windsor Locks School District","Windsor Locks Middle School","=""1655111""",7.9
"Windsor Locks School District","Windsor Locks High School","=""1656111""",14.7
"Windsor School District","Poquonock Elementary School","=""1640511""",8.0
"Windsor School District","Clover Street School","=""1640111""",4.7
"Windsor School District","Oliver Ellsworth School","=""1640911""",8.5
"Windsor School District","John F. Kennedy School","=""1640811""",2.5
"Windsor School District","Sage Park Middle School","=""1645311""",7.0
"Windsor School District","Windsor High School","=""1646111""",13.9
"Wolcott School District","Alcott School","=""1660611""",4.4
"Wolcott School District","Frisbie School","=""1660211""",4.0
"Wolcott School District","Wakelee School","=""1660511""",1.5
"Wolcott School District","Tyrrell Middle School","=""1665111""",2.7
"Wolcott School District","Wolcott High School","=""1666111""",3.4
"Woodbridge School District","Beecher Road School","=""1670311""",5.2
"Woodstock Academy District","Woodstock Academy","=""9036122""",6.2
"Woodstock School District","Woodstock Middle School","=""1695111""",4.3
"Woodstock School District","Woodstock Elementary School","=""1690211""",5.5

