"Chronic Absenteeism, Trend"
"State of Connecticut, All Schools, Race/Ethnicity"

"",,,,"% Chronically Absent",,,,
"Meriden School District","Benjamin Franklin School","=""0800111""","Hispanic/Latino of any race",16.3,12.4,13.6,11.2,11.2
"Meriden School District","Benjamin Franklin School","=""0800111""","Native Hawaiian or Other Pacific Islander","*","*","*","N/A","N/A"
"Meriden School District","Benjamin Franklin School","=""0800111""","Two or More Races","*","*","*","*","*"
"Meriden School District","Benjamin Franklin School","=""0800111""","White",8.6,8.5,6.5,9.4,"*"
"Meriden School District","Casimir Pulaski School","=""0801111""","American Indian or Alaska Native","*","*","*","*","*"
"Meriden School District","Casimir Pulaski School","=""0801111""","Asian","*","*","*","*",0.0
"Meriden School District","Casimir Pulaski School","=""0801111""","Black or African American",13.6,12.0,9.6,18.8,"*"
"Meriden School District","Casimir Pulaski School","=""0801111""","Hispanic/Latino of any race",16.7,12.6,10.0,11.8,6.5
"Meriden School District","Casimir Pulaski School","=""0801111""","Native Hawaiian or Other Pacific Islander","*","*","*","*","*"
"Meriden School District","Casimir Pulaski School","=""0801111""","Two or More Races","*","*","*","*","*"
"Meriden School District","Casimir Pulaski School","=""0801111""","White",7.1,6.6,4.8,11.6,"*"
"Meriden School District","Francis T. Maloney High School","=""0806111""","American Indian or Alaska Native","*","N/A","*","*","*"
"Meriden School District","Francis T. Maloney High School","=""0806111""","Asian","*","*","*","*","*"
"Meriden School District","Francis T. Maloney High School","=""0806111""","Black or African American",15.6,23.9,19.4,17.7,10.0
"Meriden School District","Francis T. Maloney High School","=""0806111""","Hispanic/Latino of any race",15.3,20.9,28.1,26.6,21.4
"Meriden School District","Francis T. Maloney High School","=""0806111""","Native Hawaiian or Other Pacific Islander","*","*","*","*","*"
"Meriden School District","Francis T. Maloney High School","=""0806111""","Two or More Races","*","*","*","*","*"
"Meriden School District","Francis T. Maloney High School","=""0806111""","White",6.9,11.5,14.8,14.3,11.3
"Meriden School District","Hanover School","=""0800311""","American Indian or Alaska Native","*","*","*","*","*"
"Meriden School District","Hanover School","=""0800311""","Asian","*","*","*","*","*"
"Meriden School District","Hanover School","=""0800311""","Black or African American","*","*","*",16.7,"*"
"Meriden School District","Hanover School","=""0800311""","Hispanic/Latino of any race",14.1,25.2,11.6,9.3,6.2
"Meriden School District","Hanover School","=""0800311""","Native Hawaiian or Other Pacific Islander","*","*","*","*","*"
"Meriden School District","Hanover School","=""0800311""","Two or More Races","*","*","*","*","*"
"Meriden School District","Hanover School","=""0800311""","White",7.7,5.7,6.2,5.6,4.2
"Meriden School District","Israel Putnam School","=""0800411""","American Indian or Alaska Native","*","*","*","*","*"
"Meriden School District","Israel Putnam School","=""0800411""","Asian","*","*","*","*","*"
"Meriden School District","Israel Putnam School","=""0800411""","Black or African American","*",14.5,29.5,"*","*"
"Meriden School District","Israel Putnam School","=""0800411""","Hispanic/Latino of any race",18.8,13.5,11.1,13.9,11.6
"Meriden School District","Israel Putnam School","=""0800411""","Native Hawaiian or Other Pacific Islander","*","*","*","*","N/A"
"Meriden School District","Israel Putnam School","=""0800411""","Two or More Races","*","*","*","*","*"
"Meriden School District","Israel Putnam School","=""0800411""","White",7.9,5.6,9.0,8.8,6.2
"Meriden School District","John Barry School","=""0800511""","American Indian or Alaska Native","*","*","*","*","*"
"Meriden School District","John Barry School","=""0800511""","Asian","*","*","*","*","*"
"Meriden School District","John Barry School","=""0800511""","Black or African American",11.6,15.6,"*",21.3,"*"
"Meriden School District","John Barry School","=""0800511""","Hispanic/Latino of any race",11.4,16.4,19.2,21.3,8.7
"Meriden School District","John Barry School","=""0800511""","Native Hawaiian or Other Pacific Islander","*","*","*","*","*"
"Meriden School District","John Barry School","=""0800511""","Two or More Races","*","*","*","*","*"
"Meriden School District","John Barry School","=""0800511""","White",14.3,19.6,17.2,23.7,9.5
"Meriden School District","Lincoln Middle School","=""0805211""","American Indian or Alaska Native","*","*","*","*","*"
"Meriden School District","Lincoln Middle School","=""0805211""","Asian","*","*","*","*","*"
"Meriden School District","Lincoln Middle School","=""0805211""","Black or African American",23.4,14.5,"*",19.7,12.5
"Meriden School District","Lincoln Middle School","=""0805211""","Hispanic/Latino of any race",20.0,22.3,15.8,20.7,14.6
"Meriden School District","Lincoln Middle School","=""0805211""","Native Hawaiian or Other Pacific Islander","*","*","*","*","*"
"Meriden School District","Lincoln Middle School","=""0805211""","Two or More Races","*","*","*","*","*"
"Meriden School District","Lincoln Middle School","=""0805211""","White",13.3,12.8,9.3,9.8,6.4
"Meriden School District","Thomas Hooker School","=""0801011""","American Indian or Alaska Native","*","*","*","*","*"
"Meriden School District","Thomas Hooker School","=""0801011""","Asian","*","*","*","*","*"
"Meriden School District","Thomas Hooker School","=""0801011""","Black or African American","*","*","*","*","*"
"Meriden School District","Thomas Hooker School","=""0801011""","Hispanic/Latino of any race",12.9,8.4,11.2,10.5,8.5
"Meriden School District","Thomas Hooker School","=""0801011""","Native Hawaiian or Other Pacific Islander","*","*","*","*","*"
"Meriden School District","Thomas Hooker School","=""0801011""","Two or More Races","*","*","*","*","*"
"Meriden School District","Thomas Hooker School","=""0801011""","White","*","*","*",3.0,"*"
"Meriden School District","Washington Middle School","=""0805411""","American Indian or Alaska Native","*","*","N/A","*","*"
"Meriden School District","Washington Middle School","=""0805411""","Asian","*","*","*","*",0.0
"Meriden School District","Washington Middle School","=""0805411""","Black or African American",9.0,21.8,14.9,22.2,"*"
"Meriden School District","Washington Middle School","=""0805411""","Hispanic/Latino of any race",18.2,21.6,22.4,25.1,21.2
"Meriden School District","Washington Middle School","=""0805411""","Native Hawaiian or Other Pacific Islander","*","*","*","*","*"
"Meriden School District","Washington Middle School","=""0805411""","Two or More Races","*","*","*","*","*"
"Meriden School District","Washington Middle School","=""0805411""","White",4.0,15.4,11.2,14.0,13.9
"Meriden School District","Orville H. Platt High School","=""0806211""","Asian","*","*","*","*","*"
"Meriden School District","Orville H. Platt High School","=""0806211""","Black or African American",12.0,23.8,24.0,28.9,18.5
"Meriden School District","Orville H. Platt High School","=""0806211""","Hispanic/Latino of any race",15.2,29.4,27.9,24.0,21.0
"Meriden School District","Orville H. Platt High School","=""0806211""","Native Hawaiian or Other Pacific Islander","*","*","*","*","*"
"Meriden School District","Orville H. Platt High School","=""0806211""","Two or More Races","*","*","*",31.0,"*"
"Meriden School District","Orville H. Platt High School","=""0806211""","White",12.5,27.3,25.1,17.1,15.9
"Meriden School District","Roger Sherman School","=""0800811""","American Indian or Alaska Native","N/A","*","*","*","*"
"Meriden School District","Roger Sherman School","=""0800811""","Asian","*","*","*","*","*"
"Meriden School District","Roger Sherman School","=""0800811""","Black or African American","*","*","*","*","*"
"Meriden School District","Roger Sherman School","=""0800811""","Hispanic/Latino of any race",7.1,10.4,10.9,16.5,14.3
"Meriden School District","Roger Sherman School","=""0800811""","Native Hawaiian or Other Pacific Islander","N/A","*","*","N/A","*"
"Meriden School District","Roger Sherman School","=""0800811""","Two or More Races","*","*","*","*","*"
"Meriden School District","Roger Sherman School","=""0800811""","White","*",7.9,10.4,9.9,"*"
"Meriden School District","Community Classroom Collaborative-Meriden School District","=""0800211""","Asian","N/A","N/A","N/A","*","N/A"
"Meriden School District","Community Classroom Collaborative-Meriden School District","=""0800211""","Black or African American","N/A","N/A","N/A","*","*"
"Meriden School District","Community Classroom Collaborative-Meriden School District","=""0800211""","Hispanic/Latino of any race","N/A","N/A","N/A","*","*"
"Meriden School District","Community Classroom Collaborative-Meriden School District","=""0800211""","Two or More Races","N/A","N/A","N/A","*","N/A"
"Meriden School District","Community Classroom Collaborative-Meriden School District","=""0800211""","White","N/A","N/A","N/A","N/A","*"
"Meriden School District","Venture Academy-Meriden School District","=""0801311""","Asian","N/A","N/A","N/A","*","*"
"Meriden School District","Venture Academy-Meriden School District","=""0801311""","Black or African American","N/A","N/A","N/A","*","*"
"Meriden School District","Venture Academy-Meriden School District","=""0801311""","Hispanic/Latino of any race","N/A","N/A","N/A",96.0,97.0
"Meriden School District","Venture Academy-Meriden School District","=""0801311""","Two or More Races","N/A","N/A","N/A","*","*"
"Meriden School District","Venture Academy-Meriden School District","=""0801311""","White","N/A","N/A","N/A","*","*"
"Meriden School District","STARS-Meriden School District","=""0800611""","Black or African American","N/A","N/A","N/A","*","*"
"Meriden School District","STARS-Meriden School District","=""0800611""","Hispanic/Latino of any race","N/A","N/A","N/A","*","*"
"Meriden School District","STARS-Meriden School District","=""0800611""","Two or More Races","N/A","N/A","N/A","*","*"
"Meriden School District","STARS-Meriden School District","=""0800611""","White","N/A","N/A","N/A","*","*"
"Meriden School District","STEP-Meriden School District","=""0800911""","Black or African American","N/A","N/A","N/A","*","*"
"Meriden School District","STEP-Meriden School District","=""0800911""","Hispanic/Latino of any race","N/A","N/A","N/A","*","*"
"Meriden School District","STEP-Meriden School District","=""0800911""","Two or More Races","N/A","N/A","N/A","*","*"
"Meriden School District","STEP-Meriden School District","=""0800911""","White","N/A","N/A","N/A","*","*"
"Meriden School District","Steps-Meriden School District","=""0801211""","Black or African American","N/A","N/A","N/A","*","*"
"Meriden School District","Steps-Meriden School District","=""0801211""","Hispanic/Latino of any race","N/A","N/A","N/A","*","*"
"Meriden School District","Steps-Meriden School District","=""0801211""","Two or More Races","N/A","N/A","N/A","*","*"
"Meriden School District","Steps-Meriden School District","=""0801211""","White","N/A","N/A","N/A","*","*"
"Meriden School District","Success Academy","=""0801411""","Black or African American","N/A","N/A","N/A","N/A","*"
"Meriden School District","Success Academy","=""0801411""","Hispanic/Latino of any race","N/A","N/A","N/A","N/A","*"
"Meriden School District","Success Academy","=""0801411""","Two or More Races","N/A","N/A","N/A","N/A","*"
"Meriden School District","Success Academy","=""0801411""","White","N/A","N/A","N/A","N/A","*"
"Middletown School District","Keigwin Middle School","=""0831511""","American Indian or Alaska Native","*","N/A","*","N/A","*"
"Middletown School District","Keigwin Middle School","=""0831511""","Asian","*","*","*","*","*"
"Middletown School District","Keigwin Middle School","=""0831511""","Black or African American",10.1,"*","*",0.0,"*"
"Middletown School District","Keigwin Middle School","=""0831511""","Hispanic/Latino of any race","*",21.6,0.0,"*",21.2
"Middletown School District","Keigwin Middle School","=""0831511""","Two or More Races","*","*","*","*","*"
"Middletown School District","Keigwin Middle School","=""0831511""","White",8.8,12.6,"*","*",7.7
"Middletown School District","Lawrence School","=""0831311""","American Indian or Alaska Native","*","N/A","N/A","N/A","N/A"
"Middletown School District","Lawrence School","=""0831311""","Asian","*","*","*","*","*"
"Middletown School District","Lawrence School","=""0831311""","Black or African American",9.8,"*","*","*","*"
"Middletown School District","Lawrence School","=""0831311""","Hispanic/Latino of any race","*",24.1,"*","*","*"
"Middletown School District","Lawrence School","=""0831311""","Two or More Races","*",28.0,"*","*",0.0
"Middletown School District","Lawrence School","=""0831311""","White",5.2,7.6,5.0,4.6,"*"
"Middletown School District","MacDonough School","=""0830911""","American Indian or Alaska Native","*","*","N/A","*","*"
"Middletown School District","MacDonough School","=""0830911""","Asian","*","*","*","*","*"
"Middletown School District","MacDonough School","=""0830911""","Black or African American",8.3,"*","*",10.2,"*"
"Middletown School District","MacDonough School","=""0830911""","Hispanic/Latino of any race",12.8,8.6,11.7,"*","*"
"Middletown School District","MacDonough School","=""0830911""","Two or More Races","*","*","*","*","*"
"Middletown School District","MacDonough School","=""0830911""","White","*",8.3,14.8,"*","*"
"Middletown School District","Middletown High School","=""0836211""","American Indian or Alaska Native","*","*","*","*","*"
"Middletown School District","Middletown High School","=""0836211""","Asian",10.0,"*","*","*","*"
"Middletown School District","Middletown High School","=""0836211""","Black or African American",25.0,18.8,16.2,15.0,13.7
"Middletown School District","Middletown High School","=""0836211""","Hispanic/Latino of any race",33.3,33.7,26.6,25.7,26.6
"Middletown School District","Middletown High School","=""0836211""","Native Hawaiian or Other Pacific Islander","N/A","N/A","N/A","*","*"
"Middletown School District","Middletown High School","=""0836211""","Two or More Races","*","*","*","*",19.1
"Middletown School District","Middletown High School","=""0836211""","White",17.5,15.3,9.4,11.9,12.4
"Middletown School District","Moody School","=""0831211""","American Indian or Alaska Native","*","*","*","*","N/A"
"Middletown School District","Moody School","=""0831211""","Asian","*","*","*","*","*"
"Middletown School District","Moody School","=""0831211""","Black or African American",0.0,0.0,0.0,0.0,"*"
"Middletown School District","Moody School","=""0831211""","Hispanic/Latino of any race","*","*","*","*","*"
"Middletown School District","Moody School","=""0831211""","Two or More Races","*","*","*","*","*"
"Middletown School District","Moody School","=""0831211""","White",2.7,3.4,"*","*","*"
"Middletown School District","Woodrow Wilson Middle School","=""0835411""","American Indian or Alaska Native","*","*","*","*","*"
"Middletown School District","Woodrow Wilson Middle School","=""0835411""","Asian",0.0,"*","*","*",0.0
"Middletown School District","Woodrow Wilson Middle School","=""0835411""","Black or African American","*",7.5,17.9,13.4,"*"
"Middletown School District","Woodrow Wilson Middle School","=""0835411""","Hispanic/Latino of any race",20.2,19.6,28.6,13.9,11.6
"Middletown School District","Woodrow Wilson Middle School","=""0835411""","Native Hawaiian or Other Pacific Islander","*","N/A","*","N/A","N/A"
"Middletown School District","Woodrow Wilson Middle School","=""0835411""","Two or More Races","*","*","*",20.7,"*"
"Middletown School District","Woodrow Wilson Middle School","=""0835411""","White",11.3,9.8,10.4,12.3,4.8
"Middletown School District","Bielefield School","=""0830211""","Asian","*","*","*","*","*"
"Middletown School District","Bielefield School","=""0830211""","Black or African American","*","*","*","*","*"
"Middletown School District","Bielefield School","=""0830211""","Hispanic/Latino of any race",11.4,"*",11.8,9.3,"*"
"Middletown School District","Bielefield School","=""0830211""","Native Hawaiian or Other Pacific Islander","N/A","*","N/A","N/A","N/A"
"Middletown School District","Bielefield School","=""0830211""","Two or More Races","*","*","*","*","*"
"Middletown School District","Bielefield School","=""0830211""","White","*",4.6,5.4,"*","*"
"Middletown School District","Farm Hill School","=""0830511""","Asian","*","*","*","*","*"
"Middletown School District","Farm Hill School","=""0830511""","Black or African American","*",13.0,19.3,9.1,"*"
"Middletown School District","Farm Hill School","=""0830511""","Hispanic/Latino of any race",19.8,15.3,20.0,8.1,9.5
"Middletown School District","Farm Hill School","=""0830511""","Two or More Races","*","*","*","*","*"
"Middletown School District","Farm Hill School","=""0830511""","White",5.8,10.0,4.6,"*","*"
"Middletown School District","Snow School","=""0831111""","Asian","*","*","*","*","*"
"Middletown School District","Snow School","=""0831111""","Black or African American","*",9.7,11.1,"*","*"
"Middletown School District","Snow School","=""0831111""","Hispanic/Latino of any race","*","*","*",9.7,"*"
"Middletown School District","Snow School","=""0831111""","Native Hawaiian or Other Pacific Islander","N/A","N/A","*","N/A","N/A"
"Middletown School District","Snow School","=""0831111""","Two or More Races","*","*","*","*","*"
"Middletown School District","Snow School","=""0831111""","White","*","*",4.6,"*","*"
"Middletown School District","Spencer School","=""0830111""","American Indian or Alaska Native","N/A","N/A","*","*","*"
"Middletown School District","Spencer School","=""0830111""","Asian","*","*","*","*","*"
"Middletown School District","Spencer School","=""0830111""","Black or African American","*","*","*","*","*"
"Middletown School District","Spencer School","=""0830111""","Hispanic/Latino of any race","*","*","*","*","*"
"Middletown School District","Spencer School","=""0830111""","Native Hawaiian or Other Pacific Islander","N/A","N/A","N/A","*","*"
"Middletown School District","Spencer School","=""0830111""","Two or More Races","*","*","*","*","*"
"Middletown School District","Spencer School","=""0830111""","White","*","*","*","*","*"
"Middletown School District","Transition to Life Center","=""0839111""","American Indian or Alaska Native","N/A","N/A","N/A","*","*"
"Middletown School District","Transition to Life Center","=""0839111""","Asian","*","*","N/A","*","*"
"Middletown School District","Transition to Life Center","=""0839111""","Black or African American","*","*","*","*","*"
"Middletown School District","Transition to Life Center","=""0839111""","Hispanic/Latino of any race","*","*","*","*","*"
"Middletown School District","Transition to Life Center","=""0839111""","Two or More Races","N/A","N/A","N/A","N/A","*"
"Middletown School District","Transition to Life Center","=""0839111""","White","*","*","*","*","*"
"Middletown School District","Wesley School","=""0831411""","American Indian or Alaska Native","N/A","N/A","N/A","*","*"
"Middletown School District","Wesley School","=""0831411""","Asian","*","*","*","*","*"
"Middletown School District","Wesley School","=""0831411""","Black or African American",10.4,"*","*","*","*"
"Middletown School District","Wesley School","=""0831411""","Hispanic/Latino of any race","*","*","*","*","*"
"Middletown School District","Wesley School","=""0831411""","Native Hawaiian or Other Pacific Islander","*","*","*","*","*"
"Middletown School District","Wesley School","=""0831411""","Two or More Races","*","*","*","*","*"
"Middletown School District","Wesley School","=""0831411""","White",5.1,3.7,5.4,"*","*"
"Middletown School District","ICM- Woodrow Wilson Middle School","=""0830411""","Asian","N/A","N/A","N/A","*","*"
"Middletown School District","ICM- Woodrow Wilson Middle School","=""0830411""","Black or African American","N/A","N/A","N/A","*","*"
"Middletown School District","ICM- Woodrow Wilson Middle School","=""0830411""","Hispanic/Latino of any race","N/A","N/A","N/A","*","N/A"
"Middletown School District","ICM- Woodrow Wilson Middle School","=""0830411""","White","N/A","N/A","N/A","*","*"
"Middletown School District","Evening Program - MHS","=""0831611""","Black or African American","N/A","N/A","N/A","*","*"
"Middletown School District","Evening Program - MHS","=""0831611""","Hispanic/Latino of any race","N/A","N/A","N/A","*","*"
"Middletown School District","Evening Program - MHS","=""0831611""","Two or More Races","N/A","N/A","N/A","*","*"
"Middletown School District","Evening Program - MHS","=""0831611""","White","N/A","N/A","N/A","*","*"
"Middletown School District","ICM - Farm Hill","=""0830611""","Black or African American","N/A","N/A","N/A","*","*"
"Middletown School District","ICM - Farm Hill","=""0830611""","Hispanic/Latino of any race","N/A","N/A","N/A","*","N/A"
"Middletown School District","ICM - Farm Hill","=""0830611""","Two or More Races","N/A","N/A","N/A","*","N/A"
"Middletown School District","ICM - Macdonough","=""0831011""","Black or African American","N/A","N/A","N/A","*","N/A"
"Middletown School District","ICM - Macdonough","=""0831011""","Hispanic/Latino of any race","N/A","N/A","N/A","*","N/A"
"Middletown School District","ICM - Macdonough","=""0831011""","White","N/A","N/A","N/A","*","N/A"
"Middletown School District","ICM - Wesley","=""0830811""","Black or African American","N/A","N/A","N/A","*","*"
"Middletown School District","ICM - Wesley","=""0830811""","White","N/A","N/A","N/A","*","*"
"Middletown School District","MHS - Alternative Education Program 1","=""0831811""","Black or African American","N/A","N/A","N/A","*","*"
"Middletown School District","MHS - Alternative Education Program 1","=""0831811""","Hispanic/Latino of any race","N/A","N/A","N/A","*","*"
"Middletown School District","MHS - Alternative Education Program 1","=""0831811""","Two or More Races","N/A","N/A","N/A","*","N/A"
"Middletown School District","MHS - Alternative Education Program 1","=""0831811""","White","N/A","N/A","N/A","*","*"
"Middletown School District","MHS - Alternative Education Program 2","=""0831911""","Black or African American","N/A","N/A","N/A","*","*"
"Middletown School District","MHS - Alternative Education Program 2","=""0831911""","Hispanic/Latino of any race","N/A","N/A","N/A","*","*"
"Middletown School District","MHS - Alternative Education Program 2","=""0831911""","Two or More Races","N/A","N/A","N/A","*","*"
"Middletown School District","MHS - Alternative Education Program 2","=""0831911""","White","N/A","N/A","N/A","*","*"
"Middletown School District","OASIS","=""0830311""","Black or African American","N/A","N/A","N/A","*","*"
"Middletown School District","OASIS","=""0830311""","Hispanic/Latino of any race","N/A","N/A","N/A","*","N/A"
"Middletown School District","OASIS","=""0830311""","Two or More Races","N/A","N/A","N/A","*","N/A"
"Middletown School District","OASIS","=""0830311""","White","N/A","N/A","N/A","*","*"
"Middletown School District","Virtual Learning Academy - MHS","=""0831711""","Hispanic/Latino of any race","N/A","N/A","N/A","*","*"
"Middletown School District","Virtual Learning Academy - MHS","=""0831711""","White","N/A","N/A","N/A","*","*"
"Middletown School District","ICM - Lawrence","=""0830711""","White","N/A","N/A","N/A","*","*"
"Middletown School District","STEM - Macdonough","=""0832111""","Asian","N/A","N/A","N/A","N/A","*"
"Middletown School District","STEM - Macdonough","=""0832111""","Black or African American","N/A","N/A","N/A","N/A","*"
"Middletown School District","STEM - Macdonough","=""0832111""","Hispanic/Latino of any race","N/A","N/A","N/A","N/A","*"
"Middletown School District","STEM - Macdonough","=""0832111""","Two or More Races","N/A","N/A","N/A","N/A","*"
"Middletown School District","STEM - Macdonough","=""0832111""","White","N/A","N/A","N/A","N/A","*"
"Middletown School District","ICM - Spencer","=""0832011""","Black or African American","N/A","N/A","N/A","N/A","*"
"Middletown School District","ICM - Spencer","=""0832011""","Hispanic/Latino of any race","N/A","N/A","N/A","N/A","*"
"Middletown School District","ICM - Spencer","=""0832011""","Two or More Races","N/A","N/A","N/A","N/A","*"
"Middletown School District","ICM - Spencer","=""0832011""","White","N/A","N/A","N/A","N/A","*"
"Middletown School District","MHS- Alternative Education Program 3","=""0832211""","Black or African American","N/A","N/A","N/A","N/A","*"
"Middletown School District","MHS- Alternative Education Program 3","=""0832211""","Hispanic/Latino of any race","N/A","N/A","N/A","N/A","*"
"Middletown School District","MHS- Alternative Education Program 3","=""0832211""","White","N/A","N/A","N/A","N/A","*"
"Milford School District","Calf Pen Meadow School","=""0840111""","American Indian or Alaska Native","*","*","N/A","N/A","N/A"
"Milford School District","Calf Pen Meadow School","=""0840111""","Asian","*","*","*","*","*"
"Milford School District","Calf Pen Meadow School","=""0840111""","Black or African American","*","*","*","*","*"
"Milford School District","Calf Pen Meadow School","=""0840111""","Hispanic/Latino of any race","*","*","*","*","*"
"Milford School District","Calf Pen Meadow School","=""0840111""","Native Hawaiian or Other Pacific Islander","*","N/A","N/A","N/A","N/A"
"Milford School District","Calf Pen Meadow School","=""0840111""","Two or More Races","N/A","N/A","N/A","N/A","*"
"Milford School District","Calf Pen Meadow School","=""0840111""","White",4.6,4.8,"*","*","*"
"Milford School District","East Shore Middle School","=""0845111""","American Indian or Alaska Native","*","*","*","*","*"
"Milford School District","East Shore Middle School","=""0845111""","Asian","*","*","*","*","*"
"Milford School District","East Shore Middle School","=""0845111""","Black or African American","*","*","*","*","*"
"Milford School District","East Shore Middle School","=""0845111""","Hispanic/Latino of any race","*","*","*","*",20.7
"Milford School District","East Shore Middle School","=""0845111""","Two or More Races","*","*","*","*","N/A"
"Milford School District","East Shore Middle School","=""0845111""","White",7.5,10.2,6.9,5.0,2.6
"Milford School District","J. F. Kennedy School","=""0841911""","American Indian or Alaska Native","*","*","*","*","*"
"Milford School District","J. F. Kennedy School","=""0841911""","Asian","*","*","*","*","*"
"Milford School District","J. F. Kennedy School","=""0841911""","Black or African American","*","*",17.1,16.2,0.0
"Milford School District","J. F. Kennedy School","=""0841911""","Hispanic/Latino of any race","*","*","*","*","*"
"Milford School District","J. F. Kennedy School","=""0841911""","Native Hawaiian or Other Pacific Islander","N/A","N/A","*","N/A","N/A"
"Milford School District","J. F. Kennedy School","=""0841911""","Two or More Races","N/A","N/A","*","*","*"
"Milford School District","J. F. Kennedy School","=""0841911""","White",6.7,11.4,5.5,5.7,"*"
"Milford School District","Jonathan Law High School","=""0846211""","American Indian or Alaska Native","*","*","N/A","N/A","*"
"Milford School District","Jonathan Law High School","=""0846211""","Asian","*","*",16.9,"*","*"
"Milford School District","Jonathan Law High School","=""0846211""","Black or African American",29.0,36.8,"*","*","*"
"Milford School District","Jonathan Law High School","=""0846211""","Hispanic/Latino of any race",27.9,34.1,29.9,18.9,15.8
"Milford School District","Jonathan Law High School","=""0846211""","Native Hawaiian or Other Pacific Islander","N/A","*","N/A","N/A","N/A"
"Milford School District","Jonathan Law High School","=""0846211""","Two or More Races","N/A","N/A","*","*","*"
"Milford School District","Jonathan Law High School","=""0846211""","White",25.5,27.7,22.9,13.6,13.6
"Milford School District","Joseph A. Foran High School","=""0846311""","American Indian or Alaska Native","*","*","*","*","*"
"Milford School District","Joseph A. Foran High School","=""0846311""","Asian","*","*",23.1,"*","*"
"Milford School District","Joseph A. Foran High School","=""0846311""","Black or African American",20.6,26.9,32.4,"*","*"
"Milford School District","Joseph A. Foran High School","=""0846311""","Hispanic/Latino of any race",18.0,16.4,29.4,17.8,"*"
"Milford School District","Joseph A. Foran High School","=""0846311""","Native Hawaiian or Other Pacific Islander","N/A","N/A","N/A","N/A","*"
"Milford School District","Joseph A. Foran High School","=""0846311""","Two or More Races","*","*","*","*","*"
"Milford School District","Joseph A. Foran High School","=""0846311""","White",14.8,15.8,16.9,13.5,9.6
"Milford School District","Live Oaks School","=""0841611""","American Indian or Alaska Native","*","*","N/A","N/A","*"
"Milford School District","Live Oaks School","=""0841611""","Asian","*","*","*","*",0.0
"Milford School District","Live Oaks School","=""0841611""","Black or African American","*","*","*","*","*"
"Milford School District","Live Oaks School","=""0841611""","Hispanic/Latino of any race","*","*","*","*","*"
"Milford School District","Live Oaks School","=""0841611""","Two or More Races","*","*","*","*","*"
"Milford School District","Live Oaks School","=""0841611""","White",4.9,4.2,4.6,3.8,"*"
"Milford School District","Mathewson School","=""0841711""","American Indian or Alaska Native","*","*","*","N/A","N/A"
"Milford School District","Mathewson School","=""0841711""","Asian","*",15.1,11.0,13.3,"*"
"Milford School District","Mathewson School","=""0841711""","Black or African American","*","*","*","*","*"
"Milford School District","Mathewson School","=""0841711""","Hispanic/Latino of any race","*","*","*","*","*"
"Milford School District","Mathewson School","=""0841711""","Native Hawaiian or Other Pacific Islander","N/A","N/A","N/A","N/A","*"
"Milford School District","Mathewson School","=""0841711""","Two or More Races","N/A","N/A","*","*","*"
"Milford School District","Mathewson School","=""0841711""","White",4.1,7.8,"*","*",2.5
"Milford School District","Harborside Middle School","=""0845211""","Asian",0.0,"*","*","*","*"
"Milford School District","Harborside Middle School","=""0845211""","Black or African American","*","*","*","*","*"
"Milford School District","Harborside Middle School","=""0845211""","Hispanic/Latino of any race","*","*","*",0.0,"*"
"Milford School District","Harborside Middle School","=""0845211""","Native Hawaiian or Other Pacific Islander","N/A","*","*","*","*"
"Milford School District","Harborside Middle School","=""0845211""","White",8.3,9.5,6.7,"*",4.1
"Milford School District","Meadowside School","=""0840711""","American Indian or Alaska Native","N/A","N/A","N/A","*","*"
"Milford School District","Meadowside School","=""0840711""","Asian","*","*","*","*",12.0
"Milford School District","Meadowside School","=""0840711""","Black or African American","*","*","*","*","*"
"Milford School District","Meadowside School","=""0840711""","Hispanic/Latino of any race","*","*",0.0,"*","*"
"Milford School District","Meadowside School","=""0840711""","Native Hawaiian or Other Pacific Islander","*","*","*","N/A","N/A"
"Milford School District","Meadowside School","=""0840711""","Two or More Races","N/A","N/A","N/A","N/A","*"
"Milford School District","Meadowside School","=""0840711""","White",1.7,4.1,2.9,3.8,3.9
"Milford School District","Orange Avenue School","=""0840811""","American Indian or Alaska Native","N/A","N/A","N/A","N/A","*"
"Milford School District","Orange Avenue School","=""0840811""","Asian","*","*","*","*",0.0
"Milford School District","Orange Avenue School","=""0840811""","Black or African American","*","*","*","*","*"
"Milford School District","Orange Avenue School","=""0840811""","Hispanic/Latino of any race","*","*","*","*","*"
"Milford School District","Orange Avenue School","=""0840811""","Two or More Races","N/A","*","*","*","*"
"Milford School District","Orange Avenue School","=""0840811""","White","*",6.4,3.6,"*",2.1
"Milford School District","Orchard Hills School","=""0841811""","Asian","*","*",0.0,0.0,"*"
"Milford School District","Orchard Hills School","=""0841811""","Black or African American","*","*","*","*","*"
"Milford School District","Orchard Hills School","=""0841811""","Hispanic/Latino of any race","*","*","*","*","*"
"Milford School District","Orchard Hills School","=""0841811""","Two or More Races","N/A","N/A","*","*","*"
"Milford School District","Orchard Hills School","=""0841811""","White",2.2,3.8,3.2,3.8,3.7
"Milford School District","Pumpkin Delight School","=""0841011""","American Indian or Alaska Native","N/A","*","*","*","N/A"
"Milford School District","Pumpkin Delight School","=""0841011""","Asian","*","*","*","*","*"
"Milford School District","Pumpkin Delight School","=""0841011""","Black or African American","*","*","*","*",19.4
"Milford School District","Pumpkin Delight School","=""0841011""","Hispanic/Latino of any race","*","*","*",0.0,"*"
