"Chronic Absenteeism, 2011-12"
"State of Connecticut, All Schools, All Students"

"Organization","School","School Code","% Chronically Absent"
"Unified School District #1","Garner Correctional Institution","=""3361915""",85.7
"Unified School District #1","Hartford Correctional Center","=""3360615""",95.7
"Unified School District #1","Robinson Correctional Institution","=""3361315""",72.0
"Unified School District #1","Northern Correctional Institution","=""3362615""","*"
"Unified School District #1","Corrigan/Radgowski Correctional Institution","=""3362415""",88.9
"Unified School District #1","Bridgeport Correctional Center","=""3360115""",25.0
"Unified School District #1","Osborn Correctional Institution","=""3361215""",48.3
"Unified School District #1","New Haven Correctional Center","=""3360915""",36.7
"Unified School District #1","Cheshire Correctional Institution","=""3360315""",41.9
"Unified School District #1","York Correctional Institution","=""3362515""","*"
"Unified School District #1","MacDougall/Walker Correctional Institution","=""3362215""",84.0
"Unified School District #1","Manson Youth Institution","=""3361115""",42.6
"Unified School District #2","Children''s Place School","=""3470115""","*"
"Unified School District #2","Riverview School","=""3470315""",64.4
"Unified School District #2","Walter G. Cady School","=""3476715""","*"
"Union School District","Union Elementary School","=""1450111""",0.0
"Vernon School District","Northeast School","=""1460311""",7.4
"Vernon School District","Next Step Program (AACBP)","=""1469011""","*"
"Vernon School District","Maple Street School","=""1460211""",15.8
"Vernon School District","Lake Street School","=""1460111""",3.7
"Vernon School District","Skinner Road School","=""1461011""",9.1
"Vernon School District","Center Road School","=""1461411""",4.8
"Vernon School District","Vernon Center Middle School","=""1465111""",5.9
"Vernon School District","Rockville High School","=""1466111""",15.8
"Voluntown School District","Voluntown Elementary School","=""1470111""",7.6
"Wallingford School District","Highland School","=""1480211""",10.5
"Wallingford School District","Harvest Park","=""1489211""","*"
"Wallingford School District","Multi-Vocational Life Skills Program","=""1489111""","*"
"Wallingford School District","A.R.T.S. Academy","=""1489011""",78.3
"Wallingford School District","Cook Hill School","=""1481011""",7.3
"Wallingford School District","Parker Farms School","=""1480311""",13.2
"Wallingford School District","Moses Y. Beach School","=""1480111""",16.7
"Wallingford School District","Pond Hill School","=""1481211""",13.5
"Wallingford School District","Rock Hill School","=""1480411""",10.3
"Wallingford School District","Evarts C. Stevens School","=""1480911""",10.5
"Wallingford School District","Yalesville School","=""1480811""",3.8
"Wallingford School District","Dag  Hammarskjold Middle School","=""1485211""",9.0
"Wallingford School District","James H. Moran Middle School","=""1485311""",9.4
"Wallingford School District","Mark T. Sheehan High School","=""1486211""",8.6
"Wallingford School District","Lyman Hall High School","=""1486111""",12.1
"Waterbury School District","West Side Middle School","=""1515211""",21.9
"Waterbury School District","Washington School","=""1512311""",8.5
"Waterbury School District","State Street School","=""1519011""",81.1
"Waterbury School District","Enlightenment School","=""1519111""",86.2
"Waterbury School District","Regan School","=""1512811""",9.7
"Waterbury School District","Waterbury Arts Magnet School (Middle)","=""1515011""",8.9
"Waterbury School District","Woodrow Wilson School","=""1513211""",12.0
"Waterbury School District","Wendell L. Cross School","=""1510811""",6.6
"Waterbury School District","Duggan School","=""1511611""",13.8
"Waterbury School District","Sprague School","=""1512011""",13.2
"Waterbury School District","Gilmartin School","=""1512611""",10.3
"Waterbury School District","Waterbury Arts Magnet School (High)","=""1516011""",15.7
"Waterbury School District","Hopeville School","=""1511311""",15.3
"Waterbury School District","Carrington School","=""1512711""",11.8
"Waterbury School District","Bunker Hill School","=""1510611""",15.6
"Waterbury School District","Driggs School","=""1510911""",24.1
"Waterbury School District","Walsh School","=""1512211""",19.9
"Waterbury School District","F. J. Kingsbury School","=""1511411""",11.6
"Waterbury School District","Maloney Interdistrict Magnet School","=""1513111""",3.2
"Waterbury School District","Rotella Interdistrict Magnet School","=""1513311""",1.7
"Waterbury School District","Margaret M. Generali Elementary School","=""1511111""",6.9
"Waterbury School District","B. W. Tinker School","=""1512111""",5.1
"Waterbury School District","Bucks Hill School","=""1510511""",15.2
"Waterbury School District","H. S. Chase School","=""1510711""",8.0
"Waterbury School District","North End Middle School","=""1515311""",20.8
"Waterbury School District","Michael F. Wallace Middle School","=""1515111""",21.0
"Waterbury School District","Wilby High School","=""1516311""",30.2
"Waterbury School District","Crosby High School","=""1516211""",29.2
"Waterbury School District","John F. Kennedy High School","=""1516411""",24.0
"Waterford School District","Quaker Hill Elementary School","=""1520711""",5.0
"Waterford School District","Great Neck Elementary School","=""1520211""",3.3
"Waterford School District","Oswegatchie Elementary School","=""1520611""",4.5
"Waterford School District","Clark Lane Middle School","=""1525111""",5.8
"Waterford School District","Waterford High School","=""1526111""",11.4
"Watertown School District","Fletcher W. Judson School","=""1530311""",2.8
"Watertown School District","Polk School","=""1530411""",4.1
"Watertown School District","John Trumbull Primary School","=""1530211""",4.1
"Watertown School District","Swift Middle School","=""1535111""",5.0
"Watertown School District","Watertown High School","=""1536111""",26.8
"West Hartford School District","Smith School","=""1551711""",6.5
"West Hartford School District","Achieve","=""1559111""","*"
"West Hartford School District","WAAVE (W Hartford Applied Academic/Voc'l Experience)","=""1559011""","*"
"West Hartford School District","STRIVE-West Hartford","=""1559211""","*"
"West Hartford School District","Charter Oak International Academy","=""1550511""",4.6
"West Hartford School District","Morley School","=""1550911""",3.7
"West Hartford School District","Braeburn School","=""1550211""",2.7
"West Hartford School District","Bristow Middle School","=""1555311""",5.1
"West Hartford School District","Norfeldt School","=""1551011""",3.0
"West Hartford School District","Aiken School","=""1551611""",2.9
"West Hartford School District","Bugbee School","=""1550411""",3.1
"West Hartford School District","Whiting Lane School","=""1551311""",5.3
"West Hartford School District","Webster Hill School","=""1551211""",7.3
"West Hartford School District","Wolcott School","=""1551511""",4.7
"West Hartford School District","Duffy School","=""1550611""",2.3
"West Hartford School District","King Philip Middle School","=""1555111""",6.4
"West Hartford School District","Sedgwick Middle School","=""1555211""",6.7
"West Hartford School District","Conard High School","=""1556111""",7.3
"West Hartford School District","Hall High School","=""1556211""",6.3
"West Haven School District","Washington School","=""1561211""",8.9
"West Haven School District","Alma E. Pagels School","=""1560811""",6.8
"West Haven School District","Edith E. Mackrille School","=""1560611""",10.4
"West Haven School District","Seth G. Haley School","=""1560411""",4.7
"West Haven School District","Forest School","=""1560311""",7.3
"West Haven School District","Savin Rock Community School","=""1561411""",12.2
"West Haven School District","Carrigan 5/6 Intermediate School","=""1565311""",13.1
"West Haven School District","Harry M. Bailey Middle School","=""1565111""",23.3
"West Haven School District","West Haven High School","=""1566111""",19.5
"Westbrook School District","Westbrook Middle School","=""1545111""",4.9
"Westbrook School District","Westbrook High School","=""1546111""",7.5
"Westbrook School District","Daisy Ingraham School","=""1540211""",2.7
"Weston School District","Hurlbutt Elementary School","=""1570111""",6.3
"Weston School District","Weston Intermediate School","=""1570211""",6.2
"Weston School District","Weston Middle School","=""1575111""",10.2
"Weston School District","Weston High School","=""1576111""",18.5
"Westport School District","Green's Farms School","=""1580411""",2.4
"Westport School District","King's Highway Elementary School","=""1580511""","*"
"Westport School District","Coleytown Elementary School","=""1580311""",1.9
"Westport School District","Coleytown Middle School","=""1585311""",2.6
"Westport School District","Saugatuck Elementary School","=""1580811""","*"
"Westport School District","Long Lots School","=""1580711""",2.0
"Westport School District","Bedford Middle School","=""1585111""",3.4
"Westport School District","Staples High School","=""1586111""",1.8
"Wethersfield School District","Charles Wright School","=""1591011""",4.8
"Wethersfield School District","Samuel B. Webb Elementary School","=""1591211""",3.1
"Wethersfield School District","Alfred W. Hanmer School","=""1590811""",3.9
"Wethersfield School District","Emerson-Williams School","=""1590211""","*"
"Wethersfield School District","Highcrest School","=""1591111""",2.3
"Wethersfield School District","Silas Deane Middle School","=""1595211""",6.7
"Wethersfield School District","Wethersfield High School","=""1596111""",6.6
"Willington School District","Center School","=""1600111""",5.4
"Willington School District","Hall Memorial School","=""1605111""",4.3
"Wilton School District","Middlebrook School","=""1615211""",6.6
"Wilton School District","Miller-Driscoll School","=""1610511""",2.6
"Wilton School District","Cider Mill School","=""1610711""",3.5
"Wilton School District","Wilton High School","=""1616111""",41.0
"Winchester School District","Batcheller Early Education Center","=""1620411""",14.7
"Winchester School District","Pearson Middle School","=""1625111""",10.6
"Winchester School District","Mary P. Hinsdale School","=""1620211""",8.6
"Windham School District","Partial Day Program","=""1638411""","*"
"Windham School District","Natchaug School","=""1630111""",22.1
"Windham School District","Windham Center School","=""1630511""",11.8
"Windham School District","W. B. Sweeney School","=""1630611""",10.3
"Windham School District","North Windham School","=""1630311""",9.2
"Windham School District","Windham High School","=""1636111""",32.9
"Windham School District","Windham Middle School","=""1635111""",15.0
"Windsor Locks School District","North Street School","=""1650111""",7.9
"Windsor Locks School District","South Elementary School","=""1650411""",5.1
"Windsor Locks School District","Windsor Locks Middle School","=""1655111""",11.1
"Windsor Locks School District","Windsor Locks High School","=""1656111""",17.7
"Windsor School District","Roger Wolcott Early Child Center","=""1641011""",9.7
"Windsor School District","Clover Street School","=""1640111""",2.7
"Windsor School District","John F. Kennedy School","=""1640811""","*"
"Windsor School District","Poquonock Elementary School","=""1640511""",7.0
"Windsor School District","Oliver Ellsworth School","=""1640911""",4.0
"Windsor School District","Sage Park Middle School","=""1645311""",6.4
"Windsor School District","Windsor High School","=""1646111""",12.4
"Wolcott School District","Alcott School","=""1660611""",3.0
"Wolcott School District","Frisbie School","=""1660211""",1.8
"Wolcott School District","Wakelee School","=""1660511""",1.8
"Wolcott School District","Tyrrell Middle School","=""1665111""",2.6
"Wolcott School District","Wolcott High School","=""1666111""",5.6
"Woodbridge School District","Beecher Road Primary School","=""1670111""",4.1
"Woodbridge School District","Beecher Road Intermediate School","=""1670211""",3.4
"Woodstock Academy District","Woodstock Academy","=""9036122""",6.0
"Woodstock School District","Woodstock Middle School","=""1695111""",3.1
"Woodstock School District","Woodstock Elementary School","=""1690211""",5.9

