"Chronic Absenteeism, 2014-15"
", All Schools, English Learner Status"

"District","District Code","School","School Code","English Learner Status","% Chronically Absent"
"Middletown School District","=""0830011""","Lawrence School","=""0831311""","ELL","*"
"Middletown School District","=""0830011""","Lawrence School","=""0831311""","Non-ELL","*"
"Middletown School District","=""0830011""","MHS - Alternative Education Program 1","=""0831811""","Non-ELL","*"
"Middletown School District","=""0830011""","MHS - Alternative Education Program 2","=""0831911""","Non-ELL","*"
"Middletown School District","=""0830011""","MacDonough School","=""0830911""","ELL","*"
"Middletown School District","=""0830011""","MacDonough School","=""0830911""","Non-ELL","*"
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","ELL",35.7
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Non-ELL",13.4
"Middletown School District","=""0830011""","Moody School","=""0831211""","ELL","*"
"Middletown School District","=""0830011""","Moody School","=""0831211""","Non-ELL","*"
"Middletown School District","=""0830011""","OASIS","=""0830311""","Non-ELL","*"
"Middletown School District","=""0830011""","Snow School","=""0831111""","ELL","*"
"Middletown School District","=""0830011""","Snow School","=""0831111""","Non-ELL","*"
"Middletown School District","=""0830011""","Spencer School","=""0830111""","ELL","*"
"Middletown School District","=""0830011""","Spencer School","=""0830111""","Non-ELL","*"
"Middletown School District","=""0830011""","Transition to Life Center","=""0839111""","ELL","*"
"Middletown School District","=""0830011""","Transition to Life Center","=""0839111""","Non-ELL","*"
"Middletown School District","=""0830011""","Virtual Learning Academy - MHS","=""0831711""","Non-ELL","*"
"Middletown School District","=""0830011""","Wesley School","=""0831411""","ELL","*"
"Middletown School District","=""0830011""","Wesley School","=""0831411""","Non-ELL","*"
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""","ELL","*"
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""","Non-ELL","*"
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""","ELL","*"
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""","Non-ELL","*"
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""","ELL","*"
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""","Non-ELL","*"
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""","ELL","*"
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""","Non-ELL","*"
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""","ELL","*"
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""","Non-ELL","*"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","ELL","*"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Non-ELL","*"
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","ELL","*"
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Non-ELL","*"
"Milford School District","=""0840011""","Live Oaks School","=""0841611""","ELL","*"
"Milford School District","=""0840011""","Live Oaks School","=""0841611""","Non-ELL","*"
"Milford School District","=""0840011""","Mathewson School","=""0841711""","ELL","*"
"Milford School District","=""0840011""","Mathewson School","=""0841711""","Non-ELL","*"
"Milford School District","=""0840011""","Meadowside School","=""0840711""","ELL","*"
"Milford School District","=""0840011""","Meadowside School","=""0840711""","Non-ELL","*"
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""","ELL","*"
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""","Non-ELL","*"
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""","ELL","*"
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""","Non-ELL","*"
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""","ELL","*"
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""","Non-ELL","*"
"Milford School District","=""0840011""","The Academy","=""0840311""","Non-ELL",93.8
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""","ELL","*"
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""","Non-ELL","*"
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""","ELL","*"
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""","Non-ELL","*"
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""","ELL","*"
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""","Non-ELL","*"
"Monroe School District","=""0850011""","Masuk Alternative Program","=""0850211""","Non-ELL","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","ELL","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Non-ELL","*"
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""","Non-ELL","*"
"Monroe School District","=""0850011""","REAL","=""0850411""","Non-ELL","*"
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""","ELL","*"
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""","Non-ELL","*"
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""","ELL","*"
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""","Non-ELL","*"
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""","ELL","*"
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""","Non-ELL","*"
"Montville School District","=""0860011""","Mohegan School","=""0860111""","ELL","*"
"Montville School District","=""0860011""","Mohegan School","=""0860111""","Non-ELL",2.6
"Montville School District","=""0860011""","Montville High School","=""0866111""","ELL","*"
"Montville School District","=""0860011""","Montville High School","=""0866111""","Non-ELL","*"
"Montville School District","=""0860011""","Oakdale School","=""0860511""","ELL","*"
"Montville School District","=""0860011""","Oakdale School","=""0860511""","Non-ELL","*"
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","Non-ELL",52.0
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""","ELL","*"
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""","Non-ELL","*"
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""","ELL","*"
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""","Non-ELL","*"
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""","ELL","*"
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""","Non-ELL","*"
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""","ELL","*"
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""","Non-ELL","*"
"Naugatuck School District","=""0880011""","Hop Brook Elementary School","=""0880511""","ELL","*"
"Naugatuck School District","=""0880011""","Hop Brook Elementary School","=""0880511""","Non-ELL","*"
"Naugatuck School District","=""0880011""","Maple Hill School","=""0880311""","ELL","*"
"Naugatuck School District","=""0880011""","Maple Hill School","=""0880311""","Non-ELL","*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","ELL","*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Non-ELL","*"
"Naugatuck School District","=""0880011""","Salem School","=""0880611""","ELL","*"
"Naugatuck School District","=""0880011""","Salem School","=""0880611""","Non-ELL","*"
"Naugatuck School District","=""0880011""","Western School","=""0880711""","ELL","*"
"Naugatuck School District","=""0880011""","Western School","=""0880711""","Non-ELL","*"
"New Beginnings Inc., Family Academy District","=""2800013""","New Beginnings Inc Family Academy","=""2800113""","ELL","*"
"New Beginnings Inc., Family Academy District","=""2800013""","New Beginnings Inc Family Academy","=""2800113""","Non-ELL","*"
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""","ELL","*"
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""","Non-ELL","*"
"New Britain School District","=""0890011""","CLIMB","=""0899411""","ELL","*"
"New Britain School District","=""0890011""","CLIMB","=""0899411""","Non-ELL","*"
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""","ELL",30.4
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""","Non-ELL",12.7
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""","ELL",10.3
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""","Non-ELL",5.0
"New Britain School District","=""0890011""","Gaffney School","=""0890511""","ELL","*"
"New Britain School District","=""0890011""","Gaffney School","=""0890511""","Non-ELL","*"
"New Britain School District","=""0890011""","Holmes School","=""0890611""","ELL",10.5
"New Britain School District","=""0890011""","Holmes School","=""0890611""","Non-ELL",10.8
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""","Non-ELL","*"
"New Britain School District","=""0890011""","Jefferson School","=""0890711""","ELL","*"
"New Britain School District","=""0890011""","Jefferson School","=""0890711""","Non-ELL","*"
"New Britain School District","=""0890011""","Lincoln School","=""0890811""","ELL",23.8
"New Britain School District","=""0890011""","Lincoln School","=""0890811""","Non-ELL",13.2
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","ELL",48.7
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Non-ELL",37.0
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""","ELL","*"
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""","Non-ELL","*"
"New Britain School District","=""0890011""","Northend School","=""0890911""","ELL",0.0
"New Britain School District","=""0890011""","Northend School","=""0890911""","Non-ELL",18.8
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""","ELL",27.6
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""","Non-ELL",24.1
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""","ELL",32.4
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""","Non-ELL",20.3
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""","ELL",19.8
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""","Non-ELL",15.2
"New Britain School District","=""0890011""","Smith School","=""0891311""","ELL","*"
"New Britain School District","=""0890011""","Smith School","=""0891311""","Non-ELL",10.8
"New Britain School District","=""0890011""","Vance School","=""0891511""","ELL",12.5
"New Britain School District","=""0890011""","Vance School","=""0891511""","Non-ELL",10.6
"New Canaan School District","=""0900011""","East School","=""0900411""","ELL","*"
"New Canaan School District","=""0900011""","East School","=""0900411""","Non-ELL","*"
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","ELL","*"
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","Non-ELL","*"
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""","ELL","*"
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""","Non-ELL","*"
"New Canaan School District","=""0900011""","South School","=""0900211""","ELL","*"
"New Canaan School District","=""0900011""","South School","=""0900211""","Non-ELL","*"
"New Canaan School District","=""0900011""","West School","=""0900311""","ELL","*"
"New Canaan School District","=""0900011""","West School","=""0900311""","Non-ELL","*"
"New Fairfield School District","=""0910011""","Alternative Learning Center","=""0910311""","Non-ELL","*"
"New Fairfield School District","=""0910011""","Consolidated School","=""0910111""","ELL","*"
"New Fairfield School District","=""0910011""","Consolidated School","=""0910111""","Non-ELL","*"
"New Fairfield School District","=""0910011""","Day Alternative Learning Program","=""0910411""","Non-ELL","*"
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""","ELL","*"
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""","Non-ELL","*"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","ELL","*"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Non-ELL","*"
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""","ELL","*"
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""","Non-ELL","*"
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""","ELL","*"
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""","Non-ELL","*"
"New Hartford School District","=""0920011""","Bakerville Consolidated School","=""0920111""","Non-ELL","*"
"New Hartford School District","=""0920011""","Bridges II at Ann Antolini School","=""0920411""","Non-ELL","*"
"New Hartford School District","=""0920011""","New Hartford Elementary School","=""0920211""","Non-ELL","*"
"New Haven School District","=""0930011""","Edgewood School","=""0931211""","ELL","*"
"New Haven School District","=""0930011""","Edgewood School","=""0931211""","Non-ELL",7.0
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""","ELL","*"
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""","Non-ELL",15.8
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""","ELL",36.1
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""","Non-ELL",28.1
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""","ELL","*"
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""","Non-ELL","*"
"New Haven School District","=""0930011""","Beecher School","=""0930311""","ELL","*"
"New Haven School District","=""0930011""","Beecher School","=""0930311""","Non-ELL","*"
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""","ELL","*"
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""","Non-ELL","*"
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""","ELL","*"
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""","Non-ELL","*"
"New Haven School District","=""0930011""","Bishop Woods School","=""0934311""","ELL","*"
"New Haven School District","=""0930011""","Bishop Woods School","=""0934311""","Non-ELL","*"
"New Haven School District","=""0930011""","Blake Street Leadership Academy (STEP)","=""0932411""","ELL","*"
"New Haven School District","=""0930011""","Blake Street Leadership Academy (STEP)","=""0932411""","Non-ELL","*"
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""","ELL",30.8
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""","Non-ELL",28.1
"New Haven School District","=""0930011""","Clemente Leadership Academy","=""0934211""","ELL",27.8
"New Haven School District","=""0930011""","Clemente Leadership Academy","=""0934211""","Non-ELL",39.8
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""","ELL",21.2
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""","Non-ELL",24.3
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""","ELL",12.1
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""","Non-ELL",21.6
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""","ELL",15.2
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""","Non-ELL",17.9
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","ELL","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Non-ELL","*"
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""","ELL","*"
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""","Non-ELL","*"
"New Haven School District","=""0930011""","Domus Academy","=""0935611""","ELL","*"
"New Haven School District","=""0930011""","Domus Academy","=""0935611""","Non-ELL","*"
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""","ELL",31.4
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""","Non-ELL",22.7
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","ELL","*"
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","Non-ELL","*"
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""","ELL",26.6
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""","Non-ELL",25.2
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","ELL","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Non-ELL","*"
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""","ELL",25.4
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""","Non-ELL",24.5
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","ELL",45.7
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Non-ELL",24.1
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","ELL","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Non-ELL","*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","ELL",34.1
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Non-ELL",46.0
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""","ELL",19.5
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""","Non-ELL",11.8
"New Haven School District","=""0930011""","John S. Martinez School","=""0930811""","ELL",18.9
"New Haven School District","=""0930011""","John S. Martinez School","=""0930811""","Non-ELL",29.9
"New Haven School District","=""0930011""","Katherine Brennan/Clarence Rogers School","=""0932111""","ELL",33.3
"New Haven School District","=""0930011""","Katherine Brennan/Clarence Rogers School","=""0932111""","Non-ELL",24.3
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""","ELL","*"
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""","Non-ELL","*"
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""","ELL",35.0
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""","Non-ELL",29.7
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""","ELL",16.7
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""","Non-ELL",18.2
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","ELL","*"
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Non-ELL","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","ELL","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Non-ELL","*"
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""","ELL","*"
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""","Non-ELL","*"
"New Haven School District","=""0930011""","New Light High School","=""0932611""","ELL","*"
"New Haven School District","=""0930011""","New Light High School","=""0932611""","Non-ELL","*"
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""","Non-ELL","*"
"New Haven School District","=""0930011""","Quinnipiac Real World Math STEM School","=""0933511""","ELL",26.5
"New Haven School District","=""0930011""","Quinnipiac Real World Math STEM School","=""0933511""","Non-ELL",21.7
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""","ELL","*"
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""","Non-ELL","*"
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""","ELL",13.5
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""","Non-ELL",17.3
"New Haven School District","=""0930011""","Sound School","=""0936711""","ELL","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","Non-ELL","*"
"New Haven School District","=""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""","ELL",28.3
"New Haven School District","=""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""","Non-ELL",28.5
"New Haven School District","=""0930011""","Truman School","=""0932911""","ELL",21.6
"New Haven School District","=""0930011""","Truman School","=""0932911""","Non-ELL",19.6
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""","ELL","*"
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""","Non-ELL","*"
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""","ELL","*"
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""","Non-ELL","*"
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","ELL",41.8
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Non-ELL",52.8
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""","ELL",13.1
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""","Non-ELL",11.1
"New London School District","=""0950011""","Jennings School","=""0950311""","ELL",16.9
"New London School District","=""0950011""","Jennings School","=""0950311""","Non-ELL","*"
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""","ELL",10.1
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""","Non-ELL",17.4
"New London School District","=""0950011""","Early Childhood Center at Harbor","=""0950611""","ELL",20.7
"New London School District","=""0950011""","Early Childhood Center at Harbor","=""0950611""","Non-ELL",28.3
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""","ELL",15.5
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""","Non-ELL",16.2
"New London School District","=""0950011""","New London High School","=""0956111""","ELL",25.3
"New London School District","=""0950011""","New London High School","=""0956111""","Non-ELL",16.0
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""","ELL",21.8
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""","Non-ELL",20.4
"New Milford School District","=""0960011""","Hill And Plain School","=""0960511""","ELL","*"
"New Milford School District","=""0960011""","Hill And Plain School","=""0960511""","Non-ELL","*"
"New Milford School District","=""0960011""","John Pettibone School","=""0960711""","ELL","*"
"New Milford School District","=""0960011""","John Pettibone School","=""0960711""","Non-ELL","*"
"New Milford School District","=""0960011""","Litchfield Hills Transition Center","=""0969011""","Non-ELL","*"
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","ELL",28.6
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Non-ELL",9.9
"New Milford School District","=""0960011""","Northville Elementary School","=""0960811""","ELL","*"
"New Milford School District","=""0960011""","Northville Elementary School","=""0960811""","Non-ELL","*"
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""","ELL","*"
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""","Non-ELL","*"
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""","ELL","*"
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""","Non-ELL","*"
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""","ELL","*"
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""","Non-ELL","*"
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""","ELL",0.0
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""","Non-ELL",3.7
"Newington School District","=""0940011""","John Paterson School","=""0940811""","ELL","*"
"Newington School District","=""0940011""","John Paterson School","=""0940811""","Non-ELL","*"
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""","ELL","*"
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""","Non-ELL","*"
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""","ELL","*"
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""","Non-ELL","*"
"Newington School District","=""0940011""","Newington High School","=""0946111""","ELL",17.6
"Newington School District","=""0940011""","Newington High School","=""0946111""","Non-ELL",13.0
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""","ELL","*"
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""","Non-ELL","*"
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""","ELL","*"
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""","Non-ELL","*"
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""","ELL","*"
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""","Non-ELL","*"
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""","ELL","*"
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""","Non-ELL","*"
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","ELL","*"
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Non-ELL","*"
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""","Non-ELL",6.5
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""","ELL","*"
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""","Non-ELL","*"
"Newtown School District","=""0970011""","STARR","=""0979011""","Non-ELL","*"
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""","ELL","*"
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""","Non-ELL","*"
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""","Non-ELL","*"
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""","ELL","*"
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""","Non-ELL","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","ELL","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Non-ELL","*"
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""","ELL","*"
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""","Non-ELL","*"
"North Branford School District","=""0990011""","School to Work Program","=""0999011""","Non-ELL","*"
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""","ELL","*"
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""","Non-ELL","*"
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""","ELL","*"
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""","Non-ELL","*"
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""","ELL","*"
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""","Non-ELL","*"
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""","ELL","*"
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""","Non-ELL","*"
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""","ELL","*"
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""","Non-ELL","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","ELL","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Non-ELL","*"
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""","ELL","*"
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""","Non-ELL","*"
"North Haven School District","=""1010011""","North Haven Transition Partnership","=""1010111""","Non-ELL","*"
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""","ELL","*"
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""","Non-ELL","*"
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""","Non-ELL",0.0
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","ELL","*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Non-ELL","*"
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""","ELL","*"
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""","Non-ELL","*"
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","ELL",11.3
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Non-ELL",8.3
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""","ELL",6.5
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""","Non-ELL",6.8
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""","ELL","*"
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""","Non-ELL","*"
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""","ELL",0.0
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""","Non-ELL",4.6
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""","ELL","*"
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""","Non-ELL","*"
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""","ELL",15.4
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""","Non-ELL",11.8
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""","ELL",6.7
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""","Non-ELL",7.9
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""","ELL",7.1
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""","Non-ELL",3.7
